"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","실험실면적","사업장구분명","영업소면적","위탁업체명","실험실지역코드","실험실우편번호","실험실산","실험실번지","실험실호","실험실통","실험실반","실험실특수주소","실험실특수주소동","실험실특수주소호","실험실도로명주소시군구코드","실험실도로명주소읍면동코드","실험실도로명주소읍면동구분","실험실도로명주소코드","실험실도로명특수주소","실험실도로명주소건물층구분","실험실도로명주소건물본번호","실험실도로명주소건물부번호","실험실도로명주소우편번호",
"56","환경측정대행업","09_30_17_P","5530000","553000066202200001","2022-03-17","","01","영업/정상","BBBB","영업","","","","","","","","경기도 화성시 새솔동 99-1","경기도 화성시 노들길 6-18, 501,2호 (새솔동)","18242","청담환경기술","2026-01-08 11:14:52","U","2026-01-10 02:40:00","","183893.703519261","419883.543783678","0","측정대행업","0","","4159014000","","1","99","1","","","","","","41590","4159014000","1","3351756","(새솔동)","0","6","18","18242",
"57","환경측정대행업","09_30_17_P","6260000","626000008202000012","2026-01-08","","01","영업/정상","N","신규","","","","","","","46917","부산광역시 사상구 모라동 283-11","부산광역시 사상구 사상로525번길 54, 2층 (모라동)","46917","(주)세영환경기술","2026-01-08 15:58:15","U","2026-01-10 02:40:00","","380810.227707175","189958.115183757","0","측정대행업","0","","2653010200","46917","0","283","11","","","","","","26530","2653010200","1","4217272","","0","54","0","46917",
"58","환경측정대행업","09_30_17_P","6460000","646000008202500007","2026-01-08","","01","영업/정상","N","신규","","","","","0619010100","","58023","전라남도 순천시 해룡면 선월리 941-1","전라남도 순천시 해룡면 해룡산단6로 100, 2층","58023","(주)윤테크(악취)","2026-01-08 14:19:14","U","2026-01-10 02:40:00","","251340.17383273","156473.247425943","0","측정대행업","0","","4615031028","58023","0","941","1","","","","","","46150","4615031028","0","3283058","","0","100","0","58023",
"59","환경측정대행업","09_30_17_P","6460000","646000008202400016","2026-01-08","","01","영업/정상","N","신규","","","","","","","58023","전라남도 순천시 해룡면 호두리 0번지","전라남도 순천시 해룡면 해룡산단6로 100, 2층","58023","주식회사 윤테크(대기)","2026-01-08 14:26:12","U","2026-01-10 02:40:00","","251340.17383273","156473.247425943","50","측정대행업","0","","4615031030","58023","0","0","0","","","","","","46150","4615031030","0","3283058","","0","100","0","58023",
"60","환경측정대행업","09_30_17_P","6260000","626000008202000013","2026-01-08","","01","영업/정상","N","신규","","","","","","","46980","부산광역시 사상구 감전동 122-15","부산광역시 사상구 새벽로 183, 2층층 (감전동)","46980","(주)모리아산업기술","2026-01-08 15:28:48","U","2026-01-10 02:40:00","","380645.672312821","186073.362666348","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"61","환경측정대행업","09_30_17_P","6260000","626000008202100007","2026-01-08","","01","영업/정상","N","신규","","","","","","","","부산광역시 강서구 대저1동 1316-2","부산광역시 강서구 대저로89번가길 108(대저1동)","","(주)부경이엔지","2026-01-08 15:47:16","U","2026-01-10 02:40:00","","","","96.9","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"62","환경측정대행업","09_30_17_P","6260000","626000008201800001","2026-01-08","","01","영업/정상","N","신규","","","","","","","49478","부산광역시 사하구 장림동 1088번지","부산광역시 사하구 다산로 255(장림동)","49478","부산장림표면처리사업협동조합","2026-01-08 15:43:27","U","2026-01-10 02:40:00","","378165.413537933","176900.123965963","0","측정대행업","0","","2638010500","49478","0","1088","0","","","","","","26380","2638010500","1","3134008","","0","255","0","49478",
"63","환경측정대행업","09_30_17_P","6260000","626000008202300134","2026-01-08","","01","영업/정상","N","신규","","","","","","","46702","부산광역시 강서구 대저1동 378-24","부산광역시 강서구 대저중앙로394번가길 56 (대저1동)","46702","한국종합환경산업(주)","2026-01-08 15:37:22","U","2026-01-10 02:40:00","","380736.572366024","192701.071813906","0","측정대행업","0","","2644010100","46702","0","378","24","","","","","","26440","2644010100","1","4208290","","0","56","0","46702",
"64","환경측정대행업","09_30_17_P","3930000","393000066202400005","2025-01-10","","01","영업/정상","BBBB","영업","","","","","031-439-4349","","","경기도 안산시 단원구 원시동 784-2 타원 TAKRA V 지식산업센터","경기도 안산시 단원구 별망로 555, 타원 TAKRA V 지식산업센터 (원시동)","15434","(주)해솔환경컨설팅[일시]","2026-01-08 17:59:25","U","2026-01-10 02:40:00","","181041.227729424","422140.831653563","0","측정대행업","0","","4127310500","","1","784","2","","","타원 TAKRA V 지식산업센터","","","41273","4127310500","1","3191028","타원 TAKRA V 지식산업센터 (원시동)","0","555","","15434",
"65","환경측정대행업","09_30_17_P","5020000","502000066201800001","2018-12-28","","01","영업/정상","BBBB","영업","","","","","054-274-1260","","","경상북도 포항시 남구 호동 626 현산빌딩","경상북도 포항시 남구 장흥로197번길 32, 현산빌딩 (호동)","","지구환경측정(주)","2026-01-09 08:59:58","U","2026-01-11 02:40:00","","414436.814712932","277903.875781737","88","측정대행업","0","","4711312200","","1","1813","","","","","","","47113","4711312200","1","3304024","(양덕동)","0","103","","37596",
"66","환경측정대행업","09_30_17_P","4010000","401000066202300001","2023-06-12","","01","영업/정상","BBBB","영업","","","","","0314931351","","","경기도 시흥시 광석동 481","경기도 시흥시 시흥대로 500, 8층 4호 (광석동)","14991","(주)우원이엔지","2026-01-09 17:42:18","U","2026-01-11 02:40:00","","182710.478373604","431458.530005125","50","측정대행업","0","","4139011800","","1","863","","","","","","","41390","4139011800","1","3351831","301호 (능곡동)","0","55","","15121",
"67","환경측정대행업","09_30_17_P","6290000","629000008202200057","2025-12-18","","01","영업/정상","N","신규","","","","","","","58005","전라남도 순천시 해룡면 남가리 155번지","전라남도 순천시 해룡면 남가2길 18-2","58005","나노이엔텍(주)","2026-01-09 16:01:27","U","2026-01-11 02:40:00","","249825.827316678","158389.959286673","0","측정대행업","0","","2917010600","61225","0","239","10","","","","","","29170","2917010600","1","3162065","","0","22","0","61225",
"68","환경측정대행업","09_30_17_P","6290000","629000008202200060","2025-12-18","","01","영업/정상","N","신규","","","","","","","57753","전라남도 광양시 광양읍 칠성리 531번지","전라남도 광양시 광양읍 성북길 39, 2층 202호","57753","(주)코엔라이프","2026-01-09 15:58:41","U","2026-01-11 02:40:00","","253205.855031821","163996.733278651","0","측정대행업","0","","2914013300","61900","0","34","0","","","","","","29140","2914013300","1","4280561","","0","20","46","61900",
"69","환경측정대행업","09_30_17_P","6290000","629000008202200045","2026-01-09","","01","영업/정상","N","신규","","","","","","","57736","전라남도 광양시 광양읍 구산리 799-20","전라남도 광양시 광양읍 매천로 723, 1동 1층 102호","57736","주식회사 지엔테크","2026-01-09 15:39:36","U","2026-01-11 02:40:00","","252565.194063073","164655.485758348","0","측정대행업","0","","2920014600","62417","0","913","3","","","","","","29200","2920014600","1","4289646","","0","58","0","62417",
"70","환경측정대행업","09_30_17_P","6470000","647000008202400062","2026-01-09","","01","영업/정상","N","신규","","","","","","","39862","경상북도 칠곡군 동명면 봉암리 420-3","경상북도 칠곡군 동명면 봉암6길 1","39862","태흥환경기술","2026-01-09 11:44:28","U","2026-01-11 02:40:00","","339894.120235852","275591.456712488","90.89","측정대행업","0","","4785032038","39862","0","420","3","","","","","","47850","4785032038","0","4766281","","0","1","0","39862",
"71","환경측정대행업","09_30_17_P","6300000","630000008202400001","2026-01-09","","01","영업/정상","N","신규","","","","","","","","대전광역시 서구 가수원동 799-2 서림빌딩","대전광역시 서구 가수원로 39, 서림빌딩 (가수원동)","","(주)삼양건설환경연구소","2026-01-09 14:24:45","U","2026-01-11 02:40:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"72","환경측정대행업","09_30_17_P","6470000","647000008202400058","2026-01-09","","01","영업/정상","N","신규","","","","","","","39408","경상북도 구미시 진평동 28-9","경상북도 구미시 인동22길 19(진평동)","39408","(주)세신환경기술","2026-01-09 17:07:53","U","2026-01-11 02:40:00","","328389.285090937","289329.166845106","60.84","측정대행업","0","","4719012300","39408","0","28","9","","","","","","47190","4719012300","1","4724740","","0","19","0","39408",
"73","환경측정대행업","09_30_17_P","6470000","647000008202400054","2026-01-09","","01","영업/정상","N","신규","","","","","","","39196","경상북도 구미시 도량동 792-90","경상북도 구미시 송동로 68-15 (도량동)","39196","주식회사 에코페이스","2026-01-09 13:56:43","U","2026-01-11 02:40:00","","319191.635352746","293906.089881286","74","측정대행업","0","","","","","","","","","","","","47190","4719012900","1","3308045","","0","179","8","39416",
"74","환경측정대행업","09_30_17_P","6300000","630000008202100052","2026-01-09","","01","영업/정상","N","신규","","","","","","","34028","대전광역시 유성구 용산동 544번지","대전광역시 유성구 테크노8로 53-10, 3층(용산동)","34028","(주)한국테크","2026-01-09 14:55:53","U","2026-01-11 02:40:00","","236218.233242576","324712.782221177","93","측정대행업","0","","3020014400","34028","0","544","0","","","","","","30200","3020014400","1","3167078","","0","53","10","34028",
"75","환경측정대행업","09_30_17_P","6290000","629000008202200005","2026-01-09","","01","영업/정상","N","신규","","","","","","","62465","광주광역시 광산구 오선동 627번지","광주광역시 광산구 진곡산단2번로 47-49, 2층(오선동)","62465","(유)대명환경법인","2026-01-09 15:41:44","U","2026-01-11 02:40:00","","180809.791124175","189117.066906868","0","측정대행업","0","","2920012200","62464","0","523","0","","","","","","29200","2920012200","1","3163045","","0","430","0","62464",
"76","환경측정대행업","09_30_17_P","3830000","383000066202300004","2023-05-25","","01","영업/정상","BBBB","영업","","","","","031-420-5544","","","경기도 안양시 동안구 관양동 799 메가밸리","경기도 안양시 동안구 학의로 268, 메가밸리 102호 (관양동)","14056","주식회사 미래엔솔","2026-01-09 17:25:16","U","2026-01-11 02:40:00","","197069.82356942","433267.205928793","0","측정대행업","0","","4117310200","","1","799","","","","메가밸리","","","41173","4117310200","1","3012016","메가밸리 102호 (관양동)","0","268","","14056",
"77","환경측정대행업","09_30_17_P","3830000","383000066202500003","2025-11-19","","01","영업/정상","BBBB","영업","","","","","031-420-5544","","","경기도 안양시 동안구 관양동 799 메가밸리","경기도 안양시 동안구 학의로 268, 메가밸리 102호 (관양동)","14056","주식회사 미래엔솔","2026-01-09 17:23:02","U","2026-01-11 02:40:00","","197069.82356942","433267.205928793","0","측정대행업","0","","4117310200","","1","799","","","","메가밸리","","","41173","4117310200","1","3012016","메가밸리 102호 (관양동)","0","268","","14056",
"78","환경측정대행업","09_30_17_P","4641000","464100066202200002","2022-08-18","","01","영업/정상","BBBB","영업","","","","","063-237-1811","","","전북특별자치도 전주시 덕진구 만성동 1345-3 스페이스온 지식산업센터 4090호","전북특별자치도 전주시 덕진구 만성북로 51-25, 스페이스온 지식산업센터 4090호 (만성동)","54858","주식회사 이노플러스","2026-01-09 18:11:16","U","2026-01-11 02:40:00","","207392.029276292","260992.916630393","65","측정대행업","0","","5211313100","","1","1345","3","","","스페이스온 지식산업센터","","4088","52113","5211313100","1","3351432","스페이스온 지식산업센터 4088호 (만성동)","0","51","25","54858",
"79","환경측정대행업","09_30_17_P","6280000","628000008201600005","2026-01-09","","01","영업/정상","N","신규","","","","","","","","","인천광역시 남동구 담방로 72, 2층 (만수동)","21592","(주)제일기연","2026-01-09 13:14:45","U","2026-01-11 02:40:00","","176842.082437156","438251.754422311","56.4","측정대행업","0","","","","","","","","","","","","28200","2820010300","1","3153019","","0","72","","21592",
"80","환경측정대행업","09_30_17_P","6280000","628000008200700005","2026-01-09","","01","영업/정상","N","신규","","","","","","","22121","인천광역시 미추홀구 주안동 1385-10","인천광역시 미추홀구 방축로 312, 주안제이타워2차지식산업센터 10층 1010~1012호 (주안동)","22121","㈜녹색엔지니어링","2026-01-09 10:22:13","U","2026-01-11 02:40:00","","171374.371646197","441403.039318273","0","측정대행업","0","","2817710500","22121","0","1385","10","","","","","","28177","2817710500","1","3150035","주안제이타워2차지식산업센터","0","312","0","22121",
"81","환경측정대행업","09_30_17_P","6270000","627000008200600008","2026-01-10","","01","영업/정상","N","신규","","","","","","","","대구광역시 달서구 이곡동 541번지 10호","대구광역시 달서구 달구벌대로 1222 (이곡동)","","제일환경측정(주)","2026-01-10 15:47:48","U","2026-01-12 02:40:00","","","","90.6","측정대행업","0","","2729010800","42703","0","541","10","","","3,4층","","","27290","2729010800","1","2007002","","0","1222","0","42703",
"82","환경측정대행업","09_30_17_P","6300000","630000008202600001","2026-01-12","","01","영업/정상","N","신규","","","","","","","34574","대전광역시 동구 가양동 429-7","대전광역시 동구 동대전로 309 (가양동)","34574","(주)비앤지","2026-01-12 14:31:56","I","2026-01-14 00:20:02","","239738.615994589","316465.057620824","0","측정대행업","0","","3011011400","34574","0","429","7","","","","","","30110","3011011400","1","3164009","","0","309","0","34574",
"83","환경측정대행업","09_30_17_P","3830000","383000066201900005","2019-01-15","","01","영업/정상","BBBB","영업","","","","","0313600808","","","경기도 안양시 동안구 관양동 799 메가밸리","경기도 안양시 동안구 학의로 268, 메가밸리 727,321호 (관양동)","","(주)한국이엠씨","2026-01-12 10:35:45","U","2026-01-14 02:40:00","","197069.82356942","433267.205928793","0","측정대행업","0","","4117310200","","1","799","","","","메가밸리 727,321호","","","41173","4117310200","1","3012016","메가밸리 (관양동)","0","268","","14056",
"84","환경측정대행업","09_30_17_P","3780000","378000066201900007","2019-06-27","","01","영업/정상","BBBB","영업","","","","","031-304-5944","","","경기도 성남시 분당구 야탑동 366-4 글라스타워 508호","경기도 성남시 분당구 성남대로916번길 11, 글라스타워 5층 508호 (야탑동)","13506","EQHS기술연구원","2026-01-12 13:08:41","U","2026-01-14 02:40:00","","211425.052548627","434313.239466121","0","측정대행업","0","","4113510700","","1","366","4","","","글라스타워","","508","41135","4113510700","1","4340275","글라스타워 5층 508호 (야탑동)","0","11","","13506",
"85","환경측정대행업","09_30_17_P","6260000","626000008202000008","2026-01-12","","01","영업/정상","N","신규","","","","","","","46213","부산광역시 금정구 청룡동 87번지","부산광역시 금정구 중앙대로 2140, 5층 (청룡동)","46213","(주)유림환경기술연구소","2026-01-12 15:50:23","U","2026-01-14 02:40:00","","390367.323272678","199348.933631719","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"86","환경측정대행업","09_30_17_P","3780000","378000066202000001","2020-02-05","","01","영업/정상","BBBB","영업","","","","","031-603-9601","","","경기도 성남시 중원구 상대원동 5460 성남 SK V1 tower A동 1304호","경기도 성남시 중원구 갈마치로288번길 14, 성남 SK V1 tower A동 1304호 (상대원동)","13201","환경분석연구원(주)","2026-01-12 13:08:32","U","2026-01-14 02:40:00","","215296.634934355","437492.166694164","0","측정대행업","0","","4113310500","","1","5460","","","","성남 SK V1 tower","A","1304","41133","4113310500","1","4337005","성남 SK V1 tower A동 1304호 (상대원동)","0","14","","13201",
"87","환경측정대행업","09_30_17_P","6300000","630000008202200001","2026-01-12","","01","영업/정상","N","신규","","","","","","","34574","대전광역시 동구 가양동 429-7","대전광역시 동구 동대전로 309, 1.6층 (가양동)","34574","(주)케미","2026-01-12 14:06:07","U","2026-01-14 02:40:00","","239738.615994589","316465.057620824","0","측정대행업","0","","3011011400","34574","0","429","7","","","","","","30110","3011011400","1","3164009","","0","309","0","34574",
"88","환경측정대행업","09_30_17_P","6300000","630000008202100041","2026-01-12","","01","영업/정상","N","신규","","","","","","","34000","대전광역시 유성구 신동 657-6","대전광역시 유성구 국제과학2로 2(신동)","34000","(주)아이피티씨","2026-01-12 14:15:32","U","2026-01-14 02:40:00","","232915.547204332","330465.79441848","0","측정대행업","0","","3020015100","34000","0","657","6","","","","","","30200","3020015100","1","3352514","","0","2","0","34000",
"89","환경측정대행업","09_30_17_P","6260000","626000008202300009","2026-01-12","","01","영업/정상","N","신규","","","","","","","46759","부산광역시 강서구 신호동 214번지 삼성빌딩 501호","부산광역시 강서구 신호산단3로 66, 삼성빌딩 501호(신호동)","46759","주식회사 한울엔지니어링","2026-01-12 15:54:47","U","2026-01-14 02:40:00","","371385.405359671","178075.60432182","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"90","환경측정대행업","09_30_17_P","6410000","641000008202500208","2026-01-12","","01","영업/정상","N","신규","","","","","","","","경기도 군포시 당정동 352-18","경기도 군포시 산본로101번길 13 (당정동)","","(주)한국유로핀즈 분석서비스","2026-01-12 09:45:24","U","2026-01-14 02:40:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"91","환경측정대행업","09_30_17_P","3830000","383000066202100003","2021-04-09","","01","영업/정상","BBBB","영업","","","","","1577-4822","","","경기도 안양시 동안구 호계동 555-37","경기도 안양시 동안구 엘에스로 142, 금정역 SKV1센터 716~721호 (호계동)","14118","(주)신화환경연구원","2026-01-12 15:18:28","U","2026-01-14 02:40:00","","195226.736723834","430247.433545406","0","측정대행업","0","","4117310400","","1","555","37","","","","","","41173","4117310400","1","3182030","금정역 SKV1센터 716~721호 (호계동)","0","142","","14118",
"92","환경측정대행업","09_30_17_P","6410000","641000008202500130","2026-01-12","","01","영업/정상","N","신규","","","","","","","","경기도 군포시 당정동 522번지 SK벤티움 101동 502호","경기도 군포시 고산로 166, SK벤티움 101동 502호 (당정동)","","주식회사 지오이엔씨","2026-01-12 09:45:34","U","2026-01-14 02:40:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"93","환경측정대행업","09_30_17_P","6540000","654000008202500004","2026-01-12","","01","영업/정상","N","신규","","","","","","","54578","전북특별자치도 익산시 왕궁면 쌍제리 552-14","전북특별자치도 익산시 왕궁면 쌍제1길 113","54578","가람환경 주식회사","2026-01-12 09:50:29","U","2026-01-14 02:40:00","","205473.58955598","270257.838961353","120","측정대행업","0","","5214041025","54578","0","552","14","","","","","","52140","5214041025","0","4607832","","0","113","0","54578",
"94","환경측정대행업","09_30_17_P","6460000","646000008202600002","2026-01-13","","01","영업/정상","N","신규","","","","","","","57227","전라남도 장성군 황룡면 월평리 608-4 1동","전라남도 장성군 황룡면 강변로 452-7, 1동","57227","한진환경기술 주식회사","2026-01-13 14:33:53","I","2026-01-15 00:20:35","","178807.055568493","198360.051122627","0","측정대행업","0","","4688036021","57227","0","609","1","","","한진기계(주)","1","","46880","4688036021","0","3299060","한진기계(주)","0","450","0","57227",
"95","환경측정대행업","09_30_17_P","6270000","627000008202600001","2026-01-13","","01","영업/정상","N","신규","","","","","","","42612","대구광역시 달서구 이곡동 1202-16","대구광역시 달서구 이곡서로 34, 신안빌딩 5층 (이곡동)","42612","(주)기초환경","2026-01-13 17:14:14","I","2026-01-15 00:20:35","","335714.889032902","262606.03839098","0","측정대행업","0","","2729010800","42612","0","1202","16","","","","","","27290","2729010800","1","3147035","신안빌딩","0","34","0","42612",
"96","환경측정대행업","09_30_17_P","3230000","323000066201700005","2017-10-17","","01","영업/정상","BBBB","영업","","","","","02-6949-6620","","","서울특별시 송파구 문정동 643-1 엠스테이트 비동 701호","서울특별시 송파구 법원로 114, 엠스테이트 비동 701호 (문정동)","05854","주식회사 친환경건축이에이그룹","2026-01-13 09:08:11","U","2026-01-15 02:40:00","","","","0","측정대행업","0","","1171010800","","1","643","1","","","엠스테이트","비","701","11710","1171010800","1","3350849","엠스테이트 비동 701호 (문정동)","0","114","","05854",
"97","환경측정대행업","09_30_17_P","3230000","323000066200400001","2004-05-29","","01","영업/정상","BBBB","영업","","","","","02-424-2007","","","서울특별시 송파구 석촌동 235-20 한양빌딩","서울특별시 송파구 백제고분로36길 6, 한양빌딩 (석촌동)","05680","(주)청명기연환경","2026-01-13 16:50:36","U","2026-01-15 02:40:00","","208783.783122312","444488.498088996","435","측정대행업","0","","1171010500","138845","1","235","18","","","","","","11710","1171010500","1","4169186","(석촌동)","0","12","","138190",
"98","환경측정대행업","09_30_17_P","3930000","393000066201900019","2019-01-04","","01","영업/정상","BBBB","영업","","","","","0314949191","","","경기도 안산시 단원구 고잔동 729-9 Win-Win프라자","경기도 안산시 단원구 광덕4로 260, Win-Win프라자 4층 (고잔동)","15464","보성환경이엔텍(주)","2026-01-13 10:00:44","U","2026-01-15 02:40:00","","185871.930223931","423597.658528151","0","측정대행업","0","","4127310100","","1","729","9","","","Win-Win프라자","","401","41273","4127310100","1","3190012","Win-Win프라자 401,402호 (고잔동)","0","260","","15464",
"99","환경측정대행업","09_30_17_P","4490000","449000066201800013","2018-12-31","","01","영업/정상","BBBB","영업","","","","","041-562-3220","","","충청남도 천안시 서북구 두정동 1424 화성빌딩","충청남도 천안시 서북구 두정상가7길 56, 화성빌딩 401호 (두정동)","31105","(주)비전테크","2026-01-13 09:59:11","U","2026-01-15 02:40:00","","212775.139613513","369938.891433902","52","측정대행업","0","","4413310400","","1","1424","","","","화성빌딩","","","44133","4413310400","1","4550129","화성빌딩 401호 (두정동)","0","56","","31105",
"100","환경측정대행업","09_30_17_P","5020000","502000066201800003","2018-12-28","","01","영업/정상","BBBB","영업","","","","","054-277-2377","","","경상북도 포항시 남구 오천읍 원리 1001-1","경상북도 포항시 남구 오천읍 중원로 71-9","37881","(주)원환경","2026-01-13 18:14:24","U","2026-01-15 02:40:00","","416429.683951482","277673.615488018","144","측정대행업","0","","4711125621","","1","1001","1","","","","","","47111","4711125621","0","3303048","","0","71","9","37881",
"101","환경측정대행업","09_30_17_P","5710000","571000066201900022","2019-04-14","","01","영업/정상","BBBB","영업","","","","","","","","충청북도 청주시 청원구 율량동 1873 은곡빌딩","충청북도 청주시 청원구 공항로 101, 은곡빌딩 2층 (율량동)","28350","(주)연합환경기술","2026-01-13 13:35:48","U","2026-01-15 02:40:00","","243382.202750605","351774.04998322","0","측정대행업","0","","4311410300","","1","1873","","","","은곡빌딩","","","43114","4311410300","1","3236064","은곡빌딩 2층 (율량동)","0","101","","28350",
"102","환경측정대행업","09_30_17_P","3830000","383000066201900010","2019-03-22","","01","영업/정상","BBBB","영업","","","","","02-575-3925","","","경기도 안양시 동안구 호계동 1027 안양IT밸리 505호","경기도 안양시 동안구 엘에스로91번길 16-39, 안양IT밸리 505호 (호계동)","14119","(주)진덕환경엔지니어링","2026-01-13 15:51:44","U","2026-01-15 02:40:00","","195340.095135209","429873.44889388","145","측정대행업","0","","4117310400","","1","1027","","","","안양IT밸리","","","41173","4117310400","1","4349163","안양IT밸리 (호계동)","0","16","39","14119",
"103","환경측정대행업","09_30_17_P","3830000","383000066201900011","2019-03-26","","01","영업/정상","BBBB","영업","","","","","031-473-3413","","","경기도 안양시 동안구 호계동 921-4","경기도 안양시 동안구 귀인로79번길 35 (호계동)","14079","(주)혜성환경","2026-01-13 15:21:18","U","2026-01-15 02:40:00","","195299.383396423","431308.429954024","0","측정대행업","0","","4117310400","","1","921","4","","","","","","41173","4117310400","1","4349098","(호계동)","0","35","","14079",
"104","환경측정대행업","09_30_17_P","5710000","571000066202400002","2024-09-13","","01","영업/정상","BBBB","영업","","","","","","","","충청북도 청주시 흥덕구 오송읍 정중리 805","충청북도 청주시 흥덕구 오송읍 오송생명10로 7","28220","(사)대한산업보건협회","2026-01-13 13:35:24","U","2026-01-15 02:40:00","","227318.5571194","346035.480414868","412","측정대행업","0","","4311325032","","1","805","","","","","","","43113","4311325032","0","3351773","","0","7","","28220",
"105","환경측정대행업","09_30_17_P","5350000","535000066202300005","2023-03-09","","01","영업/정상","BBBB","영업","","","","","0552648494","","","경상남도 김해시 풍유동 1002-15","경상남도 김해시 서김해산단로 20-10 (풍유동)","50967","(주)그린환경연구원","2026-01-13 15:40:57","U","2026-01-15 02:40:00","","367791.761597445","191749.683872856","0","측정대행업","0","","4825011100","","1","1002","15","","","","","","48250","4825011100","1","3352444","(풍유동)","0","20","10","50967",
"106","환경측정대행업","09_30_17_P","5710000","571000066202000002","2020-07-14","","01","영업/정상","BBBB","영업","","","","","04321219701","","","충청북도 청주시 청원구 내수읍 은곡리 210-25","충청북도 청주시 청원구 내수읍 충청대로 724","28151","(주)영동환경 청주지사","2026-01-13 13:35:38","U","2026-01-15 02:40:00","","247359.103596447","356552.422703707","74","측정대행업","0","","4311425036","","1","210","25","","","","","","43114","4311425036","0","2014003","","0","724","","28151",
"107","환경측정대행업","09_30_17_P","5670000","567012366202200006","2022-12-06","","01","영업/정상","BBBB","영업","","","","","055-281-7763","","","경상남도 창원시 의창구 소계동 130-121","경상남도 창원시 의창구 의창대로 51-7, 4층 (소계동)","51187","(주)신성에코텍","2026-01-13 10:38:47","U","2026-01-15 02:40:00","","346084.701618814","196403.60998947","89","측정대행업","0","","4812110700","","1","130","121","","","","","","48121","4812110700","1","2019001","4층 (소계동)","0","51","7","51187",
"108","환경측정대행업","09_30_17_P","6460000","646000008202400003","2026-01-13","","01","영업/정상","N","신규","","","","","","","59631","전라남도 여수시 봉계동 726-75","전라남도 여수시 좌수영로 962-11 (봉계동)","59631","디에이치환경산업 주식회사","2026-01-13 13:31:42","U","2026-01-15 02:40:00","","260788.987372593","143033.127165521","0","측정대행업","0","","4613013900","59631","0","726","75","","","","","","46130","4613013900","1","3282069","","0","962","11","59631",
"109","환경측정대행업","09_30_17_P","6460000","646000008202400010","2026-01-13","","01","영업/정상","N","신규","","","","","","","59677","전라남도 여수시 학동 39-28","전라남도 여수시 학동3길 25 (학동)","59677","(주)진영이앤씨","2026-01-13 16:04:26","U","2026-01-15 02:40:00","","260894.126217382","140958.762114613","116.48","측정대행업","0","","4613012800","59677","0","39","28","","","","","","46130","4613012800","1","4646938","","0","25","0","59677",
"110","환경측정대행업","09_30_17_P","6270000","627000008201700003","2026-01-13","","01","영업/정상","N","신규","","","","","","","703-834","대구광역시 서구 평리6동   567번지","대구광역시 서구 북비산로 165 (평리동)","703-834","(주)한국이앤씨","2026-01-13 19:11:44","U","2026-01-15 02:40:00","","340008.783916204","265447.982845799","98.8","측정대행업","0","","2717010300","703834","1","567","","","","","","","27170","2717010300","1","3143005","","0","165","","703834",
"111","환경측정대행업","09_30_17_P","6530000","653000008202300033","2026-01-13","","01","영업/정상","N","신규","","","","","","","26493","강원특별자치도 원주시 흥업면 매지리 1184-1 연세대원주환경친화기술센터 302호","강원특별자치도 원주시 흥업면 북원로 1389, 연세대원주환경친화기술센터 302호","26493","(주)에코엔비텍","2026-01-13 13:54:18","U","2026-01-15 02:40:00","","280254.288140415","419626.869610252","34","측정대행업","0","","5113037022","26493","0","1184","1","","","연세대원주환경친화기술센터","","303","51130","5113037022","0","3219073","연세대원주환경친화기술센터","0","1389","0","26493",
"112","환경측정대행업","09_30_17_P","6410000","641000008202600004","2026-01-14","","01","영업/정상","N","신규","","","","","","","","경기도 광명시 하안동 303번지 1111호","경기도 광명시 오리로651번길 8, 1111호 (하안동)","","주식회사 더숨","2026-01-14 14:12:38","I","2026-01-16 00:20:02","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"113","환경측정대행업","09_30_17_P","6410000","641000008202600005","2026-01-14","","01","영업/정상","N","신규","","","","","","","","경기도 광명시 철산동 626-3 광명테크노타운 701호","경기도 광명시 안양천로502번길 15, 광명테크노타운 701호 (철산동)","","(주)한솔환경산업","2026-01-14 16:22:17","I","2026-01-16 00:20:02","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
