"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업소구분명","소재지","지정일자","신청일자","항목값1",
"74","쓰레기종량제봉투판매업","09_30_13_P","5530000","553000014202600001","2026-01-05","","01","영업/정상","11","영업","","","","","02-3284-8120","","","경기도 화성시 팔탄면 창곡리 1013-3 A동 1층","경기도 화성시 팔탄면 서해로 1278, A동 1층","18525","(주)코리아세븐 화성서해로점","2026-01-05 09:37:40","I","2026-01-07 00:20:36","","189940.089859904","408165.33911521","지정","경기도 화성시 팔탄면 창곡리 1013-3 A동 1층","20260105","20251218","관급봉투",
"75","쓰레기종량제봉투판매업","09_30_13_P","5530000","553000014202600002","2026-01-05","","01","영업/정상","11","영업","","","","","","","","경기도 화성시 석우동 18-4","경기도 화성시 삼성1로 209, 1동 117,118호 (석우동)","18449","씨유 동탄삼성디오네점","2026-01-05 10:46:06","I","2026-01-07 00:20:36","","206570.976547884","413348.041578353","지정","경기도 화성시 석우동 18-4","20260105","20260105","관급봉투",
"76","쓰레기종량제봉투판매업","09_30_13_P","4181000","418100014199600266","1996-07-01","","01","영업/정상","11","영업","","","","","0332439700","","200-821","강원특별자치도 춘천시 신북읍 율문리 551-1","강원특별자치도 춘천시 신북읍 율문길 71","","신북농업협동조합","2026-01-05 11:25:55","U","2026-01-07 02:40:00","","265486.324533957","491723.428032791","지정","강원특별자치도 춘천시 신북읍 율문리","19960701","19960701","관급봉투",
"77","쓰레기종량제봉투판매업","09_30_13_P","4251000","425100014199400040","1995-01-09","","01","영업/정상","11","영업","","","","","033 4343412","","","강원특별자치도 홍천군 홍천읍 희망리 325-6","","","홍천축협동물병원","2026-01-05 09:13:23","U","2026-01-07 02:40:00","","277773.451731505","465729.994272179","지정","희망3리 325-6","","19950109","관급봉투",
"78","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202100047","2021-10-13","","01","영업/정상","0","","","","","","","","","강원특별자치도 강릉시 포남동 1300-1","강원특별자치도 강릉시 하평3길 42 (포남동)","25565","세븐일레븐 강릉포남스타점","2026-01-05 19:01:05","U","2026-01-07 02:40:00","","368664.69617385","476182.176337997","지정","강원특별자치도 강릉시 포남동 1300-1","20211101","20211008","관급봉투",
"79","쓰레기종량제봉투판매업","09_30_13_P","4520000","452000014202000048","2020-05-29","","01","영업/정상","11","영업","","","","","","","","충청남도 아산시 배방읍 북수리 1848 101,102호","충청남도 아산시 배방읍 월천5길 27, 101,102호","31496","지에스25(GS25) 배방행복주택점","2026-01-05 12:45:05","U","2026-01-07 02:40:00","","206915.932720759","363186.500682815","지정","충청남도 아산시 배방읍 북수리 1848 101,102호","20200529","20210112","관급봉투",
"80","쓰레기종량제봉투판매업","09_30_13_P","4610000","461000014202500009","2025-07-04","","01","영업/정상","3","재개업","","","2026-01-05","","","","","충청남도 예산군 고덕면 대천리 770-7","충청남도 예산군 고덕면 고덕중앙로 72","32403","세븐일레븐 예산고덕중앙점","2026-01-05 13:18:54","U","2026-01-07 02:40:00","","173505.489175964","360547.03639426","지정","충청남도 예산군 고덕면 대천리 770-7","20250704","20250704","관급봉투",
"81","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202600001","2026-01-05","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 회산동 204-4","강원특별자치도 강릉시 회산로 348-16 (회산동)","25599","강릉마켓","2026-01-06 09:11:25","I","2026-01-08 00:20:30","","364470.998795383","472310.248825529","지정","강원특별자치도 강릉시 회산동 204-4","20260105","20260105","관급봉투",
"82","쓰레기종량제봉투판매업","09_30_13_P","4211000","421100014202600001","2026-01-07","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 동해시 동회동 442 에이스마트","강원특별자치도 동해시 청운1길 29 (동회동, 대동아파트, 동회동 현대아파트)","25807","에이스마트","2026-01-07 12:32:45","I","2026-01-09 00:20:01","","386177.814049483","444870.370953969","지정","강원특별자치도 동해시 동회동 442 에이스마트","20260107","20260107","관급봉투",
"83","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014202600001","2026-01-07","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 영월군 영월읍 하송리 257-8","강원특별자치도 영월군 영월읍 하송로 23","","지에스25영월삼호점","2026-01-07 09:27:46","I","2026-01-09 00:20:01","","329962.821496742","410322.04606173","지정","강원특별자치도 영월군 영월읍 영흥리 1049-16 삼호아파트 상가","20260107","20251230","관급봉투",
"84","쓰레기종량제봉투판매업","09_30_13_P","5150000","515000014202600001","2026-01-07","","01","영업/정상","11","영업","","","","","","","","경상북도 의성군 의성읍 후죽리 486-22 의성농협","경상북도 의성군 의성읍 군청길 15, 의성농협","37337","의성농업협동조합남부지점","2026-01-07 16:52:38","I","2026-01-09 00:20:01","","352155.92175081","318237.552634546","지정","경상북도 의성군 의성읍 도동리 982-2 의성농협하나로마트","20260106","20260106","관급봉투",
"85","쓰레기종량제봉투판매업","09_30_13_P","4030000","403000014202600001","2026-01-06","","01","영업/정상","11","영업","","","","","","","","경기도 안양시 동안구 호계동 829-9","경기도 안양시 동안구 호성로 29-4, 1층 101호 (호계동)","14127","소도몰 안양호계점","2026-01-06 16:28:46","I","2026-01-09 00:20:01","","196742.498169023","429187.743200968","지정","경기도 안양시 동안구 호계동 829-9","20260106","20260106","관급봉투",
"86","쓰레기종량제봉투판매업","09_30_13_P","4721000","472100014202600001","2026-01-06","","01","영업/정상","11","영업","","","","","","","","전북특별자치도 완주군 이서면 갈산리 637 혁신도시 에코르 1단지 아파트 상가동 102호","전북특별자치도 완주군 이서면 출판로 23, 혁신도시 에코르 1단지 아파트 상가동 102호","55365","씨유 전북혁신하늘채점","2026-01-06 15:58:25","I","2026-01-09 00:20:01","","204848.726864938","260070.516875607","지정","전북특별자치도 완주군 이서면 갈산리 637 혁신도시 에코르 1단지 아파트 상가동 102호","20260120","20260106","관급봉투",
"87","쓰레기종량제봉투판매업","09_30_13_P","4721000","472100014202600002","2026-01-06","","01","영업/정상","11","영업","","","","","063-243-7009","","","전북특별자치도 완주군 용진읍 운곡리 1150-1","전북특별자치도 완주군 용진읍 운곡4로 6-4","55352","용진농협 로컬푸드 & 하나로마트 운곡점","2026-01-06 16:03:56","I","2026-01-09 00:20:01","","","","지정","전북특별자치도 완주군 용진읍 운곡리 1150-1","20260126","20260106","관급봉투",
"88","쓰레기종량제봉투판매업","09_30_13_P","4641000","464100014202600001","2026-01-06","","01","영업/정상","11","영업","","","","","","","","전북특별자치도 전주시 덕진구 송천동1가 107","전북특별자치도 전주시 덕진구 오송1길 23 (송천동1가)","54823","GS25 송천프리미엄점","2026-01-06 10:17:58","I","2026-01-09 00:20:01","","211612.556004136","262558.584371342","지정","전북특별자치도 전주시 덕진구 송천동1가 107","20260106","20260106","관급봉투",
"89","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014202600001","2026-01-07","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 원주시 무실동 1857-17","강원특별자치도 원주시 능라동길 27, 105,106호 (무실동)","26392","이마트24 원주센트럴점","2026-01-07 15:12:10","I","2026-01-09 00:20:01","","282175.317805616","426098.320760993","지정","강원특별자치도 원주시 무실동 1857-17","20260107","20260107","관급봉투",
"90","쓰레기종량제봉투판매업","09_30_13_P","3940000","395000014202600001","2026-01-06","","01","영업/정상","11","영업","","","","","","","","경기도 고양시 덕양구 화정동 986-8 화정대우마이빌","경기도 고양시 덕양구 백양로 59, 화정대우마이빌 102,103호 (화정동)","10500","바른상회 화정","2026-01-06 10:28:56","I","2026-01-09 00:20:01","","185216.163196074","458762.145185806","지정","경기도 고양시 덕양구 화정동 986-8 화정대우마이빌","20260107","20260105","관급봉투",
"91","쓰레기종량제봉투판매업","09_30_13_P","3940000","396010014202600001","2026-01-07","","01","영업/정상","11","영업","","","","","","","","경기도 고양시 일산동구 백석동 1330 상가-1층 102호","경기도 고양시 일산동구 호수로 336, 상가-1층 102호 (백석동)","10449","GS25 일산브라운스톤점","2026-01-07 10:42:39","I","2026-01-09 00:20:01","","181199.730502486","459483.063667204","지정","경기도 고양시 일산동구 백석동 1330 상가-1층 102호","20260107","20260107","관급봉투",
"92","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014201900024","2019-04-07","","03","폐업","2","폐업","2026-01-07","","","","","","","서울특별시 마포구 서교동 394-25 동양한강트레벨 101호","서울특별시 마포구 양화로 56, 동양한강트레벨 101호 (서교동)","04045","세븐일레븐 합정역점","2026-01-07 15:01:24","U","2026-01-09 02:40:00","","192402.468624287","449701.62502855","지정","서울특별시 마포구 서교동 394번지 25호 동양한강트레벨 101호","20190408","20190401","관급봉투",
"93","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014199490022","1994-12-31","","01","영업/정상","11","영업","","","","","","","220-140","강원특별자치도 원주시 가현동 000","","","소초농협지소","2026-01-07 10:32:33","U","2026-01-09 02:40:00","","","","종료","장양4리","","19941231","관급봉투",
"94","쓰레기종량제봉투판매업","09_30_13_P","4950000","495000014199500006","1995-01-01","","01","영업/정상","11","영업","","","","","06145047357","","","전라남도 무안군 청계면 도림리 489-5 청계면사무소","전라남도 무안군 청계면 영산로 1701-8, 청계면사무소","58552","청계면사무소","2026-01-07 08:49:56","U","2026-01-09 02:40:00","","","","지정","전라남도 무안군 청계면 도림리 489번지 5호","19950101","19950101","관급봉투",
"95","쓰레기종량제봉투판매업","09_30_13_P","3610000","361000014201600028","2016-12-22","","01","영업/정상","11","영업","","","","","","","","광주광역시 남구 백운동 32-1 송촌아파트","광주광역시 남구 독립로80번길 10, 상가동 101호 (백운동)","61646","지에스25 백운주공점","2026-01-07 09:29:30","U","2026-01-09 02:40:00","","191165.079967696","182359.526932517","지정","","20161222","20161222","관급봉투",
"96","쓰레기종량제봉투판매업","09_30_13_P","3000000","300000014201500010","2015-05-29","","01","영업/정상","11","영업","","","","","02-3672-5323","","","서울특별시 종로구 인의동 28-36 재림빌딩","서울특별시 종로구 창경궁로 112-11, 재림빌딩 1층 (인의동)","03130","GS25 혜화경찰서점","2026-01-06 14:58:48","U","2026-01-09 02:40:00","","199794.789138358","452254.719806799","지정","서울특별시 종로구 인의동 28-36 재림빌딩","20150529","20150527","관급봉투",
"97","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014202200004","2022-01-11","","01","영업/정상","0","","","","","","","","","","서울특별시 마포구 월드컵로10길 28, 1층 (서교동)","04004","세븐일레븐 서교동명점","2026-01-07 15:13:37","U","2026-01-09 02:40:00","","192271.933002408","450289.531226454","지정","","20211108","20211108","관급봉투",
"98","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014202200010","2022-01-11","","03","폐업","2","폐업","2026-01-07","","","","02-3143-6980","","","서울특별시 마포구 서교동 379-1","서울특별시 마포구 잔다리로7안길 4, 1층 (서교동)","04034","지에스25서교명품점","2026-01-07 15:15:10","U","2026-01-09 02:40:00","","192598.023363462","450079.529042339","지정","서울특별시 마포구 서교동 379-1","20220111","20220111","관급봉투",
"99","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014202100270","2021-10-14","","03","폐업","2","폐업","2026-01-07","","","","02-322-8559","","","서울특별시 마포구 서교동 381-13","서울특별시 마포구 양화로7길 48 (서교동)","04035","세븐일레븐 마포서교점","2026-01-07 15:11:36","U","2026-01-09 02:40:00","","192344.177245918","450056.544138541","지정","서울특별시 마포구 서교동 381-13","20210909","20210909","관급봉투",
"100","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014202300009","2023-03-13","","01","영업/정상","11","영업","","","","","","","","서울특별시 마포구 서교동 364-26","서울특별시 마포구 와우산로21길 31, 1층 (서교동)","04041","씨유 홍대놀이터점","2026-01-07 15:19:00","U","2026-01-09 02:40:00","","193048.597980722","450001.931077355","지정","서울특별시 마포구 서교동 364-26","20230313","20230309","관급봉투",
"101","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014202400011","2024-01-31","","03","폐업","2","폐업","2026-01-07","","","","","","","서울특별시 마포구 서교동 395-91","서울특별시 마포구 잔다리로 25, 1층 (서교동)","04043","㈜비지에프리테일 플래그십홍대점 (CU 홍대상상점)","2026-01-07 15:20:36","U","2026-01-09 02:40:00","","192866.453645546","449849.092359811","지정","","20240131","20240126","관급봉투",
"102","쓰레기종량제봉투판매업","09_30_13_P","5530000","553000014202400027","2024-02-21","","03","폐업","2","폐업","2025-12-31","","","","","","","경기도 화성시 병점동 202","경기도 화성시 병점2로 162 (병점동)","18421","수임샵코스모스","2026-01-06 10:21:28","U","2026-01-09 02:40:00","","204503.545536578","412375.913779873","종료","경기도 화성시 병점동 202","20240221","20240221","관급봉투",
"103","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014202400006","2024-01-29","","01","영업/정상","11","영업","","","","","","","","서울특별시 마포구 서교동 395-91","서울특별시 마포구 잔다리로 25, 1층 (서교동)","04043","㈜비지에프리테일 플래그십홍대점 (CU 홍대상상점)","2026-01-07 15:21:37","U","2026-01-09 02:40:00","","192866.453645546","449849.092359811","지정","","20240129","20240129","관급봉투",
"104","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014202100042","2021-07-26","","01","영업/정상","11","영업","","","","","","","","서울특별시 마포구 서교동 470-17 미송빌딩","서울특별시 마포구 잔다리로 125, 미송빌딩 (서교동)","03997","씨유 마포잔다리점","2026-01-07 15:10:16","U","2026-01-09 02:40:00","","192252.964412964","450634.008370563","지정","서울특별시 마포구 서교동 470-17 미송빌딩","20210706","20210706","관급봉투",
"105","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014202100083","2021-08-26","","03","폐업","2","폐업","2026-01-07","","","","02-719-7580","","","서울특별시 마포구 도화동 347-133 유하우스","서울특별시 마포구 도화2길 61 (도화동, 유하우스)","04171","어린이문방구","2026-01-07 12:59:37","U","2026-01-09 02:40:00","","195539.30204796","448452.378072345","지정","서울특별시 마포구 도화동 347-133 유하우스","20210801","20210801","관급봉투",
"106","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014202100159","2021-09-14","","03","폐업","2","폐업","2026-01-07","","","","02-3142-6492","","","서울특별시 마포구 서교동 464-4","서울특별시 마포구 동교로 142 (서교동)","04030","세븐일레븐서교중앙점","2026-01-07 13:13:51","U","2026-01-09 02:40:00","","192668.129917783","450320.506192299","지정","서울특별시 마포구 서교동 464-4","20210801","20210801","관급봉투",
"107","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014202100167","2021-09-14","","03","폐업","2","폐업","2026-01-07","","","","02-6408-5894","","","서울특별시 마포구 서교동 468-3","서울특별시 마포구 잔다리로 111 (서교동)","04003","세븐일레븐 서교한우물점","2026-01-07 13:37:14","U","2026-01-09 02:40:00","","192334.728216106","450506.279277744","지정","서울특별시 마포구 서교동 468-3","20100823","20100823","관급봉투",
"108","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014202100048","2021-08-24","","03","폐업","2","폐업","2026-01-07","","","","02-716-7520","","","서울특별시 마포구 공덕동 1-45","서울특별시 마포구 만리재로18길 5 (공덕동)","04183","신일식품","2026-01-07 12:56:54","U","2026-01-09 02:40:00","","196594.39064686","449852.821202188","지정","서울특별시 마포구 공덕동 1-45","20210801","20210801","관급봉투",
"109","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014202100066","2021-08-01","","03","폐업","2","폐업","2026-01-07","","","","02-6377-7833","","","서울특별시 마포구 공덕동 456 한국사회복지회관 르네상스타워","서울특별시 마포구 만리재로 14, 한국사회복지회관 르네상스타워 (공덕동)","04195","상가매점","2026-01-07 12:58:13","U","2026-01-09 02:40:00","","195766.588069694","449083.306922623","지정","서울특별시 마포구 공덕동 456 한국사회복지회관 르네상스타워","20071119","20071119","관급봉투",
"110","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014202100067","2021-08-24","","03","폐업","2","폐업","2026-01-07","","","","02-719-1313","","","서울특별시 마포구 공덕동 7-1","서울특별시 마포구 효창원로 255-1 (공덕동)","04183","동춘슈퍼","2026-01-07 12:58:55","U","2026-01-09 02:40:00","","196702.04987465","449748.023092262","지정","서울특별시 마포구 공덕동 7-1","20080825","20080825","관급봉투",
"111","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014202100173","2021-09-15","","01","영업/정상","11","영업","","","","","","","","서울특별시 마포구 서교동 473-20 영화빌딩","서울특별시 마포구 월드컵로14길 29, 영화빌딩 1층 (서교동)","03997","GS25 서교미리내점","2026-01-07 13:43:40","U","2026-01-09 02:40:00","","192163.457698547","450452.451482025","지정","서울특별시 마포구 서교동 473-20 영화빌딩","20120831","20120831","관급봉투",
"112","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014202100174","2021-09-15","","01","영업/정상","11","영업","","","","","","","","서울특별시 마포구 서교동 464-4","서울특별시 마포구 동교로 142 (서교동)","04030","세븐일레븐 서교중앙점","2026-01-07 13:14:31","U","2026-01-09 02:40:00","","192668.129917783","450320.506192299","지정","서울특별시 마포구 서교동 464-4","20130628","20130628","관급봉투",
"113","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014202100092","2021-08-27","","01","영업/정상","11","영업","","","","","02-715-4426","","","서울특별시 마포구 마포동 292-64","서울특별시 마포구 마포대로4라길 32 (마포동)","04178","GS25 마포사랑","2026-01-07 13:00:59","U","2026-01-09 02:40:00","","195188.950843906","448305.518618358","지정","서울특별시 마포구 마포동 292-64","20100823","20100823","관급봉투",
"114","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014202100093","2021-08-27","","03","폐업","2","폐업","2026-01-07","","","","02-703-1963","","","서울특별시 마포구 도화동 183-13","서울특별시 마포구 새창로 14 (도화동)","04169","GS도화새창","2026-01-07 13:03:29","U","2026-01-09 02:40:00","","195646.210798021","448867.692262702","지정","서울특별시 마포구 도화동 183-13","20210801","20210801","관급봉투",
"115","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014202100095","2021-08-27","","03","폐업","2","폐업","2026-01-07","","","","02-716-7232","","","서울특별시 마포구 도화동 1-62","서울특별시 마포구 새창로4나길 21 (도화동)","04169","용강슈퍼","2026-01-07 13:04:49","U","2026-01-09 02:40:00","","195742.456217441","448766.218286575","지정","서울특별시 마포구 도화동 1-62","20120413","20120413","관급봉투",
"116","쓰레기종량제봉투판매업","09_30_13_P","3940000","396010014202500025","2025-09-16","","01","영업/정상","11","영업","","","","","031-900-5000","","","경기도 고양시 일산동구 마두동 797-2 뉴코아백화점일산점","경기도 고양시 일산동구 중앙로 1206, 뉴코아백화점일산점 (마두동)","10414","(주)이랜드리테일 일산점","2026-01-07 15:25:43","U","2026-01-09 02:40:00","","180232.752598414","461372.68276209","지정","경기도 고양시 일산동구 마두동 797-2 뉴코아백화점일산점","20250916","20250916","관급봉투",
"117","쓰레기종량제봉투판매업","09_30_13_P","4791000","479100014202500005","2025-08-19","","01","영업/정상","11","영업","","","","","","","","전북특별자치도 부안군 부안읍 선은리 222-2","전북특별자치도 부안군 부안읍 낭주길 25","56307","주식회사 관일","2026-01-06 15:34:03","U","2026-01-09 02:40:00","","176321.897615783","247586.739839639","지정","전북특별자치도 부안군 부안읍 선은리 222-2","20250819","20250818","관급봉투",
"118","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014202200063","2022-12-26","","03","폐업","2","폐업","2026-01-07","","","","02-334-8233","","","서울특별시 마포구 서교동 380-6","서울특별시 마포구 양화로11길 18, 1층 (서교동)","04034","씨유 마포서교점","2026-01-07 13:35:19","U","2026-01-09 02:40:00","","192481.102587312","449988.999081893","지정","","20221226","20221219","관급봉투",
"119","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014201700074","2017-11-21","","03","폐업","2","폐업","2026-01-07","","","","02-703-8645","","","서울특별시 마포구 마포동 350 강변한신코아빌딩","서울특별시 마포구 마포대로4다길 18, 1층 105호 (마포동)","04177","씨유 신마포강변점","2026-01-07 13:09:19","U","2026-01-09 02:40:00","","194974.587674037","448229.063825491","지정","","20171121","20170627","관급봉투",
"120","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014201800020","2018-07-18","","03","폐업","2","폐업","2026-01-07","","","","02-719-0121","","","서울특별시 마포구 도화동 2-338 지층","서울특별시 마포구 새창로6길 43, 지층 (도화동)","04181","GS25도화베네스트점","2026-01-07 13:10:16","U","2026-01-09 02:40:00","","195675.081631288","448679.131986177","지정","서울특별시 마포구 도화동 2번지 338호 지층","20180718","20180625","관급봉투",
"121","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014201500015","2015-01-10","","03","폐업","2","폐업","2026-01-07","","","","02-703-8645","","121-703","서울특별시 마포구 마포동 34-1","서울특별시 마포구 마포대로 19, 105호 (마포동, 강변한신코아)","121-703","씨유 신마포강변점","2026-01-07 13:06:15","U","2026-01-09 02:40:00","","195006.767292504","448533.382459215","지정","서울특별시 마포구 마포동 34번지 1호","20150110","20150110","관급봉투",
"122","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014201400011","2014-10-13","","03","폐업","2","폐업","2026-01-07","","","","","","121-829","서울특별시 마포구 상수동 312-4 지하지층","서울특별시 마포구 와우산로11길 28 (상수동)","121-829","GS25 상수행복점","2026-01-07 13:50:58","U","2026-01-09 02:40:00","","192986.493943126","449610.197628444","지정","서울특별시 마포구 상수동 312번지 4호 지하지층","20141013","20141013","관급봉투",
"123","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014201700036","2017-05-29","","01","영업/정상","11","영업","","","","","313-6393","","","","서울특별시 마포구 만리재옛길 103 (아현동)","04202","GS25 마포만리재","2026-01-07 13:03:06","U","2026-01-09 02:40:00","","196549.907298732","449902.941171067","지정","","20170529","20170310","관급봉투",
"124","쓰레기종량제봉투판매업","09_30_13_P","3610000","361000014201800037","2018-10-24","","03","폐업","2","폐업","2026-01-06","","","","","","","광주광역시 남구 주월동 1120","광주광역시 남구 봉선로 62, 1층 (주월동)","61698","(주)쿱스토어광주봉선2호점(자연드림)","2026-01-06 10:14:39","U","2026-01-09 02:40:00","","191231.86205473","180965.962062014","종료","광주광역시 남구 주월동 1120번지","20181024","20181024","관급봉투",
"125","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014201800040","2018-10-23","","01","영업/정상","11","영업","","","","","","","","서울특별시 마포구 서교동 370-18 1층 전체호","서울특별시 마포구 양화로 100-13, 1층 (서교동)","04039","씨유 서교3호점","2026-01-07 13:40:47","U","2026-01-09 02:40:00","","192802.392372716","450030.912662672","지정","서울특별시 마포구 서교동 370번지 18호 1층 전체호","20181023","20181001","관급봉투",
"126","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014202200036","2022-07-28","","03","폐업","2","폐업","2026-01-07","","","","02-715-6551","","","서울특별시 마포구 도화동 182-6","서울특별시 마포구 도화길 42 (도화동)","04169","서부설비","2026-01-07 13:11:39","U","2026-01-09 02:40:00","","195543.867545557","448806.629514746","지정","서울특별시 마포구 도화동 182-6","20220723","20220723","관급봉투",
"127","쓰레기종량제봉투판매업","09_30_13_P","4550000","455000014202000006","2020-12-28","","01","영업/정상","11","영업","","","","","","","","충청남도 금산군 금산읍 신대리 647-3 씨유 금산IC점","충청남도 금산군 금산읍 인삼로 184, 씨유 금산IC점","32722","씨유금산IC점","2026-01-06 20:08:20","U","2026-01-09 02:40:00","","245088.510606216","289208.252511121","지정","충청남도 금산군 금산읍 신대리 647-3","","20201228","관급봉투",
"128","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014202200023","2022-05-13","","03","폐업","2","폐업","2024-02-07","","","","1577-9621","","","서울특별시 마포구 서교동 369-26","서울특별시 마포구 잔다리로6길 23 (서교동)","04039","롯데씨브이에스711(주) 홍대잔다리점","2026-01-07 15:16:42","U","2026-01-09 02:40:00","","192890.67324409","450010.933567946","지정","서울특별시 마포구 서교동 369-26","20220512","20220512","관급봉투",
"129","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014202600002","2026-01-08","","03","폐업","2","폐업","2026-01-08","","","","","","","강원특별자치도 원주시 개운동 587 원주개운3단지엘에이치아파트","강원특별자치도 원주시 남원로606번길 16, 원주개운3단지엘에이치아파트 (개운동)","26446","씨유 원주개운주공점","2026-01-08 16:10:04","I","2026-01-10 00:20:07","","284368.130714596","426527.899169035","종료","","20161213","20161213","관급봉투",
"130","쓰레기종량제봉투판매업","09_30_13_P","3940000","396010014202600002","2026-01-08","","01","영업/정상","11","영업","","","","","","","","경기도 파주시 와동동 1384 801호","경기도 파주시 금바위로 42, 801호 (와동동)","10894","주식회사 스프링(SPRING)","2026-01-08 19:36:25","I","2026-01-10 00:20:07","","178771.250063023","469568.702177656","지정","경기도 고양시 일산동구 중산동 1696 지하층 102호","20260108","20260106","관급봉투",
"131","쓰레기종량제봉투판매업","09_30_13_P","4641000","464100014202600002","2026-01-08","","01","영업/정상","11","영업","","","","","","","","전북특별자치도 전주시 덕진구 여의동 558-4","전북특별자치도 전주시 덕진구 기린대로 951 (여의동)","54852","전주나은요양병원 편의점","2026-01-08 11:24:04","I","2026-01-10 00:20:07","","207214.966816855","262708.324186465","지정","전북특별자치도 전주시 덕진구 여의동 558-4","20260108","20260107","관급봉투",
"132","쓰레기종량제봉투판매업","09_30_13_P","4030000","403000014202600002","2026-01-08","","01","영업/정상","11","영업","","","","","","","","경기도 의왕시 고천동 531-1 고천동 하나","경기도 의왕시 시청중심로 24, 고천동 하나 1층 (고천동)","16076","농민식자재마트","2026-01-08 16:53:36","I","2026-01-10 00:20:07","","","","지정","경기도 의왕시 고천동 531-1, 1층","20260108","20260108","관급봉투",
"133","쓰레기종량제봉투판매업","09_30_13_P","4930000","493000014200000058","1994-12-01","","01","영업/정상","11","영업","","","","","532-1037","","536-911","전라남도 해남군 현산면 일평리 762-1","전라남도 해남군 현산면 현산북평로 97","536-911","현산보건지소","2026-01-08 11:46:56","U","2026-01-10 02:40:00","","158947.755292364","106718.881814744","지정","일평리 762-8","","19941201","관급봉투",
"134","쓰레기종량제봉투판매업","09_30_13_P","4930000","493000014200000059","1999-07-06","","01","영업/정상","11","영업","","","","","532-1037","","536-911","전라남도 해남군 현산면 일평리 762-1","전라남도 해남군 현산면 현산북평로 97","536-911","현산보건지소","2026-01-08 11:46:56","U","2026-01-10 02:40:00","","158947.755292364","106718.881814744","지정","일평리 715","","19990706","관급봉투",
"135","쓰레기종량제봉투판매업","09_30_13_P","4930000","493000014200000060","1994-12-01","","01","영업/정상","11","영업","","","","","532-1037","","536-911","전라남도 해남군 현산면 일평리 762-1","전라남도 해남군 현산면 현산북평로 97","536-911","현산보건지소","2026-01-08 11:46:56","U","2026-01-10 02:40:00","","158947.755292364","106718.881814744","지정","일평리 861-6","","19941201","관급봉투",
"136","쓰레기종량제봉투판매업","09_30_13_P","4930000","493000014200000077","1994-12-01","","01","영업/정상","11","영업","","","","","533-0324","","536-943","전라남도 해남군 북일면 신월리 188-1","전라남도 해남군 북일면 백도로 779 (북일주유소)","59051","북일보건지소","2026-01-08 11:48:34","U","2026-01-10 02:40:00","","169801.83458619","107283.809157727","지정","신월리 310","","19941201","관급봉투",
"137","쓰레기종량제봉투판매업","09_30_13_P","4930000","493000014200000078","1994-12-01","","01","영업/정상","11","영업","","","","","533-0324","","536-943","전라남도 해남군 북일면 신월리 188-1","전라남도 해남군 북일면 백도로 779 (북일주유소)","59051","북일보건지소","2026-01-08 11:48:34","U","2026-01-10 02:40:00","","169801.83458619","107283.809157727","지정","신월리 179-7","","19941201","관급봉투",
