"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"103","건물위생관리업","09_30_04_P","5710000","5730000-206-2024-00004","2024-03-20","","01","영업/정상","01","영업","","","","","043 232 3927","23.78","361-954","충청북도 청주시 흥덕구 오송읍 만수리 852","충청북도 청주시 흥덕구 오송읍 오송생명5로 267-8, 3층 307호","28166","(주)하이엔","2026-01-02 13:30:26","U","2026-01-04 02:40:00","건물위생관리업","229060.870867005","346941.998212049","건물위생관리업","0","0","3","0","0","0","","","","","0","0","N",
"104","건물위생관리업","09_30_04_P","3620000","3620000-206-2018-00018","2018-12-11","","03","폐업","02","폐업","2025-12-31","","","","","80.00","500-862","광주광역시 북구 유동 106-8 2층","광주광역시 북구 경열로 223, 2층 (유동)","61245","유한회사 나눔세상시스템","2026-01-02 10:50:18","U","2026-01-04 02:40:00","건물위생관리업","191388.985238918","184483.112086056","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"105","건물위생관리업","09_30_04_P","3740000","3760000-206-2021-00013","2021-08-09","","03","폐업","02","폐업","2025-12-31","","","","","38.19","441-440","경기도 수원시 권선구 탑동 5-4 현대탑월드 7-2호","경기도 수원시 권선구 금호로 248, 현대탑월드 2층 7-2호 (탑동)","16604","주식회사 클린앤세이프","2026-01-02 09:15:59","U","2026-01-04 02:40:00","건물위생관리업","197924.751426393","419272.091369107","건물위생관리업","9","4","2","2","0","0","","","","임대","0","0","N",
"106","건물위생관리업","09_30_04_P","3620000","3620000-206-2021-00013","2021-06-17","","03","폐업","02","폐업","2025-12-31","","","","062 524 1555","30.00","500-830","광주광역시 북구 신안동 236-14 2층","광주광역시 북구 서암대로160번길 10, 2층 (신안동)","61224","에버클린","2026-01-02 10:44:25","U","2026-01-04 02:40:00","건물위생관리업","190934.089365746","185518.57137554","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"107","건물위생관리업","09_30_04_P","3100000","3100000-206-2021-00004","2021-06-24","","03","폐업","02","폐업","2026-01-02","","","","18773979","24.31","139-871","서울특별시 노원구 하계동 171-1 인성빌딩","서울특별시 노원구 공릉로62가길 30, 인성빌딩 1층 3호 (하계동)","01809","특청사","2026-01-02 13:05:34","U","2026-01-04 02:40:00","건물위생관리업","206455.973239139","459383.71737236","건물위생관리업","4","0","1","0","0","0","","","","","0","1","N",
"108","건물위생관리업","09_30_04_P","3620000","3620000-206-2021-00004","2021-03-04","","03","폐업","02","폐업","2025-12-31","","","","","33.00","500-876","광주광역시 북구 중흥동 645-4 2층","광주광역시 북구 독립로 363, 2층 (중흥동)","61228","퍼펙트케어","2026-01-02 10:49:52","U","2026-01-04 02:40:00","건물위생관리업","192193.94489127","184886.303968413","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"109","건물위생관리업","09_30_04_P","3670000","3670000-206-2009-00011","2009-06-16","","03","폐업","02","폐업","2026-01-02","","","","042 862 7326","44.27","305-805","대전광역시 유성구 신성동 214-1","대전광역시 유성구 신성로72번길 46, 지상 2층 (신성동)","34117","주식회사효산","2026-01-02 15:53:20","U","2026-01-04 02:40:00","건물위생관리업","231303.838447247","320842.547952039","건물위생관리업","0","0","2","2","0","0","","","","임대","0","0","N",
"110","건물위생관리업","09_30_04_P","3730000","3730000-206-2014-00002","2014-01-07","","03","폐업","02","폐업","2026-01-02","","","","052 229 5558","40.00","689-882","울산광역시 울주군 서생면 신암리 726","울산광역시 울주군 서생면 해맞이로 793-1","45014","신리환경","2026-01-02 15:21:56","U","2026-01-04 02:40:00","건물위생관리업","410404.180084537","207653.189049117","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"111","건물위생관리업","09_30_04_P","3150000","3150000-206-2016-00011","2016-06-08","","03","폐업","02","폐업","2026-01-02","","","","0226951715","12.70","157-910","서울특별시 강서구 화곡동 915-33 101호","서울특별시 강서구 곰달래로20길 31, 101호 (화곡동)","07776","용진그린","2026-01-02 14:13:52","U","2026-01-04 02:40:00","건물위생관리업","186053.198324689","447419.255013569","건물위생관리업","10","0","1","0","0","0","","","","자가","0","1","N",
"112","건물위생관리업","09_30_04_P","5350000","5350000-206-2025-00003","2025-03-06","","03","폐업","02","폐업","2026-01-02","","","","","92.05","621-280","경상남도 김해시 대청동 323-17 1층","경상남도 김해시 대청로104번길 55-11, 1층 (대청동)","51002","이순신토탈케어","2026-01-02 09:53:00","U","2026-01-04 02:40:00","건물위생관리업","364189.988863068","189103.442509577","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"113","건물위생관리업","09_30_04_P","3450000","3450000-206-2023-00009","2023-12-26","","03","폐업","02","폐업","2025-12-31","","","","","42.89","702-856","대구광역시 북구 침산동 146","대구광역시 북구 침산남로 180-4, 2층 (침산동)","41584","클린스쿨 대구","2026-01-02 09:35:52","U","2026-01-04 02:40:00","건물위생관리업","343955.841625874","266351.900564925","건물위생관리업","5","1","2","2","0","0","","","","","0","0","N",
"114","건물위생관리업","09_30_04_P","3680000","3680000-206-2010-00002","2010-02-25","","03","폐업","02","폐업","2026-01-02","","","","042 624 9908","24.15","306-822","대전광역시 대덕구 읍내동 353-3","대전광역시 대덕구 아리랑로113번안길 4, 1층 (읍내동)","34359","모든건설 주식회사","2026-01-02 11:24:15","U","2026-01-04 02:40:00","건물위생관리업","237499.662945124","319498.006924993","건물위생관리업","1","1","1","1","0","0","","","","자가","0","0","N",
"115","건물위생관리업","09_30_04_P","3680000","3680000-206-2005-00001","2005-01-10","","03","폐업","02","폐업","2026-01-02","","","","","28.00","306-801","대전광역시 대덕구 대화동 35-623","대전광역시 대덕구 대화1길 13 (대화동)","34372","청인건설(주)","2026-01-02 11:17:22","U","2026-01-04 02:40:00","건물위생관리업","237166.59480825","318517.074322006","건물위생관리업","1","1","1","1","0","0","","","","자가","0","0","N",
"116","건물위생관리업","09_30_04_P","5670000","5670156-206-2023-00002","2023-12-04","","01","영업/정상","01","영업","","","","","","81.37","631-816","경상남도 창원시 마산합포구 진동면 진동리 474-23","경상남도 창원시 마산합포구 진동면 진동시장길 28, 지하1층","51792","지원종합관리","2026-01-02 11:05:07","U","2026-01-04 02:40:00","건물위생관리업","335565.042546147","180497.200788972","건물위생관리업","2","0","0","0","1","0","","","","","1","0","N",
"117","건물위생관리업","09_30_04_P","5540000","5540000-206-2025-00001","2025-02-11","","01","영업/정상","01","영업","","","","","","38.00","464-805","경기도 광주시 태전동 281-2","경기도 광주시 고불로 110, 2층 1호 (태전동)","12781","원클케어","2026-01-02 10:17:39","U","2026-01-04 02:40:00","건물위생관리업","219948.863098042","432382.932038608","건물위생관리업","2","0","2","2","0","0","","","","임대","0","0","N",
"118","건물위생관리업","09_30_04_P","4191000","4191000-206-2024-00016","2024-10-22","","01","영업/정상","01","영업","","","","","033763 9902","162.00","","강원특별자치도 원주시 흥업면 사제리 251-12","강원특별자치도 원주시 흥업면 원문로 865-3, 4동 1층","26356","주식회사유랑","2026-01-04 12:02:57","U","2026-01-06 02:40:00","건물위생관리업","278547.93040466","427172.96089526","건물위생관리업","2","0","1","1","0","0","","","","임대","0","0","N",
"119","건물위생관리업","09_30_04_P","3520000","3520000-206-2025-00018","2025-11-24","","01","영업/정상","01","영업","","","","","","78.00","406-830","인천광역시 연수구 청학동 568-11","인천광역시 연수구 비류대로294번길 32-8, 301호 (청학동)","21940","(주)퍼펙트기업","2026-01-04 17:54:05","U","2026-01-06 02:40:00","건물위생관리업","170366.477618128","435915.995609217","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"120","건물위생관리업","09_30_04_P","3730000","3730000-206-2014-00012","2014-04-15","","01","영업/정상","01","영업","","","","","","23.37","689-804","울산광역시 울주군 언양읍 동부리 72-6 2층","울산광역시 울주군 언양읍 반구대로 864, 2층","44940","(주)이원엔지니어링","2026-01-04 14:48:21","U","2026-01-06 02:40:00","건물위생관리업","392894.030152675","231779.971996765","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"121","건물위생관리업","09_30_04_P","3130000","3130000-206-2026-00001","2026-01-05","","01","영업/정상","01","영업","","","","","","29.46","121-260","서울특별시 마포구 중동 81-22 , 1층 우측호","서울특별시 마포구 성암로11길 12, 1층 우측호 (중동)","03933","쓱쓱싹싹컴퍼니","2026-01-05 14:00:58","I","2026-01-07 00:20:36","건물위생관리업","191315.070882224","452378.782456428","건물위생관리업","3","0","1","1","0","0","","","","임대","0","1","N",
"122","건물위생관리업","09_30_04_P","5710000","5730000-206-2026-00001","2026-01-05","","01","영업/정상","01","영업","","","","","","66.00","361-540","충청북도 청주시 흥덕구 송절동 1213 1층 일부호","충청북도 청주시 흥덕구 송화로129번길 18, 1층 일부호 (송절동)","28291","SKY클린하우징","2026-01-05 13:18:00","I","2026-01-07 00:20:36","건물위생관리업","","","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"123","건물위생관리업","09_30_04_P","4090000","4090000-206-2026-00001","2026-01-05","","01","영업/정상","01","영업","","","","","","33.00","415-819","경기도 김포시 고촌읍 신곡리 1151","경기도 김포시 고촌읍 신곡로 1, 501 일부호","10125","리얼티가드너","2026-01-05 14:25:34","I","2026-01-07 00:20:36","건물위생관리업","180076.412456805","455652.200915126","건물위생관리업","0","0","0","0","0","0","","","","임대","0","0","N",
"124","건물위생관리업","09_30_04_P","3500000","3500000-206-2026-00001","2026-01-05","","01","영업/정상","01","영업","","","","","","21.04","401-817","인천광역시 동구 송림동 68-22","인천광역시 동구 샛골로114번길 1, 1층 일부호 (송림동)","22561","더조은크린","2026-01-05 14:04:11","I","2026-01-07 00:20:36","건물위생관리업","168451.679943299","441219.916379815","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"125","건물위생관리업","09_30_04_P","3660000","3660000-206-2026-00001","2026-01-05","","01","영업/정상","01","영업","","","","","","0.00","302-870","대전광역시 서구 복수동 761","대전광역시 서구 유등로17번길 66-12, 1층 일부호 (복수동)","35413","리셋(Clean Care Service)","2026-01-05 11:19:55","I","2026-01-07 00:20:36","건물위생관리업","233773.213652465","310807.65476762","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"126","건물위생관리업","09_30_04_P","3040000","3040000-206-2026-00001","2026-01-05","","01","영업/정상","01","영업","","","","","","32.07","143-867","서울특별시 광진구 자양동 661-23 1층","서울특별시 광진구 뚝섬로 667, 1층 (자양동)","05059","블루원크린","2026-01-05 15:55:20","I","2026-01-07 00:20:36","건물위생관리업","207327.46373755","447740.258016336","건물위생관리업","0","0","1","1","0","0","","","","임대","0","0","N",
"127","건물위생관리업","09_30_04_P","4080000","4080000-206-2026-00001","2026-01-05","","01","영업/정상","01","영업","","","","","","36.00","456-831","경기도 안성시 대덕면 신령리 500-23 지하1층 B03호","경기도 안성시 대덕면 서동대로 4721, 지하1층 B03호","17544","맞춤형 홈케어","2026-01-05 11:47:16","I","2026-01-07 00:20:36","건물위생관리업","219981.411685479","390185.147826118","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"128","건물위생관리업","09_30_04_P","3060000","3060000-206-2026-00001","2026-01-05","","01","영업/정상","01","영업","","","","","02  22090322","33.60","131-869","서울특별시 중랑구 신내동 502-5 대명프라자","서울특별시 중랑구 봉화산로56길 153, 대명프라자 231호 (신내동)","02071","한터플러스협동조합","2026-01-05 14:57:04","I","2026-01-07 00:20:36","건물위생관리업","208481.612667873","455496.980508789","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"129","건물위생관리업","09_30_04_P","3340000","3340000-206-2019-00002","2019-02-08","","03","폐업","02","폐업","2026-01-05","","","","051 202 9336","69.30","604-851","부산광역시 사하구 하단동 505-25","부산광역시 사하구 낙동대로 507 (하단동)","49309","(주)함세","2026-01-05 14:59:04","U","2026-01-07 02:40:00","건물위생관리업","379170.071933162","180705.818670356","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"130","건물위생관리업","09_30_04_P","5680000","5680000-206-2019-00007","2019-09-04","","01","영업/정상","01","영업","","","","","","52.89","343-928","충청남도 당진시 채운동 1103 열린바다","충청남도 당진시 시장중앙길 21, 1층 1호 (채운동)","31777","주식회사 당진홈클린","2026-01-05 13:48:36","U","2026-01-07 02:40:00","건물위생관리업","167094.977924243","376106.396391242","건물위생관리업","0","0","2","2","0","0","","","","","0","0","N",
"131","건물위생관리업","09_30_04_P","3150000","3150000-206-2024-00016","2024-08-23","","03","폐업","02","폐업","2026-01-05","","","","","14.58","157-930","서울특별시 강서구 등촌동 698-1 세신등촌종합상가","서울특별시 강서구 공항대로41길 66, 세신등촌종합상가 지하1층 비119호 (등촌동)","07587","티에스종합환경","2026-01-05 09:03:33","U","2026-01-07 02:40:00","건물위생관리업","186378.231818091","450937.877207072","건물위생관리업","0","0","0","0","0","0","","","","","0","1","N",
"132","건물위생관리업","09_30_04_P","3220000","3220000-206-2024-00012","2024-07-03","","01","영업/정상","01","영업","","","","","02  21428327","106.26","135-240","서울특별시 강남구 개포동 14-4 서울강남우체국","서울특별시 강남구 개포로 619, 서울강남우체국 10층 (개포동)","06336","주식회사 에스텍프라임","2026-01-05 13:23:53","U","2026-01-07 02:40:00","건물위생관리업","206833.359682718","443497.151520894","건물위생관리업","0","0","10","10","0","0","","","","","0","0","N",
"133","건물위생관리업","09_30_04_P","5210000","5210000-206-2015-00002","2015-09-11","","01","영업/정상","01","영업","","","","","054 933 8103","25.72","719-801","경상북도 성주군 성주읍 경산리 771-5","경상북도 성주군 성주읍 성주읍1길 19-5","40029","씨씨에이치","2026-01-05 16:18:00","U","2026-01-07 02:40:00","건물위생관리업","316321.302009491","269610.293276573","건물위생관리업","2","0","1","0","0","0","","","","","0","0","N",
"134","건물위생관리업","09_30_04_P","3520000","3520000-206-2005-00002","2005-05-13","","01","영업/정상","01","영업","","","","","032 816 1995","29.40","406-831","인천광역시 연수구 청학동 488-8","인천광역시 연수구 청능대로53번길 24-7 (청학동)","21917","인천연수 지역자활센터","2026-01-05 13:19:25","U","2026-01-07 02:40:00","건물위생관리업","171076.229649137","435117.485798284","건물위생관리업","0","0","2","2","0","0","","","","임대","0","2","N",
"135","건물위생관리업","09_30_04_P","4050000","5620000-206-2022-00001","2022-01-12","","03","폐업","02","폐업","2026-01-05","","","","031 3351174","33.00","","경기도 용인시 처인구 양지읍 양지리 558-1","경기도 용인시 처인구 양지읍 양지로 106-7, 104일부호","","한울 종합 관리","2026-01-05 10:43:36","U","2026-01-07 02:40:00","건물위생관리업","224792.654002635","414678.501075777","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"136","건물위생관리업","09_30_04_P","3340000","3340000-206-2024-00001","2024-03-28","","03","폐업","02","폐업","2026-01-05","","","","","82.50","604-831","부산광역시 사하구 당리동 343-5","부산광역시 사하구 낙동대로356번길 15, 1층 (당리동)","49331","디자인하우스","2026-01-05 09:29:15","U","2026-01-07 02:40:00","건물위생관리업","380411.89116037","179916.811982297","건물위생관리업","0","0","1","0","0","0","","","","","2","0","N",
"137","건물위생관리업","09_30_04_P","3740000","3770000-206-2016-00016","2016-01-04","","01","영업/정상","01","영업","","","","","07040280510","94.01","442-819","경기도 수원시 팔달구 우만동 492-1","경기도 수원시 팔달구 경수대로680번길 28, 2층 (우만동)","16235","(주)에이스탑51","2026-01-05 15:56:13","U","2026-01-07 02:40:00","건물위생관리업","202494.80096882","420504.118901746","건물위생관리업","3","0","3","3","0","0","","","","","0","0","N",
"138","건물위생관리업","09_30_04_P","5070000","5070000-206-2025-00009","2025-12-02","","01","영업/정상","01","영업","","","","","054 8088900","26.84","760-390","경상북도 안동시 정상동 759-10 중간건물","경상북도 안동시 강남14길 65, 1층 (정상동)","36753","남반장","2026-01-05 14:26:11","U","2026-01-07 02:40:00","건물위생관리업","355461.044666857","340134.862005915","건물위생관리업","3","0","3","3","0","0","","","","","0","0","N",
"139","건물위생관리업","09_30_04_P","3160000","3160000-206-2023-00001","2023-03-06","","03","폐업","02","폐업","2026-01-05","","","","","18.15","152-803","서울특별시 구로구 개봉동 60-3 101호","서울특별시 구로구 고척로 91, 1층 101(왼쪽점포)호 (개봉동)","08252","주봄환경 주식회사","2026-01-05 09:20:17","U","2026-01-07 02:40:00","건물위생관리업","186163.53509511","444310.980514341","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"140","건물위생관리업","09_30_04_P","5670000","5670206-206-2006-00001","2006-02-16","","01","영업/정상","01","영업","","","","","055 5441185","83.50","645-020","경상남도 창원시 진해구 태평동 39-3","경상남도 창원시 진해구 백구로 7, 1층 일부호 (태평동)","51678","호연환경","2026-01-05 14:33:40","U","2026-01-07 02:40:00","건물위생관리업","351421.510700792","184264.978533761","건물위생관리업","0","0","1","1","0","0","","","","임대","","","N",
"141","건물위생관리업","09_30_04_P","3180000","3180000-206-2025-00019","2025-07-28","","01","영업/정상","01","영업","","","","","","12.00","150-102","서울특별시 영등포구 양평동2가 43-14 오목교코업레지던스","서울특별시 영등포구 영등포로3길 23, 오목교코업레지던스 449호 (양평동2가)","07276","(유)마스터위생방역","2026-01-05 09:21:52","U","2026-01-07 02:40:00","건물위생관리업","189607.598899153","447067.60982257","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"142","건물위생관리업","09_30_04_P","3600000","3600000-206-2020-00007","2020-09-16","","03","폐업","02","폐업","2026-01-05","","","","","122.00","502-827","광주광역시 서구 치평동 1187 케이원오피스타운 308호","광주광역시 서구 치평로 124, 케이원오피스타운 3층 308호 (치평동)","61950","주식회사 덕원안전공사","2026-01-05 14:01:43","U","2026-01-07 02:40:00","건물위생관리업","186056.743324348","184361.947160381","건물위생관리업","0","0","3","3","0","0","","","","","0","0","N",
"143","건물위생관리업","09_30_04_P","3460000","3460000-206-2018-00004","2018-11-06","","01","영업/정상","01","영업","","","","","053 6545917","20.00","706-800","대구광역시 수성구 두산동 54 2층","대구광역시 수성구 들안로18길 14, 2층 (두산동)","42172","성일기업","2026-01-05 10:20:57","U","2026-01-07 02:40:00","건물위생관리업","346184.711532301","260907.067352862","건물위생관리업","4","0","2","2","0","0","","","","자가","0","2","N",
"144","건물위생관리업","09_30_04_P","5710000","5725000-206-2020-00012","2020-12-18","","01","영업/정상","01","영업","","","","","043 292 3779","29.92","362-811","충청북도 청주시 서원구 남이면 양촌리 324-1 (주)금마건설","충청북도 청주시 서원구 남이면 양촌2길 61 (주)금마건설 A동 2층","28219","금마토건(주)","2026-01-05 16:47:29","U","2026-01-07 02:40:00","건물위생관리업","241482.179641412","343390.056760426","건물위생관리업","0","0","2","2","0","0","","","","","0","0","N",
"145","건물위생관리업","09_30_04_P","4671000","4671000-206-2026-00001","2026-01-07","","01","영업/정상","01","영업","","","","","","82.64","","전북특별자치도 군산시 산북동 3589-3 103호","전북특별자치도 군산시 부원로 120, 1층 103호 (산북동)","54165","(주)원창산업","2026-01-07 13:41:31","I","2026-01-09 00:20:01","건물위생관리업","171012.586808551","273624.297617064","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"146","건물위생관리업","09_30_04_P","5050000","5050000-206-2026-00001","2026-01-06","","01","영업/정상","01","영업","","","","","","0.00","780-843","경상북도 경주시 양남면 수렴리 484-2","경상북도 경주시 양남면 양남로 53, 1층","38220","소유","2026-01-06 15:39:47","I","2026-01-09 00:20:01","건물위생관리업","421874.708260935","242835.229590774","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"147","건물위생관리업","09_30_04_P","3940000","3960100-206-2026-00002","2026-01-07","","01","영업/정상","01","영업","","","","","031 9651133","106.28","410-821","경기도 고양시 일산동구 식사동 288-54","경기도 고양시 일산동구 견달산로225번길 61, 2층 전체호 (식사동)","10317","동우산업(주)","2026-01-07 16:47:37","I","2026-01-09 00:20:01","건물위생관리업","183782.735878041","465010.682844698","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"148","건물위생관리업","09_30_04_P","3510500","3510500-206-2022-00011","2022-11-23","","01","영업/정상","01","영업","","","","","","17.00","","인천광역시 미추홀구 관교동 325-5","인천광역시 미추홀구 인하로406번길 21, 1층 101호 (관교동)","22240","주식회사 액트(ACT)","2026-01-07 13:41:55","I","2026-01-09 00:20:01","건물위생관리업","172691.707021009","438264.598709118","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"149","건물위생관리업","09_30_04_P","3260000","3260000-206-2024-00001","2024-01-09","","01","영업/정상","01","영업","","","","","051  7150042","244.24","602-808","부산광역시 서구 동대신동1가 190-1","부산광역시 서구 구덕로280번길 60, 1,2층 (동대신동1가)","49219","다온","2026-01-07 17:55:13","I","2026-01-09 00:20:01","건물위생관리업","384241.106458607","180871.922928181","건물위생관리업","1","0","0","0","0","0","","","","","0","0","N",
"150","건물위생관리업","09_30_04_P","5420000","5420000-206-2022-00002","2022-12-28","","01","영업/정상","01","영업","","","","","055 6727807","49.50","638-805","경상남도 고성군 고성읍 송학리 416-110","경상남도 고성군 고성읍 송학고분로 306, 1층","52937","하이인테리어 주식회사","2026-01-07 16:41:58","I","2026-01-09 00:20:01","건물위생관리업","320767.575123014","165497.089457799","건물위생관리업","0","0","1","1","0","0","","","","임대","2","0","N",
"151","건물위생관리업","09_30_04_P","3740000","3770000-206-2026-00001","2026-01-06","","01","영업/정상","01","영업","","","","","","0.00","442-833","경기도 수원시 팔달구 인계동 976-3","경기도 수원시 팔달구 세지로198번길 41, 3층 (인계동)","16476","선유건설안전진단(주)","2026-01-06 11:47:09","I","2026-01-09 00:20:01","건물위생관리업","202164.461951758","418492.66834546","건물위생관리업","0","0","3","3","0","0","","","","","0","0","N",
"152","건물위생관리업","09_30_04_P","3740000","5610000-206-2026-00001","2026-01-06","","01","영업/정상","01","영업","","","","","031 2703497","29.60","443-848","경기도 수원시 영통구 매탄동 1276 탑프라자","경기도 수원시 영통구 효원로 400, 탑프라자 6층 601-2 일부호 (매탄동)","16547","삼성전자로지텍(주)","2026-01-06 17:10:41","I","2026-01-09 00:20:01","건물위생관리업","203959.388345669","417347.138669908","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"153","건물위생관리업","09_30_04_P","3780000","3800000-206-2026-00001","2026-01-07","","01","영업/정상","01","영업","","","","","","0.00","462-829","경기도 성남시 중원구 성남동 4169 519호","경기도 성남시 중원구 성남대로 1133, 519호 (성남동)","13376","(주)기림테크닉스","2026-01-07 14:16:47","I","2026-01-09 00:20:01","건물위생관리업","211313.708010185","436554.780756187","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"154","건물위생관리업","09_30_04_P","4241000","4241000-206-2026-00001","2026-01-06","","01","영업/정상","01","영업","","","","","","143.16","","강원특별자치도 삼척시 남양동 334-8","강원특별자치도 삼척시 오십천로 453, 2층 201호 (남양동)","25929","한결종합환경","2026-01-07 09:29:49","I","2026-01-09 00:20:01","건물위생관리업","391810.01045816","439721.913829708","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"155","건물위생관리업","09_30_04_P","4060000","4060000-206-2024-00018","2024-06-11","","01","영업/정상","01","영업","","","","","","22.00","413-190","경기도 파주시 와동동 1434","경기도 파주시 경의로1240번길 14-5, 605-1호 (605호 일부) (와동동)","10896","피제이앤티 유한회사","2026-01-07 16:07:09","I","2026-01-09 00:20:01","건물위생관리업","178951.22540722","469510.566913954","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"156","건물위생관리업","09_30_04_P","3910000","3910029-206-2026-00001","2026-01-06","","01","영업/정상","01","영업","","","","","","41.21","459-813","경기도 평택시 서정동 818-36","경기도 평택시 관광특구로 19, 5층 509호 (서정동)","17774","주식회사 바른","2026-01-06 11:25:13","I","2026-01-09 00:20:01","건물위생관리업","205355.994223928","396167.998227949","건물위생관리업","0","0","0","0","0","0","","","","임대","0","0","N",
"157","건물위생관리업","09_30_04_P","4080000","4080000-206-2026-00002","2026-01-07","","01","영업/정상","01","영업","","","","","031 3321114","28.85","456-310","경기도 안성시 금산동 137-3 2층201호","경기도 안성시 중앙로367번길 70, 2층 201호 (금산동)","17580","그린시스템","2026-01-07 11:45:17","I","2026-01-09 00:20:01","건물위생관리업","223886.499894999","389936.090109545","건물위생관리업","0","0","2","2","0","0","","","","","0","0","N",
"158","건물위생관리업","09_30_04_P","4810000","4810000-206-2026-00001","2026-01-07","","01","영업/정상","01","영업","","","","","","0.00","555-809","전라남도 여수시 학동 93-2","전라남도 여수시 시청동4길 20-1, 지하층 (학동)","59689","(주)대양하이텍","2026-01-07 09:17:22","I","2026-01-09 00:20:01","건물위생관리업","260847.516024905","140160.403168924","건물위생관리업","3","1","0","0","1","1","","","","","0","0","N",
"159","건물위생관리업","09_30_04_P","5530000","5530000-206-2026-00001","2026-01-06","","01","영업/정상","01","영업","","","","","","81.00","445-380","경기도 화성시 안녕동 121-13 1층일부호","경기도 화성시 만년로929번길 6-1, 1층 일부호 (안녕동)","18365","마이뉴","2026-01-06 14:41:10","I","2026-01-09 00:20:01","건물위생관리업","200349.136914907","410214.195858859","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"160","건물위생관리업","09_30_04_P","5530000","5530000-206-2018-00034","2018-07-31","","01","영업/정상","01","영업","","","","","","37.92","445-160","경기도 화성시 반송동 93-8 서해더블루","경기도 화성시 메타폴리스로 47-7, 2층 215호 (반송동, 서해더블루)","18454","(주)태하비엠씨","2026-01-06 14:06:46","I","2026-01-09 00:20:01","건물위생관리업","206347.896741955","411151.530845534","건물위생관리업","0","0","2","2","0","0","","","","","0","0","N",
"161","건물위생관리업","09_30_04_P","3540000","3540000-206-2026-00001","2026-01-06","","01","영업/정상","01","영업","","","","","","31.90","403-849","인천광역시 부평구 십정동 489-6 1층 일부호","인천광역시 부평구 동암남로27번길 24, 1층 일부호 (십정동)","21438","청명클린텍","2026-01-06 17:35:40","I","2026-01-09 00:20:01","건물위생관리업","173957.201745718","441100.216130858","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"162","건물위생관리업","09_30_04_P","3470000","3470000-206-2009-00012","2009-12-24","","03","폐업","02","폐업","2025-12-11","","","","053 638 8004","120.60","704-080","대구광역시 달서구 성당동 220-17","대구광역시 달서구 성당로 5, 1층 (성당동)","42680","(주)보성종합관리","2026-01-06 11:06:53","U","2026-01-09 02:40:00","건물위생관리업","340654.648231244","260903.969932236","건물위생관리업","2","1","1","1","0","0","","","","임대","0","0","N",
"163","건물위생관리업","09_30_04_P","4490000","5660000-206-2013-00021","2013-03-21","","03","폐업","02","폐업","2026-01-06","","","","","88.50","331-981","충청남도 천안시 서북구 불당동 684","충청남도 천안시 서북구 검은들1길 26, 2층 202호 (불당동, SKY타워)","31163","(주)하나로오케이","2026-01-06 13:24:03","U","2026-01-09 02:40:00","건물위생관리업","209786.154580437","367840.494734135","건물위생관리업","10","3","2","2","0","0","","","","","0","0","N",
"164","건물위생관리업","09_30_04_P","4490000","5660000-206-2018-00006","2018-03-26","","03","폐업","02","폐업","2026-01-06","","","","041 410 3631","58.78","331-937","충청남도 천안시 서북구 성정동 1158","충청남도 천안시 서북구 성정중3길 22, 2층 (성정동)","31108","에스더블유클리닝주식회사","2026-01-06 13:16:27","U","2026-01-09 02:40:00","건물위생관리업","212162.368746651","369713.364587266","건물위생관리업","5","0","2","2","0","0","","","","","0","0","N",
