"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","자본금","거래처",
"79","석유판매업","09_28_08_P","4800000","1995480013201500001","1995-12-07","","01","영업/정상","01","신규등록","","","","","0631 2449990","1859.1","","전라남도 목포시 산정동 1391-1","전라남도 목포시 삼학로183번길 1 (산정동)","","조은주유소","2026-01-07 09:57:55","U","2026-01-09 02:40:00","주유소","145315.825537335","143483.371960658","","",
"80","석유판매업","09_28_08_P","4950000","2000495006401200002","2000-09-08","","03","폐업","03","폐지","2025-12-31","","","","061 454 7999","","","전라남도 무안군 청계면 도림리 449-5 3통4반","전라남도 무안군 청계면 해안로 42-1","","승달석유","2026-01-07 15:30:54","U","2026-01-09 02:40:00","일반판매소","147512.164931213","156833.523942316","","",
"81","석유판매업","09_28_08_P","4980000","1996498005101200001","1996-03-14","","03","폐업","03","폐지","2026-01-07","","","","061394 0618","","","전라남도 장성군 서삼면 장산리 174-6","전라남도 장성군 서삼면 축령로 378","","서삼석유","2026-01-07 13:35:45","U","2026-01-09 02:40:00","일반판매소","178676.881640119","203916.083455246","","",
"82","석유판매업","09_28_08_P","3780000","1981378007601100005","1981-08-11","","01","영업/정상","07","영업개시","","","","2013-12-27","031 7512222","480.6","","경기도 성남시 중원구 하대원동 113-9","경기도 성남시 중원구 제일로 14 (하대원동)","","남선석유(주) 구도일주유소 해성","2026-01-06 10:22:07","U","2026-01-09 02:40:00","주유소","212153.956314219","436269.244940294","","",
"83","석유판매업","09_28_08_P","4311000","1991431000701500007","1991-09-28","","01","영업/정상","06","휴지사업재개","","","","2025-12-30","","","","강원특별자치도 화천군 화천읍 대이리 136-3 2반","강원특별자치도 화천군 화천읍 평화로 523","","파로호주유소","2026-01-06 10:05:03","U","2026-01-09 02:40:00","주유소","266182.773679797","510253.61432516","","",
"84","석유판매업","09_28_08_P","5470000","1978547000701500001","1978-09-15","","02","휴업","05","사업휴지","","2026-01-01","2026-06-30","","005509442705","633","","경상남도 거창군 거창읍 중앙리 341-8","경상남도 거창군 거창읍 거열로 155","","거창주유소","2026-01-07 09:54:30","U","2026-01-09 02:40:00","주유소","282350.525395526","243706.0994148","","",
"85","석유판매업","09_28_08_P","3900000","1995390000001500098","2005-05-06","","01","영업/정상","07","영업개시","","","","","0226840218","660","","경기도 광명시 노온사동 572-3","경기도 광명시 광명로 417 (노온사동)","","주식회사 디오티디 광명반짝이주유소","2026-01-06 15:34:33","U","2026-01-09 02:40:00","주유소","186217.201775698","437328.508009112","","",
"86","석유판매업","09_28_08_P","5020000","1980502007101500016","1980-07-29","","02","휴업","05","사업휴지","","2026-01-05","2027-01-04","","054 261 2020","","","경상북도 포항시 북구 송라면 지경리 301","경상북도 포항시 북구 송라면 동해대로 3282","","일월주유소","2026-01-07 13:54:31","U","2026-01-09 02:40:00","주유소","413209.438834505","308717.025278924","","",
"87","석유판매업","09_28_08_P","3350000","1984335001501200005","1984-04-03","","03","폐업","03","폐지","2026-01-05","","","","051 5822322","","","부산광역시 금정구 장전동 612-5","부산광역시 금정구 식물원로39번길 6 (장전동)","","미진석유","2026-01-06 09:14:19","U","2026-01-09 02:40:00","일반판매소","389657.738635993","193681.277354215","","",
"88","석유판매업","09_28_08_P","3350000","1976335001501500009","1976-05-13","","01","영업/정상","07","영업개시","","","","","051 5162888","1300","","부산광역시 금정구 부곡동 299-1","부산광역시 금정구 중앙대로 1597 (부곡동)","","한솔유화㈜ 부곡점 한길주유소","2026-01-06 17:42:28","U","2026-01-09 02:40:00","주유소","390150.967701849","194015.583449161","","",
"89","석유판매업","09_28_08_P","3390000","2003339001501500003","1993-01-28","","02","휴업","05","사업휴지","","2025-12-31","2026-03-31","","051 3013441","1856.09","","부산광역시 사상구 삼락동 409-12","부산광역시 사상구 낙동대로 1274 (삼락동)","","에이치디현대오일뱅크(주)직영 낙동로주유소","2026-01-07 10:19:22","U","2026-01-09 02:40:00","주유소","380034.845382732","187871.127959197","","",
"90","석유판매업","09_28_08_P","4681000","1995468002001500011","1995-12-07","","01","영업/정상","06","휴지사업재개","","","","2023-09-08","063-838-5149","1375","","전북특별자치도 익산시 신흥동 751-2 (주)한영 공단지점","전북특별자치도 익산시 서동로 266 (주)한영 공단지점 (신흥동)","54615","하마주유소","2026-01-07 16:58:04","U","2026-01-09 02:40:00","주유소","198020.115477206","271111.786381927","","",
"91","석유판매업","09_28_08_P","5530000","2005553012201500030","2005-10-25","","03","폐업","03","폐지","2025-06-30","","","","031 3527707","966","","경기도 화성시 향남읍 갈천리 211-4","경기도 화성시 향남읍 발안로 690, 송곡주유소","18625","송곡주유소","2026-01-06 15:50:41","U","2026-01-09 02:40:00","주유소","198150.279447434","402563.832347465","","",
"92","석유판매업","09_28_08_P","4671000","1975467011201500001","1975-03-31","","02","휴업","05","사업휴지","","2022-01-27","2026-01-26","","","771","","전북특별자치도 군산시 중앙로2가 113","전북특별자치도 군산시 중앙로 111 (중앙로2가)","","SK에너지(주) 군산주유소","2026-01-06 17:59:06","U","2026-01-09 02:40:00","주유소","174368.060960073","275932.637756988","","",
"93","석유판매업","09_28_08_P","3310000","2005331001601500002","2005-12-06","","01","영업/정상","07","영업개시","","","","","051 633 5117","533.2","","부산광역시 남구 문현동 774-2 외4필지(774-1,774-10,774-40,774-41)","부산광역시 남구 전포대로 75 (문현동)","","금융단지주유소","2026-01-06 10:23:52","U","2026-01-09 02:40:00","주유소","388246.62372161","184667.79710891","","",
"94","석유판매업","09_28_08_P","3700000","1982370000901500002","1982-10-19","","01","영업/정상","07","영업개시","","2011-08-18","2011-10-31","2011-12-31","052 276 4443","988","","울산광역시 남구 옥동 253 3,4호","울산광역시 남구 문수로 308 (옥동)","","양운개발 구도일주유소 옥동","2026-01-06 13:17:19","U","2026-01-09 02:40:00","주유소","407357.187088739","228583.31410507","","",
"95","석유판매업","09_28_08_P","3860000","1991386000001500028","2005-05-23","","01","영업/정상","07","영업개시","","","","","032-675-3444","1112.8","","경기도 부천시 오정구 삼정동 297-1","경기도 부천시 오정구 중동로 447 (삼정동)","","(주)자연에너지 삼정주유소","2026-01-06 10:54:22","U","2026-01-09 02:40:00","주유소","179566.286839484","446437.466234598","","",
"96","석유판매업","09_28_08_P","3310000","1968331001601500002","1968-08-30","","01","영업/정상","06","휴지사업재개","","","","2010-07-06","051 646 5182","337","","부산광역시 남구 문현동 367-14","부산광역시 남구 수영로 22 (문현동)","","매일주유소","2026-01-06 10:24:19","U","2026-01-09 02:40:00","주유소","388593.886443614","183897.904039359","","",
"97","석유판매업","09_28_08_P","3310000","1976331001601500005","1976-05-13","","01","영업/정상","06","휴지사업재개","","","","2025-05-12","051 521 5854","798.29","","부산광역시 남구 감만동 82-2","부산광역시 남구 우암로 92 (감만동)","","부산벙커앤오일(주)삼화주유소","2026-01-06 10:25:05","U","2026-01-09 02:40:00","주유소","389612.016512271","181924.156658616","","",
"98","석유판매업","09_28_08_P","4620000","2000462001001500005","2000-09-18","","02","휴업","05","사업휴지","","2021-12-07","2025-12-06","","041 6726020","","","충청남도 태안군 소원면 신덕리 153-6","충청남도 태안군 소원면 서해로 678","","소원 주유소","2026-01-06 08:55:27","U","2026-01-09 02:40:00","주유소","128145.334279769","362310.362068562","","",
"99","석유판매업","09_28_08_P","4520000","1991452001801500012","1991-07-27","","02","휴업","05","사업휴지","","2024-10-14","2026-12-31","","0418 5332900","1899","","충청남도 아산시 인주면 문방리 88-4","충청남도 아산시 인주면 아산만로 1614","","인주만주유소","2026-01-06 16:29:36","U","2026-01-09 02:40:00","주유소","188849.632583984","374080.903702294","","",
"100","석유판매업","09_28_08_P","4400000","1998440001501500002","1998-01-24","","01","영업/정상","01","신규등록","","","","","043 644 7722","778","","충청북도 제천시 하소동 185-1","충청북도 제천시 용두대로 71 (하소동)","","대신주유소","2026-01-06 09:10:17","U","2026-01-09 02:40:00","주유소","306517.541107993","404619.948315772","","",
"101","석유판매업","09_28_08_P","4470000","2002447003901500029","2002-12-04","","01","영업/정상","06","휴지사업재개","","","","2020-11-26","043 881 0012","812","","충청북도 음성군 대소면 태생리 65-5","충청북도 음성군 대소면 대금로 607","","지엠글로벌(주) 고속셀프주유소","2026-01-07 17:48:18","U","2026-01-09 02:40:00","주유소","244903.130386624","385300.499757784","","",
"102","석유판매업","09_28_08_P","3220000","2001322008301200013","1984-10-15","","02","휴업","05","사업휴지","","2026-01-01","2026-12-31","","02 5775522","990.8","","서울특별시 강남구 개포동 1164-2","서울특별시 강남구 양재대로 339 (개포동)","","지에스칼텍스(주)개포주유소","2026-01-07 16:45:34","U","2026-01-09 02:40:00","주유소","204487.02666874","441119.156988213","","",
"103","석유판매업","09_28_08_P","3700000","2026370023201200001","2026-01-08","","01","영업/정상","01","신규등록","","","","","052-259-3703","","","울산광역시 남구 여천동 832-23 한국석유공업(주)","울산광역시 남구 처용로 91, 한국석유공업(주) (여천동)","44781","한국석유공업(주)","2026-01-08 11:37:57","I","2026-01-10 00:20:07","항공유판매소","","","","",
"104","석유판매업","09_28_08_P","5350000","1996535001401500120","1996-04-18","","01","영업/정상","06","휴지사업재개","","","","2025-02-24","055 339 5510","","","경상남도 김해시 삼계동 1176","경상남도 김해시 김해대로 1711 (삼계동)","","삼계셀프주유소","2026-01-08 15:27:57","U","2026-01-10 02:40:00","주유소","368846.461525721","198351.259223961","","",
"105","석유판매업","09_28_08_P","4600000","2003460001101500032","2003-02-08","","02","휴업","05","사업휴지","","2026-01-01","2026-12-31","","","985","","충청남도 홍성군 서부면 궁리 630, 631","충청남도 홍성군 서부면 천수만로 266","","구구주유소","2026-01-08 16:38:14","U","2026-01-10 02:40:00","주유소","152407.123142174","343784.225911419","","",
"106","석유판매업","09_28_08_P","4201000","2010420011501500004","2010-10-08","","01","영업/정상","07","영업개시","","","","","033 655 3933","1786","","강원특별자치도 강릉시 강동면 상시동리 153-3","강원특별자치도 강릉시 강동면 율곡로 2202","","율곡에너지 주식회사","2026-01-08 15:37:50","U","2026-01-10 02:40:00","주유소","372253.786037738","471274.955475934","","",
"107","석유판매업","09_28_08_P","5370000","1998537011101200017","1998-09-26","","03","폐업","03","폐지","2026-01-07","","","","055 688 3400","","","경상남도 거제시 아주동 594","경상남도 거제시 거제대로 3511-4 (아주동)","","경남석유","2026-01-08 14:17:58","U","2026-01-10 02:40:00","일반판매소","354483.491824721","153921.086598469","","",
"108","석유판매업","09_28_08_P","4810000","2014481024101500001","2014-01-29","","01","영업/정상","01","신규등록","","","","","061 692 9678","2766","","전라남도 여수시 주삼동 1020 화물차휴게소","전라남도 여수시 여수산단로 140, 화물차휴게소 (주삼동)","59631","내트럭(주)여수사업소","2026-01-08 10:42:35","U","2026-01-10 02:40:00","주유소","260604.325502174","144523.919167192","","",
"109","석유판매업","09_28_08_P","4271000","2004427004201500004","2004-12-27","","01","영업/정상","01","신규등록","","","","","033 3725151","878","","강원특별자치도 영월군 남면 창원리 729-2","강원특별자치도 영월군 남면 강원남로 641","","태경에프앤지(주)동강주유소","2026-01-08 09:36:42","U","2026-01-10 02:40:00","주유소","320334.033144845","409195.228387542","","",
"110","석유판매업","09_28_08_P","4331000","1994433003001500030","1994-09-01","","01","영업/정상","07","영업개시","","","","","033 462 5599","1695","","강원특별자치도 인제군 북면 용대리 1493-2 십이선녀탕휴게소","강원특별자치도 인제군 북면 미시령로 660","24606","십이선녀탕주유소","2026-01-08 11:21:06","U","2026-01-10 02:40:00","주유소","313138.28067146","520911.421724032","","",
"111","석유판매업","09_28_08_P","4331000","1999433003001500043","1999-08-05","","01","영업/정상","07","영업개시","","","","","033 462 0551","1738","","강원특별자치도 인제군 서화면 천도리 791-1 천도리 SK주유소","강원특별자치도 인제군 서화면 금강로 1378","24603","천도리주유소","2026-01-08 11:24:46","U","2026-01-10 02:40:00","주유소","305489.003791314","524777.581856743","","",
"112","석유판매업","09_28_08_P","4331000","2006433004101500005","2006-06-01","","01","영업/정상","07","영업개시","","2014-03-11","2999-12-31","","033 461 3812","997","","강원특별자치도 인제군 북면 한계리 1486-3","강원특별자치도 인제군 북면 설악로 3251-7","","한계리주유소","2026-01-08 11:17:49","U","2026-01-10 02:40:00","주유소","309051.090012851","515901.413528378","","",
"113","석유판매업","09_28_08_P","5050000","1994505010001500012","1994-03-15","","01","영업/정상","01","신규등록","","","","","054 748 9500","1243","","경상북도 경주시 용강동 800-17","경상북도 경주시 산업로 4384 (용강동)","","주식회사 엠에이치 만남","2026-01-08 15:45:52","U","2026-01-10 02:40:00","주유소","400946.838394429","265670.722730394","","",
"114","석유판매업","09_28_08_P","4950000","1991495001501500002","2005-09-30","","01","영업/정상","01","신규등록","","","","","061 454 0500","708.16","","전라남도 무안군 무안읍 용월리 86-1 고속주유소","전라남도 무안군 무안읍 영산로 3085, 고속주유소","58516","주식회사무안고속주유소","2026-01-08 11:29:24","U","2026-01-10 02:40:00","주유소","154002.304285609","167414.158721759","","",
"115","석유판매업","09_28_08_P","5180000","1981518001101500006","1981-07-06","","01","영업/정상","07","영업개시","","","","","0547334077","1204","","경상북도 영덕군 강구면 오포리 557-4","경상북도 영덕군 강구면 동해대로 4499","36458","OK주유소","2026-01-08 11:55:19","U","2026-01-10 02:40:00","주유소","413484.1164639","320189.003892414","","",
"116","석유판매업","09_28_08_P","3530000","2009353007001500004","2009-06-12","","01","영업/정상","01","신규등록","","","","","032 441 5145","1128","","인천광역시 남동구 도림동 343-1 도림주유소","인천광역시 남동구 논고개로 252, 도림주유소 (도림동)","21656","디와이에너지(주) 도림주유소","2026-01-08 17:02:51","U","2026-01-10 02:40:00","주유소","175694.739356628","434580.213968935","","",
"117","석유판매업","09_28_08_P","3030000","1993303007401500002","1993-05-31","","01","영업/정상","01","신규등록","","","","","22825151","","","서울특별시 성동구 옥수동 449-5","서울특별시 성동구 독서당로 168 (옥수동)","","옥수 주유소","2026-01-08 09:10:31","U","2026-01-10 02:40:00","주유소","200935.024540138","448752.101959016","","",
"118","석유판매업","09_28_08_P","5150000","2020515017301500001","2021-09-14","","01","영업/정상","01","신규등록","","","","","","3939","","경상북도 의성군 의성읍 업리 산 165-12","경상북도 의성군 의성읍 경북대로 6182","37330","(주)조은에너지 조은주유소","2026-01-08 13:45:21","U","2026-01-10 02:40:00","주유소","350273.086165536","322246.261171595","","",
"119","석유판매업","09_28_08_P","4520000","2025452035701500003","2025-11-10","","01","영업/정상","07","영업개시","","","","","","165.24","","충청남도 아산시 탕정면 호산리 94","충청남도 아산시 탕정면 새아산로 356","31459","씨제이대한통운(주)제스에너지","2026-01-08 09:21:05","U","2026-01-10 02:40:00","주유소","207673.120827606","367920.966785231","","",
"120","석유판매업","09_28_08_P","4520000","2025452035701500004","2025-11-10","","01","영업/정상","07","영업개시","","","","","","176.52","","충청남도 아산시 탕정면 호산리 94-1","충청남도 아산시 탕정면 새아산로 354","31459","씨제이대한통운(주)아산탕정주유소","2026-01-08 09:20:52","U","2026-01-10 02:40:00","주유소","","","","",
"121","석유판매업","09_28_08_P","4520000","2025452035701500005","2025-11-10","","01","영업/정상","07","영업개시","","","","","","276.13","","충청남도 아산시 탕정면 호산리 94-2","충청남도 아산시 탕정면 새아산로 352","31459","씨제이대한통운(주)호산주유소","2026-01-08 09:20:41","U","2026-01-10 02:40:00","주유소","","","","",
"122","석유판매업","09_28_08_P","3740000","1996374001101500014","1996-01-15","","02","휴업","05","사업휴지","","2026-01-08","2027-01-07","","031 2587211","1255","","경기도 수원시 장안구 송죽동 200-5","경기도 수원시 장안구 경수대로 992 (송죽동)","","에이치디현대오일뱅크(주)직영 송죽현대셀프주유소","2026-01-08 16:08:06","U","2026-01-10 02:40:00","주유소","200248.262088578","422610.551336045","","",
"123","석유판매업","09_28_08_P","3740000","1995374001101500011","1995-12-27","","01","영업/정상","01","신규등록","","","","","031 2960018","903","","경기도 수원시 권선구 구운동 217-11","경기도 수원시 권선구 서부로 1963 (구운동)","","서수원주유소","2026-01-08 10:21:21","U","2026-01-10 02:40:00","주유소","197173.488256522","420205.235565524","","",
"124","석유판매업","09_28_08_P","4520000","2025452035701500002","2025-09-30","","01","영업/정상","07","영업개시","","","","","","998","","충청남도 아산시 음봉면 송촌리 54-3","충청남도 아산시 음봉면 음봉로 315","31415","만수르기름창고(주)","2026-01-08 09:21:36","U","2026-01-10 02:40:00","주유소","","","","",
"125","석유판매업","09_28_08_P","4520000","2025452035701500001","2025-09-29","","01","영업/정상","07","영업개시","","","","","","998","","충청남도 아산시 음봉면 송촌리 54-5","충청남도 아산시 음봉면 음봉로 319","31415","(주)만수르에너지","2026-01-08 09:21:44","U","2026-01-10 02:40:00","주유소","","","","",
"126","석유판매업","09_28_08_P","4681000","1981468002001500014","1981-08-05","","01","영업/정상","06","휴지사업재개","","","","2023-10-26","063-862-6116","934","","전북특별자치도 익산시 망성면 신작리 885-3","전북특별자치도 익산시 망성면 익산대로 2802","","(주)한영 성북지점","2026-01-08 09:15:06","U","2026-01-10 02:40:00","주유소","200490.356004987","293910.73455492","","",
"127","석유판매업","09_28_08_P","4721000","2009472008901500002","2009-06-12","","02","휴업","05","사업휴지","","2025-01-01","2025-12-31","","","610","","전북특별자치도 완주군 삼례읍 신금리 115-1번지","전북특별자치도 완주군 삼례읍 백두전와길 59","","완주주유소","2026-01-08 17:15:53","U","2026-01-10 02:40:00","주유소","208931.460995281","268279.6210058","","",
"128","석유판매업","09_28_08_P","5400000","1994540000901500035","2003-12-20","","02","휴업","05","사업휴지","","2026-01-01","2026-12-31","","055 585 1233","1500","","경상남도 함안군 여항면 내곡리 829-1","경상남도 함안군 여항면 진함로 799","","여항산주유소","2026-01-08 17:57:37","U","2026-01-10 02:40:00","주유소","333014.491812738","188578.039705049","","",
"129","석유판매업","09_28_08_P","5450000","1991545000901500007","1991-12-07","","01","영업/정상","01","신규등록","","","","","055 9739216","654","","경상남도 산청군 산청읍 범학리 122","경상남도 산청군 산청읍 산청대로 1254","","한결주유소","2026-01-08 16:37:56","U","2026-01-10 02:40:00","주유소","283140.796918982","208284.88567098","","",
"130","석유판매업","09_28_08_P","4781000","1991478000001500027","1991-10-23","","02","휴업","05","사업휴지","","2025-09-29","2027-09-28","","0677564 6078","1279","","전북특별자치도 고창군 신림면 도림리 158-3","전북특별자치도 고창군 신림면 왕림로 521","","왕림주유소","2026-01-08 18:22:34","U","2026-01-10 02:40:00","주유소","175732.502591461","221612.947360036","","",
"131","석유판매업","09_28_08_P","4711000","2007471001101500001","2007-01-16","","01","영업/정상","06","휴지사업재개","","","","","063-546-5189","545","","전북특별자치도 김제시 하동 340-4 외 3필지(340-3,344-5,532)","전북특별자치도 김제시 하공로 87 (하동,외 3필지(340-3,344-5,532))","","명진주유소","2026-01-08 10:06:36","U","2026-01-10 02:40:00","주유소","190066.475750906","257493.816918713","","",
"132","석유판매업","09_28_08_P","4671000","2008467017701500002","2008-04-11","","01","영업/정상","01","신규등록","","","","","","1495","","전북특별자치도 군산시 수송동 52-7번지","전북특별자치도 군산시 월명로 148 (수송동)","","한영 군산지점","2026-01-08 17:49:42","U","2026-01-10 02:40:00","주유소","174320.925255265","273010.650583701","","",
"133","석유판매업","09_28_08_P","5150000","2021515017301200001","2021-03-11","","01","영업/정상","07","영업개시","","","","","","196","","경상북도 의성군 봉양면 화전리 1137-22","경상북도 의성군 봉양면 경북대로 4437","37362","미래에너지","2026-01-08 11:27:32","U","2026-01-10 02:40:00","일반판매소","341206.403244172","311787.414004444","","",
"134","석유판매업","09_28_08_P","3470000","1986347001301500001","1986-03-08","","02","휴업","05","사업휴지","","2025-12-22","2026-06-30","","053 581 1034","1025","","대구광역시 달서구 이곡동 893-2","대구광역시 달서구 달구벌대로 1270 (이곡동)","","성서주유소","2026-01-08 09:46:36","U","2026-01-10 02:40:00","주유소","335968.960362157","262290.158331307","","",
"135","석유판매업","09_28_08_P","4520000","2014452022501500001","2014-08-29","","01","영업/정상","06","휴지사업재개","","","","2025-12-22","041-547-8522","1704","","충청남도 아산시 음봉면 원남리 94-2","충청남도 아산시 음봉면 연암율금로 78","","음봉농협 주유소","2026-01-08 16:40:23","U","2026-01-10 02:40:00","주유소","203044.633148267","373589.33750162","","",
"136","석유판매업","09_28_08_P","4400000","1997440001501200003","1997-01-01","","01","영업/정상","01","신규등록","","","","","043  6455533","","","충청북도 제천시 화산동 196-5","충청북도 제천시 숭의로1길 25 (화산동)","","충북명동석유판매소","2026-01-08 17:06:51","U","2026-01-10 02:40:00","일반판매소","307381.965603864","404294.609449992","","",
"137","석유판매업","09_28_08_P","5100000","2003510008301500003","2003-02-26","","01","영업/정상","06","휴지사업재개","","","","","054 338 1116","873","","경상북도 영천시 도림동 1325-5 북영천IC주유","경상북도 영천시 천문로 923, 북영천IC주유 (도림동)","38823","북영천IC주유소","2026-01-09 16:10:38","U","2026-01-11 02:40:00","주유소","373797.039756538","281358.012465806","","",
"138","석유판매업","09_28_08_P","4251000","2000425004201500077","2005-01-31","","01","영업/정상","06","휴지사업재개","","","","","033-435-4588","1063","","강원특별자치도 홍천군 홍천읍 와동리 481-5","강원특별자치도 홍천군 홍천읍 설악로 2374","","엠에스주유소","2026-01-09 11:01:40","U","2026-01-11 02:40:00","주유소","282478.234636566","469929.165792908","","",
"139","석유판매업","09_28_08_P","3630000","2003363004101500007","2003-11-12","","01","영업/정상","07","영업개시","","","","","062 9561116","771","","광주광역시 광산구 신창동 1074-8 2통2반","광주광역시 광산구 북문대로 389 (신창동)","","다올에너지산업(주)","2026-01-09 13:47:18","U","2026-01-11 02:40:00","주유소","186327.913278432","188076.573428806","","",
"140","석유판매업","09_28_08_P","4830000","1994483001301500030","2006-09-15","","02","휴업","05","사업휴지","","2025-12-10","2026-12-09","","061  3349555","1231","","전라남도 나주시 남평읍 수원리 530-23 현대오일뱅크금당주유소","전라남도 나주시 남평읍 산남로 438","58224","금당주유소","2026-01-09 14:25:02","U","2026-01-11 02:40:00","주유소","186455.532918906","173543.247588238","","",
"141","석유판매업","09_28_08_P","3560000","1996356001301500003","1996-05-06","","02","휴업","05","사업휴지","","2024-11-08","2026-06-30","","032 5653344","1633","","인천광역시 서구 백석동 72-3","인천광역시 서구 서곶로 723 (백석동)","","지에스칼텍스(주) 광역주유소","2026-01-09 17:11:22","U","2026-01-11 02:40:00","주유소","171268.63952342","453368.41841557","","",
"142","석유판매업","09_28_08_P","3230000","1992323013101500022","1992-07-01","","01","영업/정상","01","신규등록","","","","","000204311991","655.8","","서울특별시 송파구 마천동 31","서울특별시 송파구 마천로 230 (마천동)","","양운개발 마천로주유소","2026-01-09 10:03:51","U","2026-01-11 02:40:00","주유소","212588.217174795","444214.318443934","","",
"143","석유판매업","09_28_08_P","3210000","2002321007601200001","2002-04-25","","01","영업/정상","07","영업개시","","","","","02  577 3422","","","서울특별시 서초구 양재동 356-8","서울특별시 서초구 강남대로6길 44-15 (양재동)","","(주)세경에너지산업","2026-01-09 08:46:47","U","2026-01-11 02:40:00","일반판매소","203822.713344","440577.420075839","","",
"144","석유판매업","09_28_08_P","3230000","1993323013101500038","1993-07-24","","03","폐업","03","폐지","","","","","000222028484","1151.5","","서울특별시 송파구 석촌동 239-8","서울특별시 송파구 가락로 47 (석촌동)","","가락로주유소","2026-01-09 13:34:28","U","2026-01-11 02:40:00","주유소","208926.964436177","444147.031434811","","",
"145","석유판매업","09_28_08_P","5020000","2017502031101200009","2017-07-24","","03","폐업","03","폐지","2025-12-24","","","","","","","경상북도 포항시 남구 오천읍 원리 1368-1","","","서유에너지","2026-01-09 13:56:43","U","2026-01-11 02:40:00","일반판매소","416913.282225535","277283.462173519","","",
"146","석유판매업","09_28_08_P","3350000","1983335001501500018","1983-12-08","","02","휴업","05","사업휴지","","2025-05-01","2026-04-30","","051 581 3301","1527","","부산광역시 금정구 부곡동 14-3","부산광역시 금정구 중앙대로 1782 (부곡동)","","광신석유㈜ 중앙대로 주유소","2026-01-09 16:01:48","U","2026-01-11 02:40:00","주유소","390503.059424487","195786.867565892","","",
"147","석유판매업","09_28_08_P","4830000","2021483019501500002","2021-07-26","","02","휴업","05","사업휴지","","2025-12-17","2026-12-16","","061-333-7568","1984","","전라남도 나주시 문평면 옥당리 1271-4","전라남도 나주시 문평면 영산로 4259","58286","정성주유소","2026-01-09 09:52:18","U","2026-01-11 02:40:00","주유소","164629.606740951","170069.026822095","","",
"148","석유판매업","09_28_08_P","4681000","1994468002001500005","1994-02-26","","02","휴업","05","사업휴지","","2026-01-09","2027-01-08","","063-832-5291","4431","","전북특별자치도 익산시 여산면 원수리 721","전북특별자치도 익산시 여산면 가람로 60","","명성주유소","2026-01-09 17:21:38","U","2026-01-11 02:40:00","주유소","208392.307728356","281186.748890343","","",
"149","석유판매업","09_28_08_P","5360000","2003536005501500003","2003-07-15","","01","영업/정상","06","휴지사업재개","","2013-09-24","2014-09-23","","055 3536373","837","","경상남도 밀양시 삼문동 106-4,105","경상남도 밀양시 밀양대로 1744 (삼문동)","","으뜸주유소","2026-01-09 11:49:39","U","2026-01-11 02:40:00","주유소","359137.854326603","221656.749477842","","",
"150","석유판매업","09_28_08_P","4781000","1995478000001500042","1995-09-09","","01","영업/정상","06","휴지사업재개","","","","2022-03-14","063 5640116","1419","","전북특별자치도 고창군 고창읍 성두리 464-1 2 호","전북특별자치도 고창군 고창읍 고인돌대로 1926","","오일필드 고창지점","2026-01-09 13:03:08","U","2026-01-11 02:40:00","주유소","172409.401111056","216884.597667346","","",
"151","석유판매업","09_28_08_P","5050000","2021505035201200001","2021-03-08","","01","영업/정상","01","신규등록","","","","","","183","","경상북도 경주시 안강읍 산대리 1913-19","경상북도 경주시 안강읍 화전북1길 35","38018","산대석유","2026-01-09 13:15:27","U","2026-01-11 02:40:00","일반판매소","399683.302647674","279042.780784649","","",
"152","석유판매업","09_28_08_P","5230000","1996523000401500001","1996-05-23","","01","영업/정상","01","신규등록","","","","","054 6544345","1304","","경상북도 예천군 예천읍 지내리 412-1","경상북도 예천군 예천읍 예성로 894","","서부공항주유소","2026-01-09 17:52:44","U","2026-01-11 02:40:00","주유소","326149.823466594","349181.15037514","","",
"153","석유판매업","09_28_08_P","5230000","2004523000401500002","2005-04-29","","01","영업/정상","01","신규등록","","","","","054 652 5188","717","","경상북도 예천군 유천면 가리 217-2","경상북도 예천군 유천면 예성로 727","757-891","유천주유소","2026-01-09 17:55:23","U","2026-01-11 02:40:00","주유소","324559.629350448","349020.931793535","","",
"154","석유판매업","09_28_08_P","4390000","2015439010301500001","2015-06-19","","01","영업/정상","01","신규등록","","","","","043 844 2998","288.17","","충청북도 충주시 산척면 영덕리 산 182-46","충청북도 충주시 산척면 평택제천고속도로 106","","(주)파리크라상 천등산(제천방향)주유소","2026-01-09 11:28:10","U","2026-01-11 02:40:00","주유소","283490.305305238","395963.48954746","","",
"155","석유판매업","09_28_08_P","4390000","2015439010301500002","2015-06-19","","01","영업/정상","01","신규등록","","","","","043 844 2915","1318","","충청북도 충주시 산척면 영덕리 산 2-38","충청북도 충주시 산척면 평택제천고속도로 109","","(주)파리크라상 천등산(평택방향)주유소","2026-01-09 11:41:02","U","2026-01-11 02:40:00","주유소","287818.876794841","397654.290201583","","",
