"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","용도지역","건물형태구분명","객실수","주택면적","방면적비율","소화기개수","단독경보형감지기개수","자동확산소화기대수","휴대용비상조명등대수","피난구유도등개수","유도표지개수","완강기대수","가스누설경보기대수","일산화탄소감지기대수","조식제공여부","오수처리시설용량","화장실수","화장실종류명",
"418","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000040","2019-05-05","","01","영업/정상","1","정상","","","","","063-247-4440","635","","전북특별자치도 완주군 소양면 대흥리 389","전북특별자치도 완주군 소양면 송광수만로 472-16","55348","휴림","2026-01-13 17:23:24","U","2026-01-15 02:40:00","","221816.383313331","266965.675487425","계획관리지역","","2","86.4","86.4","1","3","0","0","0","0","0","0","0","","0","3","",
"419","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000041","2019-05-05","","01","영업/정상","1","정상","","","","","063-243-9817","531","","전북특별자치도 완주군 소양면 대흥리 441-1","전북특별자치도 완주군 소양면 오도길 90","55348","산수촌민박","2026-01-13 17:33:52","U","2026-01-15 02:40:00","","221222.985534953","267634.734813535","계획관리지역","","2","81.54","81.54","1","3","0","0","0","0","0","0","0","","2","3","",
"420","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000045","2019-05-05","","01","영업/정상","1","정상","","","","","063-222-0705","815","","전북특별자치도 완주군 구이면 백여리 1237","전북특별자치도 완주군 구이면 백여호동길 36-5","55363","킴스캐빈","2026-01-13 17:24:05","U","2026-01-15 02:40:00","","208189.882333471","239408.465024259","농림지역","","3","190.48","190.48","3","3","0","0","0","0","0","0","0","","2","3","",
"421","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000047","2019-05-05","","01","영업/정상","1","정상","","","","","063-222-1129","193","","전북특별자치도 완주군 구이면 평촌리 72","전북특별자치도 완주군 구이면 평촌로 336-19","55361","전주고덕펜션","2026-01-13 17:24:34","U","2026-01-15 02:40:00","","214558.184589874","252447.882233103","자연녹지지역","","3","167.24","167.24","2","5","0","0","0","0","0","0","0","","1","2","",
"422","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000048","2019-05-05","","01","영업/정상","1","정상","","","","","","231","","전북특별자치도 완주군 구이면 원기리 951","전북특별자치도 완주군 구이면 상하학길 106-6","55362","모악펜션","2026-01-13 17:25:07","U","2026-01-15 02:40:00","","209798.536920696","247992.507027433","계획관리지역","","1","129.83","66","1","3","0","0","0","0","0","0","0","","1","1","",
"423","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000049","2019-05-05","","01","영업/정상","1","정상","","","","","","408","","전북특별자치도 완주군 동상면 신월리 266","전북특별자치도 완주군 동상면 마당목길 21","55345","부담없는 집","2026-01-13 17:25:30","U","2026-01-15 02:40:00","","227810.077947405","273596.768127228","생산관리지역","","2","68.22","68.22","4","4","0","0","0","0","0","0","0","","1","1","",
"424","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000013","2019-05-05","","01","영업/정상","1","정상","","","","","063-243-1551","456","","전북특별자치도 완주군 동상면 대아리 113","전북특별자치도 완주군 동상면 은천길 31","55344","장수둠벙민박","2026-01-13 17:17:55","U","2026-01-15 02:40:00","","229022.32528583","276831.150572882","보전관리지역","","3","133","66","3","3","0","0","0","0","0","0","0","","4","2","",
"425","농어촌민박업","03_11_08_P","4781000","AGCV047800002019000026","2019-04-23","","01","영업/정상","1","정상","","","","","0635633756","394","","전북특별자치도 고창군 부안면 용산리 557 선운사골든캐슬","전북특별자치도 고창군 부안면 연기숲속길 80, 선운사골든캐슬","56417","선운산골든캐슬","2026-01-13 10:24:56","U","2026-01-15 02:40:00","","164388.943957618","223224.594371028","자연환경보전지역","","4","89.62","0","2","2","0","0","0","0","0","0","0","","0","4","",
"426","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000014","2019-05-05","","01","영업/정상","1","정상","","","","","063-244-7279","478","","전북특별자치도 완주군 동상면 대아리 122-8","전북특별자치도 완주군 동상면 대아수목로 419","55344","펜션곶감가든","2026-01-13 17:18:32","U","2026-01-15 02:40:00","","229180.077719505","277161.685368727","보전관리지역","","1","70","70","1","3","0","0","0","0","0","0","0","","1","2","",
"427","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000050","2019-05-05","","01","영업/정상","1","정상","","","","","063-263-7892","548","","전북특별자치도 완주군 운주면 완창리 362-1","전북특별자치도 완주군 운주면 운주로 243-66","55300","솔밭 민박","2026-01-13 17:26:12","U","2026-01-15 02:40:00","","223659.630271992","288566.057210726","농림지역","","2","99.78","99.78","2","2","0","0","0","0","0","0","0","","1","3","",
"428","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000051","2019-05-05","","01","영업/정상","1","정상","","","","","","2641","","전북특별자치도 완주군 운주면 산북리 797","전북특별자치도 완주군 운주면 대둔산로 1776-25","55300","번등골","2026-01-13 17:31:19","U","2026-01-15 02:40:00","","228553.097429662","288280.671409052","자연환경보전지역","","2","169.96","66","2","4","0","0","0","0","0","0","0","","1","2","",
"429","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000053","2019-05-05","","01","영업/정상","1","정상","","","","","","1320","","전북특별자치도 완주군 고산면 오산리 713","전북특별자치도 완주군 고산면 동봉길 20-18","55312","시랑골한옥민박(시보헌)","2026-01-13 17:11:48","U","2026-01-15 02:40:00","","220981.702001189","275378.573510446","보전관리지역","","3","198.36","198.36","8","8","0","5","0","5","0","0","0","","1","6","",
"430","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000059","2019-05-05","","01","영업/정상","1","정상","","","","","","1483","","전북특별자치도 완주군 고산면 오산리 717-1","전북특별자치도 완주군 고산면 동봉길 20-6","55312","청풍헌 민박","2026-01-13 17:10:36","U","2026-01-15 02:40:00","","220966.136028789","275500.45084369","농림지역","","5","217.44","181.44","7","10","1","5","0","5","0","0","0","","1","7","",
"431","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000060","2019-05-05","","01","영업/정상","1","정상","","","","","","1475","","전북특별자치도 완주군 운주면 산북리 411-2","전북특별자치도 완주군 운주면 대둔산로 2100-12","55300","10월의 왈츠","2026-01-13 17:28:56","U","2026-01-15 02:40:00","","230247.625089847","289478.218253719","자연환경보전지역","","1","95.22","95.22","5","4","0","0","0","0","0","0","0","","3","2","",
"432","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000061","2019-05-05","","01","영업/정상","1","정상","","","","","063-243-0023","989","","전북특별자치도 완주군 동상면 대아리 106","전북특별자치도 완주군 동상면 은천길 77","55344","가인팬션","2026-01-13 17:11:12","U","2026-01-15 02:40:00","","229373.427345265","276613.463506741","보전관리지역","","1","196.68","49.5","1","2","0","0","0","0","0","0","0","","1","1","",
"433","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000022","2019-05-05","","01","영업/정상","1","정상","","","","","063-262-5228","1295","","전북특별자치도 완주군 운주면 산북리 428-1","전북특별자치도 완주군 운주면 대둔산로 2130-15","55300","꼭두배기","2026-01-13 17:20:32","U","2026-01-15 02:40:00","","230329.589156083","289958.157247402","자연환경보전지역","","2","97.54","96.4","3","3","0","0","0","0","0","0","0","","2","3","",
"434","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000121","2019-05-13","","01","영업/정상","1","정상","","","","","","660","","전북특별자치도 완주군 운주면 완창리 331번지","전북특별자치도 완주군 운주면 운주로 231-47","55300","하비주농장펜션","2026-01-13 17:03:03","U","2026-01-15 02:40:00","","223792.080893546","288493.550471762","농림지역","","3","148.44","148.44","2","5","0","0","0","0","0","0","0","","10","4","",
"435","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000123","2019-06-11","","01","영업/정상","1","정상","","","","","","996","","전북특별자치도 완주군 운주면 장선리 107번지 4호","전북특별자치도 완주군 운주면 원장선로 42-185","55300","꽃향기","2026-01-13 17:02:05","U","2026-01-15 02:40:00","","225579.279128543","286458.841709247","계획관리지역","","1","64.6","64.6","2","2","0","0","0","0","0","0","0","","25","2","",
"436","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000124","2019-06-11","","01","영업/정상","1","정상","","","","","","1519","","전북특별자치도 완주군 운주면 장선리 107번지 12호","전북특별자치도 완주군 운주면 원장선로 42-181","55300","풀향기","2026-01-13 17:00:59","U","2026-01-15 02:40:00","","225646.888431167","286449.982922401","계획관리지역","","1","108.8","108.8","2","2","0","0","0","0","0","0","0","","25","2","",
"437","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000125","2019-06-11","","01","영업/정상","1","정상","","","","","","1277","","전북특별자치도 완주군 소양면 해월리 974번지 5호","전북특별자치도 완주군 소양면 해월신왕길 248","55347","황토편백하우스","2026-01-13 16:59:35","U","2026-01-15 02:40:00","","224947.568994988","263140.339696364","계획관리지역","","2","123.29","123.29","1","5","0","0","0","0","0","0","0","","15","2","",
"438","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000126","2019-06-26","","01","영업/정상","1","정상","","","","","","1020","","전북특별자치도 완주군 비봉면 이전리 553번지","전북특별자치도 완주군 비봉면 이전길 29-16","55308","스머프팜","2026-01-13 16:58:45","U","2026-01-15 02:40:00","","217028.818964757","278374.00395421","관리지역","","3","141.54","141.54","2","4","0","0","0","0","0","0","0","","2","2","",
"439","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000129","2019-08-09","","01","영업/정상","1","정상","","","","","","1649","","전북특별자치도 완주군 동상면 신월리 771번지 3호","전북특별자치도 완주군 동상면 동상주천로 287","55345","스토리","2026-01-13 16:58:10","U","2026-01-15 02:40:00","","228368.576930671","272322.001147858","생산관리지역","","2","128.88","75.24","3","6","0","0","0","0","0","0","0","","1","3","",
"440","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000130","2019-09-26","","01","영업/정상","1","정상","","","","","","626","","전북특별자치도 완주군 소양면 신교리 750번지 1호","전북특별자치도 완주군 소양면 신교응암길 135, 정원채 1동 1층","55357","정원채","2026-01-13 16:57:34","U","2026-01-15 02:40:00","","219408.975507981","260532.489263849","자연녹지지역","","2","94.5","0","2","3","0","0","0","0","0","0","0","","0","2","",
"441","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000131","2019-10-28","","01","영업/정상","1","정상","","","","","","470","","전북특별자치도 완주군 상관면 의암리 79번지","전북특별자치도 완주군 상관면 상관소양로 691-10, 이수민박","55358","이수민박","2026-01-13 16:57:06","U","2026-01-15 02:40:00","","222707.387415021","256994.744056016","자연취락지구","","3","199.52","199.52","3","5","0","0","0","0","0","0","0","","0","2","",
"442","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000133","2019-10-28","","01","영업/정상","1","정상","","","","","","2228","","","전북특별자치도 완주군 동상면 은천길 66-7","55344","소풍가는 날","2026-01-13 16:56:17","U","2026-01-15 02:40:00","","","","보전관리지역","","7","228.6","0","7","8","0","0","0","0","0","0","0","","0","7","",
"443","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000134","2019-10-30","","01","영업/정상","1","정상","","","","","","676","","전북특별자치도 완주군 운주면 금당리 117번지","전북특별자치도 완주군 운주면 금고당로 379-1","55301","운주 좋은 날","2026-01-13 16:55:36","U","2026-01-15 02:40:00","","229215.519243713","284737.830637264","자연취락지구외1","","4","94.52","0","5","5","0","0","0","0","0","0","0","","0","3","",
"444","농어촌민박업","03_11_08_P","4721000","AGCV047200002019000136","2019-12-04","","01","영업/정상","1","정상","","","","","","1772","","","전북특별자치도 완주군 운주면 원장선로 7","55300","천등산민박","2026-01-13 16:55:10","U","2026-01-15 02:40:00","","","","계획관리지역","","2","110.44","0","4","3","0","0","0","0","0","0","0","","0","2","",
"445","농어촌민박업","03_11_08_P","4721000","AGCV047200002020000002","2020-02-27","","01","영업/정상","1","정상","","","","","","689","","전북특별자치도 완주군 소양면 신촌리 138번지 4호","전북특별자치도 완주군 소양면 곰티로 227","55346","소양고요","2026-01-13 16:54:46","U","2026-01-15 02:40:00","","225413.410322867","258016.581547035","보전관리지역","","2","118.92","118.92","3","2","0","2","0","1","0","0","0","","5","2","",
"446","농어촌민박업","03_11_08_P","4721000","AGCV047200002020000003","2020-05-21","","01","영업/정상","1","정상","","","","","","330","","전북특별자치도 완주군 상관면 죽림리 687번지","전북특별자치도 완주군 상관면 죽림편백길 206, 산울림","55360","산울림","2026-01-13 16:54:20","U","2026-01-15 02:40:00","","218240.296837969","248841.662486403","계획관리","","3","227.1","227.1","7","7","0","3","2","0","0","0","0","","0","7","",
"447","농어촌민박업","03_11_08_P","4721000","AGCV047200002023000002","2023-03-07","","01","영업/정상","1","정상","","","","","","540","","","전북특별자치도 완주군 용진읍 목효로 120-94","55353","스테이수채화","2026-01-13 16:46:35","U","2026-01-15 02:40:00","","","","보전녹지지역","","1","117.71","117.71","3","5","1","3","0","1","0","1","1","","5","2","",
"448","농어촌민박업","03_11_08_P","4721000","AGCV047200002023000003","2023-03-14","","01","영업/정상","1","정상","","","","","","1120","","","전북특별자치도 완주군 상관면 상관소양로 94-42","55359","전주펜션 라크로체","2026-01-13 16:49:10","U","2026-01-15 02:40:00","","","","계획관리지역","","3","197.62","197.62","4","12","4","4","4","0","0","4","4","","7","8","",
"449","농어촌민박업","03_11_08_P","4721000","AGCV047200002023000005","2023-05-15","","01","영업/정상","1","정상","","","","","","515.6","","","전북특별자치도 완주군 구이면 모악호수로 30-17","55362","SARA's studio","2026-01-13 16:44:57","U","2026-01-15 02:40:00","","","","계획관리지역","","1","147.7","147.7","3","6","1","2","0","2","0","1","0","","0","3","",
"450","농어촌민박업","03_11_08_P","5050000","AGCV050500002025000046","2025-03-21","","01","영업/정상","1","정상","","","","","","407","780-911","경상북도 경주시 강동면 인동리 364","경상북도 경주시 강동면 인좌안길 68-11","38006","스테이 인동","2026-01-13 13:13:53","U","2026-01-15 02:40:00","","404037.877257326","279169.346201681","관리지역","","1","98.18","98.18","2","4","1","3","1","1","0","0","1","","0","1","",
"451","농어촌민박업","03_11_08_P","4721000","AGCV047210002025000006","2025-03-20","","01","영업/정상","1","정상","","","","","","430","","전북특별자치도 완주군 상관면 죽림리 581-1","전북특별자치도 완주군 상관면 죽림편백길 46","55360","스테이현재","2026-01-13 17:47:02","U","2026-01-15 02:40:00","","219420.297057621","249721.403155298","계획관리지역","","3","165.49","165.49","2","5","2","4","1","0","0","1","0","","0","2","",
"452","농어촌민박업","03_11_08_P","4721000","AGCV047210002025000004","2025-02-18","","01","영업/정상","1","정상","","","","","","798","","전북특별자치도 완주군 운주면 산북리 402-3","전북특별자치도 완주군 운주면 대둔산로 2093","55300","자연숲민박","2026-01-13 17:46:43","U","2026-01-15 02:40:00","","230096.595245554","289543.655752827","자연환경보전지역","","2","220.8","195.2","4","4","1","4","2","0","0","1","1","","30","4","",
"453","농어촌민박업","03_11_08_P","4721000","AGCV047210002024000014","2025-04-10","","01","영업/정상","1","정상","","","","","","495","","전북특별자치도 완주군 소양면 대흥리 140-4","전북특별자치도 완주군 소양면 송광수만로 776","55348","운스테이","2026-01-13 17:45:40","U","2026-01-15 02:40:00","","223310.0084956","267476.838420045","보전관리지역","","3","142.52","142.52","4","4","2","4","0","4","0","2","2","","5","4","",
"454","농어촌민박업","03_11_08_P","4721000","AGCV047210002025000001","2025-01-13","","01","영업/정상","1","정상","","","","","","572","","","전북특별자치도 완주군 소양면 인덕길 231-34","55355","하루소양","2026-01-13 16:28:01","U","2026-01-15 02:40:00","","220916.561408321","264422.726868044","자연취락지구","","1","60.31","60.31","3","4","1","2","0","1","0","0","1","","4","1","",
"455","농어촌민박업","03_11_08_P","4721000","AGCV047210002025000002","2025-02-03","","01","영업/정상","1","정상","","","","","","687","","전북특별자치도 완주군 상관면 죽림리 670-1","전북특별자치도 완주군 상관면 죽림편백길 191-5","55360","Sun Tree(썬 트리)","2026-01-13 17:46:01","U","2026-01-15 02:40:00","","218377.751869029","248801.238177989","계획관리지역","","2","137.6","137.6","5","4","1","4","0","2","0","1","0","","0","3","",
"456","농어촌민박업","03_11_08_P","4721000","AGCV047210002025000003","2025-02-03","","01","영업/정상","1","정상","","","","","","687","","전북특별자치도 완주군 상관면 죽림리 670-1","전북특별자치도 완주군 상관면 죽림편백길 191-3","55360","스테이바움","2026-01-13 17:46:24","U","2026-01-15 02:40:00","","218377.751869029","248801.238177989","계획관리지역","","2","158.39","137.6","5","4","1","4","0","2","0","1","0","","0","3","",
"457","농어촌민박업","03_11_08_P","4251000","AGCV042510002025000004","2025-02-11","","03","폐업","3","폐업","2025-03-01","","","","","1000","","","강원특별자치도 홍천군 남면 남노일로 1076-38","25105","브렌따노","2026-01-13 09:33:41","U","2026-01-15 02:40:00","","267538.797846788","464223.32143496","","","1","131.66","0","1","3","1","1","0","1","0","0","0","","0","0","",
"458","농어촌민박업","03_11_08_P","3930000","AGCV039300002026000003","2026-01-12","","01","영업/정상","1","정상","","","","","","543","425-340","경기도 안산시 단원구 대부남동 3-48","경기도 안산시 단원구 대호1길 32 (대부남동)","15650","대부도 풀빌라 더 헤븐","2026-01-14 19:06:33","I","2026-01-16 00:20:02","","164664.718384197","412983.731185104","자연녹지지역","","2","186.61","0","3","4","2","2","0","2","0","2","2","","8","3","",
"459","농어촌민박업","03_11_08_P","5050000","AGCV050500002026000008","2026-01-14","","01","영업/정상","1","정상","","","","","","967","780-440","경상북도 경주시 조양동 118-4","경상북도 경주시 대추밭2길 14-20 (조양동)","38200","노을담 경주","2026-01-14 13:49:27","I","2026-01-16 00:20:02","","406361.025174047","255165.58840388","보전녹지","","3","199.67","199.67","6","5","0","5","0","6","0","0","0","","0","5","",
"460","농어촌민박업","03_11_08_P","4170000","AGCV041700002026000005","2026-01-07","","01","영업/정상","1","정상","","","","","","871","","","경기도 양평군 용문면 덕촌길 105","12514","룬 423","2026-01-07 11:20:16","I","2026-01-16 00:20:02","","252703.74794073","444818.36895328","계획관리지역","","2","139.12","139.12","2","4","1","2","0","1","0","0","1","","0","2","",
"461","농어촌민박업","03_11_08_P","4620000","AGCV046200002026000005","2026-01-14","","01","영업/정상","1","정상","","","","","","1017","357-972","충청남도 태안군 고남면 누동리 1116-206","충청남도 태안군 고남면 대야로 202","32171","태안 바다멍 애견풀빌라","2026-01-14 13:31:35","I","2026-01-16 00:20:02","","146911.919549278","328631.059367694","수산자원보호구역","","4","254.35","0","4","4","2","4","4","0","0","2","2","","0","4","",
"462","농어촌민박업","03_11_08_P","4620000","AGCV046200002026000006","2026-01-14","","01","영업/정상","1","정상","","","","","","0","357-961","충청남도 태안군 안면읍 승언리 1341-7","충청남도 태안군 안면읍 방포로 54-48","32166","헬로펜션","2026-01-14 13:59:53","I","2026-01-16 00:20:02","","140783.055289065","335057.280564361","농업보호구역","","5","119.52","0","6","5","1","5","0","5","0","0","0","","0","5","",
"463","농어촌민박업","03_11_08_P","4620000","AGCV046200002026000007","2026-01-14","","01","영업/정상","1","정상","","","","","","1000","357-963","충청남도 태안군 안면읍 정당리 1130-14","충청남도 태안군 안면읍 붓드기길 76-2","32162","꼰띠고 애견펜션","2026-01-14 14:12:52","I","2026-01-16 00:20:02","","140738.424057068","339712.133119101","보전관리지역","","5","222.59","0","6","6","6","6","0","6","0","6","6","","0","0","",
"464","농어촌민박업","03_11_08_P","4480000","AGCV044800002026000002","2026-01-09","","01","영업/정상","1","정상","","","","","","5410","","","충청북도 단양군 가곡면 두산길 196-52","27021","단양패러마을 구름동 펜션","2026-01-09 17:32:13","I","2026-01-16 00:20:02","","324259.360367926","389238.693170096","계획관리지역","","4","198.96","0","5","5","1","5","5","0","0","0","1","","40","5","",
"465","농어촌민박업","03_11_08_P","4960000","AGCV049600002026000001","2026-01-14","","01","영업/정상","1","정상","","","","","","522.2","525-801","전라남도 함평군 함평읍 석성리 1413-1","전라남도 함평군 함평읍 주포한옥길 23-13","57137","봉봉민박","2026-01-14 17:02:29","I","2026-01-16 00:20:02","","150865.45334928","177315.262677985","계획관리지역","","2","147.87","43.92","4","2","2","2","2","2","0","2","2","","0","2","",
"466","농어촌민박업","03_11_08_P","4840000","AGCV048400002026000003","2026-01-14","","01","영업/정상","1","정상","","","","","061-794-0000","996","","","전라남도 광양시 옥룡면 묵방길 30-11","57703","광양더자연펜션","2026-01-14 11:22:42","I","2026-01-16 00:20:02","","254903.229742919","175558.57357001","보전관리지역","","2","209.59","0","4","2","4","2","2","2","0","0","2","","0","3","",
"467","농어촌민박업","03_11_08_P","6510000","AGCV065100002026000020","2026-01-14","","01","영업/정상","1","정상","","","","","","","695-905","제주특별자치도 제주시 애월읍 구엄리 450-1","제주특별자치도 제주시 애월읍 애월해안로 770-15","63050","구엄450","2026-01-14 17:05:01","I","2026-01-16 00:20:02","","142714.061408514","-1002.33133610822","","","1","161.84","0","6","4","2","2","0","2","0","0","2","","8","0","",
"468","농어촌민박업","03_11_08_P","6510000","AGCV065100002026000021","2026-01-14","","01","영업/정상","1","정상","","","","","","","695-905","제주특별자치도 제주시 애월읍 구엄리 450-3","제주특별자치도 제주시 애월읍 애월해안로 770-17","63050","구엄450 스테이","2026-01-14 16:24:49","I","2026-01-16 00:20:02","","142719.548271308","-1022.94733758238","","","1","161.84","0","6","4","2","2","0","2","0","0","2","","8","0","",
"469","농어촌민박업","03_11_08_P","5710000","AGCV057100002026000002","2026-01-13","","01","영업/정상","1","정상","","","","","","677","360-862","충청북도 청주시 상당구 낭성면 추정리 381-41","충청북도 청주시 상당구 낭성면 단재로 1715-8","28194","명당골스테이","2026-01-14 15:15:15","I","2026-01-16 00:20:02","","","","보전관리","","1","117.6","0","1","3","2","2","0","3","0","2","0","","6","2","",
"470","농어촌민박업","03_11_08_P","5710000","AGCV057100002026000003","2026-01-14","","01","영업/정상","1","정상","","","","","","655","360-862","충청북도 청주시 상당구 낭성면 추정리 381-43","충청북도 청주시 상당구 낭성면 단재로 1715-9","28194","하루스테이","2026-01-14 15:28:56","I","2026-01-16 00:20:02","","","","보전관리지역","","1","127.96","0","1","3","2","2","0","3","0","2","0","","6","2","",
"471","농어촌민박업","03_11_08_P","5710000","AGCV057100002026000004","2026-01-13","","01","영업/정상","1","정상","","","","","","664","360-862","충청북도 청주시 상당구 낭성면 추정리 381-42","충청북도 청주시 상당구 낭성면 단재로 1715-12","28194","담담온스테이","2026-01-14 15:21:47","I","2026-01-16 00:20:02","","","","보전관리","","1","117.6","0","1","3","2","2","0","3","0","2","0","","6","2","",
"472","농어촌민박업","03_11_08_P","5540000","AGCV055400002024000023","2024-09-26","","03","폐업","3","폐업","2026-01-14","","","","","333","464-851","경기도 광주시 도척면 방도리 112-2","경기도 광주시 도척면 방등길 102-1","12818","멍도리","2026-01-14 15:29:14","U","2026-01-16 02:40:00","","229822.130877032","419097.790047892","계획관리지역","","2","77.58","0","4","5","1","5","0","1","0","1","1","","0","0","",
"473","농어촌민박업","03_11_08_P","6520000","AGCV065200002026000005","2026-01-09","","03","폐업","3","폐업","2026-01-14","","","","","","697-828","제주특별자치도 서귀포시 강정동 1338","제주특별자치도 서귀포시 중산간서로157번길 68 (강정동)","63558","제주 메타리움 리조트","2026-01-14 16:37:16","U","2026-01-16 02:40:00","","153067.504699358","-26578.1798103429","","","4","219.94","0","5","5","0","5","0","5","0","0","1","","0","0","",
"474","농어촌민박업","03_11_08_P","6520000","AGCV065200002026000004","2026-01-08","","01","영업/정상","1","정상","","","","","","","697-826","제주특별자치도 서귀포시 강정동 133","제주특별자치도 서귀포시 신북로 51 (강정동)","63565","쉴'd stay","2026-01-14 13:01:52","U","2026-01-16 02:40:00","","154163.997008613","-26288.9070432684","","","2","220.51","0","6","5","2","5","0","2","0","2","2","","0","0","",
"475","농어촌민박업","03_11_08_P","3580000","AGCV035800002026000001","2026-01-05","","01","영업/정상","1","정상","","","","","","242","409-871","인천광역시 옹진군 영흥면 내리 8-102","인천광역시 옹진군 영흥면 영흥로156번길 12-4","23118","영흥도진두항펜션민박","2026-01-14 09:29:35","U","2026-01-16 02:40:00","","155113.670469429","417417.289720714","","","3","170.5","0","4","9","0","9","3","3","0","1","0","","0","0","",
"476","농어촌민박업","03_11_08_P","4400000","AGCV044000002009000005","2009-06-04","","03","폐업","3","폐업","2026-01-14","","","","0436539133","778","390-874","충청북도 제천시 봉양읍 명암리 600-3","충청북도 제천시 봉양읍 명암로 466-22","27108","명암황토펜션민박","2026-01-14 13:35:36","U","2026-01-16 02:40:00","","300476.976190117","410123.24910394","제2종일반주거지역","","3","168.54","41.88","3","5","0","0","0","0","0","0","0","","0","2","",
"477","농어촌민박업","03_11_08_P","3580000","AGCV035800002016000020","2016-05-15","","03","폐업","3","폐업","2026-01-13","","","","","225","409-871","인천광역시 옹진군 영흥면 내리 686-2","인천광역시 옹진군 영흥면 영흥북로343번길 44-12","23118","시골마루민박","2026-01-14 11:15:16","U","2026-01-16 02:40:00","","154288.035534259","419675.283700267","","","3","89.28","89.28","3","3","1","1","1","1","1","1","1","","3","4","",
"478","농어촌민박업","03_11_08_P","5000000","AGCV050000002023000004","2023-04-17","","03","폐업","3","폐업","2026-01-14","","","","","998","","","전라남도 진도군 임회면 죽림길 55-29","58944","진도죽림형제민박","2026-01-14 15:59:51","U","2026-01-16 02:40:00","","130805.525727901","99203.4713389172","생산관리지역","","4","83.5","83.5","1","4","4","1","1","1","0","0","2","","0","1","",
"479","농어촌민박업","03_11_08_P","3570000","AGCV035700002019000363","2011-02-11","","03","폐업","3","폐업","2026-01-14","","","","","612","417-826","인천광역시 강화군 선원면 지산리 764번지","인천광역시 강화군 선원면 선원사지로191번길 53","23042","러블리","2026-01-14 11:17:23","U","2026-01-16 02:40:00","","155497.40305867","468421.292530026","","","5","195.66","0","2","5","0","0","0","0","0","0","0","","0","0","",
"480","농어촌민박업","03_11_08_P","6510000","AGCV065100002020000547","2020-11-06","","03","폐업","3","폐업","2025-12-31","","","","","424","","","제주특별자치도 제주시 한경면 고산로 19","63008","요이땅삐삐스튜디오","2026-01-14 08:53:29","U","2026-01-16 02:40:00","","123498.723017924","-21178.3678151691","제2종일반주거지역","","1","92.56","0","1","1","0","1","0","1","0","0","1","","0","1","",
"481","농어촌민박업","03_11_08_P","6510000","AGCV065100002022000494","2022-10-05","","03","폐업","3","폐업","2026-01-12","","","","","565","695-915","제주특별자치도 제주시 애월읍 하가리 1449","제주특별자치도 제주시 애월읍 하가로 141-6","63036","희집","2026-01-14 10:58:46","U","2026-01-16 02:40:00","","139476.03351968","-4246.43961434877","계획관리지역","","1","72.82","0","2","2","2","1","0","1","0","2","2","","0","0","",
"482","농어촌민박업","03_11_08_P","3720000","AGCV037200002019000003","2019-04-21","","01","영업/정상","1","정상","","","","","","312","683-230","울산광역시 북구 당사동 515-3","울산광역시 북구 동해안로 853 (당사동)","44235","펜트하우스","2026-01-14 13:56:27","U","2026-01-16 02:40:00","","422382.72108522","234050.762248753","개발제한구역, 자연녹지지역","","3","199.62","199.62","8","4","0","0","0","0","0","0","0","","0","4","",
"483","농어촌민박업","03_11_08_P","3720000","AGCV037200002019000010","2019-06-21","","01","영업/정상","1","정상","","","","","","412","","","울산광역시 북구 동해안로 782 (어물동)","44235","비치블랙스톤","2026-01-14 14:09:22","U","2026-01-16 02:40:00","","422262.601902735","233366.501625639","제1종일반주거지(구암지구)","","1","150","150","2","4","0","0","0","0","0","0","0","","0","2","",
