"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","법인구분명","구분명",
"123","유료직업소개소","11_50_02_P","3820000","2025382042214500010","2024-03-20","","01","영업/정상","20","영업중","","","","","","","","경기도 의정부시 의정부동 439-23 해태프라자","경기도 의정부시 신흥로258번길 25, 해태프라자 8층 30호 (의정부동)","11670","종로외국어번역행정사 사무소","2026-01-05 09:37:43","U","2026-01-07 02:40:00","","203884.406681049","470764.345600355","개인","유료",
"124","유료직업소개소","11_50_02_P","3530000","2023353019814500007","2018-10-26","","03","폐업","40","폐업","2026-01-05","","","","","","","인천광역시 남동구 간석동 123-4 하람빌딩","인천광역시 남동구 백범로 335, 하람빌딩 1층 (간석동)","21544","희망인력","2026-01-05 16:51:48","U","2026-01-07 02:40:00","","174535.149307588","440273.893244433","개인","유료",
"125","유료직업소개소","11_50_02_P","3380000","2025338009414500006","2024-06-07","","01","영업/정상","20","영업중","","","","","0517615366","","","부산광역시 수영구 광안동 1078-1 송파지오스V","부산광역시 수영구 수영로 665, 201호 (광안동, 송파지오스V)","48243","클라우드나인 메디케어","2026-01-05 14:31:08","U","2026-01-07 02:40:00","","392567.93314831","187152.428559753","개인","유료",
"126","유료직업소개소","11_50_02_P","3530000","2025353019814500022","2025-12-16","","01","영업/정상","20","영업중","","","","","","","","인천광역시 남동구 간석동 575-13","인천광역시 남동구 벽돌말로 13, 1층 (간석동)","21504","명인","2026-01-05 13:29:30","U","2026-01-07 02:40:00","","173448.807952564","440572.96666169","개인","유료",
"127","유료직업소개소","11_50_02_P","3910000","2023391041814500001","2023-02-27","","03","폐업","40","폐업","2026-01-02","","","","","","","경기도 평택시 통복동 80-9","경기도 평택시 평택1로 65, 2층 (통복동)","17891","주식회사 덕성","2026-01-05 16:56:53","U","2026-01-07 02:40:00","","207789.162025729","388481.903950415","법인","유료",
"128","유료직업소개소","11_50_02_P","3390000","2021339010914500003","2021-09-24","","01","영업/정상","20","영업중","","","","","","","","부산광역시 사상구 모라동 653-29","부산광역시 사상구 모라로 61, 3층 (모라동)","46917","진성해운 인력소개소","2026-01-05 08:55:47","U","2026-01-07 02:40:00","","380997.615335909","189572.04407573","개인","유료",
"129","유료직업소개소","11_50_02_P","3210000","2022321019514500036","2022-12-16","","01","영업/정상","20","영업중","","","","","","","","서울특별시 서초구 서초동 1567-8 현빌딩","서울특별시 서초구 서초대로46길 99, 현빌딩 4층 4204호 (서초동)","06650","주식회사 후지쇼코리아","2026-01-05 21:08:27","U","2026-01-07 02:40:00","","201122.363486404","443111.971545521","법인","유료",
"130","유료직업소개소","11_50_02_P","3210000","2022321019514500030","2022-11-14","","01","영업/정상","20","영업중","","","","","","","","서울특별시 서초구 서초동 1338-21 코리아비지니스센타","서울특별시 서초구 강남대로 309, 코리아비지니스센타 1107호 (서초동)","06628","(주)원아시아","2026-01-05 21:42:52","U","2026-01-07 02:40:00","","202623.297219041","443154.964346798","법인","유료",
"131","유료직업소개소","11_50_02_P","4641000","2017465007714500009","2017-03-10","","01","영업/정상","20","영업중","","","","","","","","충청남도 천안시 서북구 두정동 68번지 16호 센트하임프라자","충청남도 천안시 서북구 1공단1길 52, 3층 339호 (두정동)","31104","주식회사 제이비커리어","2026-01-05 16:30:48","U","2026-01-07 02:40:00","","213122.338728534","370121.752364094","법인","유료",
"132","유료직업소개소","11_50_02_P","4641000","2021465007714500004","2010-11-01","","01","영업/정상","20","영업중","","","","","","","","전북특별자치도 전주시 완산구 효자동1가 195번지 13호 3층","전북특별자치도 전주시 완산구 용머리로 146, 3층 (효자동1가)","55093","(주)제이비커리어","2026-01-05 16:06:55","U","2026-01-07 02:40:00","","211344.95303635","256180.214020806","법인","유료",
"133","유료직업소개소","11_50_02_P","5020000","2021502040514500006","2021-05-14","","03","폐업","40","폐업","2026-01-05","","","","","","","경상북도 포항시 남구 오천읍 용덕리 293-7","경상북도 포항시 남구 오천읍 해병로269번길 44","37907","탑인력 오천지점","2026-01-05 16:23:47","U","2026-01-07 02:40:00","","417886.51763746","277188.242584832","개인","유료",
"134","유료직업소개소","11_50_02_P","3680000","2016368014214500006","2016-08-22","","03","폐업","40","폐업","2026-01-05","","","","042 627 8810","","","대전광역시 대덕구 읍내동 361번지 16호 2층","대전광역시 대덕구 아리랑로 149, 2층 (읍내동)","34360","팔팔인력","2026-01-05 15:06:47","U","2026-01-07 02:40:00","","237669.965701737","319248.408333289","개인","유료",
"135","유료직업소개소","11_50_02_P","3170000","2025317024914500007","2024-12-12","","01","영업/정상","20","영업중","","","","","07047391575","","","서울특별시 금천구 가산동 452-1 가산 어반워크II","서울특별시 금천구 가산디지털2로 143, 가산 어반워크II 323호 (가산동)","08504","(주)성원인력","2026-01-05 17:47:51","U","2026-01-07 02:40:00","","189134.630001409","442064.202679578","법인","유료",
"136","유료직업소개소","11_50_02_P","4040000","2022404022814500007","2011-02-18","","01","영업/정상","20","영업중","","","","","02  495 2111","","","경기도 하남시 덕풍동 343-11","경기도 하남시 신장로 224, 1층 (덕풍동)","12966","착한대양인력","2026-01-05 16:10:35","U","2026-01-07 02:40:00","","217441.845586372","449189.648776055","개인","유료",
"137","유료직업소개소","11_50_02_P","5530000","2021553038814500011","2021-04-15","","01","영업/정상","20","영업중","","","","","031 355 2580","","","경기도 화성시 남양읍 남양리 2232-2","경기도 화성시 남양읍 남양로 839, 1층 102호","18266","만나노인일자리지원센터","2026-01-05 10:28:33","U","2026-01-07 02:40:00","","185032.622295386","412114.518034468","개인","유료",
"138","유료직업소개소","11_50_02_P","3350000","2025335014614500003","2025-04-22","","03","폐업","40","폐업","2026-01-05","","","","","","","부산광역시 금정구 구서동 84-5 동남빌딩","부산광역시 금정구 중앙대로 1817-5, 동남빌딩 2층 (구서동)","46273","JS국내유료직업소개소","2026-01-05 17:12:13","U","2026-01-07 02:40:00","","390355.632695983","196130.804200244","개인","유료",
"139","유료직업소개소","11_50_02_P","3530000","2022353019814500014","2022-07-22","","03","폐업","40","폐업","2026-01-05","","","","","","","인천광역시 남동구 서창동 687-3 아페리온","인천광역시 남동구 서창남순환로 223, 아페리온 A동 312호 (서창동)","21614","블루베리 HR","2026-01-05 16:51:30","U","2026-01-07 02:40:00","","177692.445011698","435885.502080795","개인","유료",
"140","유료직업소개소","11_50_02_P","3210000","2022321019514500021","2022-07-12","","01","영업/정상","20","영업중","","","","","","","","서울특별시 서초구 방배동 795-15","서울특별시 서초구 방배로37길 7, 4층 (방배동)","06561","하이스트컨설팅그룹","2026-01-05 10:16:44","U","2026-01-07 02:40:00","","198983.698693019","443486.702445714","법인","유료",
"141","유료직업소개소","11_50_02_P","3160000","1992316007111500001","1992-05-13","","01","영업/정상","20","영업중","","","","","028329960","","","서울특별시 구로구 구로동 803-4","서울특별시 구로구 도림로 11, 1층 (구로동)","08320","(주)남부이에스","2026-01-05 15:24:42","U","2026-01-07 02:40:00","","189916.083015714","442635.266944362","법인","유료",
"142","유료직업소개소","11_50_02_P","3080000","2007308009711500005","2007-05-07","","01","영업/정상","20","영업중","","","","","02  432 1233","","","서울특별시 강북구 수유동 54-7","서울특별시 강북구 도봉로 257, 301호 (수유동)","01117","대영직업소개소","2026-01-05 08:52:07","U","2026-01-07 02:40:00","","202035.088189829","458771.068971335","개인","유료",
"143","유료직업소개소","11_50_02_P","3210000","2020321018514500017","2016-09-13","","01","영업/정상","20","영업중","","","","","02  62615090","","","서울특별시 서초구 서초동 1316-4 팔레스빌딩","서울특별시 서초구 서운로 160, 팔레스빌딩 703호 (서초동)","06616","휴먼포커스 주식회사","2026-01-05 21:49:13","U","2026-01-07 02:40:00","","202069.323855232","443943.671702291","법인","유료",
"144","유료직업소개소","11_50_02_P","3920000","2022392009714500003","2022-06-20","","01","영업/정상","20","영업중","","","","","","","","경기도 동두천시 생연동 433-1","경기도 동두천시 장고갯로 98, 1층 (생연동)","11318","월드콜 직업소개소","2026-01-05 17:44:24","U","2026-01-07 02:40:00","","205501.211450206","489023.034882562","개인","유료",
"145","유료직업소개소","11_50_02_P","3390000","2023339010914500008","2023-11-28","","01","영업/정상","20","영업중","","","","","","","","부산광역시 사상구 감전동 118-34 지혜빌딩","부산광역시 사상구 학감대로 275, 지혜빌딩 6층 (감전동)","46984","삼성인력","2026-01-05 08:59:12","U","2026-01-07 02:40:00","","381314.498260386","185844.43713693","개인","유료",
"146","유료직업소개소","11_50_02_P","3360000","2023336016614500008","2023-10-31","","03","폐업","40","폐업","2026-01-05","","","","051 971 0114","","","부산광역시 강서구 녹산동 78-7","부산광역시 강서구 낙동남로682번길 43, 2층 (녹산동)","46736","114개발","2026-01-05 14:55:51","U","2026-01-07 02:40:00","","372437.71404669","181620.483472397","개인","유료",
"147","유료직업소개소","11_50_02_P","4570000","2023457014214500003","2023-09-26","","03","폐업","40","폐업","2026-01-05","","","","","","","충청남도 부여군 부여읍 동남리 405-1","충청남도 부여군 부여읍 의열로 21","33149","탑인력","2026-01-05 16:37:08","U","2026-01-07 02:40:00","","192292.611633278","308809.57031651","개인","유료",
"148","유료직업소개소","11_50_02_P","3940000","2023395005214500018","2023-11-30","","01","영업/정상","20","영업중","","","","","","","","경기도 고양시 덕양구 성사동 494-2 풍산빌딩","경기도 고양시 덕양구 마상로 169, 풍산빌딩 307호 (성사동)","10466","이지파출","2026-01-05 15:05:00","U","2026-01-07 02:40:00","","185923.025628932","461738.205859679","개인","유료",
"149","유료직업소개소","11_50_02_P","3390000","2024339010914500011","2024-06-25","","01","영업/정상","20","영업중","","","","","051 974 0944","","","부산광역시 사상구 감전동 117-7 301호","부산광역시 사상구 사상로 109, 301호 (감전동)","46982","신항인력","2026-01-05 08:57:45","U","2026-01-07 02:40:00","","381255.640461904","185950.959178058","개인","유료",
"150","유료직업소개소","11_50_02_P","4990000","2025499027814500001","2025-01-20","","03","폐업","40","폐업","2025-12-30","","","","","","","전라남도 완도군 노화읍 이포리 234","전라남도 완도군 노화읍 노화로 779","59157","노소보직업소개소","2026-01-05 21:26:26","U","2026-01-07 02:40:00","","160878.504546108","75944.1636310062","개인","유료",
"151","유료직업소개소","11_50_02_P","3500000","2026350017814500001","2026-01-05","","01","영업/정상","20","영업중","","","","","","","","인천광역시 동구 송림동 295 인천산업용품유통단지","인천광역시 동구 방축로 105, 인천산업용품유통단지 23동 3층 317호 (송림동)","22530","약손 간병협회","2026-01-06 09:04:51","I","2026-01-08 00:20:30","","169653.061072083","442555.053277966","개인","유료",
"152","유료직업소개소","11_50_02_P","4540000","2026454031114500002","2026-01-05","","01","영업/정상","20","영업중","","","","","","","","충청남도 논산시 가야곡면 왕암리 226-2","충청남도 논산시 가야곡면 원앙로 594, 1층","33020","태산인력","2026-01-06 14:41:51","I","2026-01-08 00:20:30","","213920.455573084","292414.323185867","개인","유료",
"153","유료직업소개소","11_50_02_P","4580000","2026458012414500001","2026-01-06","","01","영업/정상","20","영업중","","","","","","","","충청남도 서천군 서천읍 군사리 517-1","충청남도 서천군 서천읍 군청로 32, 1층","33644","123인력","2026-01-06 09:18:31","I","2026-01-09 00:20:01","","172115.713347338","286388.881697502","개인","유료",
"154","유료직업소개소","11_50_02_P","3630000","2026363034314500001","2026-01-07","","01","영업/정상","20","영업중","","","","","","","","광주광역시 광산구 신창동 1131-1","광주광역시 광산구 신창로 136, 4층 (신창동)","62251","기쁨간병인협회","2026-01-07 13:13:30","I","2026-01-09 00:20:01","","185284.887173689","188660.862749","개인","유료",
"155","유료직업소개소","11_50_02_P","3940000","2026396012814500002","2026-01-07","","01","영업/정상","20","영업중","","","","","","","","경기도 고양시 일산동구 백석동 1335 백석역 더리브 스타일 420호","경기도 고양시 일산동구 중앙로 1079, 백석역 더리브 스타일 420호 (백석동)","10447","주방친구들","2026-01-07 16:40:54","I","2026-01-09 00:20:01","","180922.76218098","460325.825632565","개인","유료",
"156","유료직업소개소","11_50_02_P","4721000","2026472105314500001","2026-01-06","","01","영업/정상","20","영업중","","","","","","","","전북특별자치도 완주군 봉동읍 둔산리 937-2","전북특별자치도 완주군 봉동읍 과학로 981","55319","주식회사 K-워크넷","2026-01-06 23:03:40","I","2026-01-09 00:20:01","","211202.06331457","272925.082527396","법인","유료",
"157","유료직업소개소","11_50_02_P","3590000","2026359023414500001","2026-01-06","","01","영업/정상","20","영업중","","","","","","","","광주광역시 동구 충장로3가 38-9","광주광역시 동구 충장로안길 7, 308호 (충장로3가)","61483","라미케어 간병인협회","2026-01-06 09:44:29","I","2026-01-09 00:20:01","","192150.503988597","183272.578635859","개인","유료",
"158","유료직업소개소","11_50_02_P","4671000","2026467111114500001","2026-01-06","","01","영업/정상","20","영업중","","","","","","","","전북특별자치도 군산시 경암동 635-1","전북특별자치도 군산시 구암3.1로 88 (경암동)","54035","미래가치 직업상담소","2026-01-06 17:16:25","I","2026-01-09 00:20:01","","175476.70951989","275695.605381848","개인","유료",
"159","유료직업소개소","11_50_02_P","4671000","2026467111114500002","2026-01-06","","01","영업/정상","20","영업중","","","","","","","","전북특별자치도 군산시 나운동 827-4","전북특별자치도 군산시 나운로 60, 3층 (나운동)","54132","군산 해피케어","2026-01-06 17:21:41","I","2026-01-09 00:20:01","","172929.936316626","274165.996650494","개인","유료",
"160","유료직업소개소","11_50_02_P","4711000","2026471107614500001","2026-01-07","","01","영업/정상","20","영업중","","","","","","","","전북특별자치도 김제시 요촌동 198-50","전북특별자치도 김제시 동서로 153, 1층 1호 (요촌동)","54390","스카이유통클린","2026-01-07 16:47:21","I","2026-01-09 00:20:01","","189584.979503682","255425.529434604","개인","유료",
"161","유료직업소개소","11_50_02_P","3670000","2026367021514500001","2026-01-06","","01","영업/정상","20","영업중","","","","","","","","대전광역시 유성구 반석동 621-3 쎈타프라자2","대전광역시 유성구 반석동로 51, 쎈타프라자2 501호 (반석동)","34069","다온 직업소개소","2026-01-06 15:55:30","I","2026-01-09 00:20:01","","227859.002063175","321253.910467598","개인","유료",
"162","유료직업소개소","11_50_02_P","5070000","2026507028614500001","2026-01-07","","01","영업/정상","20","영업중","","","","","","","","경상북도 안동시 노하동 899 신안동역 코아루 미소지움 102동 103호","경상북도 안동시 노하길 142, 102동 103호 (노하동, 신안동역 코아루 미소지움)","36623","안동최고인력","2026-01-07 15:17:30","I","2026-01-09 00:20:01","","350615.541267962","343104.862273907","개인","유료",
"163","유료직업소개소","11_50_02_P","4641000","2026465100614500002","2026-01-07","","01","영업/정상","20","영업중","","","","","","","","전북특별자치도 전주시 완산구 서신동 762-2 성원아파트","전북특별자치도 전주시 완산구 서신천변11길 20, 성원아파트 상가동 2층 201-나호 (서신동)","54947","전주명품 인력사무소","2026-01-07 15:23:31","I","2026-01-09 00:20:01","","209974.058214672","258966.441007554","개인","유료",
"164","유료직업소개소","11_50_02_P","3540000","2026354016214500001","2026-01-07","","01","영업/정상","20","영업중","","","","","","","","인천광역시 부평구 삼산동 463-3 주영이레타운","인천광역시 부평구 충선로209번길 41, 주영이레타운 322호 (삼산동)","21344","스마트가족간병협회","2026-01-07 11:33:49","I","2026-01-09 00:20:01","","176403.606129616","445115.936486454","개인","유료",
"165","유료직업소개소","11_50_02_P","3220000","2026322025014500001","2026-01-07","","01","영업/정상","20","영업중","","","","","","","","서울특별시 강남구 삼성동 143-37 현대타워","서울특별시 강남구 테헤란로 423, 501호 (삼성동, 현대타워)","06159","주식회사 리원글로벌링크","2026-01-07 16:57:30","I","2026-01-09 00:20:01","","204615.364777705","444884.394551474","법인","유료",
"166","유료직업소개소","11_50_02_P","5670000","2026567056614500001","2026-01-06","","01","영업/정상","20","영업중","","","","","055 274 0848","","","경상남도 창원시 의창구 봉곡동 31-4 성우프라자 401호","경상남도 창원시 의창구 지귀로 14, 성우프라자 401호 (봉곡동)","51176","(주)다인에스엠","2026-01-07 14:56:11","I","2026-01-09 00:20:01","","350062.184191749","195174.141308354","법인","유료",
"167","유료직업소개소","11_50_02_P","5670000","2026567056614500002","2026-01-06","","01","영업/정상","20","영업중","","","","","","","","경상남도 창원시 의창구 도계동 345-5","경상남도 창원시 의창구 원이대로55번길 7, 2층 (도계동)","51165","땡큐","2026-01-07 14:55:24","I","2026-01-09 00:20:01","","348728.656278506","196625.357553926","개인","유료",
"168","유료직업소개소","11_50_02_P","3220000","2012322016314500053","2012-08-23","","01","영업/정상","20","영업중","","","","","02  20513123","","","서울특별시 강남구 역삼동 707-7","서울특별시 강남구 테헤란로44길 5, 5,6층 (역삼동)","06211","(주)스카우트파트너스","2026-01-07 14:14:17","U","2026-01-09 02:40:00","","203897.370090198","444486.277361813","법인","유료",
"169","유료직업소개소","11_50_02_P","3170000","2016317017414500008","2016-12-16","","01","영업/정상","20","영업중","","","","","02  561 2133","","","서울특별시 금천구 가산동 60-17 백상스타타워1차","서울특별시 금천구 디지털로9길 65, 백상스타타워1차 1동 15층 1508-사70호 (가산동)","08511","(주)엘리트코리아","2026-01-06 16:07:10","U","2026-01-09 02:40:00","","189174.558570016","442636.320100968","법인","유료",
"170","유료직업소개소","11_50_02_P","3220000","2016322016314500054","2016-11-21","","01","영업/정상","20","영업중","","","","","02  546 0706","","","서울특별시 강남구 삼성동 44번지 38호 이룸빌딩","서울특별시 강남구 봉은사로67길 7, 이룸빌딩 3층 (삼성동)","06097","주식회사 인재에이치알","2026-01-06 18:41:29","U","2026-01-09 02:40:00","","204234.304530878","445562.082313461","법인","유료",
"171","유료직업소개소","11_50_02_P","4580000","2018458009314500005","2018-12-27","","01","영업/정상","20","영업중","","","","","","","","충청남도 서천군 장항읍 신창리 346번지 4호","충청남도 서천군 장항읍 장항로 98","33666","장산 인력사무소","2026-01-06 09:18:48","U","2026-01-09 02:40:00","","171884.78043744","279141.65922406","개인","유료",
"172","유료직업소개소","11_50_02_P","5080000","2015508011014500005","2015-03-20","","01","영업/정상","20","영업중","","","","","","","","경상북도 구미시 선산읍 교리 1152-10","경상북도 구미시 선산읍 동교7길 6, 1층","39113","일선인력","2026-01-06 14:17:39","U","2026-01-09 02:40:00","","317104.147095747","306123.736500459","개인","유료",
"173","유료직업소개소","11_50_02_P","5530000","2014553023214500008","2014-04-03","","01","영업/정상","20","영업중","","","","","031 355 1014","","","경기도 화성시 송산면 사강리 694번지 4호 1층","경기도 화성시 송산면 사강로 165, 1층","18550","사강엄지인력","2026-01-07 13:11:20","U","2026-01-09 02:40:00","","176337.992265989","412399.106225986","개인","유료",
"174","유료직업소개소","11_50_02_P","5530000","2014553023214500017","2014-10-10","","01","영업/정상","20","영업중","","","","","031 366 7704","","","경기도 화성시 마도면 두곡리 412번지 5호","경기도 화성시 마도면 화성로 857","445-862","우리종합인력","2026-01-07 13:09:37","U","2026-01-09 02:40:00","","180645.084024631","411580.646871131","개인","유료",
"175","유료직업소개소","11_50_02_P","5530000","2018553037114500030","2018-10-29","","01","영업/정상","20","영업중","","","","","","","","경기도 화성시 우정읍 이화리 1102-4","경기도 화성시 우정읍 남양만로 442-9","18573","모든인력","2026-01-07 11:36:45","U","2026-01-09 02:40:00","","181804.042364296","391638.697175282","개인","유료",
"176","유료직업소개소","11_50_02_P","5530000","2020553038814500007","2020-06-12","","01","영업/정상","20","영업중","","","","","03129376667","","","경기도 화성시 매송면 원평리 131번지 3호","경기도 화성시 매송면 화성로 2366","18289","좋은인력","2026-01-07 11:30:45","U","2026-01-09 02:40:00","","193190.726836332","416432.049319183","개인","유료",
"177","유료직업소개소","11_50_02_P","5530000","2020553038814500009","2020-07-09","","01","영업/정상","20","영업중","","","","","031 357 5111","","","경기도 화성시 남양읍 남양리 1276-5","경기도 화성시 남양읍 남양시장로 105, 103호","18258","달인건설","2026-01-07 11:30:22","U","2026-01-09 02:40:00","","183997.286661059","412150.82253208","개인","유료",
"178","유료직업소개소","11_50_02_P","5530000","2018553037114500020","2018-07-24","","01","영업/정상","20","영업중","","","","","031 358 6532","","","경기도 화성시 남양읍 남양리 1332번지 7호","경기도 화성시 남양읍 남양성지로 185, 3호","18258","대림인력","2026-01-07 11:38:02","U","2026-01-09 02:40:00","","184181.572832137","412216.083572659","개인","유료",
"179","유료직업소개소","11_50_02_P","3450000","2022345016014500003","2022-04-18","","01","영업/정상","20","영업중","","","","","","","","대구광역시 북구 노원동2가 272","대구광역시 북구 팔달로 229, 3층 (노원동2가)","41558","우림플러스 간병센터","2026-01-06 09:48:59","U","2026-01-09 02:40:00","","342171.74285293","266412.343936187","개인","유료",
"180","유료직업소개소","11_50_02_P","4191000","2018419028614500002","2018-04-03","","03","폐업","40","폐업","2026-01-06","","","","","","","강원특별자치도 원주시 개운동 383","강원특별자치도 원주시 치악로 1794, 2층 (개운동)","26443","현대인력","2026-01-06 10:45:46","U","2026-01-09 02:40:00","","284594.510323085","427166.404267194","개인","유료",
"181","유료직업소개소","11_50_02_P","4211000","2021421021514500002","2021-06-15","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 동해시 부곡동 72-6 능률독서실","강원특별자치도 동해시 가마골길 42-19, 능률독서실 1층 (부곡동)","25733","천명직업소개소","2026-01-07 16:14:54","U","2026-01-09 02:40:00","","385717.596447146","450455.354345432","개인","유료",
"182","유료직업소개소","11_50_02_P","3940000","2007410011711500001","2007-02-20","","01","영업/정상","20","영업중","","","","","031 918 1142","","","경기도 고양시 일산서구 대화동 2223번지 삼운트루아오피스텔 509호","경기도 고양시 일산서구 중앙로 1557, 509호 (대화동, 삼운트루아오피스텔)","411-805","태양파출부","2026-01-06 09:26:56","U","2026-01-09 02:40:00","","177757.726627878","463675.60891064","개인","유료",
"183","유료직업소개소","11_50_02_P","3940000","2015395005214500008","2015-12-01","","01","영업/정상","20","영업중","","","","","031 938 1992","","","경기도 고양시 덕양구 행신동 757번지 2호 403-1호","경기도 고양시 덕양구 용현로 27, 403-1호 (행신동, 행신프라자)","10526","행신파출","2026-01-06 13:26:50","U","2026-01-09 02:40:00","","185418.618480147","456999.242969898","개인","유료",
"184","유료직업소개소","11_50_02_P","5530000","2007553018214500005","2007-10-09","","01","영업/정상","20","영업중","","","","","031 355 6088","","445-862","경기도 화성시 마도면 두곡리 184번지","경기도 화성시 마도면 화성로 859-5","","화수인력","2026-01-07 13:19:07","U","2026-01-09 02:40:00","","180762.55137618","411515.837531397","개인","유료",
"185","유료직업소개소","11_50_02_P","5530000","2004553008011500004","2004-03-10","","01","영업/정상","20","영업중","","","","","","","","경기도 화성시 향남읍 행정리 396-8","경기도 화성시 향남읍 행정서남로 66","18597","제일인력","2026-01-07 13:28:13","U","2026-01-09 02:40:00","","191940.329156972","403092.761263419","개인","유료",
"186","유료직업소개소","11_50_02_P","5530000","2011553021414500001","2011-01-14","","01","영업/정상","20","영업중","","","","","031 351 2003","","","경기도 화성시 양감면 신왕리 680-1","경기도 화성시 양감면 은행나무로 257","18634","양감인력","2026-01-07 13:18:04","U","2026-01-09 02:40:00","","195042.278804203","397748.127587544","개인","유료",
"187","유료직업소개소","11_50_02_P","5530000","2012553023214500017","2012-08-30","","01","영업/정상","20","영업중","","","","","","","","경기도 화성시 봉담읍 와우리 182번지 1호","경기도 화성시 봉담읍 동화역말길 128, 1층 2호","18321","우리인력공사","2026-01-07 13:14:13","U","2026-01-09 02:40:00","","197598.139842319","412998.770517668","개인","유료",
"188","유료직업소개소","11_50_02_P","3690000","2019369012014500006","2009-01-29","","03","폐업","40","폐업","2026-01-07","","","","","","","울산광역시 중구 성남동 219번지 119호","울산광역시 중구 젊음의2거리 29, 5층 503호 (성남동)","44532","(주)아이앤제이커리어컨설팅센터","2026-01-07 10:37:45","U","2026-01-09 02:40:00","","410295.02188959","230649.340614758","법인","유료",
"189","유료직업소개소","11_50_02_P","4470000","2019447010214500012","2019-06-27","","03","폐업","40","폐업","2022-08-02","","","","0438733353","","","충청북도 음성군 음성읍 평곡리 956번지 21호","충청북도 음성군 음성읍 시장로 32","27701","태산인력","2026-01-07 13:20:58","U","2026-01-09 02:40:00","","261908.507436994","381281.116204532","개인","유료",
"190","유료직업소개소","11_50_02_P","4241000","2020424020214500003","2020-06-24","","03","폐업","40","폐업","2026-01-07","","","","","","","강원특별자치도 삼척시 남양동 327번지 10호 삼척파크","강원특별자치도 삼척시 중앙시장길 68-33, 삼척파크 2층 (남양동)","25920","콜라직업소개소","2026-01-07 10:24:47","U","2026-01-09 02:40:00","","391664.618413108","440042.601877366","개인","유료",
"191","유료직업소개소","11_50_02_P","4540000","2024454031114500007","2024-10-28","","01","영업/정상","20","영업중","","","","","","","","충청남도 논산시 대교동 103","충청남도 논산시 중앙로506번길 9, 1층 (대교동)","32948","경성인력","2026-01-06 13:56:07","U","2026-01-09 02:40:00","","207319.584906421","300856.24074052","개인","유료",
"192","유료직업소개소","11_50_02_P","4020000","2017402010814500008","2017-06-19","","03","폐업","40","폐업","2026-01-07","","","","031 429 9079","","","","경기도 군포시 군포로539번길 11, 102호 (당동)","15860","주식회사 위너스티엠","2026-01-07 17:45:17","U","2026-01-09 02:40:00","","195119.562302216","428006.497527216","법인","유료",
"193","유료직업소개소","11_50_02_P","5020000","2022502043814500001","2022-02-22","","03","폐업","40","폐업","2026-01-07","","","","","","","경상북도 포항시 북구 용흥동 64-1","경상북도 포항시 북구 새마을로 34, 2층 (용흥동)","37651","동남개발","2026-01-07 11:42:29","U","2026-01-09 02:40:00","","412279.755167267","284610.284386549","개인","유료",
"194","유료직업소개소","11_50_02_P","4160000","2003416001211500003","2003-09-02","","01","영업/정상","20","영업중","","","","","0315820482","","","경기도 가평군 가평읍 대곡리 230번지 4호 5통 4반","경기도 가평군 가평읍 가화로 55-18 (여흥숯불갈비)","12420","대명인력소개소","2026-01-07 10:50:19","U","2026-01-09 02:40:00","","245241.405476786","480394.582776394","개인","유료",
"195","유료직업소개소","11_50_02_P","4160000","2005416005111500004","2005-05-24","","01","영업/정상","20","영업중","","","","","0315852987","","","경기도 가평군 청평면 청평리 470번지 28호","경기도 가평군 청평면 청평중앙로 39","12452","가가건축인력","2026-01-07 10:45:24","U","2026-01-09 02:40:00","","236865.888254555","470659.693959526","개인","유료",
"196","유료직업소개소","11_50_02_P","4160000","2008416006614500002","2008-07-30","","01","영업/정상","20","영업중","","","","","","","","경기도 안양시 동안구 호계동 3통 4반 무궁화아파트 704동 1205호","경기도 가평군 조종면 현창로 51","12437","현리인력","2026-01-07 10:47:18","U","2026-01-09 02:40:00","","230547.220729861","479694.257365813","개인","유료",
"197","유료직업소개소","11_50_02_P","5410000","2024541011214500002","2024-01-15","","01","영업/정상","20","영업중","","","","","","","","경상남도 창녕군 대합면 퇴산리 213-5","경상남도 창녕군 대합면 퇴산도개로 28, 2층","50308","선진인력사무소","2026-01-07 13:33:11","U","2026-01-09 02:40:00","","331316.200579729","233187.292887177","개인","유료",
"198","유료직업소개소","11_50_02_P","4160000","2011416006614500003","2011-10-20","","01","영업/정상","20","영업중","","","","","","","","경기도 가평군 설악면 선촌리 6통 1반","경기도 가평군 설악면 유명로 1714-8","12466","에어인력사무소","2026-01-07 10:43:41","U","2026-01-09 02:40:00","","242299.018101036","464005.196499588","개인","유료",
"199","유료직업소개소","11_50_02_P","3440000","2020344012414500001","2020-01-30","","01","영업/정상","20","영업중","","","","","053 656 5505","","","대구광역시 남구 대명동 1052번지 1호","대구광역시 남구 대명로 92, 4층 (대명동)","42484","(주)스테이블","2026-01-06 10:42:52","U","2026-01-09 02:40:00","","341568.262911959","261018.511183738","법인","유료",
