"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","사업자등록번호",
"52","국내여행업","03_12_01_P","6510000","CDFI2260012000000019","2000-01-08","","01","영업/정상","13","영업중","","","","","742-9995","","690-170","제주특별자치도 제주시 연동 130-13 2층","제주특별자치도 제주시 연삼로 27 (연동,2층)","","제주남북관광여행사","2026-01-06 18:01:18","U","2026-01-09 02:40:00","","153027.650113209","-166.139137879189","국내여행업","관광사업","","2","","","서울보증보험","근린생활시설","2","0","0","0","","","0","0","","0","0","","0","35","","0","","","","","","","50000000","20260114","20270113","","35","",
"53","국내여행업","03_12_01_P","3180000","CDFI2260012019000009","2014-01-27","","01","영업/정상","13","영업중","","","","","02-393-3875","","","서울특별시 영등포구 양평동4가 207 4층","서울특별시 영등포구 선유로53길 34-9, 4층 (양평동4가)","07206","(주)씨더블유씨","2026-01-07 15:07:04","U","2026-01-09 02:40:00","","190661.621435466","448497.695424055","국내여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20260128","20270127","","0","",
"54","국내여행업","03_12_01_P","4691000","CDFI2260012025000002","2025-12-29","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 정읍시 수성동 578-3","전북특별자치도 정읍시 새암길 31 (수성동)","56163","(유)어반트립","2026-01-06 22:53:24","U","2026-01-09 02:40:00","","186568.046343603","229691.622959503","국내여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"55","국내여행업","03_12_01_P","6510000","CDFI2260012023000002","2023-01-03","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 용담이동 1527-2","제주특별자치도 제주시 용문로 26-7 (용담이동)","63164","제주야렌트카 주식회사","2026-01-06 11:34:58","U","2026-01-09 02:40:00","","153275.816261341","994.509333306186","국내여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20260103","20270102","","0","",
"56","국내여행업","03_12_01_P","6510000","CDFI2260012022000043","2022-12-05","","01","영업/정상","13","영업중","","","","","064-749-8553","","","제주특별자치도 제주시 연동 1979","제주특별자치도 제주시 일주서로 7861 (연동)","63116","주식회사 와보라","2026-01-06 18:03:08","U","2026-01-09 02:40:00","","152206.117788405","-141.029561449108","국내여행업","","","0","","","제주관광협회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20260110","20270110","","0","",
"57","국내여행업","03_12_01_P","3290000","CDFI2260012025000003","2008-08-08","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 533-5","부산광역시 부산진구 서면로 9, 3층 (부전동)","47288","부산제이피티 주식회사","2026-01-06 11:04:38","U","2026-01-09 02:40:00","","387421.963535204","185546.086792075","국내여행업","관광사업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"58","국내여행업","03_12_01_P","6520000","CDFI2260012021000001","2004-02-03","","03","폐업","03","폐업","2026-01-06","","","","","","","제주특별자치도 서귀포시 남원읍 신례리 1044-2 신례1리사무소","제주특별자치도 서귀포시 남원읍 신례중앙로 37, 신례1리사무소 2층","63608","(주)제주생태관광","2026-01-06 08:52:51","U","2026-01-09 02:40:00","","165183.460992887","-23041.3396134656","국내여행업","관광사업","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20200401","20210331","","0","",
"59","국내여행업","03_12_01_P","3990000","CDFI2260012021000001","2021-01-19","","03","폐업","03","폐업","2025-12-26","","","","","","","경기도 남양주시 다산동 6088 907호","경기도 남양주시 다산중앙로 105-18, 지앤지비즈타워 907호 (다산동)","12248","트리비엔","2026-01-07 12:18:13","U","2026-01-09 02:40:00","","213343.534445301","457795.9510165","국내여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","15000000","20250331","20260330","","0","",
"60","국내여행업","03_12_01_P","6510000","CDFI2260012025000002","2025-01-08","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 용담일동 2829 아리랑빌딩","제주특별자치도 제주시 서광로 167, 아리랑빌딩 5층 508호 (용담일동)","63184","조이앤조이투어","2026-01-07 15:46:17","U","2026-01-09 02:40:00","","154803.859038628","541.462702599898","국내여행업","","","0","","","제주특별자치도관광협회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20260116","20270116","","0","",
"61","국내여행업","03_12_01_P","4580000","CDFI2260011983000001","1983-02-24","","03","폐업","03","폐업","2022-05-03","","","","","","","충청남도 서천군 서천읍 군사리 503-11","충청남도 서천군 서천읍 서천로 82-2, 2층","33643","호서해외관광","2026-01-08 09:18:50","D","2026-01-10 02:30:00","","172072.711860549","286361.659939914","국내여행업","관광사업","일반상업지역","3","기타","","한국관광협회중앙회 여행공제회","사무실","2","0","0","0","","","0","0","","0","0","","0","50","","0","","","","","","","160000000","20141211","20151211","","50","",
"62","국내여행업","03_12_01_P","4580000","CDFI2260011991000001","1991-03-06","","03","폐업","03","폐업","2022-05-16","","","","","","","충청남도 서천군 한산면 지현리 167-2","충청남도 서천군 한산면 한산향교길 1","33624","한산관광","2026-01-08 09:20:39","D","2026-01-10 02:30:00","","182180.119921726","287225.517829596","국내여행업","관광사업","일반주거지역","2","주택가주변","","한국관광협회중앙회 여행공제회","사무실","1","0","0","0","","","0","0","","0","0","","0","58","","0","","","","","","","30000000","20140716","20150716","","58","",
"63","국내여행업","03_12_01_P","4580000","CDFI2260011994000001","1994-01-05","","03","폐업","03","폐업","2019-01-03","","","","041-953-9934","","325-802","충청남도 서천군 서천읍 군사리 185-7번지","충청남도 서천군 서천읍 충절로121번길 11","33645","(주)통일해외관광","2026-01-08 09:19:14","D","2026-01-10 02:30:00","","172549.520988834","286084.388924141","국내여행업","관광사업","일반상업지역","1","기타","","한국관광협회중앙회 여행공제회","사무실","2","0","0","0","","","0","0","","0","0","","0","55","","0","","","","","","","20000000","20140127","20150127","","55","",
"64","국내여행업","03_12_01_P","4580000","CDFI2260012014000001","2014-08-04","","01","영업/정상","13","영업중","","","","","","","","충청남도 서천군 장항읍 창선2리 604-6번지 수협","충청남도 서천군 장항읍 장항로 171, 수협 2층","33672","서천고속관광(주)","2026-01-08 09:38:08","D","2026-01-10 02:30:00","","172580.99161834","279034.408233129","국내여행업","","일반상업지역","4","기타","","한국관광협회중앙회 여행공제회","근린생활시설","4","0","0","0","Seocheon Gosok Travel Co.Ltd.","Domestic travel business","0","0","","0","0","","0","99.71","","0","","","","","","","170000000","20141027","20151027","","100","",
"65","국내여행업","03_12_01_P","4580000","CDFI2260012017000002","2017-08-18","","01","영업/정상","13","영업중","","","","","041  9539984","","","충청남도 서천군 서천읍 군사리 856-10번지","충청남도 서천군 서천읍 충절로 35","33642","한빛여행사","2026-01-08 13:47:31","D","2026-01-10 02:30:00","","171716.512865893","286178.208932331","국내여행업","","일반주거지역","1","주택가주변","","","사무실","1","0","0","0","","","0","0","","0","0","","0","159.64","","0","","","","","","","30000000","","","","160","",
"66","국내여행업","03_12_01_P","4580000","CDFI2260012002000001","2002-03-26","","01","영업/정상","13","영업중","","","","","041-953-4407","","325-802","충청남도 서천군 서천읍 군사리 228-5번지","충청남도 서천군 서천읍 화금서길 1","33637","좋은여행사","2026-01-08 09:37:55","D","2026-01-10 02:30:00","","172995.814603093","286565.983717373","국내여행업","관광사업","일반주거지역","1","기타","","한국관광협회중앙회 여행공제회","사무실","3","0","0","0","JOH-EUN TRAVEL AGENT","DOMESTIC TRAVEL AGENTS","0","0","","0","0","","0","115.08","","0","","","","","","","106000000","20140819","20150819","","115","",
"67","국내여행업","03_12_01_P","4580000","CDFI2260012002000002","2002-10-30","","03","폐업","03","폐업","2014-11-27","","","","041-953-9984","","325-802","충청남도 서천군 서천읍 군사리 636-1번지","충청남도 서천군 서천읍 서천로 75","325-802","한빛여행사","2026-01-08 13:47:22","D","2026-01-10 02:30:00","","172126.264623068","286322.721411106","국내여행업","관광사업","일반상업지역","2","기타","","한국관광협회중앙회 여행공제회","사무실","2","0","0","0","","","0","0","","0","0","","0","42.9","","0","","","","","","","100000000","20080310","20090310","","43","",
"68","국내여행업","03_12_01_P","4580000","CDFI2260012009000001","2009-09-30","","01","영업/정상","13","영업중","","","","","041-956-7900","","325-901","충청남도 서천군 장항읍 성주리 501-2번지","충청남도 서천군 장항읍 장서로 218","33659","동백관광주식회사","2026-01-08 09:37:08","D","2026-01-10 02:30:00","","173214.698236478","280642.288525544","국내여행업","","자연녹지지역","1","주택가주변","","한국관광협회중앙회 여행공제회","사무실","1","0","0","0","SAMSUNG EXPRESS TOUR","DOMESTIC TRAVEL AGENTS","0","0","","0","0","","0","99.36","","0","","","","","","","50000000","20140304","20150304","","99","",
"69","국내여행업","03_12_01_P","4580000","CDFI2260012010000001","2010-11-11","","01","영업/정상","13","영업중","","","","","041-953-6280","","325-802","충청남도 서천군 서천읍 군사리 566-5번지","충청남도 서천군 서천읍 서천로 37","33646","드림관광 여행사","2026-01-08 09:37:31","D","2026-01-10 02:30:00","","172479.038240099","286180.647200377","국내여행업","","","2","","","서울보증보험주식회사","근린생활시설","2","0","0","0","DREAM TOUR","DOMESTIC TRAVEL AGENTS","0","0","","0","0","","0","99.17","","0","","","","","","","30000000","20140401","20150331","","99","",
"70","국내여행업","03_12_01_P","4490000","CDFI2260012014000005","2014-06-11","","01","영업/정상","13","영업중","","","","","041-556-4902","","","충청남도 천안시 서북구 신당동 104-4","충청남도 천안시 서북구 천일고2길 7 (신당동)","31081","(주)뉴동명관광","2026-01-08 14:10:47","U","2026-01-10 02:40:00","","214164.614208698","373043.220459777","국내여행업","","자연녹지지역","1","기타","","관광공제회","차량관련시설","1","0","0","0","","","0","0","","0","0","","0","82.4","","0","","","","","","","100000000","20260101","20270101","","82","",
"71","국내여행업","03_12_01_P","4490000","CDFI2260012006000003","1995-09-19","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 서북구 직산읍 양당리 133","충청남도 천안시 서북구 직산읍 부송로 206","31029","(합)산들여행사","2026-01-08 14:11:28","U","2026-01-10 02:40:00","","210060.363546881","375599.179166322","국내여행업","관광사업","주거지역","2","주택가주변","","관광공제회","기타","2","0","0","0","","","0","0","","0","0","","0","332.94","","0","","","","","","","150000000","20251212","20261212","","333","",
"72","국내여행업","03_12_01_P","5580000","CDFI2260012011000001","2011-11-22","","01","영업/정상","13","영업중","","","","","042-254-3207","","","충청남도 계룡시 금암동 277-17","충청남도 계룡시 금암로 28, 302호 (금암동)","32823","(주)즐거운여행 명성관광","2026-01-08 11:06:49","U","2026-01-10 02:40:00","","222086.317871467","308915.615965513","국내여행업","","","0","","","한국관광협회중앙회","","0","0","0","0","","","0","0","","0","0","","0","96.6","","0","","","","","","","50000000","20251222","20261222","","97","",
"73","국내여행업","03_12_01_P","4440000","CDFI2260012008000001","2008-04-22","","01","영업/정상","13","영업중","","","","","","","","충청북도 영동군 영동읍 계산리 867-47 사무소","충청북도 영동군 영동읍 영산로 81","29147","거산여행사","2026-01-08 16:20:41","U","2026-01-10 02:40:00","","269378.462024153","298069.290440873","국내여행업","관광사업","일반상업지역","2","기타","","","근린생활시설","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20250206","20260205","","0","",
"74","국내여행업","03_12_01_P","4440000","CDFI2260012011000002","2011-12-22","","01","영업/정상","13","영업중","","","","","043-744-3211","","370-801","충청북도 영동군 영동읍 주곡리 44-1","충청북도 영동군 영동읍 영동황간로 662","29127","(주)와인코리아","2026-01-08 16:25:58","U","2026-01-10 02:40:00","","274702.267882839","297841.735662189","국내여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","75000000","20250115","20260115","","0","",
"75","국내여행업","03_12_01_P","4580000","CDFI2260011992000001","1992-01-27","","01","영업/정상","13","영업중","","","","","041-956-5600","","","충청남도 서천군 장항읍 창선2리 103-4 중앙주유소","충청남도 서천군 장항읍 장서로 117, 중앙주유소","33659","(합)한솔관광여행사","2026-01-08 13:31:18","U","2026-01-10 02:40:00","","172782.470963846","279828.089752473","국내여행업","관광사업","일반주거지역","1","주택가주변","","한국관광협회중앙회 여행공제회","사무실","1","0","0","0","","","0","0","","0","0","","0","108.9","","0","","","","","","","50000000","20250912","20260912","","109","",
"76","국내여행업","03_12_01_P","4580000","CDFI2260012018000001","2018-06-21","2026-01-08","04","취소/말소/만료/정지/중지","31","등록취소","","","","","","","","충청남도 서천군 장항읍 창선2리 532-1","충청남도 서천군 장항읍 장서로43번길 3","33672","신화 항공 투어","2026-01-08 09:39:56","U","2026-01-10 02:40:00","","172726.158813255","279068.933666432","국내여행업","","주거지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","33","","0","","","","","","","47000000","","","","33","",
"77","국내여행업","03_12_01_P","4181000","CDFI2260012010000001","2010-03-04","","01","영업/정상","13","영업중","","","","","1544-4970","","","강원특별자치도 춘천시 온의동 513-3 강남병원","강원특별자치도 춘천시 경춘로 2364, 강남병원 7층 (온의동)","24436","주식회사 나인스코프","2026-01-08 15:55:02","U","2026-01-10 02:40:00","","263363.74960516","484877.145433762","국내여행업","","","0","","","서울보증보험(주)","","1","0","0","0","","","0","0","","0","0","","0","75","","0","","","","","","","60000000","20250304","20260303","","75","",
"78","국내여행업","03_12_01_P","3150000","CDFI2260012020000005","2020-02-14","","01","영업/정상","13","영업중","","","","","02-1522-6419","","","서울특별시 강서구 마곡동 798-17","서울특별시 강서구 마곡중앙1로 10, 한일노벨리아타워 719~722호 (마곡동)","07807","(주)파인그룹","2026-01-08 09:50:29","U","2026-01-10 02:40:00","","184517.238084937","450700.675002247","국내여행업","","","0","","","한국관광협회 중앙회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","1500000","20250119","20270119","","0","",
"79","국내여행업","03_12_01_P","5340000","CDFI2260012015000002","2015-12-29","","01","영업/정상","13","영업중","","","","","","","","경상남도 사천시 동금동 65-20","경상남도 사천시 삼상로 46 (동금동)","52561","일지매여행사(주)","2026-01-08 14:24:15","U","2026-01-10 02:40:00","","298709.252544818","160123.780413022","국내여행업","","","0","","","한국관광협회중앙회 여행공제회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","20260107","20270107","","0","",
"80","국내여행업","03_12_01_P","5710000","CDFI2260012014100004","2014-07-25","","03","폐업","03","폐업","2026-01-08","","","","043-255-9002","","360-130","충청북도 청주시 상당구 서문동 133-1","충청북도 청주시 상당구 사직대로350번길 76 (서문동)","28528","(주)청주팜투어","2026-01-08 16:26:23","U","2026-01-10 02:40:00","","243414.322916365","348102.693079645","국내여행업","","","0","","","관광공제회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","90000000","20200810","20210810","","0","",
"81","국내여행업","03_12_01_P","6510000","CDFI2260012019000042","2019-09-20","","01","영업/정상","13","영업중","","","","","064-721-0333","","","제주특별자치도 제주시 삼도이동 967","제주특별자치도 제주시 관덕로4길 7 (삼도이동)","63168","주식회사 푸른바이크쉐어링","2026-01-09 18:06:05","U","2026-01-11 02:40:00","","155454.287503671","1874.74251738883","국내여행업","","","0","","","제주특별자치도관광협회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20260109","20270109","","0","",
"82","국내여행업","03_12_01_P","6510000","CDFI2260012013000071","2013-12-27","","01","영업/정상","13","영업중","","","","","799-8721","","695-914","제주특별자치도 제주시 애월읍 어음리 49","제주특별자치도 제주시 애월읍 어음13길 196","63038","(주)제주힐링명상테마파크","2026-01-09 16:07:37","U","2026-01-11 02:40:00","","140482.793604736","-11007.4167350586","국내여행업","","","0","","","제주특별자치도관광협회","","0","0","0","0","","","0","0","","0","0","","0","30","","0","","","","","","","130000000","20260109","20270109","","30","",
"83","국내여행업","03_12_01_P","3370000","CDFI2260012022000001","2019-01-29","","03","폐업","03","폐업","2023-03-09","","","","051-911-8298","","","부산광역시 영도구 대교동1가 59 208호","부산광역시 영도구 봉래나루로 33, 208호 (대교동1가)","49037","(주)복지플랜","2026-01-09 09:38:02","U","2026-01-11 02:40:00","","385754.477259156","179113.980448491","국내여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","15000000","20220131","20230130","","0","",
"84","국내여행업","03_12_01_P","3090000","CDFI2260012025000001","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","서울특별시 도봉구 창동 15-1 백상빌딩 1108호","서울특별시 도봉구 노해로 397-15, 백상빌딩 11층 1108호 (창동)","01415","카이드림투어(Kai Dream Tour)","2026-01-09 19:51:38","U","2026-01-11 02:40:00","","204506.921108086","461239.917552563","국내여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","15222244","20260102","20270101","","0","",
"85","국내여행업","03_12_01_P","4050000","CDFI2260012025000007","2025-12-29","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 기흥구 중동 850-1 대성빌딩","경기도 용인시 기흥구 동백4로 6, 대성빌딩 6층 605호 (중동)","17006","해솔투어","2026-01-09 14:53:03","U","2026-01-11 02:40:00","","213404.357906966","418765.507703082","국내여행업","","","0","","","서울보증","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20260102","20270101","","0","",
"86","국내여행업","03_12_01_P","3150000","CDFI2260012013000006","2011-07-04","","03","폐업","03","폐업","2026-01-09","","","","02)6925-1521","","157-221","서울특별시 강서구 마곡동 1282 정곡빌딩 303호","서울특별시 강서구 양천로26길 18, 303호 (마곡동, 정곡빌딩)","157-221","(주)썬투어 클럽","2026-01-09 13:38:56","U","2026-01-11 02:40:00","","183846.102699972","452293.455519022","국내여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","170000000","20250517","20260516","","0","",
"87","국내여행업","03_12_01_P","3030000","CDFI2260012008000002","2008-02-21","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 도선동 14 신한넥스틸 1721호","서울특별시 성동구 고산자로 269, 1721호 (도선동, 신한넥스텔)","04709","(주)현장학습","2026-01-09 17:27:40","U","2026-01-11 02:40:00","","203089.863865288","451271.366165685","국내여행업","관광사업","","0","","","서울보증보험주식회사","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","19.63","","0","","","","","","","50000000","20080311","20090310","","20","",
"88","국내여행업","03_12_01_P","3030000","CDFI2260012009000001","2009-02-17","","01","영업/정상","13","영업중","","","","","070-7584-2250","","","서울특별시 성동구 행당동 136-5 1층","서울특별시 성동구 고산자로8다길 20 (행당동)","04745","(주)레저몰","2026-01-09 17:29:00","U","2026-01-11 02:40:00","","203205.443260029","450612.375028184","국내여행업","관광사업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20070925","20080924","","0","",
"89","국내여행업","03_12_01_P","3030000","CDFI2260012009000002","2007-10-18","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 성수동1가 237-2 덕산빌딩 1층","서울특별시 성동구 성덕정길 56 (성수동1가, 경성어린이집)","04775","(주)파란하늘 여행사","2026-01-09 17:29:53","U","2026-01-11 02:40:00","","204311.569909175","448430.454468284","국내여행업","관광사업","주거지역","0","기타","","서울시관광협회","사무실","3","0","0","0","","","0","0","","0","0","","0","39.26","","0","","","","","","","150000000","20081018","20091017","","39","",
"90","국내여행업","03_12_01_P","3030000","CDFI2260012012000001","2010-08-11","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 성수동1가 14-18 코오롱디지털타워3차 1602호","서울특별시 성동구 아차산로 49 (성수동1가, 서울숲코오롱디지털타워)","04790","(주)청운투어앤캠프","2026-01-09 17:30:58","U","2026-01-11 02:40:00","","204323.651283128","449401.651913139","국내여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","60000000","20111005","20121004","","0","",
"91","국내여행업","03_12_01_P","3030000","CDFI2260012012000003","2012-05-16","","01","영업/정상","13","영업중","","","","","02-2249-8480","","133-170","서울특별시 성동구 용답동 232-1 신창비바패밀리 908호","서울특별시 성동구 천호대로 400, 908호 (용답동, 신창비바패밀리)","04808","에이케이투어","2026-01-09 17:33:09","U","2026-01-11 02:40:00","","205527.887051222","451002.807624223","국내여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","97510000","","","","0","",
"92","국내여행업","03_12_01_P","3030000","CDFI2260012017000001","2012-06-29","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 성수동2가 273-19 아이템플","서울특별시 성동구 연무장13길 9, 아이템플 5층 504호 (성수동2가)","04783","창의교육개발원알이디 주식회사","2026-01-09 17:36:26","U","2026-01-11 02:40:00","","205077.325266776","448924.655109511","국내여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20170108","20180107","","0","",
"93","국내여행업","03_12_01_P","3030000","CDFI2260012007000003","2007-03-27","","01","영업/정상","13","영업중","","","","","2292-0002","","","서울특별시 성동구 행당동 25-2 지하1층","서울특별시 성동구 왕십리로 236-1 (행당동)","04763","이파크몰(주)","2026-01-09 17:23:17","U","2026-01-11 02:40:00","","203580.805213021","450633.032073439","국내여행업","관광사업","","1","","","한국관광협회중앙회 여행공제회","","0","1","0","0","","","0","0","","0","0","","0","52.8","","0","","","","","","","50000000","20090921","20100921","","53","",
"94","국내여행업","03_12_01_P","3030000","CDFI2260012007000004","2007-04-11","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 성수동2가 280-21 우림 E-biz Center 808호","서울특별시 성동구 광나루로6길 35, 808호 (성수동2가, 성수동 우림 이비즈센터)","04799","씨라인투어","2026-01-09 17:28:05","U","2026-01-11 02:40:00","","205525.616970821","449394.284127151","국내여행업","관광사업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"95","국내여행업","03_12_01_P","3030000","CDFI2260012005000001","2005-01-04","","01","영업/정상","13","영업중","","","","","2217-8201","","","서울특별시 성동구 용답동 150-4","서울특별시 성동구 용답7길 7-1 (용답동)","04803","(주)아하투어","2026-01-09 17:22:49","U","2026-01-11 02:40:00","","204372.788098524","451549.009931729","국내여행업","관광사업","주거지역","6","","","","근린생활시설","5","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"96","국내여행업","03_12_01_P","3580000","CDFI2260012026000001","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","인천광역시 옹진군 연평면 연평리 499-2","인천광역시 옹진군 연평면 연평로 805","23108","갯티길","2026-01-12 14:55:35","I","2026-01-14 00:20:02","","85241.0034108335","462512.282472365","국내여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","15000000","","","","0","",
"97","국내여행업","03_12_01_P","6510000","CDFI2260012026000001","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 노형동 2578-3 2층 6-5호","제주특별자치도 제주시 달마루길 18, 2층 6-5호 (노형동)","63100","주식회사 에코차이나","2026-01-12 15:55:08","I","2026-01-14 00:20:02","","151061.77169138","-635.775066212426","국내여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","","","","0","",
"98","국내여행업","03_12_01_P","6510000","CDFI2260012026000002","2026-01-12","","01","영업/정상","13","영업중","","","","","1600-4855","","","제주특별자치도 제주시 노형동 906-5 한신오피스텔 903호","제주특별자치도 제주시 도령로 54, 한신오피스텔 903호 (노형동)","63081","부릅써","2026-01-12 16:14:59","I","2026-01-14 00:20:02","","152029.527816865","-738.23680002545","국내여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0","",
"99","국내여행업","03_12_01_P","6510000","CDFI2260012012000006","2012-01-16","","01","영업/정상","13","영업중","","","","","064-749-7878","","695-900","제주특별자치도 제주시 애월읍 387","제주특별자치도 제주시 애월읍 중산간서로 6447-4","695-900","(주)노블고속관광","2026-01-12 14:40:46","U","2026-01-14 02:40:00","","145848.740870673","-3644.01347508889","국내여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","56.1","","0","","","","","","","50000000","20260116","20270115","","56","",
"100","국내여행업","03_12_01_P","3370000","CDFI2260012010000007","2010-12-09","","03","폐업","03","폐업","2021-12-31","","","","051-867-5254","","611-820","부산광역시 연제구 연산동 587-8 에스케이뷰 스타프라자상가동","부산광역시 연제구 중앙대로 1130, 스타프라자상가동 2층 211호 (연산동, 에스케이뷰)","47520","(주)투어리스트","2026-01-12 13:08:30","U","2026-01-14 02:40:00","","389510.788094066","189669.571671014","국내여행업","","주거지역","3","아파트지역","","한국관광협회 관광공제회","근린생활시설","3","0","0","0","","","0","0","","0","0","","0","15","","0","","","","","","","100000000","20260109","20270109","","15","",
"101","국내여행업","03_12_01_P","6510000","CDFI2260011995000011","1995-12-07","","01","영업/정상","13","영업중","","","","","744-0774","","","제주특별자치도 제주시 이호이동 204","제주특별자치도 제주시 일주서로 7653-1 (이호이동)","63108","(주)동양썬라이즈관광","2026-01-12 13:23:31","U","2026-01-14 02:40:00","","150141.042202439","-48.4754077613251","국내여행업","관광사업","","0","","","제주특별자치도관광협회","","0","0","0","0","","","0","0","","0","0","","0","49.21","","0","","","","","","","0","20230202","20240202","","49","",
"102","국내여행업","03_12_01_P","6510000","CDFI2260012015000096","2015-12-28","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 용담이동 1588-2","제주특별자치도 제주시 공항로 5 (용담이동)","63164","다모아여행사","2026-01-12 14:49:52","U","2026-01-14 02:40:00","","153166.383604001","1047.70297341366","국내여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20251229","20261228","","0","",
"103","국내여행업","03_12_01_P","3330000","CDFI2260012013000008","2008-01-10","","01","영업/정상","13","영업중","","","","","468-1114","","612-824","부산광역시 해운대구 우동 1407 두산위브더제니스 104동 913호","부산광역시 해운대구 마린시티2로 33, 104동 913호 (우동, 해운대두산위브더제니스)","48119","시티투어부산","2026-01-12 13:43:48","U","2026-01-14 02:40:00","","395388.715069604","186268.853282623","국내여행업","관광사업","주거지역","0","아파트지역","","한국관광협회중앙회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20260110","20270110","","0","",
"104","국내여행업","03_12_01_P","3530000","CDFI2260011993000003","1993-12-06","","01","영업/정상","13","영업중","","","","","032-421-2161","","","인천광역시 남동구 간석동 482-3 낙원상가 306호","인천광역시 남동구 구월로 121 (간석동)","21551","주식회사 그랜드항공여행사","2026-01-12 08:35:23","U","2026-01-14 02:40:00","","173735.295849115","439457.045931134","국내여행업","관광사업","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20260102","20270101","","0","",
