"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수","주사육업종",
"123","가축사육업","02_04_01_P","4960000","496000003320190056","2019-11-26","","01","영업/정상","0000","정상","","","","","","","","전라남도 함평군 손불면 월천리 ****","전라남도 함평군 손불면 손무로 ****","57100","손불농장","2025-12-31 10:53:31","U","2026-01-03 02:40:00","","145342.249423717","183963.550080022","가축사육업","","2256","000","0","한우",
"124","가축사육업","02_04_01_P","5110000","511000003320190090","2019-11-20","","03","폐업","0002","폐업","2025-12-31","","","","","","","경상북도 상주시 은척면 하흘리 ***","","","신동식농장","2025-12-31 11:26:50","U","2026-01-03 02:40:00","","296824.451735552","335146.679183309","가축사육업","","2310","000","0","한우",
"125","가축사육업","02_04_01_P","4530000","453000003320220001","2022-02-11","","02","휴업","0001","휴업","","2025-12-29","2035-12-28","","","","","충청남도 서산시 고북면 용암리 **","충청남도 서산시 고북면 용암휴암길 ***-**","32026","용남축산","2025-12-31 12:56:57","U","2026-01-03 02:40:00","","159715.76515303","355278.07995024","가축사육업","","1624","000","0","한우",
"126","가축사육업","02_04_01_P","4331000","433000003320140008","2014-01-17","","03","폐업","0002","폐업","2025-12-31","","","","","","209-807","강원특별자치도 인제군 남면 어론리 ***","","","제일농장","2025-12-31 16:21:18","U","2026-01-03 02:40:00","","293445.573588101","493048.910917929","가축사육업","","392","000","0","한우",
"127","가축사육업","02_04_01_P","4201000","420000003320090019","2009-02-19","","03","폐업","0002","폐업","2025-12-31","","","","","0","210-851","강원특별자치도 강릉시 사천면 사기막리 ***-*","강원특별자치도 강릉시 사천면 중앙서로 ***-**","","최완규","2025-12-31 17:03:57","U","2026-01-03 02:40:00","","359380.488878525","478383.656590296","가축사육업","","344","000","0","한우",
"128","가축사육업","02_04_01_P","4331000","433000003320140033","2014-02-12","","02","휴업","0001","휴업","","2025-12-31","2027-12-31","","","","252-832","강원특별자치도 인제군 서화면 서흥리 ***-*","강원특별자치도 인제군 서화면 금강로 ****","24604","잔다리농장","2025-12-31 16:24:09","U","2026-01-03 02:40:00","","305411.773244742","523495.661695812","가축사육업","","417","000","0","한우",
"129","가축사육업","02_04_01_P","4331000","433000003320140040","2014-02-19","","02","휴업","0001","휴업","","2025-12-31","2027-12-31","","","","252-813","강원특별자치도 인제군 남면 부평리 ***-*","강원특별자치도 인제군 남면 시댁골길 **","24646","부평리축사","2025-12-31 16:22:46","U","2026-01-03 02:40:00","","296063.88645762","498771.656348517","가축사육업","","424","000","0","한우",
"130","가축사육업","02_04_01_P","4331000","433000003320140024","2014-02-10","","02","휴업","0001","휴업","","2025-12-31","2027-12-31","","","","252-804","강원특별자치도 인제군 인제읍 귀둔리 ***-**","강원특별자치도 인제군 인제읍 한석산로 ****","24643","우리농장","2025-12-31 16:17:53","U","2026-01-03 02:40:00","","318123.790052242","504396.395683451","가축사육업","","408","000","0","한우",
"131","가축사육업","02_04_01_P","4341000","434000003320050011","2005-04-10","","03","폐업","0002","폐업","2025-12-26","","","","","0","219-832","강원특별자치도 고성군 토성면 봉포리 ***-*","강원특별자치도 고성군 토성면 광포호길 ***","","흥원농장","2025-12-30 09:03:40","U","2026-01-03 02:40:00","","336141.651325524","527946.791768741","가축사육업","","15","000","0","육계",
"132","가축사육업","02_04_01_P","4341000","434000003320050037","2005-07-08","","03","폐업","0002","폐업","2025-12-26","","","","","0","219-822","강원특별자치도 고성군 죽왕면 인정리 ***-*","강원특별자치도 고성군 죽왕면 송지호로 ***-**","24748","이명균농장","2025-12-30 09:00:08","U","2026-01-03 02:40:00","","331555.82435266","537412.173685149","가축사육업","","41","000","0","한우",
"133","가축사육업","02_04_01_P","4341000","434000003320150006","2015-04-06","","03","폐업","0002","폐업","2025-12-26","","","","","","219-832","강원특별자치도 고성군 토성면 인흥리 ***-*","강원특별자치도 고성군 토성면 용원로 ***-*","24766","김진환농장","2025-12-30 09:09:15","U","2026-01-03 02:40:00","","336488.262796717","526677.690727135","가축사육업","","394","000","0","한우",
"134","가축사육업","02_04_01_P","4341000","434000003320080145","2008-07-14","","03","폐업","0002","폐업","2025-12-26","","","","","0","219-831","강원특별자치도 고성군 토성면 용암리 **-*","강원특별자치도 고성군 토성면 용암길 **-**","","진달환농장","2025-12-30 09:11:02","U","2026-01-03 02:40:00","","335166.911377005","530104.766135562","가축사육업","","255","000","0","한우",
"135","가축사육업","02_04_01_P","4341000","434000003320050070","2005-07-12","","03","폐업","0002","폐업","2025-12-26","","","","","0","219-831","강원특별자치도 고성군 토성면 용암리 ***-*","강원특별자치도 고성군 토성면 용암길 **-*","24759","진성환농장","2025-12-30 09:16:54","U","2026-01-03 02:40:00","","334788.53834126","530078.171109433","가축사육업","","74","000","0","한우",
"136","가축사육업","02_04_01_P","5160000","516000003320170015","2017-03-20","","02","휴업","0001","휴업","","2025-12-30","2027-10-04","","","","","경상북도 청송군 주왕산면 주산지리 ***","","","재완농장","2025-12-31 11:22:47","U","2026-01-03 02:40:00","","393798.923991683","319197.388311401","가축사육업","","469","000","0","한우",
"137","가축사육업","02_04_01_P","5160000","516000003320110005","2011-09-08","","03","폐업","0002","폐업","2025-12-31","","","","","","763-801","경상북도 청송군 청송읍 부곡리 ***-*","","","청송토종재래닭농장","2025-12-31 13:44:19","U","2026-01-03 02:40:00","","385668.788542074","329588.194100606","가축사육업","","284","000","0","육계",
"138","가축사육업","02_04_01_P","5160000","516000003320080069","2008-07-09","","03","폐업","0002","폐업","2025-12-30","","","","","0","763-872","경상북도 청송군 현서면 천천리 ***-**","","","원길농장","2025-12-31 11:22:15","U","2026-01-03 02:40:00","","","","가축사육업","","240","000","0","한우",
"139","가축사육업","02_04_01_P","3720000","372000003320080016","2008-07-09","","03","폐업","0002","폐업","2025-12-31","","","","","0","380-190","울산광역시 북구 달천동 ***","울산광역시 북구 달천진덕골길 **-* (달천동)","","천마농장","2025-12-31 10:41:23","U","2026-01-03 02:40:00","","","","가축사육업","","85","000","0","한우",
"140","가축사육업","02_04_01_P","3730000","373000003320090153","2009-08-12","","01","영업/정상","0000","정상","","","","","","0","689-801","울산광역시 울주군 언양읍 구수리 ***-*","울산광역시 울주군 언양읍 대암*길 ***-**","","포니랜드","2025-12-31 14:01:43","U","2026-01-03 02:40:00","","396909.555950284","228716.618061718","가축사육업","","1534","000","0","면양",
"141","가축사육업","02_04_01_P","4880000","488000003320040704","2004-10-19","","02","휴업","0001","휴업","","2025-12-31","2026-03-31","","","0","548-833","전라남도 고흥군 과역면 연등리 산 ***-*","전라남도 고흥군 과역면 외호길 ***-**","","송춘섭","2025-12-31 09:08:37","U","2026-01-03 02:40:00","","","","가축사육업","","704","000","0","한우",
"142","가축사육업","02_04_01_P","4880000","488000003320080166","2008-04-16","","03","폐업","0002","폐업","2025-12-31","","","","832-7286","0","548-892","전라남도 고흥군 도화면 봉룡리 ****","전라남도 고흥군 도화면 봉동역터길 **-*","","강병준","2025-12-31 09:29:39","U","2026-01-03 02:40:00","","229669.672698648","115734.036332268","가축사육업","","1454","000","0","한우",
"143","가축사육업","02_04_01_P","4880000","488000003320080279","2008-05-08","","03","폐업","0002","폐업","2025-12-31","","","","","0","548-871","전라남도 고흥군 두원면 학곡리 ***,***","","","성진목장","2025-12-31 09:18:11","U","2026-01-03 02:40:00","","","","가축사육업","","1567","000","0","한우",
"144","가축사육업","02_04_01_P","4890000","489000003320050170","2005-10-25","","01","영업/정상","0000","정상","","","","","","0","","전라남도 보성군 벌교읍 장암리 ***,***-*,***-*,***-*,***-*,***-*,***-*,***-*,***,****-*번지","","","죽아영농조합법인","2025-12-30 09:53:01","U","2026-01-03 02:40:00","","","","가축사육업","","202","L00","0","돼지",
"145","가축사육업","02_04_01_P","4880000","488000003320080112","2008-04-10","","03","폐업","0002","폐업","2025-12-31","","","","","0","548-922","전라남도 고흥군 도덕면 도덕리 ****-*","전라남도 고흥군 도덕면 도촌길 **-**","","연석농장","2025-12-31 09:11:44","U","2026-01-03 02:40:00","","215056.313593811","117381.329543861","가축사육업","","1400","000","0","한우",
"146","가축사육업","02_04_01_P","4880000","488000003320080213","2008-04-17","","03","폐업","0002","폐업","2025-12-31","","","","","0","548-872","전라남도 고흥군 두원면 성두리 ***","전라남도 고흥군 두원면 차수진목길 **-*","","신석호","2025-12-31 09:17:11","U","2026-01-03 02:40:00","","224171.93869524","131404.415780078","가축사육업","","1501","000","0","한우",
"147","가축사육업","02_04_01_P","4880000","488000003320040083","2004-09-07","","03","폐업","0002","폐업","2025-12-31","","","","832-1096","0","548-872","전라남도 고흥군 두원면 용당리 ***","전라남도 고흥군 두원면 내당길 ***-**","","제일농장","2025-12-31 09:16:09","U","2026-01-03 02:40:00","","223638.612083674","133707.794460816","가축사육업","","83","000","0","한우",
"148","가축사육업","02_04_01_P","4880000","488000003320080370","2008-07-01","","03","폐업","0002","폐업","2025-12-31","","","","","0","548-921","전라남도 고흥군 도덕면 가야리 ****-*","","","가동축산","2025-12-31 09:30:42","U","2026-01-03 02:40:00","","","","가축사육업","","1658","000","0","한우",
"149","가축사육업","02_04_01_P","4950000","495000003320070113","2007-09-07","","03","폐업","0002","폐업","2025-12-30","","","","","0","534-813","전라남도 무안군 몽탄면 봉명리 ***","전라남도 무안군 몽탄면 봉명양장로 ***-*","","문성농장","2025-12-30 13:54:39","U","2026-01-03 02:40:00","","152242.872847953","154927.454571423","가축사육업","","800","000","0","한우",
"150","가축사육업","02_04_01_P","4880000","488000003320090009","2009-01-16","","03","폐업","0002","폐업","2025-12-31","","","","","0","","전라남도 고흥군 도덕면 가야리 ****-*","전라남도 고흥군 도덕면 가동뒷길 *","59545","신성축산","2025-12-31 09:12:44","U","2026-01-03 02:40:00","","215758.65294321","120976.870815299","가축사육업","","2148","000","0","한우",
"151","가축사육업","02_04_01_P","4950000","495000003320140128","2014-02-22","","03","폐업","0002","폐업","2025-12-30","","","","","","534-810","전라남도 무안군 몽탄면 사천리 ***","","","만석농장","2025-12-30 13:58:45","U","2026-01-03 02:40:00","","152961.282132","158879.261311862","가축사육업","","2094","000","0","한우",
"152","가축사육업","02_04_01_P","4950000","495000003320070131","2007-09-17","","02","휴업","0001","휴업","","2025-12-30","2027-12-30","","","0","534-814","전라남도 무안군 몽탄면 사천리 ***-*","전라남도 무안군 몽탄면 월천길 **-**","","남곤농장","2025-12-30 14:01:03","U","2026-01-03 02:40:00","","152949.873152236","158837.523394045","가축사육업","","818","000","0","한우",
"153","가축사육업","02_04_01_P","4950000","495000003320140055","2014-02-15","","03","폐업","0002","폐업","2025-12-30","","","","","","534-900","전라남도 무안군 일로읍 의산리 ***-*","","","창일농장","2025-12-30 09:09:47","U","2026-01-03 02:40:00","","155833.306970452","148619.810539281","가축사육업","","2021","000","0","한우",
"154","가축사육업","02_04_01_P","4910000","491000003320050311","2005-12-28","","03","폐업","0002","폐업","2025-12-29","","","","061-867-0277","0","529-871","전라남도 장흥군 관산읍 죽청리 ***","전라남도 장흥군 관산읍 죽청*길 **-*","","김두호","2025-12-30 09:28:31","U","2026-01-03 02:40:00","","197955.035226108","120491.786312616","가축사육업","","394","000","0","한우",
"155","가축사육업","02_04_01_P","4950000","495000003320140015","2014-02-14","","01","영업/정상","0000","정상","","","","","","","534-800","전라남도 무안군 무안읍 용월리 ***-*","","","훈상농방","2025-12-30 14:41:53","U","2026-01-03 02:40:00","","153580.057921519","167938.627656884","가축사육업","","1981","000","0","한우",
"156","가축사육업","02_04_01_P","4920000","492000003320140113","2014-02-10","","03","폐업","0002","폐업","2025-12-31","","","","","","527-804","전라남도 강진군 강진읍 송전리 ***-*","전라남도 강진군 강진읍 솔치로 **-*","59244","성정철","2025-12-31 14:41:39","U","2026-01-03 02:40:00","","177378.250315849","127096.539692491","가축사육업","","1618","000","0","한우",
"157","가축사육업","02_04_01_P","4950000","495000003320050132","2005-05-26","","03","폐업","0002","폐업","2025-12-30","","","","","0","534-901","전라남도 무안군 일로읍 지장리 ***-*","전라남도 무안군 일로읍 죽사동길 ***-*","","매봉농장","2025-12-30 09:03:54","U","2026-01-03 02:40:00","","152945.929985742","152655.154419462","가축사육업","","155","000","0","육계",
"158","가축사육업","02_04_01_P","4920000","492000003320080117","2008-05-30","","03","폐업","0002","폐업","2025-12-31","","","","","0","527-853","전라남도 강진군 군동면 호계리 ***-*","전라남도 강진군 군동면 갈전길 **","59224","용식농장","2025-12-31 14:56:08","U","2026-01-03 02:40:00","","180990.455487082","127487.230648723","가축사육업","","624","000","0","한우",
"159","가축사육업","02_04_01_P","4920000","492000003320080122","2008-06-02","","02","휴업","0001","휴업","","2025-12-30","2030-12-30","","","0","527-863","전라남도 강진군 칠량면 봉황리 ***-*","전라남도 강진군 칠량면 칠량옹기로 ***","","오홍농장","2025-12-30 16:14:18","U","2026-01-03 02:40:00","","180823.437935227","117827.475446029","가축사육업","","629","000","0","한우",
"160","가축사육업","02_04_01_P","4920000","492000003320110026","2011-04-04","","03","폐업","0002","폐업","2025-12-30","","","","","0","527-862","전라남도 강진군 칠량면 송로리 ***-*","전라남도 강진군 칠량면 송산*길 **-*","59255","송로축산","2025-12-30 16:36:36","U","2026-01-03 02:40:00","","180275.224404973","123487.052439505","가축사육업","","1198","000","0","한우",
"161","가축사육업","02_04_01_P","4880000","488000003320080740","2008-07-21","","03","폐업","0002","폐업","2025-12-31","","","","","0","548-873","전라남도 고흥군 두원면 신송리 ***-*","전라남도 고흥군 두원면 동신안길 **","","류중완","2025-12-31 09:14:08","U","2026-01-03 02:40:00","","225772.717232946","127464.283429462","가축사육업","","2028","000","0","한우",
"162","가축사육업","02_04_01_P","4950000","495000003320050152","2005-05-27","","03","폐업","0002","폐업","2025-12-30","","","","","0","534-834","전라남도 무안군 청계면 청계리 ***","전라남도 무안군 청계면 학유정길 **-*","","일남농장","2025-12-31 11:15:30","U","2026-01-03 02:40:00","","147508.401516661","154683.414913393","가축사육업","","175","000","0","한우",
"163","가축사육업","02_04_01_P","4950000","495000003320140134","2014-02-22","","01","영업/정상","0000","정상","","","","","","","534-810","전라남도 무안군 몽탄면 당호리 ***-*","","","연홍농장","2025-12-30 11:10:35","U","2026-01-03 02:40:00","","155483.896507911","154468.226817896","가축사육업","","2100","000","0","한우",
"164","가축사육업","02_04_01_P","4950000","495000003320080393","2008-07-10","","03","폐업","0002","폐업","2025-12-30","","","","","0","534-901","전라남도 무안군 일로읍 의산리 ***-*","","","영춘농장","2025-12-30 09:04:39","U","2026-01-03 02:40:00","","","","가축사육업","","1276","000","0","한우",
"165","가축사육업","02_04_01_P","4980000","498000003320080146","2008-07-04","","01","영업/정상","0000","정상","","","","","","0","515-842","전라남도 장성군 북이면 만무리 ***","전라남도 장성군 북이면 돗재로 **","","기호농장","2025-12-31 11:43:44","U","2026-01-03 02:40:00","","179901.236127514","213258.398686508","가축사육업","","471","000","0","한우",
"166","가축사육업","02_04_01_P","4950000","495000003320090113","2009-02-23","","03","폐업","0002","폐업","2025-12-30","","","","452-3091","0","534-814","전라남도 무안군 몽탄면 명산리 ***","전라남도 무안군 몽탄면 도산길 **-*","","성오축산","2025-12-30 13:55:26","U","2026-01-03 02:40:00","","155684.511360364","155445.952158522","가축사육업","","1482","000","0","한우",
"167","가축사육업","02_04_01_P","4920000","492000003320080132","2008-06-10","","03","폐업","0002","폐업","2025-12-31","","","","","0","527-853","전라남도 강진군 군동면 파산리 ***-*","","","덕문농장","2025-12-31 14:35:46","U","2026-01-03 02:40:00","","180075.142825119","129106.112529065","가축사육업","","639","000","0","한우",
"168","가축사육업","02_04_01_P","4950000","495000003320170011","2017-08-10","","03","폐업","0002","폐업","2025-12-30","","","","","","","전라남도 무안군 청계면 청계리 ***-**","전라남도 무안군 청계면 원청계길 **-**","58555","오공주농장","2025-12-31 11:16:27","U","2026-01-03 02:40:00","","148134.736299166","154704.49458847","가축사육업","","2336","000","0","한우",
"169","가축사육업","02_04_01_P","4950000","495000003320140007","2014-02-13","","03","폐업","0002","폐업","2025-12-31","","","","","","534-800","전라남도 무안군 무안읍 성암리 ***","","","두안축산","2025-12-31 15:49:59","U","2026-01-03 02:40:00","","154070.389949323","164266.065599349","가축사육업","","1973","000","0","한우",
"170","가축사육업","02_04_01_P","4950000","495000003320110079","2011-09-07","","03","폐업","0002","폐업","2025-12-30","","","","282-3477","","534-903","전라남도 무안군 일로읍 망월리 ***-**","전라남도 무안군 일로읍 청포로 ***-**","","진섬농장","2025-12-30 09:07:09","U","2026-01-03 02:40:00","","153481.6241935","145215.142356926","가축사육업","","1828","000","0","한우",
"171","가축사육업","02_04_01_P","4910000","491000003320050363","2005-12-29","","03","폐업","0002","폐업","2025-12-24","","","","061-863-6816","0","529-851","전라남도 장흥군 안양면 기산리 ***-*","전라남도 장흥군 안양면 동계길 **","","없음","2025-12-30 09:24:02","U","2026-01-03 02:40:00","","195563.401398083","130372.512071161","가축사육업","","446","000","0","돼지",
"172","가축사육업","02_04_01_P","4850000","485000003320150001","2015-01-05","","03","폐업","0002","폐업","2025-12-30","","","","","","517-892","전라남도 담양군 대덕면 금산리 ****-*","전라남도 담양군 대덕면 금산길 ***-**","57381","신선한우영농조합법인","2025-12-30 17:32:08","U","2026-01-03 02:40:00","","202601.072148658","196294.816952481","가축사육업","","1467","L00","0","한우",
"173","가축사육업","02_04_01_P","4850000","485000003320150002","2015-01-19","","03","폐업","0002","폐업","2025-12-30","","","","","","517-882","전라남도 담양군 창평면 용수리 ***-*","전라남도 담양군 창평면 유천길 **-**","57390","최태남","2025-12-30 17:31:09","U","2026-01-03 02:40:00","","202015.273301445","192508.864015706","가축사육업","","1468","000","0","한우",
"174","가축사육업","02_04_01_P","4950000","495000003320080202","2008-04-29","","02","휴업","0001","휴업","","2025-12-30","2026-12-30","","","0","534-802","전라남도 무안군 무안읍 용월리 ***","","","아름농장","2025-12-31 11:12:01","U","2026-01-03 02:40:00","","152747.077904047","167787.191546244","가축사육업","","1084","000","0","한우",
"175","가축사육업","02_04_01_P","4850000","485000003320120010","2012-02-29","","03","폐업","0002","폐업","2025-12-30","","","","","","517-821","전라남도 담양군 용면 추성리 ***-*","전라남도 담양군 용면 추성*길 **-**","57302","고영만","2025-12-30 17:31:39","U","2026-01-03 02:40:00","","198867.935756548","207456.715874014","가축사육업","","1265","000","0","한우",
"176","가축사육업","02_04_01_P","4840000","484000003320080029","2008-07-10","","03","폐업","0002","폐업","2025-12-31","","","","","0","545-821","전라남도 광양시 옥룡면 동곡리 ***","","","정영오농장","2025-12-31 15:34:17","U","2026-01-03 02:40:00","","256846.284990913","173997.670008091","가축사육업","","121","000","0","한우",
"177","가축사육업","02_04_01_P","4920000","492000003320050054","2005-04-04","","02","휴업","0001","휴업","","2025-12-30","2030-12-30","","432-7225","0","","전라남도 강진군 칠량면 영동리 ***-*","전라남도 강진군 칠량면 영동*길 ***","59261","손치형농장","2025-12-30 16:05:05","U","2026-01-03 02:40:00","","182716.247500283","120174.166076005","가축사육업","","111","000","0","한우",
"178","가축사육업","02_04_01_P","4920000","492000003320140254","2014-03-26","","03","폐업","0002","폐업","2025-12-30","","","","061-432-2356","","527-912","전라남도 강진군 마량면 원포리 ***-*","전라남도 강진군 마량면 청자로 ****-*","59268","영구농장","2025-12-30 16:50:34","U","2026-01-03 02:40:00","","184019.332336662","107637.366718284","가축사육업","","1759","000","0","한우",
"179","가축사육업","02_04_01_P","4990000","499000003320080053","2008-07-04","","03","폐업","0002","폐업","2025-12-30","","","","","0","537-872","전라남도 완도군 고금면 세동리 ****-* ****-**","","","박귀복축사","2025-12-31 10:44:23","U","2026-01-03 02:40:00","","186380.432990401","100551.775044426","가축사육업","","503","000","0","한우",
"180","가축사육업","02_04_01_P","4830000","483000003320080463","2008-07-25","","03","폐업","0002","폐업","2025-12-24","","","","","0","520-812","전라남도 나주시 노안면 금안리 ***","전라남도 나주시 노안면 금안*길 **-**","","상희농장","2025-12-31 14:08:57","U","2026-01-03 02:40:00","","172040.130565047","174792.425801009","가축사육업","","1808","000","0","한우",
"181","가축사육업","02_04_01_P","5010000","501000003320080197","2008-06-19","","03","폐업","0002","폐업","2025-12-31","","","","271-4117","0","535-843","전라남도 신안군 안좌면 읍동리 ***","전라남도 신안군 안좌면 안좌동부길 ***-**","58839","다산축산","2025-12-31 11:13:10","U","2026-01-03 02:40:00","","120608.888177048","139911.433355809","가축사육업","","391","000","0","한우",
"182","가축사육업","02_04_01_P","5010000","501000003320040006","2004-11-04","","01","영업/정상","0000","정상","","","","","","0","535-873","전라남도 신안군 자은면 유각리 ***-*","","","상열축산","2025-12-30 09:52:26","U","2026-01-03 02:40:00","","113397.792164593","152471.598308907","가축사육업","","6","000","0","한우",
"183","가축사육업","02_04_01_P","4950000","495000003320080091","2008-04-02","","02","휴업","0001","휴업","","2025-12-30","2026-12-30","","","0","534-801","전라남도 무안군 무안읍 고절리 ***","전라남도 무안군 무안읍 본고절길 **","","항길농장","2025-12-31 11:14:08","U","2026-01-03 02:40:00","","151160.942490545","167302.859880667","가축사육업","","973","000","0","한우",
"184","가축사육업","02_04_01_P","4950000","495000003320090167","2009-05-11","","03","폐업","0002","폐업","2025-12-30","","","","454-2518","0","534-813","전라남도 무안군 몽탄면 봉명리 ***","전라남도 무안군 몽탄면 양장길 ***","","중흥축산","2025-12-30 13:57:56","U","2026-01-03 02:40:00","","152190.052516379","153917.764951793","가축사육업","","1536","L00","0","한우",
"185","가축사육업","02_04_01_P","4840000","484000003320130023","2013-09-06","","03","폐업","0002","폐업","2025-12-31","","","","763-3401","","545-822","전라남도 광양시 옥룡면 운곡리 ***-*","","","김갑순농장","2025-12-31 15:33:51","U","2026-01-03 02:40:00","","255414.554567427","166539.732322243","가축사육업","","195","000","0","한우",
"186","가축사육업","02_04_01_P","4920000","492000003320130104","2013-09-16","","02","휴업","0001","휴업","","2025-12-30","2030-12-30","","","","527-863","전라남도 강진군 칠량면 봉황리 ***","전라남도 강진군 칠량면 칠량옹기로 ***","59260","창현농장","2025-12-30 16:44:24","U","2026-01-03 02:40:00","","180896.382626758","117691.773331139","가축사육업","","1448","000","0","한우",
"187","가축사육업","02_04_01_P","4920000","492000003320130105","2013-09-16","","03","폐업","0002","폐업","2025-12-30","","","","","","527-861","전라남도 강진군 칠량면 장계리 ***","전라남도 강진군 칠량면 반계길 **","59262","광주농장","2025-12-30 16:30:56","U","2026-01-03 02:40:00","","182787.535827576","116501.505645253","가축사육업","","1449","000","0","한우",
"188","가축사육업","02_04_01_P","4910000","491000003320110052","2011-05-09","","03","폐업","0002","폐업","2025-12-29","","","","","","529-875","전라남도 장흥군 관산읍 죽교리 ***","전라남도 장흥군 관산읍 죽교상하발로 ***","","서암농장","2025-12-30 09:24:33","U","2026-01-03 02:40:00","","195377.281095498","118847.462633795","가축사육업","","1357","000","0","한우",
"189","가축사육업","02_04_01_P","4990000","499000003320070044","2007-05-16","","03","폐업","0002","폐업","2025-12-30","","","","","0","537-871","전라남도 완도군 고금면 덕암리 ***-**","전라남도 완도군 고금면 덕암**번길 ***","","한우축산","2025-12-31 10:45:25","U","2026-01-03 02:40:00","","182774.342691516","101345.62535695","가축사육업","","443","000","0","한우",
"190","가축사육업","02_04_01_P","4990000","499000003320080023","2008-04-24","","02","휴업","0001","휴업","","2025-12-26","2026-12-26","","","0","537-806","전라남도 완도군 완도읍 화흥리 ***","전라남도 완도군 완도읍 청해진서로***번길 **-**","","순규농장","2025-12-31 10:44:54","U","2026-01-03 02:40:00","","172410.460085147","91637.9076683202","가축사육업","","473","000","0","한우",
"191","가축사육업","02_04_01_P","4940000","494000003320050395","2005-07-25","","03","폐업","0002","폐업","2025-12-30","","","","","0","526-804","전라남도 영암군 덕진면 덕진리 산 *","전라남도 영암군 덕진면 소방항공대길 **-**","","제일축산","2025-12-31 11:17:41","U","2026-01-03 02:40:00","","172407.723562073","147749.881619159","가축사육업","","435","000","0","한우",
"192","가축사육업","02_04_01_P","5010000","501000003320080147","2008-05-16","","03","폐업","0002","폐업","2025-12-31","","","","","0","535-843","전라남도 신안군 안좌면 읍동리 ***-*","전라남도 신안군 안좌면 김환기길 **-**","58839","진위농장","2025-12-31 13:51:02","U","2026-01-03 02:40:00","","119798.375781676","139765.255828288","가축사육업","","341","000","0","한우",
"193","가축사육업","02_04_01_P","5010000","501000003320080152","2008-05-16","","03","폐업","0002","폐업","2025-12-31","","","","262-3267","0","535-841","전라남도 신안군 안좌면 창마리 ***-*","전라남도 신안군 안좌면 소곡두리길 **-**","58840","유석농장","2025-12-31 11:14:48","U","2026-01-03 02:40:00","","119860.95350466","138107.343706582","가축사육업","","346","000","0","한우",
"194","가축사육업","02_04_01_P","5230000","523000003320190159","2019-12-26","","03","폐업","0002","폐업","2025-12-31","","","","","","","경상북도 예천군 용문면 내지리 ***-*","","","밝은농장","2025-12-31 13:15:30","U","2026-01-03 02:40:00","","322573.159668582","358123.620083028","가축사육업","","2472","000","0","한우",
"195","가축사육업","02_04_01_P","5210000","521000003320200002","2020-01-15","","02","휴업","0001","휴업","","2025-12-30","2028-12-29","","","","","경상북도 성주군 용암면 용정리 산 **-*","경상북도 성주군 용암면 운용로 ***-*","40053","알프스 농장","2025-12-30 16:11:02","U","2026-01-03 02:40:00","","320062.299042898","257238.219577704","가축사육업","","892","000","0","한우",
"196","가축사육업","02_04_01_P","4920000","492000003320200004","2020-01-21","","03","폐업","0002","폐업","2025-12-30","","","","","","","전라남도 강진군 칠량면 송정리 ***","전라남도 강진군 칠량면 영계*길 **-*","59258","복채농장","2025-12-30 16:21:34","U","2026-01-03 02:40:00","","183348.012293614","119756.712478414","가축사육업","","2050","000","0","한우",
"197","가축사육업","02_04_01_P","4920000","492000003320230012","2023-05-09","","03","폐업","0002","폐업","2025-12-30","","","","","","","전라남도 강진군 대구면 용운리 ***","전라남도 강진군 대구면 항동길 **-*","59264","매수농장","2025-12-30 16:55:29","U","2026-01-03 02:40:00","","184588.276480666","114731.819549655","가축사육업","","2259","000","0","한우",
"198","가축사육업","02_04_01_P","5100000","510000003320230020","2023-05-25","","02","휴업","0001","휴업","","2025-12-31","2027-12-31","","","","","경상북도 영천시 도림동 ***","경상북도 영천시 토골길 ** (도림동)","38823","선천농장","2025-12-31 11:18:54","U","2026-01-03 02:40:00","","374026.900843233","281591.742655648","가축사육업","","1848","000","0","한우",
"199","가축사육업","02_04_01_P","4830000","483000003320240011","2024-05-20","","01","영업/정상","0000","정상","","","","","","","","전라남도 나주시 세지면 죽동리 ***-**","","","나주축산농협 죽동1생축사업장","2025-12-31 14:57:06","U","2026-01-03 02:40:00","","173741.972419355","160858.340356991","가축사육업","","3759","L00","0","한우",
"200","가축사육업","02_04_01_P","4761000","476100003320090092","2009-01-30","","01","영업/정상","0000","정상","","","","","063-643-2209","0","566-813","전북특별자치도 임실군 관촌면 회봉리 ***-*","전북특별자치도 임실군 관촌면 회봉*길 **","55908","옥순농장","2025-12-31 11:03:30","U","2026-01-03 02:40:00","","226327.734749864","246280.004087599","가축사육업","","861","000","0","한우",
"201","가축사육업","02_04_01_P","3360000","336000003320250005","2025-11-17","","03","폐업","0002","폐업","2025-12-31","","","","","","","부산광역시 강서구 성북동 ****","","","생곡농장","2025-12-31 16:47:36","U","2026-01-03 02:40:00","","364639.865324632","174152.475841435","가축사육업","","122","000","0","육계",
