"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"51","일반테마파크업","03_07_09_P","3690000","CDFI5271002021000001","2021-04-06","","01","영업/정상","13","영업중","","","","","","","","울산광역시 중구 성남동 219-120","울산광역시 중구 젊음의거리 53 (성남동)","44532","울산노리존","2026-01-12 20:52:15","U","2026-01-14 02:40:00","","410264.123513677","230746.905447882","허가테마파크업","","","1","","","","","1","0","0","0","","","0","0","","0","0","","0","0","1개(타가다디스코)","0","Y","Y","Y","Y","","","0","","","","0",
"52","일반테마파크업","03_07_09_P","4980000","CDFI5271002023000003","2023-10-07","","03","폐업","03","폐업","2023-10-22","","","","","","","전라남도 장성군 장성읍 기산리 461-1 황미르교 가설점포","전라남도 장성군 장성읍 황룡강동쪽자전거길 732, 황미르교 가설점포","57220","고구려기획","2026-01-12 10:15:28","U","2026-01-14 02:40:00","","179540.358838571","200539.511211087","허가테마파크업","","자연녹지지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","5종 16대","0","Y","Y","Y","Y","","","0","","","","0",
"53","일반테마파크업","03_07_09_P","4980000","CDFI5271002023000004","2023-10-23","","03","폐업","03","폐업","2023-10-29","","","","","","","경기도 이천시 마장면 이치리 360-1","경기도 이천시 마장면 서이천로 47","17385","나라이엔지","2026-01-12 10:13:26","U","2026-01-14 02:40:00","","232268.502400362","416158.171179166","허가테마파크업","","자연녹지지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","3대 (1종)","0","","","","","","","0","","","","0",
"54","일반테마파크업","03_07_09_P","6510000","CDFI5271002023000001","2023-06-22","","01","영업/정상","13","영업중","","","","","064-728-8900","","","제주특별자치도 제주시 오등동 10-34 별빛누리공원","제주특별자치도 제주시 선돌목동길 60, 별빛누리공원 1층 (오등동)","63242","제주별빛누리공원","2026-01-13 14:34:37","U","2026-01-15 02:40:00","","158010.660201397","-5596.36085742002","허가테마파크업","","자연녹지지역","1","기타","","","문화시설","1","0","0","0","","","0","0","","0","0","","0","235.71","4D 영상관 시뮬레이터 1종 6대","0","Y","","","Y","","","0","","","","236",
"55","일반테마파크업","03_07_09_P","5250000","CDFI5271002016000001","2016-07-26","","01","영업/정상","13","영업중","","","","","","","","경상북도 울진군 근남면 수산리 346 왕피천공원","경상북도 울진군 근남면 왕피천공원길 1, 왕피천공원","36333","왕피천공원사업소","2026-01-13 16:58:20","U","2026-01-15 02:40:00","","413905.910118275","388052.944670755","허가테마파크업","","","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","비검사대상(코인(키즈)라이더 3대,미니기차 1대,전통카 4대), 안정성검사대상(헬리콥터라이더 1대,솔바람 기차 1대),","4","Y","","Y","Y","","","0","","","","0",
"56","일반테마파크업","03_07_09_P","5600000","CDFI5271002025000004","2025-12-18","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 이동면 도평리 산 78-5 공공화장실","경기도 포천시 이동면 포화로 236-14, 공공화장실","11110","포천 백운계곡 동장군축제","2026-01-13 13:54:12","U","2026-01-15 02:40:00","","235877.255476726","507625.190102862","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","확인검사 1종 2대(에어바운스), 안전성 검사 2종2대(미니바이킹 1대, ufo 우주선(매직스윙)1대)","0","","","","","","","0","","","","0",
"57","일반테마파크업","03_07_09_P","3940000","CDFI5271002025000003","2025-12-16","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산서구 대화동 2700 제2킨텍스","경기도 고양시 일산서구 킨텍스로 217-59, 제2킨텍스 9A,B홀호 (대화동)","10390","어린이체험전시 상상체험 키즈월드 레이싱 키즈월드","2026-01-13 18:47:01","U","2026-01-15 02:40:00","","177158.311187542","462546.660972252","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전성검사대상 17종26대, 확인검사대상 16종39대","0","Y","Y","Y","Y","","","0","","","","0",
"58","일반테마파크업","03_07_09_P","5600000","CDFI5271002024000003","2024-12-17","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 신북면 삼정리 386","경기도 포천시 신북면 청신로947번길 35","11137","라파우사","2026-01-13 13:52:36","U","2026-01-15 02:40:00","","211597.306302175","496121.132014561","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","총3종 14대 (비검사 2종 13대, 검사 1종 1대)","2","","","","","","","0","","","","0",
"59","일반테마파크업","03_07_09_P","3910000","CDFI5271002012000001","2012-12-18","","01","영업/정상","13","영업중","","","","","031-610-4417","","","경기도 평택시 진위면 봉남리 432","경기도 평택시 진위면 진위서로 264-15","17714","진위천유원지","2026-01-14 09:04:08","U","2026-01-16 02:40:00","","207629.69589382","399599.029563384","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","23253","안전검사대상 유기기구 1종","0","Y","","Y","Y","","","0","","","","23253",
"60","일반테마파크업","03_07_09_P","5090000","CDFI5271001991000001","1991-10-21","","01","영업/정상","13","영업중","","","","","054-637-5000","","750-863","경상북도 영주시 장수면 화기리 683","경상북도 영주시 장수면 충효로2032번길 46","36146","장수조이월드","2026-01-15 16:28:59","U","2026-01-17 02:40:00","","339398.883674585","363887.464030724","허가테마파크업","","","1","","","","","1","0","0","0","","","0","0","","0","0","","0","0","안전성검사 대상 - 7종, 비대상 - 4종","0","Y","","","Y","","","0","","","","0",
"61","일반테마파크업","03_07_09_P","5060000","CDFI5271002019000001","2019-07-26","","02","휴업","02","휴업","","2026-01-13","2026-05-30","","","","","경상북도 김천시 지례면 도곡리 532","경상북도 김천시 지례면 부항로 109-37","39690","(주)산내들 캠프빌리지 물놀이장","2026-01-15 09:12:56","U","2026-01-17 02:40:00","","291440.447892187","275668.422746254","허가테마파크업","","관리지역","1","","","","","1","0","0","0","","","0","0","","0","0","","0","0","바디슬라이드 1, 에어바운스 1","0","Y","","","Y","","","0","","","","0",
"62","일반테마파크업","03_07_09_P","3410000","CDFI5271002019000002","2019-12-20","","01","영업/정상","13","영업중","","","","","053-230-2010","","","대구광역시 중구 공평동 58-6","대구광역시 중구 동성로6길 61, 7층 (공평동)","41938","(주)스파크랜드","2026-01-15 15:09:52","U","2026-01-17 02:40:00","","344317.219568243","264349.485185736","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","6(회전관람차, 매직스윙, 타워라이드, 미니바이킹, 패러슈터타워,하늘그네), 4(미니시뮬레이션, 영상모험관, 미니라이더, 배터리카)","0","Y","Y","Y","Y","","","0","","","","0",
"63","일반테마파크업","03_07_09_P","4261000","CDFI5271002012000001","2012-12-20","","01","영업/정상","13","영업중","","","","","033-342-3631","","225-834","강원특별자치도 횡성군 둔내면 두원리 11","강원특별자치도 횡성군 둔내면 고원로 451","25263","(주)같이","2026-01-14 10:10:27","U","2026-01-17 02:40:00","","312123.271979682","444720.056290091","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","3종(범퍼카 12대. 회전목마 1대. 미니바이킹 1대)","3","","","","","","","0","","","","0",
"64","일반테마파크업","03_07_09_P","4261000","CDFI5271002020000001","2020-07-10","","03","폐업","03","폐업","2020-12-31","","","","0333403000","","","강원특별자치도 횡성군 둔내면 두원리 204 웰리힐리파크","강원특별자치도 횡성군 둔내면 고원로 451, 웰리힐리파크","25263","웰리힐리파크 워터플래닛","2026-01-14 10:27:04","U","2026-01-17 02:40:00","","310506.755038668","443916.785022628","허가테마파크업","","관리지역","0","기타","","","근린생활시설","2","1","0","0","","","0","0","","0","0","","0","0","인도어바디슬라이드.유수풀,아쿠아플레이","14","Y","","Y","Y","","","0","","","","0",
"65","일반테마파크업","03_07_09_P","4261000","CDFI5271002020000005","2020-07-24","","02","휴업","02","휴업","","2025-12-01","2026-03-31","","","","","강원특별자치도 횡성군 안흥면 안흥리 산 190-11","","","횡성루지 체험장","2026-01-14 11:38:34","U","2026-01-17 02:40:00","","299326.029617748","435759.734625985","허가테마파크업","","관리지역","1","기타","","","근린생활시설","1","0","0","0","","","0","0","","0","0","","0","0","루지.루지트랙","1","","","Y","Y","","","0","","","","0",
"66","일반테마파크업","03_07_09_P","3540000","CDFI5271002023000001","2023-04-25","","01","영업/정상","13","영업중","","","","","","","","인천광역시 부평구 부평동 534-27 대한빌딩","인천광역시 부평구 경원대로 1382, 대한빌딩 지하1층 (부평동)","21404","노리존 부평점","2026-01-15 17:52:19","U","2026-01-17 02:40:00","","175370.964414452","443242.932847396","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","타가다디스코 1대","0","","","","","","","0","","","","0",
"67","일반테마파크업","03_07_09_P","5310000","CDFI5271002014000001","2014-09-05","","01","영업/정상","13","영업중","","","","","055-758-0101","","660-812","경상남도 진주시 내동면 독산리 576-5","경상남도 진주시 내동면 망경로 13","52849","남강레저산업(주)","2026-01-15 13:16:07","U","2026-01-17 02:40:00","","297160.759609224","185743.483794023","허가테마파크업","","","1","","","","","0","0","0","0","","","0","0","","0","0","","0","19089","레일바이크 1종(50대), 허리케인 1대, 스윙유에프오 1대, 미니바이킹 1대, 점핑플로그 1대 등","0","Y","","","","","","0","","","","19089",
"68","일반테마파크업","03_07_09_P","3410000","CDFI5271002023000001","2023-01-10","","01","영업/정상","13","영업중","","","","","053-285-8080","","","대구광역시 중구 남일동 135-3","대구광역시 중구 진골목길 32 (남일동)","41935","크레이지팡팡","2026-01-15 15:36:17","U","2026-01-17 02:40:00","","343800.630256577","264352.552626946","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","1376.3","2개","0","Y","Y","Y","Y","","","0","","","","1376",
"69","일반테마파크업","03_07_09_P","5090000","CDFI5271002022000001","2022-09-29","","01","영업/정상","13","영업중","","","","","054-630-9700","","","경상북도 영주시 순흥면 청구리 303 선비세상","경상북도 영주시 순흥면 선비세상로 1, 선비세상","36013","선비세상","2026-01-15 16:30:01","U","2026-01-17 02:40:00","","341268.837816234","382246.052378683","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","무궤도열차 2대, 배터리카 5대, 미니에어바운스 1대","3","","","","","","","0","","","","0",
"70","일반테마파크업","03_07_09_P","3330000","CDFI5271002023000003","2023-12-01","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 우동 1413-4 벡스코제2전시장","부산광역시 해운대구 APEC로 30, 벡스코제2전시장, 5B~ E홀 (우동)","48060","벡스코 상상체험 키즈월드","2026-01-14 17:50:39","U","2026-01-17 02:40:00","","394457.407487917","187231.530457387","허가테마파크업","","","0","","","","","3","0","0","0","","","0","0","","0","0","","0","0","안전성 검사대상 10종 14대, 안전성검사 비대상 18종 32대","0","","","","","","","0","","","","0",
