"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명",
"67","체육도장업","10_41_01_P","3040000","CDFH3301022025000003","2025-06-16","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 광장동 337-4","서울특별시 광진구 아차산로 624, 3층 (광장동)","04969","모노복싱","2026-01-05 15:42:46","U","2026-01-07 02:40:00","권투","209435.874794321","449554.195266349","체육도장업","사립","","1","0","0","0","","",
"68","체육도장업","10_41_01_P","4170000","CDFH3301022022000001","2022-10-13","","01","영업/정상","13","영업중","","","","","","","","경기도 양평군 양서면 용담리 475-4","경기도 양평군 양서면 목왕로 43, 3층","12584","미스터샤크양수유도짐","2026-01-05 10:17:27","U","2026-01-07 02:40:00","유도","228859.531643152","449162.230573542","체육도장업","사립","","0","0","0","0","","",
"69","체육도장업","10_41_01_P","4681000","CDFH3301022002000022","2002-03-15","","03","폐업","03","폐업","2026-01-05","","","","","","570-100","전북특별자치도 익산시 남중동 535-6","전북특별자치도 익산시 인북로 300 (남중동)","54633","가족태권도장","2026-01-05 15:44:25","U","2026-01-07 02:40:00","","196319.385071387","272745.30996416","체육도장업","사립","0","0","0","0","0","","",
"70","체육도장업","10_41_01_P","3300000","CDFH3301022021000003","2021-04-09","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 안락동 633-44","부산광역시 동래구 안연로 56, 6층 (안락동)","47901","우아유도관 낙민점","2026-01-05 09:48:54","U","2026-01-07 02:40:00","유도","391150.163528146","190145.061792957","체육도장업","사립","","1","0","846.02","0","","",
"71","체육도장업","10_41_01_P","4090000","CDFH3301022025000002","2025-02-19","","03","폐업","03","폐업","2026-01-02","","","","","","","경기도 김포시 고촌읍 신곡리 1068-1 엔타운 403-2호","경기도 김포시 고촌읍 장차로5번길 5-25, 엔타운 403-2호","10126","복싱아레나","2026-01-05 11:03:16","U","2026-01-07 02:40:00","권투","179487.725476277","455662.922346169","체육도장업","사립","","1","0","5517.32","0","","",
"72","체육도장업","10_41_01_P","3710000","CDFH3301022004000001","2004-12-17","","01","영업/정상","13","영업중","","","","","","","","울산광역시 동구 일산동 462-21","울산광역시 동구 대송로 11, 3층 (일산동)","44053","대건체육관","2026-01-05 10:22:35","U","2026-01-07 02:40:00","태권도","420229.591900724","225416.87824891","체육도장업","사립","","0","1","283.11","0","","",
"73","체육도장업","10_41_01_P","4170000","CDFH3301022016000004","2016-06-20","","01","영업/정상","13","영업중","","","","","031-772-7728","","","경기도 양평군 양평읍 양근리 396-17","경기도 양평군 양평읍 양근로147번길 6 (중앙태권도장)","12553","가온누리 용인대 태권도장","2026-01-05 10:13:26","U","2026-01-07 02:40:00","태권도","243093.291362425","443483.957979156","체육도장업","사립","","1","0","0","0","","",
"74","체육도장업","10_41_01_P","4170000","CDFH3301022018000001","2018-04-06","","01","영업/정상","13","영업중","","","","","","","","경기도 양평군 양평읍 공흥리 597-2","경기도 양평군 양평읍 중앙로 94, 2층","12558","양평준검관","2026-01-05 10:14:03","U","2026-01-07 02:40:00","검도","244074.026833408","443644.629740452","체육도장업","사립","","0","0","0","0","","",
"75","체육도장업","10_41_01_P","4170000","CDFH3301022023000002","2023-09-26","","01","영업/정상","13","영업중","","","","","","","","경기도 양평군 양평읍 양근리 434-3","경기도 양평군 양평읍 양근강변길 80, 지하1층","12555","양평챔피온복싱","2026-01-05 10:24:01","U","2026-01-07 02:40:00","권투","243078.135905294","443258.241180617","체육도장업","사립","","0","0","0","0","","",
"76","체육도장업","10_41_01_P","5690000","CDFH3301022023000017","2023-11-23","","01","영업/정상","13","영업중","","","","","","","","세종특별자치시 고운동 2091 대영상가2","세종특별자치시 고운뜰7길 9, 대영상가2 302,303,304호 (고운동)","30101","경희대온빛태권도","2026-01-05 09:22:38","U","2026-01-07 02:40:00","태권도","221472.617432445","334648.238886171","체육도장업","사립","","2","0","0","0","","",
"77","체육도장업","10_41_01_P","3830000","CDFH3301022024000006","2024-11-27","","01","영업/정상","13","영업중","","","","","","","","경기도 안양시 만안구 석수동 283-4","경기도 안양시 만안구 안양로 511, 4층 (석수동)","13968","파워점핑&화창태권도장","2026-01-05 20:36:37","U","2026-01-07 02:40:00","태권도","","","체육도장업","사립","","1","0","0","0","","",
"78","체육도장업","10_41_01_P","4181000","CDFH3301022026000001","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 퇴계동 1240 e편한세상 춘천 한숲시티","강원특별자치도 춘천시 안마산로 115, e편한세상 춘천 한숲시티 2층 (퇴계동)","24448","용인대행복한태권도장(퇴계점)","2026-01-07 17:34:44","I","2026-01-09 00:20:01","태권도","264260.591704341","483777.59503768","체육도장업","사립","","1","0","125068.3","0","","",
"79","체육도장업","10_41_01_P","4060000","CDFH3301022026000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 목동동 916 파주운정신도시 디에트르 센트럴","경기도 파주시 교하로 55, 상가동 B101호 (목동동, 파주운정신도시 디에트르 센트럴)","10872","도담마루 태권도장","2026-01-06 10:19:14","I","2026-01-09 00:20:01","태권도","176409.555031473","469746.049471922","체육도장업","사립","","0","0","0","0","","",
"80","체육도장업","10_41_01_P","4040000","CDFH3301022026000002","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","경기도 하남시 신장동 524-2 우신빌딩","경기도 하남시 대청로 30, 우신빌딩 3층 (신장동)","12951","하남 킥복싱 다이어트 오짐","2026-01-06 10:48:00","I","2026-01-09 00:20:01","권투","218973.694736305","448713.204533677","체육도장업","사립","","0","0","0","0","","",
"81","체육도장업","10_41_01_P","5530000","CDFH3301022026000001","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 오산동 985 동탄역 파라곤","경기도 화성시 동탄기흥로 393-20, 102호 (오산동, 동탄역 파라곤)","18479","대한복싱체육관","2026-01-07 14:48:45","I","2026-01-09 00:20:01","권투","207987.601352987","410503.173649684","체육도장업","사립","","1","0","0","0","","",
"82","체육도장업","10_41_01_P","3990000","CDFH3301022026000001","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","경기도 남양주시 다산동 6123-3","경기도 남양주시 다산중앙로82번길 72-39, 1층 (다산동)","12249","다산송라태권도장","2026-01-07 09:24:54","I","2026-01-09 00:20:01","태권도","214386.660418362","457419.623979117","체육도장업","사립","","1","0","0","0","","",
"83","체육도장업","10_41_01_P","3660000","CDFH3301022026000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","대전광역시 서구 둔산동 970 향촌상가 205호","대전광역시 서구 둔산로 15, 2층 205호 (둔산동, 향촌아파트)","35228","충효태권도(둔산)","2026-01-06 15:49:26","I","2026-01-09 00:20:01","태권도","233634.113249935","317098.143336917","체육도장업","사립","","1","0","1897.98","0","","",
"84","체육도장업","10_41_01_P","3300000","CDFH3301022026000001","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 사직동 89-10 삼영빌딩","부산광역시 동래구 사직로 58, 삼영빌딩 3층 (사직동)","47865","팀매드 사직","2026-01-07 10:30:43","I","2026-01-09 00:20:01","권투","387486.567862279","190438.962126337","체육도장업","사립","","1","0","1305.1","0","","",
"85","체육도장업","10_41_01_P","3560000","CDFH3301022026000001","2026-01-06","","01","영업/정상","13","영업중","","","","","032-568-0209","","","인천광역시 서구 청라동 162-9 라임타워","인천광역시 서구 청라라임로 65, 라임타워 9층 902호 (청라동)","22736","청라 청무검도관","2026-01-06 17:14:43","I","2026-01-09 00:20:01","검도","169252.5","447968.905","체육도장업","사립","","1","0","0","0","","",
"86","체육도장업","10_41_01_P","3560000","CDFH3301022026000002","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","인천광역시 서구 가정동 619-3 대건프라자","인천광역시 서구 염곡로 472, 대건프라자 7층 704, 705호 (가정동)","22883","복싱의 신","2026-01-06 17:42:31","I","2026-01-09 00:20:01","권투","170736.195342085","447227.476516139","체육도장업","사립","","1","0","0","0","","",
"87","체육도장업","10_41_01_P","4191000","CDFH3301022020000008","2020-06-26","","01","영업/정상","13","영업중","","","","","033-743-8574","","","강원특별자치도 원주시 무실동 1675-5","강원특별자치도 원주시 섬밭들1길 12-6 (무실동)","26385","온폼합기도","2026-01-07 17:59:51","U","2026-01-09 02:40:00","합기도","281578.783220647","426129.280137858","체육도장업","사립","","0","0","0","0","","",
"88","체육도장업","10_41_01_P","4181000","CDFH3301022013000003","2013-12-09","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 동내면 학곡리 859 춘천학곡 모아엘가 비스타 상가동 201-2호","강원특별자치도 춘천시 동내면 학곡지구길 22, 2층 (춘천학곡 모아엘가 비스타)","24473","용인대행복한태권도장","2026-01-07 17:39:46","U","2026-01-09 02:40:00","태권도","266442.343579981","482428.168317179","체육도장업","사립","","0","1","0","0","","",
"89","체육도장업","10_41_01_P","4191000","CDFH3301022009000014","2009-12-16","","01","영업/정상","13","영업중","","","","","746-8228","","220-935","강원특별자치도 원주시 단계동 94-18 3,4층","강원특별자치도 원주시 원문로100번길 35, 3,4층 (단계동)","26408","상지대효태권도","2026-01-06 17:53:49","U","2026-01-09 02:40:00","","282788.878364223","428989.32950741","체육도장업","사립","","1","1","0","0","","",
"90","체육도장업","10_41_01_P","4820000","CDFH3301021996000003","1996-04-26","","01","영업/정상","13","영업중","","","","","","","","전라남도 순천시 덕암동 1-112","전라남도 순천시 이수로 224-9 (덕암동)","57966","한라태권도체육관","2026-01-07 12:59:54","U","2026-01-09 02:40:00","태권도","246504.334396445","161511.49083196","체육도장업","사립","","0","0","201.84","0","","",
"91","체육도장업","10_41_01_P","4810000","CDFH3301021999000001","1999-05-13","","01","영업/정상","13","영업중","","","","","061-653-3476","","","전라남도 여수시 여서동 491-4","전라남도 여수시 여서로 166, 2층 (여서동)","59721","박사태권도장","2026-01-07 17:37:17","U","2026-01-09 02:40:00","태권도","264037.452015916","139064.380965566","체육도장업","사립","Y","","","979.71","","","",
"92","체육도장업","10_41_01_P","4830000","CDFH3301022012000002","2012-11-15","","03","폐업","03","폐업","2026-01-06","","","","","","520-130","전라남도 나주시 송월동 1134-2","전라남도 나주시 재신길 6-10 (송월동)","58262","금녕무예스쿨(유도)","2026-01-06 17:08:36","U","2026-01-09 02:40:00","유도","173919.177586286","169349.689248228","체육도장업","사립","","1","1","350.28","30","","",
"93","체육도장업","10_41_01_P","4830000","CDFH3301022001000002","2001-10-17","","03","폐업","03","폐업","2026-01-06","","","","","","","전라남도 나주시 남내동 56-2","전라남도 나주시 중앙로 8 (남내동)","58254","나주검도관","2026-01-06 16:23:54","U","2026-01-09 02:40:00","검도","174414.234187028","170143.37150512","체육도장업","사립","","0","0","363.06","0","","",
"94","체육도장업","10_41_01_P","4830000","CDFH3301022002000002","2002-05-01","","03","폐업","03","폐업","2026-01-06","","","","061-335-8595","","","전라남도 나주시 송월동 1134-2","전라남도 나주시 재신길 6-10 (송월동)","58262","나주건강교실","2026-01-06 17:09:49","U","2026-01-09 02:40:00","","173919.177586286","169349.689248228","체육도장업","사립","","0","0","120","0","","",
"95","체육도장업","10_41_01_P","4830000","CDFH3301022004000001","2004-10-07","","03","폐업","03","폐업","2026-01-06","","","","","","","전라남도 나주시 대호동 1040-10 용인대노안태권도장","전라남도 나주시 대호길 45-14, 용인대노안태권도장 (대호동)","58244","용인대 노안태권도장","2026-01-06 16:18:48","U","2026-01-09 02:40:00","태권도","174163.502443269","171285.593876886","체육도장업","사립","","0","0","140","0","","",
"96","체육도장업","10_41_01_P","4830000","CDFH3301022012000001","2012-02-20","","03","폐업","03","폐업","2026-01-06","","","","334-6272","","520-952","전라남도 나주시 이창동 175-1","전라남도 나주시 금영로 5, 3층 (이창동)","58270","PSJ무술 아카데미","2026-01-06 16:27:42","U","2026-01-09 02:40:00","","173874.920187584","166285.058151999","체육도장업","사립","","1","1","505.63","30","","",
"97","체육도장업","10_41_01_P","4830000","CDFH3301021989000001","1989-12-14","","03","폐업","03","폐업","2026-01-06","","","","061-333-4748","","","전라남도 나주시 남내동 110-2 나주체육관","전라남도 나주시 나주천2길 102, 나주체육관 (남내동)","58258","태권도나주체육관","2026-01-06 16:14:41","U","2026-01-09 02:40:00","","174293.271827657","170294.535579044","체육도장업","사립","","0","0","188","0","","",
"98","체육도장업","10_41_01_P","4830000","CDFH3301021989000002","1989-12-14","","03","폐업","03","폐업","2026-01-06","","","","061-332-7523","","","전라남도 나주시 죽림동 60-101","전라남도 나주시 남고문로 133-2 (죽림동)","58254","진성체육관","2026-01-06 16:15:30","U","2026-01-09 02:40:00","","174857.246500104","170064.0796396","체육도장업","사립","","0","0","66.58","0","","",
"99","체육도장업","10_41_01_P","4830000","CDFH3301021990000001","1990-03-19","","03","폐업","03","폐업","2026-01-06","","","","","","520-230","전라남도 나주시 삼영동 355-1 부영아파트 상가 1동 301호","","","승리체육관","2026-01-06 16:26:41","U","2026-01-09 02:40:00","","172578.05864158","166997.655437817","체육도장업","사립","","0","0","174.1","0","","",
"100","체육도장업","10_41_01_P","3940000","CDFH3301021997000015","1997-04-23","","01","영업/정상","13","영업중","","","","","962-6936","","412-270","경기도 고양시 덕양구 화정동 936 부영상가1동402호","","","JCS태권도 아카데미","2026-01-07 13:09:06","U","2026-01-09 02:40:00","태권도","184868.92002704","459396.626847271","체육도장업","사립","","0","0","0","0","","",
"101","체육도장업","10_41_01_P","3780000","CDFH3301022019000008","2019-09-19","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 분당구 금곡동 206 대덕프라자2 503호","경기도 성남시 분당구 정자일로 25, 대덕프라자2 503호 (금곡동)","13616","분당파워점핑줄넘기&태권도","2026-01-07 12:55:27","U","2026-01-09 02:40:00","태권도","209291.508474079","427822.517686434","체육도장업","사립","","1","","","","","",
"102","체육도장업","10_41_01_P","3600000","CDFH3301022015000002","2015-05-18","","01","영업/정상","13","영업중","","","","","","","502-010","광주광역시 서구 동천동 600 4층","광주광역시 서구 유림로98번길 3 (동천동, 4층)","61903","1.3.4리듬복싱(동천5호점)","2026-01-07 17:28:08","U","2026-01-09 02:40:00","","187578.542022858","185802.120528406","체육도장업","사립","","1","0","0","0","","",
"103","체육도장업","10_41_01_P","3990000","CDFH3301022012000009","2012-05-24","","01","영업/정상","13","영업중","","","","","","","472-501","경기도 남양주시 별내동 826-10 리츠프라자제2동 601호","경기도 남양주시 별내3로 318, 601호 (별내동, 리츠프라자제2동)","472-501","비룡 키즈 태권도장","2026-01-07 13:24:31","U","2026-01-09 02:40:00","","210335.598921934","462613.676654488","체육도장업","사립","","1","","","","","",
"104","체육도장업","10_41_01_P","3530000","CDFH3301022000000011","2000-07-01","","03","폐업","03","폐업","2026-01-07","","","","032-422-8733","","","인천광역시 남동구 간석동 194-1","인천광역시 남동구 석산로 167 (간석동)","21545","가온 태권도장","2026-01-07 11:06:41","U","2026-01-09 02:40:00","태권도","174324.97486278","439886.258455617","체육도장업","사립","","0","0","0","0","","",
"105","체육도장업","10_41_01_P","3600000","CDFH3301022020000005","2020-03-04","","01","영업/정상","13","영업중","","","","","","","","광주광역시 서구 금호동 250-13","광주광역시 서구 금화로 67, 우진빌딩 6층 601호 (금호동)","62007","PLAY 검도관","2026-01-06 13:33:21","U","2026-01-09 02:40:00","검도","186795.927705629","181478.413032356","체육도장업","사립","","","","","","","",
"106","체육도장업","10_41_01_P","3720000","CDFH3301022021000006","2021-12-24","","01","영업/정상","13","영업중","","","","","","","","울산광역시 북구 호계동 1005-5","울산광역시 북구 호계매곡1로 57, 1층 (호계동)","44225","은월태권도장","2026-01-07 16:29:28","U","2026-01-09 02:40:00","태권도","414038.977116859","239766.193752994","체육도장업","사립","","1","0","0","0","","",
"107","체육도장업","10_41_01_P","5020000","CDFH3301021996000002","1996-07-26","","03","폐업","03","폐업","2026-01-06","","","","242-8868","","","경상북도 포항시 북구 용흥동 419","경상북도 포항시 북구 용흥로 322-1 (용흥동)","37646","청룡태권도장","2026-01-07 14:07:39","U","2026-01-09 02:40:00","태권도","412011.660090848","285575.513374584","체육도장업","사립","","0","0","104.13","0","","",
"108","체육도장업","10_41_01_P","4830000","CDFH3301022020000002","2020-04-03","","03","폐업","03","폐업","2026-01-06","","","","061-332-3700","","","전라남도 나주시 남평읍 남평리 23-21","전라남도 나주시 남평읍 남평2로 44","58227","용무체육관","2026-01-06 16:59:55","U","2026-01-09 02:40:00","합기도","185570.029327491","171919.06734996","체육도장업","사립","","0","1","392.84","0","","",
"109","체육도장업","10_41_01_P","4830000","CDFH3301022020000003","2020-06-05","","03","폐업","03","폐업","2026-01-06","","","","","","","전라남도 나주시 빛가람동 330-5","전라남도 나주시 그린로 335, 수플러스빌딩 4층 403호 (빛가람동)","58325","빛가람합기도 JIU-JITSU","2026-01-06 15:57:43","U","2026-01-09 02:40:00","합기도","181148.025044686","168609.945982458","체육도장업","사립","","0","0","0","0","","",
"110","체육도장업","10_41_01_P","3660000","CDFH3301022017000003","2017-02-23","","01","영업/정상","13","영업중","","","","","","","","대전광역시 서구 둔산동 1215","대전광역시 서구 둔산로74번길 39, 2층 (둔산동)","35234","ALL바른i태권도 (둔산도장)","2026-01-07 09:54:25","U","2026-01-09 02:40:00","태권도","234235.544959659","316581.18001805","체육도장업","사립","","1","0","1641.87","0","","",
"111","체육도장업","10_41_01_P","3330000","CDFH3301022017000004","2017-02-20","","03","폐업","03","폐업","2026-01-06","","","","","","","부산광역시 해운대구 재송동 1041-3 금호아파트 상가","부산광역시 해운대구 재반로 141, 상가3층 (재송동, 금호아파트)","48051","싸이코 핏불스","2026-01-06 17:15:58","U","2026-01-09 02:40:00","권투","393645.035494837","190123.012320081","체육도장업","사립","","0","0","0","0","","",
"112","체육도장업","10_41_01_P","4050000","CDFH3301022012000004","2012-02-01","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 기흥구 구갈동 390","경기도 용인시 기흥구 용구대로2152번길 34, 201호 (구갈동)","16971","활기찬 용인대 KOREA 태권도","2026-01-07 18:00:16","U","2026-01-09 02:40:00","태권도","209673.10300926","419730.964268917","체육도장업","사립","Y","1","0","0","0","","",
"113","체육도장업","10_41_01_P","4060000","CDFH3301022018000002","2018-01-29","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 목동동 1052-1","경기도 파주시 교하로159번길 7, 5층 01~02호 (목동동)","10900","멘토 태권도장","2026-01-06 10:12:55","U","2026-01-09 02:40:00","태권도","176897.820376531","468980.546049991","체육도장업","사립","","1","0","0","0","","",
"114","체육도장업","10_41_01_P","4830000","CDFH3301022020000005","2020-10-06","","03","폐업","03","폐업","2026-01-06","","","","061-333-2927","","","전라남도 나주시 이창동 176-2 영산포사진관","전라남도 나주시 금영로 2, 3층 (이창동)","58272","용마무예원","2026-01-06 16:28:57","U","2026-01-09 02:40:00","합기도","173842.517177542","166231.302210026","체육도장업","사립","","0","0","368.25","0","","",
"115","체육도장업","10_41_01_P","3440000","CDFH3301022025000002","2025-06-24","","01","영업/정상","13","영업중","","","","","","","","대구광역시 남구 이천동 293-3","대구광역시 남구 대봉로34길 19 (이천동)","42433","클라쓰 영어 태권도장","2026-01-07 11:06:42","U","2026-01-09 02:40:00","태권도","344824.263703189","262645.356301048","체육도장업","사립","","0","0","0","0","","",
"116","체육도장업","10_41_01_P","5410000","CDFH3301022022000001","2022-07-05","","01","영업/정상","13","영업중","","","","","","","","경상남도 창녕군 창녕읍 말흘리 305-1","경상남도 창녕군 창녕읍 남창녕로 66, 2층","50331","승승장구태권도장","2026-01-07 11:18:03","U","2026-01-09 02:40:00","태권도","336095.460228668","227333.49036493","체육도장업","사립","","1","1","828.2","0","","",
"117","체육도장업","10_41_01_P","5380000","CDFH3301022007000004","2007-07-03","","01","영업/정상","13","영업중","","","","","","","","경상남도 양산시 상북면 석계리 122-10","경상남도 양산시 상북면 반회서8길 5-21, 1층","50557","화랑36태권도장","2026-01-06 13:20:49","U","2026-01-09 02:40:00","태권도","387000.251464995","214843.477329389","체육도장업","사립","","1","0","0","0","","",
"118","체육도장업","10_41_01_P","5410000","CDFH3301022017000001","2017-05-12","","03","폐업","03","폐업","2026-01-06","","","","","","","경상남도 창녕군 창녕읍 교상리 40","경상남도 창녕군 창녕읍 종로 44-1, 3층","50328","승승장구태권도장","2026-01-06 18:13:06","U","2026-01-09 02:40:00","태권도","335934.787028834","227877.870740841","체육도장업","사립","","0","0","749.44","0","","",
"119","체육도장업","10_41_01_P","5710000","CDFH3301022012000002","2012-01-11","","03","폐업","03","폐업","2026-01-01","","","","212-3914","","360-090","충청북도 청주시 상당구 영운동 124-11","충청북도 청주시 상당구 단재로 111, 2층 (영운동)","28737","강호체육관 청남도장","2026-01-06 15:47:14","U","2026-01-09 02:40:00","태권도","244440.110997508","346572.399113772","체육도장업","사립","","1","0","0","0","","",
"120","체육도장업","10_41_01_P","3130000","CDFH3301022016000003","2016-08-19","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 신수동 442-1","서울특별시 마포구 토정로 233, 2층 (신수동)","04088","나라찬 태권도장","2026-01-06 14:33:02","U","2026-01-09 02:40:00","태권도","194324.128449209","449102.782004731","체육도장업","사립","","1","0","0","0","","",
"121","체육도장업","10_41_01_P","5050000","CDFH3301022023000004","2023-10-13","","03","폐업","03","폐업","2026-01-06","","","","","","","경상북도 경주시 용강동 1628","경상북도 경주시 용황로 91-24, 2층 (용강동)","38069","용황무림태권도장","2026-01-07 16:35:44","U","2026-01-09 02:40:00","태권도","401177.604518918","267100.328764372","체육도장업","사립","","1","1","1114.68","0","","",
"122","체육도장업","10_41_01_P","4000000","CDFH3301022025000001","2025-01-17","","01","영업/정상","13","영업중","","","","","031-377-2079","","","경기도 오산시 서동 643 세교한양수자인 상가동 203~205호","경기도 오산시 여들동로 25, 상가동 2층 203~205호 (서동, 세교한양수자인)","18125","플라잉타이거태권도장","2026-01-07 10:01:39","U","2026-01-09 02:40:00","태권도","","","체육도장업","사립","","1","0","0","0","","",
"123","체육도장업","10_41_01_P","3510500","CDFH3301022025000001","2025-01-14","","01","영업/정상","13","영업중","","","","","","","","인천광역시 미추홀구 문학동 400-1 D동 지하","인천광역시 미추홀구 문학길 136, D동 지하 (문학동)","22238","필립 태권도장","2026-01-07 17:20:13","U","2026-01-09 02:40:00","태권도","172064.700920057","436973.273104626","체육도장업","사립","","1","0","0","0","","",
"124","체육도장업","10_41_01_P","3050000","CDFH3301022026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 이문동 149-8","서울특별시 동대문구 이문로 120, 이문아이파크자이 상가동 3층 A322~324호 (이문동)","02418","용인대 하랑 태권도장","2026-01-08 17:27:25","I","2026-01-10 00:20:07","태권도","205541.211931615","455132.605075423","체육도장업","사립","","0","0","0","0","","",
"125","체육도장업","10_41_01_P","4820000","CDFH3301022026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","전라남도 순천시 조례동 1833-5 미니스톱","전라남도 순천시 왕궁길 5, 지하 1층 (조례동)","57971","레츠 파라스포츠","2026-01-08 16:34:36","I","2026-01-10 00:20:07","태권도","248560.136709895","161818.776808781","체육도장업","사립","","1","0","0","0","","",
"126","체육도장업","10_41_01_P","3610000","CDFH3301022026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","062-710-2660","","","광주광역시 남구 방림동 556 모아2단지2차아파트 상가동 301호","광주광역시 남구 봉선1로 85, 모아2단지2차아파트 상가동 301호 (방림동)","61672","KG태비태권도","2026-01-08 09:04:02","I","2026-01-10 00:20:07","태권도","192215.005138448","181109.442948552","체육도장업","사립","","1","0","0","0","","",
"127","체육도장업","10_41_01_P","3230000","CDFH3301022026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 송파동 22-2 해븐빌딩","서울특별시 송파구 백제고분로41길 10, 지하1층 (송파동)","05621","제이앤제이복싱짐 잠실석촌점","2026-01-08 12:31:42","I","2026-01-10 00:20:07","권투","209513.025616925","444998.510751748","체육도장업","사립","","1","1","1605.42","0","","",
"128","체육도장업","10_41_01_P","3990000","CDFH3301022026000002","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","경기도 남양주시 진접읍 금곡리 1081-2 래일스타 501호","경기도 남양주시 진접읍 해밀예당1로 36, 래일스타 5층 501호","12066","진접와이어 아임주짓수","2026-01-08 17:53:08","I","2026-01-10 00:20:07","레슬링","216390.200082474","467747.219794567","체육도장업","사립","","1","0","0","0","","",
"129","체육도장업","10_41_01_P","3910000","CDFH3301022026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 안중읍 현화리 47","경기도 평택시 안중읍 안현로서6길 32, 301호","17936","선인유도관 평택 안중점","2026-01-08 15:21:23","I","2026-01-10 00:20:07","유도","193335.846403106","387033.874424604","체육도장업","사립","","0","0","0","0","","",
"130","체육도장업","10_41_01_P","3520000","CDFH3301022026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","인천광역시 연수구 송도동 3-6 아크리아","인천광역시 연수구 신송로125번길 13, 아크리아 5층 503-504호 (송도동)","21995","알유유도짐","2026-01-08 10:50:54","I","2026-01-10 00:20:07","유도","169034.025271855","432560.215153888","체육도장업","사립","","0","0","0","0","","",
"131","체육도장업","10_41_01_P","5670000","CDFH3301022026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","055-242-7070","","","경상남도 창원시 마산합포구 현동 531 202호","경상남도 창원시 마산합포구 현동6길 24, 2층 202호 (현동)","51778","감사랑리더십태권도장","2026-01-08 09:25:21","I","2026-01-10 00:20:07","태권도","341661.393285602","184065.703610688","체육도장업","사립","","1","0","702.37","0","","",
"132","체육도장업","10_41_01_P","4490000","CDFH3301022026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 서북구 성성동 681 405호","충청남도 천안시 서북구 성성8로 2-15 (성성동)","31078","플로우 유도짐 성성두정점","2026-01-08 13:18:10","I","2026-01-10 00:20:07","유도","211541.705314573","370948.251718747","체육도장업","사립","","1","0","0","0","","",
"133","체육도장업","10_41_01_P","4241000","CDFH3301022003000004","2003-04-22","","01","영업/정상","13","영업중","","","","","033-574-2846","","","강원특별자치도 삼척시 남양동 14-3","강원특별자치도 삼척시 중앙로 246 (남양동)","25922","삼척검도관","2026-01-08 16:10:57","U","2026-01-10 02:40:00","","391821.208754411","440310.397481932","체육도장업","사립","","0","0","226.2","0","","",
"134","체육도장업","10_41_01_P","4241000","CDFH3301022003000006","2003-04-22","","01","영업/정상","13","영업중","","","","","033-573-3057","","245-803","강원특별자치도 삼척시 원덕읍 임원리 3-5","강원특별자치도 삼척시 원덕읍 삼척로 424","25961","원덕체육관","2026-01-08 14:31:58","U","2026-01-10 02:40:00","","407488.390566901","410737.213043854","체육도장업","사립","","0","0","0","0","","",
"135","체육도장업","10_41_01_P","4241000","CDFH3301022003000007","2003-04-22","","01","영업/정상","13","영업중","","","","","033-572-0566","","","강원특별자치도 삼척시 교동 744-7 파인힐빌딩","강원특별자치도 삼척시 청석로 59, 정소아과병원 (교동)","25924","영동태권도장","2026-01-08 16:23:04","U","2026-01-10 02:40:00","","392446.084654054","440666.040272854","체육도장업","사립","","0","0","0","0","","",
