"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","사업자등록번호",
"81","국내외여행업","03_12_02_P","3150000","CDFI2260022022000003","2009-12-24","","01","영업/정상","13","영업중","","","","","02-3789-2222","","","서울특별시 강서구 화곡동 1066-10 충효빌딩 501호","서울특별시 강서구 화곡로 143, 충효빌딩 501호 (화곡동)","07714","(주)진트래블","2026-01-07 15:34:37","U","2026-01-09 02:40:00","","185582.007190235","448778.356672536","국내외여행업","","","0","","","서울보증보험(3천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","60000000","20260101","20261231","","0","",
"82","국내외여행업","03_12_02_P","3000000","CDFI2260022024000025","2017-08-07","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 종로1가 24 르메이에르종로타운1","서울특별시 종로구 종로 19, 르메이에르종로타운1 1009호 (종로1가)","03157","(주)로얄투어서비스","2026-01-07 15:42:29","U","2026-01-09 02:40:00","","198150.300374121","452019.212642931","국내외여행업","","","0","","","한국관광협회중앙회(3천만원)","사무실","0","0","0","0","","","0","0","","0","0","","0","16.58","","0","","","","","","","50000000","20260106","20270106","","17","",
"83","국내외여행업","03_12_02_P","3290000","CDFI2260022024000010","2019-11-27","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 405-41","부산광역시 부산진구 부전로 117-10, 지하 1층 (부전동)","47255","마이투어","2026-01-07 16:59:51","U","2026-01-09 02:40:00","","387128.683805944","186579.587824529","국내외여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","45000000","20260103","20270102","","0","",
"84","국내외여행업","03_12_02_P","4500000","CDFI2260022024000002","2024-07-18","","01","영업/정상","13","영업중","","","","","","","","충청남도 공주시 교동 60 1층","충청남도 공주시 용당길 48, 1층 (교동)","32541","우리여행사","2026-01-07 11:36:20","U","2026-01-09 02:40:00","","210651.952667843","328670.818379555","국내외여행업","","","1","","","","","0","0","0","0","","","0","0","","0","0","","0","76.85","","0","","","","","","","30000000","","","","77","",
"85","국내외여행업","03_12_02_P","4020000","CDFI2260022020000001","2020-02-19","","03","폐업","03","폐업","2026-01-05","","","","031-394-6030","","","경기도 군포시 산본동 1138 우정빌딩","경기도 군포시 산본로323번길 20-25, 우정빌딩 5층 (산본동)","15865","원풍시스템(주)","2026-01-06 13:07:24","U","2026-01-09 02:40:00","","193806.224933231","428625.247557726","국내외여행업","","중심상업지역","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","371.69","","0","","","","","","","2093350780","20241113","20251112","","372","",
"86","국내외여행업","03_12_02_P","3940000","CDFI2260022025000032","2010-01-27","","01","영업/정상","13","영업중","","","","","02-3775-2347","","","경기도 고양시 덕양구 향동동 513","경기도 고양시 덕양구 향기4로 17, 디엠씨하우스토리 501호 (향동동)","10546","모닝베네스트(주)","2026-01-06 10:51:00","U","2026-01-09 02:40:00","","190806.171805749","455273.938995934","국내외여행업","","","0","","","서울보증보험(일억원)","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20251027","20261026","","0","",
"87","국내외여행업","03_12_02_P","3740000","CDFI2260022025000015","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 권선구 세류동 579-16","경기도 수원시 권선구 정조로443번길 45, 103호 (세류동)","16655","활주로여행사","2026-01-07 13:07:10","U","2026-01-09 02:40:00","","200910.713034293","416466.455247909","국내외여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","20251231","20261230","","0","",
"88","국내외여행업","03_12_02_P","3180000","CDFI2260022023000013","2014-12-30","","01","영업/정상","13","영업중","","","","","02-318-0967","","","서울특별시 영등포구 양평동3가 45 롯데마트 양평점","서울특별시 영등포구 선유로 138, 롯데마트 양평점 B1층 (양평동3가)","07255","주식회사 마루여행","2026-01-07 10:49:32","U","2026-01-09 02:40:00","","190352.321686588","447095.641206789","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","MARU TOUR Co., Ltd.","Overseas travel business","0","0","","0","0","","0","0","","0","","","","","","","0","20260113","20270112","","0","",
"89","국내외여행업","03_12_02_P","3200000","CDFI2260022023000001","2016-06-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 신림동 1666-50","서울특별시 관악구 시흥대로 540, F1층 (신림동)","08768","(주)아트앤트래블","2026-01-07 09:02:39","U","2026-01-09 02:40:00","","191144.418041034","442139.911784145","국내외여행업","","","0","","","서울보증보험(3천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","60000000","20251123","20261122","","0","",
"90","국내외여행업","03_12_02_P","3670000","CDFI2260022018000002","2018-02-09","","01","영업/정상","13","영업중","","","","","","","","대전광역시 유성구 봉명동 561-10","대전광역시 유성구 계룡로 47, 3층 (봉명동)","34175","(주)이에스항공여행사","2026-01-07 09:44:26","U","2026-01-09 02:40:00","","230122.686390406","317221.933918788","국내외여행업","","","0","","","한국관광협회중앙회 관광공제회","","0","0","0","0","ES AIR TRAVEL CO., LTD","Overseas Travel Agency","0","0","","0","0","","0","0","","0","","","","","","","100000000","20251229","20261229","","0","",
"91","국내외여행업","03_12_02_P","3660000","CDFI2260022005000001","2005-01-28","","01","영업/정상","13","영업중","","","","","042-488-6666","","302-831","대전광역시 서구 둔산동 1417 리치빌 133호","대전광역시 서구 둔산중로 40 (둔산동,리치빌 133호)","","(주)대전현대드림투어","2026-01-06 09:34:53","U","2026-01-09 02:40:00","","234687.856992032","316678.992775162","국내외여행업","관광사업","","0","","","대전광역시관광협회","","0","0","0","0","Daejeon Hyundai Dream Tour Co. Ltd","Oversea Travel Agency","0","0","","0","0","","0","0","","0","","","","","","","150000000","20260105","20270105","","0","",
"92","국내외여행업","03_12_02_P","5670000","CDFI2260022015000015","2015-12-15","","01","영업/정상","13","영업중","","","","","","","","경상남도 창원시 마산회원구 내서읍 호계리 282 307호","경상남도 창원시 마산회원구 내서읍 호원로 226, 현대프라자 307호","51245","(주)대홍여행사","2026-01-07 09:52:51","U","2026-01-09 02:40:00","","338407.548076367","195952.335845806","국내외여행업","","일반상업지역","8","기타","","경상남도관광협회","근린생활시설","1","0","0","0","","","0","0","","0","0","","0","86.33","","0","","","","","","","90000000","20260107","20270107","","86","",
"93","국내외여행업","03_12_02_P","3740000","CDFI2260022012000007","2012-04-12","","01","영업/정상","13","영업중","","","","","","","441-813","경기도 수원시 권선구 고색동 958 수원첨단벤처밸리 103호","경기도 수원시 권선구 오목천로152번길 40, 103호 (고색동, 수원첨단벤처벨리)","16642","주식회사 에이엠투어","2026-01-06 09:56:43","U","2026-01-09 02:40:00","","197917.84726514","415670.897402116","국내외여행업","","상업지역","12","기타","","서울보증보험주식회사","근린생활시설","11","1","0","0","","","0","0","","0","0","","0","38.94","","0","","","","","","","100000000","20260101","20261231","","39","",
"94","국내외여행업","03_12_02_P","3460000","CDFI2260022020000002","2013-06-27","","01","영업/정상","13","영업중","","","","","053-201-1113","","","대구광역시 수성구 만촌동 1356-5 이마트만촌점","대구광역시 수성구 동원로 136, 이마트만촌점 (만촌동)","42037","투어패밀리","2026-01-07 14:37:26","U","2026-01-09 02:40:00","","347757.985568431","264692.744180043","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","TOUR FAMILY","Domestic and Overseas travel business","0","0","","0","0","","0","0","","0","","","","","","","90000000","20251221","20261220","","0","",
"95","국내외여행업","03_12_02_P","3940000","CDFI2260022025000026","2025-10-22","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산서구 주엽동 110 효원메이저","경기도 고양시 일산서구 중앙로 1449, 효원메이저 1001-235호 (주엽동)","10387","말로카트래블","2026-01-06 10:53:50","U","2026-01-09 02:40:00","","178684.46883454","463167.696305969","국내외여행업","","","0","","","서울보증보험(삼천만원)","","0","0","0","0","maloka travel","Overseas and Domestic travel business","0","0","","0","0","","0","0","","0","","","","","20260102","20270101","30000000","20260102","20270101","","0","",
"96","국내외여행업","03_12_02_P","6510000","CDFI2260022025000027","2025-12-24","","01","영업/정상","13","영업중","","","","","064-805-5009","","","제주특별자치도 제주시 애월읍 광령리 2535 제주관광대학교 창업보육센터 별관 501호","제주특별자치도 제주시 애월읍 평화로 2715, 제주관광대학교 창업보육센터 별관 501호","63063","유한회사 컬러랩제주","2026-01-06 18:04:54","U","2026-01-09 02:40:00","","147336.714653566","-5157.89475124236","국내외여행업","","","0","","","제주특별자치도관광협회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","136000000","20260106","20270106","","0","",
"97","국내외여행업","03_12_02_P","3130000","CDFI2260022025000033","2025-12-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 성산동 114-3 성산동 성일 APT","서울특별시 마포구 월드컵북로 98, 2층 202-543호 (성산동, 성산동 성일 APT)","03978","주식회사 탑엑스포항공","2026-01-07 19:24:52","U","2026-01-09 02:40:00","","192403.199513268","451124.615897058","국내외여행업","","","0","","","관광공제회(01-26-0024호)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20260107","20270107","","0","",
"98","국내외여행업","03_12_02_P","3130000","CDFI2260022025000032","2025-12-19","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 동교동 146-8 한국특허기술진흥원빌딩","서울특별시 마포구 연희로 11, 한국특허기술진흥원빌딩 엘에스-539호 (동교동)","03985","주식회사 솔앤비투어","2026-01-06 16:40:02","U","2026-01-09 02:40:00","","193413.724609631","450850.558414084","국내외여행업","","","0","","","관광공제회(01-26-0013호)","","0","0","0","0","SORENBITOUR Inc","Overseas and Domestic Travel Business","0","0","","0","0","","0","0","","0","","","","","","","0","20260105","20270105","","0","",
"99","국내외여행업","03_12_02_P","3460000","CDFI2260022025000009","2025-05-01","","01","영업/정상","13","영업중","","","","","","","","대구광역시 수성구 범어동 805-410","대구광역시 수성구 범어천로 43, 2층 (범어동)","42141","민블투어","2026-01-07 09:16:26","U","2026-01-09 02:40:00","","346573.138085647","262417.984160725","국내외여행업","","","1","","","서울보증보험","","0","0","0","0","MINABLE TOUR","Domestic and Overseas travel business","0","0","","0","0","","0","0","","0","","","","","","","30000000","20250501","20260430","","0","",
"100","국내외여행업","03_12_02_P","3630000","CDFI2260022024000001","2024-02-14","","01","영업/정상","13","영업중","","","","","","","","광주광역시 광산구 월곡동 613-1 하남금호타운","광주광역시 광산구 월곡산정로 80, 상가동 312호 (월곡동, 하남금호타운)","62356","주식회사 에이스트레블","2026-01-06 10:53:22","U","2026-01-09 02:40:00","","183235.509207896","184597.673134258","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","20250214","20260213","","0","",
"101","국내외여행업","03_12_02_P","5380000","CDFI2260022014000002","2014-05-20","","01","영업/정상","13","영업중","","","","","055-375-5656","","626-110","경상남도 양산시 북정동 888-9 202호","경상남도 양산시 양산대로 986, 202호 (북정동)","50572","그린고속관광 주식회사","2026-01-06 15:59:53","U","2026-01-09 02:40:00","","385372.066159507","208425.732902392","국내외여행업","","","3","","","한국관광협회중앙회 여행공제회","근린생활시설","2","0","0","0","Green Express Sightseeing Corp.","Domestic & Overseas Travel Business","0","0","","0","0","","0","0","","0","","","","","","","300000000","20240521","20250520","","0","",
"102","국내외여행업","03_12_02_P","3040000","CDFI2260022017000001","2017-01-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 자양동 846-8","서울특별시 광진구 뚝섬로27길 47 (자양동)","05078","대신여행사","2026-01-06 14:39:33","U","2026-01-09 02:40:00","","205790.746988179","448412.018770172","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","20260112","20270111","","0","",
"103","국내외여행업","03_12_02_P","3160000","CDFI2260022005000007","2005-07-26","","01","영업/정상","13","영업중","","","","","02-855-2266","","152-840","서울특별시 구로구 구로동 83-4 광진빌딩 602호","서울특별시 구로구 가마산로 250, 602호 (구로동, 광진빌딩)","08306","(주)허브투어","2026-01-06 16:35:44","U","2026-01-09 02:40:00","","190085.467355187","443627.262404662","국내외여행업","관광사업","","0","","","서울특별시관광협회","","0","0","0","0","","","0","0","","0","0","","0","79.2","","0","","","","","","","100000000","20260114","20270114","","79","",
"104","국내외여행업","03_12_02_P","3400000","CDFI2260022025000002","2025-08-21","","03","폐업","03","폐업","2025-12-31","","","","","","","부산광역시 기장군 기장읍 청강리 111-8","부산광역시 기장군 기장읍 기장대로 495, 삼영코스모타워 12층 1212호","46072","YOUN TOUR","2026-01-07 11:55:33","U","2026-01-09 02:40:00","","401991.886648924","195612.17382655","국내외여행업","","","0","","","sgi서울보증","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","20250825","20260824","","0","",
"105","국내외여행업","03_12_02_P","3100000","CDFI2260022023000001","2023-01-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 노원구 상계동 450 교림노원프라자 130호","서울특별시 노원구 한글비석로 444, 교림노원프라자 130호 (상계동)","01666","문화투어","2026-01-06 13:32:31","U","2026-01-09 02:40:00","","205978.185783794","462367.006783272","국내외여행업","","","0","","","한국관광협회중앙회 관광공제회","","0","0","0","0","Mun Hwa Tour","Domestic and Overseas Travel Business","0","0","","0","0","","0","38.3","","0","","","","","","","30000000","20260106","20270106","","38","",
"106","국내외여행업","03_12_02_P","5060000","CDFI2260022022000002","2022-11-18","","03","폐업","03","폐업","2025-12-31","","","","054-433-8118","","","경상북도 김천시 평화동 245-20","경상북도 김천시 김천로 73-1 (평화동)","39597","청노을 투어","2026-01-07 09:38:13","U","2026-01-09 02:40:00","","299949.758485891","292253.541191241","국내외여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","69","","0","","","","","","","30000000","","","","69","",
"107","국내외여행업","03_12_02_P","3180000","CDFI2260022022000033","2018-01-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 당산동6가 217-4 수정빌딩","서울특별시 영등포구 양평로 24, 수정빌딩 5층 525호 (당산동6가)","07223","새늘탑","2026-01-07 11:27:49","U","2026-01-09 02:40:00","","191425.722339989","447891.794625907","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","SAENEULTOP","OVERSEAS TRAVEL BUSINESS","0","0","","0","0","","0","0","","0","","","","","","","30000000","20260104","20270103","","0","",
"108","국내외여행업","03_12_02_P","3780000","CDFI2260022003000022","2003-01-09","","01","영업/정상","13","영업중","","","","","031-708-4848","","","경기도 성남시 분당구 서현동 248-5 코코프라자","경기도 성남시 분당구 서현로210번길 20, 코코프라자 2층 202호 (서현동)","13591","(주)하나관광항공여행사","2026-01-07 16:07:01","U","2026-01-09 02:40:00","","210921.448431351","431547.599479153","국내외여행업","관광사업","","0","","","한국관광협회중앙회","","0","0","0","0","","","0","0","","0","0","","0","23.44","","0","","","","","","","100000000","20230215","20240215","","23","",
"109","국내외여행업","03_12_02_P","3160000","CDFI2260022025000003","2025-05-26","","03","폐업","03","폐업","2026-01-06","","","","","","","서울특별시 구로구 구로동 1267 신도림태영타운","서울특별시 구로구 새말로 93, 상가2동 지층 111호 (구로동, 신도림태영타운)","08288","로켓비자","2026-01-06 14:42:23","U","2026-01-09 02:40:00","","190082.929062305","444879.272777977","국내외여행업","","","0","","","서울특별시관광협회","","0","0","0","0","","","0","0","","0","0","","0","3","","0","","","","","","","30000000","20250609","20260609","","3","",
"110","국내외여행업","03_12_02_P","3660000","CDFI2260022025000003","2025-06-27","","01","영업/정상","13","영업중","","","","","","","","대전광역시 서구 둔산동 1273","대전광역시 서구 둔산로 63, 403-921호 (둔산동)","35233","(주)투어쉽","2026-01-06 09:15:01","U","2026-01-09 02:40:00","","234126.024020597","316816.452916963","국내외여행업","","","0","","","(사)대전광역시관광협회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20250627","20260626","","0","",
"111","국내외여행업","03_12_02_P","3130000","CDFI2260022022000020","2014-08-11","","03","폐업","03","폐업","2026-01-07","","","","","","","서울특별시 마포구 공덕동 30-10 솔리스타","서울특별시 마포구 만리재로 113, 솔리스타 310호 (공덕동)","04208","지오크라운","2026-01-07 15:28:19","U","2026-01-09 02:40:00","","196439.531366756","449780.971341194","국내외여행업","","","0","","","서울보증(2023 0087 5904호)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","62113708","20230210","20240209","","0","",
"112","국내외여행업","03_12_02_P","3180000","CDFI2260022025000002","2003-01-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 당산동 121-173 대한빌딩","서울특별시 영등포구 버드나루로 139, 대한빌딩 301호 (당산동)","07226","(주)로얄홀리데이","2026-01-07 11:23:58","U","2026-01-09 02:40:00","","191710.784682599","447593.618099248","국내외여행업","관광사업","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","20260102","20270101","100000000","20260102","20270101","","0","",
"113","국내외여행업","03_12_02_P","3380000","CDFI2260022023000007","2023-12-21","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 남천동 6-15 4층, F15","부산광역시 수영구 남천동로108번길 20, 4층 F15호 (남천동)","48304","패키지투어품격여행","2026-01-07 15:34:15","U","2026-01-09 02:40:00","","392438.168406013","185050.932337216","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","20251222","20280821","","0","",
"114","국내외여행업","03_12_02_P","3180000","CDFI2260022022000016","2022-05-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 당산동3가 395-25","서울특별시 영등포구 국회대로28길 17, 한얼빌딩 4층 238호 (당산동3가)","07256","(주)보성하이투어","2026-01-07 17:14:10","U","2026-01-09 02:40:00","","190586.062540107","447216.925498911","국내외여행업","","주거지역","0","","","서울보증보험","","0","0","0","0","BOSUNG HI TOUR","OVERSEAS TRAVEL BUSINESS","0","0","","0","0","","0","0","","0","","","","","","","100000000","20260101","20261231","","0","",
"115","국내외여행업","03_12_02_P","3590000","CDFI2260022023000004","2023-01-04","","01","영업/정상","13","영업중","","","","","","","","광주광역시 동구 대인동 133-1","광주광역시 동구 구성로194번길 25, 2층 (대인동)","61473","한우리여행사","2026-01-07 13:16:21","U","2026-01-09 02:40:00","","192291.277349542","183604.090346189","국내외여행업","","","0","","","광주관광협회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20260110","20270110","","0","",
"116","국내외여행업","03_12_02_P","3830000","CDFI2260022025000001","2025-01-22","","01","영업/정상","13","영업중","","","","","","","","경기도 안양시 동안구 비산동 1103 은하수벽산아파트 상가동 202호","경기도 안양시 동안구 시민대로159번길 58, 은하수벽산아파트 상가동 202호 (비산동)","14045","(주)케이티씨씨(KTCC)","2026-01-06 16:40:55","U","2026-01-09 02:40:00","","195252.323449509","432270.094983383","국내외여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","24.3","","0","","","","","","","30000000","20260124","20270123","","24","",
"117","국내외여행업","03_12_02_P","3130000","CDFI2260022025000003","2025-01-09","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 378-3","서울특별시 마포구 잔다리로7길 3, 602호 (서교동)","04034","주식회사 글로벌투어뱅크","2026-01-06 13:12:54","U","2026-01-09 02:40:00","","192640.564574754","450068.938827426","국내외여행업","","","0","","","관광공제회(01-26-0007호)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","20260115","20270115","","0","",
"118","국내외여행업","03_12_02_P","3530000","CDFI2260022026000001","2013-05-20","","01","영업/정상","13","영업중","","","","","","","","인천광역시 남동구 간석동 775-2 에스엠빌딩 101호","인천광역시 남동구 경인로 722, 남양빌딩 101호 (간석동)","21514","우노웍스 앤 트립","2026-01-08 09:41:46","I","2026-01-10 00:20:07","","174239.011334692","441371.566765983","국내외여행업","","준주거지역","0","","","서울보증보험주식회사","근린생활시설","0","3","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","60000000","20250416","20260415","","0","",
"119","국내외여행업","03_12_02_P","4800000","CDFI2260022026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","전라남도 목포시 남교동 164","전라남도 목포시 수문로 32, 2층 214호 (남교동)","58724","여기투어 유한회사","2026-01-08 15:13:25","I","2026-01-10 00:20:07","","143434.28634348","143995.311756241","국내외여행업","","","0","","","","","2","0","0","0","","","0","0","","0","0","","0","23.79","","0","","","","","","","30000000","","","","24","",
"120","국내외여행업","03_12_02_P","4181000","CDFI2260022026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 칠전동 601-2","강원특별자치도 춘천시 칠전동1길 5-15, 1층 (칠전동)","24456","주식회사 모바","2026-01-08 14:35:11","I","2026-01-10 00:20:07","","262842.575","482353.045","국내외여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","","","","0","",
"121","국내외여행업","03_12_02_P","3150000","CDFI2260022026000002","2018-05-17","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 등촌동 648 우현빌딩 4173호","서울특별시 강서구 공항대로59길 8, 우현빌딩 4173호 (등촌동)","07563","참호주 투어","2026-01-08 16:13:17","I","2026-01-10 00:20:07","","187917.439597431","449984.307330522","국내외여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","20190620","20200619","","0","",
"122","국내외여행업","03_12_02_P","3000000","CDFI2260022026000003","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 인사동 194-4 하나로빌딩","서울특별시 종로구 인사동5길 25, 하나로빌딩 801호 (인사동)","03162","에이에스케이마케팅투어","2026-01-08 17:13:16","I","2026-01-10 00:20:07","","198643.543485167","452199.798612424","국내외여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","3.3","","0","","","","","","","30000000","","","","3","",
"123","국내외여행업","03_12_02_P","4731000","CDFI2260022026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 진안군 진안읍 군하리 2","전북특별자치도 진안군 진안읍 전진로 3410-19","55438","삼보 여행사","2026-01-08 13:03:30","I","2026-01-10 00:20:07","","239238.625622855","254072.7775714","국내외여행업","","","1","","","","사무실","1","0","0","0","","","0","0","","0","0","","0","94.01","","0","","","","","","","30000000","","","","94","",
"124","국내외여행업","03_12_02_P","3010000","CDFI2260022026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","02-6367-0202","","","서울특별시 중구 중림동 355 브라운스톤서울","서울특별시 중구 청파로 464, 브라운스톤서울 101-2606호 (중림동)","04510","타비 투 재팬","2026-01-08 14:32:18","I","2026-01-10 00:20:07","","197133.181826761","450929.253706925","국내외여행업","","","0","","","","","0","0","0","0","TABI TO JAPAN","Domestic and Overseas travel business","0","0","","0","0","","0","0","","0","","","","","","","40000000","","","","0","",
"125","국내외여행업","03_12_02_P","3130000","CDFI2260022026000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 아현동 737 마포 에스케이 허브 블루","서울특별시 마포구 마포대로 204, 마포 에스케이 허브 블루 1동 1017호 (아현동)","04206","주식회사 유니드마이스","2026-01-08 15:04:29","I","2026-01-10 00:20:07","","196087.923812924","449970.561400617","국내외여행업","","","0","","","서울보증(2026 0018 2780)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","20260108","20270107","","0","",
"126","국내외여행업","03_12_02_P","4580000","CDFI2260022022000001","2022-04-25","","03","폐업","03","폐업","2022-07-26","","","","041-956-6759","","","충청남도 서천군 장항읍 신창리 149-18","충청남도 서천군 장항읍 장항로 148-1, 2층","33669","지구촌여행사","2026-01-08 09:33:27","D","2026-01-10 02:30:00","","172338.798065723","279016.516748616","국내외여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","35285792","","","","0","",
"127","국내외여행업","03_12_02_P","4580000","CDFI2260022004000001","2004-08-09","","03","폐업","03","폐업","2019-01-03","","","","953-9934","","325-802","충청남도 서천군 서천읍 군사리 185-7번지","충청남도 서천군 서천읍 충절로121번길 11","33645","(주)통일해외관광","2026-01-08 09:32:47","D","2026-01-10 02:30:00","","172549.520988834","286084.388924141","국내외여행업","관광사업","일반상업지역","2","기타","","한국관광협회중앙회 여행공제회","사무실","2","0","0","0","","","0","0","","0","0","","0","55","","0","","","","","","","20000000","20140127","20150127","","55","",
"128","국내외여행업","03_12_02_P","4490000","CDFI2260022006000003","1996-05-23","","01","영업/정상","13","영업중","","","","","041-585-2222","","","충청남도 천안시 서북구 직산읍 양당리 133","충청남도 천안시 서북구 직산읍 부송로 206","31029","(합)산들여행사","2026-01-08 14:11:49","U","2026-01-10 02:40:00","","210060.363546881","375599.179166322","국내외여행업","관광사업","자연녹지지역","2","주택가주변","","관광공제회","기타","2","0","0","0","","","0","0","","0","0","","0","332.94","","0","","","","","","","150000000","20251212","20261212","","333","",
"129","국내외여행업","03_12_02_P","5580000","CDFI2260022011000001","2011-11-22","","01","영업/정상","13","영업중","","","","","042-254-5207","","","충청남도 계룡시 금암동 277-17","충청남도 계룡시 금암로 28, 302호 (금암동)","32823","(주)즐거운여행명성관광","2026-01-08 11:07:26","U","2026-01-10 02:40:00","","222086.317871467","308915.615965513","국내외여행업","","","0","","","한국관광협회 중앙회","","0","0","0","0","","","0","0","","0","0","","0","96.6","","0","","","","","","","100000000","20251222","20261222","","97","",
"130","국내외여행업","03_12_02_P","4600000","CDFI2260022014000003","2014-11-13","","01","영업/정상","13","영업중","","","","","041-631-0070","","350-806","충청남도 홍성군 홍성읍 대교리 611","충청남도 홍성군 홍성읍 의사로72번길 6","32219","공감여행사","2026-01-08 13:04:58","U","2026-01-10 02:40:00","","170586.439964823","344760.874133554","국내외여행업","","","0","","","충남관광협회","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","60000000","20251227","20261227","","0","",
"131","국내외여행업","03_12_02_P","3000000","CDFI2260022018000002","2018-01-03","","01","영업/정상","13","영업중","","","","","02-738-1414","","","서울특별시 종로구 종로1가 24 르메이에르종로타운1","서울특별시 종로구 종로 19, 르메이에르종로타운1 A동 1502호 (종로1가)","03157","주식회사 투랩","2026-01-08 17:21:37","U","2026-01-10 02:40:00","","198150.300374121","452019.212642931","국내외여행업","","","0","","","관광공제회(40,000,000)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20260109","20270109","","0","",
