"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수","사업자등록번호",
"67","수질오염원설치시설(기타)","09_30_12_P","5090000","509000025200300043","2003-06-17","","03","폐업","2","폐업","2025-08-20","","","","054-637-3035","","","경상북도 영주시 풍기읍 성내리 31-1","경상북도 영주시 풍기읍 기주로 88","750-805","참사랑외과의원","2026-01-05 13:53:00","U","2026-01-07 02:40:00","","336023.61429013","375371.61526991","기타수질오염원관리","","","","","0","","0","5129602843",
"68","수질오염원설치시설(기타)","09_30_12_P","3050000","305000025202100028","2021-04-15","","03","폐업","2","폐업","2026-01-05","","","","02)955-4242","","","서울특별시 동대문구 용두동 33-1 홈플러스 동대문점","서울특별시 동대문구 천호대로 133, 홈플러스 동대문점 (용두동)","02565","아이피아안경","2026-01-05 17:54:53","U","2026-01-07 02:40:00","","203356.957362754","452469.300221465","기타수질오염원관리","","","","","0","","0","2042924959",
"69","수질오염원설치시설(기타)","09_30_12_P","4000000","400000025199800012","1998-04-24","","01","영업/정상","11","영업","","","","","031 3768585","","","경기도 오산시 수청동 58-3 금성공업사","경기도 오산시 내삼미로 9, 금성공업사 (수청동)","18114","주식회사 금성공업사기아오토큐","2026-01-05 17:09:36","U","2026-01-07 02:40:00","","205940.066746598","406897.060823062","기타수질오염원관리","","","","","0","","0","6648103718",
"70","수질오염원설치시설(기타)","09_30_12_P","3730000","373000025199800007","1998-10-14","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-01-05","","","","052 262 3456","","","울산광역시 울주군 언양읍 남부리 154-2","울산광역시 울주군 언양읍 헌양길 53","44946","미화포토칼라","2026-01-05 17:26:04","U","2026-01-07 02:40:00","","392524.255629877","231546.637658959","기타수질오염원관리","","","","","0","","0","6202277703",
"71","수질오염원설치시설(기타)","09_30_12_P","5540000","554000025202100001","2021-01-26","","01","영업/정상","11","영업","","","","","","","","경기도 광주시 문형동 42-12","경기도 광주시 봉골길 131-27","12774","카본모터스","2026-01-05 11:13:38","U","2026-01-07 02:40:00","","","","기타수질오염원관리","","","","","0","","0","7961002961",
"72","수질오염원설치시설(기타)","09_30_12_P","4050000","563000025201700001","2017-06-27","","01","영업/정상","11","영업","","","","","031-896-4444","","","경기도 용인시 기흥구 보정동 547-26","경기도 용인시 기흥구 용구대로2469번길 122 (보정동)","16905","주식회사 트루모터스","2026-01-05 15:57:34","U","2026-01-07 02:40:00","","209309.451848861","423949.9609769","기타수질오염원관리","","","","","0","","0","2068626301",
"73","수질오염원설치시설(기타)","09_30_12_P","3640000","364000025202200002","2022-10-02","","01","영업/정상","11","영업","","","","","042-284-4971","","","대전광역시 동구 용운동 342-2","대전광역시 동구 새울로 58 (용운동)","34522","㈜제이에스모터스대전","2026-01-05 17:20:19","U","2026-01-07 02:40:00","","241473.932792999","313742.195644925","기타수질오염원관리","","","","","0","","0","7792100469",
"74","수질오염원설치시설(기타)","09_30_12_P","6310000","631000007202600001","2026-01-07","","01","영업/정상","01","영업","","","","","0522686684","","","울산광역시 울주군 온산읍 이진리 47번지 에이치디현대중공업(주)온산공장","울산광역시 울주군 온산읍 산암로 487, 에이치디현대중공업(주)온산공장","44996","코스텍기술(주)-에이치디현대중공업(주)온산공장","2026-01-07 18:30:11","I","2026-01-09 00:20:01","","414196.4639775","216778.970580191","기타수질오염원관리","","","","","0","","0","1148176375",
"75","수질오염원설치시설(기타)","09_30_12_P","3060000","306000025202600001","2026-01-07","","01","영업/정상","11","영업","","","","","","","","서울특별시 중랑구 신내동 666 신아타운","서울특별시 중랑구 봉화산로 194, 신아타운 216호 (신내동)","02076","으뜸50안경 신내점","2026-01-07 12:43:07","I","2026-01-09 00:20:01","","208295.099818379","456014.999180519","기타수질오염원관리","","","","","0","","0","4561502753",
"76","수질오염원설치시설(기타)","09_30_12_P","3010000","301000025202100005","2021-04-02","","01","영업/정상","11","영업","","","","","02-752-1655","","","서울특별시 중구 남창동 50-57","서울특별시 중구 남대문시장4길 28-12 (남창동)","04528","수정광학 안경","2026-01-07 16:11:19","I","2026-01-09 00:20:01","","197864.564761519","450776.970697936","기타수질오염원관리","","","","","0","","0","2090947279",
"77","수질오염원설치시설(기타)","09_30_12_P","3000000","300000025202600001","2026-01-06","","01","영업/정상","11","영업","","","","","","","","서울특별시 종로구 권농동 184-1 성우빌딩","서울특별시 종로구 율곡로10길 63, 성우빌딩 3층 (권농동)","03134","다올주얼리","2026-01-06 09:46:09","I","2026-01-09 00:20:01","","199190.271703465","452491.784661974","기타수질오염원관리","","","","","0","","0","8393801415",
"78","수질오염원설치시설(기타)","09_30_12_P","5400000","540000025202400002","2024-08-05","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-01-06","","","","","","","부산광역시 강서구 미음동 1542-2 새한검사기술주식회사","부산광역시 강서구 미음산단5로42번길 56, 새한검사기술주식회사 (미음동)","46744","새한검사기술(주)","2026-01-06 17:12:10","U","2026-01-09 02:40:00","","369529.530559439","185776.366158315","기타수질오염원관리","","","","","0","","0","",
"79","수질오염원설치시설(기타)","09_30_12_P","3620000","362000025202100048","2021-05-26","","01","영업/정상","11","영업","","","","","0622691314","","","광주광역시 북구 오치동 574-10","광주광역시 북구 서하로 200 (오치동)","61120","밝은세상안경원","2026-01-06 17:58:51","U","2026-01-09 02:40:00","","191023.81058967","187541.682368945","기타수질오염원관리","","","","","0","","0","7743601512",
"80","수질오염원설치시설(기타)","09_30_12_P","5670000","567020625199700002","1997-11-18","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-01-07","","","","0555453120","","","경상남도 창원시 진해구 덕산동 사서함 30호","","","육군제7808부대","2026-01-07 16:56:42","U","2026-01-09 02:40:00","","","","기타수질오염원관리","","","","","0","","0","6098300547",
"81","수질오염원설치시설(기타)","09_30_12_P","3460000","346000025201200003","2012-04-20","","01","영업/정상","11","영업","","","","","053-765-9900","","","대구광역시 수성구 상동 206-45 (667-36)","대구광역시 수성구 신천동로 93 (상동)","706-060","(주)수성모터스","2026-01-07 15:22:08","U","2026-01-09 02:40:00","","345122.05872729","260439.314459979","기타수질오염원관리","","","","","0","","0","8808803003",
"82","수질오염원설치시설(기타)","09_30_12_P","3690000","369000025202100031","2021-06-17","","01","영업/정상","11","영업","","","","","052-297-9150","","","울산광역시 중구 반구동 57-4","울산광역시 중구 화합로 412 (반구동)","44509","첫눈애안경이랑콘택트","2026-01-07 09:06:57","U","2026-01-09 02:40:00","","411925.554966695","231666.069706377","기타수질오염원관리","","","","","0","","0","6201031780",
"83","수질오염원설치시설(기타)","09_30_12_P","3050000","305000025202100067","2021-06-24","","01","영업/정상","11","영업","","","","","02)3394-6357","","","서울특별시 동대문구 답십리동 494-5","서울특별시 동대문구 천호대로 291-1 (답십리동)","02604","다비치안경 답십리역점","2026-01-06 14:41:15","U","2026-01-09 02:40:00","","204662.341213164","451605.260722901","기타수질오염원관리","","","","","0","","0","2755100057",
"84","수질오염원설치시설(기타)","09_30_12_P","3350000","335000025202100011","2021-05-28","","01","영업/정상","11","영업","","","","","051-516-6294","","","부산광역시 금정구 장전동 416-25","부산광역시 금정구 금정로 90, 1층 (장전동)","46290","으뜸아이안경 부산대점","2026-01-07 15:18:42","U","2026-01-09 02:40:00","","389923.331756599","194574.979567074","기타수질오염원관리","","","","","0","","0","8091901319",
"85","수질오염원설치시설(기타)","09_30_12_P","3520000","352000025200400006","2004-12-09","","01","영업/정상","11","영업","","","","","820-4045","","","인천광역시 연수구 연수동 534-2","인천광역시 연수구 함박뫼로 191 (연수동, 가천대학교)","","가천대학교","2026-01-06 17:12:07","U","2026-01-09 02:40:00","","172299.004968568","435653.885663545","기타수질오염원관리","","","","","0","","0","1298206320",
"86","수질오염원설치시설(기타)","09_30_12_P","3830000","383000025201700003","2017-11-30","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-01-06","","","","031-477-1111","","","경기도 안양시 만안구 안양동 219-2 대륜플러스, 홍익물류창고","경기도 안양시 만안구 시민대로 28 (안양동)","14098","(주)현대드림모터스","2026-01-06 09:40:11","U","2026-01-09 02:40:00","","","","기타수질오염원관리","","","","","0","","0","1388142774",
"87","수질오염원설치시설(기타)","09_30_12_P","3160000","316000025202100050","2021-06-22","","01","영업/정상","11","영업","","","","","02-2635-0084","","","서울특별시 구로구 신도림동 400-1","서울특별시 구로구 신도림로 7, 103호 (신도림동)","08206","안경박사 오금교점","2026-01-06 15:38:11","U","2026-01-09 02:40:00","","189067.276002245","444891.605594405","기타수질오염원관리","","","","","0","","0","1131082030",
"88","수질오염원설치시설(기타)","09_30_12_P","5390000","539000025200500004","2005-04-02","","01","영업/정상","11","영업","","","","","055-572-2996","","","","경상남도 의령군 의령읍 의병로 235-1","636-805","제일의원","2026-01-06 09:45:48","U","2026-01-09 02:40:00","","314727.463614413","203042.043186359","기타수질오염원관리","","","","","0","","0","6089607853",
"89","수질오염원설치시설(기타)","09_30_12_P","5690000","569000025202100037","2021-07-09","","01","영업/정상","11","영업","","","","","044-868-5060","","","세종특별자치시 아름동 1360 해피라움3","세종특별자치시 보듬3로 95, 해피라움3 203호 (아름동)","30100","으뜸50안경","2026-01-06 16:17:28","U","2026-01-09 02:40:00","","222241.160566293","334510.301048981","기타수질오염원관리","","","","","0","","0","7432401077",
"90","수질오염원설치시설(기타)","09_30_12_P","5690000","569000025199900030","1999-05-27","","01","영업/정상","11","영업","","","","","273-8272","","","세종특별자치시 부강면 부강리 776-3","세종특별자치시 부강면 구들기길 17","","세종모터스","2026-01-07 18:10:36","U","2026-01-09 02:40:00","","232974.120053255","335438.228519207","기타수질오염원관리","","","","","0","","0","3170329473",
"91","수질오염원설치시설(기타)","09_30_12_P","4090000","409000025201900004","2019-07-29","","01","영업/정상","11","영업","","","","","","","","경기도 김포시 양촌읍 흥신리 259-4","경기도 김포시 양촌읍 흥신로 220 (흥신리 259-4)","10034","트리플모터스서비스(주)","2026-01-06 16:14:18","U","2026-01-09 02:40:00","자동차 종합 수리업","165864.673665384","463865.922402587","기타수질오염원관리","자동차 종합 수리업","","","","0","","0","3318703921",
"92","수질오염원설치시설(기타)","09_30_12_P","6310000","631000007202300003","2026-01-06","","03","폐업","02","폐업","2026-01-06","","","","","","","울산광역시 울주군 온산읍 이진리 47번지 현대미포조선온산공장","울산광역시 울주군 온산읍 산암로 487, 현대미포조선온산공장","44996","서울검사(주)[(주)현대미포조선 내]","2026-01-06 14:58:09","U","2026-01-09 02:40:00","","414196.4639775","216778.970580191","기타수질오염원관리","","","","","0","","0","2138179460",
"93","수질오염원설치시설(기타)","09_30_12_P","6310000","631000007202100002","2026-01-06","","03","폐업","02","폐업","2026-01-06","","","","","","","울산광역시 울주군 온산읍 원산리 1234번지 (주)한텍","울산광역시 울주군 온산읍 연자로 51, (주)한텍","45011","서울검사(주)-한텍현장","2026-01-06 14:59:35","U","2026-01-09 02:40:00","","414095.235902008","215823.756521471","기타수질오염원관리","","","","","0","","0","2138179460",
"94","수질오염원설치시설(기타)","09_30_12_P","4090000","409000025202600001","2026-01-08","","01","영업/정상","11","영업","","","","","031-989-3141","","","경기도 김포시 대곶면 송마리 957 , 945","경기도 김포시 대곶면 대명항로 438 (송마리 945, 957)","10040","(주)스마트 리싸이클링 폐차장","2026-01-08 18:47:50","I","2026-01-10 00:20:07","","162282.688479598","460981.153462568","기타수질오염원관리","","","","","0","","0","6478500844",
"95","수질오염원설치시설(기타)","09_30_12_P","5350000","535000025202600001","2026-01-08","","01","영업/정상","11","영업","","","","","","","","경상남도 김해시 진례면 담안리 1431-2","경상남도 김해시 진례면 고모로324번길 201","50875","케이피이엔지(주)","2026-01-08 16:10:35","I","2026-01-10 00:20:07","","362281.454711392","195640.528270914","기타수질오염원관리","","","","","0","","0","4388600650",
"96","수질오염원설치시설(기타)","09_30_12_P","3740000","561000025202600001","2026-01-08","","01","영업/정상","11","영업","","","","","0312168541","","","경기도 수원시 영통구 매탄동 509-4","경기도 수원시 영통구 신원로198번길 65 (매탄동)","16676","㈜스피드메이트 수원센터","2026-01-08 15:13:22","I","2026-01-10 00:20:07","","205401.1572435","417004.745689565","기타수질오염원관리","","","","","0","","0","5898701935",
"97","수질오염원설치시설(기타)","09_30_12_P","5330000","533000025202600001","2026-01-08","","01","영업/정상","11","영업","","","","","","","","경상남도 통영시 용남면 원평리 321","경상남도 통영시 용남면 원평길 544-17","650-830","해소수산(굴박신장)","2026-01-08 16:25:12","I","2026-01-10 00:20:07","","333031.873550665","157011.322913947","기타수질오염원관리","","","","","0","","0","6129280836",
"98","수질오염원설치시설(기타)","09_30_12_P","5670000","567015625202100039","2021-07-02","","01","영업/정상","11","영업","","","","","055-241-9611","","","경상남도 창원시 마산합포구 교방동 511","경상남도 창원시 마산합포구 교방시장2길 21 (교방동)","51270","으뜸스타안경","2026-01-08 14:49:24","U","2026-01-10 02:40:00","","342178.287052361","191947.690451564","기타수질오염원관리","","","","","0","","0","6081933141",
"99","수질오염원설치시설(기타)","09_30_12_P","3820000","382000025200700016","2007-08-24","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-01-07","","","","0318751559","","","경기도 의정부시 호원동 454 105호","경기도 의정부시 평화로 239, 1층 105호 (호원동)","11711","달빛동물병원","2026-01-08 09:36:56","U","2026-01-10 02:40:00","","204078.757685159","467864.625948019","기타수질오염원관리","","","","","0","","0","1274395037",
"100","수질오염원설치시설(기타)","09_30_12_P","3820000","382000025202100037","2021-05-12","","01","영업/정상","11","영업","","","","","031-877-9990","","","경기도 의정부시 호원동 458-11 보광그랑베르 101호","경기도 의정부시 평화로 206, 1층 101호 (호원동, 보광그랑베르)","11712","안경박사","2026-01-08 09:35:54","U","2026-01-10 02:40:00","","204174.449397452","467535.261684457","기타수질오염원관리","","","","","0","","0","1271196694",
"101","수질오염원설치시설(기타)","09_30_12_P","3000000","300000025200800052","2008-09-11","","01","영업/정상","11","영업","","","","","02-3672-3034","","","서울특별시 종로구 묘동 39-1","서울특별시 종로구 돈화문로8길 6, 지하1층 (묘동)","03138","엘카","2026-01-08 16:55:00","U","2026-01-10 02:40:00","","199248.090302537","452144.242776903","기타수질오염원관리","","","","","0","","0","1010836035",
"102","수질오염원설치시설(기타)","09_30_12_P","3540000","354000025201400002","2014-05-27","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-01-07","","","","","","","인천광역시 부평구 청천동 391-18","인천광역시 부평구 부평북로 116 (청천동)","21310","만도자동차공업사","2026-01-08 12:54:40","U","2026-01-10 02:40:00","","173919.32423391","446695.348077765","기타수질오염원관리","","","","","0","","0","1225305505",
"103","수질오염원설치시설(기타)","09_30_12_P","4830000","483000025199100003","1991-11-13","","01","영업/정상","11","영업","","","","","","","","전라남도 나주시 남평읍 오계리 115-1 166, 113-1, 113-3, 113-8, 113-11","전라남도 나주시 남평읍 지석로 623-50","58232","오계리양어장","2026-01-08 14:00:43","U","2026-01-10 02:40:00","","187931.375372446","167601.995015608","기타수질오염원관리","","","","","0","","0","6024561027",
"104","수질오염원설치시설(기타)","09_30_12_P","5390000","539000025200900001","2009-10-01","","01","영업/정상","11","영업","","","","","0555726200","","","경상남도 의령군 가례면 운암리 828-4","경상남도 의령군 가례면 홍의로 188","636-821","부림영농조합법인","2026-01-08 17:38:02","U","2026-01-10 02:40:00","","311107.598918066","204371.369675924","기타수질오염원관리","","","","","0","","0","6088176905",
"105","수질오염원설치시설(기타)","09_30_12_P","3000000","300000025200900018","2009-07-21","","01","영업/정상","11","영업","","","","","36731385","","","서울특별시 종로구 원남동 273 세용빌딩 3층","서울특별시 종로구 동순라길 78-7 (원남동,세용빌딩 3층)","","좋은느낌","2026-01-08 15:53:32","U","2026-01-10 02:40:00","","199644.355306745","452445.037370467","기타수질오염원관리","","","","","0","","0","1010920092",
"106","수질오염원설치시설(기타)","09_30_12_P","3100000","310000025200300008","2003-07-22","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-01-08","","","","","","","서울특별시 노원구 월계동 402-53","서울특별시 노원구 광운로 37-1 (월계동)","139-845","광운사진실","2026-01-08 18:20:35","U","2026-01-10 02:40:00","","205118.814376429","457618.340816931","기타수질오염원관리","","","","","0","","0","2170822705",
"107","수질오염원설치시설(기타)","09_30_12_P","4950000","495000025202500002","2025-07-08","","01","영업/정상","11","영업","","","","","","","","전라남도 무안군 삼향읍 임성리 1139-13","전라남도 무안군 삼향읍 임성로 155","58565","유한회사 남악현대서비스","2026-01-08 18:01:56","U","2026-01-10 02:40:00","","149041.250536475","147266.686927604","기타수질오염원관리","","","","","0","","0","3938603276",
"108","수질오염원설치시설(기타)","09_30_12_P","3470000","347000025202600001","2026-01-09","","01","영업/정상","11","영업","","","","","0532011031","","","대구광역시 달서구 이곡동 1196-7","대구광역시 달서구 계대동문로 110, 1층 (이곡동)","42612","아이젠트리 성서점","2026-01-09 17:45:08","I","2026-01-11 00:20:02","","335818.38717264","262683.981158618","기타수질오염원관리","","","","","0","","0","2524101485",
"109","수질오염원설치시설(기타)","09_30_12_P","5670000","567012325200400011","2004-01-28","","01","영업/정상","11","영업","","","","","282-8888","","","경상남도 창원시 의창구 팔용동 8-29","경상남도 창원시 의창구 차상로8번길 64 (팔용동)","641-846","(주)대한정비","2026-01-09 17:39:55","U","2026-01-11 02:40:00","","349234.71824868","193501.238798293","기타수질오염원관리","","","","","0","","0","6098600719",
"110","수질오염원설치시설(기타)","09_30_12_P","3250000","325000025202100027","2021-06-21","","01","영업/정상","11","영업","","","","","051-247-4300","","","부산광역시 중구 창선동2가 46-5","부산광역시 중구 광복로 32-2 (창선동2가)","48953","갤러리안경","2026-01-09 09:02:56","U","2026-01-11 02:40:00","","384905.546417818","179673.030990912","기타수질오염원관리","","","","","0","","0","3500402575",
"111","수질오염원설치시설(기타)","09_30_12_P","5670000","567015625200300086","2003-12-18","","01","영업/정상","11","영업","","","","","055  2716121","","631-822","경상남도 창원시 마산합포구 진북면 망곡리 575","경상남도 창원시 마산합포구 진북면 망곡길 2","","형제중기","2026-01-09 17:44:47","U","2026-01-11 02:40:00","","334961.400257616","183840.654117251","기타수질오염원관리","","","","","0","","0","6080726220",
"112","수질오염원설치시설(기타)","09_30_12_P","3690000","369000025202100004","2021-03-26","","01","영업/정상","11","영업","","","","","294-7613","","","울산광역시 중구 남외동 213-1","울산광역시 중구 번영로 583 (남외동)","44493","다비치안경(병영사거리점)","2026-01-09 17:57:23","U","2026-01-11 02:40:00","","412578.805915651","232494.143017223","기타수질오염원관리","","","","","0","","0","6201256558",
"113","수질오염원설치시설(기타)","09_30_12_P","3690000","369000025202100029","2021-06-15","","01","영업/정상","11","영업","","","","","052-969-9059","","","울산광역시 중구 우정동 284-3 삼우아파트","울산광역시 중구 명륜로 40 (우정동, 삼우아파트)","44534","천리안안경원","2026-01-09 17:58:36","U","2026-01-11 02:40:00","","409365.111678265","230894.809737145","기타수질오염원관리","","","","","0","","0","6101739367",
"114","수질오염원설치시설(기타)","09_30_12_P","3290000","329000025201900002","2019-07-05","","01","영업/정상","11","영업","","","","","051-792-1810","","","부산광역시 부산진구 부암동 257 롯데키즈마트","부산광역시 부산진구 신천대로 241, 롯데키즈마트 6층 (부암동)","47187","(주)동성모터스 부산 롯데 패스트레인","2026-01-09 17:03:44","U","2026-01-11 02:40:00","","386646.262710145","186822.941472238","기타수질오염원관리","","","","","0","","0","",
"115","수질오염원설치시설(기타)","09_30_12_P","3350000","335000025202100012","2021-06-01","","01","영업/정상","11","영업","","","","","0515160098","","","부산광역시 금정구 부곡동 224-71","부산광역시 금정구 중앙대로1719번길 56 (부곡동)","46276","미소애안경원","2026-01-09 16:12:47","U","2026-01-11 02:40:00","","390099.538415933","195180.036468504","기타수질오염원관리","","","","","0","","0","6212153328",
"116","수질오염원설치시설(기타)","09_30_12_P","4040000","404000025202500003","2025-04-09","","03","폐업","2","폐업","2025-12-10","","","","","","","경기도 하남시 광암동 401-1","경기도 하남시 초광산단동로 6, 3층 (광암동)","12989","투비티","2026-01-09 17:40:08","U","2026-01-11 02:40:00","","215193.296037514","447354.17966373","기타수질오염원관리","","","","","0","","0","3684501207",
"117","수질오염원설치시설(기타)","09_30_12_P","6280000","628000007200900010","2026-01-09","","01","영업/정상","01","영업","","","","","0328996032","","","인천광역시 연수구 송도동 7-45 가천대학교이길여암당뇨연구원","인천광역시 연수구 갯벌로 155, 가천대학교이길여암당뇨연구원 (송도동)","21999","가천대학교","2026-01-09 14:47:06","U","2026-01-11 02:40:00","","169097.075081823","431405.923206114","기타수질오염원관리","","","","","0","","0","1298206320",
"118","수질오염원설치시설(기타)","09_30_12_P","5020000","503000025202600001","2026-01-12","","01","영업/정상","11","영업","","","","","054-277-5846","","","경상북도 포항시 남구 대도동 124-2","경상북도 포항시 남구 포스코대로 396, 1층 (대도동)","37822","서울검사(주)","2026-01-12 18:11:34","I","2026-01-14 00:20:02","","413196.478445382","281959.244796691","기타수질오염원관리","","","","","0","","0","2138179460",
"119","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200600022","2006-12-27","","01","영업/정상","11","영업","","","","","7448844","","220-120","강원특별자치도 원주시 태장동 700-11","강원특별자치도 원주시 치악로 1983 (태장동)","","원주자동차정비공업사","2026-01-12 17:12:05","U","2026-01-14 02:40:00","","284701.553123912","428857.675020841","기타수질오염원관리","","","","","0","","0","2240157047",
"120","수질오염원설치시설(기타)","09_30_12_P","5220000","522000025202200001","2022-02-28","","01","영업/정상","11","영업","","","","","","","","경상북도 칠곡군 왜관읍 금산리 596-5","경상북도 칠곡군 왜관읍 공단로 60","39910","왜관공단폐차장","2026-01-12 19:13:56","U","2026-01-14 02:40:00","","326684.369098387","274313.863255775","기타수질오염원관리","","","","","0","","0","2206000777",
"121","수질오염원설치시설(기타)","09_30_12_P","3860000","386000025202100018","2021-05-13","","01","영업/정상","11","영업","","","","","032-328-5536","","","경기도 부천시 원미구 상동 534-1 승재 프라자","경기도 부천시 원미구 상동로 113, 승재 프라자 112,113호 (상동)","14543","쿨안경원","2026-01-12 09:12:02","U","2026-01-14 02:40:00","","178093.381762203","445057.141825636","기타수질오염원관리","","","","","0","","0","8721300889",
"122","수질오염원설치시설(기타)","09_30_12_P","3620000","362000025202100055","2021-06-02","","01","영업/정상","11","영업","","","","","0625760048","","","광주광역시 북구 양산동 660-103","광주광역시 북구 양일로 71 (양산동)","61083","오렌즈광주연제점,안경매니져","2026-01-12 17:03:52","U","2026-01-14 02:40:00","","188330.595168966","188767.177267104","기타수질오염원관리","","","","","0","","0","2871001696",
"123","수질오염원설치시설(기타)","09_30_12_P","3620000","362000025202100100","2021-07-02","","01","영업/정상","11","영업","","","","","0624560901","","","광주광역시 북구 두암동 985-4","광주광역시 북구 갈마로 45 (두암동)","61161","더글라스","2026-01-12 17:02:50","U","2026-01-14 02:40:00","","194049.844402867","184766.460192847","기타수질오염원관리","","","","","0","","0","7030603656",
"124","수질오염원설치시설(기타)","09_30_12_P","5050000","505000025199800025","1998-03-21","","01","영업/정상","11","영업","","","","","7400500","","","경상북도 경주시 양남면 신대리 산 140-1","경상북도 경주시 양남면 동남로 982","780-843","코오롱글로벌(주)미오나오션리조트","2026-01-12 22:50:04","U","2026-01-14 02:40:00","","414744.484239883","245720.536009802","기타수질오염원관리","","","","","0","","0","5058145966",
"125","수질오염원설치시설(기타)","09_30_12_P","5080000","508000025202100034","2021-06-21","","01","영업/정상","11","영업","","","","","054-458-6572","","","경상북도 구미시 원평동 360-6","경상북도 구미시 구미중앙로 124 (원평동)","39226","다비치안경 구미점","2026-01-12 16:33:53","U","2026-01-14 02:40:00","","320168.545518629","292635.887527667","기타수질오염원관리","","","","","0","","0","5130620334",
"126","수질오염원설치시설(기타)","09_30_12_P","3030000","303000025199500040","1995-12-25","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-01-09","","","","024646464","","","서울특별시 성동구 성수동2가 277-69 현대자동차","서울특별시 성동구 아차산로 171, 현대자동차 (성수동2가)","04798","월드자동차 주식회사","2026-01-12 14:50:51","U","2026-01-14 02:40:00","","205501.266529383","448959.403753797","기타수질오염원관리","","","","","0","","0","2068153967",
"127","수질오염원설치시설(기타)","09_30_12_P","4530000","453000025202500003","2025-09-04","","01","영업/정상","11","영업","","","","","","","","충청남도 서산시 고북면 신상리 191-10","충청남도 서산시 고북면 내포로 2316-2","32026","동현모터스","2026-01-12 15:25:40","U","2026-01-14 02:40:00","","","","기타수질오염원관리","","","","","0","","0","2502102345",
"128","수질오염원설치시설(기타)","09_30_12_P","5020000","503000025202600002","2026-01-13","","01","영업/정상","11","영업","","","","","","","","경상북도 포항시 남구 오천읍 문덕리 1345-4 (주)범스틸","경상북도 포항시 남구 오천읍 철강산단로130번길 187-6 (주)범스틸","37876","국제비파괴검사(주)","2026-01-13 17:52:53","I","2026-01-15 00:20:35","","415644.150713244","275780.601794345","기타수질오염원관리","","","","","0","","0","6038119762",
"129","수질오염원설치시설(기타)","09_30_12_P","5530000","553000025202600001","2026-01-13","","01","영업/정상","11","영업","","","","","031-377-5145","","","경기도 화성시 목동 487-2","경기도 화성시 동탄순환대로 400, 110호 (목동)","18484","라운즈 동탄목동점","2026-01-13 13:26:26","I","2026-01-15 00:20:35","","","","기타수질오염원관리","","","","","0","","0","1616100591",
"130","수질오염원설치시설(기타)","09_30_12_P","6310000","631000007201600009","2026-01-13","","01","영업/정상","01","영업","","","","","","","","","울산광역시 남구 여천로217번길 19 (여천동)","44714","(주)서울검사-롯데정밀화학(주)현장","2026-01-13 20:47:59","U","2026-01-15 02:40:00","","414304.678428711","228255.680721336","기타수질오염원관리","","","","","0","","0","2138179460",
"131","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202100056","2021-06-23","","01","영업/정상","11","영업","","","","","0337636831","","","강원특별자치도 원주시 단계동 881-4","강원특별자치도 원주시 서원대로 166, 1층 (단계동)","26382","안경박사원주점","2026-01-13 09:53:23","U","2026-01-15 02:40:00","","282330.440656333","427288.282286139","기타수질오염원관리","","","","","0","","0","8853500043",
"132","수질오염원설치시설(기타)","09_30_12_P","4030000","403000025202400003","2024-06-13","","01","영업/정상","11","영업","","","","","031-426-1230","","","경기도 의왕시 청계동 991 세종메디칼프라자","경기도 의왕시 안양판교로 211, 세종메디칼프라자 1층 110호 (청계동)","16009","디어안경","2026-01-13 16:31:27","U","2026-01-15 02:40:00","","199456.965788077","431970.042282206","기타수질오염원관리","","","","","0","","0","1720602552",
"133","수질오염원설치시설(기타)","09_30_12_P","4030000","403000025200400005","2004-11-05","","01","영업/정상","11","영업","","","","","031-452-3314","","","경기도 의왕시 오전동 128","경기도 의왕시 고래들길 39 (오전동)","437-819","이카검사정비(주)","2026-01-13 15:41:11","U","2026-01-15 02:40:00","","196554.41634421","428443.914436554","기타수질오염원관리","","","","","0","","0","7288703014",
"134","수질오염원설치시설(기타)","09_30_12_P","4030000","403000025200500001","2005-02-02","","04","취소/말소/만료/정지/중지","4","폐쇄","2021-12-16","","","","031 4612326","","437-813","경기도 의왕시 삼동 166-23","경기도 의왕시 부곡시장길 17 (삼동)","437-040","진스튜디오","2026-01-13 15:19:58","U","2026-01-15 02:40:00","","195583.615002915","424177.010050151","기타수질오염원관리","","","","","0","","0","",
