"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","휴게실면적","사무실면적","탈의실면적","회원모집총인원","세부업종명","법인명",
"64","체력단련장업","10_42_01_P","3910000","CDFH3301062019000008","2019-09-18","","03","폐업","03","폐업","2026-01-05","","","","","194.9","","경기도 평택시 동삭동 705-10","경기도 평택시 평남로 1013, 동소빌딩 5층 501, 502호 (동삭동)","17849","FINE FIT","2026-01-05 14:44:43","U","2026-01-07 02:40:00","","208698.521359619","389734.557301089","체력단련장업","사립","","0","0","1360.18","0","0","0","0","","",
"65","체력단련장업","10_42_01_P","3930000","CDFH3301062019000015","2019-12-13","","03","폐업","03","폐업","2026-01-05","","","","031-401-1992","74.1","","경기도 안산시 단원구 초지동 732-1 아트프라자","경기도 안산시 단원구 광덕1로 62, 아트프라자 407호 (초지동)","15448","아멋짐","2026-01-05 11:23:58","U","2026-01-07 02:40:00","","183645.834885631","422923.243804255","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"66","체력단련장업","10_42_01_P","3120000","CDFH3301062022000002","2022-02-10","","01","영업/정상","13","영업중","","","","","","168.55","","서울특별시 서대문구 북가좌동 333-4","서울특별시 서대문구 응암로 113, 3층 (북가좌동)","03677","오피짐","2026-01-05 11:02:35","U","2026-01-07 02:40:00","","192265.483982512","453388.302420115","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"67","체력단련장업","10_42_01_P","4170000","CDFH3301062024000002","2024-08-09","","01","영업/정상","13","영업중","","","","","","180","","경기도 양평군 양평읍 창대리 684","경기도 양평군 양평읍 남북로 16, 2층 201호","12560","더건강한짐","2026-01-05 10:48:37","U","2026-01-07 02:40:00","","244255.884750411","442535.521751068","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"68","체력단련장업","10_42_01_P","3230000","CDFH3301062024000024","2024-07-05","","01","영업/정상","13","영업중","","","","","","165","","서울특별시 송파구 잠실동 335-4 제이케이빌딩","서울특별시 송파구 백제고분로 172, 제이케이빌딩 2층 (잠실동)","05577","웨이트랩 삼전역점","2026-01-05 17:44:08","U","2026-01-07 02:40:00","","207520.01530363","444725.229305998","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"69","체력단련장업","10_42_01_P","3630000","CDFH3301062024000009","2024-06-17","","01","영업/정상","13","영업중","","","","","","162.18","","광주광역시 광산구 우산동 1078-10","광주광역시 광산구 금봉로 107, 2층 (우산동)","62373","맡겨짐","2026-01-05 17:00:31","U","2026-01-07 02:40:00","","182650.33061874","183688.495737762","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"70","체력단련장업","10_42_01_P","5310000","CDFH3301062020000003","2020-01-23","","01","영업/정상","13","영업중","","","","","","1006.78","","경상남도 진주시 평거동 903 6,7층","경상남도 진주시 순환로 539, 6,7층 (평거동)","52703","올드짐 평거점","2026-01-05 17:09:14","U","2026-01-07 02:40:00","","296549.164501078","186393.157333391","체력단련장업","사립","","2","0","5600","0","0","0","0","","",
"71","체력단련장업","10_42_01_P","3290000","CDFH3301062021000037","2021-12-10","","01","영업/정상","13","영업중","","","","","","131.9","","부산광역시 부산진구 범천동 854-19","부산광역시 부산진구 황령대로 14-1, 2층 (범천동)","47354","초심피티","2026-01-05 18:48:08","U","2026-01-07 02:40:00","","387770.380677929","185124.667397674","체력단련장업","사립","","1","0","505.19","0","0","0","0","","",
"72","체력단련장업","10_42_01_P","3070000","CDFH3301062026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성북구 길음동 22-1 베누스타","서울특별시 성북구 도봉로 1, 베누스타 지하1층 (길음동)","02729","베리움","2026-01-05 10:39:26","U","2026-01-07 02:40:00","","202533.239954526","456331.466032772","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"73","체력단련장업","10_42_01_P","3740000","CDFH3301062023000024","2023-04-24","","01","영업/정상","13","영업중","","","","","031-8064-2772","","","경기도 수원시 영통구 이의동 1338 광교센트럴푸르지오시티 지하4층","경기도 수원시 영통구 도청로 10, 광교센트럴푸르지오시티 지하4층 (이의동)","16508","에이알골프아카데미","2026-01-05 16:48:23","U","2026-01-07 02:40:00","","204888.855554772","420476.391558834","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"74","체력단련장업","10_42_01_P","3240000","CDFH3301062023000011","2023-05-03","","01","영업/정상","13","영업중","","","","","","4048.2","","서울특별시 강동구 길동 456-4 다성이즈빌 지하 1층","서울특별시 강동구 천호대로175길 14, 지하 1층 (길동, 다성이즈빌)","05355","프라우드복싱 길동점","2026-01-05 16:24:53","U","2026-01-07 02:40:00","","212043.137536412","448124.583643727","체력단련장업","사립","","0","0","4509.29","0","0","0","0","","",
"75","체력단련장업","10_42_01_P","4170000","CDFH3301062020000001","2020-04-08","","01","영업/정상","13","영업중","","","","","031-774-7318","180","","경기도 양평군 양평읍 양근리 269-23","경기도 양평군 양평읍 양평대교길 12, 천보빌딩 2층","12555","에스짐","2026-01-05 10:46:43","U","2026-01-07 02:40:00","","243364.726602566","442904.393112967","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"76","체력단련장업","10_42_01_P","4170000","CDFH3301062020000002","2020-05-26","","01","영업/정상","13","영업중","","","","","","180","","경기도 양평군 양평읍 백안리 58-6","경기도 양평군 양평읍 삼산길 91","12547","YJ짐","2026-01-05 10:47:37","U","2026-01-07 02:40:00","","","","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"77","체력단련장업","10_42_01_P","3820000","CDFH3301062025000016","2025-12-01","","01","영업/정상","13","영업중","","","","","","","","경기도 의정부시 용현동 24","경기도 의정부시 충의로 25, 5층 (용현동)","11789","올인짐 의정부 본점","2026-01-05 16:52:11","U","2026-01-07 02:40:00","","207688.819257008","470200.178932733","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"78","체력단련장업","10_42_01_P","4170000","CDFH3301062024000001","2024-02-26","","01","영업/정상","13","영업중","","","","","050751402616","237.8","","경기도 양평군 양서면 용담리 513-2","경기도 양평군 양서면 목왕로 32, 1,2층","12584","박짐","2026-01-05 10:48:07","U","2026-01-07 02:40:00","","228762.202435725","449056.833561656","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"79","체력단련장업","10_42_01_P","3310000","CDFH3301062003000002","2003-05-30","","03","폐업","03","폐업","2026-01-05","","","","051-631-5847","217.28","608-820","부산광역시 남구 문현동 62-9 4,5층","부산광역시 남구 진남로 205-1, 4,5층 (문현동)","48409","아이언헬스클럽","2026-01-05 17:04:50","U","2026-01-07 02:40:00","","389164.275374448","184758.712130387","체력단련장업","사립","","0","1","1058.58","0","0","0","0","","",
"80","체력단련장업","10_42_01_P","3740000","CDFH3301062021000051","2021-08-26","","03","폐업","03","폐업","2026-01-05","","","","","161.84","","경기도 수원시 영통구 매탄동 153-30","경기도 수원시 영통구 중부대로 252, 5층 (매탄동)","16531","머슬마니아짐","2026-01-05 18:10:31","U","2026-01-07 02:40:00","","203763.7695087","419184.070819334","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"81","체력단련장업","10_42_01_P","3830000","CDFH3301062012000001","2012-01-27","","03","폐업","03","폐업","2026-01-05","","","","","106.38","","경기도 안양시 동안구 호계동 1047-8 센터프라자","경기도 안양시 동안구 평촌대로 221, 센터프라자 601호 (호계동)","14072","몸짱만들기GYM","2026-01-05 14:30:52","U","2026-01-07 02:40:00","","195971.446316577","432113.592460557","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"82","체력단련장업","10_42_01_P","3940000","CDFH3301062020000015","2020-10-08","","01","영업/정상","13","영업중","","","","","","292.8","","경기도 고양시 일산동구 마두동 798-3 금강프라자","경기도 고양시 일산동구 중앙로 1194, 금강프라자 501호 (마두동)","10414","더핏퍼스널트레이닝 PT&헬스 마두점","2026-01-05 16:35:25","U","2026-01-07 02:40:00","","180280.480318551","461266.001561344","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"83","체력단련장업","10_42_01_P","4040000","CDFH3301062025000013","2025-07-03","","01","영업/정상","13","영업중","","","","","","133.81","","경기도 하남시 망월동 1127 미사역 호반 써밋","경기도 하남시 미사강변한강로 270, 201동 2층 180호 (망월동, 미사역 호반 써밋)","12912","좋은습관 그룹PT STUDIO 미사역","2026-01-05 13:33:57","U","2026-01-07 02:40:00","","217252.793243984","451427.874998836","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"84","체력단련장업","10_42_01_P","3740000","CDFH3301062025000026","2025-07-08","","01","영업/정상","13","영업중","","","","","","99.45","","경기도 수원시 영통구 매탄동 1174-7","경기도 수원시 영통구 권선로 818, 지하1층 (매탄동)","16549","지니스(G-ness)","2026-01-05 16:46:30","U","2026-01-07 02:40:00","","203399.560885973","416959.374931861","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"85","체력단련장업","10_42_01_P","4170000","CDFH3301062025000001","2025-03-24","","01","영업/정상","13","영업중","","","","","0317719978","348.4","","경기도 양평군 용문면 다문리 632-4","경기도 양평군 용문면 다문북길 83, 2층","12515","김태양 헬스","2026-01-05 10:49:05","U","2026-01-07 02:40:00","","252323.496276075","442947.574576468","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"86","체력단련장업","10_42_01_P","3740000","CDFH3301062025000015","2025-03-10","","01","영업/정상","13","영업중","","","","","","160.92","","경기도 수원시 영통구 영통동 998-9 럭셔리프라자","경기도 수원시 영통구 청명남로 39, 럭셔리프라자 2층 205호 (영통동)","16704","페이스짐 헬스PT 영통점","2026-01-05 16:47:08","U","2026-01-07 02:40:00","","206644.07883035","416812.834725723","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"87","체력단련장업","10_42_01_P","3720000","CDFH3301062008000003","2008-08-12","","01","영업/정상","13","영업중","","","","","298-5200","890","","울산광역시 북구 천곡동 416-1","울산광역시 북구 천곡남로 13-8 (천곡동)","44205","대왕아쿠아랜드","2026-01-05 15:26:35","U","2026-01-07 02:40:00","","411348.167279389","239182.330501836","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"88","체력단련장업","10_42_01_P","3200000","CDFH3301062009000003","2009-10-20","","01","영업/정상","13","영업중","","","","","","489.68","","서울특별시 관악구 봉천동 1718 벽산블루밍아파트","서울특별시 관악구 은천로 95, 벽산블루밍아파트 501동 1층 (봉천동)","08715","에스짐헬스&PT 관악봉천점","2026-01-05 17:23:11","U","2026-01-07 02:40:00","","195045.515107949","443011.455007816","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"89","체력단련장업","10_42_01_P","3220000","CDFH3301062016000012","2016-03-22","","01","영업/정상","13","영업중","","","","","02-517-7654","871.49","","서울특별시 강남구 삼성동 21-1 지하1층","서울특별시 강남구 삼성로 633, 지하1층 (삼성동, 삼광빌딩)","06091","짐타임 청담역점","2026-01-05 15:52:14","U","2026-01-07 02:40:00","","204455.655","446026.109999999","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"90","체력단련장업","10_42_01_P","3920000","CDFH3301062021000001","2021-01-27","","03","폐업","03","폐업","2024-09-30","","","","","337.02","","경기도 동두천시 지행동 691-5 영스포렉스 405호","경기도 동두천시 중앙로 125, 영스포렉스 405호 (지행동)","11347","홍키통키휘트니스","2026-01-05 17:55:36","U","2026-01-07 02:40:00","","204477.938349617","487797.24990714","체력단련장업","사립","","2","0","16497.3","0","0","0","0","","",
"91","체력단련장업","10_42_01_P","3390000","CDFH3301062022000003","2022-06-21","","01","영업/정상","13","영업중","","","","","051-325-5080","216.25","","부산광역시 사상구 감전동 118-8","부산광역시 사상구 학감대로 277, 2층 (감전동)","46984","바로움PT","2026-01-05 15:33:38","U","2026-01-07 02:40:00","","381318.215536129","185863.7665007","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"92","체력단련장업","10_42_01_P","3250000","CDFH3301062024000002","2024-11-28","","01","영업/정상","13","영업중","","","","","","420.4","","부산광역시 중구 중앙동1가 23-5","부산광역시 중구 해관로 19-1, 2층 (중앙동1가)","48956","오케이피트니스 남포점","2026-01-05 17:02:59","U","2026-01-07 02:40:00","","385535.879553844","179853.607327266","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"93","체력단련장업","10_42_01_P","4010000","CDFH3301062024000012","2024-11-21","","01","영업/정상","13","영업중","","","","","","197.83","","경기도 시흥시 능곡동 832","경기도 시흥시 능곡로81번길 2-6 (능곡동)","14992","라이프 크로스핏","2026-01-05 17:45:49","U","2026-01-07 02:40:00","","183658.966213197","428948.088740914","체력단련장업","사립","","1","0","197.83","0","0","0","0","","",
"94","체력단련장업","10_42_01_P","3740000","CDFH3301062025000004","2025-01-23","","01","영업/정상","13","영업중","","","","","","191.53","","경기도 수원시 영통구 이의동 1275-7","경기도 수원시 영통구 대학로 18, 5층 (이의동)","16226","짐브로","2026-01-05 16:47:43","U","2026-01-07 02:40:00","","203707.245605666","421794.32163587","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"95","체력단련장업","10_42_01_P","3720000","CDFH3301062026000001","2026-01-07","","01","영업/정상","13","영업중","","","","","","297","","울산광역시 북구 매곡동 528-3","울산광역시 북구 매곡1로 15-1, 3층 (매곡동)","44220","비무브짐 24 매곡점","2026-01-07 16:26:46","I","2026-01-09 00:20:01","","413088.417739781","240605.479174241","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"96","체력단련장업","10_42_01_P","3730000","CDFH3301062026000001","2026-01-07","","01","영업/정상","13","영업중","","","","","","146.66","","울산광역시 울주군 범서읍 구영리 853-2 구영프라자","울산광역시 울주군 범서읍 구영로 100, 구영프라자 2층","44924","옥시토짐PT","2026-01-07 21:44:52","I","2026-01-09 00:20:01","","403118.099163585","232739.195201814","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"97","체력단련장업","10_42_01_P","5310000","CDFH3301062026000001","2026-01-07","","01","영업/정상","13","영업중","","","","","070-4450-1861","715.55","","경상남도 진주시 충무공동 287-2 혁신LH 허브시티 201~209호","경상남도 진주시 에나로 138, 혁신LH 허브시티 2층 201~209호 (충무공동)","52856","머슬팩토리24 진주혁신점","2026-01-07 18:06:46","I","2026-01-09 00:20:01","","304112.708668292","187045.719109449","체력단련장업","사립","","2","0","14833.48","0","0","0","0","","",
"98","체력단련장업","10_42_01_P","5350000","CDFH3301062026000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","718.5","","경상남도 김해시 진영읍 진영리 1614-5","경상남도 김해시 진영읍 김해대로365번길 6-10, 7층","50862","머슬팩토리 진영점 헬스&PT","2026-01-06 15:07:02","I","2026-01-09 00:20:01","","357328.821722567","202217.687925291","체력단련장업","사립","","2","1","7904.42","0","0","0","0","","",
"99","체력단련장업","10_42_01_P","5350000","CDFH3301062026000002","2026-01-06","","01","영업/정상","13","영업중","","","","","","284","","경상남도 김해시 삼계동 1488-2","경상남도 김해시 해반천로144번길 24, 2층 (삼계동)","50901","케어코드핏(carecode_fit)","2026-01-06 15:07:57","I","2026-01-09 00:20:01","","370086.935660312","197352.279774934","체력단련장업","사립","","1","1","718.2","0","0","0","0","","",
"100","체력단련장업","10_42_01_P","5350000","CDFH3301062026000003","2026-01-06","","01","영업/정상","13","영업중","","","","","","1599.27","","경상남도 김해시 구산동 1051-2","경상남도 김해시 삼계로 30, 6층 (구산동)","50905","죠앤강짐 헬스&PT","2026-01-06 15:10:51","I","2026-01-09 00:20:01","","370068.912932196","196908.619084462","체력단련장업","사립","","2","1","19720.76","0","0","0","0","","",
"101","체력단련장업","10_42_01_P","3740000","CDFH3301062026000002","2026-01-06","","01","영업/정상","13","영업중","","","","","","161.84","","경기도 수원시 영통구 매탄동 153-30","경기도 수원시 영통구 중부대로 252, 5층 (매탄동)","16531","아담짐(Adam Gym)","2026-01-06 14:41:36","I","2026-01-09 00:20:01","","203763.7695087","419184.070819334","체력단련장업","사립","","1","0","1075.97","0","0","0","0","","",
"102","체력단련장업","10_42_01_P","3740000","CDFH3301062026000003","2026-01-07","","01","영업/정상","13","영업중","","","","","0507-1368-3872","136.86","","경기도 수원시 영통구 영통동 1000-6","경기도 수원시 영통구 청명남로 4, 6층 (영통동)","16705","여성전용 PT&필라&체형교정 루넬 랩 영통점","2026-01-07 17:29:34","I","2026-01-09 00:20:01","","206466.39988439","416502.150400324","체력단련장업","사립","","1","0","820.34","0","0","0","0","","",
"103","체력단련장업","10_42_01_P","3020000","CDFH3301062026000001","2026-01-07","","01","영업/정상","13","영업중","","","","","07086481137","45.77","","서울특별시 용산구 이촌동 300-23 한강맨션","서울특별시 용산구 이촌로 248, 11동 2층 205호 (이촌동, 한강맨션)","04426","백투더바디","2026-01-07 10:18:54","I","2026-01-09 00:20:01","","197722.571038558","446344.591216568","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"104","체력단련장업","10_42_01_P","3020000","CDFH3301062026000002","2026-01-07","","01","영업/정상","13","영업중","","","","","","103.08","","서울특별시 용산구 한남동 262-1","서울특별시 용산구 독서당로 71, 미토262빌딩 지1층 2호 (한남동)","04419","마이트레이너짐 PT 한남점","2026-01-07 17:00:26","I","2026-01-09 00:20:01","","200671.408890572","447981.6662549","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"105","체력단련장업","10_42_01_P","3600000","CDFH3301062026000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","422","","광주광역시 서구 금호동 1107","광주광역시 서구 화개중앙로87번길 6, 2층 (금호동)","62011","247 피트니스","2026-01-06 16:19:00","I","2026-01-09 00:20:01","","186476.276069368","180867.529633394","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"106","체력단련장업","10_42_01_P","3130000","CDFH3301062026000002","2026-01-07","","01","영업/정상","13","영업중","","","","","","92.4","","서울특별시 마포구 대흥동 18-7","서울특별시 마포구 대흥로 163-2, 2층 (대흥동)","04106","무브 에이드 PT","2026-01-07 11:28:31","I","2026-01-09 00:20:01","","195133.472294463","450167.013647453","체력단련장업","사립","","0","1","489.72","0","0","0","0","","",
"107","체력단련장업","10_42_01_P","3990000","CDFH3301062026000001","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","경기도 남양주시 별내면 청학리 473-5","경기도 남양주시 별내면 청학로 118, 5층","12088","굿데이 웰니스 케어","2026-01-07 09:57:57","I","2026-01-09 00:20:01","","209979.68433769","467328.132394385","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"108","체력단련장업","10_42_01_P","5690000","CDFH3301062026000001","2026-01-07","","01","영업/정상","13","영업중","","","","","","206.19","","세종특별자치시 나성동 775 세종의아침","세종특별자치시 한누리대로 194, 세종의아침 209호 (나성동)","30129","나아짐","2026-01-07 17:50:38","I","2026-01-09 00:20:01","","223350.217907226","331310.252192188","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"109","체력단련장업","10_42_01_P","5690000","CDFH3301062026000002","2026-01-07","","01","영업/정상","13","영업중","","","","","","497.02","","세종특별자치시 도담동 655 해피라움7","세종특별자치시 한누리대로 589, 해피라움7 302,303호 (도담동)","30098","베이글짐","2026-01-07 17:54:46","I","2026-01-09 00:20:01","","223076.890569449","335016.222272024","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"110","체력단련장업","10_42_01_P","3300000","CDFH3301062026000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","148.92","","부산광역시 동래구 온천동 1208-21","부산광역시 동래구 쇠미로214번길 8, 1층 (온천동)","47846","크로스핏 썸머","2026-01-06 12:35:14","I","2026-01-09 00:20:01","","387924.257905441","191927.006505931","체력단련장업","사립","","0","1","0","0","0","0","0","","",
"111","체력단련장업","10_42_01_P","3300000","CDFH3301062026000002","2026-01-07","","01","영업/정상","13","영업중","","","","","","148.92","","부산광역시 동래구 온천동 1208-21","부산광역시 동래구 쇠미로214번길 8 (온천동)","47846","크로스핏 썸머","2026-01-07 09:16:10","I","2026-01-09 00:20:01","","387924.257905441","191927.006505931","체력단련장업","사립","","1","0","271.4","0","0","0","0","","",
"112","체력단련장업","10_42_01_P","4641000","CDFH3301062026000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","277.48","","전북특별자치도 전주시 완산구 서신동 855-2","전북특별자치도 전주시 완산구 서신로 5, 지하1층 (서신동)","54953","베가짐","2026-01-06 10:34:13","I","2026-01-09 00:20:01","","210369.295499421","258410.37666732","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"113","체력단련장업","10_42_01_P","3520000","CDFH3301062026000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","117.6","","인천광역시 연수구 송도동 203-5 스마트스퀘어","인천광역시 연수구 송도미래로11번길 27, 스마트스퀘어 B동 3층 317호 (송도동)","21988","테토짐","2026-01-06 11:26:08","I","2026-01-09 00:20:01","","168876.72573143","429959.041995164","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"114","체력단련장업","10_42_01_P","4520000","CDFH3301062026000001","2026-01-07","","01","영업/정상","13","영업중","","","","","","282.1","","충청남도 아산시 탕정면 명암리 923-3","충청남도 아산시 탕정면 탕정면로8번길 92, 4층","31456","아우르 라운지 앤 피트니스","2026-01-07 10:34:07","I","2026-01-09 00:20:01","","205501.282509465","366353.170834594","체력단련장업","사립","","1","0","1144.5","0","0","0","0","","",
"115","체력단련장업","10_42_01_P","5530000","CDFH3301062026000002","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 청계동 564 동탄역 그란비아스타","경기도 화성시 동탄대로 446, 동탄역 그란비아스타 2030,2031호 (청계동)","18482","에프45 동탄호수","2026-01-07 14:50:59","I","2026-01-09 00:20:01","","208811.857475023","410176.861732223","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"116","체력단련장업","10_42_01_P","4490000","CDFH3301061999000002","1999-02-13","","03","폐업","03","폐업","2026-01-02","","","","","363.37","","충청남도 천안시 서북구 쌍용동 1491 은하빌딩","충청남도 천안시 서북구 월봉로 90, 은하빌딩 3층 (쌍용동)","31172","라이언스짐","2026-01-06 16:36:41","U","2026-01-09 02:40:00","","210499.223953409","366359.837690532","체력단련장업","사립","","0","1","0","0","0","0","0","","",
"117","체력단련장업","10_42_01_P","3080000","CDFH3301062023000004","2023-08-09","","01","영업/정상","13","영업중","","","","","","240.85","","서울특별시 강북구 번동 448-2 북한산드림캐슬","서울특별시 강북구 덕릉로 99, 북한산드림캐슬 지하1층 101호 (번동)","01069","짐초이 헬스 & PT 수유역점","2026-01-06 09:42:57","U","2026-01-09 02:40:00","","202104.349515713","459183.280207514","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"118","체력단련장업","10_42_01_P","4830000","CDFH3301061996000001","1996-07-11","","03","폐업","03","폐업","2026-01-06","","","","061-333-1500","","520-050","전라남도 나주시 성북동 145-2","전라남도 나주시 성북2길 8 (성북동)","","미도헬스타운","2026-01-06 16:22:11","U","2026-01-09 02:40:00","","174350.665294922","170703.877468985","체력단련장업","사립","","0","0","406","0","0","0","0","","",
"119","체력단련장업","10_42_01_P","4830000","CDFH3301062001000001","2001-12-28","","03","폐업","03","폐업","2026-01-06","","","","061-332-5576","","520-130","전라남도 나주시 송월동 1129-6","전라남도 나주시 재신길 10-9 (송월동)","","부영헬스","2026-01-06 16:22:42","U","2026-01-09 02:40:00","","173800.411389057","169346.298703312","체력단련장업","사립","","0","0","228","0","0","0","0","","",
"120","체력단련장업","10_42_01_P","4830000","CDFH3301062002000001","2002-05-01","","03","폐업","03","폐업","2026-01-06","","","","061-335-8595","","520-130","전라남도 나주시 송월동 1134-2","전라남도 나주시 재신길 6-10 (송월동)","","나주건강교실","2026-01-06 17:10:09","U","2026-01-09 02:40:00","","173919.177586286","169349.689248228","체력단련장업","사립","","0","0","108","0","0","0","0","","",
"121","체력단련장업","10_42_01_P","4830000","CDFH3301062009000001","2009-02-02","","03","폐업","03","폐업","2026-01-06","","","","","250.53","520-130","전라남도 나주시 송월동 1129-6","전라남도 나주시 재신길 10-9 (송월동)","","드림 헬스타운","2026-01-06 17:08:07","U","2026-01-09 02:40:00","","173800.411389057","169346.298703312","체력단련장업","사립","","0","1","528.13","0","0","0","0","","",
"122","체력단련장업","10_42_01_P","4830000","CDFH3301062017000001","2017-08-29","","03","폐업","03","폐업","2026-01-06","","","","061)333-4488","437.41","","전라남도 나주시 빛가람동 285-2","전라남도 나주시 배멧1길 26-1, 3층 (빛가람동, 아이엔지타워)","58325","네오피트니스","2026-01-06 16:04:04","U","2026-01-09 02:40:00","","180979.651546865","168954.05154613","체력단련장업","사립","","1","1","437.41","0","0","0","0","","",
"123","체력단련장업","10_42_01_P","3630000","CDFH3301062011000001","2011-05-19","","03","폐업","03","폐업","2026-01-07","","","","062-956-0012","277.6","","광주광역시 광산구 산정동 1017 5층","광주광역시 광산구 손재로110번길 36, 5층 (산정동)","62339","몸짱휘트니스헬스","2026-01-07 16:51:18","U","2026-01-09 02:40:00","","181614.981708493","186317.295952034","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"124","체력단련장업","10_42_01_P","3980000","CDFH3301062024000007","2024-06-28","","01","영업/정상","13","영업중","","","","","","494.73","","경기도 구리시 교문동 216-6 계성빌딩 지하1층","경기도 구리시 경춘로 170, 계성빌딩 지하1층 (교문동)","11925","노벨짐 구리점","2026-01-07 17:49:14","U","2026-01-09 02:40:00","","211779.890625125","455349.802165851","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"125","체력단련장업","10_42_01_P","3400000","CDFH3301062024000002","2024-07-03","","01","영업/정상","13","영업중","","","","","","463","","부산광역시 기장군 기장읍 동부리 124 전자랜드21","부산광역시 기장군 기장읍 차성로 314, 전자랜드21 3층 2호","46061","프리미엄 헬스&PT센터","2026-01-06 13:05:51","U","2026-01-09 02:40:00","","401451.765883262","196278.103365372","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"126","체력단련장업","10_42_01_P","3650000","CDFH3301062024000006","2024-07-01","","01","영업/정상","13","영업중","","","","","","40","","대전광역시 중구 목동 111-12 금호한사랑아파트","대전광역시 중구 동서대로 1388, 1층 139호 (목동, 금호한사랑아파트)","34849","모두의 헬스장","2026-01-07 16:29:24","U","2026-01-09 02:40:00","","236982.17212811","314621.094257413","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"127","체력단련장업","10_42_01_P","3070000","CDFH3301062013000004","2013-01-31","","01","영업/정상","13","영업중","","","","","02-968-5230","694.89","136-150","서울특별시 성북구 석관동 220-1 5층","서울특별시 성북구 화랑로 280, 5층 (석관동)","02783","아크로짐 돌곶이점 24시 헬스&PT","2026-01-06 15:46:43","U","2026-01-09 02:40:00","","205232.638999928","456639.798445525","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"128","체력단련장업","10_42_01_P","3130000","CDFH3301062021000019","2021-12-23","","01","영업/정상","13","영업중","","","","","02-332-9722","153","","서울특별시 마포구 창전동 219-3","서울특별시 마포구 서강로 37-4, 2층 (창전동)","04078","무브 앤 케어(MOVE&CARE)","2026-01-06 11:18:43","U","2026-01-09 02:40:00","","193801.780065706","449393.290219613","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"129","체력단련장업","10_42_01_P","3940000","CDFH3301062026000002","2026-01-05","","01","영업/정상","13","영업중","","","","","","808.54","","경기도 고양시 덕양구 신원동 620-1 파스텔시티","경기도 고양시 덕양구 권율대로 893, 파스텔시티 701일부호, 702호, 703호 (신원동)","10568","(주)옐로우휘트니스 삼송점","2026-01-07 10:10:15","U","2026-01-09 02:40:00","","190199.32160777","462362.967191181","체력단련장업","사립","","0","0","0","0","0","0","0","","",
