"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업종구분명","관리업구분명","자본금","자산","보수범위","유지관리책임인력수","실무기술인력수","설계책임기술인력수","제조책임기술인력수","임원수","총직원수","기술직직원수","기능직직원수","사무직직원수","기타직원수","회사구분명","사업자등록번호",
"61","승강기유지관리업체","11_48_01_P","6290000","629000000038","1998-12-13","","01","영업/정상","1","인허가","","","","","0625101770","","","광주광역시 북구 운암동 96-2","광주광역시 북구 북문대로 27, 3층 (운암동)","61261","오티스엘리베이터(유) 광주지점","2026-01-06 18:07:03","U","2026-01-09 02:40:00","","189182.126875141","186138.70489074","유지관리","고속승강기,중저속승강기","32040000000","","5,940","7","","","","","66","","","","","본점","4098513844",
"62","승강기유지관리업체","11_48_01_P","6290000","629000000034","1998-07-13","","01","영업/정상","1","인허가","","","","","0622255599","","501-723","광주광역시 동구 수기동 23번지 2호 제일오피스텔","광주광역시 동구 천변우로 339, 802호 (수기동,제일오피스텔)","501-723","현대종합관리(주)","2026-01-14 14:02:26","U","2026-01-16 02:40:00","","191696.411285266","183475.407796163","유지관리","중저속승강기","500000000","","1,890","2","","","","","21","","","","","본점","4168118247",
"63","승강기유지관리업체","11_48_01_P","6280000","628000000132","2020-05-26","","01","영업/정상","1","인허가","","","","","0327418944","","22382","인천광역시 중구 운서동 2868번지 제2합동청사","인천광역시 중구 제2터미널대로 444, 제2합동청사 310호 (운서동)","22382","인천공항시설관리 주식회사","2026-01-12 17:54:06","U","2026-01-14 02:40:00","","149829.251166424","440865.963248498","유지관리","중저속승강기","1000000000","","11,160","24","","","","","124","","","","","본점","6468800842",
"64","승강기유지관리업체","11_48_01_P","6410000","401000000018","2020-06-08","","01","영업/정상","1","인허가","","","","","031311 0312","","14995","경기도 시흥시 능곡동 758번지 현대프라자 704호","경기도 시흥시 승지로60번길 17, 현대프라자 704호 (능곡동)","14995","디케이이엘에스(주)","2026-01-13 00:00:00","U","2026-01-15 02:40:00","","","","유지관리","중저속승강기","2500","","700","1","","","","","","","","","","본점","3308101796",
"65","승강기유지관리업체","11_48_01_P","6270000","627000000101","2021-12-03","","01","영업/정상","1","인허가","","","","","","","","대구광역시 달서구 호림동 9-6","대구광역시 달서구 달서대로91길 35, 모다지식산업센터 나동 2층 201호 (호림동)","42714","(주)이브엘리베이터","2025-12-31 15:54:50","U","2026-01-03 02:40:00","","334345.322515099","260900.296651231","유지관리","중저속승강기","130000000","","630","1","","","","","7","","","","","본점","7838102500",
"66","승강기유지관리업체","11_48_01_P","6110000","611000000542","2025-12-16","","01","영업/정상","1","인허가","","","","","0231430888","","03965","서울특별시 마포구 성산동 278-20 0호","서울특별시 마포구 월드컵로32길 25, 2층 (성산동)","03965","다원엘리베이터 주식회사","2026-01-02 11:40:16","U","2026-01-04 02:40:00","","191620.07988362","451182.218972192","유지관리","중저속승강기","100000000","","1,600","3","","","","","16","","","","","본점","4758103613",
"67","승강기유지관리업체","11_48_01_P","6260000","626000000138","2009-08-10","","01","영업/정상","1","인허가","","","","","0513375114","","","부산광역시 북구 덕천동 531번지 1호","부산광역시 북구 금곡대로104번길 10 (덕천동)","46545","한국승강기블루(주)","2026-01-02 10:54:12","U","2026-01-04 02:40:00","","382688.331568034","192923.088664186","유지관리","중저속승강기","100000000","","1,300","2","0","","","","16","","","","","본점","6068617996",
"68","승강기유지관리업체","11_48_01_P","6260000","626000000082","1998-12-14","","01","영업/정상","1","인허가","","","","","0519226002","","611-800","부산광역시 연제구 거제1동  17번지 1호 종근당빌딩 4층","부산광역시 연제구 거제대로 270, 4층 (거제동,종근당빌딩)","611-800","오티스엘리베이터(유)","2026-01-12 09:08:24","U","2026-01-14 02:40:00","","389137.771555336","189860.788321975","유지관리","고속승강기,중저속승강기","40000000000","100000000000","11,790","27","0","","","1","131","","182","5","","본점","6068510657",
"69","승강기유지관리업체","11_48_01_P","6260000","626000000099","2000-10-24","","01","영업/정상","1","인허가","","","","","0515572676","","","부산광역시 부산진구 범천동 869-15 대휘빌딩","부산광역시 부산진구 중앙대로 629-10, 대휘빌딩 6층 (범천동)","47351","오티스이앤엠코리아 주식회사 (부산지점)","2026-01-06 09:37:47","U","2026-01-09 02:40:00","","387525.764548199","185255.305459549","유지관리","중저속승강기","2202000000","","2,600","4","0","","","1","26","","15","1","","본점","6078519326",
"70","승강기유지관리업체","11_48_01_P","6260000","626000000125","2006-03-29","","01","영업/정상","1","인허가","","","","","0518960094","","","부산광역시 수영구 광안동 526-1 광원아파트 상가동","부산광역시 수영구 광일로 63, 상가동 2층 (광안동, 광원아파트)","48250","(주)대한엘리베이터","2026-01-12 09:23:34","U","2026-01-14 02:40:00","","391933.542223677","186764.383360083","유지관리","중저속승강기","100000000","","1,100","2","0","","","","12","1","4","1","","본점","6058176677",
"71","승강기유지관리업체","11_48_01_P","6260000","626000000002","1992-12-24","","01","영업/정상","1","인허가","","","","","0513281226","","617-801","부산광역시 사상구 감전동  156번지 6호","부산광역시 사상구 학감대로221번길 10 (감전동)","617-801","주식회사 구룡산전","2026-01-12 09:11:54","U","2026-01-14 02:40:00","","381192.267810697","185379.300879973","유지관리","중저속승강기","500000000","3186000000","500","1","0","","","1","5","8","2","2","1","본점","6068137841",
"72","승강기유지관리업체","11_48_01_P","6260000","626000000037","1993-10-07","","01","영업/정상","1","인허가","","","","","0517424275","","612-820","부산광역시 해운대구 우1동  496번지 1호 신동아상가 2층","부산광역시 해운대구 우동1로 9-28, 2층 (우동,신동아상가2층)","612-820","태화E/L(주)","2026-01-15 09:25:37","U","2026-01-17 02:40:00","","396299.836154773","187054.741207479","유지관리","고속승강기,중저속승강기","120000000","208000000","1,700","2","0","","","1","16","","15","2","","본점","6188122240",
"73","승강기유지관리업체","11_48_01_P","6430000","643000000012","1999-01-22","","01","영업/정상","1","인허가","","","","","0432968225","","","충청북도 청주시 서원구 남이면 가마리 163-1","","","호영엘리베이터(주)","2026-01-14 17:55:59","U","2026-01-16 02:40:00","","","","유지관리","중저속승강기","305000000","0","1,600","3","0","","","","16","","","","","본점","3058125133",
"74","승강기유지관리업체","11_48_01_P","6430000","643000000028","2009-11-26","","01","영업/정상","1","인허가","","","","","0432980237","","","충청북도 청주시 상당구 용암동 1237번지","충청북도 청주시 상당구 용암로 74-17 (용암동)","28770","(주)엘리사엘리베이터","2026-01-14 17:56:33","U","2026-01-16 02:40:00","","245126.583051886","346042.708207888","유지관리","중저속승강기","206752000","","1,500","2","0","","","","15","","","","","본점","3178115851",
"75","승강기유지관리업체","11_48_01_P","6430000","643000000042","2018-01-19","","01","영업/정상","1","인허가","","","","","0220075800","","07326","서울특별시 영등포구 여의도동 23번지 서울국제금융센터","서울특별시 영등포구 국제금융로 10, 서울국제금융센터 8층 (여의도동)","07326","오티스엘리베이터(유) 충북","2026-01-05 09:02:38","U","2026-01-07 02:40:00","","193326.931018911","446973.914570276","유지관리","고속승강기,중저속승강기","14760000000","","7,800","7","","","","","78","","","","","지점","8858500752",
"76","승강기유지관리업체","11_48_01_P","6470000","647000000049","2014-12-22","","01","영업/정상","1","인허가","","","","","0544358063","","","경상북도 김천시 모암동 178-11","경상북도 김천시 영남대로 1784, 하늘빛 201호 (모암동)","39580","신성엘리베이터(주)","2026-01-09 18:12:14","U","2026-01-11 02:40:00","","301481.97325291","292230.244088765","유지관리","중저속승강기","100000000","","1,400","1","0","","","","14","","","","","본점","5118123201",
"77","승강기유지관리업체","11_48_01_P","6460000","482000000004","2002-01-05","","01","영업/정상","1","인허가","","","","","061 7217971","","","","전라남도 순천시 서면 백강로 801","","(주)삼성엘리베이터","2026-01-12 00:00:00","U","2026-01-14 02:40:00","","","","유지관리","고속승강기,중저속승강기","310","","1500","2","0","","","","","","","","","본점","4168134835",
"78","승강기유지관리업체","11_48_01_P","6460000","482000000006","2018-06-08","","01","영업/정상","1","인허가","","","","","061 727 1193","","58005","전라남도 순천시 해룡면 신대리 1128번지 1호","전라남도 순천시 해룡면 신대로 212-47","58005","주식회사 한성테크엘리베이터","2026-01-07 00:00:00","U","2026-01-09 02:40:00","","","","유지관리","중저속승강기","100000000","","800","1","","","","","","","","","","본점","4758801050",
"79","승강기유지관리업체","11_48_01_P","6110000","611000000521","2021-08-17","","01","영업/정상","1","인허가","","","","","0221545700","","","서울특별시 서초구 서초동 1424-2 GS건설서초타워 0호","서울특별시 서초구 남부순환로 2477, GS건설서초타워 7층 (서초동)","06725","자이엘리베이터 주식회사","2026-01-14 16:37:44","U","2026-01-16 02:40:00","","201803.380443919","442337.458957919","유지관리","고속승강기,중저속승강기","5000000000","","5,200","6","","","","","52","","","","","본점","1588102081",
"80","승강기유지관리업체","11_48_01_P","6110000","611000000520","2021-06-03","","01","영업/정상","1","인허가","","","","","028583833","","","서울특별시 금천구 가산동 60-11 스타밸리 0호","서울특별시 금천구 디지털로9길 99, 스타밸리 809호 (가산동)","08510","(주)기원엘리베이터","2026-01-12 17:14:03","U","2026-01-14 02:40:00","","189748.024164036","442174.424111843","유지관리","중저속승강기","100000000","","1,500","3","","","","","15","","","","","본점","6588702074",
"81","승강기유지관리업체","11_48_01_P","6410000","391000000001","2013-09-16","","01","영업/정상","1","인허가","","","","","031 233 4992","","15117","경기도 시흥시 정왕동 2665-5","경기도 시흥시 엠티브이북로 323 (정왕동)","15117","오티스이앤엠코리아 주식회사 평택지점","2026-01-05 00:00:00","U","2026-01-07 02:40:00","","","","유지관리","중저속승강기","6152","100","800","1","0","","","","","","","","","지점","1258543630",
"82","승강기유지관리업체","11_48_01_P","6410000","382000000004","1999-04-09","","01","영업/정상","1","인허가","","","","","0318755478","","","","경기도 의정부시 효자로 10, 205호 (민락동, 송산중앙프라자)","","(주)태화종합엘리베이터","2025-12-31 00:00:00","U","2026-01-03 02:40:00","","","","유지관리","중저속승강기","210","300","1100","1","0","","","","","","","","","본점","1318148501",
"83","승강기유지관리업체","11_48_01_P","6410000","394000000003","2014-08-13","","01","영업/정상","1","인허가","","","","","0319789797","","10480","경기도 고양시 덕양구 성사동 216번지 5호","경기도 고양시 덕양구 흥도로417번길 40 (성사동)","10480","(주)서강엘리베이터","2026-01-14 00:00:00","U","2026-01-16 02:40:00","","","","유지관리","고속승강기,중저속승강기","700","700","4140","9","","","","","","","","","","본점","1288611361",
"84","승강기유지관리업체","11_48_01_P","6410000","391000000009","2002-02-27","","01","영업/정상","1","인허가","","","","","031611 9411","","17854","경기도 평택시 비전동 1109 좋은프라자 2","경기도 평택시 비전5로 20-45, 좋은프라자 2 403호 (비전동)","17854","(주)한국엘레파킹시스템","2026-01-12 00:00:00","U","2026-01-14 02:40:00","","","","유지관리","고속승강기,중저속승강기","500","","1400","3","","","","","","","","","","본점","1258140974",
"85","승강기유지관리업체","11_48_01_P","6410000","409000000015","2016-08-12","","01","영업/정상","1","인허가","","","","","0319834384","","10040","","경기도 김포시 대곶면 학의동로 72","10040","(주)한울테크","2025-12-31 00:00:00","U","2026-01-03 02:40:00","","","","유지관리","중저속승강기","500","","450","1","","","","","","","","","","본점","1378635464",
"86","승강기유지관리업체","11_48_01_P","6410000","383000000012","2017-02-24","","01","영업/정상","1","인허가","","","","","031 6894034","","14042","","경기도 안양시 동안구 전파로 88, 708호 (호계동, 신원비젼타워)","14042","(주)엠에스이","2026-01-02 00:00:00","U","2026-01-04 02:40:00","","","","유지관리","고속승강기,중저속승강기","1000","","4320","4","0","","","","","","","","","본점","6488600655",
"87","승강기유지관리업체","11_48_01_P","6410000","394000000010","2014-08-22","","01","영업/정상","1","인허가","","","","","0319140977","","","","경기도 고양시 일산서구 일산로 638, 3층 (대화동, 성저빌딩)","","케이이앤씨(주)","2026-01-02 00:00:00","U","2026-01-04 02:40:00","","","","유지관리","중저속승강기","200","1837","720","1","0","","","","","","","","","본점","1288640997",
"88","승강기유지관리업체","11_48_01_P","6410000","391000000011","2015-05-26","","01","영업/정상","1","인허가","","","","","","","17902","경기도 평택시 합정동 971-5","경기도 평택시 평택5로34번길 96, 2층 202호 (합정동)","17902","서진엘리베이터(주)","2026-01-15 00:00:00","U","2026-01-17 02:40:00","","","","유지관리","중저속승강기","100","100","1000","1","0","","","","","","","","","본점","7608800100",
"89","승강기유지관리업체","11_48_01_P","6410000","391000000003","2008-05-16","","01","영업/정상","1","인허가","","","","","0316828931","","451-872","경기도 평택시 오성면 양교리 915번지 12호","경기도 평택시 오성면 오성산단로 36-19","451-872","그린엘리베이터(주)","2026-01-13 00:00:00","U","2026-01-15 02:40:00","","","","유지관리","중저속승강기","700","4190","1000","1","","","","","","","","","","본점","1408107988",
"90","승강기유지관리업체","11_48_01_P","6410000","394000000005","1998-10-20","","01","영업/정상","1","인허가","","","","","0319056870","","","경기도 고양시 일산동구 백석동 1141번지 1호","경기도 고양시 일산동구 일산로 138, 공장동 910호 (백석동)","","경기엘리베이터(주)","2026-01-14 00:00:00","U","2026-01-16 02:40:00","","","","유지관리","중저속승강기","500","0","3400","4","0","","","","","","","","","본점","1288139194",
"91","승강기유지관리업체","11_48_01_P","6260000","626000000072","1998-02-13","","01","영업/정상","1","인허가","","","","","0518982016","","","부산광역시 부산진구 가야동 631-1","부산광역시 부산진구 가야공원로14번길 62, 2층 (가야동)","47324","삼성엘리베이터(주)","2026-01-02 10:56:07","U","2026-01-04 02:40:00","","384578.073549246","185540.498321976","유지관리","중저속승강기","100000000","100000000","800","1","0","","","","7","","8","1","","본점","6068120972",
"92","승강기유지관리업체","11_48_01_P","6260000","626000000121","2005-07-28","","01","영업/정상","1","인허가","","","","","0517470306","","","부산광역시 부산진구 가야동 60-55","부산광역시 부산진구 가야대로557번길 12, 2층 (가야동)","47271","신한엘리베이터(주)","2026-01-13 11:30:47","U","2026-01-15 02:40:00","","385173.011612703","185860.620571963","유지관리","중저속승강기","100000000","130000000","1,100","1","0","","","","7","4","3","1","","본점","6178156785",
"93","승강기유지관리업체","11_48_01_P","6260000","626000000129","2006-11-27","","01","영업/정상","1","인허가","","","","","0518977003","","614-801","부산광역시 부산진구 가야동 143번지 48호 윤정빌딩 3층","부산광역시 부산진구 가야대로 517, 3층 (가야동,윤정빌딩)","614-801","(주)아남테크서비스","2026-01-09 09:03:21","U","2026-01-11 02:40:00","","384774.798846787","185717.12959147","유지관리","중저속승강기","350000000","","1,900","1","0","","","","15","1","6","1","","본점","6058179811",
"94","승강기유지관리업체","11_48_01_P","6110000","611000000508","2020-03-13","","01","영업/정상","1","인허가","","","","","0236704370","","","서울특별시 종로구 연지동 1-1","서울특별시 종로구 율곡로 190 (연지동)","03127","현대엘리베이터서비스 주식회사","2026-01-13 15:52:15","U","2026-01-15 02:40:00","","199886.047854765","452569.474718211","유지관리","고속승강기,중저속승강기","5000000000","","0","52","","","","","0","","","","","본점","2768801701",
"95","승강기유지관리업체","11_48_01_P","6110000","611000000511","2017-12-08","","01","영업/정상","1","인허가","","","","","07040474151","","","서울특별시 금천구 가산동 371-28 우림라이온스밸리 비동 1402호","서울특별시 금천구 가산디지털1로 168, 우림라이온스밸리 비동 1402호 (가산동)","08507","(주)대명엘리베이터서비스","2026-01-08 14:58:29","U","2026-01-10 02:40:00","","189538.020935968","441982.427934953","유지관리","중저속승강기","700000000","","800","1","","","","","8","","","","","본점","5768800577",
"96","승강기유지관리업체","11_48_01_P","6110000","611000000514","2020-12-30","","01","영업/정상","1","인허가","","","","","0216616112","","","서울특별시 강동구 성내동 551-1 삼원타워 0호","서울특별시 강동구 성내로6길 11, 삼원타워 2층(성내동)","05399","오티스서비스엑스퍼트 유한회사","2026-01-08 09:25:01","U","2026-01-10 02:40:00","","210820.576958193","447428.794609384","유지관리","고속승강기,중저속승강기","500000000","","0","25","","","","","0","","","","","본점","8358701968",
"97","승강기유지관리업체","11_48_01_P","6540000","464000000002","2011-05-24","","01","영업/정상","1","인허가","","","","","063 236 1246","","15117","경기도 시흥시 정왕동 2665-7","경기도 시흥시 엠티브이북로 313(정왕동)","15117","오티스이앤엠코리아주식회사 전주지점","2026-01-02 00:00:00","U","2026-01-04 02:40:00","","","","유지관리","중저속승강기","6150","26500","1400","3","0","","","","","","","","","지점","4028528763",
"98","승강기유지관리업체","11_48_01_P","6540000","464000000009","1997-08-28","","01","영업/정상","1","인허가","","","","","0632261102","","","전북특별자치도 전주시 완산구 중화산동2가 703번지 13호","전북특별자치도 전주시 완산구 메너머2길 24 (중화산동2가)","","한국승강기안전공사","2026-01-13 00:00:00","U","2026-01-15 02:40:00","","","","유지관리","중저속승강기","520","599","800","1","","","","","","","","","","본점","4180149249",
"99","승강기유지관리업체","11_48_01_P","6540000","468000000003","2010-04-05","","01","영업/정상","1","인허가","","","","","0632261102","","54630","전북특별자치도 익산시 영등동 191번지 35호","전북특별자치도 익산시 약촌로 174, 지식산업센터 906호 (영등동)","54630","(유)한국승강기안전공사","2026-01-14 00:00:00","U","2026-01-16 02:40:00","","","","유지관리","중저속승강기","300","","1500","2","","","","","","","","","","본점","4028150710",
"100","승강기유지관리업체","11_48_01_P","6440000","644000000045","2021-04-12","","01","영업/정상","1","인허가","","","","","0415555114","","31070","충청남도 천안시 동남구 구성동 151-13","충청남도 천안시 동남구 해솔1길 21 (구성동)","31070","(주)충원엘리베이터","2026-01-14 09:01:12","U","2026-01-16 02:40:00","","215491.809313792","365403.442976927","유지관리","중저속승강기","300000000","","1,000","1","","","","","11","","","","","본점","7438801894",
"101","승강기유지관리업체","11_48_01_P","6110000","611000000518","2021-04-15","","01","영업/정상","1","인허가","","","","","0226901566","","","서울특별시 양천구 신정동 1026-2 성원빌딩 303호","서울특별시 양천구 신월로 340, 성원빌딩 303호(신정동)","08086","신흥이엘 주식회사","2026-01-06 12:32:33","U","2026-01-09 02:40:00","","187456.022118034","446600.005086593","유지관리","중저속승강기","200000000","","900","1","","","","","10","","","","","본점","5598102192",
"102","승강기유지관리업체","11_48_01_P","6410000","393000000002","2011-12-05","","01","영업/정상","1","인허가","","","","","031 411 5134","","","","경기도 안산시 단원구 광덕2로 194-4 (고잔동)","","성우엘리베이터(주)","2026-01-09 00:00:00","U","2026-01-11 02:40:00","","","","유지관리","중저속승강기","200","200","2340","5","0","","","","","","","","","본점","1348692258",
"103","승강기유지관리업체","11_48_01_P","6410000","401000000005","1992-12-26","","01","영업/정상","1","인허가","","","","","031 233 4992","","15117","경기도 시흥시 정왕동 2665-7","경기도 시흥시 엠티브이북로 313(정왕동)","15117","오티스이앤엠코리아 주식회사(Otis E&M Korea)","2026-01-02 00:00:00","U","2026-01-04 02:40:00","","","","유지관리","중저속승강기","6100","26516","5900","7","","","","","","","","","","본점","1348108435",
"104","승강기유지관리업체","11_48_01_P","6410000","391000000012","2016-11-14","","01","영업/정상","1","인허가","","","","","903180540810","","08377","서울특별시 구로구 구로동 170번지 11호","서울특별시 구로구 디지털로33길 48 (구로동, 대륭포스트타워7차)","08377","주식회사 티솔루션 평택사업소","2026-01-14 00:00:00","U","2026-01-16 02:40:00","","","","유지관리","중저속승강기","300","","4000","4","","","","","","","","","","지점","4718500529",
"105","승강기유지관리업체","11_48_01_P","6410000","402000000006","2014-08-27","","01","영업/정상","1","인허가","","","","","0226107777","","15851","경기도 군포시 당정동 1018-1 네이쳐빌","경기도 군포시 당정역로 62, 2층 (당정동, 네이쳐빌)","15851","티케이엘리베이터코리아(주) 경기","2026-01-14 00:00:00","U","2026-01-16 02:40:00","","","","유지관리","고속승강기,중저속승강기","1273","","8900","14","0","","","","","","","","","지점","1238545025",
"106","승강기유지관리업체","11_48_01_P","6410000","374000000005","2014-03-04","","01","영업/정상","1","인허가","","","","","031 459 3706","","","경기도 수원시 권선구 고색동 1110번지","경기도 수원시 권선구 산업로156번길 171-34 (고색동)","","(주)신우프론티어","2026-01-09 00:00:00","U","2026-01-11 02:40:00","","","","유지관리","중저속승강기","500","50","1000","1","","","","","","","","","","지점","2148150734",
"107","승강기유지관리업체","11_48_01_P","6410000","553000000013","2011-03-14","","01","영업/정상","1","인허가","","","","","0314770235","","","","경기도 화성시 마도면 금해로135번길 83","","수림엘리베이터(주)","2026-01-14 00:00:00","U","2026-01-16 02:40:00","","","","유지관리","중저속승강기","100","","500","1","0","","","","","","","","","본점","1238196069",
"108","승강기유지관리업체","11_48_01_P","6270000","627000000079","2011-06-21","","01","영업/정상","1","인허가","","","","","0537547301","","","대구광역시 서구 중리동 1083번지 한국섬유개발연구원 TBC동 101호","대구광역시 서구 국채보상로 136, 1층 101호 (중리동,한국섬유개발연구원TBC동)","41842","오티스이앤엠코리아 주식회사(대구지점)","2026-01-06 11:00:06","U","2026-01-09 02:40:00","","339533.554994012","264187.132422572","유지관리","중저속승강기","6190000000","","1,620","3","0","","","","18","","","","","본점","5028533848",
"109","승강기유지관리업체","11_48_01_P","6270000","627000000082","2012-01-10","","01","영업/정상","1","인허가","","","","","0537615061","","711-813","대구광역시 달성군 다사읍 385번지","대구광역시 달성군 서재로16길 34-1","711-813","(주)월드엘리베이터","2026-01-12 13:52:26","U","2026-01-14 02:40:00","","335451.229842323","264348.115456993","유지관리","중저속승강기","500000000","","3,330","4","0","","","","37","","","","","본점","5028613591",
"110","승강기유지관리업체","11_48_01_P","6270000","627000000038","1998-12-30","","01","영업/정상","1","인허가","","","","","0537408840","","701-824","대구광역시 동구 신천3동  81번지 2호","대구광역시 동구 장등로 86 (신천동)","701-824","오티스엘리베이터유한회사 대구영업소","2026-01-15 09:30:34","U","2026-01-17 02:40:00","","346573.489424683","265092.216370831","유지관리","중저속승강기","101753000000","","9,450","9","0","","","","105","","","","","본점","5028516382",
"111","승강기유지관리업체","11_48_01_P","6270000","627000000053","2000-12-27","","01","영업/정상","1","인허가","","","","","0537922479","","42251","대구광역시 수성구 시지동 596-2 애비뉴빌딩4층","대구광역시 수성구 알파시티2로 64, 애비뉴빌딩 4층 (시지동)","42251","우성에레베이터(주)","2026-01-12 13:51:30","U","2026-01-14 02:40:00","","352992.827339157","261051.429073866","유지관리","중저속승강기","100000000","","1,620","2","0","","","","18","","","","","본점","5028155674",
"112","승강기유지관리업체","11_48_01_P","6270000","627000000068","2007-09-14","","01","영업/정상","1","인허가","","","","","0532918297","","","대구광역시 달서구 진천동 716-1","대구광역시 달서구 상화로7길 40 (진천동)","42776","(주) 대원엘리베이터","2026-01-12 13:51:54","U","2026-01-14 02:40:00","","337359.816959712","257593.02194168","유지관리","중저속승강기","200000000","","1,800","4","0","","","","20","","","","","본점","5148162595",
"113","승강기유지관리업체","11_48_01_P","6310000","631000000026","2020-11-23","","01","영업/정상","1","인허가","","","","","0522882011","","","울산광역시 북구 매곡동 918-16","울산광역시 북구 신기9길 14-1 (매곡동)","44215","주식회사 한림이엔지","2026-01-14 16:00:26","U","2026-01-16 02:40:00","","","","유지관리","중저속승강기","100000000","","630","1","","","","","7","","","","","본점","7888801674",
"114","승강기유지관리업체","11_48_01_P","6410000","394000000015","2021-01-25","","01","영업/정상","1","인허가","","","","","031 7788417","","10550","경기도 고양시 덕양구 원흥동 705 고양 원흥 한일윈스타 지식산업센터 205호","경기도 고양시 덕양구 삼원로 73, 고양 원흥 한일윈스타 지식산업센터 2층 205호 (원흥동)","10550","주식회사 한승이엘","2026-01-02 00:00:00","U","2026-01-04 02:40:00","","","","유지관리","중저속승강기","100","","1530","2","","","","","","","","","","본점","5248101988",
"115","승강기유지관리업체","11_48_01_P","6260000","626000000170","2023-11-02","","01","영업/정상","1","인허가","","","","","0514152079","","49010","부산광역시 영도구 청학동 63-1 동영빌딩","부산광역시 영도구 태종로 417, 동영빌딩 5층 (청학동)","49010","주식회사 예스엘리베이터","2026-01-02 10:52:03","U","2026-01-04 02:40:00","","388394.695287705","178764.046155538","유지관리","중저속승강기","250000000","","700","1","","","","","7","","","","","본점","5418602726",
"116","승강기유지관리업체","11_48_01_P","6410000","394000000017","2024-12-23","","01","영업/정상","1","인허가","","","","","15888963","","10251","경기도 고양시 일산동구 성석동 1019-6","경기도 고양시 일산동구 성현로135번길 129-19 (성석동)","10251","이엘디에이승강기 주식회사","2026-01-02 00:00:00","U","2026-01-04 02:40:00","","","","유지관리","중저속승강기","100","","700","1","","","","","","","","","","본점","7188602802",
"117","승강기유지관리업체","11_48_01_P","6270000","627000000108","2024-11-21","","01","영업/정상","1","인허가","","","","","0533838989","","41513","대구광역시 북구 검단동 838-4 검단팩토리밸리 101동 202호","대구광역시 북구 검단로 135, 검단팩토리밸리 101동 2층 2호 (검단동)","41513","(주)가람엘리베이터","2026-01-06 11:00:16","U","2026-01-09 02:40:00","","346306.145630637","268913.137449925","유지관리","중저속승강기","100000000","","630","1","","","","","7","","","","","본점","4468103314",
"118","승강기유지관리업체","11_48_01_P","6410000","394000000016","2022-01-19","","03","폐업","2","폐지","2026-01-09","","","","031  9012481","","10401","경기도 고양시 일산동구 장항동 751 삼성라끄빌","경기도 고양시 일산동구 호수로 662, 삼성라끄빌 324호 (장항동)","10401","티케이엘리베이터코리아(주)강서지사","2026-01-09 00:00:00","U","2026-01-11 02:40:00","","","","유지관리","고속승강기,중저속승강기","3000","0","7740","10","","","","","","","","","","","1098540285",
