"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"111","숙박업","03_11_03_P","5250000","5250000-201-1972-00001","1972-06-08","","01","영업/정상","01","영업","","","","","054 7837723","0.00","767-812","경상북도 울진군 죽변면 죽변리 9-1","경상북도 울진군 죽변면 등대1길 3","36315","등대여관","2026-01-02 14:35:18","U","2026-01-04 02:40:00","여관업","415759.019268884","397900.109796384","여관업","1","0","1","1","0","0","6","0","","","","자가","0","0","N",
"112","숙박업","03_11_03_P","4500000","4500000-201-2000-00101","1983-02-02","","01","영업/정상","01","영업","","","","","041 8553051","38.70","314-050","충청남도 공주시 중동 147-165","충청남도 공주시 제민천3길 82 (중동)","32547","영남여인숙","2026-01-02 16:44:20","U","2026-01-04 02:40:00","여인숙업","210962.970498179","328305.528536249","여인숙업","1","0","1","1","0","0","8","0","","","","","0","0","N",
"113","숙박업","03_11_03_P","3490000","3490000-201-1971-00008","1971-07-28","","01","영업/정상","01","영업","","","","","","72.00","400-103","인천광역시 중구 신흥동3가 12-14","인천광역시 중구 도원로 2-1 (신흥동3가)","22329","스테이조이","2026-01-02 13:05:50","U","2026-01-04 02:40:00","여인숙업","167766.265013856","440355.534075801","여인숙업","0","0","0","0","0","0","8","0","","","","","0","0","N",
"114","숙박업","03_11_03_P","3490000","3490000-201-2004-00001","2004-05-31","","01","영업/정상","01","영업","","","","","032 766 6672","1041.46","400-150","인천광역시 중구 내동 203-12","인천광역시 중구 개항로 53-9 (내동)","22316","ing 모텔","2026-01-02 13:04:20","U","2026-01-04 02:40:00","여관업","167084.254365895","441245.281240129","여관업","6","1","1","6","0","0","0","31","","","","자가","0","0","N",
"115","숙박업","03_11_03_P","3510500","3510500-201-1995-00003","1995-11-16","","01","영업/정상","01","영업","","","","","032 8884265","535.15","","인천광역시 미추홀구 용현동 624-13","인천광역시 미추홀구 아암대로53번길 21 (용현동)","22186","디케이 호텔(DK HOTEL)","2026-01-02 13:41:05","U","2026-01-04 02:40:00","여관업","167782.880621282","439395.236089261","여관업","4","0","1","4","0","0","0","27","","","","임대","","","N",
"116","숙박업","03_11_03_P","3830000","3840000-201-1983-00001","1983-03-19","","01","영업/정상","01","영업","","","","","031 4451410","128.00","430-829","경기도 안양시 만안구 안양동 622-129","경기도 안양시 만안구 장내로140번길 31-9 (안양동)","13996","하트여인숙","2026-01-02 09:33:33","U","2026-01-04 02:40:00","여인숙업","","","여인숙업","0","0","0","0","0","0","11","0","","","","","0","0","N",
"117","숙박업","03_11_03_P","4291000","4291000-201-2014-00002","2014-11-26","","01","영업/정상","01","영업","","","","","","1004.24","","강원특별자치도 정선군 화암면 화암리 449-2","강원특별자치도 정선군 화암면 소금강로 1010, 2, 3, 4층","26116","그림바위 호텔","2026-01-02 11:49:08","U","2026-01-04 02:40:00","일반호텔","358301.73213896","428586.798100705","일반호텔","5","1","2","4","0","0","27","0","","","","","0","3","N",
"118","숙박업","03_11_03_P","4231000","4231000-214-2021-00018","2021-12-01","","01","영업/정상","01","영업","","","","","033 632 0001","68180.90","","강원특별자치도 속초시 교동 1024-1 체스터톤스 속초","강원특별자치도 속초시 엑스포로 109, 체스터톤스 속초 4개동 715객실호 (교동)","24854","체스터톤스호텔앤드레지던스주식회사","2026-01-02 10:13:17","U","2026-01-04 02:40:00","숙박업(생활)","338392.120649525","522428.768010325","숙박업(생활)","12","3","12","3","0","0","0","715","","","","","0","0","N",
"119","숙박업","03_11_03_P","4201000","4201000-201-2019-00005","2019-03-22","","01","영업/정상","01","영업","","","","","","580.23","","강원특별자치도 강릉시 임당동 98-62","강원특별자치도 강릉시 경강로2103번길 10 (임당동)","25532","니스파크모텔","2026-01-02 11:15:37","U","2026-01-04 02:40:00","여관업","367039.272212196","474298.289433955","여관업","6","0","1","6","0","0","0","20","","","","임대","0","0","N",
"120","숙박업","03_11_03_P","4201000","4201000-201-2004-00012","2004-05-29","","01","영업/정상","01","영업","","","","","033 651 0011","1341.00","","강원특별자치도 강릉시 강문동 308-10","강원특별자치도 강릉시 창해로 269 (강문동)","25467","그랑블루","2026-01-02 14:03:14","U","2026-01-04 02:40:00","여관업","369414.876010245","477986.80151389","여관업","5","1","1","5","0","0","3","34","","","","자가","0","0","N",
"121","숙박업","03_11_03_P","4351000","4351000-201-2004-00005","2004-05-20","","01","영업/정상","01","영업","","","","","033 6713232","585.18","","강원특별자치도 양양군 강현면 물치리 67-11","강원특별자치도 양양군 강현면 동해대로 3541-5","25061","물치모텔","2026-01-02 13:30:31","U","2026-01-04 02:40:00","여관업","340809.013177379","517867.90744985","여관업","5","0","2","3","0","0","0","18","","","","자가","0","0","N",
"122","숙박업","03_11_03_P","3600000","3600000-201-1995-00138","2003-02-27","","01","영업/정상","01","영업","","","","","062 3693654","217.44","502-835","광주광역시 서구 화정동 785-28","광주광역시 서구 화운로 156 (화정동)","61979","현대장","2026-01-02 10:04:12","U","2026-01-04 02:40:00","여관업","188705.155150729","183750.421007576","여관업","4","1","1","4","0","0","7","8","","","","","0","0","N",
"123","숙박업","03_11_03_P","3250000","3250000-201-2012-00004","2012-11-23","","01","영업/정상","01","영업","","","","","051 253 3001","937.26","600-031","부산광역시 중구 광복동1가 45 (6,7층)","부산광역시 중구 광복로 88, 6,7층 (광복동1가)","48954","호텔 콤마","2026-01-02 14:44:51","U","2026-01-04 02:40:00","여관업","385446.888225146","179594.433261983","여관업","8","2","6","7","0","0","0","28","","","","임대","0","0","N",
"124","숙박업","03_11_03_P","3330000","3330000-201-2003-00026","2003-01-05","","01","영업/정상","01","영업","","","","","051 7107279","626.86","612-831","부산광역시 해운대구 재송동 1102-1","부산광역시 해운대구 해운대로153번길 28 (재송동)","48055","엘루이(Lrui)모텔","2026-01-02 15:19:40","U","2026-01-04 02:40:00","일반호텔","393314.988795187","189281.259091836","일반호텔","0","0","0","0","0","0","0","23","","","","","0","0","N",
"125","숙박업","03_11_03_P","4860000","4860000-201-2017-00002","2017-02-24","","01","영업/정상","01","영업","","","","","061 363 5452","1974.36","516-922","전라남도 곡성군 오산면 연화리 365-2","전라남도 곡성군 오산면 오산로 819-21 (외2필지)","57517","은하수무인텔","2026-01-02 10:05:56","U","2026-01-04 02:40:00","여관업","209921.356900935","194978.682882519","여관업","2","0","1","2","0","0","0","22","","","","자가","1","0","N",
"126","숙박업","03_11_03_P","4160000","4160000-214-2024-00045","2024-07-31","","01","영업/정상","01","영업","","","","","","196.40","477-852","경기도 가평군 설악면 엄소리 455","경기도 가평군 설악면 엄소속골길 85-15, 주1동 1층~2층","12470","슬라이드펜션","2026-01-02 15:10:07","U","2026-01-04 02:40:00","숙박업(생활)","242429.46108134","460686.360728014","숙박업(생활)","2","0","1","2","0","0","0","3","","","","","0","0","N",
"127","숙박업","03_11_03_P","3300000","3300000-214-1985-00003","1985-01-17","","01","영업/정상","01","영업","","","","","","534.27","607-800","부산광역시 동래구 낙민동 17-7","부산광역시 동래구 반송로 177 (낙민동)","47882","풀하우스","2026-01-02 16:47:08","U","2026-01-04 02:40:00","숙박업(생활)","390745.634197513","190695.239828968","숙박업(생활)","4","0","1","4","0","0","18","5","","","","","0","0","N",
"128","숙박업","03_11_03_P","3390000","3390000-201-2002-00071","1982-10-19","","03","폐업","02","폐업","2026-01-02","","","","051 3228866","93.88","617-030","부산광역시 사상구 엄궁동 573-3 ,15","부산광역시 사상구 대동로 10 (엄궁동)","47035","평화황토","2026-01-02 11:18:58","U","2026-01-04 02:40:00","여관업","379768.592072695","183207.700874955","여관업","3","0","3","3","0","0","0","12","","","","","0","0","N",
"129","숙박업","03_11_03_P","3390000","3390000-201-2001-00051","1980-11-22","","01","영업/정상","01","영업","","","","","051 3239595","100.05","617-807","부산광역시 사상구 괘법동 545-12","부산광역시 사상구 광장로87번길 13 (괘법동)","46968","동산여인숙","2026-01-02 09:43:35","U","2026-01-04 02:40:00","여인숙업","380840.358370655","186681.044120367","여인숙업","2","0","0","0","0","0","0","14","","","","","0","0","N",
"130","숙박업","03_11_03_P","3380000","3380000-201-2015-00002","2015-04-01","","01","영업/정상","01","영업","","","","","051 757 7661","936.30","613-805","부산광역시 수영구 광안동 202-8","부산광역시 수영구 남천바다로33번길 25, 1~4층 (광안동)","48303","투헤븐호텔(2HEAVEN HOTEL)","2026-01-02 13:15:49","U","2026-01-04 02:40:00","관광호텔","392625.723277187","185419.643859989","관광호텔","4","1","1","4","0","0","0","31","","","","자가","0","0","N",
"131","숙박업","03_11_03_P","3290000","3290000-201-2003-00022","2003-01-15","","01","영업/정상","01","영업","","","","","","1160.80","614-826","부산광역시 부산진구 범천동 839-419","부산광역시 부산진구 자유평화로37번길 15-18 (범천동)","47366","스타원","2026-01-02 16:42:58","U","2026-01-04 02:40:00","여관업","387907.630185229","184513.109767321","여관업","7","1","1","7","0","0","1","28","","","","임대","0","0","N",
"132","숙박업","03_11_03_P","5020000","5030000-201-2003-00010","2003-10-01","","01","영업/정상","01","영업","","","","","054 2746399","694.17","790-828","경상북도 포항시 남구 상도동 660-6","경상북도 포항시 남구 중흥로70번길 7-8 (상도동)","37771","엑스와이엠투모텔(XYM2)","2026-01-02 10:49:17","U","2026-01-04 02:40:00","여관업","411862.137860002","281614.478954992","여관업","5","0","1","5","0","0","0","22","","","","자가","","","N",
"133","숙박업","03_11_03_P","4510000","4510000-214-2025-00002","2025-10-29","","01","영업/정상","01","영업","","","","","","419.00","355-943","충청남도 보령시 신흑동 558-19","충청남도 보령시 통나무마을1길 48, 주1,주2,주3동 (신흑동)","33491","케빈펜션","2026-01-02 15:08:06","U","2026-01-04 02:40:00","숙박업(생활)","157484.529799321","314398.340083494","숙박업(생활)","0","0","0","0","0","0","0","5","","","","","0","0","N",
"134","숙박업","03_11_03_P","4281000","4281000-214-2025-00003","2025-11-13","","01","영업/정상","01","영업","","","","","","2650.80","","강원특별자치도 평창군 대관령면 횡계리 278-4","강원특별자치도 평창군 대관령면 송천길 30, [59객실 : 303호 외 58객실 ※붙임]","25343","호텔더에이엠","2026-01-02 17:03:35","U","2026-01-04 02:40:00","숙박업(생활)","350931.514488577","464546.62924928","숙박업(생활)","17","2","3","16","0","0","0","59","","","","자가","0","2","N",
"135","숙박업","03_11_03_P","5370000","5370000-214-2003-00002","2003-11-06","","03","폐업","02","폐업","2026-01-02","","","","055 636 4824","659.84","656-891","경상남도 거제시 일운면 망치리 27-17","경상남도 거제시 일운면 거제대로 1889-4","53329","솔향기하우스","2026-01-02 15:06:29","U","2026-01-04 02:40:00","숙박업(생활)","353294.073482679","147588.959178283","숙박업(생활)","4","0","1","4","0","0","27","0","","","","자가","0","0","N",
"136","숙박업","03_11_03_P","5410000","5410000-201-2001-00007","2001-11-07","","01","영업/정상","01","영업","","","","","055 5326542","790.00","635-801","경상남도 창녕군 창녕읍 교리 1052-1","경상남도 창녕군 창녕읍 우포2로 1221","50317","S모텔","2026-01-02 11:38:31","U","2026-01-04 02:40:00","여관업","334994.448408834","228089.998423287","여관업","0","0","0","0","0","0","5","24","","","","","0","0","N",
"137","숙박업","03_11_03_P","5670000","5670156-201-2003-00004","2003-02-10","","01","영업/정상","01","영업","","","","","","964.40","631-442","경상남도 창원시 마산합포구 신포동2가 81-1","경상남도 창원시 마산합포구 동서동1길 2 (신포동2가)","51720","퍼스트클래스호텔","2026-01-02 11:56:38","U","2026-01-04 02:40:00","일반호텔","343105.259976994","190333.068798945","일반호텔","4","0","1","4","0","0","0","30","","","","","0","0","N",
"138","숙박업","03_11_03_P","3170000","3170000-201-1982-00074","1982-12-20","","01","영업/정상","01","영업","","","","","02 8037355","434.52","153-864","서울특별시 금천구 시흥동 995-13","서울특별시 금천구 시흥대로59길 10 (시흥동)","08632","유림스테이","2026-01-02 09:17:02","U","2026-01-04 02:40:00","여관업","191097.569128195","439055.82393955","여관업","0","0","0","0","0","0","4","14","","","","","","","N",
"139","숙박업","03_11_03_P","5240000","5240000-214-2020-00001","2020-07-22","","01","영업/정상","01","영업","","","","","054 679 6964","761.30","755-851","경상북도 봉화군 봉성면 외삼리 14-10 체육시설사업소","경상북도 봉화군 봉성면 부랭이길 88, 체육시설사업소","36229","봉화정자문화생활관","2026-01-02 14:58:13","U","2026-01-04 02:40:00","숙박업(생활)","361346.808349981","379311.351314863","숙박업(생활)","2","0","1","2","0","0","22","0","","","","자가","0","0","N",
"140","숙박업","03_11_03_P","3990000","3990000-214-2021-00003","2021-07-08","","01","영업/정상","01","영업","","","","","","294.23","472-852","경기도 남양주시 수동면 송천리 3-18","경기도 남양주시 수동면 모꼬지로 198-90","12034","하이브 빌리지(HIVE VILLAGE)","2026-01-02 10:56:22","U","2026-01-04 02:40:00","숙박업(생활)","232590.090952181","465455.070721616","숙박업(생활)","0","0","0","0","0","0","0","5","","","","","0","0","N",
"141","숙박업","03_11_03_P","4530000","4530000-201-2022-00004","2022-12-05","","03","폐업","02","폐업","2026-01-02","","","","041662 0262","82.50","356-801","충청남도 서산시 동문동 313-8","충청남도 서산시 시장6로 40-10 (동문동)","31981","한빛여관","2026-01-02 15:35:50","U","2026-01-04 02:40:00","여관업","151624.121077078","364794.872204818","여관업","2","0","1","2","0","0","0","5","","","","자가","1","0","N",
"142","숙박업","03_11_03_P","4160000","4160000-214-2021-00044","2021-05-24","","01","영업/정상","01","영업","","","","","","634.10","","경기도 가평군 조종면 운악리 418-59 ,418-36,418-17,418-38,418-39 (각1~2층)","경기도 가평군 조종면 현등사길 55-233, 55-235,55-237,55-239,55-241(각1~2층)","12432","가평 노래방 옆 풀빌라2동","2026-01-02 16:29:18","U","2026-01-04 02:40:00","숙박업(생활)","230314.841471601","484273.59888464","숙박업(생활)","2","0","1","2","0","0","0","10","","","","","0","0","N",
"143","숙박업","03_11_03_P","3780000","3790000-201-2001-00003","1972-01-26","","03","폐업","02","폐업","2026-01-01","","","","031 7511547","0.00","461-872","경기도 성남시 수정구 수진동 3117 1층","경기도 성남시 수정구 성남대로1210번길 15-12, 1층 (수진동)","13319","동원여인숙","2026-01-02 10:44:34","U","2026-01-04 02:40:00","여인숙업","211424.99386277","437395.672858546","여인숙업","0","0","0","0","0","0","10","0","","","","","0","0","N",
"144","숙박업","03_11_03_P","4160000","4160000-214-2016-00008","2016-12-01","","01","영업/정상","01","영업","","","","","","872.40","","경기도 가평군 조종면 운악리 418-28 외7필지(총8개동)","경기도 가평군 조종면 현등사길 55-243, 외 7필지(총8개동)","12432","가평 노래방 옆 풀빌라1동","2026-01-02 16:27:36","U","2026-01-04 02:40:00","숙박업(생활)","","","숙박업(생활)","2","0","1","2","0","0","0","16","","","","임대","0","0","N",
"145","숙박업","03_11_03_P","3110000","3110000-201-2001-00005","2001-01-16","","01","영업/정상","01","영업","","","","","02 3564415","1405.04","122-837","서울특별시 은평구 대조동 15-57","서울특별시 은평구 통일로65길 10-2 (대조동)","03397","호텔 마루","2026-01-02 16:10:33","U","2026-01-04 02:40:00","일반호텔","193749.668965301","456324.618200404","일반호텔","10","1","2","10","0","0","0","54","","","","자가","0","0","N",
"146","숙박업","03_11_03_P","3940000","3950000-201-1988-00007","1988-12-05","","01","영업/정상","01","영업","","","","","031 9620400","201.60","412-800","경기도 고양시 덕양구 고양동 167","경기도 고양시 덕양구 혜음로 58-1 (고양동)","10274","엘르(ELLE)","2026-01-02 11:42:30","U","2026-01-04 02:40:00","여관업","191333.606345892","467037.169128612","여관업","0","0","0","0","0","0","7","10","","","","","0","0","N",
"147","숙박업","03_11_03_P","4860000","4860000-214-2022-00001","2022-05-06","","03","폐업","02","폐업","2026-01-02","","","","","1427.00","516-824","전라남도 곡성군 오곡면 송정리 207","전라남도 곡성군 오곡면 심청로 178","57530","심청한옥마을","2026-01-02 09:54:22","U","2026-01-04 02:40:00","숙박업(생활)","232508.477882715","192512.863021976","숙박업(생활)","1","0","1","1","0","0","1","16","","","","임대","0","2","N",
"148","숙박업","03_11_03_P","3490000","3490000-214-2025-00003","2025-01-14","","01","영업/정상","01","영업","","","","","","1442.46","400-102","인천광역시 중구 신흥동2가 54-8 힐스테이트 하버하우스 스테이, 4층~42층 중 일부","인천광역시 중구 서해대로417번길 1, 힐스테이트 하버하우스 스테이, 4층~42층 중 일부 (신흥동2가)","22306","(주)위드스테이","2026-01-02 13:02:45","U","2026-01-04 02:40:00","숙박업(생활)","167383.963872268","440239.490542609","숙박업(생활)","0","0","4","42","0","0","0","35","","","","","0","0","N",
"149","숙박업","03_11_03_P","6520000","6520000-201-2002-00010","2002-06-14","","01","영업/정상","01","영업","","","","","064 7679600","1476.46","697-841","제주특별자치도 서귀포시 서귀동 411-13","제주특별자치도 서귀포시 태평로439번길 14 (서귀동)","63595","호텔굿인서귀포","2026-01-04 17:30:00","U","2026-01-06 02:40:00","일반호텔","159462.976799329","-27601.3960530888","일반호텔","7","0","0","0","0","0","4","37","","","","","0","0","N",
"150","숙박업","03_11_03_P","4721000","4721000-214-2026-00001","2026-01-05","","01","영업/정상","01","영업","","","","","","197.58","","전북특별자치도 완주군 상관면 신리 323-6","전북특별자치도 완주군 상관면 상관소양로 94-46","55359","뚜바비앙2","2026-01-05 16:45:36","I","2026-01-07 00:20:36","숙박업(생활)","","","숙박업(생활)","2","0","1","2","0","0","0","5","","","","자가","0","0","N",
"151","숙박업","03_11_03_P","4600000","4600000-214-2026-00001","2026-01-05","","01","영업/정상","01","영업","","","","","","208.00","350-861","충청남도 홍성군 서부면 어사리 490-9","충청남도 홍성군 서부면 남당항로 391-1, 1~5동 1층","32206","달몽펜션2","2026-01-05 17:34:28","I","2026-01-07 00:20:36","숙박업(생활)","","","숙박업(생활)","0","0","0","0","0","0","0","0","","","","","0","0","N",
"152","숙박업","03_11_03_P","3130000","3130000-214-2026-00001","2026-01-05","","01","영업/정상","01","영업","","","","","","170.70","121-807","서울특별시 마포구 노고산동 106-7 BS타워, 13층","서울특별시 마포구 서강로 132, BS타워 13층 (노고산동)","04100","로프트13","2026-01-05 15:26:02","I","2026-01-07 00:20:36","숙박업(생활)","194225.490221946","450179.109724203","숙박업(생활)","0","0","13","13","0","0","0","7","","","","임대","0","0","N",
"153","숙박업","03_11_03_P","4231000","4231000-201-2026-00001","2026-01-05","","01","영업/정상","01","영업","","","","","","71.04","","강원특별자치도 속초시 대포동 663-6","강원특별자치도 속초시 해오름로 69-4, 1층 (대포동)","24900","별빛바다독채펜션","2026-01-05 17:19:18","I","2026-01-07 00:20:36","숙박업 기타","340820.883432302","521026.76617429","숙박업 기타","0","0","0","0","0","0","0","1","","","","","0","0","N",
"154","숙박업","03_11_03_P","3430000","3430000-201-2003-00092","2003-07-18","","01","영업/정상","01","영업","","","","","053 5649220","194.44","703-806","대구광역시 서구 내당동 889-20","대구광역시 서구 달구벌대로375길 11 (내당동)","41871","굳타임모텔","2026-01-05 11:44:03","U","2026-01-07 02:40:00","숙박업 기타","341690.262510458","263584.65565496","숙박업 기타","2","0","1","2","0","0","1","10","","","","임대","","","N",
"155","숙박업","03_11_03_P","3400000","3400000-214-2023-00008","2023-09-11","","01","영업/정상","01","영업","","","","","","6766.99","619-902","부산광역시 기장군 기장읍 시랑리 736 오시리아 스위첸 마티에","부산광역시 기장군 기장읍 동부산관광7로 17, 오시리아 스위첸 마티에 101~104동 87개호","46084","뉴시즈 오시리아 레지던스","2026-01-05 11:11:37","U","2026-01-07 02:40:00","숙박업(생활)","401614.031886053","190002.538510797","숙박업(생활)","0","0","0","0","0","0","0","87","","","","","0","0","N",
"156","숙박업","03_11_03_P","5250000","5250000-201-1988-00003","1988-02-23","","01","영업/정상","01","영업","","","","","054 7837342","366.00","767-812","경상북도 울진군 죽변면 죽변리 359","경상북도 울진군 죽변면 죽변북로 8-1","36315","금강여관","2026-01-05 16:10:23","U","2026-01-07 02:40:00","여관업","415320.155056672","398120.05499822","여관업","2","1","0","0","0","0","4","0","","","","","0","0","N",
"157","숙박업","03_11_03_P","4510000","4510000-214-2015-00010","2015-07-17","","01","영업/정상","01","영업","","","","","041 935 3210","428.04","355-943","충청남도 보령시 신흑동 2253-2","충청남도 보령시 해수욕장9길 2-37 (신흑동)","33489","드림펜션","2026-01-05 10:39:29","U","2026-01-07 02:40:00","숙박업(생활)","156160.748306902","313055.3352845","숙박업(생활)","3","0","3","0","0","0","10","3","","","","자가","0","0","N",
"158","숙박업","03_11_03_P","4510000","4510000-214-2017-00004","2017-06-22","","01","영업/정상","01","영업","","","","","","390.96","355-943","충청남도 보령시 신흑동 2302-3","충청남도 보령시 고잠2길 20-8 (신흑동)","33488","보헤미안펜션","2026-01-05 11:47:47","U","2026-01-07 02:40:00","숙박업(생활)","156468.145744311","312475.366060062","숙박업(생활)","3","0","3","0","0","0","6","4","","","","자가","0","0","N",
"159","숙박업","03_11_03_P","3520000","3520000-201-1997-00002","1997-11-18","","01","영업/정상","01","영업","","","","","050350514493","698.13","406-835","인천광역시 연수구 옥련동 548-2 1~5층","인천광역시 연수구 능허대로191번길 6, 1~5층 (옥련동)","21946","호텔 아주르","2026-01-05 11:53:09","U","2026-01-07 02:40:00","일반호텔","168980.591900719","435218.441791195","일반호텔","5","1","1","5","0","0","3","16","","","","임대","0","0","N",
"160","숙박업","03_11_03_P","4191000","4191000-214-2017-00001","2017-06-28","","01","영업/정상","01","영업","","","","","","441.48","","강원특별자치도 원주시 지정면 판대리 39-3","강원특별자치도 원주시 지정면 장지길 69-22, 1~9동","26357","지니의캠프펜션","2026-01-05 15:27:55","U","2026-01-07 02:40:00","숙박업(생활)","271829.431892923","430012.221743432","숙박업(생활)","0","0","0","0","0","0","0","9","","","","","0","0","N",
"161","숙박업","03_11_03_P","4201000","4201000-201-1985-00002","1985-06-12","","01","영업/정상","01","영업","","","","","033 6424747","0.00","","강원특별자치도 강릉시 교동 156-72","강원특별자치도 강릉시 율곡로2874번길 32 (교동)","25491","강릉 소랑호랑 호텔 by아늑","2026-01-05 18:04:37","U","2026-01-07 02:40:00","일반호텔","367176.05415899","474950.296087698","일반호텔","0","0","0","0","0","0","0","19","","","","","0","0","N",
"162","숙박업","03_11_03_P","3640000","3640000-201-2003-00017","2003-09-17","","03","폐업","02","폐업","2025-12-15","","","","042 2424646","163.90","300-160","대전광역시 동구 중동 22-2 22-9, 22-25","대전광역시 동구 중앙로203번길 36 (중동,22-9, 22-25)","34627","장미여인숙","2026-01-05 10:21:57","U","2026-01-07 02:40:00","여인숙업","238602.259666667","314700.241333334","여인숙업","3","0","2","3","0","0","5","3","","","","임대","0","0","N",
"163","숙박업","03_11_03_P","3290000","3290000-201-1984-01807","1984-03-30","","01","영업/정상","01","영업","","","","","","241.86","614-850","부산광역시 부산진구 부전동 523-2","부산광역시 부산진구 부전로20번길 9 (부전동)","47288","에바다","2026-01-05 15:06:46","U","2026-01-07 02:40:00","여관업","387354.264190163","185632.264381966","여관업","4","0","4","0","0","0","0","24","","","","","0","0","N",
"164","숙박업","03_11_03_P","3260000","3260000-201-2003-00004","2003-08-18","","01","영업/정상","01","영업","","","","","051 2426675","","602-831","부산광역시 서구 암남동 351-3","부산광역시 서구 충무대로34번길 33 (암남동)","49269","호텔 베네치아","2026-01-05 14:28:09","U","2026-01-07 02:40:00","여관업","383888.90300552","177221.903025279","여관업","6","1","1","6","1","1","0","27","","","","자가","0","0","N",
"165","숙박업","03_11_03_P","3540000","3540000-201-2009-00003","2009-08-21","","01","영업/정상","01","영업","","","","","032 426 0604","0.00","403-848","인천광역시 부평구 십정동 408-5","인천광역시 부평구 동암광장로8번길 15 (십정동)","21446","갤럭시 스테이","2026-01-05 15:26:50","U","2026-01-07 02:40:00","여관업","173609.453650908","440934.422025717","여관업","0","0","0","0","0","0","0","29","","","","","0","0","N",
"166","숙박업","03_11_03_P","4810000","4810000-201-2003-00001","2003-01-08","","01","영업/정상","01","영업","","","","","061 6431986","1600.70","550-818","전라남도 여수시 봉산동 257-1","전라남도 여수시 봉산남5길 8 (봉산동)","59763","GD호텔","2026-01-05 09:57:28","U","2026-01-07 02:40:00","여관업","266289.410776291","137576.101996768","여관업","0","0","0","0","0","0","0","45","","","","","0","0","N",
"167","숙박업","03_11_03_P","4810000","4810000-201-1988-00012","1988-12-27","","01","영업/정상","01","영업","","","","","061 6424545","783.79","550-818","전라남도 여수시 봉산동 257-12","전라남도 여수시 봉산남6길 11-9 (봉산동)","59763","썬플라워모텔","2026-01-05 10:05:53","U","2026-01-07 02:40:00","여관업","266285.890218911","137521.939219748","여관업","0","0","0","0","0","0","3","24","","","","","0","0","N",
"168","숙박업","03_11_03_P","6520000","6520000-214-2013-00007","2013-11-12","","01","영업/정상","01","영업","","","","","064  7847337","651.36","699-902","제주특별자치도 서귀포시 성산읍 수산리 2579","제주특별자치도 서귀포시 성산읍 서성일로 726-33","63631","(주)아이피로드","2026-01-05 17:42:47","U","2026-01-07 02:40:00","숙박업(생활)","187152.443263264","-7523.73824844413","숙박업(생활)","2","0","1","2","0","0","0","20","","","","자가","0","0","N",
"169","숙박업","03_11_03_P","6520000","6520000-201-1995-00003","1995-12-30","","01","영업/정상","01","영업","","","","","","439.95","697-844","제주특별자치도 서귀포시 서귀동 322-3","제주특별자치도 서귀포시 서문로 45 (서귀동)","63592","오소록스테이","2026-01-05 11:18:39","U","2026-01-07 02:40:00","여관업","158716.761197472","-27353.546872009","여관업","0","0","0","0","0","0","7","10","","","","","0","0","N",
"170","숙박업","03_11_03_P","4160000","4160000-214-2019-00035","2019-12-20","","01","영업/정상","01","영업","","","","","","324.50","477-841","경기도 가평군 북면 제령리 636-9","경기도 가평군 북면 가화로 1422-26, 2,3층","12405","가인키즈&패밀리 대형온수수영장","2026-01-05 14:30:11","U","2026-01-07 02:40:00","숙박업(생활)","244844.590325529","488811.103544426","숙박업(생활)","4","0","2","3","","","0","5","","","","자가","1","0","N",
"171","숙박업","03_11_03_P","3330000","3330000-214-2024-00010","2024-06-25","","01","영업/정상","01","영업","","","","","07086552349","5848.06","612-821","부산광역시 해운대구 우동 645-6","부산광역시 해운대구 해운대로570번길 30, 빌리브패러그라프 (우동)","48093","르컬렉티브 해운대 패러그라프","2026-01-05 14:54:01","U","2026-01-07 02:40:00","숙박업(생활)","396474.072550437","186664.209644262","숙박업(생활)","0","0","0","0","0","0","0","55","","","","","0","0","N",
"172","숙박업","03_11_03_P","3260000","3260000-201-2018-00001","2018-05-17","","01","영업/정상","01","영업","","","","","","571.20","602-013","부산광역시 서구 충무동3가 11","부산광역시 서구 천마로 203-1 (충무동3가)","49252","스타모텔","2026-01-05 14:29:16","U","2026-01-07 02:40:00","여관업","384303.054873022","179056.035024858","여관업","0","0","3","7","0","0","0","28","","","","","0","0","N",
"173","숙박업","03_11_03_P","3300000","3300000-201-1997-00267","1997-05-02","","01","영업/정상","01","영업","","","","","","638.24","607-831","부산광역시 동래구 온천동 151-17","부산광역시 동래구 온천장로125번길 9-8 (온천동)","47708","달스테이","2026-01-05 13:47:29","U","2026-01-07 02:40:00","여관업","389697.124852817","193399.098742316","여관업","6","1","1","6","0","0","4","19","","","","","0","0","N",
