"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조기수","다중이용업소여부",
"60","세탁업","06_20_01_P","3700000","3700000-205-2026-00001","2026-01-07","","01","영업/정상","01","영업","","","","","","0.00","680-801","울산광역시 남구 달동 611-14","울산광역시 남구 신정로68번길 19, 1층 (달동)","44694","운동화 닷컴 빨래방","2026-01-07 16:36:14","I","2026-01-09 00:20:01","일반세탁업","410624.38824773","229011.829739534","일반세탁업","0","0","0","0","0","0","","","","","1","0","0","2","N",
"61","세탁업","06_20_01_P","3120000","3120000-205-2005-00012","2005-08-03","","03","폐업","02","폐업","2026-01-06","","","","02 7327617","23.10","120-090","서울특별시 서대문구 홍제동 461 삼성아파트상가 105호","서울특별시 서대문구 통일로 319 (홍제동,삼성아파트상가 105호)","03731","삼성세탁소","2026-01-06 10:10:35","U","2026-01-09 02:40:00","일반세탁업","195628.369464108","452896.433148713","일반세탁업","1","0","1","1","0","0","","","","","0","0","0","1","N",
"62","세탁업","06_20_01_P","3430000","3430000-205-2003-00189","2003-07-16","","03","폐업","02","폐업","2026-01-06","","","","053 5553782","26.40","703-846","대구광역시 서구 평리동 1190-1","대구광역시 서구 평리로73길 42-2 (평리동)","41826","우리세탁소","2026-01-06 10:57:44","U","2026-01-09 02:40:00","일반세탁업","341050.641885301","264373.838669009","일반세탁업","2","0","1","1","0","0","","","","자가","1","0","0","1","N",
"63","세탁업","06_20_01_P","4050000","5640000-205-2004-00055","2004-10-28","","01","영업/정상","01","영업","","","","","031 272 7872","23.10","448-170","경기도 용인시 수지구 풍덕천동 1180-1 진산마을 삼성7차A 상가동   102호","경기도 용인시 수지구 진산로66번길 27 (풍덕천동,진산마을 삼성7차A 상가동   102호)","16925","쎄븐세탁","2026-01-06 09:46:59","U","2026-01-09 02:40:00","일반세탁업","208630.709808799","423653.517569031","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","1","N",
"64","세탁업","06_20_01_P","3310000","3310000-205-1993-00870","1993-08-31","","03","폐업","02","폐업","2026-01-06","","","","051 6443703","15.48","608-841","부산광역시 남구 우암동 43-17","부산광역시 남구 우암로154번길 54 (우암동)","48489","제일세탁소","2026-01-06 10:22:17","U","2026-01-09 02:40:00","일반세탁업","389687.254101186","182699.370840142","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","1","N",
"65","세탁업","06_20_01_P","4201000","4201000-205-1991-00001","1991-12-06","","01","영업/정상","01","영업","","","","","033 6451180","30.03","","강원특별자치도 강릉시 노암동 251-5","강원특별자치도 강릉시 율곡로2738번길 1, 1층 (노암동)","25584","현대컴퓨터크리닝","2026-01-06 10:45:05","U","2026-01-09 02:40:00","일반세탁업","367860.541561121","473825.561393237","일반세탁업","5","1","0","0","0","0","","","","","0","0","0","0","N",
"66","세탁업","06_20_01_P","3700000","3700000-205-2017-00005","2017-12-22","","03","폐업","02","폐업","2026-01-07","","","","052 271 7786","44.84","680-801","울산광역시 남구 달동 611-14","울산광역시 남구 신정로68번길 19, 1층 (달동)","44694","운동화닷컴빨래방","2026-01-07 08:46:22","U","2026-01-09 02:40:00","일반세탁업","410624.38824773","229011.829739534","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"67","세탁업","06_20_01_P","4820000","4820000-205-1993-00021","1993-04-06","","03","폐업","02","폐업","2026-01-06","","","","061 7539371","25.10","540-945","전라남도 순천시 동외동 198-11 .13","전라남도 순천시 북부시장1길 22 (동외동, .13)","57939","행운 세탁소","2026-01-06 16:31:52","U","2026-01-09 02:40:00","일반세탁업","244332.309602223","162267.890781189","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"68","세탁업","06_20_01_P","4800000","4800000-205-2010-00007","2010-09-29","","03","폐업","02","폐업","2026-01-06","","","","061 285 5989","35.28","530-852","전라남도 목포시 옥암동 1338 골든크래스아파트상가동104","전라남도 목포시 남악1로16번길 10 (옥암동,골든크래스아파트상가동104)","58680","골드클래스세탁","2026-01-06 10:16:23","U","2026-01-09 02:40:00","일반세탁업","149493.768308057","145435.560819882","일반세탁업","1","0","1","0","0","0","","","","임대","2","1","1","1","N",
"69","세탁업","06_20_01_P","4530000","4530000-205-2024-00001","2024-07-04","","01","영업/정상","01","영업","","","","","","485.82","356-883","충청남도 서산시 인지면 차리 567-1","충청남도 서산시 인지면 차리수량재길 21-29, 1층","32012","글로벌세탁소","2026-01-07 16:18:48","U","2026-01-09 02:40:00","일반세탁업","145536.961921036","364588.877223314","일반세탁업","1","0","1","1","0","0","","","","임대","3","0","0","2","N",
"70","세탁업","06_20_01_P","4800000","4800000-205-2013-00008","2013-11-06","","03","폐업","02","폐업","2026-01-06","","","","061 277 9922","40.00","530-840","전라남도 목포시 용해동 126","전라남도 목포시 삼학로 363, 1층 107호 (용해동, 신안인스빌상가동)","58702","신안인스빌세탁소","2026-01-06 13:31:25","U","2026-01-09 02:40:00","일반세탁업","145722.189749522","145095.384803475","일반세탁업","1","0","1","1","0","0","","","","","2","0","1","0","N",
"71","세탁업","06_20_01_P","3210000","3210000-205-2020-00001","2020-02-21","","03","폐업","02","폐업","2026-01-06","","","","","29.55","137-834","서울특별시 서초구 방배동 828-28 1동 101호","서울특별시 서초구 방배천로30길 22, 1층 101호 (방배동, 창희림)","06564","마마운동화이불빨래방","2026-01-06 11:56:03","U","2026-01-09 02:40:00","일반세탁업","198771.112974038","442870.390239061","일반세탁업","0","0","1","1","0","0","","","","임대","4","0","0","0","N",
"72","세탁업","06_20_01_P","3660000","3660000-205-2025-00005","2025-12-17","","01","영업/정상","01","영업","","","","","","25.95","302-782","대전광역시 서구 둔산동 1809 국화아파트","대전광역시 서구 둔산로 201, 동성상가동 2층 206호 (둔산동, 국화아파트)","35245","동성컴퓨터세탁","2026-01-07 17:43:37","U","2026-01-09 02:40:00","일반세탁업","235601.966296401","317086.727396939","일반세탁업","2","1","2","2","0","0","","","","임대","1","0","0","1","N",
"73","세탁업","06_20_01_P","3680000","3680000-205-2005-00004","2005-03-18","","01","영업/정상","01","영업","","","","","042 931 5859","51.04","306-816","대전광역시 대덕구 신탄진동 134-4","대전광역시 대덕구 신탄진북로 17 (신탄진동)","34310","운동화빨래방(신탄점)","2026-01-06 15:07:13","U","2026-01-09 02:40:00","일반세탁업","238939.72854695","327749.596243322","일반세탁업","0","0","1","0","0","0","","","","","0","","","0","N",
"74","세탁업","06_20_01_P","3090000","3090000-205-2006-00005","2006-05-25","","03","폐업","02","폐업","2026-01-06","","","","9082307","15.70","132-030","서울특별시 도봉구 쌍문동 산 69-1 상가동 106호지상1층","서울특별시 도봉구 해등로 241-14, 상가동 지상1층 106호 (쌍문동)","01429","금호세탁소","2026-01-06 13:46:40","U","2026-01-09 02:40:00","일반세탁업","202485.434176007","461657.415551729","일반세탁업","0","0","1","1","0","0","","","","","3","0","0","0","N",
"75","세탁업","06_20_01_P","3990000","3990000-205-2003-00055","2003-06-26","","03","폐업","02","폐업","2026-01-06","","","","031 5951510","","472-935","경기도 남양주시 평내동 41-5","경기도 남양주시 의안로260번길 44 (평내동)","12220","백구크리닝","2026-01-06 13:21:00","U","2026-01-09 02:40:00","빨래방업","221805.447530558","460819.844661254","빨래방업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"76","세탁업","06_20_01_P","3780000","3810000-205-2016-00004","2016-08-29","","01","영업/정상","01","영업","","","","","031 701 0338","62.64","463-420","경기도 성남시 분당구 백현동 530 알파리움 타워2동 B101 일부","경기도 성남시 분당구 판교역로 145 (백현동, 알파리움 타워2동 B101 일부)","13530","알파돔세탁","2026-01-06 17:37:56","U","2026-01-09 02:40:00","일반세탁업","209526.962902505","432419.161779872","일반세탁업","0","0","0","0","0","0","","","","","4","0","0","2","N",
"77","세탁업","06_20_01_P","4641000","4651000-205-2017-00001","2017-02-01","","01","영업/정상","01","영업","","","","","","40.00","","전북특별자치도 전주시 완산구 효자동2가 1266-8","전북특별자치도 전주시 완산구 구룡1길 26, 1층 (효자동2가)","55061","오성세탁나라","2026-01-07 11:23:12","U","2026-01-09 02:40:00","일반세탁업","209376.972811414","256824.911290726","일반세탁업","4","0","1","1","0","0","","","","","2","0","0","0","N",
"78","세탁업","06_20_01_P","5710000","5720000-205-2005-01007","2005-07-26","","03","폐업","02","폐업","2026-01-07","","","","043 292 5706","68.99","360-823","충청북도 청주시 상당구 용암동 1275","충청북도 청주시 상당구 용암로87번길 6 (용암동)","28771","명품세탁소","2026-01-07 10:33:46","U","2026-01-09 02:40:00","일반세탁업","244986.094264611","346090.147854353","일반세탁업","2","0","1","1","0","0","","","","임대","0","0","0","0","N",
"79","세탁업","06_20_01_P","3460000","3460000-205-2006-00032","2006-12-27","","03","폐업","02","폐업","2026-01-06","","","","053 741 0076","30.24","706-807","대구광역시 수성구 만촌동 867-33","대구광역시 수성구 교학로7길 88 (만촌동)","42074","꿈에그린크리닝","2026-01-06 11:35:46","U","2026-01-09 02:40:00","일반세탁업","349514.590493317","262457.897841767","일반세탁업","2","0","1","1","0","0","","","","임대","2","0","1","0","N",
"80","세탁업","06_20_01_P","4530000","4530000-205-2009-00006","2009-11-19","","03","폐업","02","폐업","2026-01-06","","","","","257.42","356-883","충청남도 서산시 인지면 차리 567-1","충청남도 서산시 인지면 차리수량재길 21-29","32012","클린업(UP)","2026-01-06 15:50:03","U","2026-01-09 02:40:00","일반세탁업","145536.961921036","364588.877223314","일반세탁업","0","0","1","1","0","0","","","","임대","2","0","0","0","N",
"81","세탁업","06_20_01_P","3290000","3290000-205-2005-00015","2005-07-06","","01","영업/정상","01","영업","","","","","051 8059372","14.20","614-844","부산광역시 부산진구 부전동 351-12","부산광역시 부산진구 부전로152번길 33 (부전동)","47253","진주세탁소","2026-01-08 11:36:09","U","2026-01-10 02:40:00","일반세탁업","387469.246439586","186561.680068419","일반세탁업","2","","1","1","","","","","","임대","","","","","N",
"82","세탁업","06_20_01_P","3110000","3110000-205-2005-00001","2005-01-04","","03","폐업","02","폐업","2026-01-08","","","","02 3848563","22.92","122-814","서울특별시 은평구 갈현동 499-17","서울특별시 은평구 갈현로 234 (갈현동)","03332","선일사","2026-01-08 11:39:37","U","2026-01-10 02:40:00","일반세탁업","192441.146366445","457290.445569543","일반세탁업","4","0","1","1","0","0","","","","임대","2","0","0","0","N",
"83","세탁업","06_20_01_P","3330000","3330000-205-1996-01118","1996-05-08","","01","영업/정상","01","영업","","","","","051 7428526","16.90","612-818","부산광역시 해운대구 우동 267-31","부산광역시 해운대구 우동3로11번길 28 (우동)","48086","우일세탁소","2026-01-08 10:25:34","U","2026-01-10 02:40:00","일반세탁업","396965.5112972","187707.37307568","일반세탁업","3","1","","1","","","","","","임대","","","","1","N",
"84","세탁업","06_20_01_P","3990000","3990000-205-2018-00005","2018-08-27","","03","폐업","02","폐업","2026-01-08","","","","031 575 9021","69.52","","경기도 남양주시 퇴계원읍 퇴계원리 73-8","경기도 남양주시 퇴계원읍 퇴계원로 104, 2층","12119","슈즈닥터","2026-01-08 13:43:55","U","2026-01-10 02:40:00","운동화전문세탁업","212700.333773946","461471.162154675","운동화전문세탁업","0","0","0","0","0","0","","","","","3","0","0","3","N",
"85","세탁업","06_20_01_P","4900000","4900000-205-2024-00001","2024-01-03","","01","영업/정상","01","영업","","","","","","147.00","519-881","전라남도 화순군 동면 천덕리 368","전라남도 화순군 동면 충의로 811-1","58131","유한회사 스마트플러스세탁","2026-01-08 16:29:56","U","2026-01-10 02:40:00","일반세탁업","204076.326874658","170218.474805659","일반세탁업","0","0","0","0","0","0","","","","임대","3","0","0","2","N",
"86","세탁업","06_20_01_P","4751000","4751000-205-1987-00001","1987-06-01","","01","영업/정상","01","영업","","","","","063 3512432","11.84","","전북특별자치도 장수군 장수읍 장수리 508","전북특별자치도 장수군 장수읍 장천로 172","55633","광성세탁소","2026-01-08 15:45:56","U","2026-01-10 02:40:00","일반세탁업","246901.321533807","238756.234030797","일반세탁업","1","0","1","0","0","0","","","","","0","0","0","0","N",
"87","세탁업","06_20_01_P","4641000","4661000-205-1991-00014","1991-08-31","","01","영업/정상","01","영업","","","","","063 2752084","0.00","","전북특별자치도 전주시 덕진구 덕진동1가 1276-1","전북특별자치도 전주시 덕진구 덕진광장로 8 (덕진동1가)","54898","지구컴퓨터크리닝","2026-01-08 14:55:05","U","2026-01-10 02:40:00","일반세탁업","211189.717054736","260414.830283553","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"88","세탁업","06_20_01_P","3480000","3480000-205-2014-00004","2014-08-19","","03","폐업","02","폐업","2026-01-08","","","","053 585 2260","91.80","711-813","대구광역시 달성군 다사읍 서재리 115-1","대구광역시 달성군 다사읍 서재로 103","42923","크린빌리지","2026-01-08 10:34:26","U","2026-01-10 02:40:00","일반세탁업","335174.101744819","264660.893765492","일반세탁업","2","0","1","1","0","0","","","","임대","2","0","0","0","N",
"89","세탁업","06_20_01_P","5670000","5670123-205-2025-00001","2025-01-22","","01","영업/정상","01","영업","","","","","055 2998219","199.63","641-863","경상남도 창원시 의창구 동읍 봉산리 153-3 1층","경상남도 창원시 의창구 동읍 자여로 50-26, 1층","51135","오늘도빨래방","2026-01-08 14:57:57","U","2026-01-10 02:40:00","일반세탁업","354352.623913608","198826.529407729","일반세탁업","0","0","1","1","0","0","","","","","3","0","0","4","N",
"90","세탁업","06_20_01_P","4810000","4810000-205-2026-00001","2026-01-09","","01","영업/정상","01","영업","","","","","","0.00","550-804","전라남도 여수시 교동 345-3","전라남도 여수시 통제영3길 6, 1층 (교동)","59736","제이런드리","2026-01-09 16:40:03","I","2026-01-11 00:20:02","일반세탁업","267159.321605303","138249.602849414","일반세탁업","3","1","1","1","0","0","","","","","2","0","0","2","N",
"91","세탁업","06_20_01_P","6510000","6510000-205-1995-00012","1995-04-01","","01","영업/정상","01","영업","","","","","064 7473790","29.67","690-818","제주특별자치도 제주시 연동 2318-15","제주특별자치도 제주시 성신로 20 (연동)","63127","럭키","2026-01-09 10:53:45","U","2026-01-11 02:40:00","일반세탁업","152103.545789816","-402.131564443397","일반세탁업","0","0","0","","0","","","","","","","","","","N",
"92","세탁업","06_20_01_P","3060000","3060000-205-1990-02178","1990-05-29","","03","폐업","02","폐업","2026-01-09","","","","0204342909","26.40","131-876","서울특별시 중랑구 중화동 133-1","서울특별시 중랑구 상봉중앙로5길 38 (중화동)","02090","영신사","2026-01-09 13:08:18","U","2026-01-11 02:40:00","일반세탁업","207462.158544969","455354.185365746","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"93","세탁업","06_20_01_P","5020000","5040000-205-2016-00003","2016-11-30","","01","영업/정상","01","영업","","","","","054 256 1239","39.60","791-948","경상북도 포항시 북구 흥해읍 초곡리 1766 상가2동 103호","경상북도 포항시 북구 흥해읍 초곡지구로 178, 상가2동 103호","37560","호반명품세탁","2026-01-09 14:18:19","U","2026-01-11 02:40:00","일반세탁업","409817.749488394","290786.255623249","일반세탁업","0","0","1","1","0","0","","","","","4","0","0","0","N",
"94","세탁업","06_20_01_P","3360000","3360000-205-2012-00002","2012-03-02","","01","영업/정상","01","영업","","","","","051 338 8588","195.00","618-805","부산광역시 강서구 대저1동 317-21 2동 1층","부산광역시 강서구 대저중앙로 385, 2동 1층 (대저1동)","46701","부산물세탁","2026-01-09 11:48:19","U","2026-01-11 02:40:00","빨래방업","381044.294319984","193130.449345272","빨래방업","0","0","0","0","1","1","","","","","4","0","0","5","N",
"95","세탁업","06_20_01_P","3740000","3760000-205-2025-00002","2025-12-08","","01","영업/정상","01","영업","","","","","","16.63","441-805","경기도 수원시 권선구 고색동 47-6","경기도 수원시 권선구 고색로66번길 10, 1층 일부호 (고색동)","16649","신발세탁","2026-01-09 09:56:39","U","2026-01-11 02:40:00","운동화전문세탁업","198517.008353348","416481.938664782","운동화전문세탁업","0","0","1","1","0","0","","","","","3","0","0","0","N",
"96","세탁업","06_20_01_P","3190000","3190000-205-1995-01647","1995-07-19","","03","폐업","02","폐업","2026-01-09","","","","02 8248914","23.10","156-810","서울특별시 동작구 대방동 380-33","서울특별시 동작구 대방동27길 46-1 (대방동)","06945","그린세탁소","2026-01-09 13:33:58","U","2026-01-11 02:40:00","일반세탁업","193215.479063424","444547.144472589","일반세탁업","0","0","0","0","0","0","","","","","1","0","0","1","N",
"97","세탁업","06_20_01_P","4641000","4661000-205-2005-00003","2005-03-07","","01","영업/정상","01","영업","","","","","","33.50","","전북특별자치도 전주시 덕진구 팔복동2가 130-2 남양아파트상가 106호","전북특별자치도 전주시 덕진구 팔복1길 8 (팔복동2가, 남양아파트상가 106호)","54883","남양컴퓨터세탁","2026-01-09 10:34:19","U","2026-01-11 02:40:00","일반세탁업","209372.447176563","260884.489468875","일반세탁업","0","0","0","0","0","0","","","","임대","0","0","0","0","N",
"98","세탁업","06_20_01_P","5540000","5540000-205-2014-00007","2014-08-18","","01","영업/정상","01","영업","","","","","031  7981223","45.01","464-842","경기도 광주시 퇴촌면 관음리 504-6","경기도 광주시 퇴촌면 천진암로 591","12713","명동","2026-01-09 09:40:25","U","2026-01-11 02:40:00","일반세탁업","229219.548546573","439717.731629561","일반세탁업","1","0","","","1","","","","","","1","","","1","N",
"99","세탁업","06_20_01_P","3860000","3881000-205-1995-04284","1995-12-01","","01","영업/정상","01","영업","","","","","032 3488967","30.00","","경기도 부천시 소사구 소사본동 401-13 ,주공아파트상가 103호","경기도 부천시 소사구 소사로78번길 72, 103호 (소사본동, 주공아파트상가)","14774","주공크리닝","2026-01-09 11:47:43","U","2026-01-11 02:40:00","일반세탁업","182404.981444331","440637.144450712","일반세탁업","1","0","1","1","0","0","","","","","1","0","0","0","N",
"100","세탁업","06_20_01_P","3720000","3720000-205-2026-00001","2026-01-12","","01","영업/정상","01","영업","","","","","052293 9477","0.00","683-480","울산광역시 북구 상안동 357-5","울산광역시 북구 아진로 41-3, 지상1층 (상안동)","44209","스타일","2026-01-12 09:50:15","I","2026-01-14 00:20:02","일반세탁업","412212.436767965","239174.488751456","일반세탁업","5","0","1","0","0","0","","","","","1","0","0","0","N",
"101","세탁업","06_20_01_P","3990000","3990000-205-2019-00001","2019-01-15","","03","폐업","02","폐업","2026-01-12","","","","","53.28","472-811","경기도 남양주시 별내면 청학리 471-12 1층","경기도 남양주시 별내면 청학로 109, 1층","12089","청담갤러리세탁","2026-01-12 11:24:11","U","2026-01-14 02:40:00","운동화전문세탁업","210066.028151066","467294.802267744","운동화전문세탁업","0","0","0","0","0","0","","","","","1","0","0","0","N",
"102","세탁업","06_20_01_P","6510000","6510000-205-2003-00017","2003-06-07","","01","영업/정상","01","영업","","","","","064 7288258","93.00","690-808","제주특별자치도 제주시 삼도이동 1254","제주특별자치도 제주시 탑동로 66 (삼도이동)","63165","더케이제주호텔 주식회사","2026-01-12 13:39:16","U","2026-01-14 02:40:00","일반세탁업","155061.875089923","2562.87126480575","일반세탁업","9","1","0","0","0","1","","","","자가","0","0","0","0","N",
"103","세탁업","06_20_01_P","3080000","3080000-205-2020-00001","2020-05-06","","01","영업/정상","01","영업","","","","","","21.69","142-888","서울특별시 강북구 수유동 726-2 1층","서울특별시 강북구 노해로27길 66, 1층 (수유동)","01045","우리신발세탁소","2026-01-12 14:34:41","U","2026-01-14 02:40:00","운동화전문세탁업","201783.625174481","460510.614097619","운동화전문세탁업","0","0","0","0","0","0","","","","","0","0","0","1","N",
"104","세탁업","06_20_01_P","3190000","3190000-205-1996-01621","1996-03-29","","01","영업/정상","01","영업","","","","","02 8356901","16.80","156-855","서울특별시 동작구 신대방동 707 현대상가","서울특별시 동작구 여의대방로 30, 현대상가 제112동 제2층 제비214,215호 (신대방동)","07064","소망세탁소","2026-01-12 11:24:03","U","2026-01-14 02:40:00","일반세탁업","192170.155815215","443599.41901313","일반세탁업","0","0","0","0","0","0","","","","","2","0","0","1","N",
"105","세탁업","06_20_01_P","5590000","5590000-205-2026-00001","2026-01-13","","01","영업/정상","01","영업","","","","","","54.37","482-110","경기도 양주시 삼숭동 555-7 1층 일부","경기도 양주시 부흥로 2148, 1층 일부 (삼숭동)","11485","코인워시365 양주미소점","2026-01-13 16:29:26","I","2026-01-15 00:20:35","일반세탁업","208106.71172484","478221.149414111","일반세탁업","0","0","1","1","0","0","","","","","4","0","0","4","N",
"106","세탁업","06_20_01_P","3140000","3140000-205-2004-00016","2004-07-13","","03","폐업","02","폐업","2026-01-13","","","","0226453989","26.00","158-070","서울특별시 양천구 신정동 1296 신정동 아이파크 상가동 203호","서울특별시 양천구 목동동로 180, 상가동 203호 (신정동, 신정동 아이파크)","08010","현대세탁소","2026-01-13 16:12:35","U","2026-01-15 02:40:00","일반세탁업","188629.222126032","446609.345448227","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"107","세탁업","06_20_01_P","5590000","5590000-205-2004-00006","2004-03-26","","01","영업/정상","01","영업","","","","","","29.39","482-110","경기도 양주시 삼숭동 683-2 양주프라자2","경기도 양주시 삼숭로38번길 71, 양주프라자2 3106호 (삼숭동)","11486","삼숭","2026-01-13 15:33:16","U","2026-01-15 02:40:00","일반세탁업","209192.636744517","477147.291013538","일반세탁업","0","0","2","2","0","0","","","","","4","0","0","2","N",
"108","세탁업","06_20_01_P","6510000","6510000-205-2024-00004","2024-07-30","","01","영업/정상","01","영업","","","","","","331.82","690-822","제주특별자치도 제주시 용담이동 779-6","제주특별자치도 제주시 용해로 125, 1층 (용담이동)","63159","하이세탁","2026-01-13 14:14:11","U","2026-01-15 02:40:00","일반세탁업","154030.256999831","1242.34608935031","일반세탁업","3","0","1","1","0","0","","","","","5","0","0","7","N",
"109","세탁업","06_20_01_P","4010000","4010000-205-2021-00005","2021-12-28","","01","영업/정상","01","영업","","","","","031 432 1711","65.62","","경기도 시흥시 배곧동 221 시흥배곧 C2블럭 호반 써밋플레이스 아파트","경기도 시흥시 서울대학로264번길 12, 208동 제B-101호 (배곧동, 시흥배곧 C2블럭 호반 써밋플레이스 아파트)","15011","맵시세탁소","2026-01-13 11:38:37","U","2026-01-15 02:40:00","일반세탁업","175567.50349741","429607.563940626","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"110","세탁업","06_20_01_P","3050000","3050000-205-2014-00008","2014-11-03","","01","영업/정상","01","영업","","","","","02 4688717","244.36","130-854","서울특별시 동대문구 전농동 213-16","서울특별시 동대문구 서울시립대로16길 16, 1층 (전농동)","02550","그린","2026-01-13 16:30:49","U","2026-01-15 02:40:00","일반세탁업","204505.252441033","453051.694891849","일반세탁업","0","0","1","1","","","","","","","5","0","0","1","N",
"111","세탁업","06_20_01_P","3980000","3980000-205-2003-00073","2003-04-15","","01","영업/정상","01","영업","","","","","","22.63","471-761","경기도 구리시 토평동 960 삼성아파트 1층 상가동 106호","경기도 구리시 장자대로111번길 6, 삼성아파트 상가동 1층 106호 (토평동)","11947","삼성세탁소","2026-01-13 11:17:51","U","2026-01-15 02:40:00","일반세탁업","212694.910550805","453969.41049388","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"112","세탁업","06_20_01_P","5080000","5080000-205-2025-00001","2025-05-19","","01","영업/정상","01","영업","","","","","","0.00","730-909","경상북도 구미시 도량동 558-59 1층","경상북도 구미시 야은로 435-4, 1층 (도량동)","39199","깨끗한세탁","2026-01-13 16:54:35","U","2026-01-15 02:40:00","일반세탁업","319701.54327984","293712.849945497","일반세탁업","0","0","0","0","0","0","","","","","3","0","0","2","N",
"113","세탁업","06_20_01_P","3940000","3960100-205-1997-00018","1997-03-13","","03","폐업","02","폐업","2026-01-13","","","","031 9062080","19.63","410-811","경기도 고양시 일산동구 마두동 789 강촌마을 분산상가동 104호","경기도 고양시 일산동구 강석로 110, 분산상가동 104호 (마두동, 강촌마을)","10415","강촌세탁소","2026-01-13 16:36:32","U","2026-01-15 02:40:00","일반세탁업","180616.226680491","461000.693889075","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","1","N",
"114","세탁업","06_20_01_P","3510500","3510500-205-2026-00002","2026-01-14","","01","영업/정상","01","영업","","","","","","90.92","","인천광역시 미추홀구 용현동 577-35","인천광역시 미추홀구 용오로 50, 1층 (용현동)","22187","흥복사","2026-01-14 15:01:34","I","2026-01-16 00:20:02","일반세탁업","168114.351880706","439227.886169643","일반세탁업","0","0","1","0","0","0","","","","","2","0","0","2","N",
"115","세탁업","06_20_01_P","6510000","6510000-205-2005-00012","2005-07-26","","01","영업/정상","01","영업","","","","","064 7241018","31.95","690-807","제주특별자치도 제주시 도남동 54-30","제주특별자치도 제주시 도남로 70 (도남동)","63204","오운사","2026-01-14 13:23:36","U","2026-01-16 02:40:00","일반세탁업","156035.232035704","-155.455402945844","일반세탁업","1","0","0","0","0","0","","","","","0","0","0","0","N",
"116","세탁업","06_20_01_P","6510000","6510000-205-2010-00009","2010-09-29","","01","영업/정상","01","영업","","","","","064 749 6119","49.50","690-821","제주특별자치도 제주시 용담이동 359-55","제주특별자치도 제주시 흥운길 34 (용담이동)","63156","일일구","2026-01-14 13:28:08","U","2026-01-16 02:40:00","일반세탁업","154609.325312455","1807.72746465459","일반세탁업","0","0","1","0","0","0","","","","","0","0","0","0","N",
"117","세탁업","06_20_01_P","3070000","3070000-205-1995-02840","1995-10-10","","01","영업/정상","01","영업","","","","","02  982 8886","24.25","136-110","서울특별시 성북구 길음동 1278 길음동동부센트레빌아파트","서울특별시 성북구 숭인로 16, 길음동동부센트레빌아파트 상가동 101호 (길음동)","02726","괜찮은세탁소","2026-01-14 15:57:47","U","2026-01-16 02:40:00","일반세탁업","202073.752572838","456449.070674026","일반세탁업","","","","","","","","","","","","","","","N",
"118","세탁업","06_20_01_P","3630000","3630000-205-2003-00007","2003-02-25","","03","폐업","02","폐업","2026-01-14","","","","062 9710321","33.00","506-823","광주광역시 광산구 월계동 765-2 라인1차@ 2동상가","광주광역시 광산구 월계로 117-32 (월계동,라인1차@ 2동상가)","62260","라인1차세탁소","2026-01-14 15:16:02","U","2026-01-16 02:40:00","일반세탁업","185428.659086869","190839.197786654","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","1","N",
"119","세탁업","06_20_01_P","3400000","3400000-205-1999-00001","1999-11-29","","01","영업/정상","01","영업","","","","","","236.74","619-903","부산광역시 기장군 기장읍 대라리 147-7","부산광역시 기장군 기장읍 대청로35번길 5","46070","주식회사 보현홀딩스","2026-01-14 15:06:28","U","2026-01-16 02:40:00","빨래방업","401462.515809751","195464.117233405","빨래방업","2","0","1","1","0","0","","","","자가","5","","","7","N",
"120","세탁업","06_20_01_P","3460000","3460000-205-2026-00001","2026-01-15","","01","영업/정상","01","영업","","","","","","0.00","706-800","대구광역시 수성구 두산동 126-15 1층","대구광역시 수성구 무학로23길 97, 1층 (두산동)","42175","슈레브(SHVREVE)","2026-01-15 15:09:51","I","2026-01-17 00:20:02","일반세탁업","346491.390982638","260606.811710639","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
