"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","수리대상 의료기기의 유형","다른 겸업 여부","총규모","영업규모",
"446","의료기기판매(임대)업","01_02_03_P","3990000","PHMG120223990309047000374","2022-12-27","","03","폐업","03","폐업","2025-12-30","","","","","","","경기도 남양주시 호평동 *** 두산 알프하임","경기도 남양주시 백봉로 **, B동 ***호 (호평동, 두산 알프하임)","12155","지에스 더 프레시 호평알프하임","2026-01-02 17:24:01","U","2026-01-04 02:40:00","","222406.657573859","460923.028890168","","","","",
"447","의료기기판매(임대)업","01_02_03_P","3150000","PHMG120223150037047000499","2022-12-13","","03","폐업","03","폐업","2026-01-02","","","","","","","서울특별시 강서구 등촌동 ***-* NH서울축산농협 NH서울타워","서울특별시 강서구 양천로 ***, NH서울축산농협 NH서울타워 ***호 (등촌동)","07551","씨유 NH서울타워점","2026-01-02 15:21:04","U","2026-01-04 02:40:00","","187727.758706201","450500.126506809","","","","",
"448","의료기기판매(임대)업","01_02_03_P","3990000","PHMG120213990309047000058","2021-05-06","","03","폐업","03","폐업","2026-01-02","","","","","","","경기도 남양주시 이패동 ***-**","경기도 남양주시 경강로 ***, A동 *호 (이패동)","12245","세븐일레븐 남양주이패점","2026-01-02 14:42:45","U","2026-01-04 02:40:00","","216490.563556289","456228.388009311","","","","",
"449","의료기기판매(임대)업","01_02_03_P","4490000","PHMG120214490261047000071","2021-05-04","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 서북구 성환읍 성환리 ***-*","충청남도 천안시 서북구 성환읍 성환**길 **, *층","31016","세븐일레븐천안성환터미널점","2026-01-02 09:03:41","U","2026-01-04 02:40:00","","211705.141403007","379421.52327921","","","","",
"450","의료기기판매(임대)업","01_02_03_P","3030000","PHMG120213030033047000097","2021-05-07","","04","취소/말소/만료/정지/중지","24","직권폐업","2026-01-02","","","","02-2282-4410","","","서울특별시 성동구 성수동*가 ***-** 하우스디 세종타워","서울특별시 성동구 성수일로**길 **, 하우스디 세종타워 ***호 (성수동*가)","04793","주식회사 티디에스","2026-01-02 14:48:25","U","2026-01-04 02:40:00","","204607.548949327","449380.324793135","","","","",
"451","의료기기판매(임대)업","01_02_03_P","4050000","PHMG120204050148047000118","2020-08-28","","03","폐업","03","폐업","2025-12-31","","","","","","","","경기도 용인시 기흥구 구성로 ***, 용인테크노밸리 D-***호 (청덕동)","16914","주식회사 에이치엘","2026-01-02 14:59:13","U","2026-01-04 02:40:00","","213057.927567229","421057.235457141","","","87.68","",
"452","의료기기판매(임대)업","01_02_03_P","3200000","PHMG120203200033047000069","2020-09-16","","03","폐업","03","폐업","2026-01-02","","","","","","","서울특별시 관악구 신림동 **** 삼성산주공아파트","서울특별시 관악구 호암로 ***, ***동 ****호 (신림동, 삼성산주공아파트)","08847","까르페림","2026-01-02 17:21:21","U","2026-01-04 02:40:00","","193394.83653722","440040.309820942","","","","",
"453","의료기기판매(임대)업","01_02_03_P","4681000","PHMG120144680066047000033","2014-10-21","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 익산시 신동 ***-**","전북특별자치도 익산시 무왕로 ***-* (신동)","54543","유한회사 신세기메디칼","2026-01-02 09:20:49","U","2026-01-04 02:40:00","","196809.499946076","273482.664839844","","","104.16","",
"454","의료기기판매(임대)업","01_02_03_P","3940000","PHMG120253940140047000024","2025-05-21","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산서구 일산동 ***-**","경기도 고양시 일산서구 고양대로***번길 **-*, B*층 (일산동)","10353","에이프","2026-01-02 16:45:49","U","2026-01-04 02:40:00","","179706.231304101","464582.146179142","","","","",
"455","의료기기판매(임대)업","01_02_03_P","4050000","PHMG120254050147047000030","2025-07-18","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 처인구 포곡읍 둔전리 ***-** 대두빌딩","경기도 용인시 처인구 포곡읍 포곡로 **, 대두빌딩 *층 ***호 Y***호","17027","라벨루아","2026-01-02 14:30:06","U","2026-01-04 02:40:00","","218920.080897384","418425.915010283","","","","",
"456","의료기기판매(임대)업","01_02_03_P","5710000","PHMG120255710106047000022","2023-07-03","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 청원구 내덕동 ***-** 오성빌딩","충청북도 청주시 청원구 내덕로 **, 오성빌딩 *층 (내덕동)","28481","드림멀티샵","2026-01-02 17:16:03","U","2026-01-04 02:40:00","","243020.783127394","350656.686012771","","","98.8","",
"457","의료기기판매(임대)업","01_02_03_P","3680000","PHMG120223680022047000157","2022-10-17","","01","영업/정상","13","영업중","","","","","","","","대전광역시 대덕구 송촌동 ***-*","대전광역시 대덕구 송촌북로**번길 **, *층 ***,***호 (송촌동)","34408","쓰리에이치지압침대대전송촌센터","2026-01-02 11:36:29","U","2026-01-04 02:40:00","","239238.040506256","318454.783753526","","","191.88","",
"458","의료기기판매(임대)업","01_02_03_P","3700000","PHMG120223700018047000234","2022-10-28","","04","취소/말소/만료/정지/중지","24","직권폐업","2025-12-31","","","","","","","울산광역시 남구 옥동 ***-*","울산광역시 남구 법대로**번길 *(옥동)","44644","세븐일레븐 울산법원점","2026-01-02 13:47:49","U","2026-01-04 02:40:00","","407520.902196754","228823.136353143","","","66","",
"459","의료기기판매(임대)업","01_02_03_P","4010000","PHMG120214010281047000017","2021-03-16","","01","영업/정상","13","영업중","","","","","","","","경기도 시흥시 대야동 ***-*","경기도 시흥시 복지로**번길 **, *층 일부호 (대야동)","14906","주식회사 그린에프파이브","2026-01-02 17:54:35","U","2026-01-04 02:40:00","","181440.054466539","438486.1185311","","","","",
"460","의료기기판매(임대)업","01_02_03_P","3780000","PHMG120163780064047000039","2016-03-17","","01","영업/정상","13","영업중","","","","","031-703-3884","","","경기도 성남시 분당구 서현동 ***-* 풍림아이원플러스","경기도 성남시 분당구 서현로 ***, 풍림아이원플러스 비동 ****호 (서현동)","13590","주식회사 한메디칼","2026-01-02 19:53:30","U","2026-01-04 02:40:00","","210776.048172188","431880.785795565","","","40","",
"461","의료기기판매(임대)업","01_02_03_P","3350000","PHMG120253350024047000018","2025-03-31","","03","폐업","03","폐업","2025-12-30","","","","070-7954-7680","","","부산광역시 금정구 구서동 ***-*","부산광역시 금정구 두실로 **-*, *층 (구서동)","46229","주식회사 더마코퍼레이션","2026-01-02 15:02:23","U","2026-01-04 02:40:00","","390040.246082445","197678.738884706","","","217","",
"462","의료기기판매(임대)업","01_02_03_P","3830000","PHMG120223830263047000157","2022-07-20","","03","폐업","03","폐업","2025-12-30","","","","","","","경기도 안양시 동안구 관양동 ****-* 씨티빌딩","경기도 안양시 동안구 관평로***번길 **, 씨티빌딩 *층 ***-*호 (관양동)","14066","지에스25 평촌스테이션점","2026-01-02 13:07:12","U","2026-01-04 02:40:00","","196642.637818479","432497.051359504","","","43.02","",
"463","의료기기판매(임대)업","01_02_03_P","4040000","PHMG120224040023047000204","2022-07-19","","03","폐업","03","폐업","2025-12-30","","","","","","","경기도 하남시 망월동 **** 미사역 파라곤 스퀘어","경기도 하남시 미사강변동로 ***-*, 미사역 파라곤 스퀘어 ****호 (망월동)","12912","GS25미사파라곤점","2026-01-02 09:37:36","U","2026-01-04 02:40:00","","217057.174856799","451355.879802577","","","","",
"464","의료기기판매(임대)업","01_02_03_P","3570000","PHMG120223570013047000045","2025-12-31","","03","폐업","03","폐업","2025-12-31","","","","","","","","인천광역시 강화군 교동면 교동남로 **","23002","씨유 강화교동도","2026-01-02 16:05:32","U","2026-01-04 02:40:00","","136500.597940174","475734.666571245","","","120","",
"465","의료기기판매(임대)업","01_02_03_P","3700000","PHMG120223700018047000257","2022-11-29","","03","폐업","03","폐업","2025-12-31","","","","","","","울산광역시 남구 옥동 ***-*","울산광역시 남구 법대로**번길 *(옥동)","44644","세븐일레븐 울산법원점","2026-01-02 15:02:59","U","2026-01-04 02:40:00","","407520.902196754","228823.136353143","","","65.27","",
"466","의료기기판매(임대)업","01_02_03_P","3240000","PHMG120223240033047000218","2022-07-13","","03","폐업","03","폐업","2025-12-31","","","","","","","서울특별시 강동구 성내동 ***-**","서울특별시 강동구 성안로 **, *층 (성내동)","05377","씨유성내타운점","2026-01-02 10:19:22","U","2026-01-04 02:40:00","","211647.866075596","447679.008528069","","","","",
"467","의료기기판매(임대)업","01_02_03_P","5080000","PHMG120225080035047000287","2022-08-09","","03","폐업","03","폐업","2025-12-31","","","","","","","경상북도 구미시 도량동 ***-*","경상북도 구미시 도봉로*안길 **-**, *층 (도량동)","39200","바다킨더교육사","2026-01-02 11:13:38","U","2026-01-04 02:40:00","","318829.448603179","294309.727846998","","","","",
"468","의료기기판매(임대)업","01_02_03_P","3860000","PHMG120093860246047000010","2009-10-29","","03","폐업","03","폐업","2026-01-02","","","","032-326-3670","","","경기도 부천시 원미구 중동 ****번지 *호","경기도 부천시 원미구 중동로***번길 **, ***호 (중동, 이스트타워투)","14548","베이비플러스부천점","2026-01-02 16:28:59","U","2026-01-04 02:40:00","","179625.955707135","444425.270608107","","","","",
"469","의료기기판매(임대)업","01_02_03_P","3860000","PHMG120223860577047000143","2022-08-19","","03","폐업","03","폐업","2025-12-31","","","","","","","경기도 부천시 소사구 괴안동 ***-*","경기도 부천시 소사구 부광로 **, *층 일부호 (괴안동)","14680","씨유 역곡지영점","2026-01-02 11:29:51","U","2026-01-04 02:40:00","","183435.642686842","442333.423948882","","","","",
"470","의료기기판매(임대)업","01_02_03_P","3860000","PHMG120223860384047000069","2022-02-07","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 중동 ****-* *층 일부호","경기도 부천시 원미구 부흥로***번길 **, *층 일부호 (중동)","14582","GS25중동중앙점","2026-01-02 11:29:05","U","2026-01-04 02:40:00","","180166.69154122","443869.146605714","","","","",
"471","의료기기판매(임대)업","01_02_03_P","4010000","PHMG120144010027047000079","2014-11-10","","03","폐업","03","폐업","2026-01-02","","","","031-312-9970","","429-831","경기도 시흥시 신천동 ***번지 *호","경기도 시흥시 신천로**번길 **, *층 (신천동)","14950","씨유시흥복음자리점","2026-01-02 15:18:31","U","2026-01-04 02:40:00","","181380.646373083","437292.268315401","","","","",
"472","의료기기판매(임대)업","01_02_03_P","3990000","PHMG120103990029047000026","2010-11-22","","01","영업/정상","13","영업중","","","","","031-590-2500","","472-845","경기도 남양주시 화도읍 마석우리 ***번지 **호 지하*층","경기도 남양주시 화도읍 경춘로 ****","12181","롯데쇼핑㈜롯데마트마석점","2026-01-02 09:21:52","U","2026-01-04 02:40:00","","227234.544976879","460930.696005881","","","15","",
"473","의료기기판매(임대)업","01_02_03_P","4010000","PHMG120104010027047000018","2010-05-31","","01","영업/정상","13","영업중","","","","","031-496-7707","","429-796","경기도 시흥시 정왕*동 ****번지 *호 GS마트","경기도 시흥시 마유로***번길 ** (정왕동)","15079","롯데쇼핑(주) 롯데마트 시화점","2026-01-02 16:49:17","U","2026-01-04 02:40:00","","176013.580530478","426137.322631345","","","25","",
"474","의료기기판매(임대)업","01_02_03_P","4010000","PHMG120104010027047000019","2010-06-01","","01","영업/정상","13","영업중","","","","","031-435-7500","","429-874","경기도 시흥시 대야동 ***번지","경기도 시흥시 비둘기공원로 ** (대야동)","14912","롯데쇼핑(주)롯데마트시흥점","2026-01-02 16:13:49","U","2026-01-04 02:40:00","","181520.673307238","437898.181862031","","","28","",
"475","의료기기판매(임대)업","01_02_03_P","4010000","PHMG120164010267047000045","2016-11-24","","01","영업/정상","13","영업중","","","","","031-599-2812","","","","경기도 시흥시 서울대학로***번길 ** (정왕동, 롯데마트(시흥배곧점))","15011","롯데쇼핑(주)롯데마트 시흥배곧점","2026-01-02 10:32:10","U","2026-01-04 02:40:00","","176109.153092015","429698.791930655","","","","",
"476","의료기기판매(임대)업","01_02_03_P","3010000","PHMG120043010033047000008","2004-05-14","","01","영업/정상","13","영업중","","","","","02-390-2500","","","서울특별시 중구 봉래동*가 ***","서울특별시 중구 청파로 ***, *층 (봉래동*가)","04509","롯데쇼핑(주) 롯데마트 제타플렉스 서울역점","2026-01-02 14:37:25","U","2026-01-04 02:40:00","","197242.994816102","450658.947895548","","","","",
"477","의료기기판매(임대)업","01_02_03_P","3940000","PHMG120203940139047000158","2020-12-03","","03","폐업","03","폐업","2026-01-02","","","","070-5089-3752","","","경기도 고양시 일산동구 장항동 ***-* 남정씨티프라자*차 ***,***호","경기도 고양시 일산동구 고봉로 **-**, 남정씨티프라자*차 ***,***호 (장항동)","10364","한국이앤에스 주식회사","2026-01-02 17:54:08","U","2026-01-04 02:40:00","","179348.487685652","462457.684188948","","","135.63","",
"478","의료기기판매(임대)업","01_02_03_P","4060000","PHMG120214060023047000006","2021-01-17","","03","폐업","03","폐업","2025-12-31","","","","","","","경기도 파주시 야당동 ****","경기도 파주시 경의로 ****, 월드타워*차 ***호 (야당동)","10908","유니바이오","2026-01-02 11:05:03","U","2026-01-04 02:40:00","","178789.285831218","468219.267968005","","","","",
"479","의료기기판매(임대)업","01_02_03_P","3780000","PHMG120223780063047000158","2022-12-02","","03","폐업","03","폐업","2026-01-02","","","","","","","경기도 성남시 중원구 금광동 ** 단남아파트","경기도 성남시 중원구 희망로 ***, ***동 ****호 (금광동, 단남아파트)","13192","신호재","2026-01-02 13:19:59","U","2026-01-04 02:40:00","","214111.878736529","437796.772237108","","","","",
"480","의료기기판매(임대)업","01_02_03_P","3980000","PHMG120223980021047000095","2022-06-22","","03","폐업","03","폐업","2025-12-31","","","","","","","경기도 구리시 수택동 ***-*","경기도 구리시 검배로**번길 **, *층 (수택동)","11932","여유컴퍼니","2026-01-02 13:45:47","U","2026-01-04 02:40:00","","212503.144614969","454662.621886143","","","59.92","",
"481","의료기기판매(임대)업","01_02_03_P","4231000","PHMG120234231038047000008","2023-09-11","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 속초시 조양동 ****-* 속초 서희스타힐스 더베이 *차","강원특별자치도 속초시 동해대로 ****, 상가동 ***호 (조양동, 속초 서희스타힐스 더베이 *차)","24893","지에스25 속초서희스타","2026-01-02 14:58:49","U","2026-01-04 02:40:00","","340097.94220342","521797.497661971","","","","",
"482","의료기기판매(임대)업","01_02_03_P","5710000","PHMG120235710106047000033","2023-10-31","","03","폐업","03","폐업","2026-01-02","","","","","","","충청북도 청주시 상당구 방서동 *** 호반써밋 브룩사이드","충청북도 청주시 상당구 동남로 *, 상가***동 ***호 (방서동, 호반써밋 브룩사이드)","28785","씨유 청주호반써밋점","2026-01-02 11:38:09","U","2026-01-04 02:40:00","","245173.032582531","344570.671421491","","","65","",
"483","의료기기판매(임대)업","01_02_03_P","5670000","PHMG120235670071047000033","2023-09-15","","03","폐업","03","폐업","2026-01-02","","","","","","","경상남도 창원시 진해구 여좌동 ***-**","경상남도 창원시 진해구 태백서로**번길 **, ***호 (여좌동, 중앙하이츠빌라)","51697","아가페숲","2026-01-02 09:23:44","U","2026-01-04 02:40:00","","352523.259933098","185106.096580481","","","","",
"484","의료기기판매(임대)업","01_02_03_P","3200000","PHMG120233200033047000103","2023-10-24","","03","폐업","03","폐업","2025-12-29","","","","","","","서울특별시 관악구 봉천동 ***-** 에이스에이존","서울특별시 관악구 남부순환로 ****, 에이스에이존 ***호 (봉천동)","08758","리마트","2026-01-02 15:00:16","U","2026-01-04 02:40:00","","195582.349110619","442179.35745429","","","","",
"485","의료기기판매(임대)업","01_02_03_P","3780000","PHMG120233780062047000076","2023-09-18","","03","폐업","03","폐업","2025-12-31","","","","","","","경기도 성남시 수정구 양지동 *** 연립주택","경기도 성남시 수정구 논골로**번길 **, 가동 ***호 (양지동, 연립주택)","13140","스토어소라","2026-01-02 10:26:14","U","2026-01-04 02:40:00","","214210.961200528","439552.042692925","","","","",
"486","의료기기판매(임대)업","01_02_03_P","4090000","PHMG120234090023047000239","2023-12-01","","01","영업/정상","13","영업중","","","","","","","","경기도 김포시 고촌읍 신곡리 ****-*","경기도 김포시 고촌읍 장차로*번길 **, *** *-C*호","10126","주식회사 필립임플란트","2026-01-02 15:37:37","U","2026-01-04 02:40:00","","179557.967119127","455658.635805653","","","","",
"487","의료기기판매(임대)업","01_02_03_P","3930000","PHMG120233930162047000075","2023-11-24","","03","폐업","03","폐업","2026-01-02","","","","","","","경기도 안산시 상록구 이동 ***-*","경기도 안산시 상록구 매화로*길 **-*, ***호 (이동)","15513","더아크로몰","2026-01-02 10:07:58","U","2026-01-04 02:40:00","","187407.660740752","422704.166790176","","","","",
"488","의료기기판매(임대)업","01_02_03_P","4040000","PHMG120244040023047000177","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","경기도 하남시 초이동 ***-* *층 ***호","경기도 하남시 감초로 ***-**, *층 ***호 (초이동)","12988","주식회사 동우메디케어","2026-01-02 15:13:05","U","2026-01-04 02:40:00","","214524.518278672","447781.537831729","","","66","",
"489","의료기기판매(임대)업","01_02_03_P","4010000","PHMG120244010281047000120","2024-08-23","","01","영업/정상","13","영업중","","","","","","","","경기도 시흥시 대야동 ***-* 호경프라자","경기도 시흥시 비둘기공원*길 **, 호경프라자 제*층 제***호 좌측호 (대야동)","14912","아이젠써지칼 주식회사","2026-01-02 16:41:13","U","2026-01-04 02:40:00","","181315.63470891","437793.807149925","","","","",
"490","의료기기판매(임대)업","01_02_03_P","3940000","PHMG120253940139047000013","2025-02-10","","03","폐업","03","폐업","2025-12-31","","","","070-8028-2837","","","경기도 고양시 일산동구 정발산동 ***-* *층 일부","경기도 고양시 일산동구 대산로**번길 **, *층 일부호 (정발산동)","10362","블레스코퍼레이션","2026-01-02 16:30:04","U","2026-01-04 02:40:00","","179786.00906741","462715.520153873","","","70","",
"491","의료기기판매(임대)업","01_02_03_P","3830000","PHMG120173830263047000023","2017-09-13","","01","영업/정상","13","영업중","","","","","02-427-9353","","","경기도 안양시 동안구 관양동 ****번지 *호","경기도 안양시 동안구 흥안대로 ***, *층 ES***-***호 (관양동, 아이퍼스트타워)","13951","에이치엠에프케어(HMF care)","2026-01-03 09:10:08","U","2026-01-05 02:40:00","","197818.111875523","433137.578437473","","","","",
"492","의료기기판매(임대)업","01_02_03_P","5310000","PHMG120225310029047000022","2022-02-04","","03","폐업","03","폐업","2025-12-30","","","","","","","경상남도 진주시 칠암동 ***-*","경상남도 진주시 동진로 **, *층 (칠암동)","52725","세븐일레븐진주천전점","2026-01-03 10:14:49","U","2026-01-05 02:40:00","","299519.064979258","187203.121031535","","","","",
"493","의료기기판매(임대)업","01_02_03_P","3830000","PHMG120223830263047000224","2022-12-11","","03","폐업","03","폐업","2025-02-14","","","","031-387-6715","","","경기도 안양시 동안구 관양동 **** 공작럭키아파트 상가","경기도 안양시 동안구 관평로 ***, 공작럭키아파트 상가 *층 ***호 (관양동)","14050","이마트24 평촌럭키점","2026-01-03 12:44:58","U","2026-01-05 02:40:00","","196176.577732188","433167.815750795","","","22.88","",
"494","의료기기판매(임대)업","01_02_03_P","3830000","PHMG120223830263047000212","2022-11-23","","03","폐업","03","폐업","2023-11-09","","","","","","","경기도 안양시 동안구 관양동 *** 안양 스마트베이*","경기도 안양시 동안구 벌말로***번길 **, 안양 스마트베이* *층 ***-**호 (관양동)","14057","더마에프앤씨","2026-01-03 12:46:14","U","2026-01-05 02:40:00","","197403.800297324","432881.741491595","","","","",
"495","의료기기판매(임대)업","01_02_03_P","3830000","PHMG120223830263047000040","2022-02-10","","03","폐업","03","폐업","2024-07-17","","","","","","","경기도 안양시 동안구 호계동 ****","경기도 안양시 동안구 신기대로**번길 **, *층 (호계동)","14099","지에스25 평촌신기점","2026-01-04 14:01:29","U","2026-01-06 02:40:00","","196207.141141631","431058.866341608","","","62.81","",
"496","의료기기판매(임대)업","01_02_03_P","3830000","PHMG120233830263047000011","2023-02-01","","03","폐업","03","폐업","2024-05-16","","","","","","","경기도 안양시 동안구 호계동 *** 다미안","경기도 안양시 동안구 흥안대로***번길 *, *층 ***호 (호계동, 다미안)","14116","가연상회","2026-01-04 13:55:11","U","2026-01-06 02:40:00","","196137.301104033","429839.287400466","","","","",
"497","의료기기판매(임대)업","01_02_03_P","3830000","PHMG120223830263047000179","2022-08-25","","03","폐업","03","폐업","2024-01-31","","","","","","","경기도 안양시 동안구 호계동 ***-* 국제유통단지","경기도 안양시 동안구 엘에스로 **, 국제유통단지 *층 **-***호 (호계동)","14117","동안전산","2026-01-04 13:16:05","U","2026-01-06 02:40:00","","195688.283843608","429949.927810159","","","","",
"498","의료기기판매(임대)업","01_02_03_P","3360000","PHMG120263360024047000002","2021-04-22","","01","영업/정상","13","영업중","","","","","","","","부산광역시 강서구 대저*동 ****-* *층 일부호","부산광역시 강서구 경전철로 **, *층 일부호 (대저*동)","46719","기정글로벌","2026-01-05 11:26:29","I","2026-01-07 00:20:36","","378069.393451518","188823.812529754","","","56","",
"499","의료기기판매(임대)업","01_02_03_P","3740000","PHMG120263740106047000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 영통구 이의동 ****-*","경기도 수원시 영통구 대학로 **, *층 **호 (이의동)","16226","큐에이드","2026-01-05 17:30:02","I","2026-01-07 00:20:36","","203695.306029245","421778.273451131","","","","",
"500","의료기기판매(임대)업","01_02_03_P","3740000","PHMG120263740106047000002","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 영통구 영통동 ***-* 럭셔리프라자","경기도 수원시 영통구 청명남로 **, 럭셔리프라자 *층 ***-*호 (영통동)","16704","에스알주식회사","2026-01-05 17:30:59","I","2026-01-07 00:20:36","","206644.07883035","416812.834725723","","","","",
"501","의료기기판매(임대)업","01_02_03_P","3740000","PHMG120263740106047000003","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 영통구 영통동 ****-* 영통빌딩","경기도 수원시 영통구 덕영대로 ****, 영통빌딩 ***호 (영통동)","16702","수원건설안전도우미협동조합","2026-01-05 17:32:00","I","2026-01-07 00:20:36","","206768.933955818","416231.688186001","","","","",
"502","의료기기판매(임대)업","01_02_03_P","3520000","PHMG120263520019047000001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","인천광역시 연수구 송도동 **-* 힐스테이트 송도 더스카이","인천광역시 연수구 인천타워대로 ***, ***동 *층 ***호 (송도동, 힐스테이트 송도 더스카이)","22007","다이클로 힐스테이트송도더스카이점","2026-01-05 18:01:58","I","2026-01-07 00:20:36","","167026.143765355","433287.005927092","","","","",
"503","의료기기판매(임대)업","01_02_03_P","5590000","PHMG120265590021047000001","2015-01-19","","01","영업/정상","13","영업중","","","","","070-4146-0011","","","경기도 양주시 옥정동 ***-* **층 카페**창업센터 *호","경기도 양주시 옥정로 ***, **층 카페**창업센터 *호 (옥정동)","11473","(주)씨앤케어","2026-01-05 22:14:31","I","2026-01-07 00:20:36","","208043.505977284","479875.38250011","","","","",
"504","의료기기판매(임대)업","01_02_03_P","5530000","PHMG120265530505047000001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 봉담읍 덕우리 **-*","경기도 화성시 봉담읍 마당바위로 ***, *층","18336","발칙한 언니 봉담점","2026-01-05 13:20:16","I","2026-01-07 00:20:36","","193821.08182391","406912.877585009","","","","",
"505","의료기기판매(임대)업","01_02_03_P","5530000","PHMG120265530506047000001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 오산동 ***-**","경기도 화성시 동탄대로**길 **, *동 *층 ***-n***호 (오산동)","18481","오지유통","2026-01-05 15:37:33","I","2026-01-07 00:20:36","","208622.33308041","409284.353165193","","","3.3","",
"506","의료기기판매(임대)업","01_02_03_P","5530000","PHMG120265530506047000002","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 오산동 ***-**","경기도 화성시 동탄대로**길 **, *동 *층 제***호-n***호 (오산동)","18481","마켓플래닛","2026-01-05 15:41:26","I","2026-01-07 00:20:36","","208622.33308041","409284.353165193","","","3.3","",
"507","의료기기판매(임대)업","01_02_03_P","5530000","PHMG120265530506047000003","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 오산동 ****-*","경기도 화성시 동탄신리천로 ***, *층 ***-u***호 (오산동)","18486","제이제이플로우","2026-01-05 17:59:45","I","2026-01-07 00:20:36","","209525.068363402","409082.698261073","","","","",
"508","의료기기판매(임대)업","01_02_03_P","3230000","PHMG120253230034047000239","2022-05-03","","01","영업/정상","13","영업중","","","","","070-4554-3904","","","서울특별시 송파구 문정동 ***-* 힐스테이트에코송파","서울특별시 송파구 정의로*길 **, 힐스테이트에코송파 제**층 제오피스****호 (문정동)","05835","한국에이비오","2026-01-05 15:54:32","I","2026-01-07 00:20:36","","","","","","","",
"509","의료기기판매(임대)업","01_02_03_P","3230000","PHMG120263230034047000002","2026-01-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 오금동 **-* 제이에스빌딩","서울특별시 송파구 마천로 **, 제이에스빌딩 *층 ***호 (오금동)","05656","대호컴퍼니","2026-01-05 10:01:04","I","2026-01-07 00:20:36","","211382.424686224","445029.112139333","","","","",
"510","의료기기판매(임대)업","01_02_03_P","3630000","PHMG120263630020047000002","2024-02-20","","01","영업/정상","13","영업중","","","","","","","","광주광역시 광산구 송정동 ***-**","광주광역시 광산구 광산로 **, *층 (송정동)","62436","명문힐링센터","2026-01-05 16:59:42","I","2026-01-07 00:20:36","","181123.862617034","182095.81693742","","","237","",
"511","의료기기판매(임대)업","01_02_03_P","5020000","PHMG120265020056047000001","2026-01-05","","01","영업/정상","13","영업중","","","","","054-247-6842","","","경상북도 포항시 북구 흥해읍 마산리 **-**","경상북도 포항시 북구 흥해읍 동해대로****번길 *, *층","37537","수호천사","2026-01-05 16:38:58","I","2026-01-07 00:20:36","","410810.291905971","292746.096849171","","","","",
"512","의료기기판매(임대)업","01_02_03_P","3040000","PHMG120263040033047000002","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 자양동 ***-**","서울특별시 광진구 아차산로**길 **, *층 ***호 (자양동)","05026","누온","2026-01-05 17:21:10","I","2026-01-07 00:20:36","","207060.112291826","448401.952250827","","","","",
"513","의료기기판매(임대)업","01_02_03_P","3040000","PHMG120263040033047000003","2026-01-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 중곡동 ***-*","서울특별시 광진구 긴고랑로**길 **, 지하*층 (중곡동)","04918","알투스메디칼","2026-01-05 22:56:21","I","2026-01-07 00:20:36","","207002.785697952","450846.436421639","","","","",
"514","의료기기판매(임대)업","01_02_03_P","3150000","PHMG120263150037047000001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 공항동 **-* 이스카이오피스텔","서울특별시 강서구 공항대로 **-*, **층 ****-***호 (공항동, 이스카이오피스텔)","07622","주식회사 숨메딕","2026-01-05 16:12:20","I","2026-01-07 00:20:36","","183068.55405978","450983.319831035","","","","",
"515","의료기기판매(임대)업","01_02_03_P","3210000","PHMG120263210034047000002","2026-01-02","","01","영업/정상","13","영업중","","","","","02-523-7582","","","서울특별시 서초구 방배동 ***-** 전광빌딩","서울특별시 서초구 방배로**길 **, 전광빌딩 *층 일부호 (방배동)","06572","(주)엠제이스토리","2026-01-05 10:09:44","I","2026-01-07 00:20:36","","199185.740555518","442924.005175783","","","","",
