"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","관광숙박업상세명",
"54","관광숙박업","03_11_01_P","3320000","CDFI2260032020000001","2020-11-05","","01","영업/정상","13","영업중","","","","","051-715-9946","","","부산광역시 북구 만덕동 73-17 브라운도트호텔","부산광역시 북구 만덕고개길 70, 브라운도트호텔 (만덕동)","46608","브라운도트호텔 만덕점","2026-01-08 11:30:19","U","2026-01-10 02:40:00","","386311.155961725","192193.43088227","관광숙박업","","자연녹지지역","7","기타","","삼성손해보험","숙박시설","7","0","40","0","","","0","0","","0","0","","0","1734.37","","0","","","","","","","2500000000","","","","1734","관광호텔업",
"55","관광숙박업","03_11_01_P","3320000","CDFI2260032025000001","2025-06-18","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 구포동 1060-79","부산광역시 북구 구포만세길 121 (구포동)","46501","굿포스테이(Good for 스테이)","2026-01-08 11:24:30","U","2026-01-10 02:40:00","","381918.701986053","191578.166732418","관광숙박업","","일반상업지역","5","기타","","삼성재난배상책임보험","숙박시설","5","1","12","729","","","0","0","","0","0","","0","729.07","","0","","","","","","","0","","","","729","호스텔업",
"56","관광숙박업","03_11_01_P","3330000","CDFI2260032025000003","2025-06-09","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 우동 654-4 , 14층","부산광역시 해운대구 해운대해변로209번나길 12, 14층 (우동)","48093","아쿠아 풀(AQUA POOL)","2026-01-08 21:01:55","U","2026-01-10 02:40:00","","396220.550724683","186682.370687307","관광숙박업","","","0","","","","숙박시설","0","0","3","0","","","0","0","","0","0","","0","127.98","","0","","","","","","","0","","","","128","호스텔업",
"57","관광숙박업","03_11_01_P","4211000","CDFI2260032025000002","2025-07-15","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 동해시 대진동 1-9","강원특별자치도 동해시 대진항길 19-1 (대진동)","25707","늘바다랑","2026-01-08 14:59:13","U","2026-01-10 02:40:00","","386734.805263755","455058.532119928","관광숙박업","","일반상업지역","5","","","","","5","0","13","767","","","0","0","","0","0","","0","766.88","","0","","","","","","","0","","","","767","호스텔업",
"58","관광숙박업","03_11_01_P","4940000","CDFI2260032025000001","2025-06-02","","01","영업/정상","13","영업중","","","","","","","","전라남도 영암군 영암읍 역리 292-24","전라남도 영암군 영암읍 웃시암길 3","58415","티켓투더문","2026-01-08 13:43:20","U","2026-01-10 02:40:00","","172342.845774868","144794.242508146","관광숙박업","","일반주거지역","2","기타","","","숙박시설","2","0","8","0","","","0","0","","0","0","","0","287","","0","","","","","","","500000000","","","","287","호스텔업",
"59","관광숙박업","03_11_01_P","3330000","CDFI2260032025000004","2025-06-24","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 158-3","부산광역시 해운대구 송정중앙로6번길 54 (송정동)","48073","송정오션루나","2026-01-08 21:03:02","U","2026-01-10 02:40:00","","400336.809488059","189143.147865081","관광숙박업","","","7","","","","숙박시설","7","0","5","0","","","0","0","","0","0","","0","545.44","","0","","","","","","","0","","","","545","호스텔업",
"60","관광숙박업","03_11_01_P","3320000","CDFI2260032022000001","2022-09-22","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 구포동 1060-262","부산광역시 북구 낙동대로 1684 (구포동)","46502","티티호텔 구포","2026-01-08 11:29:10","U","2026-01-10 02:40:00","","381680.830242403","191353.007149703","관광숙박업","","일반상업지역","0","기타","","재난배상책임보험(DB)","숙박시설","20","2","163","8702","","","0","0","","0","0","","0","8701.54","","0","","","","","","","200000000","","","","8702","관광호텔업",
"61","관광숙박업","03_11_01_P","3330000","CDFI2260032025000002","2025-04-17","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 312-8","부산광역시 해운대구 송정중앙로6번길 118, 2층 (송정동)","48073","공감 공간","2026-01-08 21:00:48","U","2026-01-10 02:40:00","","400191.017652376","188862.764187366","관광숙박업","","","0","","","","","0","0","1","0","","","0","0","","0","0","","0","82.19","","0","","","","","","","0","","","","82","호스텔업",
"62","관광숙박업","03_11_01_P","3330000","CDFI2260032025000001","2025-02-20","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 446-5 한림빌딩","부산광역시 해운대구 송정광어골로 87, 한림빌딩 3층 (송정동)","48073","카이브 부산송정4호점","2026-01-08 20:58:37","U","2026-01-10 02:40:00","","400050.109527057","188269.045819213","관광숙박업","","","0","","","","","0","0","3","0","","","0","0","","0","0","","0","136.2","","0","","","","","","","100000000","","","","136","호스텔업",
"63","관광숙박업","03_11_01_P","3330000","CDFI2260032024000008","2024-12-12","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 291-18","부산광역시 해운대구 송정중앙로36번길 11-20 (송정동)","48072","스테이 화옥","2026-01-08 20:58:22","U","2026-01-10 02:40:00","","400664.862567423","189105.71432843","관광숙박업","","일반상업지역","0","","","","숙박시설","0","0","3","0","","","0","0","","0","0","","0","115.63","","0","","","","","","","100000000","","","","116","호스텔업",
"64","관광숙박업","03_11_01_P","3330000","CDFI2260032024000007","2024-11-28","","01","영업/정상","13","영업중","","","","","051-715-8110","","","부산광역시 해운대구 좌동 1461-1 울트라타워","부산광역시 해운대구 좌동로 88, 울트라타워 11층 (좌동)","48106","노마드리브","2026-01-08 20:57:52","U","2026-01-10 02:40:00","","398074.127570382","188030.043369638","관광숙박업","","중심상업지역","0","","","","","0","0","29","0","","","0","0","","0","0","","0","947.65","","0","","","","","","","350000000","","","","948","호스텔업",
"65","관광숙박업","03_11_01_P","3010000","CDFI2260032026000004","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 충무로3가 59-13","서울특별시 중구 수표로 10 (충무로3가)","04554","스테이모드","2026-01-09 10:05:08","I","2026-01-11 00:20:02","","199095.113474444","451098.796818087","관광숙박업","","","4","","","","","4","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","300000000","","","","0","호스텔업",
"66","관광숙박업","03_11_01_P","5180000","CDFI2260032017000001","2017-07-14","","01","영업/정상","13","영업중","","","","","054 730 9000","","","경상북도 영덕군 강구면 삼사리 산 53","경상북도 영덕군 강구면 동해대로 4265-43 (오션뷰컨트리클럽)","36460","오션비치 휴양콘도미니엄","2026-01-09 17:43:20","U","2026-01-11 02:40:00","","413133.402048876","318506.378144324","관광숙박업","","관리지역","6","기타","","한화손해보험(재난배상)","콘도미니엄","5","1","58","3619","","","0","0","","0","0","","180","9665.22","","0","","","","","","","36038189000","","","","9665","휴양콘도미니엄업",
"67","관광숙박업","03_11_01_P","3220000","CDFI2260032019000001","2019-04-24","","01","영업/정상","13","영업중","","","","","02-311-9000","","","서울특별시 강남구 삼성동 91-28","서울특별시 강남구 영동대로 618, 호텔인나인 (삼성동)","06081","호텔 인 나인","2026-01-09 09:42:28","U","2026-01-11 02:40:00","","205230.860541362","445942.050995741","관광숙박업","","일반상업지역","","기타","","","숙박시설","19","4","","","","","","","","","","","","","","","","","","","","","","","","","","관광호텔업",
"68","관광숙박업","03_11_01_P","6510000","CDFI2260031981001002","1981-07-09","","01","영업/정상","13","영업중","","","","","064-747-5000","","","제주특별자치도 제주시 연동 263-15 메종글래드 제주","제주특별자치도 제주시 노연로 80, 메종글래드 제주 (연동)","63132","글래드호텔앤리조트(주) 메종 글래드 제주","2026-01-09 17:55:56","U","2026-01-11 02:40:00","","152390.482526722","-1164.56501308051","관광숙박업","","일반상업지역","12","","","","숙박시설","11","1","513","55145","","","","","","","","","","55144.6","","","","","","","","","0","","","","55145","관광호텔업",
"69","관광숙박업","03_11_01_P","3740000","CDFI2260032018000008","2018-10-30","","01","영업/정상","13","영업중","","","","","031-251-8881","","","경기도 수원시 팔달구 고등동 300-12","경기도 수원시 팔달구 갓매산로 72-1 (고등동)","16454","해시 호텔","2026-01-09 13:32:39","U","2026-01-11 02:40:00","","200197.635506471","418680.110672169","관광숙박업","","일반상업지역","15","","","삼성화재해상보험 주식회사","","14","1","45","1982","","","0","0","","0","0","","0","1982","","0","","","","","","","400000000","","","","1982","관광호텔업",
"70","관광숙박업","03_11_01_P","3740000","CDFI2260032019000002","2019-07-18","","01","영업/정상","13","영업중","","","","","031-245-1188","","","경기도 수원시 팔달구 매산로2가 68-1","경기도 수원시 팔달구 갓매산로 25 (매산로2가)","16461","유성호텔2","2026-01-09 13:26:12","U","2026-01-11 02:40:00","","200463.495148677","418318.39920311","관광숙박업","","","10","","","DB손해보험","숙박시설","10","0","38","1122","","","0","0","","0","0","","0","1122.37","","0","","","","","","","20000000","","","","1122","호스텔업",
"71","관광숙박업","03_11_01_P","3740000","CDFI2260032019000003","2019-12-27","","01","영업/정상","13","영업중","","","","","031-267-5600,6620","","","경기도 수원시 영통구 하동 871-1","경기도 수원시 영통구 광교호수공원로 320 (하동)","16514","코트야드 메리어트 수원","2026-01-09 13:24:40","U","2026-01-11 02:40:00","","205031.358380097","420288.632598048","관광숙박업","","일반상업지역","26","","","","호텔","21","5","288","24024","","","0","0","","0","0","","0","24024.46","","0","","","","","","","0","","","","24024","관광호텔업",
"72","관광숙박업","03_11_01_P","3740000","CDFI2260032020000001","2020-07-13","","01","영업/정상","13","영업중","","","","","031-243-9533","","","경기도 수원시 팔달구 매산로2가 3-8","경기도 수원시 팔달구 고화로9번길 16 (매산로2가)","16456","힐탑호텔","2026-01-09 13:22:54","U","2026-01-11 02:40:00","","200561.261914152","418690.51729492","관광숙박업","","일반상업지역","9","기타","","재난배상책임보험(삼성화재)","숙박시설","9","0","32","873","","","0","0","","0","0","","0","872.92","","0","","","","","","","0","","","","873","호스텔업",
"73","관광숙박업","03_11_01_P","3740000","CDFI2260032015000007","2015-12-15","","01","영업/정상","13","영업중","","","","","031-258-8881","","","경기도 수원시 팔달구 장안동 30-6","경기도 수원시 팔달구 신풍로 68 (장안동)","16252","도노호텔","2026-01-09 14:07:15","U","2026-01-11 02:40:00","","201160.444818365","420562.288166917","관광숙박업","","일반상업지역","6","","","DB손해보험주식회사","숙박시설","4","2","41","0","","","0","0","","0","0","","0","2852.91","","0","","","","","","","4499999700","","","","2853","관광호텔업",
"74","관광숙박업","03_11_01_P","3740000","CDFI2260032016000004","2016-06-29","","01","영업/정상","13","영업중","","","","","031-245-0003","","","경기도 수원시 팔달구 매산로2가 7-7","경기도 수원시 팔달구 고화로9번길 25 (매산로2가)","16456","프리타 호텔","2026-01-09 14:00:49","U","2026-01-11 02:40:00","","200525.31116157","418651.591832168","관광숙박업","","일반상업지역","0","기타","","삼성화재해상보험주식회사","숙박시설","8","0","21","650","","","0","0","","0","0","","0","649.75","","0","","","","","","","0","","","","650","호스텔업",
"75","관광숙박업","03_11_01_P","3740000","CDFI2260032016000006","2016-10-04","","01","영업/정상","13","영업중","","","","","031-239-5572","","","경기도 수원시 권선구 권선동 991-7","경기도 수원시 권선구 경수대로335번길 12 (권선동)","16565","호텔 가덴","2026-01-09 13:57:30","U","2026-01-11 02:40:00","","201828.076943076","417248.543260979","관광숙박업","","","9","","","DB손해보험 120210870598","","8","1","29","2476","","","0","0","","0","0","","0","2475.6","","0","","","","","","","0","","","","2476","소형호텔업",
"76","관광숙박업","03_11_01_P","3740000","CDFI2260032015000008","2015-12-29","","01","영업/정상","13","영업중","","","","","031-246-7799","","","경기도 수원시 팔달구 고등동 303-3 외 1필지","경기도 수원시 팔달구 갓매산로76번길 9 (고등동)","16454","아이비스테이","2026-01-09 14:05:24","U","2026-01-11 02:40:00","","200125.733378218","418720.967837853","관광숙박업","","일반상업지역","10","","","삼성화재해상보험주식회사","숙박시설","9","1","67","1887","","","0","0","","0","0","","0","1886.83","","0","","","","","","","2000000000","","","","1887","가족호텔업",
"77","관광숙박업","03_11_01_P","3740000","CDFI2260032017000005","2017-09-13","","01","영업/정상","13","영업중","","","","","031-245-1188","","","경기도 수원시 팔달구 매산로2가 68-5","경기도 수원시 팔달구 갓매산로25번길 3 (매산로2가)","16461","유성호텔","2026-01-09 13:55:38","U","2026-01-11 02:40:00","","200450.580574869","418313.901147985","관광숙박업","","일반상업지역","15","","","동부화재해상보험주식회사","숙박시설","15","0","90","2527","","","0","0","","0","0","","0","2526.8","","0","","","","","","","0","","","","2527","가족호텔업",
"78","관광숙박업","03_11_01_P","3740000","CDFI2260032017000006","2017-11-27","","01","영업/정상","13","영업중","","","","","1544-0338","","","경기도 수원시 팔달구 인계동 1035-3","경기도 수원시 팔달구 인계로 116 (인계동)","16489","홈즈스테이 수원","2026-01-09 13:53:43","U","2026-01-11 02:40:00","","202602.39840655","418384.544888827","관광숙박업","","중심상업지역","18","","","","숙박시설","14","4","242","10709","","","0","0","","0","0","","0","10708.74","","0","","","","","","","0","","","","10709","관광호텔업",
"79","관광숙박업","03_11_01_P","3740000","CDFI2260032018000001","2018-01-11","","01","영업/정상","13","영업중","","","","","031-251-2233","","","경기도 수원시 팔달구 매산로1가 21-3","경기도 수원시 팔달구 향교로3번길 52 (매산로1가)","16455","아늑호텔 수원역점","2026-01-09 13:49:45","U","2026-01-11 02:40:00","","200136.541937217","418582.794216077","관광숙박업","","일반상업지역","11","","","","","10","1","71","3349","","","0","0","","0","0","","0","3348.7","","0","","","","","","","0","","","","3349","가족호텔업",
"80","관광숙박업","03_11_01_P","3740000","CDFI2260032018000002","2018-02-28","","01","영업/정상","13","영업중","","","","","031-245-5588","","","경기도 수원시 팔달구 고등동 115-4","경기도 수원시 팔달구 고매로 5 (고등동)","16454","비즈호텔","2026-01-09 13:46:30","U","2026-01-11 02:40:00","","200317.850975028","418696.665180149","관광숙박업","","","15","","","","","15","0","100","3211","","","0","0","","0","0","","0","3211.44","","0","","","","","","","0","","","","3211","호스텔업",
"81","관광숙박업","03_11_01_P","3740000","CDFI2260032018000004","2018-04-23","","01","영업/정상","13","영업중","","","","","031-253-7999","","","경기도 수원시 장안구 영화동 281-6 장안장여관","경기도 수원시 장안구 팔달로271번길 8, 장안장여관 4층 (영화동)","16269","옥상파티","2026-01-09 13:44:27","U","2026-01-11 02:40:00","","201212.787122426","420889.731035511","관광숙박업","","","0","","","삼성화재해상보험주식회사","","4","0","2","1599","","","0","0","","0","0","","0","162.81","","0","","","","","","","0","","","","163","호스텔업",
"82","관광숙박업","03_11_01_P","3740000","CDFI2260032018000005","2018-06-14","","01","영업/정상","13","영업중","","","","","031-8067-6600","","","경기도 수원시 팔달구 인계동 1033-18","경기도 수원시 팔달구 인계로108번길 37 (인계동)","16489","호텔 아르떼","2026-01-09 13:39:44","U","2026-01-11 02:40:00","","202503.959403994","418242.306318593","관광숙박업","","중심상업지역","0","","","KB손해보험","","9","2","54","0","","","0","0","","0","0","","0","2978.78","","0","","","","","","","0","","","","2979","관광호텔업",
"83","관광숙박업","03_11_01_P","3740000","CDFI2260032018000006","2018-08-28","","01","영업/정상","13","영업중","","","","","031-224-1100","","","경기도 수원시 팔달구 인계동 1133-8","경기도 수원시 팔달구 권광로134번길 44-11 (인계동)","16491","호텔 라뷔포레","2026-01-09 13:37:13","U","2026-01-11 02:40:00","","202901.248840739","417391.088375399","관광숙박업","","중심상업지역","10","결혼예식장주변","","","호텔","7","3","45","4999351","","","0","0","","0","0","","0","4999.51","","0","","","","","","","1200000000","","","","5000","관광호텔업",
"84","관광숙박업","03_11_01_P","3740000","CDFI2260032014000007","2014-12-02","","01","영업/정상","13","영업중","","","","","031-547-6600","","","경기도 수원시 팔달구 매산로1가 18-7","경기도 수원시 팔달구 덕영대로 902 (매산로1가, 노보텔앰배서더수원)","16622","노보텔 앰배서더 수원","2026-01-09 14:11:51","U","2026-01-11 02:40:00","","199842.628043109","418515.480277275","관광숙박업","","준주거지역","9","","","","","9","3","287","34581","","","0","0","","0","0","","0","34581.31","","0","","","","","","","0","","","","34581","관광호텔업",
"85","관광숙박업","03_11_01_P","3740000","CDFI2260032021000002","2021-12-16","","01","영업/정상","13","영업중","","","","","031-243-9533","","","경기도 수원시 팔달구 고등동 309-25","경기도 수원시 팔달구 고매로 5-9, 뉴캐슬호스텔 (고등동)","16454","뉴캐슬호스텔","2026-01-09 13:15:12","U","2026-01-11 02:40:00","","200268.50885881","418698.162487731","관광숙박업","","일반상업지역","10","주택가주변","","","숙박시설","10","0","35","971","","","0","0","","0","0","","0","970.77","","0","","","","","","","100000000","","","","971","호스텔업",
"86","관광숙박업","03_11_01_P","3010000","CDFI2260032025000020","2025-11-11","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 충무로3가 59-10","서울특별시 중구 수표로2길 7, 2~3층 (충무로3가)","04554","MOREN SEOUL MYEONGDONG","2026-01-09 11:05:38","U","2026-01-11 02:40:00","","199127.53452918","451102.686191354","관광숙박업","","일반상업지역","0","","","","","0","0","11","0","","","0","0","","0","0","","0","210.18","","0","","","","","","","150000000","","","","210","호스텔업",
"87","관광숙박업","03_11_01_P","3010000","CDFI2260032025000027","2025-12-19","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 황학동 1612","서울특별시 중구 난계로17길 3 (황학동)","04574","유어모먼트","2026-01-09 11:05:07","U","2026-01-11 02:40:00","","201971.734332621","451882.53103038","관광숙박업","","","0","","","","","0","0","4","0","","","0","0","","0","0","","0","104.48","","0","","","","","","","0","","","","104","호스텔업",
"88","관광숙박업","03_11_01_P","5340000","CDFI2260032005000001","2005-05-26","","01","영업/정상","13","영업중","","","","","855-0005","","","경상남도 사천시 사천읍 수석리 277","경상남도 사천시 사천읍 역사길 12 (사천관광호텔 주식회사)","52519","사천관광호텔 주식회사","2026-01-09 16:46:31","U","2026-01-11 02:40:00","","298899.005716352","176356.033129922","관광숙박업","관광사업","상업지역","6","기타","","한화손해보험","숙박시설","5","1","57","5642","Sacheon Tourist Hotel Corporated","Tourist Accommddations(Tourist Hotel)","0","0","","0","0","","0","5641.81","","0","","","","","","","0","","","","5642","관광호텔업",
"89","관광숙박업","03_11_01_P","3740000","CDFI2260032025000002","2025-08-12","","01","영업/정상","13","영업중","","","","","0507-1320-2651","","","경기도 수원시 팔달구 신풍동 221-19 플레이스베카","경기도 수원시 팔달구 신풍로 34-1, 플레이스베카 5층 (신풍동)","16252","레스트팜","2026-01-09 09:50:08","U","2026-01-11 02:40:00","","201257.246398394","420222.299768378","관광숙박업","","일반상업지역","6","기타","","","숙박시설","5","1","3","1196","RestFarm","","0","0","","0","0","","0","164.56","","0","","","","","","","0","","","","165","호스텔업",
"90","관광숙박업","03_11_01_P","3740000","CDFI2260032022000001","2022-12-30","","01","영업/정상","13","영업중","","","","","031-784-9300","","","경기도 수원시 팔달구 인계동 1122-8 포포인츠 바이 쉐라톤 수원","경기도 수원시 팔달구 효원로307번길 27, 포포인츠 바이 쉐라톤 수원 (인계동)","16488","포포인츠 바이 쉐라톤 수원","2026-01-09 13:13:51","U","2026-01-11 02:40:00","","203087.246213094","417808.495179371","관광숙박업","","중심상업지역","23","","","","숙박시설","18","5","221","15742","","","0","0","","0","0","","0","15741.94","","0","","","","","","","6449999900","","","","15742","관광호텔업",
"91","관광숙박업","03_11_01_P","3930000","CDFI2260032015000002","2015-02-13","","01","영업/정상","13","영업중","","","","","031-490-2000","","425-852","경기도 안산시 단원구 원시동 774-3","경기도 안산시 단원구 동산로 81 (원시동)","15433","호텔스퀘어","2026-01-09 10:11:03","U","2026-01-11 02:40:00","","182106.894719796","423630.382149516","관광숙박업","","일반공업지역","16","","","삼성화재","","15","1","197","0","","","0","0","","0","0","","0","17072.15","","0","","","","","","","19007000600","","","","17072","관광호텔업",
"92","관광숙박업","03_11_01_P","3740000","CDFI2260032020000002","2020-10-05","","01","영업/정상","13","영업중","","","","","031-256-1008","","","경기도 수원시 팔달구 매산로2가 75-14","경기도 수원시 팔달구 매산로28번길 23 (매산로2가)","16461","제니스","2026-01-09 13:21:10","U","2026-01-11 02:40:00","","200376.463297559","418312.190654824","관광숙박업","","일반상업지역","10","주택가주변","","흥국생명","숙박시설","10","0","32","998","","","0","0","","0","0","","0","997.55","","0","","","","","","","0","","","","998","가족호텔업",
"93","관광숙박업","03_11_01_P","3010000","CDFI2260032020000004","2020-10-28","","01","영업/정상","13","영업중","","","","","02-6466-6000","","","서울특별시 중구 저동2가 89 포포인츠바이쉐라톤서울명동","서울특별시 중구 삼일대로10길 36, 포포인츠바이쉐라톤서울명동 (저동2가)","04551","(주)조선호텔앤리조트 포포인츠 조선 명동","2026-01-09 15:13:19","U","2026-01-11 02:40:00","","198996.366632826","451477.704107715","관광숙박업","","상업지역","26","","","4성","","26","3","375","20570","Josun Hotels & Resorts Inc. Fourpoints Josun Myungdong","Tourist Hotel","0","0","","0","0","","0","20569.5","","0","","","","","","","106949976000","","","","20570","관광호텔업",
"94","관광숙박업","03_11_01_P","3740000","CDFI2260032021000001","2021-03-12","","01","영업/정상","13","영업중","","","","","0507-1465-8603","","","경기도 수원시 팔달구 매산로1가 14-15","경기도 수원시 팔달구 향교로3번길 19 (매산로1가)","16455","호텔 테리스","2026-01-09 13:17:38","U","2026-01-11 02:40:00","","200042.803356331","418483.69250983","관광숙박업","","일반상업지역","12","","","","","11","1","65","2601","","","0","0","","0","0","","0","2600.73","","0","","","","","","","0","","","","2601","가족호텔업",
"95","관광숙박업","03_11_01_P","3010000","CDFI2260032018000007","2018-07-19","","01","영업/정상","13","영업중","","","","","02  317 4053","","","서울특별시 중구 회현동1가 194-19","서울특별시 중구 퇴계로 67 (회현동1가)","04529","(주)조선호텔앤리조트 레스케이프","2026-01-09 10:51:47","U","2026-01-11 02:40:00","","198118.296565976","450847.771205029","관광숙박업","","일반상업지역","0","","","4성","","0","0","204","0","JOSUNHOTELS&RESORTS Inc. L'Escape","Tourist Hotel","0","0","","0","0","","0","27476","","0","","","","","","","0","","","","27476","관광호텔업",
"96","관광숙박업","03_11_01_P","3010000","CDFI2260032016000012","2016-06-28","","01","영업/정상","13","영업중","","","","","02-6261-8600","","","서울특별시 중구 필동1가 10-6","서울특별시 중구 퇴계로31길 9 (필동1가)","04554","픽셀스테이 명동점","2026-01-09 09:22:59","U","2026-01-11 02:40:00","","199238.837477244","451039.792552027","관광숙박업","","상업지역","0","","","","","0","0","19","0","PIXEL STAY MYEONGDONG","Hostel","0","0","","0","0","","0","306.33","","0","","","","","","","0","","","","306","호스텔업",
"97","관광숙박업","03_11_01_P","3010000","CDFI2260031970000001","1970-06-05","","01","영업/정상","13","영업중","","","","","771-0500","","100-070","서울특별시 중구 소공동 87-1","서울특별시 중구 소공로 106 (소공동)","04533","(주)조선호텔앤리조트","2026-01-09 11:06:26","U","2026-01-11 02:40:00","","198172.151119488","451350.969223428","관광숙박업","관광사업","","0","","","5성","","0","0","462","0","JOSUNHOTELS&RESORTS Inc.","Tourist Hotel","0","0","","0","0","","0","46501","","0","","","","","","","0","","","","46501","관광호텔업",
"98","관광숙박업","03_11_01_P","3380000","CDFI2260032017000002","2017-03-15","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 192-1","부산광역시 수영구 광안로62번길 1, 3~4층 (광안동)","48303","솔게스트하우스 부산파티점","2026-01-10 12:36:09","U","2026-01-12 02:40:00","","392991.419288377","185987.297434754","관광숙박업","","상업지역","4","","","","","4","0","8","616","SOL HOSTEL(BUSAN)","TOURIST ACCOMMODATION(HOSTEL)","0","0","","0","0","","0","225.16","","0","","","","","","","0","","","","225","호스텔업",
"99","관광숙박업","03_11_01_P","3380000","CDFI2260032025000034","2025-12-03","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 수영동 95","부산광역시 수영구 수영성로 9, 2층 (수영동)","48227","벡스코 조조하우스","2026-01-10 12:47:22","U","2026-01-12 02:40:00","","392954.732915856","187686.179197087","관광숙박업","","일반주거지역","0","","","","","2","0","1","0","","","0","0","","0","0","","0","57.45","","0","","","","","","","500000","","","","57","호스텔업",
"100","관광숙박업","03_11_01_P","3380000","CDFI2260032025000027","2025-11-06","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 164-3 흑석스카이","부산광역시 수영구 수영로554번길 11-1 (광안동, 흑석스카이)","48298","스테이순","2026-01-10 13:40:54","U","2026-01-12 02:40:00","","392494.22559392","186040.896200391","관광숙박업","","일반상업지역","0","","","","","5","0","21","0","","","0","0","","0","0","","0","489.2","","0","","","","","","","1870000000","","","","489","호스텔업",
"101","관광숙박업","03_11_01_P","3380000","CDFI2260032025000030","2025-11-25","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 171-36","부산광역시 수영구 광안로22번길 59 (광안동)","48299","수베니어홈","2026-01-10 13:41:31","U","2026-01-12 02:40:00","","392603.763740418","185879.923353914","관광숙박업","","일반주거지역","0","","","","","2","0","2","0","","","0","0","","0","0","","0","120.02","","0","","","","","","","60000000","","","","120","호스텔업",
"102","관광숙박업","03_11_01_P","3380000","CDFI2260032025000022","2025-09-03","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 110-45 수변PLAZA","부산광역시 수영구 광안해변로344번길 17-17, 수변PLAZA (민락동)","48280","시나몬스테이 광안","2026-01-10 13:25:58","U","2026-01-12 02:40:00","","394158.647132253","186094.989670927","관광숙박업","","준주거지역","0","","","","","5","0","2","0","","","0","0","","0","0","","0","224.91","","0","","","","","","","0","","","","225","호스텔업",
"103","관광숙박업","03_11_01_P","4850000","CDFI2260032024000001","2024-09-30","","01","영업/정상","13","영업중","","","","","","","","전라남도 담양군 담양읍 운교리 60-6","전라남도 담양군 담양읍 죽향문화로 389","57311","송송 호스텔","2026-01-11 15:19:27","U","2026-01-13 02:40:00","","","","관광숙박업","","자연녹지지역","2","","","","숙박시설","2","0","10","0","","","0","0","","0","0","","0","554.4","","0","","","","","","","0","","","","554","호스텔업",
"104","관광숙박업","03_11_01_P","4850000","CDFI2260032022000001","2022-02-11","","01","영업/정상","13","영업중","","","","","0613839773","","","전라남도 담양군 용면 월계리 149-25 호스텔","전라남도 담양군 용면 추월산로 977-3, 호스텔","57300","글리제977","2026-01-11 15:13:42","U","2026-01-13 02:40:00","","199915.416919029","211381.699122791","관광숙박업","","관리지역","3","기타","","","숙박시설","3","1","7","270","","","0","0","","0","0","","0","1467","","0","","","","","","","100000000","","","","1467","호스텔업",
"105","관광숙박업","03_11_01_P","4181000","CDFI2260032025000001","2025-10-22","","01","영업/정상","13","영업중","","","","","033-260-8000","","","강원특별자치도 춘천시 남산면 서천리 392 무와제이드","강원특별자치도 춘천시 남산면 경춘로 212-28, 무와제이드","24464","무와제이드","2026-01-11 16:10:35","U","2026-01-13 02:40:00","","247651.539565651","481772.882792567","관광숙박업","","관리지역","3","기타","","","콘도미니엄","2","1","36","41318","","","0","0","","0","0","","0","4131834","","0","","","","","","","888568940000","","","","4131834","휴양콘도미니엄업",
