"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","비상시설위치","시설구분명","시설명건물명","해제일자",
"240","민방위급수시설","11_46_01_P","3740000","3770000-E201200002","2012-01-04","","01","영업/정상","18","사용중","","","","","","420","","경기도 수원시 팔달구 매산로1가 18번지","경기도 수원시 팔달구 덕영대로 924 (매산로1가)","442-784","AK플라자 수원점","2026-01-06 10:02:06","U","2026-01-09 02:40:00","","199920.194662903","418246.927112644","경기도 수원시 팔달구 매산로1가 18번지","공공용시설","AK플라자 수원점","",
"241","민방위급수시설","11_46_01_P","3740000","3770000-E201200004","2012-04-06","","01","영업/정상","18","사용중","","","","","","510","","경기도 수원시 팔달구 인계동 1125번지","경기도 수원시 팔달구 효원로 288 (인계동, 대원콤비프라자)","16491","대원콤비플라자(Ⅰ)","2026-01-06 09:52:07","U","2026-01-09 02:40:00","","202857.034489272","417654.265000326","경기도 수원시 팔달구 인계동 1125번지","공공용시설","대원콤비플라자(Ⅰ)","",
"242","민방위급수시설","11_46_01_P","3740000","3770000-E201800004","2018-06-21","","01","영업/정상","18","사용중","","","","","","260","","경기도 수원시 팔달구 매산로1가 21번지 5호","경기도 수원시 팔달구 향교로3번길 56-3 (매산로1가)","16455","아모레미오 더클래식 모텔","2026-01-06 10:03:43","U","2026-01-09 02:40:00","","200157.349946955","418574.34014676","경기도 수원시 팔달구 매산로1가 21번지 5호","공공용시설","아모레미오 더클래식 모텔","",
"243","민방위급수시설","11_46_01_P","3740000","3770000-E200400005","2004-07-31","","01","영업/정상","18","사용중","","","","","","50","","경기도 수원시 팔달구 매산로3가 1번지 1호","경기도 수원시 팔달구 효원로 1 (매산로3가, 경기도청)","16444","경기도청(구청사)","2026-01-06 10:01:17","U","2026-01-09 02:40:00","","200784.812499092","419205.677007101","경기도 수원시 팔달구 매산로3가 1번지 1호","공공용시설","경기도청(구청사)","",
"244","민방위급수시설","11_46_01_P","3740000","3770000-E200400006","2004-07-31","","01","영업/정상","18","사용중","","","","","","50","","경기도 수원시 팔달구 신풍동 123번지 69호","경기도 수원시 팔달구 신풍로23번길 68 (신풍동, 선경도서관)","16258","선경도서관","2026-01-06 10:07:54","U","2026-01-09 02:40:00","","200870.713438933","420212.173640566","경기도 수원시 팔달구 신풍동 123번지 69호","공공용시설","선경도서관","",
"245","민방위급수시설","11_46_01_P","3740000","3770000-E202100003","2021-09-01","","01","영업/정상","18","사용중","","","","","","100","","경기도 수원시 팔달구 화서동 650 화서주공아파트","경기도 수원시 팔달구 덕영대로697번길 48(화서동, 화서주공아파트)","16435","화서동 주공4단지아파트","2026-01-06 10:06:38","U","2026-01-09 02:40:00","","199272.697964454","420256.807690254","경기도 수원시 팔달구 화서동 650 화서주공아파트","공공용시설","화서동 주공4단지아파트","",
"246","민방위급수시설","11_46_01_P","3720000","3720000-E202200003","2022-12-09","","01","영업/정상","18","사용중","","","","","","288","","울산광역시 북구 중산동 1010-1 약수제일아파트","울산광역시 북구 약수9길 20(중산동, 약수제일아파트)","44217","약수제일그린파크아파트 비상급수시설","2026-01-07 13:12:51","U","2026-01-09 02:40:00","","411875.324227179","241214.804378683","울산광역시 북구 중산동 1010-1 약수제일아파트","공공용시설","약수제일그린파크아파트 비상급수시설","",
"247","민방위급수시설","11_46_01_P","5670000","5670156-E199600006","1996-01-01","","01","영업/정상","18","사용중","","","","","","180","","경상남도 창원시 마산합포구 자산동 26번지 17호","경상남도 창원시 마산합포구 자산서10길 62 (자산동, 약수빌라)","51252","약수빌라 (자산동)","2026-01-06 15:08:09","U","2026-01-09 02:40:00","","342251.226881079","190628.649304436","경상남도 창원시 마산합포구 자산동 26번지 17호","공공용시설","약수빌라 (자산동)","",
"248","민방위급수시설","11_46_01_P","5670000","5670123-E199800007","1998-04-29","","01","영업/정상","18","사용중","","","","","","300","","경상남도 창원시 의창구 도계동 892번지 벼리어린이공원","","","급수시설(벼리어린이공원)","2026-01-07 14:50:35","U","2026-01-09 02:40:00","","349143.519405887","196142.474297509","경상남도 창원시 의창구 도계동 892번지 벼리어린이공원","공공용시설","급수시설(벼리어린이공원)","",
"249","민방위급수시설","11_46_01_P","5670000","5670123-E200300003","2003-06-17","","01","영업/정상","18","사용중","","","","","","90","","경상남도 창원시 의창구 도계동 902번지 창원고등학교","경상남도 창원시 의창구 태복산로 45-0 (도계동)","","비상급수(창원고)","2026-01-07 14:54:40","U","2026-01-09 02:40:00","","349404.113494961","196312.437549","경상남도 창원시 의창구 도계동 902번지 창원고등학교","공공용시설","비상급수(창원고)","",
"250","민방위급수시설","11_46_01_P","5670000","5670123-E200300001","2003-06-17","","01","영업/정상","18","사용중","","","","","","130","","경상남도 창원시 의창구 명서동 32번지","경상남도 창원시 의창구 명지로109번길 54 (명서동, 명지여자고등학교)","51172","비상급수(명지여고)","2026-01-07 14:54:04","U","2026-01-09 02:40:00","","350043.061997041","196026.205072596","경상남도 창원시 의창구 명서동 32번지","공공용시설","비상급수(명지여고)","",
"251","민방위급수시설","11_46_01_P","5670000","5670123-E199800008","1998-05-21","","01","영업/정상","18","사용중","","","","","","100","","경상남도 창원시 의창구 서곡동 361번지 16호","","","급수시설(서곡동약수터)","2026-01-07 14:52:41","U","2026-01-09 02:40:00","","350332.248359272","196141.939884621","경상남도 창원시 의창구 서곡동 361번지 16호","공공용시설","급수시설(서곡동약수터)","",
"252","민방위급수시설","11_46_01_P","5670000","5670123-E201600001","2016-03-23","","01","영업/정상","18","사용중","","","","","","200","","경상남도 창원시 의창구 명서동 75번지 13호","경상남도 창원시 의창구 명지로84번길 4 (명서동, 조아쇼핑)","51174","조아쇼핑","2026-01-07 14:56:39","U","2026-01-09 02:40:00","","349798.708365684","195637.956503045","경상남도 창원시 의창구 명서동 75번지 13호","공공용시설","조아쇼핑","",
"253","민방위급수시설","11_46_01_P","3440000","3440000-E202100001","2021-03-11","","01","영업/정상","18","사용중","","","","","","360","","대구광역시 남구 이천동 520-9","대구광역시 남구 희망로 50 (이천동)","42439","웰빙스파 사우나","2026-01-06 13:27:15","U","2026-01-09 02:40:00","","344806.046008077","261987.543319548","대구광역시 남구 이천동 520-9","공공용시설","웰빙스파 사우나","",
"254","민방위급수시설","11_46_01_P","5670000","5670123-E200300004","2003-06-17","","01","영업/정상","18","사용중","","","","","","100","","경상남도 창원시 의창구 도계동 901번지 창원중학교","경상남도 창원시 의창구 도계로107번길 10-0 (도계동)","","비상급수(창원중)","2026-01-07 14:55:22","U","2026-01-09 02:40:00","","349343.586128022","196388.849570025","경상남도 창원시 의창구 도계동 901번지 창원중학교","공공용시설","비상급수(창원중)","",
"255","민방위급수시설","11_46_01_P","5670000","5670123-E199200013","1992-08-13","","01","영업/정상","18","사용중","","","","","","160","","경상남도 창원시 의창구 명서동 28번지 1호","경상남도 창원시 의창구 명지로 54 (명서동, 명서중학교)","51170","비상급수(명서중)","2026-01-07 14:48:07","U","2026-01-09 02:40:00","","349584.787463692","195894.037433441","경상남도 창원시 의창구 명서동 28번지 1호","공공용시설","비상급수(명서중)","",
"256","민방위급수시설","11_46_01_P","5670000","5670156-E199600008","1996-01-01","","01","영업/정상","18","사용중","","","","","","100","","경상남도 창원시 마산합포구 자산동 14번지 6호","경상남도 창원시 마산합포구 자산북4길 8 (자산동, 대림공작2차아파트)","51253","대림공작2차아파트 (자산동)","2026-01-06 15:10:09","U","2026-01-09 02:40:00","","342509.321471451","190835.069147971","경상남도 창원시 마산합포구 자산동 14번지 6호","공공용시설","대림공작2차아파트 (자산동)","",
"257","민방위급수시설","11_46_01_P","5670000","5670156-E199600005","1996-01-01","","01","영업/정상","18","사용중","","","","","","120","","경상남도 창원시 마산합포구 자산동 274번지","경상남도 창원시 마산합포구 심온길 49 (자산동, 마산중학교)","51259","마산중학교(자산동)","2026-01-06 15:10:29","U","2026-01-09 02:40:00","","342168.767036786","190446.923886587","경상남도 창원시 마산합포구 자산동 274번지","공공용시설","마산중학교(자산동)","",
"258","민방위급수시설","11_46_01_P","3460000","3460000-E199300001","1993-01-01","","01","영업/정상","18","사용중","","","","","","100","","대구광역시 수성구 범어동 355번지","대구광역시 수성구 동대구로50길 121-7 (범어동)","42096","구민운동장","2026-01-07 09:05:25","U","2026-01-09 02:40:00","","347176.85802228","262225.737919977","대구광역시 수성구 범어동 355번지","정부지원시설","구민운동장","",
"259","민방위급수시설","11_46_01_P","3460000","3460000-E200000005","2000-01-01","","01","영업/정상","18","사용중","","","","","","272","","대구광역시 수성구 욱수동 62번지 5호","대구광역시 수성구 욱수길 61 (욱수동)","42288","욱수동","2026-01-07 09:06:35","U","2026-01-09 02:40:00","","354090.430581147","259625.849358156","대구광역시 수성구 욱수동 62번지 5호","정부지원시설","욱수동","",
"260","민방위급수시설","11_46_01_P","3460000","3460000-E198200002","1982-10-20","","01","영업/정상","18","사용중","","","","","","600","","대구광역시 수성구 상동 54번지","대구광역시 수성구 수성로32길 99 (상동)","42161","청소년어린이공원","2026-01-07 09:03:49","U","2026-01-09 02:40:00","","345731.610781648","260808.753197317","대구광역시 수성구 상동 54번지","정부지원시설","청소년어린이공원","",
"261","민방위급수시설","11_46_01_P","3460000","3460000-E199900001","1999-09-01","","01","영업/정상","18","사용중","","","","","","200","","대구광역시 수성구 범물동 1288번지 2호","대구광역시 수성구 범안로 103 (범물동)","42200","마산어린이공원","2026-01-07 09:06:06","U","2026-01-09 02:40:00","","348947.893333453","258921.312519557","대구광역시 수성구 범물동 1288번지 2호","정부지원시설","마산어린이공원","",
"262","민방위급수시설","11_46_01_P","3720000","3720000-E199700002","1997-01-01","","01","영업/정상","18","사용중","","","","","","350","","울산광역시 북구 염포동 산 86","울산광역시 북구 새장터8길 23-5 (염포동)","44260","염포체육공원 민방위 비상급수시설","2026-01-06 13:45:51","U","2026-01-09 02:40:00","","417046.685608547","228869.763367388","울산광역시 북구 염포동 산 86","지자체시설","염포체육공원 민방위 비상급수시설","",
"263","민방위급수시설","11_46_01_P","3720000","3720000-E201100002","2011-12-01","","01","영업/정상","18","사용중","","","","","","700","","울산광역시 북구 천곡동 940번지 6호","울산광역시 북구 천곡길 165 (천곡동, 농소대동한마음타운)","44202","대동1차아파트비상급수시설","2026-01-07 13:10:33","U","2026-01-09 02:40:00","","410745.347218905","240062.821610448","울산광역시 북구 천곡동 940번지 6호","공공용시설","대동1차아파트비상급수시설","",
"264","민방위급수시설","11_46_01_P","3740000","3770000-E201800003","2018-04-11","","01","영업/정상","18","사용중","","","","","","50","","경기도 수원시 팔달구 매산로2가 66번지 1호","경기도 수원시 팔달구 갓매산로 31 (매산로2가, 홍익스포츠프라자)","16461","홍익스포츠 스파(주)","2026-01-06 10:26:31","U","2026-01-09 02:40:00","","200402.791066492","418374.996278917","경기도 수원시 팔달구 매산로2가 66번지 1호","공공용시설","홍익스포츠 스파(주)","",
"265","민방위급수시설","11_46_01_P","3740000","3770000-E200400004","2004-07-31","","01","영업/정상","18","사용중","","","","","","260","","경기도 수원시 팔달구 매산로1가 57번지 3호","경기도 수원시 팔달구 매산로 2-10 (매산로1가)","442-081","역전시장","2026-01-06 10:00:46","U","2026-01-09 02:40:00","","200143.531953133","418243.850692453","경기도 수원시 팔달구 매산로1가 57번지 3호","공공용시설","역전시장","",
"266","민방위급수시설","11_46_01_P","5370000","5370000-E199400001","1997-12-17","","01","영업/정상","18","사용중","","","","","","300","","경상남도 거제시 아주동 352-4 아주초등학교","경상남도 거제시 탑곡로4길 24, 아주초등학교 (아주동)","53304","아주동 비상급수시설(3.1기념공원)","2026-01-07 16:27:51","U","2026-01-09 02:40:00","","354742.682077907","153050.632614203","경상남도 거제시 아주동 352-4 아주초등학교","정부지원시설","아주동 비상급수시설(3.1기념공원)","",
"267","민방위급수시설","11_46_01_P","5370000","5370000-E199400003","1994-09-25","","01","영업/정상","18","사용중","","","","","","400","","경상남도 거제시 옥포동 233번지","경상남도 거제시 거제대로 3697-25 (옥포동, 삼도로얄맨션)","53227","옥포1동 삼도로얄아파트","2026-01-07 16:29:22","U","2026-01-09 02:40:00","","354391.139715567","155468.461966929","경상남도 거제시 옥포동 233번지","공공용시설","옥포1동 삼도로얄아파트","",
"268","민방위급수시설","11_46_01_P","5370000","5370000-E199000002","1990-06-10","","01","영업/정상","18","사용중","","","","","","200","","경상남도 거제시 옥포동 1284번지 1호","경상남도 거제시 옥포로 293-1 (옥포동, 덕산3차아파트)","53225","옥포2동덕산3차아파트","2026-01-07 16:13:07","U","2026-01-09 02:40:00","","353985.058330301","156866.289098063","경상남도 거제시 옥포동 1284번지 1호","공공용시설","옥포2동덕산3차아파트","",
"269","민방위급수시설","11_46_01_P","5370000","5370000-E199700006","1997-02-22","","01","영업/정상","18","사용중","","","","","","200","","경상남도 거제시 거제면 648번지","경상남도 거제시 거제면 동상3길 26-0","","거제면 민방위급수시설","2026-01-07 16:39:53","U","2026-01-09 02:40:00","","345894.828173574","151429.696374747","경상남도 거제시 거제면 648번지","정부지원시설","거제면 민방위급수시설","",
"270","민방위급수시설","11_46_01_P","5370000","5370000-E199400005","1994-01-01","","01","영업/정상","18","사용중","","","","","","180","","경상남도 거제시 옥포동 877번지 1호","경상남도 거제시 성산로 54 (옥포동, 옥포혜성아파트)","53216","옥포2동 옥포혜성아파트","2026-01-07 16:33:28","U","2026-01-09 02:40:00","","355089.449678607","157065.331790206","경상남도 거제시 옥포동 877번지 1호","공공용시설","옥포2동 옥포혜성아파트","",
"271","민방위급수시설","11_46_01_P","5370000","5370000-E199700003","1997-12-17","","01","영업/정상","18","사용중","","","","","","100","","경상남도 거제시 옥포동 1291번지 7호","경상남도 거제시 옥포로25길 20 (옥포동, 옥포2동주민센터)","53224","옥포2동 비상급수시설","2026-01-07 16:36:58","U","2026-01-09 02:40:00","","354177.896339927","156613.66248353","경상남도 거제시 옥포동 1291번지 7호","정부지원시설","옥포2동 비상급수시설","",
"272","민방위급수시설","11_46_01_P","3710000","3710000-E201700006","2017-05-17","","01","영업/정상","18","사용중","","","","","","200","","울산광역시 동구 서부동 385-3 서영골든타워아파트","울산광역시 동구 남목11길 25(서부동, 서영골든타워아파트)","44008","서영골든타워","2026-01-06 14:09:47","U","2026-01-09 02:40:00","","419745.198781412","229802.940502914","울산광역시 동구 서부동 385-3 서영골든타워아파트","공공용시설","서영골든타워","",
"273","민방위급수시설","11_46_01_P","3710000","3710000-E200900003","2009-03-17","","01","영업/정상","18","사용중","","","","","","200","","울산광역시 동구 서부동 290번지 6호","울산광역시 동구 방어진순환도로 1099 (서부동, 신광그린파크)","44017","신광그린파크아파트 지하수","2026-01-06 14:30:14","U","2026-01-09 02:40:00","","420108.496306134","229185.908582131","울산광역시 동구 서부동 290번지 6호","공공용시설","신광그린파크아파트 지하수","",
"274","민방위급수시설","11_46_01_P","3710000","3710000-E201700005","2017-05-17","","01","영업/정상","18","사용중","","","","","","100","","울산광역시 동구 동부동 산 19번지","","","쇠평마을 민방위 비상급수시설 (마을 간이 상수도)","2026-01-06 15:24:40","U","2026-01-09 02:40:00","","420106.305061818","232032.2742873","울산광역시 동구 동부동 산 19번지","지자체시설","쇠평마을 민방위 비상급수시설 (마을 간이 상수도)","",
"275","민방위급수시설","11_46_01_P","3710000","3710000-E199700001","1997-07-11","","01","영업/정상","18","사용중","","","","","","150","","울산광역시 동구 방어동 1000번지 6호","","","방어동 민방위비상급수시설","2026-01-06 13:56:22","U","2026-01-09 02:40:00","","418917.581173053","222778.591672534","울산광역시 동구 방어동 1000번지 6호","정부지원시설","방어동 민방위비상급수시설","",
"276","민방위급수시설","11_46_01_P","3710000","3710000-E200000001","2000-02-24","","01","영업/정상","18","사용중","","","","","","100","","울산광역시 동구 주전동 235번지","","","주전동 민방위비상급수시설","2026-01-06 15:12:13","U","2026-01-09 02:40:00","","422351.887792075","231356.700244578","울산광역시 동구 주전동 235번지","정부지원시설","주전동 민방위비상급수시설","",
"277","민방위급수시설","11_46_01_P","3690000","3690000-E198800001","1988-02-20","","01","영업/정상","18","사용중","","","","","","508","","울산광역시 중구 다운동 578번지 11호","울산광역시 중구 구루미6길 31 (다운동, 다운동 비상급수시설)","44408","다운동비상급수시설","2026-01-06 09:25:39","U","2026-01-09 02:40:00","","405639.641226507","231224.854495472","울산광역시 중구 다운동 578번지 11호","정부지원시설","다운동비상급수시설","",
"278","민방위급수시설","11_46_01_P","4450000","4450000-E200200001","2002-09-10","","01","영업/정상","18","사용중","","","","","","239","","충청북도 진천군 진천읍 471번지 91호","충청북도 진천군 진천읍 중앙동로 134-2","365-808","민방위비상급수시설(읍내4리)","2026-01-06 15:20:03","U","2026-01-09 02:40:00","","239620.464691053","373470.928281719","충청북도 진천군 진천읍 471번지 91호","정부지원시설","민방위비상급수시설(읍내4리)","",
"279","민방위급수시설","11_46_01_P","4450000","4450000-E201200001","2012-12-28","","01","영업/정상","18","사용중","","","","","","17","","충청북도 진천군 진천읍 350번지 2호","충청북도 진천군 진천읍 상산로 35 (상산초등학교)","27832","민방위 비상급수시설 (진천 상산초등학교)","2026-01-06 15:29:13","U","2026-01-09 02:40:00","","239051.504022189","372765.530899335","충청북도 진천군 진천읍 350번지 2호","공공용시설","민방위 비상급수시설 (진천 상산초등학교)","",
"280","민방위급수시설","11_46_01_P","4450000","4450000-E201200002","2012-12-28","","01","영업/정상","18","사용중","","","","","","24","","충청북도 진천군 진천읍 333번지 1호","충청북도 진천군 진천읍 중앙서3길 6 (삼수초등학교)","27832","민방위 비상급수시설 (진천 삼수초등학교)","2026-01-06 15:29:53","U","2026-01-09 02:40:00","","239243.535041354","372834.440341595","충청북도 진천군 진천읍 333번지 1호","공공용시설","민방위 비상급수시설 (진천 삼수초등학교)","",
"281","민방위급수시설","11_46_01_P","4480000","4480000-E199400005","1994-11-09","","01","영업/정상","18","사용중","","","","","","400","","충청북도 단양군 매포읍 고양리 363-1 성우종합건설","충청북도 단양군 매포읍 고양5길 28, 성우종합건설","27002","매포읍 대호CC","2026-01-06 13:13:30","U","2026-01-09 02:40:00","","312850.289732913","399203.454232632","충청북도 단양군 매포읍 고양리 363-1 성우종합건설","공공용시설","매포읍 대호CC","",
"282","민방위급수시설","11_46_01_P","3200000","3200000-E200100003","2001-07-31","","01","영업/정상","18","사용중","","","","","","60","","서울특별시 관악구 남현동 1083번지 29호","서울특별시 관악구 남현길 63 (남현동)","151-800","상록보육원","2026-01-06 10:49:46","U","2026-01-09 02:40:00","","197854.313569708","441291.685593809","서울특별시 관악구 남현동 1083번지 29호","공공용시설","상록보육원","",
"283","민방위급수시설","11_46_01_P","3200000","3200000-E200200002","2002-01-01","","01","영업/정상","18","사용중","","","","","","88","","서울특별시 관악구 신림동 72번지 5호","서울특별시 관악구 약수암길 43-3 (신림동)","151-863","제2구민운동장","2026-01-06 10:52:42","U","2026-01-09 02:40:00","","194071.47273246","439595.014087964","서울특별시 관악구 신림동 72번지 5호","공공용시설","제2구민운동장","",
"284","민방위급수시설","11_46_01_P","3200000","3200000-E200300001","2003-01-01","","01","영업/정상","18","사용중","","","","","","88","","서울특별시 관악구 봉천동 1659번지 1호","서울특별시 관악구 남부순환로 1920 (봉천동)","151-832","락성주유소","2026-01-06 10:55:32","U","2026-01-09 02:40:00","","196603.351151007","441666.787530285","서울특별시 관악구 봉천동 1659번지 1호","공공용시설","락성주유소","",
"285","민방위급수시설","11_46_01_P","3200000","3200000-E199100003","1991-11-30","","01","영업/정상","18","사용중","","","","","","75","","서울특별시 관악구 신림동 746번지 43호","서울특별시 관악구 문성로 74 (신림동)","151-771","건영1차아파트","2026-01-06 10:38:56","U","2026-01-09 02:40:00","","192174.723909669","441573.738036061","서울특별시 관악구 신림동 746번지 43호","공공용시설","건영1차아파트","",
"286","민방위급수시설","11_46_01_P","3290000","3290000-E201800001","2018-08-16","","01","영업/정상","18","사용중","","","","","","280","","부산광역시 부산진구 전포동 326번지 11호","부산광역시 부산진구 진남로328번길 35 (전포동, 부산진구국민체육센터)","47312","국민체육센터","2026-01-07 17:40:51","U","2026-01-09 02:40:00","","388893.498529547","185993.124314699","부산광역시 부산진구 전포동 326번지 11호","지자체시설","국민체육센터","",
"287","민방위급수시설","11_46_01_P","5090000","5090000-E199600004","1996-11-28","","01","영업/정상","18","사용중","","","","","","402","","경상북도 영주시 안정면 안심리 131","경상북도 영주시 안정면 안정로 30","36049","농업기술센터내","2026-01-07 19:54:07","U","2026-01-09 02:40:00","","339004.39534306","372940.710658246","경상북도 영주시 안정면 안심리 131","정부지원시설","농업기술센터내","",
"288","민방위급수시설","11_46_01_P","5090000","5090000-E200100200","2001-11-14","","01","영업/정상","18","사용중","","","","","","250","","경상북도 영주시 상망동 579-7 (공터 안에 급수시설 설치되어 있음)","경상북도 영주시 웃무리로13번길 15 (상망동, 경일미래타운)","36065","상망동 경일아파트 앞(웃무리마을 공원)","2026-01-07 20:17:27","U","2026-01-09 02:40:00","","346152.881478665","370699.946968941","경상북도 영주시 상망동 579-7 (공터 안에 급수시설 설치되어 있음)","정부지원시설","상망동 경일아파트 앞(웃무리마을 공원)","",
"289","민방위급수시설","11_46_01_P","5090000","5090000-E201100003","2011-11-15","","01","영업/정상","18","사용중","","","","","","100","","경상북도 영주시 하망동 554 (하망동 노상 공영주차장)","경상북도 영주시 영주로278번길 30 (하망동)","36084","하망동 행정복지센터 앞(하망동 노상 공영주차장)","2026-01-07 20:31:23","U","2026-01-09 02:40:00","","345281.925568291","370379.965831145","경상북도 영주시 하망동 554 (하망동 노상 공영주차장)","지자체시설","하망동 행정복지센터 앞(하망동 노상 공영주차장)","",
"290","민방위급수시설","11_46_01_P","5090000","5090000-E200800001","2008-07-17","","01","영업/정상","18","사용중","","","","","","100","","경상북도 영주시 상망동 834-35 (해당번지 옆에 위치)","경상북도 영주시 원당로225번길 67 (상망동, 코아루아파트)","36066","코아루아파트 뒤","2026-01-07 20:21:20","U","2026-01-09 02:40:00","","345714.371285706","371498.771712951","경상북도 영주시 상망동 834-35 (해당번지 옆에 위치)","지자체시설","코아루아파트 뒤","",
"291","민방위급수시설","11_46_01_P","5470000","5470000-E199600001","1996-12-04","","01","영업/정상","18","사용중","","","","","","380","","경상남도 거창군 거창읍 216번지 5호","경상남도 거창군 거창읍 수남로 2181 (거창문화센터,거창박물관)","50147","거창읍김천리비상급수시설","2026-01-06 10:48:08","U","2026-01-09 02:40:00","","282352.734718144","241937.158890392","경상남도 거창군 거창읍 216번지 5호","정부지원시설","거창읍김천리비상급수시설","",
"292","민방위급수시설","11_46_01_P","4490000","5650000-E200300009","2003-12-31","","01","영업/정상","18","사용중","","","","","","100","","충청남도 천안시 동남구 목천읍 93번지 1호","충청남도 천안시 동남구 목천읍 서리1길 41-7 (목천읍사무소)","31231","목천읍행정복지센터","2026-01-07 09:11:33","U","2026-01-09 02:40:00","","220885.902648699","364871.592068348","충청남도 천안시 동남구 목천읍 93번지 1호","정부지원시설","목천읍행정복지센터","",
"293","민방위급수시설","11_46_01_P","4490000","5650000-E201600001","2016-07-04","","01","영업/정상","18","사용중","","","","","","300","","충청남도 천안시 동남구 신방동 249번지 24호","충청남도 천안시 동남구 풍세로 575-0 (신방동, 국광레미콘)","31210","국광레미콘","2026-01-07 16:47:28","U","2026-01-09 02:40:00","","211413.890937937","362624.874632567","충청남도 천안시 동남구 신방동 249번지 24호","공공용시설","국광레미콘","",
"294","민방위급수시설","11_46_01_P","4490000","5650000-E200400003","2004-04-01","","01","영업/정상","18","사용중","","","","","","200","","충청남도 천안시 동남구 목천읍 62번지","충청남도 천안시 동남구 목천읍 성남로 103 ((주)대산제과)","31234","(주)대신제과","2026-01-07 19:07:38","U","2026-01-09 02:40:00","","218934.102633655","362485.31086197","충청남도 천안시 동남구 목천읍 62번지","공공용시설","(주)대신제과","",
"295","민방위급수시설","11_46_01_P","4620000","4620000-E199600001","1996-12-28","","01","영업/정상","18","사용중","","","","","","250","","충청남도 태안군 태안읍 평천리 679-8 화동초등학교","충청남도 태안군 태안읍 중앙로 321, 화동초등학교","32148","화동초등학교 급수시설","2026-01-06 14:23:02","U","2026-01-09 02:40:00","","139239.304468887","361589.811578682","충청남도 태안군 태안읍 평천리 679-8 화동초등학교","정부지원시설","화동초등학교 급수시설","",
"296","민방위급수시설","11_46_01_P","3940000","3950000-E202200001","2022-05-24","","01","영업/정상","18","사용중","","","","","","120","","경기도 고양시 덕양구 벽제동 467-1 올림픽컨츄리클럽","경기도 고양시 덕양구 혜음로 301, 올림픽컨츄리클럽 (벽제동)","10271","올림픽골프클럽 (1호공)","2026-01-07 15:44:36","U","2026-01-09 02:40:00","","190449.267537924","468752.973696559","경기도 고양시 덕양구 벽제동 467-1 올림픽컨츄리클럽","공공용시설","올림픽골프클럽 (1호공)","",
"297","민방위급수시설","11_46_01_P","3740000","3770000-E202300003","2023-09-21","","01","영업/정상","18","사용중","","","","","","100","","경기도 수원시 팔달구 우만동 514-5","경기도 수원시 팔달구 팔달문로163번길 49 (우만동)","16237","우만목욕탕","2026-01-06 09:45:13","U","2026-01-09 02:40:00","","202788.807459463","420324.374854259","경기도 수원시 팔달구 우만동 514-5","공공용시설","우만목욕탕","",
"298","민방위급수시설","11_46_01_P","3170000","3170000-E199400012","1994-01-01","","01","영업/정상","18","사용중","","","","","","36","","서울특별시 금천구 독산동 907번지 6호","서울특별시 금천구 문성로 54 (독산동)","08551","청지기카센타","2026-01-08 14:06:38","U","2026-01-10 02:40:00","","191939.663431765","441630.839989959","서울특별시 금천구 독산동 907번지 6호","공공용시설","청지기카센타","",
"299","민방위급수시설","11_46_01_P","3170000","3170000-E199500002","1995-01-01","","01","영업/정상","18","사용중","","","","","","72","","서울특별시 금천구 독산동 904번지 41호","서울특별시 금천구 남부순환로128길 63 (독산동)","08549","신흥식품","2026-01-08 14:10:16","U","2026-01-10 02:40:00","","191853.378601365","441744.166597087","서울특별시 금천구 독산동 904번지 41호","공공용시설","신흥식품","",
"300","민방위급수시설","11_46_01_P","3170000","3170000-E199500004","1995-01-01","","01","영업/정상","18","사용중","","","","","","80","","서울특별시 금천구 독산동 183번지 1호","서울특별시 금천구 독산로78다길 52 (독산동, 독산동동아아파트)","08556","동아아파트","2026-01-08 14:13:50","U","2026-01-10 02:40:00","","191643.543153301","440867.731614719","서울특별시 금천구 독산동 183번지 1호","공공용시설","동아아파트","",
"301","민방위급수시설","11_46_01_P","3170000","3170000-E199600001","1996-06-17","","01","영업/정상","18","사용중","","","","","","100","","서울특별시 금천구 시흥동 820번지 12호","서울특별시 금천구 독산로 78-1 (시흥동, 경남아파트)","08572","경남아파트 101동 옆 화단","2026-01-08 14:15:12","U","2026-01-10 02:40:00","","191670.362449466","439164.166561245","서울특별시 금천구 시흥동 820번지 12호","공공용시설","경남아파트 101동 옆 화단","",
"302","민방위급수시설","11_46_01_P","3170000","3170000-E200500001","2005-06-21","","01","영업/정상","18","사용중","","","","","","42","","서울특별시 금천구 시흥동 115번지 10호","서울특별시 금천구 시흥대로63길 20 (시흥동, 동흥관)","08614","동흥관","2026-01-08 14:38:56","U","2026-01-10 02:40:00","","190956.110752226","439227.738516766","서울특별시 금천구 시흥동 115번지 10호","공공용시설","동흥관","",
