"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","제조구분명","사업장부지용도구분명",
"78","고압가스업","09_28_05_P","3700000","2005370000902100005","2011-01-17","","01","영업/정상","01","영업중","","","","","","","","울산광역시 남구 황성동 27-1 현대중공업(주)","울산광역시 남구 처용로 800, 현대중공업(주) (황성동)","44784","에이치디현대중공업(주)","2026-01-02 10:41:59","U","2026-01-04 02:40:00","저장소","414862.284475018","221163.348697205","일반","공업용",
"79","고압가스업","09_28_05_P","3240000","2004324010602100001","2004-12-20","","01","영업/정상","01","영업중","","","","","","","","서울특별시 강동구 상일동 149","서울특별시 강동구 동남로 892 (상일동)","","강동경희대학교병원","2026-01-02 19:10:52","U","2026-01-04 02:40:00","제조","213839.356195548","450118.261707983","냉동","지정되지않음",
"80","고압가스업","09_28_05_P","3240000","2005324010602100001","2005-03-16","","01","영업/정상","01","영업중","","","","","","","","서울특별시 강동구 상일동 149 강동경희대학교병원","서울특별시 강동구 동남로 892, 강동경희대학교병원 (상일동)","05278","강동경희대학교병원","2026-01-02 19:10:37","U","2026-01-04 02:40:00","저장소","213839.356195548","450118.261707983","일반","상업용",
"81","고압가스업","09_28_05_P","4900000","2018490006402200001","2018-10-18","","01","영업/정상","01","영업중","","","","","","","","전라남도 화순군 능주면 남정리 475 능주119안전센터","전라남도 화순군 능주면 지석로 1428, 능주119안전센터","58153","화순소방서(능주119안전센터)","2026-01-02 15:02:29","U","2026-01-04 02:40:00","제조","195360.948362895","166348.667880054","충전","",
"82","고압가스업","09_28_05_P","3910000","2022391003502100012","2022-07-29","","01","영업/정상","01","영업중","","","","","","","","경기도 평택시 고덕동 1695 삼성전자(주) 평택캠퍼스","경기도 평택시 삼성로 114, 삼성전자(주) 평택캠퍼스 (고덕동)","17786","삼성전자(주) 4라인 인프라복합동","2026-01-02 09:28:10","U","2026-01-04 02:40:00","저장소","205276.542163998","392561.65560657","","",
"83","고압가스업","09_28_05_P","4550000","2013455001002200004","2013-04-01","","03","폐업","03","폐업","2025-12-22","","","","","","","충청남도 금산군 제원면 명암리 433 한국타이어(1공장)","충청남도 금산군 제원면 금강로 1 (1공장)","","한국타이어앤테크놀로지(주) 금산공장","2026-01-02 15:59:55","U","2026-01-04 02:40:00","제조","247722.699628029","290645.76301838","냉동","",
"84","고압가스업","09_28_05_P","4530000","1999453011602140991","2009-02-06","","01","영업/정상","01","영업중","","","","","","4733","","충청남도 서산시 대산읍 독곶리 411-5 452-7번지, 634-18번지, 대죽리 679-3,5번지","충청남도 서산시 대산읍 독곶2로 103","","(주)에어퍼스트","2026-01-02 09:54:52","U","2026-01-04 02:40:00","제조","142260.35280859","388946.194974725","특정","공업용",
"85","고압가스업","09_28_05_P","4000000","2002400005602200001","2009-09-11","","01","영업/정상","01","영업중","","","","","","","","경기도 오산시 오산동 868","경기도 오산시 경기대로 271 (오산동)","","롯데쇼핑(주)롯데마트 오산점","2026-01-02 14:09:06","U","2026-01-04 02:40:00","제조","206416.225089197","405292.957866229","냉동","상업.업무용",
"86","고압가스업","09_28_05_P","3910000","2016391003502100001","2016-02-11","","01","영업/정상","01","영업중","","","","","","","","경기도 평택시 고덕동 1695 삼성전자(주) 평택캠퍼스","경기도 평택시 삼성로 114, 삼성전자(주) 평택캠퍼스 (고덕동)","17786","삼성전자(주) [1라인 GCS동]","2026-01-02 09:21:36","U","2026-01-04 02:40:00","저장소","205276.542163998","392561.65560657","","",
"87","고압가스업","09_28_05_P","4810000","2021481036302100001","2021-01-12","","01","영업/정상","01","영업중","","","","","","","","전라남도 여수시 중흥동 1742-2","전라남도 여수시 여수산단4로 219 (중흥동)","59610","롯데지에스화학(주)","2026-01-02 13:06:25","U","2026-01-04 02:40:00","제조","260779.209226615","149165.335828312","특정","",
"88","고압가스업","09_28_05_P","5330000","2003533001502100005","2009-05-22","","01","영업/정상","01","영업중","","","","","","","","경상남도 통영시 무전동 1069","경상남도 통영시 무전대로 65 (무전동)","","롯데쇼핑(주)롯데마트통영점","2026-01-02 17:20:45","U","2026-01-04 02:40:00","제조","330528.677424652","152263.189898881","냉동","업무용",
"89","고압가스업","09_28_05_P","4810000","2000481001902222501","2010-10-18","","01","영업/정상","01","영업중","","","","","","","","전라남도 여수시 월내동 1056 GS칼텍스","","","GS칼텍스(주)","2026-01-03 11:34:48","U","2026-01-05 02:40:00","제조","","","일반","주상나지",
"90","고압가스업","09_28_05_P","4910000","2022491009802100001","2022-04-06","","03","폐업","03","폐업","2026-01-02","","","","","","","전라남도 장흥군 장흥읍 해당리 650-8","전라남도 장흥군 장흥읍 산단1로 86","59315","주식회사 태금수월트","2026-01-04 09:24:19","U","2026-01-06 02:40:00","저장소","193670.734717674","132073.208969071","","공업용",
"91","고압가스업","09_28_05_P","3200000","2026320028202100001","2026-01-05","","01","영업/정상","01","영업중","","","","","","","","서울특별시 관악구 봉천동 729-1 SK텔레콤 보라매 사옥","서울특별시 관악구 보라매로5길 1, SK텔레콤 보라매 사옥 (봉천동)","08708","에스케이텔레콤(주)","2026-01-05 14:46:08","I","2026-01-07 00:20:36","제조","193390.592431183","443315.22189256","냉동","",
"92","고압가스업","09_28_05_P","6510000","2026651024502200001","2026-01-05","","01","영업/정상","01","영업중","","","","","","","","제주특별자치도 제주시 이호일동 365-2","제주특별자치도 제주시 서해안로 82, 2층 201호 (이호일동)","63108","(OK)다이브제주","2026-01-05 16:20:29","I","2026-01-07 00:20:36","제조","149589.126619393","897.017878795541","충전","",
"93","고압가스업","09_28_05_P","4520000","2000452001802200007","2000-02-08","","01","영업/정상","01","영업중","","2022-01-01","2022-04-28","2022-05-01","","","","충청남도 아산시 선장면 신성리 350 교원연수원","충청남도 아산시 선장면 신성길 27-6, 교원연수원","31546","(주)교원프라퍼티 도고연수원","2026-01-05 20:38:03","U","2026-01-07 02:40:00","제조","189287.859468687","363334.426523773","냉동","전",
"94","고압가스업","09_28_05_P","3720000","1998372007002100016","2009-10-30","","02","휴업","02","휴업","","2025-12-28","2026-12-31","","","","","울산광역시 북구 상안동 322-9","울산광역시 북구 신답로 26 (상안동)","","홈플러스(주) 울산북구점","2026-01-05 17:49:47","U","2026-01-07 02:40:00","제조","412349.300490111","239222.450142668","냉동","상업용",
"95","고압가스업","09_28_05_P","3480000","2023348036502100005","2023-06-21","","01","영업/정상","01","영업중","","","","","","","","대구광역시 달성군 구지면 내리 0","대구광역시 달성군 구지면 국가산단대로19길 40","43011","(주)엘앤에프 3공장","2026-01-05 17:46:00","U","2026-01-07 02:40:00","저장소","","","","공업용",
"96","고압가스업","09_28_05_P","5050000","1995505010002100002","1995-05-24","","01","영업/정상","01","영업중","","","","2020-02-17","","","","경상북도 경주시 황성동 658-4","경상북도 경주시 갓뒤동녘길 41-12 (황성동)","","동신산업(주)","2026-01-05 16:40:52","U","2026-01-07 02:40:00","제조","400262.568327043","265878.988671965","충전","주거용",
"97","고압가스업","09_28_05_P","5310000","2006531001302100002","2006-11-15","","01","영업/정상","01","영업중","","","","","","","","경상남도 진주시 가좌동 1012-3","경상남도 진주시 진주대로 403 (가좌동)","","대풍산업가스(주)","2026-01-05 11:35:54","U","2026-01-07 02:40:00","제조","300265.195108811","183459.652343547","충전","전기타",
"98","고압가스업","09_28_05_P","4490000","2019565003202100005","2019-08-14","","01","영업/정상","01","영업중","","","","","","","","충청남도 천안시 동남구 풍세면 용정리 1002","충청남도 천안시 동남구 풍세면 풍세산단2로 39","31217","(주)덕산테코피아","2026-01-05 13:20:20","U","2026-01-07 02:40:00","저장소","208984.706980067","358548.28843549","","",
"99","고압가스업","09_28_05_P","3480000","2000348000502100012","2009-01-30","","01","영업/정상","01","영업중","","","","","","","","대구광역시 달성군 논공읍 본리리 29-12","대구광역시 달성군 논공읍 논공로 465","","(주)비락 대구공장","2026-01-05 15:09:33","U","2026-01-07 02:40:00","제조","332651.312578375","249603.913214796","냉동","주상나지",
"100","고압가스업","09_28_05_P","5350000","2011535019602100002","2011-08-22","","02","휴업","02","휴업","","2025-12-31","2026-12-31","","","","","경상남도 김해시 한림면 신천리 900-18","경상남도 김해시 한림면 김해대로1402번길 42","50853","(주)진유사","2026-01-05 17:18:19","U","2026-01-07 02:40:00","저장소","365907.129254682","198760.381580654","","",
"101","고압가스업","09_28_05_P","4490000","2013565002702200003","2013-12-13","","01","영업/정상","01","영업중","","","","","","","","충청남도 천안시 동남구 풍세면 보성리 풍세일반산업단지 A11블럭 3로트","충청남도 천안시 동남구 풍세면 풍세산단2로 39","","(주)덕산테코피아","2026-01-05 13:37:54","U","2026-01-07 02:40:00","제조","208984.706980067","358548.28843549","냉동","공업용",
"102","고압가스업","09_28_05_P","4080000","2012408014102100005","2012-08-23","","01","영업/정상","01","영업중","","","","","","","","경기도 안성시 미양면 보체리 325-25","경기도 안성시 미양면 협동단지길 50-14","17600","머크일렉트로닉머티리얼즈 주식회사 안성공장","2026-01-05 10:08:09","U","2026-01-07 02:40:00","제조","221543.341949204","384645.536692585","냉동","",
"103","고압가스업","09_28_05_P","5070000","2025507028602100004","2025-12-24","","01","영업/정상","01","영업중","","","","","","","","경상북도 안동시 도산면 동부리 865","","","한국문화테마파크(주식회사 더함)","2026-01-05 16:39:35","U","2026-01-07 02:40:00","제조","","","냉동","",
"104","고압가스업","09_28_05_P","5670000","2001527007602100002","2001-06-05","","01","영업/정상","01","영업중","","","","","","","","경상남도 창원시 의창구 팔용동 8-31 호비자동차","경상남도 창원시 의창구 차상로8번길 58, 호비자동차 (팔용동)","51402","호비통상","2026-01-05 10:02:43","U","2026-01-07 02:40:00","판매","349207.669242575","193463.996663996","일반","상업기타",
"105","고압가스업","09_28_05_P","5670000","1989527002202100005","1989-10-17","","01","영업/정상","01","영업중","","","","","","","","경상남도 창원시 의창구 팔용동 39-14","경상남도 창원시 의창구 차룡로48번길 57 (팔용동)","51391","화신산소(주)","2026-01-05 09:56:49","U","2026-01-07 02:40:00","판매","348605.167754837","194782.715791546","일반","주상기타",
"106","고압가스업","09_28_05_P","5670000","1988527002202100004","1988-08-08","","01","영업/정상","01","영업중","","","","","","","","경상남도 창원시 의창구 팔용동 39-14","","","제일산소상사","2026-01-05 09:54:10","U","2026-01-07 02:40:00","판매","","","일반","주상기타",
"107","고압가스업","09_28_05_P","5670000","1988527002202100059","2007-10-25","","01","영업/정상","01","영업중","","","","","","","","경상남도 창원시 의창구 팔용동 29-2 한국열처리","경상남도 창원시 의창구 팔용로 383, 한국열처리 (팔용동)","51395","한국열처리","2026-01-05 10:22:16","U","2026-01-07 02:40:00","저장소","346346.176475921","195914.955292097","일반","주상나지",
"108","고압가스업","09_28_05_P","5670000","2003527007602200006","2003-12-18","","01","영업/정상","01","영업중","","","","","","","","경상남도 창원시 의창구 퇴촌동 산 134-1 경남도립미술관","경상남도 창원시 의창구 용지로 296, 경남도립미술관 (퇴촌동)","51154","경상남도도립미술관","2026-01-05 11:00:54","U","2026-01-07 02:40:00","제조","353834.24994225","194722.6408968","냉동","업무용",
"109","고압가스업","09_28_05_P","3480000","2020348036502100001","2020-09-09","","01","영업/정상","01","영업중","","","","","","","","대구광역시 달성군 구지면 응암리 1283","대구광역시 달성군 구지면 국가산단대로40길 111","43008","(주)엘앤에프","2026-01-05 17:46:21","U","2026-01-07 02:40:00","저장소","329135.506877266","239778.577847876","","",
"110","고압가스업","09_28_05_P","3480000","2017348035802100004","2017-08-02","","01","영업/정상","01","영업중","","","","","","","","대구광역시 달성군 논공읍 본리리 29-12","대구광역시 달성군 논공읍 논공로 465","42983","(주)비락 대구공장","2026-01-05 15:04:26","U","2026-01-07 02:40:00","제조","332651.312578375","249603.913214796","냉동","",
"111","고압가스업","09_28_05_P","4080000","2004408006702100003","2009-02-03","","01","영업/정상","01","영업중","","","","","","","","경기도 안성시 미양면 보체리 325-25","경기도 안성시 미양면 협동단지길 50-14","","머크일렉트로닉머티리얼즈 주식회사 안성공장","2026-01-05 10:18:15","U","2026-01-07 02:40:00","저장소","221543.341949204","384645.536692585","일반","공업용",
"112","고압가스업","09_28_05_P","3180000","2025318022102200002","2025-03-21","","01","영업/정상","01","영업중","","","","","","","","서울특별시 영등포구 여의도동 15 현대카드빌딩2관","서울특별시 영등포구 국회대로66길 3, 현대카드빌딩2관 (여의도동)","07237","현대카드 주식회사(여의도 제2관)","2026-01-05 17:33:45","U","2026-01-07 02:40:00","제조","192743.704150512","447473.645928848","냉동","상업용",
"113","고압가스업","09_28_05_P","5670000","2025567056602100001","2025-03-31","","01","영업/정상","01","영업중","","","","","","","","경상남도 창원시 의창구 팔용동 23-4 동서유지(주)","경상남도 창원시 의창구 반계로 10, 동서유지(주) (팔용동)","51397","동서유지(주)","2026-01-05 11:07:12","U","2026-01-07 02:40:00","제조","346588.900685988","195336.238119268","냉동","",
"114","고압가스업","09_28_05_P","4530000","2010453021102100002","2010-10-15","","01","영업/정상","01","영업중","","","","2026-01-05","","10633","","충청남도 서산시 대산읍 대죽리 753-1 외5필지","충청남도 서산시 대산읍 죽엽로 409-1 (외5필지)","","바스프한농화성솔루션스(주)","2026-01-05 15:45:48","U","2026-01-07 02:40:00","제조","145519.253559491","388676.852746556","일반","",
"115","고압가스업","09_28_05_P","4530000","2022453039102100004","2022-06-07","","01","영업/정상","01","영업중","","","","","","2027","","충청남도 서산시 양대동 103","충청남도 서산시 양대5길 88 (양대동)","32008","우진에너지","2026-01-05 09:51:20","U","2026-01-07 02:40:00","판매","151483.644669227","360581.408530763","","기타",
"116","고압가스업","09_28_05_P","3150000","2026315025402200005","2026-01-07","","01","영업/정상","01","영업중","","","","","","","","서울특별시 강서구 마곡동 800-19","서울특별시 강서구 마곡중앙2로 49 (마곡동)","07806","(주)지엔씨에너지","2026-01-07 10:40:49","I","2026-01-09 00:20:01","제조","185113.373565123","450625.213561339","냉동","",
"117","고압가스업","09_28_05_P","5380000","2004538001002200003","2004-12-10","","01","영업/정상","01","영업중","","","","","","","","경상남도 양산시 삼호동 107B-1L","경상남도 양산시 삼호1길 34 (삼호동)","","롯데쇼핑(주)롯데마트 웅상점","2026-01-06 15:51:24","I","2026-01-09 00:20:01","제조","396764.399355907","214721.460538956","일반","상업.업무용",
"118","고압가스업","09_28_05_P","3140000","2002314007002100034","2002-08-02","","03","폐업","03","폐업","2025-08-28","","","","","","","서울특별시 양천구 목동 916","서울특별시 양천구 목동동로 257 (목동)","","한무쇼핑(주)목동점","2026-01-07 13:40:42","I","2026-01-09 00:20:01","제조","188884.075622342","447186.888604306","냉동","상업용",
"119","고압가스업","09_28_05_P","3140000","2002314007002200037","2009-05-20","","03","폐업","03","폐업","2025-08-28","","","","","","","서울특별시 양천구 목동 916","서울특별시 양천구 목동동로 257 (목동)","","한무쇼핑(주)목동점","2026-01-07 13:41:14","I","2026-01-09 00:20:01","제조","188884.075622342","447186.888604306","냉동","상업용",
"120","고압가스업","09_28_05_P","3730000","2026373018602200001","2026-01-06","","01","영업/정상","01","영업중","","","","","","","","울산광역시 울주군 온산읍 화산리 857","울산광역시 울주군 온산읍 석당길 8","44998","(주)이수스페셜티케미컬 온산공장","2026-01-06 15:19:41","I","2026-01-09 00:20:01","제조","411678.069889695","217729.992274897","냉동","",
"121","고압가스업","09_28_05_P","4241000","2026424108702100001","2026-01-06","","01","영업/정상","01","영업중","","","","","","","","강원특별자치도 삼척시 근덕면 광태리 93","","","(재)강원테크노파크_액화수소신뢰성평가센터","2026-01-06 11:18:20","I","2026-01-09 00:20:01","제조","397848.347763724","430265.396309226","일반","",
"122","고압가스업","09_28_05_P","5370000","2026537033402200001","2026-01-07","","01","영업/정상","01","영업중","","","","","","","","경상남도 거제시 장목면 유호리 611-1","경상남도 거제시 장목면 거가대로 1887","53200","해군진해기지사령부(공관관리대)","2026-01-07 17:18:30","I","2026-01-09 00:20:01","제조","358768.011227259","170224.041916475","충전","",
"123","고압가스업","09_28_05_P","3930000","2025393053002100003","2025-04-17","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 초지동 654-2 이오에스","경기도 안산시 단원구 해안로 332 (초지동)","15613","이오에스(주)","2026-01-07 16:37:04","I","2026-01-09 00:20:01","제조","181556.463198591","421677.003813424","냉동","공업용",
"124","고압가스업","09_28_05_P","3700000","2013370009702100005","2013-09-05","","01","영업/정상","01","영업중","","","","","","","","","울산광역시 남구 납도로 116 (여천동)","","(주)한솔케미칼","2026-01-06 13:20:41","I","2026-01-09 00:20:01","저장소","414092.977753139","226804.849933689","","공업용",
"125","고압가스업","09_28_05_P","4490000","2016565003002100009","2016-08-18","","01","영업/정상","01","영업중","","","","","","","","충청남도 천안시 동남구 성남면 용원리 469-12","충청남도 천안시 동남구 성남면 용원1길 30-29","31246","칸토덴카코리아(주)","2026-01-06 17:24:48","U","2026-01-09 02:40:00","판매","218892.735681708","361587.369726153","일반","",
"126","고압가스업","09_28_05_P","4490000","2005449013102100005","2005-05-25","","01","영업/정상","01","영업중","","","","","","","","충청남도 천안시 서북구 직산읍 마정리 522","충청남도 천안시 서북구 직산읍 금곡로 42","","히트텍(주)","2026-01-06 15:39:10","U","2026-01-09 02:40:00","저장소","209206.212670499","373664.456670401","일반","공업용",
"127","고압가스업","09_28_05_P","3740000","2013374021702100009","2013-12-20","","01","영업/정상","01","영업중","","","","","","","","경기도 수원시 권선구 서둔동 296-3","경기도 수원시 권선구 세화로 134, 3층 (서둔동)","","롯데쇼핑(주) 타임빌라스 수원점","2026-01-07 11:48:55","U","2026-01-09 02:40:00","제조","199741.717066464","418349.091503415","냉동","",
"128","고압가스업","09_28_05_P","3910000","2010391018102100010","2010-12-16","","01","영업/정상","01","영업중","","","","","","","","경기도 평택시 팽성읍 추팔리 393-3","경기도 평택시 팽성읍 추팔산단2길 24","","티케이지솔믹스 주식회사","2026-01-06 16:48:53","U","2026-01-09 02:40:00","저장소","206765.443740291","384074.551716597","","공업용",
"129","고압가스업","09_28_05_P","4830000","2023483019502200007","2023-08-02","","01","영업/정상","01","영업중","","","","2024-06-13","","","","전라남도 나주시 금천면 광암리 2-74","전라남도 나주시 금천면 상고선길 128-68 (경찰특공대)","58220","전라남도경찰청","2026-01-06 15:41:52","U","2026-01-09 02:40:00","제조","","","충전","업무용",
"130","고압가스업","09_28_05_P","5380000","2013538012902200000","2004-12-10","","01","영업/정상","01","영업중","","","","","","","","","경상남도 양산시 삼호1길 34 (삼호동)","","롯데쇼핑(주)롯데마트웅상점","2026-01-06 15:44:42","U","2026-01-09 02:40:00","제조","396764.399355907","214721.460538956","냉동","",
"131","고압가스업","09_28_05_P","4010000","2019401031802200003","2019-04-19","","02","휴업","02","휴업","","2024-12-23","2026-12-29","2026-12-30","","","","경기도 시흥시 정왕동 2617-6 한국코로나(주)","","","한국코로나(주)","2026-01-07 10:48:51","U","2026-01-09 02:40:00","제조","174611.263803219","424150.688497663","냉동","",
"132","고압가스업","09_28_05_P","5530000","2023553043002100019","2023-06-19","","01","영업/정상","01","영업중","","","","","","74.47","","경기도 화성시 송산면 칠곡리 134-16","","","(주)유한가스화학","2026-01-07 17:31:11","U","2026-01-09 02:40:00","제조","174612.137092441","411631.40205226","충전","기타",
"133","고압가스업","09_28_05_P","5690000","2022569020002100003","2022-04-12","","02","휴업","02","휴업","","2026-01-06","2026-12-31","","","","","세종특별자치시 전동면 심중리 189-3 , 191-5, 191-14, 191-17, 191-19, 191-20, 192, 193","","","K-수소철도 오송충전소","2026-01-06 14:02:28","U","2026-01-09 02:40:00","제조","224899.923078269","350782.6021138","충전","",
"134","고압가스업","09_28_05_P","4261000","2005426000902100003","2005-12-23","","01","영업/정상","01","영업중","","","","","","","","강원특별자치도 횡성군 둔내면 둔방내리 229-34","강원특별자치도 횡성군 둔내면 검두재길 71","","횡성성우가스","2026-01-07 09:04:24","U","2026-01-09 02:40:00","판매","306121.67665067","447005.892126283","일반","전",
"135","고압가스업","09_28_05_P","4221000","2021422012202200002","2021-08-09","","01","영업/정상","01","영업중","","","","","","","","강원특별자치도 태백시 황지동 77-4 한국광물자원공사","강원특별자치도 태백시 황지로 78, 한국광물자원공사 (황지동)","26021","한국광해광업공단 광산안전센터","2026-01-07 10:43:55","U","2026-01-09 02:40:00","제조","376941.675160692","408947.56886837","충전","",
"136","고압가스업","09_28_05_P","4211000","2009421010602100002","2009-07-22","","01","영업/정상","01","영업중","","","","","","","","강원특별자치도 동해시 송정동 1377","강원특별자치도 동해시 대동로 215 (송정동)","","엘에스전선(주)동해공장","2026-01-06 13:01:41","U","2026-01-09 02:40:00","저장소","387338.478607348","445156.362756887","","",
"137","고압가스업","09_28_05_P","4211000","2013421013902100001","2013-07-02","","01","영업/정상","01","영업중","","","","","","","","강원특별자치도 동해시 송정동 1686","강원특별자치도 동해시 대동로 215 (송정동)","","엘에스전선(주) 동해공장","2026-01-06 13:02:10","U","2026-01-09 02:40:00","제조","387338.478607348","445156.362756887","냉동","공업용",
"138","고압가스업","09_28_05_P","4211000","2021421021502200003","2021-05-11","","03","폐업","03","폐업","2026-01-06","","","","","","","강원특별자치도 동해시 송정동 606-40","","","해군제1함대사령부(구조작전중대)","2026-01-07 09:05:55","U","2026-01-09 02:40:00","제조","388515.643275034","446313.477846598","충전","",
"139","고압가스업","09_28_05_P","4211000","2022421021502100001","2022-10-24","","01","영업/정상","01","영업중","","","","","","","","강원특별자치도 동해시 송정동 1686","강원특별자치도 동해시 대동로 215 (송정동)","25812","엘에스전선(주)","2026-01-06 13:02:24","U","2026-01-09 02:40:00","제조","387338.478607348","445156.362756887","냉동","",
"140","고압가스업","09_28_05_P","4211000","2022421021502100002","2022-10-26","","01","영업/정상","01","영업중","","","","","","","","강원특별자치도 동해시 송정동 1686","강원특별자치도 동해시 대동로 215 (송정동)","25812","엘에스전선(주)동해2공장","2026-01-06 13:01:57","U","2026-01-09 02:40:00","저장소","387338.478607348","445156.362756887","","",
"141","고압가스업","09_28_05_P","4950000","2002495001502200003","2002-05-31","","02","휴업","02","휴업","","2025-12-26","2026-06-30","","","","","전라남도 무안군 무안읍 교촌리 70-2","","","한국전력공사무안지점","2026-01-07 15:44:19","U","2026-01-09 02:40:00","제조","","","일반","지정되지않음",
"142","고압가스업","09_28_05_P","3930000","1996393009202100011","1996-08-12","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 단원구 목내동 408-4","","","한국크로락스","2026-01-07 17:03:33","U","2026-01-09 02:40:00","제조","","","냉동","주상나지",
"143","고압가스업","09_28_05_P","3930000","1996393009202100066","1996-02-02","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 단원구 성곡동 600-4 (주)인터플렉스 안산공장","경기도 안산시 단원구 강촌로 149 (성곡동)","15428","풍안산업(주)","2026-01-07 16:53:36","U","2026-01-09 02:40:00","저장소","179252.239410335","423884.124264161","일반","주상나지",
"144","고압가스업","09_28_05_P","3930000","1985393009202100020","1985-12-12","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 단원구 초지동 649-3","","","진양제약(주)","2026-01-07 17:42:57","U","2026-01-09 02:40:00","제조","","","냉동","주상나지",
"145","고압가스업","09_28_05_P","3930000","1986393009202100014","1986-09-16","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 신길동 6-8","경기도 안산시 단원구 도일로 85 (신길동)","15399","동양가스상사","2026-01-07 14:24:23","U","2026-01-09 02:40:00","판매","180763.071921342","426249.119107593","일반","연립",
"146","고압가스업","09_28_05_P","3930000","2015393028802100005","2015-06-15","","03","폐업","03","폐업","2026-01-07","2021-11-12","2099-01-01","","","","","경기도 안산시 상록구 성포동 586 홈플러스 안산점","경기도 안산시 상록구 충장로 432, 홈플러스 안산점 (성포동)","15294","회이트코리아(주)","2026-01-07 20:39:32","U","2026-01-09 02:40:00","제조","186639.994472089","423921.240397456","냉동","상업용",
"147","고압가스업","09_28_05_P","3930000","1997393009202200023","1997-09-06","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 단원구 성곡동 629-1","","","삼성화학페인트(주)1공장","2026-01-07 14:44:59","U","2026-01-09 02:40:00","제조","","","냉동","주상나지",
"148","고압가스업","09_28_05_P","3930000","1997393009202200024","1997-10-21","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 단원구 원시동 726-3","","","한국몰렉스(주)1공장","2026-01-07 16:57:54","U","2026-01-09 02:40:00","제조","","","냉동","주상나지",
"149","고압가스업","09_28_05_P","3930000","1998393009202100035","1998-05-20","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 선부동 1015-8 군자화물토건(주)","경기도 안산시 단원구 거미울1길 28 (선부동)","15223","삼경특수가스","2026-01-07 14:43:05","U","2026-01-09 02:40:00","판매","182266.598699365","426812.994281888","일반","연립",
"150","고압가스업","09_28_05_P","3930000","1998393009202100036","1998-11-11","","02","휴업","02","휴업","","2024-01-22","2025-01-21","","","","","경기도 안산시 단원구 대부북동 472-5","경기도 안산시 단원구 대부중앙로 96 (대부북동)","15645","경인종합가스","2026-01-07 14:11:38","U","2026-01-09 02:40:00","판매","163039.46818555","415749.634043456","일반","연립",
"151","고압가스업","09_28_05_P","3930000","1989393009202100047","1989-09-21","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 상록구 건건동 1228","","","서울식품공업(주)","2026-01-07 14:51:42","U","2026-01-09 02:40:00","제조","","","냉동","주상나지",
"152","고압가스업","09_28_05_P","3930000","1990393009202100018","1990-11-02","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 단원구 와동 734-1","","","화랑가스","2026-01-07 17:10:43","U","2026-01-09 02:40:00","저장소","","","일반","연립",
"153","고압가스업","09_28_05_P","3930000","1984393009202100008","1984-01-04","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 원시동 779-6","경기도 안산시 단원구 범지기로141번길 24 (원시동)","15434","서울제약(주)","2026-01-07 14:53:26","U","2026-01-09 02:40:00","제조","181530.519522197","423040.322810623","냉동","주상나지",
"154","고압가스업","09_28_05_P","3930000","1990393009202100030","1990-10-23","","03","폐업","03","폐업","2018-08-24","","","","","","","경기도 안산시 단원구 성곡동 633-5","","","세경산업(주)","2026-01-07 15:15:26","U","2026-01-09 02:40:00","저장소","177927.612554157","423680.792524636","일반","주상나지",
"155","고압가스업","09_28_05_P","5600000","2019560017002100005","2019-11-28","","01","영업/정상","01","영업중","","","","","","918","","경기도 포천시 창수면 추동리 1","경기도 포천시 창수면 메치골로 166","11134","대흥산소","2026-01-07 13:32:08","U","2026-01-09 02:40:00","판매","216599.869585578","498650.38308043","","기타",
"156","고압가스업","09_28_05_P","5350000","2003535010102100004","2003-04-04","","01","영업/정상","01","영업중","","","","","","","","경상남도 김해시 진영읍 본산리 318-1","경상남도 김해시 진영읍 본산2로 15-42","","화신화학(주)","2026-01-06 11:27:08","U","2026-01-09 02:40:00","판매","358971.72953118","202822.144065248","일반","공업기타",
"157","고압가스업","09_28_05_P","3560000","2009356006802112425","2009-10-20","","01","영업/정상","01","영업중","","","","","","","","인천광역시 서구 마전동 630","인천광역시 서구 원당대로 581 (마전동)","","롯데쇼핑(주) 롯데마트 검단점","2026-01-07 11:50:35","U","2026-01-09 02:40:00","제조","170301.890390416","454745.482573844","냉동","",
