"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분","건축물명","건축물연면적","건축물상태명","청소대상시작일자","청소대상종료일자","휴업폐지사유","업무구분명",
"71","저수조청소업","09_30_14_P","3940000","394000031202100002","2023-04-07","","01","영업/정상","11","정상","","","","","02-381-4790","","","경기도 고양시 덕양구 신원동 ***-*","경기도 고양시 덕양구 신원로*길 * (신원동)","10570","나눔워터","2026-01-14 19:00:32","U","2026-01-16 02:40:00","","190203.907566191","462115.46672894","31","","0","","","","","저수조청소업",
"72","저수조청소업","09_30_14_P","4810000","481000031202600001","2026-01-15","","01","영업/정상","11","정상","","","","","061-651-6366","","","전라남도 여수시 문수동 ***-*","전라남도 여수시 문수로 ** (문수동)","59701","한국특판 기획","2026-01-15 16:58:12","I","2026-01-17 00:20:02","","264435.749910674","139797.603376194","31","","0","","","","","저수조청소업",
"73","저수조청소업","09_30_14_P","3600000","360000031200400006","2007-12-28","","01","영업/정상","11","정상","","","","","062)383-1482","","","광주광역시 서구 덕흥동 **-*","광주광역시 서구 무진대로 *** (덕흥동)","61900","목송산업개발(주)","2026-01-15 09:21:17","U","2026-01-17 02:40:00","","185567.679118206","184910.952834682","31","","0","","","","","저수조청소업",
"74","저수조청소업","09_30_14_P","4810000","481000031201100002","2017-03-03","","01","영업/정상","11","정상","","","","","692-3886","","","","전라남도 여수시 신기남*길 *-* (신기동)","","선진산업","2026-01-15 11:10:57","U","2026-01-17 02:40:00","","261435.063396988","140326.387507612","31","","0","","","","","저수조청소업",
"75","저수조청소업","09_30_14_P","3940000","394000031200600002","2017-08-03","","01","영업/정상","11","정상","","","","","969-3322","","","경기도 고양시 덕양구 주교동 *** 성광빌딩 ***호","경기도 고양시 덕양구 고양시청로 **-*, 성광빌딩 *층 **호 (주교동)","10460","우주환경","2026-01-15 09:41:04","U","2026-01-17 02:40:00","","185108.072695491","461687.001292385","31","","0","","","","","저수조청소업",
"76","저수조청소업","09_30_14_P","3940000","394000031200300002","2004-04-21","","01","영업/정상","11","정상","","","","","031-964-0640","","","경기도 고양시 일산동구 설문동 ***-*","경기도 고양시 일산동구 장진천길***번길 **-** (설문동)","10253","(주)신한이에스","2026-01-15 09:17:04","U","2026-01-17 02:40:00","","183284.411157958","468248.130333048","31","","0","","","","","저수조청소업",
"77","저수조청소업","09_30_14_P","3940000","394000031200700007","2007-11-12","","01","영업/정상","11","정상","","","","","906-1637","","","경기도 고양시 덕양구 성사동 *** 어울림마을*단지아파트 상가동 *호","경기도 고양시 덕양구 고양대로****번길 **-**, 상가동 지층 *호 (성사동, 어울림마을*단지아파트)","10468","미래산업","2026-01-15 10:19:56","U","2026-01-17 02:40:00","","185762.208638136","461192.890606421","31","","0","","","","","저수조청소업",
"78","저수조청소업","09_30_14_P","3940000","394000031200800003","2024-03-18","","01","영업/정상","11","정상","","","","","031-970-8506","","","경기도 고양시 덕양구 행주내동 ***-*","경기도 고양시 덕양구 행주로**번길 *-**, *층 일부호 (행주내동)","10439","대흥환경","2026-01-15 10:21:07","U","2026-01-17 02:40:00","","184184.347124046","455916.798870834","31","","0","","","","","저수조청소업",
"79","저수조청소업","09_30_14_P","3940000","394000031200900003","2009-02-26","","01","영업/정상","11","정상","","","","","031-979-5558","","","경기도 고양시 덕양구 성사동 *** 어울림마을*단지아파트 상가동 ***호","경기도 고양시 덕양구 고양대로****번길 **, 상가동 ***호 (성사동, 어울림마을*단지아파트)","10469","대성환경","2026-01-15 10:23:12","U","2026-01-17 02:40:00","","185619.802630337","461048.463526086","31","","0","","","","","저수조청소업",
"80","저수조청소업","09_30_14_P","3940000","394000031200600008","2007-02-26","","03","폐업","2","폐업","2007-09-30","","","","971-8005","","","경기도 고양시 덕양구 화정동 ***-* 동성골드프라자 ***동 *호","경기도 고양시 덕양구 화신로***번길 **, 동성골드프라자 ***동 *호 (화정동)","10500","엘이이종합건설(주)","2026-01-15 10:08:47","U","2026-01-17 02:40:00","","185151.31","458940.3","31","","0","","","","","저수조청소업",
"81","저수조청소업","09_30_14_P","3930000","393000031200300012","2008-02-26","","03","폐업","2","폐업","2026-01-14","","","","411-0113","","","경기도 안산시 단원구 고잔동 ***-* 궁전타워 ***호","경기도 안산시 단원구 광덕동로 **, 궁전타워 ***호 (고잔동)","15462","서비스뱅크(주)","2026-01-15 10:45:37","U","2026-01-17 02:40:00","","185091.382946394","423454.566970245","31","","0","","","","사업 부진","저수조청소업",
"82","저수조청소업","09_30_14_P","3940000","394000031200300019","2010-02-05","","03","폐업","2","폐업","2015-02-12","","","","979-5558","","","경기도 고양시 덕양구 강매동 ***","경기도 고양시 덕양구 강매로***번길 ** (강매동)","10441","세원환경","2026-01-15 09:28:00","U","2026-01-17 02:40:00","","186174.85446897","456071.316605742","31","","0","","","","","저수조청소업",
"83","저수조청소업","09_30_14_P","3240000","324000031201900001","2019-10-28","","01","영업/정상","11","정상","","","","","02-479-3664","","","서울특별시 강동구 천호동 ***-* 대우 한강 베네시티 ***호","서울특별시 강동구 올림픽로 ***, ***호 (천호동, 대우 한강 베네시티)","05328","주식회사 대성이엔브이","2026-01-15 08:58:56","U","2026-01-17 02:40:00","","210970.75707265","448713.31669728","31","","0","","","","","저수조청소업",
"84","저수조청소업","09_30_14_P","5530000","553000031202500001","2025-09-03","","01","영업/정상","11","정상","","","","","031-273-9704","","","경기도 화성시 반월동 ***-*","경기도 화성시 반월체육공원길 ** (반월동)","18396","카이벤주식회사","2026-01-15 09:52:19","U","2026-01-17 02:40:00","","204666.34172326","413740.190663127","31","","0","","","","","저수조청소업",
"85","저수조청소업","09_30_14_P","3860000","386000031199800003","2026-01-15","","01","영업/정상","11","정상","","","","","346-7109","","","경기도 부천시 원미구 원미동 ***-**","경기도 부천시 원미구 원미로***번길 **-**, ***호 (원미동)","14564","신광종합환경","2026-01-15 11:06:29","U","2026-01-17 02:40:00","","181649.173014265","443578.536267235","31","","0","","","","","저수조청소업",
"86","저수조청소업","09_30_14_P","4490000","449000031200000001","2023-04-25","","01","영업/정상","11","정상","","","","","041-578-7375","","","충청남도 천안시 서북구 쌍용동 *** 계광빌딩","충청남도 천안시 서북구 쌍용대로 ***, 계광빌딩 *층 ***호 (쌍용동)","31149","(주)푸른솔","2026-01-15 15:02:45","U","2026-01-17 02:40:00","","211759.211855172","367478.642200745","31","","0","","","","","저수조청소업",
