"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","지정일자","민원종류명",
"415","담배소매업","11_43_02_P","3020000","2001302007405600101","1990-04-30","","03","폐업","2","폐업처리","2026-01-05","","","","02 7187799","","","서울특별시 용산구 갈월동 87호","서울특별시 용산구 한강대로 289 (갈월동)","","종합가판점","2026-01-05 15:40:36","U","2026-01-07 02:40:00","","197453.405738575","449089.544468323","19900430","2009년11월법개정전자료",
"416","담배소매업","11_43_02_P","3220000","2020322023605600013","2020-02-18","","01","영업/정상","0","정상영업","","2025-02-11","2026-01-04","","","","","서울특별시 강남구 대치동 447-0 1층 남측호","서울특별시 강남구 삼성로 223, 1층 남측호 (대치동)","06280","씨유 대치역점","2026-01-05 18:07:13","U","2026-01-07 02:40:00","","205379.311685016","443854.825645618","20200218","제7조의3제2항에따른경우",
"417","담배소매업","11_43_02_P","3650000","2021365011505600060","2021-12-16","","01","영업/정상","0","정상영업","","","","","","","","대전광역시 중구 부사동 381 참좋은도시형생활주택 상가 105동 B101호","대전광역시 중구 부용로41번길 50, 105동 B101호 (부사동, 참좋은도시형생활주택)","35058","블루마트","2026-01-05 14:18:08","U","2026-01-07 02:40:00","","238825.710680655","312157.250745852","20211216","제7조의3제2항에따른경우",
"418","담배소매업","11_43_02_P","5540000","2025554035805600082","2025-12-31","","01","영업/정상","0","정상영업","","","","","","","","경기도 광주시 남한산성면 산성리 581-7","경기도 광주시 남한산성면 남한산성로 774, 1층 일부호","12700","이마트24 남한산성점","2026-01-05 14:18:53","U","2026-01-07 02:40:00","","216252.903072036","441795.223224472","20251231","제7조의3제2항에따른경우",
"419","담배소매업","11_43_02_P","4070000","2023407023605600011","2023-05-01","","03","폐업","2","폐업처리","2026-01-05","","","","","","","경기도 이천시 신둔면 도봉리 1271-1","경기도 이천시 신둔면 이여로101번길 109","17300","세븐일레븐 이천대신점","2026-01-05 09:42:05","U","2026-01-07 02:40:00","","240594.917110309","423113.173388106","20230501","제7조의3제2항에따른경우",
"420","담배소매업","11_43_02_P","3520000","2024352024105600046","2024-05-17","","03","폐업","2","폐업처리","2026-01-05","","","","","","","인천광역시 연수구 연수동 568-5","인천광역시 연수구 새말로 78, 101,102호 (연수동)","21919","멜니짜","2026-01-05 13:55:55","U","2026-01-07 02:40:00","","171451.87","435283.105","20240517","제7조의3제3항에따른경우",
"421","담배소매업","11_43_02_P","3670000","2018367010605600052","2018-07-17","","03","폐업","2","폐업처리","2026-01-05","","","","","","","대전광역시 유성구 문지동 103번지 6호 KAIST문지캠퍼스 학부동 F108호","대전광역시 유성구 문지로 193, KAIST문지캠퍼스 학부동 F108호 (문지동)","34051","우창물산","2026-01-05 16:44:18","U","2026-01-07 02:40:00","","235750.668116178","321343.609810635","20180717","제7조의3제2항에따른경우",
"422","담배소매업","11_43_02_P","3230000","2010323013105600148","2010-06-25","","01","영업/정상","0","정상영업","","","","","0222905735","","138-229","서울특별시 송파구 잠실본동 35번지 2호 트리지움상가 지하1층","서울특별시 송파구 석촌호수로 61 (잠실동,트리지움상가 지하1층)","","롯데쇼핑(주) 롯데슈퍼 잠실3점","2026-01-05 15:11:29","U","2026-01-07 02:40:00","","207553.918225133","445383.338011122","20100625","제7조의3제3항에따른경우",
"423","담배소매업","11_43_02_P","3160000","2002316007105600842","2002-04-30","","04","취소/말소/만료/정지/중지","5","지정취소","","","","","","","","서울특별시 구로구 개봉동 153번지 22호","서울특별시 구로구 경서로1나길 33 (개봉동)","","김은현","2026-01-05 09:41:26","U","2026-01-07 02:40:00","","187096.052962116","444094.225498575","20020430","2009년11월법개정전자료",
"424","담배소매업","11_43_02_P","6510000","2018651003805600014","2018-08-21","","03","폐업","2","폐업처리","2026-01-05","","","","","","","제주특별자치도 제주시 애월읍 하귀1리 161번지 5호","제주특별자치도 제주시 애월읍 하귀9길 50, 1층","63054","지에스25뉴제주하귀점","2026-01-05 16:31:29","U","2026-01-07 02:40:00","","145595.809919689","-1344.77962805972","20180821","제7조의3제2항에따른경우",
"425","담배소매업","11_43_02_P","3080000","2020308016905600028","2020-06-16","","03","폐업","2","폐업처리","2026-01-05","","","","","","","서울특별시 강북구 수유동 484번지 에덴빌딩","서울특별시 강북구 삼양로77길 51, 에덴빌딩 1층 101호 (수유동)","01103","아이지에이(IGA)수유행복점","2026-01-05 15:08:00","U","2026-01-07 02:40:00","","201320.22814348","458508.777571946","20200616","제7조의3제2항에따른경우",
"426","담배소매업","11_43_02_P","3090000","2025309018505600021","2025-12-11","","01","영업/정상","0","정상영업","","","","","","","","서울특별시 도봉구 방학동 717-6 도봉 롯데캐슬 골든파크","서울특별시 도봉구 도봉로150마길 34, 상가201동 166호 (방학동, 도봉 롯데캐슬 골든파크)","01332","씨유방학롯데캐슬점","2026-01-05 10:56:49","U","2026-01-07 02:40:00","","203920.444016775","462830.484935873","20251211","제7조의3제2항에따른경우",
"427","담배소매업","11_43_02_P","3110000","2025311028105600041","2025-12-18","","01","영업/정상","0","정상영업","","","","","","","","서울특별시 은평구 수색동 415-6 유진상가","서울특별시 은평구 은평터널로 62, 유진상가 1층 1호, 2호 (수색동)","03492","지에스25 수색타운점","2026-01-05 17:21:19","U","2026-01-07 02:40:00","","191151.461100103","453757.309297296","20251218","제7조의3제2항에따른경우",
"428","담배소매업","11_43_02_P","3250000","2025325017905600012","2025-12-16","","01","영업/정상","0","정상영업","","","","","","","","부산광역시 중구 부평동2가 53-2","부산광역시 중구 광복로 4-1 (부평동2가)","48980","이마트24 부산광복로점","2026-01-05 16:52:15","U","2026-01-07 02:40:00","","384622.408954795","179684.168832376","20251216","제7조의3제2항에따른경우",
"429","담배소매업","11_43_02_P","3550000","2025355012705600068","2025-12-23","","01","영업/정상","0","정상영업","","","","","","","","인천광역시 계양구 효성동 691","인천광역시 계양구 안남로489번길 17, B동 101호, 102호 (효성동)","21105","지에스(GS)25 계양위너스카이","2026-01-05 14:34:52","U","2026-01-07 02:40:00","","","","20251223","제7조의3제2항에따른경우",
"430","담배소매업","11_43_02_P","3350000","2025335015605600023","2025-11-24","","01","영업/정상","0","정상영업","","","","","","","","부산광역시 금정구 장전동 399-9","부산광역시 금정구 부산대학로 59 (장전동)","46288","주식회사 오지구 부산대점","2026-01-05 13:27:57","U","2026-01-07 02:40:00","","389714.002313478","194438.772305586","20251124","제7조의3제2항에따른경우",
"431","담배소매업","11_43_02_P","3500000","2025350017805600013","2025-12-22","","01","영업/정상","0","정상영업","","","","","","","","인천광역시 동구 송림동 341 송림휴먼시아1단지 상가","인천광역시 동구 송향로 25, 송림휴먼시아1단지 상가 106, 107, 108호 (송림동)","22535","씨유 송림휴먼시아점","2026-01-05 15:11:22","U","2026-01-07 02:40:00","","169076.557878621","442076.670381244","20251222","제7조의3제2항에따른경우",
"432","담배소매업","11_43_02_P","3940000","2025410012505600026","2025-10-21","","01","영업/정상","0","정상영업","","","","","","","","경기도 고양시 일산서구 대화동 2607 킨텍스역","경기도 고양시 일산서구 킨텍스로 지하217, 지하 1층 일부호 (대화동)","10390","코레일유통(주) 킨텍스맞이방편의점(GTX)","2026-01-05 13:55:42","U","2026-01-07 02:40:00","","177619.858635218","462630.435872479","20251021","제7조의3제3항에따른경우",
"433","담배소매업","11_43_02_P","3550000","2025355012705600062","2025-12-11","","03","폐업","2","폐업처리","2026-01-05","","","","","","","인천광역시 계양구 효성동 31-1","인천광역시 계양구 안남로573번길 3, 1층 106호 (효성동)","21093","전자담배","2026-01-05 16:08:12","U","2026-01-07 02:40:00","","174266.329824099","448053.439181014","20251211","제7조의3제2항에따른경우",
"434","담배소매업","11_43_02_P","3940000","2025410012505600028","2025-10-27","","01","영업/정상","0","정상영업","","","","","","","","경기도 고양시 일산서구 일산동 1077 후곡마을15단지아파트","경기도 고양시 일산서구 강선로 169, 1층 전체(101, 102, 103, 104, 105)호 (일산동, 후곡마을15단지아파트)","10374","씨유 후곡센터점","2026-01-05 13:52:24","U","2026-01-07 02:40:00","","179556.58346521","464033.720563269","20251027","제7조의3제2항에따른경우",
"435","담배소매업","11_43_02_P","3370000","2023337013405600010","2023-03-08","","03","폐업","2","폐업처리","2026-01-05","","","","051-851-7900","","","부산광역시 연제구 연산동 1000 부산광역시경찰청","부산광역시 연제구 중앙대로 999, 부산광역시경찰청 본관2층 (연산동)","47545","알이","2026-01-05 14:34:22","U","2026-01-07 02:40:00","","388911.641295429","188733.276763558","20230308","제7조의3제3항에따른경우",
"436","담배소매업","11_43_02_P","3460000","2023346017505600010","2023-02-13","","03","폐업","2","폐업처리","2026-01-05","","","","","","","대구광역시 수성구 시지동 508-8","대구광역시 수성구 노변공원로 15(시지동)","42256","세븐일레븐 대구노변공원점","2026-01-05 18:01:41","U","2026-01-07 02:40:00","","353437.626451452","261445.304014812","20230213","제7조의3제2항에따른경우",
"437","담배소매업","11_43_02_P","3290000","2024329016905600015","2024-03-13","","01","영업/정상","0","정상영업","","","","","","","","부산광역시 부산진구 가야동 230-6","부산광역시 부산진구 가야대로 560-1 (가야동)","47329","베이프큐 가야점","2026-01-05 10:28:20","U","2026-01-07 02:40:00","","385205.257147337","185748.442791158","20240313","제7조의3제2항에따른경우",
"438","담배소매업","11_43_02_P","3520000","2024352024105600017","2024-02-23","","03","폐업","2","폐업처리","2026-01-05","","","","","","","인천광역시 연수구 연수동 508-18","인천광역시 연수구 비류대로433번길 6, 1층 101호 (연수동)","21913","멜니짜","2026-01-05 13:55:25","U","2026-01-07 02:40:00","","171873.23","435869.265","20240223","제7조의3제3항에따른경우",
"439","담배소매업","11_43_02_P","3640000","2004364005805600162","2004-12-17","2026-01-05","04","취소/말소/만료/정지/중지","5","지정취소","","","","","2837709","","","대전광역시 동구 대동 200-12호","대전광역시 동구 계족로 114 (대동)","","대호상사","2026-01-05 14:52:33","U","2026-01-07 02:40:00","","239989.905132074","313836.992614662","20041217","2009년11월법개정전자료",
"440","담배소매업","11_43_02_P","3160000","2002316007105600833","2002-04-30","","04","취소/말소/만료/정지/중지","5","지정취소","","","","","02 8595592","","","서울특별시 구로구 개봉동 353번지 27호","서울특별시 구로구 개봉로 127 (개봉동)","","조일선","2026-01-05 09:41:51","U","2026-01-07 02:40:00","","187212.104497161","443878.17113951","20020430","2009년11월법개정전자료",
"441","담배소매업","11_43_02_P","3170000","2021317023505600049","2021-09-23","","01","영업/정상","0","정상영업","","","","","02-2109-7510","","","서울특별시 금천구 독산동 295-10 롯데마트 맥스 금천점","서울특별시 금천구 두산로 71, 롯데마트 맥스 금천점 (독산동)","08524","롯데쇼핑(주) 롯데마트맥스 금천점","2026-01-05 14:10:16","U","2026-01-07 02:40:00","","190704.904312713","440940.384414334","20210923","제7조의3제3항에따른경우",
"442","담배소매업","11_43_02_P","4810000","2021481036305600083","2021-08-17","","01","영업/정상","0","정상영업","","","","","061-640-2501","","","전라남도 여수시 국동 37-16 롯데마트","전라남도 여수시 국포1로 36(국동)","59761","롯데쇼핑(주) 롯데마트 여수점","2026-01-05 16:56:17","U","2026-01-07 02:40:00","","266009.018232866","136883.364567217","20210817","제7조의3제3항에따른경우",
"443","담배소매업","11_43_02_P","4810000","2021481036305600084","2021-08-17","","01","영업/정상","0","정상영업","","","","","061-650-2500","","","전라남도 여수시 선원동 1268-3 롯데마트 여천점","전라남도 여수시 무선로 187(선원동)","59640","롯데쇼핑 (주) 롯데마트 여천점","2026-01-05 16:55:51","U","2026-01-07 02:40:00","","259556.461668277","142242.217169122","20210817","제7조의3제3항에따른경우",
"444","담배소매업","11_43_02_P","6520000","2021652004405600008","2021-09-09","","03","폐업","2","폐업처리","2026-01-05","","","","","","","제주특별자치도 서귀포시 색달동 2812-4 호텔롯데제주","제주특별자치도 서귀포시 중문관광로72번길 35, 호텔롯데제주 (색달동)","63535","세븐일레븐서귀포롯데호텔점","2026-01-05 14:10:41","U","2026-01-07 02:40:00","","144978.785179313","-27367.5418606473","20210909","제7조의3제2항에따른경우",
"445","담배소매업","11_43_02_P","4010000","2021401031705600107","2021-08-18","","01","영업/정상","0","정상영업","","","","","","","","경기도 시흥시 대야동 542 롯데마트 시흥점","경기도 시흥시 비둘기공원로 28, 롯데마트 시흥점 (대야동)","14912","롯데쇼핑(주)롯데마트 시흥점","2026-01-05 15:14:05","U","2026-01-07 02:40:00","","181520.673307238","437898.181862031","20210818","제7조의3제3항에따른경우",
"446","담배소매업","11_43_02_P","5310000","2021531027005600063","2021-08-18","","01","영업/정상","0","정상영업","","","","","055-790-2500","","","경상남도 진주시 충무공동 35 롯데아울렛 진주점","경상남도 진주시 동진로 440, 롯데아울렛 진주점 (충무공동)","52851","롯데쇼핑(주) 롯데마트 진주점","2026-01-05 11:06:39","U","2026-01-07 02:40:00","","303762.559264618","187362.850391251","20210818","제7조의3제3항에따른경우",
"447","담배소매업","11_43_02_P","3940000","2025410012505600022","2025-09-11","","01","영업/정상","0","정상영업","","","","","031-8016-0032","","","경기도 고양시 일산서구 대화동 2311-1 한국건설기술연구원","경기도 고양시 일산서구 고양대로 283, 본관동 지하1층 일부호 (대화동)","10223","(주)현송 한국건설기술연구원점","2026-01-05 13:58:32","U","2026-01-07 02:40:00","","176876.768812425","463009.87815706","20250911","제7조의3제2항에따른경우",
"448","담배소매업","11_43_02_P","3940000","2025410012505600023","2025-09-12","","01","영업/정상","0","정상영업","","","","","031-912-9910","","","경기도 고양시 일산서구 주엽동 75 한양상가","경기도 고양시 일산서구 중앙로 1376, B-1-21 등 57개호 (주엽동, 한양상가)","10366","새로마켓","2026-01-05 13:57:29","U","2026-01-07 02:40:00","","179379.074360347","462805.739928927","20250912","제7조의3제3항에따른경우",
"449","담배소매업","11_43_02_P","3460000","2025346019705600058","2025-09-17","","03","폐업","2","폐업처리","2026-01-05","","","","","","","대구광역시 수성구 노변동 152-1","대구광역시 수성구 노변로 75, 1층 (노변동)","42256","이마트24R시지센타점","2026-01-05 13:31:18","U","2026-01-07 02:40:00","","353516.181112178","261180.588192147","20250917","제7조의3제2항에따른경우",
"450","담배소매업","11_43_02_P","4681000","2022468040205600011","2022-03-30","","03","폐업","2","폐업처리","2026-01-05","","","","","","","전북특별자치도 익산시 동산동 138","전북특별자치도 익산시 동천로 81-14, 103-105호 (동산동)","54612","라인마트","2026-01-05 14:46:05","U","2026-01-07 02:40:00","","197338.819481233","270021.495147734","20220330","제7조의3제2항에따른경우",
"451","담배소매업","11_43_02_P","4711000","2021471020905600029","2021-11-19","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 김제시 금산면 성계리 399-4","전북특별자치도 김제시 금산면 금평로 342, 1층","54346","씨유CU 금산사IC점","2026-01-05 09:06:49","U","2026-01-07 02:40:00","","199230.512673893","247512.168845712","20211119","제7조의3제2항에따른경우",
"452","담배소매업","11_43_02_P","5670000","2019567056805600045","2019-09-30","","03","폐업","2","폐업처리","2026-01-05","","","","","","","경상남도 창원시 성산구 상남동 20번지 3호 새미래빌딩","경상남도 창원시 성산구 마디미로31번길 10, 새미래빌딩 101호 (상남동)","51496","(주)코리아세븐 창원상남스타점","2026-01-05 15:56:10","U","2026-01-07 02:40:00","","353310.732479472","192608.574565807","20190930","제7조의3제2항에따른경우",
"453","담배소매업","11_43_02_P","5670000","2020567056805600032","2020-08-27","","03","폐업","2","폐업처리","2026-01-05","","","","","","","경상남도 창원시 성산구 상남동 56-1","경상남도 창원시 성산구 동산로 72, 1층 (상남동)","51501","지에스(GS)25 상남동산점","2026-01-05 18:09:53","U","2026-01-07 02:40:00","","353584.161990883","192012.769680842","20200827","제7조의3제2항에따른경우",
"454","담배소매업","11_43_02_P","5430000","2003543004505600037","2003-07-24","","03","폐업","2","폐업처리","2026-01-05","","","","055 8674898","","","경상남도 남해군 삼동면 물건리 579-8호","","","은점할인마트","2026-01-05 15:29:18","U","2026-01-07 02:40:00","","","","20030724","2009년11월법개정전자료",
"455","담배소매업","11_43_02_P","4070000","2009407008805600062","2009-09-23","","01","영업/정상","0","정상영업","","","","","031 638 5601","","467-040","경기도 이천시 송정동 317번지 3호","경기도 이천시 증신로291번길 82 (송정동)","","롯데쇼핑(주)롯데슈퍼송정점","2026-01-05 09:59:06","U","2026-01-07 02:40:00","","238563.750432498","421703.583393763","20090923","제7조의3제2항에따른경우",
"456","담배소매업","11_43_02_P","4050000","2015564001805600017","2015-03-26","","03","폐업","2","폐업처리","2026-01-05","","","","031-306-2348","","","","경기도 용인시 수지구 문인로13번길 9 (풍덕천동)","448-552","위드프린터","2026-01-05 10:12:54","U","2026-01-07 02:40:00","","208925.165244902","425580.098484678","20150326","제7조의3제2항에따른경우",
"457","담배소매업","11_43_02_P","4070000","2018407008805600043","2018-07-25","","03","폐업","2","폐업처리","2026-01-05","","","","","","","경기도 이천시 모가면 어농리 112번지","경기도 이천시 모가면 공원로 2-5, 101호","17406","GS25 남이천IC점","2026-01-05 14:02:48","U","2026-01-07 02:40:00","","","","20180725","제7조의3제2항에따른경우",
"458","담배소매업","11_43_02_P","4050000","2005405008305600073","2005-04-25","","01","영업/정상","0","정상영업","","","","","031 3385601","","","경기도 용인시처인구 김량장동 12-4호 외 8필지","","","롯데쇼핑(주)롯데슈퍼용인점","2026-01-05 09:19:19","U","2026-01-07 02:40:00","","","","20050425","2009년11월법개정전자료",
"459","담배소매업","11_43_02_P","3690000","2020369015205600024","2020-11-16","","03","폐업","2","폐업처리","2026-01-05","","","","","","","울산광역시 중구 복산동 330-15","울산광역시 중구 손골3길 5, 1층 (복산동)","44430","씨유울산동덕현대점","2026-01-05 11:17:21","U","2026-01-07 02:40:00","","410881.876360399","231926.983631342","20201116","제7조의3제3항에따른경우",
"460","담배소매업","11_43_02_P","3170000","2025317025705600011","2025-05-09","","03","폐업","2","폐업처리","2026-01-05","","","","","","","서울특별시 금천구 시흥동 1011","서울특별시 금천구 금하로 750, 관악우방아파트 상가1동 102호 (시흥동)","08645","지에스(GS)25 뉴시흥우방점","2026-01-05 11:24:26","U","2026-01-07 02:40:00","","192297.91598261","438580.148239494","20250509","제7조의3제2항에따른경우",
"461","담배소매업","11_43_02_P","3650000","2025365014705600032","2025-07-17","","03","폐업","2","폐업처리","2026-01-05","","","","","","","대전광역시 중구 은행동 45-18","대전광역시 중구 중앙로164번길 11, 1층 (은행동)","34922","씨유대전스카이로드점","2026-01-05 17:40:52","U","2026-01-07 02:40:00","","238370.666921518","314315.730262831","20250717","제7조의3제3항에따른경우",
"462","담배소매업","11_43_02_P","3240000","2025324028905600030","2025-06-05","","01","영업/정상","0","정상영업","","","","","","","","서울특별시 강동구 둔촌동 451-1 101외2호","서울특별시 강동구 진황도로 165, 대경베일리 101호외2호 (둔촌동)","05365","롯데쇼핑(주)롯데슈퍼 강동둔촌점","2026-01-05 09:49:22","U","2026-01-07 02:40:00","","212502.058380013","447693.22037196","20250605","제7조의3제2항에따른경우",
"463","담배소매업","11_43_02_P","4000000","2022400019405600039","2022-10-12","","03","폐업","2","폐업처리","2026-01-05","","","","","","","경기도 오산시 은계동 7","경기도 오산시 현충로 95, 104동 101호-102호 (은계동)","18131","올마트","2026-01-05 18:04:12","U","2026-01-07 02:40:00","","206817.265008302","406565.211787749","20221012","제7조의3제2항에따른경우",
"464","담배소매업","11_43_02_P","3410000","2007341007105600066","2007-09-11","","01","영업/정상","0","정상영업","","","","","053-252-5601","","700-440","대구광역시 중구 남산동 2971번지 11호","대구광역시 중구 달구벌대로 1936 (남산동)","","롯데쇼핑(주) 롯데슈퍼남산점","2026-01-05 15:10:59","U","2026-01-07 02:40:00","","342303.123487642","263634.294525217","20070911","2009년11월법개정전자료",
"465","담배소매업","11_43_02_P","3170000","2007317010505600011","2007-02-02","","03","폐업","2","폐업처리","2026-01-05","","","","","","","서울특별시 금천구 가산동 371번지 42호 승일벤처타워 103호","서울특별시 금천구 가산디지털2로 136 (가산동,승일벤처타워 103호)","","씨유 가산승일점","2026-01-05 11:03:24","U","2026-01-07 02:40:00","","189285.310103951","441997.330701427","20070202","2009년11월법개정전자료",
"466","담배소매업","11_43_02_P","3200000","2010320013105600041","2010-04-07","","01","영업/정상","0","정상영업","","","","","02-2290-5735","","151-800","서울특별시 관악구 남현동 1059번지 16호","서울특별시 관악구 남부순환로 2074 (남현동)","","롯데쇼핑(주) 롯데슈퍼 남현점","2026-01-05 13:39:27","U","2026-01-07 02:40:00","","198081.693933879","441555.428706342","20100407","제7조의3제2항에따른경우",
"467","담배소매업","11_43_02_P","5440000","2016544009805600001","2016-01-07","","02","휴업","1","휴업처리","","2026-01-02","2026-02-02","","","","","경상남도 하동군 횡천면 1076번지 2호","경상남도 하동군 횡천면 경서대로 1138","52319","횡천미곡","2026-01-05 09:18:42","U","2026-01-07 02:40:00","","273771.970253656","179242.617744088","20160107","제7조의3제2항에따른경우",
"468","담배소매업","11_43_02_P","5700000","2025570013005600008","2025-03-13","","03","폐업","2","폐업처리","2026-01-05","","","","","","","경기도 여주시 월송동 127-9 월송마을 한성아파트","경기도 여주시 우암로 190, 103~105호 (월송동, 월송마을 한성아파트)","12644","세븐일레븐 여주한성점","2026-01-05 13:45:49","U","2026-01-07 02:40:00","","254798.771804506","420849.719103984","20250313","제7조의3제2항에따른경우",
"469","담배소매업","11_43_02_P","3700000","2025370021505600007","2025-03-05","","03","폐업","2","폐업처리","2026-01-05","","","","","","","울산광역시 남구 무거동 564-23","울산광역시 남구 대학로43번길 18-13 (무거동)","44617","씨유(CU)울산과학대후문점","2026-01-05 17:56:50","U","2026-01-07 02:40:00","","404487.717183422","229150.252297878","20250305","제7조의3제2항에따른경우",
"470","담배소매업","11_43_02_P","3670000","2022367018305600054","2022-07-11","","03","폐업","2","폐업처리","2026-01-05","","","","","","","대전광역시 유성구 원내동 357 한아름아파트","대전광역시 유성구 진잠로42번길 30, 지하층 1~2호 (원내동, 한아름아파트)","34231","허브마트","2026-01-05 16:43:22","U","2026-01-07 02:40:00","","228576.098830482","310524.569669606","20220711","제7조의3제3항에따른경우",
"471","담배소매업","11_43_02_P","3450000","2023345016005600086","2023-12-15","","03","폐업","2","폐업처리","2026-01-05","","","","","","","대구광역시 북구 태전동 1103 태전휴먼시아1단지","대구광역시 북구 매전로 73, 1층 101호 (태전동, 태전휴먼시아1단지)","41470","세븐일레븐 태전휴먼시아점","2026-01-05 09:04:01","U","2026-01-07 02:40:00","","339410.357264428","269057.215113261","20231215","제7조의3제2항에따른경우",
"472","담배소매업","11_43_02_P","4000000","2014400014505600004","2014-02-11","","03","폐업","2","폐업처리","2026-01-05","","","","373-3931","","447-741","경기도 오산시 수청동 569번지","경기도 오산시 수청로 31, 상가동 101호 (수청동, 우미이노스빌(A))","447-741","우미할인마트","2026-01-05 18:04:28","U","2026-01-07 02:40:00","","204961.359664395","407890.721237632","20140211","제7조의3제2항에따른경우",
"473","담배소매업","11_43_02_P","3220000","2017322016205600036","2017-02-21","","01","영업/정상","0","정상영업","","","","","","","","서울특별시 강남구 대치동 611-0 강남대학교 카이로스빌딩","서울특별시 강남구 삼성로51길 11, 강남대학교 카이로스빌딩 1층 107호 (대치동)","06280","위드미 대치SK점","2026-01-05 14:55:31","U","2026-01-07 02:40:00","","205291.089117778","443785.001948647","20170221","제7조의3제2항에따른경우",
"474","담배소매업","11_43_02_P","3240000","2010324013905600156","2012-05-02","","01","영업/정상","0","정상영업","","","","","02-483-5601","","134-813","서울특별시 강동구 길동 384번지 1호","서울특별시 강동구 성안로 176 (길동, 384-1)","134-813","롯데쇼핑(주)롯데슈퍼 길동점","2026-01-05 10:01:50","U","2026-01-07 02:40:00","","211983.181564983","448483.889140704","20120502","제7조의3제2항에따른경우",
"475","담배소매업","11_43_02_P","3240000","2018324018905600023","2018-03-09","","03","폐업","2","폐업처리","2026-01-05","","","","","","","서울특별시 강동구 천호동 425번지 5호 대우 한강 베네시티","서울특별시 강동구 올림픽로 664, 101호, M101-1호 (천호동, 대우 한강 베네시티)","05328","이마트24 천호베네시티점","2026-01-05 15:57:17","U","2026-01-07 02:40:00","","210970.75707265","448713.31669728","20180309","제7조의3제2항에따른경우",
"476","담배소매업","11_43_02_P","3050000","2005305008205600142","2005-09-08","2025-12-31","04","취소/말소/만료/정지/중지","5","지정취소","","","","","0222431359","","","서울특별시 동대문구 답십리동 659호","","","대림슈퍼","2026-01-05 09:24:27","U","2026-01-07 02:40:00","","","","20050908","2009년11월법개정전자료",
"477","담배소매업","11_43_02_P","3160000","2003316009305616253","2003-10-09","","04","취소/말소/만료/정지/중지","5","지정취소","","","","","0226857380","","","서울특별시 구로구 오류동 81번지 155 호","서울특별시 구로구 경인로15가길 39 (오류동)","","우성마트","2026-01-05 09:32:55","U","2026-01-07 02:40:00","","185554.295363106","443671.522637128","20031009","2009년11월법개정전자료",
"478","담배소매업","11_43_02_P","3160000","2002316007105600802","2002-04-30","","04","취소/말소/만료/정지/중지","5","지정취소","","","","","","","","서울특별시 구로구 개봉동 349번지 2호","서울특별시 구로구 개봉로11길 17 (개봉동)","","은현숙","2026-01-05 09:43:01","U","2026-01-07 02:40:00","","187131.711120782","442869.517272628","20020430","2009년11월법개정전자료",
"479","담배소매업","11_43_02_P","3160000","2002316007105600803","2002-04-30","","04","취소/말소/만료/정지/중지","5","지정취소","","","","","","","","서울특별시 구로구 개봉동 403번지 83호","서울특별시 구로구 개봉로 27 (개봉동)","","김옥동","2026-01-05 09:42:40","U","2026-01-07 02:40:00","","187193.703856535","442897.952511908","20020430","2009년11월법개정전자료",
"480","담배소매업","11_43_02_P","3160000","2002316007105600805","2002-04-30","","04","취소/말소/만료/정지/중지","5","지정취소","","","","","","","","서울특별시 구로구 개봉동 316호","","","오현옥","2026-01-05 09:42:17","U","2026-01-07 02:40:00","","","","20020430","2009년11월법개정전자료",
"481","담배소매업","11_43_02_P","3160000","2002316007105600690","2002-04-29","","04","취소/말소/만료/정지/중지","5","지정취소","","","","","","","","서울특별시 구로구 고척동 271번지 45호","서울특별시 구로구 경인로35길 107 (고척동)","","남기원","2026-01-05 09:45:41","U","2026-01-07 02:40:00","","186854.898743052","444339.532332105","20020429","2009년11월법개정전자료",
"482","담배소매업","11_43_02_P","3160000","2002316007105600611","2002-04-26","","04","취소/말소/만료/정지/중지","5","지정취소","","","","","02-2612-3804","","","서울특별시 구로구 고척동 134번지 66호","서울특별시 구로구 경서로9길 15 (고척동)","","금곡슈퍼","2026-01-05 09:50:32","U","2026-01-07 02:40:00","","187445.886996611","444546.415192668","20020426","2009년11월법개정전자료",
"483","담배소매업","11_43_02_P","3160000","2002316007105600691","2002-04-29","","04","취소/말소/만료/정지/중지","5","지정취소","","","","","","","","서울특별시 구로구 고척동 296번지 13호","","","방기원","2026-01-05 09:45:19","U","2026-01-07 02:40:00","","","","20020429","2009년11월법개정전자료",
"484","담배소매업","11_43_02_P","3160000","2002316007105600694","2002-04-29","","04","취소/말소/만료/정지/중지","5","지정취소","","","","","","","","서울특별시 구로구 고척동 311번지 7호","서울특별시 구로구 경인로35길 64-25 (고척동)","","김영자","2026-01-05 09:44:54","U","2026-01-07 02:40:00","","186963.019575846","444278.602948345","20020429","2009년11월법개정전자료",
"485","담배소매업","11_43_02_P","3160000","2002316007105600613","2002-04-26","","04","취소/말소/만료/정지/중지","5","지정취소","","","","","","","","서울특별시 구로구 고척동 134번지 31호","서울특별시 구로구 경서로 51 (고척동)","","이수현","2026-01-05 09:50:08","U","2026-01-07 02:40:00","","187434.843196267","444401.212947434","20020426","2009년11월법개정전자료",
