"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","영업내용",
"76","옥외광고업","04_15_01_P","3380000","2025338010508500001","2025-12-18","","02","휴업","30","휴업","","2026-01-05","2027-12-31","","","","","부산광역시 수영구 광안동 **-** 화목오피스텔","부산광역시 수영구 수영로 ***, 화목오피스텔 ***호 (광안동)","48267","프로인커뮤니케이션","2026-01-07 16:33:14","U","2026-01-09 02:40:00","","392635.637555849","187172.4033403","간판제작, 대행, 광고기획",
"77","옥외광고업","04_15_01_P","3680000","2025368025908500004","2023-04-12","","01","영업/정상","20","정상","","","","","042 585 7810","","","대전광역시 대덕구 오정동 *** 한남대학교 캠퍼스혁신파크 산학연혁신허브 A동 ***호","대전광역시 대덕구 한남로 **, 한남대학교 캠퍼스혁신파크 산학연혁신허브 A동 ***호 (오정동)","34430","더 인터플랜 주식회사","2026-01-07 14:11:33","U","2026-01-09 02:40:00","","237762.266936606","317136.330569204","옥외광고업",
"78","옥외광고업","04_15_01_P","3550000","1998355000208200007","2020-06-11","","01","영업/정상","20","정상","","","","","032 5447445","","","인천광역시 계양구 작전동 ***-**","인천광역시 계양구 계양대로 **, *층 (작전동)","21047","으뜸산업","2026-01-07 11:40:28","U","2026-01-09 02:40:00","","175381.149483163","447768.84647294","간판제작",
"79","옥외광고업","04_15_01_P","5070000","2007507014208500003","2023-08-31","","01","영업/정상","20","정상","","","","","054 842 8888","","","경상북도 안동시 태화동 ***-**","경상북도 안동시 경동로 ***-* (태화동)","36677","아신인쇄광고","2026-01-07 18:00:44","U","2026-01-09 02:40:00","","352583.86943138","342405.277656744","옥외광고물 제작 및 대행",
"80","옥외광고업","04_15_01_P","3920000","1998392001408200002","2026-01-07","","01","영업/정상","20","정상","","","","","031 866 0477","","","경기도 동두천시 상패동 **-*","경기도 동두천시 동광로***번길 ** (보산동)","11310","다솜기획간판","2026-01-07 09:32:01","U","2026-01-09 02:40:00","","203858.295713129","489234.831955812","옥외광고물 제작",
"81","옥외광고업","04_15_01_P","3150000","2017315012708500001","2017-01-03","","01","영업/정상","20","정상","","","","","","","","서울특별시 강서구 공항동 ****-*","서울특별시 강서구 방화대로*나길 **, *층 (공항동)","07645","래이광고","2026-01-06 13:14:52","U","2026-01-09 02:40:00","","186066.499499902","450437.830372333","옥외광고사업",
"82","옥외광고업","04_15_01_P","5690000","2025569044608500004","2026-01-07","","01","영업/정상","20","정상","","","","","","","","세종특별자치시 나성동 *** 갤러리 세종프라자","세종특별자치시 국세청로 *, 갤러리 세종프라자 *동 *층 ***-*호 (나성동)","30128","카즈머스디자인컴퍼니(Kazmus Design Company)","2026-01-07 16:38:50","U","2026-01-09 02:40:00","","223126.65654009","331687.492556363","옥외광고업(현수막 지정게시대 등)",
"83","옥외광고업","04_15_01_P","3930000","2025393050008500003","2025-12-30","","01","영업/정상","20","정상","","","","","","","","","경기도 안산시 단원구 이삭*길 **, ***호 (고잔동)","15465","호동애드","2026-01-06 16:32:15","U","2026-01-09 02:40:00","","185805.33936081","423461.636163515","간판,현수막 외 실사출력",
"84","옥외광고업","04_15_01_P","4701000","1996470001108100026","1996-06-10","","01","영업/정상","20","정상","","","","","063 6337339","","","전북특별자치도 남원시 광치동 ***-* CHERRYIN","전북특별자치도 남원시 밤티재길 **-*, CHERRYIN (광치동)","55724","나무간판&스카이","2026-01-06 18:27:56","U","2026-01-09 02:40:00","","234237.19213333","212274.917855188","옥외광고업",
"85","옥외광고업","04_15_01_P","3540000","2021354017608500005","2021-04-26","","01","영업/정상","20","정상","","","","","032 543 6989","","","인천광역시 부평구 청천동 ***-* 부평 제이타워*차 지식산업센터","인천광역시 부평구 부평대로 ***, 부평 제이타워*차 지식산업센터 **층 ****호 (청천동)","21315","디자인 케이","2026-01-06 09:49:41","U","2026-01-09 02:40:00","","175285.39719887","446652.103596373","옥외광고물 제작업",
"86","옥외광고업","04_15_01_P","4450000","1994445000008100009","2017-12-26","","01","영업/정상","20","정상","","","","","043 5331001","","","충청북도 진천군 진천읍 교성리 ***-*","충청북도 진천군 진천읍 문화로 ***","27841","프로광고 기획","2026-01-07 16:33:45","U","2026-01-09 02:40:00","","238697.936627756","372517.677042514","옥외광고업",
"87","옥외광고업","04_15_01_P","3780000","2006380002708200006","2006-08-14","","03","폐업","40","폐업","2026-01-02","","","2023-07-06","7548274","","","경기도 성남시 중원구 성남동 **** 엠타워 B동 ***호","경기도 성남시 중원구 둔촌대로***번길 **, 엠타워 B동 *층 ***호 (성남동)","13365","동진광고","2026-01-06 09:01:06","U","2026-01-09 02:40:00","","211417.043903036","436672.966110785","전광판,간판, 현수막(문구,체육복,상패,기념품,타올)",
"88","옥외광고업","04_15_01_P","3780000","2000379003208200216","2021-06-04","","03","폐업","40","폐업","2025-12-31","","","","031 755 4900","","","경기도 성남시 수정구 신흥동 ****","경기도 성남시 수정구 수정남로 ***-* (신흥동)","13340","으뜸광고","2026-01-06 14:02:15","U","2026-01-09 02:40:00","","212413.607953966","437852.10764533","광고물제작및대행",
"89","옥외광고업","04_15_01_P","3680000","2022368019908500006","2022-06-15","","03","폐업","40","폐업","2026-01-06","","","","","","","대전광역시 대덕구 신일동 ****-* 대동공업(주)","대전광역시 대덕구 대덕대로****번길 ***, 대동공업(주) (신일동)","34328","에바다, 대동자동차공업","2026-01-06 10:14:54","U","2026-01-09 02:40:00","","236493.760638178","325414.491457838","광고물",
"90","옥외광고업","04_15_01_P","5420000","2026542013208500001","2026-01-08","","01","영업/정상","20","정상","","","","","","","","경상남도 고성군 회화면 배둔리 ***-**","경상남도 고성군 회화면 배둔로**번길 **, *층","52915","(주)연화디자인","2026-01-08 10:06:16","I","2026-01-10 00:20:07","","324927.125190131","173941.568495633","옥외광고업",
"91","옥외광고업","04_15_01_P","3540000","2026354017608500001","2026-01-08","","01","영업/정상","20","정상","","","","","","","","인천광역시 부평구 부평동 **-*** 동아아파트","인천광역시 부평구 부흥로 ***, **동 ****호 (부평동, 동아아파트)","21387","업스페이스","2026-01-08 15:11:44","I","2026-01-10 00:20:07","","175012.272686866","443946.523450184","옥외광고업 전반",
"92","옥외광고업","04_15_01_P","4181000","2026418112808500001","2026-01-06","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 춘천시 동내면 사암리 ***-*","강원특별자치도 춘천시 동내면 대룡산길 ***-**, ***호","24408","싸인테크","2026-01-08 09:11:33","I","2026-01-10 00:20:07","","268571.937655877","481273.710026995","옥외광고물 제작 설치",
"93","옥외광고업","04_15_01_P","4880000","2026488015508500001","2026-01-02","","01","영업/정상","20","정상","","","","","","","","","전라남도 고흥군 풍양면 풍남로 **-**, 공장","59549","주식회사 디자인나로","2026-01-08 13:10:08","I","2026-01-10 00:20:07","","223608.275113513","119874.780112301","간판 디자인 및 제작 설치",
"94","옥외광고업","04_15_01_P","3380000","2026338010508500001","2026-01-08","","01","영업/정상","20","정상","","","","","","","","부산광역시 수영구 망미동 ***-*","부산광역시 수영구 망미번영로**번길 **, *층 (망미동)","48219","리버브디자인","2026-01-08 15:05:26","I","2026-01-10 00:20:07","","392110.181541634","188187.60522752","간판제작 및 시공",
"95","옥외광고업","04_15_01_P","5160000","2026516008708500001","2025-12-29","","01","영업/정상","20","정상","","","","","","","","경상북도 청송군 진보면 진안리 ***","경상북도 청송군 진보면 경동로 ****-**","37407","레이아웃디자인","2026-01-08 13:44:50","U","2026-01-10 02:40:00","","382654.213491803","337932.859237182","3D프린팅 제조업, 기념품 등 소매업, 광고 대행업, 시각 디자인업",
"96","옥외광고업","04_15_01_P","5590000","2025559033608500005","2025-11-28","","01","영업/정상","20","정상","","","","","","","","경기도 양주시 옥정동 ***-*","경기도 양주시 옥정로 **-*** (옥정동)","11477","(주)새늘빛엘이디","2026-01-08 16:57:32","U","2026-01-10 02:40:00","","207964.825472875","478456.996107699","제조업",
"97","옥외광고업","04_15_01_P","5370000","2021537018908500005","2021-05-26","","01","영업/정상","20","정상","","","","","","","","경상남도 거제시 연초면 송정리 ***","경상남도 거제시 연초면 송정*길 ***, 존프라자 ***호","53211","주식회사 디자인루리","2026-01-08 11:03:13","U","2026-01-10 02:40:00","","353077.433990061","158623.107392282","옥외광고물 제조",
"98","옥외광고업","04_15_01_P","5540000","1998554001508200017","2016-03-21","","01","영업/정상","20","정상","","","","","031 7623813","","","경기도 광주시 곤지암읍 삼리 **","경기도 광주시 곤지암읍 경충대로 ***","12805","밝고맑은세상","2026-01-08 13:12:45","U","2026-01-10 02:40:00","","229290.995355431","427902.281321618","광고물제작 및 설치",
"99","옥외광고업","04_15_01_P","3130000","2025313026808500003","2017-03-02","","03","폐업","40","폐업","2026-01-08","","","","","","","경기도 고양시 덕양구 향동동 ***","서울특별시 마포구 독막로*길 **, 은혜빌딩 *층 (합정동)","04071","스튜디오 엠엑스디","2026-01-08 10:17:46","U","2026-01-10 02:40:00","","190571.011617033","456226.711628653","옥외광고물 제작 등",
"100","옥외광고업","04_15_01_P","3530000","2025353025208500003","2026-01-08","","01","영업/정상","20","정상","","","","","","","","인천광역시 남동구 논현동 ***-* 논현메디컬센터","인천광역시 남동구 청능대로 ***, 논현메디컬센터 ****호 (논현동)","21653","세레아디자인 주식회사","2026-01-08 09:04:10","U","2026-01-10 02:40:00","","175265.663946784","433241.797279469","옥외광고물 제작, 설치 등",
"101","옥외광고업","04_15_01_P","3680000","2025368022908500004","2026-01-08","","01","영업/정상","20","정상","","","","","","","","대전광역시 대덕구 대화동 ***","대전광역시 대덕구 대화로 *** (대화동)","34369","(주)솔토기업","2026-01-08 11:08:03","U","2026-01-10 02:40:00","","236294.825962103","318086.734558823","옥외광고물 제작 및 대행",
"102","옥외광고업","04_15_01_P","5600000","2022560017908500006","2022-08-03","","01","영업/정상","20","정상","","","","","","","","","경기도 포천시 호병로 **-* (신읍동)","11149","매리디자인","2026-01-08 09:28:27","U","2026-01-10 02:40:00","","217482.272250723","487906.22857477","옥외광고물 설치, 제작",
"103","옥외광고업","04_15_01_P","5020000","2026502049008500001","2026-01-09","","01","영업/정상","20","정상","","","","","","","","경상북도 포항시 남구 상도동 ***-*","경상북도 포항시 남구 상도로 ** (상도동)","37771","디자인상도산업","2026-01-09 15:52:36","I","2026-01-11 00:20:02","","411967.442026581","281483.256781652","옥외광고",
"104","옥외광고업","04_15_01_P","4060000","2026406047208500002","2026-01-08","","01","영업/정상","20","정상","","","","","","","","","경기도 파주시 월롱면 황소바위길 ***","10945","주식회사 이지데코","2026-01-09 09:22:33","I","2026-01-11 00:20:02","","182465.225116371","475513.651534678","안내판 및 간판",
"105","옥외광고업","04_15_01_P","4191000","2026419103808500001","2026-01-09","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 원주시 반곡동 ****-** 엔터비즈타워","강원특별자치도 원주시 입춘로 **, 엔터비즈타워 B동 **층 ****호 (반곡동)","26460","주식회사 제이엠디자인","2026-01-09 14:06:56","I","2026-01-11 00:20:02","","286650.196160256","425529.258545694","옥외광고업",
"106","옥외광고업","04_15_01_P","3000000","2026300028108500001","2017-03-02","","01","영업/정상","20","정상","","","","","","","","서울특별시 종로구 통의동 **-** 광업회관","서울특별시 종로구 자하문로*길 **-*, 광업회관 *층 (통의동)","03044","스튜디오 엠엑스디","2026-01-09 17:48:21","I","2026-01-11 00:20:02","","197584.99230893","452825.501640049","옥외광고물 제작 등",
"107","옥외광고업","04_15_01_P","4241000","2023424102508500001","2023-07-18","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 삼척시 남양동 **-** 지원상회","강원특별자치도 삼척시 중앙로 ***, 지원상회 (남양동)","25920","청년디자인","2026-01-09 13:41:13","U","2026-01-11 02:40:00","","391760.714703298","439634.541755396","옥외광고사업",
"108","옥외광고업","04_15_01_P","3290000","2023329017708500007","2023-07-24","","01","영업/정상","20","정상","","","","","","","","부산광역시 부산진구 전포동 ***-**","부산광역시 부산진구 진남로***번길 **, *층 (전포동)","47240","후드(HOOD)","2026-01-09 12:52:26","U","2026-01-11 02:40:00","","388408.463553244","186425.063972701","옥외광고업",
"109","옥외광고업","04_15_01_P","5590000","1996410006008200009","1996-06-10","","01","영업/정상","20","정상","","","","","031 859 7153","","","경기도 양주시 은현면 용암리 ***-*","경기도 양주시 은현면 화합로 ****","11429","안전광고","2026-01-09 17:53:00","U","2026-01-11 02:40:00","","203987.588825837","482944.465317408","옥외광고물제작 및 설치업",
"110","옥외광고업","04_15_01_P","4030000","2013403014008500002","2026-01-09","","01","영업/정상","20","정상","","","","","031 426 9999","","","경기도 의왕시 왕곡동 **","경기도 의왕시 왕곡로 *** (왕곡동)","16066","(주)인테크디자인","2026-01-09 14:23:45","U","2026-01-11 02:40:00","","199680.45935102","427089.348283978","옥외광고업,실내건축,디자인용역",
"111","옥외광고업","04_15_01_P","4251000","1999425004308200043","2019-10-21","","03","폐업","40","폐업","2025-12-31","","","","033 432 1188","","","강원특별자치도 홍천군 홍천읍 연봉리 ***-**","강원특별자치도 홍천군 홍천읍 남산마을길*길 **","25147","신세대광고","2026-01-09 13:59:05","U","2026-01-11 02:40:00","","277778.195665414","464914.910594501","간판,광고물",
"112","옥외광고업","04_15_01_P","3290000","2012329008608500001","2012-05-11","","01","영업/정상","20","정상","","","","","051 818 2366","","","부산광역시 부산진구 부전동 ***-**","부산광역시 부산진구 서면문화로 ** (부전동)","47255","동원테크","2026-01-09 13:10:20","U","2026-01-11 02:40:00","","387183.69174044","186614.798407549","실사출력, 아크릴가공",
"113","옥외광고업","04_15_01_P","5600000","2019560017908500011","2022-12-26","","01","영업/정상","20","정상","","","","","","","","경기도 포천시 소흘읍 무봉리 ***-*","경기도 포천시 소흘읍 소흘로***번길 **","11183","사인그라피","2026-01-09 13:10:55","U","2026-01-11 02:40:00","","212811.321604792","479150.006813022","간판제작",
"114","옥외광고업","04_15_01_P","3540000","2024354017608500007","2024-06-26","","01","영업/정상","20","정상","","","","","","","","인천광역시 부평구 갈산동 ** 인천테크노밸리 U*센터","인천광역시 부평구 주부토로 ***, 인천테크노밸리 U*센터 A동 ***호 (갈산동)","21330","주식회사 싸인탑메이커","2026-01-09 11:05:36","U","2026-01-11 02:40:00","","175822.304081398","445934.810716632","옥외광고물 제작, 설치 등",
"115","옥외광고업","04_15_01_P","3290000","2024329017708500001","2024-07-09","","01","영업/정상","20","정상","","","","","051 804 5888","","","","부산광역시 부산진구 신천대로***번길 ***-** (부전동)","47283","주식회사 디자인제로","2026-01-09 13:07:55","U","2026-01-11 02:40:00","","387184.866919845","185727.693645804","간판물 제작",
"116","옥외광고업","04_15_01_P","3660000","2026366019408500001","2025-12-26","","01","영업/정상","20","정상","","","","","","","","대전광역시 서구 용문동 ***-* 화목리치빌","대전광역시 서구 계룡로***번길 **, 화목리치빌 ***호 (용문동)","35307","이디스디자인","2026-01-09 14:13:53","U","2026-01-11 02:40:00","","235425.004241989","315453.362922927","간판제작 및 설치",
"117","옥외광고업","04_15_01_P","3660000","2025366019408500007","2026-01-06","","01","영업/정상","20","정상","","","","","","","","대전광역시 서구 둔산동 ***","대전광역시 서구 둔지로 **, *층 ***호 (둔산동)","35229","공간디자인","2026-01-09 14:27:17","U","2026-01-11 02:40:00","","233759.218783461","317183.474784058","광고대행, 간판",
"118","옥외광고업","04_15_01_P","3860000","2024386073308500002","2024-02-08","","01","영업/정상","20","정상","","","","","","","","경기도 부천시 소사구 옥길동 ***-* 광양프런티어밸리*차 지식산업센터","경기도 부천시 소사구 양지로 ***, 광양프런티어밸리*차 지식산업센터 ***-***호 (옥길동)","14786","(주)리플렉스","2026-01-09 09:46:28","U","2026-01-11 02:40:00","","184782.785981367","440431.938471061","옥외광고업",
"119","옥외광고업","04_15_01_P","3290000","2025329017708500007","2025-08-22","","01","영업/정상","20","정상","","","","","051 990 1562","","","","부산광역시 부산진구 서면로 **, 엠엠엠메디컬센터 ****호 (부전동)","47289","주식회사 트리콜모빌리티","2026-01-09 12:44:33","U","2026-01-11 02:40:00","","","","스비스, 온라인정보제공, 옥외광고사업 등",
"120","옥외광고업","04_15_01_P","3460000","2021346011808500008","2026-01-08","","01","영업/정상","20","정상","","","","","","","","대구광역시 수성구 두산동 **-*","대구광역시 수성구 무학로**길 ** (두산동)","42175","한성채널실사","2026-01-09 09:03:42","U","2026-01-11 02:40:00","","346230.244141398","260899.641148923","광고물 제작.",
"121","옥외광고업","04_15_01_P","5710000","2002436002008200009","2010-09-14","","01","영업/정상","20","정상","","","","","043 265 0467","","","충청북도 청주시 서원구 사직동 ***-*","충청북도 청주시 서원구 대원로**번길 ** (사직동)","","클럽디자인 태양광발전소","2026-01-09 08:51:13","U","2026-01-11 02:40:00","","242739.702967467","349157.159176378","옥외광고업",
"122","옥외광고업","04_15_01_P","3290000","2022329015308500003","2019-08-05","","01","영업/정상","20","정상","","","","","051 715 4880","","","부산광역시 부산진구 양정동 ***-* 도운빌딩 ***호","부산광역시 부산진구 거제천로 **, 도운빌딩 ***호 (양정동)","47209","주식회사 비손","2026-01-09 13:04:31","U","2026-01-11 02:40:00","","388681.975581415","188640.68088708","옥외광고업 등록",
"123","옥외광고업","04_15_01_P","5440000","2016544009408500002","2026-01-08","","01","영업/정상","20","정상","","","","","055 884 0077","","","경상남도 하동군 하동읍 비파리 ***","경상남도 하동군 하동읍 군청로 **-**","52333","다담디자인","2026-01-09 17:42:19","U","2026-01-11 02:40:00","","268795.485349376","174192.373616437","옥외광고물 제작",
"124","옥외광고업","04_15_01_P","3740000","2015374032408500005","2015-04-09","","01","영업/정상","20","정상","","","","","","","","경기도 수원시 장안구 조원동 ***-**","경기도 수원시 장안구 수성로 ***-* (조원동)","16309","홍익광고디자인","2026-01-11 09:47:39","U","2026-01-13 02:40:00","","201259.991562502","421459.192123352","옥외광고물 제작업",
"125","옥외광고업","04_15_01_P","4641000","2026466100908500002","2026-01-07","","01","영업/정상","20","정상","","","","","","","","","전북특별자치도 전주시 덕진구 만성남*길 **, ***호 (만성동)","54867","디자인자이젠","2026-01-12 08:05:33","I","2026-01-14 00:20:02","","206454.85865497","259900.020634202","",
"126","옥외광고업","04_15_01_P","4751000","2026475101808500001","2026-01-12","","01","영업/정상","20","정상","","","","","","","","전북특별자치도 장수군 장수읍 장수리 ***-*","전북특별자치도 장수군 장수읍 싸리재로 **","55633","하이디자인","2026-01-12 15:14:27","I","2026-01-14 00:20:02","","247069.406162145","238900.172849388","옥외광고업",
"127","옥외광고업","04_15_01_P","3560000","2026356026808500001","2026-01-12","","01","영업/정상","20","정상","","","","","","","","","인천광역시 서구 봉오재*로 ***, 금강하이프라자 ***동 *호 (가정동)","22883","에스코텍","2026-01-12 15:39:26","I","2026-01-14 00:20:02","","170833.50645676","447265.702504334","간판 제작",
"128","옥외광고업","04_15_01_P","5200000","2026520012508500001","2026-01-12","","01","영업/정상","20","정상","","","","","","","","경상북도 고령군 개진면 직리 ***","경상북도 고령군 개진면 새리길 **","40146","아진","2026-01-12 18:08:23","I","2026-01-14 00:20:02","","319276.067007091","247298.045658318","옥외광고업",
"129","옥외광고업","04_15_01_P","3100000","2026310024008500001","2026-01-09","","01","영업/정상","20","정상","","","","","","","","","서울특별시 노원구 동일로***가길 **, *층 ***호 (상계동)","01612","디자인 감","2026-01-12 10:12:25","I","2026-01-14 00:20:02","","204711.074614994","463599.768363306","옥외광고물 제작 설치",
"130","옥외광고업","04_15_01_P","3420000","2026342017808500002","2026-01-12","","01","영업/정상","20","정상","","","","","","","","","대구광역시 동구 송라로 **, *층 (신천동)","41258","주식회사 대경애드컴","2026-01-12 11:39:56","I","2026-01-14 00:20:02","","346126.766289045","264845.208631624","",
"131","옥외광고업","04_15_01_P","3320000","2022332009408500001","2022-04-01","","01","영업/정상","20","정상","","","","","051 331 0684","","","부산광역시 북구 덕천동 ***-* 복음항외과빌딩","부산광역시 북구 만덕대로 **, 복음항외과빌딩 *층 (덕천동)","46548","(주)이담","2026-01-12 15:21:31","U","2026-01-14 02:40:00","","382922.803397227","192094.776938762","옥외광고물기획",
"132","옥외광고업","04_15_01_P","3300000","2010330006908500010","2026-01-12","","01","영업/정상","20","정상","","","","","","","","부산광역시 동래구 온천동 **** 이진상가","부산광역시 동래구 쇠미로 ***, 이진상가 (온천동)","47847","KG DESIGN","2026-01-12 15:53:33","U","2026-01-14 02:40:00","","387783.941114865","191682.871546582","옥외광고물제작",
"133","옥외광고업","04_15_01_P","5430000","2009543008708500001","2026-01-05","","01","영업/정상","20","정상","","","","","","","","경상남도 남해군 남해읍 북변리 ***-**","경상남도 남해군 남해읍 화전로**번가길 **-*","52421","프로스트기획","2026-01-12 16:43:53","U","2026-01-14 02:40:00","","281828.889617864","149315.600725229","광고",
"134","옥외광고업","04_15_01_P","3440000","2023344012708500002","2025-01-20","","01","영업/정상","20","정상","","","","","","","","","대구광역시 남구 성당로 ***-*, *층 (대명동)","42400","인바이로웍스","2026-01-12 16:10:15","U","2026-01-14 02:40:00","","342146.257580532","262927.977338551","간판 및 현수막 제작",
"135","옥외광고업","04_15_01_P","3220000","2012322017408500004","2017-02-02","","03","폐업","40","폐업","2026-01-12","","","","02  34611522","","","서울특별시 강남구 수서동 *** 로즈데일오피스텔","서울특별시 강남구 광평로 ***, 로즈데일오피스텔 ****호 (수서동)","06367","(주)이엠컴엔마케팅","2026-01-12 14:02:04","U","2026-01-14 02:40:00","","209052.072465426","442797.138150563","옥외광고물 제작 대행업",
"136","옥외광고업","04_15_01_P","6510000","2021651021008500010","2021-06-09","","03","폐업","40","폐업","2025-12-31","","","","","","","제주특별자치도 제주시 노형동 ****-*","제주특별자치도 제주시 우평로 **-* (노형동)","63106","유디자인","2026-01-12 08:31:26","U","2026-01-14 02:40:00","","149990.727887867","-1723.14815278901","옥외광고업(디자인 시안)
(*제작,설치,표시,대행 제외)",
"137","옥외광고업","04_15_01_P","5130000","2015513006408500006","2026-01-12","","01","영업/정상","20","정상","","","","","053 853 0442","","","경상북도 경산시 진량읍 부기리 ***-*","경상북도 경산시 진량읍 대부길 ***","38440","(주)명성그대로","2026-01-12 17:31:39","U","2026-01-14 02:40:00","","364363.98938409","268336.300788826","광고물 제작설치",
"138","옥외광고업","04_15_01_P","3130000","2023313026808500008","2023-11-13","","03","폐업","40","폐업","2025-12-30","","","","","","","서울특별시 마포구 서교동 ***-**","서울특별시 마포구 월드컵북로 **, *층 (서교동)","03999","애드케이","2026-01-12 13:22:32","U","2026-01-14 02:40:00","","192633.988796517","450702.533715017","광고 및 광고대행업",
"139","옥외광고업","04_15_01_P","3630000","2026363036308500001","2026-01-09","","01","영업/정상","20","정상","","","","","","","","광주광역시 광산구 도산동 **** 송정우방아이유쉘아파트","광주광역시 광산구 평동로****번길 **, ***동 ****호 (도산동, 송정우방아이유쉘아파트)","62393","빛가람스카이","2026-01-13 11:38:46","I","2026-01-15 00:20:35","","180303.806506335","181371.632880358","간판 설치 및 철거",
"140","옥외광고업","04_15_01_P","4890000","2026489014808500001","2026-01-13","","01","영업/정상","20","정상","","","","","","","","전라남도 보성군 보성읍 보성리 ***-*","전라남도 보성군 보성읍 송재로 ***","59455","보성광고","2026-01-13 18:00:56","I","2026-01-15 00:20:35","","207729.788311405","141867.748267569","옥외광고물 제조",
"141","옥외광고업","04_15_01_P","3390000","2026339012108500001","2026-01-12","","01","영업/정상","20","정상","","","","","","","","","부산광역시 사상구 새벽로***번길 * (괘법동)","46976","별빛광고","2026-01-13 10:32:54","I","2026-01-15 00:20:35","","380661.335469341","186361.272402619","옥외광고사업",
"142","옥외광고업","04_15_01_P","3860000","2026386080008500001","2026-01-09","","01","영업/정상","20","정상","","","","","","","","경기도 부천시 소사구 소사본동 **-** 프린팅**","경기도 부천시 소사구 경인로***번길 ** (소사본동)","14692","주식회사 프린팅","2026-01-13 13:30:25","I","2026-01-15 00:20:35","","182240.118088297","442170.338879415","출력 및 인쇄",
"143","옥외광고업","04_15_01_P","4160000","2026416016408500001","2026-01-12","","01","영업/정상","20","정상","","","","","","","","경기도 가평군 조종면 현리 ***-*","경기도 가평군 조종면 현창로**번길 **","12437","배너앤굿즈 제작소","2026-01-13 09:01:41","I","2026-01-15 00:20:35","","230666.244995733","479815.336612295","광고물제작",
"144","옥외광고업","04_15_01_P","3910000","2002391002808200002","2018-05-11","","01","영업/정상","20","정상","","","","","070 81867435","","","경기도 평택시 비전동 ***-*","경기도 평택시 비전*로 ** (비전동)","17880","마당발광고기획","2026-01-13 13:41:31","U","2026-01-15 02:40:00","","208342.225035542","388897.654698527","광고물 제작 설치",
"145","옥외광고업","04_15_01_P","3330000","2018333011908500008","2018-11-29","","01","영업/정상","20","정상","","","","","","","","부산광역시 해운대구 재송동 ****-* 해강소라아파트 상가 ***호","부산광역시 해운대구 재반로 ***-*, 상가 ***호 (재송동, 해강소라아파트)","48052","조이기획","2026-01-13 14:51:37","U","2026-01-15 02:40:00","","393832.765540823","190163.789642959","광고물 제작 등",
"146","옥외광고업","04_15_01_P","3940000","2019396010708500001","2019-01-21","","01","영업/정상","20","정상","","","","","","","","경기도 고양시 일산동구 성석동 ***","경기도 고양시 일산동구 성석로 ***-*, 라동 (성석동)","10328","(주)태솔애드","2026-01-13 11:13:06","U","2026-01-15 02:40:00","","181631.992649005","467146.052224018","옥외광고물제조",
"147","옥외광고업","04_15_01_P","4090000","2023409038708500012","2023-08-28","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 양촌읍 학운리 **** 이젠 아파트형 공장","경기도 김포시 양촌읍 황금로 ***, 이젠 아파트형 공장 나동 *층 ***호","10048","주식회사 이케이엠","2026-01-13 13:53:02","U","2026-01-15 02:40:00","","166479.424635633","457257.804995428","옥외광고물 기획, 설계, 시공",
"148","옥외광고업","04_15_01_P","3940000","2019396010708500015","2019-09-24","","01","영업/정상","20","정상","","","","","","","","","경기도 고양시 일산동구 지영로***번길 **-** (지영동)","10256","(주)오르포스","2026-01-13 15:25:36","U","2026-01-15 02:40:00","","184815.405513262","467731.36137609","LED 광고물 제작 시공",
"149","옥외광고업","04_15_01_P","3940000","2019396010708500014","2016-10-13","","01","영업/정상","20","정상","","","","","031 944 2602","","","경기도 고양시 일산동구 설문동 ***-**","경기도 고양시 일산동구 고봉로***번길 **-** (설문동)","10251","그림광고","2026-01-13 13:34:14","U","2026-01-15 02:40:00","","181658.179910781","468945.082278049","광고물 제작 . 설치",
"150","옥외광고업","04_15_01_P","3390000","2022339010408500002","2022-04-07","","01","영업/정상","20","정상","","","","","","","","부산광역시 사상구 괘법동 ***-**","부산광역시 사상구 새벽로***번길 * (괘법동)","46976","리드","2026-01-13 15:47:12","U","2026-01-15 02:40:00","","380661.335469341","186361.272402619","간판제작 설치 디자인 대행",
"151","옥외광고업","04_15_01_P","4090000","2024409038708500013","2024-08-29","","01","영업/정상","20","정상","","","","","0221035200","","","경기도 김포시 양촌읍 학운리 ****","경기도 김포시 양촌읍 황금로***번길 **","10049","세일전기(주)","2026-01-13 13:59:36","U","2026-01-15 02:40:00","","164802.512264901","456840.630758104","옥외광고업",
"152","옥외광고업","04_15_01_P","4090000","2024409038708500014","2024-10-29","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 고촌읍 신곡리 ****-* 세종프라자","경기도 김포시 고촌읍 장차로**번길 **, 세종프라자 ***-***호","10126","주식회사 서유종합관리","2026-01-13 14:02:37","U","2026-01-15 02:40:00","","179539.301134652","455740.47159469","옥외광고업",
