"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명",
"67","골프연습장업","10_31_01_P","3110000","CDFH3301052005000005","2005-12-05","","01","영업/정상","13","영업중","","","","","02-388-2003","","","서울특별시 은평구 역촌동 85-12 센타폴리스, 지하1층","서울특별시 은평구 연서로 9, 지하1층 (역촌동, 센타폴리스)","03421","응암역점 스포애니 (주)케이디헬스케어","2026-01-09 16:32:09","U","2026-01-11 02:40:00","","192471.660518408","455317.295369423","골프연습장업","사립","","0","0","18726.28","0","","",
"68","골프연습장업","10_31_01_P","3110000","CDFH3301052006000001","2006-01-13","","01","영업/정상","13","영업중","","","","","02-359-8141","","","서울특별시 은평구 불광동 105-82 3층","서울특별시 은평구 연서로 320, 3층 (불광동)","03346","청자골프아카데미","2026-01-09 16:21:29","U","2026-01-11 02:40:00","","193594.911614648","457931.063932548","골프연습장업","사립","","0","0","2446.24","0","","",
"69","골프연습장업","10_31_01_P","5450000","CDFH3301052006000001","2006-06-23","","01","영업/정상","13","영업중","","","","","","","","경상남도 산청군 단성면 길리 829-1","경상남도 산청군 단성면 지리산대로 2651-39","52244","지리산골프","2026-01-09 14:18:16","U","2026-01-11 02:40:00","","282849.667159515","197532.684717655","골프연습장업","사립","","1","0","0","0","","",
"70","골프연습장업","10_31_01_P","4060000","CDFH3301052021000005","2021-12-01","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 문산읍 선유리 611-1","경기도 파주시 문산읍 우계로 424, 3층 302~303호","10813","에이치골프아카데미","2026-01-09 16:31:10","U","2026-01-11 02:40:00","","182066.776024527","483821.174546587","골프연습장업","사립","","0","0","0","0","","",
"71","골프연습장업","10_31_01_P","4820000","CDFH3301052025000002","2025-08-12","","01","영업/정상","13","영업중","","","","","","","","전라남도 순천시 해룡면 신대리 2139","전라남도 순천시 해룡면 해광로 199, 1층","58018","세븐 파크골프","2026-01-09 10:34:04","U","2026-01-11 02:40:00","","250396.873535686","158714.519128506","골프연습장업","사립","","0","0","7608.53","0","","",
"72","골프연습장업","10_31_01_P","3220000","CDFH3301052022000025","2022-11-23","","01","영업/정상","13","영업중","","","","","02-6490-9455","","","서울특별시 강남구 삼성동 159 코엑스","서울특별시 강남구 영동대로 513, 코엑스 지하2층 (삼성동)","06164","TGX GOLF ACADEMY","2026-01-09 15:12:02","U","2026-01-11 02:40:00","","205130.591678902","445590.096837802","골프연습장업","사립","","0","0","0","0","","",
"73","골프연습장업","10_31_01_P","3470000","CDFH3301052010000001","2010-01-06","","01","영업/정상","13","영업중","","","","","581-3012","","704-934","대구광역시 달서구 용산동 573-3 1층","대구광역시 달서구 새방로 20  (용산동,1층)","","크리스탈스크린골프장","2026-01-09 11:23:09","U","2026-01-11 02:40:00","","337369.122132896","263330.04622623","골프연습장업","사립","","","","","","","",
"74","골프연습장업","10_31_01_P","3160000","CDFH3301052013000002","2013-10-23","","02","휴업","02","휴업","","2026-01-12","2026-03-10","","","","","서울특별시 구로구 고척동 60-34 고척지점","서울특별시 구로구 안양천로539길 11, 고척지점 (고척동)","08220","제니스스포츠클럽","2026-01-09 15:19:46","U","2026-01-11 02:40:00","","188459.808425308","444722.121126965","골프연습장업","사립","","2","1","0","0","","",
"75","골프연습장업","10_31_01_P","3110000","CDFH3301052018000003","2018-10-11","","01","영업/정상","13","영업중","","","","","02-357-7001","","","서울특별시 은평구 진관동 70 메트로프라자 205, 206호","서울특별시 은평구 진관2로 15-46, 메트로프라자 205,206호 (진관동)","03306","랭크골프아카데미(은평점)","2026-01-09 16:33:00","U","2026-01-11 02:40:00","","","","골프연습장업","사립","","0","0","12571.59","0","","",
"76","골프연습장업","10_31_01_P","4430000","CDFH3301052010000001","2010-03-31","","01","영업/정상","13","영업중","","","","","","","","충청북도 옥천군 옥천읍 장야리 190","충청북도 옥천군 옥천읍 장야애뜰길 49","29045","골프존 버디 스크린","2026-01-11 14:22:12","U","2026-01-13 02:40:00","","252372.414296123","310915.912158209","골프연습장업","사립","","0","1","405.31","0","","",
"77","골프연습장업","10_31_01_P","6510000","CDFH3301052017000006","2017-08-17","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 외도일동 639-6","제주특별자치도 제주시 우정로15길 9, 지하 1층 (외도일동)","63070","부영골프연습장","2026-01-12 17:52:05","U","2026-01-14 02:40:00","","147135.700254799","-998.617384770851","골프연습장업","사립","","1","0","1761.93","0","","",
"78","골프연습장업","10_31_01_P","4201000","CDFH3301052017000001","2017-02-27","","01","영업/정상","13","영업중","","","","","033-645-5004","","","강원특별자치도 강릉시 대전동 산 154","강원특별자치도 강릉시 사임당로 479 (대전동, 리더스골프클럽)","25452","강릉 리더스골프클럽(실외)","2026-01-12 11:32:55","U","2026-01-14 02:40:00","","362835.36460521","477047.705605737","골프연습장업","사립","","2","1","4942.87","0","","",
"79","골프연습장업","10_31_01_P","6510000","CDFH3301052024000002","2024-08-12","","01","영업/정상","13","영업중","","","","","064-711-7979","","","제주특별자치도 제주시 도평동 166-2","제주특별자치도 제주시 사라길 42 (도평동)","63076","주식회사 플레이골프","2026-01-12 16:39:39","U","2026-01-14 02:40:00","","","","골프연습장업","사립","","0","0","2367.21","0","","",
"80","골프연습장업","10_31_01_P","3330000","CDFH3301052009000002","2009-02-05","","01","영업/정상","13","영업중","","","","","051-745-2916","","612-020","부산광역시 해운대구 우동 1495","부산광역시 해운대구 센텀남대로 35 (우동)","","신세계센텀시티 골프레인지","2026-01-12 09:55:34","U","2026-01-14 02:40:00","","393952.264486105","187602.933160728","골프연습장업","사립","","","","","","","",
"81","골프연습장업","10_31_01_P","5540000","CDFH3301052006000005","2006-11-27","","01","영업/정상","13","영업중","","","","","767-6262","","464-891","경기도 광주시 고산동 1-5","경기도 광주시 포은대로 621-45","","리버휠골프랜드","2026-01-13 08:55:12","U","2026-01-15 02:40:00","","","","골프연습장업","사립","","","","797.1","","","",
"82","골프연습장업","10_31_01_P","3690000","CDFH3301052021000001","2021-02-18","","01","영업/정상","13","영업중","","","","","052-272-2525","","","울산광역시 중구 우정동 512-5 우정혁신타워","울산광역시 중구 종가6길 21, 우정혁신타워 7층 701~703호 (우정동)","44542","히어로 골프아카데미","2026-01-13 11:12:13","U","2026-01-15 02:40:00","","409544.673201307","231682.226849623","골프연습장업","사립","","0","7","0","0","","",
"83","골프연습장업","10_31_01_P","3310000","CDFH3301052003000001","2003-11-05","","04","취소/말소/만료/정지/중지","35","직권말소","2026-01-13","","","","051-626-1199","","608-831","부산광역시 남구 용호동 5-17","부산광역시 남구 분포로 66-14 (용호동)","48576","(주)메트로랜드","2026-01-13 16:18:39","U","2026-01-15 02:40:00","","392995.616390956","183292.965579073","골프연습장업","사립","","0","0","1360","0","","",
"84","골프연습장업","10_31_01_P","3420000","CDFH3301051998000001","1998-04-13","","01","영업/정상","13","영업중","","","","","053-985-1800","","","대구광역시 동구 지묘동 57-1 (실외시설)","대구광역시 동구 팔공로 529-6 (지묘동)","41002","동구골프클럽","2026-01-13 14:55:01","U","2026-01-15 02:40:00","","348471.901848323","272988.868487103","골프연습장업","사립","","1","0","1281.74","0","","",
"85","골프연습장업","10_31_01_P","4030000","CDFH3301052026000001","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","경기도 의왕시 오전동 898 의왕 더샵 캐슬","경기도 의왕시 어내들로 5, B동 1층 B04호 (오전동, 의왕 더샵 캐슬)","16046","바비 골프스튜디오","2026-01-14 17:10:07","I","2026-01-16 00:20:02","","196756.890595833","428729.574681733","골프연습장업","사립","","0","0","0","0","","",
"86","골프연습장업","10_31_01_P","5380000","CDFH3301052016000001","2016-04-15","","03","폐업","03","폐업","2024-05-02","","","","055-367-3315","","","경상남도 양산시 물금읍 가촌리 1301-1 남양산새마을금고","경상남도 양산시 물금읍 야리로 106, 5층","50653","MG스크린골프연습장","2026-01-14 10:00:56","U","2026-01-16 02:40:00","","382462.758114623","203195.508535464","골프연습장업","사립","","0","1","7441.59","0","","",
"87","골프연습장업","10_31_01_P","4671000","CDFH3301052024000002","2024-08-29","","01","영업/정상","13","영업중","","","","","063-732-0060","","","전북특별자치도 군산시 오식도동 507","전북특별자치도 군산시 가도로 282 (오식도동)","54005","파인파크 AT 군산파3 507","2026-01-14 15:34:45","U","2026-01-16 02:40:00","","160921.318863326","274664.44156813","골프연습장업","사립","","1","0","735.7","0","","",
"88","골프연습장업","10_31_01_P","3350000","CDFH3301052019000008","2019-12-13","","01","영업/정상","13","영업중","","","","","5103749","","","부산광역시 금정구 장전동 40 부산대학교","부산광역시 금정구 부산대학로63번길 2, 부산대학교 경암스포츠센터 (장전동)","46241","경암스포츠센터(골프)","2026-01-14 11:35:41","U","2026-01-16 02:40:00","","389314.662086382","194669.898821674","골프연습장업","사립","","","","","","","",
"89","골프연습장업","10_31_01_P","3230000","CDFH3301052009000005","2009-04-29","","01","영업/정상","13","영업중","","","","","425-6555","","138-160","서울특별시 송파구 가락동 8 지하 1층","서울특별시 송파구 오금로 306, 지하1층 (가락동)","05701","주식회사 세이브피트니스앤골프 오금역","2026-01-14 17:20:25","U","2026-01-16 02:40:00","","211082.205235743","444525.412046546","골프연습장업","사립","","0","0","16416.49","0","","",
"90","골프연습장업","10_31_01_P","4671000","CDFH3301052003000001","2003-04-11","","01","영업/정상","13","영업중","","","","","063-469-7320","","573-701","전북특별자치도 군산시 미룡동 산 68","전북특별자치도 군산시 대학로 558 (미룡동)","54150","골프학습장","2026-01-14 15:44:15","U","2026-01-16 02:40:00","","171192.670855874","271907.119192399","골프연습장업","사립","","1","0","960.18","0","","",
"91","골프연습장업","10_31_01_P","5670000","CDFH3301052017000008","2017-06-02","","01","영업/정상","13","영업중","","","","","055-244-2233","","","경상남도 창원시 마산합포구 중앙동2가 7-4 동방하이페르세븐","경상남도 창원시 마산합포구 3·15대로 156, 602호 (중앙동2가)","51738","에비앙스크린골프","2026-01-14 09:41:46","U","2026-01-16 02:40:00","","342477.911941683","189254.0334345","골프연습장업","사립","","0","0","0","0","","",
"92","골프연습장업","10_31_01_P","3160000","CDFH3301052007000001","2007-01-10","","03","폐업","03","폐업","2026-01-14","","","","858-7703","","152-868","서울특별시 구로구 구로동 642-108 해원리버파크 701호,702호","서울특별시 구로구 구일로 110  (구로동,해원리버파크 701호,702호)","08324","스카이골프랜드","2026-01-14 10:11:48","U","2026-01-16 02:40:00","","188611.564007526","443658.176253167","골프연습장업","사립","0","","1","7020","","","",
"93","골프연습장업","10_31_01_P","5020000","CDFH3301052025000001","2025-03-04","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 흥해읍 이인리 223","경상북도 포항시 북구 흥해읍 아치로 269","37567","더센트럴골프","2026-01-14 11:37:46","U","2026-01-16 02:40:00","","410755.216057489","287041.655366043","골프연습장업","사립","","2","0","6479.26","0","","",
"94","골프연습장업","10_31_01_P","3730000","CDFH3301052010000008","2010-10-25","","03","폐업","03","폐업","2026-01-15","","","","052-910-2211","","","울산광역시 울주군 범서읍 천상리 360","울산광역시 울주군 범서읍 대동길 16, 3층","44931","천상스크린골프","2026-01-15 15:07:42","U","2026-01-17 02:40:00","","402256.332172299","231518.174714537","골프연습장업","사립","","","","113.74","","","",
"95","골프연습장업","10_31_01_P","6510000","CDFH3301052001000001","2001-02-14","","01","영업/정상","13","영업중","","","","","722-7279","","690-020","제주특별자치도 제주시 이도이동 1066-9 지하1층","제주특별자치도 제주시 남광북3길 7 (이도이동)","63223","싱글로가는길 골프아카데미","2026-01-15 10:36:07","U","2026-01-17 02:40:00","","156734.356759463","-113.737271137816","골프연습장업","사립","","0","0","1243.09","0","","",
"96","골프연습장업","10_31_01_P","3510500","CDFH3301052017000004","2017-11-30","","01","영업/정상","13","영업중","","","","","","","","인천광역시 미추홀구 도화동 37-14","인천광역시 미추홀구 숙골로87번길 2, 3층 302,303,304호 (도화동)","22100","도화 킹스크린","2026-01-15 14:16:44","U","2026-01-17 02:40:00","","170108.873482828","440933.445129539","골프연습장업","사립","","","","","","","",
"97","골프연습장업","10_31_01_P","3510500","CDFH3301052017000005","2017-11-30","","01","영업/정상","13","영업중","","","","","","","","인천광역시 미추홀구 도화동 37-14","인천광역시 미추홀구 숙골로87번길 2, 3층 305호 (도화동)","22100","킹 골프존","2026-01-15 14:30:19","U","2026-01-17 02:40:00","","170108.873482828","440933.445129539","골프연습장업","사립","","","","","","","",
"98","골프연습장업","10_31_01_P","3560000","CDFH3301052009000005","2009-08-06","","03","폐업","03","폐업","2026-01-15","","","","","","","인천광역시 서구 검암동 520-1","인천광역시 서구 승학로 538, 3층 (검암동, 극동프라자)","22705","검암스크린골프","2026-01-15 16:08:47","U","2026-01-17 02:40:00","","171615.258822706","451568.696415991","골프연습장업","사립","","0","0","0","0","","",
"99","골프연습장업","10_31_01_P","3640000","CDFH3301052017000001","2017-01-02","","01","영업/정상","13","영업중","","","","","","","","대전광역시 동구 용운동 125-19","대전광역시 동구 백룡로 75-41, 2층 (용운동, 레오파드빌딩)","34519","찬 스크린 골프","2026-01-15 10:10:20","U","2026-01-17 02:40:00","","240766.526633309","314918.305438671","골프연습장업","사립","","0","0","1292.13","0","","",
"100","골프연습장업","10_31_01_P","5670000","CDFH3301052011000021","2011-06-21","","01","영업/정상","13","영업중","","","","","262-6100","","642-802","경상남도 창원시 성산구 남양동 6 람세스빌 6층","경상남도 창원시 성산구 대암로 40-14 (남양동,람세스빌 6층)","51484","JK스크린골프","2026-01-15 10:22:08","U","2026-01-17 02:40:00","","354798.125596378","191819.578400983","골프연습장업","사립","","","","","","","",
"101","골프연습장업","10_31_01_P","3420000","CDFH3301052001000002","2001-09-06","","01","영업/정상","13","영업중","","","","","","","","대구광역시 동구 방촌동 1084-505 우방강촌하이츠","대구광역시 동구 화랑로80길 3, 지하1층 (방촌동, 우방강촌하이츠)","41148","월드골프연습장","2026-01-15 11:38:23","U","2026-01-17 02:40:00","","350627.759612295","265260.641563703","골프연습장업","사립","Y","0","0","4460.95","0","","",
"102","골프연습장업","10_31_01_P","5710000","CDFH3301052018000014","2018-12-18","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 흥덕구 복대동 3315","충청북도 청주시 흥덕구 대신로73번길 19, 3층 (복대동)","28426","더 콜프 스튜디오","2026-01-15 11:00:25","U","2026-01-17 02:40:00","","238768.368602206","348782.095002928","골프연습장업","사립","","0","0","1269.26","0","","",
