"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","판매점영업면적",
"134","안전상비의약품 판매업소","01_01_05_P","3940000","PHMH320263940140087500001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산서구 덕이동 1529 하이파크시티일산파밀리에2단지","경기도 고양시 일산서구 하이파크3로 111, 상가1동 101,102호 (덕이동, 하이파크시티일산파밀리에2단지)","10229","씨유 덕이파밀리에점","2026-01-02 17:43:55","I","2026-01-04 00:20:12","","","","0",
"135","안전상비의약품 판매업소","01_01_05_P","3620000","PHMH320183620020087500002","2018-01-18","","03","폐업","03","폐업","2025-12-31","","","","","","","","광주광역시 북구 서하로194번길 3 (오치동)","61120","gs25 오치주공점","2026-01-02 11:28:22","U","2026-01-04 02:40:00","","190994.138244131","187518.675474934","99",
"136","안전상비의약품 판매업소","01_01_05_P","4490000","PHMH320164490261087500055","2016-10-11","","01","영업/정상","13","영업중","","","","","041-583-3140","","","충청남도 천안시 서북구 성환읍 성환리 371번지 2호","충청남도 천안시 서북구 성환읍 성환11길 40","31016","(주)코리아세븐천안성환터미널점","2026-01-02 08:54:08","U","2026-01-04 02:40:00","","211705.141403007","379421.52327921","49.5",
"137","안전상비의약품 판매업소","01_01_05_P","5710000","PHMH320175710107087500024","2017-10-26","","03","폐업","03","폐업","2025-12-29","","","","","","","","충청북도 청주시 서원구 내수동로102번길 50 (사창동)","28643","CU 충북대사랑점","2026-01-02 13:48:54","U","2026-01-04 02:40:00","","240758.589234987","347940.518229131","112",
"138","안전상비의약품 판매업소","01_01_05_P","5310000","PHMH320195310029087500003","2019-02-19","","03","폐업","03","폐업","2025-12-30","","","","","","","경상남도 진주시 신안동 12번지 38호","경상남도 진주시 진양호로 375 (신안동)","52673","지에스(GS)25진주뉴우정점","2026-01-02 11:16:43","U","2026-01-04 02:40:00","","297308.264313183","187947.626048069","0",
"139","안전상비의약품 판매업소","01_01_05_P","3700000","PHMH320223700018087500059","2022-11-30","","03","폐업","03","폐업","2025-12-31","","","","","","","울산광역시 남구 옥동 580-1","울산광역시 남구 법대로81번길 9(옥동)","44644","세븐일레븐 울산법원점","2026-01-02 15:02:46","U","2026-01-04 02:40:00","","407520.902196754","228823.136353143","65.27",
"140","안전상비의약품 판매업소","01_01_05_P","4231000","PHMH320234231038087500005","2023-09-11","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 속초시 조양동 1390-2 속초 서희스타힐스 더베이 2차","강원특별자치도 속초시 동해대로 3961, 상가동 102호 (조양동, 속초 서희스타힐스 더베이 2차)","24893","지에스25 속초서희스타","2026-01-02 14:59:25","U","2026-01-04 02:40:00","","340097.94220342","521797.497661971",".18",
"141","안전상비의약품 판매업소","01_01_05_P","4351000","PHMH320234351026087500003","2023-07-24","","03","폐업","03","폐업","2026-01-02","","","","","","","강원특별자치도 양양군 현남면 인구리 636-4","강원특별자치도 양양군 현남면 인구길 52","25053","이마트24양양인구센터점","2026-01-02 13:26:59","U","2026-01-04 02:40:00","","354715.49842316","497682.133217159","0",
"142","안전상비의약품 판매업소","01_01_05_P","4070000","PHMH320164070023087500023","2016-05-26","","03","폐업","03","폐업","2025-12-31","","","","031-641-8980","","","","경기도 이천시 장호원읍 경충대로 596 (이황휴게소)","17414","이마트24 이천이황휴게소점","2026-01-02 11:12:17","U","2026-01-04 02:40:00","","251307.630127409","405740.540864171","99",
"143","안전상비의약품 판매업소","01_01_05_P","4070000","PHMH320124070023087500052","2012-11-12","","01","영업/정상","13","영업중","","","","","031-635-1857","","467-804","경기도 이천시 창전동 135번지 12호","경기도 이천시 영창로193번길 22-1 (창전동)","17364","세븐일레븐 이천행궁점","2026-01-02 09:22:39","U","2026-01-04 02:40:00","","239356.056997895","420113.770224784","72.72",
"144","안전상비의약품 판매업소","01_01_05_P","4050000","PHMH320164050148087500027","2016-08-19","","03","폐업","03","폐업","2025-12-31","","","","031-275-8802","","","경기도 용인시 기흥구 구갈동 579번지 2호","경기도 용인시 기흥구 강남로 9, 101호 (구갈동, 태평양프라자)","16977","GS25 강남대점","2026-01-02 14:36:50","U","2026-01-04 02:40:00","","211171.958578674","418854.297919351","0",
"145","안전상비의약품 판매업소","01_01_05_P","4050000","PHMH320174050147087500049","2017-11-14","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 처인구 이동읍 천리 237번지 5호","경기도 용인시 처인구 이동읍 백옥대로 640, 1층","17128","GS25천리타운점","2026-01-02 15:27:34","U","2026-01-04 02:40:00","","218330.428161189","410244.396005347","62.7",
"146","안전상비의약품 판매업소","01_01_05_P","4010000","PHMH320194010281087500055","2019-09-16","","01","영업/정상","13","영업중","","","","","","","","경기도 시흥시 정왕동 2299번지 1호","경기도 시흥시 역전로302번길 20-6, 1층 (정왕동)","15024","GS25 정왕평안점","2026-01-02 20:23:36","U","2026-01-04 02:40:00","","176944.539518651","427985.168026135","0",
"147","안전상비의약품 판매업소","01_01_05_P","4050000","PHMH320244050147087500023","2024-09-27","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 처인구 고림동 659-8 힐스테이트 용인 고진역 1단지","경기도 용인시 처인구 고림로162번길 15, 105호 (고림동, 힐스테이트 용인 고진역 1단지)","17149","씨유 고진역힐스점","2026-01-02 15:28:41","U","2026-01-04 02:40:00","","219624.45654508","416022.290457196","65",
"148","안전상비의약품 판매업소","01_01_05_P","3310000","PHMH320243310024087500027","2024-10-31","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 용호동 980 데시앙 해링턴 플레이스 파크시티","부산광역시 남구 용주로 36, 303동 106호 (용호동, 데시앙 해링턴 플레이스 파크시티)","48592","지에스(GS)25 용호파크시티점","2026-01-02 16:26:38","U","2026-01-04 02:40:00","","","","40",
"149","안전상비의약품 판매업소","01_01_05_P","4641000","PHMH320214640131087500049","2021-08-25","","01","영업/정상","13","영업중","","","","","","","","","전북특별자치도 전주시 완산구 평화14길 27-19(평화동2가)","55123","지에스25평화타운점","2026-01-02 16:30:23","U","2026-01-04 02:40:00","","212012.858661055","254654.938199334","0",
"150","안전상비의약품 판매업소","01_01_05_P","4050000","PHMH320244050147087500020","2024-07-24","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 처인구 김량장동 309-1","경기도 용인시 처인구 금령로90번길 11, 상가1동 102,103,104호 (김량장동)","17051","씨유 나눔용인데시앙점","2026-01-02 15:26:20","U","2026-01-04 02:40:00","","218214.274453913","414624.599102434","99.42",
"151","안전상비의약품 판매업소","01_01_05_P","3350000","PHMH320183350024087500002","2018-01-18","","03","폐업","03","폐업","2026-01-02","","","","","","","부산광역시 금정구 부곡동 235번지 5호 우신뉴타운아파트","부산광역시 금정구 중앙대로1667번길 8, 104호 (부곡동, 우신뉴타운아파트)","46278","씨유 부곡우신점","2026-01-02 15:29:09","U","2026-01-04 02:40:00","","390245.499488462","194753.720405666","30",
"152","안전상비의약품 판매업소","01_01_05_P","4040000","PHMH320214040023087500050","2021-12-18","","03","폐업","03","폐업","2025-12-30","","","","","","","경기도 하남시 망월동 1125 미사역 파라곤 스퀘어","경기도 하남시 미사강변동로 100-1, 미사역 파라곤 스퀘어 1023호 (망월동)","12912","지에스(GS)25 미사파라곤","2026-01-02 09:42:56","U","2026-01-04 02:40:00","","217057.174856799","451355.879802577","3.3",
"153","안전상비의약품 판매업소","01_01_05_P","5710000","PHMH320215710107087500016","2021-12-23","","03","폐업","03","폐업","2025-12-30","","","","","","","충청북도 청주시 서원구 모충동 335-175 LH트릴로채","충청북도 청주시 서원구 쌍샘로 22, 상가2동 203, 204호 (모충동, LH트릴로채)","28673","씨유 청주 모충트릴로채점","2026-01-02 13:48:41","U","2026-01-04 02:40:00","","242897.882919472","347495.173342063","0",
"154","안전상비의약품 판매업소","01_01_05_P","4641000","PHMH320184640131087500083","2018-11-22","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 완산구 효자동3가 1472번지 1호","전북특별자치도 전주시 완산구 세내로 512 (효자동3가)","54956","씨유전주서곡대로점","2026-01-02 08:09:52","U","2026-01-04 02:40:00","","209215.628608444","259161.672887348","0",
"155","안전상비의약품 판매업소","01_01_05_P","4950000","PHMH320234950018087500004","2023-03-16","","03","폐업","03","폐업","2025-12-31","","","","","","","전라남도 무안군 삼향읍 남악리 1476","전라남도 무안군 삼향읍 후광대로 330, 1층 117호","58567","아이지에이마트 유탑점","2026-01-02 09:05:13","U","2026-01-04 02:40:00","","151229.846677196","146284.678742126","3.3",
"156","안전상비의약품 판매업소","01_01_05_P","5530000","PHMH320125530021087500241","2012-12-10","","03","폐업","03","폐업","2025-12-31","","","","","","","경기도 화성시 석우동 18번지 4호","경기도 화성시 삼성1로 209, 삼성디오네 오스피텔상가 117호,118호 (석우동)","18449","씨유동탄삼성디오네점","2026-01-02 10:58:39","U","2026-01-04 02:40:00","","206570.976547884","413348.041578353","49.5",
"157","안전상비의약품 판매업소","01_01_05_P","4050000","PHMH320204050149087500010","2020-06-29","","03","폐업","03","폐업","2026-01-02","","","","","","","경기도 용인시 수지구 고기동 235-2","경기도 용인시 수지구 이종무로 59 (고기동)","16800","씨유 고기유원지점","2026-01-02 14:14:16","U","2026-01-04 02:40:00","","204310.13974558","428417.175942633","136.94",
"158","안전상비의약품 판매업소","01_01_05_P","3910000","PHMH320213910168087500033","2021-08-06","","03","폐업","03","폐업","2025-12-30","","","","","","","경기도 평택시 세교동 439-3","경기도 평택시 평택로 284 (세교동)","17825","씨유 평택성모병원점","2026-01-02 16:26:10","U","2026-01-04 02:40:00","","206528.12628095","389641.576158318","0",
"159","안전상비의약품 판매업소","01_01_05_P","6510000","PHMH320216510096087500031","2021-05-31","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 오라삼동 2272-8","제주특별자치도 제주시 동성길 58 (오라삼동)","63148","씨유제주오라로점","2026-01-02 17:49:54","U","2026-01-04 02:40:00","","154258.302624653","14.8283302839229","0",
"160","안전상비의약품 판매업소","01_01_05_P","5540000","PHMH320215540016087500017","2021-04-29","","03","폐업","03","폐업","2026-01-02","","","","","","","경기도 광주시 송정동 69-1","경기도 광주시 수하길 14, 1층 일부호 (송정동)","12741","(주)코리아세븐 경기광주경화본점","2026-01-02 16:59:55","U","2026-01-04 02:40:00","","223094.779989333","434826.878525975","48",
"161","안전상비의약품 판매업소","01_01_05_P","3170000","PHMH320123170035087500061","2012-12-03","","03","폐업","03","폐업","2026-01-02","","","","","","153-803","서울특별시 금천구 가산동 371번지 42호","서울특별시 금천구 가산디지털2로 136 (가산동)","08503","씨유 가산승일점","2026-01-02 15:53:40","U","2026-01-04 02:40:00","","189285.310103951","441997.330701427","0",
"162","안전상비의약품 판매업소","01_01_05_P","3780000","PHMH320203780064087500042","2020-10-19","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 분당구 정자동 102-2 한솔마을 아파트 상가동 103, 104호","경기도 성남시 분당구 백현로 206-1, 한솔마을 아파트 103,104호 (정자동)","13607","지에스(GS)25분당한솔중앙점","2026-01-02 17:32:47","U","2026-01-04 02:40:00","","210304.091913399","429632.640910018","0",
"163","안전상비의약품 판매업소","01_01_05_P","3730000","PHMH320203730017087500027","2020-10-16","","03","폐업","03","폐업","2025-12-31","","","","","","","울산광역시 울주군 언양읍 동부리 377-6","울산광역시 울주군 언양읍 북문7길 1","44939","CU언양읍성로점","2026-01-02 14:00:23","U","2026-01-04 02:40:00","","392820.284054779","232115.369812582","0",
"164","안전상비의약품 판매업소","01_01_05_P","5540000","PHMH320145540016087500013","2014-05-09","","03","폐업","03","폐업","2026-01-02","","","","","","464-894","경기도 광주시 문형동 68-2","경기도 광주시 봉골길 116 (101(근원빌딩))","12774","세븐일레븐 경기광주봉골점","2026-01-02 17:00:14","U","2026-01-04 02:40:00","","","","0",
"165","안전상비의약품 판매업소","01_01_05_P","5710000","PHMH320124360079087500151","2012-11-21","","01","영업/정상","13","영업중","","","","","043-283-2117","","361-822","충청북도 청주시 서원구 분평동 1255번지","충청북도 청주시 서원구 1순환로1137번길 83 (분평동)","28795","GS25청주주은점","2026-01-02 14:21:22","U","2026-01-04 02:40:00","","243886.44540579","345524.422752905","0",
"166","안전상비의약품 판매업소","01_01_05_P","4010000","PHMH320124010027087500100","2012-11-01","","03","폐업","03","폐업","2026-01-02","","","","031-312-9970","","429-831","경기도 시흥시 신천동 782번지 1호","경기도 시흥시 신천로44번길 36 (신천동)","14950","CU 시흥복음자리점","2026-01-02 15:17:41","U","2026-01-04 02:40:00","","181380.646373083","437292.268315401","0",
"167","안전상비의약품 판매업소","01_01_05_P","3100000","PHMH320183100034087500005","2018-01-19","","03","폐업","03","폐업","2026-01-02","","","","","","","","서울특별시 노원구 석계로13길 23 (월계동)","01896","씨유광운대동문점","2026-01-02 14:00:47","U","2026-01-04 02:40:00","","205365.468800892","457542.275530755","0",
"168","안전상비의약품 판매업소","01_01_05_P","3830000","PHMH320203830262087500025","2020-12-18","","03","폐업","03","폐업","2026-01-02","","","","","","","경기도 안양시 만안구 안양동 433-2 안양 센트럴 헤센  호","경기도 안양시 만안구 안양로 174, 101동 101, 102호 (안양동, 안양 센트럴 헤센)","14033","씨유안양센트럴헤센점","2026-01-02 17:48:19","U","2026-01-04 02:40:00","","","","0",
"169","안전상비의약품 판매업소","01_01_05_P","3050000","PHMH320233050034087500030","2023-09-27","","03","폐업","03","폐업","2026-01-02","","","","","","","서울특별시 동대문구 장안동 447-17","서울특별시 동대문구 장한로8길 23-1, 1층 (장안동)","02643","지에스(GS)25 장안화이트점","2026-01-02 09:33:32","U","2026-01-04 02:40:00","","205926.899394818","451315.735159174","0",
"170","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320223740106087500022","2022-08-31","","03","폐업","03","폐업","2026-01-02","","","","","","","경기도 수원시 영통구 이의동 1358 광교아르데코","경기도 수원시 영통구 광교로42번길 80, 광교아르데코 1층 103호 (이의동)","16495","세븐일레븐 광교아르데코점","2026-01-03 11:28:50","U","2026-01-05 02:40:00","","203868.469065086","420479.800586297","104.47",
"171","안전상비의약품 판매업소","01_01_05_P","3620000","PHMH320263620020087500001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","광주광역시 북구 오치동 776-14","광주광역시 북구 서하로194번길 3 (오치동)","61120","지에스(GS)25 오치주공점","2026-01-05 16:50:53","I","2026-01-07 00:20:36","","190994.138244131","187518.675474934","0",
"172","안전상비의약품 판매업소","01_01_05_P","3560000","PHMH320263560021087500001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","인천광역시 서구 청라동 156-1 청라센트럴에일린의뜰","인천광역시 서구 청라커낼로 300, 판매2동 101, 102호 (청라동, 청라센트럴에일린의뜰)","22762","씨유 청라에일린점","2026-01-05 15:00:51","I","2026-01-07 00:20:36","","168731.983684308","448149.189627066","0",
"173","안전상비의약품 판매업소","01_01_05_P","4490000","PHMH320264490261087500002","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 서북구 두정동 1850 삼영스카이","충청남도 천안시 서북구 두정고2길 52-5, 삼영스카이 (두정동)","31089","씨유 천안두정스카이점","2026-01-05 13:23:57","I","2026-01-07 00:20:36","","211715.141977087","370796.411142634","0",
"174","안전상비의약품 판매업소","01_01_05_P","3150000","PHMH320263150037087500001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 화곡동 102-182 동일네오빌","서울특별시 강서구 초록마을로34길 85, 지층 B01호 (화곡동, 동일네오빌)","07730","세븐일레븐 화곡사랑점","2026-01-05 17:52:10","I","2026-01-07 00:20:36","","186194.411575886","448580.225359432","0",
"175","안전상비의약품 판매업소","01_01_05_P","5670000","PHMH320265670554087500001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","경상남도 창원시 성산구 용호동 67-1 일동임대아파트상가동","경상남도 창원시 성산구 외동반림로 210, 일동임대아파트상가동 107-1, 107-2, 108 일부호 (용호동)","51433","지에스(GS)25 창원일동점","2026-01-05 11:17:53","I","2026-01-07 00:20:36","","352602.633537336","194245.767798379","0",
"176","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320253400013087500009","2025-12-30","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 정관읍 모전리 685-9 나린빌","부산광역시 기장군 정관읍 모전2길 13, 나린빌 1층","46008","GS25 정관모전리점","2026-01-05 13:03:12","I","2026-01-07 00:20:36","","397167.595502031","206159.070215261","86.49",
"177","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320263740032087500001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","16671","","경기도 수원시 권선구 곡선로50번길 6-7, 천주교곡반정동성당 1층 (곡반정동)","16671","씨유 수원안다미로점","2026-01-05 17:51:10","I","2026-01-07 00:20:36","","202525.840913619","415174.06423387","198",
"178","안전상비의약품 판매업소","01_01_05_P","3180000","PHMH320263180034087500002","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 신길동 581 1층 102호","서울특별시 영등포구 신풍로23길 16, 1층 102호 (신길동)","07392","씨유 보라매뷰점","2026-01-05 12:28:10","I","2026-01-07 00:20:36","","192744.355863312","444357.229787784","66",
"179","안전상비의약품 판매업소","01_01_05_P","3530000","PHMH320133530019087500029","2013-03-11","","03","폐업","03","폐업","2026-01-02","","","","","","405-862","인천광역시 남동구 만수동 886번지 35호","인천광역시 남동구 구월로 341 (만수동, 유니콘빌딩)","21543","세븐일레븐 인천만수행복점","2026-01-05 17:40:04","U","2026-01-07 02:40:00","","175922.734610447","439292.056142409","0",
"180","안전상비의약품 판매업소","01_01_05_P","3530000","PHMH320183530019087500024","2018-03-28","","03","폐업","03","폐업","2026-01-02","","","","","","","인천광역시 남동구 서창동 538번지 태평아파트상가","인천광역시 남동구 장아산로 175, 태평아파트상가 1층 101,102호 (서창동)","21606","세븐일레븐 인천서창본점","2026-01-05 17:38:29","U","2026-01-07 02:40:00","","178004.783301773","437053.224445133","0",
"181","안전상비의약품 판매업소","01_01_05_P","3480000","PHMH320243480012087500016","2024-11-01","","01","영업/정상","13","영업중","","","","","","","","대구광역시 달성군 구지면 응암리 1199 대구국가산단 반도유보라 아이비파크","대구광역시 달성군 구지면 과학마을로3길 14, 301동 102~105호 (대구국가산단 반도유보라 아이비파크)","43008","지에스25 구지프리미엄점","2026-01-05 16:11:25","U","2026-01-07 02:40:00","","328342.10797327","240649.764741954","115.28",
"182","안전상비의약품 판매업소","01_01_05_P","3650000","PHMH320173650023087500027","2017-11-21","","03","폐업","03","폐업","2025-08-29","","","","042-527-8172","","","대전광역시 중구 유천동 325번지 29호 1층","대전광역시 중구 계백로1565번길 39, 1층 (유천동)","34891","지에스25버드내본점","2026-01-05 09:20:28","U","2026-01-07 02:40:00","","235245.580529304","313238.408942118","40",
"183","안전상비의약품 판매업소","01_01_05_P","3150000","PHMH320203150037087500005","2020-02-04","","03","폐업","03","폐업","2026-01-05","","","","","","","서울특별시 강서구 화곡동 102번지 182호","서울특별시 강서구 초록마을로34길 85, 비01호 (화곡동)","07730","세븐일레븐 화곡사랑","2026-01-05 17:51:16","U","2026-01-07 02:40:00","","186194.411575886","448580.225359432","0",
"184","안전상비의약품 판매업소","01_01_05_P","5670000","PHMH320215670554087500039","2021-12-17","","01","영업/정상","13","영업중","","","","","","","","경상남도 창원시 의창구 동읍 용잠리 250-5 삼우종합상가아파트","경상남도 창원시 의창구 동읍 의창대로915번길 13, 삼우종합상가아파트 101,102호, 109,110 호","51132","지에스(GS)25 창원동읍대박점","2026-01-05 11:29:54","U","2026-01-07 02:40:00","","353721.315778987","199207.804856841","103.32",
"185","안전상비의약품 판매업소","01_01_05_P","3550000","PHMH320253550020087500022","2025-12-19","","01","영업/정상","13","영업중","","","","","032-541-8660","","","인천광역시 계양구 상야동 16-5","인천광역시 계양구 벌말로 570, 외3필지(16-15,136-10,138-8 (상야동)","21009","세븐일레븐 계양벌말로점","2026-01-05 09:45:16","U","2026-01-07 02:40:00","","180440.36658937","452994.666753015","165",
"186","안전상비의약품 판매업소","01_01_05_P","3510500","PHMH320233510513087500010","2023-02-17","","03","폐업","03","폐업","2025-12-29","","","","","","","인천광역시 미추홀구 용현동 664 인천 SK Sky VIEW","인천광역시 미추홀구 용정공원로 33, C동 111, 112호 (용현동, 인천 SK Sky VIEW)","22188","지에스25 인천용학점","2026-01-05 09:48:52","U","2026-01-07 02:40:00","","168560.232132349","438658.597558231","60",
"187","안전상비의약품 판매업소","01_01_05_P","3310000","PHMH320123310024087500064","2012-11-13","","03","폐업","03","폐업","2026-01-05","","","","626-7737","","608-813","부산광역시 남구 대연동 1751번지 11호","부산광역시 남구 수영로220번길 8 (대연동)","48492","씨유 대연엔젤점","2026-01-05 19:37:03","U","2026-01-07 02:40:00","","390457.383424224","183717.302260407","102",
"188","안전상비의약품 판매업소","01_01_05_P","3560000","PHMH320213560021087500030","2021-05-07","","03","폐업","03","폐업","2025-01-02","","","","","","","인천광역시 서구 청라동 156-1 청라센트럴에일린의뜰","인천광역시 서구 청라커낼로 300, 101~102호 (청라동, 청라센트럴에일린의뜰)","22762","씨유 청라에일린점","2026-01-05 14:56:57","U","2026-01-07 02:40:00","","168731.983684308","448149.189627066","0",
"189","안전상비의약품 판매업소","01_01_05_P","4530000","PHMH320204530030087500023","2020-10-23","","03","폐업","03","폐업","2026-01-02","","","","","","","충청남도 서산시 해미면 읍내리 97-4","충청남도 서산시 해미면 남문2로 159","31960","씨유서산해미읍성점","2026-01-05 16:00:05","U","2026-01-07 02:40:00","","159599.935482842","356648.924343819","0",
"190","안전상비의약품 판매업소","01_01_05_P","3530000","PHMH320203530019087500059","2020-10-30","","01","영업/정상","13","영업중","","","","","","","","인천광역시 남동구 논현동 673-1 ,1층 101,102호","인천광역시 남동구 앵고개로934번길 13, 1층 101,102호 (논현동)","21673","씨유 인천소래중앙점","2026-01-05 13:55:10","U","2026-01-07 02:40:00","","176449.219487056","433329.218852314","59.5",
"191","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320224060023087500047","2022-09-20","","03","폐업","03","폐업","2025-12-31","","","","301-947-5522","","","경기도 파주시 아동동 339-1 초원종합슈퍼마켓","경기도 파주시 마무리길 28, 초원종합슈퍼마켓 1층 (아동동)","10930","지에스25 장안미소점","2026-01-05 09:08:01","U","2026-01-07 02:40:00","","180351.488821274","473213.873280637","0",
"192","안전상비의약품 판매업소","01_01_05_P","5540000","PHMH320155540016087500043","2015-11-30","","03","폐업","03","폐업","2025-10-31","","","","031-797-8013","","","경기도 광주시 추자동 363-21","경기도 광주시 오포로 676","12790","GS25 오포센터점","2026-01-05 16:43:17","U","2026-01-07 02:40:00","","","","62.7",
"193","안전상비의약품 판매업소","01_01_05_P","3380000","PHMH320183380023087500014","2018-10-31","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 1033번지 12호","부산광역시 수영구 망미번영로 36 (광안동)","48241","세븐일레븐 부산망미역점","2026-01-05 10:22:12","U","2026-01-07 02:40:00","","392084.650637716","187747.442297999","0",
"194","안전상비의약품 판매업소","01_01_05_P","3180000","PHMH320253180034087500008","2025-05-02","","03","폐업","03","폐업","2026-01-05","","","","","","","서울특별시 영등포구 신길동 581","서울특별시 영등포구 신풍로23길 16, 1층 102호 (신길동)","07392","씨유 보라매뷰점","2026-01-05 09:54:45","U","2026-01-07 02:40:00","","192744.355863312","444357.229787784","0",
"195","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320204060023087500075","2020-12-09","","03","폐업","03","폐업","2025-12-31","","","","","","","경기도 파주시 금촌동 71-9 장안아파트","경기도 파주시 금정18길 20 (금촌동, 장안아파트)","10929","씨유 금촌에이스점","2026-01-05 09:07:05","U","2026-01-07 02:40:00","","180114.215221704","473168.44148442","0",
"196","안전상비의약품 판매업소","01_01_05_P","3360000","PHMH320213360024087500003","2021-10-12","","01","영업/정상","13","영업중","","","","","","","","부산광역시 강서구 신호동 221-3","부산광역시 강서구 신호사로 68 (신호동)","46759","지에스25 신호기적점","2026-01-05 13:01:06","U","2026-01-07 02:40:00","","371414.318097327","177885.110069331","0",
"197","안전상비의약품 판매업소","01_01_05_P","3250000","PHMH320203250021087500008","2020-12-09","","03","폐업","03","폐업","2025-12-30","","","","","","","부산광역시 중구 동광동3가 28-5","부산광역시 중구 백산길 12, 1층 (동광동3가)","48951","세븐일레븐 부산중구용두산점","2026-01-05 10:45:47","U","2026-01-07 02:40:00","","","","0",
"198","안전상비의약품 판매업소","01_01_05_P","3690000","PHMH320203690018087500025","2020-12-08","","03","폐업","03","폐업","2026-01-05","","","","","","","울산광역시 중구 복산동 330-15","울산광역시 중구 손골3길 5, 1층 (복산동)","44430","씨유울산동덕현대점","2026-01-05 14:31:04","U","2026-01-07 02:40:00","","410881.876360399","231926.983631342","137.7",
"199","안전상비의약품 판매업소","01_01_05_P","3490000","PHMH320203490019087500011","2020-12-07","","01","영업/정상","13","영업중","","","","","","","","인천광역시 중구 신흥동3가 50-5","인천광역시 중구 서해대로 186, 신흥동 1층 104,105호 (신흥동3가)","22339","세븐일레븐 인천중구신흥제일점","2026-01-05 13:32:37","U","2026-01-07 02:40:00","","166520.616584408","438089.03790242","90",
"200","안전상비의약품 판매업소","01_01_05_P","3910000","PHMH320263910165087500001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 고덕동 2705-1 고덕대광로제비앙모아엘가","경기도 평택시 고덕국제8로 10, 1동 B125,B126호 (고덕동, 고덕대광로제비앙모아엘가)","18019","지에스25 고덕로제비앙점","2026-01-06 10:21:17","I","2026-01-09 00:20:01","","","","86",
"201","안전상비의약품 판매업소","01_01_05_P","3910000","PHMH320263910168087500001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 현덕면 화양리 0 e편한세상 평택 라씨엘로","경기도 평택시 현덕면 화양현화2로 45, 상가동 109호 (e편한세상 평택 라씨엘로)","18036","지에스25 평택라씨엘로점","2026-01-06 16:49:28","I","2026-01-09 00:20:01","","","","3.3",
"202","안전상비의약품 판매업소","01_01_05_P","5680000","PHMH320265680060087500001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","충청남도 당진시 수청동 983","충청남도 당진시 밤절로 152, 103,104호 (수청동)","31771","씨유 당진원당점","2026-01-06 09:02:44","I","2026-01-09 00:20:01","","168387.050091534","377835.411311554","83.7",
"203","안전상비의약품 판매업소","01_01_05_P","5310000","PHMH320265310029087500001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","경상남도 진주시 신안동 12-38","경상남도 진주시 진양호로 375, 1층 (신안동)","52673","GS25 진주뉴우정점","2026-01-06 10:22:06","I","2026-01-09 00:20:01","","297308.264313183","187947.626048069","77",
"204","안전상비의약품 판매업소","01_01_05_P","5700000","PHMH320265700008087500001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","경기도 여주시 교동 673 여주역 센트레빌 트리니체","경기도 여주시 향교로 92, 지하1층 02호 (교동, 여주역 센트레빌 트리니체)","12644","씨유 여주트리니체점","2026-01-06 16:29:05","I","2026-01-09 00:20:01","","","","79",
"205","안전상비의약품 판매업소","01_01_05_P","4711000","PHMH320264711034087500001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 김제시 금산면 성계리 399-4","전북특별자치도 김제시 금산면 금평로 342, 1층","54346","CU 금산사IC점","2026-01-07 09:01:29","I","2026-01-09 00:20:01","","199230.512673893","247512.168845712","3.3",
