"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","폐기물처리업구분명","폐기물처리업별처리구분명","폐기물구분명","허용보관량","허용보관량내용",
"64","건설폐기물처리업","09_30_05_P","3740000","374000092201800002","2018-07-20","","01","영업/정상","BBBB","영업","","","","","031-223-5028","","","경기도 수원시 권선구 오목천동 415-3","경기도 수원시 권선구 효행로 61, 1층 (오목천동)","16634","고강 주식회사","2026-01-07 17:09:07","U","2026-01-09 02:40:00","","196493.959683389","415171.923387785","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"65","건설폐기물처리업","09_30_05_P","4810000","481000092200700003","2007-08-20","","01","영업/정상","BBBB","영업","","","","","0616552229","","550-140","전라남도 여수시 연등동 719-5번지","","","(유)대한환경-사업장생활","2026-01-07 16:57:18","U","2026-01-09 02:40:00","","","","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"66","건설폐기물처리업","09_30_05_P","4990000","499000092200900001","2009-05-19","","02","휴업","1","휴업","","2023-09-14","","","","","537-800","전라남도 완도군 완도읍 군내리 1244-1","전라남도 완도군 완도읍 개포로62번길 12","","(유)해양환경","2026-01-07 10:48:04","U","2026-01-09 02:40:00","","176549.667595977","91036.2022766566","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"67","건설폐기물처리업","09_30_05_P","4810000","481000092201000003","2024-03-11","","01","영업/정상","BBBB","영업","","","","","061-681-4144","","","전라남도 여수시 주삼동 212","전라남도 여수시 여수산단로 86-18 (주삼동)","59631","(주)국제환경","2026-01-06 17:19:12","U","2026-01-09 02:40:00","","260778.324190392","143810.733833687","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"68","건설폐기물처리업","09_30_05_P","5190000","519000092200200001","2002-02-27","","01","영업/정상","BBBB","영업","","","","","0543712388","","","경상북도 청도군 청도읍 고수리 513-2","경상북도 청도군 청도읍 고수구길 60","38344","주식회사 재아건설","2026-01-06 10:12:15","U","2026-01-09 02:40:00","","357520.971447506","239668.46637409","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"69","건설폐기물처리업","09_30_05_P","3560000","356000092201100001","2026-01-06","","01","영업/정상","BBBB","영업","","","","","5633-114","","","인천광역시 서구 오류동 1536 1536-1","인천광역시 서구 검단천로 151 (오류동,1536-1)","22665","(주)아이케이","2026-01-06 14:07:39","U","2026-01-09 02:40:00","","164218.33199322","453775.399579853","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"70","건설폐기물처리업","09_30_05_P","3560000","356000092199600002","2025-08-06","","01","영업/정상","BBBB","영업","","","","","5633-114","","","인천광역시 서구 오류동 1536 1536-1","인천광역시 서구 검단천로 151 (오류동,1536-1)","22665","(주)아이케이","2026-01-06 14:07:39","U","2026-01-09 02:40:00","","164218.33199322","453775.399579853","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"71","건설폐기물처리업","09_30_05_P","5050000","505000092202000002","2020-10-28","","01","영업/정상","BBBB","영업","","","","","054-748-8002","","","경상북도 경주시 천북면 신당리 산 82-16","경상북도 경주시 천북면 천북로 160","38043","(주)에코환경","2026-01-06 17:38:15","U","2026-01-09 02:40:00","","","","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"72","건설폐기물처리업","09_30_05_P","4830000","483000092202200001","2022-01-21","","01","영업/정상","BBBB","영업","","","","","","","","전라남도 나주시 산포면 송림리 163-10","전라남도 나주시 산포면 산포로 326","58214","남산(주)(사업장비배출시설계)","2026-01-06 09:22:25","U","2026-01-09 02:40:00","","182230.299562011","169868.945196568","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"73","건설폐기물처리업","09_30_05_P","3670000","367000092202100003","2022-01-21","","01","영업/정상","BBBB","영업","","","","","042-546-4950","","","대전광역시 유성구 덕명동 614-4 유성 숲 오투그란데3차 504동 1702호","대전광역시 유성구 학하중앙로 60, 504동 1702호 (덕명동, 유성 숲 오투그란데3차)","34159","(주)이수건설환경","2026-01-07 11:14:21","U","2026-01-09 02:40:00","","226881.415960795","316179.872514683","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"74","건설폐기물처리업","09_30_05_P","5530000","553000092202300007","2026-01-06","","01","영업/정상","BBBB","영업","","","","","","","","경기도 화성시 반송동 106-3 돌모루프라자","경기도 화성시 노작로 147, 돌모루프라자 601동 비06호 (반송동)","18455","케이환경개발 주식회사","2026-01-06 17:57:23","U","2026-01-09 02:40:00","","206447.475841143","411021.948564702","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"75","건설폐기물처리업","09_30_05_P","5530000","553000092202300010","2026-01-06","","01","영업/정상","BBBB","영업","","","","","0313558060","","","경기도 화성시 남양읍 신남리 595-2","경기도 화성시 남양읍 신남안길187번길 8-46","18269","경기이엔티 주식회사","2026-01-06 17:58:17","U","2026-01-09 02:40:00","","183358.505026753","409627.836266701","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"76","건설폐기물처리업","09_30_05_P","3600000","360000092202400001","2024-04-19","","01","영업/정상","BBBB","영업","","","","","062-531-5223","","","광주광역시 서구 동천동 235","광주광역시 서구 하남대로550번길 61-9 (동천동)","61901","광주자원순환 협동조합","2026-01-07 15:03:42","U","2026-01-09 02:40:00","","186471.004543338","185512.396675669","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"77","건설폐기물처리업","09_30_05_P","3650000","365000092200900003","2009-08-07","","01","영업/정상","BBBB","영업","","","","","0425822335","","301-213","대전광역시 중구 안영동 508-8","대전광역시 중구 유등천동로 50 (안영동)","","금강환경개발합자회사","2026-01-06 16:28:01","U","2026-01-09 02:40:00","","233756.494774917","310039.366010777","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"78","건설폐기물처리업","09_30_05_P","5410000","541000092200500001","2005-04-18","","01","영업/정상","BBBB","영업","","","","","055 5325700","","635-821","경상남도 창녕군 대지면 본초리 237","경상남도 창녕군 대지면 우포1대로 1218","635-820","(주)두남환경","2026-01-07 18:51:07","U","2026-01-09 02:40:00","","331357.681489007","226997.037537432","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","16724.85","",
"79","건설폐기물처리업","09_30_05_P","5400000","540000092200300038","2021-04-01","","01","영업/정상","BBBB","영업","","","","","5862288","","637-922","경상남도 함안군 칠원읍 무기리 498-8 외 10필지","경상남도 함안군 칠원읍 무기2길 90 ((주)삼우환경)","52026","(주)삼우리콘산업","2026-01-07 19:23:25","U","2026-01-09 02:40:00","","340854.161382727","200139.622136326","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"80","건설폐기물처리업","09_30_05_P","3490000","349000092200900004","2024-08-26","","01","영업/정상","BBBB","영업","","","","","0325557971","","","인천광역시 중구 항동7가 104-2","인천광역시 중구 서해대로93번길 14-1, 3층 (항동7가)","22342","인성코퍼레이션(주)","2026-01-06 14:13:20","U","2026-01-09 02:40:00","","165887.293970784","437526.628205994","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"81","건설폐기물처리업","09_30_05_P","3480000","348000092202000003","2023-02-16","","01","영업/정상","BBBB","영업","","","","","053-527-9144","","","대구광역시 달서구 감삼동 146-33","대구광역시 달서구 달구벌대로 1568, 3층 (감삼동)","42642","장한건설(주)","2026-01-06 10:22:49","U","2026-01-09 02:40:00","","338911.7752834","262195.700335311","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","13866.67","",
"82","건설폐기물처리업","09_30_05_P","5670000","567015692201100002","2011-12-30","","01","영업/정상","BBBB","영업","","","","","055-272-0112","","631-833","경상남도 창원시 마산합포구 진전면 율티리 213-12 , 192-2, 213-15, 193-1, 193, 195, 186-10, 213-17","경상남도 창원시 마산합포구 진전면 삼진의거대로 364-179","51796","좋은환경(주)","2026-01-07 11:26:29","U","2026-01-09 02:40:00","","332720.135577251","179814.829416303","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","17566.4","",
"83","건설폐기물처리업","09_30_05_P","5670000","567015692201200005","2012-07-09","","01","영업/정상","BBBB","영업","","","","","055-272-0112","","631-833","경상남도 창원시 마산합포구 진전면 율티리 213-12 , 192-2, 213-15, 193-1, 193, 195, 186-10, 213-17","경상남도 창원시 마산합포구 진전면 삼진의거대로 364-179","51796","좋은환경(주)","2026-01-07 11:26:29","U","2026-01-09 02:40:00","","332720.135577251","179814.829416303","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"84","건설폐기물처리업","09_30_05_P","3910000","391000092201300001","2013-06-04","","01","영업/정상","BBBB","영업","","","","","0316115601","","451-864","경기도 평택시 진위면 하북리 596-24","경기도 평택시 진위면 송탄고가길 5-43","451-864","(주)주원_배출시설계","2026-01-06 18:16:16","U","2026-01-09 02:40:00","","205015.990442448","399409.068994533","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"85","건설폐기물처리업","09_30_05_P","5530000","553000092201800002","2019-10-10","","01","영업/정상","BBBB","영업","","","","","","","","경기도 화성시 안녕동 188-371","경기도 화성시 안녕길 69-27 (안녕동)","18325","제이스건설산업(주)","2026-01-06 17:58:00","U","2026-01-09 02:40:00","","199399.212229253","411137.516495696","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"86","건설폐기물처리업","09_30_05_P","5710000","573000092201400002","2026-01-07","","01","영업/정상","BBBB","영업","","","","","0432666395","","","충청북도 청주시 흥덕구 화계동 36","충청북도 청주시 흥덕구 화계로 9 (화계동)","28294","미래개발산업(주)","2026-01-07 18:58:30","U","2026-01-09 02:40:00","","239821.083194661","350740.873257122","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"87","건설폐기물처리업","09_30_05_P","3670000","367000092200600012","2006-11-30","","03","폐업","2","폐업","2007-08-20","","","","","","","대전광역시 동구 가오동 497 은어송마을6단지","대전광역시 동구 신기로 100, 604동 1001호 (가오동, 은어송마을6단지)","34680","동서자원환경","2026-01-07 11:15:38","U","2026-01-09 02:40:00","","240980.336366486","312197.671529459","건설폐기물처리업사업계획(허가)신청","","","","0","",
"88","건설폐기물처리업","09_30_05_P","3730000","373000092201700002","2017-05-19","","01","영업/정상","BBBB","영업","","","","","052-266-4404","","","","울산광역시 울주군 온산읍 종동길 145-13","45008","(주)좋은환경","2026-01-06 17:23:52","U","2026-01-09 02:40:00","","411462.461191393","214310.070940106","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"89","건설폐기물처리업","09_30_05_P","3150000","315000092200700001","2011-02-11","","01","영업/정상","BBBB","영업","","","","","","","","서울특별시 강서구 개화동 323","서울특별시 강서구 금낭화로26가길 152-126 (개화동)","07501","(주)인광CNT","2026-01-07 09:15:50","U","2026-01-09 02:40:00","","183479.955247008","453679.379510644","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"90","건설폐기물처리업","09_30_05_P","5350000","535000092200500006","2026-01-06","","01","영업/정상","BBBB","영업","","","","","","","","경상남도 김해시 한림면 안곡리 729-3","경상남도 김해시 한림면 안곡로333번길 82","50852","(주)티지알 김해지점","2026-01-06 18:31:13","U","2026-01-09 02:40:00","","367444.098355167","199964.948016471","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"91","건설폐기물처리업","09_30_05_P","3860000","386000092200100002","2001-09-03","","01","영업/정상","BBBB","영업","","","","","032-675-5300","","","경기도 부천시 오정구 오정동 805-3","경기도 부천시 오정구 신흥로511번길 165 (오정동)","14446","우광개발(주)","2026-01-07 09:59:20","U","2026-01-09 02:40:00","","179546.419982965","447598.485944214","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"92","건설폐기물처리업","09_30_05_P","4530000","453000092200800002","2002-11-21","","01","영업/정상","BBBB","영업","","","","","041-688-6388","","356-824","충청남도 서산시 해미면 산수리 145-4","충청남도 서산시 해미면 산수로 137-24","356-824","우선산업(주)","2026-01-06 20:28:44","U","2026-01-09 02:40:00","","161945.795424377","355379.530593443","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","16000","",
"93","건설폐기물처리업","09_30_05_P","5690000","569000092201000001","2010-03-19","","01","영업/정상","BBBB","영업","","","","","044-862-5123","","","세종특별자치시 전동면 송성리 668 667,655,653,671,756","세종특별자치시 전동면 솔티로 341","30009","(주)에너지세종","2026-01-07 08:16:57","U","2026-01-09 02:40:00","","219361.526603361","347395.711195903","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"94","건설폐기물처리업","09_30_05_P","5690000","569000092200800002","2006-06-19","","01","영업/정상","BBBB","영업","","","","","0448625123","","339-842","세종특별자치시 전동면 송성리 668","세종특별자치시 전동면 솔티로 341","339-842","(주)에너지세종","2026-01-07 08:17:10","U","2026-01-09 02:40:00","","219361.526603361","347395.711195903","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","22000","",
"95","건설폐기물처리업","09_30_05_P","4060000","406000092200000026","2000-11-04","","01","영업/정상","BBBB","영업","","","","","031-943-6688","","","경기도 파주시 월롱면 영태리 14-7 ,14-38, 14-11, 14-37, 산38-24(일부), 뇌조리 563-4, 563-5, 산1-19(일부","경기도 파주시 월롱면 정문로 160 (영태리14-7외2필지, 뇌조리563-4)","10945","(주)파주비앤알","2026-01-07 08:55:46","U","2026-01-09 02:40:00","","183270.905672331","474847.349461902","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"96","건설폐기물처리업","09_30_05_P","3130000","313000092200400001","2025-04-18","","01","영업/정상","BBBB","영업","","","","","023374700","","","서울특별시 마포구 성산동 209-1 진영빌딩 207호","서울특별시 마포구 월드컵북로 78, 진영빌딩 207호 (성산동)","03978","삼은이엔지","2026-01-06 09:08:27","U","2026-01-09 02:40:00","","192513.961688702","450966.302367257","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"97","건설폐기물처리업","09_30_05_P","5350000","535000092201800002","2025-11-11","","01","영업/정상","BBBB","영업","","","","","0553218884","","","경상남도 김해시 구산동 257 광남백조아파트","경상남도 김해시 가락로 223, 1층 14호 (구산동, 광남백조아파트)","50909","(주)대한산업개발","2026-01-07 13:17:47","U","2026-01-09 02:40:00","","370504.380072883","195585.303235344","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"98","건설폐기물처리업","09_30_05_P","5100000","510000092202300002","2023-12-08","","01","영업/정상","BBBB","영업","","","","","054-331-8890","","","경상북도 영천시 조교동 344","경상북도 영천시 조흔달4길 14 (조교동)","38865","주식회사 독도환경","2026-01-07 14:11:32","U","2026-01-09 02:40:00","","377125.137278284","276906.755441343","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"99","건설폐기물처리업","09_30_05_P","3470000","347000092202500001","2025-01-23","","01","영업/정상","BBBB","영업","","","","","053-201-8272","","","대구광역시 달서구 송현동 1995-6","대구광역시 달서구 월배로84길 64, 101호 (송현동)","42819","(주)해인환경","2026-01-06 15:56:09","U","2026-01-09 02:40:00","","340426.857167368","259934.001645814","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"100","건설폐기물처리업","09_30_05_P","4980000","498000092202500001","2026-01-08","","01","영업/정상","BBBB","영업","","","","","0613939058","","","전라남도 장성군 장성읍 영천리 789-3","전라남도 장성군 장성읍 영천로 221, 1층","57220","(주)이음이앤씨","2026-01-08 21:25:21","I","2026-01-10 00:20:07","","180509.202403485","200529.490287187","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"101","건설폐기물처리업","09_30_05_P","4600000","460000092199700004","2020-11-26","","01","영업/정상","BBBB","영업","","","","","0416427766","","","충청남도 홍성군 서부면 판교리 626","충청남도 홍성군 서부면 홍남서로362번길 16-14","32205","명진환경산업(주)","2026-01-08 13:06:38","U","2026-01-10 02:40:00","","156566.932136528","338118.148002118","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"102","건설폐기물처리업","09_30_05_P","4070000","407000092200100005","2009-12-22","","01","영업/정상","BBBB","영업","","","","","0316328888","","467-851","경기도 이천시 대월면 군량리 618-1, 197-10, 197-11, 197-12","경기도 이천시 대월면 양녕로 57","467-851","하나케이(주)","2026-01-08 16:58:46","U","2026-01-10 02:40:00","","244288.810708433","408917.352134452","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"103","건설폐기물처리업","09_30_05_P","4070000","407000035200600024","2012-05-30","","01","영업/정상","BBBB","영업","","","","","0316328888","","467-851","경기도 이천시 대월면 군량리 618-1, 197-10, 197-11, 197-12","경기도 이천시 대월면 양녕로 57","467-851","하나케이(주)","2026-01-08 16:58:46","U","2026-01-10 02:40:00","","244288.810708433","408917.352134452","건설폐기물처리업사업계획(허가)신청","","","","0","",
"104","건설폐기물처리업","09_30_05_P","4070000","407000092200600001","2014-02-17","","01","영업/정상","BBBB","영업","","","","","0316328888","","467-851","경기도 이천시 대월면 군량리 618-1, 197-10, 197-11, 197-12","경기도 이천시 대월면 양녕로 57","467-851","하나케이(주)","2026-01-08 16:58:46","U","2026-01-10 02:40:00","","244288.810708433","408917.352134452","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","48624","",
"105","건설폐기물처리업","09_30_05_P","4321000","432100092200900001","2026-01-08","","01","영업/정상","BBBB","영업","","","","","4829777","","","강원특별자치도 양구군 국토정중앙면 야촌리 197","강원특별자치도 양구군 국토정중앙면 춘양밤골길 186","","그린개발(주)","2026-01-08 10:02:16","U","2026-01-10 02:40:00","","292942.583384209","513195.233754301","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","12000","",
"106","건설폐기물처리업","09_30_05_P","3660000","366000092200600001","2006-12-29","","01","영업/정상","BBBB","영업","","","","","0425811503","","301-803","대전광역시 중구 안영동 508-10","","","(주)라인산업","2026-01-08 15:37:18","U","2026-01-10 02:40:00","","233742.732776867","310016.615144758","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"107","건설폐기물처리업","09_30_05_P","4641000","464100092202400004","2024-08-06","","01","영업/정상","BBBB","영업","","","","","","","","전북특별자치도 전주시 덕진구 용정동 188-3","전북특별자치도 전주시 덕진구 용신길 74-3 (용정동)","54806","지리산환경","2026-01-08 13:56:36","U","2026-01-10 02:40:00","","205365.004815707","264407.510449293","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"108","건설폐기물처리업","09_30_05_P","3230000","323000092200100005","2015-09-24","","01","영업/정상","BBBB","영업","","","","","024076250","","138-858","서울특별시 송파구 오금동 48-10 프라임빌딩 2층","서울특별시 송파구 중대로38길 8, 2층 (오금동, 프라임빌딩)","138-858","은혜중기7","2026-01-08 14:04:11","U","2026-01-10 02:40:00","","211266.842525914","444578.554534791","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"109","건설폐기물처리업","09_30_05_P","5190000","519000092202100001","2021-12-07","","01","영업/정상","BBBB","영업","","","","","","","","경상북도 청도군 금천면 동곡리 785-7","경상북도 청도군 금천면 금천로 41, 2층","38362","(주)대원건설","2026-01-08 10:49:59","U","2026-01-10 02:40:00","","371112.74970444","245262.472525032","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"110","건설폐기물처리업","09_30_05_P","4550000","455000092200900002","2009-06-03","","01","영업/정상","BBBB","영업","","","","","","","","대전광역시 서구 복수동 612 초록마을2단지","","","서해골재환경","2026-01-08 14:26:42","U","2026-01-10 02:40:00","","234080.334724275","311259.031683437","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"111","건설폐기물처리업","09_30_05_P","3510500","351050092202400002","2024-04-23","","01","영업/정상","BBBB","영업","","","","","032-228-1001","","","인천광역시 미추홀구 학익동 401-21 인하대역시네마타워","인천광역시 미추홀구 매소홀로 255, 인하대역시네마타워 418호 (학익동)","22201","제이엔씨주식회사","2026-01-08 15:16:02","U","2026-01-10 02:40:00","","169119.180898472","438218.418881943","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"112","건설폐기물처리업","09_30_05_P","4080000","408000092200800002","1996-10-25","","01","영업/정상","BBBB","영업","","","","","0316767411","","","경기도 안성시 사곡동 224 (주)금송산업개발","경기도 안성시 안성맞춤대로 1504 (사곡동)","17539","(주)금송산업개발","2026-01-08 14:26:43","U","2026-01-10 02:40:00","","223320.836826146","393743.629222168","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","12000","",
"113","건설폐기물처리업","09_30_05_P","4080000","408000092201300001","2013-05-21","","01","영업/정상","BBBB","영업","","","","","0316767411","","","경기도 안성시 사곡동 224 (주)금송산업개발","경기도 안성시 안성맞춤대로 1504 (사곡동)","17539","(주)금송산업개발","2026-01-08 14:26:43","U","2026-01-10 02:40:00","","223320.836826146","393743.629222168","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"114","건설폐기물처리업","09_30_05_P","4930000","493000092202200001","2026-01-07","","01","영업/정상","BBBB","영업","","","","","061-537-4775","","","전라남도 해남군 해남읍 복평리 969-5 외 4필지(969-4, 969-6, 970-3, 970-6)","전라남도 해남군 해남읍 길호길 88-122, 복평리 969-5 외 4필지(969-4, 969-6, 970-3, 970-6)","59045","(유)광성환경","2026-01-08 13:15:05","U","2026-01-10 02:40:00","","157507.124439101","117665.831902855","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","9603","",
"115","건설폐기물처리업","09_30_05_P","5460000","546000092201100002","2021-10-20","","01","영업/정상","BBBB","영업","","","","","0559644000","","676-811","경상남도 함양군 수동면 우명리 887-3 ,886-5","경상남도 함양군 수동면 구라길 95","676-811","(주)승안환경","2026-01-08 16:25:32","U","2026-01-10 02:40:00","","271395.315574556","229109.281025145","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","9900","",
"116","건설폐기물처리업","09_30_05_P","5400000","540000092201300002","2013-08-29","","01","영업/정상","BBBB","영업","","","","","055-251-9993","","","경상남도 창원시 마산회원구 회성동 462-3 삼양사 202동 1호","경상남도 함안군 군북면 현포로 152","52063","(주)아시아환경","2026-01-08 11:39:13","U","2026-01-10 02:40:00","","342243.928058948","193724.650947243","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"117","건설폐기물처리업","09_30_05_P","3150000","315000092200000001","2009-12-17","","01","영업/정상","BBBB","영업","","","","","0226657795","","","서울특별시 강서구 방화동 33","","","청도환경(주)","2026-01-08 20:39:43","U","2026-01-10 02:40:00","","183586.498859105","453586.756591684","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","864","",
"118","건설폐기물처리업","09_30_05_P","5370000","537000092202200001","2023-03-09","","03","폐업","2","폐업","2023-03-09","","","","","","","경상남도 거제시 연초면 죽토리 1198-20","경상남도 거제시 연초면 거제북로 156, 101호","53212","(주)조은환경산업","2026-01-08 14:24:37","U","2026-01-10 02:40:00","","351170.587724915","159638.025644961","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"119","건설폐기물처리업","09_30_05_P","4450000","445000092200600002","2023-06-07","","01","영업/정상","BBBB","영업","","","","","0435378063","","365-823","충청북도 진천군 이월면 삼용리 34-7 외 4필지","충청북도 진천군 이월면 수청길 149-13 (외 4필지)","","동아환경개발(주)","2026-01-08 18:53:10","U","2026-01-10 02:40:00","","242610.004526669","378724.370232665","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"120","건설폐기물처리업","09_30_05_P","4030000","403000092201300003","2013-07-04","","01","영업/정상","BBBB","영업","","","","","0314293832","","","경기도 의왕시 고천동 407-1 성진아파트형공장","경기도 의왕시 고산로 74, 성진아파트형공장 702호 (고천동)","16073","지에이치(주)","2026-01-08 11:17:23","U","2026-01-10 02:40:00","","196647.868119047","427769.002485415","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"121","건설폐기물처리업","09_30_05_P","4761000","476100092202400001","2024-12-17","","01","영업/정상","BBBB","영업","","","","","0636449232","","","전북특별자치도 임실군 임실읍 두곡리 103-5","전북특별자치도 임실군 임실읍 춘향로 2961","55923","(유)태승건설","2026-01-08 10:59:10","U","2026-01-10 02:40:00","","225907.019373827","237145.145538443","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"122","건설폐기물처리업","09_30_05_P","4641000","464100092202400006","2024-11-19","","03","폐업","2","폐업","2026-01-12","","","","","","","전북특별자치도 전주시 완산구 중화산동2가 616 강석빌딩","전북특별자치도 전주시 완산구 중화산로 68, 강석빌딩 201호 (중화산동2가)","54977","유한회사 드림환경","2026-01-09 16:54:18","U","2026-01-11 02:40:00","","210633.180145264","257355.347810839","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"123","건설폐기물처리업","09_30_05_P","5050000","505000092201200002","2012-07-26","","01","영업/정상","BBBB","영업","","","","","0547499292","","780-934","경상북도 경주시 동천동 910-4","경상북도 경주시 탈해로 28, 나동 1층 105호 (동천동)","38110","대풍건설(주)","2026-01-09 14:05:17","U","2026-01-11 02:40:00","","401315.761868593","263222.656810114","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"124","건설폐기물처리업","09_30_05_P","4820000","482000092200900004","2009-11-23","","01","영업/정상","BBBB","영업","","","","","061-744-5353","","540-871","전라남도 순천시 별량면 금치리 1303-6","전라남도 순천시 별량면 녹색로 32","540-871","(주)대일환경산업","2026-01-09 17:20:13","U","2026-01-11 02:40:00","","234753.203613359","149550.048493906","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"125","건설폐기물처리업","09_30_05_P","3360000","336000092201900005","2025-12-18","","01","영업/정상","BBBB","영업","","","","","","","","부산광역시 강서구 명지동 3229-26","부산광역시 강서구 명지오션시티9로 50, 102동 1711호 (명지동)","46762","(주)우호기업","2026-01-09 16:35:41","U","2026-01-11 02:40:00","","373408.142786646","178196.072137215","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"126","건설폐기물처리업","09_30_05_P","5700000","570000092202000002","2024-04-18","","01","영업/정상","BBBB","영업","","","","","0318811300","","","경기도 여주시 가남읍 대신리 662","경기도 여주시 가남읍 대신리길 213","12663","현대환경(주)","2026-01-09 09:05:35","U","2026-01-11 02:40:00","","247324.669223437","408948.679328092","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"127","건설폐기물처리업","09_30_05_P","3360000","336000092202000001","2025-08-06","","01","영업/정상","BBBB","영업","","","","","","","","부산광역시 강서구 명지동 3229-26","부산광역시 강서구 명지오션시티9로 50, 102동 1711호 (명지동)","46762","(주)우호기업","2026-01-09 16:35:41","U","2026-01-11 02:40:00","","373408.142786646","178196.072137215","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
