"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","사무실면적","소독차량차고면적","초미립자살포기수","휴대용소독기수","동력분무기수","수동식분무기수","방독면수","보호안경수","보호용의복수","진공청소기수",
"68","소독업","09_30_11_P","5420000","PHMB520255420013042500002","2025-12-23","","01","영업/정상","13","영업중","","","","","","","","경상남도 고성군 상리면 고봉리 520-1","경상남도 고성군 상리면 고봉로 13","52950","고봉 주식회사","2026-01-02 16:10:35","U","2026-01-04 02:40:00","","306815.912515864","170716.246080578","94.5","18","1","2","0","3","5","5","5","1",
"69","소독업","09_30_11_P","4060000","PHMB520234060477042500003","2023-02-15","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 법원읍 대능리 81-6 한국SGI법원문화회관","경기도 파주시 법원읍 법원로 17-22, 한국SGI법원문화회관","10826","매직라이프","2026-01-02 14:18:08","U","2026-01-04 02:40:00","","189000.090522313","482900.818997539","320.73","73","1","2","0","3","5","5","5","1",
"70","소독업","09_30_11_P","3930000","PHMB520243930154042500001","2024-01-19","","01","영업/정상","13","영업중","","","","","031-729-0504","","","경기도 안산시 단원구 고잔동 535-2 코스모프라자","경기도 안산시 단원구 고잔2길 45, 코스모프라자 고잔동 7층 405호 (고잔동)","15360","주식회사 미소홀딩스","2026-01-02 09:30:15","U","2026-01-04 02:40:00","","185403.460476815","424004.760892409","9.9","9.9","1","2","0","3","5","5","5","1",
"71","소독업","09_30_11_P","3930000","PHMB520183930154042500007","2018-08-20","","01","영업/정상","13","영업중","","","","","031-403-2358","","","경기도 안산시 단원구 고잔동 750번지 4호 덕양빌딩","경기도 안산시 단원구 안산천남로 267, 덕양빌딩 301호 (고잔동)","15465","주식회사 태승시스템","2026-01-02 09:40:16","U","2026-01-04 02:40:00","","185879.289942369","423457.088666722","39.6","16.5","1","2","0","3","5","5","5","1",
"72","소독업","09_30_11_P","3930000","PHMB520203930154042500014","2020-08-28","","01","영업/정상","13","영업중","","","","","031-501-8272","","","경기도 안산시 단원구 고잔동 744-1","경기도 안산시 단원구 이삭1길 10-4, 2층 203호 (고잔동)","15466","에스에스크린","2026-01-02 09:33:45","U","2026-01-04 02:40:00","","185568.65","423451.175","17.8","2.5","1","2","0","3","5","5","5","1",
"73","소독업","09_30_11_P","3930000","PHMB520203930154042500011","2020-07-27","","01","영업/정상","13","영업중","","","","","031-493-6845","","","경기도 안산시 단원구 고잔동 507-8","경기도 안산시 단원구 삼일로 461, 3층 (고잔동)","15271","청소사업단구석구석","2026-01-02 09:34:28","U","2026-01-04 02:40:00","","184693.13","425396.79","67.4","21.3","1","2","0","3","5","5","5","1",
"74","소독업","09_30_11_P","3930000","PHMB520213930154042500015","2021-08-24","","01","영업/정상","13","영업중","","","","","031-482-9852","","","경기도 안산시 단원구 고잔동 542-2 우진빌딩 3동 314-1호","경기도 안산시 단원구 안산천서로 9, 우진빌딩 3층 314-1호 (고잔동)","15361","(주)조이폴리오","2026-01-02 09:11:23","U","2026-01-04 02:40:00","","185951.938343727","423939.412851421","22.17","9.15","1","2","0","3","5","5","5","2",
"75","소독업","09_30_11_P","3990000","PHMB520223990309042500017","2022-12-23","","03","폐업","03","폐업","2026-01-02","","","","","","","경기도 남양주시 수동면 입석리 347-1","경기도 남양주시 수동면 비룡로782번길 8, 1층 103호","12029","수동중기","2026-01-02 11:04:51","U","2026-01-04 02:40:00","","228509.931602376","467294.626021852","6","7","1","2","0","3","5","5","5","1",
"76","소독업","09_30_11_P","3180000","PHMB520213180034042500007","2021-04-27","","01","영업/정상","13","영업중","","","","","02-783-1360","","","서울특별시 영등포구 여의도동 36-2","서울특별시 영등포구 국제금융로6길 33, 맨하탄빌딩  1005호 (여의도동)","07331","ABMS(주)","2026-01-02 15:49:59","U","2026-01-04 02:40:00","","193469.554731741","446508.068667777","29.5","29.5","1","2","0","3","5","5","5","1",
"77","소독업","09_30_11_P","5710000","PHMB520144360069042500002","2014-04-08","","01","영업/정상","13","영업중","","","","","043-263-9431","","","충청북도 청주시 서원구 죽림동 108-1","충청북도 청주시 서원구 대림로421번길 12-31, 1층 (죽림동)","28386","(주)세스코 충북서부지역단","2026-01-02 14:50:25","U","2026-01-04 02:40:00","","239275.137506151","345452.256639222","285","126","5","2","0","5","30","30","30","1",
"78","소독업","09_30_11_P","3180000","PHMB520253180034042500006","2025-07-09","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 양평동2가 43-14 오목교코업레지던스","서울특별시 영등포구 영등포로3길 23, 오목교코업레지던스 449호 (양평동2가)","07276","유한회사 마스터위생방역","2026-01-02 15:33:44","U","2026-01-04 02:40:00","","189607.598899153","447067.60982257","12","15","1","2","0","3","2","2","2","1",
"79","소독업","09_30_11_P","5670000","PHMB520035280165042500002","2001-12-13","","03","폐업","03","폐업","2025-12-31","","","","245-6126","","631-851","경상남도 창원시 마산합포구 교방동 383번지 6호 (지하1층)","경상남도 창원시 마산합포구 교방서2길 14 (교방동)","51277","제이엠환경","2026-01-02 17:49:46","U","2026-01-04 02:40:00","","342339.462668451","191376.780243863","83","33","1","2","1","5","5","5","5","1",
"80","소독업","09_30_11_P","3540000","PHMB520253540021042500004","2025-02-13","","03","폐업","03","폐업","2026-01-02","","","","","","","인천광역시 부평구 부개동 396-8","인천광역시 부평구 마분로21번길 12, 1층 좌측호 (부개동)","21420","주식회사 에스티환경품질경영연구소","2026-01-02 13:01:07","U","2026-01-04 02:40:00","","176865.068872444","442462.396227184","28","4.5","1","2","0","3","2","2","2","1",
"81","소독업","09_30_11_P","3640000","PHMB520263640023042500001","2021-10-14","","01","영업/정상","13","영업중","","","","","042-545-8640","","","대전광역시 동구 효동 122-1","대전광역시 동구 대전로 591, 5층, 6층 (효동)","34688","(주) 세스코 홈케어충청지역단","2026-01-05 17:06:40","I","2026-01-07 00:20:36","","239511.004673302","312613.233043632","88.8","19.2","5","2","1","5","5","5","5","1",
"82","소독업","09_30_11_P","4671000","PHMB520264671044042500001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 군산시 조촌동 748-6 열쇠도장오성사","전북특별자치도 군산시 법원로 76, 열쇠도장오성사 1층 (조촌동)","54079","진포종합환경관리","2026-01-05 08:53:31","I","2026-01-07 00:20:36","","176531.453382333","274346.295318896","0","0","2","2","0","4","5","5","5","3",
"83","소독업","09_30_11_P","3620000","PHMB520263620020042500001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","광주광역시 북구 유동 102-9","광주광역시 북구 중가로37번길 30-9 (유동)","61245","(주)씨제이원","2026-01-05 13:37:38","I","2026-01-07 00:20:36","","191323.139200339","184667.103346072","10","7","1","2","0","3","2","2","2","1",
"84","소독업","09_30_11_P","4060000","PHMB520264060477042500001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 금촌동 764-13","경기도 파주시 금정로 48-1, 201호 (금촌동)","10929","엠티케어","2026-01-05 15:31:00","I","2026-01-07 00:20:36","","180106.013549262","473018.444144936","0","0","1","2","0","4","5","4","2","1",
"85","소독업","09_30_11_P","3220000","PHMB520263220033042500002","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 역삼동 642-1 역삼현대벤쳐텔","서울특별시 강남구 테헤란로25길 20, 역삼현대벤쳐텔 804호 (역삼동)","06132","탑케어","2026-01-05 19:53:23","I","2026-01-07 00:20:36","","203081.161708641","444381.101104143","27","12","1","2","0","3","5","5","5","1",
"86","소독업","09_30_11_P","4520000","PHMB520134520031042500004","2013-05-21","","01","영업/정상","13","영업중","","","","","1588-9641","","","충청남도 아산시 신인동 398번지 9호","충청남도 아산시 무궁화로 13 (신인동)","31559","(주)에스엠 티엠에스","2026-01-05 10:17:13","U","2026-01-07 02:40:00","","198252.605895198","361041.116371453","24.91","8.93","1","2","1","5","5","5","5","1",
"87","소독업","09_30_11_P","5370000","PHMB519855370025042500002","1985-07-02","","01","영업/정상","13","영업중","","","","","680-2152","","","경상남도 거제시 옥포동 1991번지 9호","경상남도 거제시 옥포로 122, 5층 (옥포동)","53232","(주)웰리브","2026-01-05 16:30:03","U","2026-01-07 02:40:00","","354942.869544813","155718.110222301","20","585.75","2","3","0","10","5","5","5","1",
"88","소독업","09_30_11_P","3420000","PHMB520193420023042500006","2019-09-11","","03","폐업","03","폐업","2026-01-05","","","","053-710-3884","","","대구광역시 동구 신천동 100 벽산e-솔렌스힐","대구광역시 동구 장등로 56, 112호 (신천동, 벽산e-솔렌스힐)","41260","(주)파트너스에이치알","2026-01-05 17:26:26","U","2026-01-07 02:40:00","","346619.68874326","264770.311426913","30","10","1","2","0","3","10","10","5","1",
"89","소독업","09_30_11_P","3360000","PHMB520193360024042500005","2016-04-08","","01","영업/정상","13","영업중","","","","","868-3534","","","부산광역시 강서구 대저1동 1318번지 8호","부산광역시 강서구 대저로89번다길 70, 1층 (대저1동)","46700","부산장애인직업재활시설","2026-01-05 09:41:23","U","2026-01-07 02:40:00","","379026.588933773","192876.770164732","13.6","4.8","1","2","0","3","5","5","5","1",
"90","소독업","09_30_11_P","5210000","PHMB520185210013042500001","2013-06-08","","03","폐업","03","폐업","2026-01-05","","","","956-8110","","","경상북도 성주군 성주읍 경산리 771번지 5호","경상북도 성주군 성주읍 성주읍1길 19-5","40029","(주)씨씨에이치","2026-01-05 18:15:35","U","2026-01-07 02:40:00","","316321.302009491","269610.293276573","46","31.68","1","2","1","6","5","5","5","3",
"91","소독업","09_30_11_P","3530000","PHMB520223530019042500002","2022-02-04","","04","취소/말소/만료/정지/중지","24","직권폐업","2025-12-18","","","","","","","인천광역시 남동구 남촌동 391-3 남촌2차풍림아파트","인천광역시 남동구 남촌동로 8, 상가동 2층 204호 (남촌동, 남촌2차풍림아파트)","21624","올데이클린","2026-01-05 17:08:13","U","2026-01-07 02:40:00","","174959.512399082","436700.487689638","16.7","3.3","1","2","0","3","5","5","5","1",
"92","소독업","09_30_11_P","3610000","PHMB520243610019042500003","2024-07-03","","01","영업/정상","13","영업중","","","","","062-372-8248","","","광주광역시 남구 임암동 815","광주광역시 남구 효천안길 87, 101호 (임암동)","61755","(주)경도씨앤에스","2026-01-05 17:25:19","U","2026-01-07 02:40:00","","188721.742042384","178612.491107251","0","0","1","2","0","3","5","5","5","1",
"93","소독업","09_30_11_P","3210000","PHMB520083210034042500005","2008-01-28","","01","영업/정상","13","영업중","","","","","3476-6534","","","서울특별시 서초구 반포동 45-2","서울특별시 서초구 서초중앙로29길 16 (반포동)","06593","(주)재인지엔에스","2026-01-05 16:21:46","U","2026-01-07 02:40:00","","200876.614022686","444083.798695981","297.52","26.4","1","2","1","5","5","5","5","1",
"94","소독업","09_30_11_P","3180000","PHMB520103180034042500005","2010-04-02","","01","영업/정상","13","영업중","","","","","","","150-046","서울특별시 영등포구 당산동6가 329번지 4호","서울특별시 영등포구 당산로51길 13 (당산동6가)","","다이음(주)","2026-01-05 15:25:52","U","2026-01-07 02:40:00","","191242.564565233","448248.032750694","66.36","4.37","1","2","1","5","5","5","5","5",
"95","소독업","09_30_11_P","4050000","PHMB520224050147042500001","2022-01-14","","03","폐업","03","폐업","2026-01-05","","","","031-323-1775","","","경기도 용인시 처인구 양지읍 양지리 558-1","경기도 용인시 처인구 양지읍 양지로 106-7, 104호","17158","한울종합관리","2026-01-05 14:58:02","U","2026-01-07 02:40:00","","224792.654002635","414678.501075777","100","9","2","2","1","4","5","5","5","1",
"96","소독업","09_30_11_P","3560000","PHMB520243560021042500010","2024-05-16","","01","영업/정상","13","영업중","","","","","032-568-9610","","","인천광역시 서구 왕길동 667-1 검단e편한 프라자 601호","인천광역시 서구 완정로165번안길 1, 검단e편한 프라자 601호 (왕길동)","22636","주식회사 지케이","2026-01-05 17:57:53","U","2026-01-07 02:40:00","","169723.085991782","455476.540334929","107.36","8.75","1","2","0","3","5","5","5","1",
"97","소독업","09_30_11_P","5530000","PHMB520105530021042500003","2010-04-23","","01","영업/정상","13","영업중","","","","","031-227-2142","","","경기도 화성시 봉담읍 와우리 177번지 4호","경기도 화성시 봉담읍 와우안길 88, 성호빌딩 2층","18321","㈜세스코 화성지역단","2026-01-05 13:20:45","U","2026-01-07 02:40:00","","197640.315406299","413019.996055034","267.68","23.1","1","2","1","5","5","5","5","1",
"98","소독업","09_30_11_P","3180000","PHMB520203180034042500018","2014-06-10","","01","영업/정상","13","영업중","","","","","02-2069-1012","","","서울특별시 영등포구 양평동1가 89번지 16호","서울특별시 영등포구 선유로28길 6, 노무빌딩 3층 303-2호 (양평동1가)","07262","(주)에스제이파워","2026-01-05 19:52:04","U","2026-01-07 02:40:00","","190321.762458271","446889.707932286","100","9.74","1","2","0","3","5","5","5","1",
"99","소독업","09_30_11_P","3180000","PHMB520203180034042500019","2013-04-23","","01","영업/정상","13","영업중","","","","","02-798-7775","","","서울특별시 영등포구 양평동1가 89번지 16호","서울특별시 영등포구 선유로28길 6, 노무빌딩 3층 303-1호 (양평동1가)","07262","(주)삼정맨파워","2026-01-05 19:50:10","U","2026-01-07 02:40:00","","190321.762458271","446889.707932286","50","4.87","1","2","1","9","5","5","5","1",
"100","소독업","09_30_11_P","5070000","PHMB520255070014042500006","2025-12-04","","01","영업/정상","13","영업중","","","","","054-805-8900","","","경상북도 안동시 정상동 759-10","경상북도 안동시 강남14길 65 (정상동)","36753","남반장","2026-01-05 17:15:13","U","2026-01-07 02:40:00","","355461.044666857","340134.862005915","26.98","5.84","1","2","0","3","2","2","2","1",
"101","소독업","09_30_11_P","3160000","PHMB520233160034042500002","2023-03-10","","03","폐업","03","폐업","2026-01-05","","","","","","","서울특별시 구로구 개봉동 60-3","서울특별시 구로구 고척로 91, 왼쪽점포 1층 101호 (개봉동)","08252","주봄환경 주식회사","2026-01-05 11:00:59","U","2026-01-07 02:40:00","","186163.53509511","444310.980514341","9.9","8.25","1","2","0","3","5","5","5","1",
"102","소독업","09_30_11_P","5600000","PHMB520215600005042500004","2021-09-07","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 이동면 도평리 140-8","경기도 포천시 이동면 화동로2433번길 34","11110","(주)람보종합농업회사법인","2026-01-05 13:57:40","U","2026-01-07 02:40:00","","","","87.34","5.4","1","2","0","3","5","5","5","1",
"103","소독업","09_30_11_P","3610000","PHMB520213610019042500002","2021-04-30","","01","영업/정상","13","영업중","","","","","062-351-1507","","","광주광역시 남구 월산동 377-14 파도소리","광주광역시 남구 월산로 143-1, 파도소리 4층 (월산동)","61619","주식회사 다한","2026-01-05 17:18:39","U","2026-01-07 02:40:00","","190438.183028475","183495.835139759","0","0","1","2","0","3","5","5","5","1",
"104","소독업","09_30_11_P","3560000","PHMB520213560021042500007","2012-01-05","","01","영업/정상","13","영업중","","","","","032-511-8277","","","인천광역시 서구 석남동 183-72","인천광역시 서구 새오개로16번길 2, 1층 (석남동)","22786","주식회사 대광에이치엠","2026-01-05 16:03:09","U","2026-01-07 02:40:00","","170337.956435018","445508.032928156","13","7.8","2","2","1","5","5","5","5","2",
"105","소독업","09_30_11_P","3600000","PHMB520203600020042500013","2020-09-15","","03","폐업","03","폐업","2026-01-05","","","","062-384-2005","","","광주광역시 서구 치평동 1187 케이원오피스타운","광주광역시 서구 치평로 124, 케이원오피스타운 3층 308호 (치평동)","61950","주식회사 덕원안전공사","2026-01-05 14:25:02","U","2026-01-07 02:40:00","","186056.743324348","184361.947160381","100","22","1","3","0","3","5","5","5","1",
"106","소독업","09_30_11_P","5710000","PHMB520215710108042500003","2021-04-05","","01","영업/정상","13","영업중","","","","","043-236-8397","","","충청북도 청주시 흥덕구 가경동 921","충청북도 청주시 흥덕구 풍년로198번길 45-2, 1층 (가경동)","28389","크리니트","2026-01-05 09:53:02","U","2026-01-07 02:40:00","","238575.428765816","347827.074313876","8.14","5.65","1","2","0","3","5","5","5","3",
"107","소독업","09_30_11_P","3700000","PHMB520093700018042500004","2009-10-13","","01","영업/정상","13","영업중","","","","","052-260-0080","","680-014","울산광역시 남구 신정4동 792번지 13호 2층","울산광역시 남구 신남로 94 (신정동,2층)","","주식회사 울산환경","2026-01-05 15:45:04","U","2026-01-07 02:40:00","","409746.282759269","228034.880382247","42.9","9.1","1","2","1","5","5","5","5","2",
"108","소독업","09_30_11_P","5670000","PHMB520155670071042500001","2015-01-05","","01","영업/정상","13","영업중","","","","","055-551-0929","","","경상남도 창원시 진해구 태평동 39-3","경상남도 창원시 진해구 백구로 7, 1층 (태평동)","51678","호연환경","2026-01-05 18:07:50","U","2026-01-07 02:40:00","","351421.510700792","184264.978533761","83.5","83.5","2","2","1","5","5","5","5","1",
"109","소독업","09_30_11_P","5540000","PHMB520255540016042500001","2025-02-12","","01","영업/정상","13","영업중","","","","","","","","경기도 광주시 태전동 281-2","경기도 광주시 고불로 110, 2층 1호 (태전동)","12781","원클케어","2026-01-05 17:55:42","U","2026-01-07 02:40:00","","219948.863098042","432382.932038608","0","0","2","2","0","4","5","5","10","2",
"110","소독업","09_30_11_P","3530000","PHMB520263530019042500001","2026-01-07","","01","영업/정상","13","영업중","","","","","032-710-5572","","","인천광역시 남동구 남촌동 649","인천광역시 남동구 남촌로84번길 38-1, 남촌3차풍림아파트상가 1동 204호 (남촌동)","21625","맑은손청소","2026-01-07 15:53:48","I","2026-01-09 00:20:01","","174857.36586295","436349.619099586","37.88","7.48","1","2","0","3","4","4","5","1",
"111","소독업","09_30_11_P","5690000","PHMB520265690045042500001","2009-06-19","","01","영업/정상","13","영업중","","","","","042)862-7326","","","세종특별자치시 금남면 영곡리 294","세종특별자치시 금남면 성덕영곡길 182-21","30084","(주)효산","2026-01-07 16:45:30","I","2026-01-09 00:20:01","","223419.385557101","327969.199791033","37.6","54.7","1","2","1","5","5","5","5","1",
"112","소독업","09_30_11_P","3160000","PHMB520263160034042500001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 구로동 1267 신도림태영타운","서울특별시 구로구 새말로 93, 상가2동 지층 111-C214호 (구로동, 신도림태영타운)","08288","스카이환경","2026-01-06 16:28:15","I","2026-01-09 00:20:01","","190082.929062305","444879.272777977","3.3","1.2","1","2","0","3","2","2","2","1",
"113","소독업","09_30_11_P","3430000","PHMB520263430019042500001","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","","대구광역시 서구 달서로16길 18, 1층 (비산동)","41809","세존(SEZON) 대구중부지사","2026-01-07 16:17:31","I","2026-01-09 00:20:01","","341980.352260508","264336.557603685","0","0","2","2","0","3","2","2","2","1",
"114","소독업","09_30_11_P","3090000","PHMB520263090033042500001","2026-01-05","","01","영업/정상","13","영업중","","","","","02-908-8960","","","서울특별시 도봉구 창동 651-36 청마빌딩","서울특별시 도봉구 도봉로110길 65, 청마빌딩 4층 (창동)","01455","(주)세스코 수도권동부사업부","2026-01-06 09:24:51","I","2026-01-09 00:20:01","","203207.625254256","460455.837628654","420","50","1","2","0","5","5","5","5","1",
"115","소독업","09_30_11_P","4090000","PHMB520264090023042500001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","경기도 김포시 고촌읍 신곡리 1151","경기도 김포시 고촌읍 신곡로 1, 501호","10125","리얼티가드너","2026-01-07 17:44:18","I","2026-01-09 00:20:01","","180076.412456805","455652.200915126","33","9","1","2","0","3","2","2","2","1",
"116","소독업","09_30_11_P","4191000","PHMB520264191050042500001","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 학성동 223-22","강원특별자치도 원주시 옛시청길 6, 2층 (학성동)","26417","세이콤","2026-01-07 15:28:23","I","2026-01-09 00:20:01","","283736.845146203","428285.390734283","9.8","5.7","1","2","0","3","5","5","5","1",
"117","소독업","09_30_11_P","4030000","PHMB520264030022042500001","2026-01-02","","01","영업/정상","13","영업중","","","","","031-282-4274","","","경기도 의왕시 내손동 741-1 팬텀프라자","경기도 의왕시 계원대학로 25, 팬텀프라자 5층 (내손동)","16037","(주)세스코 수도권남부사업부","2026-01-07 14:37:40","I","2026-01-09 00:20:01","","197662.731672985","430872.268815646","194.7","79.2","1","2","0","3","5","5","5","1",
"118","소독업","09_30_11_P","3420000","PHMB520263420023042500001","2026-01-07","","01","영업/정상","13","영업중","","","","","053-939-0474","","","대구광역시 동구 효목동 87-10 1층","대구광역시 동구 효동로 118-1, 1층 (효목동)","41170","믿음워싱 앤 크린","2026-01-07 14:22:20","I","2026-01-09 00:20:01","","348156.150100761","266416.102457738","15.7","20.92","1","2","0","3","5","5","5","1",
"119","소독업","09_30_11_P","3540000","PHMB520253540021042500012","2025-12-30","","01","영업/정상","13","영업중","","","","","","","","인천광역시 부평구 십정동 489-6","인천광역시 부평구 동암남로27번길 24, 101호 (십정동)","21438","행복 홈케어","2026-01-06 16:41:29","I","2026-01-09 00:20:01","","173957.201745718","441100.216130858","16","15.9","1","2","0","5","5","5","5","1",
"120","소독업","09_30_11_P","5210000","PHMB520265210013042500001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","경상북도 성주군 성주읍 경산리 771-5","경상북도 성주군 성주읍 성주읍1길 19-5","40029","씨씨에이치","2026-01-07 18:22:11","I","2026-01-09 00:20:01","","316321.302009491","269610.293276573","46","31.68","3","2","0","3","5","5","5","1",
"121","소독업","09_30_11_P","4950000","PHMB520264950018042500001","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","전라남도 무안군 무안읍 성동리 909","전라남도 무안군 무안읍 성동길 10-5","58523","(유)연담환경","2026-01-07 16:58:45","I","2026-01-09 00:20:01","","152445.071710241","165933.031818823","0","0","1","2","0","3","5","5","5","1",
"122","소독업","09_30_11_P","3150000","PHMB520263150037042500001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 가양동 1488 가양프라자","서울특별시 강서구 허준로 198, 가양프라자 4층 406-G114호 (가양동)","07532","에스클린","2026-01-06 18:03:24","I","2026-01-09 00:20:01","","187582.851731743","451006.669081811","3.3","4.2","1","2","0","3","5","5","5","1",
"123","소독업","09_30_11_P","4181000","PHMB520264181030042500001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 동내면 거두리 366","강원특별자치도 춘천시 동내면 거두길 216","24399","강원클린","2026-01-07 10:18:30","I","2026-01-09 00:20:01","","268696.524107956","484482.183461886","0","0","1","2","0","3","5","5","5","1",
"124","소독업","09_30_11_P","4490000","PHMB520264490261042500001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 동남구 원성동 593-21","충청남도 천안시 동남구 원거리4길 15, 1층 (원성동)","31186","씨엔에스(C&S, Clean and Safety)","2026-01-06 09:20:02","I","2026-01-09 00:20:01","","213895.188399337","366505.491280165","8.07","4.87","1","2","0","3","2","2","2","1",
"125","소독업","09_30_11_P","3130000","PHMB520143130033042500001","2014-02-28","","03","폐업","03","폐업","2026-01-07","","","","02-322-7729","","","서울특별시 마포구 성산동 108번지 12호 영재빌딩 6층 602호","서울특별시 마포구 월드컵북로16길 7, 6층 602호 (성산동, 영재빌딩)","03973","(주)패스원","2026-01-07 10:14:32","U","2026-01-09 02:40:00","","192385.658272727","451180.962591919","34.8","2.8","1","2","1","3","5","5","5","1",
"126","소독업","09_30_11_P","4291000","PHMB520234291027042500001","2023-09-07","","03","폐업","03","폐업","2026-01-07","","","","","","","강원특별자치도 정선군 고한읍 고한리 39-6 한일병원","강원특별자치도 정선군 고한읍 고한9길 26, 한일병원 1층","26155","다은협동조합","2026-01-07 11:57:09","U","2026-01-09 02:40:00","","365064.932790152","412177.92162491","0","0","1","2","0","5","5","5","5","1",
"127","소독업","09_30_11_P","3600000","PHMB520043600020042500006","2004-09-16","","01","영업/정상","13","영업중","","","","","062-383-1482","","","광주광역시 서구 덕흥동 29번지 8호","광주광역시 서구 무진대로 567 (덕흥동)","61900","목송산업개발(주)","2026-01-07 17:06:36","U","2026-01-09 02:40:00","","185567.679118206","184910.952834682","0","0","1","2","1","5","5","5","5","1",
"128","소독업","09_30_11_P","3220000","PHMB520243220033042500007","2024-08-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 청담동 134-20 청담 삼익상가","서울특별시 강남구 학동로101길 26, 청담 삼익상가 2층 226호 (청담동)","06077","슈퍼 세이브(SUPER SAVE)","2026-01-06 14:32:41","U","2026-01-09 02:40:00","","205034.15838707","446675.932361885","55","33","1","2","0","3","5","5","5","1",
"129","소독업","09_30_11_P","3620000","PHMB520183620020042500001","2018-01-04","","01","영업/정상","13","영업중","","","","","","","","광주광역시 북구 지야동 138 요셉행복일터","광주광역시 북구 지산마을길 46-39, 요셉행복일터 가동 2층 (지야동)","61027","요셉행복일터","2026-01-07 14:28:32","U","2026-01-09 02:40:00","","189796.043402779","192138.951727814","40.5","90","1","2","0","3","5","5","5","1",
"130","소독업","09_30_11_P","3480000","PHMB520193480012042500004","2019-12-26","","01","영업/정상","13","영업중","","","","","053-617-9220","","","대구광역시 달성군 화원읍 천내리 860-2","대구광역시 달성군 화원읍 비슬로512길 77, 5층","42962","달성시니어 바이오&클린","2026-01-06 16:37:02","U","2026-01-09 02:40:00","","335471.540882583","256711.036921305","80","33.6","1","2","0","3","5","5","5","1",
"131","소독업","09_30_11_P","3320000","PHMB520243320045042500005","2024-08-05","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 만덕동 367","부산광역시 북구 중리로 11 (만덕동)","46607","탱고플러스 부산센터","2026-01-06 15:39:01","U","2026-01-09 02:40:00","","385601.891820363","192114.814762793","31.8","16.9","1","2","0","3","5","5","5","1",
"132","소독업","09_30_11_P","3930000","PHMB520123930154042500001","2012-01-20","","01","영업/정상","13","영업중","","","","","031-487-9456","","425-807","경기도 안산시 단원구 고잔동 704번지 3호 세종빌딩 201호","경기도 안산시 단원구 광덕서로 96 (고잔동, 세종빌딩 201호)","15461","(주)세스코 안산지역단","2026-01-06 09:08:30","U","2026-01-09 02:40:00","","184652.708323394","423484.491659057","89.1","201.3","2","2","1","5","5","5","5","2",
"133","소독업","09_30_11_P","5710000","PHMB520215710109042500010","2021-12-28","","03","폐업","03","폐업","2026-01-07","","","","043-224-7820","","","충청북도 청주시 청원구 우암동 1213 청주우암 행복주택","충청북도 청주시 청원구 직지대로 864, 2층 206호 (우암동, 청주우암 행복주택)","28535","청주와우마을관리사회적협동조합","2026-01-07 17:03:43","U","2026-01-09 02:40:00","","","","62.3","18","1","2","0","3","5","5","5","1",
"134","소독업","09_30_11_P","3720000","PHMB520233720017042500003","2023-04-06","","01","영업/정상","13","영업중","","","","","","","","울산광역시 북구 호계동 265-1","울산광역시 북구 동대중앙로 66 (호계동)","44227","울산방역업체 오즈방역","2026-01-06 10:40:31","U","2026-01-09 02:40:00","","413491.527848708","239329.511271248","115","16.5","1","2","0","3","5","5","5","1",
"135","소독업","09_30_11_P","3180000","PHMB520163180034042500006","2016-08-24","","01","영업/정상","13","영업중","","","","","02-707-0680","","","서울특별시 영등포구 여의도동 23-6 오투타워","서울특별시 영등포구 의사당대로 83, 오투타워 12, 13층 (여의도동)","07325","(주) 발렉스서비스","2026-01-06 10:12:10","U","2026-01-09 02:40:00","","193165.490137352","446797.341447363","961.84","0","1","2","0","3","5","5","5","1",
"136","소독업","09_30_11_P","3180000","PHMB520153180034042500001","2015-01-16","","01","영업/정상","13","영업중","","","","","833-0222","","","","서울특별시 영등포구 대림로40나길 5-1 (대림동)","07381","두레ENC","2026-01-07 09:04:23","U","2026-01-09 02:40:00","","190923.050431844","444477.000984308","135.45","4.5","1","2","1","5","5","5","5","1",
