"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","관광숙박업상세명",
"53","관광숙박업","03_11_01_P","4930000","CDFI2260032012000001","2012-08-14","","01","영업/정상","13","영업중","","","","","061-530-6000","","536-924","전라남도 해남군 송지면 송호리 1061-4","전라남도 해남군 송지면 땅끝해안로 1869","59065","(주)해남땅끝리조트","2026-02-11 17:15:45","U","2026-02-13 02:40:00","","155933.086427519","90641.0960968504","관광숙박업","","","9","","","삼성화재해상보험","","8","1","80","8632","","","","","","","","","","4494.06","","","","","","","","","","","","","4494","휴양콘도미니엄업",
"54","관광숙박업","03_11_01_P","3190000","CDFI2260032013000001","2013-10-08","","01","영업/정상","13","영업중","","","","","588-2000","","156-827","서울특별시 동작구 사당동 1043-6","서울특별시 동작구 동작대로1길 15 (사당동)","07025","주식회사 에스알호텔","2026-02-11 17:33:20","U","2026-02-13 02:40:00","","198197.366312126","441663.188965473","관광숙박업","","일반상업지역","0","","","DB손해보험","호텔","15","4","63","3220","","","0","0","","0","0","","0","3040.69","","0","","","","","","","0","","","","3041","관광호텔업",
"55","관광숙박업","03_11_01_P","3010000","CDFI2260032026000009","2026-02-12","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 주교동 8-1","서울특별시 중구 을지로35길 51-6, 지상2층~지상5층 (주교동)","04546","엘림 호스텔","2026-02-12 11:16:27","I","2026-02-14 00:20:02","","200039.886363362","451861.645694086","관광숙박업","","","0","","","","","0","0","12","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","호스텔업",
"56","관광숙박업","03_11_01_P","3010000","CDFI2260032026000010","2026-02-12","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 을지로3가 282-7","서울특별시 중구 을지로16길 2-1, 지상3층 (을지로3가)","04549","로스터블록","2026-02-12 10:59:00","I","2026-02-14 00:20:02","","199353.972647661","451539.691052825","관광숙박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","호스텔업",
"57","관광숙박업","03_11_01_P","3410000","CDFI2260031984000001","1984-07-30","","01","영업/정상","13","영업중","","","","","053-253-7711","","700-821","대구광역시 중구 동산동 360","대구광역시 중구 달구벌대로 2033 (동산동)","41931","엘디스리젠트호텔","2026-02-12 10:53:26","U","2026-02-14 02:40:00","","343184.151780859","264080.683792872","관광숙박업","관광사업","중심상업지역","8","","","","숙박시설","7","1","110","0","Eldis Regent Hotel","Tourist Hotel","0","0","","0","0","","0","7515.17","","0","","","","","","","0","","","","7515","관광호텔업",
"58","관광숙박업","03_11_01_P","5080000","CDFI2260032009000001","2009-06-01","","01","영업/정상","13","영업중","","","","","054-450-4000","","","경상북도 구미시 남통동 산 24-9 금오산관광호텔","경상북도 구미시 금오산로 400, 호텔금오산 (남통동)","39309","(주)호텔금오산","2026-02-12 16:49:21","U","2026-02-14 02:40:00","","317758.376021636","290706.459309142","관광숙박업","","","4","기타","","","숙박시설","4","1","130","0","Hotel Geumosan","Accomodations","0","0","","0","0","","0","19438","","0","","","","","","","9050000400","","","","19438","관광호텔업",
"59","관광숙박업","03_11_01_P","3220000","CDFI2260031987000001","1987-05-01","","02","휴업","02","휴업","","2026-04-01","2027-03-31","","540-3456","","","서울특별시 강남구 논현동 151-27","서울특별시 강남구 논현로 647 (논현동, 힐탑관광호텔)","06116","힐탑관광호텔","2026-02-12 10:40:55","U","2026-02-14 02:40:00","","202673.67026853","445483.986504694","관광숙박업","관광사업","","7","","","","호텔","5","2","0","0","","","0","0","","0","0","","0","5789.85","","0","","","","","","","1000000000","","","","5790","관광호텔업",
"60","관광숙박업","03_11_01_P","3270000","CDFI2260032026000005","2026-02-10","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 1194-3","부산광역시 동구 중앙대로236번길 3-10, 2층 (초량동)","48732","스테이이재","2026-02-12 10:06:23","U","2026-02-14 02:40:00","","386117.90612339","181837.644847437","관광숙박업","","일반상업지역","0","","","","","0","0","3","0","","","0","0","","0","0","","0","113.08","","0","","","","","","","30000000","","","","113","호스텔업",
"61","관광숙박업","03_11_01_P","3270000","CDFI2260032026000006","2026-02-10","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 167-6","부산광역시 동구 중앙대로251번길 18, 2층 (초량동)","48798","마레루나","2026-02-12 10:05:44","U","2026-02-14 02:40:00","","385982.672609667","181978.14183119","관광숙박업","","일반상업지역","0","","","","","0","0","4","0","","","0","0","","0","0","","0","128.77","","0","","","","","","","60000000","","","","129","호스텔업",
"62","관광숙박업","03_11_01_P","3550000","CDFI2260032000000001","2000-04-28","","01","영업/정상","13","영업중","","","","","032-556-0880","","407-816","인천광역시 계양구 작전동 428-2","인천광역시 계양구 계양대로 28 (작전동)","","호텔카리스","2026-02-12 12:26:49","U","2026-02-14 02:40:00","","175438.938068003","447158.743200252","관광숙박업","관광사업","상업지역","16","","","","호텔","13","3","142","16644","","","0","0","","0","0","","0","1415.16","","0","","","","","","","0","","","","1415","관광호텔업",
"63","관광숙박업","03_11_01_P","3010000","CDFI2260032016000006","2016-05-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 남대문로4가 17-23","서울특별시 중구 남대문로 9 (남대문로4가, 남대문호텔)","04526","코트야드 메리어트 서울 명동","2026-02-12 18:14:30","U","2026-02-14 02:40:00","","197891.564897442","450990.593465563","관광숙박업","","","0","","","4성","","0","0","409","31836","Courtyard By Marriott Seoul Myeongdong","Tourist Hotel","0","0","","0","0","","0","31836.37","","0","","","","","","","0","","","","31836","관광호텔업",
"64","관광숙박업","03_11_01_P","4641000","CDFI2260032025000002","2025-02-13","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 완산구 다가동4가 90-7","전북특별자치도 전주시 완산구 전주객사1길 48, 3층 (다가동4가)","54999","상상 스테이","2026-02-12 10:34:49","U","2026-02-14 02:40:00","","212507.13503792","257607.233393633","관광숙박업","","","3","","","","","0","0","1","0","","","0","0","","0","0","","0","56.76","","0","","","","","","","0","","","","57","호스텔업",
"65","관광숙박업","03_11_01_P","4160000","CDFI2260032026000003","2026-02-13","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 설악면 사룡리 154-3","경기도 가평군 설악면 자잠로282번길 34-46","12460","음악의 숲","2026-02-13 08:18:11","I","2026-02-15 00:20:02","","243579.00820604","466270.047880337","관광숙박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","호스텔업",
"66","관광숙박업","03_11_01_P","3220000","CDFI2260032026000003","2026-02-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 역삼동 798-27 역삼 어반하우스","서울특별시 강남구 도곡로23길 7 (역삼동, 역삼 어반하우스)","06257","루프서울 역삼1호점","2026-02-13 12:19:52","I","2026-02-15 00:20:02","","203432.384077556","443386.123021496","관광숙박업","","주거지역","6","주택가주변","","","숙박시설","6","0","0","0","","","0","0","","0","0","","0","999.63","","0","","","","","","","0","","","","1000","호스텔업",
"67","관광숙박업","03_11_01_P","3220000","CDFI2260032026000004","2026-02-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 대치동 890-30 썬타워빌딩","서울특별시 강남구 선릉로90길 42, 썬타워빌딩 3층 (대치동)","06193","호스텔 메가 대치점","2026-02-13 12:20:06","I","2026-02-15 00:20:02","","204582.63342488","444735.231813542","관광숙박업","","일반상업지역","11","기타","","","숙박시설","10","1","0","0","","","0","0","","0","0","","0","196.28","","0","","","","","","","240000000","","","","196","호스텔업",
"68","관광숙박업","03_11_01_P","3520000","CDFI2260032014000001","2014-12-31","","01","영업/정상","13","영업중","","","","","032-833-7117","","406-835","인천광역시 연수구 옥련동 553-7","인천광역시 연수구 능허대로 227-7 (옥련동)","21945","브라운도트호텔 인천송도","2026-02-13 10:43:01","U","2026-02-15 02:40:00","","169072.672204751","434950.317672271","관광숙박업","","일반상업지역","11","기타","","","호텔","9","2","78","7104","","","0","0","","0","0","","0","7103.98","","0","","","","","","","3000000000","","","","7104","관광호텔업",
"69","관광숙박업","03_11_01_P","6520000","CDFI2260032015001148","2015-10-23","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 서귀포시 법환동 17","제주특별자치도 서귀포시 일주동로 9123","","노토라(Notora)","2026-02-13 11:29:40","U","2026-02-15 02:40:00","","155000.244558868","-27531.6152002173","관광숙박업","","","0","","","","","0","0","31","1703","","","0","0","","0","0","","0","1702.79","","0","","","","","","","0","","","","1703","호스텔업",
"70","관광숙박업","03_11_01_P","3320000","CDFI2260032017000001","2017-02-08","","01","영업/정상","13","영업중","","","","","051-336-3475","","","부산광역시 북구 덕천동 387-6","부산광역시 북구 만덕대로 84, 4층 (덕천동, 성암빌딩)","46567","편한게스트하우스","2026-02-13 13:10:46","U","2026-02-15 02:40:00","","383326.343512909","192169.395278589","관광숙박업","","준주거지역","0","기타","","재난배상책임보험","숙박시설","4","0","14","0","","","0","0","","0","0","","0","199.62","","0","","","","","","","0","","","","200","호스텔업",
"71","관광숙박업","03_11_01_P","3660000","CDFI2260032002000001","2003-03-19","","01","영업/정상","13","영업중","","","","","478-6652","","","대전광역시 서구 월평동 511","대전광역시 서구 한밭대로570번길 29-12 (월평동)","35222","더휴식 워커스호텔 대전월평점","2026-02-13 09:20:13","U","2026-02-15 02:40:00","","232488.277545422","317406.811696899","관광숙박업","관광사업","","9","","","한화손해보험","","8","1","52","3778","","","0","0","","0","0","","0","3778.04","","0","","","","","","","0","","","","3778","관광호텔업",
"72","관광숙박업","03_11_01_P","3180000","CDFI2260032015000001","2015-01-23","","01","영업/정상","13","영업중","","","","","02-2678-8808","","","서울특별시 영등포구 당산동 121-159","서울특별시 영등포구 버드나루로 90 (당산동, 스카이리버)","07230","호텔 아벤트리 여의도","2026-02-13 09:38:35","U","2026-02-15 02:40:00","","191894.785267023","447125.235782221","관광숙박업","","일반상업지역","8","학교정화(상대)","","","호텔","7","1","88","3397","Hotel Aventree Yeouido","Tourism and Lodging (Tourist hotel business)","0","0","","0","0","","0","3397.12","","0","","","","","","","2500000000","","","","3397","관광호텔업",
"73","관광숙박업","03_11_01_P","4530000","CDFI2260032009000001","2009-08-04","","01","영업/정상","13","영업중","","","","","041-689-7721","","356-872","충청남도 서산시 대산읍 화곡리 51","충청남도 서산시 대산읍 삼길포7로 6","31904","서산수 휴양콘도미니엄","2026-02-19 17:43:20","U","2026-02-21 02:40:00","","151134.310211358","388392.726414008","관광숙박업","","자연녹지지역","4","기타","","","콘도미니엄","4","0","115","10185","","","0","0","","0","0","","0","3842","","0","","","","","","","500000000","","","","3842","휴양콘도미니엄업",
"74","관광숙박업","03_11_01_P","6520000","CDFI2260032009001026","2009-08-17","","01","영업/정상","13","영업중","","","","","0647380085","","","제주특별자치도 서귀포시 색달동 1821-3","제주특별자치도 서귀포시 색달로 117","","중문리조트","2026-02-19 09:32:57","U","2026-02-21 02:40:00","","145477.040033742","-25801.2282061319","관광숙박업","","","0","","","","","0","0","44","0","","","0","0","","0","0","","0","3074.24","","0","","","","","","","2150000130","","","","3074","가족호텔업",
"75","관광숙박업","03_11_01_P","3330000","CDFI2260032008000003","2008-12-29","","01","영업/정상","13","영업중","","","","","051-701-7601","","612-040","부산광역시 해운대구 송정동 441-6","부산광역시 해운대구 송정광어골로 70 (송정동)","48073","Plaire(플레르) 관광호텔","2026-02-19 18:24:29","U","2026-02-21 02:40:00","","399970.196408444","188450.907723437","관광숙박업","관광사업","","11","","","","","9","2","48","3243","","","0","0","","0","0","","0","3242.6","","0","","","","","","","0","","","","3243","관광호텔업",
"76","관광숙박업","03_11_01_P","5670000","CDFI2260032004200001","2004-10-12","","01","영업/정상","13","영업중","","","","","055-547-0016","","","경상남도 창원시 진해구 두동 1088-20 유토피아","경상남도 창원시 진해구 진해대로 2116 (두동)","51600","호텔포마","2026-02-19 09:48:22","U","2026-02-21 02:40:00","","363787.649565111","181238.838871017","관광숙박업","관광사업","주거지역","6","유흥업소밀집지역","","현대해상화재보험","호텔","6","0","35","2174","Hotel Forma","Tourist Accommodations (Tourist Hotel)","0","0","","0","0","","0","2174","","0","","","","","","","190000000","","","","2174","관광호텔업",
"77","관광숙박업","03_11_01_P","6510000","CDFI2260032012001001","2012-01-09","","01","영업/정상","13","영업중","","","","","064-795-3001","","","제주특별자치도 제주시 한림읍 협재리 2838 라온프라이빗타운","제주특별자치도 제주시 한림읍 금능남로 127, 라온프라이빗타운","63015","라온프라이빗타운","2026-02-19 15:14:18","U","2026-02-21 02:40:00","","129314.224473651","-12542.2565365221","관광숙박업","","자연녹지지역","8","","","","숙박시설","7","1","934","156619","","","0","0","","0","0","","0","156619.12","","0","","","","","","","0","","","","156619","휴양콘도미니엄업",
"78","관광숙박업","03_11_01_P","6510000","CDFI2260032012001002","2012-01-09","","01","영업/정상","13","영업중","","","","","064-795-3001","","","제주특별자치도 제주시 한림읍 협재리 2838","제주특별자치도 제주시 한림읍 금능남로 127","63015","호텔라온제주","2026-02-19 15:14:05","U","2026-02-21 02:40:00","","129314.224473651","-12542.2565365221","관광숙박업","","자연녹지지역","7","","","","숙박시설","7","0","51","12593","","","0","0","","0","0","","0","12592.93","","0","","","","","","","0","","","","12593","관광호텔업",
"79","관광숙박업","03_11_01_P","3660000","CDFI2260032004000001","2004-12-09","","01","영업/정상","13","영업중","","","","","042-485-3030","","","대전광역시 서구 월평동 516","대전광역시 서구 한밭대로570번길 29-20 (월평동)","35222","디엠프레스호텔","2026-02-19 08:49:17","U","2026-02-21 02:40:00","","232531.463112038","317406.805699398","관광숙박업","관광사업","일반상업지역","10","학교정화(상대)","","삼성화재해상보험주식회사","호텔","9","1","60","4987","THE EMPRESS HOTEL","TOURIST HOTELS","0","0","","0","0","","0","4987.14","","0","","","","","","","0","","","","4987","관광호텔업",
"80","관광숙박업","03_11_01_P","3740000","CDFI2260032016000004","2016-06-29","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 팔달구 매산로2가 7-7","경기도 수원시 팔달구 고화로9번길 25 (매산로2가)","16456","프리타 호텔","2026-02-19 17:38:07","U","2026-02-21 02:40:00","","200525.31116157","418651.591832168","관광숙박업","","일반상업지역","0","기타","","삼성화재해상보험주식회사","숙박시설","8","0","21","650","","","0","0","","0","0","","0","649.75","","0","","","","","","","0","","","","650","호스텔업",
"81","관광숙박업","03_11_01_P","3150000","CDFI2260032017000001","2017-05-30","","01","영업/정상","13","영업중","","","","","02-6733-6000","","","서울특별시 강서구 공항동 1375","서울특별시 강서구 공항대로 30 (공항동, 로얄스퀘어호텔서울)","07623","로얄스퀘어호텔","2026-02-19 17:09:14","U","2026-02-21 02:40:00","","183171.101582153","450946.909086171","관광숙박업","","일반주거지역","9","학교정화(상대)","","","숙박시설","7","2","100","0","ROYAL SQUARE HOTEL","HOSTEL","0","0","","0","0","","0","8446.4","","0","","","","","","","12000000000","","","","8446","호스텔업",
"82","관광숙박업","03_11_01_P","4641000","CDFI2260032023000002","2023-03-17","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 완산구 남노송동 536-19","전북특별자치도 전주시 완산구 한지길 9-4 (남노송동)","55040","살구 스테이","2026-02-19 09:09:46","U","2026-02-21 02:40:00","","213790.082424738","257737.645251406","관광숙박업","","","3","","","","","0","0","2","0","","","0","0","","0","0","","0","199.17","","0","","","","","","","0","","","","199","호스텔업",
"83","관광숙박업","03_11_01_P","6520000","CDFI2260032003001002","2003-03-13","","01","영업/정상","13","영업중","","","","","0647808210","","","제주특별자치도 서귀포시 표선면 표선리 40-69","제주특별자치도 서귀포시 표선면 민속해안로 537","","해비치리조트","2026-02-20 11:04:54","U","2026-02-22 02:40:00","","185469.623691025","-19182.3494617918","관광숙박업","","","0","","","","","0","0","215","41752","","","0","0","","0","0","","0","41752.16","","0","","","","","","","0","","","","41752","휴양콘도미니엄업",
"84","관광숙박업","03_11_01_P","6520000","CDFI2260032007001002","2007-05-23","","01","영업/정상","13","영업중","","","","","0647808210","","","제주특별자치도 서귀포시 표선면 표선리 40-76","제주특별자치도 서귀포시 표선면 민속해안로 537","","해비치호텔","2026-02-20 14:31:31","U","2026-02-22 02:40:00","","185457.902016501","-19415.2169626551","관광숙박업","","","0","","","","","0","0","288","0","","","0","0","","0","0","","0","0","","0","","","","","","","15500000300","","","","0","관광호텔업",
"85","관광숙박업","03_11_01_P","3710000","CDFI2260032024000001","2024-09-27","","01","영업/정상","13","영업중","","","","","052-251-5789","","","울산광역시 동구 일산동 977","울산광역시 동구 해수욕장7길 15 (일산동)","44057","오션힐호텔","2026-02-20 15:07:40","U","2026-02-22 02:40:00","","420600.142032727","224032.055267214","관광숙박업","","자연녹지지역","6","","","","","5","1","33","2202","","","0","0","","0","0","","0","2202.41","","0","","","","","","","0","","","","2202","관광호텔업",
"86","관광숙박업","03_11_01_P","3740000","CDFI2260032020000001","2020-07-13","","01","영업/정상","13","영업중","","","","","031-243-9533","","","경기도 수원시 팔달구 매산로2가 3-8","경기도 수원시 팔달구 고화로9번길 16 (매산로2가)","16456","힐탑호텔","2026-02-20 13:30:27","U","2026-02-22 02:40:00","","200561.261914152","418690.51729492","관광숙박업","","일반상업지역","9","기타","","재난배상책임보험(삼성화재)","숙박시설","9","0","32","873","","","0","0","","0","0","","0","872.92","","0","","","","","","","0","","","","873","호스텔업",
"87","관광숙박업","03_11_01_P","3740000","CDFI2260032016000005","2016-10-26","","01","영업/정상","13","영업중","","","","","031-8019-8090","","","경기도 수원시 팔달구 매산로2가 7-3","경기도 수원시 팔달구 고화로9번길 33 (매산로2가)","16456","레스티아 수원역점","2026-02-20 13:27:07","U","2026-02-22 02:40:00","","200485.919506411","418630.270524409","관광숙박업","","일반상업지역","0","","","KB손해보험","숙박시설","10","0","32","1000","","","0","0","","0","0","","0","999.97","","0","","","","","","","0","","","","1000","가족호텔업",
"88","관광숙박업","03_11_01_P","3740000","CDFI2260032016000006","2016-10-04","","01","영업/정상","13","영업중","","","","","031-239-5572","","","경기도 수원시 권선구 권선동 991-7","경기도 수원시 권선구 경수대로335번길 12 (권선동)","16565","호텔 가덴","2026-02-20 13:26:30","U","2026-02-22 02:40:00","","201828.076943076","417248.543260979","관광숙박업","","","9","","","DB손해보험 120210870598","","8","1","29","2476","","","0","0","","0","0","","0","2475.6","","0","","","","","","","0","","","","2476","소형호텔업",
"89","관광숙박업","03_11_01_P","3740000","CDFI2260032015000006","2015-09-25","","01","영업/정상","13","영업중","","","","","031-239-5572","","","경기도 수원시 권선구 권선동 991-9","경기도 수원시 권선구 경수대로335번길 10 (권선동)","16565","호텔가덴 비즈","2026-02-20 13:24:09","U","2026-02-22 02:40:00","","201837.128882598","417222.899941855","관광숙박업","","일반주거지역","7","","","DB손해보험 120210870595","숙박시설","6","1","18","1047","","","0","0","","0","0","","0","984.48","","0","","","","","","","3500000000","","","","984","소형호텔업",
"90","관광숙박업","03_11_01_P","3740000","CDFI2260032015000008","2015-12-29","","01","영업/정상","13","영업중","","","","","031-246-7799","","","경기도 수원시 팔달구 고등동 303-3 외 1필지","경기도 수원시 팔달구 갓매산로76번길 9 (고등동)","16454","아이비스테이","2026-02-20 13:25:22","U","2026-02-22 02:40:00","","200125.733378218","418720.967837853","관광숙박업","","일반상업지역","10","","","삼성화재해상보험주식회사","숙박시설","9","1","67","1887","","","0","0","","0","0","","0","1886.83","","0","","","","","","","2000000000","","","","1887","가족호텔업",
"91","관광숙박업","03_11_01_P","3740000","CDFI2260032012000001","2012-06-13","","01","영업/정상","13","영업중","","","","","031-254-5555","","442-030","경기도 수원시 팔달구 남창동 14 외 1필지","경기도 수원시 팔달구 행궁로 11 (남창동)","16261","수원호스텔","2026-02-20 13:23:19","U","2026-02-22 02:40:00","","201277.439371003","419882.843454372","관광숙박업","","일반상업지역","7","주택가주변","","현대해상화재보험","숙박시설","6","1","31","0","","","0","0","","0","0","","0","1872.85","","0","","","","","","","10000000","","","","1873","호스텔업",
"92","관광숙박업","03_11_01_P","3740000","CDFI2260032018000003","2018-02-28","","01","영업/정상","13","영업중","","","","","031-8019-8090","","","경기도 수원시 팔달구 매산로2가 10-6","경기도 수원시 팔달구 고화로9번길 34 (매산로2가)","16456","레스티아 스테이 수원역점","2026-02-20 13:36:07","U","2026-02-22 02:40:00","","200477.69705898","418648.661253876","관광숙박업","","","10","","","KB손해보험","","0","0","30","999","","","0","0","","0","0","","0","998.76","","0","","","","","","","0","","","","999","가족호텔업",
"93","관광숙박업","03_11_01_P","3740000","CDFI2260032018000004","2018-04-23","","01","영업/정상","13","영업중","","","","","031-253-7999","","","경기도 수원시 장안구 영화동 281-6 장안장여관","경기도 수원시 장안구 팔달로271번길 8, 장안장여관 4층 (영화동)","16269","옥상파티","2026-02-20 13:28:54","U","2026-02-22 02:40:00","","201212.787122426","420889.731035511","관광숙박업","","","0","","","삼성화재해상보험주식회사","","4","0","2","1599","","","0","0","","0","0","","0","162.81","","0","","","","","","","0","","","","163","호스텔업",
"94","관광숙박업","03_11_01_P","3740000","CDFI2260032018000007","2018-09-04","","01","영업/정상","13","영업중","","","","","031-245-1989","","","경기도 수원시 팔달구 매산로2가 9-6","경기도 수원시 팔달구 고화로13번길 23 (매산로2가)","16456","호텔 잇츠더블유","2026-02-20 13:29:26","U","2026-02-22 02:40:00","","200514.564319755","418686.362158313","관광숙박업","","일반상업지역","15","","","KB손해보험","호텔","15","0","47","0","","","0","0","","0","0","","0","1550.59","","0","","","","","","","2800000000","","","","1551","가족호텔업",
"95","관광숙박업","03_11_01_P","3100000","CDFI2260032001000001","2001-02-24","","01","영업/정상","13","영업중","","","","","02-935-7161","","139-942","서울특별시 노원구 상계동 711-9","서울특별시 노원구 노해로77길 22 (상계동)","","노블레스관광호텔","2026-02-20 16:42:11","U","2026-02-22 02:40:00","","205157.94751541","461423.045063883","관광숙박업","관광사업","","15","","","","","11","4","84","0","","","0","0","","0","0","","0","10421","","0","","","","","","","150000000","","","","10421","관광호텔업",
"96","관광숙박업","03_11_01_P","3740000","CDFI2260032025000002","2025-08-12","","01","영업/정상","13","영업중","","","","","0507-1320-2651","","","경기도 수원시 팔달구 신풍동 221-19 플레이스베카","경기도 수원시 팔달구 신풍로 34-1, 플레이스베카 5층 (신풍동)","16252","레스트팜","2026-02-20 13:33:51","U","2026-02-22 02:40:00","","201257.246398394","420222.299768378","관광숙박업","","일반상업지역","6","기타","","","숙박시설","5","1","3","1196","RestFarm","","0","0","","0","0","","0","164.56","","0","","","","","","","0","","","","165","호스텔업",
"97","관광숙박업","03_11_01_P","3740000","CDFI2260032020000002","2020-10-05","","01","영업/정상","13","영업중","","","","","031-256-1008","","","경기도 수원시 팔달구 매산로2가 75-14","경기도 수원시 팔달구 매산로28번길 23 (매산로2가)","16461","제니스","2026-02-20 13:30:59","U","2026-02-22 02:40:00","","200376.463297559","418312.190654824","관광숙박업","","일반상업지역","10","주택가주변","","흥국생명","숙박시설","10","0","32","998","","","0","0","","0","0","","0","997.55","","0","","","","","","","0","","","","998","가족호텔업",
"98","관광숙박업","03_11_01_P","3740000","CDFI2260032021000001","2021-03-12","","01","영업/정상","13","영업중","","","","","0507-1465-8603","","","경기도 수원시 팔달구 매산로1가 14-15","경기도 수원시 팔달구 향교로3번길 19 (매산로1가)","16455","호텔 테리스","2026-02-20 13:31:56","U","2026-02-22 02:40:00","","200042.803356331","418483.69250983","관광숙박업","","일반상업지역","12","","","현대","","11","1","65","2601","","","0","0","","0","0","","0","2600.73","","0","","","","","","","0","","","","2601","가족호텔업",
"99","관광숙박업","03_11_01_P","3290000","CDFI2260032025000008","2025-04-28","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 연지동 42-12 아미스테이","부산광역시 부산진구 성지로8번길 10 (연지동, 연지아담재)","47123","아미스테이","2026-02-20 15:51:34","U","2026-02-22 02:40:00","","387287.958896937","187750.931707706","관광숙박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","호스텔업",
"100","관광숙박업","03_11_01_P","3010000","CDFI2260032017000003","2017-03-06","","01","영업/정상","13","영업중","","","","","2179-2661","","","서울특별시 중구 초동 72-10","서울특별시 중구 마른내로 28 (초동)","04555","나인트리 바이 파르나스 서울 명동Ⅱ","2026-02-20 11:46:23","U","2026-02-22 02:40:00","","199128.553284601","451340.595494209","관광숙박업","","일반상업지역","17","","","3성","","17","5","408","0","NINE TREE BY PARNAS SEOUL MYEONGDONG 2","Tourist Hotel","0","0","","0","0","","0","25608","","0","","","","","","","0","","","","25608","관광호텔업",
"101","관광숙박업","03_11_01_P","3030000","CDFI2260032015000001","2015-10-02","","01","영업/정상","13","영업중","","","","","02-6212-2727","","","서울특별시 성동구 용답동 228-12","서울특별시 성동구 자동차시장1길 27 (용답동)","04808","호텔 27","2026-02-20 16:20:51","U","2026-02-22 02:40:00","","205288.987166136","451015.467879096","관광숙박업","","준주거지역","5","기타","","","숙박시설","4","1","27","0","","","0","0","","0","0","","0","1117","","0","","","","","","","1300000000","","","","1117","호스텔업",
"102","관광숙박업","03_11_01_P","3010000","CDFI2260032026000011","2026-02-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 명동2가 53-9","서울특별시 중구 명동4길 35, 5,6층 (명동2가)","04536","MOK HOSTEL","2026-02-23 15:45:04","I","2026-02-25 00:20:01","","198526.809718956","451090.607143509","관광숙박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","450000000","","","","0","호스텔업",
"103","관광숙박업","03_11_01_P","5530000","CDFI2260032015000002","2015-12-24","","01","영업/정상","13","영업중","","","","","031-350-6200","","","경기도 화성시 만세구 남양읍 남양리 2077-13","경기도 화성시 만세구 남양읍 역골로 3-12","18271","베니키아 더에이치 호텔","2026-02-23 09:48:43","U","2026-02-25 02:40:00","","184687.638269289","410962.186159549","관광숙박업","","일반상업지역","0","","","","","7","2","90","0","BENIKIA THE H HOTEL","Tourism Hotel","0","0","","0","0","","0","5755.95","","0","","","","","","","17999999000","","","","5756","관광호텔업",
"104","관광숙박업","03_11_01_P","5240000","CDFI2260032017000001","2017-01-20","","01","영업/정상","13","영업중","","","","","","","","경상북도 봉화군 춘양면 의양리 624-1","경상북도 봉화군 춘양면 운곡1길 8-18 (춘양목여행자숙소)","36215","춘양목 호스텔","2026-02-23 18:09:41","U","2026-02-25 02:40:00","","370790.332728982","383650.165982662","관광숙박업","","일반상업지역","4","학교정화(상대)","","","숙박시설","4","0","18","595","","","0","0","","0","0","","0","173.81","","0","","","","","","","1050000","","","","174","호스텔업",
