"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분","건축물명","건축물연면적","건축물상태명","청소대상시작일자","청소대상종료일자","휴업폐지사유","업무구분명",
"73","저수조청소업","09_30_14_P","3460000","346000031200200002","2007-12-28","","01","영업/정상","11","정상","","","","","766-1161","","","대구광역시 수성구 상동 ***-*","대구광역시 수성구 상화로*길 ** (상동)","","G.E.S(폐문부재)","2026-02-19 15:19:28","U","2026-02-21 02:40:00","","345354.845059601","260438.93746912","31","","0","","","","","저수조청소업",
"74","저수조청소업","09_30_14_P","5670000","567000031202600002","2026-02-20","","01","영업/정상","11","정상","","","","","","","","경상남도 김해시 외동 ***-*","경상남도 김해시 평전로**번길 *-* (외동)","50892","(주)서부산업개발","2026-02-20 15:01:55","I","2026-02-22 00:20:02","","368881.076406132","194863.900993291","31","","0","","","","","저수조청소업",
"75","저수조청소업","09_30_14_P","5670000","567000031202600003","2026-02-20","","01","영업/정상","11","정상","","","","","","","","부산광역시 북구 덕천동 ***-**","부산광역시 북구 의성로**번길 ** (덕천동)","46546","에코맨즈","2026-02-20 15:33:29","I","2026-02-22 00:20:02","","382860.488036027","192296.882062638","31","","0","","","","","저수조청소업",
"76","저수조청소업","09_30_14_P","5670000","567000031202600004","2026-02-20","","01","영업/정상","11","정상","","","","","","","","부산광역시 금정구 서동 ***-**","부산광역시 금정구 삼차로 ** (서동)","46322","부산경남클린","2026-02-20 16:20:26","I","2026-02-22 00:20:02","","390886.406825898","192802.965946796","31","","0","","","","","저수조청소업",
"77","저수조청소업","09_30_14_P","3650000","365000031202600001","2026-02-20","","01","영업/정상","11","정상","","","","","","","","대전광역시 중구 산성동 ***-**","대전광역시 중구 대둔산로 ***, *층 (산성동)","35055","피엔에스(P&S)환경","2026-02-20 13:56:22","I","2026-02-22 00:20:02","","234635.5068894","311574.88552222","31","","0","","","","","저수조청소업",
"78","저수조청소업","09_30_14_P","3060000","306000031200500004","2013-07-08","","01","영업/정상","11","정상","","","","","02-495-0967","","","서울특별시 중랑구 신내동 ***-* 데시앙플렉스 A동 ***호","서울특별시 중랑구 신내역로*길 **-**, 데시앙플렉스 A동 ***호 (신내동)","02055","(주)람보씨엠개발","2026-02-20 13:26:16","U","2026-02-22 02:40:00","","209085.926142332","457283.215342184","31","","0","","","","","저수조청소업",
"79","저수조청소업","09_30_14_P","3060000","306000031201800001","2018-03-21","","01","영업/정상","11","정상","","","","","02-432-7100","","","서울특별시 중랑구 신내동 ***-* 신내 SK V* center B동 ****호","서울특별시 중랑구 신내역로 ***, 신내 SK V* center B동 ****호 (신내동)","02262","제이피산업건설(주)","2026-02-20 13:25:37","U","2026-02-22 02:40:00","","209856.1161416","456761.921129526","31","","0","","","","","저수조청소업",
"80","저수조청소업","09_30_14_P","3060000","306000031202400002","2024-01-15","","01","영업/정상","11","정상","","","","","02-492-1183","","","서울특별시 중랑구 중화동 ***-* 대림효성 ***호","서울특별시 중랑구 중랑천로 ***-*, 대림효성 ***호 (중화동)","02114","제일티엠에스 주식회사","2026-02-20 13:28:31","U","2026-02-22 02:40:00","","206270.61746178","454942.467371319","31","","0","","","","","저수조청소업",
"81","저수조청소업","09_30_14_P","3060000","306000031202100001","2015-02-16","","01","영업/정상","11","정상","","","","","02-464-1194","","","서울특별시 중랑구 면목동 ****-*","서울특별시 중랑구 용마산로 ***, 지*층 비***호 (면목동)","02259","동현종합건설(주)","2026-02-20 13:28:01","U","2026-02-22 02:40:00","","208075.550921967","452991.036422095","31","","0","","","","","저수조청소업",
"82","저수조청소업","09_30_14_P","3170000","317000031202100004","2026-02-20","","01","영업/정상","11","정상","","","","","02-868-8381","","","서울특별시 금천구 독산동 **** 용구빌딩","서울특별시 금천구 시흥대로 ***, 용구빌딩 ***호 (독산동)","08616","(주)푸른환경코리아","2026-02-20 10:12:44","U","2026-02-22 02:40:00","","190912.168726491","440461.875991112","31","","0","","","","","저수조청소업",
"83","저수조청소업","09_30_14_P","5690000","569000031201600011","2016-11-17","","01","영업/정상","11","정상","","","","","044-866-0665","","","세종특별자치시 연서면 월하리 ***","세종특별자치시 연서면 세종로 ****, ***호","","(주)맑은누리","2026-02-21 08:17:11","U","2026-02-23 02:40:00","","226078.994631499","341952.311202129","31","","0","","","","","저수조청소업",
"84","저수조청소업","09_30_14_P","5690000","569000031202500006","2026-02-23","","01","영업/정상","11","정상","","","","","","","","세종특별자치시 조치원읍 침산리 ** 욱일아파트","세종특별자치시 조치원읍 충현로 ***, *층 ***호 (욱일아파트)","30021","주식회사 케이맨서비스","2026-02-23 23:02:26","U","2026-02-25 02:40:00","","226143.154114418","344640.28554246","31","","0","","","","","저수조청소업",
"85","저수조청소업","09_30_14_P","3460000","346000031200200001","2000-02-02","","01","영업/정상","11","정상","","","","","741-3318","","","대구광역시 수성구 만촌동 ***-** *층","대구광역시 수성구 화랑로**길 **, *층 (만촌동)","42034","주식회사 대성에코홀딩스(폐문부재)","2026-02-23 15:04:06","U","2026-02-25 02:40:00","","348468.665572454","264899.576590968","31","","0","","","","","저수조청소업",
"86","저수조청소업","09_30_14_P","3460000","346000031201000001","2015-12-07","","01","영업/정상","11","정상","","","","","7661264","","","대구광역시 수성구 수성동*가 ***-*","대구광역시 수성구 수성로**길 * (수성동*가)","","새롬환경(폐문부재)","2026-02-23 15:04:47","U","2026-02-25 02:40:00","","345736.394299884","262509.569081187","31","","0","","","","","저수조청소업",
"87","저수조청소업","09_30_14_P","3300000","330000031201200001","2017-09-05","","01","영업/정상","11","정상","","","","","051-809-3774","","","부산광역시 동래구 온천동 ****-**","부산광역시 동래구 아시아드대로***번길 **-* (온천동)","","원형실업","2026-02-23 14:51:44","U","2026-02-25 02:40:00","","388006.682404575","191852.574227455","31","","0","","","","","저수조청소업",
"88","저수조청소업","09_30_14_P","4490000","449000031201800002","2021-03-17","","01","영업/정상","11","정상","","","","","041-577-6500","","","충청남도 천안시 서북구 쌍용동 **** 쌍용세탁","충청남도 천안시 서북구 월봉*길 *, ***호 (쌍용동)","31174","주식회사 하나종합관리","2026-02-23 12:55:45","U","2026-02-25 02:40:00","","210411.04077879","365460.281821866","31","","0","","","","","저수조청소업",
"89","저수조청소업","09_30_14_P","5690000","569000031201200001","2020-09-14","","01","영업/정상","11","정상","","","","","044-855-6655","","","세종특별자치시 장군면 도계리 ***-**","세종특별자치시 장군면 장기초교길 **","30053","세종환경기업","2026-02-23 16:05:33","U","2026-02-25 02:40:00","","218511.364651309","332878.770498222","31","","0","","","","","저수조청소업",
"90","저수조청소업","09_30_14_P","5690000","569000031202000007","2020-12-28","","01","영업/정상","11","정상","","","","","044-865-7246","","","세종특별자치시 부강면 부강리 ***-*","세종특별자치시 부강면 시장길 **, *층","30075","세종현대관리공사","2026-02-23 15:05:44","U","2026-02-25 02:40:00","","232867.224932957","336600.95869564","31","","0","","","","","저수조청소업",
"91","저수조청소업","09_30_14_P","3080000","308000031202600001","2026-02-13","","01","영업/정상","11","정상","","","","","029084937","","","서울특별시 강북구 미아동 ***-***","서울특별시 강북구 삼양로 ***, *층 (미아동)","01208","㈜현우환경","2026-02-24 14:59:01","I","2026-02-26 00:20:08","","201908.780881833","456922.034775216","31","","0","","","","","저수조청소업",
"92","저수조청소업","09_30_14_P","3160000","316000031202300003","2023-07-14","","01","영업/정상","11","정상","","","","","","","","서울특별시 구로구 구로동 **-* 다인빌딩","서울특별시 구로구 구로중앙로**길 **, 다인빌딩 ***호 (구로동)","08302","(주)부경이엠","2026-02-24 13:56:46","U","2026-02-26 02:40:00","","190418.759351546","443803.304335832","31","","0","","","","","저수조청소업",
"93","저수조청소업","09_30_14_P","3990000","399000031202600002","2026-02-13","","01","영업/정상","11","정상","","","","","031-841-8886","","","경기도 남양주시 별내면 광전리 ***-*","경기도 남양주시 별내면 송산로***번길 *-**, *층","12090","(주)21세기매니지먼트","2026-02-24 10:08:53","U","2026-02-26 02:40:00","","211656.230841818","465331.778255866","31","","0","","","","","저수조청소업",
"94","저수조청소업","09_30_14_P","3160000","316000031202300001","2023-02-15","","01","영업/정상","11","정상","","","","","02-2688-8855","","","서울특별시 구로구 개봉동 *** 삼환아파트","서울특별시 구로구 남부순환로**길 **, 상가동 ***호 (개봉동, 삼환아파트)","08336","(주)세스타","2026-02-24 15:37:55","U","2026-02-26 02:40:00","","187059.056573796","443627.002798789","31","","0","","","","","저수조청소업",
"95","저수조청소업","09_30_14_P","3160000","316000031202300002","2023-03-15","","01","영업/정상","11","정상","","","","","","","","서울특별시 구로구 구로동 ***-* 구로기계공구상가","서울특별시 구로구 구로중앙로 ***, 구로기계공구상가 A*동 *층 ***호 (구로동)","08216","화성정수설비공사","2026-02-24 13:56:12","U","2026-02-26 02:40:00","","189133.785005948","444562.755976432","31","","0","","","","","저수조청소업",
"96","저수조청소업","09_30_14_P","3160000","316000031200700001","2015-04-30","","01","영업/정상","11","정상","","","","","02-857-6169","","","서울특별시 구로구 궁동 *** 월드빌라 *단지","서울특별시 구로구 부일로*길 ** (궁동, 월드빌라 *단지)","08259","정수기업사","2026-02-24 15:36:03","U","2026-02-26 02:40:00","","184388.93623066","443849.635184598","31","","0","","","","","저수조청소업",
"97","저수조청소업","09_30_14_P","3160000","316000031200800002","2022-10-19","","01","영업/정상","11","정상","","","","","02-830-5878","","","서울특별시 구로구 오류동 **-** 시티월드, 지층 ***호","서울특별시 구로구 경인로 *** (오류동, 시티월드)","08271","주식회사 서호씨엠","2026-02-24 13:52:50","U","2026-02-26 02:40:00","","185875.875759586","443592.138806549","31","","0","","","","","저수조청소업",
"98","저수조청소업","09_30_14_P","3160000","316000031201700001","2026-01-15","","01","영업/정상","11","정상","","","","","","","","서울특별시 구로구 오류동 **-**","서울특별시 구로구 고척로**길 **, *층 (오류동)","08267","나라크린","2026-02-24 15:42:37","U","2026-02-26 02:40:00","","186109.586696336","443958.809729159","31","","0","","","","","저수조청소업",
"99","저수조청소업","09_30_14_P","3160000","316000031199500001","2017-03-06","","01","영업/정상","11","정상","","","","","02-854-4340","","","서울특별시 구로구 구로동 ***-* 푸른나래빌","서울특별시 구로구 구로중앙로**길 **-** (구로동, 푸른나래빌)","08294","한신공무관리(주)","2026-02-24 13:57:22","U","2026-02-26 02:40:00","","189989.634473458","444307.156580024","31","","0","","","","","저수조청소업",
"100","저수조청소업","09_30_14_P","3160000","316000031200500006","2013-10-29","","01","영업/정상","11","정상","","","","","3281-5420","","","서울특별시 구로구 구로동 ***-*** 사모아쇼핑센터","서울특별시 구로구 구일로**길 **, 사모아쇼핑센터 (구로동)","08323","대성산업씨엔에스(주)","2026-02-24 13:58:31","U","2026-02-26 02:40:00","","189052.101789082","443748.279289935","31","","0","","","","","저수조청소업",
"101","저수조청소업","09_30_14_P","3140000","314000031202500001","2026-02-24","","01","영업/정상","11","정상","","","","","070-7618-9292","","","서울특별시 양천구 목동 ***-*","서울특별시 양천구 목동중앙서로*길 **-*, b*층 (목동)","07966","(주)엘","2026-02-24 17:21:49","U","2026-02-26 02:40:00","","188027.280477071","447735.052221032","31","","0","","","","","저수조청소업",
"102","저수조청소업","09_30_14_P","3860000","386000031201200002","2023-03-28","","01","영업/정상","11","정상","","","","","032-321-4021","","","경기도 부천시 소사구 송내동 *** 호암프라자 ***호","경기도 부천시 소사구 경인로 ***, 호암프라자 *층 ***호 (송내동)","14723","주식회사 엔케이티엠에스","2026-02-24 11:43:01","U","2026-02-26 02:40:00","","179302.455788221","442480.628049143","31","","0","","","","","저수조청소업",
"103","저수조청소업","09_30_14_P","3160000","316000031202200002","2024-11-12","","01","영업/정상","11","정상","","","","","02-6404-0414","","","서울특별시 구로구 오류동 *-**","서울특별시 구로구 경인로**길 **-*, *층 (오류동)","08254","케이제이산업","2026-02-24 15:41:27","U","2026-02-26 02:40:00","","185512.270322771","443887.165087894","31","","0","","","","","저수조청소업",
"104","저수조청소업","09_30_14_P","3160000","316000031202400001","2024-12-24","","01","영업/정상","11","정상","","","","","02-2109-8765","","","서울특별시 구로구 구로동 ***-** 에이스테크노타워*차","서울특별시 구로구 디지털로**길 **, 에이스테크노타워*차 ***호 (구로동)","08380","(주)효상토건","2026-02-24 15:43:20","U","2026-02-26 02:40:00","","190571.928127507","442598.144798533","31","","0","","","","","저수조청소업",
"105","저수조청소업","09_30_14_P","3460000","346000031202600001","2026-02-24","","01","영업/정상","11","정상","","","","","053-767-4678","","","대구광역시 수성구 노변동 *** 수성 월드메르디앙","대구광역시 수성구 노변로 **, 상가*동 ***호 (노변동, 수성 월드메르디앙)","42258","(주)범안","2026-02-25 13:10:03","I","2026-02-27 00:20:02","","353469.216444077","260950.078214756","31","","0","","","","","저수조청소업",
"106","저수조청소업","09_30_14_P","5540000","554000031202600001","2023-11-30","","01","영업/정상","11","정상","","","","","031-889-6921","","","경기도 광주시 신현동 ***-*","경기도 광주시 문형산길 ***-** (신현동)","12820","주식회사 보고코퍼레이션","2026-02-25 11:11:57","I","2026-02-27 00:20:02","","","","31","","0","","","","","저수조청소업",
"107","저수조청소업","09_30_14_P","3830000","383000031202600001","2026-02-25","","01","영업/정상","11","정상","","","","","031-423-3001","","","경기도 안양시 동안구 평촌동 ** 인덕원역 더리브 디하우트","경기도 안양시 동안구 시민대로 ***, 인덕원역 더리브 디하우트 (평촌동)","14058","주식회사 미더온파트너스","2026-02-25 17:42:18","I","2026-02-27 00:20:02","","197698.203982751","432658.590909063","31","","0","","","","","저수조청소업",
"108","저수조청소업","09_30_14_P","3440000","344000031200300001","2008-02-25","","01","영업/정상","11","정상","","","","","053-626-3000","","","대구광역시 남구 대명동 ***-**","대구광역시 남구 큰골길 ** (대명동)","","우진종합관리(주)","2026-02-25 10:09:09","U","2026-02-27 02:40:00","","342460.695167526","260931.235319514","31","","0","","","","","저수조청소업",
"109","저수조청소업","09_30_14_P","3380000","338000031202600001","2026-02-26","","01","영업/정상","11","정상","","","","","","","","부산광역시 수영구 광안동 ****-* *층","부산광역시 수영구 연수로 ***, *층 (광안동)","48242","비엠에스코리아 부산지사","2026-02-26 13:28:22","I","2026-02-28 00:20:02","","392243.065783755","187685.565736775","31","","0","","","","","저수조청소업",
"110","저수조청소업","09_30_14_P","3180000","318000031202600001","2026-02-26","","01","영업/정상","11","정상","","","","","02-1577-1868","","","서울특별시 영등포구 영등포동*가 ***","서울특별시 영등포구 영중로**길 *, ***호 (영등포동*가)","07250","주식회사 삼호에버다임","2026-02-26 18:05:55","I","2026-02-28 00:20:02","","191634.434595481","446595.213058616","31","","0","","","","","저수조청소업",
