"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수","주사육업종",
"79","가축사육업","02_04_01_P","5680000","463000003320070011","2007-04-03","","01","영업/정상","0000","정상","","","","","","0","343-821","충청남도 당진시 송악읍 가교리 ***","충청남도 당진시 송악읍 가교길 ***-**","","제일농장","2026-03-04 11:20:25","U","2026-03-06 02:40:00","","172273.513482693","376117.658680656","가축사육업","","853","000","0","돼지",
"80","가축사육업","02_04_01_P","5070000","507000003320050285","2005-11-23","","01","영업/정상","0000","정상","","","","","054-854-4040","0","760-801","경상북도 안동시 풍산읍 막곡리 ***","경상북도 안동시 풍산읍 청회길 ***-**","","준수 농장","2026-03-04 14:47:35","U","2026-03-06 02:40:00","","347852.342549135","343860.156628927","가축사육업","","376","000","0","한우",
"81","가축사육업","02_04_01_P","4500000","450000003320130143","2013-11-29","","01","영업/정상","0000","정상","","","","","","","314-883","충청남도 공주시 신풍면 화흥리 *** ***,***번지","충청남도 공주시 신풍면 평화길 *** (***,***번지)","","금계농장","2026-03-04 11:08:44","U","2026-03-06 02:40:00","","199219.170382162","338164.209447079","가축사육업","","2001","000","0","종계/산란계",
"82","가축사육업","02_04_01_P","4500000","450000003320080178","2008-07-04","","03","폐업","0002","폐업","2026-03-04","","","","","0","314-851","충청남도 공주시 탄천면 가척리 ***","충청남도 공주시 탄천면 가배실로 ***-**","","용민","2026-03-04 16:11:17","U","2026-03-06 02:40:00","","199477.945545407","312840.625324505","가축사육업","","1250","000","0","한우",
"83","가축사육업","02_04_01_P","4500000","450000003320140074","2014-02-04","","01","영업/정상","0000","정상","","","","","","","","충청남도 공주시 유구읍 신달리 ***-*","충청남도 공주시 유구읍 금계산로 ***-*","32502","덕연농장","2026-03-04 13:21:49","U","2026-03-06 02:40:00","","197359.342387865","344572.803643856","가축사육업","","2105","000","0","종계/산란계",
"84","가축사육업","02_04_01_P","4580000","458000003320050116","2005-11-23","","03","폐업","0002","폐업","2026-03-04","","","","","0","325-801","충청남도 서천군 서천읍 남산리 *** 남산목장","충청남도 서천군 서천읍 남산로 ***, 남산목장","33648","남산목장","2026-03-04 16:01:14","U","2026-03-06 02:40:00","","171267.731298726","285361.879894911","가축사육업","","187","000","0","젖소",
"85","가축사육업","02_04_01_P","4510000","451000003320070010","2007-06-18","","01","영업/정상","0000","정상","","","","","","0","355-891","충청남도 보령시 청라면 장현리 ***-*","충청남도 보령시 청라면 황룡장현길 ***","","관문농장","2026-03-04 15:00:45","U","2026-03-06 02:40:00","","170336.814809174","325628.203026794","가축사육업","","622","000","0","한우",
"86","가축사육업","02_04_01_P","5680000","568000003320140158","2014-07-22","","01","영업/정상","0000","정상","","","","","","","","충청남도 당진시 신평면 금천리 ***-** , ***-*, ***-*, ***-*, ***-**, ***-**","충청남도 당진시 신평면 고무레길 ***-*, 돈사","31746","선민양돈","2026-03-04 18:06:20","U","2026-03-06 02:40:00","","179611.682693341","375015.670798304","가축사육업","","2003","000","0","돼지",
"87","가축사육업","02_04_01_P","4600000","460000003320050041","2005-01-24","","01","영업/정상","0000","정상","","","","","","0","350-862","충청남도 홍성군 서부면 상황리 ***","","","서부농장","2026-03-04 10:08:07","U","2026-03-06 02:40:00","","153336.4307511","341732.709166557","가축사육업","","357","000","0","돼지",
"88","가축사육업","02_04_01_P","4590000","459000003320050031","2005-01-27","","01","영업/정상","0000","정상","","","","","041-942-6380","0","345-833","충청남도 청양군 장평면 은곡리 ***","","","박세남 농장","2026-03-04 17:06:14","U","2026-03-06 02:40:00","","","","가축사육업","","84","000","0","한우",
"89","가축사육업","02_04_01_P","4070000","407000003320050321","2005-08-12","","02","휴업","0001","휴업","","2026-01-07","2029-01-06","","632-3681","0","467-872","경기도 이천시 모가면 서경리 ***","경기도 이천시 모가면 진상미로****번길 ***","","서천목장","2026-03-04 18:57:38","U","2026-03-06 02:40:00","","242265.521226226","406442.550142946","가축사육업","","569","000","0","젖소",
"90","가축사육업","02_04_01_P","5100000","510000003320080032","2008-03-31","","02","휴업","0001","휴업","","2014-08-19","2019-08-18","","","0","770-913","경상북도 영천시 대창면 어방리 ***-* 외 *필(***)","경상북도 영천시 대창면 효원길 *-**","38913","제일농장","2026-03-04 13:18:46","U","2026-03-06 02:40:00","","375356.221797197","264119.334169727","가축사육업","","581","000","0","한우",
"91","가축사육업","02_04_01_P","3530000","353000003320140005","2014-02-26","","01","영업/정상","0000","정상","","","","","","","405-260","인천광역시 남동구 서창동 ***-*","","","서창사슴농장","2026-03-04 14:19:08","U","2026-03-06 02:40:00","","177904.541492881","437822.568903186","가축사육업","","37","000","0","사슴",
"92","가축사육업","02_04_01_P","4070000","407000003320050511","2005-08-31","","01","영업/정상","0000","정상","","","","","","0","467-861","경기도 이천시 부발읍 죽당리 ***-* 외 *필지","경기도 이천시 부발읍 중부대로****번길 **-**","17319","새신원농장","2026-03-04 09:16:46","U","2026-03-06 02:40:00","","246141.604371702","421156.964747445","가축사육업","","759","000","0","돼지",
"93","가축사육업","02_04_01_P","4050000","405000003320050035","2005-10-31","","01","영업/정상","0000","정상","","","","","","0","","경기도 용인시 처인구 원삼면 목신리 ***-* 외 *필지(***-*, ***-*, ***-*)","경기도 용인시 처인구 원삼면 보개원삼로****번길 ***","17170","대성농장","2026-03-04 17:10:45","U","2026-03-06 02:40:00","","227142.580821938","403054.046889339","가축사육업","","82","000","0","돼지",
"94","가축사육업","02_04_01_P","4771000","477100003320140031","2014-01-26","","03","폐업","0002","폐업","2026-03-03","","","","","","595-873","전북특별자치도 순창군 구림면 ***-*","전북특별자치도 순창군 구림면 산내길  ***-*","56011","길수농장","2026-03-04 15:13:11","U","2026-03-06 02:40:00","","208734.934900162","221384.362384823","가축사육업","","1036","000","0","한우",
"95","가축사육업","02_04_01_P","4701000","470100003320100001","2010-01-19","","01","영업/정상","0000","정상","","","","","","0","","전북특별자치도 남원시 사매면 월평리 ****-* , ****-*, **-*, **-*","전북특별자치도 남원시 사매면 덕평길 **-**","55703","덕평목장","2026-03-04 15:39:32","U","2026-03-06 02:40:00","","232075.624533501","219795.431383805","가축사육업","","1196","000","0","젖소",
"96","가축사육업","02_04_01_P","4271000","427000003320050056","2005-10-06","","01","영업/정상","0000","정상","","","","2020-09-22","","0","","강원특별자치도 영월군 주천면 판운리 **-*","강원특별자치도 영월군 주천면 평창강모란길 ***","26202","휴먼앤팜","2026-03-04 17:37:04","U","2026-03-06 02:40:00","","319070.167528278","423664.586434352","가축사육업","","82","L00","0","종계/산란계",
"97","가축사육업","02_04_01_P","4271000","427000003320140205","2014-04-17","","01","영업/정상","0000","정상","","","","","","","230-851","강원특별자치도 영월군 주천면 금마리 ***","","","이관수 농장","2026-03-04 14:53:59","U","2026-03-06 02:40:00","","310479.462279829","415930.242857274","가축사육업","","556","000","0","한우",
"98","가축사육업","02_04_01_P","5090000","509000003320050083","2005-04-15","","01","영업/정상","0000","정상","","","","","","0","750-861","경상북도 영주시 장수면 갈산리 ***-**","경상북도 영주시 장수면 갈미로 ***-**","36144","믿음농장","2026-03-04 09:55:28","U","2026-03-06 02:40:00","","338006.440874395","364230.328571875","가축사육업","","190","000","0","종계/산란계",
"99","가축사육업","02_04_01_P","5090000","509000003320050393","2005-12-10","","01","영업/정상","0000","정상","","","","","","0","750-861","경상북도 영주시 장수면 갈산리 ***-*","경상북도 영주시 장수면 용주로 ***-**","36144","행복듦농장","2026-03-04 09:27:31","U","2026-03-06 02:40:00","","338943.971880793","366035.390007342","가축사육업","","501","000","0","돼지",
"100","가축사육업","02_04_01_P","4711000","471100003320090236","2009-08-31","","01","영업/정상","0000","정상","","","","2026-01-13","","0","576-944","전북특별자치도 김제시 금구면 하신리 ***-*","전북특별자치도 김제시 금구면 하신길 ***","54349","참진축산","2026-03-04 13:10:43","U","2026-03-06 02:40:00","","198167.361418886","252516.601175247","가축사육업","","1999","000","0","종계/산란계",
"101","가축사육업","02_04_01_P","4711000","471100003320080059","2008-04-17","","01","영업/정상","0000","정상","","","","","","0","","전북특별자치도 김제시 부량면 용성리 ***-** , ***-**","전북특별자치도 김제시 부량면 벽골제로 ***-**","54425","금화농장","2026-03-04 13:18:16","U","2026-03-06 02:40:00","","185789.907557924","249491.122232348","가축사육업","","1338","L00","0","한우",
"102","가축사육업","02_04_01_P","4711000","471100003320100093","2010-12-22","","01","영업/정상","0000","정상","","","","","","0","","전북특별자치도 김제시 부량면 용성리 ***-* , ***-*","전북특별자치도 김제시 부량면 벽골제로 ***-**","54425","청정광원목장","2026-03-04 13:17:01","U","2026-03-06 02:40:00","","185813.434842873","249559.940873892","가축사육업","","2120","L00","0","한우",
"103","가축사육업","02_04_01_P","4570000","457000003320190080","2019-12-25","","01","영업/정상","0000","정상","","","","","","","","충청남도 부여군 석성면 비당리 ***-**","","","윤경중농장","2026-03-04 16:42:48","U","2026-03-06 02:40:00","","202110.074109135","302444.886739914","가축사육업","","1957","000","0","한우",
"104","가축사육업","02_04_01_P","4681000","468100003320050489","2005-10-21","","01","영업/정상","0000","정상","","","","","","0","570-880","전북특별자치도 익산시 망성면 어량리 ****-**","전북특별자치도 익산시 망성면 으랭이길 ***-*","54517","도라농장","2026-03-04 10:29:08","U","2026-03-06 02:40:00","","202310.636694129","289689.054154692","가축사육업","","560","000","0","돼지",
"105","가축사육업","02_04_01_P","4281000","428000003320080002","2008-03-28","","01","영업/정상","0000","정상","","","","","","0","232-930","강원특별자치도 평창군 용평면 장평리 ***-*","","25316","봉평농장","2026-03-04 17:17:59","U","2026-03-06 02:40:00","","326023.944822364","452729.392854388","가축사육업","","203","000","0","종계/산란계",
"106","가축사육업","02_04_01_P","4281000","428000003320170009","2017-06-12","","01","영업/정상","0000","정상","","","","","033-330-9500","","","강원특별자치도 평창군 대관령면 횡계리 ** 가금연구소","강원특별자치도 평창군 대관령면 대관령마루길 ***-**, 가금연구소","25342","국립축산과학원 축산자원개발부 가금연구센터","2026-03-04 17:21:56","U","2026-03-06 02:40:00","","353309.798622577","466092.547025292","가축사육업","","454","000","0","종계/산란계",
"107","가축사육업","02_04_01_P","4341000","434000003320210001","2021-01-25","","03","폐업","0002","폐업","2026-03-03","","","","","","","강원특별자치도 고성군 죽왕면 향목리 ***-* (***-*)","","","오봉농장","2026-03-04 14:58:24","U","2026-03-06 02:40:00","","330249.26134618","543310.448921625","가축사육업","","473","000","0","한우",
"108","가축사육업","02_04_01_P","4341000","434000003320080060","2008-04-26","","01","영업/정상","0000","정상","","","","","","0","219-821","강원특별자치도 고성군 죽왕면 오봉리 ***-*","","","최창규 육계농장","2026-03-04 14:50:16","U","2026-03-06 02:40:00","","329921.525434592","537958.998899865","가축사육업","","170","000","0","육계",
"109","가축사육업","02_04_01_P","4241000","424100003320240005","2024-07-05","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 삼척시 도계읍 흥전리 **","강원특별자치도 삼척시 도계읍 흥전안길 ***-*","25950","심용훈","2026-03-04 18:26:08","U","2026-03-06 02:40:00","","381356.453463628","413973.967153238","가축사육업","","956","000","0","한우",
"110","가축사육업","02_04_01_P","5260000","526000003320100001","2010-06-24","","01","영업/정상","0000","정상","","","","","","0","799-811","경상북도 울릉군 서면 남양리 ***-*","경상북도 울릉군 서면 남양*길 **-**","40235","청림농산","2026-03-04 14:10:44","U","2026-03-06 02:40:00","","539621.556401905","448611.784585501","가축사육업","","21","000","0","한우",
"111","가축사육업","02_04_01_P","5070000","507000003320110069","2011-07-19","","01","영업/정상","0000","정상","","","","","","","","경상북도 안동시 풍산읍 괴정리 ***","경상북도 안동시 풍산읍 양광*길 **","36617","영배농장","2026-03-04 14:50:06","U","2026-03-06 02:40:00","","336558.765082915","343778.501844434","가축사육업","","1245","000","0","한우",
"112","가축사육업","02_04_01_P","4820000","482000003320050077","2005-04-21","","01","영업/정상","0000","정상","","","","","","0","540-863","전라남도 순천시 상사면 쌍지리 ***-*, ***-*, ***-*, ***, ***-*","전라남도 순천시 상사면 오류골길 **","","태영목장","2026-03-04 09:03:57","U","2026-03-06 02:40:00","","236753.763662275","158446.388624956","가축사육업","","91","000","0","젖소",
"113","가축사육업","02_04_01_P","4910000","491000003320100054","2010-05-19","","01","영업/정상","0000","정상","","","","","","0","529-901","전라남도 장흥군 대덕읍 연정리 ****","전라남도 장흥군 대덕읍 산정길 **-**","59362","없음","2026-03-04 17:58:40","U","2026-03-06 02:40:00","","188496.629150315","112791.90563602","가축사육업","","1257","000","0","한우",
"114","가축사육업","02_04_01_P","4910000","491000003320110085","2011-08-02","","01","영업/정상","0000","정상","","","","","","","529-805","전라남도 장흥군 장흥읍 금산리 ***-*, ***-*, ***-*번지","","",".","2026-03-04 12:55:51","U","2026-03-06 02:40:00","","","","가축사육업","","1391","000","0","한우",
"115","가축사육업","02_04_01_P","4910000","491000003320080152","2008-05-30","","01","영업/정상","0000","정상","","","","","867-7589","0","","전라남도 장흥군 관산읍 죽청리 ***-**","","",".","2026-03-04 11:28:18","U","2026-03-06 02:40:00","","197822.679423353","120363.370939953","가축사육업","","735","000","0","한우",
"116","가축사육업","02_04_01_P","4910000","491000003320050193","2005-07-01","","01","영업/정상","0000","정상","","","","","","0","529-902","전라남도 장흥군 대덕읍 신월리 ***-*","","","없음","2026-03-04 18:00:23","U","2026-03-06 02:40:00","","188982.117498799","111293.21468641","가축사육업","","276","000","0","한우",
"117","가축사육업","02_04_01_P","4830000","483000003320040017","2004-05-03","","01","영업/정상","0000","정상","","","","","","0","520-911","전라남도 나주시 동강면 곡천리 ***-*","전라남도 나주시 동강면 곡천로 ***","","행복한 소농장","2026-03-04 11:12:08","U","2026-03-06 02:40:00","","158808.507481816","159649.381385684","가축사육업","","17","000","0","한우",
"118","가축사육업","02_04_01_P","4830000","483000003320200008","2020-02-19","","01","영업/정상","0000","정상","","","","","","","","전라남도 나주시 왕곡면 양산리 **-**","","","은미축산","2026-03-04 10:40:41","U","2026-03-06 02:40:00","","173509.65233024","163113.312019823","가축사육업","","3543","000","0","한우",
"119","가축사육업","02_04_01_P","4590000","459000003320220003","2022-01-14","","01","영업/정상","0000","정상","","","","","","","","충청남도 청양군 목면 화양리 ****-**, ****-**번지","","","부자농장 C동,D동","2026-03-04 17:10:38","U","2026-03-06 02:40:00","","","","가축사육업","","1816","000","0","한우",
"120","가축사육업","02_04_01_P","5440000","544000003320210013","2021-12-10","","01","영업/정상","0000","정상","","","","","","","","경상남도 하동군 진교면 고이리 ***-*","경상남도 하동군 진교면 고이신촌길 **-**","52342","유풍2농장","2026-03-04 15:28:44","U","2026-03-06 02:40:00","","283441.495707186","173680.765981924","가축사육업","","1297","000","0","한우",
"121","가축사육업","02_04_01_P","5360000","536000003320040016","2004-12-06","","03","폐업","0002","폐업","2026-03-04","","","","","0","627-171","경상남도 밀양시 용평동 ***-* 외 *필지","경상남도 밀양시 용평로*길 **-* (용평동)","50432","용평농장","2026-03-04 16:03:54","U","2026-03-06 02:40:00","","360624.190740871","222451.742938946","가축사육업","","23","000","0","육계",
"122","가축사육업","02_04_01_P","5360000","536000003320050263","2005-07-18","","01","영업/정상","0000","정상","","","","","","0","627-853","경상남도 밀양시 부북면 퇴로리 **-* 외 *필지(***번지)","경상남도 밀양시 부북면 퇴로로 ***-**","50401","성림농장","2026-03-04 11:15:54","U","2026-03-06 02:40:00","","354428.025399814","229326.962036202","가축사육업","","294","000","0","돼지",
"123","가축사육업","02_04_01_P","5310000","531000003320140078","2014-03-03","","01","영업/정상","0000","정상","","","","","","","","경상남도 진주시 일반성면 운천리 ** , **","경상남도 진주시 일반성면 운천길***번길 **-*","52618","최동일농장","2026-03-04 10:55:52","U","2026-03-06 02:40:00","","316022.665786538","184617.767989553","가축사육업","","696","000","0","한우",
"124","가축사육업","02_04_01_P","5310000","531000003320150034","2015-11-02","","01","영업/정상","0000","정상","","","","","","","660-832","경상남도 진주시 금곡면 죽곡리 ****","","","정성대농장","2026-03-04 11:42:48","U","2026-03-06 02:40:00","","305555.264303017","175236.550632568","가축사육업","","799","000","0","염소",
"125","가축사육업","02_04_01_P","5080000","508000003320200120","2020-08-03","","01","영업/정상","0000","정상","","","","","","","","경상북도 구미시 고아읍 항곡리 **","경상북도 구미시 고아읍 선산대로 ***-**","39151","윤천농장","2026-03-04 11:46:00","U","2026-03-06 02:40:00","","321182.712370781","300481.143017336","가축사육업","","1871","000","0","육우",
"126","가축사육업","02_04_01_P","5430000","543000003320200015","2020-08-18","","01","영업/정상","0000","정상","","","","","","","","경상남도 남해군 창선면 동대리 ****","경상남도 남해군 창선면 한재로 ***-*","52450","복이농장2","2026-03-04 14:13:57","U","2026-03-06 02:40:00","","290984.413123371","152934.201355213","가축사육업","","1051","000","0","염소",
"127","가축사육업","02_04_01_P","5350000","535000003320100028","2010-06-30","","03","폐업","0002","폐업","2026-03-04","","","","","0","621-823","경상남도 김해시 생림면 생림리 ***","","","박사근농장","2026-03-04 14:05:37","U","2026-03-06 02:40:00","","366930.682241797","203612.591762436","가축사육업","","862","000","0","한우",
"128","가축사육업","02_04_01_P","5440000","544000003320220012","2022-09-03","","01","영업/정상","0000","정상","","","","","","","","경상남도 하동군 북천면 직전리 ***-* ,산***-**","경상남도 하동군 북천면 경서대로 ****-**","52318","늘푸른농장","2026-03-04 15:42:27","U","2026-03-06 02:40:00","","280438.460350564","179126.258339335","가축사육업","","1310","000","0","한우",
"129","가축사육업","02_04_01_P","5090000","509000003320220047","2022-09-19","","01","영업/정상","0000","정상","","","","","","","","경상북도 영주시 문수면 승문리 ***","경상북도 영주시 문수면 문평로***번길 **","36171","없음","2026-03-04 10:28:53","U","2026-03-06 02:40:00","","346175.778948326","361854.920535486","가축사육업","","2290","000","0","한우",
"130","가축사육업","02_04_01_P","4791000","479100003320200050","2020-12-18","","01","영업/정상","0000","정상","","","","","","","","전북특별자치도 부안군 행안면 대초리 ****-* , 주*동","전북특별자치도 부안군 행안면 순환북로 **-**, 주*동","56319","의성축산농협(황호삼대초1)농장","2026-03-04 16:35:07","U","2026-03-06 02:40:00","","172961.792498368","245521.673214365","가축사육업","","1550","L00","0","한우",
"131","가축사육업","02_04_01_P","4791000","479100003320210013","2021-04-26","","01","영업/정상","0000","정상","","","","","","","","전북특별자치도 부안군 계화면 궁안리 ****-*","전북특별자치도 부안군 계화면 새포로 ***-**","56300","의성축산농협(김영훈)농장","2026-03-04 16:48:40","U","2026-03-06 02:40:00","","170907.4908192","249412.576198695","가축사육업","","1566","L00","0","한우",
"132","가축사육업","02_04_01_P","4400000","440000003320130001","2013-01-02","","02","휴업","0001","휴업","","2026-03-04","2027-03-03","","0436435271","","390-180","충청북도 제천시 산곡동 ***-*","","","옥희농장","2026-03-04 16:56:37","U","2026-03-06 02:40:00","","306178.667525572","400100.414722692","가축사육업","","380","000","0","한우",
"133","가축사육업","02_04_01_P","4440000","444000003320080011","2008-06-05","","01","영업/정상","0000","정상","","","","","","0","370-831","충청북도 영동군 양산면 죽산리 *** , ***, ***, ***, ***-*, ***, ***","충청북도 영동군 양산면 양산심천로 ***-***, 동식물 관련시설","29162","월성농장","2026-03-04 09:03:17","U","2026-03-06 02:40:00","","261575.48337679","294148.652137506","가축사육업","","156","L00","0","육우",
"134","가축사육업","02_04_01_P","5430000","543000003320250002","2025-03-18","","01","영업/정상","0000","정상","","","","","","","","경상남도 남해군 서면 연죽리 ****","경상남도 남해군 서면 연죽로 ***-*","52411","신주철농장","2026-03-04 19:58:45","U","2026-03-06 02:40:00","","278763.488809638","148345.808333835","가축사육업","","1125","000","0","염소",
"135","가축사육업","02_04_01_P","4281000","428100003320230007","2023-12-07","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 평창군 진부면 거문리 ***","","","봄빛농장","2026-03-04 17:23:34","U","2026-03-06 02:40:00","","334857.467049184","456004.714842968","가축사육업","","566","000","0","종계/산란계",
"136","가축사육업","02_04_01_P","5710000","573500003320073074","2007-04-09","","01","영업/정상","0000","정상","","","","","043-220-6283","0","363-931","충청북도 청주시 청원구 내수읍 구성리 ***","충청북도 청주시 청원구 내수읍 구성새동네길 **","28153","충청북도축산기술연구소","2026-03-04 16:34:49","U","2026-03-06 02:40:00","","245251.871615433","354668.669289307","가축사육업","","831","000","0","한우",
"137","가축사육업","02_04_01_P","5440000","544000003320080168","2008-07-04","","01","영업/정상","0000","정상","","","","","","0","","경상남도 하동군 북천면 화정리 **-*","경상남도 하동군 북천면 화정길 **-**","52315","하늘농장","2026-03-04 15:24:43","U","2026-03-06 02:40:00","","279844.418280205","182584.462571822","가축사육업","","573","000","0","한우",
"138","가축사육업","02_04_01_P","5440000","544000003320050146","2005-07-28","","01","영업/정상","0000","정상","","","","","","0","667-914","경상남도 하동군 진교면 백련리 ***","경상남도 하동군 진교면 사기아름길 **-*","52346","종대농장","2026-03-04 15:20:56","U","2026-03-06 02:40:00","","280773.893597453","170931.950103534","가축사육업","","216","000","0","한우",
"139","가축사육업","02_04_01_P","5440000","544000003320100025","2010-09-03","","01","영업/정상","0000","정상","","","","","","0","667-892","경상남도 하동군 옥종면 안계리 ***","경상남도 하동군 옥종면 옥단로 ****-**","","성호농장","2026-03-04 16:06:04","U","2026-03-06 02:40:00","","279840.038254346","190110.774892981","가축사육업","","1057","000","0","한우",
"140","가축사육업","02_04_01_P","4590000","459000003320180077","2018-12-28","","03","폐업","0002","폐업","2026-03-04","","","","","","","충청남도 청양군 비봉면 양사리 ***","","","임동길농장","2026-03-04 16:59:11","U","2026-03-06 02:40:00","","179027.442422637","332365.730792283","가축사육업","","1614","000","0","한우",
"141","가축사육업","02_04_01_P","5080000","508000003320180058","2018-12-17","","01","영업/정상","0000","정상","","","","","","","","경상북도 구미시 고아읍 예강리 ***","경상북도 구미시 고아읍 관심길 ***-**","39142","서준농장","2026-03-04 11:12:36","U","2026-03-06 02:40:00","","320862.987681393","301415.024090491","가축사육업","","1622","000","0","한우",
"142","가축사육업","02_04_01_P","5430000","543000003320220003","2022-04-27","","01","영업/정상","0000","정상","","","","","","","","경상남도 남해군 창선면 동대리 ***","경상남도 남해군 창선면 한재로 **-**","52450","복이농장","2026-03-04 13:51:19","U","2026-03-06 02:40:00","","291036.430254175","152997.955905307","가축사육업","","1078","000","0","염소",
"143","가축사육업","02_04_01_P","4291000","429100003320260004","2026-03-05","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 정선군 임계면 낙천리 *** ,***-*","","","광천농장","2026-03-05 11:29:40","I","2026-03-07 00:20:02","","364294.456775436","442410.792736221","가축사육업","","834","000","0","염소",
"144","가축사육업","02_04_01_P","3660000","366000003320260001","2026-03-05","","01","영업/정상","0000","정상","","","","","","","","대전광역시 서구 산직동 ***-*","","","대원농장","2026-03-05 16:21:24","I","2026-03-07 00:20:02","","231563.08221797","304690.345012447","가축사육업","","182","000","0","염소",
"145","가축사육업","02_04_01_P","4711000","471100003320260002","2026-03-04","","01","영업/정상","0000","정상","","","","","","","","전북특별자치도 김제시 황산면 쌍감리 **-** ,**-**","전북특별자치도 김제시 황산면 봉산로 ***-**","54354","우림축산","2026-03-05 09:28:23","I","2026-03-07 00:20:02","","196226.234079146","252986.391806163","가축사육업","","2748","000","0","한우",
"146","가축사육업","02_04_01_P","4691000","469100003320260006","2026-03-05","","01","영업/정상","0000","정상","","","","","","","","전북특별자치도 정읍시 덕천면 우덕리 ****-*","","","최인호농장","2026-03-05 09:19:18","I","2026-03-07 00:20:02","","184779.864902736","236559.901293019","가축사육업","","4278","000","0","한우",
"147","가축사육업","02_04_01_P","4470000","447000003320260003","2026-03-05","","01","영업/정상","0000","정상","","","","","","","","충청북도 음성군 맹동면 마산리 ***-* 외 *필지","","27730","찬희농장2","2026-03-05 11:25:17","I","2026-03-07 00:20:02","","248327.459897694","381455.882866273","가축사육업","","1050","000","0","한우",
"148","가축사육업","02_04_01_P","4940000","494000003320260003","2026-03-04","","01","영업/정상","0000","정상","","","","","","","","전라남도 영암군 삼호읍 동호리 ***","","","늘빛농장","2026-03-04 09:06:26","I","2026-03-07 00:20:02","","154920.705861649","139552.757386363","가축사육업","","2105","000","0","한우",
"149","가축사육업","02_04_01_P","5060000","506000003320260001","2026-03-05","","01","영업/정상","0000","정상","","","","","","","","경상북도 김천시 개령면 황계리 ****-* , ****-*","경상북도 김천시 개령면 오송길 ***-**","39516","청우농장2","2026-03-05 09:25:09","I","2026-03-07 00:20:02","","303901.026851905","294518.308031054","가축사육업","","2375","000","0","한우",
"150","가축사육업","02_04_01_P","4500000","450000003320170007","2017-01-16","","03","폐업","0002","폐업","2026-03-05","","","","","","","충청남도 공주시 유구읍 녹천리 ***-*","","","중뜸농장","2026-03-05 11:01:34","U","2026-03-07 02:40:00","","194403.308424814","342285.631496782","가축사육업","","2950","000","0","한우",
"151","가축사육업","02_04_01_P","4500000","450000003320180015","2018-06-04","","03","폐업","0002","폐업","2026-03-05","","","","","","314-812","충청남도 공주시 의당면 월곡리 **-*","","","병선농장","2026-03-05 16:12:07","U","2026-03-07 02:40:00","","214059.03550257","336399.415241451","가축사육업","","3040","000","0","한우",
"152","가축사육업","02_04_01_P","4500000","450000003320080210","2008-07-07","","03","폐업","0002","폐업","2026-03-05","","","","","0","314-854","충청남도 공주시 탄천면 송학리 **-*","","","학동","2026-03-05 11:03:34","U","2026-03-07 02:40:00","","202073.758074083","314923.302404158","가축사육업","","1282","000","0","한우",
"153","가축사육업","02_04_01_P","4500000","450000003320100076","2010-08-31","","03","폐업","0002","폐업","2026-03-05","","","","","0","314-865","충청남도 공주시 우성면 용봉리 **","충청남도 공주시 우성면 반곡길 ***-**","","산골 한우농장","2026-03-05 10:32:19","U","2026-03-07 02:40:00","","202415.892937172","325402.462066527","가축사육업","","1576","000","0","한우",
"154","가축사육업","02_04_01_P","4500000","450000003320090027","2009-01-23","","03","폐업","0002","폐업","2026-03-05","","","","","0","314-911","충청남도 공주시 동현동 ***","충청남도 공주시 동현길 *** (동현동)","","동현","2026-03-05 10:40:28","U","2026-03-07 02:40:00","","216823.35006868","330084.745617723","가축사육업","","1403","000","0","한우",
"155","가축사육업","02_04_01_P","5700000","570000003320170018","2017-07-04","","01","영업/정상","0000","정상","","","","","","","","경기도 여주시 점동면 당진리 ***","경기도 여주시 점동면 성주로 ***-**","12668","농업회사법인 다온농장","2026-03-05 15:36:51","U","2026-03-07 02:40:00","","259985.048973559","408511.481828565","가축사육업","","1385","L00","0","종계/산란계",
"156","가축사육업","02_04_01_P","3910000","391000003320140013","2014-02-13","","01","영업/정상","0000","정상","","","","","","","451-824","경기도 평택시 포승읍 홍원리 ***-* ,-*,-*,-**,-**","경기도 평택시 포승읍 석정로 ***-**","17813","대영농장","2026-03-05 10:36:38","U","2026-03-07 02:40:00","","189207.860740951","389573.641146214","가축사육업","","1065","000","0","종계/산란계",
"157","가축사육업","02_04_01_P","4721000","472100003320080041","2008-04-02","","01","영업/정상","0000","정상","","","","","","0","565-901","전북특별자치도 완주군 봉동읍 구암리 ***-*","전북특별자치도 완주군 봉동읍 신수로 ***","","최창영농장","2026-03-05 10:33:10","U","2026-03-07 02:40:00","","209797.585857479","270650.773880471","가축사육업","","763","000","0","한우",
