번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),목재생산업구분코드명,목재생산업종류명,취급목재제품,인력보유현황,년간생산량,자본금,상태구분명,Unnamed: 35,record_key
195,원목생산업,09_27_02_P,5670000,567000090202300004,2023-08-24,,1,영업/정상,1,정상,,,,,055-339-4460,,,경상남도 창원시 마산회원구 내서읍 삼계리 254-1 청남우노프라자,"경상남도 창원시 마산회원구 내서읍 광려로 41, 청남우노프라자 3층 303호",51240,금호그린바이오창원주식회사,2026-02-09 16:18:26,U,2026-02-11 02:40:00,,336753.489657903,192540.098729095,원목생산업,2종,원목,이장섭,5000,300,영업,,금호그린바이오창원주식회사_경상남도창원시마산회원구내서읍삼계리254-1청남우노프라자
508,원목생산업,09_27_02_P,5050000,505000090202300002,2023-08-22,,1,영업/정상,1,정상,,,,,,,,경상북도 경주시 강동면 왕신리 478,경상북도 경주시 강동면 천강로 846-25,38033,한국자원㈜,2026-02-23 19:09:21,U,2026-02-25 02:40:00,,407298.29279632,275740.250372066,원목생산업,2종,원목류,,0,0,영업,,한국자원㈜_경상북도경주시강동면왕신리478
78,원목생산업,09_27_02_P,4920000,492000090202300001,2023-08-18,,1,영업/정상,1,정상,,,,,,,,전라남도 강진군 작천면 이남리 488-1,전라남도 강진군 작천면 효동2길 5,59216,수인산업,2026-02-04 21:42:19,U,2026-02-06 02:40:00,,182240.706858562,133608.879672175,원목생산업,2종,,,5000,10,영업,,수인산업_전라남도강진군작천면이남리488-1
238,원목생산업,09_27_02_P,5100000,510000090202300001,2023-08-14,,1,영업/정상,1,정상,,,,,,,,경상북도 영천시 북안면 내포리 289-1,경상북도 영천시 북안면 대경로 2639,38907,주식회사 지승,2026-02-10 09:43:42,U,2026-02-12 02:40:00,,381916.751154136,271147.144722237,원목생산업,2종,,,0,0,영업,,주식회사지승_경상북도영천시북안면내포리289-1
80,원목생산업,09_27_02_P,4820000,482000090202300001,2023-06-30,,1,영업/정상,1,정상,,,,,,,,전라남도 순천시 주암면 창촌리 280-1,전라남도 순천시 주암면 동주로 2485,57911,대남원목,2026-02-04 15:27:22,U,2026-02-06 02:40:00,,225137.11195918,173487.264158859,원목생산업,2종,"소나무류, 활엽수류, 특수목 등",,5000,10,영업,,대남원목_전라남도순천시주암면창촌리280-1
20,원목생산업,09_27_02_P,5440000,544000090202300001,2023-06-29,,3,폐업,3,폐업,,,,,,,,경상남도 하동군 금성면 갈사리 628 하동해양파크빌,"경상남도 하동군 금성면 산업로 485, 105동 408호 (하동해양파크빌)",52355,주식회사 신일산림입업,2026-02-02 10:36:25,U,2026-02-04 02:40:00,,270646.259117096,162546.248409546,원목생산업,2종,원목(국산재),,0,0,폐업,,주식회사신일산림입업_경상남도하동군금성면갈사리628하동해양파크빌
89,원목생산업,09_27_02_P,4890000,489000090202300003,2023-04-14,,1,영업/정상,1,정상,,,,,,,,전라남도 보성군 문덕면 운곡리 421-4,전라남도 보성군 문덕면 송재로 2512,59400,대설원목,2026-02-03 11:30:16,U,2026-02-06 02:40:00,,216352.3403442,159770.751556476,원목생산업,2종,"소나무,잡목(펄프)",,0,0,영업,,대설원목_전라남도보성군문덕면운곡리421-4
193,원목생산업,09_27_02_P,3820000,382000090202200001,2022-12-23,,1,영업/정상,1,정상,,,,,,,,경기도 의정부시 가능동 227-1,"경기도 의정부시 호국로 1168-1, 2층 (가능동)",11660,수빈임업,2026-02-09 16:01:35,U,2026-02-11 02:40:00,,202902.179621462,471169.202697602,원목생산업,2종,"리기다소나무, 낙엽송 등",,5301,0,영업,,수빈임업_경기도의정부시가능동227-1
346,원목생산업,09_27_02_P,5690000,569000090202200004,2022-12-20,,1,영업/정상,1,정상,,,,,,,,세종특별자치시 조치원읍 남리 423-1,세종특별자치시 조치원읍 장안길 113,30035,서진임업,2026-02-13 09:11:31,U,2026-02-15 02:40:00,,226869.736009806,343856.896134162,원목생산업,2종,"화목,펄프",교육이수,5000,11,영업,,서진임업_세종특별자치시조치원읍남리423-1
29,원목생산업,09_27_02_P,4890000,489000090202200001,2022-11-29,,1,영업/정상,1,정상,,,,,,,,전라남도 보성군 미력면 반룡리 24,전라남도 보성군 미력면 소룡길 104,59443,푸른소룡,2026-02-03 11:21:37,U,2026-02-06 02:40:00,,210241.750173867,142799.450939837,원목생산업,2종,"소나무,참나무,오리나무류",,0,0,영업,,푸른소룡_전라남도보성군미력면반룡리24
241,원목생산업,09_27_02_P,5310000,531000090202200005,2022-11-22,,1,영업/정상,1,정상,,,,,,,,경상남도 진주시 충무공동 287-6,"경상남도 진주시 에나로 146, 1401호 (충무공동)",52856,에프엔이 주식회사,2026-02-10 10:00:10,U,2026-02-12 02:40:00,,304189.722820889,186983.743346729,원목생산업,2종,원목,,0,0,영업,,에프엔이주식회사_경상남도진주시충무공동287-6
310,원목생산업,09_27_02_P,5690000,569000090202200003,2022-11-09,,1,영업/정상,1,정상,,,,,,,,세종특별자치시 종촌동 640 가재마을4단지,"세종특별자치시 도움3로 160, 407동 23층 3호 (종촌동, 가재마을4단지)",30064,세종임업,2026-02-11 17:19:22,U,2026-02-13 02:40:00,,221718.165889086,333998.543373303,원목생산업,2종,"펄프, 화목",교육이수,10000000,10,영업,,세종임업_세종특별자치시종촌동640가재마을4단지
73,원목생산업,09_27_02_P,4820000,482000090202200002,2022-11-04,,1,영업/정상,1,정상,,,,,0617451878,,,전라남도 순천시 가곡동 1037-3,전라남도 순천시 고지5길 11 (가곡동),57924,주식회사 다솔임업,2026-02-04 15:28:56,U,2026-02-06 02:40:00,,244152.476648589,165105.991814553,원목생산업,1종,,"산림경영기술 기술중급, 기술초급, 산림경영기술 기능1급",0,50,영업,,주식회사다솔임업_전라남도순천시가곡동1037-3
70,원목생산업,09_27_02_P,4460000,446000090202200002,2022-10-05,,1,영업/정상,1,정상,,,,,,,,충청북도 괴산군 칠성면 쌍곡리 187-4,충청북도 괴산군 칠성면 쌍곡로4길 29,28021,농업회사법인시원,2026-02-04 10:56:08,U,2026-02-06 02:40:00,,281313.152478081,359115.144880124,원목생산업,2종,원목,,0,0,영업,,농업회사법인시원_충청북도괴산군칠성면쌍곡리187-4
542,원목생산업,09_27_02_P,4761000,476000090202200002,2022-08-18,,1,영업/정상,1,정상,,,,,,,,전북특별자치도 임실군 신평면 대리 889-1,전북특별자치도 임실군 신평면 대리1길 6-7,55913,***,2026-02-26 14:54:47,U,2026-02-28 02:40:00,,223942.244812363,239859.677316643,원목생산업,2종,원목,,5000,10,영업,,***_전북특별자치도임실군신평면대리889-1
256,원목생산업,09_27_02_P,5310000,531000090202200001,2022-07-26,,3,폐업,3,폐업,,,,,,,,경상남도 진주시 충무공동 289-4 토원빌딩,"경상남도 진주시 에나로128번길 26, 토원빌딩 803호 (충무공동)",52856,바이오에너지웍스 주식회사,2026-02-10 10:00:46,U,2026-02-12 02:40:00,,304172.681102501,186882.813409717,원목생산업,2종,폐업,,0,0,폐업,,바이오에너지웍스주식회사_경상남도진주시충무공동289-4토원빌딩
533,원목생산업,09_27_02_P,5070000,507000090202200003,2022-07-14,,1,영업/정상,1,정상,,,,,,,,경상북도 안동시 신안동 35-14,경상북도 안동시 퇴계로 184(신안동),36687,***,2026-02-26 17:35:18,I,2026-02-28 00:20:02,,355024.99518094,342765.07291237,원목생산업,2종,,,0,0,영업,,***_경상북도안동시신안동35-14
77,원목생산업,09_27_02_P,4460000,446000090202200001,2022-07-12,,1,영업/정상,1,정상,,,,,,,,충청북도 괴산군 장연면 오가리 581-2,충청북도 괴산군 장연면 미선로당아재길 43,28009,***,2026-02-04 10:55:51,U,2026-02-06 02:40:00,,284889.20162871,368648.043212508,원목생산업,2종,원목,,0,0,영업,,***_충청북도괴산군장연면오가리581-2
151,원목생산업,09_27_02_P,5700000,570000090202200001,2022-02-22,,1,영업/정상,1,정상,,,,,,,,경기도 여주시 연양동 380-14,경기도 여주시 연양길 159-20 (연양동),12634,송림임업(정신수),2026-02-08 16:56:16,U,2026-02-10 02:40:00,,258742.578147058,421034.303989137,원목생산업,2종,잡목 등,산림기능사 1급,0,10,영업,,송림임업(정신수)_경기도여주시연양동380-14
72,원목생산업,09_27_02_P,4460000,446000090202100001,2021-10-29,,1,영업/정상,1,정상,,,,,,,,충청북도 괴산군 감물면 매전리 800-2,충청북도 괴산군 감물면 맹이재로 300,28007,조명희,2026-02-04 10:55:34,U,2026-02-06 02:40:00,,277975.329491467,367985.768225758,원목생산업,2종,원목,,0,0,영업,,조명희_충청북도괴산군감물면매전리800-2
335,원목생산업,09_27_02_P,5690000,569000090202100003,2021-10-19,,3,폐업,3,폐업,,,,,044-862-3197,,,세종특별자치시 보람동 721 스마트허브Ⅱ7층 708A호,"세종특별자치시 한누리대로 2144, 스마트허브Ⅱ 7층 708A호 (보람동)",30151,(주)재형에너지,2026-02-12 10:47:32,U,2026-02-14 02:40:00,,225735.386482451,330901.489436943,원목생산업,2종,원목,1명,0,50,폐업,,(주)재형에너지_세종특별자치시보람동721스마트허브Ⅱ7층708A호
158,원목생산업,09_27_02_P,4221000,422100090202100001,2021-10-15,,3,폐업,3,폐업,,,,,,,,강원특별자치도 태백시 황지동 273-334,강원특별자치도 태백시 황지로 248 (황지동),26025,㈜서윤임업,2026-02-09 16:30:03,U,2026-02-11 02:40:00,,376194.62586046,410355.415528136,원목생산업,1종,,1,0,90,폐업,,㈜서윤임업_강원특별자치도태백시황지동273-334
121,원목생산업,09_27_02_P,5370000,537000090202100002,2021-09-10,,1,영업/정상,1,정상,,,,,,,,경상남도 거제시 사등면 사곡리 415-1,경상남도 거제시 사등면 두동로 235,53278,경남테크(주),2026-02-05 16:40:57,U,2026-02-07 02:40:00,,343686.558976947,154936.450467573,원목생산업,2종,"원목, 재선충병목처리",,0,0,영업,,경남테크(주)_경상남도거제시사등면사곡리415-1
126,원목생산업,09_27_02_P,4920000,492000090202100002,2021-08-19,,2,휴업,2,휴업,,,,,,,,전라남도 강진군 강진읍 동성리 241-15,전라남도 강진군 강진읍 중앙로 171-2,59225,한빛중기,2026-02-05 09:55:47,U,2026-02-07 02:40:00,,179290.219438954,127045.375585878,원목생산업,2종,원목,1,5000,12498,휴업,,한빛중기_전라남도강진군강진읍동성리241-15
130,원목생산업,09_27_02_P,5370000,537000090202100001,2021-03-08,,1,영업/정상,1,정상,,,,,0556382860,,,경상남도 거제시 연초면 연사리 234-10,경상남도 거제시 연초면 연사4길 12,53209,주식회사 산사랑,2026-02-05 16:43:31,U,2026-02-07 02:40:00,,350336.740172157,158023.510309406,원목생산업,1종,목재펠릿,,0,0,영업,,주식회사산사랑_경상남도거제시연초면연사리234-10
19,원목생산업,09_27_02_P,5440000,544000090202000003,2020-12-28,,3,폐업,3,폐업,,,,,,,,경상남도 하동군 금성면 갈사리 924-29,경상남도 하동군 금성면 내도청도길 140-4,52355,성용호,2026-02-02 10:35:48,U,2026-02-04 02:40:00,,272199.954663239,161568.571747406,원목생산업,1종,원목,2,0,50,폐업,,성용호_경상남도하동군금성면갈사리924-29
87,원목생산업,09_27_02_P,5210000,521000090202000002,2020-12-23,,1,영업/정상,1,정상,,,,,,,,경상북도 성주군 수륜면 백운리 1613,경상북도 성주군 수륜면 백운2길 140-7,40063,세진임업,2026-02-03 20:40:12,U,2026-02-06 02:40:00,,303534.284719696,255174.087899432,원목생산업,2종,원목,,0,0,영업,,세진임업_경상북도성주군수륜면백운리1613
150,원목생산업,09_27_02_P,5700000,570000090202000004,2020-12-11,,1,영업/정상,1,정상,,,,,,,,경기도 여주시 대신면 계림리 345-2,경기도 여주시 대신면 대신2로 407,12609,여주임업(이원구),2026-02-08 16:43:57,U,2026-02-10 02:40:00,,252312.438450227,434336.479509379,원목생산업,2종,원목,1,0,0,영업,,여주임업(이원구)_경기도여주시대신면계림리345-2
250,원목생산업,09_27_02_P,5090000,509000090202000002,2020-11-11,,3,폐업,3,폐업,,,,,054)635-4244,,,경상북도 영주시 하망동 347-16 영주시산림조합,"경상북도 영주시 영주로231번길 12, 영주시산림조합 (하망동)",36074,영주시산림조합,2026-02-10 14:43:53,U,2026-02-12 02:40:00,,344943.533475303,370651.265883716,원목생산업,1종,,3명,0,3740,폐업,,영주시산림조합_경상북도영주시하망동347-16영주시산림조합
532,원목생산업,09_27_02_P,5070000,507000090202000001,2020-11-11,,1,영업/정상,1,정상,,,,,,,,경상북도 안동시 정하동 381-2,"경상북도 안동시 강남로 163, 2층 (정하동)",36744,김희웅,2026-02-26 18:00:04,I,2026-02-28 00:20:02,,353841.344025032,340398.312731643,원목생산업,2종,,,0,0,영업,,김희웅_경상북도안동시정하동381-2
376,원목생산업,09_27_02_P,4191000,419100090202000004,2020-11-10,,1,영업/정상,1,정상,,,,,,,,강원특별자치도 원주시 단계동 899-6,강원특별자치도 원주시 이화4길 47(단계동),26474,***,2026-02-18 20:39:28,U,2026-02-20 02:40:00,,282592.71,427000.675,원목생산업,2종,원목,,0,0,영업,,***_강원특별자치도원주시단계동899-6
137,원목생산업,09_27_02_P,5060000,506000090202000001,2020-10-19,,1,영업/정상,1,정상,,,,,,,,경상북도 김천시 율곡동 812 김천 코아루 파크드림 시티 507호,"경상북도 김천시 혁신1로 58, 김천 코아루 파크드림 시티 (율곡동)",39660,제이케이우드,2026-02-05 14:55:26,U,2026-02-07 02:40:00,,306221.211806435,291093.661676739,원목생산업,2종,입목벌채(원목),,0,10,영업,,제이케이우드_경상북도김천시율곡동812김천코아루파크드림시티507호
74,원목생산업,09_27_02_P,4920000,492000090202000001,2020-09-08,,1,영업/정상,1,정상,,,,,,,,전라남도 강진군 성전면 송월리 1031-1,전라남도 강진군 성전면 대월달마지길 106-30,59202,김범진,2026-02-04 16:49:57,U,2026-02-06 02:40:00,,172041.310844234,134263.00255655,원목생산업,2종,원목,1,5000,10,영업,,김범진_전라남도강진군성전면송월리1031-1
22,원목생산업,09_27_02_P,4400000,440000090202000001,2020-09-03,,3,폐업,3,폐업,,,,,,,,충청북도 제천시 화산동 216-31,"충청북도 제천시 숭의로 26, 2층 (화산동)",27184,대호임업,2026-01-30 16:14:16,U,2026-02-04 11:04:37,,307326.175729887,404023.012678006,원목생산업,2종,원목,1,0,20,폐업,,대호임업_충청북도제천시화산동216-31
299,원목생산업,09_27_02_P,4000000,400000090202000001,2020-08-27,,3,폐업,3,폐업,,,,,,,,경기도 오산시 원동 754-17 전문광택점,"경기도 오산시 경기대로 255, 전문광택점 1층 (원동)",18138,혜원목재,2026-02-11 10:49:14,U,2026-02-13 02:40:00,,206447.705412324,405106.361648413,원목생산업,2종,,,0,0,폐업,,혜원목재_경기도오산시원동754-17전문광택점
69,원목생산업,09_27_02_P,4460000,446000090202000003,2020-08-19,,1,영업/정상,1,정상,,,,,,,,충청북도 괴산군 청천면 송면리 223-1 거북산장,"충청북도 괴산군 청천면 화양로 1383-10, 거북산장",28065,***,2026-02-04 10:54:47,U,2026-02-06 02:40:00,,275897.99877476,352597.728173393,원목생산업,2종,원목,,0,0,영업,,***_충청북도괴산군청천면송면리223-1거북산장
245,원목생산업,09_27_02_P,5710000,571000090202000010,2020-08-13,,3,폐업,3,폐업,,,,,044-865-7123,,,충청북도 청주시 서원구 남이면 척북리 74-7 삼포아파트,"충청북도 청주시 서원구 남이면 저산척북로 636-10, 101동 410호 (삼포아파트)",28182,주식회사 삼보엘에스피,2026-02-10 17:13:49,U,2026-02-12 02:40:00,,237838.853236073,341288.352795115,원목생산업,1종,원목,,0,50,폐업,,주식회사삼보엘에스피_충청북도청주시서원구남이면척북리74-7삼포아파트
240,원목생산업,09_27_02_P,5710000,571000090202000007,2020-08-07,,3,폐업,3,폐업,,,,,043-292-2492,,,충청북도 청주시 상당구 용정동 1161,"충청북도 청주시 상당구 용정로 44-1, 202호 (용정동)",28748,늘푸른임업,2026-02-10 17:14:26,U,2026-02-12 02:40:00,,246277.997938698,347752.949164474,원목생산업,1종,,김종석,0,50,폐업,,늘푸른임업_충청북도청주시상당구용정동1161
86,원목생산업,09_27_02_P,4460000,446000090202000002,2020-07-09,,1,영업/정상,1,정상,,,,,,,,충청북도 괴산군 청안면 백봉리 21-1,충청북도 괴산군 청안면 질마로 1057,28052,***,2026-02-04 10:54:31,U,2026-02-06 02:40:00,,263233.14625368,359845.561971706,원목생산업,2종,원목,,0,0,영업,,***_충청북도괴산군청안면백봉리21-1
295,원목생산업,09_27_02_P,5710000,571000090202000004,2020-05-25,,3,폐업,3,폐업,,,,,,,,충청북도 청주시 청원구 우암동 118-16 증산도,"충청북도 청주시 청원구 상당로232번길 6, 증산도 5층 507호 (우암동)",28505,(유)녹색산림개발,2026-02-11 10:54:03,U,2026-02-13 02:40:00,,243697.279792767,349866.025350453,원목생산업,2종,원목,,0,0,폐업,,(유)녹색산림개발_충청북도청주시청원구우암동118-16증산도
505,원목생산업,09_27_02_P,5050000,505000090202000002,2020-01-31,,1,영업/정상,1,정상,,,,,054-775-7391,,,,"경상북도 경주시 봉황로 128-3, 2층 (성건동)",38136,동산재,2026-02-23 16:22:13,U,2026-02-25 02:40:00,,399598.219981234,263456.596182236,원목생산업,2종,원목류,,0,0,영업,,동산재_
375,원목생산업,09_27_02_P,4191000,419100090201900011,2019-12-11,,1,영업/정상,1,정상,,,,,,,,강원특별자치도 원주시 문막읍 동화리 1264-3 문막동보렉스6차아파트,"강원특별자치도 원주시 문막읍 원문로 1578, 1동 6층 7호 (문막동보렉스6차아파트)",26368,***,2026-02-18 20:35:56,U,2026-02-20 02:40:00,,273782.102415418,424737.255270678,원목생산업,2종,원목,,0,0,영업,,***_강원특별자치도원주시문막읍동화리1264-3문막동보렉스6차아파트
373,원목생산업,09_27_02_P,4191000,419100090201900010,2019-11-20,,1,영업/정상,1,정상,,,,,,,,강원특별자치도 원주시 개운동 581-1 휴먼시아 원주개운1단지,"강원특별자치도 원주시 개운로 30, 101동 1층 2호 (개운동, 휴먼시아 원주개운1단지)",26446,***,2026-02-18 20:30:26,U,2026-02-20 02:40:00,,284528.093644992,426665.705830341,원목생산업,2종,원목,,0,0,영업,,***_강원특별자치도원주시개운동581-1휴먼시아원주개운1단지
252,원목생산업,09_27_02_P,5100000,510000090201900002,2019-11-12,,3,폐업,3,폐업,,,,,,,,경상북도 영천시 도동 751-6,경상북도 영천시 도동구역길 183-1(도동),38896,신영임업,2026-02-10 09:08:30,U,2026-02-12 02:40:00,,373863.288510183,272236.603131115,원목생산업,2종,목재,2명,0,42,폐업,,신영임업_경상북도영천시도동751-6
328,원목생산업,09_27_02_P,5090000,509000090201900002,2019-10-21,,1,영업/정상,1,정상,,,,,054-633-6623,,,경상북도 영주시 상망동 493-2 대영가스충전소,"경상북도 영주시 원당로 358, 대영가스충전소 (상망동)",36065,박재역(한국임업),2026-02-12 12:52:05,U,2026-02-14 02:40:00,,346659.310254989,371839.615302135,원목생산업,2종,원목,1명,0,10,영업,,박재역(한국임업)_경상북도영주시상망동493-2대영가스충전소
506,원목생산업,09_27_02_P,5050000,505000090201900004,2019-10-17,,1,영업/정상,1,정상,,,,,,,,경상북도 경주시 동천동 913-4 경주산림조합,"경상북도 경주시 알천북로 271, 경주산림조합 (동천동)",38111,경주시산림조합,2026-02-23 16:20:39,U,2026-02-25 02:40:00,,401199.506386071,263024.872462229,원목생산업,1종,각종 원목류 등,,0,0,영업,,경주시산림조합_경상북도경주시동천동913-4경주산림조합
246,원목생산업,09_27_02_P,5120000,512000090201900003,2019-10-16,,1,영업/정상,1,정상,,,,,054-555-2304,,,"경상북도 문경시 모전동 687 문경시산림조합,임산물유통센터","경상북도 문경시 매봉1길 67, 문경시산림조합,임산물유통센터 (모전동)",36977,문경시산림조합,2026-02-10 16:11:29,U,2026-02-12 02:40:00,,305746.845213363,343911.787574349,원목생산업,1종,원목,,0,0,영업,,"문경시산림조합_경상북도문경시모전동687문경시산림조합,임산물유통센터"
79,원목생산업,09_27_02_P,4920000,492000090201900001,2019-10-16,,1,영업/정상,1,정상,,,,,061-430-5400,,,전라남도 강진군 강진읍 평동리 3-27 강진군 산림조합,"전라남도 강진군 강진읍 보은로 102, 강진군 산림조합",59239,강진군산림조합,2026-02-04 21:39:06,U,2026-02-06 02:40:00,,178878.484439373,126419.715403818,원목생산업,1종,원목,,0,0,영업,,강진군산림조합_전라남도강진군강진읍평동리3-27강진군산림조합
345,원목생산업,09_27_02_P,5141000,514100090201900001,2019-10-08,,3,폐업,3,폐업,,,,,054-383-2004,,,대구광역시 군위군 군위읍 서부리 429-1,대구광역시 군위군 군위읍 중앙5길 11,,군위군산림조합,2026-02-13 13:07:27,U,2026-02-15 02:40:00,,340741.864103355,305358.001176055,원목생산업,1종,,산림공학기술자 고급2인,0,3413,폐업,,군위군산림조합_대구광역시군위군군위읍서부리429-1
496,원목생산업,09_27_02_P,4440000,444000090201900001,2019-10-07,,1,영업/정상,1,정상,,,,,0437423961,,,충청북도 영동군 영동읍 계산리 456-9 영동군산림조합,"충청북도 영동군 영동읍 제2교로 26, 영동군산림조합",29146,영동군산림조합,2026-02-20 16:54:25,U,2026-02-22 02:40:00,,269564.336938248,297749.697386671,원목생산업,1종,원목,산림경영기술자 고급2명,0,852,영업,,영동군산림조합_충청북도영동군영동읍계산리456-9영동군산림조합
24,원목생산업,09_27_02_P,4301000,430100090201900001,2019-10-02,,1,영업/정상,1,정상,,,,,033-452-8852,,,강원특별자치도 철원군 갈말읍 신철원리 995-6 철원군산림조합,"강원특별자치도 철원군 갈말읍 명성로 190-1, 철원군산림조합",24038,철원군산림조합,2026-01-30 16:43:20,U,2026-02-04 11:04:37,,226915.758419647,516239.963029927,원목생산업,1종,,8,0,1237,영업,,철원군산림조합_강원특별자치도철원군갈말읍신철원리995-6철원군산림조합
300,원목생산업,09_27_02_P,5470000,547000090201900003,2019-09-27,,1,영업/정상,1,정상,,,,,,,,경상남도 거창군 거창읍 김천리 30-1 거창군산림조합,"경상남도 거창군 거창읍 거함대로4길 64, 거창군산림조합",50144,거창군산림조합,2026-02-11 16:12:18,U,2026-02-13 02:40:00,,282660.690041064,242968.055580079,원목생산업,1종,"소나무, 낙엽송, 활잡목 등",,0,0,영업,,거창군산림조합_경상남도거창군거창읍김천리30-1거창군산림조합
476,원목생산업,09_27_02_P,4331000,433100090201900002,2019-09-27,,1,영업/정상,1,정상,,,,,033-463-2182,,,강원특별자치도 인제군 인제읍 상동리 251-2 인제군산림조합,"강원특별자치도 인제군 인제읍 비봉로 30, 인제군산림조합",24634,인제군산림조합,2026-02-19 11:52:32,U,2026-02-21 02:40:00,,302908.575245886,507736.93155989,원목생산업,1종,원목,,0,0,영업,,인제군산림조합_강원특별자치도인제군인제읍상동리251-2인제군산림조합
244,원목생산업,09_27_02_P,5100000,510000090201900001,2019-09-26,,1,영업/정상,1,정상,,,,,054-334-2694,,,경상북도 영천시 완산동 1102 영천시 산림조합,"경상북도 영천시 금완로 48, 영천시 산림조합 (완산동)",38892,영천시 산림조합,2026-02-10 09:43:14,U,2026-02-12 02:40:00,,374371.614704894,275029.220871401,원목생산업,1종,,"산림경영기술자 초급1,고급1",0,796,영업,,영천시산림조합_경상북도영천시완산동1102영천시산림조합
507,원목생산업,09_27_02_P,5050000,505000090201900003,2019-09-20,,1,영업/정상,1,정상,,,,,,,,경상북도 경주시 건천읍 건천리 421-12 꿈애공간,경상북도 경주시 건천읍 대곡용명길 24 (꿈애공간),38182,㈜계림바이오,2026-02-23 16:19:52,U,2026-02-25 02:40:00,,390490.519170864,262771.960371151,원목생산업,1종,각종 원목류 등,,0,0,영업,,㈜계림바이오_경상북도경주시건천읍건천리421-12꿈애공간
527,원목생산업,09_27_02_P,4550000,455000090201900002,2019-09-19,,3,폐업,3,폐업,,,,,,,,충청남도 금산군 금산읍 중도리 39-2,"충청남도 금산군 금산읍 비단로 164, 2층 202호",32738,***,2026-02-25 09:31:47,U,2026-02-27 02:40:00,,244615.068041063,289197.864155562,원목생산업,2종,,,0,0,폐업,,***_충청남도금산군금산읍중도리39-2
185,원목생산업,09_27_02_P,4201000,420100090201900005,2019-09-18,,1,영업/정상,1,정상,,,,,,,,강원특별자치도 강릉시 옥천동 282-4,강원특별자치도 강릉시 옥가로 27 (옥천동),25551,강릉시산림조합,2026-02-09 22:21:26,U,2026-02-11 02:40:00,,367282.584199896,474618.081682626,원목생산업,1종,원목,,0,0,영업,,강릉시산림조합_강원특별자치도강릉시옥천동282-4
478,원목생산업,09_27_02_P,4960000,496000090201900001,2019-09-17,,1,영업/정상,1,정상,,,,,0613222646,,,전라남도 함평군 함평읍 내교리 481-4 함평군 산림조합,"전라남도 함평군 함평읍 영수길 99, 함평군 산림조합",,함평군산림조합,2026-02-19 15:02:47,U,2026-02-21 02:40:00,,155992.249215987,173655.299506291,원목생산업,1종,원목,,0,668,영업,,함평군산림조합_전라남도함평군함평읍내교리481-4함평군산림조합
84,원목생산업,09_27_02_P,5210000,521000090201900005,2019-09-16,,1,영업/정상,1,정상,,,,,,,,경상북도 성주군 성주읍 성산리 2102-5 성주군산림조합,"경상북도 성주군 성주읍 성주읍1길 3, 성주군산림조합",40029,성주군산림조합,2026-02-03 20:39:33,U,2026-02-06 02:40:00,,316295.061513684,269436.321775754,원목생산업,1종,원목,,0,875,영업,,성주군산림조합_경상북도성주군성주읍성산리2102-5성주군산림조합
116,원목생산업,09_27_02_P,5370000,537000090201900001,2019-09-10,,1,영업/정상,1,정상,,,,,,,,경상남도 거제시 하청면 유계리 1391,경상남도 거제시 하청면 유계5길 14,53205,(주)덕원조경건설,2026-02-05 15:51:57,U,2026-02-07 02:40:00,,348913.044208416,162218.93625484,원목생산업,1종,"멀바우, 마사란두바, 셀렝강바투",,0,0,영업,,(주)덕원조경건설_경상남도거제시하청면유계리1391
247,원목생산업,09_27_02_P,5370000,537000090201900002,2019-09-09,,1,영업/정상,1,정상,,,,,055-639-4328,,,경상남도 거제시 고현동 963-13,경상남도 거제시 고현로13길 2 (고현동),53250,거제시 산림조합,2026-02-10 10:27:03,U,2026-02-12 02:40:00,,348632.447509165,155613.254560718,원목생산업,1종,산림사업 등을 통한 산림바이오매스,,0,0,영업,,거제시산림조합_경상남도거제시고현동963-13
365,원목생산업,09_27_02_P,4191000,419100090201900008,2019-09-06,,1,영업/정상,1,정상,,,,,,,,강원특별자치도 원주시 단계동 815-4,강원특별자치도 원주시 금불2길 23 (단계동),26423,***,2026-02-18 20:25:05,U,2026-02-20 02:40:00,,282347.107010878,427979.942038138,원목생산업,1종,원목,,0,0,영업,,***_강원특별자치도원주시단계동815-4
370,원목생산업,09_27_02_P,4191000,419100090201900006,2019-08-20,,1,영업/정상,1,정상,,,,,,,,강원특별자치도 원주시 반곡동 2047-5 중흥S클래스 프라디움 아파트,"강원특별자치도 원주시 배울로 24, 206동 10층 1호 (반곡동, 중흥S클래스 프라디움 아파트)",26465,***,2026-02-18 20:15:50,U,2026-02-20 02:40:00,,286462.356184421,424575.782591608,원목생산업,2종,원목,,0,0,영업,,***_강원특별자치도원주시반곡동2047-5중흥S클래스프라디움아파트
503,원목생산업,09_27_02_P,5050000,505000090201900002,2019-08-13,,1,영업/정상,1,정상,,,,,,,,경상북도 경주시 산내면 의곡리 100,경상북도 경주시 산내면 의곡3길 32-6,38186,태영임업,2026-02-23 16:19:03,U,2026-02-25 02:40:00,,385237.39544478,252635.379019072,원목생산업,2종,각종 원목류 등,,0,0,영업,,태영임업_경상북도경주시산내면의곡리100
