"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자",
"326","의원","01_01_02_P","3330000","PHMA120133330024041100024","2013-06-25","","01","영업/정상","13","영업중","","","","","051-744-7585","","612-824","부산광역시 해운대구 우동 1407번지 해운대두산위브더제니스 721~3호","부산광역시 해운대구 마린시티2로 33, 721~3호 (우동, 해운대두산위브더제니스)","48119","아이엘소아청소년과의원","2026-04-02 20:43:21","U","2026-04-04 02:40:00","의원","395388.715069604","186268.853282623","의원","2","0","0","134.93","101 111 113 114 122 102","내과, 신경과, 소아청소년과, 이비인후과, 피부과, 가정의학과","","","","0","0","","","0","",
"327","의원","01_01_02_P","3270000","PHMA120043270022041100004","2004-03-29","","01","영업/정상","13","영업중","","","","","051-635-6567","","","","부산광역시 동구 범일로 97 (범일동)","48735","청암한의원","2026-04-02 20:13:20","U","2026-04-04 02:40:00","한의원","387587.760226946","184109.682773514","한의원","1","0","0","218.16","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"328","의원","01_01_02_P","3340000","PHMA119973340025041200007","1997-06-02","","01","영업/정상","13","영업중","","","","","051-202-1622","","","부산광역시 사하구 감천동 682-1 감천현대아파트","부산광역시 사하구 감천로 38, 2,3층 (감천동, 감천현대아파트)","49446","서울동남치과의원","2026-04-02 23:13:26","U","2026-04-04 02:40:00","치과의원","381998.735749086","178655.837356249","치과의원","3","0","0","211.6","412 411 410 409 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"329","의원","01_01_02_P","3300000","PHMA120153300024041100016","2015-07-15","","01","영업/정상","13","영업중","","","","","051-557-3375","","607-824","부산광역시 동래구 수안동 230번지 로덴빌딩 2,3층","부산광역시 동래구 충렬대로237번길 3, 2,3층 (수안동, 로덴빌딩)","47814","동래에이스정형외과의원","2026-04-02 21:43:20","U","2026-04-04 02:40:00","의원","389808.71940752","191155.451482338","의원","2","0","0","474.32","109 105 106 120","정형외과, 신경외과, 마취통증의학과, 재활의학과","","","","0","0","","","0","",
"330","의원","01_01_02_P","3280000","PHMA120073280023041100007","2007-06-04","","01","영업/정상","13","영업중","","","","","051-412-0075","","","","부산광역시 영도구 태종로 109, 2.3층 (영선동1가)","49036","영도한의원","2026-04-02 21:43:15","U","2026-04-04 02:40:00","한의원","386230.20473755","178811.769926875","한의원","2","0","0","356.94","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"331","의원","01_01_02_P","3370000","PHMA120163370022041100003","2016-02-22","","01","영업/정상","13","영업중","","","","","051-861-0088","","","","부산광역시 연제구 월드컵대로 141, 동화빌딩 2,3층일부,12층 (연산동)","47540","자연안에 한의원","2026-04-02 20:43:15","U","2026-04-04 02:40:00","한의원","389441.669294678","189418.44515731","한의원","10","14","19","783.49","301 302 303 304 305 306 307 308 309","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과, 한방응급과","","","","0","0","","","0","",
"332","의원","01_01_02_P","3310000","PHMA120173310024041100012","2017-06-12","","01","영업/정상","13","영업중","","","","","051-929-0030","","","","부산광역시 남구 용호로160번길 4, 1층 (용호동)","48567","경희자강한의원","2026-04-02 10:58:16","U","2026-04-04 02:40:00","한의원","392407.561675858","181931.495176126","한의원","2","0","0","274.84","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"333","의원","01_01_02_P","3300000","PHMA120143300024041100002","2014-02-28","","01","영업/정상","13","영업중","","","","","051-506-9775","","","부산광역시 동래구 사직동 56번지 13호 6층","부산광역시 동래구 아시아드대로 179, 6층 (사직동)","47852","좋은마취통증의학과의원","2026-04-02 21:43:20","U","2026-04-04 02:40:00","의원","387931.91438951","191012.730976873","의원","1","0","0","329.15","101 105 106 109","내과, 정형외과, 신경외과, 마취통증의학과","","","","0","0","","","0","",
"334","의원","01_01_02_P","3740000","PHMA120023740031041100004","2002-03-06","","01","영업/정상","13","영업중","","","","","031-269-8833","","440-330","경기도 수원시 장안구 천천동 528-2","경기도 수원시 장안구 만석로5번길 12-10 (천천동)","16329","베스트산부인과의원","2026-04-02 20:13:37","U","2026-04-04 02:40:00","의원","198435.084651441","421489.950355042","의원","8","18","28","1728.8","110 111","산부인과, 소아청소년과","","","","0","0","","","0","",
"335","의원","01_01_02_P","3740000","PHMA120033740031041100028","2003-08-11","","01","영업/정상","13","영업중","","","","","031-258-5577","","440-200","경기도 수원시 장안구 조원동 898번지 1호","경기도 수원시 장안구 송원로 81 (조원동)","16295","한일신경외과의원","2026-04-02 22:13:50","U","2026-04-04 02:40:00","의원","200746.489299722","422239.195379247","의원","1","0","0","323.34","105 106 109 120","정형외과, 신경외과, 마취통증의학과, 재활의학과","","","","0","0","","","0","",
"336","의원","01_01_02_P","3740000","PHMA120033740031041100030","2003-09-23","","01","영업/정상","13","영업중","","","","","031-256-2808","","440-852","경기도 수원시 장안구 파장동 495번지 30호","경기도 수원시 장안구 만석로159번길 48 (파장동)","16351","성모치과의원","2026-04-02 23:43:40","U","2026-04-04 02:40:00","치과의원","199661.506360824","422414.867757998","치과의원","1","0","0","138","401","치과","","","","0","0","","","0","",
"337","의원","01_01_02_P","3740000","PHMA120153740033041100005","2015-05-12","","03","폐업","03","폐업","2026-04-02","","","","031-241-5523","","442-819","경기도 수원시 팔달구 우만동 472번지 6호","경기도 수원시 팔달구 경수대로 718, 2층 (우만동)","16233","여인담한의원","2026-04-02 13:33:24","U","2026-04-04 02:40:00","한의원","202224.546250551","420798.558375138","한의원","1","0","0","141.67","301 308 304","한방내과, 한방안·이비인후·피부과, 침구과","","","","0","0","","","0","",
"338","의원","01_01_02_P","3740000","PHMA120043740033041100015","2004-10-05","","01","영업/정상","13","영업중","","","","","1899-9017","","442-853","경기도 수원시 팔달구 매산로2가 63번지 4호 외3필지 다성빌딩5층","경기도 수원시 팔달구 갓매산로 38 (매산로2가,외3필지 다성빌딩5층)","16460","블리비의원","2026-04-02 20:13:37","U","2026-04-04 02:40:00","의원","200430.320724423","418438.494003023","의원","3","0","0","226.4","114 108","성형외과, 피부과","","","","0","0","","","0","",
"339","의원","01_01_02_P","3740000","PHMA120103740033041100009","2010-03-08","","01","영업/정상","13","영업중","","","","","031-898-7762","","","경기도 수원시 팔달구 인계동 1120번지 캐슬타워 308,9호","경기도 수원시 팔달구 권광로 184, 캐슬타워 308, 309호 (인계동)","16488","다이즐한의원","2026-04-02 23:43:40","U","2026-04-04 02:40:00","한의원","202888.720397105","417990.71377601","한의원","1","0","0","78.31","301 304 307 302 305 308 303 306","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"340","의원","01_01_02_P","3740000","PHMA120133740106041100003","2013-01-30","","01","영업/정상","13","영업중","","","","","031-215-7335","","","경기도 수원시 영통구 이의동 1340 성희프라자","경기도 수원시 영통구 도청로17번길 10, 성희프라자 303호~305호 (이의동)","16509","광교삼성화이트치과의원","2026-04-02 20:43:39","U","2026-04-04 02:40:00","치과의원","204720.397634267","420462.404893793","치과의원","2","0","0","308.19","412 411 410 409 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"341","의원","01_01_02_P","3740000","PHMA120093740033041100018","2009-10-28","","01","영업/정상","13","영업중","","","","","031-216-7582","","442-816","경기도 수원시 팔달구 우만2동 30번지 2호 2층, 4층","경기도 수원시 팔달구 중부대로223번길 61 (우만동,2층, 4층)","16496","(의)경기의료재단삼성한의원","2026-04-02 20:13:37","U","2026-04-04 02:40:00","한의원","203564.118950514","419627.911851123","한의원","1","0","0","100.35","301 304 307 305 308 306 303","한방내과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"342","의원","01_01_02_P","3740000","PHMA120143740106041100008","2014-03-12","","01","영업/정상","13","영업중","","","","","031-206-5565","","","경기도 수원시 영통구 망포동 322-3 골든스퀘어","경기도 수원시 영통구 영통로 195, 골든스퀘어 2층 202,203,204,209,214호 (망포동)","16689","조정훈유바외과의원","2026-04-02 20:43:39","U","2026-04-04 02:40:00","의원","204894.596571785","415913.666015514","의원","10","2","4","377","104","외과","","","","0","0","","","0","",
"343","의원","01_01_02_P","3740000","PHMA120193740033041100002","2019-02-01","","01","영업/정상","13","영업중","","","","","031-895-6014","","","","경기도 수원시 팔달구 정조로 785, 신한은행 중2,2층 (팔달로2가)","16261","팔달쾌속한의원","2026-04-02 22:13:50","U","2026-04-04 02:40:00","한의원","201393.669140023","419572.704756367","한의원","3","0","0","180","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"344","의원","01_01_02_P","3550000","PHMA120013550020041100008","2001-07-10","","01","영업/정상","13","영업중","","","","","032-553-9991","","","","인천광역시 계양구 마장로 549, 영진빌딩 4층 401,402호 (효성동)","21104","의료법인순의료재단효성성모의원","2026-04-02 23:13:25","U","2026-04-04 02:40:00","의원","173850.83884561","447243.398310004","의원","2","7","16","640","101 105 113 120 122","내과, 정형외과, 이비인후과, 재활의학과, 가정의학과","","","","0","0","","","0","",
"345","의원","01_01_02_P","3550000","PHMA120073550020041100006","2007-03-13","","01","영업/정상","13","영업중","","","","","032-548-0005","","","","인천광역시 계양구 봉오대로 668, 2,3,5층 201,202,303,501호 (작전동)","21115","비에스코아이비인후과의원","2026-04-02 21:43:22","U","2026-04-04 02:40:00","의원","175469.799863518","447526.931742978","의원","10","16","28","1548.66","101 108 109 111 113","내과, 성형외과, 마취통증의학과, 소아청소년과, 이비인후과","","","","0","0","","","0","",
"346","의원","01_01_02_P","4050000","PHMA120184050149041100020","2018-08-16","","01","영업/정상","13","영업중","","","","","031-261-1075","","","","경기도 용인시 수지구 만현로 110, 원희캐슬프라자 A동 203호 (상현동)","16930","경희탑한의원","2026-04-02 22:13:40","U","2026-04-04 02:40:00","한의원","207423.63432336","422761.143603176","한의원","1","0","0","137","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"347","의원","01_01_02_P","3150000","PHMA120183150037041100036","2018-07-27","","01","영업/정상","13","영업중","","","","","02-6734-2828","","","","서울특별시 강서구 강서로 179, 3,4층 302, 401, 402호 (화곡동)","07714","365서울원탑치과의원","2026-04-02 20:43:18","U","2026-04-04 02:40:00","치과의원","185725.161390724","448911.264785071","치과의원","8","0","0","929.3","402 403 404 405 406 407 408 409 410 411 412","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"348","의원","01_01_02_P","3550000","PHMA120083550020041100022","2008-08-20","","01","영업/정상","13","영업중","","","","","032-554-0030","","","인천광역시 계양구 동양동 580-1","인천광역시 계양구 동양로 103, 2층 (동양동)","21012","진생한의원","2026-04-02 09:58:19","U","2026-04-04 02:40:00","한의원","178413.995488888","450781.459561001","한의원","1","0","0","141.25","301 302 303 304 305 306 307 308 309","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과, 한방응급과","","","","0","0","","","0","",
"349","의원","01_01_02_P","3550000","PHMA120043550020041100041","2004-08-17","","01","영업/정상","13","영업중","","","","","032-551-9678","","407-784","인천광역시 계양구 계산동 1062번지 하이베라스빌딩 C동 304,305호","인천광역시 계양구 계산새로 71, C동 3층 304,305호 (계산동, 하이베라스빌딩)","21060","뉴욕치과의원","2026-04-02 23:13:26","U","2026-04-04 02:40:00","치과의원","176607.326609066","448516.12033842","치과의원","1","0","0","172","411 409 408 407 406 405 403 402","구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과","","","","0","0","","","0","",
"350","의원","01_01_02_P","3550000","PHMA120063550020041100028","2006-10-26","","01","영업/정상","13","영업중","","","","","032-554-3773","","","인천광역시 계양구 계산동 987-19","인천광역시 계양구 계양대로 149, 2~3층 (계산동)","21045","굿모닝정형외과의원","2026-04-02 20:13:21","U","2026-04-04 02:40:00","의원","175378.801629068","448371.541288546","의원","2","0","0","613.45","105 120 106 101 111 115 114","내과, 정형외과, 신경외과, 소아청소년과, 피부과, 비뇨의학과, 재활의학과","","","","0","0","","","0","",
"351","의원","01_01_02_P","5540000","PHMA120265540016041100002","2026-02-11","","01","영업/정상","13","영업중","","","","","031-8027-0767","","","경기도 광주시 경안동 20-16","경기도 광주시 광주대로 31, 2층 212, 213, 214, 215호 (경안동)","12758","글로벌치과의원","2026-04-02 21:13:39","U","2026-04-04 02:40:00","치과의원","222978.08882691","434185.710831595","치과의원","1","0","0","292","411 409 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과","","","","0","0","","","0","",
"352","의원","01_01_02_P","3220000","PHMA120203220033041100114","2020-07-20","","01","영업/정상","13","영업중","","","","","02-585-0202","","","서울특별시 강남구 신사동 504-11 8,9층","서울특별시 강남구 강남대로 652, 8,9층 (신사동)","06027","더원서울안과의원","2026-04-02 23:43:47","U","2026-04-04 02:40:00","의원","201620.446225572","446358.542778413","의원","12","3","7","1137.47","112","안과","","","","0","0","","","0","",
"353","의원","01_01_02_P","3000000","PHMA120203000034041100010","2020-06-29","","01","영업/정상","13","영업중","","","","","02-722-7522","","","","서울특별시 종로구 사직로 107, 한빛빌딩 2층 (내자동)","03041","진단한의원","2026-04-02 16:16:56","U","2026-04-04 02:40:00","한의원","197348.44253811","452671.549044338","한의원","1","0","0","122.99","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"354","의원","01_01_02_P","3940000","PHMA120203940139041100011","2020-06-23","","01","영업/정상","13","영업중","","","","","031-994-7704","","","경기도 고양시 일산동구 장항동 889 차움 라이프센터","경기도 고양시 일산동구 중앙로 1205, 차움 라이프센터 3층 일부-306호, 307호 (장항동)","10414","차원정형외과의원","2026-04-02 22:13:53","U","2026-04-04 02:40:00","의원","180159.813474529","461339.112684055","의원","5","0","0","614.75","109 106 105","정형외과, 신경외과, 마취통증의학과","","","","0","0","","","0","",
"355","의원","01_01_02_P","5350000","PHMA120205350029041100016","2020-08-27","","01","영업/정상","13","영업중","","","","","055-311-2842","","","경상남도 김해시 내동 1122-4","경상남도 김해시 내외중앙로 81, 8층 (내동)","50948","김해안아픈치과의원","2026-04-02 23:43:26","U","2026-04-04 02:40:00","치과의원","369864.16762202","194703.163332375","치과의원","1","0","0","424.6","412 411 410 409 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"356","의원","01_01_02_P","3050000","PHMA120263050034041100010","2026-02-26","","01","영업/정상","13","영업중","","","","","02-957-7575","","","서울특별시 동대문구 이문동 149-8","서울특별시 동대문구 이문로 120, 이문아이파크자이상가 3층 C301,C302~303(일부)호 (이문동)","02418","두리이비인후과의원","2026-04-02 21:13:20","U","2026-04-04 02:40:00","의원","205541.211931615","455132.605075423","의원","1","1","1","187.2","122 113 111 101","내과, 소아청소년과, 이비인후과, 가정의학과","","","","0","0","","","0","",
"357","의원","01_01_02_P","3740000","PHMA120203740106041100017","2020-07-20","","01","영업/정상","13","영업중","","","","","031-309-2875","","","","경기도 수원시 영통구 도청로18번길 26, 힐스테이트광교중앙역 301~311호, 347~349호, 351~355호 (이의동)","16508","서울쿤스트치과의원","2026-04-02 22:13:51","U","2026-04-04 02:40:00","치과의원","204977.175329834","420627.234160383","치과의원","8","0","0","878.53","402 403 404 405 406 407 408 409 410 411 412","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"358","의원","01_01_02_P","3740000","PHMA120203740106041100019","2020-08-06","","01","영업/정상","13","영업중","","","","","070-4801-6679","","","","경기도 수원시 영통구 광교중앙로 232, 드림타워4 301호 (하동)","16512","홈닥터예방의학과의원","2026-04-02 22:13:51","U","2026-04-04 02:40:00","의원","205745.408571117","421069.792433272","의원","3","0","0","41.4","101 102 103 104 105 110 111 112 113 114 115 120 122 124 126","내과, 신경과, 정신건강의학과, 외과, 정형외과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 재활의학과, 가정의학과, 직업환경의학과, 예방의학과","","","","0","0","","","0","",
"359","의원","01_01_02_P","5710000","PHMA120215710108041100009","2021-07-07","","01","영업/정상","13","영업중","","","","","043-716-1175","","","","충청북도 청주시 흥덕구 대농로 43, 217호 (복대동, 신영지웰시티)","28424","센텀신경외과정형외과의원","2026-04-02 22:19:17","U","2026-04-04 02:40:00","의원","237951.599011839","349264.552038844","의원","4","0","0","646.5","102 105 106 109 116 120","신경과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과","","","","0","0","","","0","",
"360","의원","01_01_02_P","4641000","PHMA119874640131041100005","1987-07-09","","01","영업/정상","13","영업중","","","","","063-285-6001","","560-811","전북특별자치도 전주시 완산구 삼천동1가 306번지 1호","전북특별자치도 전주시 완산구 난전들로 266 (삼천동1가)","","삼성가정의학과의원","2026-04-02 20:13:21","U","2026-04-04 02:40:00","의원","210514.358951479","254676.388451582","의원","1","0","0","180","122 113 101 111 120 102 114 112 104 115","내과, 신경과, 외과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 재활의학과, 가정의학과","","","","0","0","","","0","",
"361","의원","01_01_02_P","4641000","PHMA119874640131041100008","1987-11-17","","01","영업/정상","13","영업중","","","","","063-250-0700","","560-822","전북특별자치도 전주시 완산구 서신동 962번지 3호","전북특별자치도 전주시 완산구 온고을로 66 (서신동)","54944","박천수정형외과의원","2026-04-02 20:13:22","U","2026-04-04 02:40:00","의원","210366.132548696","259350.310951362","의원","5","11","29","1787.49","105 106 101 120 122 115","내과, 정형외과, 신경외과, 비뇨의학과, 재활의학과, 가정의학과","","","","0","0","","","0","",
"362","의원","01_01_02_P","3240000","PHMA120213240033041100032","2021-07-30","","01","영업/정상","13","영업중","","","","","02-6953-4275","","","","서울특별시 강동구 올림픽로 774, 202호 (암사동)","05264","암사제일한의원","2026-04-02 15:24:56","U","2026-04-04 02:40:00","한의원","211228.867878001","449776.322852766","한의원","2","0","0","100","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"363","의원","01_01_02_P","3980000","PHMA120213980021041100013","2021-08-09","","01","영업/정상","13","영업중","","","","","031-360-0330","","","","경기도 구리시 산마루로 5, 구리갈매 대방디엠시티 메트로카운티 310~314호 (갈매동)","11901","오운의원","2026-04-02 23:43:21","U","2026-04-04 02:40:00","의원","210125.941277885","458889.586166849","의원","4","0","0","369.02","114 108","성형외과, 피부과","","","","0","0","","","0","",
"364","의원","01_01_02_P","4641000","PHMA120184640131041100022","2018-06-27","","01","영업/정상","13","영업중","","","","","063-277-3131","","","전북특별자치도 전주시 덕진구 송천동2가 1325-1","전북특별자치도 전주시 덕진구 세병로 8, JK빌딩 2,3층 (송천동2가)","55149","에코내과의원","2026-04-02 23:43:22","U","2026-04-04 02:40:00","의원","211375.564017104","263935.886465989","의원","7","0","0","629","119 116 113 111 110 109 103 102 101","내과, 신경과, 정신건강의학과, 마취통증의학과, 산부인과, 소아청소년과, 이비인후과, 영상의학과, 진단검사의학과","","","","0","0","","","0","",
"365","의원","01_01_02_P","3420000","PHMA120213420023041100014","2021-09-09","","01","영업/정상","13","영업중","","","","","053-962-7585","","","대구광역시 동구 율하동 1480","대구광역시 동구 율하동로 42, 3층 (율하동)","41102","율하척척마취통증의학과의원","2026-04-02 20:43:21","U","2026-04-04 02:40:00","의원","353612.448218697","263936.982792821","의원","1","0","0","261.79","120 109 106 105","정형외과, 신경외과, 마취통증의학과, 재활의학과","","","","0","0","","","0","",
"366","의원","01_01_02_P","3940000","PHMA120213940138041100025","2021-09-06","","01","영업/정상","13","영업중","","","","","031-994-3333","","","경기도 고양시 덕양구 도내동 950 원흥퍼스트푸르지오시티","경기도 고양시 덕양구 권율대로 512, 원흥퍼스트푸르지오시티 202~208호 (도내동)","10551","원흥바른신경외과의원","2026-04-02 23:43:51","U","2026-04-04 02:40:00","의원","188485.337314357","459330.401961716","의원","3","0","0","476.69","120 109 106 105 104 102 101","내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 재활의학과","","","","0","0","","","0","",
"367","의원","01_01_02_P","5060000","PHMA120215060023041100002","2021-08-10","","01","영업/정상","13","영업중","","","","","054-910-7575","","","경상북도 김천시 율곡동 802 일오삼 메트로","경상북도 김천시 혁신3로 40, 일오삼 메트로 2층 204~213호 (율곡동)","39660","카톨릭연합정형외과의원","2026-04-02 23:43:26","U","2026-04-04 02:40:00","의원","306253.492825067","291188.408727851","의원","1","0","0","1100","122 120 115 114 113 111 109 106 105 104 102 101","내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 재활의학과, 가정의학과","","","","0","0","","","0","",
"368","의원","01_01_02_P","3290000","PHMA120213290024041100026","2021-09-01","","01","영업/정상","13","영업중","","","","","051-711-6508","","","부산광역시 부산진구 부전동 257-3 아이온시티빌딩","부산광역시 부산진구 서면로 74, 아이온시티빌딩 F1602호 (부전동)","47286","바노바기의원","2026-04-02 20:43:23","U","2026-04-04 02:40:00","의원","387469.584540928","186168.671007785","의원","7","0","0","558.95","104 108 114 122","외과, 성형외과, 피부과, 가정의학과","","","","0","0","","","0","",
"369","의원","01_01_02_P","3180000","PHMA120253180034041100022","2025-07-23","","01","영업/정상","13","영업중","","","","","02-780-7252","","","서울특별시 영등포구 여의도동 44-22 호성빌딩","서울특별시 영등포구 여의대방로65길 24, 호성빌딩 7층 701,702호 (여의도동)","07333","젤리피부과의원","2026-04-02 13:58:22","U","2026-04-04 02:40:00","의원","193677.124600368","446467.596546146","의원","3","0","0","354.33","114","피부과","","","","0","0","","","0","",
"370","의원","01_01_02_P","3150000","PHMA120253150037041100041","2025-10-01","","01","영업/정상","13","영업중","","","","","0226058875","","","서울특별시 강서구 화곡동 897-14","서울특별시 강서구 곰달래로 134, 1,2,3층 (화곡동)","07781","기운쎈정형외과의원","2026-04-02 22:13:22","U","2026-04-04 02:40:00","의원","186479.504400822","447592.317631258","의원","1","0","0","424.91","105 106 120 109","정형외과, 신경외과, 마취통증의학과, 재활의학과","","","","0","0","","","0","",
"371","의원","01_01_02_P","3460000","PHMA120253460023041100036","2025-09-23","","01","영업/정상","13","영업중","","","","","053-768-9900","","","대구광역시 수성구 중동 32-4","대구광역시 수성구 수성로 250, 1층, 8~10층 (중동)","42134","수성버팔로정형외과의원","2026-04-02 22:13:13","U","2026-04-04 02:40:00","의원","345675.891978976","262059.597546392","의원","2","9","22","903.26","120 111 109 106 105 104 102 101","내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 재활의학과","","","","0","0","","","0","",
"372","의원","01_01_02_P","3210000","PHMA120253210034041100100","2025-10-13","","01","영업/정상","13","영업중","","","","","02-535-0365","","","서울특별시 서초구 방배동 1823 위너스마당","서울특별시 서초구 동작대로 134, 위너스마당 2층 (방배동)","06567","서초바로본365의원","2026-04-02 22:13:22","U","2026-04-04 02:40:00","의원","198416.687503983","442938.69995442","의원","1","0","0","771.85","125 111 109 106 105 101","내과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 응급의학과","","","","0","0","","","0","",
"373","의원","01_01_02_P","3150000","PHMA120253150037041100037","2025-08-04","","01","영업/정상","13","영업중","","","","","1644-6725","","","서울특별시 강서구 마곡동 769","서울특별시 강서구 공항대로 165, D동 4층 (마곡동)","07800","부민 프레스티지 라이프케어센터 마곡의원","2026-04-02 21:13:19","U","2026-04-04 02:40:00","의원","184449.736274095","451015.135227088","의원","10","3","3","4062","116 104 101","내과, 외과, 영상의학과","","","","0","0","","","0","",
"374","의원","01_01_02_P","4050000","PHMA120254050149041100019","2025-08-06","","01","영업/정상","13","영업중","","","","","031-8067-5456","","","","경기도 용인시 수지구 광교중앙로 304, 201호 (상현동)","16943","차오름한의원","2026-04-02 21:13:37","U","2026-04-04 02:40:00","한의원","206100.323819545","421679.062727974","한의원","2","0","0","168.47","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"375","의원","01_01_02_P","5310000","PHMA120255310029041100015","2025-08-11","","01","영업/정상","13","영업중","","","","","055-795-1335","","","경상남도 진주시 중안동 12-13 롯데시네마","경상남도 진주시 진양호로 521, 롯데시네마 2층 (중안동)","52684","미미썸의원","2026-04-02 21:13:31","U","2026-04-04 02:40:00","의원","298526.704035357","188715.283893511","의원","2","0","0","943.22","114 108","성형외과, 피부과","","","","0","0","","","0","",
"376","의원","01_01_02_P","3530000","PHMA120253530019041100011","2025-08-01","","01","영업/정상","13","영업중","","","","","032-471-7102","","","인천광역시 남동구 구월동 1470-1 4층 일부호, 5층 일부호","인천광역시 남동구 인하로 501, 4층 일부호, 5층 일부호 (구월동)","21574","서울아산이비인후과의원","2026-04-02 20:43:31","U","2026-04-04 02:40:00","의원","173593.866515067","437972.849569054","의원","1","2","2","423.57","114 113 111 108 101","내과, 성형외과, 소아청소년과, 이비인후과, 피부과","","","","0","0","","","0","",
"377","의원","01_01_02_P","3220000","PHMA120253220033041100119","2011-06-17","","01","영업/정상","13","영업중","","","","","02-3472-5050","","","서울특별시 강남구 역삼동 831-11 202호","서울특별시 강남구 강남대로 338, 루카831 2층 202호 (역삼동)","06242","뉴연세이비인후과의원","2026-04-02 23:43:48","U","2026-04-04 02:40:00","의원","202631.163194922","443511.186979114","의원","1","0","0","100.69","101 111 113","내과, 소아청소년과, 이비인후과","","","","0","0","","","0","",
