번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용,진료과목내용명,지정취소일자,완화의료지정형태,완화의료담당부서명,구급차특수,구급차일반,총인원,구조사수,허가병상수,최초지정일자,Unnamed: 44,record_key
792,의원,01_01_02_P,3210000,PHMA120243210034041100133,2024-11-15,,1,영업/정상,13,영업중,,,,,,,,서울특별시 서초구 서초동 1318-4,"서울특별시 서초구 강남대로 403, 10층 (서초동)",6615,모찌(MOCCI)의원,2026-03-05 23:13:18,U,2026-03-07 02:40:00,의원,202292.436257201,444027.04352232,의원,4,0,0,311.4,122 114 110,"산부인과, 피부과, 가정의학과",,,,0,0,,,0,,,모찌(MOCCI)의원_서울특별시서초구서초동1318-4
315,의원,01_01_02_P,3240000,PHMA120243240033041100030,2024-10-25,,1,영업/정상,13,영업중,,,,,02-426-7575,,,서울특별시 강동구 암사동 501,"서울특별시 강동구 올림픽로 786, 2,6층 (암사동)",5264,한강내과의원,2026-03-05 23:13:21,U,2026-03-07 02:40:00,의원,211259.640524621,449885.378224529,의원,5,0,0,340.75,114 113 101,"내과, 이비인후과, 피부과",,,,0,0,,,0,,,한강내과의원_서울특별시강동구암사동501
317,의원,01_01_02_P,3220000,PHMA120243220033041100199,2024-10-23,,1,영업/정상,13,영업중,,,,,02-424-4895,,,서울특별시 강남구 신사동 537-10,"서울특별시 강남구 도산대로 131, 지하1층,2-4층 (신사동)",6035,상상의원,2026-03-05 21:13:45,U,2026-03-07 02:40:00,의원,201948.515562104,446179.775774667,의원,17,0,0,923.16,114 122,"피부과, 가정의학과",,,,0,0,,,0,,,상상의원_서울특별시강남구신사동537-10
318,의원,01_01_02_P,3220000,PHMA120243220033041100189,2024-10-14,,1,영업/정상,13,영업중,,,,,1600-3300,,,서울특별시 강남구 신사동 514-16 YK타워,"서울특별시 강남구 도산대로 121, YK타워 12층, 13층 (신사동)",6035,팽팽의원,2026-03-05 21:13:46,U,2026-03-07 02:40:00,의원,201850.617570581,446131.510440615,의원,4,0,0,318.34,114 108,"성형외과, 피부과",,,,0,0,,,0,,,팽팽의원_서울특별시강남구신사동514-16YK타워
321,의원,01_01_02_P,3700000,PHMA120243700018041100018,2024-10-10,,1,영업/정상,13,영업중,,,,,052-700-6508,,,,"울산광역시 남구 삼산로 274, 12층 (삼산동)",44719,바노바기의원,2026-03-05 23:13:18,U,2026-03-07 02:40:00,의원,411882.953599232,229090.260810239,의원,2,0,0,654.02,108 111 114 122,"성형외과, 소아청소년과, 피부과, 가정의학과",,,,0,0,,,0,,,바노바기의원_
316,의원,01_01_02_P,3740000,PHMA120243740106041100014,2024-10-07,,1,영업/정상,13,영업중,,,,,031-302-5000,,,,"경기도 수원시 영통구 도청로 103, 지하2층 비15~21호 (이의동)",16509,리슈어스의원,2026-03-05 23:13:37,U,2026-03-07 02:40:00,의원,,,의원,3,0,0,357.59,108 114,"성형외과, 피부과",,,,0,0,,,0,,,리슈어스의원_
323,의원,01_01_02_P,3560000,PHMA120243560021041100028,2024-10-02,,1,영업/정상,13,영업중,,,,,032-724-9969,,,인천광역시 서구 원당동 1035-5 검단 눈담봄 101,"인천광역시 서구 이음1로 377, 검단 눈담봄 101 4층 5~12호 (원당동)",22865,톤즈의원,2026-03-05 23:13:42,U,2026-03-07 02:40:00,의원,,,의원,1,0,0,646.81,114 108,"성형외과, 피부과",,,,0,0,,,0,,,톤즈의원_인천광역시서구원당동1035-5검단눈담봄101
320,의원,01_01_02_P,3080000,PHMA120243080033041100014,2024-09-12,,1,영업/정상,13,영업중,,,,,02-907-7588,,,서울특별시 강북구 번동 418-6 교보생명빌딩,"서울특별시 강북구 도봉로 348, 교보생명빌딩 1층 (번동)",1063,수유리더스정형외과의원,2026-03-05 21:13:12,U,2026-03-07 02:40:00,의원,202263.91314385,459559.548367832,의원,5,0,0,435.6,120 109 106 105,"정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,,수유리더스정형외과의원_서울특별시강북구번동418-6교보생명빌딩
322,의원,01_01_02_P,3210000,PHMA120243210034041100102,2024-08-29,,1,영업/정상,13,영업중,,,,,02-575-7576,,,서울특별시 서초구 양재동 1-1 서울양재동우체국,"서울특별시 서초구 남부순환로356길 5, 서울양재동우체국 3, 4층 (양재동)",6738,라온의원,2026-03-05 21:13:17,U,2026-03-07 02:40:00,의원,203275.341539239,442503.663113089,의원,7,0,0,285.9,116 107 104 101,"내과, 외과, 심장혈관흉부외과, 영상의학과",,,,0,0,,,0,,,라온의원_서울특별시서초구양재동1-1서울양재동우체국
314,의원,01_01_02_P,3140000,PHMA120243140033041100015,2024-08-27,,1,영업/정상,13,영업중,,,,,02-2138-0031,,,서울특별시 양천구 목동 615-1,"서울특별시 양천구 목동중앙북로4길 6, 1층 (목동)",7950,목동깨비365의원,2026-03-05 23:13:19,U,2026-03-07 02:40:00,의원,187946.743092468,449577.791547018,의원,2,0,0,295.0,122 121 119 115 114 113 112 111 102 101,"내과, 신경과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 진단검사의학과, 결핵과, 가정의학과",,,,0,0,,,0,,,목동깨비365의원_서울특별시양천구목동615-1
11,의원,01_01_02_P,3000000,PHMA120263000034041100002,2024-08-27,,1,영업/정상,13,영업중,,,,,031-435-7581,,,서울특별시 종로구 종로4가 141-1 원화당한의원,"서울특별시 종로구 종로 190, 원화당한의원 2층 (종로4가)",3195,여민의원,2026-03-03 15:51:00,I,2026-03-05 00:20:02,의원,199824.438542568,452032.702161687,의원,2,0,0,262.0,114 109 108 104 101,"내과, 외과, 성형외과, 마취통증의학과, 피부과",,,,0,0,,,0,,,여민의원_서울특별시종로구종로4가141-1원화당한의원
324,의원,01_01_02_P,3520000,PHMA120243520019041100013,2024-08-23,,1,영업/정상,13,영업중,,,,,032-721-7570,,,인천광역시 연수구 송도동 21-16,"인천광역시 연수구 신송로 165-17, 2층 208~215호 (송도동)",22002,닥터에버스 의원,2026-03-05 23:13:26,U,2026-03-07 02:40:00,의원,168757.20001735,432868.570167313,의원,5,0,0,638.36,122 114,"피부과, 가정의학과",,,,0,0,,,0,,,닥터에버스의원_인천광역시연수구송도동21-16
358,의원,01_01_02_P,3210000,PHMA120243210034041100091,2024-07-30,,1,영업/정상,13,영업중,,,,,,,,서울특별시 서초구 서초동 1318,"서울특별시 서초구 강남대로 411, 12~13층 (서초동)",6615,강남밴스의원,2026-03-05 21:13:17,U,2026-03-07 02:40:00,의원,202273.129089526,444106.32473027,의원,7,0,0,684.6,114 108,"성형외과, 피부과",,,,0,0,,,0,,,강남밴스의원_서울특별시서초구서초동1318
355,의원,01_01_02_P,4191000,PHMA120244191050041100012,2024-07-23,,1,영업/정상,13,영업중,,,,,033-813-4095,,,강원특별자치도 원주시 태장동 770-6,"강원특별자치도 원주시 현충로 11, 2층 201, 202호 (태장동)",26326,21세기본튼튼의원,2026-03-05 21:13:18,U,2026-03-07 02:40:00,의원,284537.648215626,428741.171594053,의원,2,0,0,328.68,122 120 115 114 113 111 109 106 105 104 101,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 재활의학과, 가정의학과",,,,0,0,,,0,,,21세기본튼튼의원_강원특별자치도원주시태장동770-6
362,의원,01_01_02_P,3470000,PHMA120243470022041100019,2024-07-09,,1,영업/정상,13,영업중,,,,,053-716-5005,,,대구광역시 달서구 죽전동 278-1,"대구광역시 달서구 달구벌대로 1565, 9층 (죽전동)",42639,아트너의원 죽전점,2026-03-05 23:13:23,U,2026-03-07 02:40:00,의원,338835.826407176,262280.137982843,의원,1,0,0,339.16,122 114 108,"성형외과, 피부과, 가정의학과",,,,0,0,,,0,,,아트너의원죽전점_대구광역시달서구죽전동278-1
363,의원,01_01_02_P,4060000,PHMA120244060482041100012,2024-07-09,,1,영업/정상,13,영업중,,,,,031-941-0912,,,경기도 파주시 와동동 1454-1,"경기도 파주시 경의로 1246, 201호~205호 (와동동)",10896,스노우의원,2026-03-05 21:13:48,U,2026-03-07 02:40:00,의원,178881.48489955,469603.977094621,의원,4,0,0,609.6,114,피부과,,,,0,0,,,0,,,스노우의원_경기도파주시와동동1454-1
364,의원,01_01_02_P,3510500,PHMA120243510513041100018,2024-07-09,,1,영업/정상,13,영업중,,,,,032-866-6688,,,,"인천광역시 미추홀구 남주길 150, 상가 2층 205,211~213,219~226호 (주안동, 힐스테이트 푸르지오 주안)",22159,서울튼튼재활의학과의원,2026-03-05 21:13:20,U,2026-03-07 02:40:00,의원,,,의원,3,0,0,492.85,105 106 109 120 122,"정형외과, 신경외과, 마취통증의학과, 재활의학과, 가정의학과",,,,0,0,,,0,,,서울튼튼재활의학과의원_
354,의원,01_01_02_P,3930000,PHMA120243930162041100005,2024-07-04,,1,영업/정상,13,영업중,,,,,031-8042-6106,,,,"경기도 안산시 상록구 해양4로 26, 3층 301호 (사동)",15596,안산리본한의원,2026-03-05 21:13:37,U,2026-03-07 02:40:00,한의원,,,한의원,2,0,0,137.15,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,,안산리본한의원_
356,의원,01_01_02_P,3120000,PHMA120243120033041100015,2024-07-03,,1,영업/정상,13,영업중,,,,,02-2088-7518,,,,"서울특별시 서대문구 세무서길 11, 서대문세무서 1층 2호 (홍제동)",3629,홍제으뜸경희한의원,2026-03-05 21:13:15,U,2026-03-07 02:40:00,한의원,195096.770137317,454044.016250777,한의원,2,0,0,101.24,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,,홍제으뜸경희한의원_
357,의원,01_01_02_P,3340000,PHMA120243340025041100010,2024-07-01,,1,영업/정상,13,영업중,,,,,051-266-7579,,,부산광역시 사하구 장림동 332-2,"부산광역시 사하구 장림번영로 40, 장림메디컬 6층 (장림동)",49482,장림다나아마취통증의학과의원,2026-03-05 21:13:19,U,2026-03-07 02:40:00,의원,379576.18036074,177479.647988704,의원,1,1,1,311.63,120 109 106 105,"정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,,장림다나아마취통증의학과의원_부산광역시사하구장림동332-2
353,의원,01_01_02_P,3070000,PHMA120243070034041100018,2024-06-21,,1,영업/정상,13,영업중,,,,,02-911-1000,,,서울특별시 성북구 길음동 542-1 길음역롯데캐슬트윈골드아파트,"서울특별시 성북구 길음로 11, 근린생활시설동 2층 234,235,236,237호 (길음동, 길음역롯데캐슬트윈골드아파트)",2722,길음아산척신경외과의원,2026-03-05 21:13:18,U,2026-03-07 02:40:00,의원,201973.88683884,455713.244570106,의원,4,0,0,279.76,120 109 106 105,"정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,,길음아산척신경외과의원_서울특별시성북구길음동542-1길음역롯데캐슬트윈골드아파트
359,의원,01_01_02_P,3110000,PHMA120243110032041100008,2024-06-12,,1,영업/정상,13,영업중,,,,,02-000-0000,,,,"서울특별시 은평구 은평터널로 15, DMC파인시티자이 상가동 1층 203호 (수색동)",3489,경희이루리한의원,2026-03-05 13:54:26,U,2026-03-07 02:40:00,한의원,,,한의원,1,0,0,67.59,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,,경희이루리한의원_
360,의원,01_01_02_P,3660000,PHMA120243660023041100015,2024-06-03,,1,영업/정상,13,영업중,,,,,042-719-8225,,,대전광역시 서구 둔산동 928 222~225호,"대전광역시 서구 한밭대로 817, 222~225호 (둔산동)",35209,아룸의원,2026-03-05 21:13:26,U,2026-03-07 02:40:00,의원,234903.507616604,317566.347852633,의원,1,0,0,357.2,114 108,"성형외과, 피부과",,,,0,0,,,0,,,아룸의원_대전광역시서구둔산동928222~225호
361,의원,01_01_02_P,3740000,PHMA120243740106041100009,2024-05-30,,1,영업/정상,13,영업중,,,,,031-302-2200,,,,"경기도 수원시 영통구 영통로 157, 스타프라움 302호 (망포동)",16689,김정수한의원,2026-03-04 17:11:04,U,2026-03-07 02:40:00,한의원,204806.848910709,415529.627804049,한의원,1,0,0,141.29,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,,김정수한의원_
427,의원,01_01_02_P,3620000,PHMA120243620020041100015,2024-05-22,,1,영업/정상,13,영업중,,,,,062-515-2575,,,광주광역시 북구 동림동 1149-2,"광주광역시 북구 북문대로 242, 2층 201호 (동림동)",61096,건강탑의원,2026-03-05 23:13:31,U,2026-03-07 02:40:00,의원,187694.904552949,187574.234480071,의원,1,0,0,168.3,122 114 113 111 109 105 101,"내과, 정형외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 가정의학과",,,,0,0,,,0,,,건강탑의원_광주광역시북구동림동1149-2
423,의원,01_01_02_P,3210000,PHMA120243210034041100064,2024-05-20,,1,영업/정상,13,영업중,,,,,02-6956-1010,,,서울특별시 서초구 서초동 1328 홍우빌딩 3층 일부호,"서울특별시 서초구 강남대로 373, 홍우빌딩 3층 일부호 (서초동)",6621,헤어온의원,2026-03-05 21:13:16,U,2026-03-07 02:40:00,의원,202403.66,443766.244999999,의원,3,4,4,232.44,114 108 102 101,"내과, 신경과, 성형외과, 피부과",,,,0,0,,,0,,,헤어온의원_서울특별시서초구서초동1328홍우빌딩3층일부호
422,의원,01_01_02_P,3930000,PHMA120243930154041100006,2024-05-16,,1,영업/정상,13,영업중,,,,,031-503-2800,,,경기도 안산시 단원구 고잔동 539-2 대동조이월드,"경기도 안산시 단원구 고잔로 108, 대동조이월드 401호~404호 (고잔동)",15361,뷰티온의원,2026-03-05 21:13:37,U,2026-03-07 02:40:00,의원,185573.701768477,424075.337478471,의원,2,0,0,506.2,122 114,"피부과, 가정의학과",,,,0,0,,,0,,,뷰티온의원_경기도안산시단원구고잔동539-2대동조이월드
424,의원,01_01_02_P,4620000,PHMA120244620040041100001,2024-05-08,,1,영업/정상,13,영업중,,,,,041-674-2828,,,충청남도 태안군 태안읍 동문리 882-8,"충청남도 태안군 태안읍 동백로 311, 2층 2호",32143,서울바른치과의원,2026-03-05 23:13:17,U,2026-03-07 02:40:00,치과의원,137804.500404988,360976.598107722,치과의원,2,0,0,231.66,407 410 402 412 406 404 405 409 408 403 411,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",,,,0,0,,,0,,,서울바른치과의원_충청남도태안군태안읍동문리882-8
425,의원,01_01_02_P,3380000,PHMA120243380023041100003,2024-05-08,,1,영업/정상,13,영업중,,,,,051-757-1288,,,부산광역시 수영구 수영동 445-19 BNK 수영타워,"부산광역시 수영구 수영로 693, BNK 수영타워 4층 (수영동)",48228,속체크내과의원,2026-03-05 23:13:16,U,2026-03-07 02:40:00,의원,392664.405639664,187463.261669632,의원,2,0,0,628.73,122 116 115 114 113 111 110 102 101,"내과, 신경과, 산부인과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 가정의학과",,,,0,0,,,0,,,속체크내과의원_부산광역시수영구수영동445-19BNK수영타워
430,의원,01_01_02_P,3600000,PHMA120243600020041100004,2024-05-07,,1,영업/정상,13,영업중,,,,,062-710-7705,,,,"광주광역시 서구 상무중앙로 22, 4층 (치평동)",61963,데이뷰의원광주상무점,2026-03-05 21:13:20,U,2026-03-07 02:40:00,의원,186158.952797145,183295.4955479,의원,5,0,0,540.85,108 114 122,"성형외과, 피부과, 가정의학과",,,,0,0,,,0,,,데이뷰의원광주상무점_
429,의원,01_01_02_P,3990000,PHMA120243990310041100003,2024-04-29,,1,영업/정상,13,영업중,,,,,031-571-2810,,,경기도 남양주시 오남읍 양지리 696-1,"경기도 남양주시 오남읍 진건오남로 919, 5층",12036,오남임플라인치과의원,2026-03-05 23:13:28,U,2026-03-07 02:40:00,치과의원,216959.05707879,466986.436107134,치과의원,2,0,0,288.0,412 411 410 409 408 407 406 405 404 403 402,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",,,,0,0,,,0,,,오남임플라인치과의원_경기도남양주시오남읍양지리696-1
426,의원,01_01_02_P,3860000,PHMA120243860384041100014,2024-04-23,,1,영업/정상,13,영업중,,,,,032-665-0070,,,경기도 부천시 원미구 원미동 111-3 한위빌딩,"경기도 부천시 원미구 부천로 110-1, 한위빌딩 2층, 3층 (원미동)",14569,차차여성의원,2026-03-05 21:14:10,U,2026-03-07 02:40:00,의원,180951.8060384,443561.2078943,의원,3,2,2,752.98,110,산부인과,,,,0,0,,,0,,,차차여성의원_경기도부천시원미구원미동111-3한위빌딩
419,의원,01_01_02_P,3210000,PHMA120243210034041100048,2024-04-23,,1,영업/정상,13,영업중,,,,,02-6258-2875,,,서울특별시 서초구 서초동 1318-4,"서울특별시 서초구 강남대로 403, 13층 (서초동)",6615,리엔장치과의원,2026-03-05 23:13:17,U,2026-03-07 02:40:00,치과의원,202292.436257201,444027.04352232,치과의원,3,0,0,319.64,412 411 410 409 408 407 406 405 404 403 402,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",,,,0,0,,,0,,,리엔장치과의원_서울특별시서초구서초동1318-4
58,의원,01_01_02_P,3540000,PHMA120243540021041100010,2024-04-16,,1,영업/정상,13,영업중,,,,,032-508-7588,,,인천광역시 부평구 부평동 150-24,"인천광역시 부평구 시장로 48, 2층 204,205호 (부평동)",21392,부평탑내과의원,2026-03-03 20:13:26,U,2026-03-05 02:40:00,의원,175822.463658905,443654.107417525,의원,1,0,0,192.49,122 115 113 111 102 101,"내과, 신경과, 소아청소년과, 이비인후과, 비뇨의학과, 가정의학과",,,,0,0,,,0,,,부평탑내과의원_인천광역시부평구부평동150-24
420,의원,01_01_02_P,5080000,PHMA120245080035041100005,2024-04-11,,1,영업/정상,13,영업중,,,,,,,,,"경상북도 구미시 봉곡북로 68, 1층 (봉곡동)",39207,오월의 한의원,2026-03-05 23:13:23,U,2026-03-07 02:40:00,한의원,317936.562208271,295617.847684605,한의원,3,0,0,104.5,301 302 303 304 305 306 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 침구과",,,,0,0,,,0,,,오월의한의원_
421,의원,01_01_02_P,5710000,PHMA120245710108041100006,2024-03-29,,1,영업/정상,13,영업중,,,,,043-905-4445,,,,"충청북도 청주시 흥덕구 오송읍 오송생명11로 48, 303~306호",28222,더순수의원,2026-03-05 23:16:13,U,2026-03-07 02:40:00,의원,,,의원,2,0,0,368.16,114 122,"피부과, 가정의학과",,,,0,0,,,0,,,더순수의원_
428,의원,01_01_02_P,3140000,PHMA120243140033041100008,2024-03-18,,1,영업/정상,13,영업중,,,,,02-2088-7588,,,서울특별시 양천구 목동 615-1,"서울특별시 양천구 목동중앙북로4길 6, 2층 (목동)",7950,서울바른신경외과의원,2026-03-05 23:13:18,U,2026-03-07 02:40:00,의원,187946.743092468,449577.791547018,의원,1,3,4,409.0,120 109 106 105 102,"신경과, 정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,,서울바른신경외과의원_서울특별시양천구목동615-1
490,의원,01_01_02_P,3940000,PHMA120243940138041100004,2024-03-06,,1,영업/정상,13,영업중,,,,,02-381-6789,,,,"경기도 고양시 덕양구 권율대로 885, 203~205호 (신원동)",10568,성모튼튼365정형외과의원,2026-03-05 21:13:33,U,2026-03-07 02:40:00,의원,190144.307370465,462328.705843318,의원,4,0,0,424.8,101 102 104 105 106 109 110 111 113 114 115 120 122,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 재활의학과, 가정의학과",,,,0,0,,,0,,,성모튼튼365정형외과의원_
74,의원,01_01_02_P,4090000,PHMA120244090023041100005,2024-03-04,,3,폐업,3,폐업,2026-03-01,,,,031-8048-9515,,,,"경기도 김포시 봉화로182번길 26, 산호프라자 302,303호 (북변동)",10101,다온의원,2026-03-03 14:57:05,U,2026-03-05 02:40:00,의원,173717.339604205,458511.708526007,의원,1,0,0,173.88,101 102 103 111 114 115 122 126,"내과, 신경과, 정신건강의학과, 소아청소년과, 피부과, 비뇨의학과, 가정의학과, 예방의학과",,,,0,0,,,0,,,다온의원_
171,의원,01_01_02_P,3080000,PHMA120243080033041100002,2024-02-26,,1,영업/정상,13,영업중,,,,,02-990-2080,,,서울특별시 강북구 번동 449-1 북한산스카이빌딩 10층,"서울특별시 강북구 도봉로 308, 북한산스카이빌딩 10층 (번동)",1062,가바치과교정과치과의원,2026-03-04 10:58:00,U,2026-03-06 02:40:00,치과의원,202032.757631932,459259.443978524,치과의원,1,0,0,217.43,412 411 410 409 408 407 406 405 404 403 402,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",,,,0,0,,,0,,,가바치과교정과치과의원_서울특별시강북구번동449-1북한산스카이빌딩10층
489,의원,01_01_02_P,3240000,PHMA120243240033041100004,2024-02-22,,1,영업/정상,13,영업중,,,,,02-474-4007,,,,"서울특별시 강동구 양재대로 1349, 3층 (성내동)",5404,365경희제일한의원,2026-03-05 23:13:20,U,2026-03-07 02:40:00,한의원,211892.212204753,447180.141558476,한의원,3,0,0,297.26,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,,365경희제일한의원_
477,의원,01_01_02_P,4800000,PHMA120244800026041100002,2024-02-19,,1,영업/정상,13,영업중,,,,,061-284-8575,,,전라남도 목포시 상동 889-5,"전라남도 목포시 백년대로 304, 1층 101호 (상동)",58690,하당탑튼튼의원,2026-03-05 21:17:01,U,2026-03-07 02:40:00,의원,146951.507416191,145163.464041965,의원,1,0,0,319.1,125 120 109 106 105,"정형외과, 신경외과, 마취통증의학과, 재활의학과, 응급의학과",,,,0,0,,,0,,,하당탑튼튼의원_전라남도목포시상동889-5
483,의원,01_01_02_P,5350000,PHMA120245350351041100001,2024-02-19,,1,영업/정상,13,영업중,,,,,055-338-2828,,,,"경상남도 김해시 내외중앙로 53, 601호 (내동)",50948,로이스서울치과의원,2026-03-05 21:13:26,U,2026-03-07 02:40:00,치과의원,369826.348985456,194431.224649906,치과의원,4,0,0,435.99,402 403 404 405 406 407 408 409 410 411 412,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",,,,0,0,,,0,,,로이스서울치과의원_
488,의원,01_01_02_P,5670000,PHMA120245670066041100001,2024-02-19,,1,영업/정상,13,영업중,,,,,055-255-2000,,,"경상남도 창원시 마산회원구 석전동 232-5 365병원 901, 1001, 1002호","경상남도 창원시 마산회원구 3·15대로 686, 365병원 901, 1001, 1002호 (석전동)",51316,화이트이(e)치과의원,2026-03-05 23:13:33,U,2026-03-07 02:40:00,치과의원,343709.440947815,193863.163976833,치과의원,2,0,0,590.94,412 411 407 406 404 403 402,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 예방치과, 통합치의학과",,,,0,0,,,0,,,"화이트이(e)치과의원_경상남도창원시마산회원구석전동232-5365병원901,1001,1002호"
476,의원,01_01_02_P,3360000,PHMA120243360024041100002,2024-02-19,,1,영업/정상,13,영업중,,,,,051-987-0988,,,,"부산광역시 강서구 명지국제1로 56-1, 플러스타워 4층 405호 (명지동)",46726,바론한의원,2026-03-05 23:13:23,U,2026-03-07 02:40:00,한의원,373676.555659244,178835.487786516,한의원,2,0,0,167.96,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,,바론한의원_
487,의원,01_01_02_P,3490000,PHMA120243490019041100001,2024-02-16,,1,영업/정상,13,영업중,,,,,032-721-9957,,,인천광역시 중구 운서동 3088-3 영종예스타워복합상영관,"인천광역시 중구 영종대로 184, 영종예스타워복합상영관 3층 302~305호 (운서동)",22376,운서더굿정형외과의원,2026-03-05 23:13:19,U,2026-03-07 02:40:00,의원,155605.497604391,443460.576143711,의원,2,0,0,591.8,104 105 125 106 120 109,"외과, 정형외과, 신경외과, 마취통증의학과, 재활의학과, 응급의학과",,,,0,0,,,0,,,운서더굿정형외과의원_인천광역시중구운서동3088-3영종예스타워복합상영관
486,의원,01_01_02_P,4010000,PHMA120244010281041100001,2024-02-07,,1,영업/정상,13,영업중,,,,,031-509-5100,,,경기도 시흥시 배곧동 223-2 배곧에토스,"경기도 시흥시 서울대학로264번길 26-12, 배곧에토스 3층 (배곧동)",15011,더나은신경과내과의원,2026-03-05 21:13:20,U,2026-03-07 02:40:00,의원,175660.37040111,429512.15814937,의원,2,2,4,884.4,102 101,"내과, 신경과",,,,0,0,,,0,,,더나은신경과내과의원_경기도시흥시배곧동223-2배곧에토스
485,의원,01_01_02_P,3190000,PHMA120243190033041100001,2024-02-07,,3,폐업,3,폐업,2026-03-04,,,,02-535-8787,,,서울특별시 동작구 사당동 86-6 서송타워,"서울특별시 동작구 동작대로 137, 서송타워 6,7층 (사당동)",6997,나스정형외과의원,2026-03-05 11:23:02,U,2026-03-07 02:40:00,의원,198336.02493409,442976.991110304,의원,1,1,2,408.79,120 109 106 105,"정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,,나스정형외과의원_서울특별시동작구사당동86-6서송타워
478,의원,01_01_02_P,4090000,PHMA120244090023041100003,2024-01-29,,1,영업/정상,13,영업중,,,,,031-8049-6055,,,경기도 김포시 풍무동 924,"경기도 김포시 양도로19번길 21, 4,5층 (풍무동)",10113,아이조은행복쑥쑥소아청소년과의원,2026-03-05 21:13:30,U,2026-03-07 02:40:00,의원,175637.667237811,456259.678602706,의원,2,0,0,826.68,101 111 113 114,"내과, 소아청소년과, 이비인후과, 피부과",,,,0,0,,,0,,,아이조은행복쑥쑥소아청소년과의원_경기도김포시풍무동924
480,의원,01_01_02_P,4050000,PHMA120244050149041100002,2024-01-24,,1,영업/정상,13,영업중,,,,,031-216-0119,,,경기도 용인시 수지구 상현동 1131-8 드림타워2,"경기도 용인시 수지구 광교중앙로 298, 드림타워2 2층 201~204호 (상현동)",16943,광교상현연세신경외과의원,2026-03-05 21:13:43,U,2026-03-07 02:40:00,의원,206087.739830401,421622.286541812,의원,2,0,0,369.62,120 109 106 105,"정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,,광교상현연세신경외과의원_경기도용인시수지구상현동1131-8드림타워2
