번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모,Unnamed: 63,record_key
2141,외국인관광도시민박업,03_11_04_P,3660000,CDFI2262212026000011,2026-02-20,,1,영업/정상,13,영업중,,,,,,,,대전광역시 서구 탄방동 75-9 동방빌라,"대전광역시 서구 탄방로 87-6, 동방빌라 3층 303호 (탄방동)",35257,대전롯데백화점숙소2,2026-02-20 09:00:18,I,2026-02-22 00:20:02,,235417.136884418,315592.919387852,외국인관광 도시민박업,,일반주거지역,4,,,,다가구용 주택(공동주택적용),4,0,0,0,,,0,0,,0,0,,0,43.75,,0,,,,,,,0,,,,44,,대전롯데백화점숙소2_대전광역시서구탄방동75-9동방빌라
2138,외국인관광도시민박업,03_11_04_P,3120000,CDFI2262212026000031,2026-02-20,,1,영업/정상,13,영업중,,,,,,,,서울특별시 서대문구 창천동 501-11 502호,"서울특별시 서대문구 신촌로3나길 24, 502호 (창천동)",03785,홍대플레이하우스,2026-02-20 09:16:20,I,2026-02-22 00:20:02,,193790.248027208,450674.738884327,외국인관광 도시민박업,,주거지역,7,주택가주변,,,다세대주택,6,1,0,0,,,0,0,,0,0,,0,28.63,,0,,,,,,,0,,,,29,,홍대플레이하우스_서울특별시서대문구창천동501-11502호
2142,외국인관광도시민박업,03_11_04_P,3660000,CDFI2262212026000012,2026-02-20,,1,영업/정상,13,영업중,,,,,,,,대전광역시 서구 탄방동 75-9 동방빌라,"대전광역시 서구 탄방로 87-6, 동방빌라 2층 202호 (탄방동)",35257,대전롯데백화점숙소1,2026-02-20 09:03:08,I,2026-02-22 00:20:02,,235417.136884418,315592.919387852,외국인관광 도시민박업,,일반주거지역,4,,,,,4,0,0,0,,,0,0,,0,0,,0,44.01,,0,,,,,,,0,,,,44,,대전롯데백화점숙소1_대전광역시서구탄방동75-9동방빌라
2144,외국인관광도시민박업,03_11_04_P,3220000,CDFI2262212026000070,2026-02-20,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 논현동 272-12,"서울특별시 강남구 언주로114길 29-12, B01호 (논현동)",06103,시스테이,2026-02-20 16:58:23,I,2026-02-22 00:20:02,,203449.376698911,445438.332965507,외국인관광 도시민박업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0.0,,0,,,,,,,0,,,,0,,시스테이_서울특별시강남구논현동272-12
2145,외국인관광도시민박업,03_11_04_P,3230000,CDFI2262212026000020,2026-02-20,,1,영업/정상,13,영업중,,,,,,,,서울특별시 송파구 석촌동 283-1,"서울특별시 송파구 송파대로43길 23, 3층 303호 (석촌동)",05689,윤지스테이,2026-02-20 15:57:24,I,2026-02-22 00:20:02,,209262.902804133,444576.104291031,외국인관광 도시민박업,,주거지역,5,주택가주변,,,다세대주택,5,0,0,0,,,0,0,,0,0,,0,31.1,,0,,,,,,,0,,,,31,,윤지스테이_서울특별시송파구석촌동283-1
2146,외국인관광도시민박업,03_11_04_P,4390000,CDFI2262212026000003,2026-02-20,,1,영업/정상,13,영업중,,,,,,,,충청북도 충주시 교현동 941 교현빌라,"충청북도 충주시 남산12길 24, A동 2층 208호 (교현동, 교현빌라)",27396,스테이 아눅,2026-02-20 14:30:27,I,2026-02-22 00:20:02,,284125.796317988,385445.239393981,외국인관광 도시민박업,,일반주거지역,3,아파트지역,,,다가구용 주택(공동주택적용),3,0,0,0,,,0,0,,0,0,,0,0.0,,0,,,,,,,80000000,,,,0,,스테이아눅_충청북도충주시교현동941교현빌라
2156,외국인관광도시민박업,03_11_04_P,3380000,CDFI2262212026000032,2026-02-20,,1,영업/정상,13,영업중,,,,,,,,부산광역시 수영구 광안동 170-9,"부산광역시 수영구 수영로540번길 62, 2층 (광안동)",48299,하이홈,2026-02-21 07:19:48,I,2026-02-23 00:20:02,,392703.477610419,185830.750861778,외국인관광 도시민박업,,일반주거지역,0,,,,,2,0,1,0,,,0,0,,0,0,,0,62.25,,0,,,,,,,50000000,,,,62,,하이홈_부산광역시수영구광안동170-9
2103,외국인관광도시민박업,03_11_04_P,3650000,CDFI2262212026000012,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,대전광역시 중구 대사동 248-308,"대전광역시 중구 계룡로921번길 33, 302호 (대사동)",34946,스테이 온기,2026-02-19 13:37:07,I,2026-02-21 00:20:05,,237382.095988303,313522.820400901,외국인관광 도시민박업,,일반주거지역,0,학교정화(상대),,,다가구용 주택(공동주택적용),0,0,0,0,,,0,0,,0,0,,0,47.0,,0,,,,,,,0,,,,47,,스테이온기_대전광역시중구대사동248-308
2101,외국인관광도시민박업,03_11_04_P,3220000,CDFI2262212026000069,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 역삼동 777-40,"서울특별시 강남구 도곡로25길 32, 304호 (역삼동)",06227,코지네스트777,2026-02-19 12:55:55,I,2026-02-21 00:20:05,,203546.795260577,443621.691075649,외국인관광 도시민박업,,주거지역,6,주택가주변,,,다세대주택,5,1,0,0,,,0,0,,0,0,,0,40.0,,0,,,,,,,10000000,,,,40,,코지네스트777_서울특별시강남구역삼동777-40
2100,외국인관광도시민박업,03_11_04_P,3220000,CDFI2262212026000068,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 역삼동 746-4,"서울특별시 강남구 역삼로19길 30, 지하 102호 (역삼동)",06246,역삼동 제인,2026-02-19 12:55:17,I,2026-02-21 00:20:05,,203262.395,443879.22,외국인관광 도시민박업,,주거지역,3,주택가주변,,,다세대주택,2,1,0,0,,,0,0,,0,0,,0,48.39,,0,,,,,,,35000000,,,,48,,역삼동제인_서울특별시강남구역삼동746-4
2099,외국인관광도시민박업,03_11_04_P,3040000,CDFI2262212026000030,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 자양동 10-9 102호,"서울특별시 광진구 아차산로26길 25-5, 102호 (자양동)",05072,메이트 프로젝트,2026-02-19 11:19:54,I,2026-02-21 00:20:05,,205776.200711564,448659.839292765,외국인관광 도시민박업,,일반주거지역,0,,,,다가구용 주택(공동주택적용),1,0,0,0,,,0,0,,0,0,,0,82.05,,0,,,,,,,0,,,,82,,메이트프로젝트_서울특별시광진구자양동10-9102호
2098,외국인관광도시민박업,03_11_04_P,3040000,CDFI2262212026000029,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 구의동 60-85 101호,"서울특별시 광진구 자양로42길 42-18, 101호 (구의동)",04980,스테이 캄,2026-02-19 11:11:51,I,2026-02-21 00:20:05,,208044.751891232,449548.024168647,외국인관광 도시민박업,,일반주거지역,0,,,,,1,0,0,0,,,0,0,,0,0,,0,68.35,,0,,,,,,,0,,,,68,,스테이캄_서울특별시광진구구의동60-85101호
2092,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000077,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 성산동 81-2 스카이빌,"서울특별시 마포구 성산로4길 54-13, 3층 301호 (성산동, 스카이빌)",03966,풀하우스2,2026-02-19 13:14:38,I,2026-02-21 00:20:05,,191989.039381144,451282.866711007,외국인관광 도시민박업,,,0,,,,다세대주택,0,0,1,0,Full House 2,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,29.84,,0,,,,,,,0,,,,30,,풀하우스2_서울특별시마포구성산동81-2스카이빌
2097,외국인관광도시민박업,03_11_04_P,3040000,CDFI2262212026000028,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 구의동 252-61 102호,"서울특별시 광진구 아차산로49길 48, 102호 (구의동)",05043,코코 서울 스테이,2026-02-19 11:02:13,I,2026-02-21 00:20:05,,207384.413512396,448530.907616929,외국인관광 도시민박업,,일반주거지역,0,,,,다가구용 주택(공동주택적용),1,0,0,0,,,0,0,,0,0,,0,40.77,,0,,,,,,,0,,,,41,,코코서울스테이_서울특별시광진구구의동252-61102호
2096,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000081,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 용강동 149-19,"서울특별시 마포구 대흥로6길 18-7, 302호 (용강동)",04162,스페이스 용강,2026-02-19 18:11:14,I,2026-02-21 00:20:05,,194558.12587981,448863.791120117,외국인관광 도시민박업,,,0,,,4,다가구용 주택(공동주택적용),0,0,1,0,Space Yonggang,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,52.0,,0,,,,,,,0,,,,52,,스페이스용강_서울특별시마포구용강동149-19
2095,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000080,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 아현동 747-6,"서울특별시 마포구 환일길 46, 1층 (아현동)",04203,Stay On Seoul,2026-02-19 18:20:17,I,2026-02-21 00:20:05,,196471.242454025,450219.99025737,외국인관광 도시민박업,,,0,,,6,단독주택,0,0,2,0,Stay On Seoul,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,48.83,,0,,,,,,,0,,,,49,,StayOnSeoul_서울특별시마포구아현동747-6
2094,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000079,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 도화동 253,"서울특별시 마포구 삼개로1길 14, 102호 (도화동)",04172,피스오브도화,2026-02-19 18:19:22,I,2026-02-21 00:20:05,,195362.555649206,448547.564120671,외국인관광 도시민박업,,,0,,,4,다가구용 주택(공동주택적용),0,0,1,0,Peace of Dohwa,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,30.0,,0,,,,,,,0,,,,30,,피스오브도화_서울특별시마포구도화동253
2102,외국인관광도시민박업,03_11_04_P,3280000,CDFI2262212026000013,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,부산광역시 영도구 청학동 399-7,부산광역시 영도구 청학북로20번길 6 (청학동),49031,드림하우스,2026-02-19 09:31:19,I,2026-02-21 00:20:05,,387659.424294462,179152.801749232,외국인관광 도시민박업,,,2,,,,,0,0,0,0,,,0,0,,0,0,,0,101.55,,0,,,,,,,0,,,,102,,드림하우스_부산광역시영도구청학동399-7
2086,외국인관광도시민박업,03_11_04_P,3660000,CDFI2262212026000010,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,대전광역시 서구 월평동 843,"대전광역시 서구 월평중로 4, 3층 303호 (월평동)",35224,월평K,2026-02-19 10:21:10,I,2026-02-21 00:20:05,,232614.945173439,317183.774636455,외국인관광 도시민박업,,일반주거지역,5,,,,,4,1,0,0,,,0,0,,0,0,,0,0.0,,0,,,,,,,0,,,,0,,월평K_대전광역시서구월평동843
2085,외국인관광도시민박업,03_11_04_P,3200000,CDFI2262212026000048,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,서울특별시 관악구 신림동 251-90,"서울특별시 관악구 신림로11길 89-16, 202호 (신림동)",08817,Soul Stay Atlier 소울 스테이 아틀리에,2026-02-19 17:31:03,I,2026-02-21 00:20:05,,194583.618340223,440461.603714841,외국인관광 도시민박업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0.0,,0,,,,,,,0,,,,0,,SoulStayAtlier소울스테이아틀리에_서울특별시관악구신림동251-90
2131,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000082,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 서교동 355-34 재강빌딩,"서울특별시 마포구 홍익로5안길 20, 재강빌딩 4층 (서교동)",04039,Comfy & Cozy,2026-02-20 09:56:53,I,2026-02-22 00:20:02,,193000.315511615,450173.583433692,외국인관광 도시민박업,,,0,,,4,단독주택,0,0,1,0,Comfy & Cozy,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,56.8,,0,,,,,,,0,,,,57,,Comfy&Cozy_서울특별시마포구서교동355-34재강빌딩
2104,외국인관광도시민박업,03_11_04_P,3650000,CDFI2262212026000013,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,대전광역시 중구 유천동 208-8,대전광역시 중구 유천로 76-17 (유천동),34900,휴식(Husic),2026-02-19 13:38:21,I,2026-02-21 00:20:05,,235625.940244634,313291.526727005,외국인관광 도시민박업,,일반주거지역,1,학교정화(상대),,,단독주택,1,0,0,0,,,0,0,,0,0,,0,82.0,,0,,,,,,,0,,,,82,,휴식(Husic)_대전광역시중구유천동208-8
2105,외국인관광도시민박업,03_11_04_P,3230000,CDFI2262212026000019,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,서울특별시 송파구 송파동 118-31 대중빌라,"서울특별시 송파구 백제고분로44길 21-1, 대중빌라 지하1층 B02호 (송파동)",05665,헤븐리스테이서울,2026-02-19 10:50:41,I,2026-02-21 00:20:05,,209907.967665931,444955.309147732,외국인관광 도시민박업,,일반주거지역,3,주택가주변,,,다가구용 주택(공동주택적용),3,1,1,0,,,0,0,,0,0,,0,54.9,,0,,,,,,,0,,,,55,,헤븐리스테이서울_서울특별시송파구송파동118-31대중빌라
2106,외국인관광도시민박업,03_11_04_P,3030000,CDFI2262212026000016,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,서울특별시 성동구 용답동 56-1,"서울특별시 성동구 용답중앙13길 6, 201호 (용답동)",04804,양BnB House,2026-02-19 17:10:53,I,2026-02-21 00:20:05,,204564.181244208,451378.803625431,외국인관광 도시민박업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0.0,,0,,,,,,,0,,,,0,,양BnBHouse_서울특별시성동구용답동56-1
2091,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000075,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 상암동 13-18,"서울특별시 마포구 월드컵북로48길 33-5, 2층 (상암동)",03927,네버랜드 파크,2026-02-19 11:59:51,I,2026-02-21 00:20:05,,190676.855382695,452805.150576077,외국인관광 도시민박업,,,0,,,6,다가구용 주택(공동주택적용),0,0,1,0,NEVERLAND PARK,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,77.94,,0,,,,,,,0,,,,78,,네버랜드파크_서울특별시마포구상암동13-18
2129,외국인관광도시민박업,03_11_04_P,3210000,CDFI2262212026000010,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,서울특별시 서초구 방배동 459-16,"서울특별시 서초구 청두곶8길 38-11, 101호 (방배동)",06678,온스테이인방배,2026-02-20 11:38:20,I,2026-02-22 00:20:02,,198822.930970704,442084.037939481,외국인관광 도시민박업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0.0,,0,,,,,,,0,,,,0,,온스테이인방배_서울특별시서초구방배동459-16
2080,외국인관광도시민박업,03_11_04_P,3590000,CDFI2262212026000001,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,광주광역시 동구 동명동 154-40,"광주광역시 동구 동명로20번길 6, 2층 (동명동)",61434,로로하우스,2026-02-19 18:20:34,I,2026-02-21 00:20:05,,192993.149722155,183502.825249844,외국인관광 도시민박업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0.0,,0,,,,,,,0,,,,0,,로로하우스_광주광역시동구동명동154-40
2081,외국인관광도시민박업,03_11_04_P,3200000,CDFI2262212026000044,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,서울특별시 관악구 신림동 1458-19,"서울특별시 관악구 신림동길 32-8, 102호 (신림동)",08706,코지스테이(Cozy Stay),2026-02-19 09:46:20,I,2026-02-21 00:20:05,,193299.422395471,442784.485413592,외국인관광 도시민박업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0.0,,0,,,,,,,0,,,,0,,코지스테이(CozyStay)_서울특별시관악구신림동1458-19
2082,외국인관광도시민박업,03_11_04_P,3200000,CDFI2262212026000045,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,서울특별시 관악구 신림동 98-139,"서울특별시 관악구 복은7길 21, 지층 102호 (신림동)",08835,세린하우스(SERIN HOUSE),2026-02-19 10:00:43,I,2026-02-21 00:20:05,,194697.294313417,441470.12856185,외국인관광 도시민박업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0.0,,0,,,,,,,0,,,,0,,세린하우스(SERINHOUSE)_서울특별시관악구신림동98-139
2090,외국인관광도시민박업,03_11_04_P,3070000,CDFI2262212026000013,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,서울특별시 성북구 성북동 183-34 화영빌라,"서울특별시 성북구 성북로6가길 10, B02호 (성북동, 화영빌라)",02834,고즈넉,2026-02-19 13:05:08,I,2026-02-21 00:20:05,,200384.685831315,454240.962684338,외국인관광 도시민박업,,,0,,,,다세대주택,0,0,0,0,,,0,0,,0,0,,0,31.89,,0,,,,,,,0,,,,32,,고즈넉_서울특별시성북구성북동183-34화영빌라
2089,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000076,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 망원동 413-50,"서울특별시 마포구 월드컵로11길 72, 5층 501호 (망원동)",04014,온기스테이,2026-02-19 09:13:42,I,2026-02-21 00:20:05,,191723.345822149,450183.80821535,외국인관광 도시민박업,,,0,,,5,다세대주택,0,0,1,0,ONGI STAY,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,27.48,,0,,,,,,,0,,,,27,,온기스테이_서울특별시마포구망원동413-50
2083,외국인관광도시민박업,03_11_04_P,3200000,CDFI2262212026000046,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,서울특별시 관악구 신림동 1441-27 B02호,"서울특별시 관악구 신림로71길 42, B02호 (신림동)",08707,코티지 코지 하우스,2026-02-19 13:46:37,I,2026-02-21 00:20:05,,193386.151842327,442884.219454587,외국인관광 도시민박업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0.0,,0,,,,,,,0,,,,0,,코티지코지하우스_서울특별시관악구신림동1441-27B02호
2088,외국인관광도시민박업,03_11_04_P,4231000,CDFI2262212026000004,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,강원특별자치도 속초시 조양동 1463-14 통명 엔젤하우스 217호,"강원특별자치도 속초시 동해대로3950번길 26, 2층 217호 (조양동, 통명 엔젤하우스)",24887,고래하우스,2026-02-19 09:31:09,I,2026-02-21 00:20:05,,340441.62831899,521793.379059696,외국인관광 도시민박업,,일반주거지역,4,기타,,,연립주택,4,0,0,0,,,0,0,,0,0,,0,51.24,,0,,,,,,,0,,,,51,,고래하우스_강원특별자치도속초시조양동1463-14통명엔젤하우스217호
2087,외국인관광도시민박업,03_11_04_P,3700000,CDFI2262212026000003,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,울산광역시 남구 신정동 475-12,"울산광역시 남구 중앙로290번길 20, 2층 (신정동)",44679,메종드 마리,2026-02-19 15:22:23,I,2026-02-21 00:20:05,,409574.098394138,229933.175461547,외국인관광 도시민박업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,71.0,,0,,,,,,,0,,,,71,,메종드마리_울산광역시남구신정동475-12
2084,외국인관광도시민박업,03_11_04_P,3200000,CDFI2262212026000047,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,서울특별시 관악구 봉천동 1573-2 302호,"서울특별시 관악구 쑥고개로 114, 302호 (봉천동)",08832,Apple Stay,2026-02-19 13:47:47,I,2026-02-21 00:20:05,,195418.552313435,441854.904996858,외국인관광 도시민박업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0.0,,0,,,,,,,0,,,,0,,AppleStay_서울특별시관악구봉천동1573-2302호
2093,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000078,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 서교동 358-92,"서울특별시 마포구 와우산로21길 12-6, 5층 (서교동)",04040,풀문스테이,2026-02-19 15:50:13,I,2026-02-21 00:20:05,,193137.838493757,450054.092468304,외국인관광 도시민박업,,,0,,,4,단독주택,0,0,4,0,Full Moon Stay,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,111.13,,0,,,,,,,0,,,,111,,풀문스테이_서울특별시마포구서교동358-92
2079,외국인관광도시민박업,03_11_04_P,3420000,CDFI2262212026000003,2026-02-17,,1,영업/정상,13,영업중,,,,,,,,대구광역시 동구 신천동 183-4,대구광역시 동구 송라로10길 14-4 (신천동),41259,아리스테이,2026-02-17 17:36:36,I,2026-02-20 00:20:13,,346251.274398527,264758.046775845,외국인관광 도시민박업,,일반주거지역,1,,,,단독주택,1,0,0,0,,,0,0,,0,0,,0,48.19,,0,,,,,,,0,,,,48,,아리스테이_대구광역시동구신천동183-4
2078,외국인관광도시민박업,03_11_04_P,3650000,CDFI2262212026000011,2026-02-15,,1,영업/정상,13,영업중,,,,,,,,대전광역시 중구 부사동 92-12,"대전광역시 중구 대종로372번길 18, 202호 (부사동)",35027,빅스테이,2026-02-15 15:43:05,I,2026-02-20 00:20:13,,238790.58848844,313189.543470681,외국인관광 도시민박업,,일반주거지역,0,,,,다가구용 주택(공동주택적용),0,0,0,0,,,0,0,,0,0,,0,0.0,,0,,,,,,,0,,,,0,,빅스테이_대전광역시중구부사동92-12
2044,외국인관광도시민박업,03_11_04_P,3200000,CDFI2262212026000042,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,서울특별시 관악구 신림동 1624-8,"서울특별시 관악구 남부순환로168길 56-6, 201호 (신림동)",08773,온재,2026-02-13 09:47:44,I,2026-02-15 00:20:02,,193235.095753196,442009.213740676,외국인관광 도시민박업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0.0,,0,,,,,,,0,,,,0,,온재_서울특별시관악구신림동1624-8
2057,외국인관광도시민박업,03_11_04_P,3380000,CDFI2262212026000031,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,부산광역시 수영구 광안동 733-19,"부산광역시 수영구 장대골로19번가길 34, 101호 (광안동)",48256,시오웨이브,2026-02-13 15:38:18,I,2026-02-15 00:20:02,,392127.560444107,186400.617313748,외국인관광 도시민박업,,일반주거지역,0,,,,,1,0,1,0,,,0,0,,0,0,,0,33.84,,0,,,,,,,0,,,,34,,시오웨이브_부산광역시수영구광안동733-19
2056,외국인관광도시민박업,03_11_04_P,3380000,CDFI2262212026000030,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,부산광역시 수영구 광안동 493-3,"부산광역시 수영구 광일로14번길 14, 3층 (광안동)",48247,스테이레이어,2026-02-13 15:37:41,I,2026-02-15 00:20:02,,392423.070693591,186878.865266728,외국인관광 도시민박업,,일반주거지역,0,,,,,3,0,1,0,,,0,0,,0,0,,0,69.79,,0,,,,,,,0,,,,70,,스테이레이어_부산광역시수영구광안동493-3
2055,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000069,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 상수동 319-4,"서울특별시 마포구 와우산로5길 54, 202호 (상수동)",04074,송버드 스테이,2026-02-13 14:22:47,I,2026-02-15 00:20:02,,192875.566513304,449455.693177526,외국인관광 도시민박업,,,0,,,4명,연립주택,0,0,1,0,Songbird Stay,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,48.7,,0,,,,,,,0,,,,49,,송버드스테이_서울특별시마포구상수동319-4
2054,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000068,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 연남동 383-68,"서울특별시 마포구 연희로1길 55-6, 3층 (연남동)",03982,작전명 행복,2026-02-13 09:20:08,I,2026-02-15 00:20:02,,193398.293081947,451010.682192515,외국인관광 도시민박업,,,0,,,2,단독주택,0,0,1,0,Operation Happiness,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,27.52,,0,,,,,,,0,,,,28,,작전명행복_서울특별시마포구연남동383-68
2053,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000067,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 망원동 423-10,"서울특별시 마포구 월드컵로25길 45, 1층 101호 (망원동)",03964,Dalgonastay M,2026-02-13 09:18:27,I,2026-02-15 00:20:02,,191559.471693294,450625.367727735,외국인관광 도시민박업,,,0,,,5,다가구용 주택(공동주택적용),0,0,2,0,Dalgonastay M,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,41.49,,0,,,,,,,0,,,,41,,DalgonastayM_서울특별시마포구망원동423-10
2052,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000066,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 연남동 567-54,"서울특별시 마포구 동교로27길 44-10, 지층 102호 (연남동)",03990,홍홈,2026-02-13 14:35:32,I,2026-02-15 00:20:02,,193036.774683335,450866.729665193,외국인관광 도시민박업,,,0,,,4,다가구용 주택(공동주택적용),0,0,1,0,Hong Home,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,41.53,,0,,,,,,,0,,,,42,,홍홈_서울특별시마포구연남동567-54
2051,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000065,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 합정동 378-42,"서울특별시 마포구 양화진4길 4-4, 지층 (합정동)",04084,파라솔스테이,2026-02-13 09:12:20,I,2026-02-15 00:20:02,,192165.186756416,449478.026034778,외국인관광 도시민박업,,,0,,,8,다가구용 주택(공동주택적용),0,0,2,0,Parasol Stay,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,59.1,,0,,,,,,,0,,,,59,,파라솔스테이_서울특별시마포구합정동378-42
2050,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000064,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 망원동 479-24,"서울특별시 마포구 망원로7길 44-7, 2층 (망원동)",03964,하늘온,2026-02-13 09:01:55,I,2026-02-15 00:20:02,,191532.066662873,450824.936726554,외국인관광 도시민박업,,,0,,,4,단독주택,0,0,1,0,Haneul:on,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,23.07,,0,,,,,,,0,,,,23,,하늘온_서울특별시마포구망원동479-24
2049,외국인관광도시민박업,03_11_04_P,3130000,CDFI2262212026000063,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 상암동 2-227,"서울특별시 마포구 매봉산로2길 81, 5층 502호 (상암동)",03930,JUNI STAY DMC,2026-02-13 09:06:33,I,2026-02-15 00:20:02,,190780.581070781,452615.804669347,외국인관광 도시민박업,,,0,,,6,다가구용 주택(공동주택적용),0,0,2,0,JUNI STAY DMC,URBAN HOMESTAY FOR FOREIGN TOURISTS,0,0,,0,0,,0,78.0,,0,,,,,,,0,,,,78,,JUNISTAYDMC_서울특별시마포구상암동2-227
