번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,의자수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,여성종사자수,남성종사자수,침대수,다중이용업소여부,Unnamed: 44,record_key
578,미용업,05_18_01_P,3230000,3230000-213-2026-00012,2026-03-04,,1,영업/정상,1,영업,,,,,,39.04,138-824,서울특별시 송파구 문정동 19 문정푸르지오아파트,"서울특별시 송파구 송이로32길 37, 201동 1층 8호 (문정동, 문정푸르지오아파트)",5797.0,유앤미 헤어(YOU & ME 헤어),2026-03-04 09:49:32,I,2026-03-06 00:20:02,일반미용업,211187.996641126,442745.671939347,종합미용업,0.0,0.0,1.0,0.0,0.0,0.0,3.0,,,,임대,0.0,0.0,1.0,N,,유앤미헤어(YOU&ME헤어)_서울특별시송파구문정동19문정푸르지오아파트
579,미용업,05_18_01_P,3230000,3230000-213-2026-00013,2026-03-04,,1,영업/정상,1,영업,,,,,,110.29,138-846,서울특별시 송파구 석촌동 274-7,"서울특별시 송파구 송파대로37길 50, 1층 (석촌동)",5696.0,리안헤어 송파헬리오시티점,2026-03-04 15:40:55,I,2026-03-06 00:20:02,일반미용업,209362.876241433,444228.894314011,종합미용업,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,0.0,0.0,0.0,N,,리안헤어송파헬리오시티점_서울특별시송파구석촌동274-7
573,미용업,05_18_01_P,4050000,5640000-213-2026-00002,2026-03-04,,1,영업/정상,1,영업,,,,,,29.16,448-160,경기도 용인시 수지구 죽전동 858-6 한솔 노블빌리지,"경기도 용인시 수지구 용구대로2771번길 29, 1층 일부(103)호 (죽전동, 한솔 노블빌리지)",16867.0,큐사랑 죽전아울렛점,2026-03-04 12:04:33,I,2026-03-06 00:20:02,일반미용업,209236.181863146,425501.397433338,종합미용업,0.0,0.0,1.0,1.0,0.0,0.0,2.0,,,,,0.0,0.0,0.0,N,,큐사랑죽전아울렛점_경기도용인시수지구죽전동858-6한솔노블빌리지
583,미용업,05_18_01_P,3230000,3230000-216-2026-00001,2026-03-04,,1,영업/정상,1,영업,,,,,,61.2,138-934,서울특별시 송파구 신천동 7 장미아파트 비상가,"서울특별시 송파구 올림픽로35길 112, 장미아파트 비상가 1동 3층 16호 (신천동)",5504.0,쥬브니크,2026-03-04 10:57:49,I,2026-03-06 00:20:02,피부미용업,208707.089897534,446299.352775446,"일반미용업, 피부미용업",0.0,0.0,3.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,3.0,N,,쥬브니크_서울특별시송파구신천동7장미아파트비상가
580,미용업,05_18_01_P,3230000,3230000-213-2026-00014,2026-03-04,,1,영업/정상,1,영업,,,,,,183.75,138-240,서울특별시 송파구 신천동 20-4,"서울특별시 송파구 올림픽로35길 45, 래미안아이파크 상가 2층 201~205호 (신천동)",5508.0,아이디헤어 잠실래미안,2026-03-04 16:17:45,I,2026-03-06 00:20:02,일반미용업,209720.290631496,446244.350393389,종합미용업,0.0,0.0,2.0,0.0,0.0,0.0,14.0,,,,,0.0,0.0,7.0,N,,아이디헤어잠실래미안_서울특별시송파구신천동20-4
581,미용업,05_18_01_P,3230000,3230000-215-2026-00011,2026-03-04,,1,영업/정상,1,영업,,,,,,29.54,138-888,서울특별시 송파구 문정동 652-5 문정 아이파크,"서울특별시 송파구 법원로4길 6, 문정 아이파크 제1동 2층 205호 (문정동)",5855.0,튤 네일(Tulle nail),2026-03-04 11:59:50,I,2026-03-06 00:20:02,네일아트업,,,네일미용업,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,0.0,0.0,2.0,N,,튤네일(Tullenail)_서울특별시송파구문정동652-5문정아이파크
570,미용업,05_18_01_P,3180000,3180000-219-2026-00003,2026-03-04,,1,영업/정상,1,영업,,,,,,151.4,150-036,서울특별시 영등포구 영등포동6가 63 거양빌딩,"서울특별시 영등포구 영신로40길 15, 거양빌딩 1층 (영등포동6가)",7251.0,한복 나빛,2026-03-04 17:12:35,I,2026-03-06 00:20:02,메이크업업,191353.553029715,446581.883285505,화장ㆍ분장 미용업,0.0,0.0,1.0,0.0,0.0,0.0,3.0,,,,임대,0.0,0.0,0.0,N,,한복나빛_서울특별시영등포구영등포동6가63거양빌딩
582,미용업,05_18_01_P,3230000,3230000-215-2026-00012,2026-03-04,,1,영업/정상,1,영업,,,,,,20.0,138-864,서울특별시 송파구 잠실동 233,"서울특별시 송파구 백제고분로15길 16, 101호 (잠실동)",5568.0,이내일,2026-03-04 14:39:31,I,2026-03-06 00:20:02,네일아트업,207463.145482029,444952.270314384,네일미용업,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,1.0,N,,이내일_서울특별시송파구잠실동233
789,미용업,05_18_01_P,4641000,4651000-219-2026-00003,2026-03-04,,1,영업/정상,1,영업,,,,,,43.44,,전북특별자치도 전주시 완산구 효자동1가 411-2,"전북특별자치도 전주시 완산구 용머리로 9-13, 1층 (효자동1가)",55056.0,디어니뷰티,2026-03-05 18:04:52,I,2026-03-07 00:20:02,메이크업업,209965.131881772,256265.366305139,화장ㆍ분장 미용업,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,N,,디어니뷰티_전북특별자치도전주시완산구효자동1가411-2
584,미용업,05_18_01_P,4820000,4820000-212-2026-00004,2026-03-04,,1,영업/정상,1,영업,,,,,,36.79,540-040,전라남도 순천시 영동 118,"전라남도 순천시 서문성터길 33, 1층 (영동)",57941.0,예빛피부관리실,2026-03-04 14:26:36,I,2026-03-06 00:20:02,피부미용업,243851.370112433,161811.229527521,피부미용업,2.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,1.0,N,,예빛피부관리실_전라남도순천시영동118
587,미용업,05_18_01_P,5310000,5310000-221-2026-00001,2026-03-04,,1,영업/정상,1,영업,,,,,,20.0,660-806,경상남도 진주시 상대동 298-62,"경상남도 진주시 도동천로 77, 3층 일부 (상대동)",52795.0,젠릭스(ZENRIX),2026-03-04 11:52:49,I,2026-03-06 00:20:02,메이크업업,300952.877498115,187234.366104993,"피부미용업, 화장ㆍ분장 미용업",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,N,,젠릭스(ZENRIX)_경상남도진주시상대동298-62
589,미용업,05_18_01_P,4570000,4570000-213-2026-00001,2026-03-04,,1,영업/정상,1,영업,,,,,,10.0,323-805,충청남도 부여군 부여읍 구아리 390-1,"충청남도 부여군 부여읍 성왕로 188-1, 2층",33145.0,두피&탈모클리닉 두피밥 부여점,2026-03-04 16:14:53,I,2026-03-06 00:20:02,피부미용업,191767.578604761,308978.092306455,종합미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,2.0,N,,두피&탈모클리닉두피밥부여점_충청남도부여군부여읍구아리390-1
590,미용업,05_18_01_P,4211000,4211000-211-2026-00004,2026-03-04,,1,영업/정상,1,영업,,,,,,39.76,,강원특별자치도 동해시 발한동 801 현대비에스앤씨 현대썬앤빌 동해파크힐,"강원특별자치도 동해시 지리골길 31, 상가동 1층 102호 (발한동, 현대비에스앤씨 현대썬앤빌 동해파크힐)",25724.0,헤어어달,2026-03-04 10:24:48,I,2026-03-06 00:20:02,일반미용업,385605.297915617,451506.115891362,일반미용업,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,임대,0.0,0.0,0.0,N,,헤어어달_강원특별자치도동해시발한동801현대비에스앤씨현대썬앤빌동해파크힐
591,미용업,05_18_01_P,4211000,4211000-226-2026-00001,2026-03-04,,1,영업/정상,1,영업,,,,,,18.09,,강원특별자치도 동해시 동회동 57-1,"강원특별자치도 동해시 효자남길 54, 1층 (동회동)",25806.0,마녀손톱,2026-03-04 10:56:53,I,2026-03-06 00:20:02,네일아트업,386419.394964375,445277.383950171,"피부미용업, 네일미용업, 화장ㆍ분장 미용업",0.0,0.0,1.0,0.0,0.0,0.0,2.0,,,,임대,0.0,0.0,1.0,N,,마녀손톱_강원특별자치도동해시동회동57-1
593,미용업,05_18_01_P,5690000,5690000-213-2026-00008,2026-03-04,,1,영업/정상,1,영업,,,,,,46.36,339-003,세종특별자치시 나성동 821 세종가로수길,"세종특별자치시 나성로 38, 세종가로수길 4층 C403호 (나성동)",30129.0,아야나 뷰티,2026-03-04 17:25:52,I,2026-03-06 00:20:02,메이크업업,223564.340370637,331420.827167454,종합미용업,0.0,0.0,4.0,4.0,0.0,0.0,0.0,,,,임대,1.0,0.0,2.0,N,,아야나뷰티_세종특별자치시나성동821세종가로수길
594,미용업,05_18_01_P,5380000,5380000-211-2026-00005,2026-03-04,,1,영업/정상,1,영업,,,,,,66.0,626-854,경상남도 양산시 상북면 석계리 105,"경상남도 양산시 상북면 상북중앙로 349, 1층",50559.0,메이빈헤어,2026-03-04 11:35:18,I,2026-03-06 00:20:02,일반미용업,387069.79059836,214760.001659339,일반미용업,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,0.0,0.0,0.0,N,,메이빈헤어_경상남도양산시상북면석계리105
818,미용업,05_18_01_P,3520000,3520000-211-2026-00010,2026-03-04,,1,영업/정상,1,영업,,,,,,33.1,406-081,인천광역시 연수구 송도동 23-5 송도센트럴파크푸르지오 판매시설동 118호,"인천광역시 연수구 센트럴로 160, 판매시설동 지상1층 118호 (송도동, 송도센트럴파크푸르지오)",22003.0,26일공구(26109),2026-03-05 11:33:07,I,2026-03-07 00:20:02,일반미용업,168405.695874811,432336.114528429,일반미용업,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,N,,26일공구(26109)_인천광역시연수구송도동23-5송도센트럴파크푸르지오판매시설동118호
782,미용업,05_18_01_P,3360000,3360000-222-2026-00001,2026-03-04,,1,영업/정상,1,영업,,,,,,22.06,618-200,부산광역시 강서구 명지동 3358-5 SM빌딩 106호 일부,"부산광역시 강서구 명지국제8로 265, SM빌딩 106호 일부 (명지동)",46773.0,네일포유,2026-03-05 10:36:11,I,2026-03-07 00:20:02,네일아트업,375167.327083323,179369.303197582,"네일미용업, 화장ㆍ분장 미용업",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,N,,네일포유_부산광역시강서구명지동3358-5SM빌딩106호일부
571,미용업,05_18_01_P,5590000,5590000-211-2026-00007,2026-03-04,,1,영업/정상,1,영업,,,,,,29.77,482-060,경기도 양주시 덕정동 365-41 1층 일부,"경기도 양주시 화합로1325번길 22-66, 1층 일부 (덕정동)",11449.0,라라헤어,2026-03-04 14:06:30,I,2026-03-06 00:20:02,일반미용업,205498.767966597,482784.440457245,일반미용업,0.0,0.0,1.0,1.0,0.0,0.0,3.0,,,,,0.0,0.0,0.0,N,,라라헤어_경기도양주시덕정동365-411층일부
526,미용업,05_18_01_P,4900000,4900000-211-2026-00003,2026-03-04,,1,영업/정상,1,영업,,,,,,48.0,519-807,전라남도 화순군 화순읍 삼천리 701 어울림센터(세대연대복합센터),"전라남도 화순군 화순읍 쌍충로 38, 어울림센터(세대연대복합센터) 지하1층 1호",58136.0,어울림헤어,2026-03-04 09:20:56,I,2026-03-06 00:20:02,일반미용업,198287.470213867,172933.491278065,일반미용업,0.0,1.0,0.0,0.0,0.0,0.0,3.0,,,,,0.0,0.0,0.0,N,,어울림헤어_전라남도화순군화순읍삼천리701어울림센터(세대연대복합센터)
569,미용업,05_18_01_P,3310000,3310000-211-2026-00004,2026-03-04,,1,영업/정상,1,영업,,,,,,47.39,608-090,부산광역시 남구 용호동 954 더블유,"부산광역시 남구 분포로 145, 스퀘어동 1094호 (용호동, 더블유)",48515.0,살롱드제니,2026-03-04 14:00:07,I,2026-03-06 00:20:02,일반미용업,392495.046847798,183633.944535074,일반미용업,0.0,0.0,1.0,1.0,0.0,0.0,3.0,,,,,0.0,0.0,0.0,N,,살롱드제니_부산광역시남구용호동954더블유
500,미용업,05_18_01_P,3460000,3460000-212-2026-00014,2026-03-04,,1,영업/정상,1,영업,,,,,,0.0,706-170,대구광역시 수성구 신매동 224-4 1층,"대구광역시 수성구 달구벌대로 3250, 1층 (신매동)",42277.0,이지셀스킨(Leejicell-skin),2026-03-04 09:54:01,I,2026-03-06 00:20:02,피부미용업,354562.880456567,261161.23834989,피부미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,이지셀스킨(Leejicell-skin)_대구광역시수성구신매동224-41층
491,미용업,05_18_01_P,3940000,3950000-218-2026-00001,2026-03-04,,1,영업/정상,1,영업,,,,,,37.04,412-818,경기도 고양시 덕양구 토당동 347-7 104호방향,"경기도 고양시 덕양구 능곡로 11, 한강 능곡역 성원상떼빌 2단지 1층 105(일부)호 (토당동)",10508.0,라 리아 네일,2026-03-04 11:20:37,I,2026-03-06 00:20:02,네일아트업,184064.786743453,457717.031625374,"피부미용업, 네일미용업",0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,0.0,0.0,1.0,N,,라리아네일_경기도고양시덕양구토당동347-7104호방향
492,미용업,05_18_01_P,3940000,4100100-211-2026-00006,2026-03-04,,1,영업/정상,1,영업,,,,,,38.4,411-320,경기도 고양시 일산서구 탄현동 1640 일산 위브더제니스 판매시설동 209호,"경기도 고양시 일산서구 일현로 97-11, 판매시설동 209호 (탄현동, 일산 위브더제니스)",10242.0,모아가발살롱,2026-03-04 10:54:51,I,2026-03-06 00:20:02,일반미용업,179005.665068939,465786.029740427,일반미용업,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,N,,모아가발살롱_경기도고양시일산서구탄현동1640일산위브더제니스판매시설동209호
493,미용업,05_18_01_P,5090000,5090000-218-2026-00001,2026-03-04,,1,영업/정상,1,영업,,,,,,72.93,750-020,경상북도 영주시 가흥동 1833,"경상북도 영주시 대동로34번길 3-10, 1층 (가흥동)",36135.0,지유뷰티,2026-03-04 14:05:40,I,2026-03-06 00:20:02,네일아트업,343347.784764005,369324.629890049,"피부미용업, 네일미용업",4.0,0.0,1.0,0.0,0.0,0.0,5.0,,,,,0.0,0.0,1.0,N,,지유뷰티_경상북도영주시가흥동1833
494,미용업,05_18_01_P,4600000,4600000-213-2026-00002,2026-03-04,,1,영업/정상,1,영업,,,,,,37.42,,충청남도 홍성군 홍북읍 신경리 895 빌앤더스오피스텔,"충청남도 홍성군 홍북읍 충남대로 36, 빌앤더스오피스텔 104호",32263.0,이응네일,2026-03-04 16:43:05,I,2026-03-06 00:20:02,네일아트업,170849.353656357,350574.86007106,종합미용업,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,0.0,0.0,0.0,N,,이응네일_충청남도홍성군홍북읍신경리895빌앤더스오피스텔
496,미용업,05_18_01_P,3940000,3950000-211-2026-00008,2026-03-04,,1,영업/정상,1,영업,,,,,031 971 2558,26.87,412-818,경기도 고양시 덕양구 토당동 332-8,"경기도 고양시 덕양구 토당로 66-1, 1층 일부호 (토당동)",10508.0,별 헤어,2026-03-04 13:48:25,I,2026-03-06 00:20:02,일반미용업,183979.661410045,457670.066539209,일반미용업,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,0.0,0.0,0.0,N,,별헤어_경기도고양시덕양구토당동332-8
497,미용업,05_18_01_P,3940000,3950000-213-2026-00004,2026-03-04,,1,영업/정상,1,영업,,,,,,14.92,412-080,경기도 고양시 덕양구 삼송동 293 삼송역 현대 헤리엇 101동 186(일부)호,"경기도 고양시 덕양구 삼송로 222, 101동 186(일부)호 (삼송동, 삼송역 현대 헤리엇)",10592.0,신디아 미용실,2026-03-04 16:10:59,I,2026-03-06 00:20:02,기타,191025.010600686,461186.001629362,종합미용업,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,0.0,0.0,1.0,N,,신디아미용실_경기도고양시덕양구삼송동293삼송역현대헤리엇101동186(일부)호
498,미용업,05_18_01_P,3150000,3150000-213-2026-00010,2026-03-04,,1,영업/정상,1,영업,,,,,,22.05,157-210,서울특별시 강서구 마곡동 773 힐스테이트에코마곡역,"서울특별시 강서구 마곡중앙로 76, 힐스테이트에코마곡역 306호 (마곡동)",7801.0,하빛 메이크업,2026-03-04 17:33:52,I,2026-03-06 00:20:02,메이크업업,184691.008477274,450919.925080126,종합미용업,3.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,N,,하빛메이크업_서울특별시강서구마곡동773힐스테이트에코마곡역
499,미용업,05_18_01_P,3930000,5550000-219-2026-00002,2026-03-04,,1,영업/정상,1,영업,,,,,,0.0,426-829,경기도 안산시 상록구 부곡동 727-17 1층 일부,"경기도 안산시 상록구 시낭북로 30, 1층 일부 (부곡동)",15276.0,솔(속눈썹),2026-03-04 17:39:31,I,2026-03-06 00:20:02,메이크업업,187370.072950243,425948.309092293,화장ㆍ분장 미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,N,,솔(속눈썹)_경기도안산시상록구부곡동727-171층일부
501,미용업,05_18_01_P,5540000,5540000-213-2026-00005,2026-03-04,,1,영업/정상,1,영업,,,,,,33.0,464-902,경기도 광주시 송정동 103-9,"경기도 광주시 광주대로97번길 20, 1층 101호 (송정동)",12743.0,조은헤어,2026-03-04 13:44:56,I,2026-03-06 00:20:02,일반미용업,222772.23020991,434846.315091624,종합미용업,0.0,0.0,1.0,1.0,0.0,0.0,3.0,,,,임대,0.0,0.0,0.0,N,,조은헤어_경기도광주시송정동103-9
486,미용업,05_18_01_P,3550000,3550000-212-2026-00006,2026-03-04,,1,영업/정상,1,영업,,,,,,7.56,407-813,인천광역시 계양구 계산동 1081-1 삼성프라자,"인천광역시 계양구 오조산로57번길 11, 삼성프라자 3층 301호 일부호 (계산동)",21069.0,바른뷰티,2026-03-04 15:05:06,I,2026-03-06 00:20:02,피부미용업,176712.110729144,448218.284111055,피부미용업,7.0,2.0,3.0,3.0,0.0,0.0,1.0,,,,임대,0.0,0.0,1.0,N,,바른뷰티_인천광역시계양구계산동1081-1삼성프라자
503,미용업,05_18_01_P,3490000,3490000-219-2026-00001,2026-03-04,,1,영업/정상,1,영업,,,,,,9.9,400-320,인천광역시 중구 중산동 1875-5 채운 에비뉴 701S1호,"인천광역시 중구 하늘달빛로 88, 채운 에비뉴 7층 701 S1호 (중산동)",22402.0,제이라인뷰티,2026-03-04 10:48:19,I,2026-03-06 00:20:02,메이크업업,160832.648327168,442839.065236453,화장ㆍ분장 미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,N,,제이라인뷰티_인천광역시중구중산동1875-5채운에비뉴701S1호
504,미용업,05_18_01_P,3420000,3420000-212-2026-00002,2026-03-04,,1,영업/정상,1,영업,,,,,,35.0,701-020,대구광역시 동구 신천동 1518 동대구역 센트럴시티자이,"대구광역시 동구 송라로10길 33, 301동 2층 1225호 (신천동, 동대구역 센트럴시티자이)",41257.0,"예쁜, 너 뷰티",2026-03-04 09:32:44,I,2026-03-06 00:20:02,피부미용업,346519.92630536,264865.482289009,피부미용업,2.0,0.0,2.0,2.0,0.0,0.0,1.0,,,,임대,1.0,0.0,1.0,N,,"예쁜,너뷰티_대구광역시동구신천동1518동대구역센트럴시티자이"
506,미용업,05_18_01_P,3420000,3420000-219-2026-00005,2026-03-04,,1,영업/정상,1,영업,,,,,,9.78,701-823,대구광역시 동구 신천동 281-5 서도아파트,"대구광역시 동구 송라로12길 37, 다동 101호 (신천동, 서도아파트)",41255.0,리썸스튜디오,2026-03-04 15:36:54,I,2026-03-06 00:20:02,메이크업업,346413.292343185,265044.578477628,화장ㆍ분장 미용업,5.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,1.0,0.0,2.0,N,,리썸스튜디오_대구광역시동구신천동281-5서도아파트
507,미용업,05_18_01_P,4390000,4390000-215-2026-00002,2026-03-04,,1,영업/정상,1,영업,,,,,,46.08,380-762,충청북도 충주시 칠금동 1015 부영2차아파트,"충청북도 충주시 칠금중앙로 30, 부영2차아파트 상가동 203호 (칠금동)",27361.0,핀더네일,2026-03-04 16:01:52,I,2026-03-06 00:20:02,네일아트업,281629.545492713,386961.90999059,네일미용업,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,0.0,0.0,0.0,N,,핀더네일_충청북도충주시칠금동1015부영2차아파트
508,미용업,05_18_01_P,6510000,6510000-211-2026-00014,2026-03-04,,1,영업/정상,1,영업,,,,,,123.48,690-833,제주특별자치도 제주시 일도이동 357-8,"제주특별자치도 제주시 고마로13길 2, 1층 (일도이동)",63253.0,에이바헤어인제점,2026-03-04 17:46:36,I,2026-03-06 00:20:02,일반미용업,157220.577934285,1404.44615087959,일반미용업,0.0,0.0,1.0,1.0,0.0,0.0,6.0,,,,,0.0,0.0,0.0,N,,에이바헤어인제점_제주특별자치도제주시일도이동357-8
509,미용업,05_18_01_P,6510000,6510000-212-2026-00007,2026-03-04,,1,영업/정상,1,영업,,,,,,27.15,690-825,제주특별자치도 제주시 이도이동 1058-2 신성 팰리스,"제주특별자치도 제주시 고산동산5길 10, 신성 팰리스 2층 (이도이동)",63210.0,오브먼트왁싱,2026-03-04 17:32:07,I,2026-03-06 00:20:02,피부미용업,156616.477855455,14.9447718090482,피부미용업,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,N,,오브먼트왁싱_제주특별자치도제주시이도이동1058-2신성팰리스
512,미용업,05_18_01_P,3740000,3760000-212-2026-00005,2026-03-04,,1,영업/정상,1,영업,,,,,,0.0,441-460,경기도 수원시 권선구 금곡동 1113-5,"경기도 수원시 권선구 금곡로 201, 2층 208호의 일부호 (금곡동)",16391.0,슈엔로이 수원호매실점,2026-03-04 17:47:21,I,2026-03-06 00:20:02,피부미용업,195699.449032338,419128.782582069,피부미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,N,,슈엔로이수원호매실점_경기도수원시권선구금곡동1113-5
513,미용업,05_18_01_P,3740000,3760000-213-2026-00002,2026-03-04,,1,영업/정상,1,영업,,,,,,0.0,441-824,경기도 수원시 권선구 권선동 1041-4 탑동서수상가,"경기도 수원시 권선구 권광로 82, 탑동서수상가 201호 (권선동)",16561.0,윤빛에스테틱&아카데미,2026-03-04 11:18:02,I,2026-03-06 00:20:02,기타,202551.683617602,417023.62074111,종합미용업,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,0.0,0.0,0.0,N,,윤빛에스테틱&아카데미_경기도수원시권선구권선동1041-4탑동서수상가
490,미용업,05_18_01_P,4040000,4040000-211-2026-00003,2026-03-04,,1,영업/정상,1,영업,,,,,,88.44,465-150,경기도 하남시 망월동 874-3,"경기도 하남시 미사강변한강로158번길 9, 1층 (망월동)",12903.0,뮤티드,2026-03-04 17:27:31,I,2026-03-06 00:20:02,일반미용업,216911.319634455,452569.667644192,일반미용업,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,0.0,0.0,0.0,N,,뮤티드_경기도하남시망월동874-3
485,미용업,05_18_01_P,4520000,4520000-211-2026-00009,2026-03-04,,1,영업/정상,1,영업,,,,,,125.17,336-857,"충청남도 아산시 배방읍 장재리 1759 1동 1층 108호,109호","충청남도 아산시 배방읍 광장로 177-14, 1동 1층 108호,109호",31470.0,오바이유 O by U,2026-03-04 14:33:12,I,2026-03-06 00:20:02,일반미용업,209293.240005064,366313.418779369,일반미용업,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,,,0.0,0.0,0.0,N,,"오바이유ObyU_충청남도아산시배방읍장재리17591동1층108호,109호"
568,미용업,05_18_01_P,3700000,3700000-211-2026-00018,2026-03-04,,1,영업/정상,1,영업,,,,,,0.0,680-842,울산광역시 남구 야음동 402-55,"울산광역시 남구 수암로224번길 42-1, 202호 (야음동)",44764.0,큐사랑 아임 헤어디자인,2026-03-04 16:45:19,I,2026-03-06 00:20:02,일반미용업,411311.21079096,227124.807639866,일반미용업,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,0.0,0.0,0.0,N,,큐사랑아임헤어디자인_울산광역시남구야음동402-55
469,미용업,05_18_01_P,4800000,4800000-212-2026-00002,2026-03-04,,1,영업/정상,1,영업,,,,,,93.76,530-847,전라남도 목포시 옥암동 1007-1,"전라남도 목포시 부흥로 99, 3층 (옥암동)",58685.0,슬:아온에스테틱,2026-03-04 10:21:02,I,2026-03-06 00:20:02,피부미용업,147916.36442453,145249.087483359,피부미용업,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,3.0,N,,슬:아온에스테틱_전라남도목포시옥암동1007-1
461,미용업,05_18_01_P,4191000,4191000-211-2026-00006,2026-03-04,,1,영업/정상,1,영업,,,,,,30.58,,강원특별자치도 원주시 무실동 2025 제일풍경채 원주무실,"강원특별자치도 원주시 무실로 353-1, 지1층 1-102호 (무실동, 제일풍경채 원주무실)",26393.0,벨헤어라운지,2026-03-04 10:37:38,I,2026-03-06 00:20:02,일반미용업,,,일반미용업,1.0,2.0,0.0,0.0,1.0,1.0,2.0,,,,임대,0.0,0.0,0.0,N,,벨헤어라운지_강원특별자치도원주시무실동2025제일풍경채원주무실
462,미용업,05_18_01_P,3130000,3130000-211-2026-00032,2026-03-04,,1,영업/정상,1,영업,,,,,,42.44,121-732,서울특별시 마포구 도화동 37 진도빌딩,"서울특별시 마포구 마포대로 44, 진도빌딩 지하1층 4,5호 (도화동)",4174.0,애쉬맨즈헤어,2026-03-04 14:39:24,I,2026-03-06 00:20:02,일반미용업,195251.230426904,448634.756333949,일반미용업,0.0,1.0,0.0,0.0,0.0,0.0,4.0,,,,,0.0,0.0,0.0,N,,애쉬맨즈헤어_서울특별시마포구도화동37진도빌딩
463,미용업,05_18_01_P,3130000,3130000-212-2026-00007,2026-03-04,,1,영업/정상,1,영업,,,,,,36.25,121-884,서울특별시 마포구 합정동 363-30,"서울특별시 마포구 독막로4길 9, 2층 202호 (합정동)",4072.0,마이디스킨랩,2026-03-04 11:35:17,I,2026-03-06 00:20:02,피부미용업,192592.003522562,449497.854954671,피부미용업,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,N,,마이디스킨랩_서울특별시마포구합정동363-30
464,미용업,05_18_01_P,3130000,3130000-215-2026-00006,2026-03-04,,1,영업/정상,1,영업,,,,,,17.0,121-847,서울특별시 마포구 성산동 250-47,"서울특별시 마포구 성미산로5길 5, 1층 (성산동)",3971.0,오늘의 네일,2026-03-04 17:48:18,I,2026-03-06 00:20:02,네일아트업,192025.171988333,450737.963511485,네일미용업,1.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,0.0,0.0,0.0,N,,오늘의네일_서울특별시마포구성산동250-47
465,미용업,05_18_01_P,4010000,4010000-213-2026-00014,2026-03-04,,1,영업/정상,1,영업,,,,,,47.15,,경기도 시흥시 배곧동 224-2 해든트윈스오피스텔,"경기도 시흥시 서울대학로264번길 26-18, 해든트윈스오피스텔 211호 (배곧동)",15011.0,모모엘스칼프앤브로우,2026-03-04 11:58:37,I,2026-03-06 00:20:02,기타,175670.627696841,429435.68234599,종합미용업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,2.0,N,,모모엘스칼프앤브로우_경기도시흥시배곧동224-2해든트윈스오피스텔
