"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","관광숙박업상세명",
"52","관광숙박업","03_11_01_P","3000000","CDFI2260032025000010","2025-08-14","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 숭인동 178-90","서울특별시 종로구 종로65길 12-22 (숭인동)","03112","브릭 스테이 (BRIC STAY)","2026-02-10 18:00:05","U","2026-02-12 02:40:00","","201741.476646868","452548.707959757","관광숙박업","","준주거지역","3","주택가주변","","","숙박시설","3","1","0","0","Brick Stay","Tourist Accommodation Business(Hostel)","0","0","","0","0","","0","258.29","","0","","","","","","","20000000","","","","258","호스텔업",
"53","관광숙박업","03_11_01_P","3000000","CDFI2260032026000008","2026-02-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 충신동 148","서울특별시 종로구 율곡로22길 12-14, 4층 (충신동)","03123","연경당","2026-02-10 16:04:50","U","2026-02-12 02:40:00","","200349.182282318","452499.369331122","관광숙박업","","일반상업지역","9","","","","","8","1","0","0","Yeongyeongdang","Tourist accommodation business (hostel business)","0","0","","0","0","","0","78.24","","0","","","","","","","0","","","","78","호스텔업",
"54","관광숙박업","03_11_01_P","3000000","CDFI2260032015000001","2015-01-26","","01","영업/정상","13","영업중","","","","","02-744-1271","","110-380","서울특별시 종로구 권농동 127-1","서울특별시 종로구 율곡로10길 11 (권농동)","03134","언플러그 안국","2026-02-10 17:58:40","U","2026-02-12 02:40:00","","199156.623916493","452747.807991092","관광숙박업","","일반상업지역","6","","","","숙박시설","5","1","30","1353","Unplugged Security Bureau","Tourist Accomodation Business","0","0","","0","0","","0","1353.48","","0","","","","","","","10000000","","","","1353","호스텔업",
"55","관광숙박업","03_11_01_P","3650000","CDFI2260032026000002","2026-02-11","","01","영업/정상","13","영업중","","","","","","","","대전광역시 중구 대흥동 117-5","대전광역시 중구 대흥로 162, 5층 (대흥동)","34928","기앤안","2026-02-11 13:16:23","I","2026-02-13 00:20:38","","238537.752331843","313847.637935513","관광숙박업","","일반상업지역","1","","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","162.46","","0","","","","","","","0","","","","162","호스텔업",
"56","관광숙박업","03_11_01_P","5110000","CDFI2260032008000001","2008-11-05","","01","영업/정상","13","영업중","","","","","054-530-8899","","742-891","경상북도 상주시 모서면 삼포리 462-9","경상북도 상주시 모서면 화현3길 127","","(주)블루원(블루원상주골프리조트 휴양콘도미니엄)","2026-02-11 14:33:26","U","2026-02-13 02:40:00","","284821.995252018","315248.913248957","관광숙박업","관광사업","","0","","","메리츠화재","콘도미니엄","3","1","0","0","","","0","0","","0","0","","0","5237.17","","0","","","","","","","0","","","","5237","휴양콘도미니엄업",
"57","관광숙박업","03_11_01_P","4201000","CDFI2260031982000001","1982-08-20","","03","폐업","03","폐업","2026-02-11","","","","","","210-130","강원특별자치도 강릉시 강문동 303-1","강원특별자치도 강릉시 해안로406번길 13-6 (강문동)","","경포비치호텔","2026-02-11 15:26:31","U","2026-02-13 02:40:00","","368443.499863469","479144.821501435","관광숙박업","관광사업","","6","","","","호텔","5","1","0","0","","","0","0","","0","0","","0","7169","","0","","","","","","","0","","","","7169","관광호텔업",
"58","관광숙박업","03_11_01_P","4930000","CDFI2260032012000001","2012-08-14","","01","영업/정상","13","영업중","","","","","061-530-6000","","536-924","전라남도 해남군 송지면 송호리 1061-4","전라남도 해남군 송지면 땅끝해안로 1869","59065","(주)해남땅끝리조트","2026-02-11 17:15:45","U","2026-02-13 02:40:00","","155933.086427519","90641.0960968504","관광숙박업","","","9","","","삼성화재해상보험","","8","1","80","8632","","","","","","","","","","4494.06","","","","","","","","","","","","","4494","휴양콘도미니엄업",
"59","관광숙박업","03_11_01_P","3190000","CDFI2260032013000001","2013-10-08","","01","영업/정상","13","영업중","","","","","588-2000","","156-827","서울특별시 동작구 사당동 1043-6","서울특별시 동작구 동작대로1길 15 (사당동)","07025","주식회사 에스알호텔","2026-02-11 17:33:20","U","2026-02-13 02:40:00","","198197.366312126","441663.188965473","관광숙박업","","일반상업지역","0","","","DB손해보험","호텔","15","4","63","3220","","","0","0","","0","0","","0","3040.69","","0","","","","","","","0","","","","3041","관광호텔업",
"60","관광숙박업","03_11_01_P","3010000","CDFI2260032026000009","2026-02-12","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 주교동 8-1","서울특별시 중구 을지로35길 51-6, 지상2층~지상5층 (주교동)","04546","엘림 호스텔","2026-02-12 11:16:27","I","2026-02-14 00:20:02","","200039.886363362","451861.645694086","관광숙박업","","","0","","","","","0","0","12","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","호스텔업",
"61","관광숙박업","03_11_01_P","3010000","CDFI2260032026000010","2026-02-12","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 을지로3가 282-7","서울특별시 중구 을지로16길 2-1, 지상3층 (을지로3가)","04549","로스터블록","2026-02-12 10:59:00","I","2026-02-14 00:20:02","","199353.972647661","451539.691052825","관광숙박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","호스텔업",
"62","관광숙박업","03_11_01_P","3410000","CDFI2260031984000001","1984-07-30","","01","영업/정상","13","영업중","","","","","053-253-7711","","700-821","대구광역시 중구 동산동 360","대구광역시 중구 달구벌대로 2033 (동산동)","41931","엘디스리젠트호텔","2026-02-12 10:53:26","U","2026-02-14 02:40:00","","343184.151780859","264080.683792872","관광숙박업","관광사업","중심상업지역","8","","","","숙박시설","7","1","110","0","Eldis Regent Hotel","Tourist Hotel","0","0","","0","0","","0","7515.17","","0","","","","","","","0","","","","7515","관광호텔업",
"63","관광숙박업","03_11_01_P","5080000","CDFI2260032009000001","2009-06-01","","01","영업/정상","13","영업중","","","","","054-450-4000","","","경상북도 구미시 남통동 산 24-9 금오산관광호텔","경상북도 구미시 금오산로 400, 호텔금오산 (남통동)","39309","(주)호텔금오산","2026-02-12 16:49:21","U","2026-02-14 02:40:00","","317758.376021636","290706.459309142","관광숙박업","","","4","기타","","","숙박시설","4","1","130","0","Hotel Geumosan","Accomodations","0","0","","0","0","","0","19438","","0","","","","","","","9050000400","","","","19438","관광호텔업",
"64","관광숙박업","03_11_01_P","6510000","CDFI2260031994001001","1994-04-07","","01","영업/정상","13","영업중","","","","","064-757-7111","","","제주특별자치도 제주시 삼도이동 57-2 로베로호텔","제주특별자치도 제주시 관덕로 26, 로베로호텔 (삼도이동)","63168","스타즈호텔 프리미어제주","2026-02-12 08:38:52","U","2026-02-14 02:40:00","","155509.008955777","1926.90347939621","관광숙박업","","일반상업지역","11","","","","숙박시설","8","3","121","10197","","","0","0","","0","0","","0","10196.6","","0","","","","","","","0","","","","10197","관광호텔업",
"65","관광숙박업","03_11_01_P","3220000","CDFI2260031987000001","1987-05-01","","02","휴업","02","휴업","","2026-04-01","2027-03-31","","540-3456","","","서울특별시 강남구 논현동 151-27","서울특별시 강남구 논현로 647 (논현동, 힐탑관광호텔)","06116","힐탑관광호텔","2026-02-12 10:40:55","U","2026-02-14 02:40:00","","202673.67026853","445483.986504694","관광숙박업","관광사업","","7","","","","호텔","5","2","0","0","","","0","0","","0","0","","0","5789.85","","0","","","","","","","1000000000","","","","5790","관광호텔업",
"66","관광숙박업","03_11_01_P","3270000","CDFI2260032026000004","2026-02-10","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 569-1","부산광역시 동구 대영로243번길 40, 4층 (초량동)","48818","부산 에어비앤비 써클스테이 벤티","2026-02-12 10:06:51","U","2026-02-14 02:40:00","","385749.479863141","181325.070038891","관광숙박업","","일반상업지역","0","","","","","0","0","3","0","","","0","0","","0","0","","0","133.44","","0","","","","","","","16000000","","","","133","호스텔업",
"67","관광숙박업","03_11_01_P","3270000","CDFI2260032026000005","2026-02-10","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 1194-3","부산광역시 동구 중앙대로236번길 3-10, 2층 (초량동)","48732","스테이이재","2026-02-12 10:06:23","U","2026-02-14 02:40:00","","386117.90612339","181837.644847437","관광숙박업","","일반상업지역","0","","","","","0","0","3","0","","","0","0","","0","0","","0","113.08","","0","","","","","","","30000000","","","","113","호스텔업",
"68","관광숙박업","03_11_01_P","3270000","CDFI2260032026000006","2026-02-10","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 167-6","부산광역시 동구 중앙대로251번길 18, 2층 (초량동)","48798","마레루나","2026-02-12 10:05:44","U","2026-02-14 02:40:00","","385982.672609667","181978.14183119","관광숙박업","","일반상업지역","0","","","","","0","0","4","0","","","0","0","","0","0","","0","128.77","","0","","","","","","","60000000","","","","129","호스텔업",
"69","관광숙박업","03_11_01_P","3550000","CDFI2260032000000001","2000-04-28","","01","영업/정상","13","영업중","","","","","032-556-0880","","407-816","인천광역시 계양구 작전동 428-2","인천광역시 계양구 계양대로 28 (작전동)","","호텔카리스","2026-02-12 12:26:49","U","2026-02-14 02:40:00","","175438.938068003","447158.743200252","관광숙박업","관광사업","상업지역","16","","","","호텔","13","3","142","16644","","","0","0","","0","0","","0","1415.16","","0","","","","","","","0","","","","1415","관광호텔업",
"70","관광숙박업","03_11_01_P","3010000","CDFI2260032016000006","2016-05-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 남대문로4가 17-23","서울특별시 중구 남대문로 9 (남대문로4가, 남대문호텔)","04526","코트야드 메리어트 서울 명동","2026-02-12 18:14:30","U","2026-02-14 02:40:00","","197891.564897442","450990.593465563","관광숙박업","","","0","","","4성","","0","0","409","31836","Courtyard By Marriott Seoul Myeongdong","Tourist Hotel","0","0","","0","0","","0","31836.37","","0","","","","","","","0","","","","31836","관광호텔업",
"71","관광숙박업","03_11_01_P","4641000","CDFI2260032025000002","2025-02-13","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 완산구 다가동4가 90-7","전북특별자치도 전주시 완산구 전주객사1길 48, 3층 (다가동4가)","54999","상상 스테이","2026-02-12 10:34:49","U","2026-02-14 02:40:00","","212507.13503792","257607.233393633","관광숙박업","","","3","","","","","0","0","1","0","","","0","0","","0","0","","0","56.76","","0","","","","","","","0","","","","57","호스텔업",
"72","관광숙박업","03_11_01_P","4160000","CDFI2260032026000003","2026-02-13","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 설악면 사룡리 154-3","경기도 가평군 설악면 자잠로282번길 34-46","12460","음악의 숲","2026-02-13 08:18:11","I","2026-02-15 00:20:02","","243579.00820604","466270.047880337","관광숙박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","호스텔업",
"73","관광숙박업","03_11_01_P","3220000","CDFI2260032026000003","2026-02-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 역삼동 798-27 역삼 어반하우스","서울특별시 강남구 도곡로23길 7 (역삼동, 역삼 어반하우스)","06257","루프서울 역삼1호점","2026-02-13 12:19:52","I","2026-02-15 00:20:02","","203432.384077556","443386.123021496","관광숙박업","","주거지역","6","주택가주변","","","숙박시설","6","0","0","0","","","0","0","","0","0","","0","999.63","","0","","","","","","","0","","","","1000","호스텔업",
"74","관광숙박업","03_11_01_P","3220000","CDFI2260032026000004","2026-02-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 대치동 890-30 썬타워빌딩","서울특별시 강남구 선릉로90길 42, 썬타워빌딩 3층 (대치동)","06193","호스텔 메가 대치점","2026-02-13 12:20:06","I","2026-02-15 00:20:02","","204582.63342488","444735.231813542","관광숙박업","","일반상업지역","11","기타","","","숙박시설","10","1","0","0","","","0","0","","0","0","","0","196.28","","0","","","","","","","240000000","","","","196","호스텔업",
"75","관광숙박업","03_11_01_P","3520000","CDFI2260032014000001","2014-12-31","","01","영업/정상","13","영업중","","","","","032-833-7117","","406-835","인천광역시 연수구 옥련동 553-7","인천광역시 연수구 능허대로 227-7 (옥련동)","21945","브라운도트호텔 인천송도","2026-02-13 10:43:01","U","2026-02-15 02:40:00","","169072.672204751","434950.317672271","관광숙박업","","일반상업지역","11","기타","","","호텔","9","2","78","7104","","","0","0","","0","0","","0","7103.98","","0","","","","","","","3000000000","","","","7104","관광호텔업",
"76","관광숙박업","03_11_01_P","6520000","CDFI2260032015001148","2015-10-23","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 서귀포시 법환동 17","제주특별자치도 서귀포시 일주동로 9123","","노토라(Notora)","2026-02-13 11:29:40","U","2026-02-15 02:40:00","","155000.244558868","-27531.6152002173","관광숙박업","","","0","","","","","0","0","31","1703","","","0","0","","0","0","","0","1702.79","","0","","","","","","","0","","","","1703","호스텔업",
"77","관광숙박업","03_11_01_P","3320000","CDFI2260032017000001","2017-02-08","","01","영업/정상","13","영업중","","","","","051-336-3475","","","부산광역시 북구 덕천동 387-6","부산광역시 북구 만덕대로 84, 4층 (덕천동, 성암빌딩)","46567","편한게스트하우스","2026-02-13 13:10:46","U","2026-02-15 02:40:00","","383326.343512909","192169.395278589","관광숙박업","","준주거지역","0","기타","","재난배상책임보험","숙박시설","4","0","14","0","","","0","0","","0","0","","0","199.62","","0","","","","","","","0","","","","200","호스텔업",
"78","관광숙박업","03_11_01_P","3660000","CDFI2260032002000001","2003-03-19","","01","영업/정상","13","영업중","","","","","478-6652","","","대전광역시 서구 월평동 511","대전광역시 서구 한밭대로570번길 29-12 (월평동)","35222","더휴식 워커스호텔 대전월평점","2026-02-13 09:20:13","U","2026-02-15 02:40:00","","232488.277545422","317406.811696899","관광숙박업","관광사업","","9","","","한화손해보험","","8","1","52","3778","","","0","0","","0","0","","0","3778.04","","0","","","","","","","0","","","","3778","관광호텔업",
"79","관광숙박업","03_11_01_P","3180000","CDFI2260032015000001","2015-01-23","","01","영업/정상","13","영업중","","","","","02-2678-8808","","","서울특별시 영등포구 당산동 121-159","서울특별시 영등포구 버드나루로 90 (당산동, 스카이리버)","07230","호텔 아벤트리 여의도","2026-02-13 09:38:35","U","2026-02-15 02:40:00","","191894.785267023","447125.235782221","관광숙박업","","일반상업지역","8","학교정화(상대)","","","호텔","7","1","88","3397","Hotel Aventree Yeouido","Tourism and Lodging (Tourist hotel business)","0","0","","0","0","","0","3397.12","","0","","","","","","","2500000000","","","","3397","관광호텔업",
