"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","지정일자","민원종류명",
"102","담배소매업","11_43_02_P","5130000","2021513018005600024","2021-04-07","","03","폐업","2","폐업처리","2026-04-01","","","","","","","경상북도 경산시 압량읍 부적리 434-3","경상북도 경산시 압량읍 대학로75길 28","38509","지에스(GS)25 압량공원","2026-04-01 15:40:30","U","2026-04-03 02:40:00","","358847.846353808","261794.871374263","20210407","제7조의3제2항에따른경우",
"103","담배소매업","11_43_02_P","3170000","2021317023505600012","2021-03-05","","03","폐업","2","폐업처리","2026-04-01","","","","","","","서울특별시 금천구 가산동 670-2 대륭테크노타운18차","서울특별시 금천구 가산디지털1로 19, 대륭테크노타운18차 102호 (가산동)","08594","씨유(CU)대륭18차점","2026-04-01 17:09:21","U","2026-04-03 02:40:00","","189889.938752675","440609.342128829","20210305","제7조의3제2항에따른경우",
"104","담배소매업","11_43_02_P","5430000","2021543012505600002","2024-12-26","","01","영업/정상","0","정상영업","","","","","051-644-4675","","","경상남도 남해군 남면 선구리 115-2","경상남도 남해군 남면 남면로 873-8","52436","신가천마트","2026-04-01 16:58:06","U","2026-04-03 02:40:00","","280425.697936342","136601.037446053","20241226","제7조의3제2항에따른경우",
"105","담배소매업","11_43_02_P","5430000","2021543012505600003","2024-12-26","","01","영업/정상","0","정상영업","","","","","051-644-4675","","","경상남도 남해군 미조면 미조리 산 69-31","경상남도 남해군 미조면 미송로2번길 73-98","52442","미조레이다마트","2026-04-01 16:57:03","U","2026-04-03 02:40:00","","295082.287396166","135221.860908969","20241226","제7조의3제2항에따른경우",
"106","담배소매업","11_43_02_P","5430000","2021543012505600006","2024-12-26","","01","영업/정상","0","정상영업","","","","","0516444675","","","경상남도 남해군 상주면 상주리 산 114-1","경상남도 남해군 상주면 남해대로 591-63, 14","52440","임촌소초마트","2026-04-01 16:57:33","U","2026-04-03 02:40:00","","291128.135987286","135822.98080419","20241226","제7조의3제3항에따른경우",
"107","담배소매업","11_43_02_P","5430000","2021543012505600007","2024-12-26","","01","영업/정상","0","정상영업","","","","","051-644-4675","","","경상남도 남해군 이동면 신전리 32-7","경상남도 남해군 이동면 보리암로 169","52432","14해안감시대대마트","2026-04-01 16:57:15","U","2026-04-03 02:40:00","","289205.978632989","142412.700680723","20241226","제7조의3제2항에따른경우",
"108","담배소매업","11_43_02_P","3900000","2021390026405600010","2021-02-10","","03","폐업","2","폐업처리","2026-04-01","","","","","","","경기도 광명시 일직동 514","경기도 광명시 일직로 43, L012호 (일직동)","14353","하나마트","2026-04-01 15:10:20","U","2026-04-03 02:40:00","","189919.310945708","435641.27717849","20210210","제7조의3제2항에따른경우",
"109","담배소매업","11_43_02_P","5450000","2021545012105600002","2021-03-16","","03","폐업","2","폐업처리","2026-04-01","","","","055-973-4170","","","경상남도 산청군 단성면 청계리 219","경상남도 산청군 단성면 호암로 806","52241","청계마을식당","2026-04-01 11:20:06","U","2026-04-03 02:40:00","","282234.11523485","203906.070279035","20210316","제7조의3제2항에따른경우",
"110","담배소매업","11_43_02_P","3500000","2021350013205600008","2021-03-31","2026-04-01","04","취소/말소/만료/정지/중지","3","직권취소","","","","","","","","인천광역시 동구 화평동 295-1","인천광역시 동구 화평로22번길 14, 1층 (화평동)","22519","괴짜마트","2026-04-01 16:13:21","U","2026-04-03 02:40:00","","167197.612428565","441888.897716374","20210331","제7조의3제2항에따른경우",
"111","담배소매업","11_43_02_P","4440000","2008444005005600027","2008-08-29","","03","폐업","2","폐업처리","2026-04-01","","","","043-742-9038","","370-912","충청북도 영동군 용산면 구촌리 383번지 38호","","","용산할인마트","2026-04-01 17:40:12","U","2026-04-03 02:40:00","","274466.518068461","306899.484232768","20080829","2009년11월법개정전자료",
"112","담배소매업","11_43_02_P","3200000","2000320008005602038","2000-07-19","","03","폐업","2","폐업처리","2026-04-01","","","","","","","서울특별시 관악구 신림동 1658번지 5   호","서울특별시 관악구 조원로8길 16 (신림동)","","현대유통","2026-04-01 09:18:07","U","2026-04-03 02:40:00","","191591.891787084","442269.057836703","20000719","2009년11월법개정전자료",
"113","담배소매업","11_43_02_P","3290000","2025329018605600008","2025-02-18","","03","폐업","2","폐업처리","2026-04-01","","","","","","","부산광역시 부산진구 전포동 683-8","부산광역시 부산진구 동천로 72 (전포동)","47294","지에스(GS)25 전포제일점","2026-04-01 14:28:21","U","2026-04-03 02:40:00","","387869.713042656","185948.091861527","20250218","제7조의3제2항에따른경우",
"114","담배소매업","11_43_02_P","4450000","2025445014905600004","2025-03-05","","03","폐업","2","폐업처리","2026-04-01","","","","","","","충청북도 진천군 덕산읍 용몽리 1052 진천덕산주공아파트 상가동 101호","충청북도 진천군 덕산읍 용몽1길 11, 상가동 101,102,103호 (진천덕산주공아파트)","27853","지에스25 덕산주공점","2026-04-01 15:28:44","U","2026-04-03 02:40:00","","245419.421727926","379091.109220312","20250305","제7조의3제2항에따른경우",
"115","담배소매업","11_43_02_P","4830000","2022483019105600033","2022-08-12","","03","폐업","2","폐업처리","2026-04-01","","","","","","","전라남도 나주시 노안면 장동리 222-7 친절슈퍼","전라남도 나주시 노안면 노안로 438, 친절슈퍼","58209","친절슈퍼","2026-04-01 10:56:31","U","2026-04-03 02:40:00","","176098.751232478","174414.941736","20220812","제7조의3제2항에따른경우",
"116","담배소매업","11_43_02_P","5370000","2002537001005600038","2002-04-22","","01","영업/정상","0","정상영업","","","","","","","","경상남도 거제시 연초면 죽토리 917","경상남도 거제시 연초면 송정8길 95","53212","117-1 대대마트","2026-04-01 11:25:17","U","2026-04-03 02:40:00","","351762.317867737","159328.719347624","20020422","2009년11월법개정전자료",
"117","담배소매업","11_43_02_P","5530000","2025553006205600007","2025-08-05","","03","폐업","2","폐업처리","2026-04-01","","","","","","","경기도 화성시 효행구 봉담읍 상리 666 중흥에스클래스 에듀포레","경기도 화성시 효행구 봉담읍 상리1길 167, 631동 104호 (중흥에스클래스 에듀포레)","18307","씨유 봉담에듀포레점","2026-04-01 18:09:10","U","2026-04-03 02:40:00","","194710.648261061","414559.962108059","20250805","제7조의3제2항에따른경우",
"118","담배소매업","11_43_02_P","5530000","2022553006205600007","2022-03-17","","03","폐업","2","폐업처리","2026-04-01","","","","","","","경기도 화성시 효행구 봉담읍 수영리 692 화성봉담2 LH3단지","경기도 화성시 효행구 봉담읍 상리3길 135, 1층 104,105호 (화성봉담2 LH3단지)","18304","지에스25봉담타운점","2026-04-01 12:49:37","U","2026-04-03 02:40:00","","195672.825115212","413701.449618744","20220317","제7조의3제2항에따른경우",
"119","담배소매업","11_43_02_P","3910000","2018391025105600029","2018-06-08","","03","폐업","2","폐업처리","2026-04-01","","","","","","","경기도 평택시 안중읍 송담리 850번지 송담 지엔하임1차","경기도 평택시 안중읍 송담1로 85, 103호,104호 (송담 지엔하임1차)","17941","지에스25 송담지엔하임","2026-04-01 16:09:57","U","2026-04-03 02:40:00","","193646.277286912","386321.547710108","20180608","제7조의3제2항에따른경우",
"120","담배소매업","11_43_02_P","5370000","2021537022705600002","2021-01-06","","01","영업/정상","0","정상영업","","","","","051-644-4675","","","경상남도 거제시 일운면 망치리 산 90","경상남도 거제시 일운면 거제대로 1737","53329","13해안감시대대 1중대","2026-04-01 11:29:00","U","2026-04-03 02:40:00","","351885.117014111","146664.913082818","20210106","제7조의3제3항에따른경우",
"121","담배소매업","11_43_02_P","5370000","2021537022705600003","2021-01-06","","01","영업/정상","0","정상영업","","","","","051-644-4675","","","경상남도 거제시 남부면 저구리 산 90-9","경상남도 거제시 남부면 대포전망길 196","53333","대포소초마트","2026-04-01 11:27:27","U","2026-04-03 02:40:00","","344631.133948786","135323.24086643","20210106","제7조의3제3항에따른경우",
"122","담배소매업","11_43_02_P","3630000","2020363028005600094","2020-11-30","","03","폐업","2","폐업처리","2026-04-01","","","","062-946-2601","","","광주광역시 광산구 우산동 1069-20","광주광역시 광산구 사암로92번길 109-5, 외1필지 (우산동)","62374","에프엠마트 우산점","2026-04-01 16:55:25","U","2026-04-03 02:40:00","","182903.300029054","183741.714986317","20201130","제7조의3제2항에따른경우",
"123","담배소매업","11_43_02_P","3780000","2022379003405600029","2022-06-03","","03","폐업","2","폐업처리","2026-04-01","","","","","","","경기도 성남시 수정구 양지동 1021 양우내안애아파트","경기도 성남시 수정구 논골로 24, 상가동 제B층 08호 (양지동, 양우내안애아파트)","13140","지에스25성남양우점","2026-04-01 16:07:55","U","2026-04-03 02:40:00","","214108.027349112","439400.450598112","20220603","제7조의3제2항에따른경우",
"124","담배소매업","11_43_02_P","3180000","2023318025505600059","2023-10-12","2026-04-01","04","취소/말소/만료/정지/중지","3","직권취소","","","","","","","","서울특별시 영등포구 신길동 1155","서울특별시 영등포구 여의대방로 227 (신길동)","07359","아이지에이 한성마트점","2026-04-01 09:23:49","U","2026-04-03 02:40:00","","193113.625600646","445001.039326144","20231012","제7조의3제2항에따른경우",
"125","담배소매업","11_43_02_P","3660000","2020366016005600043","2020-05-27","","01","영업/정상","0","정상영업","","","","","","","","대전광역시 서구 갈마동 1356","대전광역시 서구 갈마로147번길 54, 1층 (갈마동)","35266","(주)코리아세븐 대전뉴둔원점","2023-02-28 11:04:00","U","2026-04-03 22:09:54","","233739.482994778","315636.249808316","20200527","제7조의3제2항에따른경우",
"126","담배소매업","11_43_02_P","3280000","2018328009205600012","2018-04-04","","01","영업/정상","0","정상영업","","","","","","","","부산광역시 영도구 봉래동4가 262","부산광역시 영도구 봉래길 90 (봉래동4가)","49065","미니슈퍼","2023-04-20 13:55:48","U","2026-04-03 22:09:54","","387003.542057746","178882.51177554","20180404","제7조의3제2항에따른경우",
"127","담배소매업","11_43_02_P","3290000","2020329014405600055","2020-06-30","","01","영업/정상","0","정상영업","","","","","","","","부산광역시 부산진구 개금동 34 동광빌딩","부산광역시 부산진구 개금본동로4번길 66, 동광빌딩 1호 (개금동)","47169","이플러스마트 개금점","2025-12-11 14:36:08","U","2026-04-03 22:09:54","","384510.802352823","186440.714011168","20200630","제7조의3제2항에따른경우",
"128","담배소매업","11_43_02_P","5440000","2025544024105600005","2025-10-02","","01","영업/정상","0","정상영업","","","","","","","","경상남도 하동군 금성면 가덕리 310","경상남도 하동군 금성면 경제산업로 509","52353","(주)선샤인푸드 CU하동화력발전소점","2025-10-02 17:16:09","U","2026-04-03 22:09:54","","274873.106909729","161728.542476046","20251002","제7조의3제2항에따른경우",
"129","담배소매업","11_43_02_P","3290000","2025329018605600033","2025-05-27","","03","폐업","2","폐업처리","2025-10-30","2025-06-02","2025-07-31","","","","","부산광역시 부산진구 가야동 416-9","부산광역시 부산진구 대학로 78, 1층 (가야동)","47336","동의전자담배","2025-10-30 16:51:57","U","2026-04-03 22:09:54","","385324.690961755","185186.037789491","20250527","제7조의3제2항에따른경우",
"130","담배소매업","11_43_02_P","3660000","2025366021605600038","2025-06-04","","01","영업/정상","0","정상영업","","","","","","","","대전광역시 서구 탄방동 590 샤크존","대전광역시 서구 둔산중로 19, 샤크존 1층 A214호 (탄방동)","35259","루미전자담배","2025-06-12 13:14:37","U","2026-04-03 22:09:54","","234593.397738403","316446.414298776","20250604","제7조의3제2항에따른경우",
"131","담배소매업","11_43_02_P","3050000","2017305014005600022","2017-04-03","","01","영업/정상","0","정상영업","","","","","","","","서울특별시 동대문구 장안동 535","서울특별시 동대문구 한천로 146, 1층 (장안동)","02529","㈜코리아세븐 장안센트럴점","2024-06-21 08:47:34","U","2026-04-03 22:09:55","","205867.033392196","452405.471472474","20170403","제7조의3제2항에따른경우",
"132","담배소매업","11_43_02_P","3220000","2001322008305601737","2001-09-04","","01","영업/정상","0","정상영업","","","","","","","","서울특별시 강남구 역삼동 603-4 2층 일부","서울특별시 강남구 봉은사로16길 14, 2층 (역삼동)","06124","(주)코리아세븐 역삼나우점","2025-10-02 17:28:54","U","2026-04-03 22:09:55","","202557.373782799","444807.337686024","20010904","제7조의3제2항에따른경우",
"133","담배소매업","11_43_02_P","3150000","2017315016605600179","2017-12-13","","01","영업/정상","0","정상영업","","","","","","","","서울특별시 강서구 방화동 645-16 신광빌딩","서울특별시 강서구 개화동로25길 6, 신광빌딩 (방화동)","07621","개화마트","2026-01-06 13:33:54","U","2026-04-03 22:09:55","","182814.984833729","451535.80001481","20171213","제7조의3제2항에따른경우",
"134","담배소매업","11_43_02_P","3780000","2019381005405600007","2019-02-28","","01","영업/정상","0","정상영업","","","","","02-3284-8600","","","경기도 성남시 중원구 금광동 3131","경기도 성남시 중원구 광명로347번길 2, 1층 (금광동)","13176","(주)코리아세븐 성남금광최고점","2025-06-05 10:28:25","U","2026-04-03 22:09:55","","214488.955024983","438254.333266767","20190228","제7조의3제2항에따른경우",
"135","담배소매업","11_43_02_P","3990000","2023399046505600072","2023-06-30","","01","영업/정상","0","정상영업","","","","","","","","경기도 남양주시 진건읍 용정리 100","경기도 남양주시 진건읍 독정로성지2길 21, 1층일부 (정면:좌측)","12128","씨유 진건용정리점","2025-04-10 09:06:01","U","2026-04-03 22:09:55","","216600.594837601","464464.518310081","20230630","제7조의3제2항에따른경우",
"136","담배소매업","11_43_02_P","3010000","2019301016505600026","2019-05-03","","01","영업/정상","0","정상영업","","","","","02-2270-1928","","","서울특별시 중구 필동1가 43-1","서울특별시 중구 충무로 3, 빌리브아카이브남산 1층 109-1,2호 (필동1가)","04554","지에스25 빌리브아카이브점","2023-04-20 09:34:27","U","2026-04-03 22:09:55","","199297.876590178","451025.516575091","20190503","제7조의3제2항에따른경우",
"137","담배소매업","11_43_02_P","3010000","2016301013005600087","2016-10-11","","01","영업/정상","0","정상영업","","","","","","","","서울특별시 중구 신당동 305-17","서울특별시 중구 청구로14길 17, 1층 (신당동)","04613","씨유 신청구역점","2025-08-21 21:15:23","U","2026-04-03 22:09:55","","201012.146082882","451045.447857374","20161011","제7조의3제2항에따른경우",
"138","담배소매업","11_43_02_P","3180000","2018318016305600033","2018-05-03","","01","영업/정상","0","정상영업","","","","","","","","서울특별시 영등포구 신길동 355-497","서울특별시 영등포구 도림로 289, 1층 (신길동)","07404","CU 신길다온점","2023-05-04 18:05:23","U","2026-04-03 22:09:55","","191368.160609291","444599.501064766","20180503","제7조의3제2항에따른경우",
"139","담배소매업","11_43_02_P","5680000","2018568029205600051","2018-08-22","","01","영업/정상","0","정상영업","","","","","041-354-1940","","","충청남도 당진시 읍내동 1067","충청남도 당진시 시청1로 69 (읍내동)","31774","GS25당진플러스점","2024-08-14 13:25:54","U","2026-04-03 22:09:55","","167830.374083182","376649.22657219","20180822","제7조의3제2항에따른경우",
"140","담배소매업","11_43_02_P","3150000","2021315020005600075","2021-10-29","","01","영업/정상","0","정상영업","","2024-11-19","2024-11-22","","","","","서울특별시 강서구 마곡동 723-2 이천이프라자","서울특별시 강서구 공항대로 271, 이천이프라자 101호 (마곡동)","07803","발산역점","2025-03-20 16:59:27","U","2026-04-03 22:09:55","","185601.392686575","450753.253040285","20211029","제7조의3제2항에따른경우",
"141","담배소매업","11_43_02_P","3210000","2017321015505600264","2017-11-14","","01","영업/정상","0","정상영업","","","","","","","","서울특별시 서초구 방배동 852-19 동성빌딩","서울특별시 서초구 방배로 175, 동성빌딩 1층 101호 (방배동)","06572","스타베이프","2023-05-04 16:23:20","U","2026-04-03 22:09:55","","199251.746910082","442996.824166239","20171114","제7조의3제2항에따른경우",
"142","담배소매업","11_43_02_P","3740000","2022375003205600058","2022-12-28","","01","영업/정상","0","정상영업","","","","","","","","경기도 수원시 장안구 천천동 569 천천일성아파트","경기도 수원시 장안구 정자로19번길 18, 상가동 102,103호 (천천동, 천천일성아파트)","16323","지에스25(GS25) 수원일성","2025-08-14 09:34:32","U","2026-04-03 22:09:55","","198139.449596381","422122.840186875","20221228","제7조의3제2항에따른경우",
"143","담배소매업","11_43_02_P","4050000","2017563001805600051","2017-07-18","","03","폐업","2","폐업처리","2025-09-26","","","","","","","경기도 용인시 기흥구 구갈동 662 기흥역 센트럴 푸르지오","경기도 용인시 기흥구 기흥역로58번길 10, 1동 1층 110호 (구갈동, 기흥역 센트럴 푸르지오)","17066","지에스(GS)25 기흥센트럴점","2025-09-26 16:29:10","U","2026-04-03 22:09:55","","210564.068181039","419044.869002003","20170718","제7조의3제2항에따른경우",
"144","담배소매업","11_43_02_P","3150000","1989315012305614488","1989-11-24","","03","폐업","2","폐업처리","2023-07-04","2015-02-10","2015-03-09","","2602-6180","","","서울특별시 강서구 가양동 1480-8 주영빌딩","서울특별시 강서구 양천로 461, 주영빌딩 1층 (가양동)","07526","행복미니","2023-07-04 15:25:29","U","2026-04-03 22:09:55","","186875.994185225","451205.835118675","19891124","2009년11월법개정전자료",
"145","담배소매업","11_43_02_P","4010000","2018401031705600005","2018-10-24","","01","영업/정상","0","정상영업","","","","","","","","경기도 시흥시 대야동 484","경기도 시흥시 호현로63번길 1, 1층 일부호 (대야동)","14904","지에스25 뉴시흥문화점","2026-01-20 17:17:40","U","2026-04-03 22:09:55","","180948.559061122","438195.374151222","20181024","제7조의3제2항에따른경우",
"146","담배소매업","11_43_02_P","3210000","2023321019505600070","2023-12-13","","01","영업/정상","0","정상영업","","","","","","","","서울특별시 서초구 양재동 332-8","서울특별시 서초구 동산로2길 25 (양재동)","06785","지에스25(GS25) 양재한양점","2024-12-31 17:04:47","U","2026-04-03 22:09:55","","203689.978330107","440742.60495127","20231213","제7조의3제2항에따른경우",
"147","담배소매업","11_43_02_P","4050000","2018562002705600002","2018-01-11","","01","영업/정상","0","정상영업","","","","","","","","경기도 용인시 처인구 역북동 379 예쁜어린이집","경기도 용인시 처인구 금학로253번길 20, 예쁜어린이집 1층 (역북동)","17046","지에스(GS)25용인고점","2024-08-14 13:47:22","U","2026-04-03 22:09:55","","216995.526890414","415308.999065754","20180111","제7조의3제2항에따른경우",
"148","담배소매업","11_43_02_P","3200000","2013320019105600033","2013-04-12","","01","영업/정상","0","정상영업","","","","","","","","서울특별시 관악구 신림동 92-32 서원동성당","서울특별시 관악구 신림로46길 1, 서원동성당 가동 지1층 1,2호 (신림동)","08781","지에스25서원성당","2023-02-28 10:32:13","U","2026-04-03 22:09:55","","194048.821645693","441810.964762427","20130412","제7조의3제2항에따른경우",
"149","담배소매업","11_43_02_P","3130000","2016313018005600020","2016-03-18","","01","영업/정상","0","정상영업","","2022-06-09","2022-07-08","","","","","서울특별시 마포구 서교동 494 서교동 효성 해링턴 타워","서울특별시 마포구 양화로 72, 101동 105, 106호 (서교동, 서교동 효성 해링턴 타워)","04044","지에스(GS)25 합정역해링턴","2025-10-02 13:08:03","U","2026-04-03 22:09:55","","192571.398185225","449840.234160062","20160318","제7조의3제2항에따른경우",
"150","담배소매업","11_43_02_P","3100000","2011310018405600062","2011-09-02","","01","영업/정상","0","정상영업","","","","","1577-0711","","","서울특별시 노원구 중계동 366-14 부동산프라자","서울특별시 노원구 중계로18길 13, 105, 106, 107호 (중계동)","01720","(주)코리아세븐 New Wave 중계점","2025-08-14 17:00:33","U","2026-04-03 22:09:55","","206797.541230163","460995.183690775","20110902","제7조의3제2항에따른경우",
"151","담배소매업","11_43_02_P","3050000","2016305014005600038","2016-04-22","","01","영업/정상","0","정상영업","","","","","","","","서울특별시 동대문구 신설동 109-8 청광플러스원청계","서울특별시 동대문구 청계천로 425, 104호 (신설동)","02586","씨유(CU) 뉴풍물시장점","2024-06-27 14:06:45","U","2026-04-03 22:09:55","","202118.282424319","452162.101856327","20160422","제7조의3제2항에따른경우",
"152","담배소매업","11_43_02_P","4010000","2023401031705600134","2023-09-25","","01","영업/정상","0","정상영업","","","","","","","","경기도 시흥시 거모동 298","경기도 시흥시 군자로273번길 8, 1층 (거모동)","15004","이마트24  R군자서희점","2023-10-25 10:21:11","U","2026-04-03 22:09:55","","179787.85171079","428972.827233785","20230925","제7조의3제2항에따른경우",
"153","담배소매업","11_43_02_P","4231000","2026423109505600010","2026-04-02","","01","영업/정상","0","정상영업","","","","","","","","강원특별자치도 속초시 교동 783-9","강원특별자치도 속초시 미시령로3337번길 2, 늘푸른상가 상가동 103, 104호 (교동)","24819","지에스(GS)25 속초늘푸른점","2026-04-02 16:02:57","I","2026-04-04 00:20:02","","337608.513295477","523659.528104403","20260402","제7조의3제2항에따른경우",
"154","담배소매업","11_43_02_P","5590000","2026559032105600014","2026-04-02","","01","영업/정상","0","정상영업","","","","","","","","경기도 양주시 삼숭동 683-3","경기도 양주시 삼숭로38번길 77 (삼숭동)","11486","세븐일레븐 양주삼숭점","2026-04-02 09:02:52","I","2026-04-04 00:20:02","","209226.412983365","477134.245159661","20260402","제7조의3제2항에따른경우",
"155","담배소매업","11_43_02_P","4810000","2026481045105600020","2026-04-02","","01","영업/정상","0","정상영업","","","","","","","","전라남도 여수시 돌산읍 우두리 813-2","전라남도 여수시 돌산읍 돌산로 3617-19","59768","세븐일레븐 여수돌산크루즈점","2026-04-02 16:42:32","I","2026-04-04 00:20:02","","267464.332965408","137063.864343702","20260402","제7조의3제2항에따른경우",
"156","담배소매업","11_43_02_P","3300000","2026330011905600010","2026-04-02","","01","영업/정상","0","정상영업","","","","","","","","부산광역시 동래구 명장동 326-4 명장경동아파트","부산광역시 동래구 명서로 182, 8동 106호 (명장동, 명장경동아파트)","47764","똥강아지(D&J통상)","2026-04-02 10:38:26","I","2026-04-04 00:20:02","","391328.065336967","191847.114440687","20260402","제7조의3제2항에따른경우",
"157","담배소매업","11_43_02_P","3300000","2026330011905600011","2026-04-02","","01","영업/정상","0","정상영업","","","","","","","","부산광역시 동래구 온천동 47-5","부산광역시 동래구 금강로151번길 2 (온천동)","47701","지에스더프레시 온천래미안점","2026-04-02 17:32:52","I","2026-04-04 00:20:02","","389394.888546212","193441.356927049","20260402","제7조의3제2항에따른경우",
"158","담배소매업","11_43_02_P","5050000","2026505038005600019","2026-04-02","","01","영업/정상","0","정상영업","","","","","","","","경상북도 경주시 황성동 550-1","경상북도 경주시 황성로69번길 27-1, 1층 (황성동)","38080","씨유 황성유림점","2026-04-02 17:22:28","I","2026-04-04 00:20:02","","400027.746698099","265517.888339866","20260402","제7조의3제2항에따른경우",
"159","담배소매업","11_43_02_P","4741000","2026474101205600002","2026-04-02","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 무주군 무주읍 읍내리 1054-3","전북특별자치도 무주군 무주읍 단천로 30-1","55509","백두농수산물","2026-04-02 17:27:40","I","2026-04-04 00:20:02","","259125.670502779","278547.101961056","20260402","제7조의3제2항에따른경우",
"160","담배소매업","11_43_02_P","4000000","2026400025105600009","2026-04-02","","01","영업/정상","0","정상영업","","","","","","","","경기도 오산시 궐동 642-1","경기도 오산시 궐동로69번길 38, 101호 (궐동)","18120","이마트24 오산궐동점","2026-04-02 13:50:25","I","2026-04-04 00:20:02","","205646.234574256","406232.833660305","20260402","제7조의3제2항에따른경우",
"161","담배소매업","11_43_02_P","3640000","2026364018105600018","2026-04-02","","01","영업/정상","0","정상영업","","","","","","","","대전광역시 동구 가양동 356-1","대전광역시 동구 가양남로 32, 1층 (가양동)","34599","지에스25(GS25) 뉴우송대서문점","2026-04-02 10:29:28","I","2026-04-04 00:20:02","","239836.715792834","315411.015699318","20260402","제7조의3제3항에따른경우",
"162","담배소매업","11_43_02_P","3380000","2026338009405600011","2026-04-02","","01","영업/정상","0","정상영업","","","","","","","","부산광역시 수영구 민락동 181-88 타워더모스트 광안","부산광역시 수영구 민락수변로17번길 36, 타워더모스트 광안 117호 (민락동)","48283","지에스(GS)25 타워더모스트점","2026-04-02 16:42:10","I","2026-04-04 00:20:02","","393664.715609312","185968.443297732","20260402","제7조의3제2항에따른경우",
"163","담배소매업","11_43_02_P","3380000","2026338009405600012","2026-04-02","","01","영업/정상","0","정상영업","","","","","","","","부산광역시 수영구 망미동 832-12","부산광역시 수영구 연수로263번길 3, 1층 (망미동)","48207","대박샬롬플랫폼","2026-04-02 16:45:34","I","2026-04-04 00:20:02","","391199.017165894","188031.0063395","20260402","제7조의3제2항에따른경우",
"164","담배소매업","11_43_02_P","4030000","2026403026905600008","2026-04-02","","01","영업/정상","0","정상영업","","","","","","","","경기도 의왕시 내손동 673-12","경기도 의왕시 내손중앙로 67, 1층 1호 (내손동)","16028","꿀마켓","2026-04-02 10:02:27","I","2026-04-04 00:20:02","","198385.357710488","431466.197740433","20260402","제7조의3제2항에따른경우",
"165","담배소매업","11_43_02_P","4030000","2026403026905600009","2026-04-02","","01","영업/정상","0","정상영업","","","","","","","","경기도 의왕시 고천동 550 의왕시청역 풍경채 어바니티","경기도 의왕시 시청로 42, 상가동 1층 1,2호 (고천동, 의왕시청역 풍경채 어바니티)","16076","의왕풍경채마트","2026-04-02 10:03:04","I","2026-04-04 00:20:02","","","","20260402","제7조의3제2항에따른경우",
"166","담배소매업","11_43_02_P","3560000","2026356028505600025","2026-04-02","","01","영업/정상","0","정상영업","","","","","","","","인천광역시 서구 경서동 761-2","인천광역시 서구 경서로 28, 1층 (경서동)","22693","씨유 경서본점","2026-04-02 10:47:39","I","2026-04-04 00:20:02","","169409.228036693","450354.673752738","20260402","제7조의3제2항에따른경우",
"167","담배소매업","11_43_02_P","3390000","2026339010905600014","2026-04-02","","01","영업/정상","0","정상영업","","","","","","","","부산광역시 사상구 감전동 122-44 아가페다문화센터","부산광역시 사상구 새벽로167번길 32, 아가페다문화센터 1층 (감전동)","46980","롤로 토바코샾 감전점","2026-04-02 17:30:36","I","2026-04-04 00:20:02","","380485.301668152","185942.512854659","20260402","제7조의3제2항에따른경우",
"168","담배소매업","11_43_02_P","3320000","2026332014205600009","2026-04-02","","01","영업/정상","0","정상영업","","","","","0513433222","","","부산광역시 북구 만덕동 산 222-3 풍국빌딩","부산광역시 북구 상학산복길 23, 풍국빌딩 지하1층 (만덕동)","46558","프레쉬푸드마켓","2026-04-02 13:29:59","I","2026-04-04 00:20:02","","384982.263426209","192575.969775062","20260402","제7조의3제2항에따른경우",
"169","담배소매업","11_43_02_P","3320000","2026332014205600010","2026-04-02","","01","영업/정상","0","정상영업","","","","","","","","부산광역시 북구 화명동 2315-11 행운빌딩","부산광역시 북구 금곡대로 155, 행운빌딩 1층 (화명동)","46542","브라운베이퍼전자담배","2026-04-02 13:32:03","I","2026-04-04 00:20:02","","382819.570853325","193381.642364236","20260402","제7조의3제2항에따른경우",
"170","담배소매업","11_43_02_P","3930000","2026556000205600014","2026-04-02","","01","영업/정상","0","정상영업","","","","","","","","경기도 안산시 단원구 고잔동 768-5 골드프라자","경기도 안산시 단원구 광덕2로 185-20, 골드프라자 110호 (고잔동)","15470","전담GATE 안산고잔점","2026-04-02 11:40:31","I","2026-04-04 00:20:02","","184997.44","423316.84","20260402","제7조의3제2항에따른경우",
"171","담배소매업","11_43_02_P","5130000","2026513018005600020","2026-04-02","","01","영업/정상","0","정상영업","","","","","","","","경상북도 경산시 압량읍 부적리 388-6","경상북도 경산시 압량읍 부적길 13","38511","이불할인점","2026-04-02 14:14:23","I","2026-04-04 00:20:02","","358826.917008448","261545.477784669","20260402","제7조의3제2항에따른경우",
"172","담배소매업","11_43_02_P","4070000","2026407026505600012","2026-04-02","","01","영업/정상","0","정상영업","","","","","","","","경기도 이천시 송정동 332-5 1층","경기도 이천시 증신로 313, 1층 (송정동)","17344","송정상회","2026-04-02 17:04:32","I","2026-04-04 00:20:02","","238798.58630967","421911.661548966","20260402","제7조의3제2항에따른경우",
