번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),업소구분명,소재지,지정일자,신청일자,항목값1,Unnamed: 33,record_key
1051,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202600002,2026-01-05,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 석우동  18-4,"경기도 화성시 동탄구 삼성1로 209, 1동 117,118호 (석우동)",18449,씨유 동탄삼성디오네점,2026-01-05 10:46:06,I,2026-02-04 01:35:23,,206570.976547884,413348.041578353,지정,경기도 화성시 석우동 18-4,20260105.0,20260105.0,관급봉투,,씨유동탄삼성디오네점_경기도화성시동탄구석우동18-4
1356,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202600001,2026-01-05,,1,영업/정상,11,영업,,,,,02-3284-8120,,,경기도 화성시 만세구 팔탄면 창곡리 1013-3 A동 1층,"경기도 화성시 만세구 팔탄면 서해로 1278, A동 1층",18525,(주)코리아세븐 화성서해로점,2026-01-05 09:37:40,I,2026-02-04 01:35:23,,189940.089859904,408165.33911521,지정,경기도 화성시 팔탄면 창곡리 1013-3 A동 1층,20260105.0,20251218.0,관급봉투,,(주)코리아세븐화성서해로점_경기도화성시만세구팔탄면창곡리1013-3A동1층
1050,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202500117,2025-12-31,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 산척동  718 동탄 더 레이크 팰리스,"경기도 화성시 동탄구 동탄대로8길 35, 상가동 1층 104,105호 (산척동, 동탄 더 레이크 팰리스)",18501,지에스25 산척레이크점,2025-12-31 10:21:25,I,2026-02-04 01:35:23,,209611.192665036,407736.826097718,지정,경기도 화성시 산척동 718 동탄 더 레이크 팰리스,20251231.0,20251231.0,관급봉투,,지에스25산척레이크점_경기도화성시동탄구산척동718동탄더레이크팰리스
1049,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202500116,2025-12-30,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 청계동  545 동탄역 신안인스빌리베라,"경기도 화성시 동탄구 동탄순환대로21길 15, 1층 101,102호 (청계동, 동탄역 신안인스빌리베라)",18482,세븐일레븐 동탄신안점,2025-12-30 11:38:22,I,2026-02-04 01:35:23,,210389.899098698,410246.822375382,지정,경기도 화성시 청계동 545 동탄역 신안인스빌리베라,20251230.0,20251230.0,관급봉투,,세븐일레븐동탄신안점_경기도화성시동탄구청계동545동탄역신안인스빌리베라
1048,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202500115,2025-12-30,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 장지동  964 동탄호수 우남 더 테라스,"경기도 화성시 동탄구 동탄대로4길 18, 1층 106,107호 (장지동, 동탄호수 우남 더 테라스)",18506,씨유 동탄서연점,2025-12-30 11:26:29,I,2026-02-04 01:35:23,,209497.946655298,406650.740980807,지정,경기도 화성시 장지동 964 동탄호수 우남 더 테라스,20251230.0,20251230.0,관급봉투,,씨유동탄서연점_경기도화성시동탄구장지동964동탄호수우남더테라스
1804,쓰레기종량제봉투판매업,09_30_13_P,3940000,395000014202500042,2025-12-29,,1,영업/정상,11,영업,,,,,,,,경기도 고양시 덕양구 성사동 730 어울림마을5단지,"경기도 고양시 덕양구 호국로742번길 66, 어울림마을5단지 1층 20호 (성사동)",10469,대명유통,2026-02-11 10:38:55,U,2026-02-13 02:40:00,,185441.082517815,461052.086575487,지정,경기도 고양시 덕양구 성사동 730 어울림마을5단지,20251229.0,20251226.0,관급봉투,,대명유통_경기도고양시덕양구성사동730어울림마을5단지
1802,쓰레기종량제봉투판매업,09_30_13_P,3940000,395000014202500041,2025-12-24,,1,영업/정상,11,영업,,,,,1577-0711,,,경기도 고양시 덕양구 도내동 955,"경기도 고양시 덕양구 의장로 138, B1층 B108,109호 (도내동)",10551,(주)코리아세븐 원흥힐사이드파크점,2026-02-11 10:38:21,U,2026-02-13 02:40:00,,188578.853742243,459265.969340557,지정,경기도 고양시 덕양구 도내동 955,20251224.0,20251223.0,관급봉투,,(주)코리아세븐원흥힐사이드파크점_경기도고양시덕양구도내동955
1875,쓰레기종량제봉투판매업,09_30_13_P,3610000,361000014202500027,2025-12-24,,1,영업/정상,11,영업,,,,,,,,광주광역시 남구 백운동 699,"광주광역시 남구 회재로1293번길 1, 116(근린생활시설)동 지1층 110호 (백운동)",61655,현대마트 유한회사,2026-02-20 11:23:02,U,2026-02-22 02:40:00,,190784.355345374,181910.64612726,지정,광주광역시 남구 백운동 699,20251224.0,20251224.0,관급봉투,,현대마트유한회사_광주광역시남구백운동699
1361,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202500114,2025-12-23,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 서신면 궁평리 666-38,경기도 화성시 만세구 서신면 궁평항로 1069-4,18556,이마트24 R궁평항점,2025-12-23 11:10:02,I,2026-02-04 01:35:23,,171896.130922345,401739.925835124,지정,경기도 화성시 서신면 궁평리 666-38,20251223.0,20251219.0,관급봉투,,이마트24R궁평항점_경기도화성시만세구서신면궁평리666-38
1063,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202500113,2025-12-23,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 산척동  717-1,"경기도 화성시 동탄구 동탄대로 198, 108호 (산척동)",18501,온담마켓 동탄호수점,2025-12-23 10:35:13,I,2026-02-04 01:35:23,,209459.84087887,407815.73195357,지정,경기도 화성시 산척동 717-1,20251223.0,20251223.0,관급봉투,,온담마켓동탄호수점_경기도화성시동탄구산척동717-1
1806,쓰레기종량제봉투판매업,09_30_13_P,3940000,395000014202500040,2025-12-23,,1,영업/정상,11,영업,,,,,,,,경기도 고양시 덕양구 향동동 562 B3~B6호,"경기도 고양시 덕양구 향기로 58, B3~B6호 (향동동)",10546,이마트24 향동프라자점,2026-02-11 10:47:58,U,2026-02-13 02:40:00,,190424.241442238,454765.877854701,지정,경기도 고양시 덕양구 향동동 562 B3~B6호,20251223.0,20251222.0,관급봉투,,이마트24향동프라자점_경기도고양시덕양구향동동562B3~B6호
1807,쓰레기종량제봉투판매업,09_30_13_P,3940000,395000014202500039,2025-12-22,,1,영업/정상,11,영업,,,,,1577-0711,,,경기도 고양시 덕양구 덕은동 698 DMC 한강 에일린의뜰,"경기도 고양시 덕양구 청초로 65, 제상가동 제1층 제134,135호 (덕은동, DMC 한강 에일린의뜰)",10543,(주)코리아세븐 고양에일린점,2026-02-11 10:37:46,U,2026-02-13 02:40:00,,,,지정,경기도 고양시 덕양구 덕은동 698 DMC 한강 에일린의뜰,20251222.0,20251219.0,관급봉투,,(주)코리아세븐고양에일린점_경기도고양시덕양구덕은동698DMC한강에일린의뜰
367,쓰레기종량제봉투판매업,09_30_13_P,5530000,576000014202500112,2025-12-19,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 병점구 반월동  960 e편한세상 반월 나노시티역,"경기도 화성시 병점구 효행로 1337-23, 201동 상가 101, 102호 (반월동, e편한세상 반월 나노시티역)",18383,GS25 화성대림점,2025-12-19 15:23:02,I,2026-02-04 01:35:23,,205354.311885065,413724.701543383,지정,경기도 화성시 반월동 960 e편한세상 반월 나노시티역,20251219.0,20251216.0,관급봉투,,GS25화성대림점_경기도화성시병점구반월동960e편한세상반월나노시티역
987,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202500111,2025-12-19,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 반송동  91-2 로하스애비뉴,"경기도 화성시 동탄구 동탄중심상가2길 8, 로하스애비뉴 4층 401-타41호호 (반송동)",18453,푸른화성,2025-12-19 11:26:05,I,2026-02-04 01:35:23,,206378.247090083,411519.526668326,지정,경기도 화성시 반송동 91-2 로하스애비뉴,20251219.0,20251219.0,관급봉투,,푸른화성_경기도화성시동탄구반송동91-2로하스애비뉴
1803,쓰레기종량제봉투판매업,09_30_13_P,3940000,395000014202500038,2025-12-17,,1,영업/정상,11,영업,,,,,,,,"경기도 고양시 덕양구 삼송동 291 힐스테이트 삼송역 판매시설동 140,1호","경기도 고양시 덕양구 동송로 70, 힐스테이트 삼송역 판매시설동 1층 140,141호 (삼송동)",10591,씨유 삼송힐스점,2026-02-11 10:44:13,U,2026-02-13 02:40:00,,190815.458049782,461119.342314115,지정,"경기도 고양시 덕양구 삼송동 291 힐스테이트 삼송역 판매시설동 140,1호",20251217.0,20251216.0,관급봉투,,"씨유삼송힐스점_경기도고양시덕양구삼송동291힐스테이트삼송역판매시설동140,1호"
1270,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202500106,2025-12-05,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 마도면 쌍송리 670-9,"경기도 화성시 만세구 마도면 마도공단로3길 7-16, 101동 2호",18541,원월드 마트,2025-12-05 11:42:57,I,2026-02-04 01:35:23,,181018.613148346,409160.14949333,지정,,20251205.0,20251202.0,관급봉투,,원월드마트_경기도화성시만세구마도면쌍송리670-9
1267,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202500103,2025-12-03,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 양감면 대양리 511-1,"경기도 화성시 만세구 양감면 윗생이길 2, 1층",18631,씨유 화성대양점,2025-12-03 08:56:33,I,2026-02-04 01:35:23,,194654.709045827,398490.10862075,지정,경기도 화성시 양감면 대양리 511-1,20251203.0,20251203.0,관급봉투,,씨유화성대양점_경기도화성시만세구양감면대양리511-1
1268,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202500104,2025-12-03,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 우정읍 멱우리 523-5,"경기도 화성시 만세구 우정읍 쌍봉로 160-3, 1층",18560,지에스25 우정쌍봉점,2025-12-03 11:48:53,I,2026-02-04 01:35:23,,183589.317619104,399142.516564528,지정,경기도 화성시 우정읍 멱우리 523-5,,20251202.0,관급봉투,,지에스25우정쌍봉점_경기도화성시만세구우정읍멱우리523-5
1805,쓰레기종량제봉투판매업,09_30_13_P,3940000,395000014202500036,2025-11-27,,1,영업/정상,11,영업,,,,,,,,경기도 고양시 덕양구 고양동 34-2,경기도 고양시 덕양구 혜음로 59 (고양동),10274,(주)엠식자재마트,2026-02-11 10:35:45,U,2026-02-13 02:40:00,,191299.795095338,467066.311186252,지정,경기도 고양시 덕양구 고양동 34-2,20251127.0,20251126.0,관급봉투,,(주)엠식자재마트_경기도고양시덕양구고양동34-2
990,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202500099,2025-11-26,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 장지동  1010 동탄2아이파크,"경기도 화성시 동탄구 동탄대로4길 123, 상가동 103,104호 (장지동, 동탄2아이파크)",18504,이마트24R 동탄아이파크점,2025-11-26 10:41:07,I,2026-02-04 01:35:23,,210640.795388132,406694.72981892,지정,경기도 화성시 장지동 1010 동탄2아이파크,20251124.0,20251124.0,관급봉투,,이마트24R동탄아이파크점_경기도화성시동탄구장지동1010동탄2아이파크
986,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202500102,2025-11-26,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 방교동  833-6,"경기도 화성시 동탄구 동탄기흥로 125, 1층 103호 (방교동)",18487,씨유  동탄산업단지점,2025-11-26 11:27:15,I,2026-02-04 01:35:23,,207918.48201658,407760.518104243,지정,경기도 화성시 방교동 833-6,20251126.0,20251126.0,관급봉투,,씨유동탄산업단지점_경기도화성시동탄구방교동833-6
991,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202500100,2025-11-26,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 목동  479 동탄 금강펜테리움 센트럴파크Ⅳ,"경기도 화성시 동탄구 동탄순환대로20길 45, 106,107호 (목동, 동탄 금강펜테리움 센트럴파크Ⅳ)",18484,이마트24R 동탄금강점,2025-11-26 10:43:23,I,2026-02-04 01:35:23,,211266.653214073,409679.16500316,지정,경기도 화성시 목동 479 동탄 금강펜테리움 센트럴파크Ⅳ,20251124.0,20251124.0,관급봉투,,이마트24R동탄금강점_경기도화성시동탄구목동479동탄금강펜테리움센트럴파크Ⅳ
992,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202500101,2025-11-26,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 반송동  132 동탄솔빛마을 경남아너스빌,"경기도 화성시 동탄구 동탄반석로 94, 동탄솔빛마을 경남아너스빌 1층 102,103,104호 (반송동)",18456,지에스25 동탄솔빛마을점,2025-11-26 10:45:26,I,2026-02-04 01:35:23,,206427.389349327,410717.564147173,지정,경기도 화성시 반송동 132 동탄솔빛마을 경남아너스빌,20251124.0,20251124.0,관급봉투,,지에스25동탄솔빛마을점_경기도화성시동탄구반송동132동탄솔빛마을경남아너스빌
1266,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202500098,2025-11-24,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 양감면 송산리 307-33,경기도 화성시 만세구 양감면 초록로 720-3,18628,이마트24R양감대박점,2025-11-24 11:13:36,I,2026-02-04 01:35:23,,198105.77032258,401441.261943539,지정,경기도 화성시 양감면 송산리 307-33,20251124.0,20251124.0,관급봉투,,이마트24R양감대박점_경기도화성시만세구양감면송산리307-33
1732,쓰레기종량제봉투판매업,09_30_13_P,4580000,458000014202500002,2025-11-21,,1,영업/정상,11,영업,,,,,,,,충청남도 서천군 서천읍 군사리 642-132,"충청남도 서천군 서천읍 군청로 18, 1층 2호",33646,백세점빵,2026-02-08 14:28:56,U,2026-02-10 02:40:00,,172088.100445736,286267.587744512,지정,충청남도 서천군 서천읍 군사리 642-132,20251121.0,20251121.0,관급봉투,,백세점빵_충청남도서천군서천읍군사리642-132
11,쓰레기종량제봉투판매업,09_30_13_P,5530000,576000014202500097,2025-11-21,,1,영업/정상,11,영업,,,,,,,,경기도 용인시 처인구 삼가동 564 용인 행정타운 두산위브 3단지,"경기도 용인시 처인구 지삼로590번길 29, 303동 804호 (삼가동, 용인 행정타운 두산위브 3단지)",17091,이마트에브리데이 병점점,2025-11-21 11:28:25,I,2026-02-03 01:35:10,,214996.635920554,415285.867620118,지정,경기도 화성시 병점동 480-8,20251121.0,20251118.0,관급봉투,,이마트에브리데이병점점_경기도용인시처인구삼가동564용인행정타운두산위브3단지
1808,쓰레기종량제봉투판매업,09_30_13_P,3940000,395000014202500035,2025-11-21,,1,영업/정상,11,영업,,,,,,,,경기도 고양시 덕양구 향동동 513,"경기도 고양시 덕양구 향기4로 17, 지2층 비202호 (향동동)",10546,이마트24 향동하우스스토리점,2026-02-11 10:48:20,U,2026-02-13 02:40:00,,190806.171805749,455273.938995934,지정,경기도 고양시 덕양구 향동동 513,20251121.0,20251121.0,관급봉투,,이마트24향동하우스스토리점_경기도고양시덕양구향동동513
988,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202500094,2025-11-14,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 병점구 능동 531-2,"경기도 화성시 병점구 동탄숲속로35번길 24-25, 가동 (능동)",18421,(주)꿈꾸는고래,2025-11-14 09:34:26,I,2026-02-04 01:35:23,,204559.385613867,412053.073682689,지정,경기도 화성시 능동 531-2,20251114.0,20251111.0,관급봉투,,(주)꿈꾸는고래_경기도화성시병점구능동531-2
1323,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202500080,2025-11-07,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 송산면 육일리 413-3,경기도 화성시 만세구 송산면 화성로 290,18552,세븐일레븐 송산화성로점,2025-11-07 15:28:34,I,2026-02-04 01:35:23,,175575.388863929,411316.534381547,지정,,,20221025.0,관급봉투,,세븐일레븐송산화성로점_경기도화성시만세구송산면육일리413-3
1239,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202500091,2025-11-07,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 송산면 육일리 273-1,"경기도 화성시 만세구 송산면 화성로 319, 102호",18552,이마트24 송산계량소점,2025-11-07 16:31:24,I,2026-02-04 01:35:23,,175686.383387883,411599.303861847,지정,,,20220523.0,관급봉투,,이마트24송산계량소점_경기도화성시만세구송산면육일리273-1
1623,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202500082,2025-11-07,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 송산면 사강리 542-7,경기도 화성시 만세구 송산면 송산로 47,18551,GS25 화성송산로점,2025-11-07 15:37:41,I,2026-02-04 01:35:23,,175970.120088283,412560.174818194,지정,,,20170303.0,관급봉투,,GS25화성송산로점_경기도화성시만세구송산면사강리542-7
1624,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202500083,2025-11-07,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 송산면 삼존리 769-11,"경기도 화성시 만세구 송산면 화성로 645, 101호",18549,씨유 화성삼존점,2025-11-07 15:57:17,I,2026-02-04 01:35:23,,178669.912104889,412165.746169189,지정,,,20161130.0,관급봉투,,씨유화성삼존점_경기도화성시만세구송산면삼존리769-11
1625,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202500084,2025-11-07,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 송산면 사강리 552-6,경기도 화성시 만세구 송산면 송산로 56,18550,세븐일레븐 화성송산로점,2025-11-07 16:02:02,I,2026-02-04 01:35:23,,175981.338918313,412657.451609856,지정,,,20180516.0,관급봉투,,세븐일레븐화성송산로점_경기도화성시만세구송산면사강리552-6
891,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202500078,2025-11-07,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 영천동  699-1,"경기도 화성시 동탄구 지산2길 3-1, 1층 (영천동)",18473,지에스25 뉴동탄영천점,2025-11-07 10:21:55,I,2026-02-04 01:35:23,,209955.64123583,411619.294469799,지정,경기도 화성시 영천동 699-1,20250721.0,20250721.0,관급봉투,,지에스25뉴동탄영천점_경기도화성시동탄구영천동699-1
911,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202500092,2025-11-07,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 송산면 육일리 370-1,경기도 화성시 만세구 송산면 화성로 322,18552,씨유 화성육일리점,2025-11-07 16:34:03,I,2026-02-04 01:35:23,,175741.445949749,411591.398967618,지정,,,20230818.0,관급봉투,,씨유화성육일리점_경기도화성시만세구송산면육일리370-1
1426,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202500088,2025-11-07,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 송산면 사강리 552-6,경기도 화성시 만세구 송산면 송산로 56,18550,세븐일레븐 화성송산점,2025-11-07 16:11:22,I,2026-02-04 01:35:23,,175981.338918313,412657.451609856,지정,,,20200929.0,관급봉투,,세븐일레븐화성송산점_경기도화성시만세구송산면사강리552-6
1427,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202500085,2025-11-07,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 송산면 사강리 682-13,경기도 화성시 만세구 송산면 송산동로 4,18550,송산할인마트,2025-11-07 16:04:23,I,2026-02-04 01:35:23,,176451.709239127,412593.519230781,지정,,,20180917.0,관급봉투,,송산할인마트_경기도화성시만세구송산면사강리682-13
1428,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202500086,2025-11-07,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 송산면 봉가리 129-1,"경기도 화성시 만세구 송산면 송산포도로 64, 3호",18549,GS25 사강포도로점,2025-11-07 16:06:27,I,2026-02-04 01:35:23,,177009.72620018,412409.50404756,지정,,,20181108.0,관급봉투,,GS25사강포도로점_경기도화성시만세구송산면봉가리129-1
1324,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202500081,2025-11-07,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 송산면 봉가리 163-1,"경기도 화성시 만세구 송산면 송산포도로 75, 102호",18550,씨유 화성사강로드점,2025-11-07 15:31:01,I,2026-02-04 01:35:23,,176872.618707098,412394.434077836,지정,,,20161013.0,관급봉투,,씨유화성사강로드점_경기도화성시만세구송산면봉가리163-1
1238,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202500090,2025-11-07,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 송산면 육일리 655,경기도 화성시 만세구 송산면 백곡로 124,18552,세븐일레븐 송산포도마을점,2025-11-07 16:28:45,I,2026-02-04 01:35:23,,175475.389960232,410630.911121463,지정,,,20220323.0,관급봉투,,세븐일레븐송산포도마을점_경기도화성시만세구송산면육일리655
912,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202500093,2025-11-07,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 송산면 지화리 161-39,"경기도 화성시 만세구 송산면 송산서로239번길 27-65, 1층",18545,세븐일레븐 송산우정점,2025-11-07 16:36:10,I,2026-02-04 01:35:23,,172468.248082891,412747.456412421,지정,,,20221006.0,관급봉투,,세븐일레븐송산우정점_경기도화성시만세구송산면지화리161-39
1237,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202500089,2025-11-07,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 송산면 중송리 98-2,경기도 화성시 만세구 송산면 송산포도로 363,18545,GS25 송산포도로점,2025-11-07 16:24:58,I,2026-02-04 01:35:23,,174273.216205152,413315.440574599,지정,,,20220112.0,관급봉투,,GS25송산포도로점_경기도화성시만세구송산면중송리98-2
1322,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202500079,2025-11-07,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 송산면 사강리 567-2,경기도 화성시 만세구 송산면 송산포도로 144,18550,세븐일레븐 화성사강점,2025-11-07 15:25:26,I,2026-02-04 01:35:23,,176248.609382944,412606.679441248,지정,,,20120611.0,관급봉투,,세븐일레븐화성사강점_경기도화성시만세구송산면사강리567-2
1490,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202500087,2025-11-07,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 송산면 봉가리 163-1,"경기도 화성시 만세구 송산면 송산포도로 75, 102호",18550,이마트24 송산금사강점,2025-11-07 16:08:49,I,2026-02-04 01:35:23,,176872.618707098,412394.434077836,지정,,,20200922.0,관급봉투,,이마트24송산금사강점_경기도화성시만세구송산면봉가리163-1
1801,쓰레기종량제봉투판매업,09_30_13_P,3940000,395000014202500034,2025-10-29,,1,영업/정상,11,영업,,,,,,,,경기도 고양시 덕양구 동산동 365 창릉호반써밋,"경기도 고양시 덕양구 세솔로 25, 103,104호 (동산동, 창릉호반써밋)",10597,지에스(GS)25 삼송스타점,2026-02-11 10:51:22,U,2026-02-13 02:40:00,,190200.784451378,460450.177471556,지정,경기도 고양시 덕양구 동산동 365 창릉호반써밋,,20251028.0,관급봉투,,지에스(GS)25삼송스타점_경기도고양시덕양구동산동365창릉호반써밋
890,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202500077,2025-10-28,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 반송동  222 동탄나루마을 한화꿈에그린 우림필유,"경기도 화성시 동탄구 동탄반석로 44, 동탄나루마을 한화꿈에그린 우림필유 1층 101~102호 (반송동)",18457,씨유 동탄나루마을점,2025-10-28 10:24:35,I,2026-02-04 01:35:23,,206748.844108959,410327.834860793,지정,경기도 화성시 반송동 222 동탄나루마을 한화꿈에그린 우림필유,20251028.0,20251028.0,관급봉투,,씨유동탄나루마을점_경기도화성시동탄구반송동222동탄나루마을한화꿈에그린우림필유
1809,쓰레기종량제봉투판매업,09_30_13_P,3940000,395000014202500033,2025-10-27,,1,영업/정상,11,영업,,,,,,,,경기도 고양시 덕양구 원흥동 616 학생종합복지센터,"경기도 고양시 덕양구 원흥1로 23, 학생종합복지센터 1층 (원흥동)",10562,이마트24 고양연합생활관점,2026-02-11 10:46:46,U,2026-02-13 02:40:00,,188193.368743852,460939.799729171,지정,경기도 고양시 덕양구 원흥동 616 학생종합복지센터,20251027.0,20251020.0,관급봉투,,이마트24고양연합생활관점_경기도고양시덕양구원흥동616학생종합복지센터
889,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202500076,2025-10-20,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 청계동  538 동탄역 센트럴 푸르지오,"경기도 화성시 동탄구 동탄순환대로21길 54, 상가동 213,214호 (청계동, 동탄역 센트럴 푸르지오)",18482,씨유 동탄센트럴푸르지오점,2025-11-07 10:24:37,I,2026-02-04 01:35:23,,210217.733003909,410591.146065571,지정,경기도 화성시 청계동 538 동탄역 센트럴 푸르지오,20251020.0,20251020.0,관급봉투,,씨유동탄센트럴푸르지오점_경기도화성시동탄구청계동538동탄역센트럴푸르지오
1810,쓰레기종량제봉투판매업,09_30_13_P,3940000,395000014202500032,2025-10-16,,1,영업/정상,11,영업,,,,,,,,경기도 고양시 덕양구 도내동 994,경기도 고양시 덕양구 권율대로 450-1 (도내동),10551,씨유 권율대로점,2026-02-11 10:41:53,U,2026-02-13 02:40:00,,188036.644801316,458886.726311767,지정,,20251016.0,20251014.0,관급봉투,,씨유권율대로점_경기도고양시덕양구도내동994
1320,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202500074,2025-10-16,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 팔탄면 가재리 546-6,경기도 화성시 만세구 팔탄면 삼천병마로 321-5,18533,주식회사 으뜸팩포장용기,2025-10-15 20:01:42,I,2026-02-04 01:35:23,,192435.92525988,404359.374011448,지정,경기도 화성시 팔탄면 가재리 546-6,20251016.0,20251015.0,관급봉투,,주식회사으뜸팩포장용기_경기도화성시만세구팔탄면가재리546-6
1321,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202500075,2025-10-16,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 장안면 사곡리 164-1,"경기도 화성시 만세구 장안면 기아자동차로 788, 1~4호",18585,무지개,2025-10-16 15:02:42,I,2026-02-04 01:35:23,,183498.628841068,397098.153488491,지정,경기도 화성시 장안면 사곡리 164-1,,20251015.0,관급봉투,,무지개_경기도화성시만세구장안면사곡리164-1
1814,쓰레기종량제봉투판매업,09_30_13_P,3940000,395000014202500031,2025-10-10,,1,영업/정상,11,영업,,,,,,,,경기도 고양시 덕양구 행신동 945-3 행신동비전프라자,"경기도 고양시 덕양구 중앙로558번길 7-4, 행신동비전프라자 1층 105호 (행신동)",10495,지에스25 행신비전점,2026-02-11 10:56:15,U,2026-02-13 02:40:00,,185426.210379746,458000.008939511,지정,,20251010.0,20251002.0,관급봉투,,지에스25행신비전점_경기도고양시덕양구행신동945-3행신동비전프라자
1410,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202500073,2025-10-01,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 팔탄면 지월리 550-5,"경기도 화성시 만세구 팔탄면 서해로 954, 1층",18530,씨유 팔탄지월본점,2025-10-01 18:53:10,I,2026-02-04 01:35:23,,190365.846928052,405025.123662427,지정,경기도 화성시 팔탄면 지월리 550-5,20251001.0,20250929.0,관급봉투,,씨유팔탄지월본점_경기도화성시만세구팔탄면지월리550-5
