번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명,기타내역2,Unnamed: 60,record_key
660,인터넷컴퓨터게임시설제공업,03_05_05_P,3200000,CDFF2241022025000011,2025-12-02,,1,영업/정상,13,영업중,,,,,,,,서울특별시 관악구 신림동 1421-63,"서울특별시 관악구 신림로64길 9, 2층 (신림동)",08754,파라다이스 성인PC,2026-02-12 17:02:17,U,2026-02-14 02:40:00,,193761.462122181,442552.376302214,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,184.13,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,,,,,,,,,파라다이스성인PC_서울특별시관악구신림동1421-63
490,인터넷컴퓨터게임시설제공업,03_05_05_P,3910000,CDFF2241022025000099,2025-11-26,,1,영업/정상,13,영업중,,,,,,,,경기도 평택시 평택동 35-25,"경기도 평택시 평택1로20번길 1, 1층 (평택동)",17910,로또PC,2026-02-09 11:10:06,U,2026-02-11 02:40:00,,207710.545906241,388039.142443244,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,32.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,,청소년이용불가,,,,,,,로또PC_경기도평택시평택동35-25
38,인터넷컴퓨터게임시설제공업,03_05_05_P,3240000,CDFF2241022025000009,2025-11-19,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강동구 명일동 343-3,"서울특별시 강동구 상암로 201, 1층 103호 (명일동)",05294,대박PC,2026-02-02 15:51:45,U,2026-02-04 02:40:00,,212744.953147096,449389.071826722,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,PC대수,30.41,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,7,,전체이용가,,,,,,,대박PC_서울특별시강동구명일동343-3
356,인터넷컴퓨터게임시설제공업,03_05_05_P,5680000,CDFF2241022025000032,2025-11-17,,1,영업/정상,13,영업중,,,,,,,,충청남도 당진시 신평면 운정리 161-1,"충청남도 당진시 신평면 삽교천길 79, 1층",31744,도깨비PC,2026-02-05 09:57:30,U,2026-02-07 02:40:00,,184201.950916515,376146.339565662,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,109.62,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,60,,청소년이용불가,,,,,,,도깨비PC_충청남도당진시신평면운정리161-1
544,인터넷컴퓨터게임시설제공업,03_05_05_P,4800000,CDFF2241022025000020,2025-11-12,,3,폐업,3,폐업,2026-02-10,,,,,,,전라남도 목포시 산정동 1777-2 송학빌라,"전라남도 목포시 원산로70번길 12, 1층 101호 (산정동, 송학빌라)",58640,코뿔소PC방,2026-02-10 15:04:41,U,2026-02-12 02:40:00,,142929.091265691,145304.333621852,인터넷컴퓨터게임시설제공업,유통관련업,4.0,,,36.22,4.0,0.0,근린생활시설,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,청소년이용불가,,,,일반주거지역,,,코뿔소PC방_전라남도목포시산정동1777-2송학빌라
36,인터넷컴퓨터게임시설제공업,03_05_05_P,4820000,CDFF2241022025000009,2025-11-04,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 남정동 552-18 1층,"전라남도 순천시 하인제길 54, 1층 (남정동)",57959,노리터PC방,2026-02-02 10:42:03,U,2026-02-04 02:40:00,,245029.525855079,160629.939100846,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,38.64,1.0,0.0,근린생활시설,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,,,,,,,,노리터PC방_전라남도순천시남정동552-181층
79,인터넷컴퓨터게임시설제공업,03_05_05_P,5710000,CDFF2241022025000069,2025-10-31,,1,영업/정상,13,영업중,,,,,,,,충청북도 청주시 상당구 용암동 1620,"충청북도 청주시 상당구 월평로184번길 54, 5층 (용암동)",28776,참바다게임랜드,2026-01-30 09:46:25,U,2026-02-04 11:04:37,,244878.842933073,345462.737646913,인터넷컴퓨터게임시설제공업,유통관련업,6.0,기타,,207.9,5.0,1.0,근린생활시설,0.0,0.0,0.0,0.0,,,,,,,,,,,,81,,전체이용가,,,,일반주거지역,성인PC방,,참바다게임랜드_충청북도청주시상당구용암동1620
39,인터넷컴퓨터게임시설제공업,03_05_05_P,4520000,CDFF2241022025000032,2025-10-29,,1,영업/정상,13,영업중,,,,,,,,충청남도 아산시 모종동 553-16,"충청남도 아산시 삼동로70번길 19, 103호 (모종동)",31522,나인PC,2026-02-02 13:32:22,U,2026-02-04 02:40:00,,201192.433908004,364969.623593059,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,82.62,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,9,,,,,,,성인PC방,,나인PC_충청남도아산시모종동553-16
284,인터넷컴퓨터게임시설제공업,03_05_05_P,3620000,CDFF2241022025000009,2025-10-22,,1,영업/정상,13,영업중,,,,,,,,광주광역시 북구 두암동 843-33,"광주광역시 북구 동문대로122번길 15, 1층 (두암동)",61199,봉자PC,2026-02-03 09:17:51,U,2026-02-06 02:40:00,,193261.304428036,186035.216541868,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,66.0,1.0,0.0,근린생활시설,0.0,0.0,0.0,0.0,,,,,,,,,,,,10,,,,,,,성인PC방,,봉자PC_광주광역시북구두암동843-33
78,인터넷컴퓨터게임시설제공업,03_05_05_P,4530000,CDFF2241022025000011,2025-10-21,,1,영업/정상,13,영업중,,,,,,,,충청남도 서산시 동문동 307-7,"충청남도 서산시 율지8로 7, 1층 (동문동)",31980,연타PC,2026-01-30 13:02:36,U,2026-02-04 11:04:37,,151724.039155678,364666.270444778,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,77.44,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,7,,,,,,,,,연타PC_충청남도서산시동문동307-7
431,인터넷컴퓨터게임시설제공업,03_05_05_P,5710000,CDFF2241022025000065,2025-10-14,,1,영업/정상,13,영업중,,,,,,,,충청북도 청주시 흥덕구 봉명동 757 하이젠시티,"충청북도 청주시 흥덕구 직지대로 636, 하이젠시티 1층 102호 (봉명동)",28557,모모PC,2026-02-06 10:24:10,U,2026-02-08 02:40:00,,241385.359569303,349154.146896139,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,39.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,7,,,,,,,,,모모PC_충청북도청주시흥덕구봉명동757하이젠시티
296,인터넷컴퓨터게임시설제공업,03_05_05_P,4610000,CDFF2241022025000005,2025-10-01,,1,영업/정상,13,영업중,,,,,,,,충청남도 예산군 예산읍 신례원리 251-2,"충청남도 예산군 예산읍 창말로 2, 1층 104호",32421,용용PC,2026-02-03 15:35:46,U,2026-02-06 02:40:00,,186124.107818792,358512.090199422,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,39.17,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,5,,,,,,,성인pc방,,용용PC_충청남도예산군예산읍신례원리251-2
407,인터넷컴퓨터게임시설제공업,03_05_05_P,5530000,CDFF2241022025000088,2025-09-30,,1,영업/정상,13,영업중,,,,,,,,경기도 화성시 만세구 장안면 수촌리 419-26,"경기도 화성시 만세구 장안면 3.1만세로 553, 1층 102호",18581,히어로PC,2026-02-06 16:10:26,U,2026-02-08 02:40:00,,187751.862385575,400103.188994296,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,"성인PC방(바둑이, 포커 등)",55.44,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,7,,청소년이용불가,,,,,,,히어로PC_경기도화성시만세구장안면수촌리419-26
551,인터넷컴퓨터게임시설제공업,03_05_05_P,4490000,CDFF2241022025000070,2025-09-25,,1,영업/정상,13,영업중,,,,,,,,충청남도 천안시 서북구 직산읍 수헐리 13-1 스카이PC,"충청남도 천안시 서북구 직산읍 천안대로 1732, 102호",31031,피그PC,2026-02-10 16:53:35,U,2026-02-12 02:40:00,,212187.693351529,376904.573531166,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,42.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,7,,,,,,,,,피그PC_충청남도천안시서북구직산읍수헐리13-1스카이PC
430,인터넷컴퓨터게임시설제공업,03_05_05_P,3650000,CDFF2241022025000013,2025-09-11,,1,영업/정상,13,영업중,,,,,,,,대전광역시 중구 옥계동 6-23,"대전광역시 중구 대종로 104, 1층 (옥계동)",35039,메리PC,2026-02-06 17:40:39,U,2026-02-08 02:40:00,,240551.18736339,311329.294099593,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,36.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,5,,청소년이용불가,,,,,,,메리PC_대전광역시중구옥계동6-23
721,인터넷컴퓨터게임시설제공업,03_05_05_P,5530000,CDFF2241022025000078,2025-09-09,,1,영업/정상,13,영업중,,,,,,,,경기도 화성시 만세구 향남읍 행정리 457-14,"경기도 화성시 만세구 향남읍 행정서로1길 9-20, 1층",18598,고려게임장,2026-02-13 09:42:08,U,2026-02-15 02:40:00,,192227.3461641,402662.265532201,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,성인PC방,70.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,41,,청소년이용불가,,,,,,,고려게임장_경기도화성시만세구향남읍행정리457-14
432,인터넷컴퓨터게임시설제공업,03_05_05_P,4490000,CDFF2241022025000062,2025-09-04,,1,영업/정상,13,영업중,,,,,,,,충청남도 천안시 서북구 성정동 718-3 대나무골,"충청남도 천안시 서북구 성정4길 11, 5호 (성정동)",31141,따봉PC,2026-02-06 16:54:21,U,2026-02-08 02:40:00,,212169.785365741,368181.143925507,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,성인PC,48.62,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,8,,청소년이용불가,,,,,,,따봉PC_충청남도천안시서북구성정동718-3대나무골
362,인터넷컴퓨터게임시설제공업,03_05_05_P,3540000,CDFF2241022025000012,2025-08-26,,1,영업/정상,13,영업중,,,,,,,,인천광역시 부평구 십정동 319-12,"인천광역시 부평구 배곶남로 16, 1층 (십정동)",21453,세븐PC,2026-02-04 16:26:59,U,2026-02-07 02:40:00,,173043.029674439,441140.218668687,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,32.58,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,7,,전체이용가,,,,,성인PC방,,세븐PC_인천광역시부평구십정동319-12
550,인터넷컴퓨터게임시설제공업,03_05_05_P,4000000,CDFF2241022025000019,2025-08-26,,1,영업/정상,13,영업중,,,,,,,,경기도 오산시 궐동 687-2 드라마타워,"경기도 오산시 대호로 83, 드라마타워 107호호 (궐동)",18123,당근pc,2026-02-10 18:04:22,U,2026-02-12 02:40:00,,204724.457532906,406215.365222222,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,59.97,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,,,,,,,,,당근pc_경기도오산시궐동687-2드라마타워
552,인터넷컴퓨터게임시설제공업,03_05_05_P,3140000,CDFF2241022025000006,2025-08-22,,3,폐업,3,폐업,2026-01-30,,,,,,,서울특별시 양천구 신월동 933-1,"서울특별시 양천구 지양로 91, 104호 (신월동)",08037,타이PC,2026-02-10 09:24:59,U,2026-02-12 02:40:00,,185074.610285486,446763.281094281,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,16.92,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,5,,,,,,,,,타이PC_서울특별시양천구신월동933-1
429,인터넷컴퓨터게임시설제공업,03_05_05_P,4000000,CDFF2241022025000016,2025-08-18,,3,폐업,3,폐업,2026-02-06,,,,,,,경기도 오산시 원동 773-17,"경기도 오산시 오산로190번길 17-6, 1층 (원동)",18141,또또pc,2026-02-06 18:22:39,U,2026-02-08 02:40:00,,206209.933562872,404739.378432611,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,10.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,,,,,,,,,또또pc_경기도오산시원동773-17
44,인터넷컴퓨터게임시설제공업,03_05_05_P,3540000,CDFF2241022025000011,2025-08-13,,1,영업/정상,13,영업중,,,,,,,,인천광역시 부평구 갈산동 170,"인천광역시 부평구 평천로 318, 1층 (갈산동)",21329,퀸 PC,2026-02-02 14:50:32,U,2026-02-04 02:40:00,,175680.883430316,446166.651200892,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,49.5,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,5,,전체이용가,,,,,성인PC방,,퀸PC_인천광역시부평구갈산동170
297,인터넷컴퓨터게임시설제공업,03_05_05_P,4610000,CDFF2241022025000004,2025-08-12,,1,영업/정상,13,영업중,,,,,,,,충청남도 예산군 예산읍 산성리 691-1,"충청남도 예산군 예산읍 역전로 149, 1층",32429,바다PC,2026-02-03 15:34:04,U,2026-02-06 02:40:00,,184733.509939788,354594.559836569,인터넷컴퓨터게임시설제공업,유통관련업,5.0,,,106.47,4.0,1.0,근린생활시설,0.0,0.0,0.0,0.0,,,,,,,,,,,,7,,,,,,,성인pc방,,바다PC_충청남도예산군예산읍산성리691-1
734,인터넷컴퓨터게임시설제공업,03_05_05_P,3740000,CDFF2241022025000038,2025-08-11,,1,영업/정상,13,영업중,,,,,,,,경기도 수원시 권선구 금곡동 1112-1 스타타워,"경기도 수원시 권선구 금곡로197번길 13, 스타타워 108호 (금곡동)",16391,포도 PC,2026-02-13 16:16:12,U,2026-02-15 02:40:00,,195622.883676719,419134.070514365,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,53.6,1.0,0.0,근린생활시설,0.0,0.0,0.0,0.0,,,,,,,,,,,,5,,,,,,일반상업지역,,,포도PC_경기도수원시권선구금곡동1112-1스타타워
735,인터넷컴퓨터게임시설제공업,03_05_05_P,3860000,CDFF2241022025000019,2025-08-08,,1,영업/정상,13,영업중,,,,,,,,경기도 부천시 원미구 상동 545-4 맘모스타워,"경기도 부천시 원미구 소향로13번길 28-14, 맘모스타워 206-1호 (상동)",14544,777PC,2026-02-13 15:43:56,U,2026-02-15 02:40:00,,177842.247183278,444764.172527335,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,70.11,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,14,,,,,,,성인PC방,,777PC_경기도부천시원미구상동545-4맘모스타워
361,인터넷컴퓨터게임시설제공업,03_05_05_P,5020000,CDFF2241022025000017,2025-08-04,,1,영업/정상,13,영업중,,,,,,,,경상북도 포항시 남구 오천읍 문덕리 345-1,"경상북도 포항시 남구 오천읍 문덕로 39, 1층",37890,스타PC,2026-02-04 10:10:00,U,2026-02-07 02:40:00,,416740.602001322,275869.713481534,인터넷컴퓨터게임시설제공업,유통관련업,3.0,,,90.91,1.0,0.0,근린생활시설,0.0,0.0,0.0,0.0,,,,,,,,,,,,9,,청소년이용불가,,,,,성인PC,,스타PC_경상북도포항시남구오천읍문덕리345-1
733,인터넷컴퓨터게임시설제공업,03_05_05_P,3740000,CDFF2241022025000034,2025-07-31,,1,영업/정상,13,영업중,,,,,,,,경기도 수원시 권선구 금곡동 1110-2 해피라움블루,"경기도 수원시 권선구 금곡로197번길 18-23, 해피라움블루 115호 (금곡동)",16391,로얄 PC,2026-02-13 16:13:38,U,2026-02-15 02:40:00,,195738.670733964,419234.684766408,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,36.07,1.0,0.0,근린생활시설,0.0,0.0,0.0,0.0,,,,,,,,,,,,8,,,,,,일반상업지역,,,로얄PC_경기도수원시권선구금곡동1110-2해피라움블루
736,인터넷컴퓨터게임시설제공업,03_05_05_P,3710000,CDFF2241022025000005,2025-07-28,,1,영업/정상,13,영업중,,,,,,,,울산광역시 동구 서부동 113-34,"울산광역시 동구 명덕3길 9, 2층 (서부동)",44031,꿀PC,2026-02-13 13:26:17,U,2026-02-15 02:40:00,,420540.257265691,227579.493029593,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,189.88,2.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,8,,청소년이용불가,,,,,성인PC방,,꿀PC_울산광역시동구서부동113-34
45,인터넷컴퓨터게임시설제공업,03_05_05_P,3680000,CDFF2241022025000005,2025-07-21,,1,영업/정상,13,영업중,,,,,,,,대전광역시 대덕구 목상동 146-3,"대전광역시 대덕구 대덕대로1454번길 12, 1층 (목상동)",34323,스테이PC,2026-02-02 16:25:59,U,2026-02-04 02:40:00,,236706.589450409,327477.304173747,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,성인PC방,52.92,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,5,,청소년이용불가,,,,,,,스테이PC_대전광역시대덕구목상동146-3
557,인터넷컴퓨터게임시설제공업,03_05_05_P,4490000,CDFF2241022025000050,2025-07-18,,3,폐업,3,폐업,2026-02-10,,,,,,,충청남도 천안시 동남구 신방동 1029,"충청남도 천안시 동남구 통정12로 7, 103호호 (신방동)",31204,야옹이PC,2026-02-10 15:42:42,U,2026-02-12 02:40:00,,211440.40623654,364166.605488348,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,66.75,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,7,,,,,,,성인,,야옹이PC_충청남도천안시동남구신방동1029
670,인터넷컴퓨터게임시설제공업,03_05_05_P,3930000,CDFF2241022025000051,2025-07-16,,1,영업/정상,13,영업중,,,,,,,,경기도 안산시 상록구 월피동 434-21,"경기도 안산시 상록구 충장로 634, 104호 (월피동)",15279,골드PC,2026-02-12 14:45:10,U,2026-02-14 02:40:00,,187002.203325308,425778.860668558,인터넷컴퓨터게임시설제공업,유통관련업,0.0,학교정화(상대),,41.04,0.0,0.0,근린생활시설,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,전체이용가,,,,,,,골드PC_경기도안산시상록구월피동434-21
370,인터넷컴퓨터게임시설제공업,03_05_05_P,3930000,CDFF2241022025000052,2025-07-16,,1,영업/정상,13,영업중,,,,,,,,경기도 안산시 단원구 신길동 1611 1층,"경기도 안산시 단원구 신길로 10-5, 1층 (신길동)",15402,777PC,2026-02-05 15:45:10,U,2026-02-07 02:40:00,,181085.906883024,425464.689789994,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,PC 5대,49.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,5,,청소년이용불가,,,,,,,777PC_경기도안산시단원구신길동16111층
438,인터넷컴퓨터게임시설제공업,03_05_05_P,6520000,CDFF2241022025000010,2025-07-15,,1,영업/정상,13,영업중,,,,,,,,제주특별자치도 서귀포시 서귀동 313-7,"제주특별자치도 서귀포시 서문로29번길 37, 1층 (서귀동)",63592,삼춘PC,2026-02-06 10:03:03,U,2026-02-08 02:40:00,,158921.491662749,-27557.7338700424,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,58.4,1.0,0.0,숙박시설,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,청소년이용불가,,,,,성인PC방,,삼춘PC_제주특별자치도서귀포시서귀동313-7
603,인터넷컴퓨터게임시설제공업,03_05_05_P,5380000,CDFF2241022025000029,2025-07-15,,1,영업/정상,13,영업중,,,,,,,,경상남도 양산시 소주동 409-21,경상남도 양산시 소주회야로 45-40 (소주동),50514,샤넬PC,2026-02-11 13:15:52,U,2026-02-13 02:40:00,,395897.010086254,214067.277843998,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,67.86,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,,,,,,성인PC방,,샤넬PC_경상남도양산시소주동409-21
747,인터넷컴퓨터게임시설제공업,03_05_05_P,3730000,CDFF2241022025000024,2025-07-11,2026-02-13,4,취소/말소/만료/정지/중지,31,등록취소,,,,,,,,울산광역시 울주군 언양읍 동부리 142-2,"울산광역시 울주군 언양읍 동부8길 13, 1층",44941,퍼펙트PC,2026-02-13 15:36:31,U,2026-02-15 02:40:00,,392714.322361502,231587.536697742,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,71.91,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,8,,청소년이용불가,,,,,성인PC,,퍼펙트PC_울산광역시울주군언양읍동부리142-2
558,인터넷컴퓨터게임시설제공업,03_05_05_P,3510500,CDFF2241022025000022,2025-07-10,,1,영업/정상,13,영업중,,,,,,,,인천광역시 미추홀구 주안동 24-57,"인천광역시 미추홀구 염창로 55, 1호 (주안동)",22128,놀러와PC,2026-02-10 12:01:06,U,2026-02-12 02:40:00,,171647.592803063,440458.859493253,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,49.98,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,9,,,,,,일반상업지역,,,놀러와PC_인천광역시미추홀구주안동24-57
671,인터넷컴퓨터게임시설제공업,03_05_05_P,5020000,CDFF2241022025000016,2025-07-09,,1,영업/정상,13,영업중,,,,,,,,경상북도 포항시 북구 신흥동 701-9,"경상북도 포항시 북구 용당로 133, 1층 (신흥동)",37706,토마토PC,2026-02-12 08:44:02,U,2026-02-14 02:40:00,,412901.231069035,284662.369519846,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,41.34,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,4,,청소년이용불가,,,,,,,토마토PC_경상북도포항시북구신흥동701-9
746,인터넷컴퓨터게임시설제공업,03_05_05_P,4641000,CDFF2241022025000018,2025-07-01,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 전주시 완산구 서노송동 673-17,"전북특별자치도 전주시 완산구 권삼득로 77, 1층 (서노송동)",55004,춘자PC,2026-02-13 15:32:47,U,2026-02-15 02:40:00,,213057.032812214,258691.946201143,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,36.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,7,,청소년이용불가,,,,,성인PC방,,춘자PC_전북특별자치도전주시완산구서노송동673-17
301,인터넷컴퓨터게임시설제공업,03_05_05_P,3700000,CDFF2241022025000034,2025-06-30,,1,영업/정상,13,영업중,,,,,,,,울산광역시 남구 삼산동 1558-2,울산광역시 남구 삼산로331번길 28-1 (삼산동),44713,이쁨PC,2026-02-04 17:48:50,U,2026-02-06 02:40:00,,412475.62606904,229497.061166806,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,131.1,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,9,,,,,,,성인PC방,,이쁨PC_울산광역시남구삼산동1558-2
372,인터넷컴퓨터게임시설제공업,03_05_05_P,6510000,CDFF2241022025000011,2025-06-26,,1,영업/정상,13,영업중,,,,,,,,제주특별자치도 제주시 연동 273-25 소영빌딩,"제주특별자치도 제주시 신대로14길 49, 소영빌딩 3층 (연동)",63123,돈방석PC3,2026-02-05 09:58:11,U,2026-02-07 02:40:00,,152640.887526438,-849.140379272528,인터넷컴퓨터게임시설제공업,유통관련업,4.0,,,127.0,3.0,1.0,근린생활시설,0.0,0.0,0.0,0.0,,,,,,,,,,,,11,,청소년이용불가,,,,일반상업지역,성인PC방,,돈방석PC3_제주특별자치도제주시연동273-25소영빌딩
369,인터넷컴퓨터게임시설제공업,03_05_05_P,5020000,CDFF2241022025000015,2025-06-25,,1,영업/정상,13,영업중,,,,,,,,경상북도 포항시 남구 오천읍 문덕리 312-4,"경상북도 포항시 남구 오천읍 문덕로24번길 5, 1층",37887,캔디PC,2026-02-04 10:11:01,U,2026-02-07 02:40:00,,416651.252170583,276033.651962291,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,111.31,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,,,,,,성인PC,,캔디PC_경상북도포항시남구오천읍문덕리312-4
371,인터넷컴퓨터게임시설제공업,03_05_05_P,5020000,CDFF2241022025000014,2025-06-24,,1,영업/정상,13,영업중,,,,,,,,경상북도 포항시 남구 해도동 437-56,"경상북도 포항시 남구 상공로 239-35, 1층 (해도동)",37795,망고PC,2026-02-04 10:11:59,U,2026-02-07 02:40:00,,413717.560870435,283032.793680969,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,26.88,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,5,,,,,,,성인PC,,망고PC_경상북도포항시남구해도동437-56
502,인터넷컴퓨터게임시설제공업,03_05_05_P,4520000,CDFF2241022025000020,2025-06-18,,1,영업/정상,13,영업중,,,,,,,,충청남도 아산시 온천동 226-333 시골건강원,"충청남도 아산시 시민로393번길 10-2, 시골건강원 101호 (온천동)",31507,아지트PC,2026-02-09 13:56:33,U,2026-02-11 02:40:00,,199942.249737267,364737.721690635,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,29.05,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,,,,,,성인PC방,,아지트PC_충청남도아산시온천동226-333시골건강원
373,인터넷컴퓨터게임시설제공업,03_05_05_P,4470000,CDFF2241022025000013,2025-06-13,,1,영업/정상,13,영업중,,,,,,,,충청북도 음성군 음성읍 신천리 251-1 시티빌,충청북도 음성군 음성읍 중앙로40번길 6-2 (시티빌),27706,스타PC,2026-02-03 13:02:57,U,2026-02-07 02:40:00,,261378.786883426,380883.25036882,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,40.32,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,7,,,,,,,,,스타PC_충청북도음성군음성읍신천리251-1시티빌
437,인터넷컴퓨터게임시설제공업,03_05_05_P,3570000,CDFF2241022025000002,2025-06-10,,1,영업/정상,13,영업중,,,,,,,,인천광역시 강화군 강화읍 갑곳리 202-1,"인천광역시 강화군 강화읍 강화대로 346, 1층",23025,돈벼락PC,2026-02-06 12:23:51,U,2026-02-08 02:40:00,,155068.446957904,471415.410734051,인터넷컴퓨터게임시설제공업,유통관련업,1.0,,,38.88,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,청소년이용불가,,,,,,,돈벼락PC_인천광역시강화군강화읍갑곳리202-1
503,인터넷컴퓨터게임시설제공업,03_05_05_P,4520000,CDFF2241022025000019,2025-06-09,,1,영업/정상,13,영업중,,,,,,,,충청남도 아산시 둔포면 석곡리 1685,"충청남도 아산시 둔포면 중앙공원로 8, 104호",31406,놀이터PC,2026-02-09 13:55:32,U,2026-02-11 02:40:00,,205083.824021733,380145.506956925,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,33.44,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,,,,,,성인PC방,,놀이터PC_충청남도아산시둔포면석곡리1685
