"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","제조구분명","사업장부지용도구분명",
"79","고압가스업","09_28_05_P","3910000","2022391003502100012","2022-07-29","","01","영업/정상","01","영업중","","","","","","","","경기도 평택시 고덕동 1695 삼성전자(주) 평택캠퍼스","경기도 평택시 삼성로 114, 삼성전자(주) 평택캠퍼스 (고덕동)","17786","삼성전자(주) 4라인 인프라복합동","2026-04-02 11:33:03","U","2026-04-04 02:40:00","저장소","205276.542163998","392561.65560657","","",
"80","고압가스업","09_28_05_P","3860000","1991386000002100021","1991-07-01","","03","폐업","03","폐업","2026-04-02","","","","","0","","경기도 부천시 원미구 도당동 157-3","경기도 부천시 원미구 옥산로230번길 23 (도당동)","","시믹씨엠오코리아(주)","2026-04-02 13:52:00","U","2026-04-04 02:40:00","제조","180623.809186591","445811.432378717","냉동","주상나지",
"81","고압가스업","09_28_05_P","3730000","2023373018602100011","2023-10-19","","01","영업/정상","01","영업중","","","","","","","","울산광역시 울주군 온산읍 원산리 1206","울산광역시 울주군 온산읍 당월로 216-43","45011","한국전구체(주)","2026-04-02 09:08:27","U","2026-04-04 02:40:00","제조","413585.409831539","216548.749045787","냉동","",
"82","고압가스업","09_28_05_P","3930000","2026393053002200002","2026-04-03","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 목내동 405-3 미원상사(주)","경기도 안산시 단원구 원시로 49, 미원상사(주) (목내동)","15610","미원상사(주)","2026-04-03 14:14:26","I","2026-04-05 00:20:22","제조","180283.190061663","422228.20348264","냉동","",
"83","고압가스업","09_28_05_P","3300000","2002330001602200011","1991-06-29","","01","영업/정상","01","영업중","","","","","","","","부산광역시 동래구 온천동 137","부산광역시 동래구 온천장로107번길 32 (온천동)","","(주)농심","2026-04-03 10:43:40","I","2026-04-05 00:20:22","제조","389553.269396339","193306.748089046","냉동","상업.업무용",
"84","고압가스업","09_28_05_P","3170000","2026317026702100001","2026-03-30","","01","영업/정상","01","영업중","","","","","","","","서울특별시 금천구 시흥동 1020 금천구청종합청사","서울특별시 금천구 시흥대로73길 70, 금천구청종합청사 (시흥동)","08611","테스트","2026-04-03 17:44:40","I","2026-04-05 00:20:22","저장소","190676.23313023","439411.341370401","","",
"85","고압가스업","09_28_05_P","3220000","2026322017602200002","2026-04-03","","01","영업/정상","01","영업중","","","","","","","","서울특별시 강남구 역삼동 628-14 KNK빌딩","서울특별시 강남구 논현로 529, KNK빌딩 (역삼동)","06126","(주)케이엔케이인베스트먼트빌딩","2026-04-03 10:59:48","I","2026-04-05 00:20:22","제조","203045.331066613","444587.808100932","냉동","주거용",
"86","고압가스업","09_28_05_P","3910000","2002391018102100026","2009-08-26","","01","영업/정상","01","영업중","","","","","","16340","","경기도 평택시 청북읍 한산리 837-2","경기도 평택시 청북읍 한산길 23","17792","암페놀센싱코리아(유)","2026-04-03 17:15:55","I","2026-04-05 00:20:22","저장소","197247.382024412","394156.991269637","","공업용",
"87","고압가스업","09_28_05_P","4490000","2026566002902200001","2026-04-03","","01","영업/정상","01","영업중","","","","","","","","충청남도 천안시 서북구 직산읍 신갈리 234","충청남도 천안시 서북구 직산읍 4산단6길 15","31040","(주)엑시콘 천안지점","2026-04-03 17:30:37","I","2026-04-05 00:20:22","제조","210173.605663314","373940.98418626","냉동","",
"88","고압가스업","09_28_05_P","3670000","2010367009002200004","2010-07-22","","03","폐업","03","폐업","2026-04-03","","","","","","","대전광역시 유성구 관평동 687","대전광역시 유성구 테크노2로 89 (관평동)","","이엘케이(주)","2026-04-03 18:19:30","I","2026-04-05 00:20:22","제조","235586.599246862","325517.866396932","냉동","",
"89","고압가스업","09_28_05_P","3670000","2010367009002200005","2010-07-22","","03","폐업","03","폐업","2026-04-03","","","","","","","대전광역시 유성구 관평동 687","대전광역시 유성구 테크노2로 89 (관평동)","","이엘케이(주)","2026-04-03 18:20:29","I","2026-04-05 00:20:22","제조","235586.599246862","325517.866396932","냉동","",
"90","고압가스업","09_28_05_P","3670000","2010367009002200006","2010-07-22","","03","폐업","03","폐업","2026-04-03","","","","","","","대전광역시 유성구 관평동 687","대전광역시 유성구 테크노2로 89 (관평동)","","이엘케이(주)","2026-04-03 18:21:26","I","2026-04-05 00:20:22","제조","235586.599246862","325517.866396932","냉동","",
"91","고압가스업","09_28_05_P","3670000","2010367009002200007","2010-07-22","","03","폐업","03","폐업","2026-04-03","","","","","","","대전광역시 유성구 관평동 687","대전광역시 유성구 테크노2로 89 (관평동)","","이엘케이(주)","2026-04-03 18:22:18","I","2026-04-05 00:20:22","제조","235586.599246862","325517.866396932","냉동","",
"92","고압가스업","09_28_05_P","3670000","2010367009002200008","2010-07-22","","03","폐업","03","폐업","2026-04-03","","","","","","","대전광역시 유성구 관평동 687","대전광역시 유성구 테크노2로 89 (관평동)","","이엘케이(주)","2026-04-03 18:23:09","I","2026-04-05 00:20:22","제조","235586.599246862","325517.866396932","냉동","",
"93","고압가스업","09_28_05_P","3670000","2010367009002200009","2010-07-22","","03","폐업","03","폐업","2026-04-03","","","","","","","대전광역시 유성구 관평동 687","대전광역시 유성구 테크노2로 89 (관평동)","","이엘케이(주)","2026-04-03 18:24:00","I","2026-04-05 00:20:22","제조","235586.599246862","325517.866396932","냉동","",
"94","고압가스업","09_28_05_P","3670000","2010367009002200010","2010-07-22","","03","폐업","03","폐업","2026-04-03","","","","","","","대전광역시 유성구 관평동 687","대전광역시 유성구 테크노2로 89 (관평동)","","이엘케이(주)","2026-04-03 18:24:51","I","2026-04-05 00:20:22","제조","235586.599246862","325517.866396932","냉동","",
"95","고압가스업","09_28_05_P","3670000","2010367009002200011","2010-07-22","","03","폐업","03","폐업","2026-04-03","","","","","","","대전광역시 유성구 관평동 687","대전광역시 유성구 테크노2로 89 (관평동)","","이엘케이(주)","2026-04-03 18:25:42","I","2026-04-05 00:20:22","제조","235586.599246862","325517.866396932","냉동","",
"96","고압가스업","09_28_05_P","3670000","2010367009002200012","2010-07-22","","03","폐업","03","폐업","2026-04-03","","","","","","","대전광역시 유성구 관평동 687","대전광역시 유성구 테크노2로 89 (관평동)","","이엘케이(주)","2026-04-03 18:26:40","I","2026-04-05 00:20:22","제조","235586.599246862","325517.866396932","냉동","",
"97","고압가스업","09_28_05_P","3670000","2007367007502100011","2007-11-08","","03","폐업","03","폐업","2026-04-03","","","","","","","대전광역시 유성구 관평동 687","대전광역시 유성구 테크노2로 89 (관평동)","","이엘케이(주)","2026-04-03 18:18:12","U","2026-04-05 02:40:00","제조","235586.599246862","325517.866396932","냉동","기타",
"98","고압가스업","09_28_05_P","3670000","2010367009002200013","2010-07-22","","03","폐업","03","폐업","2026-04-03","","","","","","","대전광역시 유성구 관평동 687","대전광역시 유성구 테크노2로 89 (관평동)","","이엘케이(주)","2026-04-03 18:27:30","U","2026-04-05 02:40:00","제조","235586.599246862","325517.866396932","냉동","기타",
"99","고압가스업","09_28_05_P","4450000","2019445009802100012","2019-11-22","","01","영업/정상","01","영업중","","","","","","","","충청북도 진천군 이월면 노원리 45-10 청호나이스(주)","충청북도 진천군 이월면 진광로 486, 청호나이스(주)","27817","청호나이스(주)","2026-04-03 15:17:06","U","2026-04-05 02:40:00","제조","239059.421354977","378372.709186322","일반","",
"100","고압가스업","09_28_05_P","4490000","2024566002902100005","2024-06-19","","01","영업/정상","01","영업중","","","","","","","","충청남도 천안시 서북구 입장면 독정리 91","충청남도 천안시 서북구 입장면 망향로 1225","31027","(주)알디솔루션","2026-04-03 09:47:57","U","2026-04-05 02:40:00","저장소","220516.445484213","379878.786279596","냉동","",
"101","고압가스업","09_28_05_P","4010000","2010401016702100001","2010-07-28","","01","영업/정상","01","영업중","","","","","","","","경기도 시흥시 정왕동 1251-6","경기도 시흥시 소망공원로 91 (정왕동)","","희성촉매(주)","2026-04-03 12:50:27","U","2026-04-05 02:40:00","저장소","174397.23939314","426632.971881611","","공업용",
"102","고압가스업","09_28_05_P","3780000","1998378007602100080","1998-09-16","","01","영업/정상","01","영업중","","","","","","","","경기도 성남시 분당구 서현동 251-2","","","(주)이노와이어리스 빌딩","2026-04-03 14:45:09","U","2026-04-05 02:40:00","제조","","","냉동","지정되지않음",
"103","고압가스업","09_28_05_P","3930000","1999393009202100108","2011-01-14","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 목내동 405-3","경기도 안산시 단원구 원시로 49 (목내동)","","미원상사(주)","2026-04-03 14:14:40","U","2026-04-05 02:40:00","제조","180283.190061663","422228.20348264","냉동","주상나지",
"104","고압가스업","09_28_05_P","4520000","2026452035702200001","2026-01-16","","01","영업/정상","01","영업중","","","","","","","","충청남도 아산시 염치읍 송곡리 244-19","충청남도 아산시 염치읍 은행나무길 223","31450","119특수대응단","2026-04-03 13:56:22","U","2026-04-05 02:40:00","제조","200946.72228247","366467.28523706","충전","",
"105","고압가스업","09_28_05_P","4080000","2025408026202200034","2025-10-28","","01","영업/정상","01","영업중","","","","","","","","경기도 안성시 원곡면 반제리 744-5 외 5필지","","","(주)세인티앤엘특수","2026-04-03 17:46:11","U","2026-04-05 02:40:00","제조","","","냉동","",
"106","고압가스업","09_28_05_P","5710000","2025571027002100008","2025-11-27","","01","영업/정상","01","영업중","","","","","","","","충청북도 청주시 흥덕구 외북동 364 SK하이닉스청주사업장M15공장","충청북도 청주시 흥덕구 에스케이로 120, SK하이닉스청주사업장M15공장 (외북동)","28356","에스케이하이닉스(주) 4캠퍼스 EUV","2026-04-03 09:31:55","U","2026-04-05 02:40:00","제조","238512.871931808","350558.335657718","일반","",
"107","고압가스업","09_28_05_P","5710000","2025571027002100009","2025-11-27","","01","영업/정상","01","영업중","","","","","","","","충청북도 청주시 흥덕구 향정동 1 SK하이닉스청주사업장제1공장","충청북도 청주시 흥덕구 대신로 215, SK하이닉스청주사업장제1공장 (향정동)","28429","에스케이하이닉스(주) 1캠퍼스 N2제조","2026-04-03 09:48:43","U","2026-04-05 02:40:00","제조","238706.006459774","350123.384367965","일반","",
"108","고압가스업","09_28_05_P","5220000","1996522000902100050","1996-05-11","","01","영업/정상","01","영업중","","","","","","","","경상북도 칠곡군 왜관읍 왜관리 216-96 안전종합가스","경상북도 칠곡군 왜관읍 중앙로5길 18-20, 안전종합가스","39887","안전종합가스","2026-04-03 15:40:19","U","2026-04-05 02:40:00","판매","326160.649438902","277991.07745057","일반","업무용",
"109","고압가스업","09_28_05_P","3860000","2025386078002100002","2025-09-12","","01","영업/정상","01","영업중","","","","","","","","경기도 부천시 오정구 삼정동 60-16","경기도 부천시 오정구 송내대로518번길 110 (삼정동)","14445","엘에스와이산업가스㈜","2026-04-03 09:59:51","U","2026-04-05 02:40:00","판매","179353.586999184","447495.385159528","","공업용",
"110","고압가스업","09_28_05_P","4420000","2022442009802100003","2022-10-20","","01","영업/정상","01","영업중","","","","","","10973.1","","충청북도 보은군 삼승면 우진리 584 (주)바이오프랜즈","충청북도 보은군 삼승면 남부로 3790-111 (주)바이오프랜즈","28923","(주)바이오프랜즈 보은 2공장","2026-04-03 17:34:36","U","2026-04-05 02:40:00","제조","266153.445321752","325429.403740677","특정","공업용",
"111","고압가스업","09_28_05_P","4721000","2022472015302100005","2022-09-15","","01","영업/정상","01","영업중","","","","","","","","전북특별자치도 완주군 봉동읍 장구리 650","전북특별자치도 완주군 봉동읍 첨단산업4로 27","55313","일진하이솔루스(주)","2026-04-03 13:45:00","U","2026-04-05 02:40:00","제조","209665.622150096","274436.388634529","일반","",
"112","고압가스업","09_28_05_P","4721000","2020472015302100007","2020-12-31","","03","폐업","03","폐업","2023-10-25","","","","","","","전북특별자치도 완주군 봉동읍 용암리 802-15 일진복합소재(주)","전북특별자치도 완주군 봉동읍 완주산단5로 97-46, 일진복합소재(주)","55322","일진하이솔루스 주식회사","2026-04-03 13:47:18","U","2026-04-05 02:40:00","저장소","211559.555084646","271755.545511944","","",
"113","고압가스업","09_28_05_P","3780000","1999378034002200004","1999-11-25","","01","영업/정상","01","영업중","","","","","","","","경기도 성남시 분당구 야탑동 341 성남(분당)여객자동차터미널","경기도 성남시 분당구 성남대로925번길 16, 성남(분당)여객자동차터미널 B2층 (야탑동)","13497","CGV 야탑점","2026-04-03 14:18:33","U","2026-04-05 02:40:00","제조","211202.148849893","434560.911834998","냉동","",
"114","고압가스업","09_28_05_P","4530000","1987453011602140271","2010-08-31","","01","영업/정상","01","영업중","","","","","","2428366","","충청남도 서산시 대산읍 대죽리 640-6","충청남도 서산시 대산읍 평신2로 182","","에이치디현대오일뱅크(주)","2026-04-03 13:02:42","U","2026-04-05 02:40:00","제조","146750.772940643","389608.240106041","특정","주상용",
"115","고압가스업","09_28_05_P","4070000","1986407001702100050","2010-08-04","","01","영업/정상","01","영업중","","","","","","","","경기도 이천시 부발읍 아미리 산 136-1","경기도 이천시 부발읍 경충대로 2091","","SK하이닉스(주)","2026-04-03 17:19:57","U","2026-04-05 02:40:00","저장소","243104.079290009","416797.645145138","일반","특수토지",
"116","고압가스업","09_28_05_P","3220000","2000322017602100340","2012-05-04","","01","영업/정상","01","영업중","","","","","","","","서울특별시 강남구 대치동 937","서울특별시 강남구 도곡로 401 (대치동)","","롯데쇼핑(주)강남점 별관","2026-04-03 17:32:24","U","2026-04-05 02:40:00","제조","204669.543366778","443873.621189048","냉동","상업용",
"117","고압가스업","09_28_05_P","3220000","2016322017602100001","2016-02-01","","01","영업/정상","01","영업중","","","","","","","","서울특별시 강남구 대치동 937 롯데백화점","서울특별시 강남구 도곡로 401, 롯데백화점 (대치동)","06206","롯데쇼핑(주) 강남점","2026-04-03 17:32:44","U","2026-04-05 02:40:00","제조","204669.543366778","443873.621189048","냉동","상업용",
"118","고압가스업","09_28_05_P","3540000","2024354016502100003","2024-12-03","","01","영업/정상","01","영업중","","","","","","","","인천광역시 부평구 청천동 424-10","","","(주)한국경제신문(부평 윤전공장)","2026-04-03 11:13:34","U","2026-04-05 02:40:00","제조","174988.070424554","446146.497177022","냉동","",
"119","고압가스업","09_28_05_P","4450000","2011445005302100009","2011-12-19","","03","폐업","03","폐업","2026-03-18","","","","","","","충청북도 진천군 광혜원면 광혜원리 665-1 씨제이제일제당(주)","충청북도 진천군 광혜원면 광혜원산단길 107, 씨제이제일제당(주)","27807","씨제이제일제당(주) 진천3공장","2026-04-04 11:32:11","U","2026-04-06 02:40:00","제조","238801.560630075","387331.559653705","냉동","공업용",
