"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"64","숙박업","03_11_03_P","3490000","3490000-201-2001-00008","2001-09-06","","01","영업/정상","01","영업","","","","","032 883 5424","0.00","400-102","인천광역시 중구 신흥동2가 1-42","인천광역시 중구 서해대로 462 (신흥동2가)","22329","태호모텔","2026-03-04 15:05:35","U","2026-03-06 02:40:00","여관업","167687.584292136","440599.37064507","여관업","0","0","0","0","0","0","0","13","","","","","0","0","N",
"65","숙박업","03_11_03_P","4211000","4211000-201-2021-00006","2021-07-12","","01","영업/정상","01","영업","","","","","","44.01","","강원특별자치도 동해시 묵호진동 2-158","강원특별자치도 동해시 일출로 127-1, 2층 (묵호진동)","25717","블루스팟","2026-03-04 11:34:14","U","2026-03-06 02:40:00","관광호텔","387275.356029458","452341.010466328","관광호텔","3","1","2","2","0","0","0","1","","","","자가","0","0","N",
"66","숙박업","03_11_03_P","4201000","4201000-214-1988-00001","1988-12-29","","01","영업/정상","01","영업","","","","","033 647 7711","472.70","","강원특별자치도 강릉시 포남동 1140-9","강원특별자치도 강릉시 용지각길 33 (포남동)","25548","V(브이)호스텔","2026-03-04 19:52:49","U","2026-03-06 02:40:00","숙박업(생활)","367934.730298471","475030.578230829","숙박업(생활)","0","0","0","0","0","0","2","10","","","","","0","0","N",
"67","숙박업","03_11_03_P","4251000","4251000-214-2020-00012","2020-07-22","","01","영업/정상","01","영업","","","","","","140.00","","강원특별자치도 홍천군 두촌면 괘석리 160","강원특별자치도 홍천군 두촌면 광석로 885-7","25160","바회마을 초가체험촌","2026-03-04 11:32:21","U","2026-03-06 02:40:00","숙박업(생활)","296768.070972044","487202.170064233","숙박업(생활)","1","0","1","1","0","0","5","0","","","","임대","0","0","N",
"68","숙박업","03_11_03_P","4231000","4231000-214-2024-00015","2024-09-25","","01","영업/정상","01","영업","","","","","16447694","8201.36","","강원특별자치도 속초시 조양동 1452","강원특별자치도 속초시 해오름로 201, 리슈빌S 시그니처 125객실 (조양동)","24887","르컬렉티브속초해변","2026-03-04 09:05:06","U","2026-03-06 02:40:00","숙박업(생활)","340239.84713636","521963.924028128","숙박업(생활)","0","0","0","0","0","0","0","125","","","","","0","0","N",
"69","숙박업","03_11_03_P","3390000","3390000-214-2024-00001","2024-10-16","","01","영업/정상","01","영업","","","","","051 704 1704","4205.31","617-809","부산광역시 사상구 괘법동 559-5","부산광역시 사상구 새벽로223번길 20, 더스테이이안 3~25층, 302호 등 89객실 (괘법동)","46972","엘모멘토 사상","2026-03-04 18:00:00","U","2026-03-06 02:40:00","숙박업(생활)","380611.672992238","186497.086051805","숙박업(생활)","0","0","3","25","0","0","0","79","","","","","0","0","N",
"70","숙박업","03_11_03_P","3250000","3250000-201-2007-00001","2007-03-29","","01","영업/정상","01","영업","","","","","051 4422338","1626.10","600-816","부산광역시 중구 중앙동4가 74-9 (1~7층)","부산광역시 중구 충장대로9번길 64 (중앙동4가)","48934","호텔 공감공간","2026-03-04 14:00:26","U","2026-03-06 02:40:00","일반호텔","385849.912974936","180977.309513184","일반호텔","8","0","1","7","0","0","4","32","","","","자가","0","0","N",
"71","숙박업","03_11_03_P","3330000","3330000-201-2002-01283","2002-07-01","","01","영업/정상","01","영업","","","","","","1596.15","612-821","부산광역시 해운대구 우동 541-22","부산광역시 해운대구 구남로18번길 16 (우동)","48094","게리쿠퍼호텔","2026-03-04 16:25:44","U","2026-03-06 02:40:00","일반호텔","396649.785051614","186893.497122908","일반호텔","8","1","2","6","0","0","0","35","","","","","0","0","N",
"72","숙박업","03_11_03_P","3330000","3330000-201-1985-00140","1985-01-17","","01","영업/정상","01","영업","","","","","051 7827637","190.96","612-817","부산광역시 해운대구 반여동 1603-17","부산광역시 해운대구 재반로 259 (반여동)","48024","금수장여관","2026-03-04 16:23:55","U","2026-03-06 02:40:00","여관업","394036.033845197","191107.597337776","여관업","4","1","2","3","0","0","0","12","","","","임대","0","0","N",
"73","숙박업","03_11_03_P","3300000","3300000-201-1985-00085","1985-05-09","","01","영업/정상","01","영업","","","","","051 5280682","350.70","607-807","부산광역시 동래구 명장동 29-16","부산광역시 동래구 반송로 249 (명장동)","47752","서호모텔","2026-03-04 16:40:10","U","2026-03-06 02:40:00","여관업","391119.338733189","191314.041927731","여관업","3","0","1","3","0","0","4","11","","","","","0","0","N",
"74","숙박업","03_11_03_P","4800000","4800000-201-1998-00007","1998-04-07","","01","영업/정상","01","영업","","","","","061 2722582","1049.72","530-833","전라남도 목포시 용당동 1103-7","전라남도 목포시 용당로196번길 7 (용당동)","58700","골드호텔","2026-03-04 11:45:30","U","2026-03-06 02:40:00","여관업","144983.889787887","145324.86680302","여관업","0","0","0","0","0","0","8","20","","","","","0","0","N",
"75","숙박업","03_11_03_P","5710000","5735000-214-2023-00001","2023-05-25","","01","영업/정상","01","영업","","","","","043 7160125","4754.50","363-886","충청북도 청주시 청원구 오창읍 송대리 318-3 101,2동 일부호","충청북도 청주시 청원구 오창읍 중부로 906, 101, 102동 일부호","28118","하얀 인 스타레이크","2026-03-04 14:36:43","U","2026-03-06 02:40:00","숙박업(생활)","239713.450420507","357972.565077453","숙박업(생활)","0","0","0","0","0","0","130","0","","","","","0","0","N",
"76","숙박업","03_11_03_P","3930000","3930000-214-2024-00005","2024-05-24","","01","영업/정상","01","영업","","","","","02 516 3393","6843.60","425-110","경기도 안산시 단원구 성곡동 839-9 라군 센트럴 스테이","경기도 안산시 단원구 엠티브이17로 35, 라군 센트럴 스테이 일부(373실)호 (성곡동)","15656","큐브스테이Ⅲ","2026-03-04 16:28:26","U","2026-03-06 02:40:00","숙박업(생활)","176853.87113145","422400.649180676","숙박업(생활)","23","0","5","23","0","0","0","372","","","","","0","0","N",
"77","숙박업","03_11_03_P","5330000","5330000-201-2000-00005","2003-06-07","","01","영업/정상","01","영업","","","","","055 641 3399","744.96","650-806","경상남도 통영시 정량동 1077-18 형제파크모텔","경상남도 통영시 정동2길 42, 형제파크모텔 4,5층 (정량동)","53050","형제모텔","2026-03-04 13:25:49","U","2026-03-06 02:40:00","여관업","330807.670772641","150451.070450484","여관업","6","0","4","5","0","0","0","23","","","","자가","0","0","N",
"78","숙박업","03_11_03_P","4620000","4620000-214-2021-00019","2021-11-25","","01","영업/정상","01","영업","","","","","","109.67","357-952","충청남도 태안군 남면 양잠리 1230-43","충청남도 태안군 남면 청포대길 83","32155","태안 독채 오션뷰 제프리","2026-03-04 14:22:10","U","2026-03-06 02:40:00","숙박업(생활)","137518.664247732","349137.172845999","숙박업(생활)","4","1","3","4","0","0","0","1","","","","임대","1","0","N",
"79","숙박업","03_11_03_P","3010000","3010000-214-2025-00031","2025-12-26","","01","영업/정상","01","영업","","","","","","105.00","100-195","서울특별시 중구 을지로5가 275-6 한일상회","서울특별시 중구 동호로 350, 한일상회 2층 (을지로5가)","04561","안은 스테이","2026-03-04 13:37:37","U","2026-03-06 02:40:00","숙박업(생활)","200168.83910333","451476.043044703","숙박업(생활)","0","0","0","0","0","0","0","3","","","","","0","0","N",
"80","숙박업","03_11_03_P","5050000","5050000-201-2024-00002","2024-01-30","","01","영업/정상","01","영업","","","","","","616.60","780-932","경상북도 경주시 노서동 178-8","경상북도 경주시 원효로26번길 6-1, 2~4층 (노서동)","38157","제이미룸","2026-03-04 14:41:58","U","2026-03-06 02:40:00","숙박업 기타","399009.818901023","262419.962450216","숙박업 기타","4","0","2","4","0","0","0","12","","","","자가","0","0","N",
"81","숙박업","03_11_03_P","3660000","3660000-214-2026-00001","2026-02-04","","01","영업/정상","01","영업","","","","","","6894.68","302-830","대전광역시 서구 둔산동 1336","대전광역시 서구 둔산로65번길 43, 1~13층 (둔산동)","35233","어반브릿지","2026-03-04 16:25:49","U","2026-03-06 02:40:00","숙박업(생활)","234120.411864222","317014.800607804","숙박업(생활)","0","0","1","13","0","0","0","210","","","","자가","0","0","N",
"82","숙박업","03_11_03_P","4170000","4170000-214-2022-00012","2022-12-19","","01","영업/정상","01","영업","","","","","","1490.08","476-845","경기도 양평군 용문면 덕촌리 8","경기도 양평군 용문면 금곡길 147","12511","토리키즈풀빌라","2026-03-04 10:23:51","U","2026-03-06 02:40:00","숙박업(생활)","253517.503604114","445451.611105499","숙박업(생활)","2","0","1","2","0","0","0","7","","","","자가","0","0","N",
"83","숙박업","03_11_03_P","5400000","5400000-201-2003-00003","2003-06-20","","01","영업/정상","01","영업","","","","","055 5863206","580.00","637-921","경상남도 함안군 칠원읍 용산리 184-1","경상남도 함안군 칠원읍 원서로 98","52017","큐","2026-03-04 11:19:40","U","2026-03-06 02:40:00","여관업","337485.54625998","201377.205831785","여관업","2","0","1","2","0","0","0","18","","","","자가","1","1","N",
"84","숙박업","03_11_03_P","3900000","3900000-201-2003-00088","2003-06-19","","01","영업/정상","01","영업","","","","","0226133526","160.00","423-803","경기도 광명시 광명동 58-15","경기도 광명시 현충로 6, 2층 (광명동)","14211","대일여관","2026-03-04 13:43:13","U","2026-03-06 02:40:00","여관업","187315.153241984","442465.625968791","여관업","2","0","0","2","0","0","0","11","","","","","0","0","N",
"85","숙박업","03_11_03_P","4870000","4870000-214-2026-00002","2026-02-10","","01","영업/정상","01","영업","","","","","","638.34","542-832","전라남도 구례군 산동면 관산리 723-5","전라남도 구례군 산동면 하관길 49-31","57604","그곳구례","2026-03-04 16:26:01","U","2026-03-06 02:40:00","숙박업(생활)","241945.22475794","201921.793329173","숙박업(생활)","1","0","1","0","0","0","0","5","","","","","0","0","N",
"86","숙박업","03_11_03_P","4641000","4651000-201-2002-00001","2002-10-10","","01","영업/정상","01","영업","","","","","063 2268756","1428.38","","전북특별자치도 전주시 완산구 중화산동2가 143-4","전북특별자치도 전주시 완산구 한두평2길 8-7 (중화산동2가)","54985","스페셜","2026-03-04 13:06:20","U","2026-03-06 02:40:00","여관업","211122.534815028","256993.64813153","여관업","6","1","1","6","0","0","1","34","","","","자가","0","0","N",
"87","숙박업","03_11_03_P","3620000","3620000-201-2017-00001","2017-05-12","","01","영업/정상","01","영업","","","","","","433.00","500-878","광주광역시 북구 중흥동 719-17 1~4층","광주광역시 북구 중가로65번길 14 (중흥동, 1~4층)","61238","나레스미니텔(Nares minitel)","2026-03-04 16:50:20","U","2026-03-06 02:40:00","숙박업 기타","191508.866234106","184509.623547955","숙박업 기타","0","0","0","0","0","0","0","19","","","","","0","0","N",
"88","숙박업","03_11_03_P","5430000","5430000-201-1987-00002","1987-11-10","","01","영업/정상","01","영업","","","","","055 8621501","1241.93","668-801","경상남도 남해군 남해읍 남변리 370-4","경상남도 남해군 남해읍 화전로38번길 25","52424","J모텔","2026-03-04 14:04:02","U","2026-03-06 02:40:00","여관업","281787.952813578","149078.216963692","여관업","0","0","0","0","0","0","6","30","","","","","0","0","N",
"89","숙박업","03_11_03_P","4010000","4010000-201-2000-00005","2000-03-31","","01","영업/정상","01","영업","","","","","031 4043777","669.68","429-834","경기도 시흥시 월곶동 1005-15","경기도 시흥시 월곶중앙로70번안길 35 (월곶동)","14966","세븐모텔","2026-03-04 16:07:19","U","2026-03-06 02:40:00","여관업","176941.343988741","431919.162057848","여관업","0","0","0","0","0","0","0","28","","","","","0","0","N",
"90","숙박업","03_11_03_P","5010000","5010000-201-2018-00007","2018-10-08","","01","영업/정상","01","영업","","","","","061 275 9717","313.42","535-911","전라남도 신안군 흑산면 예리 176-108 2,3층","전라남도 신안군 흑산면 예리1길 22, 2,3층","58863","한양모텔","2026-03-04 09:22:59","U","2026-03-06 02:40:00","여관업","57254.6399811436","132911.302869211","여관업","3","0","2","3","0","0","12","0","","","","자가","1","1","N",
"91","숙박업","03_11_03_P","5710000","5730000-201-2012-02004","2012-07-10","","01","영업/정상","01","영업","","","","","","1290.45","361-815","충청북도 청주시 흥덕구 복대동 2857 (1~6층)","충청북도 청주시 흥덕구 짐대로60번길 9-9 (1~6)층 (복대동)","28418","호텔 어게인(HOTEL AGAIn)","2026-03-04 11:36:40","U","2026-03-06 02:40:00","일반호텔","238273.700565808","347856.383913314","일반호텔","0","0","1","6","0","0","0","35","","","","","0","0","N",
"92","숙박업","03_11_03_P","5710000","5735000-214-2025-00001","2025-02-25","","01","영업/정상","01","영업","","","","","","7821.30","363-883","충청북도 청주시 청원구 오창읍 양청리 821-1 엘파크","충청북도 청주시 청원구 오창읍 오창공원로 127, 엘파크 일부호","28120","대길 공인중개사사무소","2026-03-04 11:49:09","U","2026-03-06 02:40:00","숙박업(생활)","238066.903031404","356831.715118424","숙박업(생활)","20","5","2","20","0","0","130","0","","","","","0","0","N",
"93","숙박업","03_11_03_P","4470000","4470000-201-2013-00001","2013-02-12","","01","영업/정상","01","영업","","","","","043 872 5507","1099.84","369-863","충청북도 음성군 원남면 문암리 1051-3","충청북도 음성군 원남면 충청대로 63-6 (10)","27728","로미&줄리","2026-03-04 13:13:09","U","2026-03-06 02:40:00","여관업","254906.789159569","371084.410508297","여관업","2","1","1","2","0","0","0","32","","","","자가","0","0","N",
"94","숙박업","03_11_03_P","3010000","3010000-214-2023-00010","2023-09-27","","01","영업/정상","01","영업","","","","","0220392139","11931.38","100-014","서울특별시 중구 충무로4가 308","서울특별시 중구 충무로2길 9, 3층~14층 (충무로4가)","04556","솔라고호텔","2026-03-04 16:42:05","U","2026-03-06 02:40:00","숙박업(생활)","199367.549270744","451152.070282241","숙박업(생활)","14","5","6","14","0","0","0","459","","","","임대","0","0","N",
"95","숙박업","03_11_03_P","6510000","6510000-214-2013-00007","2013-12-26","","01","영업/정상","01","영업","","","","","064 745 9555","1975.66","690-813","제주특별자치도 제주시 연동 260-25","제주특별자치도 제주시 도령로 102 (연동)","63125","위플스테이","2026-03-04 13:38:48","U","2026-03-06 02:40:00","숙박업(생활)","152413.960029595","-489.380590711003","숙박업(생활)","10","1","2","10","0","0","0","44","","","","","0","0","N",
"96","숙박업","03_11_03_P","4641000","4651000-201-2026-00002","2026-03-05","","01","영업/정상","01","영업","","","","","","0.00","","전북특별자치도 전주시 완산구 남노송동 526-1","전북특별자치도 전주시 완산구 관선1길 25, 2층 201~208호, 3층 301호~308호 (남노송동)","55033","히하호","2026-03-05 14:29:58","I","2026-03-07 00:20:02","관광호텔","213963.612608914","257723.042318055","관광호텔","0","0","0","0","0","0","16","0","","","","","0","0","N",
"97","숙박업","03_11_03_P","3000000","3000000-214-2026-00014","2026-03-03","","01","영업/정상","01","영업","","","","","","91.44","110-808","서울특별시 종로구 돈의동 111","서울특별시 종로구 돈화문로9길 6, 4층 (돈의동)","03139","소담온 종로","2026-03-05 14:54:26","I","2026-03-07 00:20:02","숙박업(생활)","199164.028176924","452193.124898933","숙박업(생활)","0","0","4","4","0","0","0","2","","","","","0","0","N",
"98","숙박업","03_11_03_P","3000000","3000000-214-2026-00013","2026-03-03","","01","영업/정상","01","영업","","","","","","183.48","110-111","서울특별시 종로구 관철동 6-2","서울특별시 종로구 삼일대로 393-1, 4,5층 (관철동)","03190","오아시스 트레블러스 종로","2026-03-05 10:28:45","I","2026-03-07 00:20:02","숙박업(생활)","198819.574269631","451942.979071945","숙박업(생활)","0","0","4","5","0","0","0","9","","","","","0","0","N",
"99","숙박업","03_11_03_P","3210000","3210000-214-2026-00002","2026-03-05","","01","영업/정상","01","영업","","","","","","4056.58","137-876","서울특별시 서초구 서초동 1591-6","서울특별시 서초구 반포대로16길 30 (서초동)","06652","유에이치플랫 더 서초 신관","2026-03-05 15:02:28","I","2026-03-07 00:20:02","숙박업(생활)","201047.631856303","442639.768339294","숙박업(생활)","0","0","0","0","0","0","0","123","","","","","0","0","N",
"100","숙박업","03_11_03_P","4291000","4291000-201-2026-00001","2026-03-05","","01","영업/정상","01","영업","","","","","","534.50","","강원특별자치도 정선군 고한읍 고한리 165-12","강원특별자치도 정선군 고한읍 고토일길 106","26155","발렌타인","2026-03-05 15:45:10","I","2026-03-07 00:20:02","숙박업 기타","363755.897905579","414651.595086154","숙박업 기타","4","1","1","3","0","0","0","21","","","","임대","0","0","N",
"101","숙박업","03_11_03_P","4160000","4160000-214-2026-00006","2026-03-05","","01","영업/정상","01","영업","","","","","","647.93","477-823","경기도 가평군 상면 상동리 94 1~3동, 각 1~2층","경기도 가평군 상면 돌아우길 27, 1~3동, 각 1~2층","12443","토이키즈풀빌라","2026-03-05 15:35:50","I","2026-03-07 00:20:02","숙박업(생활)","228249.231881293","476483.031599996","숙박업(생활)","0","0","1","2","0","0","0","5","","","","","0","0","N",
"102","숙박업","03_11_03_P","5100000","5100000-201-1991-00001","1991-02-24","","03","폐업","02","폐업","2026-03-03","","","","054 3318948","0.00","770-802","경상북도 영천시 금호읍 덕성리 105-10 115-6","경상북도 영천시 금호읍 금호로 76 (115-6)","38881","동혜여관","2026-03-05 13:41:51","U","2026-03-07 02:40:00","여관업","368716.857134636","271641.858818596","여관업","0","0","0","0","0","0","3","12","","","","","0","0","N",
"103","숙박업","03_11_03_P","4600000","4600000-201-1999-00003","1999-12-14","","03","폐업","02","폐업","2026-03-05","","","","041 6412569","46.10","350-902","충청남도 홍성군 광천읍 광천리 203-1","충청남도 홍성군 광천읍 광천로315번길 42-3","32295","문정여관","2026-03-05 13:52:26","U","2026-03-07 02:40:00","여관업","166227.676280427","333485.65316308","여관업","1","0","1","1","0","0","3","7","","","","","0","0","N",
"104","숙박업","03_11_03_P","3940000","3960100-201-2002-00002","2002-06-27","","01","영업/정상","01","영업","","","","","031 9085051","1864.72","410-811","경기도 고양시 일산동구 마두동 799-3 1~9층호","경기도 고양시 일산동구 강석로 147, 1~9층호 (마두동)","10414","호텔 마두","2026-03-05 13:46:58","U","2026-03-07 02:40:00","일반호텔","180323.235492939","461277.750880033","일반호텔","9","1","0","0","0","0","0","49","","","","","0","0","N",
"105","숙박업","03_11_03_P","4540000","4540000-214-2013-00001","2013-08-09","","03","폐업","02","폐업","2026-03-05","","","","041741 0788","498.48","320-833","충청남도 논산시 연무읍 동산리 328-8","충청남도 논산시 연무읍 행정길 24","33010","그린힐스","2026-03-05 13:57:24","U","2026-03-07 02:40:00","숙박업(생활)","210902.787614325","292419.222045902","숙박업(생활)","3","0","1","3","0","0","3","9","","","","임대","0","0","N",
"106","숙박업","03_11_03_P","3060000","3060000-201-1968-00123","1968-07-31","","01","영업/정상","01","영업","","","","","","115.70","131-810","서울특별시 중랑구 망우동 564-4","서울특별시 중랑구 망우로 370 (망우동)","02163","헤이스테이 중랑1","2026-03-05 10:38:49","U","2026-03-07 02:40:00","여관업","208181.171458889","455090.36107644","여관업","0","0","2","2","0","0","10","0","","","","","0","0","N",
"107","숙박업","03_11_03_P","4060000","4060000-201-1980-08003","1980-09-20","","03","폐업","02","폐업","2026-03-05","","","","031 949 1583","214.20","413-800","경기도 파주시 금촌동 44-16","경기도 파주시 아동로 5-10 (금촌동)","10930","소도 스테이","2026-03-05 11:59:26","U","2026-03-07 02:40:00","숙박업 기타","180121.937364038","473563.604212378","숙박업 기타","0","0","0","0","0","0","2","8","","","","","0","0","N",
"108","숙박업","03_11_03_P","4060000","4060000-201-1997-00001","1997-02-10","","01","영업/정상","01","영업","","","","","031 942 0315","1601.94","413-170","경기도 파주시 신촌동 443-11 ,12","경기도 파주시 지목로 19 (신촌동,,12)","10880","유로호텔","2026-03-05 11:28:43","U","2026-03-07 02:40:00","여관업","172884.019867867","469317.058665329","여관업","0","0","0","0","0","0","6","52","","","","","0","0","N",
"109","숙박업","03_11_03_P","3820000","3820000-201-1987-00015","1987-10-29","","01","영업/정상","01","영업","","","","","031 8788778","277.20","480-841","경기도 의정부시 의정부동 133-34","경기도 의정부시 평화로504번길 17-13 (의정부동)","11697","시마 하우스","2026-03-05 13:32:02","U","2026-03-07 02:40:00","여관업","204217.185602088","470564.119067495","여관업","0","0","1","4","0","0","0","22","","","","","0","0","N",
"110","숙박업","03_11_03_P","4060000","4060000-201-2003-00001","2003-01-28","","01","영업/정상","01","영업","","","","","031 949 1583","1980.00","413-800","경기도 파주시 금촌동 45-19 소도호텔","경기도 파주시 원앙길 8-8, 소도호텔 (금촌동)","10930","소도호텔","2026-03-05 11:54:58","U","2026-03-07 02:40:00","일반호텔","180128.543294649","473574.668369063","일반호텔","7","0","1","7","1","0","0","42","","","","","0","0","N",
"111","숙박업","03_11_03_P","4810000","4810000-214-2019-00017","2019-08-07","","01","영업/정상","01","영업","","","","","061 922 2203","1761.32","556-905","전라남도 여수시 돌산읍 평사리 1396-1","전라남도 여수시 돌산읍 몰둠벙길 54","59771","슈가브리움2","2026-03-05 14:24:57","U","2026-03-07 02:40:00","숙박업(생활)","269124.525113448","133647.384062059","숙박업(생활)","3","1","1","3","1","1","0","14","","","","","0","0","N",
"112","숙박업","03_11_03_P","4810000","4810000-214-2019-00018","2019-08-07","","01","영업/정상","01","영업","","","","","061 922 2203","2669.32","556-905","전라남도 여수시 돌산읍 평사리 1396-6","전라남도 여수시 돌산읍 몰둠벙길 60","59771","슈가브리움3","2026-03-05 14:37:04","U","2026-03-07 02:40:00","숙박업(생활)","269114.555566099","133559.777691065","숙박업(생활)","3","1","1","3","1","1","0","17","","","","","0","0","N",
"113","숙박업","03_11_03_P","4810000","4810000-214-2019-00013","2019-07-05","","01","영업/정상","01","영업","","","","","062 922 2203","1233.39","556-905","전라남도 여수시 돌산읍 평사리 1396-4","전라남도 여수시 돌산읍 몰둠벙길 58","59771","슈가브리움","2026-03-05 14:17:38","U","2026-03-07 02:40:00","숙박업(생활)","269090.942785977","133575.654756157","숙박업(생활)","2","1","1","2","1","1","0","10","","","","자가","0","0","N",
"114","숙박업","03_11_03_P","4291000","4291000-201-2020-00002","2020-08-05","","01","영업/정상","01","영업","","","","","033 590 4001","10623.28","","강원특별자치도 정선군 사북읍 사북리 354-32","강원특별자치도 정선군 사북읍 지장천로 583","26152","에어스카이정선","2026-03-05 13:19:59","U","2026-03-07 02:40:00","일반호텔","360781.490352356","415405.208573956","일반호텔","15","5","1","15","1","5","0","215","","","","임대","0","0","N",
"115","숙박업","03_11_03_P","4181000","4181000-201-2022-00008","2022-12-15","","01","영업/정상","01","영업","","","","","033 2530000","2274.15","","강원특별자치도 춘천시 근화동 265-1 더잭슨나인스호텔","강원특별자치도 춘천시 중앙로 193, 더잭슨나인스호텔 (근화동)","24360","잭슨나인스 호텔","2026-03-05 18:31:40","U","2026-03-07 02:40:00","일반호텔","262762.787471616","485918.488669297","일반호텔","15","4","1","15","0","0","2","82","","","","","0","0","N",
"116","숙박업","03_11_03_P","4181000","4181000-201-2020-00001","2020-02-10","","01","영업/정상","01","영업","","","","","033 253 0000","2514.90","","강원특별자치도 춘천시 근화동 265-1 라마다호텔","강원특별자치도 춘천시 중앙로 193, 지하1~지상15층 (근화동)","24360","더 브릭스 호텔 앳 잭슨","2026-03-05 17:33:29","U","2026-03-07 02:40:00","일반호텔","262762.787471616","485918.488669297","일반호텔","15","4","1","15","1","4","0","95","","","","","0","0","N",
"117","숙박업","03_11_03_P","3540000","3540000-201-2002-00432","2002-11-13","","01","영업/정상","01","영업","","","","","032 5181749","","403-819","인천광역시 부평구 부평동 179-38","인천광역시 부평구 광장로30번길 69-3 (부평동)","21404","퍼스트원 스테이 부평점","2026-03-05 12:00:11","U","2026-03-07 02:40:00","여관업","175912.982649483","443190.151898586","여관업","0","0","0","0","0","0","0","30","","","","","0","0","N",
"118","숙박업","03_11_03_P","3540000","3540000-201-2002-00215","1997-03-03","","01","영업/정상","01","영업","","","","","032434 8523","411.93","403-848","인천광역시 부평구 십정동 408-18","인천광역시 부평구 동암광장로4번길 7 (십정동)","21446","호텔민트","2026-03-05 14:22:25","U","2026-03-07 02:40:00","여관업","173561.708369601","440978.176775076","여관업","5","1","1","5","0","0","0","20","","","","","0","0","N",
"119","숙박업","03_11_03_P","4850000","4850000-214-2014-00012","2014-06-25","","01","영업/정상","01","영업","","","","","061 381 2002","177.84","517-803","전라남도 담양군 담양읍 학동리 654-13","전라남도 담양군 담양읍 메타프로방스3길 4-13","57351","담양메타펜션 205동","2026-03-05 10:23:21","U","2026-03-07 02:40:00","숙박업(생활)","200233.468118682","202379.963893696","숙박업(생활)","2","0","1","2","0","0","0","6","","","","임대","","","N",
"120","숙박업","03_11_03_P","4850000","4850000-214-2014-00011","2014-06-25","","01","영업/정상","01","영업","","","","","061 381 2002","311.64","517-803","전라남도 담양군 담양읍 학동리 654-12","전라남도 담양군 담양읍 메타프로방스3길 4-11","57351","담양메타펜션 204동","2026-03-05 10:21:49","U","2026-03-07 02:40:00","숙박업(생활)","200243.508183405","202389.920231608","숙박업(생활)","2","0","1","2","0","0","0","6","","","","임대","","","N",
"121","숙박업","03_11_03_P","4850000","4850000-214-2014-00010","2014-06-25","","01","영업/정상","01","영업","","","","","061 381 2002","357.36","517-803","전라남도 담양군 담양읍 학동리 654-11","전라남도 담양군 담양읍 메타프로방스3길 4-9","57351","담양메타펜션 203동","2026-03-05 10:20:05","U","2026-03-07 02:40:00","숙박업(생활)","200255.663810017","202398.784489151","숙박업(생활)","2","0","1","2","0","0","0","6","","","","임대","","","N",
"122","숙박업","03_11_03_P","4850000","4850000-214-2014-00009","2014-06-25","","01","영업/정상","01","영업","","","","","061 381 2002","357.36","517-803","전라남도 담양군 담양읍 학동리 654-10","전라남도 담양군 담양읍 메타프로방스3길 4-7","57351","담양메타펜션 202동","2026-03-05 10:18:40","U","2026-03-07 02:40:00","숙박업(생활)","200266.880056897","202408.528146769","숙박업(생활)","2","0","1","2","0","0","0","6","","","","임대","","","N",
"123","숙박업","03_11_03_P","4850000","4850000-214-2014-00008","2014-06-25","","01","영업/정상","01","영업","","","","","061 381 2002","311.64","517-803","전라남도 담양군 담양읍 학동리 654-9","전라남도 담양군 담양읍 메타프로방스3길 4-5","57351","담양메타펜션 201동","2026-03-05 10:16:47","U","2026-03-07 02:40:00","숙박업(생활)","200279.731092884","202419.461633845","숙박업(생활)","2","0","1","2","0","0","0","6","","","","임대","","","N",
"124","숙박업","03_11_03_P","4850000","4850000-214-2014-00002","2014-06-25","","01","영업/정상","01","영업","","","","","061 381 2002","293.52","517-803","전라남도 담양군 담양읍 학동리 654-1","전라남도 담양군 담양읍 메타프로방스3길 4-18","57351","담양메타펜션 107동","2026-03-05 10:15:17","U","2026-03-07 02:40:00","숙박업(생활)","200217.722801989","202352.182441099","숙박업(생활)","2","0","1","2","0","0","0","6","","","","임대","","","N",
"125","숙박업","03_11_03_P","4850000","4850000-214-2014-00001","2014-06-25","","01","영업/정상","01","영업","","","","","061 381 2002","293.52","517-803","전라남도 담양군 담양읍 학동리 654-2","전라남도 담양군 담양읍 메타프로방스3길 4-16","57351","담양메타펜션 106동","2026-03-05 10:13:41","U","2026-03-07 02:40:00","숙박업(생활)","200208.469935419","202369.885231838","숙박업(생활)","2","0","1","2","0","0","0","6","","","","임대","","","N",
