"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"56","식품자동판매기업","07_22_10_P","3780000","3810000-112-2026-00008","2026-04-02","","01","영업/정상","01","영업","","","","","","","463-400","경기도 성남시 분당구 삼평동 728 봇들마을6단지아파트 가상가동 1층 105호 일부호","경기도 성남시 분당구 동판교로 212, 가상가동 1층 105호 일부호 (삼평동, 봇들마을6단지아파트)","13491","지에스25 판교봇들마을","2026-04-02 16:48:09","I","2026-04-04 00:20:02","식품자동판매기영업","210396.44570146","433205.912545272","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"57","식품자동판매기업","07_22_10_P","4641000","4651000-112-2026-00005","2026-04-02","","01","영업/정상","01","영업","","","","","","","","전북특별자치도 전주시 완산구 대성동 340-1","전북특별자치도 전주시 완산구 춘향로 5277, 1층 (대성동)","55115","지에스25  전주대성점","2026-04-02 11:03:28","I","2026-04-04 00:20:02","식품자동판매기영업","215384.236829853","255628.438334395","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"58","식품자동판매기업","07_22_10_P","4641000","4651000-112-2026-00006","2026-04-02","","01","영업/정상","01","영업","","","","","","","","전북특별자치도 전주시 완산구 효자동3가 1633-7","전북특별자치도 전주시 완산구 마전중앙로 21, 1층 (효자동3가)","54962","씨유 전북경찰청점","2026-04-02 17:49:53","I","2026-04-04 00:20:02","식품자동판매기영업","209331.138179875","258161.31748579","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"59","식품자동판매기업","07_22_10_P","3670000","3670000-112-2026-00013","2026-04-02","","01","영업/정상","01","영업","","","","","","","305-800","대전광역시 유성구 구암동 95-2 유성복합터미널 지상1층","대전광역시 유성구 유성대로 693, 유성복합터미널 지상1층 (구암동)","34174","지에스25 유성복합터미널","2026-04-02 16:52:21","I","2026-04-04 00:20:02","식품자동판매기영업","229575.151511609","317268.435135125","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"60","식품자동판매기업","07_22_10_P","6520000","6520000-112-2026-00004","2026-04-02","","01","영업/정상","01","영업","","","","","","10.00","697-100","제주특별자치도 서귀포시 서호동 1527 국토교통인재개발원","제주특별자치도 서귀포시 서호남로 19-19, 국토교통인재개발원 2층 (서호동)","63568","주식회사 그린토탈","2026-04-02 13:45:23","I","2026-04-04 00:20:02","식품자동판매기영업","154681.609112547","-26910.2793484912","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"61","식품자동판매기업","07_22_10_P","3990000","3990000-112-2023-00036","2023-07-14","","01","영업/정상","01","영업","","","","","","3.30","","경기도 남양주시 다산동 691-1 1층 일부","경기도 남양주시 가운로4길 2, 1층 일부 (다산동)","12267","GS25 가운 휴먼시아점","2026-04-02 16:13:40","U","2026-04-04 02:40:00","식품자동판매기영업","213973.684738278","455050.753932703","식품자동판매기영업","0","0","","","","0","0","0","0","0","자가","0","0","N","0","","","",
"62","식품자동판매기업","07_22_10_P","4000000","4000000-112-2017-00027","2017-10-16","","01","영업/정상","01","영업","","","","","","0.00","447-804","경기도 오산시 원동 768-14 1층 101호 일부","경기도 오산시 오산로190번길 41, 1층 101호 일부 (원동)","18141","지에스25오산라씨엘점","2026-04-02 15:56:23","U","2026-04-04 02:40:00","식품자동판매기영업","206427.965229454","404714.633023998","식품자동판매기영업","0","0","","","상수도전용","0","0","0","0","0","임대","0","0","N","0","","","",
"63","식품자동판매기업","07_22_10_P","4281000","4281000-112-2021-00008","2021-08-03","","03","폐업","02","폐업","2026-04-01","","","","","","","강원특별자치도 평창군 대관령면 횡계리 108","강원특별자치도 평창군 대관령면 꽃밭양지길 242-22","25341","다올700","2026-04-02 14:18:51","U","2026-04-04 02:40:00","식품자동판매기영업","351488.997533832","467067.037168478","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"64","식품자동판매기업","07_22_10_P","3740000","3760000-112-2017-00003","2017-02-22","","01","영업/정상","01","영업","","","","","05555555400","","441-831","경기도 수원시 권선구 권선동 1191-2 1층 101호","경기도 수원시 권선구 덕영대로1201번길 28, 1층 101호 (권선동, 금강타운)","16584","CU 수원터미널점","2026-04-02 11:26:01","U","2026-04-04 02:40:00","식품자동판매기영업","201964.948602735","416493.392163929","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"65","식품자동판매기업","07_22_10_P","5710000","5735000-112-2026-00002","2026-03-05","","01","영업/정상","01","영업","","","","","","0.60","360-215","충청북도 청주시 청원구 주성동 381","충청북도 청주시 청원구 율량로 118, 1층 102호 (주성동)","28318","24시 카페 만월경 주성점","2026-04-02 09:49:23","U","2026-04-04 02:40:00","식품자동판매기영업","244531.297516626","352390.107059746","식품자동판매기영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","0","","","",
"66","식품자동판매기업","07_22_10_P","4390000","4390000-112-2026-00019","2026-03-26","","01","영업/정상","01","영업","","","","","","","380-921","충청북도 충주시 중앙탑면 탑평리 256-4","충청북도 충주시 중앙탑면 중앙탑길 215-1, 2층","27447","은빛공방&무인카페","2026-04-02 10:33:54","U","2026-04-04 02:40:00","식품자동판매기영업","276359.755605344","392038.397049345","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"67","식품자동판매기업","07_22_10_P","3410000","3410000-112-2026-00004","2026-03-11","","01","영업/정상","01","영업","","","","","053 254 1008","0.00","700-112","대구광역시 중구 태평로2가 0041 힐스테이트 대구역 107동 관리실 2층","대구광역시 중구 태평로28길 13, 107동 2층 (태평로2가, 힐스테이트 대구역)","41917","힐스테이트대구역 입주자대표회의","2026-04-02 17:16:01","U","2026-04-04 02:40:00","식품자동판매기영업","","","식품자동판매기영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","0","","","",
"68","식품자동판매기업","07_22_10_P","3270000","3270000-112-2020-00004","2020-04-02","","03","폐업","02","폐업","2026-04-02","","","","","","601-830","부산광역시 동구 초량동 547-11","부산광역시 동구 초량중로 34, 편의점 내 지상 1층 (초량동)","48818","씨유초량소망점","2026-04-02 11:08:17","U","2026-04-04 02:40:00","식품자동판매기영업","385672.694181936","181444.311576209","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"69","식품자동판매기업","07_22_10_P","3990000","3990000-112-2020-00012","2020-05-26","","03","폐업","02","폐업","2026-04-02","","","","","0.00","472-847","경기도 남양주시 화도읍 차산리 436 주2동 1층","경기도 남양주시 화도읍 재재기로 201, 주2동 1층","12200","이마트24화도차산리점","2026-04-02 14:22:36","U","2026-04-04 02:40:00","식품자동판매기영업","226872.675248398","457150.476663283","식품자동판매기영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","0","","","",
"70","식품자동판매기업","07_22_10_P","3740000","3770000-112-2024-00002","2024-02-16","","01","영업/정상","01","영업","","","","","","3.30","442-023","경기도 수원시 팔달구 팔달로3가 131-31","경기도 수원시 팔달구 향교로137번길 70, 1층 (팔달로3가)","16260","카페124","2026-04-02 11:44:32","U","2026-04-04 02:40:00","식품자동판매기영업","201167.526088691","419215.854717899","식품자동판매기영업","0","0","","","","0","0","0","0","0","자가","0","0","N","3.3","","","",
"71","식품자동판매기업","07_22_10_P","3860000","3871000-112-2018-00090","2018-10-17","","03","폐업","02","폐업","2026-04-02","","","","032 677 5090","","","경기도 부천시 원미구 약대동 175-15 1층","경기도 부천시 원미구 도약로 209-1, 1층 (약대동)","14517","지에스25편의점(부천약대점)","2026-04-02 11:35:24","U","2026-04-04 02:40:00","식품자동판매기영업","179845.573849057","445403.931037102","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"72","식품자동판매기업","07_22_10_P","4020000","4020000-112-2014-00009","2014-09-05","","03","폐업","02","폐업","2026-04-02","","","","","","435-802","경기도 군포시 산본동 1118-6 지에스25산본궁내점","경기도 군포시 수리산로203번안길 10, 1층 (산본동, 지에스25군포궁내점)","15820","지에스25군포궁내점","2026-04-02 13:08:09","U","2026-04-04 02:40:00","식품자동판매기영업","193109.936296636","429410.553538556","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"73","식품자동판매기업","07_22_10_P","3780000","3810000-112-2021-00005","2021-03-16","","01","영업/정상","01","영업","","","","","","","463-839","경기도 성남시 분당구 야탑동 517 탑마을벽산아파트 탑마을상가동 1층 127호","경기도 성남시 분당구 야탑로 124, 탑마을상가동 1층 127호 (야탑동, 탑마을벽산아파트)","13517","지에스25 탑마을벽산아름점","2026-04-02 13:26:18","U","2026-04-04 02:40:00","식품자동판매기영업","211639.531094828","434078.499060508","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"74","식품자동판매기업","07_22_10_P","3940000","3950000-112-2017-00011","2017-03-09","","03","폐업","02","폐업","2026-04-02","","","","031 972 1382","","412-220","경기도 고양시 덕양구 행신동 1062-2 1층","경기도 고양시 덕양구 서정마을2로7번길 11, 1층 (행신동)","10486","지에스25 서정마을1단지점","2026-04-02 16:39:56","U","2026-04-04 02:40:00","식품자동판매기영업","186389.127147153","457642.289260511","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"75","식품자동판매기업","07_22_10_P","5670000","5670123-112-2023-00008","2023-11-07","","01","영업/정상","01","영업","","","","","","3.30","641-836","경상남도 창원시 의창구 소답동 142-33 미도상가아파트 101호","경상남도 창원시 의창구 읍성로117번길 5, 미도상가아파트 101호 (소답동)","51201","에그카페24 소답점","2026-04-02 14:04:55","U","2026-04-04 02:40:00","식품자동판매기영업","348179.896590171","197149.874115895","식품자동판매기영업","0","0","","","상수도전용","0","0","0","0","0","임대","0","0","N","0","","","",
"76","식품자동판매기업","07_22_10_P","5050000","5050000-112-2023-00019","2023-10-16","","03","폐업","02","폐업","2026-04-02","","","","","0.00","780-823","경상북도 경주시 외동읍 구어리 1411-41","경상북도 경주시 외동읍 구어2산단로5길 63, 2층","38205","무인카페","2026-04-02 10:54:49","U","2026-04-04 02:40:00","식품자동판매기영업","408327.871836508","246572.371079982","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"77","식품자동판매기업","07_22_10_P","4771000","4771000-112-2026-00001","2026-04-03","","01","영업/정상","01","영업","","","","","","40.00","","전북특별자치도 순창군 유등면 오교리 551-5","","","커피앤아이스크림","2026-04-03 11:43:43","I","2026-04-05 00:20:22","식품자동판매기영업","217694.579266665","207993.723561629","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","40","","","",
"78","식품자동판매기업","07_22_10_P","4671000","4671000-112-2026-00001","2026-04-03","","01","영업/정상","01","영업","","","","","","0.00","","전북특별자치도 군산시 미룡동 881-2","전북특별자치도 군산시 황룡안길 6, 101호 (미룡동)","54156","프리헷 군산대점","2026-04-03 17:19:51","I","2026-04-05 00:20:22","식품자동판매기영업","171713.429153561","271685.672433009","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"79","식품자동판매기업","07_22_10_P","3240000","3240000-112-2026-00006","2026-04-03","","01","영업/정상","01","영업","","","","","02 4812218","3.00","134-878","서울특별시 강동구 고덕동 317-25 명일동천주교회","서울특별시 강동구 양재대로156길 28, 명일동천주교회 B1층 (고덕동)","05235","성가정노인종합복지관","2026-04-03 15:49:06","I","2026-04-05 00:20:22","식품자동판매기영업","212869.415113466","450432.213908072","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"80","식품자동판매기업","07_22_10_P","4390000","4390000-112-2026-00022","2026-04-03","","01","영업/정상","01","영업","","","","","","3.30","380-950","충청북도 충주시 교현동 389-59","충청북도 충주시 야현8길 2, 가동 1층 (교현동)","27374","지에스25충주동아점","2026-04-03 14:53:18","I","2026-04-05 00:20:22","식품자동판매기영업","283367.898749706","386654.58895124","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"81","식품자동판매기업","07_22_10_P","4390000","4390000-112-2026-00023","2026-04-03","","01","영업/정상","01","영업","","","","","","3.30","380-832","충청북도 충주시 산척면 송강리 1506","충청북도 충주시 산척면 북부로 3016, 1층","27315","세븐일레븐충주산척송강점","2026-04-03 18:06:53","I","2026-04-05 00:20:22","식품자동판매기영업","284503.776370584","397774.459709756","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"82","식품자동판매기업","07_22_10_P","3620000","3620000-112-2026-00004","2026-04-03","","01","영업/정상","01","영업","","","","","","","500-802","광주광역시 북구 동림동 44-35 1층","광주광역시 북구 북문대로247번길 34, 1층 (동림동)","61265","킨크커피광주동림점","2026-04-03 13:35:24","I","2026-04-05 00:20:22","식품자동판매기영업","187582.782821414","187431.375146703","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"83","식품자동판매기업","07_22_10_P","3620000","3620000-112-2026-00005","2026-04-03","","01","영업/정상","01","영업","","","","","","0.00","500-862","광주광역시 북구 유동 109-6 1층","광주광역시 북구 중가로 54, 1층 (유동)","61246","지에스(GS)25유동스타점","2026-04-03 17:23:09","I","2026-04-05 00:20:22","식품자동판매기영업","191357.601885985","184462.8031534","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"84","식품자동판매기업","07_22_10_P","3490000","3490000-112-2026-00009","2026-04-03","","01","영업/정상","01","영업","","","","","","3.30","400-812","인천광역시 중구 운남동 1600-1 메가타워 10층 6~10호 일부","인천광역시 중구 흰바위로 236, 메가타워 10층 6~10호 일부 (운남동)","22376","찐피트니스","2026-04-03 14:32:11","I","2026-04-05 00:20:22","식품자동판매기영업","155872.681608557","442076.120873969","식품자동판매기영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","3.3","","","",
"85","식품자동판매기업","07_22_10_P","5070000","5070000-112-2026-00012","2026-04-03","","01","영업/정상","01","영업","","","","","","0.00","760-250","경상북도 안동시 금곡동 116-38","경상북도 안동시 제비원로 169-2, 1층 (금곡동)","36670","에스앤에스(SNS) 무인분식","2026-04-03 10:20:23","I","2026-04-05 00:20:22","식품자동판매기영업","353900.023976119","342049.095337772","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"86","식품자동판매기업","07_22_10_P","4070000","4070000-112-2026-00007","2026-04-03","","01","영업/정상","01","영업","","","","","","3.30","467-813","경기도 이천시 마장면 목리 산 13-32","경기도 이천시 마장면 중부고속도로 82, 2층","17384","한강 캡슐커피","2026-04-03 17:35:48","I","2026-04-05 00:20:22","식품자동판매기영업","236094.101912691","418052.206218779","식품자동판매기영업","0","0","","","지하수전용","0","0","0","0","0","","0","0","N","0","","","",
"87","식품자동판매기업","07_22_10_P","5350000","5350000-112-2026-00007","2026-04-03","","01","영업/정상","01","영업","","","","","","2.40","621-300","경상남도 김해시 관동동 1051 세영리첼 201동 103호","경상남도 김해시 관동로12번길 12, 201동 103호 (관동동, 세영리첼)","51013","카페1분(Boon)","2026-04-03 14:01:52","I","2026-04-05 00:20:22","식품자동판매기영업","364278.510333735","187816.079990434","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","2.4","","","",
"88","식품자동판매기업","07_22_10_P","3210000","3210000-112-2026-00006","2026-04-03","","01","영업/정상","01","영업","","","","","","12.00","137-843","서울특별시 서초구 방배동 923-6 방배아크로타워 2층 휴게공간","서울특별시 서초구 방배로13길 18 (방배동, 방배아크로타워)","06683","휴게 공간","2026-04-03 16:10:31","I","2026-04-05 00:20:22","식품자동판매기영업","199513.040528302","442328.58100894","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","12","","","",
"89","식품자동판매기업","07_22_10_P","3930000","5560000-112-2026-00008","2026-04-03","","01","영업/정상","01","영업","","","","","","","425-856","경기도 안산시 단원구 초지동 742-1 키즈타워1","경기도 안산시 단원구 원포공원1로 70, 키즈타워1 3층 305일부호 (초지동)","15455","기쁨","2026-04-03 10:26:37","I","2026-04-05 00:20:22","식품자동판매기영업","183120.067370172","422382.013647671","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"90","식품자동판매기업","07_22_10_P","5600000","5600000-112-2026-00002","2026-04-03","","01","영업/정상","01","영업","","","","","","3.30","487-882","경기도 포천시 영중면 성동리 272-12","경기도 포천시 영중면 성장로55번길 1","11127","씨유 포천도깨비점","2026-04-03 13:13:23","I","2026-04-05 00:20:22","식품자동판매기영업","223247.355043233","502586.156331591","식품자동판매기영업","0","0","","","지하수전용","0","0","0","0","0","자가","0","0","N","0","","","",
"91","식품자동판매기업","07_22_10_P","5540000","5540000-112-2026-00008","2026-04-03","","01","영업/정상","01","영업","","","","","","21.59","464-010","경기도 광주시 경안동 447 경기광주역 금호리첸시아","경기도 광주시 경안로41번길 6, C동 1층 130호 (경안동, 경기광주역 금호리첸시아)","12760","리첸카페","2026-04-03 17:06:21","I","2026-04-05 00:20:22","식품자동판매기영업","222618.188936667","434045.266636268","식품자동판매기영업","0","0","","","","0","0","0","0","0","임대","0","0","N","0","","","",
"92","식품자동판매기업","07_22_10_P","4470000","4470000-112-2026-00003","2026-04-03","","01","영업/정상","01","영업","","","","","","2.00","369-703","충청북도 음성군 감곡면 단평리 151-4 강동타운","충청북도 음성군 감곡면 대학길 260, 강동타운 106호","27600","코필(Kofeel) 카페","2026-04-03 16:24:17","I","2026-04-05 00:20:22","식품자동판매기영업","257134.934124202","404820.401236999","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"93","식품자동판매기업","07_22_10_P","3830000","3840000-112-2026-00004","2026-04-03","","01","영업/정상","01","영업","","","","","","0.00","430-857","경기도 안양시 만안구 안양동 196-40","경기도 안양시 만안구 전파로24번길 35-21, 1층 일부호 (안양동)","14086","제이에이치","2026-04-03 16:37:47","I","2026-04-05 00:20:22","식품자동판매기영업","","","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"94","식품자동판매기업","07_22_10_P","4170000","4170000-112-2001-00006","2001-10-15","","01","영업/정상","01","영업","","","","","031 7714714","","476-808","경기도 양평군 양평읍 백안리 343-1","경기도 양평군 양평읍 경강로 2209","12547","(주)훈민","2026-04-03 14:23:49","U","2026-04-05 02:40:00","식품자동판매기영업","246382.885786372","444057.89518013","식품자동판매기영업","0","0","","","간이상수도","0","0","0","0","0","","0","0","N","0","","","",
"95","식품자동판매기업","07_22_10_P","4530000","4530000-112-2026-00007","2026-03-23","","01","영업/정상","01","영업","","","","","","3.30","356-808","충청남도 서산시 예천동 1263-1","충청남도 서산시 호수공원6로 53, 1층 (예천동)","31989","카페 온유한","2026-04-03 10:53:45","U","2026-04-05 02:40:00","식품자동판매기영업","150783.968088733","363697.485973956","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"96","식품자동판매기업","07_22_10_P","5670000","5670140-112-2026-00008","2026-03-24","","01","영업/정상","01","영업","","","","","","1.50","642-831","경상남도 창원시 성산구 상남동 74-3 힐스테이트 창원 센트럴 104호 일부호","경상남도 창원시 성산구 중앙대로 74, 힐스테이트 창원 센트럴 104호 일부호 (상남동)","51504","데이롱카페 창원센트럴점","2026-04-03 13:14:19","U","2026-04-05 02:40:00","식품자동판매기영업","352782.450226249","192618.033277196","식품자동판매기영업","0","0","","","상수도전용","0","0","0","0","0","자가","0","0","N","0","","","",
"97","식품자동판매기업","07_22_10_P","3740000","3760000-112-2026-00007","2026-03-17","","01","영업/정상","01","영업","","","","","","","441-853","경기도 수원시 권선구 서둔동 9-28","경기도 수원시 권선구 서호동로 65, 1층 (서둔동)","16620","우성충전소","2026-04-03 07:51:57","U","2026-04-05 02:40:00","식품자동판매기영업","199520.437658285","418662.840631904","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"98","식품자동판매기업","07_22_10_P","3520000","3520000-112-2020-00004","2020-02-14","","01","영업/정상","01","영업","","","","","","0.00","406-140","인천광역시 연수구 동춘동 0 송도 파크레인 동일하이빌","인천광역시 연수구 능허대로 343, 1002동 지하1층 (동춘동, 송도 파크레인 동일하이빌)","21980","송도파크레인동일하이빌 입주자대표회의","2026-04-03 10:44:09","U","2026-04-05 02:40:00","식품자동판매기영업","","","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"99","식품자동판매기업","07_22_10_P","4070000","4070000-112-2023-00016","2023-05-03","","03","폐업","02","폐업","2026-04-03","","","","031 6450001","6.60","467-814","경기도 이천시 마장면 각평리 319 덕평휴게소","경기도 이천시 마장면 덕이로154번길 287-76, 덕평휴게소 1층","17384","슈가플라워 덕평자연휴게소점","2026-04-03 16:32:40","U","2026-04-05 02:40:00","식품자동판매기영업","234437.684974273","415480.167126828","식품자동판매기영업","0","0","","","","0","0","0","0","0","임대","0","0","N","0","","","",
"100","식품자동판매기업","07_22_10_P","3340000","3340000-112-2023-00003","2023-02-15","","01","영업/정상","01","영업","","","","","","","604-840","부산광역시 사하구 장림동 60-34 장림신도아파트","부산광역시 사하구 두송로 57, 1층 102호 (장림동, 장림신도아파트)","49458","씨유 장림구평점","2026-04-03 13:59:21","U","2026-04-05 02:40:00","식품자동판매기영업","380738.810932293","177360.456526283","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"101","식품자동판매기업","07_22_10_P","3740000","3760000-112-2023-00007","2023-02-17","","01","영업/정상","01","영업","","","","","","2.00","441-838","경기도 수원시 권선구 금곡동 79 삼익3차아파트","경기도 수원시 권선구 서수원로 589, 314동 1층 115호 (금곡동, 삼익3차아파트)","16392","커피에 반하다 수원금곡삼익점","2026-04-03 14:34:06","U","2026-04-05 02:40:00","식품자동판매기영업","195874.133997715","419474.405510355","식품자동판매기영업","0","0","","","","0","0","0","0","0","자가","0","0","N","0","","","",
"102","식품자동판매기업","07_22_10_P","4050000","5620000-112-2023-00004","2023-03-21","","01","영업/정상","01","영업","","","","","","3.30","449-933","경기도 용인시 처인구 역북동 771-1","경기도 용인시 처인구 명지로60번길 33-18, 1층 일부 (역북동)","17056","딩굴카페","2026-04-03 14:03:14","U","2026-04-05 02:40:00","식품자동판매기영업","216515.73391016","414161.996707012","식품자동판매기영업","0","0","","","상수도전용","0","0","0","0","0","자가","0","0","N","0","","","",
"103","식품자동판매기업","07_22_10_P","3740000","3750000-112-2022-00018","2022-09-20","","01","영업/정상","01","영업","","","","","","3.00","440-829","경기도 수원시 장안구 율전동 551 해바라기음악학원","경기도 수원시 장안구 상률로12번길 70-15, 1층 102호 (율전동)","16356","카페인24 수원율전점","2026-04-03 11:14:14","U","2026-04-05 02:40:00","식품자동판매기영업","197156.522969509","422564.69897509","식품자동판매기영업","0","0","","","상수도전용","0","0","0","0","0","자가","0","0","N","0","","","",
"104","식품자동판매기업","07_22_10_P","3990000","3990000-112-2022-00015","2022-04-28","","03","폐업","02","폐업","2026-04-03","","","","","3.30","472-905","경기도 남양주시 와부읍 월문리 산 319-1 충호회관 1층일부","경기도 남양주시 와부읍 석실로260번길 74-17, 충호회관 1층일부","12203","커피에 반하다 충호회관점","2026-04-03 13:43:29","U","2026-04-05 02:40:00","식품자동판매기영업","219722.854238432","455647.743768873","식품자동판매기영업","0","0","","","상수도전용","0","0","0","0","0","자가","0","0","N","0","","","",
"105","식품자동판매기업","07_22_10_P","3830000","3840000-112-2023-00026","2023-10-25","","01","영업/정상","01","영업","","","","","","","430-824","경기도 안양시 만안구 안양동 505-16 보성팰리스21차","경기도 안양시 만안구 안양로139번길 7, 보성팰리스21차 1층 일부호 (안양동)","14092","카페브루몽 만안구청점","2026-04-03 11:15:47","U","2026-04-05 02:40:00","식품자동판매기영업","","","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
