"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","휴게실면적","사무실면적","탈의실면적","회원모집총인원","세부업종명","법인명",
"64","체력단련장업","10_42_01_P","3090000","CDFH3301062024000002","2024-05-09","","01","영업/정상","13","영업중","","","","","","494.48","","서울특별시 도봉구 창동 581-69","서울특별시 도봉구 덕릉로 249, 2층 (창동)","01470","주식회사 바디크러쉬","2026-03-05 16:22:52","U","2026-03-07 02:40:00","","203369.946577921","459738.270028612","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"65","체력단련장업","10_42_01_P","4010000","CDFH3301062020000008","2020-06-11","","01","영업/정상","13","영업중","","","","","","49.51","","경기도 시흥시 배곧동 191 시흥배곧 C1 호반 써밋플레이스","경기도 시흥시 서울대학로278번길 19-13, 107동 a-250호 (배곧동, 시흥배곧 C1 호반 써밋플레이스)","15011","두두 스튜디오:PT","2026-03-05 09:14:50","U","2026-03-07 02:40:00","","175778.500048456","429887.847826116","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"66","체력단련장업","10_42_01_P","4040000","CDFH3301062021000020","2021-11-12","","01","영업/정상","13","영업중","","","","","","88.92","","경기도 하남시 덕풍동 321-2 신정프라자","경기도 하남시 하남대로 843, 신정프라자 203호 (덕풍동)","12967","올타임짐","2026-03-05 10:47:38","U","2026-03-07 02:40:00","","218010.31939636","448936.753466262","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"67","체력단련장업","10_42_01_P","3600000","CDFH3301062023000002","2023-03-17","","01","영업/정상","13","영업중","","","","","","311.5","","광주광역시 서구 농성동 645-5","광주광역시 서구 상무대로 1146, 2,3층 (농성동)","61927","메가짐 헬스&PT 농성점","2026-03-05 15:24:00","U","2026-03-07 02:40:00","","189626.488951064","183794.068379246","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"68","체력단련장업","10_42_01_P","3740000","CDFH3301062004000010","2004-05-03","","01","영업/정상","13","영업중","","","","","242-3309","287","442-819","경기도 수원시 팔달구 우만동 526-12","경기도 수원시 팔달구 팔달문로139번길 11-4 (우만동)","","우만헬스클럽","2026-03-05 10:56:21","U","2026-03-07 02:40:00","","202655.375700442","420142.44129113","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"69","체력단련장업","10_42_01_P","4520000","CDFH3301062026000003","2026-02-24","","01","영업/정상","13","영업중","","","","","","786","","충청남도 아산시 탕정면 매곡리 1387 한들물빛도시지웰시티센트럴푸르지오3단지","충청남도 아산시 탕정면 한들물빛5로 36, 한들물빛도시지웰시티센트럴푸르지오3단지 I동 208호 (한들물빛도시지웰시티센트럴푸르지오3단지)","31465","더 프라이빗 PT(탕정점)","2026-03-05 14:19:37","U","2026-03-07 02:40:00","","207750.157242468","365053.194781824","체력단련장업","사립","","1","0","2146.7","0","0","0","0","","",
"70","체력단련장업","10_42_01_P","3360000","CDFH3301062016000003","2016-07-22","","01","영업/정상","13","영업중","","","","","051-973-4533","466","","","부산광역시 강서구 신호산단2로 33, 7층 (신호동, 골든뷰)","46759","404 더베이직헬스 신호","2026-03-05 08:20:53","U","2026-03-07 02:40:00","","371181.352546202","177935.959531868","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"71","체력단련장업","10_42_01_P","3550000","CDFH3301062022000005","2022-07-14","","01","영업/정상","13","영업중","","","","","032-544-0110","19.17","","인천광역시 계양구 계산동 304-2","인천광역시 계양구 계산로 148, 6층 (계산동)","21083","아레아 필라테스 계산점","2026-03-05 17:22:07","U","2026-03-07 02:40:00","","175945.40540431","448333.556543872","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"72","체력단련장업","10_42_01_P","3200000","CDFH3301062018000003","2018-06-18","","01","영업/정상","13","영업중","","","","","02-6101-9945","75.68","","서울특별시 관악구 봉천동 972-32 4층","서울특별시 관악구 봉천로 217-1, 4층 (봉천동)","08708","파인필드","2026-03-05 09:19:53","U","2026-03-07 02:40:00","","193383.601607012","443109.84937523","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"73","체력단련장업","10_42_01_P","3700000","CDFH3301062020000006","2020-12-03","","03","폐업","03","폐업","2026-03-05","","","","","328.49","","울산광역시 남구 달동 1329-7","울산광역시 남구 돋질로 248, 2층 (달동)","44703","라스트핏","2026-03-05 16:57:05","U","2026-03-07 02:40:00","","411432.43605036","229542.357085792","체력단련장업","사립","","1","0","2000","0","0","0","0","","",
"74","체력단련장업","10_42_01_P","4010000","CDFH3301062023000019","2023-10-20","","01","영업/정상","13","영업중","","","","","","296.87","","경기도 시흥시 배곧동 194-1 센터프라자","경기도 시흥시 배곧3로 80, 센터프라자 306,604호 (배곧동)","15011","라이프원오원헬스피티","2026-03-05 09:15:45","U","2026-03-07 02:40:00","","175930.289005003","429864.612794522","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"75","체력단련장업","10_42_01_P","4910000","CDFH3301062023000001","2023-09-25","","01","영업/정상","13","영업중","","","","","","","","전라남도 장흥군 장흥읍 건산리 406-13","전라남도 장흥군 장흥읍 중앙로1길 20","59324","건강해 GYM","2026-03-05 10:31:21","U","2026-03-07 02:40:00","","191744.381479944","131048.294731438","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"76","체력단련장업","10_42_01_P","3820000","CDFH3301062025000002","2025-02-03","","01","영업/정상","13","영업중","","","","","","206.52","","경기도 의정부시 민락동 744-10 거창프라자 202호","경기도 의정부시 승지로4번길 10, 거창프라자 202호 (민락동)","11810","올인한형제들","2026-03-05 09:18:49","U","2026-03-07 02:40:00","","207803.738932247","470670.670512402","체력단련장업","사립","","1","0","1675.58","0","0","0","0","","",
