번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),문화체육업종명,공사립구분명,보험가입여부코드,지도자수,건축물동수,건축물연면적,회원모집총인원,세부업종명,법인명,Unnamed: 37,record_key
453,체육도장업,10_41_01_P,3520000,CDFH3301022025000002,2025-03-13,,1,영업/정상,13,영업중,,,,,032-207-5335,,,인천광역시 연수구 송도동 30-1 디에트르 송도 시그니처뷰,"인천광역시 연수구 인천타워대로 393, 상가 제304동 202,203호 (송도동, 디에트르 송도 시그니처뷰)",22007,제이엘 태권도장,2026-02-26 13:52:24,U,2026-02-28 02:40:00,태권도,166896.690212499,433577.699550435,체육도장업,사립,,0.0,0.0,0.0,0.0,,,,제이엘태권도장_인천광역시연수구송도동30-1디에트르송도시그니처뷰
454,체육도장업,10_41_01_P,5680000,CDFH3301022025000002,2025-03-11,,1,영업/정상,13,영업중,,,,,041-356-6178,,,충청남도 당진시 원당동 1190,"충청남도 당진시 밤절로 42-47, 1층 (원당동)",31771,유레카 태권도장,2026-02-26 16:50:04,U,2026-02-28 02:40:00,태권도,167895.047287566,377819.349320008,체육도장업,사립,,0.0,0.0,398.93,0.0,,,,유레카태권도장_충청남도당진시원당동1190
346,체육도장업,10_41_01_P,5240000,CDFH3301022025000001,2025-02-28,,1,영업/정상,13,영업중,,,,,,,,경상북도 봉화군 춘양면 의양리 366-21 춘양태백새마을금고,"경상북도 봉화군 춘양면 의양로 37, 춘양태백새마을금고 1층",36216,계명대 화랑태권도장,2026-02-19 11:37:07,U,2026-02-21 02:40:00,태권도,370460.427279368,383545.52851802,체육도장업,사립,,1.0,1.0,289.77,25.0,,,,계명대화랑태권도장_경상북도봉화군춘양면의양리366-21춘양태백새마을금고
295,체육도장업,10_41_01_P,5710000,CDFH3301022025000006,2025-02-20,,1,영업/정상,13,영업중,,,,,043-287-0719,,,충청북도 청주시 상당구 용암동 3282,"충청북도 청주시 상당구 동남로147번길 11, 1층 (용암동)",28809,늘품태권도 2관,2026-02-13 09:53:53,U,2026-02-15 02:40:00,태권도,246436.941227061,345252.288399277,체육도장업,사립,,0.0,0.0,0.0,0.0,,,,늘품태권도2관_충청북도청주시상당구용암동3282
74,체육도장업,10_41_01_P,5680000,CDFH3301022025000001,2025-02-03,,1,영업/정상,13,영업중,,,,,,,,충청남도 당진시 읍내동 1451 당진1차푸르지오 120동 136호,"충청남도 당진시 북문로 15, 120동 1층 136호 (읍내동, 당진1차푸르지오)",31768,MTA 늘푸른 태권도,2026-02-03 11:38:44,U,2026-02-06 02:40:00,태권도,166580.333308245,377570.060432236,체육도장업,사립,,0.0,0.0,6049.0,0.0,,,,MTA늘푸른태권도_충청남도당진시읍내동1451당진1차푸르지오120동136호
164,체육도장업,10_41_01_P,3660000,CDFH3301022025000001,2025-01-23,,1,영업/정상,13,영업중,,,,,,,,대전광역시 서구 도마동 145-11 7층,"대전광역시 서구 도산로 69, 7층 (도마동)",35335,용인대 이레 태권도,2026-02-10 10:20:09,U,2026-02-12 02:40:00,태권도,233971.826543976,312713.292249044,체육도장업,사립,,2.0,0.0,1853.74,0.0,,,,용인대이레태권도_대전광역시서구도마동145-117층
389,체육도장업,10_41_01_P,3070000,CDFH3301022024000007,2024-12-19,,1,영업/정상,13,영업중,,,,,,,,서울특별시 성북구 동선동1가 121-3 4층,"서울특별시 성북구 동소문로20가길 46, 4층 (동선동1가)",02845,성신여대주짓수 킥복싱 레슬링,2026-02-23 09:17:52,U,2026-02-25 02:40:00,레슬링,201592.116960967,454568.492198262,체육도장업,사립,,1.0,0.0,0.0,0.0,,,,성신여대주짓수킥복싱레슬링_서울특별시성북구동선동1가121-34층
230,체육도장업,10_41_01_P,3220000,CDFH3301022024000012,2024-10-31,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 대치동 1014-3 대치삼성아파트,"서울특별시 강남구 도곡로78길 22, B101호 (대치동, 대치삼성아파트)",06279,강남합기도&주짓수 대치점,2026-02-13 14:17:25,U,2026-02-15 02:40:00,합기도,205094.767457192,443799.376267866,체육도장업,사립,,0.0,0.0,98.72,0.0,,,,강남합기도&주짓수대치점_서울특별시강남구대치동1014-3대치삼성아파트
335,체육도장업,10_41_01_P,5530000,CDFH3301022024000015,2024-08-22,,1,영업/정상,13,영업중,,,,,,,,경기도 화성시 동탄구 신동  561-1 힐스테이트 동탄포레 상가동동 102호,"경기도 화성시 동탄구 동탄신리천로4길 47, 상가동동 1층 102~104호 (신동, 힐스테이트 동탄포레)",18495,용인대 다올 태권도장,2026-02-19 10:29:43,U,2026-02-21 02:40:00,태권도,211972.55862379,408153.44114525,체육도장업,사립,,1.0,1.0,2009.5,30.0,,,,용인대다올태권도장_경기도화성시동탄구신동561-1힐스테이트동탄포레상가동동102호
127,체육도장업,10_41_01_P,3830000,CDFH3301022024000005,2024-07-17,,1,영업/정상,13,영업중,,,,,,,,경기도 안양시 동안구 비산동 325-1 평촌엘프라우드 2단지 상가1층 205호,"경기도 안양시 동안구 운곡로 60, 상가2동 1층 205호 (비산동, 평촌엘프라우드)",13921,백석대 국가대표 퍼스트 태권도장,2026-02-09 19:14:56,U,2026-02-11 02:40:00,태권도,,,체육도장업,사립,,1.0,0.0,0.0,0.0,,,,백석대국가대표퍼스트태권도장_경기도안양시동안구비산동325-1평촌엘프라우드2단지상가1층205호
60,체육도장업,10_41_01_P,5310000,CDFH3301022024000007,2024-07-15,,3,폐업,3,폐업,2026-02-04,,,,,,,경상남도 진주시 신안동 447-1,"경상남도 진주시 진양호로 348, 3층 (신안동)",52696,복싱라이프 교대점,2026-02-04 15:47:49,U,2026-02-06 02:40:00,권투,297227.246573227,187661.543678098,체육도장업,사립,,0.0,0.0,0.0,0.0,,,,복싱라이프교대점_경상남도진주시신안동447-1
360,체육도장업,10_41_01_P,3100000,CDFH3301022024000002,2024-07-05,,1,영업/정상,13,영업중,,,,,,,,서울특별시 노원구 상계동 640 동서기업빌딩,"서울특별시 노원구 한글비석로 470, 동서기업빌딩 4층 (상계동)",01671,포커스 복싱짐,2026-02-20 10:11:12,U,2026-02-22 02:40:00,권투,205752.672570015,462482.759040328,체육도장업,사립,,0.0,0.0,0.0,0.0,,,,포커스복싱짐_서울특별시노원구상계동640동서기업빌딩
445,체육도장업,10_41_01_P,3120000,CDFH3301022024000003,2024-06-11,,1,영업/정상,13,영업중,,,,,,,,서울특별시 서대문구 남가좌동 102-28,"서울특별시 서대문구 수색로2길 6, 3층 (남가좌동)",03712,가좌복싱,2026-02-26 08:57:10,U,2026-02-28 02:40:00,권투,192537.327821021,451870.070948229,체육도장업,사립,,1.0,0.0,582.37,0.0,,,,가좌복싱_서울특별시서대문구남가좌동102-28
361,체육도장업,10_41_01_P,3490000,CDFH3301022024000005,2024-06-11,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 인현동 27-3 맥도날드,"인천광역시 중구 우현로 85-1, 맥도날드 2,3층 (인현동)",22316,Like Fit,2026-02-20 10:06:29,U,2026-02-22 02:40:00,권투,167242.230213962,441446.611077587,체육도장업,사립,,1.0,0.0,0.0,0.0,,,,LikeFit_인천광역시중구인현동27-3맥도날드
131,체육도장업,10_41_01_P,3830000,CDFH3301022024000004,2024-04-19,,1,영업/정상,13,영업중,,,,,,,,경기도 안양시 만안구 안양동 512-25,"경기도 안양시 만안구 만안로 67, 2층 (안양동)",14034,안양권투체육관,2026-02-09 15:05:35,U,2026-02-11 02:40:00,권투,,,체육도장업,사립,,0.0,0.0,0.0,0.0,,,,안양권투체육관_경기도안양시만안구안양동512-25
363,체육도장업,10_41_01_P,3940000,CDFH3301022024000010,2024-04-18,,1,영업/정상,13,영업중,,,,,,,,"경기도 고양시 일산동구 장항동 895 현대프리젠트,5층 515~520호","경기도 고양시 일산동구 중앙로 1171, 현대프리젠트 5층 515~520호 (장항동)",10414,일산 BOX-1 복싱 마두,2026-02-20 13:19:41,U,2026-02-22 02:40:00,권투,180301.698161064,461028.179194405,체육도장업,사립,,1.0,0.0,0.0,0.0,,,,"일산BOX-1복싱마두_경기도고양시일산동구장항동895현대프리젠트,5층515~520호"
64,체육도장업,10_41_01_P,5540000,CDFH3301022024000001,2024-02-02,,1,영업/정상,13,영업중,,,,,,,,경기도 광주시 송정동 634-3,"경기도 광주시 송정5길 6, 3층 (송정동)",12739,용인대미르태권도장,2026-02-04 09:04:17,U,2026-02-06 02:40:00,태권도,222607.277006326,435758.832291309,체육도장업,사립,,0.0,0.0,0.0,0.0,,,,용인대미르태권도장_경기도광주시송정동634-3
414,체육도장업,10_41_01_P,3530000,CDFH3301022023000010,2023-12-27,,1,영업/정상,13,영업중,,,,,032-467-2200,,,인천광역시 남동구 구월동 1214-21 에이스프라자,"인천광역시 남동구 독점로30번길 1, 에이스프라자 3층 (구월동)",21564,구월동 건주짓수,2026-02-24 17:15:59,U,2026-02-26 02:40:00,레슬링,174371.112136746,438958.276127752,체육도장업,사립,,1.0,0.0,0.0,0.0,,,,구월동건주짓수_인천광역시남동구구월동1214-21에이스프라자
373,체육도장업,10_41_01_P,3550000,CDFH3301022023000004,2023-12-21,,1,영업/정상,13,영업중,,,,,,,,인천광역시 계양구 효성동 283-1,"인천광역시 계양구 봉오대로 605, 3층 (효성동)",21096,정점국가대표탑태권도장,2026-02-20 16:06:06,U,2026-02-22 02:40:00,태권도,174822.573341947,447655.659932006,체육도장업,사립,,1.0,0.0,0.0,0.0,,,,정점국가대표탑태권도장_인천광역시계양구효성동283-1
140,체육도장업,10_41_01_P,3830000,CDFH3301022023000015,2023-12-18,,1,영업/정상,13,영업중,,,,,,,,경기도 안양시 만안구 박달동 23-5,"경기도 안양시 만안구 양화로 150, 4층 (박달동)",13986,유양래멀티짐,2026-02-09 14:39:02,U,2026-02-11 02:40:00,권투,,,체육도장업,사립,,1.0,0.0,0.0,0.0,,,,유양래멀티짐_경기도안양시만안구박달동23-5
387,체육도장업,10_41_01_P,3940000,CDFH3301022023000023,2023-12-12,,1,영업/정상,13,영업중,,,,,,,,경기도 고양시 덕양구 향동동 526 향동 봄 빌딩,"경기도 고양시 덕양구 향기로 115, 향동 봄 빌딩 408,409,410호 (향동동)",10546,모던복싱클럽 향동,2026-02-23 16:38:05,U,2026-02-25 02:40:00,권투,190539.271856225,455312.588742423,체육도장업,사립,,1.0,0.0,0.0,0.0,,,,모던복싱클럽향동_경기도고양시덕양구향동동526향동봄빌딩
39,체육도장업,10_41_01_P,3590000,CDFH3301022023000003,2023-11-28,,1,영업/정상,13,영업중,,,,,,,,광주광역시 동구 용산동 747 무등산골드클래스2차,"광주광역시 동구 남문로 589, 403동 201호 (용산동, 무등산골드클래스2차)",61499,금메달태권도,2026-01-30 09:53:34,U,2026-02-04 11:04:37,태권도,193684.914452541,180524.10594656,체육도장업,사립,,1.0,0.0,150.0,0.0,,,,금메달태권도_광주광역시동구용산동747무등산골드클래스2차
114,체육도장업,10_41_01_P,3780000,CDFH3301022023000020,2023-11-06,,3,폐업,3,폐업,2026-02-06,,,,,,,경기도 성남시 수정구 신흥동 173 우찬셀레스빌,"경기도 성남시 수정구 수정로 316, 3층 310,311,312호 (신흥동, 우찬셀레스빌)",13261,무결태권도장,2026-02-06 11:14:30,U,2026-02-08 02:40:00,태권도,213141.897152495,438824.191812254,체육도장업,사립,,0.0,0.0,21889.72,0.0,,,,무결태권도장_경기도성남시수정구신흥동173우찬셀레스빌
221,체육도장업,10_41_01_P,3910000,CDFH3301022023000012,2023-09-26,,1,영업/정상,13,영업중,,,,,,,,경기도 평택시 안중읍 현화리 301,"경기도 평택시 안중읍 안현로서3길 91, 3층",17932,JH안중유도관,2026-02-12 16:47:08,U,2026-02-14 02:40:00,유도,192930.53544735,387321.388077925,체육도장업,사립,,0.0,0.0,0.0,0.0,,,,JH안중유도관_경기도평택시안중읍현화리301
102,체육도장업,10_41_01_P,3660000,CDFH3301022023000005,2023-09-05,,1,영업/정상,13,영업중,,,,,042-545-7986,,,대전광역시 서구 관저동 1413 4층 402호,"대전광역시 서구 관저동로 84, 4층 402호 (관저동)",35379,관저이영노검도관,2026-02-06 17:01:01,U,2026-02-08 02:40:00,검도,230559.219885984,311035.321644791,체육도장업,사립,,1.0,0.0,2663.86,0.0,,,,관저이영노검도관_대전광역시서구관저동14134층402호
225,체육도장업,10_41_01_P,5710000,CDFH3301022023000017,2023-08-22,,1,영업/정상,13,영업중,,,,,,,,충청북도 청주시 흥덕구 봉명동 2476 3층,"충청북도 청주시 흥덕구 덕암로 45, 3층 (봉명동)",28461,드림오브유도 청주유도관,2026-02-13 10:17:40,U,2026-02-15 02:40:00,유도,240985.675065902,350318.889223706,체육도장업,사립,,1.0,0.0,0.0,0.0,,,,드림오브유도청주유도관_충청북도청주시흥덕구봉명동24763층
423,체육도장업,10_41_01_P,4490000,CDFH3301022023000008,2023-07-21,,1,영업/정상,13,영업중,,,,,0415726720,,,충청남도 천안시 동남구 신방동 1942,"충청남도 천안시 동남구 통정9로 66, 201호 (신방동)",31207,경희대한얼태권도,2026-02-25 09:03:14,U,2026-02-27 02:40:00,태권도,211712.398128139,363282.241147043,체육도장업,사립,,1.0,0.0,0.0,0.0,,,,경희대한얼태권도_충청남도천안시동남구신방동1942
171,체육도장업,10_41_01_P,3990000,CDFH3301022023000016,2023-07-19,,3,폐업,3,폐업,2024-12-27,,,,,,,경기도 남양주시 평내동 561 평내마을 우남퍼스트빌,"경기도 남양주시 평내로 40, 평내마을 우남퍼스트빌 3층 (평내동)",12229,용인대 평내 태권도장,2026-02-11 10:48:27,U,2026-02-13 02:40:00,태권도,220373.114234395,459948.444232451,체육도장업,사립,,1.0,0.0,0.0,0.0,,,,용인대평내태권도장_경기도남양주시평내동561평내마을우남퍼스트빌
154,체육도장업,10_41_01_P,3610000,CDFH3301022023000001,2023-06-12,,1,영업/정상,13,영업중,,,,,,,,광주광역시 남구 행암동 575,"광주광역시 남구 효우2로26번길 12, GS타워 2층 (행암동)",61765,최진우 유도,2026-02-10 08:53:31,U,2026-02-12 02:40:00,유도,189807.490198364,178217.894295054,체육도장업,사립,,1.0,0.0,700.1,0.0,,,,최진우유도_광주광역시남구행암동575
286,체육도장업,10_41_01_P,3100000,CDFH3301022023000007,2023-06-09,,3,폐업,3,폐업,2026-02-13,,,,,,,서울특별시 노원구 중계동 58-64 득림빌딩,"서울특별시 노원구 중계로 120, 득림빌딩 4층 (중계동)",01726,국가태권도,2026-02-13 12:39:29,U,2026-02-15 02:40:00,태권도,207149.521057387,460442.251691919,체육도장업,사립,,0.0,0.0,0.0,0.0,,,,국가태권도_서울특별시노원구중계동58-64득림빌딩
431,체육도장업,10_41_01_P,4070000,CDFH3301022023000002,2023-05-25,,1,영업/정상,13,영업중,,,,,,,,경기도 이천시 창전동 162-8 5층,"경기도 이천시 영창로 202-6, 5층 (창전동)",17369,하이브 트레이닝,2026-02-25 16:07:22,U,2026-02-27 02:40:00,권투,239362.853947721,419961.108759263,체육도장업,사립,,1.0,0.0,1569.48,0.0,,,,하이브트레이닝_경기도이천시창전동162-85층
405,체육도장업,10_41_01_P,3860000,CDFH3301022023000005,2023-04-28,,1,영업/정상,13,영업중,,,,,,,,경기도 부천시 소사구 옥길동 765-1 아이온타워,"경기도 부천시 소사구 옥길로 14, 아이온타워 202호 (옥길동)",14786,국가대표 TS 태권도장,2026-02-24 11:12:14,U,2026-02-26 02:40:00,태권도,183532.792740329,439861.284939512,체육도장업,사립,,1.0,0.0,0.0,0.0,,,,국가대표TS태권도장_경기도부천시소사구옥길동765-1아이온타워
429,체육도장업,10_41_01_P,4040000,CDFH3301022023000003,2023-04-18,,1,영업/정상,13,영업중,,,,,02-476-8666,,,경기도 하남시 감이동 514-1 월드퍼스티,"경기도 하남시 감일백제로 161, 월드퍼스티 501호 (감이동)",13003,강남체육관,2026-02-25 14:35:11,U,2026-02-27 02:40:00,태권도,213695.494822626,444992.559855895,체육도장업,사립,,1.0,0.0,0.0,0.0,,,,강남체육관_경기도하남시감이동514-1월드퍼스티
428,체육도장업,10_41_01_P,3940000,CDFH3301022023000012,2023-04-17,,1,영업/정상,13,영업중,,,,,031-913-0301,,,경기도 고양시 일산서구 일산동 1059-1,"경기도 고양시 일산서구 일산로 579, 지하1층 02호, 03호 (일산동)",10375,후곡유도관,2026-02-25 10:58:46,U,2026-02-27 02:40:00,유도,179108.895,464099.845,체육도장업,사립,,2.0,0.0,0.0,0.0,,,,후곡유도관_경기도고양시일산서구일산동1059-1
158,체육도장업,10_41_01_P,3130000,CDFH3301022023000001,2023-03-14,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 상암동 34-46,"서울특별시 마포구 월드컵북로 336, 지1층 (상암동)",03930,티에이치용인대상암유도관,2026-02-10 11:41:20,U,2026-02-12 02:40:00,유도,190625.002537437,452644.181543234,체육도장업,사립,,1.0,0.0,0.0,0.0,,,,티에이치용인대상암유도관_서울특별시마포구상암동34-46
381,체육도장업,10_41_01_P,3740000,CDFH3301022023000009,2023-03-08,,1,영업/정상,13,영업중,,,,,,,,경기도 수원시 영통구 신동 938-3,"경기도 수원시 영통구 권선로908번길 63, 3층 302호 (신동)",16682,신동 유도관,2026-02-23 16:58:22,U,2026-02-25 02:40:00,유도,203847.666424278,416020.160430154,체육도장업,사립,,1.0,0.0,796.59,0.0,,,,신동유도관_경기도수원시영통구신동938-3
180,체육도장업,10_41_01_P,3150000,CDFH3301022023000004,2023-03-02,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강서구 마곡동 1253 용빌딩,"서울특별시 강서구 양천로26길 26, 용빌딩 2층 202호 (마곡동)",07592,브로스 유도관,2026-02-11 09:21:47,U,2026-02-13 02:40:00,유도,183896.836821802,452280.508576154,체육도장업,사립,,0.0,0.0,1327.0,0.0,,,,브로스유도관_서울특별시강서구마곡동1253용빌딩
407,체육도장업,10_41_01_P,3540000,CDFH3301022023000002,2023-02-22,,1,영업/정상,13,영업중,,,,,,,,인천광역시 부평구 산곡동 251-1 신일빌딩,"인천광역시 부평구 마장로 250, 신일빌딩 3층 (산곡동)",21376,칸유도관,2026-02-24 09:02:26,U,2026-02-26 02:40:00,유도,173671.556742241,444266.509797404,체육도장업,사립,,0.0,0.0,3199.19,0.0,,,,칸유도관_인천광역시부평구산곡동251-1신일빌딩
182,체육도장업,10_41_01_P,5310000,CDFH3301022023000001,2023-01-25,,3,폐업,3,폐업,2026-02-11,,,,,,,경상남도 진주시 금산면 중천리 374,"경상남도 진주시 금산면 금산순환로11번길 33, 1층",52629,더슬림,2026-02-11 11:44:42,U,2026-02-13 02:40:00,우슈,304045.844165106,191413.590149805,체육도장업,사립,,0.0,0.0,0.0,0.0,,,,더슬림_경상남도진주시금산면중천리374
209,체육도장업,10_41_01_P,3670000,CDFH3301022023000001,2023-01-17,,1,영업/정상,13,영업중,,,,,,,,대전광역시 유성구 둔곡동 431 우미린,"대전광역시 유성구 과학성장로 80, 근린생활시설 2동 201호 (둔곡동, 우미린)",34002,둔곡 소나무향기태권도,2026-02-12 09:21:11,U,2026-02-14 02:40:00,태권도,232680.496938269,328237.690121057,체육도장업,사립,,1.0,0.0,0.0,0.0,,,,둔곡소나무향기태권도_대전광역시유성구둔곡동431우미린
449,체육도장업,10_41_01_P,5380000,CDFH3301022023000001,2023-01-13,,1,영업/정상,13,영업중,,,,,,,,경상남도 양산시 동면 석산리 1455-9,"경상남도 양산시 동면 금오14길 15, 2층",50650,새빛검도관,2026-02-26 10:45:32,U,2026-02-28 02:40:00,검도,384259.92978198,203776.314464476,체육도장업,사립,,1.0,0.0,880.48,0.0,,,,새빛검도관_경상남도양산시동면석산리1455-9
410,체육도장업,10_41_01_P,3990000,CDFH3301022022000013,2022-12-21,,1,영업/정상,13,영업중,,,,,,,,경기도 남양주시 다산동 6216-2 다산지금지구 근생8-3,"경기도 남양주시 다산지금로 131, 다산지금지구 근생8-3 405호 (다산동)",12284,어게인주짓수 다산 MMA태권도,2026-02-24 16:10:11,U,2026-02-26 02:40:00,태권도,215330.55462167,455442.644135124,체육도장업,사립,,0.0,0.0,0.0,0.0,,,,어게인주짓수다산MMA태권도_경기도남양주시다산동6216-2다산지금지구근생8-3
383,체육도장업,10_41_01_P,3780000,CDFH3301022022000008,2022-12-01,,1,영업/정상,13,영업중,,,,,,,,경기도 성남시 중원구 상대원동 669 성원빌딩,"경기도 성남시 중원구 금상로 98, 성원빌딩 5층 (상대원동)",13234,퍼스트태권도장,2026-02-23 16:10:34,U,2026-02-25 02:40:00,태권도,214626.364541218,437814.489490172,체육도장업,사립,,0.0,0.0,0.0,0.0,,,,퍼스트태권도장_경기도성남시중원구상대원동669성원빌딩
344,체육도장업,10_41_01_P,3360000,CDFH3301022022000004,2022-10-27,,1,영업/정상,13,영업중,,,,,,,,부산광역시 강서구 명지동 3595-3 더샵 명지퍼스트월드 3단지,"부산광역시 강서구 명지국제2로 41, 오피스2층 203호 (명지동, 더샵 명지퍼스트월드 3단지)",46726,퍼스트태권도,2026-02-19 17:39:28,U,2026-02-21 02:40:00,태권도,373735.179019114,179050.378104759,체육도장업,사립,,1.0,0.0,11492.64,0.0,,,,퍼스트태권도_부산광역시강서구명지동3595-3더샵명지퍼스트월드3단지
37,체육도장업,10_41_01_P,3110000,CDFH3301022022000004,2022-09-22,,1,영업/정상,13,영업중,,,,,02-356-6898,,,서울특별시 은평구 녹번동 212,"서울특별시 은평구 은평로 197, 3층 (녹번동)",03384,녹번복싱,2026-01-30 14:49:39,U,2026-02-04 11:04:37,권투,193717.750478125,455478.878249896,체육도장업,사립,,1.0,0.0,1022.47,0.0,,,,녹번복싱_서울특별시은평구녹번동212
187,체육도장업,10_41_01_P,3820000,CDFH3301022022000004,2022-08-23,,1,영업/정상,13,영업중,,,,,,,,경기도 의정부시 산곡동 686-4 703호,"경기도 의정부시 세석로 30, 703호 (산곡동)",11800,어게인주짓수 고산 MMA 태권도,2026-02-11 11:17:38,U,2026-02-13 02:40:00,태권도,209636.707719346,469663.853766626,체육도장업,사립,,1.0,0.0,0.0,0.0,,,,어게인주짓수고산MMA태권도_경기도의정부시산곡동686-4703호
163,체육도장업,10_41_01_P,3910000,CDFH3301022022000010,2022-08-08,,1,영업/정상,13,영업중,,,,,,,,경기도 평택시 고덕동 2664-1 고덕국제신도시 대광로제비앙 THE ART,"경기도 평택시 고덕국제6로 49, 111,112,113호 (고덕동, 고덕국제신도시 대광로제비앙 THE ART)",18017,품애태권도장,2026-02-10 17:35:28,U,2026-02-12 02:40:00,태권도,202850.280194975,392752.267847177,체육도장업,사립,,0.0,0.0,0.0,0.0,,,,품애태권도장_경기도평택시고덕동2664-1고덕국제신도시대광로제비앙THEART
455,체육도장업,10_41_01_P,3940000,CDFH3301022022000014,2022-07-27,,3,폐업,3,폐업,2026-02-26,,,,031-904-5865,,,경기도 고양시 일산동구 마두동 732 백마마을3단지아파트,"경기도 고양시 일산동구 일산로 206, 정우빌딩동 2층 일부호 (마두동, 백마마을3단지아파트)",10417,JKJ복싱,2026-02-26 15:57:17,U,2026-02-28 02:40:00,권투,181522.772013729,461443.688437066,체육도장업,사립,,1.0,0.0,0.0,0.0,,,,JKJ복싱_경기도고양시일산동구마두동732백마마을3단지아파트
69,체육도장업,10_41_01_P,4090000,CDFH3301022022000004,2022-07-13,,1,영업/정상,13,영업중,,,,,031-987-4332,,,경기도 김포시 감정동 696 중봉마을 신안실크밸리,"경기도 김포시 중봉로 1-1, 근린시설동 3층 301호 (감정동, 중봉마을 신안실크밸리)",10103,합기도 검무관,2026-02-04 09:18:10,U,2026-02-06 02:40:00,합기도,173078.092052908,457747.174961762,체육도장업,사립,,0.0,0.0,1587.78,0.0,,,,합기도검무관_경기도김포시감정동696중봉마을신안실크밸리
459,체육도장업,10_41_01_P,3630000,CDFH3301022022000002,2022-06-29,,1,영업/정상,13,영업중,,,,,,,,광주광역시 광산구 신창동 1215-1 광주은행 신창지점,"광주광역시 광산구 신창로 58, 광주은행 신창지점 5층 (신창동)",62293,밴텀복싱,2026-02-26 16:20:42,U,2026-02-28 02:40:00,권투,185109.57098055,187919.867508172,체육도장업,사립,,0.0,0.0,0.0,0.0,,,,밴텀복싱_광주광역시광산구신창동1215-1광주은행신창지점
458,체육도장업,10_41_01_P,3300000,CDFH3301022022000002,2022-05-24,,1,영업/정상,13,영업중,,,,,,,,부산광역시 동래구 안락동 471-99,"부산광역시 동래구 명장로127번길 6, 2층 (안락동)",47770,송무인 새길태권도,2026-02-26 13:08:03,U,2026-02-28 02:40:00,태권도,392347.318042647,191031.83071431,체육도장업,사립,,0.0,0.0,1128.0,0.0,,,,송무인새길태권도_부산광역시동래구안락동471-99
330,체육도장업,10_41_01_P,3600000,CDFH3301022022000001,2022-05-16,,1,영업/정상,13,영업중,,,,,062-673-1112,,,광주광역시 서구 금호동 795-13 금호빌딩,"광주광역시 서구 풍금로151번길 14, 금호빌딩 (금호동)",62014,광주 킥복싱 금호디짐,2026-02-13 15:30:10,U,2026-02-15 02:40:00,권투,187005.783806508,181365.751573343,체육도장업,사립,,0.0,0.0,0.0,0.0,,,,광주킥복싱금호디짐_광주광역시서구금호동795-13금호빌딩
125,체육도장업,10_41_01_P,3830000,CDFH3301022022000005,2022-03-30,,1,영업/정상,13,영업중,,,,,031-429-2254,,,경기도 안양시 동안구 호계동 822-7 301호,"경기도 안양시 동안구 호성로 49, 301호 (호계동)",14127,SSMA 상승합기도 특공무술,2026-02-09 18:06:19,U,2026-02-11 02:40:00,합기도,196807.755914843,429357.183199771,체육도장업,사립,,0.0,0.0,1124.38,0.0,,,,SSMA상승합기도특공무술_경기도안양시동안구호계동822-7301호
86,체육도장업,10_41_01_P,3560000,CDFH3301022022000004,2022-03-22,,1,영업/정상,13,영업중,,,,,,,,인천광역시 서구 당하동 1286-9 금강프라자,"인천광역시 서구 이음대로 475, 금강프라자 3층 301~304호 (당하동)",22882,용인대석사백호태권도장,2026-02-05 10:18:58,U,2026-02-07 02:40:00,태권도,,,체육도장업,사립,,1.0,0.0,0.0,0.0,,,,용인대석사백호태권도장_인천광역시서구당하동1286-9금강프라자
285,체육도장업,10_41_01_P,3400000,CDFH3301022022000003,2022-03-21,,1,영업/정상,13,영업중,,,,,,,,부산광역시 기장군 기장읍 서부리 76-1 탑마트,"부산광역시 기장군 기장읍 읍내로 49, 탑마트",46059,경상 유도 아카데미,2026-02-13 09:42:53,U,2026-02-15 02:40:00,유도,401087.048808535,196279.241951554,체육도장업,사립,,1.0,1.0,0.0,0.0,,,,경상유도아카데미_부산광역시기장군기장읍서부리76-1탑마트
29,체육도장업,10_41_01_P,3740000,CDFH3301022022000005,2022-03-10,,1,영업/정상,13,영업중,,,,,,,,경기도 수원시 장안구 영화동 397-13,"경기도 수원시 장안구 수성로 270, 2층 (영화동)",16274,라호멀티짐 태권도장,2026-01-30 15:41:42,U,2026-02-04 11:04:37,태권도,200106.501061934,420887.767923853,체육도장업,사립,,0.0,0.0,0.0,0.0,,,,라호멀티짐태권도장_경기도수원시장안구영화동397-13
