번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),용도지역,건물형태구분명,객실수,주택면적,방면적비율,소화기개수,단독경보형감지기개수,자동확산소화기대수,휴대용비상조명등대수,피난구유도등개수,유도표지개수,완강기대수,가스누설경보기대수,일산화탄소감지기대수,조식제공여부,오수처리시설용량,화장실수,화장실종류명,Unnamed: 46,record_key
46,농어촌민박업,03_11_08_P,4791000,AGCV047900002021000005,2021-04-14,,1,영업/정상,1,정상,,,,,,381.0,,전북특별자치도 부안군 계화면 창북리 593-9,전북특별자치도 부안군 계화면 창북길 12-2,56301.0,계화민박펜션,2026-03-04 09:50:43,U,2026-03-06 02:40:00,,172862.414231518,251140.389051271,,,3,48.6,48.6,3,3,2,3,0,1,0,1,1,,1.7,1,,,계화민박펜션_전북특별자치도부안군계화면창북리593-9
32,농어촌민박업,03_11_08_P,4341000,AGCV043410002020000092,2020-12-23,,3,폐업,3,폐업,2025-12-03,,,,,232.0,,강원특별자치도 고성군 토성면 청간리 4-6 청간정떡방앗간,"강원특별자치도 고성군 토성면 아야진해변길 5, 청간정떡방앗간",24758.0,아야진해변길 5,2026-03-04 18:15:18,U,2026-03-06 02:40:00,,336003.344829956,530561.064446231,도시지역,,2,85.9,42.0,2,2,0,1,0,1,0,0,0,,0.0,1,,,아야진해변길5_강원특별자치도고성군토성면청간리4-6청간정떡방앗간
43,농어촌민박업,03_11_08_P,3990000,AGCV039900002020000016,2020-07-31,,1,영업/정상,1,정상,,,,,,,,,"경기도 남양주시 수동면 모꼬지로 212, 엠티무한도전",12034.0,무한도전,2026-03-04 18:59:38,U,2026-03-06 02:40:00,,232346.64598865,465668.839642399,,,0,164.0,0.0,3,3,3,3,3,3,0,2,2,,0.0,0,,,무한도전_
9,농어촌민박업,03_11_08_P,4201000,AGCV042010002020000055,2020-04-29,,1,영업/정상,1,정상,,,,,,857.0,,강원특별자치도 강릉시 주문진읍 주문리 1,"강원특별자치도 강릉시 주문진읍 해안로 1929, 3층, 4층",25408.0,스테이구구,2026-03-03 15:58:49,U,2026-03-05 02:40:00,,360914.105576114,490375.960959368,,,8,229.86,229.86,8,8,1,8,0,9,8,1,1,,0.0,8,,,스테이구구_강원특별자치도강릉시주문진읍주문리1
31,농어촌민박업,03_11_08_P,4341000,AGCV043410002019000102,2019-12-18,,3,폐업,3,폐업,2025-12-01,,,,,,,강원특별자치도 고성군 죽왕면 공현진리 283-10,강원특별자치도 고성군 죽왕면 공현진한옥길 29,24745.0,우리민박,2026-03-04 18:15:04,U,2026-03-06 02:40:00,,331760.175067056,539783.820724023,계획관리지역,,2,81.9,0.0,2,2,0,0,0,0,0,0,0,,0.0,1,,,우리민박_강원특별자치도고성군죽왕면공현진리283-10
34,농어촌민박업,03_11_08_P,4860000,AGCV048600002019000032,2019-12-13,,3,폐업,3,폐업,2025-03-11,,,,,,,,전라남도 곡성군 곡성읍 중앙로 98-2,57542.0,곡성기차마을게스트하우스,2026-03-04 11:08:07,U,2026-03-06 02:40:00,,226642.879430041,197928.923613477,일반상업지구,,2,69.42,69.42,2,2,1,1,0,1,0,1,1,,0.0,2,,,곡성기차마을게스트하우스_
16,농어촌민박업,03_11_08_P,5420000,AGCV054200002019000045,2019-06-12,,3,폐업,3,폐업,2026-03-03,,,,,638.0,638-922,경상남도 고성군 하일면 송천리 54,경상남도 고성군 하일면 자란도길 258-13,52956.0,자란도민박,2026-03-03 10:20:37,U,2026-03-05 02:40:00,,311951.442535896,159998.802755106,계획관리지역,,1,76.2,76.2,2,1,1,1,0,1,0,1,1,,0.0,2,,,자란도민박_경상남도고성군하일면송천리54
40,농어촌민박업,03_11_08_P,4080000,AGCV040800002019000040,2019-06-07,,1,영업/정상,1,정상,,,,,,431.0,456-812,경기도 안성시 원곡면 지문리 산 38-5,경기도 안성시 원곡면 지문로 262,17553.0,지니 민박,2026-03-04 10:45:26,U,2026-03-06 02:40:00,,,,보전관리,,2,200.55,200.55,2,4,0,5,1,1,0,0,0,,10.0,1,,,지니민박_경기도안성시원곡면지문리산38-5
66,농어촌민박업,03_11_08_P,6510000,AGCV065100002019002752,2019-05-15,,3,폐업,3,폐업,2026-03-04,,,,,,695-973,제주특별자치도 제주시 구좌읍 세화리 3230번지,"제주특별자치도 제주시 구좌읍 다랑쉬북로 68-13, 23동",,효덕이네,2026-03-05 10:57:43,U,2026-03-07 02:40:00,,182639.260387385,-583.388003183307,,,1,71.13,0.0,2,2,0,2,0,1,0,0,0,,0.0,0,,,효덕이네_제주특별자치도제주시구좌읍세화리3230번지
67,농어촌민박업,03_11_08_P,6510000,AGCV065100002019002757,2019-05-08,,3,폐업,3,폐업,2026-03-04,,,,,,695-975,제주특별자치도 제주시 구좌읍 행원리 3087,"제주특별자치도 제주시 구좌읍 덕평로 525-7, 지동",63349.0,제이드,2026-03-05 10:57:52,U,2026-03-07 02:40:00,,180026.241449527,1169.18848078468,,,1,72.77,0.0,2,2,0,2,0,1,0,0,0,,0.0,0,,,제이드_제주특별자치도제주시구좌읍행원리3087
42,농어촌민박업,03_11_08_P,4620000,AGCV046200002019000029,2019-04-09,,3,폐업,3,폐업,2026-03-03,,,,,370.0,357-965,충청남도 태안군 안면읍 창기리 1401-30,충청남도 태안군 안면읍 삼봉길 153,32162.0,리치,2026-03-04 10:10:41,U,2026-03-06 02:40:00,,139146.361517953,341163.242268878,농림지역,,8,188.8,0.0,7,9,1,8,8,8,0,1,1,,0.0,9,,,리치_충청남도태안군안면읍창기리1401-30
26,농어촌민박업,03_11_08_P,4321000,AGCV043210002019000002,2019-01-14,,3,폐업,3,폐업,2026-03-04,,,,,597.0,,강원특별자치도 양구군 양구읍 하리 257번지,강원특별자치도 양구군 양구읍 박수근로421번길 52,24519.0,국골펜션,2026-03-04 16:39:07,U,2026-03-06 02:40:00,,285497.880868282,512316.085325173,관리지역,,2,154.49,55.6,3,0,0,3,0,0,0,0,0,,1.3,2,,,국골펜션_강원특별자치도양구군양구읍하리257번지
15,농어촌민박업,03_11_08_P,5170000,AGCV051700002018000003,2018-10-23,,3,폐업,3,폐업,2026-03-03,,,,,741.0,764-812,경상북도 영양군 석보면 삼의리 174-1 풍경펜션,"경상북도 영양군 석보면 화무로 597, 풍경펜션",36558.0,풍경민박,2026-03-03 16:11:45,U,2026-03-05 02:40:00,,398444.07836656,338853.338165257,보전관리지역,,5,93.69,70.89,6,6,6,0,0,0,0,0,0,,1.0,6,,,풍경민박_경상북도영양군석보면삼의리174-1풍경펜션
12,농어촌민박업,03_11_08_P,6520000,AGCV065200002019001580,2018-10-11,,3,폐업,3,폐업,2026-03-03,,,,,2000.0,699-905,제주특별자치도 서귀포시 성산읍 삼달리 1991번지,제주특별자치도 서귀포시 성산읍 서성일로 188-18,63635.0,제주블루앤씨,2026-03-03 17:15:06,U,2026-03-05 02:40:00,,182700.292985543,-10373.324350102,계획관리지역,,2,132.72,0.0,0,0,0,0,0,0,0,0,0,,0.0,0,,,제주블루앤씨_제주특별자치도서귀포시성산읍삼달리1991번지
10,농어촌민박업,03_11_08_P,3580000,AGCV035800002018000026,2018-04-25,,1,영업/정상,1,정상,,,,,,828.0,409-871,인천광역시 옹진군 영흥면 내리 1153-36,인천광역시 옹진군 영흥면 영흥로643번길 15-6,23117.0,소요민박,2026-03-03 13:24:09,U,2026-03-05 02:40:00,,151612.734638613,418436.660257401,,,1,196.8,196.8,1,2,1,1,1,1,1,1,1,,6.0,1,,,소요민박_인천광역시옹진군영흥면내리1153-36
36,농어촌민박업,03_11_08_P,6510000,AGCV065100002019003383,2018-04-05,,3,폐업,3,폐업,2026-03-03,,,,,,695-975,제주특별자치도 제주시 구좌읍 행원리 753번지,제주특별자치도 제주시 구좌읍 행원로9길 4-10,63358.0,가을이네,2026-03-04 16:20:19,U,2026-03-06 02:40:00,,182182.054848513,6304.73967656261,계획관리지역,,1,23.75,0.0,2,2,0,2,0,1,0,0,0,,0.0,0,,,가을이네_제주특별자치도제주시구좌읍행원리753번지
14,농어촌민박업,03_11_08_P,5180000,AGCV051800002018000027,2018-02-28,,3,폐업,3,폐업,2026-03-03,,,,,331.0,766-834,경상북도 영덕군 축산면 축산리 108-3,경상북도 영덕군 축산면 축산항길 7,36421.0,욱이네민박,2026-03-03 16:25:02,U,2026-03-05 02:40:00,,418921.816558413,336833.366708096,계획관리지역,,3,175.85,175.85,3,3,0,0,0,0,0,0,0,,0.0,6,,,욱이네민박_경상북도영덕군축산면축산리108-3
35,농어촌민박업,03_11_08_P,4870000,AGCV048700002019000229,2017-08-11,,3,폐업,3,폐업,2026-03-03,,,,,840.0,542-863,전라남도 구례군 토지면 내서리 238번지 5호,전라남도 구례군 토지면 내서신촌길 27-68,57622.0,둘레길민박,2026-03-04 15:40:03,U,2026-03-06 02:40:00,,253210.622706108,192205.216566697,생산관리지역,,3,127.5,0.0,3,3,0,0,0,0,0,0,0,,8.0,0,,,둘레길민박_전라남도구례군토지면내서리238번지5호
68,농어촌민박업,03_11_08_P,4850000,AGCV048500002009000006,2009-08-05,,1,영업/정상,1,정상,,,,,,1156.0,517-812,전라남도 담양군 금성면 원율리 365,전라남도 담양군 금성면 금성문화길 1-17,57301.0,금성산성,2026-03-05 13:58:15,U,2026-03-07 02:40:00,,202537.869547124,206651.932764614,계획관리지역,,6,218.56,218.56,4,4,1,1,0,1,0,0,0,,8.0,1,,,금성산성_전라남도담양군금성면원율리365
29,농어촌민박업,03_11_08_P,4251000,AGCV042510002020000014,2006-02-13,,3,폐업,3,폐업,2026-03-04,,,,334357287.0,723.0,,강원특별자치도 홍천군 서면 팔봉리 1137,강원특별자치도 홍천군 서면 한치골길817번길 15,25101.0,하얀집,2026-03-04 15:03:48,U,2026-03-06 02:40:00,,261309.114969736,464772.276879951,관리지역,,5,241.78,241.0,6,4,0,0,0,0,0,0,0,,8.0,4,,,하얀집_강원특별자치도홍천군서면팔봉리1137
