번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명,기타내역2,Unnamed: 60,record_key
609,인터넷컴퓨터게임시설제공업,03_05_05_P,3660000,CDFF2241022026000001,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,대전광역시 서구 도마동 69-12,대전광역시 서구 용화1길 6 (도마동),35333,여우PC,2026-02-11 18:25:54,I,2026-02-14 00:20:02,,233812.244170986,313522.810970055,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,55.44,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,4,,청소년이용불가,,,,,,,여우PC_대전광역시서구도마동69-12
623,인터넷컴퓨터게임시설제공업,03_05_05_P,3580000,CDFF2241022026000001,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,인천광역시 옹진군 영흥면 내리 8-49,인천광역시 옹진군 영흥면 영흥로144번길 4,23118,보물섬,2026-02-11 13:05:55,I,2026-02-14 00:20:02,,155181.664610488,417316.69638742,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,180.25,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,청소년이용불가,,,,,,,보물섬_인천광역시옹진군영흥면내리8-49
514,인터넷컴퓨터게임시설제공업,03_05_05_P,5530000,CDFF2241022026000017,2026-02-10,,1,영업/정상,13,영업중,,,,,,,,경기도 화성시 만세구 향남읍 하길리 1472-4,"경기도 화성시 만세구 향남읍 상신하길로298번길 7-11, 1층",18611,드래곤PC,2026-02-10 16:47:46,I,2026-02-12 00:20:02,,192039.632637843,401532.373073625,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,성인PC방,41.04,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,4,,청소년이용불가,,,,,,,드래곤PC_경기도화성시만세구향남읍하길리1472-4
515,인터넷컴퓨터게임시설제공업,03_05_05_P,5530000,CDFF2241022026000018,2026-02-10,,1,영업/정상,13,영업중,,,,,,,,경기도 화성시 만세구 우정읍 조암리 262-29,"경기도 화성시 만세구 우정읍 조암남로 48, 1층",18565,꽃분이네PC,2026-02-10 16:50:44,I,2026-02-12 00:20:02,,183957.709098365,398089.917157715,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,성인PC방,36.54,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,,청소년이용불가,,,,,,,꽃분이네PC_경기도화성시만세구우정읍조암리262-29
513,인터넷컴퓨터게임시설제공업,03_05_05_P,4490000,CDFF2241022026000010,2026-02-10,,1,영업/정상,13,영업중,,,,,,,,충청남도 천안시 동남구 병천면 병천리 156-7,"충청남도 천안시 동남구 병천면 병천2로 1, 1층",31254,허니PC,2026-02-10 17:37:59,I,2026-02-12 00:20:02,,226562.393766595,362426.601029102,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,27.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,8,,,,,,,,,허니PC_충청남도천안시동남구병천면병천리156-7
516,인터넷컴퓨터게임시설제공업,03_05_05_P,3490000,CDFF2241022026000002,2026-02-10,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 중산동 1873-23 JK프라자,"인천광역시 중구 하늘달빛로64번길 4, JK프라자 106호 (중산동)",22402,잭팟PC,2026-02-10 09:02:38,I,2026-02-12 00:20:02,,161029.522308179,442672.801542146,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,41.65,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,9,,청소년이용불가,,,,,성인PC방,,잭팟PC_인천광역시중구중산동1873-23JK프라자
517,인터넷컴퓨터게임시설제공업,03_05_05_P,4671000,CDFF2241022026000002,2026-02-10,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 군산시 산북동 3554-10 103호,"전북특별자치도 군산시 산북로 148, 103호 (산북동)",54162,나이스PC,2026-02-10 10:54:03,I,2026-02-12 00:20:02,,170627.226464907,274094.207370073,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,72.8,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,8,,,,,,,,,나이스PC_전북특별자치도군산시산북동3554-10103호
518,인터넷컴퓨터게임시설제공업,03_05_05_P,3860000,CDFF2241022026000004,2026-02-10,,1,영업/정상,13,영업중,,,,,,,,경기도 부천시 원미구 심곡동 170-20,"경기도 부천시 원미구 부천로10번길 19, 1층 (심곡동)",14644,중앙PC게임장,2026-02-10 10:49:15,I,2026-02-12 00:20:02,,180823.183493589,442585.931684424,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,PC 50대,87.36,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,50,,전체이용가,,,,,,,중앙PC게임장_경기도부천시원미구심곡동170-20
511,인터넷컴퓨터게임시설제공업,03_05_05_P,5430000,CDFF2241022026000001,2026-02-10,,1,영업/정상,13,영업중,,,,,,,,경상남도 남해군 미조면 미조리 168-8,경상남도 남해군 미조면 미조로 234,52442,대박pc,2026-02-10 13:40:59,I,2026-02-12 00:20:02,,295869.086010501,135198.397918316,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,90.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,7,,전체이용가,,,,,,,대박pc_경상남도남해군미조면미조리168-8
510,인터넷컴퓨터게임시설제공업,03_05_05_P,4050000,CDFF2241022026000007,2026-02-10,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 처인구 원삼면 두창리 1061-4 1층,"경기도 용인시 처인구 원삼면 백원로 267, 1층",17176,짱구PC,2026-02-10 11:00:53,I,2026-02-12 00:20:02,,230615.857935192,405970.58051877,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,54.8,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,8,,,,,,,,,짱구PC_경기도용인시처인구원삼면두창리1061-41층
512,인터넷컴퓨터게임시설제공업,03_05_05_P,4490000,CDFF2241022026000009,2026-02-10,,1,영업/정상,13,영업중,,,,,,,,충청남도 천안시 서북구 직산읍 부송리 39-1,"충청남도 천안시 서북구 직산읍 송기길 12, 1층",31038,원탑PC,2026-02-10 16:55:28,I,2026-02-12 00:20:02,,212207.83770952,374839.073668351,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,35.19,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,,,,,,,,원탑PC_충청남도천안시서북구직산읍부송리39-1
453,인터넷컴퓨터게임시설제공업,03_05_05_P,4211000,CDFF2241022026000001,2026-02-09,,1,영업/정상,13,영업중,,,,,,,,강원특별자치도 동해시 효가동 212,"강원특별자치도 동해시 동해대로 5042, 라호 (효가동)",25785,와와PC,2026-02-09 20:49:24,I,2026-02-11 00:20:41,,386626.178961306,445857.572081056,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,47.3,0.0,0.0,,0.0,98.0,0.0,0.0,,,,,,,,,,,,8,,,,,,,,,와와PC_강원특별자치도동해시효가동212
446,인터넷컴퓨터게임시설제공업,03_05_05_P,4191000,CDFF2241022026000003,2026-02-09,,1,영업/정상,13,영업중,,,,,,,,강원특별자치도 원주시 단구동 173-5,"강원특별자치도 원주시 치악로 1626, 3층 (단구동)",26451,북원PC,2026-02-09 18:03:23,I,2026-02-11 00:20:41,,285052.428331271,425546.70669945,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,1740.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,60,,청소년이용불가,,,,,,,북원PC_강원특별자치도원주시단구동173-5
447,인터넷컴퓨터게임시설제공업,03_05_05_P,4050000,CDFF2241022026000006,2026-02-09,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 처인구 이동읍 송전리 756-9 2층,"경기도 용인시 처인구 이동읍 백옥대로 2, 2층",17136,두꺼비PC,2026-02-09 10:48:24,I,2026-02-11 00:20:41,,217290.119055337,404395.33365278,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,62.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,5,,,,,,,,,두꺼비PC_경기도용인시처인구이동읍송전리756-92층
448,인터넷컴퓨터게임시설제공업,03_05_05_P,3610000,CDFF2241022026000002,2026-02-09,,1,영업/정상,13,영업중,,,,,,,,광주광역시 남구 행암동 572,"광주광역시 남구 효우2로26번길 18, 105호 (행암동)",61765,나눔pc,2026-02-09 16:58:44,I,2026-02-11 00:20:41,,189723.184846428,178204.961379911,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,43.26,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,전체이용가,,,,,,,나눔pc_광주광역시남구행암동572
454,인터넷컴퓨터게임시설제공업,03_05_05_P,3560000,CDFF2241022026000005,2026-02-09,,1,영업/정상,13,영업중,,,,,,,,인천광역시 서구 가정동 618-5 MK타워 113호,"인천광역시 서구 봉오재3로94번길 11, MK타워 113호 (가정동)",22883,킹콩PC,2026-02-09 18:55:24,I,2026-02-11 00:20:41,,170800.950019923,447227.20552997,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,39.77,0.0,0.0,근린생활시설,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,,,,,,,,킹콩PC_인천광역시서구가정동618-5MK타워113호
449,인터넷컴퓨터게임시설제공업,03_05_05_P,3930000,CDFF2241022026000016,2026-02-09,,1,영업/정상,13,영업중,,,,,,,,경기도 안산시 단원구 와동 98-10,"경기도 안산시 단원구 선부로 292, 1층 (와동)",15255,제일PC,2026-02-09 13:37:33,I,2026-02-11 00:20:41,,184634.082200101,426659.83836696,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,성인PC방,42.51,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,7,,청소년이용불가,,,,,,,제일PC_경기도안산시단원구와동98-10
452,인터넷컴퓨터게임시설제공업,03_05_05_P,3460000,CDFF2241022026000002,2026-02-09,,1,영업/정상,13,영업중,,,,,,,,대구광역시 수성구 상동 286-3,"대구광역시 수성구 수성로 91, 1층 (상동)",42165,흰둥이PC,2026-02-09 17:33:59,I,2026-02-11 00:20:41,,345520.609542327,260475.913266263,인터넷컴퓨터게임시설제공업,유통관련업,3.0,,,38.5,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,,,,,일반주거지역,,,흰둥이PC_대구광역시수성구상동286-3
451,인터넷컴퓨터게임시설제공업,03_05_05_P,3460000,CDFF2241022026000001,2026-02-09,,1,영업/정상,13,영업중,,,,,,,,대구광역시 수성구 두산동 77-2,"대구광역시 수성구 상화로 125, 1층 (두산동)",42172,아지아PC,2026-02-09 17:33:20,I,2026-02-11 00:20:41,,346387.906471327,260703.03677927,인터넷컴퓨터게임시설제공업,유통관련업,2.0,,,31.32,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,,,,,일반주거지역,,,아지아PC_대구광역시수성구두산동77-2
450,인터넷컴퓨터게임시설제공업,03_05_05_P,3610000,CDFF2241022026000001,2026-02-09,,1,영업/정상,13,영업중,,,,,,,,광주광역시 남구 월산동 1005-1 나주청과물,"광주광역시 남구 군분로 97, 나주청과물 1층 (월산동)",61601,흥부pc,2026-02-09 11:21:51,I,2026-02-11 00:20:41,,189940.140794859,182496.633050828,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,pc 8대,88.65,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,8,,전체이용가,,,,,,,흥부pc_광주광역시남구월산동1005-1나주청과물
569,인터넷컴퓨터게임시설제공업,03_05_05_P,5350000,CDFF2241022026000003,2026-02-09,,1,영업/정상,13,영업중,,,,,,,,경상남도 김해시 장유동 839-3,경상남도 김해시 율하4로 56 (장유동),51022,벤틀리PC,2026-02-11 09:33:37,U,2026-02-13 02:40:00,,365971.523292657,187302.398307716,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,53.36,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,,전체이용가,,,,,성인PC,,벤틀리PC_경상남도김해시장유동839-3
491,인터넷컴퓨터게임시설제공업,03_05_05_P,4520000,CDFF2241022026000011,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,충청남도 아산시 용화동 295-72 영화사랑,"충청남도 아산시 시민로 329, 영화사랑 103호 (용화동)",31566,누나PC방,2026-02-09 13:46:04,U,2026-02-11 02:40:00,,199692.566343253,364143.08445635,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,44.46,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,7,,,,,,,성인PC방,,누나PC방_충청남도아산시용화동295-72영화사랑
402,인터넷컴퓨터게임시설제공업,03_05_05_P,3060000,CDFF2241022026000003,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,서울특별시 중랑구 망우동 491-50,"서울특별시 중랑구 용마산로115길 85, 2층 (망우동)",02167,고래PC,2026-02-06 15:54:17,I,2026-02-08 00:20:01,,208381.465582582,455085.216493193,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,111.96,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,,전체이용가,,,,,,,고래PC_서울특별시중랑구망우동491-50
490,인터넷컴퓨터게임시설제공업,03_05_05_P,4520000,CDFF2241022026000009,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,충청남도 아산시 음봉면 소동리 343-2,"충청남도 아산시 음봉면 연암율금로 126, 2호",31413,스카이게임랜드,2026-02-09 13:51:01,U,2026-02-11 02:40:00,,203539.2903426,373597.878731914,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,182.0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,14,,,,,,,성인PC방,,스카이게임랜드_충청남도아산시음봉면소동리343-2
399,인터넷컴퓨터게임시설제공업,03_05_05_P,5700000,CDFF2241022026000005,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,경기도 여주시 하동 296-6,경기도 여주시 우암로 28 (하동),12623,여우PC,2026-02-06 15:01:47,I,2026-02-08 00:20:01,,256016.37145594,421801.611686802,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,"맞고,포커,바둑이 등",44.76,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,청소년이용불가,,,,,,,여우PC_경기도여주시하동296-6
911,인터넷컴퓨터게임시설제공업,03_05_05_P,4520000,CDFF2241022026000010,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,충청남도 아산시 배방읍 북수리 1093 노블레스,"충청남도 아산시 배방읍 배방로187번길 28-16, 노블레스 102호",31490,카지노PC,2026-02-24 14:10:10,U,2026-02-26 02:40:00,,205989.797998783,363503.038135732,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,50.0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,,,,,,성인PC방,,카지노PC_충청남도아산시배방읍북수리1093노블레스
391,인터넷컴퓨터게임시설제공업,03_05_05_P,4201000,CDFF2241022026000009,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,강원특별자치도 강릉시 옥천동 145-3 2층,"강원특별자치도 강릉시 율곡로 2852, 2층 (옥천동)",25551,다인PC,2026-02-06 17:21:04,I,2026-02-08 00:20:01,,367101.255817607,474571.00810641,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,163.2,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,70,,,,,,,,,다인PC_강원특별자치도강릉시옥천동145-32층
392,인터넷컴퓨터게임시설제공업,03_05_05_P,3820000,CDFF2241022026000001,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,경기도 의정부시 의정부동 197-4 일신빌딩,"경기도 의정부시 평화로 550, 일신빌딩 지하1층 (의정부동)",11695,더죤PC,2026-02-06 17:31:33,I,2026-02-08 00:20:01,,204106.768513953,470960.490025873,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,275.2,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,85,,,,,,,,,더죤PC_경기도의정부시의정부동197-4일신빌딩
393,인터넷컴퓨터게임시설제공업,03_05_05_P,4050000,CDFF2241022026000005,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 처인구 남사읍 창리 748-2 1층,"경기도 용인시 처인구 남사읍 처인성로 469, 1층",17120,히어로PC,2026-02-06 10:16:49,I,2026-02-08 00:20:01,,214683.084538818,403202.379853384,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,78.94,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,7,,,,,,,,,히어로PC_경기도용인시처인구남사읍창리748-21층
394,인터넷컴퓨터게임시설제공업,03_05_05_P,3040000,CDFF2241022026000002,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 화양동 17-16 아스하임 101호,"서울특별시 광진구 군자로 43, 아스하임 1층 101호 (화양동)",05008,트럼프PC,2026-02-06 09:25:47,I,2026-02-08 00:20:01,,206118.244638071,449430.318030173,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,22.79,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,,,,,,,,트럼프PC_서울특별시광진구화양동17-16아스하임101호
395,인터넷컴퓨터게임시설제공업,03_05_05_P,3630000,CDFF2241022026000002,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,광주광역시 광산구 쌍암동 669-3 106호,"광주광역시 광산구 임방울대로 793, 106호 (쌍암동)",62274,아지트 성인PC,2026-02-06 13:48:20,I,2026-02-08 00:20:01,,185838.730396411,191011.417486491,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,74.24,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,7,,청소년이용불가,,,,,,,아지트성인PC_광주광역시광산구쌍암동669-3106호
397,인터넷컴퓨터게임시설제공업,03_05_05_P,4620000,CDFF2241022026000001,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,충청남도 태안군 태안읍 남문리 685-8,충청남도 태안군 태안읍 동백로 276,32144,타임성인PC,2026-02-06 14:49:29,I,2026-02-08 00:20:01,,137448.124917616,361122.285624312,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,포커,39.78,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,3,,청소년이용불가,,,,,,,타임성인PC_충청남도태안군태안읍남문리685-8
398,인터넷컴퓨터게임시설제공업,03_05_05_P,4490000,CDFF2241022026000008,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,충청남도 천안시 서북구 성거읍 저리 319-36,"충청남도 천안시 서북구 성거읍 성거길 153, 1층 3호",31045,대박PC,2026-02-06 16:56:41,I,2026-02-08 00:20:01,,218123.882053618,375267.461431513,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,49.97,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,,,,,,,,,대박PC_충청남도천안시서북구성거읍저리319-36
401,인터넷컴퓨터게임시설제공업,03_05_05_P,5540000,CDFF2241022026000004,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,경기도 광주시 양벌동 208-25 하나빌딩,"경기도 광주시 양벌로 109, 하나빌딩 1층 (양벌동)",12793,황금PC,2026-02-06 16:50:54,I,2026-02-08 00:20:01,,,,인터넷컴퓨터게임시설제공업,유통관련업,2.0,,,100.43,1.0,0.0,근린생활시설,0.0,0.0,0.0,0.0,,,,,,,,,,,,5,,,,,,자연녹지지역,,,황금PC_경기도광주시양벌동208-25하나빌딩
400,인터넷컴퓨터게임시설제공업,03_05_05_P,5050000,CDFF2241022026000001,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,경상북도 경주시 동천동 733-1151,"경상북도 경주시 대안길35번길 5-1, 1층 (동천동)",38103,짜요PC,2026-02-06 15:46:46,I,2026-02-08 00:20:01,,400690.552888722,263715.973923951,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,59.19,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,4,,청소년이용불가,,,,,,,짜요PC_경상북도경주시동천동733-1151
325,인터넷컴퓨터게임시설제공업,03_05_05_P,3510500,CDFF2241022026000003,2026-02-05,,1,영업/정상,13,영업중,,,,,,,,인천광역시 미추홀구 도화동 601-1 동아아파트,"인천광역시 미추홀구 경인로 203, 동아아파트 107호 (도화동)",22106,라운지PC,2026-02-05 09:01:36,I,2026-02-07 00:20:02,,170414.938646606,440435.639593063,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,35.2,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,7,,,,,,일반주거지역,,,라운지PC_인천광역시미추홀구도화동601-1동아아파트
396,인터넷컴퓨터게임시설제공업,03_05_05_P,3860000,CDFF2241022026000003,2026-02-05,,1,영업/정상,13,영업중,,,,,,,,경기도 부천시 원미구 심곡동 122,"경기도 부천시 원미구 부천로 76, 1층 제4호 (심곡동)",14573,광미라클PC,2026-02-06 14:48:08,I,2026-02-08 00:20:01,,180878.199859494,443207.159086989,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,PC 5대,25.92,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,5,,청소년이용불가,,,,,,,광미라클PC_경기도부천시원미구심곡동122
323,인터넷컴퓨터게임시설제공업,03_05_05_P,5700000,CDFF2241022026000004,2026-02-05,,1,영업/정상,13,영업중,,,,,,,,경기도 여주시 월송동 179-12,"경기도 여주시 우암로 178, 1동 1호 (월송동)",12644,놀러와PC,2026-02-05 11:19:19,I,2026-02-07 00:20:02,,254955.933159916,420830.879600226,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,135.0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,8,,청소년이용불가,,,,,,,놀러와PC_경기도여주시월송동179-12
322,인터넷컴퓨터게임시설제공업,03_05_05_P,3930000,CDFF2241022026000015,2026-02-05,,1,영업/정상,13,영업중,,,,,,,,경기도 안산시 단원구 선부동 1032-9 2층,"경기도 안산시 단원구 석수로4길 15, 2층 (선부동)",15222,따따블PC,2026-02-05 15:17:46,I,2026-02-07 00:20:02,,182744.86063351,426650.887646024,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,121.1,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,9,,,,,,,성인PC방,,따따블PC_경기도안산시단원구선부동1032-92층
321,인터넷컴퓨터게임시설제공업,03_05_05_P,5530000,CDFF2241022026000016,2026-02-05,,1,영업/정상,13,영업중,,,,,,,,경기도 화성시 만세구 양감면 사창리 75-1,경기도 화성시 만세구 양감면 토성로 512,18626,더비스포츠PC,2026-02-05 16:17:15,I,2026-02-07 00:20:02,,197441.431568217,400586.287868069,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,성인PC방,30.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,3,,청소년이용불가,,,,,,,더비스포츠PC_경기도화성시만세구양감면사창리75-1
320,인터넷컴퓨터게임시설제공업,03_05_05_P,4510000,CDFF2241022026000001,2026-02-05,,1,영업/정상,13,영업중,,,,,,,,충청남도 보령시 대천동 618-34 시티타워,"충청남도 보령시 원동1길 69, 126호 (대천동, 시티타워)",33466,아지트게임장,2026-02-05 12:56:42,I,2026-02-07 00:20:02,,163949.436575568,316744.051548068,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,144.12,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,60,,청소년이용불가,,,,,,,아지트게임장_충청남도보령시대천동618-34시티타워
326,인터넷컴퓨터게임시설제공업,03_05_05_P,5680000,CDFF2241022026000005,2026-02-05,,1,영업/정상,13,영업중,,,,,,,,충청남도 당진시 신평면 상오리 519-1,"충청남도 당진시 신평면 덕평로 1307-1, 1층",31747,오봉PC,2026-02-05 10:04:49,I,2026-02-07 00:20:02,,177856.217520244,374474.963466001,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,48.19,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,8,,,,,,,,,오봉PC_충청남도당진시신평면상오리519-1
319,인터넷컴퓨터게임시설제공업,03_05_05_P,4201000,CDFF2241022026000008,2026-02-05,,1,영업/정상,13,영업중,,,,,,,,강원특별자치도 강릉시 옥천동 334-9 3층,"강원특별자치도 강릉시 옥가로50번길 7, 3층 (옥천동)",25552,InCa PC,2026-02-05 10:41:46,I,2026-02-07 00:20:02,,367450.247201145,474834.71070453,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,212.38,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,70,,,,,,,,,InCaPC_강원특별자치도강릉시옥천동334-93층
108,인터넷컴퓨터게임시설제공업,03_05_05_P,5530000,CDFF2241022026000015,2026-02-04,,1,영업/정상,13,영업중,,,,,,,,경기도 화성시 동탄구 반송동  5-4,"경기도 화성시 동탄구 동탄반송길 27, 102호 (반송동)",18434,DREAM GAME,2026-02-04 13:17:15,I,2026-02-06 00:20:02,,205645.288880048,412096.012192515,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,46.26,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,8,,청소년이용불가,,,,,,,DREAMGAME_경기도화성시동탄구반송동5-4
708,인터넷컴퓨터게임시설제공업,03_05_05_P,3910000,CDFF2241022026000012,2026-02-04,,1,영업/정상,13,영업중,,,,,,,,경기도 평택시 서정동 553-6,"경기도 평택시 탄현1로 120, 1층 (서정동)",17768,복창PC,2026-02-13 09:43:55,U,2026-02-15 02:40:00,,204717.139952382,396531.373539927,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,50.05,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,7,,,,,,,성인PC방,,복창PC_경기도평택시서정동553-6
106,인터넷컴퓨터게임시설제공업,03_05_05_P,3490000,CDFF2241022026000001,2026-02-04,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 중앙동3가 4-8 포트뷰오피스텔,"인천광역시 중구 홍예문로 7, 포트뷰오피스텔 101호 (중앙동3가)",22314,포동PC,2026-02-04 15:39:35,I,2026-02-06 00:20:02,,166589.191106302,441106.307246815,인터넷컴퓨터게임시설제공업,유통관련업,0.0,기타,포커 등,66.87,0.0,0.0,근린생활시설,0.0,0.0,0.0,0.0,,,,,,,,,,,,6,,청소년이용불가,,,,일반상업지역,,,포동PC_인천광역시중구중앙동3가4-8포트뷰오피스텔
328,인터넷컴퓨터게임시설제공업,03_05_05_P,5670000,CDFF2241022026000002,2026-02-04,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 마산합포구 오동동 205-4,"경상남도 창원시 마산합포구 아구찜길 22, 1층 일부호 (오동동)",51728,리치PC,2026-02-05 09:04:51,I,2026-02-07 00:20:02,,343670.67896277,190851.119006111,인터넷컴퓨터게임시설제공업,유통관련업,0.0,,,33.05,0.0,0.0,근린생활시설,0.0,0.0,0.0,0.0,,,,,,,,,,,,5,,,,,,,,,리치PC_경상남도창원시마산합포구오동동205-4
