"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"62","숙박업","03_11_03_P","4600000","4600000-201-2003-00004","2003-08-01","","01","영업/정상","01","영업","","","","","041 6317551","1397.30","350-801","충청남도 홍성군 홍성읍 고암리 1002","충청남도 홍성군 홍성읍 조양로205번길 50","32220","호텔 리제나","2026-04-02 17:37:35","U","2026-04-04 02:40:00","여관업","170796.043986372","344406.869638197","여관업","6","1","1","6","0","0","3","32","","","","자가","0","0","N",
"63","숙박업","03_11_03_P","4620000","4620000-214-2006-00033","2006-03-30","","01","영업/정상","01","영업","","","","","041 6724100","567.42","357-952","충청남도 태안군 남면 양잠리 1230-19","충청남도 태안군 남면 청포대길 94","32155","화가의정원","2026-04-02 15:56:57","U","2026-04-04 02:40:00","숙박업(생활)","137523.611221518","349262.682537283","숙박업(생활)","3","0","1","3","0","0","2","12","","","","자가","0","0","N",
"64","숙박업","03_11_03_P","5530000","5770000-201-2010-00004","2010-04-22","","01","영업/정상","01","영업","","","","","031 613 6818","966.73","","경기도 화성시 동탄구 반송동 104-6 (프라임빌딩 8.9층)","경기도 화성시 동탄구 동탄중심상가1길 27 (반송동,(프라임빌딩 8.9층))","18455","호텔코지","2026-04-02 10:41:55","U","2026-04-04 02:40:00","여관업","206369.957073591","411033.929040215","여관업","0","0","8","9","0","0","25","0","","","","임대","0","0","N",
"65","숙박업","03_11_03_P","3490000","3490000-214-2023-00008","2023-09-11","","01","영업/정상","01","영업","","","","","032 751 4958","6075.48","400-320","인천광역시 중구 중산동 1873-5 영종스카이스타 3~22층 일부호","인천광역시 중구 자연대로 41, 영종스카이스타 3~22층 일부호 (중산동)","22402","스카이스타 레지던스 호텔","2026-04-02 13:37:02","U","2026-04-04 02:40:00","숙박업(생활)","160976.687954274","443003.601739771","숙박업(생활)","0","0","0","0","0","0","0","160","","","","","0","0","N",
"66","숙박업","03_11_03_P","3440000","3440000-201-1980-00002","1980-10-04","","01","영업/정상","01","영업","","","","","053 6275858","1163.53","705-801","대구광역시 남구 대명동 40-1","대구광역시 남구 대명로 317 (대명동)","42417","케이(K)모텔","2026-04-02 10:26:58","U","2026-04-04 02:40:00","여관업","343573.817663332","261769.236384978","여관업","5","1","1","4","0","0","10","34","","","","","0","0","N",
"67","숙박업","03_11_03_P","4610000","4610000-201-2002-00002","2002-02-26","","01","영업/정상","01","영업","","","","","3375685","750.84","340-924","충청남도 예산군 덕산면 신평리 277-6","충청남도 예산군 덕산면 신평4길 14","32406","종로파크","2026-04-02 11:20:42","U","2026-04-04 02:40:00","여관업","170016.95536155","355232.199899142","여관업","0","0","0","0","0","0","0","26","","","","","0","0","N",
"68","숙박업","03_11_03_P","4050000","4050000-201-1991-10005","1991-02-09","","01","영업/정상","01","영업","","","","","031 284 5001","771.15","446-912","경기도 용인시 기흥구 마북동 479-1","경기도 용인시 기흥구 용구대로 2363 (마북동)","16921","탑 호텔","2026-04-02 11:29:29","U","2026-04-04 02:40:00","여관업","209548.442403213","421703.852437168","여관업","4","1","4","0","0","0","0","28","","","","임대","0","0","N",
"69","숙박업","03_11_03_P","3910000","3910000-201-1997-00003","1997-06-10","","01","영업/정상","01","영업","","","","","031 6551126","892.02","450-827","경기도 평택시 평택동 185-264","경기도 평택시 평택로39번길 14 (평택동)","17917","썬 모텔","2026-04-02 09:34:22","U","2026-04-04 02:40:00","여관업","207640.222517963","387684.780674801","여관업","5","0","2","5","0","0","7","18","","","","","0","0","N",
"70","숙박업","03_11_03_P","4000000","4000000-201-2004-00007","2004-07-05","","01","영업/정상","01","영업","","","","","031 378 7474","2539.24","447-804","경기도 오산시 원동 769-5","경기도 오산시 오산로212번길 34 (원동)","18141","오산제이호텔","2026-04-02 15:21:28","U","2026-04-04 02:40:00","숙박업 기타","206342.239757384","404861.613674597","숙박업 기타","7","1","1","7","0","0","0","45","","","","자가","0","0","N",
"71","숙박업","03_11_03_P","4291000","4291000-201-2020-00002","2020-08-05","","01","영업/정상","01","영업","","","","","033 590 4001","10623.28","","강원특별자치도 정선군 사북읍 사북리 354-32","강원특별자치도 정선군 사북읍 지장천로 583","26152","트라움밸리호텔","2026-04-02 11:20:44","U","2026-04-04 02:40:00","일반호텔","360781.490352356","415405.208573956","일반호텔","15","5","1","15","1","5","0","215","","","","임대","0","0","N",
"72","숙박업","03_11_03_P","4211000","4211000-201-2013-00001","2013-03-29","","01","영업/정상","01","영업","","","","","033 5342534","1437.00","","강원특별자치도 동해시 묵호진동 2-466","강원특별자치도 동해시 일출로 141 (묵호진동)","25709","엠유모텔","2026-04-02 09:32:24","U","2026-04-04 02:40:00","여관업","387331.092302463","452466.807025409","여관업","5","0","1","5","0","0","0","31","","","","자가","0","0","N",
"73","숙박업","03_11_03_P","4181000","4181000-214-2021-00005","2021-12-06","","01","영업/정상","01","영업","","","","","","7300.89","","강원특별자치도 춘천시 효자동 651","강원특별자치도 춘천시 효자로 136 (효자동)","24334","(주)호텔더베네치아","2026-04-02 16:26:56","U","2026-04-04 02:40:00","숙박업(생활)","264602.570816305","486034.827228068","숙박업(생활)","15","2","0","0","0","0","30","154","","","","임대","0","0","N",
"74","숙박업","03_11_03_P","4201000","4201000-201-2002-00024","2002-07-09","","01","영업/정상","01","영업","","","","","033 644 0032","803.20","","강원특별자치도 강릉시 사천면 방동리 415-3","강원특별자치도 강릉시 사천면 방동길 43","25440","꿈의궁전모텔","2026-04-02 13:43:28","U","2026-04-04 02:40:00","여관업","363336.924638674","481029.93943981","여관업","0","0","0","0","0","0","16","21","","","","","0","0","N",
"75","숙박업","03_11_03_P","4201000","4201000-201-2001-00043","2001-10-22","","01","영업/정상","01","영업","","","","","033 647 7748","856.72","","강원특별자치도 강릉시 옥천동 281-3","강원특별자치도 강릉시 옥천로61번길 7 (옥천동)","25551","미타스야료칸호텔by아늑강릉역","2026-04-02 15:55:01","U","2026-04-04 02:40:00","일반호텔","367278.239652409","474657.108669979","일반호텔","0","0","0","0","0","0","0","24","","","","","0","0","N",
"76","숙박업","03_11_03_P","3370000","3370000-201-2001-00272","2001-05-25","","01","영업/정상","01","영업","","","","","051 851 1540","1212.78","611-839","부산광역시 연제구 연산동 1289-7","부산광역시 연제구 월드컵대로165번길 33 (연산동)","47540","와이유(YU)모텔","2026-04-02 16:08:34","U","2026-04-04 02:40:00","여관업","389164.736720726","189368.000219584","여관업","8","1","1","7","0","0","6","32","","","","임대","0","0","N",
"77","숙박업","03_11_03_P","3330000","3330000-201-2011-00016","2011-11-18","","01","영업/정상","01","영업","","","","","051 746 0330","2993.65","612-821","부산광역시 해운대구 우동 637-5","부산광역시 해운대구 구남로12번길 45 (우동)","48094","호텔 에스원","2026-04-02 13:14:02","U","2026-04-04 02:40:00","일반호텔","396513.942451195","186825.227616792","일반호텔","10","0","1","10","0","0","0","55","","","","자가","0","0","N",
"78","숙박업","03_11_03_P","3330000","3330000-201-2012-00008","2012-06-14","","01","영업/정상","01","영업","","","","","051  7420600","1131.16","612-846","부산광역시 해운대구 중동 1417-2 씨스타","부산광역시 해운대구 해운대해변로 271, 씨스타 6,11~13,15층 (중동)","48094","유에이치 스위트","2026-04-02 17:22:15","U","2026-04-04 02:40:00","일반호텔","396841.843557054","186655.373923053","일반호텔","15","1","6","13","0","0","0","22","","","","","0","0","N",
"79","숙박업","03_11_03_P","3580000","3580000-201-2003-00006","2003-10-01","","01","영업/정상","01","영업","","","","","032 8312841","457.20","409-892","인천광역시 옹진군 덕적면 서포리 229-6","인천광역시 옹진군 덕적면 덕적남로624번길 20-25","23131","서포비치","2026-04-02 14:41:13","U","2026-04-04 02:40:00","여관업","121636.83648112","413866.350575808","여관업","4","1","2","4","0","0","18","0","","","","자가","0","0","N",
"80","숙박업","03_11_03_P","4900000","4900000-201-2006-00001","2006-01-18","","01","영업/정상","01","영업","","","","","061 372 7272","2207.62","519-832","전라남도 화순군 도곡면 천암리 830","전라남도 화순군 도곡면 온천2길 68","58148","유한회사 바나힐","2026-04-02 15:49:24","U","2026-04-04 02:40:00","일반호텔","191168.623009527","169270.9648314","일반호텔","4","0","1","4","0","0","0","30","","","","자가","0","0","N",
"81","숙박업","03_11_03_P","3460000","3460000-201-2022-00001","2022-03-07","","01","영업/정상","01","영업","","","","","053 7652400","1535.00","706-853","대구광역시 수성구 황금동 850-2 4층,5층,6층,7층","대구광역시 수성구 동대구로25길 33, 4층,5층,6층,7층 (황금동)","42149","브라운도트대구수성점","2026-04-02 18:05:40","U","2026-04-04 02:40:00","일반호텔","346589.743250488","261338.705964698","일반호텔","7","1","4","7","0","0","0","33","","","","임대","0","0","N",
"82","숙박업","03_11_03_P","3010000","3010000-214-2026-00014","2026-03-30","","01","영업/정상","01","영업","","","","","","327.76","100-197","서울특별시 중구 을지로7가 58-1 FIN TOWER","서울특별시 중구 을지로 280-2, FIN TOWER 2,3층 (을지로7가)","04565","라하 부티크 디디피","2026-04-02 16:23:55","U","2026-04-04 02:40:00","숙박업(생활)","200730.296204033","451454.338715818","숙박업(생활)","11","2","2","3","0","0","0","12","","","","임대","0","0","N",
"83","숙박업","03_11_03_P","3010000","3010000-201-2026-00013","2026-03-19","","01","영업/정상","01","영업","","","","","","407.49","100-813","서울특별시 중구 서소문동 25","서울특별시 중구 서소문로 131, 4,5,6층 (서소문동)","04515","정동스테이25(JEONGDONG STAY 25)","2026-04-02 16:22:32","U","2026-04-04 02:40:00","관광호텔","197755.195576878","451281.493188414","관광호텔","9","1","4","6","0","0","0","15","","","","임대","0","0","N",
"84","숙박업","03_11_03_P","3010000","3010000-214-2026-00013","2026-03-25","","01","영업/정상","01","영업","","","","","","75.38","100-869","서울특별시 중구 황학동 641","서울특별시 중구 퇴계로87길 32, 2층 (황학동)","04575","호스텔 소우재","2026-04-02 16:23:26","U","2026-04-04 02:40:00","숙박업(생활)","201797.872285138","451628.469874125","숙박업(생활)","3","1","2","2","0","0","0","2","","","","","0","0","N",
"85","숙박업","03_11_03_P","4261000","4261000-201-2001-00002","2001-12-28","","03","폐업","02","폐업","2026-04-02","","","","033 3432675","359.64","","강원특별자치도 횡성군 횡성읍 읍하리 107-17","강원특별자치도 횡성군 횡성읍 문정로17번길 11","25233","원흥장","2026-04-02 13:56:42","U","2026-04-04 02:40:00","여관업","287107.900013996","443600.766274855","여관업","4","0","0","0","0","0","4","7","","","","자가","0","0","N",
"86","숙박업","03_11_03_P","3300000","3300000-201-1962-00001","1962-07-11","","01","영업/정상","01","영업","","","","","051 5502100","19744.43","607-832","부산광역시 동래구 온천동 137-7","부산광역시 동래구 금강공원로20번길 23 (온천동)","47709","호텔농심","2026-04-02 10:46:19","U","2026-04-04 02:40:00","관광호텔","389506.580573317","193171.650339148","관광호텔","9","2","1","9","1","2","30","212","","","","","0","0","N",
"87","숙박업","03_11_03_P","3300000","3300000-214-1989-00005","1989-10-17","","01","영업/정상","01","영업","","","","","051 5555737","1108.36","607-831","부산광역시 동래구 온천동 142-15","부산광역시 동래구 온천장로119번가길 16 (온천동)","47709","현대온천레지던스","2026-04-02 10:49:12","U","2026-04-04 02:40:00","숙박업(생활)","389458.595440944","193353.08622961","숙박업(생활)","4","0","3","4","0","0","30","10","","","","","0","0","N",
"88","숙박업","03_11_03_P","3390000","3390000-201-2016-00003","2016-07-07","","01","영업/정상","01","영업","","","","","051 715 2340","2950.10","617-806","부산광역시 사상구 괘법동 272-26","부산광역시 사상구 광장로81번길 55, 1~8층 (괘법동)","46964","소르젠떼비지니스호텔","2026-04-02 10:38:10","U","2026-04-04 02:40:00","관광호텔","380690.195137444","186879.160287248","관광호텔","7","1","1","6","0","0","0","46","","","","","0","0","N",
"89","숙박업","03_11_03_P","3330000","3330000-201-2013-00005","2013-07-02","","01","영업/정상","01","영업","","","","","051 741 3838","2235.44","612-846","부산광역시 해운대구 중동 1417-2 씨스타","부산광역시 해운대구 해운대해변로 271, 씨스타 5,6,7~10층 (중동)","48094","MS호텔","2026-04-02 17:23:55","U","2026-04-04 02:40:00","일반호텔","396841.843557054","186655.373923053","일반호텔","0","0","5","10","0","0","0","10","","","","","0","0","N",
"90","숙박업","03_11_03_P","4820000","4820000-201-2004-00007","2004-05-10","","01","영업/정상","01","영업","","","","","","1491.57","540-970","전라남도 순천시 풍덕동 290-7 (1-7층)","전라남도 순천시 하풍동길 3 (풍덕동,(1-7층))","57993","로미오모텔","2026-04-02 15:07:21","U","2026-04-04 02:40:00","여관업","246370.88189354","160335.724497033","여관업","7","0","1","7","0","0","6","29","","","","임대","0","0","N",
"91","숙박업","03_11_03_P","3330000","3330000-201-2026-00002","2026-01-15","","01","영업/정상","01","영업","","","","","","1872.90","612-821","부산광역시 해운대구 우동 637-11","부산광역시 해운대구 구남로18번길 48 (우동)","48094","아늑 시그니처 부산 해운대3","2026-04-02 14:23:03","U","2026-04-04 02:40:00","숙박업 기타","396514.151016861","186797.144971139","숙박업 기타","0","0","0","0","0","0","0","20","","","","","0","0","N",
"92","숙박업","03_11_03_P","5330000","5330000-201-1993-00003","2003-06-07","","01","영업/정상","01","영업","","","","","","118.00","650-913","경상남도 통영시 욕지면 동항리 825-2","경상남도 통영시 욕지면 서촌아랫길 103","53100","욕지여관","2026-04-02 09:51:46","U","2026-04-04 02:40:00","여관업","315872.975592158","126918.585554849","여관업","1","0","1","1","0","0","0","8","","","","자가","0","0","N",
"93","숙박업","03_11_03_P","5330000","5330000-201-2005-00001","2005-03-16","","01","영업/정상","01","영업","","","","","055 6491090","1119.00","650-829","경상남도 통영시 광도면 죽림리 1571-25","경상남도 통영시 광도면 죽림5로 35","53014","와우모텔","2026-04-02 14:48:27","U","2026-04-04 02:40:00","여관업","329751.107942552","155076.819161742","여관업","5","0","1","5","0","0","3","26","","","","자가","0","0","N",
"94","숙박업","03_11_03_P","5020000","5040000-214-2018-00001","2018-04-18","","01","영업/정상","01","영업","","","","","","618.64","791-863","경상북도 포항시 북구 송라면 화진리 170","경상북도 포항시 북구 송라면 해안로 2883-11","37512","포항풀빌라 천년바위","2026-04-02 15:32:13","U","2026-04-04 02:40:00","숙박업(생활)","414051.441614575","306778.315679925","숙박업(생활)","0","0","1","3","0","0","0","13","","","","","0","0","N",
"95","숙박업","03_11_03_P","4950000","4950000-214-2021-00002","2021-10-08","","01","영업/정상","01","영업","","","","","","1402.85","534-851","전라남도 무안군 망운면 피서리 803-45","전라남도 무안군 망운면 청운로 881","58534","애모시옹풀빌라 펜션","2026-04-02 11:34:22","U","2026-04-04 02:40:00","숙박업(생활)","143311.810230082","164579.438924827","숙박업(생활)","2","1","1","2","0","0","0","12","","","","","0","0","N",
"96","숙박업","03_11_03_P","3010000","3010000-214-2025-00026","2025-12-09","","01","영업/정상","01","영업","","","","","","6564.03","100-861","서울특별시 중구 충무로2가 50-6","서울특별시 중구 삼일대로4길 9 (충무로2가)","04553","에스엘호텔","2026-04-02 13:57:05","U","2026-04-04 02:40:00","숙박업(생활)","199023.967503662","451105.474557896","숙박업(생활)","15","3","15","0","3","0","0","131","","","","","0","0","N",
"97","숙박업","03_11_03_P","3010000","3010000-201-2025-00008","2025-12-09","","01","영업/정상","01","영업","","","","","","3510.71","100-861","서울특별시 중구 충무로2가 50-6","서울특별시 중구 삼일대로4길 9 (충무로2가)","04553","에스엘호텔","2026-04-02 13:54:43","U","2026-04-04 02:40:00","일반호텔","199023.967503662","451105.474557896","일반호텔","0","0","0","0","3","15","0","82","","","","","0","0","N",
"98","숙박업","03_11_03_P","5310000","5310000-201-1985-00002","1985-01-16","","01","영업/정상","01","영업","","","","","","302.13","660-160","경상남도 진주시 본성동 13-4","경상남도 진주시 비봉로 11-3 (본성동)","52690","에어진주","2026-04-01 15:52:44","U","2026-04-04 02:40:00","숙박업 기타","298398.010608465","188567.38454512","숙박업 기타","0","0","0","0","0","0","5","7","","","","","0","0","N",
"99","숙박업","03_11_03_P","4160000","4160000-214-2018-00033","2018-09-07","","01","영업/정상","01","영업","","","","","","477.22","477-841","경기도 가평군 북면 제령리 535-2","경기도 가평군 북면 꽃넘이길 71-1","12405","은하눌풀빌라","2026-04-02 11:44:04","U","2026-04-04 02:40:00","숙박업(생활)","246035.931745308","488387.375126426","숙박업(생활)","3","0","1","3","0","0","0","6","","","","","1","1","N",
"100","숙박업","03_11_03_P","3010000","3010000-201-2020-00003","2020-08-28","","01","영업/정상","01","영업","","","","","","5957.92","100-180","서울특별시 중구 다동 130","서울특별시 중구 다동길 30 (다동)","04522","호텔미드시티 명동(HOTEL MIDCITY Myeongdong)","2026-04-02 14:50:28","U","2026-04-04 02:40:00","관광호텔","198260.880732247","451708.909162308","관광호텔","0","0","1","9","1","1","0","140","","","","","0","0","N",
"101","숙박업","03_11_03_P","3330000","3330000-201-2025-00005","2025-09-12","","01","영업/정상","01","영업","","","","","","1982.90","612-821","부산광역시 해운대구 우동 637-7","부산광역시 해운대구 구남로18번길 56 (우동)","48094","아늑 시그니처 부산 해운대","2026-04-02 14:20:25","U","2026-04-04 02:40:00","숙박업 기타","396484.134081919","186775.795696778","숙박업 기타","0","0","0","0","0","0","0","42","","","","","0","0","N",
"102","숙박업","03_11_03_P","3330000","3330000-201-2025-00006","2025-09-12","","01","영업/정상","01","영업","","","","","","1890.81","612-821","부산광역시 해운대구 우동 637-8","부산광역시 해운대구 구남로12번길 49 (우동)","48094","아늑 시그니처 부산 해운대2","2026-04-02 14:25:21","U","2026-04-04 02:40:00","숙박업 기타","396491.878518617","186809.515516758","숙박업 기타","0","0","0","0","0","0","0","42","","","","","0","0","N",
"103","숙박업","03_11_03_P","5710000","5735000-214-2025-00005","2025-09-30","","01","영업/정상","01","영업","","","","","","2262.50","363-886","충청북도 청주시 청원구 오창읍 송대리 318-3","충청북도 청주시 청원구 오창읍 중부로 906, 101,102동 일부호","28118","에스앤디하우스","2026-04-02 17:01:24","U","2026-04-04 02:40:00","숙박업(생활)","239713.450420507","357972.565077453","숙박업(생활)","2","20","2","20","0","0","0","62","","","","","0","0","N",
"104","숙박업","03_11_03_P","3010000","3010000-201-2022-00005","2022-11-25","","01","영업/정상","01","영업","","","","","","11212.43","100-011","서울특별시 중구 충무로1가 21-17","서울특별시 중구 명동8나길 38 (충무로1가)","04535","목시 서울 명동","2026-04-02 13:57:48","U","2026-04-04 02:40:00","관광호텔","198403.083197305","451049.012425837","관광호텔","0","0","5","8","5","0","0","205","","","","임대","0","0","N",
"105","숙박업","03_11_03_P","3520000","3520000-214-2021-00003","2021-05-21","","01","영업/정상","01","영업","","","","","032 80057128","2815.68","406-081","인천광역시 연수구 송도동 29-1 한라 웨스턴파크 송도","인천광역시 연수구 아트센터대로168번길 100, 한라 웨스턴파크 송도 (송도동)","22006","더 스테이 송도","2026-04-02 14:01:38","U","2026-04-04 02:40:00","숙박업(생활)","167094.933098261","433775.888358481","숙박업(생활)","37","3","5","37","0","0","0","109","","","","","0","0","N",
"106","숙박업","03_11_03_P","4810000","4810000-214-2021-00012","2021-06-24","","01","영업/정상","01","영업","","","","","061 643 3513","1712.27","550-807","전라남도 여수시 국동 105","전라남도 여수시 국동남6길 49-10 (국동)","59761","여수유탑레지던스","2026-04-02 09:05:30","U","2026-04-04 02:40:00","숙박업(생활)","265764.089061875","136693.509978701","숙박업(생활)","11","2","11","0","2","0","0","31","","","","","0","0","N",
"107","숙박업","03_11_03_P","4020000","4020000-201-1988-00003","1988-11-24","","01","영업/정상","01","영업","","","","","","690.00","435-838","경기도 군포시 산본동 49-14","경기도 군포시 고산로 729 (산본동)","15801","무무스테이","2026-04-02 13:38:09","U","2026-04-04 02:40:00","여관업","194430.709082056","430246.788450816","여관업","5","2","1","5","0","0","7","17","","","","","0","0","N",
"108","숙박업","03_11_03_P","4080000","4080000-201-2006-00004","2006-09-29","","01","영업/정상","01","영업","","","","","031 6720460","1514.31","456-872","경기도 안성시 보개면 상삼리 678-1","경기도 안성시 보개면 서동대로 5788-18","17508","아이엠티(IMT)모텔","2026-04-02 15:19:33","U","2026-04-04 02:40:00","여관업","229213.115444876","391163.103224937","여관업","5","0","1","5","0","0","0","38","","","","임대","0","0","N",
"109","숙박업","03_11_03_P","3740000","3770000-201-1996-50001","1996-01-09","","01","영업/정상","01","영업","","","","","031 2434218","464.04","442-180","경기도 수원시 팔달구 북수동 263","경기도 수원시 팔달구 정조로860번길 23-3 (북수동)","16253","수원 행궁 스테이 원룸텔","2026-04-02 13:40:00","U","2026-04-04 02:40:00","여관업","201447.618053481","420380.335541408","여관업","4","0","0","3","0","0","3","21","","","","","0","0","N",
"110","숙박업","03_11_03_P","3400000","3400000-214-2025-00002","2025-06-27","","01","영업/정상","01","영업","","","","","","2699.01","619-902","부산광역시 기장군 기장읍 시랑리 736 오시리아 스위첸 마티에","부산광역시 기장군 기장읍 동부산관광7로 17, 오시리아 스위첸 마티에 101~104동 35개호","46084","소유 오시리아","2026-04-02 13:19:30","U","2026-04-04 02:40:00","숙박업(생활)","401614.031886053","190002.538510797","숙박업(생활)","0","0","0","0","0","0","0","33","","","","","0","0","N",
"111","숙박업","03_11_03_P","3220000","3220000-201-2025-00005","2025-05-23","","01","영업/정상","01","영업","","","","","","1668.07","135-876","서울특별시 강남구 삼성동 142-17","서울특별시 강남구 선릉로92길 37-6, 1층-10층 (삼성동)","06160","고유 인 앤 홈즈(goyoo inn & homes)","2026-04-02 16:09:31","U","2026-04-04 02:40:00","일반호텔","204501.539267122","444918.7711934","일반호텔","0","0","1","10","0","0","0","51","","","","","0","0","N",
"112","숙박업","03_11_03_P","3220000","3220000-214-2025-00004","2025-06-26","","01","영업/정상","01","영업","","","","","02  563 0777","558.78","135-877","서울특별시 강남구 삼성동 143-14","서울특별시 강남구 테헤란로77길 11-16, 4층,5층,6층 (삼성동)","06159","고유인 앤 캐빈즈(GOYOO INN & CABINS)","2026-04-02 15:43:01","U","2026-04-04 02:40:00","숙박업(생활)","204634.519392881","444971.246947721","숙박업(생활)","0","0","4","6","0","0","0","5","","","","","0","0","N",
"113","숙박업","03_11_03_P","4390000","4390000-201-2004-00001","2004-01-13","","01","영업/정상","01","영업","","","","","043 855 0009","1901.12","380-814","충청북도 충주시 동량면 용교리 283-2","충청북도 충주시 동량면 김생로 60","27443","발리호텔","2026-04-02 09:43:21","U","2026-04-04 02:40:00","일반호텔","281766.74465102","391922.191068031","일반호텔","6","1","6","0","1","0","11","33","","","","자가","0","0","N",
"114","숙박업","03_11_03_P","3000000","3000000-201-1974-00004","1974-04-01","","01","영업/정상","01","영업","","","","","02 7328297","892.86","110-122","서울특별시 종로구 종로2가 9","서울특별시 종로구 종로 69 (종로2가)","03164","주식회사 더맥파이(THE MAGPIE)","2026-04-02 09:54:15","U","2026-04-04 02:40:00","관광호텔","198630.79627088","452035.412646906","관광호텔","9","1","6","8","0","0","0","30","","","","자가","0","0","N",
"115","숙박업","03_11_03_P","3010000","3010000-201-2017-00010","2017-04-26","","01","영업/정상","01","영업","","","","","","178.54","100-042","서울특별시 중구 남산동2가 33-3 1~2층","서울특별시 중구 퇴계로18길 41 (남산동2가, 1~2층)","04631","오요5롯지A(oYo5LodgeA)","2026-04-02 17:14:38","U","2026-04-04 02:40:00","숙박업 기타","198602.1192505","450758.364666589","숙박업 기타","0","0","1","2","0","0","0","11","","","","","0","0","N",
"116","숙박업","03_11_03_P","3000000","3000000-201-1996-00016","1996-11-08","","01","영업/정상","01","영업","","","","","02 7444197","1773.78","110-350","서울특별시 종로구 운니동 24-1","서울특별시 종로구 돈화문로11가길 89 (운니동)","03131","아늑 호텔 앤 스파 서울 종로 안국 1","2026-04-02 16:03:34","U","2026-04-04 02:40:00","일반호텔","199035.998545928","452694.013118976","일반호텔","5","0","5","6","0","0","0","43","","","","","0","0","N",
"117","숙박업","03_11_03_P","3990000","3990000-214-2018-00004","2018-12-10","","01","영업/정상","01","영업","","","","","031 594 6659","975.35","472-851","경기도 남양주시 수동면 내방리 112-1 외2필지","경기도 남양주시 수동면 비룡로1270번길 110-11, 가,나,다동","12026","코지 스테이","2026-04-02 14:50:44","U","2026-04-04 02:40:00","숙박업(생활)","225567.57141156","471257.530281464","숙박업(생활)","0","0","1","3","1","1","0","11","","","","자가","0","0","N",
"118","숙박업","03_11_03_P","5710000","5735000-214-2024-00007","2024-12-24","","01","영업/정상","01","영업","","","","","","9657.29","363-883","충청북도 청주시 청원구 오창읍 양청리 821-1 엘파크","충청북도 청주시 청원구 오창읍 오창공원로 127, 엘파크 2~20층 일부호","28120","에스앤디하우스","2026-04-02 17:03:55","U","2026-04-04 02:40:00","숙박업(생활)","238066.903031404","356831.715118424","숙박업(생활)","20","5","2","20","0","0","0","178","","","","","0","0","N",
"119","숙박업","03_11_03_P","3490000","3490000-214-2026-00002","2026-04-03","","01","영업/정상","01","영업","","","","","032 7220035","6223.12","400-833","인천광역시 중구 운서동 2803-1 메가스타 영종 3~10층호","인천광역시 중구 신도시남로142번길 6, 메가스타 영종 3~10층 일부호 (운서동)","22371","데이즈호텔&스위트 인천 영종","2026-04-03 17:52:38","I","2026-04-05 00:20:22","숙박업(생활)","154960.757161123","443592.349430447","숙박업(생활)","0","0","0","0","0","0","0","77","","","","","0","0","N",
"120","숙박업","03_11_03_P","3490000","3490000-201-2026-00002","2026-04-03","","01","영업/정상","01","영업","","","","","","6584.61","400-833","인천광역시 중구 운서동 2803-1 메가스타 영종 3~10층호","인천광역시 중구 신도시남로142번길 6, 메가스타 영종 3~10층 일부호 (운서동)","22371","하워드존슨 호텔 인천 영종","2026-04-03 17:52:00","I","2026-04-05 00:20:22","일반호텔","154960.757161123","443592.349430447","일반호텔","0","0","0","0","0","0","0","54","","","","","0","0","N",
"121","숙박업","03_11_03_P","3010000","3010000-201-2026-00016","2026-04-03","","01","영업/정상","01","영업","","","","","","5992.93","100-866","서울특별시 중구 필동1가 3-1","서울특별시 중구 퇴계로31길 17 (필동1가)","04554","호텔 트래블러즈 명동(Hotel Traveluz Myeongdong)","2026-04-03 17:11:22","I","2026-04-05 00:20:22","일반호텔","199232.186338658","451087.052035437","일반호텔","17","2","1","17","1","2","0","111","","","","임대","0","0","N",
"122","숙박업","03_11_03_P","4080000","4080000-201-2026-00001","2026-04-03","","01","영업/정상","01","영업","","","","","","856.86","456-812","경기도 안성시 원곡면 칠곡리 284-3","경기도 안성시 원곡면 칠곡호수길 77-19","17555","캐슬모텔","2026-04-03 15:06:40","I","2026-04-05 00:20:22","여관업","213567.336678807","394391.139130676","여관업","4","1","1","4","1","1","19","3","","","","임대","0","0","N",
"123","숙박업","03_11_03_P","4490000","5650000-201-2003-00004","2003-01-13","","01","영업/정상","01","영업","","","","","041 5681522","950.40","330-050","충청남도 천안시 동남구 영성동 92-3","충청남도 천안시 동남구 미나릿길 29 (영성동)","31131","대우장모텔","2026-04-03 14:44:28","U","2026-04-05 02:40:00","숙박업 기타","213451.006139179","366710.715954475","숙박업 기타","0","0","0","0","0","0","7","20","","","","","0","0","N",
