"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"60","건물위생관리업","09_30_04_P","3740000","5610000-206-2026-00005","2026-02-12","","01","영업/정상","01","영업","","","","","031 2116838","42.84","443-823","경기도 수원시 영통구 원천동 362-32 A동 2층 205호","경기도 수원시 영통구 매영로 219-26, A동 2층 205호 (원천동)","16523","주식회사 따뜻한봄날","2026-03-05 16:43:22","U","2026-03-07 02:40:00","건물위생관리업","205678.211556532","417729.179570725","건물위생관리업","0","0","2","2","0","0","","","","","0","0","N",
"61","건물위생관리업","09_30_04_P","3470000","3470000-206-2019-00017","2019-12-12","","03","폐업","02","폐업","2026-03-05","","","","","69.11","704-170","대구광역시 달서구 갈산동 986","대구광역시 달서구 성서공단로39길 18-10, 2층 86호 (갈산동)","42704","퍼펙트클린","2026-03-05 11:56:42","U","2026-03-07 02:40:00","건물위생관리업","335919.464541454","260689.766921693","건물위생관리업","2","0","2","2","0","0","","","","임대","0","0","N",
"62","건물위생관리업","09_30_04_P","3010000","3010000-206-2003-00002","2003-02-13","","01","영업/정상","01","영업","","","","","07783228","81.07","100-130","서울특별시 중구 순화동 215 바비엥3","서울특별시 중구 통일로 86, 바비엥3 1209호 (순화동)","04517","(주)조은사람","2026-03-05 16:52:31","U","2026-03-07 02:40:00","건물위생관리업","197249.357745588","451208.560235989","건물위생관리업","4","0","0","4","0","0","","","","임대","0","0","N",
"63","건물위생관리업","09_30_04_P","3830000","3840000-206-2005-00009","2005-12-16","","01","영업/정상","01","영업","","","","","031 465 4175","21.46","430-040","경기도 안양시 만안구 석수동 816","경기도 안양시 만안구 예술공원로131번길 57, 2층 일부호 (석수동)","13912","에이블시스템(주)","2026-03-05 13:41:44","U","2026-03-07 02:40:00","건물위생관리업","","","건물위생관리업","0","0","2","2","0","0","","","","","0","0","N",
"64","건물위생관리업","09_30_04_P","4261000","4261000-206-2026-00002","2026-02-05","","01","영업/정상","01","영업","","","","","","40.00","","강원특별자치도 횡성군 우천면 두곡리 450-5","강원특별자치도 횡성군 우천면 한우로 992, 1층 101호","25249","영서환경","2026-03-05 14:19:45","U","2026-03-07 02:40:00","건물위생관리업","292342.871441139","442150.349452764","건물위생관리업","0","0","1","0","0","0","","","","임대","0","0","N",
"65","건물위생관리업","09_30_04_P","4800000","4800000-206-2026-00002","2026-02-06","","01","영업/정상","01","영업","","","","","","23.10","530-826","전라남도 목포시 상동 956-3","전라남도 목포시 하당로44번길 17, 1층 (상동)","58695","스마일클린","2026-03-05 09:45:06","U","2026-03-07 02:40:00","건물위생관리업","146968.947364903","144712.104085018","건물위생관리업","0","0","1","0","0","0","","","","","0","0","N",
"66","건물위생관리업","09_30_04_P","3680000","3680000-206-2020-00005","2020-08-12","","01","영업/정상","01","영업","","","","","042 672 6722","42.43","306-820","대전광역시 대덕구 오정동 314-4","대전광역시 대덕구 한남로138번길 39, 1층 (오정동)","34442","주식회사 클린코리아","2026-03-05 15:48:55","U","2026-03-07 02:40:00","건물위생관리업","237048.194106871","316538.140418573","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"67","건물위생관리업","09_30_04_P","3160000","3160000-206-2021-00009","2021-09-29","","03","폐업","02","폐업","2026-03-05","","","","","33.52","152-842","서울특별시 구로구 구로동 106-4 선경오피스텔","서울특별시 구로구 공원로 3, 선경오피스텔 416호 (구로동)","08298","주식회사 으뜸서비스","2026-03-05 12:04:33","U","2026-03-07 02:40:00","건물위생관리업","190410.047738361","443953.502895004","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"68","건물위생관리업","09_30_04_P","3780000","3810000-206-2025-00010","2025-06-24","","03","폐업","02","폐업","2026-03-05","","","","","0.00","463-856","경기도 성남시 분당구 야탑동 291-5 프뢰벨장학재단빌딩 3층 일부(7)호","경기도 성남시 분당구 매화로 38, 프뢰벨장학재단빌딩 3층 일부(7)호 (야탑동)","13504","주식회사 경호파트너스","2026-03-05 16:35:03","U","2026-03-07 02:40:00","건물위생관리업","211808.725688328","434327.154238309","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"69","건물위생관리업","09_30_04_P","5670000","5670123-206-2026-00002","2026-02-23","","01","영업/정상","01","영업","","","","","","59.70","641-849","경상남도 창원시 의창구 팔용동 160-8 삼광빌딩","경상남도 창원시 의창구 사화로18번길 6, 삼광빌딩 3층일부호 (팔용동)","51376","하이클리어케어","2026-03-05 16:54:29","U","2026-03-07 02:40:00","건물위생관리업","346366.754106685","196421.885266797","건물위생관리업","0","0","3","0","0","0","","","","","0","0","N",
"70","건물위생관리업","09_30_04_P","3220000","3220000-206-2018-00006","2018-02-14","","01","영업/정상","01","영업","","","","","0234144452","31.91","135-939","서울특별시 강남구 개포동 13-3 대청타워","서울특별시 강남구 개포로 623, 대청타워 21층 2116호 (개포동)","06336","주식회사 인풍코리아","2026-03-05 21:14:33","U","2026-03-07 02:40:00","건물위생관리업","206970.919291372","443574.411625824","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"71","건물위생관리업","09_30_04_P","3740000","5610000-206-2020-00011","2020-12-03","","01","영업/정상","01","영업","","","","","","33.00","443-270","경기도 수원시 영통구 이의동 1243-3","경기도 수원시 영통구 대학1로8번길 128, 1층 일부호 (이의동)","16226","주식회사 우진","2026-03-05 16:34:22","U","2026-03-07 02:40:00","건물위생관리업","204168.364938187","421858.869785522","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"72","건물위생관리업","09_30_04_P","4990000","4990000-206-2023-00001","2023-10-13","","03","폐업","02","폐업","2026-03-05","","","","","55.92","537-800","전라남도 완도군 완도읍 군내리 1242-16","전라남도 완도군 완도읍 개포로62번길 13-5","59119","청소하는남자","2026-03-05 10:55:40","U","2026-03-07 02:40:00","건물위생관리업","176546.080809538","91071.069641282","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
