번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,세탁기수,여성종사자수,남성종사자수,회수건조기수,다중이용업소여부,Unnamed: 44,record_key
276,세탁업,06_20_01_P,5530000,5750000-205-2019-00006,2019-05-30,,1,영업/정상,1,영업,,,,,,198.0,,경기도 화성시 효행구 정남면 신리 134-2,"경기도 화성시 효행구 정남면 서봉로 1074-12, 1층",,형제클린,2022-07-06 13:34:58,I,2026-02-04 01:35:23,세탁업 기타,198047.313587837,406806.706543857,세탁업 기타,0,0,0,0,0,0,,,,임대,2,0,0,4,N,,형제클린_경기도화성시효행구정남면신리134-2
433,세탁업,06_20_01_P,5530000,5770000-205-2019-00005,2019-05-30,,3,폐업,2,폐업,2020-12-31,,,,031 80587336,167.07,,경기도 화성시 동탄구 반송동  122-11,"경기도 화성시 동탄구 노작로2길 36, 1층 전체호 (반송동)",,(주)중경산업,2020-12-31 16:06:17,I,2026-02-04 01:35:23,일반세탁업,206844.085320643,410563.569161463,일반세탁업,0,0,1,1,0,0,,,,,4,0,0,4,N,,(주)중경산업_경기도화성시동탄구반송동122-11
286,세탁업,06_20_01_P,5530000,5770000-205-2019-00004,2019-05-20,,1,영업/정상,1,영업,,,,,031 80151661,33.0,,경기도 화성시 동탄구 반송동  190-9 1층 일부호,"경기도 화성시 동탄구 탄요1길 6-22, 1층 일부호 (반송동)",,나루세탁,2019-05-20 17:03:23,I,2026-02-04 01:35:23,일반세탁업,206463.980100653,409575.195255378,일반세탁업,0,0,1,1,0,0,,,,,2,0,0,1,N,,나루세탁_경기도화성시동탄구반송동190-91층일부호
285,세탁업,06_20_01_P,5530000,5770000-205-2019-00003,2019-05-03,,1,영업/정상,1,영업,,,,,031 80432954,32.0,,경기도 화성시 동탄구 오산동  844-5 동탄2신도시 에일린의뜰 209(상가)동 104호,"경기도 화성시 동탄구 동탄기흥로353번길 77, 209(상가)동 1층 104호 (오산동, 동탄2신도시 에일린의뜰)",,2동탄 세탁소,2019-05-03 15:03:49,I,2026-02-04 01:35:23,일반세탁업,207654.500588623,409708.363276343,일반세탁업,0,0,1,1,0,0,,,,,1,0,0,1,N,,2동탄세탁소_경기도화성시동탄구오산동844-5동탄2신도시에일린의뜰209(상가)동104호
396,세탁업,06_20_01_P,5530000,5760000-205-2019-00002,2019-04-19,,3,폐업,2,폐업,2023-09-20,,,,031 238 5222,33.62,,경기도 화성시 병점구 병점동  259-15 우남프라자 104호,"경기도 화성시 병점구 병점2로 65, 우남프라자 104호 (병점동)",,세탁맘,2023-09-20 16:08:40,I,2026-02-04 01:35:23,일반세탁업,203786.135213817,411798.33590751,일반세탁업,0,0,1,1,0,0,,,,,2,0,0,1,N,,세탁맘_경기도화성시병점구병점동259-15우남프라자104호
198,세탁업,06_20_01_P,5530000,5740000-205-2019-00015,2019-03-29,,1,영업/정상,1,영업,,,,,,108.53,,경기도 화성시 만세구 향남읍 하길리 1453-1,"경기도 화성시 만세구 향남읍 한절이2길 21-1, 1층 전체(101)호",,세탁나눔방,2024-12-26 09:13:36,I,2026-02-04 01:35:23,일반세탁업,192525.551460014,401711.595342184,일반세탁업,0,0,1,1,0,0,,,,,1,0,0,1,N,,세탁나눔방_경기도화성시만세구향남읍하길리1453-1
395,세탁업,06_20_01_P,5530000,5770000-205-2019-00001,2019-02-15,,1,영업/정상,1,영업,,,,,,30.0,,경기도 화성시 동탄구 오산동  967-1467 동탄역 반도유보라 아이비파크 5.0 상가1509동 B106호,"경기도 화성시 동탄구 동탄기흥로 393-15, 상가1509동 지1층 B106호 (오산동, 동탄역 반도유보라 아이비파크 5.0)",,반도5세탁,2019-02-15 13:20:20,I,2026-02-04 01:35:23,일반세탁업,208015.483240024,410368.099396638,일반세탁업,0,0,0,0,1,1,,,,,1,0,0,1,N,,반도5세탁_경기도화성시동탄구오산동967-1467동탄역반도유보라아이비파크5.0상가1509동B106호
562,세탁업,06_20_01_P,5680000,5680000-205-2019-00001,2019-01-28,,3,폐업,2,폐업,2026-02-04,,,,,139.94,343-853,충청남도 당진시 석문면 삼봉리 966-55,충청남도 당진시 석문면 석문방조제로 2242,31706.0,우리세탁소,2026-02-04 13:31:41,U,2026-02-06 02:40:00,일반세탁업,159143.341891626,390158.312952605,일반세탁업,0,0,0,0,0,0,,,,,2,0,0,2,N,,우리세탁소_충청남도당진시석문면삼봉리966-55
599,세탁업,06_20_01_P,4830000,4830000-205-2019-00001,2019-01-10,,1,영업/정상,1,영업,,,,,,39.7,520-350,전라남도 나주시 빛가람동 374 대방엘리움 2차 아파트 상가동 110호,"전라남도 나주시 중야1길 15, 상가동 1층 110호 (빛가람동, 대방엘리움 2차 아파트)",58326.0,대방멀티크리닝,2026-02-10 15:08:06,U,2026-02-12 02:40:00,일반세탁업,179769.261478534,168742.202436114,일반세탁업,4,1,1,1,0,0,,,,임대,2,0,0,1,N,,대방멀티크리닝_전라남도나주시빛가람동374대방엘리움2차아파트상가동110호
394,세탁업,06_20_01_P,5530000,5760000-205-2018-00023,2018-12-26,,1,영업/정상,1,영업,,,,,031 224 5524,29.64,,경기도 화성시 병점구 병점동  850 안화동마을주공6단지 상가동 203호,"경기도 화성시 병점구 병점2로 145, 안화동마을주공6단지 상가동 203호 (병점동)",,콜세탁,2025-06-02 15:06:31,I,2026-02-04 01:35:23,일반세탁업,204356.420580969,412282.286713142,일반세탁업,0,0,0,0,0,0,,,,,2,0,0,0,N,,콜세탁_경기도화성시병점구병점동850안화동마을주공6단지상가동203호
412,세탁업,06_20_01_P,5530000,5750000-205-2018-00022,2018-12-03,,3,폐업,2,폐업,2025-03-20,,,,031 298 3689,35.64,,경기도 화성시 효행구 봉담읍 유리 100-1 봉담 기산베스트빌,"경기도 화성시 효행구 봉담읍 유리마을길 81, 봉담 기산베스트빌 102호",,기산세탁옷수선,2025-03-20 15:18:14,I,2026-02-04 01:35:23,일반세탁업,193975.229931582,408319.943680162,일반세탁업,0,0,1,1,0,0,,,,,1,0,0,1,N,,기산세탁옷수선_경기도화성시효행구봉담읍유리100-1봉담기산베스트빌
422,세탁업,06_20_01_P,5530000,5740000-205-2018-00020,2018-09-27,,3,폐업,2,폐업,2022-02-23,,,,,33.63,,경기도 화성시 만세구 팔탄면 구장리 553-11,"경기도 화성시 만세구 팔탄면 서촌길 29, 태양캐슬(B동) 1층 101호 일부",,워시프렌즈셀프빨래방팔탄점,2022-02-23 11:38:31,I,2026-02-04 01:35:23,빨래방업,191371.614915376,406703.25917675,빨래방업,0,0,1,1,0,0,,,,,3,0,0,3,N,,워시프렌즈셀프빨래방팔탄점_경기도화성시만세구팔탄면구장리553-11
416,세탁업,06_20_01_P,5530000,5750000-205-2018-00021,2018-09-27,,1,영업/정상,1,영업,,,,,031 227 8002,16.8,,경기도 화성시 효행구 봉담읍 수영리 651-9,"경기도 화성시 효행구 봉담읍 진등2길 12, 1층 일부호",,조양세탁소,2025-04-22 11:45:01,I,2026-02-04 01:35:23,일반세탁업,195367.374476085,413231.742005312,일반세탁업,0,0,1,1,0,0,,,,,1,0,0,1,N,,조양세탁소_경기도화성시효행구봉담읍수영리651-9
420,세탁업,06_20_01_P,5530000,5770000-205-2018-00019,2018-09-13,,1,영업/정상,1,영업,,,,,,48.4,,경기도 화성시 동탄구 영천동  651-1372 동탄파크자이,"경기도 화성시 동탄구 동탄대로24길 117, 상가동 지2층 28호 (영천동, 동탄파크자이)",,파크자이 세탁,2025-01-09 13:16:23,I,2026-02-04 01:35:23,일반세탁업,209966.875231762,412275.957705971,일반세탁업,0,0,0,0,2,2,,,,,1,0,0,2,N,,파크자이세탁_경기도화성시동탄구영천동651-1372동탄파크자이
419,세탁업,06_20_01_P,5530000,5740000-205-2018-00017,2018-08-17,,1,영업/정상,1,영업,,,,,,49.5,,경기도 화성시 만세구 남양읍 남양리 670-1,"경기도 화성시 만세구 남양읍 남양시장로42번길 11-4, B동 1층 일부",,클린케어운동화이불빨래방,2021-04-08 16:19:15,I,2026-02-04 01:35:23,운동화전문세탁업,183461.74482648,411780.426361955,운동화전문세탁업,0,0,1,1,0,0,,,,,3,0,0,2,N,,클린케어운동화이불빨래방_경기도화성시만세구남양읍남양리670-1
418,세탁업,06_20_01_P,5530000,5750000-205-2018-00015,2018-07-30,,3,폐업,2,폐업,2019-04-15,,,,,94.68,,경기도 화성시 효행구 봉담읍 수영리 651-19,"경기도 화성시 효행구 봉담읍 진등1길 57, 2층",,그린세탁,2019-04-15 09:52:46,I,2026-02-04 01:35:23,일반세탁업,195396.991181962,413230.028385248,일반세탁업,0,0,2,2,0,0,,,,,2,0,0,1,N,,그린세탁_경기도화성시효행구봉담읍수영리651-19
393,세탁업,06_20_01_P,5530000,5770000-205-2018-00014,2018-07-24,,1,영업/정상,1,영업,,,,,031 376 8480,27.57,,경기도 화성시 동탄구 청계동  538 동탄2신도시 센트럴 푸르지오 지하2층 104호,"경기도 화성시 동탄구 동탄순환대로21길 54, 지하2층 104호 (청계동, 동탄2신도시 센트럴 푸르지오)",,센트럴 세탁소,2018-07-24 16:15:52,I,2026-02-04 01:35:23,일반세탁업,210217.733003909,410591.146065571,일반세탁업,0,0,0,0,0,0,,,,,1,0,0,1,N,,센트럴세탁소_경기도화성시동탄구청계동538동탄2신도시센트럴푸르지오지하2층104호
391,세탁업,06_20_01_P,5530000,5770000-205-2018-00013,2018-07-03,,1,영업/정상,1,영업,,,,,,74.0,,경기도 화성시 동탄구 반송동  190-7 동탄농협 하나로마트 지하1층 일부호,"경기도 화성시 동탄구 10용사로 571, 동탄농협 하나로마트 지하1층 일부호 (반송동)",,리더스 크린,2022-06-15 09:15:25,I,2026-02-04 01:35:23,일반세탁업,206414.212324882,409612.754055094,일반세탁업,0,0,0,0,1,1,,,,,4,0,0,3,N,,리더스크린_경기도화성시동탄구반송동190-7동탄농협하나로마트지하1층일부호
389,세탁업,06_20_01_P,5530000,5750000-205-2018-00012,2018-06-18,,1,영업/정상,1,영업,,,,,,195.0,,경기도 화성시 효행구 기안동  20-224 1층전부호,"경기도 화성시 효행구 배양남길40번길 4, 1층 전부호 (기안동)",,(주)쓰리에이치 크리너,2018-06-18 10:55:06,I,2026-02-04 01:35:23,일반세탁업,199054.170288732,413650.490891131,일반세탁업,0,0,1,1,0,0,,,,,3,0,0,4,N,,(주)쓰리에이치크리너_경기도화성시효행구기안동20-2241층전부호
388,세탁업,06_20_01_P,5530000,5770000-205-2018-00011,2018-06-15,,1,영업/정상,1,영업,,,,,031 316 5052,33.6,,경기도 화성시 동탄구 반송동  92-2 마젤란오피스텔 1층 113호,"경기도 화성시 동탄구 노작로 177, 마젤란오피스텔 1층 113호 (반송동)",,마젤란세탁,2018-06-15 11:44:26,I,2026-02-04 01:35:23,일반세탁업,206457.456641393,411348.249959131,일반세탁업,0,0,1,1,0,0,,,,,1,0,0,1,N,,마젤란세탁_경기도화성시동탄구반송동92-2마젤란오피스텔1층113호
387,세탁업,06_20_01_P,5530000,5740000-205-2018-00010,2018-06-14,,3,폐업,2,폐업,2025-08-14,,,,031 355 5423,40.04,,경기도 화성시 만세구 새솔동 0 송산그린시티 이지더원 레이크뷰,"경기도 화성시 만세구 수노을1로 191, 상가2동 B122호 (새솔동, 송산그린시티 이지더원 레이크뷰)",,크린 팩토리 송산점,2025-08-14 10:08:37,I,2026-02-04 01:35:23,일반세탁업,184233.59902174,420241.338771808,일반세탁업,0,0,0,0,0,0,,,,,5,0,0,2,N,,크린팩토리송산점_경기도화성시만세구새솔동0송산그린시티이지더원레이크뷰
357,세탁업,06_20_01_P,5530000,5750000-205-2018-00016,2018-06-11,,1,영업/정상,1,영업,,,,,,195.0,,경기도 화성시 효행구 봉담읍 덕리 292-7,"경기도 화성시 효행구 봉담읍 덕머루동길 11-4, 2동",,서연클린,2023-07-14 10:49:20,I,2026-02-04 01:35:23,세탁업 기타,194116.038699739,407111.110292804,세탁업 기타,0,0,0,0,0,0,,,,,2,0,0,0,N,,서연클린_경기도화성시효행구봉담읍덕리292-7
390,세탁업,06_20_01_P,5530000,5770000-205-2018-00009,2018-05-30,,3,폐업,2,폐업,2019-06-11,,,,,82.6,,경기도 화성시 동탄구 영천동  686-2 1층 일부호,"경기도 화성시 동탄구 지산1길 21-3, 1층 일부호 (영천동)",,TOTAL세탁,2019-06-11 16:16:17,I,2026-02-04 01:35:23,일반세탁업,209839.184135714,411791.811568714,일반세탁업,0,0,1,1,0,0,,,,,2,0,0,2,N,,TOTAL세탁_경기도화성시동탄구영천동686-21층일부호
356,세탁업,06_20_01_P,5530000,5770000-205-2018-00008,2018-04-20,,1,영업/정상,1,영업,,,,,031 373 5821,44.8,,경기도 화성시 동탄구 산척동  584 1층일부호,"경기도 화성시 동탄구 동탄대로6길 9, 1층 일부호 (산척동)",,호수세탁,2025-02-12 11:36:30,I,2026-02-04 01:35:23,일반세탁업,209507.236891558,407438.680250299,일반세탁업,0,0,0,0,0,0,,,,,2,0,0,2,N,,호수세탁_경기도화성시동탄구산척동5841층일부호
355,세탁업,06_20_01_P,5530000,5740000-205-2018-00007,2018-03-23,,1,영업/정상,1,영업,,,,,,32.76,,경기도 화성시 만세구 향남읍 하길리 1475 서봉마을 사랑으로 부영6단지아파트,"경기도 화성시 만세구 향남읍 상신하길로 295, 상가동 1층 104호 (서봉마을 사랑으로 부영6단지아파트)",,부영세탁소,2019-12-27 13:47:24,I,2026-02-04 01:35:23,일반세탁업,191776.438422745,401458.288399357,일반세탁업,0,0,1,1,0,0,,,,,1,0,0,1,N,,부영세탁소_경기도화성시만세구향남읍하길리1475서봉마을사랑으로부영6단지아파트
597,세탁업,06_20_01_P,3480000,3480000-205-2018-00001,2018-03-21,,3,폐업,2,폐업,2026-02-10,,,,,486.0,,대구광역시 달성군 옥포읍 강림리 474-2 1층,"대구광역시 달성군 옥포읍 농공공단길 54, 1층",42968.0,백의민족,2026-02-10 13:54:29,U,2026-02-12 02:40:00,세탁업 기타,329347.673241455,254556.061197212,세탁업 기타,1,0,1,0,0,0,,,,임대,5,0,0,0,N,,백의민족_대구광역시달성군옥포읍강림리474-21층
595,세탁업,06_20_01_P,4681000,4681000-205-2018-00002,2018-03-16,,1,영업/정상,1,영업,,,,,063 918 2771,198.0,,전북특별자치도 익산시 인화동1가 212-8,"전북특별자치도 익산시 목천로2길 59, 1층 (인화동1가)",54677.0,크린토피아 익산지사 제2공장,2026-02-09 13:36:42,U,2026-02-11 02:40:00,일반세탁업,195337.011623911,269634.923321283,일반세탁업,2,0,1,0,0,0,,,,임대,2,0,0,0,N,,크린토피아익산지사제2공장_전북특별자치도익산시인화동1가212-8
349,세탁업,06_20_01_P,5530000,5770000-205-2018-00006,2018-03-15,,1,영업/정상,1,영업,,,,,,43.2,,경기도 화성시 동탄구 영천동  672 동탄2신도시 EG the1 아파트 B07호,"경기도 화성시 동탄구 동탄순환대로28길 17, 지2층 B07호 (영천동, 동탄2신도시 EG the1 아파트)",,닥터드라이,2022-03-10 12:01:59,I,2026-02-04 01:35:23,일반세탁업,209760.254622582,411942.423776643,일반세탁업,0,0,0,0,2,2,,,,,1,0,0,2,N,,닥터드라이_경기도화성시동탄구영천동672동탄2신도시EGthe1아파트B07호
348,세탁업,06_20_01_P,5530000,5770000-205-2018-00005,2018-02-20,,3,폐업,2,폐업,2018-05-03,,,,,33.06,,경기도 화성시 동탄구 반송동  93-10 동탄 지웰 에스테이트 125호,"경기도 화성시 동탄구 동탄반석로 160, 동탄 지웰 에스테이트 1층 125호 (반송동)",,(주)미가존,2018-05-03 13:06:53,I,2026-02-04 01:35:23,일반세탁업,206285.144405025,411226.353221417,일반세탁업,0,0,1,1,0,0,,,,,1,0,0,0,N,,(주)미가존_경기도화성시동탄구반송동93-10동탄지웰에스테이트125호
415,세탁업,06_20_01_P,5530000,5740000-205-2018-00004,2018-02-05,,1,영업/정상,1,영업,,,,,031 3526464,35.88,,경기도 화성시 만세구 향남읍 상신리 1330 언덕마을 사랑으로부영 17단지아파트 상가동 1층 102호,"경기도 화성시 만세구 향남읍 상신하길로 65, 상가동 1층 102호 (언덕마을 사랑으로부영 17단지아파트)",,명품세탁소,2018-02-05 13:50:12,I,2026-02-04 01:35:23,일반세탁업,190616.890546104,399769.672343803,일반세탁업,0,0,1,1,0,0,,,,,1,0,0,0,N,,명품세탁소_경기도화성시만세구향남읍상신리1330언덕마을사랑으로부영17단지아파트상가동1층102호
414,세탁업,06_20_01_P,5530000,5740000-205-2018-00003,2018-01-26,,3,폐업,2,폐업,2024-04-04,,,,,47.78,,경기도 화성시 만세구 향남읍 하길리 1467-4 1동 112호,"경기도 화성시 만세구 향남읍 발안양감로 201, 1동 112호",,크린팩토리앤슈즈크린,2024-04-04 15:43:22,I,2026-02-04 01:35:23,일반세탁업,192136.215961832,401577.068900693,일반세탁업,0,0,1,1,0,0,,,,,2,0,0,0,N,,크린팩토리앤슈즈크린_경기도화성시만세구향남읍하길리1467-41동112호
413,세탁업,06_20_01_P,5530000,5770000-205-2018-00002,2018-01-18,,3,폐업,2,폐업,2019-05-30,,,,,167.07,,경기도 화성시 동탄구 반송동  122-11 1층전부호,"경기도 화성시 동탄구 노작로2길 36, 1층 전부호 (반송동)",,(주)휴먼클리닝,2019-05-30 10:13:03,I,2026-02-04 01:35:23,일반세탁업,206844.085320643,410563.569161463,일반세탁업,0,0,1,1,0,0,,,,,2,0,0,4,N,,(주)휴먼클리닝_경기도화성시동탄구반송동122-111층전부호
383,세탁업,06_20_01_P,5530000,5770000-205-2018-00001,2018-01-02,,3,폐업,2,폐업,2019-07-01,,,,,34.2,,경기도 화성시 동탄구 목동  262 르파비스 상가동 201호,"경기도 화성시 동탄구 동탄순환대로20길 115, 상가동 201호 (르파비스)",,동탄e세탁소,2019-07-01 16:48:20,I,2026-02-04 01:35:23,세탁업 기타,211121.870959712,409100.91327779,세탁업 기타,0,0,2,2,0,0,,,,,0,0,0,0,N,,동탄e세탁소_경기도화성시동탄구목동262르파비스상가동201호
382,세탁업,06_20_01_P,5530000,5740000-205-2017-00022,2017-12-26,,3,폐업,2,폐업,2021-10-15,,,,,61.2,,경기도 화성시 만세구 남양읍 남양리 2018-4,"경기도 화성시 만세구 남양읍 역골로49번길 19-1, 1층",,크린토피아 남양뉴타운점,2021-10-15 09:50:16,I,2026-02-04 01:35:23,일반세탁업,184455.466965541,411173.212459169,일반세탁업,0,0,0,0,0,0,,,,,3,0,0,2,N,,크린토피아남양뉴타운점_경기도화성시만세구남양읍남양리2018-4
129,세탁업,06_20_01_P,5530000,5770000-205-2017-00021,2017-12-20,,3,폐업,2,폐업,2019-10-22,,,,,54.0,,경기도 화성시 동탄구 산척동  48 동탄호수공원 금강펜테리움 센트럴파크II 지하105호,"경기도 화성시 동탄구 동탄산척로2길 56, 지하3층 105호 (동탄호수공원 금강펜테리움 센트럴파크II)",,크린토피아 코인워시,2019-10-22 13:17:08,I,2026-02-04 01:35:23,일반세탁업,210168.218983781,408426.642788413,일반세탁업,0,0,0,0,3,3,,,,,3,0,0,3,N,,크린토피아코인워시_경기도화성시동탄구산척동48동탄호수공원금강펜테리움센트럴파크II지하105호
456,세탁업,06_20_01_P,5530000,5750000-205-2017-00020,2017-12-04,,1,영업/정상,1,영업,,,,,,171.0,,경기도 화성시 효행구 봉담읍 덕리 153 1동,경기도 화성시 효행구 봉담읍 덕머루1길 38-9 (1동),,효진엔텍,2021-09-06 14:37:30,I,2026-02-04 01:35:23,세탁업 기타,194562.340252698,407517.110195633,세탁업 기타,0,0,1,1,0,0,,,,,2,0,0,0,N,,효진엔텍_경기도화성시효행구봉담읍덕리1531동
347,세탁업,06_20_01_P,5530000,5740000-205-2017-00019,2017-11-30,,3,폐업,2,폐업,2021-06-22,,,,031 356 3178,79.69,,경기도 화성시 만세구 남양읍 남양리 2021-18,"경기도 화성시 만세구 남양읍 역골중앙로41번길 37, 1층",,화이트365(남양점),2021-06-22 14:12:13,I,2026-02-04 01:35:23,일반세탁업,184578.940733172,411626.728078613,일반세탁업,0,0,1,1,0,0,,,,,3,0,0,3,N,,화이트365(남양점)_경기도화성시만세구남양읍남양리2021-18
346,세탁업,06_20_01_P,5530000,5760000-205-2017-00018,2017-11-24,,3,폐업,2,폐업,2025-09-03,,,,031 223 1319,66.0,,경기도 화성시 병점구 진안동  922-1 1층 일부호,"경기도 화성시 병점구 병점중앙로242번길 15-16, 1층 일부호 (진안동)",,하하세탁소,2025-09-03 15:13:35,I,2026-02-04 01:35:23,일반세탁업,203175.137236886,413069.483933165,일반세탁업,0,0,1,1,0,0,,,,,2,0,0,1,N,,하하세탁소_경기도화성시병점구진안동922-11층일부호
345,세탁업,06_20_01_P,5530000,5770000-205-2017-00017,2017-11-22,,3,폐업,2,폐업,2024-11-20,,,,,34.0,,경기도 화성시 동탄구 청계동  556 청계숲 사랑으로 부영 상가1동 103호,"경기도 화성시 동탄구 동탄순환대로22길 46, 상가1동 103호 (청계동, 청계숲 사랑으로 부영)",,자연과 사람을 위한 세탁,2024-11-20 13:56:52,I,2026-02-04 01:35:23,일반세탁업,210636.707677918,410723.211184875,일반세탁업,0,0,1,1,0,0,,,,,2,0,0,2,N,,자연과사람을위한세탁_경기도화성시동탄구청계동556청계숲사랑으로부영상가1동103호
344,세탁업,06_20_01_P,5530000,5750000-205-2017-00016,2017-11-01,,1,영업/정상,1,영업,,,,,,288.0,,경기도 화성시 효행구 봉담읍 왕림리 112-1,경기도 화성시 효행구 봉담읍 삼천병마로 1008,,믿음크린,2017-11-01 13:43:00,I,2026-02-04 01:35:23,일반세탁업,194652.932412612,410591.722651079,일반세탁업,0,0,1,1,0,0,,,,,2,0,0,2,N,,믿음크린_경기도화성시효행구봉담읍왕림리112-1
326,세탁업,06_20_01_P,5530000,5750000-205-2017-00015,2017-09-18,,3,폐업,2,폐업,2019-12-24,,,,,0.0,,경기도 화성시 효행구 봉담읍 와우리 31-6 121호,"경기도 화성시 효행구 봉담읍 와우로 90, 121호",,크린토피아 코인워시 봉담와우점,2019-12-24 15:14:38,I,2026-02-04 01:35:23,빨래방업,197743.037666885,412410.917041748,빨래방업,0,0,0,0,0,0,,,,,0,0,0,0,N,,크린토피아코인워시봉담와우점_경기도화성시효행구봉담읍와우리31-6121호
435,세탁업,06_20_01_P,5530000,5760000-205-2017-00023,2017-08-24,,1,영업/정상,1,영업,,,,,031 204 9015,134.4,,경기도 화성시 병점구 반정동  122-11 B동 1층,"경기도 화성시 병점구 반정로204번길 76, B동 1층 (반정동)",,세탁백화점,2019-06-25 14:05:29,I,2026-02-04 01:35:23,일반세탁업,203606.838032756,414638.764623107,일반세탁업,0,0,1,1,0,0,,,,,3,0,0,0,N,,세탁백화점_경기도화성시병점구반정동122-11B동1층
325,세탁업,06_20_01_P,5530000,5740000-205-2017-00014,2017-08-04,,3,폐업,2,폐업,2020-01-16,,,,031 3662527,39.24,,경기도 화성시 만세구 향남읍 행정리 480 상가동 1층 103호,경기도 화성시 만세구 향남읍 행정동로 62 (상가동 1층 103호),,크린토피아풍림점,2020-01-16 16:03:59,I,2026-02-04 01:35:23,일반세탁업,193606.727195747,403064.224885638,일반세탁업,0,0,1,1,0,0,,,,,2,0,0,3,N,,크린토피아풍림점_경기도화성시만세구향남읍행정리480상가동1층103호
322,세탁업,06_20_01_P,5530000,5770000-205-2017-00013,2017-05-30,,3,폐업,2,폐업,2018-03-08,,,,,43.2,,경기도 화성시 동탄구 영천동  672 318(상가-3)동 B207호,"경기도 화성시 동탄구 동탄순환대로28길 17, 318(상가-3)동 지2층 B207호 (영천동, 이지더원아파트)",,닥터드라이,2018-03-09 09:22:55,I,2026-02-04 01:35:23,일반세탁업,209760.254622582,411942.423776643,일반세탁업,0,0,0,0,2,0,,,,,1,0,0,2,N,,닥터드라이_경기도화성시동탄구영천동672318(상가-3)동B207호
320,세탁업,06_20_01_P,5530000,5740000-205-2017-00012,2017-05-19,,1,영업/정상,1,영업,,,,,031 3550380,60.3,,경기도 화성시 만세구 남양읍 남양리 2028-13 1층,경기도 화성시 만세구 남양읍 역골로 46 (1층),,수경빨래방,2017-05-19 13:42:41,I,2026-02-04 01:35:23,일반세탁업,184496.510251915,411318.806167693,일반세탁업,0,0,0,0,0,0,,,,,2,0,0,2,N,,수경빨래방_경기도화성시만세구남양읍남양리2028-131층
319,세탁업,06_20_01_P,5530000,5750000-205-2017-00011,2017-05-19,,1,영업/정상,1,영업,,,,,,198.08,,경기도 화성시 효행구 정남면 발산리 565-1,"경기도 화성시 효행구 정남면 발산5길 29-76, 1층",,MD세탁,2017-05-19 11:29:13,I,2026-02-04 01:35:23,일반세탁업,198766.87583812,406046.739214694,일반세탁업,0,0,1,0,0,0,,,,,2,0,0,2,N,,MD세탁_경기도화성시효행구정남면발산리565-1
385,세탁업,06_20_01_P,5530000,5750000-205-2017-00010,2017-05-17,,1,영업/정상,1,영업,,,,,,199.0,,경기도 화성시 효행구 봉담읍 유리 98-2,경기도 화성시 효행구 봉담읍 갈담초교길 40-5,,빨래박사,2017-05-17 12:59:46,I,2026-02-04 01:35:23,세탁업 기타,193899.986381247,408259.636173033,세탁업 기타,0,0,0,0,0,0,,,,,2,0,0,2,N,,빨래박사_경기도화성시효행구봉담읍유리98-2
128,세탁업,06_20_01_P,5530000,5760000-205-2017-00009,2017-04-27,,1,영업/정상,1,영업,,,,,,39.69,,경기도 화성시 병점구 병점동  870 105동 S129호,"경기도 화성시 병점구 경기대로 990, 105동 S129호 (병점동, 병점에스케이뷰)",,SK세탁소,2018-10-10 13:58:07,I,2026-02-04 01:35:23,일반세탁업,203346.215269726,411446.440462909,일반세탁업,0,0,1,0,0,0,,,,,2,0,0,1,N,,SK세탁소_경기도화성시병점구병점동870105동S129호
127,세탁업,06_20_01_P,5530000,5770000-205-2017-00008,2017-04-07,,3,폐업,2,폐업,2021-06-28,,,,,108.49,,경기도 화성시 동탄구 반송동  131-9,"경기도 화성시 동탄구 노작로3길 25-1, 1층 (반송동)",,울동네 동탄세탁소,2021-06-28 09:28:02,I,2026-02-04 01:35:23,일반세탁업,206895.398575315,410438.108294353,일반세탁업,0,0,1,0,0,0,,,,,3,0,0,2,N,,울동네동탄세탁소_경기도화성시동탄구반송동131-9
428,세탁업,06_20_01_P,5530000,5770000-205-2017-00007,2017-04-04,,3,폐업,2,폐업,2021-11-12,,,,031 377 0963,18.0,,경기도 화성시 동탄구 오산동  474-9 상가동 106일부호,"경기도 화성시 동탄구 동탄대로12길 17, 상가동 1층 106일부호 (오산동, 화성동탄2센트럴힐즈아파트)",,삼성세탁,2021-11-12 13:31:55,I,2026-02-04 01:35:23,일반세탁업,209280.529172043,408924.235659652,일반세탁업,0,0,1,0,0,0,,,,,1,0,0,1,N,,삼성세탁_경기도화성시동탄구오산동474-9상가동106일부호
