번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,한실수,양실수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,여성종사자수,남성종사자수,다중이용업소여부,Unnamed: 44,record_key
986,숙박업,03_11_03_P,3490000,3490000-214-2023-00022,2023-12-13,,1,영업/정상,1,영업,,,,,15336240,1520.49,400-340,"인천광역시 중구 운서동 3096-3 스카이탑 1층일부, 10~25층일부","인천광역시 중구 영종대로196번길 15-7, 스카이탑 1층 일부, 10~25층일부호 (운서동)",22376.0,스카이탑 인더시티,2026-02-25 09:34:26,U,2026-02-27 02:40:00,숙박업(생활),155766.435484862,443350.125296064,숙박업(생활),0,0,0,0,0,0,0,24,,,,,0.0,0.0,N,,"스카이탑인더시티_인천광역시중구운서동3096-3스카이탑1층일부,10~25층일부"
696,숙박업,03_11_03_P,3930000,3930000-214-2023-00004,2023-12-07,,1,영업/정상,1,영업,,,,,02  516 3393,4076.27,425-110,경기도 안산시 단원구 성곡동 838-1 아티스큐브 1차,"경기도 안산시 단원구 시화호수로 615, 아티스큐브 1차 일부(135실)호 (성곡동)",15656.0,큐브스테이Ⅰ,2026-02-12 14:11:30,U,2026-02-14 02:40:00,숙박업(생활),176567.922859283,422434.224410867,숙박업(생활),28,0,6,28,0,0,0,135,,,,,0.0,0.0,N,,큐브스테이Ⅰ_경기도안산시단원구성곡동838-1아티스큐브1차
730,숙박업,03_11_03_P,4641000,4661000-214-2023-00002,2023-12-07,,3,폐업,2,폐업,2026-02-13,,,,,55.4,,전북특별자치도 전주시 덕진구 진북동 352-10,"전북특별자치도 전주시 덕진구 권삼득로 147-1, 1층 전체호 (진북동)",54929.0,청담재,2026-02-13 13:07:43,U,2026-02-15 02:40:00,숙박업(생활),212569.152574783,259178.946249119,숙박업(생활),1,0,1,1,0,0,1,0,,,,,0.0,0.0,N,,청담재_전북특별자치도전주시덕진구진북동352-10
920,숙박업,03_11_03_P,4810000,4810000-214-2023-00030,2023-12-05,,1,영업/정상,1,영업,,,,,,896.95,556-905,전라남도 여수시 돌산읍 평사리 269,전라남도 여수시 돌산읍 계동로 334,59774.0,핀란드풀빌라,2026-02-24 11:43:35,U,2026-02-26 02:40:00,숙박업(생활),272244.819920479,130405.951016613,숙박업(생활),2,0,0,0,0,0,0,7,,,,자가,0.0,0.0,N,,핀란드풀빌라_전라남도여수시돌산읍평사리269
665,숙박업,03_11_03_P,3910000,3910029-214-2023-00003,2023-11-30,,1,영업/정상,1,영업,,,,,02 5163393,8770.87,459-821,경기도 평택시 신장동 227-8 1동 일부호,"경기도 평택시 송탄1로 54-5, 1동 일부호 (신장동)",17761.0,큐브스테이C,2026-02-11 11:11:43,U,2026-02-13 02:40:00,숙박업(생활),204799.868821639,397384.374399436,숙박업(생활),15,3,2,15,0,0,230,0,,,,임대,0.0,0.0,N,,큐브스테이C_경기도평택시신장동227-81동일부호
993,숙박업,03_11_03_P,3490000,3490000-214-2023-00020,2023-11-30,,1,영업/정상,1,영업,,,,,,6029.75,400-320,"인천광역시 중구 중산동 1947-1 오션 솔레뷰 1층 일부, 3~18층 일부호","인천광역시 중구 영종진광장로 32, 오션 솔레뷰 1층 일부, 3~18층 일부호 (중산동)",22393.0,오션파라다이스,2026-02-25 09:53:30,U,2026-02-27 02:40:00,숙박업(생활),162730.374194168,443666.194076243,숙박업(생활),0,0,0,0,0,0,0,71,,,,,0.0,0.0,N,,"오션파라다이스_인천광역시중구중산동1947-1오션솔레뷰1층일부,3~18층일부호"
700,숙박업,03_11_03_P,3520000,3520000-214-2023-00005,2023-11-15,,1,영업/정상,1,영업,,,,,,1695.08,406-081,인천광역시 연수구 송도동 29-1 한라 웨스턴파크 송도 A-C동 일부호,"인천광역시 연수구 아트센터대로168번길 100, 한라 웨스턴파크 송도 A-C동 일부호 (송도동)",22006.0,스테이메이트,2026-02-12 14:38:58,U,2026-02-14 02:40:00,숙박업(생활),167094.933098261,433775.888358481,숙박업(생활),37,0,0,0,0,0,68,0,,,,,0.0,0.0,N,,스테이메이트_인천광역시연수구송도동29-1한라웨스턴파크송도A-C동일부호
990,숙박업,03_11_03_P,3490000,3490000-214-2023-00018,2023-11-15,,1,영업/정상,1,영업,,,,,02  15336240,1800.57,400-340,인천광역시 중구 운서동 3098-5 6~10층 일부,"인천광역시 중구 영종대로196번길 25, 6~10층 일부호 (운서동)",22376.0,더타임호텔,2026-02-25 09:44:30,U,2026-02-27 02:40:00,숙박업(생활),155632.086302228,443212.248436673,숙박업(생활),0,0,0,0,0,0,0,25,,,,,0.0,0.0,N,,더타임호텔_인천광역시중구운서동3098-56~10층일부
830,숙박업,03_11_03_P,3930000,3930000-214-2023-00003,2023-11-08,,1,영업/정상,1,영업,,,,,031 498 9907,901.02,425-110,경기도 안산시 단원구 성곡동 838-1 아티스큐브 1차,"경기도 안산시 단원구 시화호수로 615, 아티스큐브 1차 일부(30실)호 (성곡동)",15656.0,아티스 오션스테이,2026-02-20 13:36:13,U,2026-02-22 02:40:00,숙박업(생활),176567.922859283,422434.224410867,숙박업(생활),28,0,6,28,0,0,0,31,,,,임대,0.0,0.0,N,,아티스오션스테이_경기도안산시단원구성곡동838-1아티스큐브1차
736,숙박업,03_11_03_P,3210000,3210000-214-2023-00004,2023-10-18,,1,영업/정상,1,영업,,,,,,2009.37,137-876,서울특별시 서초구 서초동 1591-8,서울특별시 서초구 반포대로16길 30 (서초동),6652.0,서초애비뉴,2026-02-13 12:48:30,U,2026-02-15 02:40:00,숙박업(생활),201036.631861637,442668.649726901,숙박업(생활),0,0,0,0,0,0,0,59,,,,임대,0.0,0.0,Y,,서초애비뉴_서울특별시서초구서초동1591-8
664,숙박업,03_11_03_P,4510000,4510000-214-2023-00004,2023-10-16,,1,영업/정상,1,영업,,,,,,632.68,355-846,충청남도 보령시 오천면 원산도리 193-7,충청남도 보령시 오천면 원산도4길 39-23,33411.0,원산도 풀빌라2,2026-02-11 16:32:45,U,2026-02-13 02:40:00,숙박업(생활),149074.013441262,318543.263271625,숙박업(생활),0,0,0,0,0,0,0,6,,,,,0.0,0.0,N,,원산도풀빌라2_충청남도보령시오천면원산도리193-7
992,숙박업,03_11_03_P,3490000,3490000-214-2023-00013,2023-10-12,,1,영업/정상,1,영업,,,,,032 439 8945,2704.59,400-340,인천광역시 중구 운서동 3098-4 2~10층 일부,"인천광역시 중구 영종대로196번길 15-30, 2~10층 일부호 (운서동)",22376.0,우재,2026-02-25 09:36:18,U,2026-02-27 02:40:00,숙박업(생활),155674.06605398,443187.35199016,숙박업(생활),0,0,0,0,0,0,0,39,,,,,0.0,0.0,N,,우재_인천광역시중구운서동3098-42~10층일부
729,숙박업,03_11_03_P,4641000,4651000-201-2023-00006,2023-10-06,,1,영업/정상,1,영업,,,,,,15480.72,,전북특별자치도 전주시 완산구 고사동 1-2,전북특별자치도 전주시 완산구 팔달로 227 (고사동),54999.0,글로스터호텔 전주,2026-02-13 11:01:26,U,2026-02-15 02:40:00,일반호텔,213026.502974574,258035.797266491,일반호텔,15,3,1,15,0,0,8,287,,,,,0.0,0.0,N,,글로스터호텔전주_전북특별자치도전주시완산구고사동1-2
735,숙박업,03_11_03_P,5680000,5680000-214-2023-00001,2023-10-04,,1,영업/정상,1,영업,,,,,,4717.4,343-050,충청남도 당진시 수청동 1226,"충청남도 당진시 수청5길 38, 7~10층 별첨의 일부호 (수청동)",31772.0,어반스테이 당진터미널,2026-02-13 14:50:24,U,2026-02-15 02:40:00,숙박업(생활),168454.067370635,377640.979518164,숙박업(생활),0,0,7,10,0,0,14,180,,,,,0.0,0.0,N,,어반스테이당진터미널_충청남도당진시수청동1226
288,숙박업,03_11_03_P,5530000,5760000-214-2023-00008,2023-09-14,,1,영업/정상,1,영업,,,,,,923.64,,경기도 화성시 병점구 병점동  385-5 3층~8층,"경기도 화성시 병점구 떡전골로 90-1, 3층~8층 (병점동)",,형제레지던스,2023-09-14 11:49:20,I,2026-02-04 01:35:23,숙박업(생활),202968.889076883,411640.501383912,숙박업(생활),0,0,3,8,0,0,0,36,,,,,0.0,0.0,N,,형제레지던스_경기도화성시병점구병점동385-53층~8층
481,숙박업,03_11_03_P,3210000,3210000-214-2023-00003,2023-09-14,,1,영업/정상,1,영업,,,,,,3610.46,137-876,서울특별시 서초구 서초동 1591-8,서울특별시 서초구 반포대로16길 30 (서초동),6652.0,위코스테이 강남,2026-02-03 14:21:37,U,2026-02-06 02:40:00,숙박업(생활),201036.631861637,442668.649726901,숙박업(생활),18,5,0,0,0,0,0,105,,,,,0.0,0.0,Y,,위코스테이강남_서울특별시서초구서초동1591-8
991,숙박업,03_11_03_P,3490000,3490000-214-2023-00009,2023-09-14,,1,영업/정상,1,영업,,,,,,3634.98,400-833,인천광역시 중구 운서동 2807-4 1~10층 일부,"인천광역시 중구 흰바위로59번길 8, 1층 ~10층일부호 (운서동)",22371.0,인천공항글로벌호텔,2026-02-25 09:30:03,U,2026-02-27 02:40:00,숙박업(생활),155043.212248761,443462.941663413,숙박업(생활),0,0,1,10,0,0,0,32,,,,,0.0,0.0,N,,인천공항글로벌호텔_인천광역시중구운서동2807-41~10층일부
566,숙박업,03_11_03_P,3400000,3400000-214-2023-00008,2023-09-11,,1,영업/정상,1,영업,,,,,,6146.61,619-902,부산광역시 기장군 기장읍 시랑리 736 오시리아 스위첸 마티에,"부산광역시 기장군 기장읍 동부산관광7로 17, 오시리아 스위첸 마티에 101~104동 79개호",46084.0,뉴시즈 오시리아 레지던스,2026-02-09 15:10:57,U,2026-02-11 02:40:00,숙박업(생활),401614.031886053,190002.538510797,숙박업(생활),0,0,0,0,0,0,0,79,,,,,0.0,0.0,N,,뉴시즈오시리아레지던스_부산광역시기장군기장읍시랑리736오시리아스위첸마티에
410,숙박업,03_11_03_P,3250000,3250000-214-2023-00002,2023-09-08,,1,영업/정상,1,영업,,,,,,2070.44,600-046,부산광역시 중구 남포동6가 99,부산광역시 중구 중구로5번길 14 (남포동6가),48981.0,래디언트 남포,2026-02-03 15:13:32,U,2026-02-06 02:40:00,숙박업(생활),384717.473281883,179565.899233717,숙박업(생활),0,0,3,20,0,0,0,69,,,,,0.0,0.0,N,,래디언트남포_부산광역시중구남포동6가99
632,숙박업,03_11_03_P,4510000,4510000-214-2023-00003,2023-08-30,,1,영업/정상,1,영업,,,,,,337.32,355-846,충청남도 보령시 오천면 원산도리 193-2,충청남도 보령시 오천면 원산도4길 39-13,33411.0,원산도 풀빌라,2026-02-11 16:21:40,U,2026-02-13 02:40:00,숙박업(생활),149021.938671332,318542.845619696,숙박업(생활),4,0,1,4,0,0,0,3,,,,자가,0.0,0.0,N,,원산도풀빌라_충청남도보령시오천면원산도리193-2
411,숙박업,03_11_03_P,3250000,3250000-214-2023-00001,2023-08-22,,1,영업/정상,1,영업,,,,,051 723 3232,2281.74,600-046,부산광역시 중구 남포동6가 99,부산광역시 중구 중구로5번길 14 (남포동6가),48981.0,코티스 앰버서더 그라운드,2026-02-03 15:13:08,U,2026-02-06 02:40:00,숙박업(생활),384717.473281883,179565.899233717,숙박업(생활),0,0,3,20,0,0,0,79,,,,,0.0,0.0,N,,코티스앰버서더그라운드_부산광역시중구남포동6가99
269,숙박업,03_11_03_P,5530000,5740000-201-2023-00002,2023-08-07,,1,영업/정상,1,영업,,,,,,1309.63,,경기도 화성시 만세구 팔탄면 월문리 235-11,"경기도 화성시 만세구 팔탄면 버들로1597번길 11, 1,2,3층 31개호",,허니비1,2023-08-07 14:38:18,I,2026-02-04 01:35:23,일반호텔,188930.8729046,401469.685374856,일반호텔,0,0,0,0,0,0,31,0,,,,,0.0,0.0,N,,허니비1_경기도화성시만세구팔탄면월문리235-11
745,숙박업,03_11_03_P,6510000,6510000-201-2023-00007,2023-08-01,,1,영업/정상,1,영업,,,,,064 7255000,12329.31,690-814,제주특별자치도 제주시 연동 282-3 호텔에어시티제주,"제주특별자치도 제주시 삼무로 56, 호텔에어시티제주 (연동)",63124.0,호텔에어시티제주,2026-02-19 10:44:28,U,2026-02-21 02:40:00,일반호텔,152769.765107405,-637.797273259394,일반호텔,0,0,1,18,1,3,0,269,,,,,0.0,0.0,N,,호텔에어시티제주_제주특별자치도제주시연동282-3호텔에어시티제주
366,숙박업,03_11_03_P,3330000,3330000-201-2023-00009,2023-06-21,,1,영업/정상,1,영업,,,,,,2607.6,612-704,부산광역시 해운대구 우동 1505 벡스코 비지니스호텔,"부산광역시 해운대구 센텀3로 20, 벡스코 비지니스호텔 (우동)",48060.0,센텀컨벤션호텔,2026-01-30 11:31:16,U,2026-02-04 11:04:37,일반호텔,394254.000317371,187484.983031977,일반호텔,0,0,5,17,0,0,0,30,,,,,0.0,0.0,N,,센텀컨벤션호텔_부산광역시해운대구우동1505벡스코비지니스호텔
125,숙박업,03_11_03_P,5530000,5740000-214-2023-00005,2023-06-16,,3,폐업,2,폐업,2026-01-23,,,,,722.38,,경기도 화성시 만세구 향남읍 구문천리 925-8,"경기도 화성시 만세구 향남읍 발안공단로 86, 38개호실",,트윈테라스타워-A,2026-01-23 17:35:17,I,2026-02-04 01:35:23,숙박업(생활),191910.421736856,398365.049748517,숙박업(생활),0,0,0,0,0,0,0,32,,,,,0.0,0.0,N,,트윈테라스타워-A_경기도화성시만세구향남읍구문천리925-8
315,숙박업,03_11_03_P,5530000,5740000-214-2023-00006,2023-06-16,,3,폐업,2,폐업,2026-01-23,,,,,867.96,,경기도 화성시 만세구 향남읍 구문천리 925-6,"경기도 화성시 만세구 향남읍 발안공단로 82, 30개호실",,트윈테라스타워-B,2026-01-23 17:34:28,I,2026-02-04 01:35:23,숙박업(생활),191956.572686377,398366.335136611,숙박업(생활),17,0,2,16,0,0,0,30,,,,,0.0,0.0,Y,,트윈테라스타워-B_경기도화성시만세구향남읍구문천리925-6
268,숙박업,03_11_03_P,5530000,5740000-214-2023-00004,2023-06-16,,1,영업/정상,1,영업,,,,,,574.65,,경기도 화성시 만세구 서신면 제부리 190-146,경기도 화성시 만세구 서신면 해안길178번길 41,,아이리스,2023-06-16 11:00:32,I,2026-02-04 01:35:23,숙박업(생활),166149.720020563,407156.599208296,숙박업(생활),0,0,1,3,0,0,0,15,,,,,0.0,0.0,N,,아이리스_경기도화성시만세구서신면제부리190-146
941,숙박업,03_11_03_P,4160000,4160000-201-2023-00001,2023-06-13,,1,영업/정상,1,영업,,,,,,572.04,477-803,"경기도 가평군 가평읍 산유리 352-10 352-4,352-11,352-6외3필지,352-12,352-6외3필지","경기도 가평군 가평읍 분자골로 61-30, 31,32,33(1동),34,35(2동),37(3동),39(4동) 총8개동",12429.0,포레솔(Foresol),2026-02-25 17:04:07,U,2026-02-27 02:40:00,숙박업 기타,244680.044684258,473019.807047543,숙박업 기타,0,0,1,1,1,1,0,8,,,,,0.0,0.0,N,,"포레솔(Foresol)_경기도가평군가평읍산유리352-10352-4,352-11,352-6외3필지,352-12,352-6외3필지"
749,숙박업,03_11_03_P,4201000,4201000-214-2023-00007,2023-05-10,,1,영업/정상,1,영업,,,,,,10335.84,,강원특별자치도 강릉시 사천면 사천진리 86-81,강원특별자치도 강릉시 사천면 진리항구2길 5,25435.0,더강릉오션스테이,2026-02-19 10:30:23,U,2026-02-21 02:40:00,숙박업(생활),364956.617705235,483211.601501235,숙박업(생활),0,0,0,0,0,0,0,79,,,,,0.0,0.0,N,,더강릉오션스테이_강원특별자치도강릉시사천면사천진리86-81
719,숙박업,03_11_03_P,3930000,3930000-214-2023-00001,2023-05-09,,1,영업/정상,1,영업,,,,,031 558 2200,939.95,425-110,경기도 안산시 단원구 성곡동 838-7 마리나큐브,"경기도 안산시 단원구 시화호수로 641, 마리나큐브 일부(32실)호 (성곡동)",15656.0,마리나오션스테이,2026-02-13 11:24:22,U,2026-02-15 02:40:00,숙박업(생활),176790.273665573,422354.365300957,숙박업(생활),28,0,6,28,0,0,0,33,,,,,0.0,0.0,N,,마리나오션스테이_경기도안산시단원구성곡동838-7마리나큐브
299,숙박업,03_11_03_P,5530000,5740000-214-2023-00003,2023-04-27,,1,영업/정상,1,영업,,,,,,324.48,,경기도 화성시 만세구 서신면 제부리 190-106,"경기도 화성시 만세구 서신면 해안길 240-5, 1~3층",,피넛스테이,2023-04-27 14:37:55,I,2026-02-04 01:35:23,숙박업(생활),166120.537037273,406874.591279153,숙박업(생활),0,0,1,3,0,0,12,0,,,,,0.0,0.0,N,,피넛스테이_경기도화성시만세구서신면제부리190-106
615,숙박업,03_11_03_P,5400000,5400000-201-2023-00001,2023-04-20,,1,영업/정상,1,영업,,,,,055 583 5700,2637.2,637-842,경상남도 함안군 산인면 신산리 84-2,경상남도 함안군 산인면 신산로 207-1,52032.0,더 헤밀톤 호텔,2026-02-10 11:27:37,U,2026-02-12 02:40:00,일반호텔,335197.50741908,197292.787048903,일반호텔,3,0,3,0,0,0,1,28,,,,자가,2.0,3.0,N,,더헤밀톤호텔_경상남도함안군산인면신산리84-2
510,숙박업,03_11_03_P,3010000,3010000-214-2023-00003,2023-03-21,,1,영업/정상,1,영업,,,,,,4749.18,100-866,서울특별시 중구 필동1가 43-1,"서울특별시 중구 충무로 3, 3~20층 (필동1가)",4554.0,홈즈스테이 명동,2026-02-05 10:03:35,U,2026-02-07 02:40:00,숙박업(생활),199297.876590178,451025.516575091,숙박업(생활),0,0,0,0,0,0,0,273,,,,임대,0.0,0.0,N,,홈즈스테이명동_서울특별시중구필동1가43-1
446,숙박업,03_11_03_P,4830000,4830000-201-2023-00001,2023-03-16,,1,영업/정상,1,영업,,,,,061 337 0700,5677.51,520-350,전라남도 나주시 빛가람동 348-17 코어프라자,"전라남도 나주시 배멧3길 19-13, 코어프라자 (빛가람동)",58325.0,호텔코어 키즈풀빌라,2026-02-03 15:02:20,U,2026-02-06 02:40:00,일반호텔,180406.606926949,169067.407131712,일반호텔,8,2,5,5,0,0,0,8,,,,임대,0.0,0.0,N,,호텔코어키즈풀빌라_전라남도나주시빛가람동348-17코어프라자
347,숙박업,03_11_03_P,3330000,3330000-214-2023-00007,2023-03-10,,1,영업/정상,1,영업,,,,,,2014.01,612-847,부산광역시 해운대구 중동 1381-5,"부산광역시 해운대구 구남로21번길 6, 엘본더스테이 (중동)",48095.0,해운대 엘본즈,2026-02-02 10:41:55,U,2026-02-04 02:40:00,숙박업(생활),396808.391755452,186926.718703622,숙박업(생활),0,0,8,33,0,0,0,33,,,,,0.0,0.0,Y,,해운대엘본즈_부산광역시해운대구중동1381-5
287,숙박업,03_11_03_P,5530000,5740000-201-2023-00001,2023-03-06,,1,영업/정상,1,영업,,,,,,1219.18,,경기도 화성시 만세구 남양읍 남양리 2076-17,"경기도 화성시 만세구 남양읍 역골로 9-28, 스카이프라자 1동 1층일부,3,4,5,6,7층",,헤르메스호텔,2024-06-13 13:49:51,I,2026-02-04 01:35:23,일반호텔,184590.621152946,410965.904507577,일반호텔,0,0,1,7,0,0,0,37,,,,,0.0,0.0,N,,헤르메스호텔_경기도화성시만세구남양읍남양리2076-17
445,숙박업,03_11_03_P,5370000,5370000-214-2023-00003,2023-03-02,,1,영업/정상,1,영업,,,,,,4065.38,656-904,경상남도 거제시 옥포동 552-22,"경상남도 거제시 옥포로 161, 1,6~14(일부)층 (옥포동)",53233.0,호텔케이(K),2026-02-03 10:54:37,U,2026-02-06 02:40:00,숙박업(생활),354690.635728822,155852.009773953,숙박업(생활),14,3,6,14,0,0,0,45,접객대 1층,,,,0.0,0.0,N,,호텔케이(K)_경상남도거제시옥포동552-22
967,숙박업,03_11_03_P,3490000,3490000-201-2023-00001,2023-02-21,,1,영업/정상,1,영업,,,,,032 256 0013,6305.34,400-833,인천광역시 중구 운서동 2803-1 4~10층 일부 메가스타 영종,"인천광역시 중구 신도시남로142번길 6, 4~10층 일부 메가스타 영종 (운서동)",22371.0,하워드존슨호텔인천(Howard Johnson Hotel Incheon),2026-02-25 17:11:35,U,2026-02-27 02:40:00,일반호텔,154960.757161123,443592.349430447,일반호텔,0,0,4,10,0,0,0,38,,,,,0.0,0.0,N,,하워드존슨호텔인천(HowardJohnsonHotelIncheon)_인천광역시중구운서동2803-14~10층일부메가스타영종
655,숙박업,03_11_03_P,4510000,4510000-201-2023-00001,2023-02-13,,1,영업/정상,1,영업,,,,,041 9318868,1850.02,355-060,충청남도 보령시 궁촌동 342-3,"충청남도 보령시 터미널길 24-8, 3~9층 (궁촌동)",33458.0,주식회사 호텔그랜드베이,2026-02-11 16:47:27,U,2026-02-13 02:40:00,일반호텔,163049.98836119,315927.590874624,일반호텔,0,0,3,9,0,0,0,25,,,,자가,0.0,0.0,N,,주식회사호텔그랜드베이_충청남도보령시궁촌동342-3
766,숙박업,03_11_03_P,6520000,6520000-214-2023-00001,2023-02-10,,1,영업/정상,1,영업,,,,,070 70101033,589.2,699-902,제주특별자치도 서귀포시 성산읍 수산리 2077,제주특별자치도 서귀포시 성산읍 중산간동로 3140,63630.0,퍼시픽블루제주,2026-02-19 09:46:00,U,2026-02-21 02:40:00,숙박업(생활),187682.754091005,-5175.1081508368,숙박업(생활),2,0,1,2,0,0,0,3,,,,,0.0,0.0,N,,퍼시픽블루제주_제주특별자치도서귀포시성산읍수산리2077
457,숙박업,03_11_03_P,3570000,3570000-214-2023-00001,2023-01-27,,1,영업/정상,1,영업,,,,,,354.43,417-913,인천광역시 강화군 삼산면 석모리 9-24,인천광역시 강화군 삼산면 삼산북로263번길 47-12,23005.0,더스톤 빌리지 풀빌라,2026-02-04 11:39:32,U,2026-02-06 02:40:00,숙박업(생활),142035.490035068,465784.764341185,숙박업(생활),2,1,1,2,1,1,0,4,,,,자가,0.0,0.0,N,,더스톤빌리지풀빌라_인천광역시강화군삼산면석모리9-24
633,숙박업,03_11_03_P,5530000,5740000-214-2023-00002,2023-01-20,,1,영업/정상,1,영업,,,,,,82.55,,"경기도 화성시 만세구 서신면 제부리 146-8 (제부말길89) 1층일부,2층",,,남양주펜션,2026-02-11 11:35:34,U,2026-02-13 02:40:00,숙박업(생활),166703.76926467,407524.752462248,숙박업(생활),0,0,1,2,0,0,0,1,,,,,0.0,0.0,N,,"남양주펜션_경기도화성시만세구서신면제부리146-8(제부말길89)1층일부,2층"
318,숙박업,03_11_03_P,5530000,5740000-214-2023-00001,2023-01-12,,1,영업/정상,1,영업,,,,,,175.55,,경기도 화성시 만세구 서신면 제부리 190-52 2층 전부호,"경기도 화성시 만세구 서신면 해안길 292, 2층 전부호",,통보펜션,2023-01-12 14:45:54,I,2026-02-04 01:35:23,숙박업(생활),166031.321355025,407364.056771448,숙박업(생활),0,0,2,2,0,0,0,8,,,,,0.0,0.0,N,,통보펜션_경기도화성시만세구서신면제부리190-522층전부호
437,숙박업,03_11_03_P,4351000,4351000-214-2023-00002,2023-01-06,,1,영업/정상,1,영업,,,,,033 630 7600,3112.42,,강원특별자치도 양양군 현남면 인구리 117-8,강원특별자치도 양양군 현남면 인구중앙길 10,25053.0,코랄로,2026-02-03 14:30:42,U,2026-02-06 02:40:00,휴양콘도미니엄업,354565.280149625,497412.326515925,휴양콘도미니엄업,4,1,1,4,1,1,0,46,,,,,0.0,0.0,N,,코랄로_강원특별자치도양양군현남면인구리117-8
659,숙박업,03_11_03_P,4510000,4510000-201-2022-00003,2022-12-19,,1,영업/정상,1,영업,,,,,,2790.02,355-060,충청남도 보령시 궁촌동 342-4,충청남도 보령시 터미널길 18-7 (궁촌동),33458.0,주식회사 그랜드베이원,2026-02-11 16:46:28,U,2026-02-13 02:40:00,일반호텔,163065.059698722,315901.604056067,일반호텔,10,0,1,10,0,0,0,51,,,,자가,0.0,0.0,N,,주식회사그랜드베이원_충청남도보령시궁촌동342-4
458,숙박업,03_11_03_P,4990000,4990000-214-2022-00003,2022-12-06,,1,영업/정상,1,영업,,,,,061 555 3311,399.48,537-863,전라남도 완도군 신지면 신리 177-9,전라남도 완도군 신지면 해양치유길 109,59146.0,리하우스펜션 B동,2026-02-04 11:18:25,U,2026-02-06 02:40:00,숙박업(생활),183204.706349439,92500.3038940504,숙박업(생활),3,0,0,0,0,0,8,2,,,,,0.0,0.0,N,,리하우스펜션B동_전라남도완도군신지면신리177-9
515,숙박업,03_11_03_P,4140000,4140000-214-2022-00002,2022-11-29,,1,영업/정상,1,영업,,,,,031 835 3310,233.4,486-851,경기도 연천군 청산면 백의리 826-8,경기도 연천군 청산면 백의로13번길 13-21,11021.0,백의게스트하우스,2026-02-05 13:46:43,U,2026-02-07 02:40:00,숙박업(생활),212014.916348852,502239.641326419,숙박업(생활),1,0,0,0,0,0,0,7,,,,임대,0.0,0.0,N,,백의게스트하우스_경기도연천군청산면백의리826-8
726,숙박업,03_11_03_P,5400000,5400000-214-2022-00001,2022-11-17,,1,영업/정상,1,영업,,,,,055 583 6100,361.57,637-803,경상남도 함안군 가야읍 신음리 827-1 함안군말산업육성공원(함안승마장),"경상남도 함안군 가야읍 봉수로 478, 함안군말산업육성공원(함안승마장)",52043.0,별별하우스,2026-02-13 09:47:22,U,2026-02-15 02:40:00,숙박업(생활),326683.456298966,195405.610077238,숙박업(생활),4,0,2,3,0,0,2,4,,,,임대,0.0,0.0,N,,별별하우스_경상남도함안군가야읍신음리827-1함안군말산업육성공원(함안승마장)
294,숙박업,03_11_03_P,5530000,5750000-201-2022-00007,2022-11-17,,1,영업/정상,1,영업,,,,,,19999.56,,"경기도 화성시 효행구 정남면 보통리 141-39 라비돌 호텔 2층, 4층-17층","경기도 화성시 효행구 정남면 세자로 286, 라비돌 호텔 2층, 4층-17층",,라비돌 호텔,2025-11-05 16:50:34,I,2026-02-04 01:35:23,관광호텔,198449.906260848,409841.049535703,관광호텔,0,0,0,0,0,0,0,241,,,,,0.0,0.0,N,,"라비돌호텔_경기도화성시효행구정남면보통리141-39라비돌호텔2층,4층-17층"
988,숙박업,03_11_03_P,3180000,3180000-214-2022-00001,2022-10-25,,1,영업/정상,1,영업,,,,,,6155.04,150-872,서울특별시 영등포구 여의도동 15-13 호텔 더 디자이너스 여의도,"서울특별시 영등포구 국회대로68길 24, 라포르테 블랑 여의도 (여의도동)",7237.0,여의도파크호텔,2026-02-25 13:46:55,U,2026-02-27 02:40:00,숙박업(생활),192866.856097244,447341.334688661,숙박업(생활),0,0,2,13,0,0,0,161,,,,임대,0.0,0.0,N,,여의도파크호텔_서울특별시영등포구여의도동15-13호텔더디자이너스여의도
1038,숙박업,03_11_03_P,3110000,3110000-201-2022-00001,2022-10-17,,1,영업/정상,1,영업,,,,,02999 5290,464.4,122-842,서울특별시 은평구 대조동 198-8 호텔리젠,"서울특별시 은평구 연서로26길 3-15, 호텔리젠 (대조동)",3385.0,호텔리젠,2026-02-26 15:19:41,U,2026-02-28 02:40:00,일반호텔,192911.176350404,457290.916465449,일반호텔,9,1,9,0,1,0,0,14,,,,,0.0,0.0,N,,호텔리젠_서울특별시은평구대조동198-8호텔리젠
131,숙박업,03_11_03_P,5530000,5740000-214-2022-00005,2022-10-13,,1,영업/정상,1,영업,,,,,031 357 9889,87.12,,경기도 화성시 만세구 서신면 제부리 190-57,"경기도 화성시 만세구 서신면 해안길 290-11, 1층",,그린펜션,2024-11-05 11:03:24,I,2026-02-04 01:35:23,숙박업(생활),166121.934541188,407369.546544188,숙박업(생활),1,0,1,1,0,0,0,3,,,,,0.0,0.0,N,,그린펜션_경기도화성시만세구서신면제부리190-57
