번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),제조구분명,사업장부지용도구분명,Unnamed: 30,record_key
327,고압가스업,09_28_05_P,3910000,2024391003502100016,2024-08-28,,1,영업/정상,1,영업중,,,,,,,,"경기도 평택시 모곡동 544, 545, 546",,,평택모곡 충전소,2026-02-13 16:15:56,U,2026-02-15 02:40:00,제조,,,충전,,,"평택모곡충전소_경기도평택시모곡동544,545,546"
255,고압가스업,09_28_05_P,4671000,2024467109602200003,2024-08-01,,1,영업/정상,1,영업중,,,,,,,,전북특별자치도 군산시 소룡동 466-7 넥세온코리아 유한회사,"전북특별자치도 군산시 임해로 49, 넥세온코리아 유한회사 (소룡동)",54008.0,넥세온코리아 유한회사,2026-02-10 21:43:31,U,2026-02-12 02:40:00,제조,,,냉동,,,넥세온코리아유한회사_전북특별자치도군산시소룡동466-7넥세온코리아유한회사
19,고압가스업,09_28_05_P,4500000,2024450032002100003,2024-08-01,,3,폐업,3,폐업,2026-01-28,,,,,,,"충청남도 공주시 검상동 725-4 유피시스템(주), 진성전기전자(주)",,,머티리얼즈파크(주),2026-02-02 18:39:30,U,2026-02-04 02:40:00,판매,206806.015899296,325791.502663905,,,,"머티리얼즈파크(주)_충청남도공주시검상동725-4유피시스템(주),진성전기전자(주)"
303,고압가스업,09_28_05_P,5080000,2024508035402100001,2024-07-28,,1,영업/정상,1,영업중,,,,2025-12-31,,,,경상북도 구미시 공단동 295-14,경상북도 구미시 산호대로 142-32 (공단동),39377.0,구미공단 충전소,2026-02-12 09:57:23,U,2026-02-14 02:40:00,제조,325015.97639166,289282.351502261,충전,공업용,,구미공단충전소_경상북도구미시공단동295-14
335,고압가스업,09_28_05_P,3170000,2024317026702100001,2024-05-14,,1,영업/정상,1,영업중,,,,2025-08-20,,,,서울특별시 금천구 가산동 459-2,,,대림가산데이터센터(지상3층 소화용기실),2026-02-13 11:07:32,U,2026-02-15 02:40:00,저장소,189133.755019137,442365.79629336,,,,대림가산데이터센터(지상3층소화용기실)_서울특별시금천구가산동459-2
336,고압가스업,09_28_05_P,5710000,2024573002302200004,2024-04-26,,1,영업/정상,1,영업중,,,,,,,,충청북도 청주시 흥덕구 비하동 321-2,충청북도 청주시 흥덕구 직지대로 257 (비하동),28358.0,현대자동차㈜,2026-02-13 13:01:03,U,2026-02-15 02:40:00,제조,237634.453115961,349626.348338231,냉동,공업용,,현대자동차㈜_충청북도청주시흥덕구비하동321-2
261,고압가스업,09_28_05_P,4671000,2024467109602100003,2024-04-26,,1,영업/정상,1,영업중,,,,,,,,전북특별자치도 군산시 소룡동 466-7 넥세온코리아 유한회사,"전북특별자치도 군산시 임해로 49, 넥세온코리아 유한회사 (소룡동)",54008.0,넥세온코리아(유),2026-02-10 21:41:46,U,2026-02-12 02:40:00,제조,,,,,,넥세온코리아(유)_전북특별자치도군산시소룡동466-7넥세온코리아유한회사
339,고압가스업,09_28_05_P,4191000,2024419101202100002,2024-03-15,,1,영업/정상,1,영업중,,,,,,3949.17,,강원특별자치도 원주시 소초면 장양리 1783-1,,,원주장양 충전소,2026-02-13 13:10:51,U,2026-02-15 02:40:00,제조,285352.687618371,435808.179985131,충전,,,원주장양충전소_강원특별자치도원주시소초면장양리1783-1
306,고압가스업,09_28_05_P,3630000,2024363031202100002,2024-03-06,,1,영업/정상,1,영업중,,,,,,,,광주광역시 광산구 오선동 546-4,광주광역시 광산구 하남산단8번로 20 (오선동),62214.0,디케이주식회사,2026-02-12 17:18:05,U,2026-02-14 02:40:00,제조,181513.291188482,189910.387746584,일반,,,디케이주식회사_광주광역시광산구오선동546-4
329,고압가스업,09_28_05_P,5530000,2024553043002100007,2024-02-23,,1,영업/정상,1,영업중,,,,,,,,경기도 화성시 만세구 양감면 요당리 623-5 (주)동진쎄미켐,경기도 화성시 만세구 양감면 작은돌래길 35 (주)동진쎄미켐,18635.0,(주)동진쎄미켐,2026-02-13 09:30:01,U,2026-02-15 02:40:00,제조,191898.013413639,396894.463412377,냉동,,,(주)동진쎄미켐_경기도화성시만세구양감면요당리623-5(주)동진쎄미켐
188,고압가스업,09_28_05_P,4080000,2024408026202100002,2024-02-15,,2,휴업,2,휴업,,2026-02-01,2026-03-31,,,,,경기도 안성시 서운면 현매리 476,경기도 안성시 서운면 서미로 51-2,17608.0,한길종합물류센터(주),2026-02-06 16:22:04,U,2026-02-08 02:40:00,제조,219788.324495928,381325.54952562,냉동,,,한길종합물류센터(주)_경기도안성시서운면현매리476
102,고압가스업,09_28_05_P,5120000,2024512024102100001,2024-01-11,,1,영업/정상,1,영업중,,,,,,,,"경상북도 문경시 유곡동 466 , 470",,,문경(양평방향)휴게소 수소충전소,2026-02-04 15:51:32,U,2026-02-06 02:40:00,제조,302941.104326242,347330.435926321,충전,,,"문경(양평방향)휴게소수소충전소_경상북도문경시유곡동466,470"
319,고압가스업,09_28_05_P,5080000,2023508032902100018,2023-10-31,,1,영업/정상,1,영업중,,,,,,,,"경상북도 구미시 선기동 447-2 447-3, 447-6, 448-4",,,구미선기 충전소,2026-02-12 09:57:39,U,2026-02-14 02:40:00,제조,317064.272840202,294223.722282925,충전,,,"구미선기충전소_경상북도구미시선기동447-2447-3,447-6,448-4"
144,고압가스업,09_28_05_P,5400000,2023540011802100003,2023-10-30,,1,영업/정상,1,영업중,,,,,,,,경상남도 함안군 칠서면 계내리 631 강남제비스코함안공장,"경상남도 함안군 칠서면 공단동길 79, 강남제비스코함안공장",52002.0,강남제비스코(주)함안,2026-02-04 08:59:42,U,2026-02-06 02:40:00,제조,334822.941187256,208987.609950262,냉동,공업용,,강남제비스코(주)함안_경상남도함안군칠서면계내리631강남제비스코함안공장
274,고압가스업,09_28_05_P,5710000,2023573002302100008,2023-10-25,,1,영업/정상,1,영업중,,,,,,,,충청북도 청주시 흥덕구 옥산면 호죽리 981-1,충청북도 청주시 흥덕구 옥산면 옥산산단로 93,28101.0,효성네오켐(주)옥산공장,2026-02-10 16:25:37,U,2026-02-12 02:40:00,판매,,,,,,효성네오켐(주)옥산공장_충청북도청주시흥덕구옥산면호죽리981-1
318,고압가스업,09_28_05_P,4070000,2023407023502100017,2023-10-20,,1,영업/정상,1,영업중,,,,,,,,경기도 이천시 대월면 대흥리 34-9,경기도 이천시 대월면 대산로 232,17339.0,이천대흥충전소,2026-02-12 10:29:53,U,2026-02-14 02:40:00,제조,242274.204898445,415648.478442833,충전,,,이천대흥충전소_경기도이천시대월면대흥리34-9
145,고압가스업,09_28_05_P,3730000,2023373018602100011,2023-10-19,,1,영업/정상,1,영업중,,,,,,,,울산광역시 울주군 온산읍 원산리 1206,울산광역시 울주군 온산읍 당월로 216-43,45011.0,한국전구체(주),2026-02-04 13:04:26,U,2026-02-06 02:40:00,제조,413585.409831539,216548.749045787,냉동,,,한국전구체(주)_울산광역시울주군온산읍원산리1206
242,고압가스업,09_28_05_P,5020000,2023502045802100008,2023-10-11,,1,영업/정상,1,영업중,,,,,,,,경상북도 포항시 남구 동촌동 5,경상북도 포항시 남구 동해안로 6262 (동촌동),37877.0,((주)포스코-CH201_A호기,2026-02-09 21:22:09,U,2026-02-11 02:40:00,제조,415395.751274674,280245.797560946,냉동,,,((주)포스코-CH201_A호기_경상북도포항시남구동촌동5
244,고압가스업,09_28_05_P,5020000,2023502045802100010,2023-10-11,,1,영업/정상,1,영업중,,,,,,,,경상북도 포항시 남구 동촌동 5,경상북도 포항시 남구 동해안로 6262 (동촌동),37877.0,((주)포스코-CH201_C호기,2026-02-09 21:25:22,U,2026-02-11 02:40:00,제조,415395.751274674,280245.797560946,냉동,,,((주)포스코-CH201_C호기_경상북도포항시남구동촌동5
245,고압가스업,09_28_05_P,5020000,2023502045802100011,2023-10-11,,1,영업/정상,1,영업중,,,,,,,,경상북도 포항시 남구 동촌동 5,경상북도 포항시 남구 동해안로 6262 (동촌동),37877.0,((주)포스코-CH201_D호기,2026-02-09 21:26:00,U,2026-02-11 02:40:00,제조,415395.751274674,280245.797560946,냉동,,,((주)포스코-CH201_D호기_경상북도포항시남구동촌동5
243,고압가스업,09_28_05_P,5020000,2023502045802100009,2023-10-11,,1,영업/정상,1,영업중,,,,,,,,경상북도 포항시 남구 동촌동 5,경상북도 포항시 남구 동해안로 6262 (동촌동),37877.0,((주)포스코-CH201_B호기,2026-02-09 21:24:50,U,2026-02-11 02:40:00,제조,415395.751274674,280245.797560946,냉동,,,((주)포스코-CH201_B호기_경상북도포항시남구동촌동5
273,고압가스업,09_28_05_P,5670000,2023567056802100009,2023-09-25,,1,영업/정상,1,영업중,,,,,,,,경상남도 창원시 성산구 성주동 175,경상남도 창원시 성산구 불모산로 43 (성주동),51541.0,재단법인 창원산업진흥원 성주수소충전소(생산기지),2026-02-10 13:57:27,U,2026-02-12 02:40:00,제조,356804.88978761,189336.086060363,일반,,,재단법인창원산업진흥원성주수소충전소(생산기지)_경상남도창원시성산구성주동175
279,고압가스업,09_28_05_P,3700000,2023370016002100005,2023-09-12,,1,영업/정상,1,영업중,,,,,,,,울산광역시 남구 고사동 58-5 SKC(주),,,에스케이피아이씨글로벌(주),2026-02-11 16:26:09,U,2026-02-13 02:40:00,제조,414053.350519597,224426.631104158,냉동,,,에스케이피아이씨글로벌(주)_울산광역시남구고사동58-5SKC(주)
181,고압가스업,09_28_05_P,4090000,2023409041202100033,2023-09-07,,1,영업/정상,1,영업중,,,,,,,,경기도 김포시 통진읍 귀전리 1,,,대한특수가스의료,2026-02-06 10:50:22,U,2026-02-08 02:40:00,판매,165990.906082822,469554.379065048,,,,대한특수가스의료_경기도김포시통진읍귀전리1
146,고압가스업,09_28_05_P,5670000,2023567056802100005,2023-08-30,,1,영업/정상,1,영업중,,,,,,,,경상남도 창원시 성산구 대원동 92,경상남도 창원시 성산구 남면로 227 (대원동),51407.0,포스맥(주),2026-02-04 10:40:29,U,2026-02-06 02:40:00,저장소,349146.784826143,192483.410207216,,,,포스맥(주)_경상남도창원시성산구대원동92
182,고압가스업,09_28_05_P,3700000,2023370016002200005,2023-07-31,,1,영업/정상,1,영업중,,,,,,,,울산광역시 남구 부곡동 19-1,,,울산 지피에스(주),2026-02-06 13:23:02,U,2026-02-08 02:40:00,제조,412623.390840207,224740.461141987,냉동,,,울산지피에스(주)_울산광역시남구부곡동19-1
8,고압가스업,09_28_05_P,5530000,2023553043002100011,2023-04-03,,1,영업/정상,1,영업중,,,,,,,,경기도 화성시 동탄구 장지동  503-1,,,(주)고암,2026-01-30 15:35:28,I,2026-02-04 01:35:23,제조,209865.514535598,405863.685095801,냉동,,,(주)고암_경기도화성시동탄구장지동503-1
54,고압가스업,09_28_05_P,4940000,2023494012102100001,2023-03-09,,1,영업/정상,1,영업중,,,,,,,,전라남도 영암군 삼호읍 난전리 1715-3,전라남도 영암군 삼호읍 용앙로 255,58460.0,에스비선보(주) 대불공장,2026-01-30 16:38:58,U,2026-02-04 11:04:37,저장소,148689.236865469,139701.854605773,,,,에스비선보(주)대불공장_전라남도영암군삼호읍난전리1715-3
288,고압가스업,09_28_05_P,5020000,2023503005102100001,2023-01-13,,1,영업/정상,1,영업중,,,,,,,,경상북도 포항시 남구 동해면 공당리 0,경상북도 포항시 남구 동해면 블루밸리동로 172,37923.0,(재)포항소재산업진흥원,2026-02-11 18:00:13,U,2026-02-13 02:40:00,저장소,,,,,,(재)포항소재산업진흥원_경상북도포항시남구동해면공당리0
164,고압가스업,09_28_05_P,3930000,2022393045902200003,2022-12-08,,1,영업/정상,1,영업중,,,,,,,,경기도 안산시 단원구 성곡동 676-13 (주)에이치엔,경기도 안산시 단원구 진흥로38번길 33 (주)에이치엔 (성곡동),15618.0,(주)에이치엔,2026-02-05 16:21:17,U,2026-02-07 02:40:00,제조,177026.97158168,423275.709559123,냉동,공업용,,(주)에이치엔_경기도안산시단원구성곡동676-13(주)에이치엔
348,고압가스업,09_28_05_P,5670000,2022567056802100013,2022-10-24,,2,휴업,2,휴업,,2025-10-18,2026-10-17,,,,,경상남도 창원시 성산구 성주동 175,경상남도 창원시 성산구 불모산로 43 (성주동),51541.0,재단법인 창원산업진흥원 성주수소충전소(CCU),2026-02-13 17:16:00,U,2026-02-15 02:40:00,제조,356804.88978761,189336.086060363,일반,,,재단법인창원산업진흥원성주수소충전소(CCU)_경상남도창원시성산구성주동175
309,고압가스업,09_28_05_P,5670000,2022567057202100001,2022-10-05,,1,영업/정상,1,영업중,,,,2023-04-07,,,,경상남도 창원시 마산회원구 양덕동 975-7,경상남도 창원시 마산회원구 무역로 27 (양덕동),51339.0,(재)창원산업진흥원 마산자유무역지역 수소충전소,2026-02-12 14:14:57,U,2026-02-14 02:40:00,제조,344634.36889361,191392.194078066,충전,공업용,,(재)창원산업진흥원마산자유무역지역수소충전소_경상남도창원시마산회원구양덕동975-7
31,고압가스업,09_28_05_P,3480000,2022348036502100002,2022-08-01,,1,영업/정상,1,영업중,,,,,,,,대구광역시 달성군 현풍읍 원교리 1660,대구광역시 달성군 현풍읍 현풍서로 147,43002.0,대구공공시설관리공단 달성사업처,2026-02-02 09:45:13,U,2026-02-04 02:40:00,저장소,328639.472874358,244422.060830695,,,,대구공공시설관리공단달성사업처_대구광역시달성군현풍읍원교리1660
351,고압가스업,09_28_05_P,3910000,2022391003502100012,2022-07-29,,1,영업/정상,1,영업중,,,,,,,,경기도 평택시 고덕동 1695 삼성전자(주) 평택캠퍼스,"경기도 평택시 삼성로 114, 삼성전자(주) 평택캠퍼스 (고덕동)",17786.0,삼성전자(주) 4라인 인프라복합동,2026-02-13 09:14:06,U,2026-02-15 02:40:00,저장소,205276.542163998,392561.65560657,,,,삼성전자(주)4라인인프라복합동_경기도평택시고덕동1695삼성전자(주)평택캠퍼스
1,고압가스업,09_28_05_P,4060000,2022406040802100003,2022-07-29,,1,영업/정상,1,영업중,,,,,,,,경기도 파주시 월롱면 덕은리 1239 파주LCD산업단지,"경기도 파주시 월롱면 엘지로 245, 파주LCD산업단지",10845.0,엘지디스플레이(주),2024-04-24 12:56:13,U,2026-02-03 01:35:10,저장소,179032.627208376,478868.080217206,,공업용,,엘지디스플레이(주)_경기도파주시월롱면덕은리1239파주LCD산업단지
352,고압가스업,09_28_05_P,3480000,2022348036502100001,2022-07-25,,1,영업/정상,1,영업중,,,,,,,,대구광역시 달성군 구지면 내리 852-4,,,(주)하이박 2공장,2026-02-13 11:34:18,U,2026-02-15 02:40:00,저장소,328629.747791576,237979.750002148,,,,(주)하이박2공장_대구광역시달성군구지면내리852-4
175,고압가스업,09_28_05_P,5390000,2022539010702100001,2022-07-07,,1,영업/정상,1,영업중,,,,,,,,경상남도 의령군 의령읍 동동리 1540-1,경상남도 의령군 의령읍 구룡로1길 39,52153.0,태림페이퍼(주)의령공장,2026-02-05 15:38:59,U,2026-02-07 02:40:00,제조,316213.919327423,202566.787302764,냉동,,,태림페이퍼(주)의령공장_경상남도의령군의령읍동동리1540-1
272,고압가스업,09_28_05_P,5670000,2022567056802100007,2022-06-28,,1,영업/정상,1,영업중,,,,,,,,경상남도 창원시 성산구 불모산동 445-9,경상남도 창원시 성산구 창원대로 1266 (불모산동),51541.0,(재)창원산업진흥원 창원터널 수소충전소,2026-02-10 13:55:57,U,2026-02-12 02:40:00,제조,356618.983492511,189421.387562052,충전,,,(재)창원산업진흥원창원터널수소충전소_경상남도창원시성산구불모산동445-9
358,고압가스업,09_28_05_P,3220000,2022322017602100003,2022-06-13,,1,영업/정상,1,영업중,,,,,,,,서울특별시 강남구 대치동 983-1 S-TOWER,"서울특별시 강남구 영동대로 325 (대치동, S-TOWER)",6188.0,글로벌세아(주) 세아빌딩,2026-02-13 09:38:35,U,2026-02-15 02:40:00,저장소,205677.522476464,444555.644453973,,,,글로벌세아(주)세아빌딩_서울특별시강남구대치동983-1S-TOWER
199,고압가스업,09_28_05_P,5710000,2022571018302100005,2022-04-29,,1,영업/정상,1,영업중,,,,,,,,충청북도 청주시 흥덕구 옥산면 장남리 산 1-2,,,청주(서울)휴게소 수소충전소,2026-02-06 15:15:41,U,2026-02-08 02:40:00,제조,230985.138538462,357448.533809704,충전,,,청주(서울)휴게소수소충전소_충청북도청주시흥덕구옥산면장남리산1-2
34,고압가스업,09_28_05_P,5710000,2022573002302100005,2022-04-27,,1,영업/정상,1,영업중,,,,,,,,충청북도 청주시 흥덕구 외북동 122-13 SK하이닉스청주사업장M15공장,"충청북도 청주시 흥덕구 에스케이로 120, SK하이닉스청주사업장M15공장 (외북동)",28356.0,에스케이하이닉스㈜ 4캠퍼스 Ph2 PGS,2026-02-02 11:08:42,U,2026-02-04 02:40:00,저장소,,,,,,에스케이하이닉스㈜4캠퍼스Ph2PGS_충청북도청주시흥덕구외북동122-13SK하이닉스청주사업장M15공장
18,고압가스업,09_28_05_P,5690000,2022569020002100002,2022-03-31,,1,영업/정상,1,영업중,,,,2026-01-29,,,,세종특별자치시 연동면 내판리 690,세종특별자치시 연동면 명학산단로 130,30068.0,SK스페셜티SK머티리얼즈퍼포먼스그룹포틴테크놀로지스코리아 주식회사SK에코플랜트 주식회사,2026-02-02 15:31:18,U,2026-02-04 02:40:00,저장소,229372.438775001,338736.963910054,,,,SK스페셜티SK머티리얼즈퍼포먼스그룹포틴테크놀로지스코리아주식회사SK에코플랜트주식회사_세종특별자치시연동면내판리690
96,고압가스업,09_28_05_P,4510000,2022451028902100001,2022-03-28,,1,영업/정상,1,영업중,,,,,,,,충청남도 보령시 죽정동 1,충청남도 보령시 죽성로 136 (죽정동),33428.0,보령아산병원,2026-02-04 09:53:32,U,2026-02-06 02:40:00,저장소,166116.313453538,320033.869020177,,,,보령아산병원_충청남도보령시죽정동1
331,고압가스업,09_28_05_P,5670000,2022567057002200001,2022-02-03,,1,영업/정상,1,영업중,,,,,,,,경상남도 창원시 마산합포구 가포동 667-1,경상남도 창원시 마산합포구 가포신항남로 43 (가포동),51756.0,창원 가포 수소충전소,2026-02-13 15:54:19,U,2026-02-15 02:40:00,제조,343630.735887693,185896.398548476,냉동,,,창원가포수소충전소_경상남도창원시마산합포구가포동667-1
170,고압가스업,09_28_05_P,4870000,2022487009602200005,2022-01-27,,1,영업/정상,1,영업중,,,,,,,,전라남도 구례군 용방면 죽정리 970,전라남도 구례군 용방면 용산로 107-19,57607.0,"(주)자연드림치유식품 과채가공공방(107냉장창고,203전실)",2026-02-05 11:38:24,U,2026-02-07 02:40:00,제조,237633.148373794,196707.363988664,냉동,,,"(주)자연드림치유식품과채가공공방(107냉장창고,203전실)_전라남도구례군용방면죽정리970"
172,고압가스업,09_28_05_P,4870000,2022487009602200007,2022-01-27,,1,영업/정상,1,영업중,,,,,,,,전라남도 구례군 용방면 죽정리 970,전라남도 구례군 용방면 용산로 107-19,57607.0,"(주)자연드림치유식품 과채가공공방(201냉장창고,MS)",2026-02-05 11:41:21,U,2026-02-07 02:40:00,제조,237633.148373794,196707.363988664,냉동,,,"(주)자연드림치유식품과채가공공방(201냉장창고,MS)_전라남도구례군용방면죽정리970"
156,고압가스업,09_28_05_P,4870000,2022487009602200008,2022-01-27,,1,영업/정상,1,영업중,,,,,,,,전라남도 구례군 용방면 죽정리 970,전라남도 구례군 용방면 용산로 107-19,57607.0,(주)자연드림치유식품 과채가공공방(301냉장창고),2026-02-05 11:39:28,U,2026-02-07 02:40:00,제조,237633.148373794,196707.363988664,냉동,,,(주)자연드림치유식품과채가공공방(301냉장창고)_전라남도구례군용방면죽정리970
171,고압가스업,09_28_05_P,4870000,2022487009602200006,2022-01-27,,1,영업/정상,1,영업중,,,,,,,,전라남도 구례군 용방면 죽정리 970,전라남도 구례군 용방면 용산로 107-19,57607.0,"(주)자연드림치유식품 과채가공공방(108,109,110전실)",2026-02-05 11:43:03,U,2026-02-07 02:40:00,제조,237633.148373794,196707.363988664,냉동,,,"(주)자연드림치유식품과채가공공방(108,109,110전실)_전라남도구례군용방면죽정리970"
167,고압가스업,09_28_05_P,4870000,2022487009602200002,2022-01-26,,1,영업/정상,1,영업중,,,,,,,,전라남도 구례군 용방면 죽정리 970,전라남도 구례군 용방면 용산로 107-19,57607.0,(주)자연드림치유식품 과채가공공방,2026-02-05 11:28:14,U,2026-02-07 02:40:00,제조,237633.148373794,196707.363988664,냉동,,,(주)자연드림치유식품과채가공공방_전라남도구례군용방면죽정리970
168,고압가스업,09_28_05_P,4870000,2022487009602200003,2022-01-26,,1,영업/정상,1,영업중,,,,,,,,전라남도 구례군 용방면 죽정리 970,전라남도 구례군 용방면 용산로 107-19,57607.0,(주)자연드림치유식품 과채가공공방(105냉장창고),2026-02-05 11:35:25,U,2026-02-07 02:40:00,제조,237633.148373794,196707.363988664,냉동,,,(주)자연드림치유식품과채가공공방(105냉장창고)_전라남도구례군용방면죽정리970
169,고압가스업,09_28_05_P,4870000,2022487009602200004,2022-01-26,,1,영업/정상,1,영업중,,,,,,,,전라남도 구례군 용방면 죽정리 970,전라남도 구례군 용방면 용산로 107-19,57607.0,(주)자연드림치유식품 과채가공공방(104냉장창고),2026-02-05 11:31:24,U,2026-02-07 02:40:00,제조,237633.148373794,196707.363988664,냉동,,,(주)자연드림치유식품과채가공공방(104냉장창고)_전라남도구례군용방면죽정리970
30,고압가스업,09_28_05_P,4870000,2022487009602200001,2022-01-26,,1,영업/정상,1,영업중,,,,,,,,전라남도 구례군 용방면 죽정리 970,전라남도 구례군 용방면 용산로 107-19,57607.0,농업회사법인(주)쿱농산(101자동화창고),2026-02-02 15:00:34,U,2026-02-04 02:40:00,제조,237633.148373794,196707.363988664,냉동,,,농업회사법인(주)쿱농산(101자동화창고)_전라남도구례군용방면죽정리970
229,고압가스업,09_28_05_P,3860000,2021386055502200002,2021-12-06,,1,영업/정상,1,영업중,,,,,,,,경기도 부천시 오정구 삼정동 12-4 축협부천축산물공판장,"경기도 부천시 오정구 송내대로518번길 71, 축협부천축산물공판장 (삼정동)",14445.0,농협경제지주(주) 부천축산물공판장,2026-02-09 09:44:10,U,2026-02-11 02:40:00,제조,179136.025905573,447578.815394323,냉동,,,농협경제지주(주)부천축산물공판장_경기도부천시오정구삼정동12-4축협부천축산물공판장
24,고압가스업,09_28_05_P,4050000,2021405046102100014,2021-11-22,,1,영업/정상,1,영업중,,,,,,,,경기도 용인시 기흥구 지곡동 228-1,경기도 용인시 기흥구 지삼로201번길 52 (지곡동),17088.0,램리서치코리아테크놀로지(유),2026-02-02 09:15:22,U,2026-02-04 02:40:00,저장소,212451.334946131,415440.717764165,,,,램리서치코리아테크놀로지(유)_경기도용인시기흥구지곡동228-1
109,고압가스업,09_28_05_P,4070000,2021407018802100024,2021-11-02,,1,영업/정상,1,영업중,,,,,,,,경기도 이천시 신둔면 마교리 134-15,경기도 이천시 신둔면 마소로57번길 25,17304.0,비씨엔씨(주),2026-02-04 09:40:47,U,2026-02-06 02:40:00,저장소,234828.304248919,422563.221009727,,,,비씨엔씨(주)_경기도이천시신둔면마교리134-15
186,고압가스업,09_28_05_P,4850000,2021485014402200002,2021-11-01,,1,영업/정상,1,영업중,,,,,,,,전라남도 담양군 무정면 오룡리 13-3,전라남도 담양군 무정면 무정로 391-44,57361.0,육군 제3718부대,2026-02-06 14:19:12,U,2026-02-08 02:40:00,제조,201188.526730071,200168.810083296,충전,,,육군제3718부대_전라남도담양군무정면오룡리13-3
266,고압가스업,09_28_05_P,5670000,2021567056802100011,2021-11-01,,1,영업/정상,1,영업중,,,,2025-04-03,,,,"경상남도 창원시 성산구 대원동 89 외 2필지(89-1, 89-2)",경상남도 창원시 성산구 남면로 263 (대원동),51407.0,재단법인 창원산업진흥원 대원수소충전소,2026-02-10 13:56:16,U,2026-02-12 02:40:00,제조,349494.851040393,192685.634382403,충전,,,"재단법인창원산업진흥원대원수소충전소_경상남도창원시성산구대원동89외2필지(89-1,89-2)"
117,고압가스업,09_28_05_P,4641000,2021464046702100004,2021-10-21,,1,영업/정상,1,영업중,,,,,,3280.0,,전북특별자치도 전주시 완산구 상림동 67-26,전북특별자치도 전주시 완산구 콩쥐팥쥐로 1586 (상림동),55067.0,(유)동유산업 전주 상림 수소충전소,2026-02-03 17:18:45,U,2026-02-06 02:40:00,제조,206520.997977823,258294.875673856,충전,,,(유)동유산업전주상림수소충전소_전북특별자치도전주시완산구상림동67-26
205,고압가스업,09_28_05_P,4070000,2021407018802200035,2021-09-15,,3,폐업,3,폐업,2026-01-30,,,,,,,경기도 이천시 호법면 안평리 675번지 외17필지,,,㈜맥서브,2026-02-09 10:01:40,I,2026-02-11 00:20:41,제조,,,냉동,,,㈜맥서브_경기도이천시호법면안평리675번지외17필지
230,고압가스업,09_28_05_P,4070000,2021407018802200047,2021-09-15,,3,폐업,3,폐업,2026-01-30,,,,,,,경기도 이천시 호법면 안평리 675번지 외17필지,,,(주)맥서브,2026-02-09 10:08:41,U,2026-02-11 02:40:00,제조,,,냉동,,,(주)맥서브_경기도이천시호법면안평리675번지외17필지
341,고압가스업,09_28_05_P,5670000,2021567057002100001,2021-08-10,,1,영업/정상,1,영업중,,,,,,,,경상남도 창원시 마산합포구 가포동 667,경상남도 창원시 마산합포구 가포신항남로 45 (가포동),51756.0,창원 가포 수소충전소,2026-02-13 15:49:44,U,2026-02-15 02:40:00,제조,343571.590727899,185868.230373839,충전,,,창원가포수소충전소_경상남도창원시마산합포구가포동667
290,고압가스업,09_28_05_P,4490000,2021566002902200004,2021-06-15,,3,폐업,3,폐업,2026-02-05,,,,,,,충청남도 천안시 서북구 성정동 511 케이티엔지,,,(주)케이티앤지 천안공장,2026-02-11 10:06:39,U,2026-02-13 02:40:00,제조,213040.987308252,369459.732860078,냉동,,,(주)케이티앤지천안공장_충청남도천안시서북구성정동511케이티엔지
305,고압가스업,09_28_05_P,5670000,2021567056602100002,2021-05-21,,1,영업/정상,1,영업중,,,,,,,,경상남도 창원시 의창구 사림동 167-1,경상남도 창원시 의창구 용동로 110 (사림동),51139.0,재단법인 창원산업진흥원(사림수소충전소),2026-02-12 10:37:37,U,2026-02-14 02:40:00,제조,354963.348361214,194744.925019775,충전,,,재단법인창원산업진흥원(사림수소충전소)_경상남도창원시의창구사림동167-1
173,고압가스업,09_28_05_P,3670000,2021367017402100007,2021-04-22,,1,영업/정상,1,영업중,,,,,,,,대전광역시 유성구 도룡동 3-8 대전무역전시관,"대전광역시 유성구 엑스포로 87, 대전무역전시관 (도룡동)",34126.0,대전관광공사,2026-02-05 15:20:07,U,2026-02-07 02:40:00,제조,234870.270183943,319433.281605227,냉동,,,대전관광공사_대전광역시유성구도룡동3-8대전무역전시관
196,고압가스업,09_28_05_P,3910000,2021391025102100002,2021-04-16,,1,영업/정상,1,영업중,,,,,,,,경기도 평택시 청북읍 율북리 839-17,경기도 평택시 청북읍 드림산단5로 55,17791.0,(주)유니테스트,2026-02-06 15:10:15,U,2026-02-08 02:40:00,제조,,,냉동,,,(주)유니테스트_경기도평택시청북읍율북리839-17
259,고압가스업,09_28_05_P,3910000,2021391025102200001,2021-04-06,,2,휴업,2,휴업,,2026-01-19,2027-01-18,,,,,경기도 평택시 오성면 죽리 448,,,농업회사법인(주)와이제이푸드,2026-02-10 10:47:20,U,2026-02-12 02:40:00,제조,196090.275516395,389399.808730159,냉동,,,농업회사법인(주)와이제이푸드_경기도평택시오성면죽리448
