"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"52","테마파크업(기타)","03_07_08_P","5600000","CDFI5272002022000004","2022-02-17","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 영중면 성동리 308-1","경기도 포천시 영중면 성장로55번길 15","11127","라온글램핑오토캠핑장","2026-02-04 18:35:10","U","2026-02-06 02:40:00","","223258.03713937","502873.614481231","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"53","테마파크업(기타)","03_07_08_P","5600000","CDFI5272002022000005","2022-02-17","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 이동면 도평리 272-5","경기도 포천시 이동면 화동로 2318-68","11110","백운계곡캠핑장","2026-02-04 18:30:57","U","2026-02-06 02:40:00","","233741.494402775","505516.974305452","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"54","테마파크업(기타)","03_07_08_P","5600000","CDFI5272002022000001","2022-02-11","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 이동면 도평리 503-12","경기도 포천시 이동면 금강로 6135-32","11110","뉴힐링캠프","2026-02-04 18:47:48","U","2026-02-06 02:40:00","","234034.163023165","508154.062716831","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"55","테마파크업(기타)","03_07_08_P","5600000","CDFI5272002022000008","2022-02-18","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 화현면 화현리 533-3","경기도 포천시 화현면 화동로477번길 1","11123","아지트글램핑농원","2026-02-04 18:41:21","U","2026-02-06 02:40:00","","226959.661417509","489619.401148084","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"56","테마파크업(기타)","03_07_08_P","5600000","CDFI5272002022000009","2022-02-18","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 소흘읍 직동리 76-4","경기도 포천시 소흘읍 직동길 44","11186","광릉숲이야기 캠핑장","2026-02-04 18:27:07","U","2026-02-06 02:40:00","","214884.720110597","473810.496977581","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"57","테마파크업(기타)","03_07_08_P","5600000","CDFI5272002022000010","2022-02-18","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 관인면 삼율리 6","경기도 포천시 관인면 담터길 123","11100","맑은물소리 슈퍼","2026-02-04 18:42:27","U","2026-02-06 02:40:00","","218017.895423374","516222.133363325","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"58","테마파크업(기타)","03_07_08_P","5600000","CDFI5272002022000011","2022-02-18","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 이동면 도평리 469-8","경기도 포천시 이동면 화동로 2530","11110","넓은마당캠핑장","2026-02-04 18:27:49","U","2026-02-06 02:40:00","","233938.289503408","507310.038814111","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"59","테마파크업(기타)","03_07_08_P","5310000","CDFI5272002022000001","2022-03-10","","03","폐업","03","폐업","2026-01-13","","","","","","","경상남도 진주시 충무공동 225-1 드림어반스퀘어","경상남도 진주시 에나로127번길 30, 드림어반스퀘어 3층 (충무공동)","52852","윌리코키 진주점","2026-02-04 10:40:45","U","2026-02-06 02:40:00","","304128.140836511","187423.996083381","신고테마파크업","","","0","","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","0","","1","Y","","","Y","","","0","","","","0",
"60","테마파크업(기타)","03_07_08_P","5600000","CDFI5272002022000017","2022-03-10","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 신북면 금동리 534-5","경기도 포천시 신북면 탑신로 1259-68","11137","포시즌스 오토캠핑장 트램펄린","2026-02-04 18:44:36","U","2026-02-06 02:40:00","","210087.031971043","494221.970128146","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"61","테마파크업(기타)","03_07_08_P","5600000","CDFI5272002022000012","2022-03-01","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 창수면 추동리 821-9","경기도 포천시 창수면 포천로2811번길 180-20","11134","알프스 관광농원 트램펄린","2026-02-04 18:43:16","U","2026-02-06 02:40:00","","213537.07927043","499080.284816803","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"62","테마파크업(기타)","03_07_08_P","5600000","CDFI5272002022000013","2022-03-01","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 창수면 추동리 821-10 , 824-1","경기도 포천시 창수면 포천로2811번길 178","11134","가래골농원 캠핑장 트램펄린","2026-02-04 18:25:45","U","2026-02-06 02:40:00","","213762.509390939","498958.434956736","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"63","테마파크업(기타)","03_07_08_P","5600000","CDFI5272002022000002","2022-02-14","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 영북면 산정리 777-3","경기도 포천시 영북면 우물목길 101-37","11103","아롱별 캠핑장","2026-02-04 18:41:54","U","2026-02-06 02:40:00","","227477.597861068","505142.679295113","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"64","테마파크업(기타)","03_07_08_P","5600000","CDFI5272002022000014","2022-03-07","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 신북면 삼정리 98-3","경기도 포천시 신북면 간자동길 138-74","11137","나무새관광농원 캠핑장 트램펄린","2026-02-04 18:36:29","U","2026-02-06 02:40:00","","213288.287703787","496525.572591602","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"65","테마파크업(기타)","03_07_08_P","4181000","CDFI5272002024000001","2024-06-03","","03","폐업","03","폐업","2025-12-31","","","","","","","강원특별자치도 춘천시 동산면 조양리 산 199 라비에벨 컨트리클럽","강원특별자치도 춘천시 동산면 종자리로 436, 라비에벨 컨트리클럽","24410","라비에벨","2026-02-04 17:57:21","U","2026-02-06 02:40:00","","266801.723069835","471255.505860593","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"66","테마파크업(기타)","03_07_08_P","5570000","CDFI5272002020000001","2020-01-21","","01","영업/정상","13","영업중","","","","","043-835-4584","","","충청북도 증평군 증평읍 율리 308-11","충청북도 증평군 증평읍 솟점말길 27-45","27912","좌구산썰매장 붕붕뜀틀","2026-02-03 14:33:30","U","2026-02-06 02:40:00","","258267.521620738","356905.528359922","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","트램폴린","1","","","","","","","0","","","","0",
"67","테마파크업(기타)","03_07_08_P","5600000","CDFI5272002023000001","2023-05-24","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 이동면 연곡리 603","경기도 포천시 이동면 화동로1724번길 124-14","11113","산마루글램핑카라반 트램펄린","2026-02-04 18:46:11","U","2026-02-06 02:40:00","","232835.396233827","499236.724278717","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"68","테마파크업(기타)","03_07_08_P","3710000","CDFI5272002017000001","2017-08-28","","03","폐업","03","폐업","2026-01-14","","","","","","","울산광역시 동구 동부동 313","울산광역시 동구 동해안로 50, 2층 (동부동)","44007","샤랄랄라 키즈카페","2026-02-03 20:20:18","U","2026-02-06 02:40:00","","420190.453270363","229640.036721175","신고테마파크업","","","","","","","근린생활시설","","","","","","","","","","","","","","","붕붕뜀틀 1","1","","","","","","","","","","","",
"69","테마파크업(기타)","03_07_08_P","5430000","CDFI5272002020000001","2020-07-01","","01","영업/정상","13","영업중","","","","","","","","경상남도 남해군 서면 서상리 1182-9 남해스포츠파크호텔","경상남도 남해군 서면 스포츠파크길 73, 남해스포츠파크호텔","52410","남해스포츠파크호텔","2026-02-04 11:27:08","U","2026-02-06 02:40:00","","276399.014165755","145371.201778206","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"70","테마파크업(기타)","03_07_08_P","5190000","CDFI5272002025000002","2025-07-22","","01","영업/정상","13","영업중","","","","","054-370-2391","","","경상북도 청도군 화양읍 동천리 457 청도군 공공시설사업소","경상북도 청도군 화양읍 청려로 1846, 청도군 공공시설사업소","38333","빛나래상상마당","2026-02-03 09:18:52","U","2026-02-06 02:40:00","","355466.472362599","240124.410961912","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"71","테마파크업(기타)","03_07_08_P","5600000","CDFI5272002018000002","2018-10-23","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 신읍동 226","경기도 포천시 왕방로 261 (신읍동)","11142","덤블링아지트","2026-02-04 18:26:19","U","2026-02-06 02:40:00","","217752.693227547","488986.270781569","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"72","테마파크업(기타)","03_07_08_P","5600000","CDFI5272002022000020","2022-07-14","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 이동면 도평리 475","경기도 포천시 이동면 화동로2457번길 92","11110","백운오양골 캠핑장 트램펄린","2026-02-04 18:45:40","U","2026-02-06 02:40:00","","233425.712655109","507357.099863452","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"73","테마파크업(기타)","03_07_08_P","4530000","CDFI5272002026000001","2026-02-05","","01","영업/정상","13","영업중","","","","","","","","충청남도 서산시 성연면 687","","","서산시 겨울 테마파크","2026-02-05 20:33:24","I","2026-02-07 00:20:02","","","","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"74","테마파크업(기타)","03_07_08_P","5530000","CDFI5272002026000001","2026-02-05","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 효행구 봉담읍 와우리 26-6","경기도 화성시 효행구 봉담읍 와우로 23-31, 지하 1층","18321","월드킹 화성점","2026-02-05 12:59:17","I","2026-02-07 00:20:02","","197550.457701695","412546.469126333","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"75","테마파크업(기타)","03_07_08_P","3930000","CDFI5272002026000001","2026-02-03","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 단원구 선부동 1087-24 지영프라자","경기도 안산시 단원구 화정천서로1길 13, 지영프라자 지하1층 (선부동)","15217","키다리아이","2026-02-03 14:38:40","I","2026-02-07 00:20:02","","183651.674386585","426678.467016995","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"76","테마파크업(기타)","03_07_08_P","5450000","CDFI5272002019000001","2019-09-26","","02","휴업","02","휴업","","2026-02-04","2026-08-03","","055-973-8258","","","경상남도 산청군 신등면 모례리 756-5 숲속정원관광농원","경상남도 산청군 신등면 정곡척지로 674, 숲속정원관광농원","52253","숲속정원관광농원","2026-02-05 11:17:19","U","2026-02-07 02:40:00","","288151.053235923","211491.77093258","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","9620","미니슬라이드 1종","0","","","","","","","0","","","","9620",
"77","테마파크업(기타)","03_07_08_P","4810000","CDFI5272002018000001","2018-02-27","","01","영업/정상","13","영업중","","","","","061-685-7953","","","전라남도 여수시 소호동 1197-2","전라남도 여수시 소호1길 12, 2층 (소호동)","59665","반짝반짝","2026-02-04 14:12:16","U","2026-02-07 02:40:00","","259999.64886194","139148.208501207","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","305.83","","3","","","","","","","0","","","","306",
"78","테마파크업(기타)","03_07_08_P","3670000","CDFI5272002025000008","2025-12-29","","03","폐업","03","폐업","2026-02-02","","","","","","","대전광역시 유성구 상대동 482-1","","","2025년 유성 어린이 눈썰매장","2026-02-05 10:53:07","U","2026-02-07 02:40:00","","230452.992354252","315763.363694687","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"79","테마파크업(기타)","03_07_08_P","3130000","CDFI5272002020000001","2020-09-04","","03","폐업","03","폐업","2025-12-31","","","","070-8231-0209","","","서울특별시 마포구 망원동 417-20","서울특별시 마포구 망원로 32, 지층 (망원동)","04007","키다리방방","2026-02-05 10:08:01","U","2026-02-07 02:40:00","","191139.102968588","450449.576868917","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","105","","0","","","","","","","0","","","","105",
"80","테마파크업(기타)","03_07_08_P","3740000","CDFI5272002022000004","2022-07-27","","03","폐업","03","폐업","2025-12-31","","","","","","","경기도 수원시 영통구 원천동 589 광교중흥에스클래스","경기도 수원시 영통구 광교호수공원로 277, B1층 215호 (원천동, 광교중흥에스클래스)","16517","㈜모모빌리지앤뽕뜨락피자광교호수공원특약점","2026-02-05 09:11:13","U","2026-02-07 02:40:00","","205026.079641798","420062.878231009","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","1186.64","","0","","","","","","","0","","","","1187",
"81","테마파크업(기타)","03_07_08_P","3400000","CDFI5272002022000001","2022-06-30","","02","휴업","02","휴업","","","","","","","","부산광역시 기장군 장안읍 오리 208-8 일부구역","부산광역시 기장군 장안읍 중치밭길 8, 일부구역(건축물제외)","46031","(주)어메이징캠프부산","2026-02-05 09:00:48","U","2026-02-07 02:40:00","","406002.915394166","209972.493242495","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","미니에어바운스 5대","0","","","","","","","0","","","","0",
"82","테마파크업(기타)","03_07_08_P","3860000","CDFI5272002016000008","2016-05-24","","01","영업/정상","13","영업중","","","","","032-321-8502","","","경기도 부천시 원미구 중동 1034-4 드림빌딩","경기도 부천시 원미구 길주로 219, 305~310호 (중동)","14538","헬로방방중상동점","2026-02-05 10:20:04","U","2026-02-07 02:40:00","","179310.387407428","444754.845185643","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","545","붕붕뜀틀(어린이용), 붕붕뜀틀(유아용), 미니기차","3","","","","","","","0","","","","545",
"83","테마파크업(기타)","03_07_08_P","3550000","CDFI5272002023000001","2023-11-09","","01","영업/정상","13","영업중","","","","","","","","인천광역시 계양구 계산동 1059-1 롯데마트 계양점","인천광역시 계양구 장제로 822, 롯데마트 계양점 4층 (계산동)","21060","게임메카","2026-02-05 15:17:34","U","2026-02-07 02:40:00","","176599.816295302","448767.427225648","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","15","","","","","","","0","","","","0",
"84","테마파크업(기타)","03_07_08_P","5080000","CDFI5272002026000002","2026-02-06","","01","영업/정상","13","영업중","","","","","054-476-0206","","","경상북도 구미시 산동읍 신당리 1451","경상북도 구미시 산동읍 신당1로1길 17-3, 킹콩타워 6층","39464","더키즈파크","2026-02-06 14:15:51","I","2026-02-08 00:20:01","","328931.18460096","295923.976713247","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","8","","","","","","","0","","","","0",
"85","테마파크업(기타)","03_07_08_P","3570000","CDFI5272002026000001","2026-02-06","","01","영업/정상","13","영업중","","","","","070-4324-0065","","","인천광역시 강화군 강화읍 갑곳리 453-5","인천광역시 강화군 강화읍 강화대로216번길 53, 1동 3층 301호","23025","모찌키즈룸","2026-02-06 17:54:36","I","2026-02-08 00:20:01","","156276.739447838","471503.188436446","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"86","테마파크업(기타)","03_07_08_P","4090000","CDFI5272002019000008","2019-07-25","","01","영업/정상","13","영업중","","","","","031-985-4999","","","경기도 김포시 운양동 1296-7","경기도 김포시 김포한강11로 288-37, 헤리움리버테라스 313호 (운양동)","10073","에코로 키즈카페","2026-02-06 13:58:38","U","2026-02-08 02:40:00","","172110.385231784","461431.232060209","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"87","테마파크업(기타)","03_07_08_P","3980000","CDFI5272002022000001","2022-01-13","","03","폐업","03","폐업","2026-02-09","","","","","","","경기도 구리시 갈매동 596 갈매역아이파크 841동 B220,호","경기도 구리시 경춘북로 252, 841동 B220, B221호 (갈매동, 갈매역아이파크)","11901","랩포키즈갈매점","2026-02-09 14:05:25","U","2026-02-11 02:40:00","","210273.098117288","459131.618978126","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","3","","","","","","","0","","","","0",
"88","테마파크업(기타)","03_07_08_P","3780000","CDFI5272002025000003","2025-07-28","","02","휴업","02","휴업","","","","","031-642-7826","","","경기도 성남시 분당구 정자동 100-3 정자다목적광장","","","탄천이동식물놀이장-정자","2026-02-09 16:37:29","U","2026-02-11 02:40:00","","209587.68283043","429641.801550583","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","2","","","","","","","0","","","","0",
"89","테마파크업(기타)","03_07_08_P","3780000","CDFI5272002025000004","2025-07-28","","02","휴업","02","휴업","","","","","031-642-7826","","","경기도 성남시 분당구 야탑동 555","","","탄천이동식물놀이장-야탑","2026-02-09 16:38:03","U","2026-02-11 02:40:00","","210806.434926412","434313.469043373","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","3","","","","","","","0","","","","0",
"90","테마파크업(기타)","03_07_08_P","3160000","CDFI5272002025000002","2025-05-29","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 구로동 산 1-11 태흥빌딩","서울특별시 구로구 새말로 62, 태흥빌딩 3층 (구로동)","08290","무키무키 신도림점","2026-02-09 10:18:57","U","2026-02-11 02:40:00","","189955.967620859","444637.265245173","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"91","테마파크업(기타)","03_07_08_P","3160000","CDFI5272002025000001","2025-05-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 항동 242-4 엠프라자 301호","서울특별시 구로구 서해안로 2104, 엠프라자 (항동)","08368","꿀잼키즈룸 항동점","2026-02-09 10:28:41","U","2026-02-11 02:40:00","","184347.961198978","442014.875009012","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"92","테마파크업(기타)","03_07_08_P","3150000","CDFI5272002022000003","2022-07-08","","03","폐업","03","폐업","2026-02-09","","","","","","","서울특별시 강서구 가양동 18-24 홈플러스가양점","서울특별시 강서구 양천로 431, 홈플러스가양점 지하 1층 (가양동)","07527","몬스터파크(주) 가양점","2026-02-09 16:44:30","U","2026-02-11 02:40:00","","186687.131804431","451342.773451086","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"93","테마파크업(기타)","03_07_08_P","3740000","CDFI5272002026000001","2026-02-10","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 영통구 이의동 1336 힐스테이트광교중앙역  B1층 BC103,104,105호","경기도 수원시 영통구 도청로18번길 26, 힐스테이트광교중앙역 B1층 BC103,104,105호 (이의동)","16508","점핑몬스터 광교점","2026-02-10 14:48:59","I","2026-02-12 00:20:02","","204977.175329834","420627.234160383","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","4","","","","","","","0","","","","0",
"94","테마파크업(기타)","03_07_08_P","3340000","CDFI5272002019000006","2019-10-21","","03","폐업","03","폐업","2026-01-21","","","","051-208-8844","","","부산광역시 사하구 괴정동 955-4","부산광역시 사하구 사하로 182, IDS 아델하임 2층 203, 208~209호 (괴정동)","49358","키즈몬 괴정점","2026-02-10 17:16:00","U","2026-02-12 02:40:00","","381790.208722448","179478.429292997","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"95","테마파크업(기타)","03_07_08_P","3940000","CDFI5272002024000003","2024-05-01","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 덕양구 용두동 432-185 서오릉빌딩 2층","경기도 고양시 덕양구 서오릉로 474, 서오릉빌딩 2층 (용두동)","10548","키윙키즈카페","2026-02-10 10:07:50","U","2026-02-12 02:40:00","","190047.240096367","458415.693340704","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","313.81","붕붕뜀틀(트램폴린) 2대","0","","","","","","","0","","","","314",
"96","테마파크업(기타)","03_07_08_P","3710000","CDFI5272002017000002","2017-09-14","","03","폐업","03","폐업","2024-10-14","","","","","","","울산광역시 동구 일산동 577-1 홈플러스","울산광역시 동구 방어진순환도로 637, 홈플러스 3층 (일산동)","44068","플레이타임","2026-02-10 16:50:25","U","2026-02-12 02:40:00","","420194.506233977","224850.32369301","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","112.4","","1","","","","","","","0","","","","112",
"97","테마파크업(기타)","03_07_08_P","3940000","CDFI5272002024000002","2024-02-23","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 덕양구 화정동 972 영프라자빌딩","경기도 고양시 덕양구 화신로272번길 58, 영프라자빌딩 601,602,606-615호 (화정동)","10500","아이킹","2026-02-10 10:06:57","U","2026-02-12 02:40:00","","185111.707494025","459046.501169143","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","붕붕뜀틀 2대, 팜트리 1대","0","","","","","","","0","","","","0",
"98","테마파크업(기타)","03_07_08_P","5310000","CDFI5272002026000001","2026-02-04","","01","영업/정상","13","영업중","","","","","055-763-3133","","","경상남도 진주시 명석면 용산리 754-1","경상남도 진주시 명석면 진주대로 1982","52640","타이거펀치 키즈랜드","2026-02-10 10:12:51","U","2026-02-12 02:40:00","","291623.886199371","193194.579009498","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"99","테마파크업(기타)","03_07_08_P","5310000","CDFI5272002026000002","2026-02-04","","01","영업/정상","13","영업중","","","","","055-749-4077","","","경상남도 진주시 인사동 9-1 성북동행정복지센터","경상남도 진주시 진주성로35번길 10, 성북동행정복지센터 3층 (인사동)","52686","별별 하모 놀이터","2026-02-10 10:16:15","U","2026-02-12 02:40:00","","297995.296804336","188715.057611941","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"100","테마파크업(기타)","03_07_08_P","3940000","CDFI5272002014000009","2014-10-02","","01","영업/정상","13","영업중","","","","","02-389-1010","","412-090","경기도 고양시 덕양구 동산동 352-1 아카메디프라자 401~403호","경기도 고양시 덕양구 동세로 19, 401~403호 (동산동, 아카메디프라자)","10598","점핑파크 삼송점","2026-02-10 10:05:29","U","2026-02-12 02:40:00","","189893.395","460258.63","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","394","붕붕뜀틀6대","0","","","","","","","0","","","","394",
"101","테마파크업(기타)","03_07_08_P","3720000","CDFI5272002018000004","2018-05-17","","03","폐업","03","폐업","2026-01-26","","","","052-292-1553","","","울산광역시 북구 신천동 109-5","울산광역시 북구 매곡1로 55-21, 3층 (신천동)","44218","꼬마대통령 매곡점","2026-02-11 14:14:18","U","2026-02-13 02:40:00","","412734.401827097","240700.49664471","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","196","","0","","","","","","","0","","","","196",
"102","테마파크업(기타)","03_07_08_P","4950000","CDFI5272002020000001","2020-05-14","","01","영업/정상","13","영업중","","","","","","","","전라남도 무안군 삼향읍 남악리 2551","전라남도 무안군 삼향읍 남악로 234, B동 204,205,206호","58579","헬로방방","2026-02-12 17:20:06","U","2026-02-14 02:40:00","","150902.079093362","145250.294061718","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","5","","","","","","","0","","","","0",
"103","테마파크업(기타)","03_07_08_P","3830000","CDFI5272002023000001","2023-01-27","","03","폐업","03","폐업","2026-02-11","","","","","","","경기도 안양시 동안구 비산동 411-8 부방유통","경기도 안양시 동안구 관악대로 104, 이마트 안양점 4층 (비산동)","13954","주식회사 케이커머스","2026-02-11 13:49:58","U","2026-02-14 02:40:00","","","","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","40","","0","","","","","","","0","","","","40",
"104","테마파크업(기타)","03_07_08_P","3930000","CDFI5272002021000002","2021-05-11","","01","영업/정상","13","영업중","","","","","031-411-9377","","","경기도 안산시 단원구 고잔동 779-2 시아테마파크","경기도 안산시 단원구 광덕1로 276, 시아테마파크 4층 (고잔동)","15481","자이언트Z","2026-02-12 15:33:32","U","2026-02-14 02:40:00","","185783.28808157","422747.838892667","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","4","","","","","","","0","","","","0",
"105","테마파크업(기타)","03_07_08_P","4140000","CDFI5272002026000001","2026-02-13","","01","영업/정상","13","영업중","","","","","","","","경기도 연천군 장남면 원당리 700-2","경기도 연천군 장남면 술이홀로63번길 41-17","11050","장남동산농원","2026-02-13 14:52:50","I","2026-02-15 00:20:02","","190339.436919261","496422.264702324","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","2","","","","","","","0","","","","0",
"106","테마파크업(기타)","03_07_08_P","3820000","CDFI5272002026000003","2026-02-12","","01","영업/정상","13","영업중","","","","","0318788886","","","경기도 의정부시 가능동 96-1 지승메디컬프라자","경기도 의정부시 가금로 29, 지승메디컬프라자 6층 (가능동)","11611","리틀잼잼키즈카페","2026-02-13 17:07:33","I","2026-02-15 00:20:02","","203414.037240483","472563.764952835","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","545.18","","2","","","","","","","0","","","","545",
"107","테마파크업(기타)","03_07_08_P","3940000","CDFI5272002026000001","2026-02-11","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 덕양구 화정동 978-1 첼시빌딩","경기도 고양시 덕양구 화신로260번길 47, 첼시빌딩 102호 (화정동)","10500","ZZANG GAMES(짱오락실) 화정점","2026-02-13 11:12:34","U","2026-02-15 02:40:00","","185154.447159258","458960.049674219","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","56.58","","2","","","","","","","0","","","","57",
