"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","폐기물처리업구분명","폐기물처리업별처리구분명","폐기물구분명","허용보관량","허용보관량내용",
"64","건설폐기물처리업","09_30_05_P","5200000","520000092200200001","2025-11-17","","01","영업/정상","BBBB","영업","","","","","054-954-0156","","","경상북도 고령군 다산면 송곡리 1036-7 , 1036-8, 1036-11, 1036-13, 1036-14, 1036-15, 1036-16","경상북도 고령군 다산면 다산산단로 54-42 (,5,6,7,8,9)","40113","(주)태산파우텍","2026-04-03 10:38:49","U","2026-04-05 02:40:00","","325567.687614825","255662.895947585","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"65","건설폐기물처리업","09_30_05_P","5200000","520000092201300001","2026-04-03","","01","영업/정상","BBBB","영업","","","","","054-954-0156","","","경상북도 고령군 다산면 송곡리 1036-7 , 1036-8, 1036-11, 1036-13, 1036-14, 1036-15, 1036-16","경상북도 고령군 다산면 다산산단로 54-42 (,5,6,7,8,9)","40113","(주)태산파우텍","2026-04-03 10:38:49","U","2026-04-05 02:40:00","","325567.687614825","255662.895947585","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"66","건설폐기물처리업","09_30_05_P","5380000","538000092201300002","2025-11-11","","01","영업/정상","BBBB","영업","","","","","367-8415","","","경상남도 양산시 북부동 148-19 215-3호","경상남도 양산시 중앙로 232 (북부동, 북부시장)","50617","(주)대성환경-배출시설계","2026-04-03 15:24:17","U","2026-04-05 02:40:00","","385480.955614708","207576.476832575","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"67","건설폐기물처리업","09_30_05_P","4201000","420100092202400002","2024-02-22","","01","영업/정상","BBBB","영업","","","","","0336443366","","","강원특별자치도 강릉시 구정면 학산리 652","강원특별자치도 강릉시 구정면 오독떼기길 24-8","25623","(주)민중환경건설","2026-04-03 16:33:35","U","2026-04-05 02:40:00","","366523.111770332","468452.525779228","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"68","건설폐기물처리업","09_30_05_P","3560000","356000092201700004","2026-04-03","","01","영업/정상","BBBB","영업","","","","","0325826812","","","인천광역시 서구 마전동 979-16","인천광역시 서구 완정로 158, 755호 (마전동)","22635","(주)유성엔텍","2026-04-03 17:30:52","U","2026-04-05 02:40:00","","169811.735730248","455558.720496889","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"69","건설폐기물처리업","09_30_05_P","4840000","484000092202300001","2023-04-07","","01","영업/정상","BBBB","영업","","","","","0617628252","","545-070","전라남도 광양시 광양읍 초남리 758-4","전라남도 광양시 광양읍 초남2공단2길 21","57759","(주)은혜","2026-04-03 13:25:53","U","2026-04-05 02:40:00","","255425.734518563","160923.686081426","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"70","건설폐기물처리업","09_30_05_P","5400000","540000092200700001","2007-10-23","","01","영업/정상","BBBB","영업","","","","","055-587-3737","","","경상남도 함안군 칠북면 검단리 1376-2","경상남도 함안군 칠북면 덕남길 78","637-931","보산환경(주)","2026-04-03 17:47:56","U","2026-04-05 02:40:00","","337892.763343297","207203.261276354","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","12475.3","",
"71","건설폐기물처리업","09_30_05_P","5400000","540000092200700003","2019-05-23","","01","영업/정상","BBBB","영업","","","","","055-587-3737","","","경상남도 함안군 칠북면 검단리 1376-2 광성산업개발","경상남도 함안군 칠북면 덕남길 78","52006","보산환경(주)","2026-04-03 17:47:45","U","2026-04-05 02:40:00","","337892.763343297","207203.261276354","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"72","건설폐기물처리업","09_30_05_P","5020000","502000092202200005","2022-12-21","","01","영업/정상","BBBB","영업","","","","","0542751392","","","경상북도 포항시 남구 연일읍 우복리 261-1","경상북도 포항시 남구 연일읍 남성길1번길 94-17 (해도동)","37855","(주)에이스알앤씨","2026-04-03 16:41:05","U","2026-04-05 02:40:00","","411233.302658566","277536.50338411","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"73","건설폐기물처리업","09_30_05_P","5710000","572500092200700003","2026-04-03","","01","영업/정상","BBBB","영업","","","","","2987993","","361-160","","충청북도 청주시 상당구 남일면 단재로 565-8","360-844","(주)토백이개발","2026-04-03 13:41:13","U","2026-04-05 02:40:00","","245706.048099489","342304.015595441","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"74","건설폐기물처리업","09_30_05_P","3560000","356000092202500005","2025-07-09","","01","영업/정상","BBBB","영업","","","","","0325621658","","","인천광역시 서구 오류동 1610-2","인천광역시 서구 가람로 24 (오류동)","22665","(주)장형지아이","2026-04-03 17:34:00","U","2026-04-05 02:40:00","","164543.445950237","453921.664218236","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"75","건설폐기물처리업","09_30_05_P","4940000","494000092202500001","2025-06-02","","03","폐업","2","폐업","2026-01-14","","","","0612724906","","","전라남도 영암군 삼호읍 용당리 1416-1","전라남도 영암군 삼호읍 대불로 275","58449","(유)나라산업개발","2026-04-03 09:40:47","U","2026-04-05 02:40:00","","143885.739998794","139678.446904335","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"76","건설폐기물처리업","09_30_05_P","4940000","494000092202500002","2025-01-31","","01","영업/정상","BBBB","영업","","","","","0612724906","","","전라남도 영암군 삼호읍 용당리 1416-1","전라남도 영암군 삼호읍 대불로 275","58449","(유)나라산업개발","2026-04-03 09:40:47","U","2026-04-05 02:40:00","","143885.739998794","139678.446904335","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"77","건설폐기물처리업","09_30_05_P","4390000","439000092200500001","2025-04-01","","01","영업/정상","BBBB","영업","","","","","0438451143","","380-964","충청북도 충주시 칠금동 287-2","충청북도 충주시 탄금대로 203-1 (칠금동)","27441","(주)산수개발환경","2026-04-03 09:34:35","U","2026-04-05 02:40:00","","280800.922901916","387128.585029955","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"78","건설폐기물처리업","09_30_05_P","4450000","445000092200800003","2024-03-14","","01","영업/정상","BBBB","영업","","","","","0435378314","","","충청북도 진천군 덕산읍 산수리 135-63","충청북도 진천군 덕산읍 덕금로 493","","에스환경개발(주)","2026-04-03 14:53:34","U","2026-04-05 02:40:00","","243460.827262467","376842.63644666","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"79","건설폐기물처리업","09_30_05_P","4450000","445000092200900001","2024-05-14","","01","영업/정상","BBBB","영업","","","","","043-539-3654","","","충청북도 진천군 진천읍 읍내리 463 진천군청","충청북도 진천군 진천읍 상산로 13, 진천군청","27832","진천군청(도로교통과)","2026-04-03 09:43:25","U","2026-04-05 02:40:00","","238773.838374868","372726.77213422","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"80","건설폐기물처리업","09_30_05_P","4450000","445000092200900002","2026-01-19","","01","영업/정상","BBBB","영업","","","","","043-539-3654","","","충청북도 진천군 진천읍 읍내리 463 진천군청","충청북도 진천군 진천읍 상산로 13, 진천군청","27832","진천군청(도로교통과)","2026-04-03 09:43:25","U","2026-04-05 02:40:00","","238773.838374868","372726.77213422","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"81","건설폐기물처리업","09_30_05_P","4430000","443000092201400001","2014-11-14","","01","영업/정상","BBBB","영업","","","","","7318859","","373-871","충청북도 옥천군 청산면 판수리 산 34","충청북도 옥천군 청산면 판수길 210","373-872","(주)하나그린","2026-04-03 16:48:12","U","2026-04-05 02:40:00","","272561.545106075","313420.127348967","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"82","건설폐기물처리업","09_30_05_P","3820000","382000092200600003","2026-04-03","","01","영업/정상","BBBB","영업","","","","","031-878-3556","","480-833","경기도 의정부시 신곡동 522-1 대영프라자빌딩 304호","경기도 의정부시 금신로 323, 대영프라자빌딩 304호 (신곡동)","11741","미래종합중기","2026-04-03 13:20:04","U","2026-04-05 02:40:00","","205342.598361484","471374.828855813","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"83","건설폐기물처리업","09_30_05_P","4060000","406000092199700006","2026-04-02","","01","영업/정상","BBBB","영업","","","","","031-943-6688","","","경기도 파주시 월롱면 영태리 14-7 ,-11, 산38-12 / 조리읍 뇌조리 563-4, -5, 산1-19","경기도 파주시 월롱면 정문로 160","10945","(주)파주비앤알","2026-04-03 11:17:57","U","2026-04-05 02:40:00","","183270.905672331","474847.349461902","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","78350.4","",
"84","건설폐기물처리업","09_30_05_P","4060000","406000092200000026","2000-11-04","","01","영업/정상","BBBB","영업","","","","","031-943-6688","","","경기도 파주시 월롱면 영태리 14-7 ,-11, 산38-12 / 조리읍 뇌조리 563-4, -5, 산1-19","경기도 파주시 월롱면 정문로 160","10945","(주)파주비앤알","2026-04-03 11:06:22","U","2026-04-05 02:40:00","","183270.905672331","474847.349461902","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"85","건설폐기물처리업","09_30_05_P","3130000","313000092200100006","2025-12-09","","01","영업/정상","BBBB","영업","","","","","02-325-9981","","121-850","","서울특별시 마포구 월드컵로 204, 307호 (성산동, 이안상암)","03938","홍진상운","2026-04-03 15:45:43","U","2026-04-05 02:40:00","","191284.3945348","451460.53743524","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"86","건설폐기물처리업","09_30_05_P","4470000","447000092201800001","2023-12-28","","01","영업/정상","BBBB","영업","","","","","","","","충청북도 음성군 대소읍 수태리 608-8","충청북도 음성군 대소읍 한삼로 262","27678","(주)제이디산업개발","2026-04-03 16:38:44","U","2026-04-05 02:40:00","","244539.926850546","381340.389920184","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"87","건설폐기물처리업","09_30_05_P","5680000","568000092202400004","2025-04-22","","02","휴업","1","휴업","","2026-03-09","","","0413560661","","","충청남도 당진시 읍내동 772","충청남도 당진시 무수동6길 7-42, 302호 (읍내동)","31772","주식회사 우원개발","2026-04-03 13:34:52","U","2026-04-05 02:40:00","","167701.599244792","377371.918615526","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"88","건설폐기물처리업","09_30_05_P","4820000","482000092200800006","2023-11-15","","01","영업/정상","BBBB","영업","","","","","061-744-5353","","540-871","전라남도 순천시 별량면 금치리 1303-6","전라남도 순천시 별량면 녹색로 32","540-871","(주)대일환경산업","2026-04-04 08:41:31","U","2026-04-06 02:40:00","","234753.203613359","149550.048493906","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","13263","",
"89","건설폐기물처리업","09_30_05_P","5050000","505000092201300001","2013-07-03","","01","영업/정상","BBBB","영업","","","","","0547454116","","780-944","경상북도 경주시 천북면 신당리 190-4","경상북도 경주시 천북면 신당길 185-1 (성건동)","38041","화랑철거(주)","2026-04-05 19:37:24","U","2026-04-07 02:40:00","","403492.666984905","269386.359620798","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"90","건설폐기물처리업","09_30_05_P","5050000","505000092201200001","2012-03-09","","01","영업/정상","BBBB","영업","","","","","0547486226","","","경상북도 경주시 충효동 2950 경동프라자상가","경상북도 경주시 충효녹지길 102-9, 경동프라자상가 나동 202호 (충효동)","38060","서진환경(주)","2026-04-05 19:35:35","U","2026-04-07 02:40:00","","396890.876864051","262690.717840394","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"91","건설폐기물처리업","09_30_05_P","4530000","453000092200800003","2003-12-09","","01","영업/정상","BBBB","영업","","","","","0416886388","","","충청남도 서산시 해미면 산수리 145-1","충청남도 서산시 해미면 산수로 137-24","31961","우선산업(주)","2026-04-05 15:50:40","U","2026-04-07 02:40:00","","161966.492883762","355456.576993001","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
