번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),환경업무구분명,업종구분명,종별명,주생산품명,배출시설조업시간,배출시설연간가동일수,방지시설조업시간,방지시설연간가동일수,사업자등록번호,Unnamed: 37,record_key
280,대기오염물질배출시설설치사업장,09_30_08_P,5540000,554000021202000044,2020-11-19,,1,영업/정상,11,영업,,,,,,,,경기도 광주시 곤지암읍 건업리 512-20,경기도 광주시 곤지암읍 광여로733번길 7-27,12720,(주)도무스,2026-02-03 13:47:24,U,2026-02-06 02:40:00,기타 목재가구 제조업,235605.182100654,430569.796923782,대기배출업소관리,기타 목재가구 제조업,5종,가구재료,8.0,264.0,8.0,264.0,1268189325.0,,(주)도무스_경기도광주시곤지암읍건업리512-20
786,대기오염물질배출시설설치사업장,09_30_08_P,5710000,572500021202000004,2020-11-09,,1,영업/정상,11,영업,,,,,043-233-8586,,,"충청북도 청주시 서원구 남이면 석판리 141-1 등 3필지(141-2, 142)",충청북도 청주시 서원구 남이면 대림로 279-2,28180,남청주서비스기아오토큐,2026-02-10 10:59:06,U,2026-02-12 02:40:00,자동차 종합 수리업,239395.582297411,343880.45634491,대기배출업소관리,자동차 종합 수리업,5종,,3.0,300.0,3.0,300.0,5611200565.0,,"남청주서비스기아오토큐_충청북도청주시서원구남이면석판리141-1등3필지(141-2,142)"
198,대기오염물질배출시설설치사업장,09_30_08_P,4191000,419100021202000018,2020-11-04,,1,영업/정상,11,영업,,,,,0337329971,,,강원특별자치도 원주시 지정면 보통리 300-7,강원특별자치도 원주시 지정면 작압길 80-65,26356,(주)에스에스에너지,2026-02-03 10:11:01,U,2026-02-06 02:40:00,지정외 폐기물 처리업,276887.694659548,427489.204643281,대기배출업소관리,지정외 폐기물 처리업,4종,,,0.0,14.0,330.0,5198701955.0,,(주)에스에스에너지_강원특별자치도원주시지정면보통리300-7
278,대기오염물질배출시설설치사업장,09_30_08_P,6470000,647000001202000011,2020-10-30,,1,영업/정상,1,영업,,,,,0547507119,,,경상북도 경주시 건천읍 용명리  1075번지 1호,경상북도 경주시 건천읍 용명공단길 183-12,780-903,현대성우쏠라이트(주)경주공장,2026-02-04 15:18:54,U,2026-02-06 02:40:00,,390952.767063563,264789.549135044,대기배출업소관리,축전지 제조업,1종,축전지,0.0,0.0,0.0,0.0,5058516950.0,,현대성우쏠라이트(주)경주공장_경상북도경주시건천읍용명리1075번지1호
785,대기오염물질배출시설설치사업장,09_30_08_P,4510000,451000021202000006,2020-10-30,,1,영업/정상,11,영업,,,,,0415490311,,,충청남도 보령시 주교면 관창리 1224-11,충청남도 보령시 주교면 관창공단길 129,33448,(주)케이디에프,2026-02-10 14:08:21,U,2026-02-12 02:40:00,그외 기타 분류안된 제품 제조업,161706.502289266,319486.838579813,대기배출업소관리,그외 기타 분류안된 제품 제조업,4종,데코타일,24.0,365.0,24.0,365.0,3128612761.0,,(주)케이디에프_충청남도보령시주교면관창리1224-11
494,대기오염물질배출시설설치사업장,09_30_08_P,4201000,420100021202000006,2020-10-22,,1,영업/정상,11,영업,,,,,0336411100,,,강원특별자치도 강릉시 사천면 산대월리 542,강원특별자치도 강릉시 사천면 지재길 20,25441,(주)강릉산업,2026-02-06 16:12:37,U,2026-02-08 02:40:00,폐기물 처리업,,,대기배출업소관리,폐기물 처리업,4종,,,0.0,,300.0,2268130503.0,,(주)강릉산업_강원특별자치도강릉시사천면산대월리542
1453,대기오염물질배출시설설치사업장,09_30_08_P,6530000,642000001202000007,2020-10-16,,1,영업/정상,1,영업,,,,,0337343320,,,강원특별자치도 횡성군 우천면 상하가리 461번지,강원특별자치도 횡성군 우천면 우천산업단지로 84-4,25244,(주)에스피프린팅,2022-06-30 10:36:14,I,2026-02-13 17:57:07,,293569.126828755,443520.08846153,대기배출업소관리,기타 인쇄업,4종,"식품 포장재, 그라비아 잉크",24.0,300.0,24.0,300.0,1208627670.0,,(주)에스피프린팅_강원특별자치도횡성군우천면상하가리461번지
535,대기오염물질배출시설설치사업장,09_30_08_P,4050000,563000021202000004,2020-10-14,,1,영업/정상,11,영업,,,,,15884212,,,"경기도 용인시 기흥구 보정동 547-24 외 4필지(547-5,-17,-18,-23)",,,주식회사 장안,2026-02-06 17:31:05,U,2026-02-08 02:40:00,자동차 종합 수리업,209305.560926624,423996.30137711,대기배출업소관리,자동차 종합 수리업,5종,,5.0,300.0,5.0,300.0,1298151721.0,,"주식회사장안_경기도용인시기흥구보정동547-24외4필지(547-5,-17,-18,-23)"
137,대기오염물질배출시설설치사업장,09_30_08_P,5360000,536000021202000004,2020-10-12,,1,영업/정상,11,영업,,,,,055-351-0527,,,경상남도 밀양시 부북면 춘화리 852,경상남도 밀양시 부북면 춘화농공단지길 40,50402,(주)케이에스이피 춘화공장,2026-01-30 17:20:15,U,2026-02-04 11:04:37,자동차용 동력전달장치 제조업,356462.462457537,226994.173030181,대기배출업소관리,자동차용 동력전달장치 제조업,5종,,16.0,300.0,16.0,300.0,6158180561.0,,(주)케이에스이피춘화공장_경상남도밀양시부북면춘화리852
467,대기오염물질배출시설설치사업장,09_30_08_P,6480000,648000001202000004,2020-10-07,,1,영업/정상,1,영업,,,,,0555849181,,,경상남도 함안군 가야읍 사내리 1256번지,경상남도 함안군 가야읍 함마대로 1256-58,52035,(주)쎄노텍,2026-02-05 09:33:12,U,2026-02-07 02:40:00,,324537.315728301,197355.548437633,대기배출업소관리,비금속광물 분쇄물 생산업,3종,,0.0,0.0,0.0,0.0,6768600117.0,,(주)쎄노텍_경상남도함안군가야읍사내리1256번지
136,대기오염물질배출시설설치사업장,09_30_08_P,5060000,506000021202000016,2020-10-05,,1,영업/정상,11,영업,,,,,0544201100,,,경상북도 김천시 신음동 990-1,경상북도 김천시 시청로 75 (신음동),740-978,(주)이마트김천점,2026-01-30 19:42:39,U,2026-02-04 11:04:37,대형 종합 소매업,300454.619845122,293292.616281666,대기배출업소관리,대형 종합 소매업,5종,,12.0,170.0,12.0,170.0,2068650913.0,,(주)이마트김천점_경상북도김천시신음동990-1
2050,대기오염물질배출시설설치사업장,09_30_08_P,5600000,560000021202000059,2020-09-28,,1,영업/정상,11,영업,,,,,,,,경기도 포천시 화현면 지현리 334-5,,,(주)알엠산업,2026-02-13 09:21:00,U,2026-02-15 02:40:00,표면가공목재 및 특정 목적용 제재목 제조업,222680.605224356,493576.337136994,대기배출업소관리,표면가공목재 및 특정 목적용 제재목 제조업,4종,,,0.0,,0.0,,,(주)알엠산업_경기도포천시화현면지현리334-5
135,대기오염물질배출시설설치사업장,09_30_08_P,5600000,560000021202000058,2020-09-18,,4,취소/말소/만료/정지/중지,4,폐쇄,2026-01-30,,,,,,,경기도 포천시 가산면 마전리 310,경기도 포천시 가산면 마전길 117,11165,영재산업,2026-01-30 17:56:34,U,2026-02-04 11:04:37,기타 섬유제품 제조업,218557.711142424,482961.448331102,대기배출업소관리,기타 섬유제품 제조업,4종,,,0.0,,0.0,,,영재산업_경기도포천시가산면마전리310
275,대기오염물질배출시설설치사업장,09_30_08_P,5310000,531000021202000005,2020-09-17,,1,영업/정상,11,영업,,,,,0557585681,,,경상남도 진주시 사봉면 봉곡리 1112-2,경상남도 진주시 사봉면 사군로303번길 34,52612,아이티알인더스트리즈(주) 3공장,2026-02-04 16:49:22,U,2026-02-06 02:40:00,기어 및 동력전달장치 제조업,316869.001511204,189863.251680777,대기배출업소관리,기어 및 동력전달장치 제조업,4종,중장비부품 외,8.0,200.0,8.0,200.0,6138129011.0,,아이티알인더스트리즈(주)3공장_경상남도진주시사봉면봉곡리1112-2
1127,대기오염물질배출시설설치사업장,09_30_08_P,4930000,493000021202000003,2020-09-14,,1,영업/정상,11,영업,,,,,0615327279,,,전라남도 해남군 황산면 원호리 436-1,전라남도 해남군 황산면 학동마을길 43,59008,(유)현신환경,2026-02-11 09:16:13,U,2026-02-13 02:40:00,폐기물 처리업,152404.589633009,119091.925403357,대기배출업소관리,폐기물 처리업,5종,,4.0,300.0,4.0,300.0,4158113744.0,,(유)현신환경_전라남도해남군황산면원호리436-1
70,대기오염물질배출시설설치사업장,09_30_08_P,6300000,630000001202000010,2020-09-02,,1,영업/정상,1,영업,,,,,0427193080,,,대전광역시 대덕구 문평동 49-7 (주)디엔에프문평지점,"대전광역시 대덕구 문평서로 8-8, (주)디엔에프문평지점 (문평동)",34302,(주)켐이,2026-02-02 19:57:36,U,2026-02-04 02:40:00,,235803.756873976,326894.838899698,대기배출업소관리,그외 기타 분류안된 화학제품 제조업,5종,,24.0,24.0,24.0,24.0,3188107183.0,,(주)켐이_대전광역시대덕구문평동49-7(주)디엔에프문평지점
231,대기오염물질배출시설설치사업장,09_30_08_P,3930000,393000021202000054,2020-09-01,,1,영업/정상,11,영업,,,,,0314944700,,,경기도 안산시 단원구 목내동 447-6 반월테크노시티,"경기도 안산시 단원구 목내로119번길 26, 반월테크노시티 (목내동)",15602,(주)태진테크,2026-02-03 16:08:58,U,2026-02-06 02:40:00,인쇄회로판 제조업,179796.069972876,423266.488032155,대기배출업소관리,인쇄회로판 제조업,5종,,12.0,0.0,,0.0,1348657741.0,,(주)태진테크_경기도안산시단원구목내동447-6반월테크노시티
632,대기오염물질배출시설설치사업장,09_30_08_P,3160000,316000021202000002,2020-08-25,,1,영업/정상,11,영업,,,,,02-6077-0011,,,서울특별시 구로구 구로동 832,"서울특별시 구로구 디지털로26길 38, G-SQUARE (구로동)",08393,지타워관리단,2026-02-09 19:45:08,U,2026-02-11 02:40:00,기타 부동산 개발 및 공급업,190662.780817079,441973.603139541,대기배출업소관리,기타 부동산 개발 및 공급업,2종,,15.0,360.0,15.0,360.0,4158289862.0,,지타워관리단_서울특별시구로구구로동832
46,대기오염물질배출시설설치사업장,09_30_08_P,4050000,562000021202000007,2020-08-18,,4,취소/말소/만료/정지/중지,4,폐쇄,2026-02-02,,,,031-379-9530,,,경기도 용인시 처인구 이동읍 송전리 86-6,"경기도 용인시 처인구 이동읍 남북대로 2544, C동",17137,(주)바텍엠시스,2026-02-02 16:49:30,U,2026-02-04 02:40:00,치과용 기기 제조업,218819.559265115,403730.785786629,대기배출업소관리,치과용 기기 제조업,5종,생체기능세라믹 치과용 의료기기,24.0,365.0,24.0,365.0,1048622858.0,,(주)바텍엠시스_경기도용인시처인구이동읍송전리86-6
756,대기오염물질배출시설설치사업장,09_30_08_P,6430000,643000001202000040,2020-07-30,,1,영업/정상,1,영업,,,,,028860604,,,충청북도 청주시 흥덕구 오송읍 연제리 625-19,충청북도 청주시 흥덕구 오송읍 의료단지길 143,28161,(주)큐라티스,2026-02-10 13:28:33,U,2026-02-12 02:40:00,,228101.624541885,348520.608157704,대기배출업소관리,완제 의약품 제조업,4종,,8.0,365.0,8.0,365.0,4028614683.0,,(주)큐라티스_충청북도청주시흥덕구오송읍연제리625-19
408,대기오염물질배출시설설치사업장,09_30_08_P,3360000,336000021202000006,2020-07-23,,1,영업/정상,11,영업,,,,,,,,부산광역시 강서구 송정동 1737-11,부산광역시 강서구 녹산산단362로 42 (송정동),,(주)찰덕주물,2026-02-05 21:07:04,U,2026-02-07 02:40:00,신발 부분품 제조업,369243.253472456,177807.252081311,대기배출업소관리,신발 부분품 제조업,5종,,8.0,245.0,,0.0,6918803456.0,,(주)찰덕주물_부산광역시강서구송정동1737-11
2018,대기오염물질배출시설설치사업장,09_30_08_P,6510000,651000021202000006,2020-07-20,,1,영업/정상,11,영업,,,,,064-720-3008,,,"제주특별자치도 제주시 구좌읍 한동리 4849 , 4849-9, 4849-10","제주특별자치도 제주시 구좌읍 일주동로 2706-40, 용암해수산업화지원센터",63359,재단법인 제주테크노파크(용암해수센터),2026-02-13 17:16:29,U,2026-02-15 02:40:00,연구개발업,182477.166307097,5115.1980485032,대기배출업소관리,연구개발업,5종,,5.0,180.0,5.0,180.0,6168215584.0,,"재단법인제주테크노파크(용암해수센터)_제주특별자치도제주시구좌읍한동리4849,4849-9,4849-10"
1820,대기오염물질배출시설설치사업장,09_30_08_P,5020000,502000021202000005,2020-07-06,,1,영업/정상,11,영업,,,,,054-289-7800,,,경상북도 포항시 남구 대도동 303-1,"경상북도 포항시 남구 희망대로 850 (대도동, 문화예술회관)",37832,재단법인 포항문화재단,2026-02-12 18:08:46,U,2026-02-14 02:40:00,기타 일반 공공 행정,413220.410759325,281392.112229606,대기배출업소관리,기타 일반 공공 행정,5종,,,0.0,,0.0,7668200106.0,,재단법인포항문화재단_경상북도포항시남구대도동303-1
1088,대기오염물질배출시설설치사업장,09_30_08_P,4070000,407000021202000015,2020-07-05,,1,영업/정상,11,영업,,,,,031-643-1171,,,경기도 이천시 설성면 수산리 173-1,경기도 이천시 설성면 진상미로 802,17412,서울우유협동조합 이천집유장,2026-02-11 11:16:00,U,2026-02-13 02:40:00,액상 시유 및 기타 낙농제품 제조업,244806.028047023,404286.536470962,대기배출업소관리,액상 시유 및 기타 낙농제품 제조업,5종,우유,9.0,365.0,9.0,365.0,1348200745.0,,서울우유협동조합이천집유장_경기도이천시설성면수산리173-1
1451,대기오염물질배출시설설치사업장,09_30_08_P,6530000,642000001202000006,2020-07-02,,1,영업/정상,1,영업,,,,,0339619988,,,강원특별자치도 횡성군 우천면 상하가리 571번지,강원특별자치도 횡성군 우천면 우천산업단지로 59-33,25244,한국방재에너지환경㈜ 횡성공장,2021-04-09 17:30:46,I,2026-02-13 17:57:07,,293892.095723155,443132.039717134,대기배출업소관리,"산업용 오븐, 노 및 노용 버너 제조업",4종,"시험용가열로, 이화학용가열기 등",8.0,240.0,8.0,240.0,8658101521.0,,한국방재에너지환경㈜횡성공장_강원특별자치도횡성군우천면상하가리571번지
1782,대기오염물질배출시설설치사업장,09_30_08_P,4191000,419100021202000009,2020-06-24,,1,영업/정상,11,영업,,,,,02-862-5555,,,강원특별자치도 원주시 문막읍 동화리 1665-3,강원특별자치도 원주시 문막읍 동화공단로 101-3,26365,(주)한국오지케이,2026-02-12 09:59:42,U,2026-02-14 02:40:00,안경 제조업,274369.069341935,425866.269572684,대기배출업소관리,안경 제조업,5종,,,0.0,,300.0,2158189718.0,,(주)한국오지케이_강원특별자치도원주시문막읍동화리1665-3
1450,대기오염물질배출시설설치사업장,09_30_08_P,6530000,642000001202000005,2020-06-24,,1,영업/정상,1,영업,,,,,0333456321,,,강원특별자치도 횡성군 우천면 상하가리 539번지,강원특별자치도 횡성군 우천면 우천산업단지로 59-11,25244,(주)유유헬스케어,2022-10-17 17:46:52,I,2026-02-13 17:57:07,,293826.981,443343.789999999,대기배출업소관리,기타 식료품 제조업,4종,건강기능식품,24.0,288.0,24.0,288.0,2248125509.0,,(주)유유헬스케어_강원특별자치도횡성군우천면상하가리539번지
755,대기오염물질배출시설설치사업장,09_30_08_P,3540000,354000021202000003,2020-06-09,,1,영업/정상,11,영업,,,,,,,,인천광역시 부평구 십정동 120-1,"인천광역시 부평구 백범로578번길 65, 405, 406호 (십정동)",21448,영테크,2026-02-10 13:43:06,U,2026-02-12 02:40:00,도금업,172668.14259584,441714.957852778,대기배출업소관리,도금업,4종,,8.0,300.0,8.0,300.0,1370762312.0,,영테크_인천광역시부평구십정동120-1
744,대기오염물질배출시설설치사업장,09_30_08_P,3130000,313000021202000001,2020-06-05,,1,영업/정상,11,영업,,,,,6005-1769,,,서울특별시 마포구 동교동 160-5 롯데호텔 L7홍대,"서울특별시 마포구 양화로 141, 롯데호텔 L7홍대 (동교동)",03995,(주)호텔롯데 L7홍대,2026-02-10 15:04:04,U,2026-02-12 02:40:00,호텔업,193005.883365365,450387.023230304,대기배출업소관리,호텔업,4종,,10.0,365.0,10.0,365.0,8488500597.0,,(주)호텔롯데L7홍대_서울특별시마포구동교동160-5롯데호텔L7홍대
1809,대기오염물질배출시설설치사업장,09_30_08_P,4070000,407000021202000012,2020-05-26,,1,영업/정상,11,영업,,,,,031-241-8088,,,경기도 이천시 설성면 대죽리 294-6,경기도 이천시 설성면 대죽로 237-31,17412,농업회사법인 주식회사 이천바이오에너지,2026-02-12 10:32:30,U,2026-02-14 02:40:00,지정외 폐기물 처리업,243036.382188644,404282.768315996,대기배출업소관리,지정외 폐기물 처리업,4종,전기,24.0,330.0,24.0,330.0,1448135448.0,,농업회사법인주식회사이천바이오에너지_경기도이천시설성면대죽리294-6
2009,대기오염물질배출시설설치사업장,09_30_08_P,6430000,643000001202000027,2020-05-20,,1,영업/정상,1,영업,,,,,0435433873,,,충청북도 보은군 삼승면 우진리 566번지 (주)바이오플랜,"충청북도 보은군 삼승면 남부로 3808, (주)바이오플랜",28923,(주)바이오플랜,2026-02-13 13:15:27,U,2026-02-15 02:40:00,,265704.909968421,325351.656618729,대기배출업소관리,복합비료 제조업,5종,,8.0,240.0,8.0,240.0,3018625572.0,,(주)바이오플랜_충청북도보은군삼승면우진리566번지(주)바이오플랜
1212,대기오염물질배출시설설치사업장,09_30_08_P,6530000,642000001202000004,2020-05-15,,1,영업/정상,1,영업,,,,,0337328155,,,강원특별자치도 원주시 문막읍 반계리 5-22,강원특별자치도 원주시 문막읍 문막공단길 80,26362,(주)일신캐스팅,2022-07-27 17:08:16,I,2026-02-13 17:57:07,,271108.582304373,421916.373079033,대기배출업소관리,자동차 부품 제조업,1종,자동차 부품,24.0,360.0,24.0,360.0,6588801669.0,,(주)일신캐스팅_강원특별자치도원주시문막읍반계리5-22
1497,대기오염물질배출시설설치사업장,09_30_08_P,6530000,642000001202000003,2020-05-13,,1,영업/정상,1,영업,,,,,0337320088,,,강원특별자치도 횡성군 우천면 상하가리 444번지 (주)지원플러스,"강원특별자치도 횡성군 우천면 우천산업단지로 38-45, (주)지원플러스",25244,(주)디피코,2022-06-30 10:55:46,I,2026-02-13 17:57:07,,293683.547731543,443953.476649216,대기배출업소관리,승용차 및 기타 여객용 자동차 제조업,3종,자동차 부품,8.0,260.0,8.0,260.0,1348140167.0,,(주)디피코_강원특별자치도횡성군우천면상하가리444번지(주)지원플러스
1810,대기오염물질배출시설설치사업장,09_30_08_P,4070000,407000021202000010,2020-05-07,,1,영업/정상,11,영업,,,,,,,,경기도 이천시 마장면 장암리 545,경기도 이천시 마장면 이장로157번길 280,17383,(주)엘에스우드,2026-02-12 14:40:25,U,2026-02-14 02:40:00,일반 제재업,234308.196850683,419551.826263114,대기배출업소관리,일반 제재업,5종,각재,8.0,275.0,8.0,275.0,5668700802.0,,(주)엘에스우드_경기도이천시마장면장암리545
1077,대기오염물질배출시설설치사업장,09_30_08_P,5100000,510000021202000004,2020-05-01,,1,영업/정상,11,영업,,,,,,,,경상북도 영천시 도남동 254,경상북도 영천시 도남공단3길 28-47 (도남동),38898,(주)엘에스이피에스,2026-02-11 09:16:42,U,2026-02-13 02:40:00,플라스틱 발포 성형제품 제조업,374929.36162679,271105.986990345,대기배출업소관리,플라스틱 발포 성형제품 제조업,4종,,8.0,300.0,8.0,300.0,8588101507.0,,(주)엘에스이피에스_경상북도영천시도남동254
1181,대기오염물질배출시설설치사업장,09_30_08_P,6290000,629000001201600007,2020-04-29,,1,영업/정상,1,영업,,,,,,,,,광주광역시 북구 하서로 222 (양산동),61056,해태제과식품(주)광주공장,2026-02-11 16:21:29,U,2026-02-13 02:40:00,,188896.885113537,188469.134820695,대기배출업소관리,제과용 혼합분말 및 반죽 제조업,4종,,0.0,0.0,0.0,0.0,1068514847.0,,해태제과식품(주)광주공장_
356,대기오염물질배출시설설치사업장,09_30_08_P,6470000,647000001202000013,2020-04-23,,1,영업/정상,1,영업,,,,,,,,경상북도 경산시 하양읍 대학리 1222번지,경상북도 경산시 하양읍 지식산업4로 84,38408,(주)창원정공,2026-02-05 14:12:59,I,2026-02-07 00:20:02,,364098.553148794,271488.234317142,대기배출업소관리,금속압형제품 제조업,4종,,0.0,0.0,0.0,0.0,,,(주)창원정공_경상북도경산시하양읍대학리1222번지
621,대기오염물질배출시설설치사업장,09_30_08_P,5250000,525000021202000002,2020-04-21,,1,영업/정상,11,영업,,,,,054-789-6102,,,경상북도 울진군 울진읍 신림리 187,경상북도 울진군 울진읍 대흥신림로 1046-280,36329,울진 군립추모원,2026-02-09 19:47:18,U,2026-02-11 02:40:00,"화장, 묘지분양 및 관리업",409214.810710443,390749.305524026,대기배출업소관리,"화장, 묘지분양 및 관리업",4종,,4.0,365.0,4.0,365.0,5078302079.0,,울진군립추모원_경상북도울진군울진읍신림리187
622,대기오염물질배출시설설치사업장,09_30_08_P,4080000,408000021202000017,2020-04-20,,1,영업/정상,11,영업,,,,,0316717013,,,경기도 안성시 죽산면 칠장리 315,경기도 안성시 죽산면 칠장로 84-16,17524,(주)화인메탈,2026-02-09 14:39:49,U,2026-02-11 02:40:00,폐기물 처리업,237269.38685742,392416.825989361,대기배출업소관리,폐기물 처리업,5종,합성수지분쇄품,8.0,300.0,8.0,300.0,1378627872.0,,(주)화인메탈_경기도안성시죽산면칠장리315
142,대기오염물질배출시설설치사업장,09_30_08_P,6540000,654000001202000016,2020-04-13,,1,영업/정상,1,영업,,,,,,,,전북특별자치도 익산시 함열읍 다송리 881번지,전북특별자치도 익산시 함열읍 익산대로78길 137,54526,(주)하림산업 함열식품공장(2공장),2026-01-30 16:47:06,U,2026-02-04 11:04:37,,196248.778832126,281387.205842484,대기배출업소관리,기타 과실·채소 가공 및 저장처리업,4종,,0.0,0.0,0.0,0.0,1848501207.0,,(주)하림산업함열식품공장(2공장)_전북특별자치도익산시함열읍다송리881번지
1449,대기오염물질배출시설설치사업장,09_30_08_P,6530000,642000001202000002,2020-04-09,,1,영업/정상,1,영업,,,,,0337371711,,,강원특별자치도 횡성군 우천면 상하가리 575번지 유성씨앤에프(주),"강원특별자치도 횡성군 우천면 우천산업단지로 59-71, 유성씨앤에프(주)",25244,유성씨앤에프㈜ 횡성공장,2021-08-12 18:16:48,I,2026-02-13 17:57:07,,293747.105339953,442820.134247394,대기배출업소관리,벽 및 바닥 피복용 플라스틱제품 제조업,3종,염화비닐타일,24.0,240.0,24.0,240.0,1068544865.0,,유성씨앤에프㈜횡성공장_강원특별자치도횡성군우천면상하가리575번지유성씨앤에프(주)
1537,대기오염물질배출시설설치사업장,09_30_08_P,5700000,570000021202000003,2020-04-02,,1,영업/정상,11,영업,,,,,031-768-5735,,,경기도 여주시 가남읍 신해리 657-12번지,경기도 여주시 가남읍 경충대로 1473-39,12655,(주)동명,2020-04-02 21:44:54,I,2026-02-13 17:57:07,금속주조 및 기타 야금용 기계 제조업,247493.726381904,412344.221528722,,,,,,,,,,,(주)동명_경기도여주시가남읍신해리657-12번지
2008,대기오염물질배출시설설치사업장,09_30_08_P,4140000,414000021202000003,2020-04-01,,1,영업/정상,11,영업,,,,,,,,경기도 연천군 전곡읍 늘목리 32-4,경기도 연천군 전곡읍 양연로 575-2,,신일PP,2026-02-13 15:05:16,U,2026-02-15 02:40:00,플라스틱제품 제조업,200495.681703405,494962.522229477,대기배출업소관리,플라스틱제품 제조업,5종,플라스틱 원료,8.0,300.0,8.0,300.0,1014038877.0,,신일PP_경기도연천군전곡읍늘목리32-4
1073,대기오염물질배출시설설치사업장,09_30_08_P,4060000,406000021202000006,2020-03-20,,1,영업/정상,11,영업,,,,,0319449044,,,경기도 파주시 광탄면 마장리 306-11,경기도 파주시 광탄면 소라울1길 153-12 (마장리 306-11),10952,(주)새솔알씨,2026-02-11 10:52:59,U,2026-02-13 02:40:00,가공 및 재생 플라스틱원료 생산업,188288.625897731,475811.907963676,대기배출업소관리,가공 및 재생 플라스틱원료 생산업,4종,폐플라스틱재생연료,20.0,300.0,20.0,300.0,7288104156.0,,(주)새솔알씨_경기도파주시광탄면마장리306-11
1800,대기오염물질배출시설설치사업장,09_30_08_P,4070000,407000021202000007,2020-03-12,,1,영업/정상,11,영업,,,,,031-632-8204,,,경기도 이천시 부발읍 무촌리 369-8,경기도 이천시 부발읍 황무로 1265-12,17323,이천현대정비,2026-02-12 14:41:50,U,2026-02-14 02:40:00,자동차 수리업,242597.561253685,420872.965084067,대기배출업소관리,자동차 수리업,5종,,6.0,300.0,6.0,300.0,4200603218.0,,이천현대정비_경기도이천시부발읍무촌리369-8
2001,대기오염물질배출시설설치사업장,09_30_08_P,3560000,356000021202000015,2020-03-10,,1,영업/정상,11,영업,,,,,0322477700,,,인천광역시 서구 원창동 394-56,인천광역시 서구 북항로245번길 24 (원창동),22856,(주)참하이테크,2026-02-13 13:53:11,U,2026-02-15 02:40:00,포장용 플라스틱 성형용기 제조업,166351.159613757,444652.809496256,대기배출업소관리,포장용 플라스틱 성형용기 제조업,5종,,8.0,300.0,8.0,300.0,1408184044.0,,(주)참하이테크_인천광역시서구원창동394-56
1444,대기오염물질배출시설설치사업장,09_30_08_P,6530000,642000001202000001,2020-03-04,,1,영업/정상,1,영업,,,,,0336446886,,,강원특별자치도 강릉시 사천면 방동리 801-6,강원특별자치도 강릉시 사천면 과학단지로 202-14,25440,아이에스테크놀러지(주),2020-10-31 09:28:58,I,2026-02-13 17:57:07,,363315.244334005,480194.742941478,대기배출업소관리,산업용 도자기 제조업,5종,세라믹 도자기,8.0,240.0,8.0,240.0,1238131687.0,,아이에스테크놀러지(주)_강원특별자치도강릉시사천면방동리801-6
1802,대기오염물질배출시설설치사업장,09_30_08_P,4070000,407000021202000006,2020-02-27,,1,영업/정상,11,영업,,,,,031-798-3883,,,경기도 이천시 백사면 백우리 339-16,경기도 이천시 백사면 청백리로697번길 65-113,17313,삼승우드(주),2026-02-12 10:48:10,U,2026-02-14 02:40:00,기타 목재가구 제조업,245068.963303503,425153.330475549,대기배출업소관리,기타 목재가구 제조업,5종,MDF 임가곧,8.0,300.0,8.0,300.0,1268620471.0,,삼승우드(주)_경기도이천시백사면백우리339-16
614,대기오염물질배출시설설치사업장,09_30_08_P,5250000,525000021202000001,2020-02-26,,1,영업/정상,11,영업,,,,,054-782-4157,,,경상북도 울진군 근남면 수곡리 524-5 남일통상㈜울진광업소,"경상북도 울진군 근남면 말앞길 14-8, 남일통상㈜울진광업소",36335,남일통상(주)울진광업소,2026-02-09 19:57:15,U,2026-02-11 02:40:00,화학용 및 비료 원료용 광물 광업,409574.652778677,385408.311098796,대기배출업소관리,화학용 및 비료 원료용 광물 광업,4종,입상석회고토비료,8.0,175.0,8.0,175.0,2058132090.0,,남일통상(주)울진광업소_경상북도울진군근남면수곡리524-5남일통상㈜울진광업소
1801,대기오염물질배출시설설치사업장,09_30_08_P,4070000,407000021202000005,2020-02-17,,1,영업/정상,11,영업,,,,,,,,경기도 이천시 백사면 백우리 339-14,경기도 이천시 백사면 청백리로697번길 65-106,17313,가온인테리어,2026-02-12 09:42:48,U,2026-02-14 02:40:00,기타 목재가구 제조업,245057.751161124,425205.835525297,대기배출업소관리,기타 목재가구 제조업,4종,인테리어가구,8.0,300.0,8.0,300.0,2330106862.0,,가온인테리어_경기도이천시백사면백우리339-14
2002,대기오염물질배출시설설치사업장,09_30_08_P,4840000,484000021202000001,2020-02-17,,1,영업/정상,11,영업,,,,,,,,전라남도 광양시 태인동 1657-4 동부메탈,전라남도 광양시 태인3길 6 (태인동),57816,(주)우창,2026-02-13 16:43:55,U,2026-02-15 02:40:00,폐기물 처리업,268812.655548785,160289.833799567,대기배출업소관리,폐기물 처리업,4종,비금속광물제품,8.0,300.0,8.0,300.0,3458700656.0,,(주)우창_전라남도광양시태인동1657-4동부메탈
