번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),문화체육업종명,공사립구분명,보험가입여부코드,지도자수,건축물동수,건축물연면적,휴게실면적,사무실면적,탈의실면적,회원모집총인원,세부업종명,법인명,Unnamed: 40,record_key
754,체력단련장업,10_42_01_P,3780000,CDFH3301062025000007,2025-02-05,,1,영업/정상,13,영업중,,,,,,100.0,,경기도 성남시 분당구 서현동 306-3 건일빌딩,"경기도 성남시 분당구 불정로376번길 7, 건일빌딩 3층 304호 (서현동)",13587.0,에버그린PT,2026-02-23 16:46:59,U,2026-02-25 02:40:00,,212066.624401642,430192.451241489,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,에버그린PT_경기도성남시분당구서현동306-3건일빌딩
539,체력단련장업,10_42_01_P,3830000,CDFH3301062025000005,2025-01-31,,1,영업/정상,13,영업중,,,,,,462.0,,경기도 안양시 동안구 관양동 1450-1 코오롱동산타워,"경기도 안양시 동안구 관악대로 346, 2층 (관양동, 코오롱동산타워)",13946.0,인싸짐 관양점,2026-02-13 12:51:04,U,2026-02-15 02:40:00,,196515.802391239,433487.028950376,체력단련장업,사립,,2,0,0.0,0,0.0,0.0,0,,,,인싸짐관양점_경기도안양시동안구관양동1450-1코오롱동산타워
292,체력단련장업,10_42_01_P,3210000,CDFH3301062025000003,2025-01-27,,1,영업/정상,13,영업중,,,,,,303.38,,서울특별시 서초구 반포동 722-20 브랜드칸 타워,"서울특별시 서초구 강남대로 527, 브랜드칸 타워 지하2층 (반포동)",6536.0,위 크로스핏 강남,2026-02-10 10:57:37,U,2026-02-12 02:40:00,,201866.537676808,445201.915189831,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,위크로스핏강남_서울특별시서초구반포동722-20브랜드칸타워
291,체력단련장업,10_42_01_P,3830000,CDFH3301062025000004,2025-01-24,,1,영업/정상,13,영업중,,,,,,547.25,,경기도 안양시 동안구 관양동 1121-4 동안새마을금고,"경기도 안양시 동안구 부림로 178, 동안새마을금고 5층 (관양동)",14055.0,바오짐 평촌점,2026-02-10 10:46:50,U,2026-02-12 02:40:00,,196575.596032885,432990.907327257,체력단련장업,사립,Y,2,0,0.0,0,0.0,0.0,0,,,,바오짐평촌점_경기도안양시동안구관양동1121-4동안새마을금고
610,체력단련장업,10_42_01_P,3860000,CDFH3301062025000002,2025-01-24,,3,폐업,3,폐업,2026-02-05,,,,,214.37,,경기도 부천시 소사구 옥길동 745-5 문영 퀸즈파크 C,"경기도 부천시 소사구 옥길로 124, 문영 퀸즈파크 C C동 801~803호 (옥길동)",14786.0,다온짐,2026-02-19 16:31:43,U,2026-02-21 02:40:00,,184290.240810416,440618.653273516,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,다온짐_경기도부천시소사구옥길동745-5문영퀸즈파크C
611,체력단련장업,10_42_01_P,3740000,CDFH3301062025000004,2025-01-23,,3,폐업,3,폐업,2026-02-19,,,,,191.53,,경기도 수원시 영통구 이의동 1275-7,"경기도 수원시 영통구 대학로 18, 5층 (이의동)",16226.0,짐브로,2026-02-19 15:49:28,U,2026-02-21 02:40:00,,203707.245605666,421794.32163587,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,짐브로_경기도수원시영통구이의동1275-7
290,체력단련장업,10_42_01_P,3740000,CDFH3301062025000005,2025-01-23,,1,영업/정상,13,영업중,,,,,,223.31,,경기도 수원시 팔달구 매교동 138-4,"경기도 수원시 팔달구 정조로 697, 501~504호 (매교동)",16467.0,블랙바벨 헬스 PT 수원매교점,2026-02-10 16:04:02,U,2026-02-12 02:40:00,,201480.553172818,418758.146763778,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,블랙바벨헬스PT수원매교점_경기도수원시팔달구매교동138-4
445,체력단련장업,10_42_01_P,3220000,CDFH3301062025000005,2025-01-22,,1,영업/정상,13,영업중,,,,,,193.44,,서울특별시 강남구 도곡동 411-17,"서울특별시 강남구 남부순환로 2732, 2층 (도곡동)",6296.0,하이볼짐 헬스&PT,2026-02-11 12:27:06,U,2026-02-13 02:40:00,,203899.748134841,442621.420007439,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,하이볼짐헬스&PT_서울특별시강남구도곡동411-17
794,체력단련장업,10_42_01_P,4490000,CDFH3301062025000003,2025-01-22,,1,영업/정상,13,영업중,,,,,,328.85,,충청남도 천안시 서북구 두정동 1855 금강센템빌딩,"충청남도 천안시 서북구 두정고2길 66, 금강센템빌딩 3층, 201호 (두정동)",31089.0,슈트 피트니스(SUIT FITNESS),2026-02-24 09:49:05,U,2026-02-26 02:40:00,,211780.736824703,370809.663203594,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,슈트피트니스(SUITFITNESS)_충청남도천안시서북구두정동1855금강센템빌딩
612,체력단련장업,10_42_01_P,4050000,CDFH3301062025000001,2025-01-15,,1,영업/정상,13,영업중,,,,,,230.45,,경기도 용인시 수지구 동천동 325-35,"경기도 용인시 수지구 수지로 499, 2층 (동천동)",16826.0,2LFIT 헬스&PT 수지동천점,2026-02-19 15:30:26,U,2026-02-21 02:40:00,,208836.861648661,426368.067393558,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,2LFIT헬스&PT수지동천점_경기도용인시수지구동천동325-35
755,체력단련장업,10_42_01_P,3780000,CDFH3301062025000004,2025-01-15,,1,영업/정상,13,영업중,,,,,,80.0,,경기도 성남시 분당구 야탑동 532-6 정우스토아,"경기도 성남시 분당구 판교로 477, 정우스토아 201호 (야탑동)",13521.0,리온핏,2026-02-23 16:44:56,U,2026-02-25 02:40:00,,211167.348345673,433744.625738872,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,리온핏_경기도성남시분당구야탑동532-6정우스토아
293,체력단련장업,10_42_01_P,3240000,CDFH3301062025000001,2025-01-15,,1,영업/정상,13,영업중,,,,,,275.09,,서울특별시 강동구 길동 247 광남캐스빌아파트201 지하2층 B204호,"서울특별시 강동구 진황도로 123, 지하2층 B204호 (길동, 광남캐스빌아파트201)",5356.0,바비짐,2026-02-10 15:54:54,U,2026-02-12 02:40:00,,212304.15119644,448071.635820771,체력단련장업,사립,,1,0,13088.35,0,0.0,0.0,0,,,,바비짐_서울특별시강동구길동247광남캐스빌아파트201지하2층B204호
751,체력단련장업,10_42_01_P,3780000,CDFH3301062025000003,2025-01-13,,1,영업/정상,13,영업중,,,,,,94.33,,경기도 성남시 분당구 판교동 495 훼미리프라자,"경기도 성남시 분당구 서판교로 164, 훼미리프라자 402호 (판교동)",13473.0,원프로짐PT서판교점,2026-02-23 16:39:37,U,2026-02-25 02:40:00,,208300.162293634,433170.786264415,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,원프로짐PT서판교점_경기도성남시분당구판교동495훼미리프라자
607,체력단련장업,10_42_01_P,3090000,CDFH3301062025000002,2025-01-08,,1,영업/정상,13,영업중,,,,,,379.6,,서울특별시 도봉구 창동 659-29 삼성쉐르빌퍼스티,"서울특별시 도봉구 도봉로 476, 삼성쉐르빌퍼스티 지하1층 (창동)",1454.0,글램피트니스,2026-02-19 09:37:44,U,2026-02-21 02:40:00,,202999.2675169,460616.701327584,체력단련장업,사립,,2,0,0.0,0,0.0,0.0,0,,,,글램피트니스_서울특별시도봉구창동659-29삼성쉐르빌퍼스티
288,체력단련장업,10_42_01_P,3740000,CDFH3301062025000001,2025-01-07,,1,영업/정상,13,영업중,,,,,,120.0,,경기도 수원시 팔달구 인계동 1015,"경기도 수원시 팔달구 경수대로 426, 4층 (인계동)",16490.0,에이와이짐 PT 헬스 수원인계점,2026-02-10 16:03:07,U,2026-02-12 02:40:00,,202238.558048298,418024.982905291,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,에이와이짐PT헬스수원인계점_경기도수원시팔달구인계동1015
289,체력단련장업,10_42_01_P,3740000,CDFH3301062025000002,2025-01-07,,1,영업/정상,13,영업중,,,,,,269.97,,경기도 수원시 팔달구 인계동 1020-3,"경기도 수원시 팔달구 경수대로466번길 16, 지하층 (인계동)",16489.0,더 바벨 역도 체육관,2026-02-10 16:03:45,U,2026-02-12 02:40:00,,202408.364139181,418371.016407863,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,더바벨역도체육관_경기도수원시팔달구인계동1020-3
752,체력단련장업,10_42_01_P,3780000,CDFH3301062025000001,2025-01-02,,1,영업/정상,13,영업중,,,,,,306.3,,경기도 성남시 분당구 백현동 531 알파리움1단지,"경기도 성남시 분당구 대왕판교로606번길 10, 1동 3층 (백현동, 알파리움1단지)",13530.0,SDS 판교 피트니스 센터,2026-02-23 16:34:18,U,2026-02-25 02:40:00,,209511.303885931,432604.40297927,체력단련장업,사립,,3,0,0.0,0,0.0,0.0,0,,,,SDS판교피트니스센터_경기도성남시분당구백현동531알파리움1단지
650,체력단련장업,10_42_01_P,4181000,CDFH3301062025000001,2025-01-02,,1,영업/정상,13,영업중,,,,,,469.86,,강원특별자치도 춘천시 후평동 864 한신아파트,"강원특별자치도 춘천시 부평길 7, 지하1층, 2층 (후평동, 한신아파트)",24284.0,애니핏춘천본점,2026-02-20 15:41:43,U,2026-02-22 02:40:00,,266022.138692276,485853.561417576,체력단련장업,사립,,2,0,997.71,0,0.0,0.0,0,,,,애니핏춘천본점_강원특별자치도춘천시후평동864한신아파트
749,체력단련장업,10_42_01_P,3780000,CDFH3301062024000042,2024-12-30,,1,영업/정상,13,영업중,,,,,,35.8,,경기도 성남시 분당구 구미동 156 분당포스빌오피스텔,"경기도 성남시 분당구 성남대로 51, 분당포스빌오피스텔 지하1층 108호 (구미동)",13636.0,연세 재활 PT,2026-02-23 16:25:44,U,2026-02-25 02:40:00,,209507.949102502,426499.956841716,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,연세재활PT_경기도성남시분당구구미동156분당포스빌오피스텔
444,체력단련장업,10_42_01_P,3220000,CDFH3301062024000061,2024-12-27,,1,영업/정상,13,영업중,,,,,,112.87,,서울특별시 강남구 도곡동 544 신호빌딩,"서울특별시 강남구 도곡로 184, 신호빌딩 B104,B105호 (도곡동)",6261.0,슬릭부스트 도곡,2026-02-11 12:24:38,U,2026-02-13 02:40:00,,203448.306446436,443277.117782268,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,슬릭부스트도곡_서울특별시강남구도곡동544신호빌딩
750,체력단련장업,10_42_01_P,3780000,CDFH3301062024000040,2024-12-12,,1,영업/정상,13,영업중,,,,,,54.06,,경기도 성남시 분당구 삼평동 659 판교 효성 해링턴 타워,"경기도 성남시 분당구 판교역로192번길 22, 판교 효성 해링턴 타워 305호 (삼평동)",13524.0,맑음체육관 PT 판교역점,2026-02-23 16:22:00,U,2026-02-25 02:40:00,,209848.878677016,432886.884222801,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,맑음체육관PT판교역점_경기도성남시분당구삼평동659판교효성해링턴타워
609,체력단련장업,10_42_01_P,3700000,CDFH3301062024000017,2024-12-10,,1,영업/정상,13,영업중,,,,,052-256-1469,183.39,,울산광역시 남구 삼산동 1568-2 루체테,"울산광역시 남구 화합로 188, 루체테 3층 (삼산동)",44713.0,플레이돔 헬스피티&다이어트 울산점,2026-02-19 11:51:58,U,2026-02-21 02:40:00,,412118.488737208,229384.695382281,체력단련장업,사립,,1,0,692.95,0,0.0,0.0,0,,,,플레이돔헬스피티&다이어트울산점_울산광역시남구삼산동1568-2루체테
753,체력단련장업,10_42_01_P,4600000,CDFH3301062024000001,2024-12-09,,1,영업/정상,13,영업중,,,,,,307.12,,충청남도 홍성군 홍북읍 신경리 1200 로얄프라자 301호,"충청남도 홍성군 홍북읍 청사로48번길 12-1, 로얄프라자 301호",32265.0,바이탈 짐 2호점,2026-02-23 18:17:48,U,2026-02-25 02:40:00,,170939.395197547,349681.553391968,체력단련장업,사립,,2,1,2996.58,0,0.0,0.0,0,,,,바이탈짐2호점_충청남도홍성군홍북읍신경리1200로얄프라자301호
287,체력단련장업,10_42_01_P,3210000,CDFH3301062024000031,2024-12-05,,1,영업/정상,13,영업중,,,,,,280.85,,서울특별시 서초구 반포동 75-1,"서울특별시 서초구 사평대로26길 55, 지하1층 (반포동)",6577.0,베이스 피트니스,2026-02-10 10:56:37,U,2026-02-12 02:40:00,,199856.266463749,443936.274895162,체력단련장업,사립,,1,0,930.31,0,0.0,0.0,0,,,,베이스피트니스_서울특별시서초구반포동75-1
680,체력단련장업,10_42_01_P,3830000,CDFH3301062024000011,2024-12-04,,1,영업/정상,13,영업중,,,,,,245.0,,경기도 안양시 동안구 평촌동 900-1 평촌트윈마트 지하1층,"경기도 안양시 동안구 평촌대로 142, 평촌트윈마트 지하1층 (평촌동)",14103.0,김관장의 착한PT,2026-02-21 13:48:42,U,2026-02-23 02:40:00,,196377.88153844,431435.688645893,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,김관장의착한PT_경기도안양시동안구평촌동900-1평촌트윈마트지하1층
608,체력단련장업,10_42_01_P,3090000,CDFH3301062024000006,2024-11-28,,1,영업/정상,13,영업중,,,,,02-6229-9666,274.63,,서울특별시 도봉구 도봉동 62-1,"서울특별시 도봉구 도봉로180길 38, 지하1층 (도봉동)",1320.0,A1 GYM,2026-02-19 09:36:17,U,2026-02-21 02:40:00,,204166.098619898,464463.403607965,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,A1GYM_서울특별시도봉구도봉동62-1
679,체력단련장업,10_42_01_P,3830000,CDFH3301062024000010,2024-11-27,,1,영업/정상,13,영업중,,,,,,64.8,,경기도 안양시 동안구 관양동 1608-4 동아프라자아케이드 210호,"경기도 안양시 동안구 부림로 121, 동아프라자아케이드 210호 (관양동)",14066.0,마음심 PT STUDIO,2026-02-21 10:54:52,U,2026-02-23 02:40:00,,196784.059244886,432448.726631302,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,마음심PTSTUDIO_경기도안양시동안구관양동1608-4동아프라자아케이드210호
681,체력단련장업,10_42_01_P,3830000,CDFH3301062024000009,2024-11-25,,1,영업/정상,13,영업중,,,,,,107.1,,"경기도 안양시 동안구 호계동 927-9 융창빌딩 406,7호","경기도 안양시 동안구 귀인로 108, 융창빌딩 406, 7호 (호계동)",14081.0,이루다핏,2026-02-21 11:01:21,U,2026-02-23 02:40:00,,195663.107349691,431109.676362076,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,"이루다핏_경기도안양시동안구호계동927-9융창빌딩406,7호"
446,체력단련장업,10_42_01_P,3200000,CDFH3301062024000020,2024-11-25,,1,영업/정상,13,영업중,,,,,,93.03,,서울특별시 관악구 봉천동 905-2,"서울특별시 관악구 봉천로29길 52, 지하1층 (봉천동)",8750.0,프리원핏 봉천점,2026-02-11 17:30:34,U,2026-02-13 02:40:00,,194820.541079255,442587.126003845,체력단련장업,사립,,0,0,423.64,0,0.0,0.0,0,,,,프리원핏봉천점_서울특별시관악구봉천동905-2
803,체력단련장업,10_42_01_P,3970000,CDFH3301062024000005,2024-11-07,,1,영업/정상,13,영업중,,,,,,,,경기도 과천시 중앙동 79,경기도 과천시 중앙로 277 (중앙동),13801.0,그룹트,2026-02-25 14:26:37,U,2026-02-27 02:40:00,,199382.57567455,437463.483435352,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,그룹트_경기도과천시중앙동79
657,체력단련장업,10_42_01_P,3830000,CDFH3301062024000008,2024-11-04,,1,영업/정상,13,영업중,,,,,,160.0,,경기도 안양시 동안구 비산동 1026-14 지하1층 01호,"경기도 안양시 동안구 평촌대로 371, 지하1층 01호 (비산동)",13919.0,거북이GYM 2호점,2026-02-21 11:06:45,U,2026-02-23 02:40:00,,195415.901957117,433524.965016234,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,거북이GYM2호점_경기도안양시동안구비산동1026-14지하1층01호
694,체력단련장업,10_42_01_P,3780000,CDFH3301062024000038,2024-11-01,,1,영업/정상,13,영업중,,,,,03151790227,1699.5,,경기도 성남시 분당구 정자동 161 분당두산타워,"경기도 성남시 분당구 정자일로 155, 분당두산타워 S동 5,6층 (정자동)",13557.0,두산 분당 피트니스,2026-02-23 16:12:00,U,2026-02-25 02:40:00,,209264.509735622,429119.063664711,체력단련장업,사립,,2,0,0.0,0,0.0,0.0,0,,,,두산분당피트니스_경기도성남시분당구정자동161분당두산타워
697,체력단련장업,10_42_01_P,3780000,CDFH3301062024000036,2024-10-28,,1,영업/정상,13,영업중,,,,,03180161103,263.93,,경기도 성남시 분당구 정자동 158-7 봉우빌딩,"경기도 성남시 분당구 성남대로331번길 11-15, 봉우빌딩 301호 (정자동)",13558.0,레조나 헬스랩,2026-02-23 15:54:02,U,2026-02-25 02:40:00,,209386.973269562,429144.321381502,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,레조나헬스랩_경기도성남시분당구정자동158-7봉우빌딩
459,체력단련장업,10_42_01_P,3140000,CDFH3301062024000021,2024-10-24,,1,영업/정상,13,영업중,,,,,,823.94,,서울특별시 양천구 신정동 900-10,"서울특별시 양천구 목동로 203, 3층 (신정동)",7938.0,하이랙스 목동역점,2026-02-12 13:39:50,U,2026-02-14 02:40:00,,187891.378890719,447174.379218185,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,하이랙스목동역점_서울특별시양천구신정동900-10
696,체력단련장업,10_42_01_P,3780000,CDFH3301062024000035,2024-10-22,,1,영업/정상,13,영업중,,,,,,264.0,,경기도 성남시 분당구 정자동 19-4 미주프라자,"경기도 성남시 분당구 성남대로343번길 12-8, 미주프라자 (정자동)",13558.0,피트니스 웰시 분당정자점,2026-02-23 16:02:45,U,2026-02-25 02:40:00,,209385.58159614,429463.92826693,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,피트니스웰시분당정자점_경기도성남시분당구정자동19-4미주프라자
332,체력단련장업,10_42_01_P,4231000,CDFH3301062024000002,2024-10-22,,1,영업/정상,13,영업중,,,,,,,,강원특별자치도 속초시 대포동 937 카시아 속초 502호,"강원특별자치도 속초시 대포항희망길 120, 카시아 속초 5층 502호 (대포동)",24901.0,Activa,2026-02-11 12:20:28,U,2026-02-13 02:40:00,,341006.503840998,520449.969876936,체력단련장업,사립,Y,1,0,4208.6,0,0.0,0.0,0,,,,Activa_강원특별자치도속초시대포동937카시아속초502호
216,체력단련장업,10_42_01_P,3060000,CDFH3301062024000009,2024-10-07,,1,영업/정상,13,영업중,,,,,02-433-2999,378.61,,서울특별시 중랑구 면목동 103-6 봄작시티 201,"서울특별시 중랑구 겸재로 201, 2층 (면목동, 봄작시티 201)",2161.0,센츄럴 바디 휘트니스,2026-02-10 18:20:16,U,2026-02-12 02:40:00,,207873.646206267,454097.631862817,체력단련장업,사립,,0,0,9800.26,0,0.0,0.0,0,,,,센츄럴바디휘트니스_서울특별시중랑구면목동103-6봄작시티201
695,체력단련장업,10_42_01_P,3780000,CDFH3301062024000034,2024-09-25,,1,영업/정상,13,영업중,,,,,,46.28,,경기도 성남시 분당구 삼평동 653 판교역 푸르지오시티,"경기도 성남시 분당구 대왕판교로606번길 45, 판교역 푸르지오시티 3층 303호 (삼평동)",13524.0,피티스튜디오 이룸 EROOM,2026-02-23 15:36:21,U,2026-02-25 02:40:00,,209840.47903783,432761.166825746,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,피티스튜디오이룸EROOM_경기도성남시분당구삼평동653판교역푸르지오시티
693,체력단련장업,10_42_01_P,3780000,CDFH3301062024000033,2024-09-19,,1,영업/정상,13,영업중,,,,,,122.45,,경기도 성남시 분당구 야탑동 175-1 목련프라자,"경기도 성남시 분당구 야탑로 245, 목련프라자 5층 501호 (야탑동)",13508.0,더 핏 랩 ( THE FIT LAB),2026-02-23 15:27:03,U,2026-02-25 02:40:00,,212847.154631844,433914.798821591,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,더핏랩(THEFITLAB)_경기도성남시분당구야탑동175-1목련프라자
692,체력단련장업,10_42_01_P,3780000,CDFH3301062024000032,2024-09-11,,1,영업/정상,13,영업중,,,,,,107.82,,경기도 성남시 분당구 수내동 7-1 대덕글로리,"경기도 성남시 분당구 수내로46번길 11, 대덕글로리 4층 405호 (수내동)",13595.0,굿모션 PT,2026-02-23 15:23:06,U,2026-02-25 02:40:00,,210289.292895489,430894.032505403,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,굿모션PT_경기도성남시분당구수내동7-1대덕글로리
215,체력단련장업,10_42_01_P,3740000,CDFH3301062024000049,2024-09-06,,1,영업/정상,13,영업중,,,,,,395.7,,경기도 수원시 영통구 하동 1015 광교 효성해링턴 타워 레이크,"경기도 수원시 영통구 광교중앙로 180, 광교 효성해링턴 타워 레이크 B1층 126,126-1호 (하동)",16514.0,크로스핏 블루,2026-02-10 16:23:10,U,2026-02-12 02:40:00,,205359.28869788,420752.301957684,체력단련장업,사립,,1,1,27103.0,0,0.0,0.0,0,,,,크로스핏블루_경기도수원시영통구하동1015광교효성해링턴타워레이크
328,체력단련장업,10_42_01_P,3220000,CDFH3301062024000034,2024-09-05,,1,영업/정상,13,영업중,,,,,,463.0,,서울특별시 강남구 역삼동 840-8 대진빌딩,"서울특별시 강남구 도곡로 151, 대진빌딩 지하1층 (역삼동)",6255.0,피트리움,2026-02-11 11:39:17,U,2026-02-13 02:40:00,,203158.134904625,443235.181937606,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,피트리움_서울특별시강남구역삼동840-8대진빌딩
331,체력단련장업,10_42_01_P,3220000,CDFH3301062024000033,2024-09-04,,1,영업/정상,13,영업중,,,,,,259.0,,서울특별시 강남구 개포동 1237-11,"서울특별시 강남구 개포로20길 8, 지하1층 (개포동)",6307.0,TACHYON,2026-02-11 11:38:30,U,2026-02-13 02:40:00,,204094.856392506,441774.000865353,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,TACHYON_서울특별시강남구개포동1237-11
330,체력단련장업,10_42_01_P,3040000,CDFH3301062024000015,2024-08-30,,1,영업/정상,13,영업중,,,,,,143.72,,서울특별시 광진구 화양동 16-90,"서울특별시 광진구 군자로 31-1, 지층 (화양동)",5008.0,3R GYM,2026-02-11 11:08:26,U,2026-02-13 02:40:00,,206140.338398393,449311.946831784,체력단련장업,사립,,1,0,581.92,0,0.0,0.0,0,,,,3RGYM_서울특별시광진구화양동16-90
329,체력단련장업,10_42_01_P,3220000,CDFH3301062024000032,2024-08-29,,1,영업/정상,13,영업중,,,,,,202.0,,서울특별시 강남구 논현동 259-11 리에이치,"서울특별시 강남구 학동로44길 47, 리에이치 B1층 (논현동)",6101.0,파워에이치,2026-02-11 11:38:04,U,2026-02-13 02:40:00,,203247.625228025,445604.937829983,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,파워에이치_서울특별시강남구논현동259-11리에이치
658,체력단련장업,10_42_01_P,3830000,CDFH3301062024000006,2024-08-27,,1,영업/정상,13,영업중,,,,,,67.5,,경기도 안양시 동안구 관양동 1746 금강스마트빌딩 205호,"경기도 안양시 동안구 시민대로 311, 금강스마트빌딩 205호 (관양동)",14055.0,평촌 메디핏,2026-02-21 10:55:26,U,2026-02-23 02:40:00,,196802.03700246,432668.465071353,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,평촌메디핏_경기도안양시동안구관양동1746금강스마트빌딩205호
13,체력단련장업,10_42_01_P,3120000,CDFH3301062024000007,2024-08-27,,1,영업/정상,13,영업중,,,,,,101.22,,서울특별시 서대문구 남가좌동 324-35,서울특별시 서대문구 거북골로 33 (남가좌동),3665.0,새로피티,2026-02-02 14:55:21,U,2026-02-04 02:40:00,,193224.910587162,453018.478353222,체력단련장업,사립,,0,0,520.67,0,0.0,0.0,0,,,,새로피티_서울특별시서대문구남가좌동324-35
700,체력단련장업,10_42_01_P,3780000,CDFH3301062024000030,2024-08-21,,1,영업/정상,13,영업중,,,,,,52.78,,경기도 성남시 분당구 야탑동 290-4 송림프라자,"경기도 성남시 분당구 매화로 50, 송림프라자 3층 2호 (야탑동)",13504.0,용기로운 운동공간,2026-02-23 15:19:32,U,2026-02-25 02:40:00,,211809.05,434435.025,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,용기로운운동공간_경기도성남시분당구야탑동290-4송림프라자
346,체력단련장업,10_42_01_P,3220000,CDFH3301062024000031,2024-08-20,,1,영업/정상,13,영업중,,,,,,209.0,,서울특별시 강남구 청담동 125-6 아름다운빌딩,"서울특별시 강남구 압구정로79길 56, 아름다운빌딩 4층 (청담동)",6013.0,온더휘트니스,2026-02-11 11:37:39,U,2026-02-13 02:40:00,,204507.822591528,447018.511472039,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,온더휘트니스_서울특별시강남구청담동125-6아름다운빌딩
466,체력단련장업,10_42_01_P,3140000,CDFH3301062024000017,2024-08-16,,1,영업/정상,13,영업중,,,,,,158.4,,서울특별시 양천구 신월동 559-3 D&K빌딩,"서울특별시 양천구 남부순환로 609, D&K빌딩 7층 (신월동)",8065.0,모션,2026-02-12 13:48:55,U,2026-02-14 02:40:00,,185863.368496541,445843.853600703,체력단련장업,사립,,0,1,397.7,0,0.0,0.0,0,,,,모션_서울특별시양천구신월동559-3D&K빌딩
33,체력단련장업,10_42_01_P,3780000,CDFH3301062024000029,2024-08-16,,1,영업/정상,13,영업중,,,,,,930.81,,경기도 성남시 수정구 신흥동 5180 샤르망,"경기도 성남시 수정구 시민로 165, 지하1층 (신흥동, 샤르망)",13340.0,스카이피트니스 GX골프,2026-01-30 15:46:11,U,2026-02-04 11:04:37,,212561.009230373,437854.68450541,체력단련장업,사립,,2,0,0.0,0,0.0,0.0,0,,,,스카이피트니스GX골프_경기도성남시수정구신흥동5180샤르망
339,체력단련장업,10_42_01_P,3060000,CDFH3301062024000008,2024-08-16,,1,영업/정상,13,영업중,,,,,,299.63,,서울특별시 중랑구 묵동 170-27 월등스카이뷰아파트,"서울특별시 중랑구 동일로 938, 지하2층 201호 (묵동, 월등스카이뷰아파트)",2033.0,런앤리프트,2026-02-11 14:02:32,U,2026-02-13 02:40:00,,206733.412464852,456875.343608893,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,런앤리프트_서울특별시중랑구묵동170-27월등스카이뷰아파트
219,체력단련장업,10_42_01_P,4000000,CDFH3301062024000003,2024-08-13,,1,영업/정상,13,영업중,,,,,,690.8,,경기도 오산시 원동 813-5 중앙씨티월3,"경기도 오산시 대원로 57, 중앙씨티월3 5층 501~503호 (원동)",18139.0,J휘트니스 헬스PT 오산원동점,2026-02-10 09:19:19,U,2026-02-12 02:40:00,,206571.782666087,404977.921681236,체력단련장업,사립,,2,0,8522.86,0,0.0,0.0,0,,,,J휘트니스헬스PT오산원동점_경기도오산시원동813-5중앙씨티월3
562,체력단련장업,10_42_01_P,3860000,CDFH3301062024000020,2024-08-09,,1,영업/정상,13,영업중,,,,,0507-1314-1799,423.0,,경기도 부천시 소사구 범박동 155-2 현대리치모아,"경기도 부천시 소사구 범안로 117, 현대리치모아 제지1층 104-1~3,7~13호 (범박동)",14782.0,세이브피트니스범박,2026-02-19 16:29:47,U,2026-02-21 02:40:00,,183101.183792573,441023.216686997,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,세이브피트니스범박_경기도부천시소사구범박동155-2현대리치모아
