"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","시력표수","표본렌즈수","측정의자수","동공거리측정기수","정점굴절계기수","조제용연마기수","렌즈절단기수","가열기수","안경세척기수","총면적",
"68","안경업","01_02_01_P","3230000","PHMB220163230034082200011","2016-12-12","","01","영업/정상","13","영업중","","","","","02-2202-6282","","","서울특별시 송파구 문정동 9번지 7호","서울특별시 송파구 송이로 202 (문정동, 황용섭의원)","05796","오렌지안경 위드렌즈","2026-02-20 10:54:18","U","2026-02-22 02:40:00","","211261.608857952","443085.158158341","1","1","1","1","2","1","1","1","1","30.37",
"69","안경업","01_02_01_P","6510000","PHMB220126510096082200005","2012-06-21","","03","폐업","03","폐업","2026-02-19","","","","713-7942","","690-163","제주특별자치도 제주시 오라삼동 2140번지 3호","제주특별자치도 제주시 연삼로 145 (오라삼동)","63148","아이랜드안경","2026-02-20 13:12:59","U","2026-02-22 02:40:00","","154165.371317875","-238.888709595501","1","1","1","1","2","1","1","2","2","287.72",
"70","안경업","01_02_01_P","3670000","PHMB220203670022082200003","2020-06-18","","01","영업/정상","13","영업중","","","","","","","","대전광역시 유성구 용산동 579번지 현대프리미엄아울렛 대전점","대전광역시 유성구 테크노중앙로 123, 현대프리미엄아울렛 대전점 2층 (용산동)","34030","룩옵티컬현대프리미엄아울렛","2026-02-20 13:41:46","U","2026-02-22 02:40:00","","235682.718231801","324850.017801251","1","1","1","1","2","1","1","1","1","60.17",
"71","안경업","01_02_01_P","3980000","PHMB220213980021082200001","2021-05-20","","01","영업/정상","13","영업중","","","","","","","","경기도 구리시 인창동 487-32 일신건영아파트 상가동 103, 104호","경기도 구리시 동구릉로 95, 일신건영아파트 상가동 103, 104호 (인창동)","11914","레인안경 위드렌즈","2026-02-20 15:33:43","U","2026-02-22 02:40:00","","211777.24299848","456313.42582813","1","0","0","1","1","0","0","0","0","76.5",
"72","안경업","01_02_01_P","3060000","PHMB220263060034082200002","2026-02-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중랑구 중화동 286-21","서울특별시 중랑구 봉화산로 55-1, 1층 (중화동)","02051","안경상회 중화점","2026-02-23 09:24:45","I","2026-02-25 00:20:01","","207040.268431306","455496.915987203","1","0","0","1","1","0","0","0","0","42.32",
"73","안경업","01_02_01_P","3200000","PHMB219913200033082200013","1991-05-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 봉천동 927-20","서울특별시 관악구 장군봉1길 43, 1층 (봉천동)","08784","한독안경원","2026-02-23 16:48:29","U","2026-02-25 02:40:00","","194840.820069665","442172.977277238","1","0","0","1","2","0","0","0","0","26.32",
"74","안경업","01_02_01_P","5540000","PHMB220245540016082200001","2024-02-05","","01","영업/정상","13","영업중","","","","","","","","","경기도 광주시 광주대로 31, 3층 11호 (경안동)","12758","3층안경 위드렌즈","2026-02-23 15:11:41","U","2026-02-25 02:40:00","","","","1","0","0","1","0","0","0","0","0","0",
"75","안경업","01_02_01_P","3160000","PHMB220033160034082200001","2003-02-11","","01","영업/정상","13","영업중","","","","","02-2635-0084","","","서울특별시 구로구 신도림동 400번지 1호","서울특별시 구로구 신도림로 7, 103호 (신도림동)","08206","서울안경 신도림점","2026-02-23 15:04:01","U","2026-02-25 02:40:00","","189067.276002245","444891.605594405","1","1","1","1","1","1","1","1","1","61.92",
"76","안경업","01_02_01_P","3780000","PHMB219923780062082200001","1992-04-03","","01","영업/정상","13","영업중","","","","","031-749-2988","","","","경기도 성남시 수정구 산성대로 491 (양지동)","13140","글라스타안경 성남양지점","2026-02-23 10:17:24","U","2026-02-25 02:40:00","","214228.489962175","439273.302123216","1","1","1","1","1","1","1","1","1","0",
"77","안경업","01_02_01_P","4860000","PHMB220264860017082200001","2026-02-23","","01","영업/정상","13","영업중","","","","","","","","전라남도 곡성군 곡성읍 읍내리 396","전라남도 곡성군 곡성읍 중앙로 113","57536","온누리안경","2026-02-24 17:06:54","I","2026-02-26 00:20:08","","226766.138043107","198021.095687714","1","0","0","1","1","0","0","0","0","0",
"78","안경업","01_02_01_P","3140000","PHMB220263140033082200002","2019-08-29","","01","영업/정상","13","영업중","","","","","","","","서울특별시 양천구 신월동 26","서울특별시 양천구 화곡로 59, 1층 1302호 (신월동)","07902","안경매니져이마트신월점","2026-02-24 14:12:33","I","2026-02-26 00:20:08","","184796.999053109","448625.389554748","1","1","1","1","1","1","1","1","1","25.59",
"79","안경업","01_02_01_P","3910000","PHMB220263910165082200001","2026-02-20","","01","영업/정상","13","영업중","","","","","","","","","경기도 평택시 관광특구로 19, 1층 102호 (서정동)","17774","으뜸50안경 송탄점","2026-02-24 09:09:34","I","2026-02-26 00:20:08","","205355.994223928","396167.998227949","1","0","0","1","1","0","0","0","0","52.65",
"80","안경업","01_02_01_P","5540000","PHMB220265540016082200002","2026-02-24","","01","영업/정상","13","영업중","","","","","031-8027-8757","","","","경기도 광주시 태봉로 226, 112호 (고산동)","12790","라운즈 고산점","2026-02-24 17:26:47","I","2026-02-26 00:20:08","","","","1","0","0","1","1","0","0","0","0","0",
"81","안경업","01_02_01_P","3560000","PHMB220113560021082200002","2011-04-22","","01","영업/정상","13","영업중","","","","","569-8200","","","인천광역시 서구 불로동 786번지 5호 웅현프라자 1층","인천광역시 서구 검단로 764, 1층 (불로동, 웅현프라자)","22631","불로안경백화점","2026-02-24 11:58:26","U","2026-02-26 02:40:00","","172158.550218571","456832.529692523","1","1","2","1","2","1","1","1","1","119",
"82","안경업","01_02_01_P","3690000","PHMB220243690018082200003","2024-06-05","","03","폐업","03","폐업","2026-02-24","","","","","","","울산광역시 중구 성남동 219-13","울산광역시 중구 만남의거리 24, 1층 (성남동)","44532","윙크 울산성남점","2026-02-24 15:38:44","U","2026-02-26 02:40:00","","410337.215571634","230706.859919513","1","0","0","1","1","0","0","0","0","27.1",
"83","안경업","01_02_01_P","3700000","PHMB220063700018082200008","2006-05-30","","01","영업/정상","13","영업중","","","","","052-221-6238","","680-808","울산광역시 남구 무거동 620번지 1호","울산광역시 남구 대학로 84-1 (무거동)","44611","글라스위드렌즈안경 울산대점","2026-02-24 15:55:00","U","2026-02-26 02:40:00","","404875.371485026","229301.928203254","0","0","0","0","0","0","0","0","0","0",
"84","안경업","01_02_01_P","3150000","PHMB220243150037082200002","2024-03-08","","01","영업/정상","13","영업중","","","","","02-2668-0514","","","서울특별시 강서구 가양동 14-51 토피아빌딩","서울특별시 강서구 화곡로 429, 토피아빌딩 2층 202호 (가양동)","07526","으뜸플러스안경 서울 가양점","2026-02-24 14:15:14","U","2026-02-26 02:40:00","","187125.882786229","451038.464052645","1","0","0","1","1","0","0","0","0","116.26",
"85","안경업","01_02_01_P","3660000","PHMB220013660023082200007","2001-12-06","","01","영업/정상","13","영업중","","","","","","","","","대전광역시 서구 관저중로 94 (관저동)","35378","오렌즈앤안경나라관저점","2026-02-24 08:51:06","U","2026-02-26 02:40:00","","230036.124387832","311131.101203245","1","1","1","1","1","1","1","1","1","91.93",
"86","안경업","01_02_01_P","5530000","PHMB220165530021082200004","2016-03-14","","01","영업/정상","13","영업중","","","","","031-223-3194","","","경기도 화성시 만세구 송산면 사강리 639-10","경기도 화성시 만세구 송산면 송산포도로 91-1, 1층 일부호","18550","으뜸안경친구","2026-02-24 13:01:00","U","2026-02-26 02:40:00","","176702.040743185","412457.026466263","1","3","1","1","1","1","1","1","1","82.72",
"87","안경업","01_02_01_P","5710000","PHMB220074360069082200001","2007-02-27","","01","영업/정상","13","영업중","","","","","214-2002","","","충청북도 청주시 청원구 율량동 1248번지","충청북도 청주시 청원구 율봉로 141, 7층 (율량동)","28338","안경나라사천점","2026-02-24 13:57:22","U","2026-02-26 02:40:00","","243254.457067226","352016.431782616","0","0","0","0","0","0","0","0","0","73.63",
"88","안경업","01_02_01_P","3930000","PHMB220133930162082200001","2013-03-14","","01","영업/정상","13","영업중","","","","","","","426-400","경기도 안산시 상록구 수암동 502번지 8호 1층 105호","경기도 안산시 상록구 수인로 2020, 1층 105호 (수암동)","15202","아이쿠안경 위드렌즈 수암점","2026-02-24 10:27:26","U","2026-02-26 02:40:00","","188967.648750478","429062.15452442","1","1","1","5","2","1","1","2","2","0",
"89","안경업","01_02_01_P","3990000","PHMB220133990029082200007","2013-11-01","","01","영업/정상","13","영업중","","","","","529-9945","","","경기도 남양주시 별내동 1097-3 영주프라자빌딩 202호","경기도 남양주시 별내5로5번길 7, 영주프라자빌딩 202호 (별내동)","12102","안경마스터별내점 위드렌즈","2026-02-24 10:15:51","U","2026-02-26 02:40:00","","209891.701562993","460867.071412172","1","1","1","1","1","2","1","2","2","132.4",
"90","안경업","01_02_01_P","3560000","PHMB220263560021082200002","2026-02-25","","01","영업/정상","13","영업중","","","","","032-566-1357","","","인천광역시 서구 불로동 772-2 제일프라자 1층일부호","인천광역시 서구 검단로 747, 제일프라자 1층 일부호 (불로동)","22620","다비치안경 인천불로점","2026-02-25 14:19:02","I","2026-02-27 00:20:02","","171998.333104286","456782.203486","2","0","0","2","2","0","0","0","0","250",
"91","안경업","01_02_01_P","3510500","PHMB220093510021082200002","2009-07-27","","01","영업/정상","13","영업중","","","","","863-4007","","402-825","인천광역시 미추홀구 용현동 191-3번지","인천광역시 미추홀구 인하로 75 (용현동)","","다비치안경 인하대점","2026-02-25 10:36:25","U","2026-02-27 02:40:00","","169555.839854368","438859.470007499","2","2","2","1","1","1","1","2","2","138",
"92","안경업","01_02_01_P","3990000","PHMB220203990309082200006","2020-10-29","","01","영업/정상","13","영업중","","","","","031-8078-2359","","","경기도 남양주시 다산동 6141 현대프리미엄아울렛 SPACE1","경기도 남양주시 다산순환로 50, 현대프리미엄아울렛 SPACE1 3층 B343호 (다산동)","12248","룩옵티컬 현대프리미엄아울렛 스페이스1","2026-02-25 11:52:26","U","2026-02-27 02:40:00","","213414.26557821","457095.530042213","1","0","0","1","1","0","0","0","0","56.53",
"93","안경업","01_02_01_P","4800000","PHMB220264800026082200001","2026-02-26","","01","영업/정상","13","영업중","","","","","","","","전라남도 목포시 산정동 1768 쥬빌리 메디칼센터","전라남도 목포시 청호로 176, 쥬빌리 메디칼센터 108호 (산정동)","58639","모쿠안경","2026-02-26 17:28:48","I","2026-02-28 00:20:02","","142608.932691683","145494.015382022","1","0","0","1","1","0","0","0","0","108",
"94","안경업","01_02_01_P","3830000","PHMB220263830262082200001","2026-02-19","","01","영업/정상","13","영업중","","","","","","","","경기도 안양시 만안구 안양동 676-7 금상타워","경기도 안양시 만안구 안양로 307, 금상타워 2층 201호 (안양동)","14001","으뜸플러스안경 안양중앙시장점","2026-02-25 10:19:28","I","2026-02-28 00:20:02","","","","1","0","0","1","1","0","0","0","0","0",
"95","안경업","01_02_01_P","3130000","PHMB220143130033082200014","2014-08-19","","01","영업/정상","13","영업중","","","","","02-333-6189","","121-837","서울특별시 마포구 서교동 345번지 22호 1층","서울특별시 마포구 어울마당로 110-1 (서교동)","04055","렌즈미","2026-02-26 15:50:40","U","2026-02-28 02:40:00","","193129.014624926","450263.309479768","1","1","1","1","1","1","1","1","1","24",
"96","안경업","01_02_01_P","3130000","PHMB220193130033082200001","2019-02-21","","01","영업/정상","13","영업중","","","","","02-333-7419","","","서울특별시 마포구 망원동 477-3 한익빌딩","서울특별시 마포구 월드컵로 147, 한익빌딩 1층 102호 (망원동)","03963","블루페퍼안경망원점","2026-02-25 17:35:39","U","2026-02-28 02:40:00","","191451.779646994","450944.36585065","1","1","1","1","1","1","1","1","1","61.77",
"97","안경업","01_02_01_P","3520000","PHMB220083520019082200001","2008-07-07","","01","영업/정상","13","영업중","","","","","032-831-6006","","406-050","인천광역시 연수구 옥련동 194-42 럭키빌딩 1층","인천광역시 연수구 독배로 49, 1층 (옥련동, 럭키빌딩)","21957","글라스스토리(옥련점)","2026-02-26 18:05:26","U","2026-02-28 02:40:00","","168447.29523241","435943.685775458","1","1","1","1","1","1","1","1","1","0",
"98","안경업","01_02_01_P","3470000","PHMB220263470022082200002","2026-02-06","","01","영업/정상","13","영업중","","","","","","","","대구광역시 달서구 진천동 602 진천역 계룡 리슈빌","대구광역시 달서구 진천로 77, 301동 130호 (진천동, 진천역 계룡 리슈빌)","42760","안경장인","2026-02-25 13:14:13","U","2026-02-28 02:40:00","","337473.886466897","258337.260301059","1","0","0","1","2","0","0","0","0","65.19",
"99","안경업","01_02_01_P","3090000","PHMB220113090033082200004","2011-08-16","","03","폐업","03","폐업","2026-02-26","","","","02-954-2353","","","서울특별시 도봉구 도봉동 624-81","서울특별시 도봉구 도봉로156길 31, 1층 (도봉동)","01327","한양안경","2026-02-26 13:47:15","U","2026-02-28 02:40:00","","204001.875163157","463375.474308345","1","1","1","1","1","1","1","1","1","30",
