번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),판매점영업면적,Unnamed: 29,record_key
50,안전상비의약품 판매업소,01_01_05_P,5130000,PHMH320215130030087500002,2021-02-25,,1,영업/정상,13,영업중,,,,,,,,경상북도 경산시 조영동 577-24 쉼터원룸,"경상북도 경산시 대학로59길 30-1, 쉼터원룸 (조영동)",38530,지에스(GS)25 영대빌리지점,2026-03-04 09:12:10,U,2026-03-06 02:40:00,,358234.840503775,261339.671565046,99.0,,지에스(GS)25영대빌리지점_경상북도경산시조영동577-24쉼터원룸
95,안전상비의약품 판매업소,01_01_05_P,3470000,PHMH320213470022087500009,2021-02-22,,3,폐업,3,폐업,2026-03-05,,,,,,,대구광역시 달서구 진천동 670,"대구광역시 달서구 상화로9길 107, 1층 (진천동)",42770,씨유 달서진천점,2026-03-05 15:17:07,U,2026-03-07 02:40:00,,337346.64886395,258035.007517312,84.0,,씨유달서진천점_대구광역시달서구진천동670
27,안전상비의약품 판매업소,01_01_05_P,3040000,PHMH320213040033087500004,2021-02-17,,3,폐업,3,폐업,2026-02-26,,,,,,,,"서울특별시 광진구 동일로60길 40, 영범빌딩 (군자동)",04994,씨유(CU) 군자본점,2026-03-03 16:56:34,U,2026-03-05 02:40:00,,206597.600969816,450615.171880308,121.21,,씨유(CU)군자본점_
96,안전상비의약품 판매업소,01_01_05_P,3670000,PHMH320213670022087500003,2021-02-09,,1,영업/정상,13,영업중,,,,,,,,대전광역시 유성구 봉명동 615-4 지상1층 104호,"대전광역시 유성구 대학로 50, 지상1층 104호 (봉명동)",34185,씨유 대전봉명센터점,2026-03-05 17:41:58,U,2026-03-07 02:40:00,,230756.014075172,317509.425932141,49.5,,씨유대전봉명센터점_대전광역시유성구봉명동615-4지상1층104호
52,안전상비의약품 판매업소,01_01_05_P,5400000,PHMH320215400046087500001,2021-02-05,,3,폐업,3,폐업,2026-02-27,,,,,,,경상남도 함안군 군북면 장지리 685-11 씨유 함안장지IC점,"경상남도 함안군 군북면 장백로 336, 씨유 함안장지IC점",52062,씨유 함안장지IC점,2026-03-04 09:21:44,U,2026-03-06 02:40:00,,321638.886861013,200347.648522387,49.5,,씨유함안장지IC점_경상남도함안군군북면장지리685-11씨유함안장지IC점
91,안전상비의약품 판매업소,01_01_05_P,5710000,PHMH320205710107087500018,2020-11-17,,3,폐업,3,폐업,2026-03-04,,,,,,,충청북도 청주시 서원구 사창동 403-8 서부빌딩,"충청북도 청주시 서원구 1순환로 649, 서부빌딩 1층 2호 (사창동)",28568,세븐일레븐 사창중앙점,2026-03-05 16:29:37,U,2026-03-07 02:40:00,,241085.266254043,348379.348250912,0.0,,세븐일레븐사창중앙점_충청북도청주시서원구사창동403-8서부빌딩
23,안전상비의약품 판매업소,01_01_05_P,4090000,PHMH320204090023087500026,2020-06-23,,3,폐업,3,폐업,2026-03-02,,,,,,,경기도 김포시 운양동 1289번지 3호,"경기도 김포시 김포한강11로438번길 200-5, 104-106호 (운양동)",10074,지에스25 운양스타점,2026-03-03 13:05:47,U,2026-03-05 02:40:00,,172774.306597731,461184.586569561,0.0,,지에스25운양스타점_경기도김포시운양동1289번지3호
18,안전상비의약품 판매업소,01_01_05_P,5340000,PHMH320205340030087500001,2020-02-07,,1,영업/정상,13,영업중,,,,,,,,경상남도 사천시 사남면 유천리 888번지 위드필 스퀘어,"경상남도 사천시 사남면 공단1로 82, 위드필 스퀘어 101호",52529,GS25 사천위드필점,2026-03-03 14:08:22,U,2026-03-05 02:40:00,,297193.833369862,175030.053361704,120.0,,GS25사천위드필점_경상남도사천시사남면유천리888번지위드필스퀘어
69,안전상비의약품 판매업소,01_01_05_P,3540000,PHMH320193540021087500043,2019-08-30,,1,영업/정상,13,영업중,,,,,032-522-9636,,,인천광역시 부평구 산곡동 310번지 134호 백운빌딩,"인천광역시 부평구 화랑로 14, 백운빌딩 1층 101호 (산곡동)",21385,이마트24 부평현대점,2026-03-05 10:23:38,U,2026-03-07 02:40:00,,173923.274526595,442832.455766158,32.0,,이마트24부평현대점_인천광역시부평구산곡동310번지134호백운빌딩
14,안전상비의약품 판매업소,01_01_05_P,3530000,PHMH320193530019087500035,2019-06-05,,1,영업/정상,13,영업중,,,,,,,,인천광역시 남동구 장수동 산 78번지 인천대공원,"인천광역시 남동구 무네미로 238, 인천대공원 너나들이 캠핑장 (장수동)",21533,너나들이캠핑장매점,2026-03-03 10:51:29,U,2026-03-05 02:40:00,,178797.041968378,439158.643183009,66.0,,너나들이캠핑장매점_인천광역시남동구장수동산78번지인천대공원
13,안전상비의약품 판매업소,01_01_05_P,4530000,PHMH320194530030087500007,2019-05-10,,1,영업/정상,13,영업중,,,,,,,,충청남도 서산시 동문동 69번지 8호,충청남도 서산시 고운로 275-15 (동문동),31978,지에스(GS)25 서산코아루점,2026-03-03 20:49:21,U,2026-03-05 02:40:00,,152171.805248532,365006.921084134,54.13,,지에스(GS)25서산코아루점_충청남도서산시동문동69번지8호
45,안전상비의약품 판매업소,01_01_05_P,4641000,PHMH320194640131087500020,2019-03-12,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 전주시 완산구 중화산동2가 594번지,전북특별자치도 전주시 완산구 효자로 320 (중화산동2가),54976,씨유전주화산센터,2026-03-04 18:00:14,U,2026-03-06 02:40:00,,210810.321040077,257656.263776219,0.0,,씨유전주화산센터_전북특별자치도전주시완산구중화산동2가594번지
99,안전상비의약품 판매업소,01_01_05_P,3660000,PHMH320183660023087500041,2018-10-15,,3,폐업,3,폐업,2026-03-05,,,,042-522-2703,,,대전광역시 서구 갈마동 430번지 9호,대전광역시 서구 신갈마로 91 (갈마동),35282,지에스25대전베스트점,2026-03-05 14:53:19,U,2026-03-07 02:40:00,,232868.979359146,315797.264590655,0.0,,지에스25대전베스트점_대전광역시서구갈마동430번지9호
32,안전상비의약품 판매업소,01_01_05_P,3150000,PHMH320173150037087500089,2017-10-25,,3,폐업,3,폐업,2026-03-03,,,,,,,서울특별시 강서구 마곡동 735번지,"서울특별시 강서구 마곡서1로 146, 상가동 1층 103호 (마곡동, 마곡엠밸리2단지)",07598,(주)코리아세븐 강서마곡점,2026-03-03 15:38:42,U,2026-03-05 02:40:00,,,,33.0,,(주)코리아세븐강서마곡점_서울특별시강서구마곡동735번지
42,안전상비의약품 판매업소,01_01_05_P,6510000,PHMH320176510096087500064,2017-08-25,,1,영업/정상,13,영업중,,,,,064-753-4445,,,제주특별자치도 제주시 월평동 1202번지 1호,"제주특별자치도 제주시 아봉로 267, 102동 제비101호 (월평동)",63311,씨유제주월평점,2026-03-04 17:57:29,U,2026-03-06 02:40:00,,160026.921122645,-2253.85225533854,0.0,,씨유제주월평점_제주특별자치도제주시월평동1202번지1호
17,안전상비의약품 판매업소,01_01_05_P,3520000,PHMH320173520019087500034,2017-08-25,,1,영업/정상,13,영업중,,,,,,,,,"인천광역시 연수구 청량로 217, 103,104호 (옥련동)",21948,GS25 옥련아주,2026-03-03 13:08:07,U,2026-03-05 02:40:00,,169177.759865701,436059.224049305,72.72,,GS25옥련아주_
41,안전상비의약품 판매업소,01_01_05_P,6520000,PHMH320176520076087500004,2017-07-31,,1,영업/정상,13,영업중,,,,,,,,제주특별자치도 서귀포시 대정읍 하모리 973-1,"제주특별자치도 서귀포시 대정읍 하모중앙로 54, 1층",63507,씨유서귀대정태화점,2026-03-04 10:43:02,U,2026-03-06 02:40:00,,130208.666475366,-30033.4949393723,0.0,,씨유서귀대정태화점_제주특별자치도서귀포시대정읍하모리973-1
81,안전상비의약품 판매업소,01_01_05_P,5020000,PHMH320175020056087500011,2017-04-25,,1,영업/정상,13,영업중,,,,,054-282-7136,,,,경상북도 포항시 북구 중흥로126번길 7 (죽도동),37767,GS25 포항쌍용점,2026-03-05 09:20:08,U,2026-03-07 02:40:00,,412089.38540757,282028.124030595,100.0,,GS25포항쌍용점_
46,안전상비의약품 판매업소,01_01_05_P,3640000,PHMH320173640023087500013,2017-02-27,,3,폐업,3,폐업,2026-03-03,,,,,,,대전광역시 동구 가양동 356번지 1호,대전광역시 동구 가양남로 32 (가양동),34599,지에스25 뉴우송대서문점,2026-03-04 15:07:54,U,2026-03-06 02:40:00,,239836.715792834,315411.015699318,120.0,,지에스25뉴우송대서문점_대전광역시동구가양동356번지1호
97,안전상비의약품 판매업소,01_01_05_P,3660000,PHMH320173660023087500008,2017-02-22,,3,폐업,3,폐업,2026-03-05,,,,,,,대전광역시 서구 내동 37번지 1호,대전광역시 서구 동서대로997번길 98 (내동),35288,지에스25내동빌리지점,2026-03-05 14:39:59,U,2026-03-07 02:40:00,,233766.059444687,315151.471867107,0.0,,지에스25내동빌리지점_대전광역시서구내동37번지1호
68,안전상비의약품 판매업소,01_01_05_P,3830000,PHMH320163830197087500045,2016-11-18,,3,폐업,3,폐업,2026-03-05,,,,,,,경기도 안양시 만안구 석수동 280번지 16호 B동 101호,"경기도 안양시 만안구 석천로181번길 26, B동 101호 (석수동)",13968,CU 안양석수중앙점,2026-03-05 11:26:37,U,2026-03-07 02:40:00,,,,0.0,,CU안양석수중앙점_경기도안양시만안구석수동280번지16호B동101호
12,안전상비의약품 판매업소,01_01_05_P,3910000,PHMH320163910168087500075,2016-11-18,,1,영업/정상,13,영업중,,,,,,,,,"경기도 평택시 경기대로 506, 상가동 101,102호 (비전동, 휴먼시아1단지)",17850,지에스25 평택소사벌점,2026-03-03 19:14:26,U,2026-03-05 02:40:00,,208347.53945078,389077.870245312,66.0,,지에스25평택소사벌점_
10,안전상비의약품 판매업소,01_01_05_P,5680000,PHMH320165680060087500022,2016-09-21,,1,영업/정상,13,영업중,,,,,041-355-0421,,,충청남도 당진시 읍내동 1486 제상가동 104호,"충청남도 당진시 북문로 16, 제상가동 1층 104호 (읍내동, 당진2차푸르지오)",31768,씨유 당진하늘점,2026-03-03 09:22:17,U,2026-03-05 02:40:00,,166763.624487428,377679.061662186,0.0,,씨유당진하늘점_충청남도당진시읍내동1486제상가동104호
98,안전상비의약품 판매업소,01_01_05_P,4080000,PHMH320164080023087500006,2016-03-08,,3,폐업,3,폐업,2026-03-04,,,,,,,,"경기도 안성시 금산2길 11, 1층 (금산동)",17587,GS25 안성에듀타운점,2026-03-04 15:09:00,U,2026-03-07 02:40:00,,224056.752464474,390090.130374398,111.82,,GS25안성에듀타운점_
51,안전상비의약품 판매업소,01_01_05_P,5570000,PHMH320165570012087500001,2016-03-03,,1,영업/정상,13,영업중,,,,,,,,,충청북도 증평군 증평읍 송산로4길 4-13,27917,GS송산LH,2026-03-04 16:11:35,U,2026-03-06 02:40:00,,,,160.0,,GS송산LH_
11,안전상비의약품 판매업소,01_01_05_P,3910000,PHMH320153910168087500062,2015-11-30,,1,영업/정상,13,영업중,,,,,,,,경기도 평택시 통복동 50-2,"경기도 평택시 통복시장1로 29, 1층 (통복동)",17892,씨유 뉴평택통복우정점,2026-03-03 19:15:37,U,2026-03-05 02:40:00,,207691.657527271,388709.696311566,132.0,,씨유뉴평택통복우정점_경기도평택시통복동50-2
71,안전상비의약품 판매업소,01_01_05_P,5080000,PHMH320155080035087500057,2015-10-16,,3,폐업,3,폐업,2026-03-04,,,,,,,경상북도 구미시 인의동 656번지 1호,경상북도 구미시 인동19길 35-13 (인의동),39437,세븐일레븐 구미인의스타점,2026-03-05 16:11:57,U,2026-03-07 02:40:00,,328580.053837923,289897.499899307,112.0,,세븐일레븐구미인의스타점_경상북도구미시인의동656번지1호
49,안전상비의약품 판매업소,01_01_05_P,5400000,PHMH320145400046087500001,2014-03-03,,1,영업/정상,13,영업중,,,,,055-587-9656,,637-941,경상남도 함안군 칠서면 계내리 29번지,경상남도 함안군 칠서면 계룡로 122-1,52004,안국산업(주) 칠서(양평)휴게소,2026-03-04 09:14:08,U,2026-03-06 02:40:00,,335944.032938965,209023.351925015,54.6,,안국산업(주)칠서(양평)휴게소_경상남도함안군칠서면계내리29번지
76,안전상비의약품 판매업소,01_01_05_P,4671000,PHMH320134670076087500036,2013-09-06,,3,폐업,3,폐업,2026-02-26,,,,,,573-933,전북특별자치도 군산시 임피면 읍내리 274번지 8호,전북특별자치도 군산시 임피면 남상2길 274-8,573-933,씨유 군산임피점,2026-03-04 09:43:09,U,2026-03-07 02:40:00,,186506.628735486,276026.653913886,0.0,,씨유군산임피점_전북특별자치도군산시임피면읍내리274번지8호
30,안전상비의약품 판매업소,01_01_05_P,5420000,PHMH320135420013087500008,2013-06-14,,1,영업/정상,13,영업중,,,,,055-674-0494,,,경상남도 고성군 대가면 신전리 67,경상남도 고성군 대가면 통영대전고속도로 32,52927,고성공룡나라(대전)휴게소,2026-03-03 14:14:15,U,2026-03-05 02:40:00,,314077.70477453,173838.71034913,0.0,,고성공룡나라(대전)휴게소_경상남도고성군대가면신전리67
31,안전상비의약품 판매업소,01_01_05_P,5420000,PHMH320135420013087500009,2013-06-14,,1,영업/정상,13,영업중,,,,,,,,,경상남도 고성군 대가면 통영대전고속도로 29,52927,고성공룡나라(통영)휴게소,2026-03-03 14:06:06,U,2026-03-05 02:40:00,,315150.402866648,173272.883931221,0.0,,고성공룡나라(통영)휴게소_
65,안전상비의약품 판매업소,01_01_05_P,4610000,PHMH320124610020087500015,2012-11-15,,1,영업/정상,13,영업중,,,,,041-332-8815,,,충청남도 예산군 예산읍 예산리 455-1,충청남도 예산군 예산읍 천변로 181,32437,씨유 예산육거리점,2026-03-05 14:52:04,U,2026-03-07 02:40:00,,186463.00744654,352986.651011401,0.0,,씨유예산육거리점_충청남도예산군예산읍예산리455-1
8,안전상비의약품 판매업소,01_01_05_P,3000000,PHMH320123000034087500081,2012-11-14,,3,폐업,3,폐업,2026-03-03,,,,02-741-5097,,110-280,서울특별시 종로구 원서동 45번지 1층,"서울특별시 종로구 창덕궁길 120, 1층 (원서동)",03057,씨유 종로원서점,2026-03-03 10:32:14,U,2026-03-05 02:40:00,,198988.459597376,453392.779978221,0.0,,씨유종로원서점_서울특별시종로구원서동45번지1층
66,안전상비의약품 판매업소,01_01_05_P,5710000,PHMH320124360079087500099,2012-11-12,,3,폐업,3,폐업,2026-03-04,,,,043-236-2055,,,충청북도 청주시 서원구 성화동 850,"충청북도 청주시 서원구 장전로20번길 54, 102호 (성화동)",28614,씨유청주성화점,2026-03-05 16:27:48,U,2026-03-07 02:40:00,,240380.091536722,346162.182152922,0.0,,씨유청주성화점_충청북도청주시서원구성화동850
75,안전상비의약품 판매업소,01_01_05_P,4671000,PHMH320124670076087500024,2012-11-09,,3,폐업,3,폐업,2026-02-27,,,,468-2522,,,전북특별자치도 군산시 지곡동 158-1 은파코아루아파트,"전북특별자치도 군산시 동지곡길 53 (지곡동, 은파코아루아파트)",54106,GS25군산지곡점,2026-03-04 09:42:55,U,2026-03-07 02:40:00,,173593.137436132,272788.559320697,0.0,,GS25군산지곡점_전북특별자치도군산시지곡동158-1은파코아루아파트
40,안전상비의약품 판매업소,01_01_05_P,3430000,PHMH320123430019087500020,2012-11-08,,3,폐업,3,폐업,2026-03-04,,,,053-552-3000,,703-830,대구광역시 서구 이현동 45번지 191호,대구광역시 서구 국채보상로 25 (이현동),41754,이마트24 대기에너지점,2026-03-04 10:01:41,U,2026-03-06 02:40:00,,338482.884824254,264273.858855419,0.0,,이마트24대기에너지점_대구광역시서구이현동45번지191호
