번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총직원수,주사육업종,Unnamed: 34,record_key
339,가축사육업,02_04_01_P,4420000,442000003320160042,2016-11-03,,1,영업/정상,0,정상,,,,,,,,충청북도 보은군 수한면 교암리 ***-*,충청북도 보은군 수한면 거먹길 **,28920,미지흑염소농장,2026-01-30 11:26:48,U,2026-02-04 11:04:37,,260757.346557705,330437.436628232,가축사육업,,1153,000,0,산양,,미지흑염소농장_충청북도보은군수한면교암리***-*
337,가축사육업,02_04_01_P,4420000,442000003320160040,2016-10-26,,1,영업/정상,0,정상,,,,,,,,충청북도 보은군 수한면 질신리 ***-*,충청북도 보은군 수한면 장선소계로 **-**,28922,다은목장,2026-01-30 11:25:46,U,2026-02-04 11:04:37,,258991.049480133,326761.811830846,가축사육업,,1151,000,0,한우,,다은목장_충청북도보은군수한면질신리***-*
342,가축사육업,02_04_01_P,4420000,442000003320160029,2016-05-20,,1,영업/정상,0,정상,,,,,,,376-805,충청북도 보은군 수한면 후평리 **-*,,,설홍성축사,2026-01-30 11:21:24,U,2026-02-04 11:04:37,,263006.848880332,331370.876711597,가축사육업,,1138,000,0,한우,,설홍성축사_충청북도보은군수한면후평리**-*
370,가축사육업,02_04_01_P,3910000,391000003320160005,2016-04-15,,1,영업/정상,0,정상,,,,,,,451-833,"경기도 평택시 청북읍 한산리 ***-* ,-*,-*",경기도 평택시 청북읍 원한산길 **-**,17796,안우진목장,2026-02-03 17:14:02,U,2026-02-06 02:40:00,,196733.145764813,393311.680581468,가축사육업,,1160,000,0,젖소,,"안우진목장_경기도평택시청북읍한산리***-*,-*,-*"
290,가축사육업,02_04_01_P,4810000,481000003320160375,2016-04-11,,3,폐업,2,폐업,2026-01-29,,,,,,59775,전라남도 여수시 돌산읍 서덕리 ****,전라남도 여수시 돌산읍 덕곡길 **-*,59775,곽성길농장,2026-01-30 15:21:06,U,2026-02-04 11:04:37,,269454.60219653,126935.134747812,가축사육업,,930,000,0,한우,,곽성길농장_전라남도여수시돌산읍서덕리****
629,가축사육업,02_04_01_P,4810000,481000003320160360,2016-03-07,,3,폐업,2,폐업,2026-02-06,,,,,,59778,,전라남도 여수시 돌산읍 향일암로 **-**,59778,강정전,2026-02-09 09:57:43,U,2026-02-11 02:40:00,,,,가축사육업,,915,000,0,한우,,강정전_
477,가축사육업,02_04_01_P,4810000,481000003320160148,2016-03-02,,3,폐업,2,폐업,2026-02-04,,,,,,59635,,전라남도 여수시 여천*길 **-** (여천동),59635,김홍식농장,2026-02-05 09:03:18,U,2026-02-07 02:40:00,,261091.093858273,142156.014961112,가축사육업,,703,000,0,한우,,김홍식농장_
768,가축사육업,02_04_01_P,4810000,481000003320160106,2016-03-02,,3,폐업,2,폐업,2026-01-22,,,,,,59602,,전라남도 여수시 율촌면 대초길 **-*,59602,김정남농장,2026-02-11 10:11:07,U,2026-02-13 02:40:00,,252241.584708905,153750.337475185,가축사육업,,661,000,0,한우,,김정남농장_
233,가축사육업,02_04_01_P,4590000,459000003320160008,2016-03-02,,1,영업/정상,0,정상,,,,,,,345-872,,충청남도 청양군 운곡면 장항동길 **-**,33315,삼형제 한우농장,2026-01-30 10:18:32,U,2026-02-04 11:04:37,,185098.700554523,335497.771304432,가축사육업,,1499,000,0,한우,,삼형제한우농장_
474,가축사육업,02_04_01_P,4810000,481000003320160008,2016-02-29,,2,휴업,1,휴업,,2026-02-03,2027-02-02,,061-644-0111,,556-901,전라남도 여수시 돌산읍 금봉리 ***,전라남도 여수시 돌산읍 금천길 ***,59776,현수농장,2026-02-04 13:08:27,U,2026-02-07 02:40:00,,267869.099443801,126502.686893097,가축사육업,,563,000,0,한우,,현수농장_전라남도여수시돌산읍금봉리***
289,가축사육업,02_04_01_P,4810000,481000003320160010,2016-02-29,,3,폐업,2,폐업,2026-01-29,,,,,,556-905,전라남도 여수시 돌산읍 서덕리 ****-*,전라남도 여수시 돌산읍 덕곡길 *,59775,종성농장,2026-01-30 15:20:34,U,2026-02-04 11:04:37,,269754.165822981,126889.418729954,가축사육업,,565,000,0,한우,,종성농장_전라남도여수시돌산읍서덕리****-*
904,가축사육업,02_04_01_P,4761000,476100003320160009,2016-02-03,,1,영업/정상,0,정상,,,,,,,,전북특별자치도 임실군 청웅면 두복리 ***-* / ***-* /***-*,,,이일농장,2026-02-13 09:28:31,U,2026-02-15 02:40:00,,215847.810416618,231657.50335653,가축사육업,,1372,000,0,돼지,,이일농장_전북특별자치도임실군청웅면두복리***-*/***-*/***-*
762,가축사육업,02_04_01_P,4351000,435000003320160002,2016-01-27,,3,폐업,2,폐업,2026-02-11,,,,,,215-822,강원특별자치도 양양군 손양면 우암리 **,강원특별자치도 양양군 손양면 상촌로 ***,25045,근화농장,2026-02-11 13:22:40,U,2026-02-13 02:40:00,,344050.871701287,505453.135093344,가축사육업,,476,000,0,한우,,근화농장_강원특별자치도양양군손양면우암리**
447,가축사육업,02_04_01_P,4540000,454000003320150042,2015-12-31,,1,영업/정상,0,정상,,,,,,,320-953,충청남도 논산시 광석면 왕전리 ***-*,충청남도 논산시 광석면 왕전*길 **,32921,안제연축사,2026-02-05 14:31:39,U,2026-02-07 02:40:00,,209278.60459032,304466.774275568,가축사육업,,1402,000,0,한우,,안제연축사_충청남도논산시광석면왕전리***-*
261,가축사육업,02_04_01_P,5700000,570000003320150024,2015-12-29,,1,영업/정상,0,정상,,,,,,,,"경기도 여주시 강천면 가야리 ** 외 *필지(**, **, **)",경기도 여주시 강천면 긴등길 ***-**,12616,가야농장,2026-01-30 10:39:27,U,2026-02-04 11:04:37,,262307.741480521,418217.268528191,가축사육업,,1344,000,0,염소,,"가야농장_경기도여주시강천면가야리**외*필지(**,**,**)"
870,가축사육업,02_04_01_P,5070000,507000003320150042,2015-12-17,,1,영업/정상,0,정상,,,,,,,760-890,"경상북도 안동시 북후면 장기리 **-* 외 *필지(**-*,**-*,**)","경상북도 안동시 북후면 와북로 ***, ,***-**",36614,안동민속한우영농조합법인(5농장),2026-02-13 11:18:40,U,2026-02-15 02:40:00,,353142.94417748,354398.438047647,가축사육업,,1711,L00,0,한우,,"안동민속한우영농조합법인(5농장)_경상북도안동시북후면장기리**-*외*필지(**-*,**-*,**)"
446,가축사육업,02_04_01_P,4540000,454000003320150037,2015-12-03,,1,영업/정상,0,정상,,,,,,,320-863,충청남도 논산시 부적면 신교리 ***,충청남도 논산시 부적면 부적로 ***-**,32918,만수농장,2026-02-05 17:44:33,U,2026-02-07 02:40:00,,212889.122695222,299297.76347183,가축사육업,,1396,000,0,한우,,만수농장_충청남도논산시부적면신교리***
541,가축사육업,02_04_01_P,4641000,464100003320150002,2015-09-23,,1,영업/정상,0,정상,,,,,,,,전북특별자치도 전주시 덕진구 장동 ***-**,,,옛살비농장,2026-02-06 17:11:32,U,2026-02-08 02:40:00,,204929.840490335,262532.855712261,가축사육업,,53,000,0,육계,,옛살비농장_전북특별자치도전주시덕진구장동***-**
540,가축사육업,02_04_01_P,4641000,464100003320150001,2015-09-08,,1,영업/정상,0,정상,,,,,,,,전북특별자치도 전주시 덕진구 여의동 ***-*,전북특별자치도 전주시 덕진구 용정길 *** (여의동),54857,용정농장,2026-02-06 17:07:59,U,2026-02-08 02:40:00,,206516.562707092,260870.188975049,가축사육업,,52,000,0,한우,,용정농장_전북특별자치도전주시덕진구여의동***-*
237,가축사육업,02_04_01_P,5700000,570000003320150016,2015-09-07,,1,영업/정상,0,정상,,,,,,,469-821,경기도 여주시 흥천면 상대리 ** 외*필지,경기도 여주시 흥천면 남산로 ***-**,12605,우솔농장,2026-01-30 10:38:38,U,2026-02-04 11:04:37,,245597.747542546,427564.980634201,가축사육업,,1336,000,0,종계/산란계,,우솔농장_경기도여주시흥천면상대리**외*필지
884,가축사육업,02_04_01_P,4671000,467100003320150009,2015-07-24,,1,영업/정상,0,정상,,,,,,,573-843,"전북특별자치도 군산시 성산면 둔덕리 ***, ***, ***, 산***-*",,,대동농장,2026-02-13 17:30:12,U,2026-02-15 02:40:00,,,,가축사육업,,342,000,0,육계,,"대동농장_전북특별자치도군산시성산면둔덕리***,***,***,산***-*"
179,가축사육업,02_04_01_P,4810000,481000003320150008,2015-06-24,,2,휴업,1,휴업,,2026-01-30,2027-01-29,,,,555-220,전라남도 여수시 호명동 ***-*,,,호양농장,2026-02-02 09:12:31,U,2026-02-04 02:40:00,,266794.704797423,145774.116901949,가축사육업,,542,000,0,한우,,호양농장_전라남도여수시호명동***-*
201,가축사육업,02_04_01_P,5310000,531000003320150023,2015-06-03,,1,영업/정상,0,정상,,,,,,,660-851,,경상남도 진주시 진성면 동산길**번길 **-*,52620,남식농장,2026-02-02 17:11:52,U,2026-02-04 02:40:00,,310778.682370823,189171.121752273,가축사육업,,788,000,0,한우,,남식농장_
802,가축사육업,02_04_01_P,5070000,507000003320150017,2015-04-17,,1,영업/정상,0,정상,,,,,,,760-821,"경상북도 안동시 서후면 저전리 *** , ***-*",경상북도 안동시 서후면 북평로 ***-**,36616,유영농장,2026-02-12 17:48:30,U,2026-02-14 02:40:00,,352135.398900761,350542.11084033,가축사육업,,1685,000,0,한우,,"유영농장_경상북도안동시서후면저전리***,***-*"
837,가축사육업,02_04_01_P,4910000,491000003320150006,2015-04-14,,1,영업/정상,0,정상,,2021-05-12,2021-11-30,,061-863-6954,,529-806,전라남도 장흥군 장흥읍 영전리 ***-*,전라남도 장흥군 장흥읍 석동*길 ***,59335,석동농장,2026-02-11 11:14:26,U,2026-02-14 02:40:00,,187544.968656505,131218.969171873,가축사육업,,1586,000,0,염소,,석동농장_전라남도장흥군장흥읍영전리***-*
203,가축사육업,02_04_01_P,5310000,531000003320150018,2015-04-09,,1,영업/정상,0,정상,,,,,,,660-862,경상남도 진주시 일반성면 남산리 ****,경상남도 진주시 일반성면 일사로 ***-*,52619,명상농장,2026-02-02 17:10:38,U,2026-02-04 02:40:00,,314796.564225338,183978.232853715,가축사육업,,783,000,0,한우,,명상농장_경상남도진주시일반성면남산리****
464,가축사육업,02_04_01_P,5310000,531000003320150013,2015-03-17,,1,영업/정상,0,정상,,,,,,,,경상남도 진주시 문산읍 안전리 **-*,경상남도 진주시 문산읍 문산로 ***,52841,자문농장,2026-02-04 16:10:38,U,2026-02-07 02:40:00,,309864.222065844,183859.449353604,가축사육업,,778,000,0,한우,,자문농장_경상남도진주시문산읍안전리**-*
619,가축사육업,02_04_01_P,5160000,516000003320150016,2015-03-11,,1,영업/정상,0,정상,,,,,,,763-852,경상북도 청송군 현동면 창양리 ***-*,,,청송소망농장,2026-02-09 09:44:45,U,2026-02-11 02:40:00,,381046.990621398,310856.873800838,가축사육업,,419,L00,0,종계/산란계,,청송소망농장_경상북도청송군현동면창양리***-*
624,가축사육업,02_04_01_P,4910000,491000003320090217,2015-02-23,,1,영업/정상,0,정상,,,,,,0.0,529-862,"전라남도 장흥군 용산면 상금리 *** , 가동",,,여동농장,2026-02-09 16:14:15,U,2026-02-11 02:40:00,,194579.664346346,124532.292955066,가축사육업,,1149,000,0,한우,,"여동농장_전라남도장흥군용산면상금리***,가동"
838,가축사육업,02_04_01_P,4910000,491000003320040029,2015-02-17,,1,영업/정상,0,정상,,,,,,0.0,529-831,전라남도 장흥군 장동면 하산리 **-*,전라남도 장흥군 장동면 흥성로 ****-**,,없음,2026-02-11 16:37:15,U,2026-02-14 02:40:00,,197224.285880063,137461.469000254,가축사육업,,30,000,0,육계,,없음_전라남도장흥군장동면하산리**-*
706,가축사육업,02_04_01_P,5390000,539000003320150002,2015-02-16,,1,영업/정상,0,정상,,,,,,,636-961,"경상남도 의령군 부림면 여배리 ***-* , -*, -* , ***-*",경상남도 의령군 부림면 의합대로 ****-**,52107,유진농장,2026-02-10 14:41:03,U,2026-02-12 02:40:00,,322440.589870668,222721.259717693,가축사육업,,492,000,0,한우,,"유진농장_경상남도의령군부림면여배리***-*,-*,-*,***-*"
580,가축사육업,02_04_01_P,4500000,450000003320150022,2015-01-29,,1,영업/정상,0,정상,,,,,,,314-831,,충청남도 공주시 계룡면 경천용두길 ***-**,32619,은하농장,2026-02-07 10:05:56,U,2026-02-09 02:40:00,,213048.599276111,312156.824754723,가축사육업,,2742,000,0,한우,,은하농장_
220,가축사육업,02_04_01_P,4400000,440000003320140260,2014-11-14,,1,영업/정상,0,정상,,,,,,,390-872,충청북도 제천시 봉양읍 구곡리,충청북도 제천시 봉양읍 구곡로 ***-*,27118,국사봉농장,2026-02-02 13:26:43,U,2026-02-04 02:40:00,,298570.462146055,397135.415716448,가축사육업,,668,000,0,산양,,국사봉농장_충청북도제천시봉양읍구곡리
150,가축사육업,02_04_01_P,4500000,450000003320140611,2014-10-06,,1,영업/정상,0,정상,,,,,,,,충청남도 공주시 우성면 도천리 ***-*,충청남도 공주시 우성면 신웅아랫말길 **-**,32528,신웅농장,2026-02-02 16:58:40,U,2026-02-04 02:40:00,,208637.854343727,332131.977183062,가축사육업,,2645,000,0,육계,,신웅농장_충청남도공주시우성면도천리***-*
403,가축사육업,02_04_01_P,4960000,496000003320140029,2014-09-30,,1,영업/정상,0,정상,,,,,,,525-884,전라남도 함평군 월야면 월야리 ***,전라남도 함평군 월야면 전하길 **-*,57124,푸른농장,2026-02-04 17:18:57,U,2026-02-06 02:40:00,,166326.344135669,186873.464097274,가축사육업,,2019,000,0,한우,,푸른농장_전라남도함평군월야면월야리***
907,가축사육업,02_04_01_P,5410000,541000003320140206,2014-09-23,,1,영업/정상,0,정상,,,,,,,635-832,경상남도 창녕군 이방면 안리 ***,경상남도 창녕군 이방면 이방로 ***-**,50301,진구농장,2026-02-13 15:20:05,U,2026-02-15 02:40:00,,326369.620034441,232592.849666311,가축사육업,,1302,000,0,한우,,진구농장_경상남도창녕군이방면안리***
668,가축사육업,02_04_01_P,4570000,457000003320140091,2014-09-11,,1,영업/정상,0,정상,,,,,,,323-923,"충청남도 부여군 임천면 점리 ***-* 외 *필지(***,***,***-*,***,***-*,***-*,***-*)",충청남도 부여군 임천면 남성로****번길 ***-*,33218,농업회사법인 주식회사 조하 부여지점,2026-02-10 08:57:44,U,2026-02-12 02:40:00,,188196.909159058,300492.232262987,가축사육업,,1666,L00,0,육계,,"농업회사법인주식회사조하부여지점_충청남도부여군임천면점리***-*외*필지(***,***,***-*,***,***-*,***-*,***-*)"
458,가축사육업,02_04_01_P,4201000,420000003320140049,2014-08-29,,1,영업/정상,0,정상,,,,,,,210-841,"강원특별자치도 강릉시 성산면 산북리 **** 외 *필지(****, ****)",강원특별자치도 강릉시 성산면 내맬길 ***,25445,초원농장,2026-02-05 10:15:00,U,2026-02-07 02:40:00,,361079.864779227,467971.084320724,가축사육업,,538,000,0,한우,,"초원농장_강원특별자치도강릉시성산면산북리****외*필지(****,****)"
375,가축사육업,02_04_01_P,5060000,506000003320140491,2014-05-24,,2,휴업,1,휴업,,2025-12-31,2028-12-31,,,,740-950,경상북도 김천시 대덕면 추량리 ***,,,김현숙,2026-02-03 10:59:10,U,2026-02-06 02:40:00,,288643.329389781,268282.511728837,가축사육업,,2093,000,0,한우,,김현숙_경상북도김천시대덕면추량리***
369,가축사육업,02_04_01_P,4590000,459000003320140157,2014-05-23,,3,폐업,2,폐업,2026-02-04,,,,,,345-861,충청남도 청양군 목면 대평리 ***,충청남도 청양군 목면 가야미길 **-**,33358,박경순농장,2026-02-04 15:47:39,U,2026-02-06 02:40:00,,198487.287313991,323668.529439598,가축사육업,,1422,000,0,한우,,박경순농장_충청남도청양군목면대평리***
869,가축사육업,02_04_01_P,4500000,450000003320140499,2014-05-16,,1,영업/정상,0,정상,,,,,,,,충청남도 공주시 계룡면 월곡리 ***,충청남도 공주시 계룡면 월산길 ***-**,32617,늘찬농장,2026-02-13 15:27:05,U,2026-02-15 02:40:00,,210530.848078403,314299.508926261,가축사육업,,2533,000,0,종계/산란계,,늘찬농장_충청남도공주시계룡면월곡리***
460,가축사육업,02_04_01_P,4271000,427000003320140205,2014-04-17,,1,영업/정상,0,정상,,,,,,,230-851,강원특별자치도 영월군 주천면 금마리 ***,,,이관수 농장,2026-02-05 13:12:08,U,2026-02-07 02:40:00,,310479.462279829,415930.242857274,가축사육업,,556,000,0,한우,,이관수농장_강원특별자치도영월군주천면금마리***
166,가축사육업,02_04_01_P,5110000,511000003320140068,2014-04-01,,1,영업/정상,0,정상,,,,,,,742-833,경상북도 상주시 청리면 원장리 ****-**,,,영호농장,2026-02-02 18:19:06,U,2026-02-04 02:40:00,,301632.504141455,316716.120666416,가축사육업,,1897,000,0,한우,,영호농장_경상북도상주시청리면원장리****-**
795,가축사육업,02_04_01_P,4500000,450000003320140404,2014-03-26,,1,영업/정상,0,정상,,,,,,,314-811,충청남도 공주시 의당면 덕학리 ***,충청남도 공주시 의당면 의당로 ****-*,32516,조우리,2026-02-12 17:55:47,U,2026-02-14 02:40:00,,214395.760159194,342638.774414503,가축사육업,,2438,000,0,종계/산란계,,조우리_충청남도공주시의당면덕학리***
466,가축사육업,02_04_01_P,4241000,424000003320140144,2014-03-13,,1,영업/정상,0,정상,,,,,573-8973,,,강원특별자치도 삼척시 근덕면 교가리 ****-*,강원특별자치도 삼척시 근덕면 미근로 ****-**,25933,이동석,2026-02-05 17:48:02,U,2026-02-07 02:40:00,,396136.304186676,432810.39245936,가축사육업,,824,000,0,한우,,이동석_강원특별자치도삼척시근덕면교가리****-*
819,가축사육업,02_04_01_P,4181000,418000003320140316,2014-03-11,,3,폐업,2,폐업,2026-02-12,,,,,,200-854,강원특별자치도 춘천시 동면 품걸리 ***-*,강원특별자치도 춘천시 동면 품걸길 ***,24211,상진 목장,2026-02-12 15:15:19,U,2026-02-14 02:40:00,,278828.447121039,487249.215923968,가축사육업,,770,000,0,한우,,상진목장_강원특별자치도춘천시동면품걸리***-*
341,가축사육업,02_04_01_P,4470000,447000003320140034,2014-03-06,,1,영업/정상,0,정상,,,,,,,369-824,충청북도 음성군 대소면 태생리 **-*,충청북도 음성군 대소면 대금로***번길 ***-**,27661,장철농장,2026-01-30 11:26:46,U,2026-02-04 11:04:37,,244401.054273685,386443.024693657,가축사육업,,752,000,0,한우,,장철농장_충청북도음성군대소면태생리**-*
277,가축사육업,02_04_01_P,4261000,426000003320140061,2014-02-26,,3,폐업,2,폐업,2026-01-30,,,,,,,강원특별자치도 횡성군 둔내면 마암리 ***-*,강원특별자치도 횡성군 둔내면 경강로마암*길 **-**,25260,길농장,2026-01-30 09:10:16,U,2026-02-04 11:04:37,,307569.375268037,450679.462419436,가축사육업,,2051,000,0,한우,,길농장_강원특별자치도횡성군둔내면마암리***-*
282,가축사육업,02_04_01_P,4920000,492000003320140173,2014-02-26,,1,영업/정상,0,정상,,,,,,,527-851,전라남도 강진군 군동면 용소리 **-*,전라남도 강진군 군동면 석동길 **-**,59219,모싯골농장,2026-01-30 13:49:12,U,2026-02-04 11:04:37,,186247.137792265,130849.174232668,가축사육업,,1678,000,0,염소,,모싯골농장_전라남도강진군군동면용소리**-*
385,가축사육업,02_04_01_P,4181000,418000003320140181,2014-02-23,,1,영업/정상,0,정상,,,,,,,,강원특별자치도 춘천시 서면 오월리 ***-**,,,협동농장,2026-02-04 15:30:58,U,2026-02-06 02:40:00,,255508.457825382,496692.445598851,가축사육업,,635,000,0,한우,,협동농장_강원특별자치도춘천시서면오월리***-**
808,가축사육업,02_04_01_P,4500000,450000003320140222,2014-02-22,,1,영업/정상,0,정상,,,,,,,314-851,"충청남도 공주시 탄천면 남산리 ***-** ***,***,***-*,***,***-**,***-**",충청남도 공주시 탄천면 산골*길 **-**,,다산축산,2026-02-12 17:26:25,U,2026-02-14 02:40:00,,203188.778914818,311187.913056324,가축사육업,,2255,000,0,종계/산란계,,"다산축산_충청남도공주시탄천면남산리***-*****,***,***-*,***,***-**,***-**"
457,가축사육업,02_04_01_P,3570000,357000003320140052,2014-02-21,,1,영업/정상,0,정상,,,,,,,417-894,인천광역시 강화군 내가면 외포리 ***-*,,,길호농장,2026-02-05 14:28:52,U,2026-02-07 02:40:00,,145125.067456289,467140.75762219,가축사육업,,756,000,0,한우,,길호농장_인천광역시강화군내가면외포리***-*
173,가축사육업,02_04_01_P,4181000,418000003320140077,2014-02-21,,1,영업/정상,0,정상,,,,,,,200-812,강원특별자치도 춘천시 신동면 증리 ***-*,강원특별자치도 춘천시 신동면 김유정로 ****-**,24412,신틀농장,2026-02-02 11:20:23,U,2026-02-04 02:40:00,,263962.958963959,481757.230704504,가축사육업,,531,000,0,한우,,신틀농장_강원특별자치도춘천시신동면증리***-*
763,가축사육업,02_04_01_P,3730000,373000003320140118,2014-02-20,,3,폐업,2,폐업,2026-02-11,,,,,,689-821,,울산광역시 울주군 상북면 순정*길 **,44906,이병득,2026-02-11 11:16:01,U,2026-02-13 02:40:00,,388181.850485232,233367.725343156,가축사육업,,2236,000,0,한우,,이병득_
432,가축사육업,02_04_01_P,4390000,439000003320140104,2014-02-20,,1,영업/정상,0,정상,,,,,,,,충청북도 충주시 금가면 유송리 **-*,충청북도 충주시 금가면 반송*길 *,27445,김금태,2026-02-04 10:32:48,U,2026-02-06 02:40:00,,280624.42074191,389776.524868484,가축사육업,,1106,000,0,한우,,김금태_충청북도충주시금가면유송리**-*
459,가축사육업,02_04_01_P,4271000,427000003320140100,2014-02-20,,3,폐업,2,폐업,2026-02-03,,,,,,230-814,강원특별자치도 영월군 산솔면 연상리 ***,,,유봉환 농장,2026-02-05 09:20:25,U,2026-02-07 02:40:00,,342964.707822277,412874.744255404,가축사육업,,451,000,0,한우,,유봉환농장_강원특별자치도영월군산솔면연상리***
643,가축사육업,02_04_01_P,5470000,547000003320140003,2014-02-18,,1,영업/정상,0,정상,,,,,,,670-911,"경상남도 거창군 가조면 석강리 *** 외 *필지(***-*, ***-*, ***)",,,백운농장 가조농장,2026-02-09 11:29:31,U,2026-02-11 02:40:00,,293152.261949357,243932.554979071,가축사육업,,1811,000,0,돼지,,"백운농장가조농장_경상남도거창군가조면석강리***외*필지(***-*,***-*,***)"
827,가축사육업,02_04_01_P,4950000,495000003320140023,2014-02-15,,1,영업/정상,0,정상,,,,,,,534-800,전라남도 무안군 무안읍 매곡리 ***,,,명규농장,2026-02-12 14:43:07,U,2026-02-14 02:40:00,,150346.918541881,169502.931163519,가축사육업,,1989,000,0,한우,,명규농장_전라남도무안군무안읍매곡리***
157,가축사육업,02_04_01_P,4500000,450000003320140169,2014-02-15,,3,폐업,2,폐업,2026-02-02,,,,,,314-842,충청남도 공주시 이인면 오룡리 **,충청남도 공주시 이인면 조정길 ***-*,,영환농장,2026-02-02 16:47:04,U,2026-02-04 02:40:00,,207092.418221724,322390.59007936,가축사육업,,2202,000,0,한우,,영환농장_충청남도공주시이인면오룡리**
742,가축사육업,02_04_01_P,4580000,458000003320140061,2014-02-12,,2,휴업,1,휴업,,2026-02-11,2029-02-10,,,,325-823,충청남도 서천군 판교면 상좌리 ***,충청남도 서천군 판교면 심동길 **-**,33614,윤기열농장,2026-02-11 15:13:44,U,2026-02-13 02:40:00,,168617.161390645,294676.274332261,가축사육업,,459,000,0,한우,,윤기열농장_충청남도서천군판교면상좌리***
430,가축사육업,02_04_01_P,4400000,440000003320140026,2014-02-11,,1,영업/정상,0,정상,,,,,,,390-813,충청북도 제천시 송학면 시곡리 ***-*,,,신선목장,2026-02-03 18:02:54,U,2026-02-06 02:40:00,,314179.376070977,410121.845558651,가축사육업,,432,000,0,한우,,신선목장_충청북도제천시송학면시곡리***-*
159,가축사육업,02_04_01_P,4500000,450000003320140047,2014-01-26,,1,영업/정상,0,정상,,,,,854-8200,,314-865,"충청남도 공주시 우성면 안양리 ** **-*,-*,**-*,-*,-*,-*",충청남도 공주시 우성면 덕바위길 **-**,,안양농장,2026-02-02 13:19:25,U,2026-02-04 02:40:00,,201193.294550702,327638.603521912,가축사육업,,2078,000,0,돼지,,"안양농장_충청남도공주시우성면안양리****-*,-*,**-*,-*,-*,-*"
820,가축사육업,02_04_01_P,5060000,506000003320140154,2014-01-21,,3,폐업,2,폐업,2025-12-31,,,,437-5389,,740-850,경상북도 김천시 감문면 금곡리 ****,경상북도 김천시 감문면 금곡*길 ***-**,39509,김종도농장,2026-02-12 17:29:25,U,2026-02-14 02:40:00,,304106.301266384,303681.535615938,가축사육업,,1756,000,0,한우,,김종도농장_경상북도김천시감문면금곡리****
189,가축사육업,02_04_01_P,5310000,531000003320140007,2014-01-17,,1,영업/정상,0,정상,,,,,,,660-851,경상남도 진주시 진성면 동산리 ***-*,,,김덕곤농장,2026-02-02 17:09:44,U,2026-02-04 02:40:00,,311340.404816354,188677.427125718,가축사육업,,625,000,0,한우,,김덕곤농장_경상남도진주시진성면동산리***-*
221,가축사육업,02_04_01_P,4400000,440000003320140003,2014-01-14,,1,영업/정상,0,정상,,,,,,,390-814,충청북도 제천시 송학면 입석리 ***,,,팔도농장,2026-02-02 13:29:56,U,2026-02-04 02:40:00,,314937.144283432,412044.495662049,가축사육업,,402,000,0,산양,,팔도농장_충청북도제천시송학면입석리***
916,가축사육업,02_04_01_P,5710000,573000003320143005,2014-01-10,,1,영업/정상,0,정상,,,,,,,363-954,충청북도 청주시 흥덕구 오송읍 만수리 ***-**,,,지미농장,2026-02-13 14:46:02,U,2026-02-15 02:40:00,,229956.334041666,347672.868996685,가축사육업,,1654,000,0,한우,,지미농장_충청북도청주시흥덕구오송읍만수리***-**
596,가축사육업,02_04_01_P,5050000,505000003320131763,2013-12-18,,1,영업/정상,0,정상,,,,,748-4206,,,경상북도 경주시 건천읍 화천리 ****-*,,,박곤국,2026-02-09 14:58:52,U,2026-02-11 02:40:00,,392575.889907867,257729.952377801,가축사육업,,4398,000,0,한우,,박곤국_경상북도경주시건천읍화천리****-*
539,가축사육업,02_04_01_P,4641000,464100003320130001,2013-12-17,,1,영업/정상,0,정상,,,,,063-212-6139,,561-400,전북특별자치도 전주시 덕진구 화전동 ****,전북특별자치도 전주시 덕진구 곡천길 ** (화전동),54800,곡천농장,2026-02-06 17:07:25,U,2026-02-08 02:40:00,,203012.866762785,265243.185159232,가축사육업,,43,000,0,한우,,곡천농장_전북특별자치도전주시덕진구화전동****
654,가축사육업,02_04_01_P,5570000,557000003320130042,2013-12-16,,1,영업/정상,0,정상,,,,,,,368-903,충청북도 증평군 증평읍 용강리 ***-*,충청북도 증평군 증평읍 외룡길 **,27908,재민농장,2026-02-09 10:21:12,U,2026-02-11 02:40:00,,254908.388626913,364059.857126985,가축사육업,,235,000,0,한우,,재민농장_충청북도증평군증평읍용강리***-*
521,가축사육업,02_04_01_P,5060000,506000003320130135,2013-12-15,,1,영업/정상,0,정상,,,,2026-02-06,,,740-833,경상북도 김천시 어모면 도암리 ***,,,시몬사슴농장,2026-02-06 09:26:05,U,2026-02-08 02:40:00,,298452.192958168,301698.740804137,가축사육업,,1479,000,0,사슴,,시몬사슴농장_경상북도김천시어모면도암리***
657,가축사육업,02_04_01_P,5570000,557000003320130023,2013-12-10,,1,영업/정상,0,정상,,,,,,,,충청북도 증평군 증평읍 남차리 ***-*,충청북도 증평군 증평읍 수현*길 **-**,27911,웰빙오리촌,2026-02-09 10:30:50,U,2026-02-11 02:40:00,,256232.468920987,360278.679751272,가축사육업,,216,000,0,한우,,웰빙오리촌_충청북도증평군증평읍남차리***-*
