번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),환경업무구분명,폐기물처리업구분명,폐기물처리업별처리구분명,폐기물구분명,허용보관량,허용보관량내용,Unnamed: 34,record_key
90,건설폐기물처리업,09_30_05_P,4400000,440000092201100002,2011-08-10,,1,영업/정상,BBBB,영업,,,,,0436515011,,390-260,충청북도 제천시 두학동 70-1,충청북도 제천시 의병대로 713 (두학동),390-260,(주)아원,2026-03-05 15:19:07,U,2026-03-07 02:40:00,,313221.998754834,404148.255849376,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,4680.0,,,(주)아원_충청북도제천시두학동70-1
15,건설폐기물처리업,09_30_05_P,5410000,541000092200900002,2011-03-31,,1,영업/정상,BBBB,영업,,,,,0555212251,,635-912,경상남도 창녕군 도천면 덕곡리 169-1,경상남도 창녕군 도천면 길곡로 722,635-912,(주)성전산업,2026-03-03 19:37:15,U,2026-03-05 02:40:00,,342347.643902536,216714.491005636,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)성전산업_경상남도창녕군도천면덕곡리169-1
45,건설폐기물처리업,09_30_05_P,5440000,544000092200900001,2009-09-15,,1,영업/정상,BBBB,영업,,,,,055-882-3663,,,경상남도 하동군 하동읍 읍내리 169-1,"경상남도 하동군 하동읍 군청로 36, 3층",52333,(주)현대환경,2026-03-04 09:11:44,U,2026-03-06 02:40:00,,268552.896728047,174310.851159887,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)현대환경_경상남도하동군하동읍읍내리169-1
25,건설폐기물처리업,09_30_05_P,4490000,449000092200900001,2009-05-19,,1,영업/정상,BBBB,영업,,,,,041-522-0879,,,충청남도 천안시 서북구 성거읍 정촌리 234-1,충청남도 천안시 서북구 성거읍 남산3길 58-24,31041,리뉴콘대원(주),2026-03-04 16:22:32,U,2026-03-06 02:40:00,,216237.990578999,375646.908916648,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,리뉴콘대원(주)_충청남도천안시서북구성거읍정촌리234-1
63,건설폐기물처리업,09_30_05_P,5050000,505000092200900004,2009-05-14,,3,폐업,2,폐업,2026-03-05,,,,7487028,,,경상북도 경주시 충효동 2950 경동프라자상가,"경상북도 경주시 충효녹지길 102-9, 경동프라자상가 나동 202호 (충효동)",38060,(주)형제건설,2026-03-05 17:54:49,U,2026-03-07 02:40:00,,396890.876864051,262690.717840394,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)형제건설_경상북도경주시충효동2950경동프라자상가
62,건설폐기물처리업,09_30_05_P,4251000,425100092200800004,2008-05-06,,1,영업/정상,BBBB,영업,,,,,0334359953,,,강원특별자치도 홍천군 홍천읍 삼마치리 80-1,강원특별자치도 홍천군 홍천읍 옥류동길 123-6,,상지환경산업(주),2026-03-05 15:06:12,U,2026-03-07 02:40:00,,278840.232859806,459670.811622533,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,9000.0,,,상지환경산업(주)_강원특별자치도홍천군홍천읍삼마치리80-1
16,건설폐기물처리업,09_30_05_P,4080000,408000092200800001,2008-04-18,,1,영업/정상,BBBB,영업,,,,,6561822,,456-812,경기도 안성시 원곡면 산하리 251-2 251-3,경기도 안성시 원곡면 지문로 432,456-812,동부이엔티(주),2026-03-03 17:29:16,U,2026-03-05 02:40:00,,212993.232452252,396616.273086607,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,동부이엔티(주)_경기도안성시원곡면산하리251-2251-3
48,건설폐기물처리업,09_30_05_P,4671000,467100092200700002,2008-03-24,,1,영업/정상,BBBB,영업,,,,,0634517111,,573-530,"전북특별자치도 군산시 내초동 215-21 ,214-11",전북특별자치도 군산시 옥서북길 276-27 (내초동),573-530,대한이앤이(주),2026-03-04 20:52:22,U,2026-03-06 02:40:00,,165695.758679023,271714.973483808,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,16944.0,,,"대한이앤이(주)_전북특별자치도군산시내초동215-21,214-11"
74,건설폐기물처리업,09_30_05_P,3640000,364000092200700006,2007-12-20,,1,영업/정상,BBBB,영업,,,,,042-271-6955,,,대전광역시 동구 낭월동 208-11 301호,"대전광역시 동구 산내로 1354, 301호 (낭월동)",34702,근영환경(주),2026-03-05 15:23:29,U,2026-03-07 02:40:00,,241818.302254513,309366.884238512,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,1.0,,,근영환경(주)_대전광역시동구낭월동208-11301호
21,건설폐기물처리업,09_30_05_P,4620000,462000092200700003,2007-11-09,,1,영업/정상,BBBB,영업,,,,,041-672-8909,,,충청남도 태안군 태안읍 남문리 708-9,충청남도 태안군 태안읍 후곡로 65,357-900,삼일환경산업(주),2026-03-03 11:38:18,U,2026-03-05 02:40:00,,137463.465310207,360800.194727717,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,삼일환경산업(주)_충청남도태안군태안읍남문리708-9
69,건설폐기물처리업,09_30_05_P,5470000,547000092200000001,2007-06-01,,1,영업/정상,BBBB,영업,,,,,055-943-1718,,670-853,,경상남도 거창군 위천면 원당2길 150,50104,(주)한국크락샤,2026-03-05 10:32:31,U,2026-03-07 02:40:00,,278661.244649869,253463.416909168,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,8960.0,,,(주)한국크락샤_
53,건설폐기물처리업,09_30_05_P,5690000,569000092200700002,2007-05-01,,1,영업/정상,BBBB,영업,,,,,044-865-3900,,339-842,"세종특별자치시 전동면 송성리 611-1 ,-8,-11,609,609-2,607-5,610,-1,-2,-3,611,산174","세종특별자치시 전동면 솔티로 494-52 (,-8,-11,609,609-2,607-5,610,-1,-2,-3,611,산174)",30009,인선이엔티(주)세종지점,2026-03-04 15:27:38,U,2026-03-06 02:40:00,,219904.233804076,348783.546107004,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,"인선이엔티(주)세종지점_세종특별자치시전동면송성리611-1,-8,-11,609,609-2,607-5,610,-1,-2,-3,611,산174"
20,건설폐기물처리업,09_30_05_P,3100000,310000092200700002,2007-01-09,,1,영업/정상,BBBB,영업,,,,,,,139-201,서울특별시 노원구 상계동 1267 토마토파르코 1509호,"서울특별시 노원구 동일로 1700, 1509호 (상계동,토마토파르코)",,(주)삼보ENT,2026-03-03 12:28:05,U,2026-03-05 02:40:00,,204855.557180678,464199.048415229,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)삼보ENT_서울특별시노원구상계동1267토마토파르코1509호
41,건설폐기물처리업,09_30_05_P,5020000,502000092200800007,2006-10-31,,1,영업/정상,BBBB,영업,,,,,0542823678,,,경상북도 포항시 북구 흥해읍 이인리 243-3,"경상북도 포항시 북구 흥해읍 달전로 166, 2층",37567,엠에스디산업(주),2026-03-04 11:29:17,U,2026-03-06 02:40:00,,410261.326622833,286851.788623821,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,엠에스디산업(주)_경상북도포항시북구흥해읍이인리243-3
17,건설폐기물처리업,09_30_05_P,5670000,567015692200500003,2005-12-28,,1,영업/정상,BBBB,영업,,,,,0552715602,,631-822,경상남도 창원시 마산합포구 진북면 망곡리 13-5,경상남도 창원시 마산합포구 진북면 연동로 120,631-822,(주)청강,2026-03-03 17:08:40,U,2026-03-05 02:40:00,,336128.488292269,183463.812303794,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,12540.0,,,(주)청강_경상남도창원시마산합포구진북면망곡리13-5
88,건설폐기물처리업,09_30_05_P,4580000,458000092200500001,2005-11-22,,1,영업/정상,BBBB,영업,,,,,0419529181,,,충청남도 서천군 비인면 성북리 317-3 대형조립식판넬,"충청남도 서천군 비인면 서인로 1254, 대형조립식판넬",33605,(주)동서환경산업,2026-03-05 15:59:07,U,2026-03-07 02:40:00,,163640.904009229,293788.630914044,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)동서환경산업_충청남도서천군비인면성북리317-3대형조립식판넬
8,건설폐기물처리업,09_30_05_P,5060000,506000092200500001,2005-04-02,,1,영업/정상,BBBB,영업,,,,,435-6647,,,경상북도 김천시 남면 부상리 879-1,경상북도 김천시 남면 사모실길 68,740-872,(주)그린파워텍,2026-03-03 00:24:39,U,2026-03-05 02:40:00,,312992.327986931,286845.90983099,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)그린파워텍_경상북도김천시남면부상리879-1
51,건설폐기물처리업,09_30_05_P,5480000,548000092200500001,2004-12-20,,1,영업/정상,BBBB,영업,,,,,055-932-9200,,678-811,경상남도 합천군 율곡면 두사리 275,경상남도 합천군 율곡면 황강옥전로 292-3,50243,㈜상원엔텍,2026-03-04 09:00:56,U,2026-03-06 02:40:00,,310977.430040361,234548.244350955,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,20476.0,,,㈜상원엔텍_경상남도합천군율곡면두사리275
81,건설폐기물처리업,09_30_05_P,5480000,548000092200700001,2004-12-04,,1,영업/정상,BBBB,영업,,,,,055-932-9200,,,경상남도 합천군 율곡면 두사리 275,경상남도 합천군 율곡면 황강옥전로 292-3,50243,(주)상원엔텍,2026-03-05 17:12:59,U,2026-03-07 02:40:00,,310977.430040361,234548.244350955,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,20476.0,,,(주)상원엔텍_경상남도합천군율곡면두사리275
9,건설폐기물처리업,09_30_05_P,4211000,421100092200700007,2004-05-24,,1,영업/정상,BBBB,영업,,,,,033-531-4312,,240-812,강원특별자치도 동해시 천곡동 959-1,강원특별자치도 동해시 감추5길 36 (천곡동),240-010,조동중기,2026-03-03 16:39:43,U,2026-03-05 02:40:00,,387358.907459149,448351.93704925,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,조동중기_강원특별자치도동해시천곡동959-1
24,건설폐기물처리업,09_30_05_P,3470000,347000092200400001,2004-02-11,,3,폐업,2,폐업,2026-03-04,,,,053-584-9944,,,대구광역시 달서구 본동 760,"대구광역시 달서구 구마로 100, 101동 4504호 (본동)",42733,(주)우경환경,2026-03-04 09:48:34,U,2026-03-06 02:40:00,,338844.388536146,260744.90078295,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)우경환경_대구광역시달서구본동760
87,건설폐기물처리업,09_30_05_P,4530000,453000092200800002,2002-11-21,,1,영업/정상,BBBB,영업,,,,,041-688-6388,,356-824,충청남도 서산시 해미면 산수리 145-4,충청남도 서산시 해미면 산수로 137-24,356-824,우선산업(주),2026-03-05 20:25:35,U,2026-03-07 02:40:00,,161945.795424377,355379.530593443,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,16000.0,,,우선산업(주)_충청남도서산시해미면산수리145-4
39,건설폐기물처리업,09_30_05_P,5190000,519000092200200001,2002-02-27,,1,영업/정상,BBBB,영업,,,,,0543712388,,,경상북도 청도군 청도읍 고수리 513-2,경상북도 청도군 청도읍 고수구길 60,38344,주식회사 재아건설,2026-03-04 16:24:26,U,2026-03-06 02:40:00,,357520.971447506,239668.46637409,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,주식회사재아건설_경상북도청도군청도읍고수리513-2
68,건설폐기물처리업,09_30_05_P,3990000,399000092200700011,2001-05-15,,1,영업/정상,BBBB,영업,,,,,0315736001,,,경기도 남양주시 진건읍 송능리 113-8 2층,"경기도 남양주시 진건읍 진건오남로 397-11, 2층",12129,(주)원보,2026-03-05 11:33:37,U,2026-03-07 02:40:00,,217630.199590332,463467.382973566,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)원보_경기도남양주시진건읍송능리113-82층
