번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),사무실면적,소독차량차고면적,초미립자살포기수,휴대용소독기수,동력분무기수,수동식분무기수,방독면수,보호안경수,보호용의복수,진공청소기수,Unnamed: 38,record_key
61,소독업,09_30_11_P,3990000,PHMB520263990309042500002,2026-01-29,,1,영업/정상,13,영업중,,,,,,,,,"경기도 남양주시 홍유릉로 328-2, 지하1층 2호 (금곡동)",12238.0,가온플러스,2026-02-03 09:18:53,I,2026-02-06 00:20:02,,217932.868757744,458704.328215434,12.0,3.0,1,2,0,3,5,5,5,2,,가온플러스_
153,소독업,09_30_11_P,3980000,PHMB520263980021042500004,2026-01-29,,1,영업/정상,13,영업중,,,,,,,,경기도 구리시 수택동 465-22,"경기도 구리시 원수택로42번길 31, 1층 1호 (수택동)",11932.0,가온조경,2026-02-06 15:26:17,U,2026-02-08 02:40:00,,212493.366181,454733.075567609,9.52,1.04,1,2,0,3,5,5,5,1,,가온조경_경기도구리시수택동465-22
64,소독업,09_30_11_P,3990000,PHMB520263990309042500001,2026-01-29,,1,영업/정상,13,영업중,,,,,,,,,"경기도 남양주시 홍유릉로 328-2, 지하1층 5호 (금곡동)",12238.0,가온글로벌,2026-02-03 09:18:01,I,2026-02-06 00:20:02,,217932.868757744,458704.328215434,15.0,3.0,1,2,0,3,5,5,5,2,,가온글로벌_
180,소독업,09_30_11_P,3980000,PHMB520263980021042500003,2026-01-29,,1,영업/정상,13,영업중,,,,,,,,경기도 구리시 인창동 709 구리인창금호어울림아파트,"경기도 구리시 동구릉로 224, 구리인창금호어울림아파트 2층 201호 (인창동)",11909.0,공공비젼,2026-02-09 11:10:12,U,2026-02-11 02:40:00,,212294.094349878,457361.532759082,35.25,6.0,1,2,0,3,5,5,5,1,,공공비젼_경기도구리시인창동709구리인창금호어울림아파트
95,소독업,09_30_11_P,3600000,PHMB520263600020042500001,2026-01-28,,1,영업/정상,13,영업중,,,,,,,,광주광역시 서구 매월동 948 광주산업용재유통센터,"광주광역시 서구 매월2로 53, 광주산업용재유통센터 21동 1층 135호 (매월동)",62074.0,주경상사,2026-02-03 17:41:02,U,2026-02-06 02:40:00,,187425.334383555,179652.08783167,10.0,3.0,1,2,0,3,5,5,5,1,,주경상사_광주광역시서구매월동948광주산업용재유통센터
68,소독업,09_30_11_P,6510000,PHMB520266510096042500002,2026-01-27,,1,영업/정상,13,영업중,,,,,07088653957,,,제주특별자치도 제주시 삼도일동 572-1,"제주특별자치도 제주시 서광로 228, 3층 (삼도일동)",63186.0,호영주식회사,2026-02-03 17:48:22,I,2026-02-06 00:20:02,,155390.51144768,455.28207523187,0.0,0.0,1,2,0,3,5,5,5,1,,호영주식회사_제주특별자치도제주시삼도일동572-1
18,소독업,09_30_11_P,5710000,PHMB520265710109042500001,2026-01-26,,1,영업/정상,13,영업중,,,,,,,,충청북도 청주시 청원구 우암동 411-8,"충청북도 청주시 청원구 교서로222번길 2, 302-S62호 (우암동)",28485.0,다온,2026-02-02 13:04:45,U,2026-02-04 02:40:00,,242599.472230664,350489.102551812,7.58,3.06,2,2,0,3,5,5,24,2,,다온_충청북도청주시청원구우암동411-8
66,소독업,09_30_11_P,3540000,PHMB520263540021042500002,2026-01-26,,1,영업/정상,13,영업중,,,,,,,,인천광역시 부평구 부개동 414-2,인천광역시 부평구 마분로28번길 21 (부개동),21421.0,씨엘관리 주식회사,2026-02-03 15:34:17,I,2026-02-06 00:20:02,,176684.369660468,442435.040073054,15.18,7.96,1,2,0,3,5,5,5,2,,씨엘관리주식회사_인천광역시부평구부개동414-2
3,소독업,09_30_11_P,5380000,PHMB520265380356042500003,2026-01-26,,1,영업/정상,13,영업중,,,,,055-367-8415,,,경상남도 양산시 북정동 95-17,경상남도 양산시 산막공단남12길 107 (북정동),50568.0,(주)대성환경,2026-02-02 14:35:13,I,2026-02-04 00:20:02,,386592.304653305,209116.078843607,0.0,0.0,1,2,0,3,5,5,5,1,,(주)대성환경_경상남도양산시북정동95-17
57,소독업,09_30_11_P,4050000,PHMB520264050148042500001,2026-01-23,,1,영업/정상,13,영업중,,,,,031-8043-2825,,,,"경기도 용인시 기흥구 구갈로60번길 9-1, 라파빌딩 7336호 (구갈동)",16972.0,(주)다솔종합관리,2026-02-04 15:30:18,I,2026-02-06 00:20:02,,209893.255313201,419791.218270032,1.0,1.0,1,2,0,3,5,5,5,3,,(주)다솔종합관리_
157,소독업,09_30_11_P,3110000,PHMB520253110032042500010,2025-12-16,,1,영업/정상,13,영업중,,,,,,,,,"서울특별시 은평구 은평로13길 26, 2층 202호 (녹번동)",3459.0,하나린 사회적협동조합,2026-02-06 13:18:14,U,2026-02-08 02:40:00,,193282.133696302,455660.23936565,46.2,15.0,1,2,0,3,2,2,2,1,,하나린사회적협동조합_
99,소독업,09_30_11_P,5370000,PHMB520255370025042500003,2025-12-02,,1,영업/정상,13,영업중,,,,,,,,경상남도 거제시 장목면 외포리 348-1,경상남도 거제시 장목면 외포6길 3,53202.0,K그린존방역전문업체,2026-02-04 14:29:25,U,2026-02-06 02:40:00,,356728.697333559,162125.910221405,13.32,11.88,2,2,0,3,5,5,5,1,,K그린존방역전문업체_경상남도거제시장목면외포리348-1
98,소독업,09_30_11_P,5710000,PHMB520255710109042500008,2025-11-07,,3,폐업,3,폐업,2026-02-03,,,,,,,,"충청북도 청주시 청원구 오창읍 주성1길 9-1, 402호",28117.0,주식회사 벅스존코리아,2026-02-03 09:14:46,U,2026-02-06 02:40:00,,240222.167285587,359044.372694077,0.0,0.0,6,2,0,11,5,5,5,2,,주식회사벅스존코리아_
220,소독업,09_30_11_P,3830000,PHMB520253830263042500006,2025-11-03,,1,영업/정상,13,영업중,,,,,,,,경기도 안양시 동안구 비산동 1107 안양무역센터 704호,"경기도 안양시 동안구 시민대로 161, 안양무역센터 704호 (비산동)",14048.0,(주)에이치비컴퍼니,2026-02-10 13:34:51,U,2026-02-12 02:40:00,,195428.639895001,432045.441116327,32.47,19.18,1,2,0,3,5,5,5,1,,(주)에이치비컴퍼니_경기도안양시동안구비산동1107안양무역센터704호
159,소독업,09_30_11_P,5420000,PHMB520255420013042500001,2025-09-25,,1,영업/정상,13,영업중,,,,,055-674-2001,,,경상남도 고성군 고성읍 동외리 345-33,경상남도 고성군 고성읍 동외로 122,52941.0,고성지역자활센터,2026-02-06 13:24:12,U,2026-02-08 02:40:00,,321115.239729315,164556.283696607,0.0,0.0,1,2,0,3,5,5,5,1,,고성지역자활센터_경상남도고성군고성읍동외리345-33
255,소독업,09_30_11_P,3940000,PHMB520253940140042500003,2025-07-11,,1,영업/정상,13,영업중,,,,,,,,경기도 고양시 일산서구 대화동 2018,"경기도 고양시 일산서구 웅비로12번길 5-9, 1층 (대화동)",10369.0,청소업체 하다클린 종합환경,2026-02-11 15:58:54,U,2026-02-13 02:40:00,,178482.964395304,464688.053460279,22.4,8.4,2,2,0,4,5,5,5,3,,청소업체하다클린종합환경_경기도고양시일산서구대화동2018
282,소독업,09_30_11_P,3540000,PHMB520263540021042500004,2025-07-09,,1,영업/정상,13,영업중,,,,,,,,인천광역시 부평구 청천동 424-9,"인천광역시 부평구 평천로255번길 13, 부평테크노파크M2 105호 (청천동)",21315.0,주식회사 비엠에스코리아경인지사,2026-02-13 14:20:52,I,2026-02-15 00:20:02,,175038.203391524,446135.088587101,0.0,0.0,1,2,0,3,5,5,5,1,,주식회사비엠에스코리아경인지사_인천광역시부평구청천동424-9
139,소독업,09_30_11_P,5540000,PHMB520255540016042500003,2025-07-08,,3,폐업,3,폐업,2026-02-05,,,,,,,,"경기도 광주시 수하길 22, 1층 104호 (송정동)",12741.0,(주)세경씨앤씨,2026-02-05 11:17:54,U,2026-02-07 02:40:00,,223194.588338415,434794.351701311,0.0,0.0,1,2,0,3,2,2,2,1,,(주)세경씨앤씨_
298,소독업,09_30_11_P,5690000,PHMB520255690045042500014,2025-06-19,,1,영업/정상,13,영업중,,,,,070-4709-8541,,,세종특별자치시 조치원읍 침산리 89 욱일아파트,"세종특별자치시 조치원읍 충현로 159, 상가동 403-1호 (욱일아파트)",30021.0,(주)케이맨서비스,2026-02-13 16:19:40,U,2026-02-15 02:40:00,,226143.154114418,344640.28554246,0.0,0.0,1,2,0,3,5,5,5,2,,(주)케이맨서비스_세종특별자치시조치원읍침산리89욱일아파트
187,소독업,09_30_11_P,3490000,PHMB520253490019042500004,2025-06-05,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 도원동 24-82,"인천광역시 중구 도산로 13, 1층 (도원동)",22326.0,(주)공간비토,2026-02-09 12:50:59,U,2026-02-11 02:40:00,,167849.185087148,440698.040073954,29.98,0.0,1,2,0,3,2,2,2,1,,(주)공간비토_인천광역시중구도원동24-82
186,소독업,09_30_11_P,3370000,PHMB520253370022042500003,2025-05-27,,1,영업/정상,13,영업중,,,,,,,,부산광역시 연제구 연산동 662-54,"부산광역시 연제구 쌍미천로59번길 40-1, 2층 (연산동)",47590.0,훈이네 크린 소독,2026-02-09 09:52:44,U,2026-02-11 02:40:00,,390050.547411532,188562.402990435,35.68,9.3,1,2,0,3,5,5,5,1,,훈이네크린소독_부산광역시연제구연산동662-54
46,소독업,09_30_11_P,4751000,PHMB520254751020042500001,2025-05-14,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 장수군 장계면 장계리 336-6,전북특별자치도 장수군 장계면 신동북로 10,55615.0,농업회사법인 유한회사 장수대성드론 방제사업단,2026-01-30 17:09:14,U,2026-02-04 11:04:37,,252905.888928644,248164.664317615,45.0,17.5,1,2,0,3,5,5,5,1,,농업회사법인유한회사장수대성드론방제사업단_전북특별자치도장수군장계면장계리336-6
112,소독업,09_30_11_P,3830000,PHMB520253830263042500002,2025-04-08,,1,영업/정상,13,영업중,,,,,031-422-5506,,,경기도 안양시 동안구 관양동 1488-35 인덕원 골드프라자,"경기도 안양시 동안구 흥안대로 533, 인덕원 골드프라자 1104호 (관양동)",13951.0,주식회사 대영아이엔씨,2026-02-03 08:24:13,U,2026-02-06 02:40:00,,197816.352504811,433277.88522269,49.19,8.61,1,2,0,3,5,5,5,1,,주식회사대영아이엔씨_경기도안양시동안구관양동1488-35인덕원골드프라자
30,소독업,09_30_11_P,5000000,PHMB520255000025042500001,2025-04-03,,1,영업/정상,13,영업중,,,,,,,,전라남도 진도군 진도읍 남동리 522-3,전라남도 진도군 진도읍 남문길 49,58921.0,진도클린케어,2026-02-02 16:57:43,U,2026-02-04 02:40:00,,132295.199182296,109639.370605749,9.89,9.89,1,2,0,3,5,5,5,1,,진도클린케어_전라남도진도군진도읍남동리522-3
29,소독업,09_30_11_P,4191000,PHMB520254191050042500006,2025-03-28,,1,영업/정상,13,영업중,,,,,033-900-7055,,,강원특별자치도 원주시 단계동 1207-24,"강원특별자치도 원주시 전망길 12-1, 1층 (단계동)",26379.0,제이와이컴퍼니,2026-02-02 13:52:37,U,2026-02-04 02:40:00,,281226.502285072,428316.194653565,57.6,10.3,1,2,0,3,2,2,2,1,,제이와이컴퍼니_강원특별자치도원주시단계동1207-24
31,소독업,09_30_11_P,3520000,PHMB520253520019042500001,2025-03-13,,1,영업/정상,13,영업중,,,,,,,,,"인천광역시 연수구 하모니로178번길 22, 7층 가1호 (송도동)",22011.0,푸른청결,2026-02-02 16:16:06,U,2026-02-04 02:40:00,,168123.374869713,431284.384909565,6.6,3.3,1,2,0,3,5,5,5,1,,푸른청결_
65,소독업,09_30_11_P,3300000,PHMB520263300024042500001,2025-03-07,,1,영업/정상,13,영업중,,,,,,,,부산광역시 동래구 온천동 1452-41,"부산광역시 동래구 충렬대로108번길 49-3, 1층 일부호 (온천동)",47825.0,청소5,2026-02-03 16:51:45,I,2026-02-06 00:20:02,,388720.562606572,191447.764392248,16.5,1.5,1,2,0,4,5,5,5,9,,청소5_부산광역시동래구온천동1452-41
256,소독업,09_30_11_P,5670000,PHMB520255670066042500001,2025-02-20,,3,폐업,3,폐업,2026-02-11,,,,,,,경상남도 창원시 마산합포구 해운동 37-4 대동씨코아,"경상남도 창원시 마산합포구 월영동로 8, 1층 106호 (해운동, 대동씨코아)",51749.0,(주)한마음클린사업단,2026-02-11 20:39:34,U,2026-02-13 02:40:00,,342254.943847155,187846.078472269,11.37,4.5,1,32,0,3,5,5,5,1,,(주)한마음클린사업단_경상남도창원시마산합포구해운동37-4대동씨코아
291,소독업,09_30_11_P,5060000,PHMB520265060023042500002,2025-01-16,,1,영업/정상,13,영업중,,,,,,,,경상북도 김천시 남산동 11-3,"경상북도 김천시 중앙공원4길 33, 2층 201호 (남산동)",39596.0,바이오 케어,2026-02-13 13:29:34,I,2026-02-15 00:20:02,,300793.283881538,291530.92782729,110.0,10.0,1,2,0,3,5,5,5,1,,바이오케어_경상북도김천시남산동11-3
258,소독업,09_30_11_P,3940000,PHMB520253940140042500001,2025-01-14,,1,영업/정상,13,영업중,,,,,,,,경기도 고양시 일산서구 주엽동 18-2 서현프라자,"경기도 고양시 일산서구 중앙로 1456, 서현프라자 603-1호 (주엽동)",10387.0,클린쉴드,2026-02-11 17:23:52,U,2026-02-13 02:40:00,,178668.321119565,463267.005753621,10.0,10.0,1,2,0,3,5,5,5,1,,클린쉴드_경기도고양시일산서구주엽동18-2서현프라자
163,소독업,09_30_11_P,3290000,PHMB520253290024042500002,2025-01-13,,1,영업/정상,13,영업중,,,,,0516311909,,,부산광역시 부산진구 범천동 859-7 대동레미안,"부산광역시 부산진구 중앙대로644번길 62, 201호 (범천동, 대동레미안)",47353.0,(주)비앤디코리아,2026-02-06 11:48:38,U,2026-02-08 02:40:00,,387840.280191989,185303.62418065,82.02,18.19,1,2,0,3,5,5,5,1,,(주)비앤디코리아_부산광역시부산진구범천동859-7대동레미안
280,소독업,09_30_11_P,5690000,PHMB520255690045042500001,2025-01-10,,3,폐업,3,폐업,2026-02-12,,,,,,,세종특별자치시 반곡동 1037,"세종특별자치시 시청대로 583, 반곡종합복지센터 1층 (반곡동)",30145.0,세종장애인보호작업장,2026-02-12 17:55:15,U,2026-02-14 02:40:00,,,,43.1,20.2,1,2,0,3,5,5,5,1,,세종장애인보호작업장_세종특별자치시반곡동1037
38,소독업,09_30_11_P,3900000,PHMB520243900028042500010,2024-12-30,,1,영업/정상,13,영업중,,,,,,,,경기도 광명시 광명동 290-14 동진프라자 502호,"경기도 광명시 광명로 841, 동진프라자 5층 502호일부호 (광명동)",14291.0,에런스콧,2026-02-02 14:29:31,U,2026-02-04 02:40:00,,186812.00600677,441358.410644991,21.0,15.0,1,2,0,3,5,5,5,2,,에런스콧_경기도광명시광명동290-14동진프라자502호
114,소독업,09_30_11_P,3270000,PHMB520243270022042500002,2024-12-23,,1,영업/정상,13,영업중,,,,,051-667-2211,,,부산광역시 동구 범일동 62-5 커넥트현대,"부산광역시 동구 범일로 125, 커넥트현대 지하3층 (범일동)",48735.0,(주)바로시스템,2026-02-03 15:16:11,U,2026-02-06 02:40:00,,387539.767677801,184402.96650913,6.62,33.0,1,2,0,3,5,5,5,2,,(주)바로시스템_부산광역시동구범일동62-5커넥트현대
115,소독업,09_30_11_P,5710000,PHMB520245710108042500008,2024-11-26,,3,폐업,3,폐업,2026-02-04,,,,,,,충청북도 청주시 흥덕구 가경동 1476-8,충청북도 청주시 흥덕구 장구봉로 3 (가경동),28404.0,주식회사 퍼펙트종합환경,2026-02-04 14:33:49,U,2026-02-06 02:40:00,,238804.657860259,346704.926971091,84.2,13.0,1,2,0,3,5,5,5,1,,주식회사퍼펙트종합환경_충청북도청주시흥덕구가경동1476-8
268,소독업,09_30_11_P,3940000,PHMB520243940140042500008,2024-11-06,,1,영업/정상,13,영업중,,,,,,,,경기도 고양시 일산서구 가좌동 77-1,"경기도 고양시 일산서구 송포로 399, 2층 (가좌동)",10205.0,주식회사 여울라이프,2026-02-12 14:17:39,U,2026-02-14 02:40:00,,175797.661838321,466308.06567214,16.19,13.65,1,2,0,3,5,5,5,1,,주식회사여울라이프_경기도고양시일산서구가좌동77-1
174,소독업,09_30_11_P,3090000,PHMB520243090033042500006,2024-11-01,,1,영업/정상,13,영업중,,,,,02-1588-0036,,,,"서울특별시 도봉구 도봉로110다길 54, 3층 (창동)",1461.0,(주)삼양인터내셔날 창동지점,2026-02-09 15:35:57,U,2026-02-11 02:40:00,,202834.19600243,460208.549115715,0.0,0.0,1,2,0,3,5,5,5,1,,(주)삼양인터내셔날창동지점_
84,소독업,09_30_11_P,3940000,PHMB520243940140042500006,2024-10-21,,1,영업/정상,13,영업중,,,,,,,,경기도 고양시 일산서구 주엽동 110-2 가람상가,"경기도 고양시 일산서구 중앙로 1443, 가람상가 302-389호 (주엽동)",10387.0,주식회사 리안홀딩스,2026-02-04 16:06:18,U,2026-02-06 02:40:00,,178734.035214849,463140.211764088,3.3,3.3,1,2,0,3,5,5,5,1,,주식회사리안홀딩스_경기도고양시일산서구주엽동110-2가람상가
42,소독업,09_30_11_P,3220000,PHMB520243220033042500007,2024-08-27,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 청담동 134-20 청담 삼익상가,"서울특별시 강남구 학동로101길 26, 청담 삼익상가 2층 226호 (청담동)",6077.0,에이투지스페이스(AtoZ Space),2026-01-30 17:30:39,U,2026-02-04 11:04:37,,205034.15838707,446675.932361885,55.0,33.0,1,2,0,3,5,5,5,1,,에이투지스페이스(AtoZSpace)_서울특별시강남구청담동134-20청담삼익상가
88,소독업,09_30_11_P,3940000,PHMB520243940140042500004,2024-07-29,,1,영업/정상,13,영업중,,,,,,,,경기도 고양시 일산서구 일산동 591-22,"경기도 고양시 일산서구 일청로36번길 5-4, 302호 (일산동)",10342.0,주식회사 경보종합관리,2026-02-04 16:07:56,U,2026-02-06 02:40:00,,179848.660766533,465006.11202183,0.0,0.0,1,2,0,3,5,5,5,1,,주식회사경보종합관리_경기도고양시일산서구일산동591-22
252,소독업,09_30_11_P,3940000,PHMB520243940140042500003,2024-07-23,,1,영업/정상,13,영업중,,,,,070-8080-5140,,,경기도 고양시 일산서구 주엽동 110-2 가람상가,"경기도 고양시 일산서구 중앙로 1443, 가람상가 302(일부)호 (주엽동)",10387.0,주식회사 피오니,2026-02-11 16:02:53,U,2026-02-13 02:40:00,,178734.035214849,463140.211764088,3.3,3.3,1,2,0,3,5,5,5,1,,주식회사피오니_경기도고양시일산서구주엽동110-2가람상가
130,소독업,09_30_11_P,3830000,PHMB520243830263042500003,2024-06-07,,1,영업/정상,13,영업중,,,,,031-481-8562,,,경기도 안양시 동안구 관양동 1505-4 타워빌딩,"경기도 안양시 동안구 흥안대로 528, 7층 701-B43호 (관양동)",13943.0,선민종합관리(주),2026-02-05 10:24:10,U,2026-02-07 02:40:00,,197917.766604267,433213.526675967,0.0,0.0,1,2,0,3,5,5,5,1,,선민종합관리(주)_경기도안양시동안구관양동1505-4타워빌딩
216,소독업,09_30_11_P,3980000,PHMB520243980021042500003,2024-06-07,,1,영업/정상,13,영업중,,,,,,,,경기도 구리시 수택동 888 구리태영데시앙,"경기도 구리시 벌말로 185, 지층 제비 110호 (수택동, 구리태영데시앙)",11942.0,니드클린,2026-02-10 11:13:25,U,2026-02-12 02:40:00,,213162.48530635,454613.933932665,16.52,66.15,1,2,0,3,5,5,5,1,,니드클린_경기도구리시수택동888구리태영데시앙
135,소독업,09_30_11_P,5600000,PHMB520245600005042500002,2024-03-07,,1,영업/정상,13,영업중,,,,,,,,경기도 포천시 어룡동 764 포천 모아엘가 리더스파크,"경기도 포천시 용정경제로 29, 210동 2층 (어룡동, 포천 모아엘가 리더스파크)",11150.0,이레솔루션,2026-02-05 13:17:23,U,2026-02-07 02:40:00,,,,0.0,0.0,2,2,0,4,10,10,10,3,,이레솔루션_경기도포천시어룡동764포천모아엘가리더스파크
100,소독업,09_30_11_P,4681000,PHMB520244681049042500003,2024-03-04,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 익산시 황등면 황등리 911-7,전북특별자치도 익산시 황등면 황등로 135,54533.0,유한회사 일진환경,2026-02-04 13:23:22,U,2026-02-06 02:40:00,,194884.967133886,278182.95664461,10.0,41.0,1,2,0,4,5,5,6,2,,유한회사일진환경_전북특별자치도익산시황등면황등리911-7
183,소독업,09_30_11_P,3990000,PHMB520243990309042500008,2024-02-28,,3,폐업,3,폐업,2026-02-09,,,,,,,경기도 남양주시 다산동 6052-2 으뜸웰 타워,"경기도 남양주시 다산순환로 355, 으뜸웰 타워 211호 (다산동)",12285.0,기흥산업,2026-02-09 13:32:44,U,2026-02-11 02:40:00,,213710.78996807,458106.196763357,13.16,2.59,1,2,1,5,5,5,5,1,,기흥산업_경기도남양주시다산동6052-2으뜸웰타워
253,소독업,09_30_11_P,3700000,PHMB520243700018042500002,2024-02-20,,1,영업/정상,13,영업중,,,,,052-707-8259,,,울산광역시 남구 신정동 521-10,"울산광역시 남구 봉월로 162, 212호 (신정동)",44669.0,뉴이모션 주식회사,2026-02-11 09:43:12,U,2026-02-13 02:40:00,,409201.913000766,229885.776211667,142.0,6.6,1,2,0,3,5,5,5,1,,뉴이모션주식회사_울산광역시남구신정동521-10
271,소독업,09_30_11_P,3230000,PHMB520243230034042500001,2024-02-07,,1,영업/정상,13,영업중,,,,,02-402-0225,,,서울특별시 송파구 문정동 52-16 3층,"서울특별시 송파구 송파대로22길 4-19, 3층 (문정동)",5806.0,주식회사 숲이로움,2026-02-12 17:48:49,U,2026-02-14 02:40:00,,210811.101602646,442722.675735971,35.96,12.08,1,2,0,3,5,5,5,1,,주식회사숲이로움_서울특별시송파구문정동52-163층
299,소독업,09_30_11_P,4830000,PHMB520234830021042500009,2023-12-28,,1,영업/정상,13,영업중,,,,,,,,전라남도 나주시 빛가람동 336-3 레이크 뷰 타워,"전라남도 나주시 중야2길 14, 레이크 뷰 타워 206호 (빛가람동)",58325.0,주식회사 유니드론,2026-02-13 12:04:09,U,2026-02-15 02:40:00,,180289.798224255,168621.310676918,72.45,83.7,1,2,0,3,5,5,5,1,,주식회사유니드론_전라남도나주시빛가람동336-3레이크뷰타워
49,소독업,09_30_11_P,5370000,PHMB520235370025042500003,2023-12-18,,1,영업/정상,13,영업중,,,,,,,,,"경상남도 거제시 고현로4길 42, 2층 201호 (고현동)",53256.0,동아방역,2026-01-30 15:47:00,U,2026-02-04 11:04:37,,348386.455827391,155000.702092087,30.0,8.0,1,2,0,3,5,5,5,1,,동아방역_
32,소독업,09_30_11_P,3520000,PHMB520233520019042500008,2023-12-18,,1,영업/정상,13,영업중,,,,,,,,"인천광역시 연수구 송도동 9-17 리슈플라자 파이오피스(501,502호) R129호","인천광역시 연수구 인천타워대로54번길 15-3, 리슈플라자 파이오피스(501,502호) R129호 (송도동)",22000.0,코덱소(KODEXO),2026-02-02 11:05:33,U,2026-02-04 02:40:00,,168592.774449072,430861.401512046,3.8,8.5,1,2,0,3,5,5,5,1,,"코덱소(KODEXO)_인천광역시연수구송도동9-17리슈플라자파이오피스(501,502호)R129호"
53,소독업,09_30_11_P,5380000,PHMB520235380021042500007,2023-11-24,,1,영업/정상,13,영업중,,,,,,,,경상남도 양산시 동면 석산리 1475-13,경상남도 양산시 동면 금오12길 8-14,50639.0,방역대장,2026-01-29 10:45:02,U,2026-02-04 11:04:37,,384003.763433627,203552.4433621,49.5,4.9,4,2,0,3,5,5,5,1,,방역대장_경상남도양산시동면석산리1475-13
279,소독업,09_30_11_P,5080000,PHMB520235080035042500008,2023-10-10,,3,폐업,3,폐업,2026-02-12,,,,,,,경상북도 구미시 임수동 92-9 구미공구상가,"경상북도 구미시 3공단1로 302-7, 구미공구상가 B층 5호 (임수동)",39391.0,(주)책임종합관리,2026-02-12 14:53:57,U,2026-02-14 02:40:00,,326256.19455618,290803.711977208,20.9,7.0,1,2,0,3,5,5,5,1,,(주)책임종합관리_경상북도구미시임수동92-9구미공구상가
238,소독업,09_30_11_P,5380000,PHMB520235380021042500003,2023-09-21,,1,영업/정상,13,영업중,,,,,,,,경상남도 양산시 명곡동 910-5,"경상남도 양산시 명곡로 319-1, 105호 (명곡동)",50578.0,진성토탈서비스(주),2026-02-10 09:04:06,U,2026-02-12 02:40:00,,387624.542041326,206588.854152337,0.0,0.0,1,2,0,3,5,5,5,1,,진성토탈서비스(주)_경상남도양산시명곡동910-5
120,소독업,09_30_11_P,5350000,PHMB520235350351042500002,2023-07-13,,1,영업/정상,13,영업중,,,,,,,,경상남도 김해시 삼정동 76-1 백제삼정데파트 상가 221호,"경상남도 김해시 분성로454번길 9, 221호 (삼정동, 백제삼정데파트 상가)",50928.0,퓨어픽스,2026-02-05 10:41:39,U,2026-02-07 02:40:00,,372533.54382803,194410.000830267,0.0,0.0,1,2,0,3,5,5,5,1,,퓨어픽스_경상남도김해시삼정동76-1백제삼정데파트상가221호
39,소독업,09_30_11_P,4170000,PHMB520234170019042500009,2023-07-06,,1,영업/정상,13,영업중,,,,,,,,경기도 양평군 양평읍 양근리 422-15,"경기도 양평군 양평읍 양평시장길33번길 3, 3층",12556.0,버그캐치,2026-01-30 11:16:36,U,2026-02-04 11:04:37,,243256.384518944,443321.556679501,0.0,0.0,1,2,0,3,5,5,5,1,,버그캐치_경기도양평군양평읍양근리422-15
78,소독업,09_30_11_P,3490000,PHMB520233490019042500004,2023-06-26,,2,휴업,2,휴업,,2026-02-04,2036-02-04,,032-765-7600,,,인천광역시 중구 중앙동3가 1-1,"인천광역시 중구 신포로27번길 33, 3층 (중앙동3가)",22314.0,(주)명륜,2026-02-04 16:27:41,U,2026-02-06 02:40:00,,166625.100921598,441177.796566643,41.54,400.95,1,2,0,3,5,5,5,1,,(주)명륜_인천광역시중구중앙동3가1-1
96,소독업,09_30_11_P,3940000,PHMB520233940140042500003,2023-05-18,,1,영업/정상,13,영업중,,,,,,,,,경기도 고양시 일산서구 일중로79번길 6-1 (일산동),10341.0,패스원,2026-02-04 16:10:23,U,2026-02-06 02:40:00,,180051.158376288,464934.334260045,10.8,4.2,3,2,0,3,5,5,5,1,,패스원_
292,소독업,09_30_11_P,4191000,PHMB520234190023042500008,2023-05-12,,1,영업/정상,13,영업중,,,,,033-745-5677,,,강원특별자치도 원주시 단계동 943-1,"강원특별자치도 원주시 이화3길 23, 1층 (단계동)",26476.0,주식회사 우진산업,2026-02-13 11:17:56,U,2026-02-15 02:40:00,,282621.7,426598.98,64.8,20.4,1,2,0,3,5,5,5,1,,주식회사우진산업_강원특별자치도원주시단계동943-1
269,소독업,09_30_11_P,4170000,PHMB520234170019042500007,2023-04-20,,3,폐업,3,폐업,2026-02-12,,,,,,,경기도 양평군 강상면 신화리 558-4,"경기도 양평군 강상면 신당곡2길 34-9, 3층",12572.0,아크로방역 경기센터,2026-02-12 17:35:19,U,2026-02-14 02:40:00,,241665.863869474,440107.623091162,0.0,0.0,1,2,0,3,5,5,5,1,,아크로방역경기센터_경기도양평군강상면신화리558-4
134,소독업,09_30_11_P,3310000,PHMB520233310024042500002,2023-03-24,,1,영업/정상,13,영업중,,,,,,,,부산광역시 남구 용당동 251 부경대학교용당캠퍼스,"부산광역시 남구 신선로 365, 부경대학교용당캠퍼스 용당1관동 104B호 (용당동)",48548.0,(주)물과공기,2026-02-05 16:28:17,U,2026-02-07 02:40:00,,390581.892513851,181723.665157492,0.0,0.0,1,2,0,3,5,5,5,1,,(주)물과공기_부산광역시남구용당동251부경대학교용당캠퍼스
