"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명","기타내역2",
"52","인터넷컴퓨터게임시설제공업","03_05_05_P","3650000","CDFF2241022026000003","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","대전광역시 중구 유천동 285-1","대전광역시 중구 당디로 76, 1층 (유천동)","34982","왕대박PC","2026-04-02 14:27:50","I","2026-04-04 00:20:02","","235185.822821473","312397.336083115","인터넷컴퓨터게임시설제공업","유통관련업","0","","","19.09","0","0","","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","","",
"53","인터넷컴퓨터게임시설제공업","03_05_05_P","3450000","CDFF2241022026000001","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","대구광역시 북구 노원동3가 890","대구광역시 북구 노원로 46, 1층 (노원동3가)","41557","대박PC","2026-04-02 10:54:59","I","2026-04-04 00:20:02","","341491.483921808","266891.739047075","인터넷컴퓨터게임시설제공업","유통관련업","0","","","59","0","0","","0","0","0","0","","","","","","","","","","","","6","","전체이용가","","","","","",
"54","인터넷컴퓨터게임시설제공업","03_05_05_P","3910000","CDFF2241022026000040","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 팽성읍 안정리 148-7","경기도 평택시 팽성읍 안정쇼핑로 34-1, 1층","17983","맥스PC","2026-04-02 14:35:05","I","2026-04-04 00:20:02","","204031.513610442","384351.707571878","인터넷컴퓨터게임시설제공업","유통관련업","0","","성인PC방","33.73","0","0","","0","0","0","0","","","","","","","","","","","","0","","청소년이용불가","","","","","",
"55","인터넷컴퓨터게임시설제공업","03_05_05_P","3150000","CDFF2241022026000002","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 화곡동 935-14 2층","서울특별시 강서구 강서로5나길 152, 2층 (화곡동)","07775","한강PC","2026-04-02 09:34:41","I","2026-04-04 00:20:02","","185766.036883246","447358.637705214","인터넷컴퓨터게임시설제공업","유통관련업","0","","","79.38","0","0","","0","0","0","0","","","","","","","","","","","","6","","전체이용가","","","","","",
"56","인터넷컴퓨터게임시설제공업","03_05_05_P","4490000","CDFF2241022026000023","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 동남구 성남면 신사리 564-49","충청남도 천안시 동남구 성남면 신사대화로 84, 1층","31245","삼거리PC","2026-04-02 09:42:34","I","2026-04-04 00:20:02","","220429.317993226","360248.828410426","인터넷컴퓨터게임시설제공업","유통관련업","0","","","114.18","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","","",
"57","인터넷컴퓨터게임시설제공업","03_05_05_P","4490000","CDFF2241022026000024","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 서북구 성성동 681","충청남도 천안시 서북구 성성8로 2-15, 107호 (성성동)","31078","스타PC","2026-04-02 10:09:17","I","2026-04-04 00:20:02","","211541.705314573","370948.251718747","인터넷컴퓨터게임시설제공업","유통관련업","0","","","41.28","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","","",
"58","인터넷컴퓨터게임시설제공업","03_05_05_P","4490000","CDFF2241022026000025","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 서북구 쌍용동 210-27 갤럭시","충청남도 천안시 서북구 차돌들길 6, 갤럭시 1층 (쌍용동)","31180","고래PC","2026-04-02 10:11:54","I","2026-04-04 00:20:02","","211491.639334156","366245.053165449","인터넷컴퓨터게임시설제공업","유통관련업","0","","","57.62","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","","",
"59","인터넷컴퓨터게임시설제공업","03_05_05_P","5130000","CDFF2241022026000007","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","경상북도 경산시 백천동 573-1","경상북도 경산시 경청로219길 4-6, 121호 (백천동)","38651","백천PC","2026-04-02 09:12:44","I","2026-04-04 00:20:02","","357048.255694531","257343.146112304","인터넷컴퓨터게임시설제공업","유통관련업","0","","","51.04","0","0","","0","0","0","0","","","","","","","","","","","","6","","청소년이용불가","","","","","",
"60","인터넷컴퓨터게임시설제공업","03_05_05_P","4540000","CDFF2241022026000002","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","충청남도 논산시 취암동 1055-12","충청남도 논산시 중앙로410번길 13-4, 2층 202호 (취암동)","32974","야호피씨게임장","2026-04-02 10:08:50","I","2026-04-04 00:20:02","","207972.367373063","300130.249550776","인터넷컴퓨터게임시설제공업","유통관련업","4","기타","성인PC","192.42","4","0","근린생활시설","0","0","0","0","","","","","","","","","","","","60","","청소년이용불가","","","","준주거지역","",
"61","인터넷컴퓨터게임시설제공업","03_05_05_P","3530000","CDFF2241022026000009","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","인천광역시 남동구 논현동 646-2","인천광역시 남동구 논현로26번길 34, 120호 (논현동)","21641","용PC","2026-04-02 17:24:01","I","2026-04-04 00:20:02","","174128.207737326","433391.129855272","인터넷컴퓨터게임시설제공업","유통관련업","0","","성인PC","39.3","0","0","","0","0","0","0","","","","","","","","","","","","6","","청소년이용불가","","","","","",
"62","인터넷컴퓨터게임시설제공업","03_05_05_P","4010000","CDFF2241022026000014","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","경기도 시흥시 정왕동 1625-5 테크노프라자 103호","경기도 시흥시 평안상가4길 16-10, 테크노프라자 103호 (정왕동)","15062","대가PC","2026-04-02 15:13:08","I","2026-04-04 00:20:02","","177633.980303337","426173.773065789","인터넷컴퓨터게임시설제공업","유통관련업","0","","성인PC방","49.5","0","0","","0","0","0","0","","","","","","","","","","","","6","","청소년이용불가","","","","","",
"63","인터넷컴퓨터게임시설제공업","03_05_05_P","4800000","CDFF2241022026000004","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","전라남도 목포시 산정동 1727-7 대화상타운","전라남도 목포시 죽산로40번길 19, 대화상타운 1층 상가12호 (산정동)","58637","킹콩PC","2026-04-02 13:13:02","I","2026-04-04 00:20:02","","142911.193502138","146012.590457306","인터넷컴퓨터게임시설제공업","유통관련업","0","","","38.62","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","","",
"64","인터넷컴퓨터게임시설제공업","03_05_05_P","3740000","CDFF2241022026000017","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 권선구 권선동 965-9 1층","경기도 수원시 권선구 권선로 638, 1층 (권선동)","16564","미미 PC","2026-04-02 11:49:58","I","2026-04-04 00:20:02","","201788.516841193","417616.807559285","인터넷컴퓨터게임시설제공업","유통관련업","0","","","24.48","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","","","","일반주거지역","",
"65","인터넷컴퓨터게임시설제공업","03_05_05_P","3820000","CDFF2241022019000007","2019-02-21","","01","영업/정상","13","영업중","","","","","","","","경기도 의정부시 의정부동 155-12","경기도 의정부시 행복로 40, 2층 (의정부동)","11692","로데오PC","2026-04-02 15:04:23","U","2026-04-04 02:40:00","","204377.221275654","471053.78292032","인터넷컴퓨터게임시설제공업","유통관련업","0","","","53.28","0","0","","0","0","0","0","","","","","","","","","","","","8","","","","","","","성인PC방",
"66","인터넷컴퓨터게임시설제공업","03_05_05_P","3450000","CDFF2241022008000050","2008-05-20","","01","영업/정상","13","영업중","","","","","","","","대구광역시 북구 침산동 295-17 (지상2층)","대구광역시 북구 침산로 162-6, 2층 (침산동)","41560","그린타임","2026-04-02 10:18:52","U","2026-04-04 02:40:00","","343589.92283318","266750.644407708","인터넷컴퓨터게임시설제공업","유통관련업","5","","","130.6","2","0","근린생활시설","0","50","0","0","","","","","","","","","","","","50","","","","","","","",
"67","인터넷컴퓨터게임시설제공업","03_05_05_P","4490000","CDFF2241022019000042","2019-05-20","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 서북구 성정동 1319 105-1호","충청남도 천안시 서북구 성정두정로 43, 105-1호 (성정동)","31109","망고PC","2026-04-02 09:43:48","U","2026-04-04 02:40:00","","212508.097938284","369792.17887441","인터넷컴퓨터게임시설제공업","유통관련업","0","","","30","0","0","","0","0","0","0","","","","","","","","","","","","4","","","","","","","성인PC방",
"68","인터넷컴퓨터게임시설제공업","03_05_05_P","4390000","CDFF2241022019000015","2019-06-10","","01","영업/정상","13","영업중","","","","","","","","충청북도 충주시 봉방동 193-12","충청북도 충주시 상방7길 31, 102호 (봉방동)","27424","호박PC","2026-04-02 17:57:59","U","2026-04-04 02:40:00","","281304.105118299","386314.673793515","인터넷컴퓨터게임시설제공업","유통관련업","3","기타","","66","2","1","근린생활시설","0","0","0","0","","","","","","","","","","","","7","","","","","","일반주거지역","성인PC방",
"69","인터넷컴퓨터게임시설제공업","03_05_05_P","3420000","CDFF2241022016000014","2016-11-09","","01","영업/정상","13","영업중","","","","","","","","대구광역시 동구 각산동 383-37","대구광역시 동구 경안로 799, 4층 (각산동)","41126","팽피시카페 반야월점","2026-04-02 15:20:01","U","2026-04-04 02:40:00","","354669.301067841","265081.787482858","인터넷컴퓨터게임시설제공업","유통관련업","5","기타","","270.01","4","0","근린생활시설","0","0","0","0","","","","","","","","","","","","99","","","","","","준주거지역","",
"70","인터넷컴퓨터게임시설제공업","03_05_05_P","3530000","CDFF2241022019000029","2019-07-17","","01","영업/정상","13","영업중","","","","","","","","인천광역시 남동구 논현동 637-1 리더스프라자 103호","인천광역시 남동구 논현로46번길 14, 리더스프라자 103호 (논현동)","21655","언니 PC","2026-04-02 11:33:33","U","2026-04-04 02:40:00","","174312.493645871","433341.184321804","인터넷컴퓨터게임시설제공업","유통관련업","0","유흥업소밀집지역","기타게임물(PC)","41.34","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","일반상업지역","성인PC방",
"71","인터넷컴퓨터게임시설제공업","03_05_05_P","4191000","CDFF2241022020000019","2020-02-25","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 관설동 1666-10","강원특별자치도 원주시 라옹정길 64, 1층 (관설동)","26471","팡팡PC","2026-04-02 15:49:05","U","2026-04-04 02:40:00","","285092.449999375","424750.855929328","인터넷컴퓨터게임시설제공업","유통관련업","1","","","55.47","0","0","","0","0","0","0","","","","","","","","","","","","5","","","","","","","성인PC방",
"72","인터넷컴퓨터게임시설제공업","03_05_05_P","4671000","CDFF2241022024000002","2024-01-16","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 군산시 장미동 4-8","전북특별자치도 군산시 동령길 16, 1층 (장미동)","54026","강원랜드","2026-04-02 10:19:56","U","2026-04-04 02:40:00","","174133.357862039","276326.60234818","인터넷컴퓨터게임시설제공업","유통관련업","0","","","42.78","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","성인PC방",
"73","인터넷컴퓨터게임시설제공업","03_05_05_P","4810000","CDFF2241022026000001","2026-02-12","","03","폐업","03","폐업","2026-04-02","","","","","","","전라남도 여수시 문수동 456-10","전라남도 여수시 문수7길 31 (문수동)","59703","노리터PC(인-512)","2026-04-02 11:31:09","U","2026-04-04 02:40:00","","263499.862505463","139842.06817444","인터넷컴퓨터게임시설제공업","유통관련업","0","","","45.36","0","0","","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","","성인PC방",
"74","인터넷컴퓨터게임시설제공업","03_05_05_P","5020000","CDFF2241022019000033","2019-11-01","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 남구 해도동 464-4","경상북도 포항시 남구 해동로 77-1 (해도동)","37791","풀하우스PC","2026-04-02 16:49:33","U","2026-04-04 02:40:00","","413780.240781978","283252.282770791","인터넷컴퓨터게임시설제공업","유통관련업","0","","PC8대","66","0","0","","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","","",
"75","인터넷컴퓨터게임시설제공업","03_05_05_P","5710000","CDFF2241022019000081","2019-12-12","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 흥덕구 봉명동 1046","충청북도 청주시 흥덕구 봉명로 233, 1층 (봉명동)","28560","여사장PC","2026-04-02 16:03:02","U","2026-04-04 02:40:00","","241743.412025176","348856.221042842","인터넷컴퓨터게임시설제공업","유통관련업","0","","","40.05","2","0","","0","0","0","0","","","","","","","","","","","","5","","청소년이용불가","","","","일반주거지역","성인PC방",
"76","인터넷컴퓨터게임시설제공업","03_05_05_P","3660000","CDFF2241022026000009","2026-03-31","","01","영업/정상","13","영업중","","","","","","","","대전광역시 서구 복수동 600-1 정원빌","대전광역시 서구 복수동로66번길 39, 정원빌 102호 (복수동)","35412","금메달PC","2026-04-02 10:16:26","U","2026-04-04 02:40:00","","233727.428436302","310921.186697263","인터넷컴퓨터게임시설제공업","유통관련업","0","","","39.59","0","0","","0","0","0","0","","","","","","","","","","","","7","","","","","","","",
"77","인터넷컴퓨터게임시설제공업","03_05_05_P","4211000","CDFF2241022020000006","2020-04-28","","03","폐업","03","폐업","2020-05-07","","","","","","","강원특별자치도 동해시 쇄운동 3-8","강원특별자치도 동해시 청운1길 52, 302호 (쇄운동)","25809","라이또 PC ZONE 동해쇄운점","2026-04-02 17:13:49","U","2026-04-04 02:40:00","","386455.672360724","444722.671180998","인터넷컴퓨터게임시설제공업","유통관련업","6","","","150.23","6","0","근린생활시설","0","0","0","0","","","","","","","","","","","","60","","전체이용가","","","","","",
"78","인터넷컴퓨터게임시설제공업","03_05_05_P","3730000","CDFF2241022018000001","2018-01-03","","01","영업/정상","13","영업중","","","","","","","","울산광역시 울주군 서생면 진하리 298-1 102호","울산광역시 울주군 서생면 깨목길 28, 102호","45013","베스트PC","2026-04-02 09:06:17","U","2026-04-04 02:40:00","","412936.227244233","211834.82103329","인터넷컴퓨터게임시설제공업","유통관련업","0","","","86.64","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","일반상업지역","성인PC방",
"79","인터넷컴퓨터게임시설제공업","03_05_05_P","3820000","CDFF2241022022000001","2022-01-04","","01","영업/정상","13","영업중","","","","","","","","경기도 의정부시 의정부동 158-5 ,3층","경기도 의정부시 시민로121번길 60, 3층 (의정부동)","11695","백마PC게임랜드","2026-04-02 15:00:14","U","2026-04-04 02:40:00","","204353.931531509","470929.071535542","인터넷컴퓨터게임시설제공업","유통관련업","4","기타","","202.74","4","0","근린생활시설","0","0","0","0","","","","","","","","","","","","50","","","","","","일반상업지역","성인PC방",
"80","인터넷컴퓨터게임시설제공업","03_05_05_P","3510500","CDFF2241022026000001","2026-01-26","","01","영업/정상","13","영업중","","","","","","","","인천광역시 미추홀구 주안동 18-7","인천광역시 미추홀구 주염로 26, 1층 (주안동)","22124","카톡PC","2026-04-02 10:36:15","U","2026-04-04 02:40:00","","171813.523312716","440688.509097672","인터넷컴퓨터게임시설제공업","유통관련업","0","","","30","0","0","","0","0","0","0","","","","","","","","","","","","8","","","","","","중심상업지역","",
"81","인터넷컴퓨터게임시설제공업","03_05_05_P","3910000","CDFF2241022026000007","2026-01-13","","03","폐업","03","폐업","2026-04-02","","","","","","","경기도 평택시 포승읍 도곡리 1121-2 카라타워","경기도 평택시 포승읍 여술1길 74, 카라타워 101호","17955","청담PC방","2026-04-02 17:52:28","U","2026-04-04 02:40:00","","186021.008241375","387476.234305149","인터넷컴퓨터게임시설제공업","유통관련업","0","","","43.5","0","0","","0","0","0","0","","","","","","","","","","","","6","","청소년이용불가","","","","","",
"82","인터넷컴퓨터게임시설제공업","03_05_05_P","3820000","CDFF2241022023000005","2023-04-20","","01","영업/정상","13","영업중","","","","","","","","경기도 의정부시 의정부동 7-26","경기도 의정부시 태평로 152, 1층 (의정부동)","11688","땡큐PC","2026-04-02 14:34:35","U","2026-04-04 02:40:00","","204391.084249085","471506.860848597","인터넷컴퓨터게임시설제공업","유통관련업","0","","","45","0","0","","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","","성인PC방",
"83","인터넷컴퓨터게임시설제공업","03_05_05_P","3700000","CDFF2241022023000047","2023-05-16","","01","영업/정상","13","영업중","","","","","","","","울산광역시 남구 달동 1302-21","울산광역시 남구 화합로125번길 19, 1층 103호 (달동)","44720","꿀벌PC","2026-04-02 08:59:34","U","2026-04-04 02:40:00","","412008.730159716","228705.08234969","인터넷컴퓨터게임시설제공업","유통관련업","0","","","70.79","0","0","","0","0","0","0","","","","","","","","","","","","8","","","","","","","성인PC방",
"84","인터넷컴퓨터게임시설제공업","03_05_05_P","5710000","CDFF2241022024000021","2024-04-09","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 흥덕구 복대동 1875 1층","충청북도 청주시 흥덕구 풍산로 180, 1층 (복대동)","28604","따따PC","2026-04-02 16:27:33","U","2026-04-04 02:40:00","","240137.554011079","347539.297717946","인터넷컴퓨터게임시설제공업","유통관련업","0","","","118.81","1","0","","0","0","0","0","","","","","","","","","","","","8","","","","","","","성인PC방",
"85","인터넷컴퓨터게임시설제공업","03_05_05_P","3700000","CDFF2241022024000016","2024-05-13","","01","영업/정상","13","영업중","","","","","","","","울산광역시 남구 달동 876-15","울산광역시 남구 삼산로67번길 38, 1층 (달동)","44691","엔젤PC","2026-04-02 09:00:32","U","2026-04-04 02:40:00","","409790.966421748","228893.250911876","인터넷컴퓨터게임시설제공업","유통관련업","0","","","156.56","0","0","","0","0","0","0","","","","","","","","","","","","8","","","","","","","성인PC방",
"86","인터넷컴퓨터게임시설제공업","03_05_05_P","3560000","CDFF2241022024000006","2024-03-25","","01","영업/정상","13","영업중","","","","","","","","인천광역시 서구 원당동 1035-4 금호헤리티지7","인천광역시 서구 원당대로 1045, 금호헤리티지7 209호 (원당동)","22865","VIP PC","2026-04-02 18:51:25","U","2026-04-04 02:40:00","","","","인터넷컴퓨터게임시설제공업","유통관련업","0","","","48","0","0","","0","0","0","0","","","","","","","","","","","","9","","전체이용가","","","","","",
"87","인터넷컴퓨터게임시설제공업","03_05_05_P","4500000","CDFF2241022024000002","2024-05-29","2026-03-23","04","취소/말소/만료/정지/중지","31","등록취소","","","","","","","","충청남도 공주시 신관동 599-5","충청남도 공주시 번영1로 18-5, 1층 (신관동)","32585","미스김 PC방","2026-04-02 15:13:44","U","2026-04-04 02:40:00","","211778.000763855","329870.638372463","인터넷컴퓨터게임시설제공업","유통관련업","1","","한게임고스톱솔로 11대","69.06","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","11","","청소년이용불가","","","","준주거지역","성인PC방",
"88","인터넷컴퓨터게임시설제공업","03_05_05_P","4620000","CDFF2241022020000004","2020-06-12","","03","폐업","03","폐업","2026-04-02","","","","","","","충청남도 태안군 태안읍 동문리 881-1","충청남도 태안군 태안읍 동문3길 3, 2층 201호","32143","아이센스리그PC방 태안점","2026-04-02 18:03:03","U","2026-04-04 02:40:00","","137735.18005145","361065.415676464","인터넷컴퓨터게임시설제공업","유통관련업","0","","","217.35","0","0","","0","0","0","0","","","","","","","","","","","","73","","청소년이용불가","","","","","",
"89","인터넷컴퓨터게임시설제공업","03_05_05_P","3930000","CDFF2241022025000080","2025-12-05","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 단원구 고잔동 681-7 대덕프라자","경기도 안산시 단원구 광덕4로 116, 대덕프라자 134호 (고잔동)","15458","골목PC","2026-04-02 13:38:20","U","2026-04-04 02:40:00","","184439.948363824","423694.125264438","인터넷컴퓨터게임시설제공업","유통관련업","0","","","43.93","0","0","","0","0","0","0","","","","","","","","","","","","7","","","","","","","",
"90","인터넷컴퓨터게임시설제공업","03_05_05_P","3620000","CDFF2241022025000010","2025-11-14","","01","영업/정상","13","영업중","","","","","","","","광주광역시 북구 양산동 875","광주광역시 북구 양산로 40, 1층 (양산동)","61071","놀이터PC","2026-04-02 13:11:13","U","2026-04-04 02:40:00","","188874.407387729","190129.945733457","인터넷컴퓨터게임시설제공업","유통관련업","0","","","46","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","","","","","성인PC방",
"91","인터넷컴퓨터게임시설제공업","03_05_05_P","3990000","CDFF2241022025000018","2025-11-18","","01","영업/정상","13","영업중","","","","","","","","경기도 남양주시 평내동 143-5","경기도 남양주시 경춘로1350번길 17, 1층 (평내동)","12219","슈가PC","2026-04-02 13:11:24","U","2026-04-04 02:40:00","","221350.755596992","461013.502825453","인터넷컴퓨터게임시설제공업","유통관련업","0","","","30.44","0","0","","0","0","0","0","","","","","","","","","","","","8","","","","","","","성인PC방",
"92","인터넷컴퓨터게임시설제공업","03_05_05_P","3930000","CDFF2241022023000011","2023-03-30","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 상록구 이동 715-4","경기도 안산시 상록구 광덕1로 369, 122호 (이동)","15494","빅토리PC","2026-04-02 15:35:50","U","2026-04-04 02:40:00","","186673.07319399","422914.3039439","인터넷컴퓨터게임시설제공업","유통관련업","0","","","35.52","0","0","","0","0","0","0","","","","","","","","","","","","8","","청소년이용불가","","","","","성인PC방",
"93","인터넷컴퓨터게임시설제공업","03_05_05_P","4500000","CDFF2241022023000002","2023-03-30","2026-03-23","04","취소/말소/만료/정지/중지","31","등록취소","","","","","","","","충청남도 공주시 산성동 174-44","충청남도 공주시 산성시장5길 13, 3층 (산성동)","32539","블랙PC","2026-04-02 15:12:55","U","2026-04-04 02:40:00","","211093.9065141","328718.433697803","인터넷컴퓨터게임시설제공업","유통관련업","3","","툰게임, 블랙홀에볼루션온라인","112.27","3","0","근린생활시설","0","0","0","0","","","","","","","","","","","","10","","청소년이용불가","","","","","성인PC방",
"94","인터넷컴퓨터게임시설제공업","03_05_05_P","5690000","CDFF2241022021000004","2021-08-09","","01","영업/정상","13","영업중","","","","","","","","세종특별자치시 대평동 679 센트럴테라스","세종특별자치시 대평4길 17, 센트럴테라스 118호 (대평동)","30152","미씨김PC","2026-04-02 16:50:00","U","2026-04-04 02:40:00","","224662.079004776","330287.799279941","인터넷컴퓨터게임시설제공업","유통관련업","0","","","44.4","0","0","","0","0","0","0","","","","","","","","","","","","5","","","","","","","성인PC방",
"95","인터넷컴퓨터게임시설제공업","03_05_05_P","3910000","CDFF2241022025000063","2025-09-01","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 고덕동 2259-3","경기도 평택시 고덕여염5길 52, 1층 (고덕동)","18017","골드PC","2026-04-02 15:28:32","U","2026-04-04 02:40:00","","203700.59141122","392856.178628903","인터넷컴퓨터게임시설제공업","유통관련업","0","","","47.47","0","0","","0","0","0","0","","","","","","","","","","","","0","","청소년이용불가","","","","","성인PC방",
"96","인터넷컴퓨터게임시설제공업","03_05_05_P","3540000","CDFF2241022023000002","2023-01-09","","01","영업/정상","13","영업중","","","","","","","","인천광역시 부평구 부평동 798-32","인천광역시 부평구 부평대로167번길 13, 1층 (부평동)","21364","88 PC","2026-04-02 10:20:16","U","2026-04-04 02:40:00","","175162.829791522","444894.218457854","인터넷컴퓨터게임시설제공업","유통관련업","0","","","46.1","0","0","","0","0","0","0","","","","","","","","","","","","9","","청소년이용불가","","","","","성인PC방",
"97","인터넷컴퓨터게임시설제공업","03_05_05_P","3200000","CDFF2241022021000009","2021-06-01","","03","폐업","03","폐업","2026-04-02","","","","","","","서울특별시 관악구 신림동 10-621 관동캐슬오피스텔","서울특별시 관악구 남부순환로 1680, 관동캐슬오피스텔 1층 (신림동)","08780","에이스피시방","2026-04-02 17:30:17","U","2026-04-04 02:40:00","","194366.482534981","442434.858483922","인터넷컴퓨터게임시설제공업","유통관련업","0","","","22.8","0","0","","0","0","0","0","","","","","","","","","","","","5","","","","","","","성인PC방",
"98","인터넷컴퓨터게임시설제공업","03_05_05_P","3680000","CDFF2241022016000013","2016-09-30","","01","영업/정상","13","영업중","","","","","","","","대전광역시 대덕구 신탄진동 157-6","대전광역시 대덕구 신탄진동로23번길 2, 지상1층 (신탄진동)","34310","청룡PC","2026-04-02 17:00:28","U","2026-04-04 02:40:00","","238666.098735219","327529.153340499","인터넷컴퓨터게임시설제공업","유통관련업","0","","","66.11","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","성인PC방",
"99","인터넷컴퓨터게임시설제공업","03_05_05_P","5540000","CDFF2241022017000005","2017-03-02","","01","영업/정상","13","영업중","","","","","","","","경기도 광주시 장지동 42-8 조은빌딩","경기도 광주시 장지1길 34, 조은빌딩 2층 (장지동)","12777","대너리스PC방","2026-04-02 18:26:22","U","2026-04-04 02:40:00","","221615.641866356","432727.402008175","인터넷컴퓨터게임시설제공업","유통관련업","0","","","208.28","0","0","","0","0","0","0","","","","","","","","","","","","70","","전체이용가","","","","","",
"100","인터넷컴퓨터게임시설제공업","03_05_05_P","3190000","CDFF2241022007000087","2007-12-20","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동작구 상도동 250-6 성대빌딩","서울특별시 동작구 성대로 23, 성대빌딩 3층 (상도동)","06959","호야피씨 2호점","2026-04-02 16:16:06","U","2026-04-04 02:40:00","","193992.828977071","444172.462346157","인터넷컴퓨터게임시설제공업","유통관련업","0","","","316.23","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","","",
"101","인터넷컴퓨터게임시설제공업","03_05_05_P","4191000","CDFF2241022025000020","2025-05-26","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 단계동 921-10","강원특별자치도 원주시 이화4길 25, 1층 (단계동)","26474","황제PC","2026-04-02 15:34:15","U","2026-04-04 02:40:00","","282540.414753616","426841.909021965","인터넷컴퓨터게임시설제공업","유통관련업","0","","","38.7","0","0","","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","","성인PC",
"102","인터넷컴퓨터게임시설제공업","03_05_05_P","4191000","CDFF2241022025000021","2025-06-05","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 관설동 1657-15","강원특별자치도 원주시 라옹정길 74-21, 1층 (관설동)","26471","골드 PC","2026-04-02 15:48:39","U","2026-04-04 02:40:00","","285091.714036035","424907.21172629","인터넷컴퓨터게임시설제공업","유통관련업","0","","","70","0","0","","0","0","0","0","","","","","","","","","","","","6","","청소년이용불가","","","","","성인PC",
"103","인터넷컴퓨터게임시설제공업","03_05_05_P","4490000","CDFF2241022025000026","2025-05-16","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 서북구 성환읍 성환리 449-117","충청남도 천안시 서북구 성환읍 성환1로 233, 102호","31011","잭팟PC","2026-04-02 09:40:32","U","2026-04-04 02:40:00","","211325.583436287","379346.590028928","인터넷컴퓨터게임시설제공업","유통관련업","0","","","66","0","0","","0","0","0","0","","","","","","","","","","","","8","","","","","","","",
"104","인터넷컴퓨터게임시설제공업","03_05_05_P","4490000","CDFF2241022022000056","2022-09-14","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 서북구 두정동 71-44","충청남도 천안시 서북구 1공단1길 51-1, 다호 (두정동)","31104","메가 PC방","2026-04-02 09:34:11","U","2026-04-04 02:40:00","","213045.940266555","370118.115614527","인터넷컴퓨터게임시설제공업","유통관련업","0","","","39","0","0","","0","0","0","0","","","","","","","","","","","","9","","","","","","","성인PC방",
