"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","자본금","거래처",
"77","석유판매업","09_28_08_P","5130000","2004513001701500003","2004-03-02","","01","영업/정상","07","영업개시","","","","","053-813-5150","991","","경상북도 경산시 남천면 대명리 451-5","경상북도 경산시 남천면 경청로 623","","경청로주유소","2026-02-06 16:28:11","U","2026-02-08 02:40:00","주유소","355391.926811791","253638.417438463","","",
"78","석유판매업","09_28_08_P","5080000","1996508001901500043","2005-07-05","","03","폐업","03","폐지","2026-02-06","","","","054 456 0134","","","경상북도 구미시 송정동 462","경상북도 구미시 송정대로 12 (송정동)","","SK모범주유소","2026-02-06 14:22:02","U","2026-02-08 02:40:00","주유소","320630.174715175","291491.558913523","","",
"79","석유판매업","09_28_08_P","4211000","1994421009301200020","1994-12-30","","02","휴업","05","사업휴지","","2026-02-06","2027-02-05","","033 535 4575","263.9","","강원특별자치도 동해시 천곡동 994-14","강원특별자치도 동해시 감추7길 33 (천곡동)","","낙원석유","2026-02-06 15:35:20","U","2026-02-08 02:40:00","일반판매소","387506.080821638","447967.94469795","","",
"80","석유판매업","09_28_08_P","5050000","2015505027301500001","2015-04-15","","01","영업/정상","01","신규등록","","","","","054-701-2252","912","","경상북도 경주시 외동읍 구어리 68-1","경상북도 경주시 외동읍 산업로 2015","","산업로주유소","2026-02-06 21:09:55","U","2026-02-08 02:40:00","주유소","410996.173832409","246255.205366749","","",
"81","석유판매업","09_28_08_P","5050000","1997505010001500004","2007-06-27","","02","휴업","05","사업휴지","","","","","054 7625555","999","","경상북도 경주시 강동면 호명리 238-1","경상북도 경주시 강동면 산업로 5570","","쌍용주유소","2026-02-06 15:23:04","U","2026-02-08 02:40:00","주유소","402737.488189346","277097.514423522","","",
"82","석유판매업","09_28_08_P","4010000","1994401005501509420","1994-05-26","","01","영업/정상","06","휴지사업재개","","2012-03-16","2013-12-31","2013-12-01","031 4888235","1206","","경기도 시흥시 군자동 113","경기도 시흥시 시흥대로 238-2 (군자동)","","(주)대경유업 능곡셀프주유소","2026-02-06 17:52:52","U","2026-02-08 02:40:00","주유소","182801.007111295","428923.662258666","","",
"83","석유판매업","09_28_08_P","5540000","2003554006301500007","2003-12-10","","01","영업/정상","01","신규등록","","","","","031-726-5181","811","","경기도 광주시 신현동 378","경기도 광주시 태재로 75 (신현동)","12820","삼미상사(주) 동부주유소","2026-02-06 15:17:11","U","2026-02-08 02:40:00","주유소","","","","",
"84","석유판매업","09_28_08_P","4781000","1986478000005100010","1986-09-10","","01","영업/정상","01","신규등록","","","","","0677562 0461","1456","","전북특별자치도 고창군 신림면 무림리 559-1","전북특별자치도 고창군 신림면 고인돌대로 2430","","고산주유소","2026-02-06 09:32:04","U","2026-02-08 02:40:00","주유소","","","","",
"85","석유판매업","09_28_08_P","3700000","1993370000901200002","1993-06-07","","01","영업/정상","07","영업개시","","","","","052 265 4646","","","울산광역시 남구 신정동 4-61","울산광역시 남구 번영로271번길 16 (신정동)","","통일석유","2026-02-06 14:06:25","U","2026-02-08 02:40:00","일반판매소","410367.558611376","230119.160342572","","",
"86","석유판매업","09_28_08_P","3170000","2005317008301500002","1992-06-29","","01","영업/정상","01","신규등록","","","","","02 8948521","655.3","","서울특별시 금천구 독산동 1077-3 (시흥대로 405)","서울특별시 금천구 시흥대로 282 (독산동)","","(주)백운주유소","2026-02-06 10:20:47","U","2026-02-08 02:40:00","주유소","191024.689408823","439639.38182484","","",
"87","석유판매업","09_28_08_P","3170000","2009317011201500001","2010-02-17","","01","영업/정상","01","신규등록","","","","","","1841.4","","서울특별시 금천구 시흥동 983","서울특별시 금천구 시흥대로 81 (시흥동)","","대득에너지 (금천셀프주유소)","2026-02-06 10:11:51","U","2026-02-08 02:40:00","주유소","191359.031652771","437717.289672145","","",
"88","석유판매업","09_28_08_P","3860000","1990386000001500022","1990-06-27","","01","영업/정상","06","휴지사업재개","","2015-02-01","2015-04-30","2015-04-29","0326765001","476.8","","경기도 부천시 오정구 고강동 480-2","경기도 부천시 오정구 역곡로 449 (고강동)","","BK꿀벌주유소","2026-02-06 17:52:09","U","2026-02-08 02:40:00","주유소","183621.757958354","446961.258156481","","",
"89","석유판매업","09_28_08_P","3480000","2010348029101500004","2010-09-14","","01","영업/정상","07","영업개시","","","","","053-582-6400","","","대구광역시 달성군 다사읍 세천리 834-1","대구광역시 달성군 다사읍 세천로21길 38","","세명공단주유소","2026-02-06 10:25:27","U","2026-02-08 02:40:00","주유소","332993.663990556","265104.245703644","","",
"90","석유판매업","09_28_08_P","3480000","1982348005015000001","1982-01-15","","01","영업/정상","06","휴지사업재개","","","","2025-01-01","053614 2508","1695","","대구광역시 달성군 현풍읍 성하리 264","대구광역시 달성군 현풍읍 중부내륙지선고속도로 4","43001","(주)대청산업개발 현풍(대구)주유소","2026-02-06 09:29:10","U","2026-02-08 02:40:00","주유소","329899.219210008","245724.000415508","","",
"91","석유판매업","09_28_08_P","4520000","2014452022501500001","2014-08-29","","01","영업/정상","06","휴지사업재개","","","","2025-12-22","041-547-8522","1704","","충청남도 아산시 음봉면 원남리 94-2","충청남도 아산시 음봉면 연암율금로 78","","음봉농협 주유소","2026-02-06 09:00:37","U","2026-02-08 02:40:00","주유소","203044.633148267","373589.33750162","","",
"92","석유판매업","09_28_08_P","3080000","1990308007501200946","2006-08-23","","01","영업/정상","01","신규등록","","","","","02   9834272","860.2","","서울특별시 강북구 번동 436-38","서울특별시 강북구 덕릉로 158 (번동)","","㈜미래아스팔트 덕릉로주유소","2026-02-06 09:39:54","U","2026-02-08 02:40:00","주유소","202694.860754003","459180.146121604","","",
"93","석유판매업","09_28_08_P","3820000","1996382013101500076","1996-05-03","","01","영업/정상","07","영업개시","","","","","031  8785151","1470","","경기도 의정부시 장암동 90-11","경기도 의정부시 동일로 207 (장암동)","","훼미리 제2 주유소","2026-02-09 10:38:08","U","2026-02-11 02:40:00","주유소","205010.856999105","467224.955708396","","",
"94","석유판매업","09_28_08_P","4880000","2019488016301500001","2019-07-09","","02","휴업","05","사업휴지","","2026-02-09","2027-02-08","","","5373","","전라남도 고흥군 풍양면 고옥리 1119-1 삼성주유소","전라남도 고흥군 풍양면 우주항공로 1006, 삼성주유소","59548","(주)삼성주유소","2026-02-09 13:45:26","U","2026-02-11 02:40:00","주유소","218621.60475323","120108.903232533","","",
"95","석유판매업","09_28_08_P","3180000","1994318007601500008","1994-01-13","","01","영업/정상","06","휴지사업재개","","","","2026-02-10","02   8421155","1265","","서울특별시 영등포구 신길동 70-1","서울특별시 영등포구 영등포로 399 (신길동)","","(주)이아이디 네오시티주유소 지점","2026-02-09 11:35:00","U","2026-02-11 02:40:00","주유소","193099.332836113","445704.136257393","","",
"96","석유판매업","09_28_08_P","3930000","1994393000701500013","1994-04-20","","01","영업/정상","06","휴지사업재개","","","","2026-01-05","031-413-5151","1495","","경기도 안산시 단원구 와동 56","경기도 안산시 단원구 순환로 375 (와동)","","히어로주유소","2026-02-09 16:16:05","U","2026-02-11 02:40:00","주유소","185017.907578363","426958.140501056","","",
"97","석유판매업","09_28_08_P","3490000","2017349011901500001","2017-12-27","","01","영업/정상","07","영업개시","","","","","032-000-0000","","","인천광역시 중구 운서동 3231-1 지에스칼텍스(주)제2여객터미널주유소","인천광역시 중구 제2터미널대로 343, 지에스칼텍스(주)제2여객터미널주유소 (운서동)","22382","지에스칼텍스(주)인천공항제2터미널점","2026-02-09 13:42:38","U","2026-02-11 02:40:00","주유소","148962.079052201","442284.934270525","","",
"98","석유판매업","09_28_08_P","3980000","2008398007801500002","2008-05-15","","01","영업/정상","07","영업개시","","","","","031 574 7887","1075","","경기도 구리시 사노동 340-23","경기도 구리시 동구릉로 426 (사노동)","","오성주유소","2026-02-09 09:50:34","U","2026-02-11 02:40:00","주유소","212362.292488558","459241.426585194","","",
"99","석유판매업","09_28_08_P","5710000","1999441001101500040","1999-05-29","","01","영업/정상","07","영업개시","","","","","043 2605341","3051","","충청북도 청주시 서원구 현도면 죽전리 48-1 주유소","충청북도 청주시 서원구 현도면 경부고속도로 290-1, 주유소","28214","와이엠이십일유통(주) 죽암(서울)주유소","2026-02-09 16:32:57","U","2026-02-11 02:40:00","주유소","238481.707888001","333059.981942595","","",
"100","석유판매업","09_28_08_P","4681000","1995468002001500014","1995-12-08","","01","영업/정상","01","신규등록","","","","","063-855-5100","1273","","전북특별자치도 익산시 동산동 602-18","전북특별자치도 익산시 평동로 714 (동산동)","","동네방네주유소","2026-02-09 14:50:34","U","2026-02-11 02:40:00","주유소","196082.874751239","269908.792292575","","",
"101","석유판매업","09_28_08_P","4791000","2007479006801500002","2007-12-07","","01","영업/정상","07","영업개시","","","","","063-581-5152","930","","전북특별자치도 부안군 변산면 마포리 528-13 529,531-3","전북특별자치도 부안군 변산면 격포로 23 (529,531-3)","","격포주유소","2026-02-09 09:07:28","U","2026-02-11 02:40:00","주유소","153182.184431733","237445.411760824","","",
"102","석유판매업","09_28_08_P","3320000","1984332004201500008","1984-01-06","","01","영업/정상","06","휴지사업재개","","2012-03-29","2013-01-31","2013-01-11","051 3335261","675.7","","부산광역시 북구 덕천동 312-5","부산광역시 북구 금곡대로 37 (덕천동)","","북부산셀프주유소","2026-02-09 16:59:00","U","2026-02-11 02:40:00","주유소","382391.134438746","192300.461060689","","",
"103","석유판매업","09_28_08_P","4440000","1993444000901500004","1993-07-26","","01","영업/정상","06","휴지사업재개","","2018-06-19","2018-12-31","2018-11-22","043 7421383","3290","","충청북도 영동군 용산면 율리 60-2","충청북도 영동군 용산면 남부로 813","","동일셀프주유소","2026-02-09 14:39:21","U","2026-02-11 02:40:00","주유소","272570.188062814","304300.329196379","","",
"104","석유판매업","09_28_08_P","3480000","1982348000501500003","1982-01-15","","01","영업/정상","01","신규등록","","","","","053614 2437","1666.3","","대구광역시 달성군 현풍읍 성하리 272","대구광역시 달성군 현풍읍 중부내륙지선고속도로 3","43001","현풍(하)주유소풀무원식품(주)","2026-02-09 15:37:16","U","2026-02-11 02:40:00","주유소","329739.83012979","245635.577929482","","",
"105","석유판매업","09_28_08_P","5700000","2000411000901508009","2003-05-30","","02","휴업","05","사업휴지","","2025-11-17","2026-05-30","","031 881 5121","853","","경기도 여주시 대신면 송촌리 482-1","경기도 여주시 대신면 여양1로 268","","다원주유소","2026-02-09 10:45:57","U","2026-02-11 02:40:00","주유소","250604.471489336","434572.601109421","","",
"106","석유판매업","09_28_08_P","5350000","1984535001401500009","1984-11-10","","01","영업/정상","07","영업개시","","","","","055 323 0878","1466","","경상남도 김해시 부곡동 산 53-1","경상남도 김해시 장유로116번길 44-82 (부곡동)","","풀무원식품주식회사 장유(부산)주유소","2026-02-10 19:07:10","U","2026-02-12 02:40:00","주유소","363257.721237238","191827.563846363","","",
"107","석유판매업","09_28_08_P","5670000","1995567046201500039","1995-12-12","","01","영업/정상","06","휴지사업재개","","","","","055 253 7647","1395","","경상남도 창원시 의창구 동읍 신방리 440","경상남도 창원시 의창구 동읍 동읍로 195","51118","주남그린주유소","2026-02-10 11:36:52","U","2026-02-12 02:40:00","주유소","352348.31779689","200487.580895555","","",
"108","석유판매업","09_28_08_P","4810000","2004481001901500001","2004-01-26","","01","영업/정상","01","신규등록","","","","","061 6922200","698","","전라남도 여수시 화치동 1328","전라남도 여수시 여수산단1로 188 (화치동)","","여수산단주유소","2026-02-10 08:59:28","U","2026-02-12 02:40:00","주유소","258535.772094601","147029.47629269","","",
"109","석유판매업","09_28_08_P","4251000","2001425004201500002","2001-11-27","","01","영업/정상","06","휴지사업재개","","","","2020-08-25","033-433-8840","996","","강원특별자치도 홍천군 홍천읍 와동리 481","강원특별자치도 홍천군 홍천읍 설악로 2367","","제일주유소","2026-02-10 13:47:44","U","2026-02-12 02:40:00","주유소","282362.526717529","469956.359640651","","",
"110","석유판매업","09_28_08_P","4820000","1993482001301500051","1993-11-25","","01","영업/정상","01","신규등록","","","","","061 741 5111","1473","","전라남도 순천시 인월동 57-11 20통1반","전라남도 순천시 녹색로 1199 (인월동)","","인월주유소","2026-02-10 09:54:14","U","2026-02-12 02:40:00","주유소","243422.503620507","154701.539718363","","",
"111","석유판매업","09_28_08_P","4820000","1990482001301500031","1990-08-20","","01","영업/정상","01","신규등록","","","","","061 723 1498","6738.42","","전라남도 순천시 조례동 382-10","전라남도 순천시 순광로 81 (조례동)","","풍전주유소","2026-02-10 09:54:36","U","2026-02-12 02:40:00","주유소","248244.480463934","162227.102565174","","",
"112","석유판매업","09_28_08_P","4820000","1987482001301500016","1987-01-28","","01","영업/정상","01","신규등록","","","","","061 727 1919","3869","","전라남도 순천시 해룡면 호두리 444-1","전라남도 순천시 해룡면 여순로 1084","","(주)진 해룡주유소","2026-02-10 09:54:53","U","2026-02-12 02:40:00","주유소","251843.823373183","154255.146265288","","",
"113","석유판매업","09_28_08_P","4820000","2006482011801200009","2000-10-02","","01","영업/정상","07","영업개시","","","","","061 -755-6779","","","전라남도 순천시 서면 청소리 186-3","전라남도 순천시 서면 청소길 424","57904","성일석유","2026-02-10 09:53:31","U","2026-02-12 02:40:00","일반판매소","245674.896510796","174036.556079847","","",
"114","석유판매업","09_28_08_P","3780000","2010378020701500002","2010-08-24","","01","영업/정상","07","영업개시","","","","","031-738-9207","1804.25","","경기도 성남시 분당구 구미동 174 농수산물센터","경기도 성남시 분당구 성남대로43번길 11 (구미동,농수산물센터)","","주식회사 농협하나로유통 농협성남유통센터","2026-02-10 11:11:12","U","2026-02-12 02:40:00","주유소","209417.349041415","426267.212514142","","",
"115","석유판매업","09_28_08_P","3510500","2010351009201500001","2011-03-22","","01","영업/정상","01","신규등록","","","","","032-881-7748","1540","","인천광역시 미추홀구 용현동 627-629,627-630","인천광역시 미추홀구 아암대로 128 (용현동)","","(주)백운주유소 인천점","2026-02-10 10:21:50","U","2026-02-12 02:40:00","주유소","167255.383350219","438834.214241798","","",
"116","석유판매업","09_28_08_P","3940000","2009394017801500001","2009-01-14","","01","영업/정상","01","신규등록","","","","","","923","","경기도 고양시 일산동구 성석동 1305-24 1305-59","경기도 고양시 일산동구 고봉로 473 (성석동)","","삼미상사(주) 일산제일셀프주유소","2026-02-10 13:24:19","U","2026-02-12 02:40:00","주유소","180607.979804062","466493.555301081","","",
"117","석유판매업","09_28_08_P","5020000","2008502016501500220","2008-10-07","","01","영업/정상","06","휴지사업재개","","","","2020-05-28","054 274 2800","583","","경상북도 포항시 북구 득량동 190-4","경상북도 포항시 북구 양학로 101 (득량동)","","양학장현주유소","2026-02-10 13:53:18","U","2026-02-12 02:40:00","주유소","411253.014717419","283653.262638318","","",
"118","석유판매업","09_28_08_P","3650000","2013365011501500002","2013-05-08","","01","영업/정상","07","영업개시","","","","","042 5805080","19.2","","대전광역시 중구 안영동 703","대전광역시 중구 대둔산로199번길 43 (안영동)","","(주)농협유통 하나로주유소","2026-02-10 10:52:42","U","2026-02-12 02:40:00","주유소","233875.962057295","309816.683077807","","",
"119","석유판매업","09_28_08_P","3310000","1993331001601500010","1993-07-30","","01","영업/정상","06","휴지사업재개","","","","2026-02-12","051 612 0529","1628","","부산광역시 남구 대연동 231","부산광역시 남구 황령대로 343 (대연동)","","사랑드림주유소","2026-02-10 16:07:42","U","2026-02-12 02:40:00","주유소","390911.735526845","185147.006847894","","",
"120","석유판매업","09_28_08_P","3370000","1993337001401500015","1993-06-26","","01","영업/정상","06","휴지사업재개","","","","2024-07-22","051-916-9888","258.6","","부산광역시 연제구 연산동 386-1","부산광역시 연제구 온천천남로 86 (연산동)","","황금주유소","2026-02-10 17:13:26","U","2026-02-12 02:40:00","주유소","391186.369318548","190002.666220181","","",
"121","석유판매업","09_28_08_P","4040000","1995404005901500023","1995-05-03","","03","폐업","03","폐지","2026-02-10","","","","031 795 5144","660","","경기도 하남시 천현동 290-1","경기도 하남시 대성로 239 (천현동)","","천현플러스주유소","2026-02-10 18:07:44","U","2026-02-12 02:40:00","주유소","217705.922943026","447678.539611089","","",
"122","석유판매업","09_28_08_P","3450000","1993345001201500042","1993-12-08","","01","영업/정상","06","휴지사업재개","","2018-08-27","2018-11-30","2018-09-22","053  3245189","1623","","대구광역시 북구 읍내동 303-1","대구광역시 북구 칠곡중앙대로 624 (읍내동)","41402","대왕주유소","2026-02-11 09:56:37","U","2026-02-13 02:40:00","주유소","340086.504141115","273401.730017027","","",
"123","석유판매업","09_28_08_P","5350000","1998535001401500124","1998-09-09","","01","영업/정상","07","영업개시","","","","","055 323 7979","299","","경상남도 김해시 상동면 매리 483-1","경상남도 김해시 상동면 동북로437번길 58-77","","(주)표주주유소","2026-02-11 09:17:31","U","2026-02-13 02:40:00","주유소","378243.947343187","202717.596269147","","",
"124","석유판매업","09_28_08_P","5680000","2008463008001500001","2008-01-04","","01","영업/정상","07","영업개시","","","","","","1490","","충청남도 당진시 순성면 중방리 742-14","충청남도 당진시 순성면 예당평야로 1521","31759","강남주유소","2026-02-11 10:30:09","U","2026-02-13 02:40:00","주유소","177752.109084588","369944.412049694","","",
"125","석유판매업","09_28_08_P","5670000","1993527002201500018","1993-09-27","","03","폐업","03","폐지","2026-02-10","","","","055 264 1587","498","","경상남도 창원시 성산구 신월동 68-27","경상남도 창원시 성산구 신사로45번길 25 (신월동)","51442","토월주유소","2026-02-11 08:48:26","U","2026-02-13 02:40:00","주유소","353965.593432721","193279.292793459","","",
"126","석유판매업","09_28_08_P","3510500","2005351001301200357","2005-10-31","","01","영업/정상","01","신규등록","","","","","032 866 6363","","","인천광역시 미추홀구 용현동 3-33","인천광역시 미추홀구 한나루로501번길 24 (용현동)","","주식회사 지티에너지","2026-02-11 15:24:59","U","2026-02-13 02:40:00","일반판매소","170388.532158905","438939.163989055","","",
"127","석유판매업","09_28_08_P","3120000","2004312009301500007","2004-05-18","","01","영업/정상","01","신규등록","","","","","02-336-6151","1074.4","","서울특별시 서대문구 연희동 194-32 SK삼보주유소","서울특별시 서대문구 연희로 78, SK삼보주유소 (연희동)","03726","(주)안국에너지 삼보주유소","2026-02-11 13:01:38","U","2026-02-13 02:40:00","주유소","193739.775891912","451415.645252545","","",
"128","석유판매업","09_28_08_P","5220000","2025522011801500001","2025-12-17","","01","영업/정상","01","신규등록","","","","","","","","경상북도 칠곡군 약목면 복성리 639-1","경상북도 칠곡군 약목면 칠곡대로 504","39822","행운주유소","2026-02-11 16:56:33","U","2026-02-13 02:40:00","주유소","321747.197639123","283309.298077476","","",
"129","석유판매업","09_28_08_P","5460000","1990546000601500001","1990-09-18","","03","폐업","03","폐지","2026-02-11","","","","055 9631667","960","","경상남도 함양군 함양읍 백천리 1596","경상남도 함양군 함양읍 고운로 341","","함양I.C 주유소","2026-02-11 13:40:40","U","2026-02-13 02:40:00","주유소","268590.6360589","225455.309486194","","",
"130","석유판매업","09_28_08_P","4440000","2005444004201500001","2005-04-16","","01","영업/정상","01","신규등록","","","","","0437430123","566","","충청북도 영동군 영동읍 계산리 206-1","충청북도 영동군 영동읍 동정로 18-8","","영동포도주유소","2026-02-11 13:27:25","U","2026-02-13 02:40:00","주유소","270464.177798436","297295.314555718","","",
"131","석유판매업","09_28_08_P","4880000","2025488017301500001","2025-04-11","","03","폐업","03","폐지","2026-02-09","","","","","","","전라남도 고흥군 도양읍 봉암리 3883","전라남도 고흥군 도양읍 녹동신항1길 46, 2층","59560","더블유제이에너지주식회사","2026-02-11 09:12:33","U","2026-02-13 02:40:00","용제판매소","213257.403896658","114021.771197012","","",
"132","석유판매업","09_28_08_P","5350000","1990535001401500027","1990-05-24","","01","영업/정상","07","영업개시","","","","","055 323 9279","2279","","경상남도 김해시 생림면 나전리 1093-5","경상남도 김해시 생림면 나전로 81","","광신석유(주) 나전주유소","2026-02-12 11:42:09","U","2026-02-14 02:40:00","주유소","370190.275471871","201016.69432086","","",
"133","석유판매업","09_28_08_P","4540000","1995454001201500045","1995-12-04","","01","영업/정상","01","신규등록","","","","","0417332004","1039","","충청남도 논산시 연산면 송정리 343","충청남도 논산시 연산면 계백로 2500","","행운주유소","2026-02-12 10:05:31","U","2026-02-14 02:40:00","주유소","220444.47453007","303377.966406904","","",
"134","석유판매업","09_28_08_P","5380000","1998538001001500078","1998-07-01","","01","영업/정상","01","신규등록","","","","","055 3891750","","","경상남도 양산시 동면 내송리 산 85-19","경상남도 양산시 동면 목장길 15-50","","풀무원식품(주) 양산(서울방향)주유소","2026-02-12 14:23:56","U","2026-02-14 02:40:00","주유소","386871.213666819","204605.123210943","","",
"135","석유판매업","09_28_08_P","5670000","2012567037601500001","2012-06-25","","01","영업/정상","07","영업개시","","","","","0552865145","1653.4","","경상남도 창원시 성산구 가음동 47-1","경상남도 창원시 성산구 가음로92번길 5 (가음동)","","남창원농협 경제사업소","2026-02-12 14:24:13","U","2026-02-14 02:40:00","주유소","355029.990430489","190832.284255732","","",
"136","석유판매업","09_28_08_P","5670000","1995527002201500026","1995-05-08","","01","영업/정상","06","휴지사업재개","","","","2021-11-10","055-266-6092","1257","","경상남도 창원시 성산구 양곡동 1066-1","경상남도 창원시 성산구 진해대로 52 (양곡동)","","정무에너지(주) 양곡주유소","2026-02-12 14:25:57","U","2026-02-14 02:40:00","주유소","349117.26659808","188663.966586694","","",
"137","석유판매업","09_28_08_P","5670000","2013567046501500002","2013-12-24","","01","영업/정상","06","휴지사업재개","","","","","055 263 7677","732.6","","경상남도 창원시 성산구 성주동 79-3","경상남도 창원시 성산구 해원로 410 (성주동)","","성주주유소","2026-02-12 14:23:36","U","2026-02-14 02:40:00","주유소","355372.408607637","188936.852413733","","",
"138","석유판매업","09_28_08_P","4810000","1994481001901500048","1994-05-02","","01","영업/정상","01","신규등록","","","","","061 6860035","1622","","전라남도 여수시 소라면 대포리 26-2 공항주유소","전라남도 여수시 소라면 여순로 146 (주)한영 남부지점","59609","(주)한영 남부지점","2026-02-12 13:00:09","U","2026-02-14 02:40:00","주유소","256772.989850658","146850.478787674","","",
"139","석유판매업","09_28_08_P","3780000","1992378007601100019","1992-02-27","","02","휴업","05","사업휴지","","2026-02-11","2027-02-10","","031-732-5100","417.6","","경기도 성남시 중원구 금광동 1796,1796-1","경기도 성남시 중원구 광명로 368 (금광동)","","이원주유소","2026-02-12 08:48:12","U","2026-02-14 02:40:00","주유소","214685.523045186","438256.625732847","","",
"140","석유판매업","09_28_08_P","4570000","2019457009801200001","2019-12-17","","01","영업/정상","07","영업개시","","","","","","","","충청남도 부여군 석성면 증산리 881","충청남도 부여군 석성면 증산천길 58","33176","충남석유","2026-02-12 09:07:04","U","2026-02-14 02:40:00","일반판매소","201429.986907703","305102.597683226","","",
"141","석유판매업","09_28_08_P","5670000","1994527002201500022","1994-05-23","","01","영업/정상","06","휴지사업재개","","2012-04-26","2012-06-30","2012-06-11","055 264 3607","924","","경상남도 창원시 성산구 대방동 339-2","경상남도 창원시 성산구 대암로105번길 2 (대방동)","","남광석유직영 대방주유소","2026-02-12 14:26:51","U","2026-02-14 02:40:00","주유소","355458.619315986","192090.364605107","","",
"142","석유판매업","09_28_08_P","3990000","2026399031301200001","2026-01-20","","01","영업/정상","07","영업개시","","","","","","","","경기도 남양주시 와부읍 월문리 182-3","경기도 남양주시 와부읍 수레로 648","12202","장원오일","2026-02-12 10:41:47","U","2026-02-14 02:40:00","일반판매소","223969.188517863","457073.253091653","","",
"143","석유판매업","09_28_08_P","5670000","2006527007601500004","2006-11-16","","01","영업/정상","07","영업개시","","","","","055 264 5253","994.1","","경상남도 창원시 성산구 중앙동 152","경상남도 창원시 성산구 외동반림로 3 (중앙동)","","(주)역전주유소","2026-02-12 14:24:55","U","2026-02-14 02:40:00","주유소","352347.246227762","192568.400388787","","",
"144","석유판매업","09_28_08_P","5670000","2000528000001500040","1992-07-08","","02","휴업","05","사업휴지","","2026-02-12","2027-02-11","","055-222-5133","515","","경상남도 창원시 마산합포구 월영동 39-1,40-10,산9","경상남도 창원시 마산합포구 무학로 210 (월영동)","","영광주유소","2026-02-12 10:42:15","U","2026-02-14 02:40:00","주유소","341625.689338786","188943.376672049","","",
"145","석유판매업","09_28_08_P","4080000","2025408026201500002","2025-12-15","","01","영업/정상","07","영업개시","","","","","","","","경기도 안성시 고삼면 삼은리 산 15-9 외 66필지","","","고삼(포천)주유소","2026-02-12 16:33:29","U","2026-02-14 02:40:00","주유소","226272.644620281","397165.371104621","","",
"146","석유판매업","09_28_08_P","4080000","2025408026201500003","2025-12-15","","01","영업/정상","07","영업개시","","","","","","","","경기도 안성시 고삼면 삼은리 산 15-9 외 66필지","","","고삼(세종)주유소","2026-02-12 16:33:15","U","2026-02-14 02:40:00","주유소","226272.644620281","397165.371104621","","",
"147","석유판매업","09_28_08_P","4090000","2008409020401500002","2008-09-19","","01","영업/정상","01","신규등록","","","","","0319879245","1105","","경기도 김포시 대곶면 상마리 165-7","경기도 김포시 대곶면 대곶서로 151","10042","금강주유소 김포지점","2026-02-12 15:56:04","U","2026-02-14 02:40:00","주유소","162532.852134744","459155.043794277","","",
"148","석유판매업","09_28_08_P","5360000","2025536020001200001","2025-08-29","","01","영업/정상","07","영업개시","","","","","","","","경상남도 밀양시 무안면 양효리 212-2","경상남도 밀양시 무안면 사명로 1081","50406","하나로에너지","2026-02-12 17:49:51","U","2026-02-14 02:40:00","일반판매소","349495.019961221","225561.783129049","","",
"149","석유판매업","09_28_08_P","5220000","2000522000901500077","2000-06-14","","01","영업/정상","01","신규등록","","","","","054 9755028","999","","경상북도 칠곡군 가산면 금화리 187-5 188","경상북도 칠곡군 가산면 경북대로 1318 (188)","","가산평화주유소","2026-02-12 17:06:30","U","2026-02-14 02:40:00","주유소","338473.054564646","285879.777456732","","",
"150","석유판매업","09_28_08_P","4050000","2003405008301500008","2003-11-07","","01","영업/정상","07","영업개시","","","","","031 2832120","1607","","경기도 용인시 기흥구 구갈동 203-2 2통3반","경기도 용인시 기흥구 중부대로 519 (구갈동)","","삼미상사(주) 기흥self주유소","2026-02-12 10:20:10","U","2026-02-14 02:40:00","주유소","210758.280863685","419200.378483423","","",
"151","석유판매업","09_28_08_P","4050000","1992405008301500005","1992-04-22","","01","영업/정상","07","영업개시","","","","","0335333 6619","1018","","경기도 용인시 처인구 원삼면 목신리 406 블루원주유소","경기도 용인시 처인구 원삼면 보개원삼로 1536, 블루원주유소","17170","블루원주유소","2026-02-12 17:12:59","U","2026-02-14 02:40:00","주유소","227534.163034716","403458.375200812","","",
"152","석유판매업","09_28_08_P","5680000","2020568034201500002","2020-09-09","","01","영업/정상","01","신규등록","","","","","","","","충청남도 당진시 석문면 통정리 1353","충청남도 당진시 석문면 산단3로 96","31702","석문산단주유소㈜","2026-02-12 09:32:16","U","2026-02-14 02:40:00","주유소","163738.206486254","388620.432384359","","",
"153","석유판매업","09_28_08_P","3650000","1993365001501509312","1993-11-30","","01","영업/정상","07","영업개시","","","","","042  2715109","1188","","대전광역시 중구 옥계동 16-3,4","대전광역시 중구 대종로 103 (옥계동)","","옥계주유소","2026-02-12 16:09:36","U","2026-02-14 02:40:00","주유소","240500.582360041","311302.248143891","","",
"154","석유판매업","09_28_08_P","4390000","2005439010301500004","2005-04-19","","01","영업/정상","06","휴지사업재개","","2018-10-18","2019-10-17","2019-03-26","043 8465566","746.73","","충청북도 충주시 달천동 775-3","충청북도 충주시 중원대로 3691 (달천동)","","주식회사 와이에스인터 충주지점","2026-02-12 14:14:10","U","2026-02-14 02:40:00","주유소","279802.974273171","384792.155700643","","",
