번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),자산규모,부채총액,자본금,판매방식명,Unnamed: 32,record_key
2497,통신판매업,08_26_04_P,3780000,2026378039430200760,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,경기도 성남시 분당구 판교동 *** 판교원마을*단지아파트,"경기도 성남시 분당구 판교원로 ***, ***동 ****호 (판교동, 판교원마을*단지아파트)",13485,당모아,2026-03-04 09:24:56,I,2026-03-06 00:20:02,기타,207760.116359187,431722.492926476,0,0,0,인터넷,,당모아_경기도성남시분당구판교동***판교원마을*단지아파트
2498,통신판매업,08_26_04_P,3780000,2026378039430200761,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,경기도 성남시 수정구 창곡동 *** 위례자이더시티,"경기도 성남시 수정구 위례중앙로 ***, ****동 ****호 (창곡동, 위례자이더시티)",13642,노바 스트릿(Nova Street),2026-03-04 09:34:30,I,2026-03-06 00:20:02,종합몰 의류/패션/잡화/뷰티,213063.344313167,441200.093170279,0,0,0,인터넷,,노바스트릿(NovaStreet)_경기도성남시수정구창곡동***위례자이더시티
2499,통신판매업,08_26_04_P,3780000,2026378039430200762,2026-03-04,,1,영업/정상,1,정상영업,,,,,02-6933-4773,,,경기도 성남시 분당구 구미동 ** 시그마*오피스텔,"경기도 성남시 분당구 탄천상로 ***, 시그마*오피스텔 B*동 *호 (구미동)",13631,퍼플독 인터내셔날,2026-03-04 09:38:48,I,2026-03-06 00:20:02,건강/식품,209271.991810963,426903.175177001,0,0,0,인터넷,,퍼플독인터내셔날_경기도성남시분당구구미동**시그마*오피스텔
2500,통신판매업,08_26_04_P,3780000,2026378039430200763,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,경기도 성남시 수정구 신흥동 ****,"경기도 성남시 수정구 산성대로***번길 *-**, *,*층 일부층 (신흥동)",13354,눈매,2026-03-04 09:42:55,I,2026-03-06 00:20:02,교육/도서/완구/오락,213120.277357647,437811.737711728,0,0,0,인터넷,,눈매_경기도성남시수정구신흥동****
2407,통신판매업,08_26_04_P,3210000,2026321015330200787,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 서초구 서초동 **** 서초그랑자이,"서울특별시 서초구 효령로 ***, ***동 ****호 (서초동, 서초그랑자이)",06630,핀랩국제에듀,2026-03-04 15:53:44,I,2026-03-06 00:20:02,교육/도서/완구/오락,202245.377899369,442987.986999742,0,0,0,인터넷,,핀랩국제에듀_서울특별시서초구서초동****서초그랑자이
2406,통신판매업,08_26_04_P,3210000,2026321015330200777,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 서초구 양재동 **-* JCS빌딩,"서울특별시 서초구 논현로**길 **, JCS빌딩 지하*층 (양재동)",06745,마마엔터테인먼트(MAMA-Entertainment),2026-03-04 14:09:20,I,2026-03-06 00:20:02,건강/식품,203514.915726955,442027.844893322,0,0,0,인터넷,,마마엔터테인먼트(MAMA-Entertainment)_서울특별시서초구양재동**-*JCS빌딩
2405,통신판매업,08_26_04_P,3210000,2026321015330200776,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 서초구 반포동 ***-** 엘림,"서울특별시 서초구 서래로*길 **, 엘림 *층 (반포동)",06575,핀스파인 스튜디오,2026-03-04 14:07:20,I,2026-03-06 00:20:02,기타,199604.306831522,443955.975139267,0,0,0,인터넷,,핀스파인스튜디오_서울특별시서초구반포동***-**엘림
2017,통신판매업,08_26_04_P,3200000,2026320022530200470,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 관악구 신림동 **** 신림동부아파트,"서울특별시 관악구 신원로 **, ***동 ***호 (신림동, 신림동부아파트)",08775,마인딧,2026-03-04 10:56:46,I,2026-03-06 00:20:02,의류/패션/잡화/뷰티,193671.349359142,442039.985895904,0,0,0,인터넷,,마인딧_서울특별시관악구신림동****신림동부아파트
2027,통신판매업,08_26_04_P,3930000,2026393048230200527,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,경기도 안산시 상록구 사동 ****-* ***호,"경기도 안산시 상록구 천문*길 **, ***호 (사동)",15497,아크링크(ARCLINK),2026-03-04 23:52:39,I,2026-03-06 00:20:02,종합몰,186164.569248787,422735.717615167,0,0,0,인터넷,,아크링크(ARCLINK)_경기도안산시상록구사동****-****호
2026,통신판매업,08_26_04_P,3930000,2026393048230200526,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,경기도 안산시 단원구 초지동 ***-* ***호,"경기도 안산시 단원구 광덕*로 **-*, ***호 (초지동)",15441,청춘트럭,2026-03-04 23:04:10,I,2026-03-06 00:20:02,자동차/자동차용품,183915.32,423488.885,0,0,0,인터넷,,청춘트럭_경기도안산시단원구초지동***-****호
3653,통신판매업,08_26_04_P,4191000,2026419100630200706,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,강원특별자치도 원주시 단구동 ****-*,"강원특별자치도 원주시 남원로 ***-**, *층 A***호 (단구동)",26484,포레스트원,2026-03-05 10:18:55,I,2026-03-07 00:20:02,종합몰,284008.718407116,425766.061140531,0,0,0,인터넷,,포레스트원_강원특별자치도원주시단구동****-*
2024,통신판매업,08_26_04_P,3940000,2026395005230200573,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,경기도 고양시 덕양구 오금동 *** 삼송우미라피아노,"경기도 고양시 덕양구 오금로 ***, ***동 ***호 (오금동, 삼송우미라피아노)",10577,스튜디오 온기,2026-03-04 10:16:31,I,2026-03-06 00:20:02,기타,191461.389929783,462097.533839216,0,0,0,기타,,스튜디오온기_경기도고양시덕양구오금동***삼송우미라피아노
2023,통신판매업,08_26_04_P,3940000,2026395005230200572,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,경기도 고양시 덕양구 향동동 *** DMC리슈빌더포레스트,"경기도 고양시 덕양구 향기로 **, ***동 ****호 (향동동, DMC리슈빌더포레스트)",10546,데일리픽,2026-03-04 10:10:15,I,2026-03-06 00:20:02,종합몰,190125.333869151,454529.001376025,0,0,0,인터넷,,데일리픽_경기도고양시덕양구향동동***DMC리슈빌더포레스트
2022,통신판매업,08_26_04_P,3550000,2026355012730200223,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,인천광역시 계양구 계산동 ***-*,"인천광역시 계양구 주부토로 ***, *층 K**호 (계산동)",21050,보나르마켓,2026-03-04 15:47:53,I,2026-03-06 00:20:02,종합몰,175897.093161626,448739.448408788,0,0,0,인터넷,,보나르마켓_인천광역시계양구계산동***-*
2021,통신판매업,08_26_04_P,3200000,2026320022530200474,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 관악구 봉천동 ***-**,"서울특별시 관악구 봉천로 ***-*, *층 ***A호 (봉천동)",08757,오글소프트,2026-03-04 15:21:51,I,2026-03-06 00:20:02,기타,195090.503650762,442274.625918035,0,0,0,인터넷,,오글소프트_서울특별시관악구봉천동***-**
2020,통신판매업,08_26_04_P,3200000,2026320022530200473,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 관악구 신림동 ****-**,"서울특별시 관악구 남부순환로***길 **, ***호 (신림동)",08771,챈챈잡화점,2026-03-04 11:17:49,I,2026-03-06 00:20:02,가구/수납용품 기타,192228.10616947,441991.764590357,0,0,0,인터넷,,챈챈잡화점_서울특별시관악구신림동****-**
2019,통신판매업,08_26_04_P,3200000,2026320022530200472,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 관악구 신림동 ****-*,서울특별시 관악구 남부순환로***길 ** (신림동),08773,스마트페이지,2026-03-04 11:10:18,I,2026-03-06 00:20:02,기타,193194.828487165,442019.688169515,0,0,0,인터넷,,스마트페이지_서울특별시관악구신림동****-*
2018,통신판매업,08_26_04_P,3200000,2026320022530200471,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 관악구 신림동 ***-**,"서울특별시 관악구 신림로**길 **, B*층 (신림동)",08838,음뇽뇽 Resin Object Studio,2026-03-04 11:02:53,I,2026-03-06 00:20:02,교육/도서/완구/오락 의류/패션/잡화/뷰티,194230.146289115,441195.172010495,0,0,0,인터넷,,음뇽뇽ResinObjectStudio_서울특별시관악구신림동***-**
2373,통신판매업,08_26_04_P,4090000,2026409051630202217,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,경기도 김포시 통진읍 수참리 ***-*,"경기도 김포시 통진읍 김포대로 ****, *층 *호",10014,자샵,2026-03-04 13:23:40,I,2026-03-06 00:20:02,종합몰 의류/패션/잡화/뷰티,167099.569626652,464112.542220513,0,0,0,인터넷,,자샵_경기도김포시통진읍수참리***-*
2378,통신판매업,08_26_04_P,3860000,2026387100730200441,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,경기도 부천시 원미구 중동 ****-* 부광프라자,"경기도 부천시 원미구 석천로***번길 **, 부광프라자 ***호 (중동)",14547,폰삼 본점,2026-03-04 15:07:40,I,2026-03-06 00:20:02,기타,179058.809294507,444520.052772957,0,0,0,인터넷,,폰삼본점_경기도부천시원미구중동****-*부광프라자
2016,통신판매업,08_26_04_P,3200000,2026320022530200469,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 관악구 봉천동 ****-* 벽산블루밍아파트,"서울특별시 관악구 양녕로 ***, ***동 ****호 (봉천동, 벽산블루밍아파트)",08715,샤이니야,2026-03-04 10:35:19,I,2026-03-06 00:20:02,종합몰,194863.318546988,443290.713662991,0,0,0,인터넷,,샤이니야_서울특별시관악구봉천동****-*벽산블루밍아파트
2404,통신판매업,08_26_04_P,3210000,2026321015330200775,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 서초구 반포동 ***-** 신우빌딩,"서울특별시 서초구 사평대로**길 **, 신우빌딩 *층 비**호 (반포동)",06575,페이누안 유한회사,2026-03-04 13:42:04,I,2026-03-06 00:20:02,종합몰,199647.400104709,443989.686110998,0,0,0,인터넷,,페이누안유한회사_서울특별시서초구반포동***-**신우빌딩
2015,통신판매업,08_26_04_P,3200000,2026320022530200468,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 관악구 봉천동 ***-* 대우디오슈페리움*단지,"서울특별시 관악구 관악로 ***, ***-사**호 (봉천동, 대우디오슈페리움*단지)",08788,더블온뷰티,2026-03-04 10:28:12,I,2026-03-06 00:20:02,의류/패션/잡화/뷰티,195785.625847341,442009.829041898,0,0,0,인터넷,,더블온뷰티_서울특별시관악구봉천동***-*대우디오슈페리움*단지
3654,통신판매업,08_26_04_P,4191000,2026419100630200707,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,강원특별자치도 원주시 단구동 ****-*,"강원특별자치도 원주시 남원로 ***-**, *층 전체 A***호 (단구동)",26484,온담마켓2,2026-03-05 10:19:14,I,2026-03-07 00:20:02,종합몰,284008.718407116,425766.061140531,0,0,0,인터넷,,온담마켓2_강원특별자치도원주시단구동****-*
2013,통신판매업,08_26_04_P,4540000,2026454031030200054,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,충청남도 논산시 강경읍 황산리 ***-*,충청남도 논산시 강경읍 황산*길 *,32930,토담마켓,2026-03-04 17:44:54,I,2026-03-06 00:20:02,기타,200868.131147428,294836.81278804,0,0,0,인터넷,,토담마켓_충청남도논산시강경읍황산리***-*
2012,통신판매업,08_26_04_P,4540000,2026454031030200053,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,충청남도 논산시 상월면 주곡리 **-*,충청남도 논산시 상월면 주곡*길 **,32907,은하수농원,2026-03-04 17:24:19,I,2026-03-06 00:20:02,종합몰 건강/식품 기타,213756.208979115,308886.732617228,0,0,0,"TV홈쇼핑, 인터넷, 기타",,은하수농원_충청남도논산시상월면주곡리**-*
2011,통신판매업,08_26_04_P,3940000,2026410012530200295,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,경기도 고양시 일산서구 주엽동 *** 효원메이저,"경기도 고양시 일산서구 중앙로 ****, **층 ****-***호 (주엽동)",10387,포라(PAWRA),2026-03-04 16:03:19,I,2026-03-06 00:20:02,기타,178684.46883454,463167.696305969,0,0,0,인터넷,,포라(PAWRA)_경기도고양시일산서구주엽동***효원메이저
2379,통신판매업,08_26_04_P,3860000,2026387100730200442,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,경기도 부천시 원미구 심곡동 *** 중앙자유시장,"경기도 부천시 원미구 부천로**번길 *, 중앙자유시장 *층 **호 (심곡동)",14633,문전성시 홈앤도어,2026-03-04 15:17:09,I,2026-03-06 00:20:02,가구/수납용품 기타,180682.178867611,442929.432148975,0,0,0,인터넷,,문전성시홈앤도어_경기도부천시원미구심곡동***중앙자유시장
2010,통신판매업,08_26_04_P,3940000,2026410012530200294,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,경기도 고양시 일산서구 덕이동 **** 하이파크시티일산파밀리에*단지,"경기도 고양시 일산서구 하이파크*로 ***, ***동 ****호 (덕이동, 하이파크시티일산파밀리에*단지)",10229,루아린,2026-03-04 14:16:21,I,2026-03-06 00:20:02,종합몰 의류/패션/잡화/뷰티,,,0,0,0,인터넷,,루아린_경기도고양시일산서구덕이동****하이파크시티일산파밀리에*단지
2009,통신판매업,08_26_04_P,3940000,2026410012530200293,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,경기도 고양시 일산서구 덕이동 **** 하이파크시티일산파밀리에*단지,"경기도 고양시 일산서구 하이파크*로 **, ***동 ****호 (덕이동, 하이파크시티일산파밀리에*단지)",10235,바이무드,2026-03-04 14:12:32,I,2026-03-06 00:20:02,의류/패션/잡화/뷰티,,,0,0,0,인터넷,,바이무드_경기도고양시일산서구덕이동****하이파크시티일산파밀리에*단지
2008,통신판매업,08_26_04_P,3940000,2026410012530200292,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,경기도 고양시 일산서구 일산동 ***-* 일산*차현대홈타운,"경기도 고양시 일산서구 고양대로 ***-**, ***동 ****호 (일산동, 일산*차현대홈타운)",10353,에제르,2026-03-04 09:10:23,I,2026-03-06 00:20:02,기타,179944.282720706,464544.927905999,0,0,0,인터넷,,에제르_경기도고양시일산서구일산동***-*일산*차현대홈타운
2007,통신판매업,08_26_04_P,3940000,2026396012830200418,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,경기도 고양시 일산동구 설문동 ***-*,경기도 고양시 일산동구 은마길 *** (설문동),10252,(주)채움디앤피,2026-03-04 17:18:47,I,2026-03-06 00:20:02,기타,182444.301406464,469305.579929048,0,0,0,인터넷,,(주)채움디앤피_경기도고양시일산동구설문동***-*
3655,통신판매업,08_26_04_P,4191000,2026419100630200708,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,강원특별자치도 원주시 반곡동 ****-*,"강원특별자치도 원주시 혁신로 **-*, *층 ***-B***호 (반곡동)",26465,월드 셀렉트,2026-03-05 10:19:32,I,2026-03-07 00:20:02,종합몰,286737.127898559,425074.335936994,0,0,0,인터넷,,월드셀렉트_강원특별자치도원주시반곡동****-*
3656,통신판매업,08_26_04_P,4191000,2026419100630200709,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,강원특별자치도 원주시 태장동 **** 흥화브라운빌아파트,"강원특별자치도 원주시 현충로**번길 **, ***동 ***호 (태장동, 흥화브라운빌아파트)",26324,갤럭시,2026-03-05 10:21:00,I,2026-03-07 00:20:02,종합몰 교육/도서/완구/오락 가구/수납용품 의류/패션/잡화/뷰티,284650.972544236,429297.510121905,0,0,0,인터넷,,갤럭시_강원특별자치도원주시태장동****흥화브라운빌아파트
2028,통신판매업,08_26_04_P,3080000,2026308019030200184,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 강북구 미아동 ***-**** 솔블루빌,"서울특별시 강북구 인수봉로**길 *, ***호 (미아동, 솔블루빌)",01107,사계절,2026-03-04 08:58:17,I,2026-03-06 00:20:02,종합몰,201041.270423836,458119.108481039,0,0,0,인터넷,,사계절_서울특별시강북구미아동***-****솔블루빌
2029,통신판매업,08_26_04_P,3080000,2026308019030200188,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 강북구 미아동 *** 삼성래미안트리베라아파트,"서울특별시 강북구 삼양로**길 **, ***동 ***호 (미아동, 삼성래미안트리베라아파트)",01195,디엔티,2026-03-04 13:42:37,I,2026-03-06 00:20:02,종합몰 가전 건강/식품 의류/패션/잡화/뷰티,201731.684416461,457219.335594234,0,0,0,인터넷,,디엔티_서울특별시강북구미아동***삼성래미안트리베라아파트
3652,통신판매업,08_26_04_P,4191000,2026419100630200705,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,강원특별자치도 원주시 지정면 판대리 ***-**,"강원특별자치도 원주시 지정면 구재로 ***, *층 일부 A***호",26357,멜리글로우,2026-03-05 10:18:26,I,2026-03-07 00:20:02,종합몰,270701.149522951,433949.975574077,0,0,0,인터넷,,멜리글로우_강원특별자치도원주시지정면판대리***-**
2031,통신판매업,08_26_04_P,5230000,2026523012830200015,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,경상북도 예천군 풍양면 낙상리 ***-* 지혜생닭집,"경상북도 예천군 풍양면 낙상*길 **, 지혜생닭집",36865,예천삼강한우,2026-03-04 13:31:31,I,2026-03-06 00:20:02,기타,316439.922676257,335092.387944596,0,0,0,인터넷,,예천삼강한우_경상북도예천군풍양면낙상리***-*지혜생닭집
2062,통신판매업,08_26_04_P,3230000,2026323029130200733,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 송파구 신천동 *-** 잠실 더샵스타파크,"서울특별시 송파구 올림픽로**가길 **, 비동 *층 ***호 (신천동, 잠실 더샵스타파크)",05510,우리세무회계사무소,2026-03-04 16:23:33,I,2026-03-06 00:20:02,기타,208972.490841898,446087.944327019,0,0,0,인터넷,,우리세무회계사무소_서울특별시송파구신천동*-**잠실더샵스타파크
3643,통신판매업,08_26_04_P,5700000,2026570013030200082,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,경기도 여주시 하동 ***,경기도 여주시 여흥로**번길 ** (하동),12623,흙지농약,2026-03-05 09:56:43,I,2026-03-07 00:20:02,종합몰,255770.381743778,422020.008565775,0,0,0,인터넷,,흙지농약_경기도여주시하동***
2056,통신판매업,08_26_04_P,3200000,2026320022530200475,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 관악구 남현동 ****-** 다인,"서울특별시 관악구 남부순환로***길 **-*, 다인 ***호 (남현동)",08804,임팩트 디벨로퍼스(Impact Developers),2026-03-04 15:28:22,I,2026-03-06 00:20:02,건강/식품,197459.666275444,441428.880156364,0,0,0,인터넷,,임팩트디벨로퍼스(ImpactDevelopers)_서울특별시관악구남현동****-**다인
2054,통신판매업,08_26_04_P,3040000,2026304019030200388,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 광진구 구의동 ***-* 테크노-마트**,"서울특별시 광진구 광나루로**길 **, 테크노-마트** 판매동 *층 D-**,D-**호 (구의동)",05116,더(THE) 정석,2026-03-04 11:13:38,I,2026-03-06 00:20:02,종합몰,208394.416382167,448165.279999905,0,0,0,인터넷,,더(THE)정석_서울특별시광진구구의동***-*테크노-마트**
2053,통신판매업,08_26_04_P,3040000,2026304019030200387,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 광진구 화양동 **-**,"서울특별시 광진구 아차산로**길 **, 지하 *층 (화양동)",05019,스튜디오 교우(Studio GyoU),2026-03-04 10:54:49,I,2026-03-06 00:20:02,종합몰,205829.762211823,448888.106502274,0,0,0,인터넷,,스튜디오교우(StudioGyoU)_서울특별시광진구화양동**-**
2052,통신판매업,08_26_04_P,5310000,2026531026830200121,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,경상남도 진주시 칠암동 ***-**,경상남도 진주시 강남로***번길 ** (칠암동),52723,한솔농장,2026-03-04 10:38:05,I,2026-03-06 00:20:02,종합몰 기타,299401.584334346,187782.192502855,0,0,0,인터넷,,한솔농장_경상남도진주시칠암동***-**
3644,통신판매업,08_26_04_P,5700000,2026570013030200083,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,경기도 여주시 현암동 ***-*,"경기도 여주시 도예로 **-**, ***동 ***호 (현암동)",12637,리온(RYON),2026-03-05 09:57:30,I,2026-03-07 00:20:02,종합몰,256685.793478729,423180.779725127,0,0,0,인터넷,,리온(RYON)_경기도여주시현암동***-*
2050,통신판매업,08_26_04_P,3430000,2026343012730200112,2026-03-04,,1,영업/정상,1,정상영업,,,,,053-565-5705,,,대구광역시 서구 비산동 *** 한신휴플러스 아파트,"대구광역시 서구 달서로**길 **, 상가동 지하층 *호 (비산동, 한신휴플러스 아파트)",41816,다온유니폼,2026-03-04 09:15:20,I,2026-03-06 00:20:02,의류/패션/잡화/뷰티,341635.950997952,264476.674215431,0,0,0,인터넷,,다온유니폼_대구광역시서구비산동***한신휴플러스아파트
2371,통신판매업,08_26_04_P,5080000,2026508034930200204,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,경상북도 구미시 옥계동 *** ***동 ****호,"경상북도 구미시 해마루공원로 **, ***동 ****호 (옥계동, 중흥에스-클래스에듀힐스)",39459,스밴드,2026-03-04 10:56:42,I,2026-03-06 00:20:02,종합몰,328696.76591964,294205.904804986,0,0,0,인터넷,,스밴드_경상북도구미시옥계동******동****호
3647,통신판매업,08_26_04_P,4191000,2026419100630200686,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,강원특별자치도 원주시 반곡동 ****-*,"강원특별자치도 원주시 혁신로 **-*, *층 ***-D***호 (반곡동)",26465,망고베리엔터프라이즈,2026-03-05 10:03:21,I,2026-03-07 00:20:02,종합몰,286737.127898559,425074.335936994,0,0,0,인터넷,,망고베리엔터프라이즈_강원특별자치도원주시반곡동****-*
3648,통신판매업,08_26_04_P,4191000,2026419100630200701,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,강원특별자치도 원주시 반곡동 ****-*,"강원특별자치도 원주시 혁신로 **-*, ***-B***호 (반곡동)",26465,주식회사 애니원,2026-03-05 10:17:10,I,2026-03-07 00:20:02,종합몰,286737.127898559,425074.335936994,0,0,0,인터넷,,주식회사애니원_강원특별자치도원주시반곡동****-*
3649,통신판매업,08_26_04_P,4191000,2026419100630200702,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,강원특별자치도 원주시 단구동 ****-*,"강원특별자치도 원주시 남원로 ***-**, *층 A***호 (단구동)",26484,이룸30,2026-03-05 10:17:29,I,2026-03-07 00:20:02,종합몰,284008.718407116,425766.061140531,0,0,0,인터넷,,이룸30_강원특별자치도원주시단구동****-*
3650,통신판매업,08_26_04_P,4191000,2026419100630200703,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,강원특별자치도 원주시 단구동 ****-*,"강원특별자치도 원주시 남원로 ***-**, *층 전체 A***호 (단구동)",26484,서플릿,2026-03-05 10:17:48,I,2026-03-07 00:20:02,종합몰,284008.718407116,425766.061140531,0,0,0,인터넷,,서플릿_강원특별자치도원주시단구동****-*
2043,통신판매업,08_26_04_P,3940000,2026395005230200578,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,경기도 고양시 덕양구 신원동 ***,"경기도 고양시 덕양구 권율대로 ***, *층 ***호, ***호, ***호, ***호, ***호 (신원동)",10571,990짐(구구공짐),2026-03-04 16:02:45,I,2026-03-06 00:20:02,종합몰,190294.017847073,462346.34622771,0,0,0,인터넷,,990짐(구구공짐)_경기도고양시덕양구신원동***
2042,통신판매업,08_26_04_P,3940000,2026395005230200577,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,경기도 고양시 덕양구 도내동 ****-*,"경기도 고양시 덕양구 도래울안길 **, *층 (도내동)",10551,화유재 도기,2026-03-04 15:54:24,I,2026-03-06 00:20:02,기타,188783.990860242,458554.733878049,0,0,0,"인터넷, 기타",,화유재도기_경기도고양시덕양구도내동****-*
2041,통신판매업,08_26_04_P,3940000,2026395005230200576,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,경기도 고양시 덕양구 동산동 ***,"경기도 고양시 덕양구 동축로 **, B-A-**-**호 (동산동)",10594,(주)현대메탈히터,2026-03-04 15:45:30,I,2026-03-06 00:20:02,기타,192051.385343101,460456.083031534,0,0,0,인터넷,,(주)현대메탈히터_경기도고양시덕양구동산동***
2040,통신판매업,08_26_04_P,3940000,2026395005230200575,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,경기도 고양시 덕양구 내곡동 ***-*,경기도 고양시 덕양구 대주로 *** (내곡동),10457,디알원드론센터,2026-03-04 13:54:26,I,2026-03-06 00:20:02,교육/도서/완구/오락 컴퓨터/사무용품,182937.61213962,460287.7720542,0,0,0,인터넷,,디알원드론센터_경기도고양시덕양구내곡동***-*
2039,통신판매업,08_26_04_P,3150000,2026315020030200675,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 강서구 내발산동 ***,"서울특별시 강서구 강서로 ***, *층 *호 (내발산동)",07639,비타민팜,2026-03-04 17:26:45,I,2026-03-06 00:20:02,건강/식품,185430.896229181,449668.422607163,0,0,0,"인터넷, 기타",,비타민팜_서울특별시강서구내발산동***
2038,통신판매업,08_26_04_P,3150000,2026315020030200674,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 강서구 공항동 ***-**,서울특별시 강서구 방화대로*길 ** (공항동),07628,차이브릿지,2026-03-04 17:19:59,I,2026-03-06 00:20:02,컴퓨터/사무용품 의류/패션/잡화/뷰티,183504.117763688,450295.924521069,0,0,0,인터넷,,차이브릿지_서울특별시강서구공항동***-**
2037,통신판매업,08_26_04_P,3150000,2026315020030200673,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 강서구 마곡동 ***-* 마곡일성트루엘플래닛,"서울특별시 강서구 마곡중앙로 ***-**, 마곡일성트루엘플래닛 B****호 (마곡동)",07788,레드잼스,2026-03-04 17:16:12,I,2026-03-06 00:20:02,종합몰 교육/도서/완구/오락,184539.253003862,451830.533907327,0,0,0,인터넷,,레드잼스_서울특별시강서구마곡동***-*마곡일성트루엘플래닛
3651,통신판매업,08_26_04_P,4191000,2026419100630200704,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,강원특별자치도 원주시 태장동 *** 금광포란재아파트*단지,"강원특별자치도 원주시 포란재로 **, ***동 ***호 (태장동, 금광포란재아파트*단지)",26321,지성물산,2026-03-05 10:18:07,I,2026-03-07 00:20:02,종합몰 의류/패션/잡화/뷰티 건강/식품,284627.995862937,430707.535243481,0,0,0,인터넷,,지성물산_강원특별자치도원주시태장동***금광포란재아파트*단지
2035,통신판매업,08_26_04_P,3150000,2026315020030200671,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 강서구 화곡동 ****-**,서울특별시 강서구 까치산로 *** (화곡동),07657,바이크프렌즈,2026-03-04 10:22:41,I,2026-03-06 00:20:02,레져/여행/공연,186908.675022484,449967.924252308,0,0,0,인터넷,,바이크프렌즈_서울특별시강서구화곡동****-**
2034,통신판매업,08_26_04_P,3150000,2026315020030200670,2026-03-04,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 강서구 마곡동 ***-** 힐스테이트에코마곡,"서울특별시 강서구 공항대로 ***-**, 힐스테이트에코마곡 ***호-케이**호 (마곡동)",07803,제스123,2026-03-04 10:13:03,I,2026-03-06 00:20:02,종합몰,185548.355240195,450828.796483554,0,0,0,인터넷,,제스123_서울특별시강서구마곡동***-**힐스테이트에코마곡
