번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,욕실수,발한실여부,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,여성종사자수,남성종사자수,다중이용업소여부,Unnamed: 44,record_key
150,목욕장업,11_44_01_P,3490000,3490000-202-2018-00002,2018-08-24,,1,영업/정상,1,영업,,,,,032 745 8361,4985.11,400-340,"인천광역시 중구 운서동 2874 파라다이스시티씨메르 1,2층, 3층 일부","인천광역시 중구 영종해안남로321번길 186, 파라다이스시티씨메르 1,2층, 3층 일부 (운서동)",22382.0,씨메르(CIMER) 사우나,2026-02-23 10:46:51,U,2026-02-25 02:40:00,공동탕업+찜질시설서비스영업,151831.780955857,437337.832449689,공동탕업+찜질시설서비스영업,0,0,1,2,0,0,8,Y,,,,자가,8,7,Y,,"씨메르(CIMER)사우나_인천광역시중구운서동2874파라다이스시티씨메르1,2층,3층일부"
100,목욕장업,11_44_01_P,3220000,3220000-202-2018-00003,2018-04-09,,3,폐업,2,폐업,2026-01-27,,,,,195.31,135-833,서울특별시 강남구 논현동 277-27 TGL 경복빌딩,"서울특별시 강남구 봉은사로 303, TGL 경복빌딩 지하1층 (논현동)",6103.0,카이 스파,2026-02-03 10:10:08,U,2026-02-06 02:40:00,목욕장업 기타,203479.293031865,445256.313474871,목욕장업 기타,0,0,0,0,0,0,1,N,,,,,0,5,N,,카이스파_서울특별시강남구논현동277-27TGL경복빌딩
160,목욕장업,11_44_01_P,4201000,4201000-202-2018-00002,2018-02-08,,1,영업/정상,1,영업,,,,,033 660 9000,1072.25,,강원특별자치도 강릉시 강문동 1-1 세인트존스 호텔,"강원특별자치도 강릉시 창해로 307, 세인트존스 호텔 4층 (강문동)",25467.0,파인비치사우나,2026-02-25 14:00:17,U,2026-02-27 02:40:00,공동탕업,369147.462906176,478267.144158212,공동탕업,0,0,2,4,0,0,2,N,,,,,0,0,N,,파인비치사우나_강원특별자치도강릉시강문동1-1세인트존스호텔
25,목욕장업,11_44_01_P,5530000,5740000-202-2017-00002,2017-08-25,,3,폐업,2,폐업,2018-11-16,,,,031 3527275,3027.35,,경기도 화성시 만세구 팔탄면 율암리 845-21 지하1층 및 지상2층,경기도 화성시 만세구 팔탄면 온천로 434-26 (지하1층 및 지상2층),,율암힐호텔,2018-11-16 11:40:27,I,2026-02-04 01:35:23,목욕장업 기타,189516.66151185,405503.853668283,목욕장업 기타,0,0,2,2,1,1,0,N,,,,,0,0,Y,,율암힐호텔_경기도화성시만세구팔탄면율암리845-21지하1층및지상2층
116,목욕장업,11_44_01_P,6510000,6510000-202-2017-00003,2017-08-24,,1,영업/정상,1,영업,,,,,064 782 9092,236.25,695-968,제주특별자치도 제주시 조천읍 와흘리 385-1 6동,"제주특별자치도 제주시 조천읍 남조로 2528, 6동",63344.0,먼나머루,2026-02-05 10:14:51,U,2026-02-07 02:40:00,공동탕업,167442.336485071,-803.904206459507,공동탕업,2,0,1,1,0,0,2,N,,,,,0,0,N,,먼나머루_제주특별자치도제주시조천읍와흘리385-16동
24,목욕장업,11_44_01_P,5530000,5760000-202-2017-00001,2017-08-14,,3,폐업,2,폐업,2017-08-14,,,,,103.5,,경기도 화성시 병점구 진안동  524-27 1층전부호,"경기도 화성시 병점구 병점중앙로155번길 17-4, 1층 전부호 (진안동)",,따솜이쉼터,2017-08-14 14:43:00,I,2026-02-04 01:35:23,찜질시설서비스영업,203212.191246749,412089.666459444,찜질시설서비스영업,0,0,1,0,0,0,0,N,,,,,0,0,N,,따솜이쉼터_경기도화성시병점구진안동524-271층전부호
159,목욕장업,11_44_01_P,4351000,4351000-202-2017-00002,2017-07-03,,1,영업/정상,1,영업,,,,,033 673 0604,521.5,,강원특별자치도 양양군 강현면 전진리 3-2,강원특별자치도 양양군 강현면 낙산사로 73,25008.0,포타라카 사우나,2026-02-25 13:24:11,U,2026-02-27 02:40:00,공동탕업,342928.923063274,514649.702661704,공동탕업,4,1,0,0,1,1,2,Y,,,,임대,2,1,N,,포타라카사우나_강원특별자치도양양군강현면전진리3-2
97,목욕장업,11_44_01_P,5710000,5720000-202-2017-00001,2017-02-22,,1,영업/정상,1,영업,,,,,043 252 3390,239.57,360-810,충청북도 청주시 상당구 용암동 1617,"충청북도 청주시 상당구 월평로184번길 62, 2층 (용암동)",28776.0,휴일도,2026-01-30 09:23:19,U,2026-02-04 11:04:37,찜질시설서비스영업,244872.847727422,345407.178330093,찜질시설서비스영업,6,1,2,2,0,0,2,Y,,,,,0,0,Y,,휴일도_충청북도청주시상당구용암동1617
161,목욕장업,11_44_01_P,3490000,3490000-202-2017-00001,2017-01-25,,1,영업/정상,1,영업,,,,,032 7292170,1642.27,400-340,인천광역시 중구 운서동 2874,"인천광역시 중구 영종해안남로321번길 186, 3층 (운서동)",22382.0,파라다이스시티호텔 사우나(Sauna),2026-02-25 11:33:00,U,2026-02-27 02:40:00,공동탕업,151831.780955857,437337.832449689,공동탕업,0,0,3,0,0,0,6,N,,,,,0,0,N,,파라다이스시티호텔사우나(Sauna)_인천광역시중구운서동2874
23,목욕장업,11_44_01_P,5530000,5770000-202-2016-00001,2016-11-03,,3,폐업,2,폐업,2023-09-14,,,,031 613 1751,489.77,,경기도 화성시 동탄구 반송동  107-5 6층,"경기도 화성시 동탄구 동탄문화센터로 71-11, 6층 (반송동)",,킹스짐,2023-09-14 17:33:32,I,2026-02-04 01:35:23,목욕장업 기타,206392.757839606,410909.20518737,목욕장업 기타,0,0,6,0,0,0,2,N,,,,,0,0,N,,킹스짐_경기도화성시동탄구반송동107-56층
114,목욕장업,11_44_01_P,5350000,5350000-202-2015-00001,2015-01-08,,1,영업/정상,1,영업,,,,,055 324 8000,1175.36,621-320,"경상남도 김해시 율하동 1335-1 월드프라자 5,6층","경상남도 김해시 율하2로97번길 22, 5,6층 (율하동, 월드프라자)",51019.0,월드사우나,2026-02-03 15:12:51,U,2026-02-06 02:40:00,공동탕업,365163.374430484,187389.411514729,공동탕업,0,0,0,0,0,0,6,Y,,,,,0,0,N,,"월드사우나_경상남도김해시율하동1335-1월드프라자5,6층"
125,목욕장업,11_44_01_P,3620000,3620000-202-2014-00001,2014-09-01,,3,폐업,2,폐업,2026-02-09,,,,0622661222,622.2,500-837,광주광역시 북구 오치동 927-15 2.3.4층,"광주광역시 북구 우치로274번길 41 (오치동, 2.3.4층)",61121.0,새석정온천,2026-02-09 16:45:53,U,2026-02-11 02:40:00,공동탕업,191544.523085939,187808.976349221,공동탕업,0,0,0,0,0,0,2,N,,,,,0,0,N,,새석정온천_광주광역시북구오치동927-152.3.4층
147,목욕장업,11_44_01_P,3490000,3490000-202-2014-00001,2014-08-08,,1,영업/정상,1,영업,,,,,032 7292000,392.31,400-340,인천광역시 중구 운서동 2850-8 2층,"인천광역시 중구 영종해안남로321번길 190, 2층 (운서동)",22382.0,클럽올림푸스,2026-02-23 10:48:32,U,2026-02-25 02:40:00,공동탕업,151811.802443159,437653.715118863,공동탕업,0,0,2,2,0,0,4,Y,,,,,0,0,N,,클럽올림푸스_인천광역시중구운서동2850-82층
126,목욕장업,11_44_01_P,3780000,3790000-202-2014-00001,2014-04-16,,1,영업/정상,1,영업,,,,,031 7554008,100.0,461-804,경기도 성남시 수정구 수진동 28-1 6층일부,"경기도 성남시 수정구 수정로 130, 6층 (수진동)",13327.0,제주마그마 여성전용찜질방,2026-02-09 13:20:25,U,2026-02-11 02:40:00,찜질시설서비스영업,211864.688556887,437706.627926558,찜질시설서비스영업,0,0,6,6,0,0,0,Y,,,,,0,0,N,,제주마그마여성전용찜질방_경기도성남시수정구수진동28-16층일부
20,목욕장업,11_44_01_P,5530000,5750000-202-2014-00002,2014-02-03,,3,폐업,2,폐업,2018-07-27,,,,,127.1,,경기도 화성시 효행구 봉담읍 와우리 82-6,경기도 화성시 효행구 봉담읍 와우안길 57,,수빈소나무톱밥찜질방,2018-07-28 17:06:35,I,2026-02-04 01:35:23,찜질시설서비스영업,197755.544352807,412729.457306943,찜질시설서비스영업,0,0,2,2,0,0,1,Y,,,,,0,0,N,,수빈소나무톱밥찜질방_경기도화성시효행구봉담읍와우리82-6
26,목욕장업,11_44_01_P,5530000,5760000-202-2014-00001,2014-01-10,,1,영업/정상,1,영업,,,,,031 2320333,765.36,,경기도 화성시 병점구 병점동  871 병점역 효성 해링턴 플레이스 110동 B103호,"경기도 화성시 병점구 떡전골로 60 (병점동, 병점역 효성 해링턴 플레이스 110동 B103호)",,헬스대통령 대중사우나,2023-09-14 15:30:27,I,2026-02-04 01:35:23,공동탕업,203145.912336272,411425.206730216,공동탕업,0,0,0,0,1,1,2,N,,,,,0,0,N,,헬스대통령대중사우나_경기도화성시병점구병점동871병점역효성해링턴플레이스110동B103호
19,목욕장업,11_44_01_P,5530000,5750000-202-2013-00001,2013-12-04,,1,영업/정상,1,영업,,,,,031 224 1974,440.28,,"경기도 화성시 효행구 봉담읍 와우리 26-12 외 3필지 B116, B117, B118","경기도 화성시 효행구 봉담읍 와우로73번길 6, B116, B117, B118호",,태천사우나,2026-01-21 16:48:19,I,2026-02-04 01:35:23,공동탕업,197627.089137563,412461.269426304,공동탕업,0,0,0,0,1,1,2,N,,,,,0,0,N,,"태천사우나_경기도화성시효행구봉담읍와우리26-12외3필지B116,B117,B118"
98,목욕장업,11_44_01_P,3220000,3220000-202-2013-00001,2013-03-26,,3,폐업,2,폐업,2026-01-27,,,,02  34469777,345.25,135-818,서울특별시 강남구 논현동 83-20 지하1층,"서울특별시 강남구 학동로37길 23, 지하1층 (논현동)",6053.0,코코여성사우나,2026-02-03 10:11:51,U,2026-02-06 02:40:00,공동탕업,202962.771933869,446064.852242334,공동탕업,0,0,0,0,1,1,0,N,,,,,0,0,Y,,코코여성사우나_서울특별시강남구논현동83-20지하1층
18,목욕장업,11_44_01_P,5530000,5740000-202-2012-00002,2012-12-14,,1,영업/정상,1,영업,,,,,18990936,3747.97,,경기도 화성시 만세구 향남읍 행정리 472-3 4층 5층,"경기도 화성시 만세구 향남읍 향남로 430-18 ((행정리 472-2,3호  4층 5층))",,향남힐링스파,2019-11-19 17:46:50,I,2026-02-04 01:35:23,공동탕업+찜질시설서비스영업,193090.764187859,403430.797009477,공동탕업+찜질시설서비스영업,5,1,4,5,0,0,10,Y,,,,자가,0,0,N,,향남힐링스파_경기도화성시만세구향남읍행정리472-34층5층
99,목욕장업,11_44_01_P,3220000,3220000-202-2012-00010,2012-11-05,,3,폐업,2,폐업,2026-01-27,,,,02  562 2480,386.8,135-924,서울특별시 강남구 역삼동 738-0 지하1층,"서울특별시 강남구 역삼로17길 60, 지하1층 (역삼동)",6237.0,스파르타,2026-02-03 10:16:03,U,2026-02-06 02:40:00,목욕장업 기타,203156.891275756,444041.112746835,목욕장업 기타,0,0,0,0,1,1,1,N,,,,,0,0,N,,스파르타_서울특별시강남구역삼동738-0지하1층
124,목욕장업,11_44_01_P,4940000,4940000-202-2012-00001,2012-08-21,,1,영업/정상,1,영업,,,,,061 463 8885,1465.53,526-897,전라남도 영암군 삼호읍 용앙리 414,전라남도 영암군 삼호읍 이라니길 20,58454.0,"삼호스파, 불가마, 사우나, 24",2026-02-09 09:55:06,U,2026-02-11 02:40:00,공동탕업+찜질시설서비스영업,150948.094365531,138971.664245568,공동탕업+찜질시설서비스영업,3,0,1,3,0,0,2,N,,,,자가,0,0,N,,"삼호스파,불가마,사우나,24_전라남도영암군삼호읍용앙리414"
45,목욕장업,11_44_01_P,5530000,5770000-202-2012-00001,2012-03-08,,1,영업/정상,1,영업,,,,,031 613 1341,493.29,,"경기도 화성시 동탄구 반송동  93-2 (B101, B102)","경기도 화성시 동탄구 동탄지성로 11 (반송동, 93-2 (B101, B102))",,노작골 여성전용 사우나,2022-10-11 09:28:53,I,2026-02-04 01:35:23,공동탕업,206392.098284319,411409.903369014,공동탕업,0,0,0,0,1,1,1,N,,,,,0,0,N,,"노작골여성전용사우나_경기도화성시동탄구반송동93-2(B101,B102)"
143,목욕장업,11_44_01_P,5710000,5730000-202-2012-02001,2012-02-14,,1,영업/정상,1,영업,,,,,043 238 4547,1034.56,361-815,충청북도 청주시 흥덕구 복대동 2859 8~10층,"충청북도 청주시 흥덕구 짐대로72번길 40, 8~10층 (복대동)",28418.0,더 스파앤피트니스,2026-02-20 19:19:55,U,2026-02-22 02:40:00,공동탕업+찜질시설서비스영업,238226.834660819,347855.483421559,공동탕업+찜질시설서비스영업,10,1,8,10,0,0,0,Y,,,,,0,0,Y,,더스파앤피트니스_충청북도청주시흥덕구복대동28598~10층
166,목욕장업,11_44_01_P,6510000,6510000-202-2011-00003,2011-11-22,,1,영업/정상,1,영업,,,,,064 7967780,820.41,695-934,제주특별자치도 제주시 한림읍 협재리 2838,제주특별자치도 제주시 한림읍 금능남로 127,63015.0,라온사우나,2026-02-26 13:51:55,U,2026-02-28 02:40:00,공동탕업,129314.224473651,-12542.2565365221,공동탕업,0,0,1,1,0,0,6,N,,,,,0,0,N,,라온사우나_제주특별자치도제주시한림읍협재리2838
111,목욕장업,11_44_01_P,5590000,5590000-202-2011-00002,2011-11-18,,1,영업/정상,1,영업,,,,,031 845 2255,1205.4,482-110,"경기도 양주시 삼숭동 669-12 , 653번지 13호(지하1층)","경기도 양주시 부흥로 2118 (삼숭동,, 653번지 13호(지하1층))",11485.0,무지개사우나,2026-02-03 10:59:00,U,2026-02-06 02:40:00,공동탕업+찜질시설서비스영업,207824.412580845,478167.82034203,공동탕업+찜질시설서비스영업,2,1,0,0,1,0,3,Y,,,,자가,0,0,Y,,"무지개사우나_경기도양주시삼숭동669-12,653번지13호(지하1층)"
93,목욕장업,11_44_01_P,5540000,5540000-202-2011-00003,2011-11-15,,1,영업/정상,1,영업,,,,,031 764 2588,899.36,,경기도 광주시 양벌동 311-5,경기도 광주시 양벌로 199,12793.0,궁전사우나,2026-01-30 17:23:17,U,2026-02-04 11:04:37,공동탕업+찜질시설서비스영업,,,공동탕업+찜질시설서비스영업,2,0,0,0,1,0,2,Y,,,,,0,0,N,,궁전사우나_경기도광주시양벌동311-5
91,목욕장업,11_44_01_P,5540000,5540000-202-2011-00002,2011-08-09,,1,영업/정상,1,영업,,,,,031 767 2239,276.8,464-862,경기도 광주시 초월읍 대쌍령리 60-1,경기도 광주시 초월읍 무들로8번길 39-32,12735.0,녹주맥반석 찜질방,2026-01-30 17:22:37,U,2026-02-04 11:04:37,찜질시설서비스영업,225849.932316092,431530.121775712,찜질시설서비스영업,1,0,1,0,0,0,0,N,,,,,0,0,N,,녹주맥반석찜질방_경기도광주시초월읍대쌍령리60-1
103,목욕장업,11_44_01_P,6510000,6510000-202-2011-00001,2011-01-11,,1,영업/정상,1,영업,,,,,064 796 6368,277.08,695-924,제주특별자치도 제주시 한림읍 금악리 2134-1,제주특별자치도 제주시 한림읍 금악로1길 15,63019.0,주민복지센터,2026-02-03 14:05:27,U,2026-02-06 02:40:00,공동탕업,134249.796769505,-14919.6963894936,공동탕업,2,0,1,2,0,0,4,N,,,,임대,0,0,N,,주민복지센터_제주특별자치도제주시한림읍금악리2134-1
101,목욕장업,11_44_01_P,3220000,3220000-202-2010-00007,2010-07-09,,3,폐업,2,폐업,2026-01-27,,,,070 81602320,427.28,135-501,서울특별시 강남구 대치동 991-4 지하1층,"서울특별시 강남구 도곡로 532 (대치동,지하1층)",6282.0,나리여성전용불한증막,2026-02-03 10:13:19,U,2026-02-06 02:40:00,공동탕업+찜질시설서비스영업,205639.840256517,444176.294312025,공동탕업+찜질시설서비스영업,0,0,0,0,1,1,1,Y,,,,,0,0,N,,나리여성전용불한증막_서울특별시강남구대치동991-4지하1층
44,목욕장업,11_44_01_P,5530000,5760000-202-2010-00002,2010-04-12,,3,폐업,2,폐업,2016-01-26,,,,031 225 5576,792.83,,경기도 화성시 병점구 안녕동  37-1,경기도 화성시 병점구 화산서길18번길 28 (안녕동),,안녕옥사우나,2012-04-16 17:27:10,I,2026-02-04 01:35:23,공동탕업,201146.511018437,411449.571152367,공동탕업,0,0,3,4,0,0,2,Y,,,,임대,0,0,N,,안녕옥사우나_경기도화성시병점구안녕동37-1
135,목욕장업,11_44_01_P,3220000,3220000-202-2010-00004,2010-04-07,,3,폐업,2,폐업,2026-01-27,,,,,420.45,135-508,서울특별시 강남구 삼성동 20-4 지하1층,"서울특별시 강남구 삼성로119길 14 (삼성동,지하1층)",6091.0,좋은여성한증막,2026-02-12 18:06:15,U,2026-02-14 02:40:00,공동탕업,204379.923841972,445980.758113913,공동탕업,0,0,0,0,1,1,3,Y,,,,,0,0,N,,좋은여성한증막_서울특별시강남구삼성동20-4지하1층
43,목욕장업,11_44_01_P,5530000,5750000-202-2010-00001,2010-01-20,,3,폐업,2,폐업,2019-10-07,,,,031 353 8333,1479.67,,경기도 화성시 효행구 정남면 관항리 190-1 정남참숯가마,"경기도 화성시 효행구 정남면 만은동1길 63-8, 정남참숯가마",,정남숯가마,2019-10-07 16:12:36,I,2026-02-04 01:35:23,공동탕업+찜질시설서비스영업,197613.118341617,408339.450336262,공동탕업+찜질시설서비스영업,0,0,1,1,1,1,2,N,,,,자가,0,0,N,,정남숯가마_경기도화성시효행구정남면관항리190-1정남참숯가마
42,목욕장업,11_44_01_P,5530000,5770000-202-2009-00002,2009-12-14,,3,폐업,2,폐업,2023-05-04,,,,031 80154546,503.55,,경기도 화성시 동탄구 반송동  86-4 위너스타,"경기도 화성시 동탄구 동탄원천로 163, 위너스타 12층 1204호 (반송동)",,위너스타 스파랜드,2023-05-04 10:26:20,I,2026-02-04 01:35:23,공동탕업,206471.194103481,411723.937975842,공동탕업,0,0,11,12,0,0,2,N,,,,임대,0,0,N,,위너스타스파랜드_경기도화성시동탄구반송동86-4위너스타
121,목욕장업,11_44_01_P,3370000,3370000-202-2009-00001,2009-11-30,,1,영업/정상,1,영업,,,,,051 565 8504,443.32,611-824,부산광역시 연제구 연산동 1837-5 신일아트빌101호,"부산광역시 연제구 연수로 191 (연산동,신일아트빌101호)",47593.0,연산스포츠센타,2026-02-06 09:52:32,U,2026-02-08 02:40:00,공동탕업,390488.590656869,188107.848540776,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,연산스포츠센타_부산광역시연제구연산동1837-5신일아트빌101호
15,목욕장업,11_44_01_P,5530000,5770000-202-2009-00001,2009-10-13,,3,폐업,2,폐업,2020-05-19,,,,031 372 6212,416.0,,경기도 화성시 동탄구 중동  371,경기도 화성시 동탄구 풀무골로 19-4,,동탄참숯가마,2020-05-20 09:07:48,I,2026-02-04 01:35:23,목욕장업 기타,211482.147391435,411308.397900242,목욕장업 기타,0,0,1,1,0,0,2,Y,,,,임대,0,0,N,,동탄참숯가마_경기도화성시동탄구중동371
90,목욕장업,11_44_01_P,5540000,5540000-202-2009-00001,2009-01-15,,1,영업/정상,1,영업,,,,,031 762 2933,344.04,464-801,경기도 광주시 경안동 51-4 지층,"경기도 광주시 경안안길 69, 지층 (경안동)",12755.0,행복사우나,2026-01-30 17:21:13,U,2026-02-04 11:04:37,공동탕업,222663.939409409,434305.829073439,공동탕업,5,1,2,3,0,0,2,Y,,,,임대,0,0,N,,행복사우나_경기도광주시경안동51-4지층
128,목욕장업,11_44_01_P,5050000,5050000-202-2008-00003,2008-11-26,,1,영업/정상,1,영업,,,,,054 751 0031,1321.02,780-901,경상북도 경주시 건천읍 건천리 291-1,경상북도 경주시 건천읍 단석로 2016-3,38178.0,건강나라 사우나,2026-02-09 18:08:38,U,2026-02-11 02:40:00,공동탕업+찜질시설서비스영업,389933.090873202,263027.298019544,공동탕업+찜질시설서비스영업,5,1,1,3,0,0,6,Y,,,,자가,0,0,Y,,건강나라사우나_경상북도경주시건천읍건천리291-1
17,목욕장업,11_44_01_P,5530000,5740000-202-2008-00002,2008-09-08,,3,폐업,2,폐업,2021-09-27,,,,031  3531802,1789.43,,경기도 화성시 만세구 향남읍 평리 35-14 외 2필지,경기도 화성시 만세구 향남읍 3.1만세로 1124 (외 2필지),,"향남스파렌드(향남사우나,찜질방)",2021-09-27 16:27:09,I,2026-02-04 01:35:23,공동탕업+찜질시설서비스영업,191904.650702393,403521.770111874,공동탕업+찜질시설서비스영업,0,0,2,4,0,0,2,N,,,,임대,0,0,N,,"향남스파렌드(향남사우나,찜질방)_경기도화성시만세구향남읍평리35-14외2필지"
14,목욕장업,11_44_01_P,5530000,5750000-202-2008-00003,2008-09-08,,3,폐업,2,폐업,2017-12-28,,,,031 278 5090,2571.81,,"경기도 화성시 효행구 봉담읍 동화리 599-2 이원타워 801호,901호","경기도 화성시 효행구 봉담읍 동화길 85, 801호,901호 (이원타워)",,봉담 알카리사우나,2017-12-28 16:53:22,I,2026-02-04 01:35:23,공동탕업+찜질시설서비스영업,196231.171787667,412784.008032726,공동탕업+찜질시설서비스영업,0,0,0,0,0,0,2,Y,,,,자가,0,0,N,,"봉담알카리사우나_경기도화성시효행구봉담읍동화리599-2이원타워801호,901호"
168,목욕장업,11_44_01_P,5170000,5170000-202-2008-00001,2008-08-27,,1,영업/정상,1,영업,,,,,054 6805511,491.22,764-823,경상북도 영양군 입암면 신구리 480-3,경상북도 영양군 입암면 조기리길 18,36548.0,입암면종합복지회관목욕탕,2026-02-26 09:47:05,U,2026-02-28 02:40:00,공동탕업,386983.583074079,345711.235951835,공동탕업,3,0,1,2,0,0,2,Y,,,,,0,0,N,,입암면종합복지회관목욕탕_경상북도영양군입암면신구리480-3
79,목욕장업,11_44_01_P,5530000,5740000-202-2008-00001,2008-04-17,,1,영업/정상,1,영업,,,,,031 15775752,6485.0,,경기도 화성시 만세구 팔탄면 율암리 483-26,경기도 화성시 만세구 팔탄면 시청로 888,,하피랜드,2025-11-13 16:27:39,I,2026-02-04 01:35:23,공동탕업+찜질시설서비스영업,190068.210203422,407388.509142827,공동탕업+찜질시설서비스영업,1,1,0,0,0,0,2,N,,,,자가,0,0,N,,하피랜드_경기도화성시만세구팔탄면율암리483-26
130,목욕장업,11_44_01_P,3620000,3620000-202-2008-00003,2008-03-21,,1,영업/정상,1,영업,,,,,062 5736300,1012.0,500-865,광주광역시 북구 일곡동 815-1 2층,"광주광역시 북구 설죽로 620, 2층 (일곡동)",61031.0,(주)일곡월드스파,2026-02-10 15:06:45,U,2026-02-12 02:40:00,공동탕업,190676.95341552,190574.424652756,공동탕업,3,0,2,2,0,0,8,Y,,,,자가,0,0,N,,(주)일곡월드스파_광주광역시북구일곡동815-12층
34,목욕장업,11_44_01_P,5530000,5770000-202-2007-00001,2007-07-03,,3,폐업,2,폐업,2023-04-11,,,,031 6135225,4161.04,,"경기도 화성시 동탄구 반송동  107-2 워터밸리 601일부호,701,801,901호","경기도 화성시 동탄구 동탄중심상가1길 8, 워터밸리 601일부,701,801,901호 (반송동)",,워터밸리,2023-04-12 11:22:57,I,2026-02-04 01:35:23,공동탕업+찜질시설서비스영업,206320.850464476,410914.936306015,공동탕업+찜질시설서비스영업,0,0,6,9,0,0,2,Y,,,,임대,0,0,Y,,"워터밸리_경기도화성시동탄구반송동107-2워터밸리601일부호,701,801,901호"
136,목욕장업,11_44_01_P,6520000,6520000-202-2007-00001,2007-05-29,,1,영업/정상,1,영업,,,,,064 7808530,1189.55,699-914,제주특별자치도 서귀포시 표선면 표선리 40-69,제주특별자치도 서귀포시 표선면 민속해안로 537,63629.0,해비치호텔사우나,2026-02-12 17:00:51,U,2026-02-14 02:40:00,공동탕업,185469.623691025,-19182.3494617918,공동탕업,0,0,1,2,0,0,6,Y,,,,자가,0,0,N,,해비치호텔사우나_제주특별자치도서귀포시표선면표선리40-69
30,목욕장업,11_44_01_P,5530000,5740000-202-2006-00002,2006-08-07,,1,영업/정상,1,영업,,,,,031 3558813,2212.09,,경기도 화성시 만세구 남양읍 송림리 685-1,경기도 화성시 만세구 남양읍 남양서로 65 (송림동),,송진불한증막,2025-11-18 11:23:06,I,2026-02-04 01:35:23,공동탕업,183473.43387452,412956.338412721,공동탕업,1,1,0,0,1,1,2,Y,,,,,0,0,N,,송진불한증막_경기도화성시만세구남양읍송림리685-1
92,목욕장업,11_44_01_P,5540000,5540000-202-2006-00003,2006-05-10,,1,영업/정상,1,영업,,,,,031 7693352,445.0,464-130,"경기도 광주시 쌍령동 141 외 1필지, 143번지",경기도 광주시 경충대로 1507-17 (쌍령동),12791.0,광주숯가마,2026-01-30 17:20:23,U,2026-02-04 11:04:37,찜질시설서비스영업,223660.083767642,433406.558594484,찜질시설서비스영업,0,0,1,1,0,0,0,Y,,,,,0,0,N,,"광주숯가마_경기도광주시쌍령동141외1필지,143번지"
32,목욕장업,11_44_01_P,5530000,5740000-202-2006-00001,2006-05-08,,1,영업/정상,1,영업,,,,,031 3578868,1598.63,,경기도 화성시 만세구 송산면 사강리 693-5,경기도 화성시 만세구 송산면 사강시장길25번길 14,,송산24시사우나,2021-03-23 10:40:15,I,2026-02-04 01:35:23,공동탕업+찜질시설서비스영업,176320.985244191,412469.44912472,공동탕업+찜질시설서비스영업,0,0,1,3,0,0,2,Y,,,,,0,0,N,,송산24시사우나_경기도화성시만세구송산면사강리693-5
16,목욕장업,11_44_01_P,5530000,5760000-202-2005-00004,2005-12-27,,1,영업/정상,1,영업,,,,,031 2312310,724.43,,경기도 화성시 병점구 병점동  292 외 15필지 태안병점 V-TOWN II 110호,"경기도 화성시 병점구 병점중앙로 87 (병점동, 외 15필지 태안병점 V-TOWN II 110호)",,구봉사우나,2015-01-12 15:45:35,I,2026-02-04 01:35:23,공동탕업+찜질시설서비스영업,203667.667629099,411606.5982719,공동탕업+찜질시설서비스영업,0,0,1,2,0,0,2,Y,,,,임대,0,0,N,,구봉사우나_경기도화성시병점구병점동292외15필지태안병점V-TOWNII110호
33,목욕장업,11_44_01_P,5530000,5750000-202-2005-00003,2005-10-21,,1,영업/정상,1,영업,,,,,031 221 8899,3309.52,,경기도 화성시 효행구 기안동  371-2 외 4필지,"경기도 화성시 효행구 효행로 287 (기안동,외 4필지)",,보보스 스파랜드&휘트니스,2017-09-27 15:20:09,I,2026-02-04 01:35:23,공동탕업+찜질시설서비스영업,197695.648333333,413427.779666667,공동탕업+찜질시설서비스영업,0,0,3,0,0,0,4,Y,,,,자가,0,0,N,,보보스스파랜드&휘트니스_경기도화성시효행구기안동371-2외4필지
140,목욕장업,11_44_01_P,3610000,3610000-202-2005-00004,2005-09-08,,1,영업/정상,1,영업,,,,,062 6766776,860.0,503-814,광주광역시 남구 봉선동 483-2 (3-4층),"광주광역시 남구 봉선중앙로47번길 10, 3-4층 (봉선동)",61684.0,24시 연아사우나 찜질방,2026-02-19 09:49:43,U,2026-02-21 02:40:00,공동탕업,191766.915852068,180678.928924856,공동탕업,5,3,3,4,0,0,6,Y,,,,자가,0,0,N,,24시연아사우나찜질방_광주광역시남구봉선동483-2(3-4층)
37,목욕장업,11_44_01_P,5530000,5750000-202-2005-00002,2005-04-30,,1,영업/정상,1,영업,,,,,031 222 8155,958.75,,경기도 화성시 효행구 봉담읍 수기리 1-19,,,수원성첨성대한증막,2024-10-06 13:51:02,I,2026-02-04 01:35:23,공동탕업,198090.104293844,411361.424184154,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,수원성첨성대한증막_경기도화성시효행구봉담읍수기리1-19
